카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2020년10월_남_20~29세,"32,321","2,410","2,675","2,161","1,921","2,102","2,223","2,113","1,872","1,387","1,865","3,139","2,021","1,541","1,042",746,"3,103"
2020년10월_남_30~39세,"34,213","3,040","2,672","2,060","1,639","1,997","2,119","2,120","2,495","2,413","1,779","3,285","2,097","1,494","1,056",877,"3,070"
2020년10월_남_40~49세,"38,176","2,965","2,949","2,068","1,692","2,271","2,625","2,030","2,567","2,648","1,873","3,807","2,094","1,642","1,126",771,"5,048"
2020년10월_남_50~59세,"37,296","2,799","3,175","2,292","1,877","2,275","2,863","2,007","2,228","1,757","2,143","3,599","2,138","1,687","1,260",987,"4,209"
2020년10월_남_60~69세,"29,505","2,269","2,511","2,033","1,612","1,661","2,331","1,564","1,542","1,297","1,735","2,762","1,765","1,513","1,157",824,"2,929"
2020년10월_남_70~79세,"17,218","1,376","1,515","1,234",940,980,"1,361","1,013",963,718,"1,101","1,697","1,002",745,647,383,"1,543"
2020년10월_남_80~89세,"6,306",530,601,434,292,376,513,415,328,252,447,582,338,270,223,127,578
2020년10월_남_90~99세,598,38,65,36,34,32,41,32,42,24,40,44,25,35,16,14,80
2020년10월_남_100세 이상,83,7,11,4,1,8,10,7,1,7,5,4,1,4,4,2,7
2020년10월_여_총인구수,"250,002","19,595","20,945","14,701","11,938","15,248","16,537","14,551","16,123","14,215","12,922","24,643","14,322","10,471","7,890","5,596","30,305"
2020년10월_여_연령구간인구수,"250,002","19,595","20,945","14,701","11,938","15,248","16,537","14,551","16,123","14,215","12,922","24,643","14,322","10,471","7,890","5,596","30,305"
2020년10월_여_0~9세,"14,760","1,265","1,167",598,476,786,912,584,"1,119","1,580",470,"1,360",863,550,373,327,"2,330"
2020년10월_여_10~19세,"19,096","1,173","1,284",907,789,"1,242","1,500",893,"1,255","1,119",809,"1,770","1,028",744,584,356,"3,643"
2020년10월_여_20~29세,"34,687","2,674","2,815","2,152","1,846","2,283","2,240","2,738","2,226","1,387","1,799","3,405","1,912","1,426","1,053",721,"4,010"
2020년10월_여_30~39세,"34,794","3,072","2,785","1,852","1,472","1,999","2,014","2,117","2,585","2,671","1,590","3,494","2,055","1,328","1,001",820,"3,939"
2020년10월_여_40~49세,"39,007","2,903","3,138","1,944","1,686","2,464","2,593","2,084","2,667","2,532","1,777","3,832","2,142","1,571","1,156",759,"5,759"
2020년10월_여_50~59세,"40,161","3,082","3,611","2,660","2,144","2,569","2,815","2,149","2,328","1,862","2,121","4,092","2,419","1,828","1,322",965,"4,194"
2020년10월_여_60~69세,"34,486","2,772","3,050","2,332","1,860","1,984","2,301","1,960","2,031","1,568","2,030","3,491","2,049","1,629","1,261",857,"3,311"
2020년10월_여_70~79세,"21,783","1,779","1,998","1,524","1,172","1,312","1,406","1,363","1,271",979,"1,506","2,152","1,259",905,780,500,"1,877"
2020년10월_여_80~89세,"9,378",723,942,627,405,515,632,570,544,441,697,887,516,423,297,249,910
2020년10월_여_90~99세,"1,508",133,132,97,75,83,112,78,87,61,109,139,71,57,57,39,178
2020년10월_여_100세 이상,342,19,23,8,13,11,12,15,10,15,14,21,8,10,6,3,154
2020년11월_계_총인구수,"480,617","37,430","39,772","28,506","23,219","28,945","32,840","27,280","30,901","27,590","25,276","46,713","27,615","20,902","15,384","11,175","57,069"
2020년11월_계_연령구간인구수,"480,617","37,430","39,772","28,506","23,219","28,945","32,840","27,280","30,901","27,590","25,276","46,713","27,615","20,902","15,384","11,175","57,069"
2020년11월_계_0~9세,"29,988","2,511","2,416","1,167","1,004","1,591","1,829","1,200","2,266","3,272","1,000","2,736","1,640","1,108",756,684,"4,808"
2020년11월_계_10~19세,"38,854","2,342","2,697","1,824","1,615","2,488","2,884","1,665","2,639","2,275","1,650","3,558","2,137","1,697","1,206",770,"7,407"
2020년11월_계_20~29세,"67,013","5,065","5,477","4,326","3,754","4,370","4,447","4,876","4,175","2,771","3,645","6,540","3,915","2,959","2,095","1,482","7,116"
2020년11월_계_30~39세,"68,802","6,095","5,450","3,894","3,075","3,954","4,132","4,228","5,130","5,082","3,386","6,736","4,123","2,812","2,045","1,716","6,944"
2020년11월_계_40~49세,"76,959","5,856","6,068","3,982","3,349","4,728","5,164","4,109","5,247","5,179","3,636","7,653","4,219","3,196","2,267","1,532","10,774"
2020년11월_계_50~59세,"77,363","5,890","6,765","4,957","4,014","4,817","5,659","4,154","4,560","3,610","4,254","7,680","4,526","3,511","2,574","1,971","8,421"
2020년11월_계_60~69세,"64,271","5,069","5,595","4,389","3,474","3,672","4,637","3,528","3,616","2,894","3,768","6,245","3,836","3,170","2,425","1,695","6,258"
2020년11월_계_70~79세,"39,081","3,156","3,514","2,759","2,104","2,294","2,769","2,395","2,252","1,703","2,621","3,881","2,257","1,649","1,416",879,"3,432"
2020년11월_계_80~89세,"15,753","1,249","1,557","1,070",709,898,"1,140",993,874,696,"1,145","1,470",861,696,516,387,"1,492"
2020년11월_계_90~99세,"2,110",172,199,126,107,114,158,110,132,86,152,189,92,89,74,54,256
2020년11월_계_100세 이상,423,25,34,12,14,19,21,22,10,22,19,25,9,15,10,5,161
2020년11월_남_총인구수,"230,763","17,842","18,835","13,835","11,338","13,732","16,353","12,712","14,672","13,386","12,353","22,069","13,336","10,432","7,503","5,539","26,826"
2020년11월_남_연령구간인구수,"230,763","17,842","18,835","13,835","11,338","13,732","16,353","12,712","14,672","13,386","12,353","22,069","13,336","10,432","7,503","5,539","26,826"
2020년11월_남_0~9세,"15,353","1,253","1,253",589,532,820,925,614,"1,151","1,690",532,"1,385",787,567,387,360,"2,508"
2020년11월_남_10~19세,"19,833","1,173","1,412",920,831,"1,252","1,395",783,"1,380","1,173",841,"1,791","1,119",950,626,412,"3,775"
2020년11월_남_20~29세,"32,324","2,388","2,671","2,181","1,923","2,093","2,208","2,132","1,915","1,392","1,859","3,125","2,012","1,532","1,036",759,"3,098"
2020년11월_남_30~39세,"34,081","3,042","2,674","2,044","1,629","1,962","2,124","2,107","2,521","2,410","1,781","3,261","2,075","1,485","1,044",884,"3,038"
2020년11월_남_40~49세,"38,010","2,958","2,932","2,054","1,681","2,266","2,596","2,016","2,564","2,645","1,873","3,811","2,082","1,630","1,108",767,"5,027"
2020년11월_남_50~59세,"37,256","2,799","3,162","2,293","1,864","2,265","2,856","2,015","2,227","1,763","2,126","3,598","2,114","1,687","1,257",999,"4,231"
2020년11월_남_60~69세,"29,637","2,283","2,539","2,047","1,608","1,672","2,316","1,565","1,569","1,306","1,746","2,753","1,777","1,529","1,159",831,"2,937"
2020년11월_남_70~79세,"17,259","1,379","1,512","1,232",940,985,"1,368","1,024",972,722,"1,104","1,716",998,745,642,381,"1,539"
2020년11월_남_80~89세,"6,327",520,604,436,297,377,512,417,330,254,447,579,345,269,223,132,585
2020년11월_남_90~99세,602,40,66,35,32,32,44,32,43,24,39,46,26,33,17,12,81
2020년11월_남_100세 이상,81,7,10,4,1,8,9,7,0,7,5,4,1,5,4,2,7
2020년11월_여_총인구수,"249,854","19,588","20,937","14,671","11,881","15,213","16,487","14,568","16,229","14,204","12,923","24,644","14,279","10,470","7,881","5,636","30,243"
2020년11월_여_연령구간인구수,"249,854","19,588","20,937","14,671","11,881","15,213","16,487","14,568","16,229","14,204","12,923","24,644","14,279","10,470","7,881","5,636","30,243"
2020년11월_여_0~9세,"14,635","1,258","1,163",578,472,771,904,586,"1,115","1,582",468,"1,351",853,541,369,324,"2,300"
2020년11월_여_10~19세,"19,021","1,169","1,285",904,784,"1,236","1,489",882,"1,259","1,102",809,"1,767","1,018",747,580,358,"3,632"
2020년11월_여_20~29세,"34,689","2,677","2,806","2,145","1,831","2,277","2,239","2,744","2,260","1,379","1,786","3,415","1,903","1,427","1,059",723,"4,018"
2020년11월_여_30~39세,"34,721","3,053","2,776","1,850","1,446","1,992","2,008","2,121","2,609","2,672","1,605","3,475","2,048","1,327","1,001",832,"3,906"
2020년11월_여_40~49세,"38,949","2,898","3,136","1,928","1,668","2,462","2,568","2,093","2,683","2,534","1,763","3,842","2,137","1,566","1,159",765,"5,747"
2020년11월_여_50~59세,"40,107","3,091","3,603","2,664","2,150","2,552","2,803","2,139","2,333","1,847","2,128","4,082","2,412","1,824","1,317",972,"4,190"
2020년11월_여_60~69세,"34,634","2,786","3,056","2,342","1,866","2,000","2,321","1,963","2,047","1,588","2,022","3,492","2,059","1,641","1,266",864,"3,321"
2020년11월_여_70~79세,"21,822","1,777","2,002","1,527","1,164","1,309","1,401","1,371","1,280",981,"1,517","2,165","1,259",904,774,498,"1,893"
2020년11월_여_80~89세,"9,426",729,953,634,412,521,628,576,544,442,698,891,516,427,293,255,907
2020년11월_여_90~99세,"1,508",132,133,91,75,82,114,78,89,62,113,143,66,56,57,42,175
2020년11월_여_100세 이상,342,18,24,8,13,11,12,15,10,15,14,21,8,10,6,3,154
2020년12월_계_총인구수,"479,835","37,396","39,733","28,441","23,167","28,885","32,749","27,240","30,963","27,569","25,218","46,556","27,547","20,805","15,355","11,189","57,022"
2020년12월_계_연령구간인구수,"479,835","37,396","39,733","28,441","23,167","28,885","32,749","27,240","30,963","27,569","25,218","46,556","27,547","20,805","15,355","11,189","57,022"
2020년12월_계_0~9세,"29,704","2,485","2,398","1,140",998,"1,576","1,808","1,192","2,251","3,265",991,"2,698","1,624","1,089",743,681,"4,765"
2020년12월_계_10~19세,"38,676","2,340","2,694","1,810","1,596","2,463","2,870","1,657","2,634","2,269","1,635","3,515","2,119","1,689","1,202",763,"7,420"
2020년12월_계_20~29세,"67,058","5,068","5,472","4,347","3,752","4,374","4,441","4,896","4,207","2,762","3,641","6,533","3,922","2,935","2,111","1,492","7,105"
2020년12월_계_30~39세,"68,502","6,065","5,443","3,860","3,056","3,918","4,118","4,191","5,156","5,053","3,387","6,701","4,103","2,798","2,027","1,737","6,889"
2020년12월_계_40~49세,"76,628","5,834","6,019","3,953","3,330","4,716","5,128","4,108","5,227","5,188","3,605","7,607","4,201","3,168","2,250","1,518","10,776"
2020년12월_계_50~59세,"77,274","5,893","6,772","4,929","4,013","4,800","5,666","4,140","4,584","3,613","4,240","7,648","4,497","3,508","2,583","1,979","8,409"
2020년12월_계_60~69세,"64,438","5,103","5,606","4,409","3,479","3,681","4,629","3,535","3,613","2,892","3,769","6,296","3,849","3,162","2,424","1,698","6,293"
2020년12월_계_70~79세,"39,121","3,147","3,520","2,766","2,105","2,311","2,761","2,391","2,262","1,713","2,630","3,870","2,264","1,654","1,413",878,"3,436"
2020년12월_계_80~89세,"15,897","1,263","1,572","1,092",715,911,"1,151",999,887,705,"1,149","1,480",861,701,516,384,"1,511"
2020년12월_계_90~99세,"2,112",173,203,123,109,116,156,109,132,86,151,183,98,86,76,54,257
2020년12월_계_100세 이상,425,25,34,12,14,19,21,22,10,23,20,25,9,15,10,5,161
2020년12월_남_총인구수,"230,279","17,820","18,811","13,804","11,288","13,681","16,282","12,700","14,695","13,399","12,320","22,002","13,310","10,387","7,486","5,529","26,765"
2020년12월_남_연령구간인구수,"230,279","17,820","18,811","13,804","11,288","13,681","16,282","12,700","14,695","13,399","12,320","22,002","13,310","10,387","7,486","5,529","26,765"
2020년12월_남_0~9세,"15,210","1,238","1,249",569,532,809,913,615,"1,140","1,690",533,"1,364",787,558,374,361,"2,478"
2020년12월_남_10~19세,"19,756","1,172","1,414",919,821,"1,237","1,388",780,"1,381","1,173",834,"1,770","1,113",941,617,406,"3,790"
2020년12월_남_20~29세,"32,284","2,383","2,664","2,184","1,912","2,101","2,193","2,148","1,925","1,396","1,845","3,117","2,003","1,524","1,046",763,"3,080"
2020년12월_남_30~39세,"33,907","3,034","2,665","2,031","1,618","1,929","2,114","2,082","2,526","2,387","1,787","3,249","2,080","1,473","1,041",885,"3,006"
2020년12월_남_40~49세,"37,846","2,941","2,908","2,038","1,668","2,263","2,575","2,020","2,565","2,659","1,849","3,793","2,070","1,617","1,106",759,"5,015"
2020년12월_남_50~59세,"37,204","2,812","3,169","2,286","1,856","2,248","2,854","2,003","2,234","1,766","2,130","3,589","2,098","1,682","1,262",998,"4,217"
2020년12월_남_60~69세,"29,729","2,292","2,540","2,062","1,607","1,685","2,312","1,570","1,572","1,308","1,742","2,780","1,787","1,532","1,155",832,"2,953"
2020년12월_남_70~79세,"17,264","1,378","1,507","1,235",942,987,"1,364","1,022",976,727,"1,103","1,710","1,001",749,640,381,"1,542"
2020년12월_남_80~89세,"6,400",522,617,443,300,383,516,421,333,260,450,583,343,275,224,130,600
2020년12월_남_90~99세,597,41,68,33,31,31,44,32,43,25,42,43,27,31,17,12,77
2020년12월_남_100세 이상,82,7,10,4,1,8,9,7,0,8,5,4,1,5,4,2,7
2020년12월_여_총인구수,"249,556","19,576","20,922","14,637","11,879","15,204","16,467","14,540","16,268","14,170","12,898","24,554","14,237","10,418","7,869","5,660","30,257"
2020년12월_여_연령구간인구수,"249,556","19,576","20,922","14,637","11,879","15,204","16,467","14,540","16,268","14,170","12,898","24,554","14,237","10,418","7,869","5,660","30,257"
2020년12월_여_0~9세,"14,494","1,247","1,149",571,466,767,895,577,"1,111","1,575",458,"1,334",837,531,369,320,"2,287"
2020년12월_여_10~19세,"18,920","1,168","1,280",891,775,"1,226","1,482",877,"1,253","1,096",801,"1,745","1,006",748,585,357,"3,630"
2020년12월_여_20~29세,"34,774","2,685","2,808","2,163","1,840","2,273","2,248","2,748","2,282","1,366","1,796","3,416","1,919","1,411","1,065",729,"4,025"
2020년12월_여_30~39세,"34,595","3,031","2,778","1,829","1,438","1,989","2,004","2,109","2,630","2,666","1,600","3,452","2,023","1,325",986,852,"3,883"
2020년12월_여_40~49세,"38,782","2,893","3,111","1,915","1,662","2,453","2,553","2,088","2,662","2,529","1,756","3,814","2,131","1,551","1,144",759,"5,761"
2020년12월_여_50~59세,"40,070","3,081","3,603","2,643","2,157","2,552","2,812","2,137","2,350","1,847","2,110","4,059","2,399","1,826","1,321",981,"4,192"
2020년12월_여_60~69세,"34,709","2,811","3,066","2,347","1,872","1,996","2,317","1,965","2,041","1,584","2,027","3,516","2,062","1,630","1,269",866,"3,340"
2020년12월_여_70~79세,"21,857","1,769","2,013","1,531","1,163","1,324","1,397","1,369","1,286",986,"1,527","2,160","1,263",905,773,497,"1,894"
2020년12월_여_80~89세,"9,497",741,955,649,415,528,635,578,554,445,699,897,518,426,292,254,911
2020년12월_여_90~99세,"1,515",132,135,90,78,85,112,77,89,61,109,140,71,55,59,42,180
2020년12월_여_100세 이상,343,18,24,8,13,11,12,15,10,15,15,21,8,10,6,3,154
2021년01월_계_총인구수,"479,223","37,372","39,616","28,340","23,103","28,818","32,695","27,244","30,973","27,546","25,186","46,521","27,512","20,816","15,350","11,257","56,874"
2021년01월_계_연령구간인구수,"479,223","37,372","39,616","28,340","23,103","28,818","32,695","27,244","30,973","27,546","25,186","46,521","27,512","20,816","15,350","11,257","56,874"
2021년01월_계_0~9세,"29,387","2,465","2,367","1,109",992,"1,546","1,781","1,178","2,241","3,237",987,"2,664","1,606","1,087",733,693,"4,701"
2021년01월_계_10~19세,"38,521","2,312","2,688","1,798","1,586","2,452","2,861","1,653","2,600","2,285","1,630","3,515","2,109","1,677","1,187",769,"7,399"
2021년01월_계_20~29세,"66,911","5,067","5,432","4,308","3,730","4,373","4,447","4,895","4,215","2,768","3,634","6,525","3,891","2,945","2,095","1,505","7,081"
2021년01월_계_30~39세,"68,232","6,061","5,410","3,848","3,035","3,878","4,094","4,188","5,179","4,991","3,370","6,649","4,110","2,792","2,039","1,738","6,850"
2021년01월_계_40~49세,"76,435","5,803","5,986","3,924","3,319","4,727","5,109","4,091","5,214","5,213","3,582","7,607","4,181","3,168","2,252","1,529","10,730"
2021년01월_계_50~59세,"77,199","5,898","6,750","4,919","3,986","4,781","5,666","4,157","4,595","3,606","4,232","7,661","4,478","3,522","2,569","1,987","8,392"
2021년01월_계_60~69세,"64,721","5,116","5,625","4,435","3,500","3,692","4,623","3,543","3,622","2,916","3,797","6,312","3,897","3,163","2,441","1,705","6,334"
2021년01월_계_70~79세,"39,219","3,156","3,536","2,767","2,109","2,316","2,776","2,393","2,265","1,721","2,624","3,886","2,255","1,661","1,418",881,"3,455"
2021년01월_계_80~89세,"16,040","1,291","1,585","1,097",722,917,"1,158","1,014",905,697,"1,158","1,492",880,696,527,389,"1,512"
2021년01월_계_90~99세,"2,132",178,203,123,109,117,160,110,127,91,151,185,96,89,79,56,258
2021년01월_계_100세 이상,426,25,34,12,15,19,20,22,10,21,21,25,9,16,10,5,162
2021년01월_남_총인구수,"229,827","17,793","18,756","13,732","11,245","13,660","16,243","12,689","14,696","13,384","12,284","21,948","13,288","10,394","7,466","5,556","26,693"
2021년01월_남_연령구간인구수,"229,827","17,793","18,756","13,732","11,245","13,660","16,243","12,689","14,696","13,384","12,284","21,948","13,288","10,394","7,466","5,556","26,693"
2021년01월_남_0~9세,"15,023","1,226","1,239",545,530,797,892,607,"1,136","1,672",529,"1,342",781,557,368,364,"2,438"
2021년01월_남_10~19세,"19,689","1,154","1,405",914,815,"1,237","1,391",773,"1,365","1,179",834,"1,778","1,108",934,608,409,"3,785"
2021년01월_남_20~29세,"32,205","2,380","2,636","2,162","1,897","2,106","2,194","2,145","1,934","1,404","1,840","3,104","1,981","1,531","1,036",771,"3,084"
2021년01월_남_30~39세,"33,700","3,030","2,650","2,007","1,604","1,904","2,098","2,079","2,535","2,359","1,768","3,208","2,078","1,474","1,039",885,"2,982"
2021년01월_남_40~49세,"37,762","2,929","2,899","2,033","1,675","2,276","2,570","2,007","2,550","2,666","1,833","3,799","2,063","1,604","1,112",763,"4,983"
2021년01월_남_50~59세,"37,159","2,819","3,155","2,277","1,834","2,239","2,853","2,014","2,241","1,760","2,124","3,580","2,101","1,694","1,254","1,003","4,211"
2021년01월_남_60~69세,"29,850","2,284","2,555","2,079","1,613","1,689","2,306","1,577","1,586","1,317","1,760","2,789","1,801","1,538","1,157",828,"2,971"
2021년01월_남_70~79세,"17,293","1,392","1,517","1,232",940,985,"1,368","1,022",968,736,"1,096","1,710",994,753,642,384,"1,554"
2021년01월_남_80~89세,"6,460",530,622,446,305,386,516,425,342,256,454,591,354,272,228,134,599
2021년01월_남_90~99세,603,42,68,33,30,33,46,33,39,28,41,43,26,32,18,13,78
2021년01월_남_100세 이상,83,7,10,4,2,8,9,7,0,7,5,4,1,5,4,2,8
2021년01월_여_총인구수,"249,396","19,579","20,860","14,608","11,858","15,158","16,452","14,555","16,277","14,162","12,902","24,573","14,224","10,422","7,884","5,701","30,181"
2021년01월_여_연령구간인구수,"249,396","19,579","20,860","14,608","11,858","15,158","16,452","14,555","16,277","14,162","12,902","24,573","14,224","10,422","7,884","5,701","30,181"
2021년01월_여_0~9세,"14,364","1,239","1,128",564,462,749,889,571,"1,105","1,565",458,"1,322",825,530,365,329,"2,263"
2021년01월_여_10~19세,"18,832","1,158","1,283",884,771,"1,215","1,470",880,"1,235","1,106",796,"1,737","1,001",743,579,360,"3,614"
2021년01월_여_20~29세,"34,706","2,687","2,796","2,146","1,833","2,267","2,253","2,750","2,281","1,364","1,794","3,421","1,910","1,414","1,059",734,"3,997"
2021년01월_여_30~39세,"34,532","3,031","2,760","1,841","1,431","1,974","1,996","2,109","2,644","2,632","1,602","3,441","2,032","1,318","1,000",853,"3,868"
2021년01월_여_40~49세,"38,673","2,874","3,087","1,891","1,644","2,451","2,539","2,084","2,664","2,547","1,749","3,808","2,118","1,564","1,140",766,"5,747"
2021년01월_여_50~59세,"40,040","3,079","3,595","2,642","2,152","2,542","2,813","2,143","2,354","1,846","2,108","4,081","2,377","1,828","1,315",984,"4,181"
2021년01월_여_60~69세,"34,871","2,832","3,070","2,356","1,887","2,003","2,317","1,966","2,036","1,599","2,037","3,523","2,096","1,625","1,284",877,"3,363"
2021년01월_여_70~79세,"21,926","1,764","2,019","1,535","1,169","1,331","1,408","1,371","1,297",985,"1,528","2,176","1,261",908,776,497,"1,901"
2021년01월_여_80~89세,"9,580",761,963,651,417,531,642,589,563,441,704,901,526,424,299,255,913
2021년01월_여_90~99세,"1,529",136,135,90,79,84,114,77,88,63,110,142,70,57,61,43,180
2021년01월_여_100세 이상,343,18,24,8,13,11,11,15,10,14,16,21,8,11,6,3,154
2021년02월_계_총인구수,"478,336","37,346","39,485","28,275","22,990","28,739","32,627","27,250","30,975","27,526","25,196","46,454","27,475","20,767","15,334","11,259","56,638"
2021년02월_계_연령구간인구수,"478,336","37,346","39,485","28,275","22,990","28,739","32,627","27,250","30,975","27,526","25,196","46,454","27,475","20,767","15,334","11,259","56,638"
2021년02월_계_0~9세,"29,057","2,438","2,321","1,097",976,"1,531","1,761","1,151","2,242","3,219",989,"2,611","1,596","1,073",737,695,"4,620"
2021년02월_계_10~19세,"38,276","2,297","2,668","1,785","1,564","2,434","2,832","1,662","2,580","2,280","1,612","3,516","2,098","1,663","1,175",766,"7,344"
2021년02월_계_20~29세,"66,691","5,043","5,400","4,289","3,698","4,359","4,442","4,923","4,221","2,760","3,647","6,501","3,872","2,930","2,089","1,486","7,031"
2021년02월_계_30~39세,"67,853","6,045","5,374","3,825","3,014","3,851","4,067","4,171","5,160","4,949","3,354","6,598","4,078","2,777","2,037","1,743","6,810"
2021년02월_계_40~49세,"76,223","5,783","5,959","3,890","3,288","4,714","5,092","4,068","5,227","5,226","3,575","7,594","4,203","3,167","2,243","1,537","10,657"
2021년02월_계_50~59세,"77,264","5,923","6,730","4,917","3,980","4,780","5,661","4,161","4,596","3,631","4,238","7,694","4,451","3,521","2,569","1,982","8,430"
2021년02월_계_60~69세,"64,977","5,148","5,652","4,463","3,509","3,694","4,642","3,568","3,623","2,922","3,812","6,347","3,934","3,167","2,444","1,707","6,345"
2021년02월_계_70~79세,"39,268","3,166","3,550","2,768","2,101","2,314","2,778","2,396","2,279","1,722","2,623","3,882","2,255","1,665","1,423",890,"3,456"
2021년02월_계_80~89세,"16,166","1,302","1,600","1,105",735,927,"1,168","1,015",911,707,"1,177","1,498",881,697,528,391,"1,524"
2021년02월_계_90~99세,"2,132",176,197,124,110,116,165,112,126,89,147,187,98,91,79,57,258
2021년02월_계_100세 이상,429,25,34,12,15,19,19,23,10,21,22,26,9,16,10,5,163
2021년02월_남_총인구수,"229,318","17,765","18,692","13,698","11,191","13,627","16,217","12,693","14,669","13,359","12,294","21,898","13,256","10,371","7,458","5,548","26,582"
2021년02월_남_연령구간인구수,"229,318","17,765","18,692","13,698","11,191","13,627","16,217","12,693","14,669","13,359","12,294","21,898","13,256","10,371","7,458","5,548","26,582"
2021년02월_남_0~9세,"14,882","1,210","1,209",539,528,794,881,599,"1,138","1,665",530,"1,315",777,549,371,367,"2,410"
2021년02월_남_10~19세,"19,573","1,149","1,395",910,803,"1,228","1,384",772,"1,353","1,183",828,"1,772","1,100",930,601,407,"3,758"
2021년02월_남_20~29세,"32,039","2,372","2,620","2,140","1,869","2,105","2,185","2,162","1,916","1,396","1,853","3,082","1,975","1,513","1,035",760,"3,056"
2021년02월_남_30~39세,"33,517","3,007","2,640","2,000","1,601","1,882","2,089","2,066","2,524","2,347","1,767","3,187","2,046","1,469","1,041",882,"2,969"
2021년02월_남_40~49세,"37,666","2,918","2,885","2,028","1,663","2,276","2,550","1,996","2,556","2,654","1,822","3,800","2,082","1,606","1,104",775,"4,951"
2021년02월_남_50~59세,"37,186","2,836","3,154","2,276","1,828","2,233","2,849","2,021","2,237","1,774","2,124","3,587","2,088","1,699","1,256",998,"4,226"
2021년02월_남_60~69세,"29,954","2,298","2,561","2,084","1,620","1,690","2,321","1,591","1,592","1,314","1,769","2,810","1,814","1,539","1,156",824,"2,971"
2021년02월_남_70~79세,"17,328","1,390","1,529","1,235",934,986,"1,377","1,021",978,733,"1,098","1,707",993,758,644,387,"1,558"
2021년02월_남_80~89세,"6,492",536,624,450,313,393,523,425,337,261,456,590,353,270,229,133,599
2021년02월_남_90~99세,598,42,65,32,30,32,50,33,38,25,42,44,27,33,17,13,75
2021년02월_남_100세 이상,83,7,10,4,2,8,8,7,0,7,5,4,1,5,4,2,9
2021년02월_여_총인구수,"249,018","19,581","20,793","14,577","11,799","15,112","16,410","14,557","16,306","14,167","12,902","24,556","14,219","10,396","7,876","5,711","30,056"
2021년02월_여_연령구간인구수,"249,018","19,581","20,793","14,577","11,799","15,112","16,410","14,557","16,306","14,167","12,902","24,556","14,219","10,396","7,876","5,711","30,056"
2021년02월_여_0~9세,"14,175","1,228","1,112",558,448,737,880,552,"1,104","1,554",459,"1,296",819,524,366,328,"2,210"
2021년02월_여_10~19세,"18,703","1,148","1,273",875,761,"1,206","1,448",890,"1,227","1,097",784,"1,744",998,733,574,359,"3,586"
2021년02월_여_20~29세,"34,652","2,671","2,780","2,149","1,829","2,254","2,257","2,761","2,305","1,364","1,794","3,419","1,897","1,417","1,054",726,"3,975"
2021년02월_여_30~39세,"34,336","3,038","2,734","1,825","1,413","1,969","1,978","2,105","2,636","2,602","1,587","3,411","2,032","1,308",996,861,"3,841"
2021년02월_여_40~49세,"38,557","2,865","3,074","1,862","1,625","2,438","2,542","2,072","2,671","2,572","1,753","3,794","2,121","1,561","1,139",762,"5,706"
2021년02월_여_50~59세,"40,078","3,087","3,576","2,641","2,152","2,547","2,812","2,140","2,359","1,857","2,114","4,107","2,363","1,822","1,313",984,"4,204"
2021년02월_여_60~69세,"35,023","2,850","3,091","2,379","1,889","2,004","2,321","1,977","2,031","1,608","2,043","3,537","2,120","1,628","1,288",883,"3,374"
2021년02월_여_70~79세,"21,940","1,776","2,021","1,533","1,167","1,328","1,401","1,375","1,301",989,"1,525","2,175","1,262",907,779,503,"1,898"
2021년02월_여_80~89세,"9,674",766,976,655,422,534,645,590,574,446,721,908,528,427,299,258,925
2021년02월_여_90~99세,"1,534",134,132,92,80,84,115,79,88,64,105,143,71,58,62,44,183
2021년02월_여_100세 이상,346,18,24,8,13,11,11,16,10,14,17,22,8,11,6,3,154
2021년03월_계_총인구수,"475,501","37,143","39,168","28,161","22,791","28,612","32,323","27,186","30,773","27,572","24,897","46,127","27,309","20,591","15,144","11,230","56,474"
2021년03월_계_연령구간인구수,"475,501","37,143","39,168","28,161","22,791","28,612","32,323","27,186","30,773","27,572","24,897","46,127","27,309","20,591","15,144","11,230","56,474"
2021년03월_계_0~9세,"28,823","2,421","2,311","1,086",964,"1,509","1,739","1,159","2,228","3,210",980,"2,585","1,580","1,070",732,706,"4,543"
2021년03월_계_10~19세,"38,107","2,293","2,655","1,787","1,545","2,407","2,835","1,650","2,573","2,277","1,592","3,502","2,079","1,626","1,164",762,"7,360"
2021년03월_계_20~29세,"66,590","5,046","5,385","4,269","3,681","4,378","4,426","4,931","4,186","2,774","3,630","6,525","3,870","2,946","2,059","1,481","7,003"
2021년03월_계_30~39세,"67,654","6,018","5,401","3,820","2,991","3,841","4,068","4,179","5,142","4,951","3,356","6,543","4,065","2,761","2,013","1,755","6,750"
2021년03월_계_40~49세,"75,494","5,740","5,869","3,860","3,237","4,671","5,035","4,033","5,206","5,223","3,495","7,516","4,144","3,144","2,219","1,521","10,581"
2021년03월_계_50~59세,"76,783","5,895","6,662","4,872","3,940","4,761","5,612","4,144","4,557","3,659","4,185","7,651","4,447","3,468","2,531","1,965","8,434"
