카테고리,부산광역시 강서구,부산광역시 강서구 대저1동,부산광역시 강서구 대저2동,부산광역시 강서구 강동동,부산광역시 강서구 명지1동,부산광역시 강서구 명지2동,부산광역시 강서구 가락동,부산광역시 강서구 녹산동,부산광역시 강서구 가덕도동
2020년11월_남_50~59세,"8,656",747,644,509,"2,200","1,702",269,"2,194",391
2020년11월_남_60~69세,"8,033",921,739,706,"1,831","1,157",332,"1,887",460
2020년11월_남_70~79세,"3,417",525,360,284,699,407,207,698,237
2020년11월_남_80~89세,897,142,119,92,158,98,58,164,66
2020년11월_남_90~99세,79,9,8,10,10,13,7,14,8
2020년11월_남_100세 이상,13,1,2,5,3,1,0,1,0
2020년11월_여_총인구수,"66,333","3,068","3,174","2,110","24,682","15,290","1,157","15,121","1,731"
2020년11월_여_연령구간인구수,"66,333","3,068","3,174","2,110","24,682","15,290","1,157","15,121","1,731"
2020년11월_여_0~9세,"9,769",90,240,41,"4,742","2,492",31,"2,081",52
2020년11월_여_10~19세,"5,707",126,217,70,"2,049","2,067",24,"1,081",73
2020년11월_여_20~29세,"5,671",268,289,127,"2,128","1,224",78,"1,438",119
2020년11월_여_30~39세,"13,375",253,371,145,"6,501","2,763",85,"3,133",124
2020년11월_여_40~49세,"10,326",282,347,142,"3,807","3,228",73,"2,285",162
2020년11월_여_50~59세,"8,236",535,474,438,"2,492","1,653",223,"2,053",368
2020년11월_여_60~69세,"7,704",737,620,592,"1,946","1,232",292,"1,848",437
2020년11월_여_70~79세,"3,403",494,347,325,641,421,201,753,221
2020년11월_여_80~89세,"1,747",233,217,178,302,179,123,376,139
2020년11월_여_90~99세,362,48,48,43,68,31,24,69,31
2020년11월_여_100세 이상,33,2,4,9,6,0,3,4,5
2020년12월_계_총인구수,"137,957","6,848","7,119","4,499","50,325","30,377","2,474","32,625","3,690"
2020년12월_계_연령구간인구수,"137,957","6,848","7,119","4,499","50,325","30,377","2,474","32,625","3,690"
2020년12월_계_0~9세,"20,095",182,498,86,"9,673","5,153",57,"4,334",112
2020년12월_계_10~19세,"11,714",300,470,138,"4,090","4,199",70,"2,308",139
2020년12월_계_20~29세,"12,335",664,829,350,"4,278","2,476",195,"3,249",294
2020년12월_계_30~39세,"27,308",591,871,356,"13,078","5,005",200,"6,885",322
2020년12월_계_40~49세,"23,667",721,891,373,"8,697","6,648",214,"5,689",434
2020년12월_계_50~59세,"16,947","1,275","1,109",941,"4,769","3,341",491,"4,258",763
2020년12월_계_60~69세,"15,847","1,655","1,341","1,302","3,822","2,405",621,"3,792",909
2020년12월_계_70~79세,"6,875","1,018",714,615,"1,358",826,412,"1,467",465
2020년12월_계_80~89세,"2,675",383,333,269,472,280,178,552,208
2020년12월_계_90~99세,447,56,57,54,79,43,33,86,39
2020년12월_계_100세 이상,47,3,6,15,9,1,3,5,5
2020년12월_남_총인구수,"71,245","3,777","3,975","2,395","25,227","15,109","1,320","17,507","1,935"
2020년12월_남_연령구간인구수,"71,245","3,777","3,975","2,395","25,227","15,109","1,320","17,507","1,935"
2020년12월_남_0~9세,"10,326",88,267,44,"4,882","2,677",27,"2,284",57
2020년12월_남_10~19세,"5,949",171,253,71,"2,003","2,125",46,"1,211",69
2020년12월_남_20~29세,"6,631",399,542,225,"2,086","1,269",114,"1,818",178
2020년12월_남_30~39세,"13,920",337,506,211,"6,487","2,250",120,"3,810",199
2020년12월_남_40~49세,"13,222",439,543,234,"4,796","3,414",142,"3,391",263
2020년12월_남_50~59세,"8,688",748,641,503,"2,246","1,692",267,"2,199",392
2020년12월_남_60~69세,"8,060",916,728,709,"1,845","1,161",328,"1,910",463
2020년12월_남_70~79세,"3,462",527,366,292,709,413,211,703,241
2020년12월_남_80~89세,894,142,119,90,159,95,57,166,66
2020년12월_남_90~99세,80,9,8,11,11,12,8,14,7
2020년12월_남_100세 이상,13,1,2,5,3,1,0,1,0
2020년12월_여_총인구수,"66,712","3,071","3,144","2,104","25,098","15,268","1,154","15,118","1,755"
2020년12월_여_연령구간인구수,"66,712","3,071","3,144","2,104","25,098","15,268","1,154","15,118","1,755"
2020년12월_여_0~9세,"9,769",94,231,42,"4,791","2,476",30,"2,050",55
2020년12월_여_10~19세,"5,765",129,217,67,"2,087","2,074",24,"1,097",70
2020년12월_여_20~29세,"5,704",265,287,125,"2,192","1,207",81,"1,431",116
2020년12월_여_30~39세,"13,388",254,365,145,"6,591","2,755",80,"3,075",123
2020년12월_여_40~49세,"10,445",282,348,139,"3,901","3,234",72,"2,298",171
2020년12월_여_50~59세,"8,259",527,468,438,"2,523","1,649",224,"2,059",371
2020년12월_여_60~69세,"7,787",739,613,593,"1,977","1,244",293,"1,882",446
2020년12월_여_70~79세,"3,413",491,348,323,649,413,201,764,224
2020년12월_여_80~89세,"1,781",241,214,179,313,185,121,386,142
2020년12월_여_90~99세,367,47,49,43,68,31,25,72,32
2020년12월_여_100세 이상,34,2,4,10,6,0,3,4,5
2021년01월_계_총인구수,"138,610","6,830","7,102","4,479","50,866","30,322","2,453","32,858","3,700"
2021년01월_계_연령구간인구수,"138,610","6,830","7,102","4,479","50,866","30,322","2,453","32,858","3,700"
2021년01월_계_0~9세,"20,089",185,495,85,"9,738","5,116",52,"4,311",107
2021년01월_계_10~19세,"11,869",294,460,135,"4,195","4,204",70,"2,369",142
2021년01월_계_20~29세,"12,317",651,828,349,"4,295","2,454",198,"3,244",298
2021년01월_계_30~39세,"27,338",596,868,351,"13,165","4,962",198,"6,872",326
2021년01월_계_40~49세,"23,930",716,890,377,"8,885","6,679",206,"5,748",429
2021년01월_계_50~59세,"16,967","1,273","1,096",930,"4,793","3,324",479,"4,307",765
2021년01월_계_60~69세,"15,982","1,652","1,350","1,301","3,854","2,417",627,"3,862",919
2021년01월_계_70~79세,"6,907","1,009",715,615,"1,373",840,408,"1,491",456
2021년01월_계_80~89세,"2,705",391,338,266,481,281,176,559,213
2021년01월_계_90~99세,459,60,56,55,78,44,36,90,40
2021년01월_계_100세 이상,47,3,6,15,9,1,3,5,5
2021년01월_남_총인구수,"71,620","3,768","3,971","2,382","25,504","15,110","1,308","17,645","1,932"
2021년01월_남_연령구간인구수,"71,620","3,768","3,971","2,382","25,504","15,110","1,308","17,645","1,932"
2021년01월_남_0~9세,"10,323",90,269,45,"4,916","2,658",22,"2,268",55
2021년01월_남_10~19세,"6,050",167,247,70,"2,052","2,149",45,"1,250",70
2021년01월_남_20~29세,"6,646",391,541,224,"2,112","1,264",117,"1,818",179
2021년01월_남_30~39세,"13,923",341,505,206,"6,514","2,228",119,"3,810",200
2021년01월_남_40~49세,"13,369",437,541,238,"4,903","3,426",137,"3,427",260
2021년01월_남_50~59세,"8,701",745,635,495,"2,262","1,685",261,"2,225",393
2021년01월_남_60~69세,"8,121",918,733,707,"1,859","1,169",331,"1,937",467
2021년01월_남_70~79세,"3,474",520,368,292,709,420,210,721,234
2021년01월_남_80~89세,919,150,122,88,163,99,58,172,67
2021년01월_남_90~99세,81,8,8,12,11,11,8,16,7
2021년01월_남_100세 이상,13,1,2,5,3,1,0,1,0
2021년01월_여_총인구수,"66,990","3,062","3,131","2,097","25,362","15,212","1,145","15,213","1,768"
2021년01월_여_연령구간인구수,"66,990","3,062","3,131","2,097","25,362","15,212","1,145","15,213","1,768"
2021년01월_여_0~9세,"9,766",95,226,40,"4,822","2,458",30,"2,043",52
2021년01월_여_10~19세,"5,819",127,213,65,"2,143","2,055",25,"1,119",72
2021년01월_여_20~29세,"5,671",260,287,125,"2,183","1,190",81,"1,426",119
2021년01월_여_30~39세,"13,415",255,363,145,"6,651","2,734",79,"3,062",126
2021년01월_여_40~49세,"10,561",279,349,139,"3,982","3,253",69,"2,321",169
2021년01월_여_50~59세,"8,266",528,461,435,"2,531","1,639",218,"2,082",372
2021년01월_여_60~69세,"7,861",734,617,594,"1,995","1,248",296,"1,925",452
2021년01월_여_70~79세,"3,433",489,347,323,664,420,198,770,222
2021년01월_여_80~89세,"1,786",241,216,178,318,182,118,387,146
2021년01월_여_90~99세,378,52,48,43,67,33,28,74,33
2021년01월_여_100세 이상,34,2,4,10,6,0,3,4,5
2021년02월_계_총인구수,"139,088","6,807","7,136","4,463","51,034","30,306","2,434","33,145","3,763"
2021년02월_계_연령구간인구수,"139,088","6,807","7,136","4,463","51,034","30,306","2,434","33,145","3,763"
2021년02월_계_0~9세,"20,055",182,506,81,"9,697","5,096",52,"4,335",106
2021년02월_계_10~19세,"11,940",288,460,134,"4,226","4,212",68,"2,408",144
2021년02월_계_20~29세,"12,401",642,841,346,"4,345","2,455",198,"3,270",304
2021년02월_계_30~39세,"27,229",586,878,353,"13,092","4,918",194,"6,875",333
2021년02월_계_40~49세,"24,148",723,884,371,"9,015","6,694",207,"5,811",443
2021년02월_계_50~59세,"17,059","1,256","1,102",919,"4,824","3,335",470,"4,388",765
2021년02월_계_60~69세,"16,107","1,666","1,345","1,308","3,880","2,437",624,"3,903",944
2021년02월_계_70~79세,"6,909","1,007",718,611,"1,382",833,401,"1,494",463
2021년02월_계_80~89세,"2,734",394,339,271,485,282,181,566,216
2021년02월_계_90~99세,459,60,57,54,79,43,36,90,40
2021년02월_계_100세 이상,47,3,6,15,9,1,3,5,5
2021년02월_남_총인구수,"71,882","3,757","3,989","2,375","25,577","15,118","1,296","17,803","1,967"
2021년02월_남_연령구간인구수,"71,882","3,757","3,989","2,375","25,577","15,118","1,296","17,803","1,967"
2021년02월_남_0~9세,"10,319",89,273,44,"4,904","2,660",21,"2,272",56
2021년02월_남_10~19세,"6,086",164,246,69,"2,066","2,152",43,"1,276",70
2021년02월_남_20~29세,"6,684",385,553,220,"2,134","1,268",118,"1,823",183
2021년02월_남_30~39세,"13,892",336,504,211,"6,482","2,205",117,"3,827",210
2021년02월_남_40~49세,"13,484",444,537,235,"4,952","3,451",137,"3,461",267
2021년02월_남_50~59세,"8,742",731,641,486,"2,281","1,680",257,"2,280",386
2021년02월_남_60~69세,"8,180",928,731,714,"1,868","1,178",331,"1,950",480
2021년02월_남_70~79세,"3,469",519,370,288,713,413,206,719,241
2021년02월_남_80~89세,930,152,124,91,161,99,58,178,67
2021년02월_남_90~99세,83,8,8,12,13,11,8,16,7
2021년02월_남_100세 이상,13,1,2,5,3,1,0,1,0
2021년02월_여_총인구수,"67,206","3,050","3,147","2,088","25,457","15,188","1,138","15,342","1,796"
2021년02월_여_연령구간인구수,"67,206","3,050","3,147","2,088","25,457","15,188","1,138","15,342","1,796"
2021년02월_여_0~9세,"9,736",93,233,37,"4,793","2,436",31,"2,063",50
2021년02월_여_10~19세,"5,854",124,214,65,"2,160","2,060",25,"1,132",74
2021년02월_여_20~29세,"5,717",257,288,126,"2,211","1,187",80,"1,447",121
2021년02월_여_30~39세,"13,337",250,374,142,"6,610","2,713",77,"3,048",123
2021년02월_여_40~49세,"10,664",279,347,136,"4,063","3,243",70,"2,350",176
2021년02월_여_50~59세,"8,317",525,461,433,"2,543","1,655",213,"2,108",379
2021년02월_여_60~69세,"7,927",738,614,594,"2,012","1,259",293,"1,953",464
2021년02월_여_70~79세,"3,440",488,348,323,669,420,195,775,222
2021년02월_여_80~89세,"1,804",242,215,180,324,183,123,388,149
2021년02월_여_90~99세,376,52,49,42,66,32,28,74,33
2021년02월_여_100세 이상,34,2,4,10,6,0,3,4,5
2021년03월_계_총인구수,"139,239","6,638","7,072","4,350","51,189","30,311","2,406","33,461","3,812"
2021년03월_계_연령구간인구수,"139,239","6,638","7,072","4,350","51,189","30,311","2,406","33,461","3,812"
2021년03월_계_0~9세,"20,022",180,497,81,"9,696","5,073",50,"4,334",111
2021년03월_계_10~19세,"12,040",283,465,129,"4,274","4,219",69,"2,459",142
2021년03월_계_20~29세,"12,428",640,822,350,"4,342","2,470",191,"3,305",308
2021년03월_계_30~39세,"27,169",577,880,349,"13,062","4,879",189,"6,887",346
2021년03월_계_40~49세,"24,275",687,874,349,"9,111","6,712",202,"5,896",444
2021년03월_계_50~59세,"17,002","1,237","1,091",884,"4,800","3,344",459,"4,422",765
2021년03월_계_60~69세,"16,207","1,627","1,336","1,296","3,935","2,450",622,"3,977",964
2021년03월_계_70~79세,"6,912",970,715,598,"1,397",838,404,"1,524",466
2021년03월_계_80~89세,"2,717",381,335,262,484,282,184,569,220
2021년03월_계_90~99세,444,55,55,50,79,43,34,87,41
2021년03월_계_100세 이상,23,1,2,2,9,1,2,1,5
2021년03월_남_총인구수,"72,000","3,668","3,956","2,318","25,683","15,116","1,278","17,979","2,002"
2021년03월_남_연령구간인구수,"72,000","3,668","3,956","2,318","25,683","15,116","1,278","17,979","2,002"
2021년03월_남_0~9세,"10,319",88,267,43,"4,929","2,640",22,"2,272",58
2021년03월_남_10~19세,"6,137",161,247,67,"2,090","2,159",42,"1,302",69
2021년03월_남_20~29세,"6,722",383,545,221,"2,140","1,272",117,"1,856",188
2021년03월_남_30~39세,"13,848",333,509,208,"6,447","2,196",112,"3,826",217
2021년03월_남_40~49세,"13,568",426,533,222,"5,016","3,451",132,"3,521",267
2021년03월_남_50~59세,"8,723",712,634,471,"2,269","1,685",255,"2,304",393
2021년03월_남_60~69세,"8,216",908,725,707,"1,893","1,182",325,"1,987",489
2021년03월_남_70~79세,"3,476",505,369,282,721,421,209,725,244
2021년03월_남_80~89세,906,143,121,84,162,97,57,172,70
2021년03월_남_90~99세,79,9,5,12,13,12,7,14,7
2021년03월_남_100세 이상,6,0,1,1,3,1,0,0,0
2021년03월_여_총인구수,"67,239","2,970","3,116","2,032","25,506","15,195","1,128","15,482","1,810"
2021년03월_여_연령구간인구수,"67,239","2,970","3,116","2,032","25,506","15,195","1,128","15,482","1,810"
2021년03월_여_0~9세,"9,703",92,230,38,"4,767","2,433",28,"2,062",53
2021년03월_여_10~19세,"5,903",122,218,62,"2,184","2,060",27,"1,157",73
2021년03월_여_20~29세,"5,706",257,277,129,"2,202","1,198",74,"1,449",120
2021년03월_여_30~39세,"13,321",244,371,141,"6,615","2,683",77,"3,061",129
2021년03월_여_40~49세,"10,707",261,341,127,"4,095","3,261",70,"2,375",177
2021년03월_여_50~59세,"8,279",525,457,413,"2,531","1,659",204,"2,118",372
2021년03월_여_60~69세,"7,991",719,611,589,"2,042","1,268",297,"1,990",475
2021년03월_여_70~79세,"3,436",465,346,316,676,417,195,799,222
2021년03월_여_80~89세,"1,811",238,214,178,322,185,127,397,150
2021년03월_여_90~99세,365,46,50,38,66,31,27,73,34
2021년03월_여_100세 이상,17,1,1,1,6,0,2,1,5
2021년04월_계_총인구수,"139,652","6,601","7,036","4,335","51,419","30,271","2,393","33,779","3,818"
2021년04월_계_연령구간인구수,"139,652","6,601","7,036","4,335","51,419","30,271","2,393","33,779","3,818"
2021년04월_계_0~9세,"19,948",182,480,81,"9,661","5,040",47,"4,347",110
2021년04월_계_10~19세,"12,161",267,462,128,"4,330","4,253",69,"2,510",142
2021년04월_계_20~29세,"12,481",634,822,343,"4,383","2,458",191,"3,345",305
2021년04월_계_30~39세,"27,178",578,868,346,"13,111","4,834",180,"6,914",347
2021년04월_계_40~49세,"24,452",671,876,343,"9,215","6,722",201,"5,977",447
2021년04월_계_50~59세,"16,956","1,225","1,080",872,"4,777","3,333",458,"4,452",759
2021년04월_계_60~69세,"16,334","1,631","1,343","1,306","3,970","2,466",624,"4,022",972
2021년04월_계_70~79세,"6,939",972,712,602,"1,396",839,400,"1,548",470
2021년04월_계_80~89세,"2,737",385,335,262,493,280,187,575,220
2021년04월_계_90~99세,444,55,56,50,74,45,34,88,42
2021년04월_계_100세 이상,22,1,2,2,9,1,2,1,4
2021년04월_남_총인구수,"72,239","3,645","3,946","2,308","25,801","15,109","1,270","18,164","1,996"
2021년04월_남_연령구간인구수,"72,239","3,645","3,946","2,308","25,801","15,109","1,270","18,164","1,996"
2021년04월_남_0~9세,"10,285",87,258,43,"4,913","2,625",20,"2,282",57
2021년04월_남_10~19세,"6,197",149,247,66,"2,119","2,177",42,"1,329",68
2021년04월_남_20~29세,"6,760",377,547,219,"2,160","1,274",116,"1,885",182
2021년04월_남_30~39세,"13,871",331,508,206,"6,478","2,174",107,"3,847",220
2021년04월_남_40~49세,"13,646",422,531,217,"5,062","3,458",131,"3,559",266
2021년04월_남_50~59세,"8,720",706,628,464,"2,265","1,683",256,"2,333",385
2021년04월_남_60~69세,"8,271",908,731,713,"1,904","1,188",325,"2,005",497
2021년04월_남_70~79세,"3,489",509,367,285,719,422,208,736,243
2021년04월_남_80~89세,918,147,123,83,167,95,58,174,71
2021년04월_남_90~99세,76,9,5,11,11,12,7,14,7
2021년04월_남_100세 이상,6,0,1,1,3,1,0,0,0
2021년04월_여_총인구수,"67,413","2,956","3,090","2,027","25,618","15,162","1,123","15,615","1,822"
2021년04월_여_연령구간인구수,"67,413","2,956","3,090","2,027","25,618","15,162","1,123","15,615","1,822"
2021년04월_여_0~9세,"9,663",95,222,38,"4,748","2,415",27,"2,065",53
2021년04월_여_10~19세,"5,964",118,215,62,"2,211","2,076",27,"1,181",74
2021년04월_여_20~29세,"5,721",257,275,124,"2,223","1,184",75,"1,460",123
2021년04월_여_30~39세,"13,307",247,360,140,"6,633","2,660",73,"3,067",127
2021년04월_여_40~49세,"10,806",249,345,126,"4,153","3,264",70,"2,418",181
2021년04월_여_50~59세,"8,236",519,452,408,"2,512","1,650",202,"2,119",374
2021년04월_여_60~69세,"8,063",723,612,593,"2,066","1,278",299,"2,017",475
2021년04월_여_70~79세,"3,450",463,345,317,677,417,192,812,227
2021년04월_여_80~89세,"1,819",238,212,179,326,185,129,401,149
2021년04월_여_90~99세,368,46,51,39,63,33,27,74,35
2021년04월_여_100세 이상,16,1,1,1,6,0,2,1,4
2021년05월_계_총인구수,"140,215","6,597","7,055","4,340","51,723","30,311","2,387","33,968","3,834"
2021년05월_계_연령구간인구수,"140,215","6,597","7,055","4,340","51,723","30,311","2,387","33,968","3,834"
2021년05월_계_0~9세,"19,956",182,481,84,"9,682","5,028",49,"4,340",110
2021년05월_계_10~19세,"12,280",269,462,130,"4,386","4,281",69,"2,541",142
2021년05월_계_20~29세,"12,551",631,830,342,"4,444","2,455",187,"3,355",307
2021년05월_계_30~39세,"27,202",581,869,351,"13,141","4,806",183,"6,926",345
2021년05월_계_40~49세,"24,608",670,870,342,"9,307","6,746",197,"6,035",441
2021년05월_계_50~59세,"16,971","1,206","1,084",868,"4,760","3,336",459,"4,494",764
2021년05월_계_60~69세,"16,459","1,644","1,355","1,308","4,019","2,482",617,"4,049",985
2021년05월_계_70~79세,"6,970",965,708,607,"1,407",850,401,"1,558",474
2021년05월_계_80~89세,"2,748",394,337,257,493,278,189,579,221
2021년05월_계_90~99세,448,54,57,49,75,48,34,90,41
2021년05월_계_100세 이상,22,1,2,2,9,1,2,1,4
2021년05월_남_총인구수,"72,541","3,640","3,960","2,319","25,977","15,124","1,267","18,249","2,005"
2021년05월_남_연령구간인구수,"72,541","3,640","3,960","2,319","25,977","15,124","1,267","18,249","2,005"
2021년05월_남_0~9세,"10,300",87,259,46,"4,940","2,622",22,"2,267",57
2021년05월_남_10~19세,"6,245",146,249,67,"2,140","2,191",42,"1,342",68
2021년05월_남_20~29세,"6,806",377,550,219,"2,206","1,256",114,"1,899",185
2021년05월_남_30~39세,"13,885",332,506,212,"6,496","2,165",109,"3,848",217
2021년05월_남_40~49세,"13,714",424,531,215,"5,105","3,462",125,"3,590",262
2021년05월_남_50~59세,"8,757",696,631,467,"2,268","1,695",259,"2,352",389
2021년05월_남_60~69세,"8,326",915,735,715,"1,920","1,195",321,"2,020",505
2021년05월_남_70~79세,"3,494",503,368,286,719,428,207,740,243
2021년05월_남_80~89세,934,151,125,81,169,97,61,177,73
2021년05월_남_90~99세,74,9,5,10,11,12,7,14,6
2021년05월_남_100세 이상,6,0,1,1,3,1,0,0,0
2021년05월_여_총인구수,"67,674","2,957","3,095","2,021","25,746","15,187","1,120","15,719","1,829"
2021년05월_여_연령구간인구수,"67,674","2,957","3,095","2,021","25,746","15,187","1,120","15,719","1,829"
2021년05월_여_0~9세,"9,656",95,222,38,"4,742","2,406",27,"2,073",53
2021년05월_여_10~19세,"6,035",123,213,63,"2,246","2,090",27,"1,199",74
2021년05월_여_20~29세,"5,745",254,280,123,"2,238","1,199",73,"1,456",122
2021년05월_여_30~39세,"13,317",249,363,139,"6,645","2,641",74,"3,078",128
2021년05월_여_40~49세,"10,894",246,339,127,"4,202","3,284",72,"2,445",179
2021년05월_여_50~59세,"8,214",510,453,401,"2,492","1,641",200,"2,142",375
2021년05월_여_60~69세,"8,133",729,620,593,"2,099","1,287",296,"2,029",480
2021년05월_여_70~79세,"3,476",462,340,321,688,422,194,818,231
2021년05월_여_80~89세,"1,814",243,212,176,324,181,128,402,148
2021년05월_여_90~99세,374,45,52,39,64,36,27,76,35
2021년05월_여_100세 이상,16,1,1,1,6,0,2,1,4
2021년06월_계_총인구수,"140,720","6,589","7,073","4,322","51,922","30,353","2,369","34,231","3,861"
2021년06월_계_연령구간인구수,"140,720","6,589","7,073","4,322","51,922","30,353","2,369","34,231","3,861"
2021년06월_계_0~9세,"19,913",182,480,84,"9,658","5,002",49,"4,342",116
2021년06월_계_10~19세,"12,388",271,459,132,"4,429","4,317",65,"2,569",146
2021년06월_계_20~29세,"12,621",627,831,345,"4,488","2,436",185,"3,399",310
2021년06월_계_30~39세,"27,204",584,884,341,"13,135","4,788",181,"6,944",347
2021년06월_계_40~49세,"24,813",663,879,336,"9,397","6,782",196,"6,112",448
2021년06월_계_50~59세,"16,972","1,191","1,070",854,"4,768","3,350",448,"4,523",768
2021년06월_계_60~69세,"16,602","1,657","1,361","1,317","4,053","2,506",619,"4,103",986
2021년06월_계_70~79세,"6,973",961,710,605,"1,413",848,399,"1,561",476
2021년06월_계_80~89세,"2,765",399,340,259,497,277,190,584,219
2021년06월_계_90~99세,446,52,57,47,75,46,35,93,41
2021년06월_계_100세 이상,23,2,2,2,9,1,2,1,4
2021년06월_남_총인구수,"72,824","3,636","3,973","2,304","26,083","15,148","1,258","18,397","2,025"
2021년06월_남_연령구간인구수,"72,824","3,636","3,973","2,304","26,083","15,148","1,258","18,397","2,025"
2021년06월_남_0~9세,"10,289",87,261,46,"4,931","2,607",22,"2,273",62
2021년06월_남_10~19세,"6,290",145,245,67,"2,159","2,205",39,"1,358",72
2021년06월_남_20~29세,"6,853",373,550,218,"2,230","1,249",111,"1,929",193
2021년06월_남_30~39세,"13,889",338,521,203,"6,487","2,160",107,"3,855",218
2021년06월_남_40~49세,"13,832",418,535,214,"5,162","3,480",125,"3,633",265
2021년06월_남_50~59세,"8,748",690,623,459,"2,266","1,700",253,"2,365",392
2021년06월_남_60~69세,"8,412",922,739,720,"1,946","1,210",323,"2,047",505
2021년06월_남_70~79세,"3,484",500,365,285,718,429,207,740,240
2021년06월_남_80~89세,947,153,128,82,170,96,64,182,72
2021년06월_남_90~99세,74,10,5,9,11,11,7,15,6
2021년06월_남_100세 이상,6,0,1,1,3,1,0,0,0
2021년06월_여_총인구수,"67,896","2,953","3,100","2,018","25,839","15,205","1,111","15,834","1,836"
2021년06월_여_연령구간인구수,"67,896","2,953","3,100","2,018","25,839","15,205","1,111","15,834","1,836"
2021년06월_여_0~9세,"9,624",95,219,38,"4,727","2,395",27,"2,069",54
2021년06월_여_10~19세,"6,098",126,214,65,"2,270","2,112",26,"1,211",74
2021년06월_여_20~29세,"5,768",254,281,127,"2,258","1,187",74,"1,470",117
2021년06월_여_30~39세,"13,315",246,363,138,"6,648","2,628",74,"3,089",129
2021년06월_여_40~49세,"10,981",245,344,122,"4,235","3,302",71,"2,479",183
2021년06월_여_50~59세,"8,224",501,447,395,"2,502","1,650",195,"2,158",376
2021년06월_여_60~69세,"8,190",735,622,597,"2,107","1,296",296,"2,056",481
2021년06월_여_70~79세,"3,489",461,345,320,695,419,192,821,236
2021년06월_여_80~89세,"1,818",246,212,177,327,181,126,402,147
2021년06월_여_90~99세,372,42,52,38,64,35,28,78,35
2021년06월_여_100세 이상,17,2,1,1,6,0,2,1,4
2021년07월_계_총인구수,"141,226","6,578","7,145","4,297","52,096","30,350","2,370","34,493","3,897"
2021년07월_계_연령구간인구수,"141,226","6,578","7,145","4,297","52,096","30,350","2,370","34,493","3,897"
2021년07월_계_0~9세,"19,881",180,483,81,"9,652","4,977",47,"4,339",122
2021년07월_계_10~19세,"12,481",271,473,132,"4,453","4,338",67,"2,602",145
2021년07월_계_20~29세,"12,681",615,847,337,"4,523","2,423",185,"3,434",317
2021년07월_계_30~39세,"27,145",580,887,344,"13,097","4,719",181,"6,984",353
2021년07월_계_40~49세,"25,060",659,901,335,"9,513","6,810",196,"6,197",449
2021년07월_계_50~59세,"16,987","1,186","1,075",834,"4,775","3,356",449,"4,537",775
2021년07월_계_60~69세,"16,720","1,665","1,365","1,316","4,085","2,536",618,"4,139",996
2021년07월_계_70~79세,"7,016",964,717,610,"1,415",861,399,"1,578",472
2021년07월_계_80~89세,"2,784",404,339,259,498,281,189,591,223
2021년07월_계_90~99세,446,52,56,46,76,48,36,91,41
2021년07월_계_100세 이상,25,2,2,3,9,1,3,1,4
2021년07월_남_총인구수,"73,100","3,625","4,004","2,295","26,173","15,146","1,259","18,554","2,044"
2021년07월_남_연령구간인구수,"73,100","3,625","4,004","2,295","26,173","15,146","1,259","18,554","2,044"
2021년07월_남_0~9세,"10,268",87,261,45,"4,923","2,594",20,"2,272",66
2021년07월_남_10~19세,"6,346",143,253,67,"2,172","2,220",41,"1,379",71
2021년07월_남_20~29세,"6,905",369,562,216,"2,251","1,249",111,"1,948",199
2021년07월_남_30~39세,"13,853",338,519,204,"6,462","2,125",109,"3,876",220
2021년07월_남_40~49세,"13,955",414,549,212,"5,230","3,480",123,"3,682",265
2021년07월_남_50~59세,"8,761",679,616,452,"2,275","1,713",253,"2,374",399
2021년07월_남_60~69세,"8,470",929,746,719,"1,958","1,220",322,"2,072",504
2021년07월_남_70~79세,"3,499",500,363,289,719,432,208,748,240
2021년07월_남_80~89세,959,156,128,81,168,100,64,188,74
2021년07월_남_90~99세,78,10,6,9,12,12,8,15,6
2021년07월_남_100세 이상,6,0,1,1,3,1,0,0,0
2021년07월_여_총인구수,"68,126","2,953","3,141","2,002","25,923","15,204","1,111","15,939","1,853"
2021년07월_여_연령구간인구수,"68,126","2,953","3,141","2,002","25,923","15,204","1,111","15,939","1,853"
2021년07월_여_0~9세,"9,613",93,222,36,"4,729","2,383",27,"2,067",56
2021년07월_여_10~19세,"6,135",128,220,65,"2,281","2,118",26,"1,223",74
2021년07월_여_20~29세,"5,776",246,285,121,"2,272","1,174",74,"1,486",118
2021년07월_여_30~39세,"13,292",242,368,140,"6,635","2,594",72,"3,108",133
2021년07월_여_40~49세,"11,105",245,352,123,"4,283","3,330",73,"2,515",184
2021년07월_여_50~59세,"8,226",507,459,382,"2,500","1,643",196,"2,163",376
2021년07월_여_60~69세,"8,250",736,619,597,"2,127","1,316",296,"2,067",492
2021년07월_여_70~79세,"3,517",464,354,321,696,429,191,830,232
2021년07월_여_80~89세,"1,825",248,211,178,330,181,125,403,149
2021년07월_여_90~99세,368,42,50,37,64,36,28,76,35
2021년07월_여_100세 이상,19,2,1,2,6,0,3,1,4
2021년08월_계_총인구수,"141,688","6,546","7,170","4,276","52,333","30,381","2,375","34,725","3,882"
2021년08월_계_연령구간인구수,"141,688","6,546","7,170","4,276","52,333","30,381","2,375","34,725","3,882"
2021년08월_계_0~9세,"19,896",179,486,82,"9,682","4,956",48,"4,345",118
2021년08월_계_10~19세,"12,575",264,473,129,"4,501","4,376",66,"2,625",141
2021년08월_계_20~29세,"12,704",615,855,330,"4,540","2,409",184,"3,463",308
2021년08월_계_30~39세,"27,087",574,884,346,"13,054","4,696",184,"6,997",352
