카테고리,경상북도 청송군,경상북도 청송군 청송읍,경상북도 청송군 주왕산면,경상북도 청송군 부남면,경상북도 청송군 현동면,경상북도 청송군 현서면,경상북도 청송군 안덕면,경상북도 청송군 파천면,경상북도 청송군 진보면
2020년10월_여_20~29세,681,191,40,59,55,59,46,38,193
2020년10월_여_30~39세,708,216,44,47,45,51,50,31,224
2020년10월_여_40~49세,"1,009",279,51,73,82,81,87,52,304
2020년10월_여_50~59세,"2,232",472,183,237,187,236,243,128,546
2020년10월_여_60~69세,"2,747",464,227,332,218,345,311,199,651
2020년10월_여_70~79세,"2,296",365,191,266,205,247,305,188,529
2020년10월_여_80~89세,"1,587",258,140,167,148,162,207,175,330
2020년10월_여_90~99세,241,43,16,26,20,27,39,35,35
2020년10월_여_100세 이상,16,7,0,1,2,1,2,1,2
2020년11월_계_총인구수,"25,077","5,202","1,859","2,505","2,093","2,537","2,614","1,792","6,475"
2020년11월_계_연령구간인구수,"25,077","5,202","1,859","2,505","2,093","2,537","2,614","1,792","6,475"
2020년11월_계_0~9세,976,282,50,66,78,63,74,48,315
2020년11월_계_10~19세,"1,217",361,59,94,96,97,94,48,368
2020년11월_계_20~29세,"1,713",468,91,129,141,126,118,99,541
2020년11월_계_30~39세,"1,713",484,126,116,106,129,112,103,537
2020년11월_계_40~49세,"2,399",607,146,159,206,196,200,133,752
2020년11월_계_50~59세,"4,709","1,002",363,503,408,469,494,284,"1,186"
2020년11월_계_60~69세,"5,502",919,468,646,438,697,620,439,"1,275"
2020년11월_계_70~79세,"4,062",630,338,477,355,453,531,343,935
2020년11월_계_80~89세,"2,462",390,199,282,236,272,319,250,514
2020년11월_계_90~99세,302,50,19,31,27,34,50,43,48
2020년11월_계_100세 이상,22,9,0,2,2,1,2,2,4
2020년11월_남_총인구수,"12,518","2,592",919,"1,227","1,043","1,259","1,251",891,"3,336"
2020년11월_남_연령구간인구수,"12,518","2,592",919,"1,227","1,043","1,259","1,251",891,"3,336"
2020년11월_남_0~9세,502,153,24,34,39,36,37,21,158
2020년11월_남_10~19세,648,181,37,55,52,55,55,20,193
2020년11월_남_20~29세,"1,034",273,51,73,85,66,74,61,351
2020년11월_남_30~39세,"1,005",268,81,68,61,79,61,71,316
2020년11월_남_40~49세,"1,393",331,95,86,123,115,115,81,447
2020년11월_남_50~59세,"2,489",525,181,265,223,240,250,159,646
2020년11월_남_60~69세,"2,746",454,243,312,216,346,315,240,620
2020년11월_남_70~79세,"1,771",266,148,213,152,208,222,153,409
2020년11월_남_80~89세,867,133,57,115,85,107,112,76,182
2020년11월_남_90~99세,57,6,2,5,7,7,10,8,12
2020년11월_남_100세 이상,6,2,0,1,0,0,0,1,2
2020년11월_여_총인구수,"12,559","2,610",940,"1,278","1,050","1,278","1,363",901,"3,139"
2020년11월_여_연령구간인구수,"12,559","2,610",940,"1,278","1,050","1,278","1,363",901,"3,139"
2020년11월_여_0~9세,474,129,26,32,39,27,37,27,157
2020년11월_여_10~19세,569,180,22,39,44,42,39,28,175
2020년11월_여_20~29세,679,195,40,56,56,60,44,38,190
2020년11월_여_30~39세,708,216,45,48,45,50,51,32,221
2020년11월_여_40~49세,"1,006",276,51,73,83,81,85,52,305
2020년11월_여_50~59세,"2,220",477,182,238,185,229,244,125,540
2020년11월_여_60~69세,"2,756",465,225,334,222,351,305,199,655
2020년11월_여_70~79세,"2,291",364,190,264,203,245,309,190,526
2020년11월_여_80~89세,"1,595",257,142,167,151,165,207,174,332
2020년11월_여_90~99세,245,44,17,26,20,27,40,35,36
2020년11월_여_100세 이상,16,7,0,1,2,1,2,1,2
2020년12월_계_총인구수,"25,044","5,196","1,860","2,507","2,097","2,532","2,609","1,805","6,438"
2020년12월_계_연령구간인구수,"25,044","5,196","1,860","2,507","2,097","2,532","2,609","1,805","6,438"
2020년12월_계_0~9세,979,287,48,66,77,61,77,50,313
2020년12월_계_10~19세,"1,207",363,58,94,96,97,93,50,356
2020년12월_계_20~29세,"1,694",460,94,134,139,119,113,101,534
2020년12월_계_30~39세,"1,693",479,124,116,104,129,116,103,522
2020년12월_계_40~49세,"2,399",606,146,159,209,190,202,134,753
2020년12월_계_50~59세,"4,708","1,002",364,501,409,473,492,290,"1,177"
2020년12월_계_60~69세,"5,527",915,466,647,447,701,619,445,"1,287"
2020년12월_계_70~79세,"4,042",635,339,474,351,452,527,336,928
2020년12월_계_80~89세,"2,466",389,200,281,236,274,320,252,514
2020년12월_계_90~99세,308,51,21,34,27,35,48,42,50
2020년12월_계_100세 이상,21,9,0,1,2,1,2,2,4
2020년12월_남_총인구수,"12,482","2,582",921,"1,229","1,040","1,259","1,247",896,"3,308"
2020년12월_남_연령구간인구수,"12,482","2,582",921,"1,229","1,040","1,259","1,247",896,"3,308"
2020년12월_남_0~9세,503,154,23,34,38,35,39,23,157
2020년12월_남_10~19세,635,180,37,53,52,55,54,20,184
2020년12월_남_20~29세,"1,025",273,52,78,83,63,71,60,345
2020년12월_남_30~39세,992,267,80,66,58,80,61,70,310
2020년12월_남_40~49세,"1,382",324,94,87,125,112,115,83,442
2020년12월_남_50~59세,"2,493",524,183,267,225,245,250,162,637
2020년12월_남_60~69세,"2,752",451,242,312,218,345,313,243,628
2020년12월_남_70~79세,"1,767",269,150,210,149,207,223,148,411
2020년12월_남_80~89세,870,132,58,115,85,110,112,78,180
2020년12월_남_90~99세,57,6,2,6,7,7,9,8,12
2020년12월_남_100세 이상,6,2,0,1,0,0,0,1,2
2020년12월_여_총인구수,"12,562","2,614",939,"1,278","1,057","1,273","1,362",909,"3,130"
2020년12월_여_연령구간인구수,"12,562","2,614",939,"1,278","1,057","1,273","1,362",909,"3,130"
2020년12월_여_0~9세,476,133,25,32,39,26,38,27,156
2020년12월_여_10~19세,572,183,21,41,44,42,39,30,172
2020년12월_여_20~29세,669,187,42,56,56,56,42,41,189
2020년12월_여_30~39세,701,212,44,50,46,49,55,33,212
2020년12월_여_40~49세,"1,017",282,52,72,84,78,87,51,311
2020년12월_여_50~59세,"2,215",478,181,234,184,228,242,128,540
2020년12월_여_60~69세,"2,775",464,224,335,229,356,306,202,659
2020년12월_여_70~79세,"2,275",366,189,264,202,245,304,188,517
2020년12월_여_80~89세,"1,596",257,142,166,151,164,208,174,334
2020년12월_여_90~99세,251,45,19,28,20,28,39,34,38
2020년12월_여_100세 이상,15,7,0,0,2,1,2,1,2
2021년01월_계_총인구수,"25,030","5,217","1,850","2,510","2,091","2,534","2,611","1,793","6,424"
2021년01월_계_연령구간인구수,"25,030","5,217","1,850","2,510","2,091","2,534","2,611","1,793","6,424"
2021년01월_계_0~9세,973,291,49,64,76,60,71,53,309
2021년01월_계_10~19세,"1,212",362,56,97,97,99,95,49,357
2021년01월_계_20~29세,"1,677",468,92,129,131,120,117,94,526
2021년01월_계_30~39세,"1,686",482,122,122,104,126,114,100,516
2021년01월_계_40~49세,"2,370",600,143,159,207,184,201,131,745
2021년01월_계_50~59세,"4,715","1,011",365,495,409,482,492,286,"1,175"
2021년01월_계_60~69세,"5,542",919,465,654,449,699,622,447,"1,287"
2021년01월_계_70~79세,"4,036",630,338,476,350,451,528,335,928
2021년01월_계_80~89세,"2,493",394,200,281,239,275,321,255,528
2021년01월_계_90~99세,305,52,20,32,27,37,47,41,49
2021년01월_계_100세 이상,21,8,0,1,2,1,3,2,4
2021년01월_남_총인구수,"12,477","2,597",919,"1,231","1,036","1,259","1,249",888,"3,298"
2021년01월_남_연령구간인구수,"12,477","2,597",919,"1,231","1,036","1,259","1,249",888,"3,298"
2021년01월_남_0~9세,499,156,23,33,38,34,35,25,155
2021년01월_남_10~19세,643,177,36,56,53,55,55,21,190
2021년01월_남_20~29세,"1,021",279,53,76,80,65,76,53,339
2021년01월_남_30~39세,985,270,79,68,58,77,60,68,305
2021년01월_남_40~49세,"1,358",320,90,88,123,106,114,82,435
2021년01월_남_50~59세,"2,504",533,185,261,223,254,251,160,637
2021년01월_남_60~69세,"2,762",453,243,318,219,345,314,242,628
2021년01월_남_70~79세,"1,769",269,147,211,150,206,223,150,413
2021년01월_남_80~89세,872,132,61,113,85,110,110,78,183
2021년01월_남_90~99세,58,6,2,6,7,7,11,8,11
2021년01월_남_100세 이상,6,2,0,1,0,0,0,1,2
2021년01월_여_총인구수,"12,553","2,620",931,"1,279","1,055","1,275","1,362",905,"3,126"
2021년01월_여_연령구간인구수,"12,553","2,620",931,"1,279","1,055","1,275","1,362",905,"3,126"
2021년01월_여_0~9세,474,135,26,31,38,26,36,28,154
2021년01월_여_10~19세,569,185,20,41,44,44,40,28,167
2021년01월_여_20~29세,656,189,39,53,51,55,41,41,187
2021년01월_여_30~39세,701,212,43,54,46,49,54,32,211
2021년01월_여_40~49세,"1,012",280,53,71,84,78,87,49,310
2021년01월_여_50~59세,"2,211",478,180,234,186,228,241,126,538
2021년01월_여_60~69세,"2,780",466,222,336,230,354,308,205,659
2021년01월_여_70~79세,"2,267",361,191,265,200,245,305,185,515
2021년01월_여_80~89세,"1,621",262,139,168,154,165,211,177,345
2021년01월_여_90~99세,247,46,18,26,20,30,36,33,38
2021년01월_여_100세 이상,15,6,0,0,2,1,3,1,2
2021년02월_계_총인구수,"24,991","5,220","1,842","2,509","2,093","2,530","2,605","1,784","6,408"
2021년02월_계_연령구간인구수,"24,991","5,220","1,842","2,509","2,093","2,530","2,605","1,784","6,408"
2021년02월_계_0~9세,965,292,48,65,76,55,70,52,307
2021년02월_계_10~19세,"1,197",360,53,97,95,100,93,47,352
2021년02월_계_20~29세,"1,660",458,95,128,130,118,116,90,525
2021년02월_계_30~39세,"1,680",481,117,121,107,125,112,100,517
2021년02월_계_40~49세,"2,358",605,143,160,202,185,200,124,739
2021년02월_계_50~59세,"4,687","1,005",360,484,415,475,491,289,"1,168"
2021년02월_계_60~69세,"5,584",933,469,662,447,706,629,446,"1,292"
2021년02월_계_70~79세,"4,020",630,335,471,350,451,525,337,921
2021년02월_계_80~89세,"2,507",394,200,287,243,276,320,254,533
2021년02월_계_90~99세,311,53,22,33,26,38,46,43,50
2021년02월_계_100세 이상,22,9,0,1,2,1,3,2,4
2021년02월_남_총인구수,"12,478","2,599",918,"1,232","1,038","1,262","1,250",882,"3,297"
2021년02월_남_연령구간인구수,"12,478","2,599",918,"1,232","1,038","1,262","1,250",882,"3,297"
2021년02월_남_0~9세,500,158,23,33,38,30,37,25,156
2021년02월_남_10~19세,639,175,35,57,52,57,54,19,190
2021년02월_남_20~29세,"1,013",269,55,77,80,66,75,52,339
2021년02월_남_30~39세,983,271,75,69,58,78,59,68,305
2021년02월_남_40~49세,"1,362",324,91,89,122,106,116,78,436
2021년02월_남_50~59세,"2,486",529,182,257,226,250,252,159,631
2021년02월_남_60~69세,"2,787",463,245,320,217,353,315,243,631
2021년02월_남_70~79세,"1,764",270,147,207,154,203,222,150,411
2021년02월_남_80~89세,880,131,62,116,86,112,109,79,185
2021년02월_남_90~99세,58,7,3,6,5,7,11,8,11
2021년02월_남_100세 이상,6,2,0,1,0,0,0,1,2
2021년02월_여_총인구수,"12,513","2,621",924,"1,277","1,055","1,268","1,355",902,"3,111"
2021년02월_여_연령구간인구수,"12,513","2,621",924,"1,277","1,055","1,268","1,355",902,"3,111"
2021년02월_여_0~9세,465,134,25,32,38,25,33,27,151
2021년02월_여_10~19세,558,185,18,40,43,43,39,28,162
2021년02월_여_20~29세,647,189,40,51,50,52,41,38,186
2021년02월_여_30~39세,697,210,42,52,49,47,53,32,212
2021년02월_여_40~49세,996,281,52,71,80,79,84,46,303
2021년02월_여_50~59세,"2,201",476,178,227,189,225,239,130,537
2021년02월_여_60~69세,"2,797",470,224,342,230,353,314,203,661
2021년02월_여_70~79세,"2,256",360,188,264,196,248,303,187,510
2021년02월_여_80~89세,"1,627",263,138,171,157,164,211,175,348
2021년02월_여_90~99세,253,46,19,27,21,31,35,35,39
2021년02월_여_100세 이상,16,7,0,0,2,1,3,1,2
2021년03월_계_총인구수,"24,907","5,207","1,827","2,499","2,087","2,508","2,608","1,784","6,387"
2021년03월_계_연령구간인구수,"24,907","5,207","1,827","2,499","2,087","2,508","2,608","1,784","6,387"
2021년03월_계_0~9세,961,286,48,64,77,55,72,53,306
2021년03월_계_10~19세,"1,196",356,52,97,95,100,93,52,351
2021년03월_계_20~29세,"1,640",461,91,126,133,112,113,88,516
2021년03월_계_30~39세,"1,673",480,117,120,103,128,112,101,512
2021년03월_계_40~49세,"2,341",604,139,160,198,177,199,127,737
2021년03월_계_50~59세,"4,662","1,009",355,478,418,469,489,279,"1,165"
2021년03월_계_60~69세,"5,607",933,472,663,445,712,629,457,"1,296"
2021년03월_계_70~79세,"3,979",620,329,467,347,443,527,331,915
2021년03월_계_80~89세,"2,520",402,201,290,241,273,324,254,535
2021년03월_계_90~99세,312,51,23,33,28,38,47,42,50
2021년03월_계_100세 이상,16,5,0,1,2,1,3,0,4
2021년03월_남_총인구수,"12,444","2,591",908,"1,229","1,035","1,252","1,254",888,"3,287"
2021년03월_남_연령구간인구수,"12,444","2,591",908,"1,229","1,035","1,252","1,254",888,"3,287"
2021년03월_남_0~9세,502,159,23,32,37,31,39,25,156
2021년03월_남_10~19세,632,172,33,56,52,57,53,21,188
2021년03월_남_20~29세,"1,000",270,54,75,81,62,73,52,333
2021년03월_남_30~39세,974,269,73,68,55,79,60,67,303
2021년03월_남_40~49세,"1,349",322,89,89,117,102,115,80,435
2021년03월_남_50~59세,"2,489",530,183,254,229,248,255,155,635
2021년03월_남_60~69세,"2,804",465,245,324,217,353,316,252,632
2021년03월_남_70~79세,"1,753",265,143,208,156,200,221,149,411
2021년03월_남_80~89세,880,133,62,116,85,113,111,78,182
2021년03월_남_90~99세,58,6,3,6,6,7,11,9,10
2021년03월_남_100세 이상,3,0,0,1,0,0,0,0,2
2021년03월_여_총인구수,"12,463","2,616",919,"1,270","1,052","1,256","1,354",896,"3,100"
2021년03월_여_연령구간인구수,"12,463","2,616",919,"1,270","1,052","1,256","1,354",896,"3,100"
2021년03월_여_0~9세,459,127,25,32,40,24,33,28,150
2021년03월_여_10~19세,564,184,19,41,43,43,40,31,163
2021년03월_여_20~29세,640,191,37,51,52,50,40,36,183
2021년03월_여_30~39세,699,211,44,52,48,49,52,34,209
2021년03월_여_40~49세,992,282,50,71,81,75,84,47,302
2021년03월_여_50~59세,"2,173",479,172,224,189,221,234,124,530
2021년03월_여_60~69세,"2,803",468,227,339,228,359,313,205,664
2021년03월_여_70~79세,"2,226",355,186,259,191,243,306,182,504
2021년03월_여_80~89세,"1,640",269,139,174,156,160,213,176,353
2021년03월_여_90~99세,254,45,20,27,22,31,36,33,40
2021년03월_여_100세 이상,13,5,0,0,2,1,3,0,2
2021년04월_계_총인구수,"24,904","5,197","1,825","2,509","2,094","2,503","2,596","1,790","6,390"
2021년04월_계_연령구간인구수,"24,904","5,197","1,825","2,509","2,094","2,503","2,596","1,790","6,390"
2021년04월_계_0~9세,959,283,48,67,77,54,71,52,307
2021년04월_계_10~19세,"1,177",353,53,95,94,98,88,53,343
2021년04월_계_20~29세,"1,655",466,91,127,133,117,113,89,519
2021년04월_계_30~39세,"1,661",469,115,119,104,123,113,99,519
2021년04월_계_40~49세,"2,340",600,140,164,196,176,201,131,732
2021년04월_계_50~59세,"4,668","1,015",350,481,424,463,490,279,"1,166"
2021년04월_계_60~69세,"5,595",930,472,658,448,719,619,458,"1,291"
2021년04월_계_70~79세,"3,981",620,331,471,345,437,527,331,919
2021년04월_계_80~89세,"2,532",405,202,291,241,276,323,254,540
2021년04월_계_90~99세,320,51,23,35,30,39,48,44,50
2021년04월_계_100세 이상,16,5,0,1,2,1,3,0,4
2021년04월_남_총인구수,"12,433","2,577",905,"1,238","1,037","1,248","1,248",889,"3,291"
2021년04월_남_연령구간인구수,"12,433","2,577",905,"1,238","1,037","1,248","1,248",889,"3,291"
2021년04월_남_0~9세,497,157,23,33,36,31,38,24,155
2021년04월_남_10~19세,620,170,33,54,53,55,50,22,183
2021년04월_남_20~29세,"1,011",272,53,77,80,66,72,54,337
2021년04월_남_30~39세,964,258,71,66,55,77,61,65,311
2021년04월_남_40~49세,"1,343",318,90,93,114,100,116,80,432
2021년04월_남_50~59세,"2,494",533,180,258,233,244,256,153,637
2021년04월_남_60~69세,"2,801",463,246,320,219,358,312,256,627
2021년04월_남_70~79세,"1,754",265,144,213,156,192,221,146,417
2021년04월_남_80~89세,888,135,62,117,85,118,111,79,181
2021년04월_남_90~99세,58,6,3,6,6,7,11,10,9
2021년04월_남_100세 이상,3,0,0,1,0,0,0,0,2
2021년04월_여_총인구수,"12,471","2,620",920,"1,271","1,057","1,255","1,348",901,"3,099"
2021년04월_여_연령구간인구수,"12,471","2,620",920,"1,271","1,057","1,255","1,348",901,"3,099"
2021년04월_여_0~9세,462,126,25,34,41,23,33,28,152
2021년04월_여_10~19세,557,183,20,41,41,43,38,31,160
2021년04월_여_20~29세,644,194,38,50,53,51,41,35,182
2021년04월_여_30~39세,697,211,44,53,49,46,52,34,208
2021년04월_여_40~49세,997,282,50,71,82,76,85,51,300
2021년04월_여_50~59세,"2,174",482,170,223,191,219,234,126,529
2021년04월_여_60~69세,"2,794",467,226,338,229,361,307,202,664
2021년04월_여_70~79세,"2,227",355,187,258,189,245,306,185,502
2021년04월_여_80~89세,"1,644",270,140,174,156,158,212,175,359
2021년04월_여_90~99세,262,45,20,29,24,32,37,34,41
2021년04월_여_100세 이상,13,5,0,0,2,1,3,0,2
2021년05월_계_총인구수,"24,825","5,177","1,829","2,498","2,093","2,503","2,608","1,771","6,346"
2021년05월_계_연령구간인구수,"24,825","5,177","1,829","2,498","2,093","2,503","2,608","1,771","6,346"
2021년05월_계_0~9세,952,282,48,68,75,54,73,51,301
2021년05월_계_10~19세,"1,177",354,53,91,98,94,90,52,345
2021년05월_계_20~29세,"1,640",463,93,128,133,117,115,85,506
2021년05월_계_30~39세,"1,634",460,116,118,103,121,119,95,502
2021년05월_계_40~49세,"2,321",596,139,163,192,174,199,131,727
2021년05월_계_50~59세,"4,626","1,005",352,474,426,459,492,267,"1,151"
2021년05월_계_60~69세,"5,622",933,472,656,449,726,623,462,"1,301"
2021년05월_계_70~79세,"3,971",618,329,471,344,438,525,333,913
2021년05월_계_80~89세,"2,544",409,204,292,241,280,321,253,544
2021년05월_계_90~99세,322,52,23,36,30,39,48,42,52
2021년05월_계_100세 이상,16,5,0,1,2,1,3,0,4
2021년05월_남_총인구수,"12,380","2,561",907,"1,232","1,036","1,244","1,254",882,"3,264"
2021년05월_남_연령구간인구수,"12,380","2,561",907,"1,232","1,036","1,244","1,254",882,"3,264"
2021년05월_남_0~9세,491,154,23,33,35,30,39,23,154
2021년05월_남_10~19세,624,173,33,53,55,51,52,22,185
2021년05월_남_20~29세,995,268,53,76,80,67,71,52,328
2021년05월_남_30~39세,950,252,72,65,54,76,66,65,300
2021년05월_남_40~49세,"1,322",313,89,91,113,99,114,79,424
2021년05월_남_50~59세,"2,474",529,182,256,232,242,256,147,630
2021년05월_남_60~69세,"2,819",466,245,320,220,361,315,258,634
2021년05월_남_70~79세,"1,754",265,145,214,155,192,220,148,415
2021년05월_남_80~89세,889,135,62,117,85,119,110,78,183
2021년05월_남_90~99세,59,6,3,6,7,7,11,10,9
2021년05월_남_100세 이상,3,0,0,1,0,0,0,0,2
2021년05월_여_총인구수,"12,445","2,616",922,"1,266","1,057","1,259","1,354",889,"3,082"
2021년05월_여_연령구간인구수,"12,445","2,616",922,"1,266","1,057","1,259","1,354",889,"3,082"
2021년05월_여_0~9세,461,128,25,35,40,24,34,28,147
2021년05월_여_10~19세,553,181,20,38,43,43,38,30,160
2021년05월_여_20~29세,645,195,40,52,53,50,44,33,178
2021년05월_여_30~39세,684,208,44,53,49,45,53,30,202
2021년05월_여_40~49세,999,283,50,72,79,75,85,52,303
2021년05월_여_50~59세,"2,152",476,170,218,194,217,236,120,521
2021년05월_여_60~69세,"2,803",467,227,336,229,365,308,204,667
2021년05월_여_70~79세,"2,217",353,184,257,189,246,305,185,498
2021년05월_여_80~89세,"1,655",274,142,175,156,161,211,175,361
2021년05월_여_90~99세,263,46,20,30,23,32,37,32,43
2021년05월_여_100세 이상,13,5,0,0,2,1,3,0,2
2021년06월_계_총인구수,"24,784","5,171","1,825","2,496","2,086","2,499","2,607","1,763","6,337"
2021년06월_계_연령구간인구수,"24,784","5,171","1,825","2,496","2,086","2,499","2,607","1,763","6,337"
2021년06월_계_0~9세,947,283,45,69,75,54,72,50,299
2021년06월_계_10~19세,"1,174",351,54,92,98,94,91,52,342
2021년06월_계_20~29세,"1,640",464,90,126,135,114,113,84,514
2021년06월_계_30~39세,"1,614",460,115,117,96,122,116,94,494
2021년06월_계_40~49세,"2,314",594,137,162,192,174,199,130,726
2021년06월_계_50~59세,"4,588","1,001",349,475,417,449,493,266,"1,138"
2021년06월_계_60~69세,"5,648",933,477,658,454,731,626,464,"1,305"
2021년06월_계_70~79세,"3,971",617,332,468,345,442,522,330,915
2021년06월_계_80~89세,"2,552",411,201,291,242,280,325,253,549
2021년06월_계_90~99세,320,52,25,37,30,38,47,40,51
2021년06월_계_100세 이상,16,5,0,1,2,1,3,0,4
2021년06월_남_총인구수,"12,359","2,556",904,"1,228","1,035","1,242","1,256",881,"3,257"
2021년06월_남_연령구간인구수,"12,359","2,556",904,"1,228","1,035","1,242","1,256",881,"3,257"
2021년06월_남_0~9세,484,152,21,34,35,29,38,22,153
2021년06월_남_10~19세,626,175,34,54,55,51,53,22,182
2021년06월_남_20~29세,997,268,51,75,82,65,70,51,335
2021년06월_남_30~39세,934,251,72,62,50,77,65,64,293
2021년06월_남_40~49세,"1,321",313,88,91,113,99,116,78,423
2021년06월_남_50~59세,"2,450",527,179,255,228,237,254,146,624
2021년06월_남_60~69세,"2,834",464,249,322,223,363,317,262,634
2021년06월_남_70~79세,"1,757",264,146,211,157,194,221,147,417
2021년06월_남_80~89세,894,135,61,117,85,120,111,79,186
2021년06월_남_90~99세,59,7,3,6,7,7,11,10,8
2021년06월_남_100세 이상,3,0,0,1,0,0,0,0,2
2021년06월_여_총인구수,"12,425","2,615",921,"1,268","1,051","1,257","1,351",882,"3,080"
2021년06월_여_연령구간인구수,"12,425","2,615",921,"1,268","1,051","1,257","1,351",882,"3,080"
2021년06월_여_0~9세,463,131,24,35,40,25,34,28,146
2021년06월_여_10~19세,548,176,20,38,43,43,38,30,160
2021년06월_여_20~29세,643,196,39,51,53,49,43,33,179
2021년06월_여_30~39세,680,209,43,55,46,45,51,30,201
2021년06월_여_40~49세,993,281,49,71,79,75,83,52,303
2021년06월_여_50~59세,"2,138",474,170,220,189,212,239,120,514
2021년06월_여_60~69세,"2,814",469,228,336,231,368,309,202,671
2021년06월_여_70~79세,"2,214",353,186,257,188,248,301,183,498
2021년06월_여_80~89세,"1,658",276,140,174,157,160,214,174,363
2021년06월_여_90~99세,261,45,22,31,23,31,36,30,43
2021년06월_여_100세 이상,13,5,0,0,2,1,3,0,2
2021년07월_계_총인구수,"24,768","5,148","1,830","2,494","2,085","2,497","2,609","1,763","6,342"
2021년07월_계_연령구간인구수,"24,768","5,148","1,830","2,494","2,085","2,497","2,609","1,763","6,342"
2021년07월_계_0~9세,950,281,44,69,75,54,72,52,303
2021년07월_계_10~19세,"1,173",349,54,89,99,94,95,52,341
2021년07월_계_20~29세,"1,632",454,89,130,136,115,111,84,513
2021년07월_계_30~39세,"1,602",454,111,119,96,120,116,92,494
2021년07월_계_40~49세,"2,311",593,139,160,192,172,196,133,726
2021년07월_계_50~59세,"4,566",997,348,472,417,446,490,263,"1,133"
2021년07월_계_60~69세,"5,662",938,483,656,448,732,635,461,"1,309"
2021년07월_계_70~79세,"3,978",613,336,471,351,447,518,329,913
2021년07월_계_80~89세,"2,557",412,201,289,236,279,327,257,556
2021년07월_계_90~99세,322,53,25,38,33,37,46,40,50
2021년07월_계_100세 이상,15,4,0,1,2,1,3,0,4
2021년07월_남_총인구수,"12,346","2,542",903,"1,228","1,039","1,237","1,257",880,"3,260"
2021년07월_남_연령구간인구수,"12,346","2,542",903,"1,228","1,039","1,237","1,257",880,"3,260"
2021년07월_남_0~9세,486,152,20,34,36,28,38,22,156
2021년07월_남_10~19세,628,174,34,53,55,51,54,22,185
2021년07월_남_20~29세,984,258,51,77,82,65,70,51,330
2021년07월_남_30~39세,932,252,70,62,51,76,63,62,296
2021년07월_남_40~49세,"1,318",309,88,89,114,98,113,81,426
2021년07월_남_50~59세,"2,439",526,176,256,230,234,252,147,618
2021년07월_남_60~69세,"2,826",465,254,319,218,359,324,256,631
2021년07월_남_70~79세,"1,778",264,146,215,163,200,219,149,422
2021년07월_남_80~89세,892,134,61,116,83,119,113,80,186
2021년07월_남_90~99세,60,8,3,6,7,7,11,10,8
2021년07월_남_100세 이상,3,0,0,1,0,0,0,0,2
2021년07월_여_총인구수,"12,422","2,606",927,"1,266","1,046","1,260","1,352",883,"3,082"
2021년07월_여_연령구간인구수,"12,422","2,606",927,"1,266","1,046","1,260","1,352",883,"3,082"
2021년07월_여_0~9세,464,129,24,35,39,26,34,30,147
2021년07월_여_10~19세,545,175,20,36,44,43,41,30,156
2021년07월_여_20~29세,648,196,38,53,54,50,41,33,183
2021년07월_여_30~39세,670,202,41,57,45,44,53,30,198
2021년07월_여_40~49세,993,284,51,71,78,74,83,52,300
2021년07월_여_50~59세,"2,127",471,172,216,187,212,238,116,515
2021년07월_여_60~69세,"2,836",473,229,337,230,373,311,205,678
2021년07월_여_70~79세,"2,200",349,190,256,188,247,299,180,491
2021년07월_여_80~89세,"1,665",278,140,173,153,160,214,177,370
2021년07월_여_90~99세,262,45,22,32,26,30,35,30,42
2021년07월_여_100세 이상,12,4,0,0,2,1,3,0,2
2021년08월_계_총인구수,"24,773","5,145","1,830","2,497","2,086","2,501","2,603","1,766","6,345"
2021년08월_계_연령구간인구수,"24,773","5,145","1,830","2,497","2,086","2,501","2,603","1,766","6,345"
2021년08월_계_0~9세,952,279,46,70,74,55,74,54,300
2021년08월_계_10~19세,"1,168",344,53,88,100,95,93,52,343
2021년08월_계_20~29세,"1,626",454,86,131,137,116,107,84,511
2021년08월_계_30~39세,"1,590",450,110,120,98,115,117,91,489
2021년08월_계_40~49세,"2,305",592,141,162,188,174,194,133,721
2021년08월_계_50~59세,"4,548",996,344,464,420,443,486,265,"1,130"
2021년08월_계_60~69세,"5,692",942,483,661,446,735,638,461,"1,326"
2021년08월_계_70~79세,"3,985",617,338,471,350,449,517,328,915
2021년08월_계_80~89세,"2,559",413,204,290,237,279,327,255,554
2021년08월_계_90~99세,333,54,25,39,34,39,47,43,52
2021년08월_계_100세 이상,15,4,0,1,2,1,3,0,4
2021년08월_남_총인구수,"12,340","2,543",906,"1,229","1,039","1,235","1,252",882,"3,254"
2021년08월_남_연령구간인구수,"12,340","2,543",906,"1,229","1,039","1,235","1,252",882,"3,254"
2021년08월_남_0~9세,485,149,20,35,36,28,40,24,153
2021년08월_남_10~19세,624,173,33,53,54,51,52,22,186
2021년08월_남_20~29세,983,263,51,76,81,65,67,51,329
2021년08월_남_30~39세,922,248,68,63,54,71,63,60,295
2021년08월_남_40~49세,"1,314",306,90,92,112,99,113,81,421
2021년08월_남_50~59세,"2,433",528,175,253,231,234,251,148,613
2021년08월_남_60~69세,"2,842",468,257,320,217,359,324,258,639
2021년08월_남_70~79세,"1,783",265,147,216,162,201,219,149,424
2021년08월_남_80~89세,888,135,62,114,85,119,112,78,183
2021년08월_남_90~99세,63,8,3,6,7,8,11,11,9
2021년08월_남_100세 이상,3,0,0,1,0,0,0,0,2
2021년08월_여_총인구수,"12,433","2,602",924,"1,268","1,047","1,266","1,351",884,"3,091"
2021년08월_여_연령구간인구수,"12,433","2,602",924,"1,268","1,047","1,266","1,351",884,"3,091"
