카테고리,서울특별시 금천구,서울특별시 금천구 가산동,서울특별시 금천구 독산제1동,서울특별시 금천구 독산제2동,서울특별시 금천구 독산제3동,서울특별시 금천구 독산제4동,서울특별시 금천구 시흥제1동,서울특별시 금천구 시흥제2동,서울특별시 금천구 시흥제3동,서울특별시 금천구 시흥제4동,서울특별시 금천구 시흥제5동
2020년09월_여_20~29세,"18,348","3,364","3,696","1,333","1,928","1,153","2,457","1,218",688,"1,316","1,195"
2020년09월_여_30~39세,"15,836","2,026","3,758","1,154","1,568",888,"2,230","1,281",653,"1,219","1,059"
2020년09월_여_40~49세,"15,840","1,039","2,837","1,309","1,588","1,094","2,483","1,794",758,"1,525","1,413"
2020년09월_여_50~59세,"20,171","1,217","3,073","1,911","2,449","1,599","3,041","2,019","1,061","2,043","1,758"
2020년09월_여_60~69세,"16,628","1,049","2,357","1,518","1,957","1,250","2,482","1,660","1,004","1,727","1,624"
2020년09월_여_70~79세,"9,599",575,"1,397",793,"1,029",689,"1,510","1,001",552,967,"1,086"
2020년09월_여_80~89세,"3,840",210,536,294,421,236,609,421,212,373,528
2020년09월_여_90~99세,626,42,74,51,78,40,104,84,39,51,63
2020년09월_여_100세 이상,119,6,14,11,17,12,16,17,4,10,12
2020년10월_계_총인구수,"232,173","22,798","42,259","19,113","24,583","15,660","33,914","22,010","11,155","20,930","19,751"
2020년10월_계_연령구간인구수,"232,173","22,798","42,259","19,113","24,583","15,660","33,914","22,010","11,155","20,930","19,751"
2020년10월_계_0~9세,"12,791",703,"3,284",911,"1,040",664,"1,908","1,601",560,"1,151",969
2020년10월_계_10~19세,"14,832",714,"2,320","1,254","1,382",981,"2,338","2,141",719,"1,530","1,453"
2020년10월_계_20~29세,"37,081","6,372","7,375","2,836","3,847","2,333","5,035","2,517","1,462","2,743","2,561"
2020년10월_계_30~39세,"35,497","5,371","8,442","2,510","3,531","1,990","4,819","2,507","1,425","2,607","2,295"
2020년10월_계_40~49세,"33,179","2,753","6,221","2,649","3,316","2,162","5,068","3,513","1,568","3,026","2,903"
2020년10월_계_50~59세,"40,533","2,971","6,234","3,857","4,842","3,259","5,976","3,807","2,039","3,956","3,592"
2020년10월_계_60~69세,"32,807","2,311","4,787","2,993","3,846","2,485","4,809","3,242","1,907","3,364","3,063"
2020년10월_계_70~79세,"18,005","1,176","2,551","1,539","1,940","1,309","2,793","1,832","1,066","1,829","1,970"
2020년10월_계_80~89세,"6,422",368,929,477,710,407,994,707,360,631,839
2020년10월_계_90~99세,850,50,99,72,106,54,152,105,45,77,90
2020년10월_계_100세 이상,176,9,17,15,23,16,22,38,4,16,16
2020년10월_남_총인구수,"117,429","12,435","21,752","9,683","12,360","7,887","16,939","10,627","5,553","10,384","9,809"
2020년10월_남_연령구간인구수,"117,429","12,435","21,752","9,683","12,360","7,887","16,939","10,627","5,553","10,384","9,809"
2020년10월_남_0~9세,"6,548",332,"1,706",452,564,353,977,806,285,577,496
2020년10월_남_10~19세,"7,486",353,"1,143",670,679,481,"1,247","1,048",355,779,731
2020년10월_남_20~29세,"18,694","2,947","3,684","1,490","1,927","1,179","2,576","1,303",780,"1,445","1,363"
2020년10월_남_30~39세,"19,614","3,322","4,700","1,356","1,951","1,099","2,583","1,225",767,"1,383","1,228"
2020년10월_남_40~49세,"17,404","1,714","3,391","1,342","1,730","1,081","2,594","1,730",813,"1,516","1,493"
2020년10월_남_50~59세,"20,352","1,747","3,149","1,954","2,408","1,659","2,919","1,795",979,"1,903","1,839"
2020년10월_남_60~69세,"16,124","1,260","2,411","1,470","1,872","1,230","2,321","1,572",907,"1,639","1,442"
2020년10월_남_70~79세,"8,389",592,"1,148",742,917,618,"1,294",833,511,861,873
2020년10월_남_80~89세,"2,546",156,394,183,280,170,375,273,150,250,315
2020년10월_남_90~99세,213,9,23,19,26,13,47,21,6,25,24
2020년10월_남_100세 이상,59,3,3,5,6,4,6,21,0,6,5
2020년10월_여_총인구수,"114,744","10,363","20,507","9,430","12,223","7,773","16,975","11,383","5,602","10,546","9,942"
2020년10월_여_연령구간인구수,"114,744","10,363","20,507","9,430","12,223","7,773","16,975","11,383","5,602","10,546","9,942"
2020년10월_여_0~9세,"6,243",371,"1,578",459,476,311,931,795,275,574,473
2020년10월_여_10~19세,"7,346",361,"1,177",584,703,500,"1,091","1,093",364,751,722
2020년10월_여_20~29세,"18,387","3,425","3,691","1,346","1,920","1,154","2,459","1,214",682,"1,298","1,198"
2020년10월_여_30~39세,"15,883","2,049","3,742","1,154","1,580",891,"2,236","1,282",658,"1,224","1,067"
2020년10월_여_40~49세,"15,775","1,039","2,830","1,307","1,586","1,081","2,474","1,783",755,"1,510","1,410"
2020년10월_여_50~59세,"20,181","1,224","3,085","1,903","2,434","1,600","3,057","2,012","1,060","2,053","1,753"
2020년10월_여_60~69세,"16,683","1,051","2,376","1,523","1,974","1,255","2,488","1,670","1,000","1,725","1,621"
2020년10월_여_70~79세,"9,616",584,"1,403",797,"1,023",691,"1,499",999,555,968,"1,097"
2020년10월_여_80~89세,"3,876",212,535,294,430,237,619,434,210,381,524
2020년10월_여_90~99세,637,41,76,53,80,41,105,84,39,52,66
2020년10월_여_100세 이상,117,6,14,10,17,12,16,17,4,10,11
2020년11월_계_총인구수,"232,003","22,937","42,240","19,067","24,572","15,596","33,898","21,990","11,151","20,837","19,715"
2020년11월_계_연령구간인구수,"232,003","22,937","42,240","19,067","24,572","15,596","33,898","21,990","11,151","20,837","19,715"
2020년11월_계_0~9세,"12,692",696,"3,285",901,"1,030",662,"1,879","1,590",558,"1,131",960
2020년11월_계_10~19세,"14,761",714,"2,305","1,242","1,382",976,"2,333","2,136",715,"1,517","1,441"
2020년11월_계_20~29세,"37,047","6,432","7,338","2,835","3,845","2,313","5,038","2,516","1,446","2,727","2,557"
2020년11월_계_30~39세,"35,558","5,434","8,457","2,502","3,557","1,996","4,826","2,496","1,424","2,583","2,283"
2020년11월_계_40~49세,"33,056","2,742","6,231","2,631","3,290","2,132","5,047","3,503","1,575","3,008","2,897"
2020년11월_계_50~59세,"40,431","2,971","6,224","3,830","4,813","3,260","5,969","3,814","2,036","3,931","3,583"
2020년11월_계_60~69세,"32,946","2,339","4,809","3,017","3,865","2,473","4,826","3,245","1,918","3,381","3,073"
2020년11월_계_70~79세,"18,031","1,180","2,550","1,545","1,945","1,303","2,807","1,837","1,065","1,825","1,974"
2020년11월_계_80~89세,"6,435",370,922,475,712,409,994,707,365,641,840
2020년11월_계_90~99세,870,50,103,73,110,56,157,108,45,77,91
2020년11월_계_100세 이상,176,9,16,16,23,16,22,38,4,16,16
2020년11월_남_총인구수,"117,364","12,528","21,736","9,659","12,349","7,870","16,931","10,611","5,543","10,334","9,803"
2020년11월_남_연령구간인구수,"117,364","12,528","21,736","9,659","12,349","7,870","16,931","10,611","5,543","10,334","9,803"
2020년11월_남_0~9세,"6,517",329,"1,705",449,562,352,968,806,283,574,489
2020년11월_남_10~19세,"7,430",352,"1,133",663,672,478,"1,243","1,044",351,770,724
2020년11월_남_20~29세,"18,684","2,993","3,675","1,488","1,916","1,177","2,577","1,295",769,"1,429","1,365"
2020년11월_남_30~39세,"19,677","3,373","4,706","1,359","1,972","1,106","2,574","1,224",763,"1,372","1,228"
2020년11월_남_40~49세,"17,340","1,702","3,399","1,327","1,716","1,063","2,583","1,731",817,"1,505","1,497"
2020년11월_남_50~59세,"20,286","1,738","3,140","1,943","2,388","1,659","2,926","1,792",979,"1,889","1,832"
2020년11월_남_60~69세,"16,199","1,277","2,419","1,477","1,888","1,229","2,325","1,566",913,"1,649","1,456"
2020년11월_남_70~79세,"8,396",594,"1,139",747,921,616,"1,300",839,511,860,869
2020년11월_남_80~89세,"2,551",157,391,181,281,172,380,270,151,254,314
2020년11월_남_90~99세,226,10,27,20,27,14,49,23,6,26,24
2020년11월_남_100세 이상,58,3,2,5,6,4,6,21,0,6,5
2020년11월_여_총인구수,"114,639","10,409","20,504","9,408","12,223","7,726","16,967","11,379","5,608","10,503","9,912"
2020년11월_여_연령구간인구수,"114,639","10,409","20,504","9,408","12,223","7,726","16,967","11,379","5,608","10,503","9,912"
2020년11월_여_0~9세,"6,175",367,"1,580",452,468,310,911,784,275,557,471
2020년11월_여_10~19세,"7,331",362,"1,172",579,710,498,"1,090","1,092",364,747,717
2020년11월_여_20~29세,"18,363","3,439","3,663","1,347","1,929","1,136","2,461","1,221",677,"1,298","1,192"
2020년11월_여_30~39세,"15,881","2,061","3,751","1,143","1,585",890,"2,252","1,272",661,"1,211","1,055"
2020년11월_여_40~49세,"15,716","1,040","2,832","1,304","1,574","1,069","2,464","1,772",758,"1,503","1,400"
2020년11월_여_50~59세,"20,145","1,233","3,084","1,887","2,425","1,601","3,043","2,022","1,057","2,042","1,751"
2020년11월_여_60~69세,"16,747","1,062","2,390","1,540","1,977","1,244","2,501","1,679","1,005","1,732","1,617"
2020년11월_여_70~79세,"9,635",586,"1,411",798,"1,024",687,"1,507",998,554,965,"1,105"
2020년11월_여_80~89세,"3,884",213,531,294,431,237,614,437,214,387,526
2020년11월_여_90~99세,644,40,76,53,83,42,108,85,39,51,67
2020년11월_여_100세 이상,118,6,14,11,17,12,16,17,4,10,11
2020년12월_계_총인구수,"231,733","23,076","42,122","19,047","24,571","15,562","33,770","21,967","11,126","20,797","19,695"
2020년12월_계_연령구간인구수,"231,733","23,076","42,122","19,047","24,571","15,562","33,770","21,967","11,126","20,797","19,695"
2020년12월_계_0~9세,"12,548",693,"3,234",895,"1,018",652,"1,859","1,566",559,"1,119",953
2020년12월_계_10~19세,"14,669",702,"2,291","1,221","1,366",980,"2,311","2,150",699,"1,506","1,443"
2020년12월_계_20~29세,"37,127","6,543","7,311","2,850","3,862","2,292","5,046","2,496","1,447","2,733","2,547"
2020년12월_계_30~39세,"35,481","5,447","8,407","2,500","3,562","1,987","4,790","2,480","1,434","2,590","2,284"
2020년12월_계_40~49세,"32,903","2,746","6,221","2,610","3,285","2,112","5,002","3,498","1,563","2,974","2,892"
2020년12월_계_50~59세,"40,292","2,971","6,209","3,822","4,779","3,258","5,947","3,810","2,010","3,924","3,562"
2020년12월_계_60~69세,"33,119","2,361","4,855","3,026","3,888","2,485","4,837","3,269","1,932","3,386","3,080"
2020년12월_계_70~79세,"18,059","1,181","2,551","1,553","1,957","1,313","2,797","1,833","1,061","1,829","1,984"
2020년12월_계_80~89세,"6,479",370,924,482,719,414,993,717,374,642,844
2020년12월_계_90~99세,879,53,103,72,112,53,166,109,43,78,90
2020년12월_계_100세 이상,177,9,16,16,23,16,22,39,4,16,16
2020년12월_남_총인구수,"117,226","12,621","21,662","9,644","12,343","7,853","16,870","10,592","5,520","10,308","9,813"
2020년12월_남_연령구간인구수,"117,226","12,621","21,662","9,644","12,343","7,853","16,870","10,592","5,520","10,308","9,813"
2020년12월_남_0~9세,"6,422",326,"1,667",446,552,345,956,794,281,570,485
2020년12월_남_10~19세,"7,379",347,"1,131",653,661,482,"1,233","1,046",342,761,723
2020년12월_남_20~29세,"18,715","3,043","3,654","1,491","1,922","1,167","2,577","1,291",771,"1,430","1,369"
2020년12월_남_30~39세,"19,664","3,391","4,684","1,356","1,988","1,101","2,560","1,213",764,"1,377","1,230"
2020년12월_남_40~49세,"17,269","1,710","3,393","1,324","1,713","1,052","2,551","1,721",810,"1,492","1,503"
2020년12월_남_50~59세,"20,213","1,741","3,131","1,922","2,369","1,664","2,917","1,795",971,"1,881","1,822"
2020년12월_남_60~69세,"16,268","1,294","2,437","1,489","1,888","1,229","2,341","1,570",909,"1,649","1,462"
2020년12월_남_70~79세,"8,435",597,"1,144",754,934,621,"1,293",845,512,864,871
2020년12월_남_80~89세,"2,573",158,393,183,282,174,386,274,154,251,318
2020년12월_남_90~99세,230,11,26,21,28,14,50,22,6,27,25
2020년12월_남_100세 이상,58,3,2,5,6,4,6,21,0,6,5
2020년12월_여_총인구수,"114,507","10,455","20,460","9,403","12,228","7,709","16,900","11,375","5,606","10,489","9,882"
2020년12월_여_연령구간인구수,"114,507","10,455","20,460","9,403","12,228","7,709","16,900","11,375","5,606","10,489","9,882"
2020년12월_여_0~9세,"6,126",367,"1,567",449,466,307,903,772,278,549,468
2020년12월_여_10~19세,"7,290",355,"1,160",568,705,498,"1,078","1,104",357,745,720
2020년12월_여_20~29세,"18,412","3,500","3,657","1,359","1,940","1,125","2,469","1,205",676,"1,303","1,178"
2020년12월_여_30~39세,"15,817","2,056","3,723","1,144","1,574",886,"2,230","1,267",670,"1,213","1,054"
2020년12월_여_40~49세,"15,634","1,036","2,828","1,286","1,572","1,060","2,451","1,777",753,"1,482","1,389"
2020년12월_여_50~59세,"20,079","1,230","3,078","1,900","2,410","1,594","3,030","2,015","1,039","2,043","1,740"
2020년12월_여_60~69세,"16,851","1,067","2,418","1,537","2,000","1,256","2,496","1,699","1,023","1,737","1,618"
2020년12월_여_70~79세,"9,624",584,"1,407",799,"1,023",692,"1,504",988,549,965,"1,113"
2020년12월_여_80~89세,"3,906",212,531,299,437,240,607,443,220,391,526
2020년12월_여_90~99세,649,42,77,51,84,39,116,87,37,51,65
2020년12월_여_100세 이상,119,6,14,11,17,12,16,18,4,10,11
2021년01월_계_총인구수,"231,634","23,162","42,177","19,004","24,594","15,557","33,711","21,910","11,074","20,761","19,684"
2021년01월_계_연령구간인구수,"231,634","23,162","42,177","19,004","24,594","15,557","33,711","21,910","11,074","20,761","19,684"
2021년01월_계_0~9세,"12,413",689,"3,220",881,"1,014",647,"1,821","1,551",547,"1,097",946
2021년01월_계_10~19세,"14,577",698,"2,312","1,203","1,352",976,"2,300","2,129",691,"1,486","1,430"
2021년01월_계_20~29세,"37,102","6,577","7,269","2,853","3,890","2,296","5,028","2,486","1,432","2,722","2,549"
2021년01월_계_30~39세,"35,474","5,485","8,400","2,473","3,584","1,995","4,787","2,468","1,423","2,585","2,274"
2021년01월_계_40~49세,"32,844","2,738","6,261","2,610","3,265","2,098","4,978","3,486","1,549","2,962","2,897"
2021년01월_계_50~59세,"40,225","2,983","6,206","3,804","4,764","3,262","5,944","3,810","1,998","3,910","3,544"
2021년01월_계_60~69세,"33,317","2,370","4,891","3,047","3,913","2,486","4,876","3,279","1,944","3,422","3,089"
2021년01월_계_70~79세,"18,097","1,183","2,570","1,556","1,951","1,317","2,787","1,836","1,068","1,836","1,993"
2021년01월_계_80~89세,"6,520",375,925,492,726,415,995,717,376,645,854
2021년01월_계_90~99세,885,55,107,69,112,49,172,108,42,80,91
2021년01월_계_100세 이상,180,9,16,16,23,16,23,40,4,16,17
2021년01월_남_총인구수,"117,141","12,663","21,705","9,618","12,338","7,843","16,822","10,568","5,499","10,281","9,804"
2021년01월_남_연령구간인구수,"117,141","12,663","21,705","9,618","12,338","7,843","16,822","10,568","5,499","10,281","9,804"
2021년01월_남_0~9세,"6,356",326,"1,666",442,549,344,933,782,276,554,484
2021년01월_남_10~19세,"7,343",345,"1,142",647,650,478,"1,233","1,044",338,749,717
2021년01월_남_20~29세,"18,676","3,052","3,639","1,490","1,931","1,169","2,560","1,285",763,"1,424","1,363"
2021년01월_남_30~39세,"19,637","3,414","4,674","1,334","1,993","1,097","2,560","1,202",762,"1,376","1,225"
2021년01월_남_40~49세,"17,258","1,710","3,420","1,328","1,698","1,049","2,530","1,724",804,"1,484","1,511"
2021년01월_남_50~59세,"20,192","1,745","3,128","1,916","2,361","1,663","2,929","1,795",966,"1,879","1,810"
2021년01월_남_60~69세,"16,339","1,295","2,457","1,491","1,907","1,229","2,347","1,569",913,"1,666","1,465"
2021년01월_남_70~79세,"8,455",601,"1,150",759,929,624,"1,288",848,517,862,877
2021년01월_남_80~89세,"2,592",161,398,186,285,173,383,276,155,253,322
2021년01월_남_90~99세,233,11,28,20,29,13,52,22,5,28,25
2021년01월_남_100세 이상,60,3,3,5,6,4,7,21,0,6,5
2021년01월_여_총인구수,"114,493","10,499","20,472","9,386","12,256","7,714","16,889","11,342","5,575","10,480","9,880"
2021년01월_여_연령구간인구수,"114,493","10,499","20,472","9,386","12,256","7,714","16,889","11,342","5,575","10,480","9,880"
2021년01월_여_0~9세,"6,057",363,"1,554",439,465,303,888,769,271,543,462
2021년01월_여_10~19세,"7,234",353,"1,170",556,702,498,"1,067","1,085",353,737,713
2021년01월_여_20~29세,"18,426","3,525","3,630","1,363","1,959","1,127","2,468","1,201",669,"1,298","1,186"
2021년01월_여_30~39세,"15,837","2,071","3,726","1,139","1,591",898,"2,227","1,266",661,"1,209","1,049"
2021년01월_여_40~49세,"15,586","1,028","2,841","1,282","1,567","1,049","2,448","1,762",745,"1,478","1,386"
2021년01월_여_50~59세,"20,033","1,238","3,078","1,888","2,403","1,599","3,015","2,015","1,032","2,031","1,734"
2021년01월_여_60~69세,"16,978","1,075","2,434","1,556","2,006","1,257","2,529","1,710","1,031","1,756","1,624"
2021년01월_여_70~79세,"9,642",582,"1,420",797,"1,022",693,"1,499",988,551,974,"1,116"
2021년01월_여_80~89세,"3,928",214,527,306,441,242,612,441,221,392,532
2021년01월_여_90~99세,652,44,79,49,83,36,120,86,37,52,66
2021년01월_여_100세 이상,120,6,13,11,17,12,16,19,4,10,12
2021년02월_계_총인구수,"231,290","23,185","42,176","18,965","24,564","15,550","33,549","21,851","11,083","20,731","19,636"
2021년02월_계_연령구간인구수,"231,290","23,185","42,176","18,965","24,564","15,550","33,549","21,851","11,083","20,731","19,636"
2021년02월_계_0~9세,"12,265",666,"3,193",871,998,646,"1,794","1,537",543,"1,090",927
2021년02월_계_10~19세,"14,507",706,"2,305","1,193","1,347",971,"2,271","2,112",690,"1,486","1,426"
2021년02월_계_20~29세,"37,032","6,584","7,291","2,838","3,908","2,285","4,975","2,480","1,436","2,719","2,516"
2021년02월_계_30~39세,"35,447","5,511","8,404","2,491","3,581","1,997","4,768","2,438","1,425","2,560","2,272"
2021년02월_계_40~49세,"32,667","2,735","6,234","2,576","3,232","2,090","4,913","3,487","1,551","2,953","2,896"
2021년02월_계_50~59세,"40,121","2,977","6,218","3,799","4,756","3,255","5,914","3,787","1,994","3,904","3,517"
2021년02월_계_60~69세,"33,515","2,387","4,903","3,056","3,936","2,497","4,916","3,313","1,953","3,437","3,117"
2021년02월_계_70~79세,"18,086","1,177","2,572","1,553","1,935","1,320","2,794","1,834","1,071","1,834","1,996"
2021년02월_계_80~89세,"6,573",378,931,501,734,423,"1,007",719,374,647,859
2021년02월_계_90~99세,898,55,109,71,114,51,174,104,41,85,94
2021년02월_계_100세 이상,179,9,16,16,23,15,23,40,5,16,16
2021년02월_남_총인구수,"116,950","12,662","21,719","9,602","12,304","7,827","16,742","10,533","5,500","10,271","9,790"
2021년02월_남_연령구간인구수,"116,950","12,662","21,719","9,602","12,304","7,827","16,742","10,533","5,500","10,271","9,790"
2021년02월_남_0~9세,"6,305",317,"1,663",443,539,343,918,777,272,551,482
2021년02월_남_10~19세,"7,301",350,"1,126",641,647,476,"1,218","1,040",338,753,712
2021년02월_남_20~29세,"18,633","3,042","3,654","1,486","1,934","1,165","2,532","1,276",774,"1,424","1,346"
2021년02월_남_30~39세,"19,587","3,418","4,676","1,336","1,992","1,095","2,540","1,189",758,"1,357","1,226"
2021년02월_남_40~49세,"17,197","1,712","3,410","1,320","1,682","1,038","2,511","1,721",806,"1,483","1,514"
2021년02월_남_50~59세,"20,152","1,745","3,148","1,908","2,360","1,654","2,913","1,781",962,"1,882","1,799"
2021년02월_남_60~69세,"16,411","1,300","2,459","1,497","1,904","1,235","2,369","1,584",914,"1,668","1,481"
2021년02월_남_70~79세,"8,460",602,"1,149",756,926,627,"1,290",844,519,867,880
2021년02월_남_80~89세,"2,611",163,403,189,285,177,391,279,152,251,321
2021년02월_남_90~99세,235,10,28,21,29,14,53,21,5,29,25
2021년02월_남_100세 이상,58,3,3,5,6,3,7,21,0,6,4
2021년02월_여_총인구수,"114,340","10,523","20,457","9,363","12,260","7,723","16,807","11,318","5,583","10,460","9,846"
2021년02월_여_연령구간인구수,"114,340","10,523","20,457","9,363","12,260","7,723","16,807","11,318","5,583","10,460","9,846"
2021년02월_여_0~9세,"5,960",349,"1,530",428,459,303,876,760,271,539,445
2021년02월_여_10~19세,"7,206",356,"1,179",552,700,495,"1,053","1,072",352,733,714
2021년02월_여_20~29세,"18,399","3,542","3,637","1,352","1,974","1,120","2,443","1,204",662,"1,295","1,170"
2021년02월_여_30~39세,"15,860","2,093","3,728","1,155","1,589",902,"2,228","1,249",667,"1,203","1,046"
2021년02월_여_40~49세,"15,470","1,023","2,824","1,256","1,550","1,052","2,402","1,766",745,"1,470","1,382"
2021년02월_여_50~59세,"19,969","1,232","3,070","1,891","2,396","1,601","3,001","2,006","1,032","2,022","1,718"
2021년02월_여_60~69세,"17,104","1,087","2,444","1,559","2,032","1,262","2,547","1,729","1,039","1,769","1,636"
2021년02월_여_70~79세,"9,626",575,"1,423",797,"1,009",693,"1,504",990,552,967,"1,116"
2021년02월_여_80~89세,"3,962",215,528,312,449,246,616,440,222,396,538
2021년02월_여_90~99세,663,45,81,50,85,37,121,83,36,56,69
2021년02월_여_100세 이상,121,6,13,11,17,12,16,19,5,10,12
2021년03월_계_총인구수,"229,844","23,210","42,081","18,856","24,445","15,405","33,246","21,550","10,950","20,604","19,497"
2021년03월_계_연령구간인구수,"229,844","23,210","42,081","18,856","24,445","15,405","33,246","21,550","10,950","20,604","19,497"
2021년03월_계_0~9세,"12,163",660,"3,161",860,983,638,"1,790","1,535",539,"1,072",925
2021년03월_계_10~19세,"14,487",714,"2,317","1,184","1,340",973,"2,257","2,113",682,"1,490","1,417"
2021년03월_계_20~29세,"37,102","6,656","7,351","2,828","3,948","2,261","4,935","2,448","1,421","2,729","2,525"
2021년03월_계_30~39세,"35,355","5,536","8,392","2,481","3,580","2,002","4,744","2,412","1,407","2,537","2,264"
2021년03월_계_40~49세,"32,310","2,709","6,211","2,554","3,199","2,045","4,840","3,470","1,508","2,919","2,855"
2021년03월_계_50~59세,"39,782","2,959","6,178","3,766","4,708","3,218","5,894","3,716","1,983","3,875","3,485"
2021년03월_계_60~69세,"33,446","2,383","4,889","3,067","3,948","2,495","4,883","3,289","1,946","3,442","3,104"
2021년03월_계_70~79세,"17,820","1,162","2,554","1,547","1,902","1,310","2,739","1,769","1,051","1,815","1,971"
2021년03월_계_80~89세,"6,499",376,914,499,729,415,"1,004",700,372,646,844
2021년03월_계_90~99세,836,52,105,68,104,46,156,95,40,77,93
2021년03월_계_100세 이상,44,3,9,2,4,2,4,3,1,2,14
2021년03월_남_총인구수,"116,322","12,671","21,672","9,555","12,248","7,782","16,605","10,386","5,445","10,227","9,731"
2021년03월_남_연령구간인구수,"116,322","12,671","21,672","9,555","12,248","7,782","16,605","10,386","5,445","10,227","9,731"
2021년03월_남_0~9세,"6,257",313,"1,648",441,530,339,919,771,273,540,483
2021년03월_남_10~19세,"7,292",349,"1,126",637,646,483,"1,211","1,040",335,755,710
2021년03월_남_20~29세,"18,638","3,082","3,662","1,476","1,936","1,164","2,506","1,259",773,"1,429","1,351"
2021년03월_남_30~39세,"19,510","3,435","4,643","1,328","1,989","1,095","2,527","1,178",744,"1,342","1,229"
2021년03월_남_40~49세,"17,080","1,699","3,428","1,311","1,675","1,021","2,486","1,711",787,"1,469","1,493"
2021년03월_남_50~59세,"19,994","1,734","3,134","1,889","2,334","1,637","2,895","1,755",959,"1,876","1,781"
2021년03월_남_60~69세,"16,398","1,296","2,465","1,508","1,918","1,234","2,352","1,572",906,"1,673","1,474"
2021년03월_남_70~79세,"8,364",591,"1,143",756,912,622,"1,271",818,514,865,872
2021년03월_남_80~89세,"2,572",162,392,189,284,174,391,266,149,252,313
2021년03월_남_90~99세,205,9,29,20,23,13,44,15,5,25,22
2021년03월_남_100세 이상,12,1,2,0,1,0,3,1,0,1,3
2021년03월_여_총인구수,"113,522","10,539","20,409","9,301","12,197","7,623","16,641","11,164","5,505","10,377","9,766"
2021년03월_여_연령구간인구수,"113,522","10,539","20,409","9,301","12,197","7,623","16,641","11,164","5,505","10,377","9,766"
2021년03월_여_0~9세,"5,906",347,"1,513",419,453,299,871,764,266,532,442
2021년03월_여_10~19세,"7,195",365,"1,191",547,694,490,"1,046","1,073",347,735,707
2021년03월_여_20~29세,"18,464","3,574","3,689","1,352","2,012","1,097","2,429","1,189",648,"1,300","1,174"
2021년03월_여_30~39세,"15,845","2,101","3,749","1,153","1,591",907,"2,217","1,234",663,"1,195","1,035"
2021년03월_여_40~49세,"15,230","1,010","2,783","1,243","1,524","1,024","2,354","1,759",721,"1,450","1,362"
2021년03월_여_50~59세,"19,788","1,225","3,044","1,877","2,374","1,581","2,999","1,961","1,024","1,999","1,704"
2021년03월_여_60~69세,"17,048","1,087","2,424","1,559","2,030","1,261","2,531","1,717","1,040","1,769","1,630"
2021년03월_여_70~79세,"9,456",571,"1,411",791,990,688,"1,468",951,537,950,"1,099"
2021년03월_여_80~89세,"3,927",214,522,310,445,241,613,434,223,394,531
2021년03월_여_90~99세,631,43,76,48,81,33,112,80,35,52,71
2021년03월_여_100세 이상,32,2,7,2,3,2,1,2,1,1,11
2021년04월_계_총인구수,"229,639","23,290","42,077","18,847","24,420","15,404","33,200","21,517","10,916","20,536","19,432"
2021년04월_계_연령구간인구수,"229,639","23,290","42,077","18,847","24,420","15,404","33,200","21,517","10,916","20,536","19,432"
2021년04월_계_0~9세,"12,043",663,"3,144",838,970,637,"1,770","1,517",530,"1,057",917
2021년04월_계_10~19세,"14,431",709,"2,313","1,175","1,337",967,"2,255","2,106",684,"1,475","1,410"
2021년04월_계_20~29세,"37,090","6,679","7,349","2,843","3,958","2,259","4,918","2,436","1,410","2,706","2,532"
2021년04월_계_30~39세,"35,335","5,564","8,384","2,481","3,569","2,005","4,740","2,408","1,401","2,548","2,235"
2021년04월_계_40~49세,"32,222","2,726","6,213","2,534","3,190","2,034","4,825","3,466","1,514","2,890","2,830"
2021년04월_계_50~59세,"39,657","2,946","6,169","3,757","4,692","3,204","5,863","3,703","1,974","3,856","3,493"
2021년04월_계_60~69세,"33,600","2,407","4,919","3,085","3,955","2,511","4,919","3,297","1,938","3,457","3,112"
2021년04월_계_70~79세,"17,815","1,158","2,554","1,549","1,912","1,321","2,736","1,770","1,056","1,815","1,944"
2021년04월_계_80~89세,"6,559",382,916,516,727,419,"1,019",711,370,648,851
2021년04월_계_90~99세,840,53,107,66,106,45,151,99,38,81,94
2021년04월_계_100세 이상,47,3,9,3,4,2,4,4,1,3,14
2021년04월_남_총인구수,"116,211","12,720","21,640","9,550","12,246","7,780","16,588","10,368","5,428","10,200","9,691"
2021년04월_남_연령구간인구수,"116,211","12,720","21,640","9,550","12,246","7,780","16,588","10,368","5,428","10,200","9,691"
2021년04월_남_0~9세,"6,189",314,"1,641",431,523,332,902,764,272,532,478
2021년04월_남_10~19세,"7,276",346,"1,129",637,643,481,"1,210","1,040",334,750,706
2021년04월_남_20~29세,"18,616","3,102","3,642","1,483","1,951","1,159","2,499","1,253",770,"1,412","1,345"
2021년04월_남_30~39세,"19,502","3,442","4,637","1,328","1,986","1,102","2,527","1,173",743,"1,353","1,211"
2021년04월_남_40~49세,"17,022","1,721","3,415","1,300","1,661","1,015","2,484","1,706",783,"1,459","1,478"
2021년04월_남_50~59세,"19,966","1,729","3,139","1,894","2,330","1,629","2,878","1,753",958,"1,862","1,794"
2021년04월_남_60~69세,"16,447","1,302","2,468","1,509","1,920","1,245","2,370","1,573",899,"1,680","1,481"
2021년04월_남_70~79세,"8,376",589,"1,142",756,925,629,"1,271",819,517,869,859
2021년04월_남_80~89세,"2,601",164,395,194,284,174,401,271,148,255,315
2021년04월_남_90~99세,203,10,30,18,22,14,43,15,4,26,21
2021년04월_남_100세 이상,13,1,2,0,1,0,3,1,0,2,3
