카테고리,전라남도 담양군,전라남도 담양군 담양읍,전라남도 담양군 봉산면,전라남도 담양군 고서면,전라남도 담양군 가사문학면,전라남도 담양군 창평면,전라남도 담양군 대덕면,전라남도 담양군 무정면,전라남도 담양군 금성면,전라남도 담양군 용면,전라남도 담양군 월산면,전라남도 담양군 수북면,전라남도 담양군 대전면
2020년08월_남_70~79세,"2,803",713,199,213,90,246,126,184,195,145,196,254,242
2020년08월_남_80~89세,"1,221",303,83,80,47,122,64,89,96,54,65,105,113
2020년08월_남_90~99세,128,31,10,10,8,10,4,8,8,10,3,18,8
2020년08월_남_100세 이상,3,1,0,0,0,1,0,0,0,0,0,1,0
2020년08월_여_총인구수,"22,607","7,044","1,402","1,582",634,"1,794",941,"1,229","1,308",949,"1,238","2,259","2,227"
2020년08월_여_연령구간인구수,"22,607","7,044","1,402","1,582",634,"1,794",941,"1,229","1,308",949,"1,238","2,259","2,227"
2020년08월_여_0~9세,"1,162",542,70,62,21,66,29,38,41,30,62,102,99
2020년08월_여_10~19세,"1,451",579,53,90,26,102,47,49,63,43,63,145,191
2020년08월_여_20~29세,"1,918",724,108,123,46,131,79,89,90,77,92,191,168
2020년08월_여_30~39세,"1,735",705,106,98,37,117,58,70,83,73,96,145,147
2020년08월_여_40~49세,"2,197",848,111,140,49,150,77,92,82,66,90,259,233
2020년08월_여_50~59세,"3,628","1,053",224,283,108,308,186,192,201,163,198,368,344
2020년08월_여_60~69세,"3,910","1,038",282,291,124,323,158,242,271,192,249,391,349
2020년08월_여_70~79세,"3,525",879,254,283,114,324,162,225,235,178,204,318,349
2020년08월_여_80~89세,"2,585",553,163,175,89,239,118,196,199,109,160,288,296
2020년08월_여_90~99세,467,115,30,34,19,30,25,35,39,16,23,50,51
2020년08월_여_100세 이상,29,8,1,3,1,4,2,1,4,2,1,2,0
2020년09월_계_총인구수,"45,938","14,262","2,835","3,211","1,280","3,656","1,938","2,843","2,653","1,873","2,450","4,534","4,403"
2020년09월_계_연령구간인구수,"45,938","14,262","2,835","3,211","1,280","3,656","1,938","2,843","2,653","1,873","2,450","4,534","4,403"
2020년09월_계_0~9세,"2,331","1,062",129,124,37,150,71,72,90,73,108,217,198
2020년09월_계_10~19세,"3,004","1,213",112,173,51,204,104,135,128,83,123,320,358
2020년09월_계_20~29세,"4,746","1,673",232,272,104,317,177,587,210,157,186,430,401
2020년09월_계_30~39세,"3,644","1,466",222,231,81,249,130,160,196,132,188,293,296
2020년09월_계_40~49세,"5,211","1,876",310,337,113,372,176,229,256,178,244,577,543
2020년09월_계_50~59세,"8,095","2,265",510,619,251,699,394,433,457,347,460,849,811
2020년09월_계_60~69세,"8,129","2,096",578,653,275,691,383,488,537,389,491,809,739
2020년09월_계_70~79세,"6,329","1,597",451,498,203,568,291,408,432,320,399,579,583
2020년09월_계_80~89세,"3,815",856,248,256,136,363,180,287,296,167,225,387,414
2020년09월_계_90~99세,601,149,42,44,28,38,30,43,47,25,25,70,60
2020년09월_계_100세 이상,33,9,1,4,1,5,2,1,4,2,1,3,0
2020년09월_남_총인구수,"23,350","7,232","1,433","1,627",642,"1,866",994,"1,612","1,350",932,"1,212","2,273","2,177"
2020년09월_남_연령구간인구수,"23,350","7,232","1,433","1,627",642,"1,866",994,"1,612","1,350",932,"1,212","2,273","2,177"
2020년09월_남_0~9세,"1,170",520,61,60,14,83,42,35,49,42,49,114,101
2020년09월_남_10~19세,"1,567",642,58,86,25,103,58,85,65,42,60,176,167
2020년09월_남_20~29세,"2,834",954,125,146,59,182,97,500,122,82,96,235,236
2020년09월_남_30~39세,"1,914",761,117,134,42,137,72,89,113,59,88,153,149
2020년09월_남_40~49세,"3,025","1,040",201,195,65,226,97,136,175,112,155,315,308
2020년09월_남_50~59세,"4,491","1,214",285,339,145,393,215,244,257,186,260,483,470
2020년09월_남_60~69세,"4,183","1,049",294,358,147,369,220,242,267,196,241,416,384
2020년09월_남_70~79세,"2,810",720,197,217,90,241,127,183,197,148,195,258,237
2020년09월_남_80~89세,"1,222",299,85,81,47,121,61,90,96,56,65,104,117
2020년09월_남_90~99세,131,32,10,11,8,10,5,8,9,9,3,18,8
2020년09월_남_100세 이상,3,1,0,0,0,1,0,0,0,0,0,1,0
2020년09월_여_총인구수,"22,588","7,030","1,402","1,584",638,"1,790",944,"1,231","1,303",941,"1,238","2,261","2,226"
2020년09월_여_연령구간인구수,"22,588","7,030","1,402","1,584",638,"1,790",944,"1,231","1,303",941,"1,238","2,261","2,226"
2020년09월_여_0~9세,"1,161",542,68,64,23,67,29,37,41,31,59,103,97
2020년09월_여_10~19세,"1,437",571,54,87,26,101,46,50,63,41,63,144,191
2020년09월_여_20~29세,"1,912",719,107,126,45,135,80,87,88,75,90,195,165
2020년09월_여_30~39세,"1,730",705,105,97,39,112,58,71,83,73,100,140,147
2020년09월_여_40~49세,"2,186",836,109,142,48,146,79,93,81,66,89,262,235
2020년09월_여_50~59세,"3,604","1,051",225,280,106,306,179,189,200,161,200,366,341
2020년09월_여_60~69세,"3,946","1,047",284,295,128,322,163,246,270,193,250,393,355
2020년09월_여_70~79세,"3,519",877,254,281,113,327,164,225,235,172,204,321,346
2020년09월_여_80~89세,"2,593",557,163,175,89,242,119,197,200,111,160,283,297
2020년09월_여_90~99세,470,117,32,33,20,28,25,35,38,16,22,52,52
2020년09월_여_100세 이상,30,8,1,4,1,4,2,1,4,2,1,2,0
2020년10월_계_총인구수,"45,903","14,249","2,828","3,188","1,277","3,671","1,927","2,828","2,659","1,872","2,453","4,547","4,404"
2020년10월_계_연령구간인구수,"45,903","14,249","2,828","3,188","1,277","3,671","1,927","2,828","2,659","1,872","2,453","4,547","4,404"
2020년10월_계_0~9세,"2,335","1,058",129,123,36,149,68,72,94,77,111,218,200
2020년10월_계_10~19세,"2,988","1,215",113,168,52,203,106,125,126,84,121,321,354
2020년10월_계_20~29세,"4,747","1,659",231,276,102,319,176,587,216,156,189,433,403
2020년10월_계_30~39세,"3,627","1,464",222,228,81,246,122,160,194,131,185,294,300
2020년10월_계_40~49세,"5,178","1,858",309,331,113,374,174,229,258,179,247,575,531
2020년10월_계_50~59세,"8,058","2,266",507,609,243,701,394,423,456,342,455,846,816
2020년10월_계_60~69세,"8,181","2,105",579,655,282,699,381,494,538,390,493,819,746
2020년10월_계_70~79세,"6,328","1,603",447,499,202,571,294,405,428,320,400,578,581
2020년10월_계_80~89세,"3,829",862,249,254,138,366,179,290,297,166,226,388,414
2020년10월_계_90~99세,599,150,41,42,27,38,31,42,48,25,24,72,59
2020년10월_계_100세 이상,33,9,1,3,1,5,2,1,4,2,2,3,0
2020년10월_남_총인구수,"23,323","7,221","1,433","1,612",644,"1,867",991,"1,599","1,354",932,"1,219","2,275","2,176"
2020년10월_남_연령구간인구수,"23,323","7,221","1,433","1,612",644,"1,867",991,"1,599","1,354",932,"1,219","2,275","2,176"
2020년10월_남_0~9세,"1,174",518,61,61,14,80,41,34,51,45,51,117,101
2020년10월_남_10~19세,"1,554",643,59,83,25,103,60,75,64,42,60,176,164
2020년10월_남_20~29세,"2,832",945,126,147,59,184,97,501,125,80,98,233,237
2020년10월_남_30~39세,"1,894",756,117,132,41,131,70,88,112,60,86,152,149
2020년10월_남_40~49세,"3,025","1,040",201,190,67,229,97,135,177,112,159,313,305
2020년10월_남_50~59세,"4,460","1,211",282,335,138,394,214,240,256,184,257,483,466
2020년10월_남_60~69세,"4,215","1,051",295,355,156,372,219,246,267,196,245,420,393
2020년10월_남_70~79세,"2,804",724,193,217,89,241,128,181,195,148,195,257,236
2020년10월_남_80~89세,"1,231",300,89,82,48,122,60,91,98,56,65,104,116
2020년10월_남_90~99세,131,32,10,10,7,10,5,8,9,9,3,19,9
2020년10월_남_100세 이상,3,1,0,0,0,1,0,0,0,0,0,1,0
2020년10월_여_총인구수,"22,580","7,028","1,395","1,576",633,"1,804",936,"1,229","1,305",940,"1,234","2,272","2,228"
2020년10월_여_연령구간인구수,"22,580","7,028","1,395","1,576",633,"1,804",936,"1,229","1,305",940,"1,234","2,272","2,228"
2020년10월_여_0~9세,"1,161",540,68,62,22,69,27,38,43,32,60,101,99
2020년10월_여_10~19세,"1,434",572,54,85,27,100,46,50,62,42,61,145,190
2020년10월_여_20~29세,"1,915",714,105,129,43,135,79,86,91,76,91,200,166
2020년10월_여_30~39세,"1,733",708,105,96,40,115,52,72,82,71,99,142,151
2020년10월_여_40~49세,"2,153",818,108,141,46,145,77,94,81,67,88,262,226
2020년10월_여_50~59세,"3,598","1,055",225,274,105,307,180,183,200,158,198,363,350
2020년10월_여_60~69세,"3,966","1,054",284,300,126,327,162,248,271,194,248,399,353
2020년10월_여_70~79세,"3,524",879,254,282,113,330,166,224,233,172,205,321,345
2020년10월_여_80~89세,"2,598",562,160,172,90,244,119,199,199,110,161,284,298
2020년10월_여_90~99세,468,118,31,32,20,28,26,34,39,16,21,53,50
2020년10월_여_100세 이상,30,8,1,3,1,4,2,1,4,2,2,2,0
2020년11월_계_총인구수,"45,936","14,336","2,813","3,193","1,273","3,666","1,923","2,810","2,656","1,865","2,457","4,538","4,406"
2020년11월_계_연령구간인구수,"45,936","14,336","2,813","3,193","1,273","3,666","1,923","2,810","2,656","1,865","2,457","4,538","4,406"
2020년11월_계_0~9세,"2,337","1,075",124,125,30,150,68,71,94,73,106,223,198
2020년11월_계_10~19세,"2,985","1,224",111,168,52,201,109,119,120,82,123,322,354
2020년11월_계_20~29세,"4,753","1,666",231,283,102,312,175,583,215,156,196,428,406
2020년11월_계_30~39세,"3,622","1,474",218,225,80,248,122,154,194,131,187,289,300
2020년11월_계_40~49세,"5,162","1,878",306,335,112,367,176,225,256,179,240,567,521
2020년11월_계_50~59세,"8,072","2,274",505,607,248,706,388,428,457,339,455,846,819
2020년11월_계_60~69세,"8,200","2,122",584,651,281,700,378,494,538,390,497,823,742
2020년11월_계_70~79세,"6,338","1,601",443,500,203,572,296,402,431,320,400,579,591
2020년11월_계_80~89세,"3,835",862,248,255,138,368,177,293,299,167,226,387,415
2020년11월_계_90~99세,597,149,42,41,26,37,32,40,48,26,25,71,60
2020년11월_계_100세 이상,35,11,1,3,1,5,2,1,4,2,2,3,0
2020년11월_남_총인구수,"23,343","7,265","1,429","1,611",649,"1,863",988,"1,581","1,352",931,"1,227","2,269","2,178"
2020년11월_남_연령구간인구수,"23,343","7,265","1,429","1,611",649,"1,863",988,"1,581","1,352",931,"1,227","2,269","2,178"
2020년11월_남_0~9세,"1,176",527,60,59,12,82,41,33,49,45,49,119,100
2020년11월_남_10~19세,"1,561",654,58,84,26,101,61,69,63,41,62,176,166
2020년11월_남_20~29세,"2,820",947,127,149,61,179,94,497,121,78,102,229,236
2020년11월_남_30~39세,"1,891",761,115,131,42,132,70,83,112,62,85,149,149
2020년11월_남_40~49세,"3,011","1,045",198,192,65,224,99,134,174,111,156,313,300
2020년11월_남_50~59세,"4,463","1,211",282,334,143,394,211,240,259,184,259,477,469
2020년11월_남_60~69세,"4,229","1,064",299,351,154,373,219,245,267,195,250,424,388
2020년11월_남_70~79세,"2,815",722,191,217,91,244,128,181,199,149,194,257,242
2020년11월_남_80~89세,"1,243",301,88,85,48,124,59,91,99,57,67,105,119
2020년11월_남_90~99세,130,31,11,9,7,9,6,8,9,9,3,19,9
2020년11월_남_100세 이상,4,2,0,0,0,1,0,0,0,0,0,1,0
2020년11월_여_총인구수,"22,593","7,071","1,384","1,582",624,"1,803",935,"1,229","1,304",934,"1,230","2,269","2,228"
2020년11월_여_연령구간인구수,"22,593","7,071","1,384","1,582",624,"1,803",935,"1,229","1,304",934,"1,230","2,269","2,228"
2020년11월_여_0~9세,"1,161",548,64,66,18,68,27,38,45,28,57,104,98
2020년11월_여_10~19세,"1,424",570,53,84,26,100,48,50,57,41,61,146,188
2020년11월_여_20~29세,"1,933",719,104,134,41,133,81,86,94,78,94,199,170
2020년11월_여_30~39세,"1,731",713,103,94,38,116,52,71,82,69,102,140,151
2020년11월_여_40~49세,"2,151",833,108,143,47,143,77,91,82,68,84,254,221
2020년11월_여_50~59세,"3,609","1,063",223,273,105,312,177,188,198,155,196,369,350
2020년11월_여_60~69세,"3,971","1,058",285,300,127,327,159,249,271,195,247,399,354
2020년11월_여_70~79세,"3,523",879,252,283,112,328,168,221,232,171,206,322,349
2020년11월_여_80~89세,"2,592",561,160,170,90,244,118,202,200,110,159,282,296
2020년11월_여_90~99세,467,118,31,32,19,28,26,32,39,17,22,52,51
2020년11월_여_100세 이상,31,9,1,3,1,4,2,1,4,2,2,2,0
2020년12월_계_총인구수,"46,280","14,667","2,797","3,171","1,264","3,704","1,935","2,795","2,654","1,870","2,470","4,547","4,406"
2020년12월_계_연령구간인구수,"46,280","14,667","2,797","3,171","1,264","3,704","1,935","2,795","2,654","1,870","2,470","4,547","4,406"
2020년12월_계_0~9세,"2,345","1,105",119,120,30,148,66,69,92,73,105,219,199
2020년12월_계_10~19세,"3,029","1,230",108,166,52,241,109,117,119,85,121,327,354
2020년12월_계_20~29세,"4,834","1,726",228,280,102,312,178,578,220,160,203,433,414
2020년12월_계_30~39세,"3,644","1,523",208,225,74,250,124,148,188,128,193,283,300
2020년12월_계_40~49세,"5,187","1,937",301,321,112,360,177,220,255,174,243,563,524
2020년12월_계_50~59세,"8,146","2,343",504,601,246,706,392,432,464,343,448,859,808
2020년12월_계_60~69세,"8,281","2,160",590,664,282,701,383,497,535,395,503,825,746
2020년12월_계_70~79세,"6,346","1,613",445,497,202,572,297,400,431,319,402,576,592
2020년12월_계_80~89세,"3,835",868,250,252,138,371,178,293,300,165,225,386,409
2020년12월_계_90~99세,598,151,43,42,25,38,29,40,46,26,25,73,60
2020년12월_계_100세 이상,35,11,1,3,1,5,2,1,4,2,2,3,0
2020년12월_남_총인구수,"23,502","7,422","1,422","1,592",643,"1,883",998,"1,566","1,349",928,"1,239","2,276","2,184"
2020년12월_남_연령구간인구수,"23,502","7,422","1,422","1,592",643,"1,883",998,"1,566","1,349",928,"1,239","2,276","2,184"
2020년12월_남_0~9세,"1,177",531,60,57,12,84,40,32,49,43,48,119,102
2020년12월_남_10~19세,"1,586",665,56,84,26,119,61,65,60,42,61,179,168
2020년12월_남_20~29세,"2,856",978,125,144,59,180,96,490,125,78,108,231,242
2020년12월_남_30~39세,"1,891",782,110,128,38,131,71,79,108,60,90,145,149
2020년12월_남_40~49세,"3,027","1,082",198,185,64,220,100,133,171,108,156,313,297
2020년12월_남_50~59세,"4,485","1,240",282,326,141,392,211,241,263,187,256,480,466
2020년12월_남_60~69세,"4,268","1,078",297,358,156,375,223,246,266,197,255,425,392
2020년12월_남_70~79세,"2,825",730,194,216,91,244,130,181,198,149,195,256,241
2020년12월_남_80~89세,"1,244",301,89,83,49,128,60,89,100,55,67,105,118
2020년12월_남_90~99세,139,33,11,11,7,9,6,10,9,9,3,22,9
2020년12월_남_100세 이상,4,2,0,0,0,1,0,0,0,0,0,1,0
2020년12월_여_총인구수,"22,778","7,245","1,375","1,579",621,"1,821",937,"1,229","1,305",942,"1,231","2,271","2,222"
2020년12월_여_연령구간인구수,"22,778","7,245","1,375","1,579",621,"1,821",937,"1,229","1,305",942,"1,231","2,271","2,222"
2020년12월_여_0~9세,"1,168",574,59,63,18,64,26,37,43,30,57,100,97
2020년12월_여_10~19세,"1,443",565,52,82,26,122,48,52,59,43,60,148,186
2020년12월_여_20~29세,"1,978",748,103,136,43,132,82,88,95,82,95,202,172
2020년12월_여_30~39세,"1,753",741,98,97,36,119,53,69,80,68,103,138,151
2020년12월_여_40~49세,"2,160",855,103,136,48,140,77,87,84,66,87,250,227
2020년12월_여_50~59세,"3,661","1,103",222,275,105,314,181,191,201,156,192,379,342
2020년12월_여_60~69세,"4,013","1,082",293,306,126,326,160,251,269,198,248,400,354
2020년12월_여_70~79세,"3,521",883,251,281,111,328,167,219,233,170,207,320,351
2020년12월_여_80~89세,"2,591",567,161,169,89,243,118,204,200,110,158,281,291
2020년12월_여_90~99세,459,118,32,31,18,29,23,30,37,17,22,51,51
2020년12월_여_100세 이상,31,9,1,3,1,4,2,1,4,2,2,2,0
2021년01월_계_총인구수,"46,475","14,920","2,783","3,162","1,250","3,702","1,945","2,787","2,654","1,849","2,484","4,534","4,405"
2021년01월_계_연령구간인구수,"46,475","14,920","2,783","3,162","1,250","3,702","1,945","2,787","2,654","1,849","2,484","4,534","4,405"
2021년01월_계_0~9세,"2,357","1,126",120,117,29,151,64,68,89,67,108,218,200
2021년01월_계_10~19세,"3,011","1,252",106,163,51,237,107,111,116,82,122,320,344
2021년01월_계_20~29세,"4,843","1,736",224,282,95,314,178,579,225,158,205,430,417
2021년01월_계_30~39세,"3,682","1,570",205,225,74,253,123,147,186,122,194,281,302
2021년01월_계_40~49세,"5,221","1,996",299,315,110,357,180,216,256,173,244,557,518
2021년01월_계_50~59세,"8,190","2,391",506,599,244,699,394,430,463,335,449,866,814
2021년01월_계_60~69세,"8,335","2,185",586,664,281,711,389,501,539,398,504,828,749
2021년01월_계_70~79세,"6,348","1,628",440,499,201,568,299,400,432,318,402,570,591
2021년01월_계_80~89세,"3,856",871,253,253,138,372,181,294,298,167,229,388,412
2021년01월_계_90~99세,599,154,43,42,26,36,28,41,46,27,25,73,58
2021년01월_계_100세 이상,33,11,1,3,1,4,2,0,4,2,2,3,0
2021년01월_남_총인구수,"23,583","7,540","1,419","1,587",635,"1,882","1,004","1,561","1,344",921,"1,245","2,271","2,174"
2021년01월_남_연령구간인구수,"23,583","7,540","1,419","1,587",635,"1,882","1,004","1,561","1,344",921,"1,245","2,271","2,174"
2021년01월_남_0~9세,"1,183",541,62,56,12,85,38,32,45,40,50,120,102
2021년01월_남_10~19세,"1,578",672,55,84,25,117,62,60,60,41,61,175,166
2021년01월_남_20~29세,"2,859",986,123,146,53,182,95,489,123,80,109,236,237
2021년01월_남_30~39세,"1,896",802,109,123,38,134,71,77,107,57,89,140,149
2021년01월_남_40~49세,"3,032","1,102",197,186,64,217,100,129,171,106,158,310,292
2021년01월_남_50~59세,"4,501","1,264",285,325,140,387,213,241,263,184,257,476,466
2021년01월_남_60~69세,"4,303","1,098",293,358,155,379,225,250,268,199,255,430,393
2021년01월_남_70~79세,"2,833",735,195,217,92,243,133,181,198,148,194,256,241
2021년01월_남_80~89세,"1,256",305,89,81,48,129,61,91,100,57,69,106,120
2021년01월_남_90~99세,139,33,11,11,8,9,6,11,9,9,3,21,8
2021년01월_남_100세 이상,3,2,0,0,0,0,0,0,0,0,0,1,0
2021년01월_여_총인구수,"22,892","7,380","1,364","1,575",615,"1,820",941,"1,226","1,310",928,"1,239","2,263","2,231"
2021년01월_여_연령구간인구수,"22,892","7,380","1,364","1,575",615,"1,820",941,"1,226","1,310",928,"1,239","2,263","2,231"
2021년01월_여_0~9세,"1,174",585,58,61,17,66,26,36,44,27,58,98,98
2021년01월_여_10~19세,"1,433",580,51,79,26,120,45,51,56,41,61,145,178
2021년01월_여_20~29세,"1,984",750,101,136,42,132,83,90,102,78,96,194,180
2021년01월_여_30~39세,"1,786",768,96,102,36,119,52,70,79,65,105,141,153
2021년01월_여_40~49세,"2,189",894,102,129,46,140,80,87,85,67,86,247,226
2021년01월_여_50~59세,"3,689","1,127",221,274,104,312,181,189,200,151,192,390,348
2021년01월_여_60~69세,"4,032","1,087",293,306,126,332,164,251,271,199,249,398,356
2021년01월_여_70~79세,"3,515",893,245,282,109,325,166,219,234,170,208,314,350
2021년01월_여_80~89세,"2,600",566,164,172,90,243,120,203,198,110,160,282,292
2021년01월_여_90~99세,460,121,32,31,18,27,22,30,37,18,22,52,50
2021년01월_여_100세 이상,30,9,1,3,1,4,2,0,4,2,2,2,0
2021년02월_계_총인구수,"46,545","15,034","2,790","3,150","1,246","3,701","1,945","2,772","2,644","1,849","2,470","4,544","4,400"
2021년02월_계_연령구간인구수,"46,545","15,034","2,790","3,150","1,246","3,701","1,945","2,772","2,644","1,849","2,470","4,544","4,400"
2021년02월_계_0~9세,"2,370","1,134",124,114,31,151,66,67,88,67,106,219,203
2021년02월_계_10~19세,"3,002","1,257",109,160,50,232,104,109,117,83,119,326,336
2021년02월_계_20~29세,"4,797","1,732",225,278,89,314,180,572,218,160,194,420,415
2021년02월_계_30~39세,"3,706","1,597",204,225,74,254,123,145,186,120,191,287,300
2021년02월_계_40~49세,"5,224","2,015",296,311,109,360,179,212,256,166,243,562,515
2021년02월_계_50~59세,"8,198","2,423",507,591,246,692,388,427,464,336,452,856,816
2021년02월_계_60~69세,"8,393","2,195",589,674,283,719,398,501,535,401,507,838,753
2021년02월_계_70~79세,"6,309","1,629",440,496,195,560,293,400,430,316,397,568,585
2021년02월_계_80~89세,"3,906",888,252,257,142,377,183,295,300,171,233,392,416
2021년02월_계_90~99세,604,152,43,41,26,38,29,43,45,27,26,73,61
2021년02월_계_100세 이상,36,12,1,3,1,4,2,1,5,2,2,3,0
2021년02월_남_총인구수,"23,627","7,597","1,426","1,588",635,"1,877","1,005","1,548","1,339",919,"1,238","2,279","2,176"
2021년02월_남_연령구간인구수,"23,627","7,597","1,426","1,588",635,"1,877","1,005","1,548","1,339",919,"1,238","2,279","2,176"
2021년02월_남_0~9세,"1,190",543,63,56,13,84,39,33,44,40,48,122,105
2021년02월_남_10~19세,"1,569",681,56,80,24,114,61,56,58,41,59,178,161
2021년02월_남_20~29세,"2,847",986,126,147,51,182,97,481,120,82,104,234,237
2021년02월_남_30~39세,"1,919",812,108,126,38,136,70,79,108,56,91,146,149
2021년02월_남_40~49세,"3,020","1,107",195,183,62,216,99,126,170,101,156,313,292
2021년02월_남_50~59세,"4,498","1,280",288,318,143,380,211,237,263,185,257,472,464
2021년02월_남_60~69세,"4,344","1,107",295,366,157,385,230,251,267,199,258,431,398
2021년02월_남_70~79세,"2,821",736,194,219,90,240,131,183,197,148,192,254,237
2021년02월_남_80~89세,"1,277",310,90,82,49,131,61,91,103,58,70,107,125
2021년02월_남_90~99세,139,33,11,11,8,9,6,11,9,9,3,21,8
2021년02월_남_100세 이상,3,2,0,0,0,0,0,0,0,0,0,1,0
2021년02월_여_총인구수,"22,918","7,437","1,364","1,562",611,"1,824",940,"1,224","1,305",930,"1,232","2,265","2,224"
2021년02월_여_연령구간인구수,"22,918","7,437","1,364","1,562",611,"1,824",940,"1,224","1,305",930,"1,232","2,265","2,224"
2021년02월_여_0~9세,"1,180",591,61,58,18,67,27,34,44,27,58,97,98
2021년02월_여_10~19세,"1,433",576,53,80,26,118,43,53,59,42,60,148,175
2021년02월_여_20~29세,"1,950",746,99,131,38,132,83,91,98,78,90,186,178
2021년02월_여_30~39세,"1,787",785,96,99,36,118,53,66,78,64,100,141,151
2021년02월_여_40~49세,"2,204",908,101,128,47,144,80,86,86,65,87,249,223
2021년02월_여_50~59세,"3,700","1,143",219,273,103,312,177,190,201,151,195,384,352
2021년02월_여_60~69세,"4,049","1,088",294,308,126,334,168,250,268,202,249,407,355
2021년02월_여_70~79세,"3,488",893,246,277,105,320,162,217,233,168,205,314,348
2021년02월_여_80~89세,"2,629",578,162,175,93,246,122,204,197,113,163,285,291
2021년02월_여_90~99세,465,119,32,30,18,29,23,32,36,18,23,52,53
2021년02월_여_100세 이상,33,10,1,3,1,4,2,1,5,2,2,2,0
2021년03월_계_총인구수,"46,541","15,096","2,774","3,159","1,234","3,682","1,944","2,759","2,640","1,847","2,471","4,545","4,390"
2021년03월_계_연령구간인구수,"46,541","15,096","2,774","3,159","1,234","3,682","1,944","2,759","2,640","1,847","2,471","4,545","4,390"
2021년03월_계_0~9세,"2,341","1,136",123,113,28,144,61,66,87,67,103,216,197
2021년03월_계_10~19세,"2,984","1,250",106,159,52,228,104,106,117,80,120,322,340
2021년03월_계_20~29세,"4,773","1,731",220,275,87,310,180,564,217,162,189,426,412
2021년03월_계_30~39세,"3,684","1,613",203,225,73,245,124,141,185,113,189,279,294
2021년03월_계_40~49세,"5,246","2,039",290,316,108,355,175,215,256,167,244,566,515
2021년03월_계_50~59세,"8,189","2,429",504,586,243,693,388,427,460,335,448,863,813
2021년03월_계_60~69세,"8,493","2,220",592,686,283,731,406,504,533,403,520,850,765
2021년03월_계_70~79세,"6,305","1,632",442,500,193,557,284,405,428,319,399,566,580
2021년03월_계_80~89세,"3,901",891,249,258,141,377,189,286,304,172,231,387,416
2021년03월_계_90~99세,599,148,44,38,25,40,32,44,48,27,26,69,58
2021년03월_계_100세 이상,26,7,1,3,1,2,1,1,5,2,2,1,0
2021년03월_남_총인구수,"23,599","7,616","1,418","1,589",626,"1,858","1,004","1,543","1,340",915,"1,239","2,280","2,171"
2021년03월_남_연령구간인구수,"23,599","7,616","1,418","1,589",626,"1,858","1,004","1,543","1,340",915,"1,239","2,280","2,171"
2021년03월_남_0~9세,"1,170",547,61,55,9,79,35,34,44,40,45,120,101
2021년03월_남_10~19세,"1,556",669,57,79,26,113,63,54,59,37,59,177,163
2021년03월_남_20~29세,"2,830",988,124,149,48,175,98,475,119,83,101,236,234
2021년03월_남_30~39세,"1,902",821,107,125,37,128,69,79,107,51,90,143,145
2021년03월_남_40~49세,"3,021","1,116",194,184,63,211,97,127,172,102,156,307,292
2021년03월_남_50~59세,"4,489","1,280",282,314,141,382,210,236,263,184,253,477,467
2021년03월_남_60~69세,"4,397","1,118",299,368,158,392,235,253,263,199,270,439,403
2021년03월_남_70~79세,"2,821",738,194,222,89,239,125,185,198,150,193,253,235
2021년03월_남_80~89세,"1,277",306,90,82,48,130,66,90,104,60,69,108,124
2021년03월_남_90~99세,136,33,10,11,7,9,6,10,11,9,3,20,7
2021년03월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"22,942","7,480","1,356","1,570",608,"1,824",940,"1,216","1,300",932,"1,232","2,265","2,219"
2021년03월_여_연령구간인구수,"22,942","7,480","1,356","1,570",608,"1,824",940,"1,216","1,300",932,"1,232","2,265","2,219"
2021년03월_여_0~9세,"1,171",589,62,58,19,65,26,32,43,27,58,96,96
2021년03월_여_10~19세,"1,428",581,49,80,26,115,41,52,58,43,61,145,177
2021년03월_여_20~29세,"1,943",743,96,126,39,135,82,89,98,79,88,190,178
2021년03월_여_30~39세,"1,782",792,96,100,36,117,55,62,78,62,99,136,149
2021년03월_여_40~49세,"2,225",923,96,132,45,144,78,88,84,65,88,259,223
2021년03월_여_50~59세,"3,700","1,149",222,272,102,311,178,191,197,151,195,386,346
2021년03월_여_60~69세,"4,096","1,102",293,318,125,339,171,251,270,204,250,411,362
2021년03월_여_70~79세,"3,484",894,248,278,104,318,159,220,230,169,206,313,345
2021년03월_여_80~89세,"2,624",585,159,176,93,247,123,196,200,112,162,279,292
2021년03월_여_90~99세,463,115,34,27,18,31,26,34,37,18,23,49,51
2021년03월_여_100세 이상,26,7,1,3,1,2,1,1,5,2,2,1,0
2021년04월_계_총인구수,"46,624","15,158","2,780","3,151","1,237","3,680","1,937","2,747","2,617","1,848","2,480","4,555","4,434"
2021년04월_계_연령구간인구수,"46,624","15,158","2,780","3,151","1,237","3,680","1,937","2,747","2,617","1,848","2,480","4,555","4,434"
2021년04월_계_0~9세,"2,331","1,137",128,111,28,138,60,65,86,68,105,203,202
2021년04월_계_10~19세,"2,981","1,242",108,159,50,226,105,107,113,80,119,320,352
2021년04월_계_20~29세,"4,770","1,749",220,271,88,307,174,553,212,162,188,431,415
2021년04월_계_30~39세,"3,676","1,619",203,224,75,240,118,140,181,111,191,276,298
2021년04월_계_40~49세,"5,269","2,054",290,308,106,360,178,215,251,167,244,569,527
2021년04월_계_50~59세,"8,212","2,440",509,589,244,691,387,427,457,331,450,867,820
2021년04월_계_60~69세,"8,534","2,232",590,685,288,734,408,506,537,407,521,862,764
2021년04월_계_70~79세,"6,301","1,629",441,499,189,562,285,406,427,315,401,568,579
