카테고리,서울특별시 중구,서울특별시 중구 소공동,서울특별시 중구 회현동,서울특별시 중구 명동,서울특별시 중구 필동,서울특별시 중구 장충동,서울특별시 중구 광희동,서울특별시 중구 을지로동,서울특별시 중구 신당동,서울특별시 중구 다산동,서울특별시 중구 약수동,서울특별시 중구 청구동,서울특별시 중구 신당제5동,서울특별시 중구 동화동,서울특별시 중구 황학동,서울특별시 중구 중림동
2020년09월_계_연령구간인구수,"125,800","2,086","5,182","2,956","4,028","4,692","5,072","1,835","7,631","14,386","17,250","14,117","10,618","10,720","12,649","12,578"
2020년09월_계_0~9세,"7,002",169,199,89,195,185,138,50,274,586,"1,163",787,606,758,744,"1,059"
2020년09월_계_10~19세,"6,953",113,204,139,174,318,204,34,292,854,984,906,566,869,529,767
2020년09월_계_20~29세,"18,575",220,504,347,720,"1,243",792,200,"1,326","2,427","2,054","2,009","1,678","1,460","2,116","1,479"
2020년09월_계_30~39세,"20,262",429,552,406,632,657,778,299,"1,294","2,278","2,445","2,239","1,764","1,352","2,833","2,304"
2020년09월_계_40~49세,"18,261",448,682,432,490,582,634,198,"1,064","2,102","2,493","2,000","1,590","1,639","1,836","2,071"
2020년09월_계_50~59세,"20,842",310,975,502,614,602,862,339,"1,391","2,366","2,887","2,375","1,881","1,949","1,797","1,992"
2020년09월_계_60~69세,"17,376",231,"1,051",532,612,503,863,402,"1,016","1,939","2,632","1,935","1,311","1,411","1,494","1,444"
2020년09월_계_70~79세,"10,665",107,589,329,359,384,540,203,663,"1,233","1,633","1,168",838,783,898,938
2020년09월_계_80~89세,"4,770",45,294,144,173,183,206,79,245,507,792,600,322,423,339,418
2020년09월_계_90~99세,893,9,88,27,49,32,40,20,58,80,158,90,49,63,55,75
2020년09월_계_100세 이상,201,5,44,9,10,3,15,11,8,14,9,8,13,13,8,31
2020년09월_남_총인구수,"61,526","1,024","2,753","1,265","2,079","2,367","2,669","1,099","3,824","6,987","8,121","6,692","5,170","5,163","6,030","6,283"
2020년09월_남_연령구간인구수,"61,526","1,024","2,753","1,265","2,079","2,367","2,669","1,099","3,824","6,987","8,121","6,692","5,170","5,163","6,030","6,283"
2020년09월_남_0~9세,"3,570",93,110,51,103,99,70,25,120,300,563,392,295,411,391,547
2020년09월_남_10~19세,"3,494",31,85,58,94,153,106,12,151,461,504,465,291,432,259,392
2020년09월_남_20~29세,"8,897",93,227,159,369,662,366,86,626,"1,184","1,033",974,775,724,891,728
2020년09월_남_30~39세,"10,098",205,262,207,344,343,445,174,667,"1,184","1,148","1,112",897,626,"1,379","1,105"
2020년09월_남_40~49세,"9,323",237,378,190,280,312,347,128,580,"1,057","1,230",969,806,805,910,"1,094"
2020년09월_남_50~59세,"10,585",158,573,208,345,307,495,237,745,"1,139","1,368","1,151",986,935,908,"1,030"
2020년09월_남_60~69세,"8,657",132,625,226,290,241,456,274,503,904,"1,230",929,634,716,736,761
2020년09월_남_70~79세,"4,786",53,299,120,173,169,282,112,312,554,707,450,357,347,423,428
2020년09월_남_80~89세,"1,779",18,138,36,63,71,77,39,102,185,292,222,113,145,115,163
2020년09월_남_90~99세,272,3,36,7,15,10,19,8,15,16,42,25,16,18,18,24
2020년09월_남_100세 이상,65,1,20,3,3,0,6,4,3,3,4,3,0,4,0,11
2020년09월_여_총인구수,"64,274","1,062","2,429","1,691","1,949","2,325","2,403",736,"3,807","7,399","9,129","7,425","5,448","5,557","6,619","6,295"
2020년09월_여_연령구간인구수,"64,274","1,062","2,429","1,691","1,949","2,325","2,403",736,"3,807","7,399","9,129","7,425","5,448","5,557","6,619","6,295"
2020년09월_여_0~9세,"3,432",76,89,38,92,86,68,25,154,286,600,395,311,347,353,512
2020년09월_여_10~19세,"3,459",82,119,81,80,165,98,22,141,393,480,441,275,437,270,375
2020년09월_여_20~29세,"9,678",127,277,188,351,581,426,114,700,"1,243","1,021","1,035",903,736,"1,225",751
2020년09월_여_30~39세,"10,164",224,290,199,288,314,333,125,627,"1,094","1,297","1,127",867,726,"1,454","1,199"
2020년09월_여_40~49세,"8,938",211,304,242,210,270,287,70,484,"1,045","1,263","1,031",784,834,926,977
2020년09월_여_50~59세,"10,257",152,402,294,269,295,367,102,646,"1,227","1,519","1,224",895,"1,014",889,962
2020년09월_여_60~69세,"8,719",99,426,306,322,262,407,128,513,"1,035","1,402","1,006",677,695,758,683
2020년09월_여_70~79세,"5,879",54,290,209,186,215,258,91,351,679,926,718,481,436,475,510
2020년09월_여_80~89세,"2,991",27,156,108,110,112,129,40,143,322,500,378,209,278,224,255
2020년09월_여_90~99세,621,6,52,20,34,22,21,12,43,64,116,65,33,45,37,51
2020년09월_여_100세 이상,136,4,24,6,7,3,9,7,5,11,5,5,13,9,8,20
2020년10월_계_총인구수,"125,641","2,072","5,182","2,948","4,032","4,684","5,113","1,841","7,642","14,361","17,244","14,095","10,559","10,696","12,637","12,535"
2020년10월_계_연령구간인구수,"125,641","2,072","5,182","2,948","4,032","4,684","5,113","1,841","7,642","14,361","17,244","14,095","10,559","10,696","12,637","12,535"
2020년10월_계_0~9세,"6,950",172,199,88,190,185,140,50,272,581,"1,154",789,587,756,739,"1,048"
2020년10월_계_10~19세,"6,923",110,204,135,176,308,200,34,284,848,984,901,564,871,527,777
2020년10월_계_20~29세,"18,590",221,507,355,730,"1,249",818,194,"1,343","2,411","2,042","2,012","1,675","1,454","2,117","1,462"
2020년10월_계_30~39세,"20,172",426,558,400,624,655,785,310,"1,294","2,270","2,438","2,224","1,739","1,340","2,838","2,271"
2020년10월_계_40~49세,"18,168",446,675,433,485,576,640,199,"1,059","2,091","2,486","1,980","1,577","1,615","1,829","2,077"
2020년10월_계_50~59세,"20,796",305,971,499,611,601,861,334,"1,393","2,354","2,874","2,371","1,885","1,959","1,789","1,989"
2020년10월_계_60~69세,"17,457",228,"1,052",531,624,509,867,406,"1,021","1,963","2,660","1,941","1,309","1,414","1,491","1,441"
2020년10월_계_70~79세,"10,683",105,589,328,355,382,538,203,666,"1,233","1,641","1,172",837,786,904,944
2020년10월_계_80~89세,"4,806",45,296,143,177,185,209,80,245,514,799,607,325,423,339,419
2020년10월_계_90~99세,896,9,88,28,50,31,40,20,57,82,157,89,48,65,56,76
2020년10월_계_100세 이상,200,5,43,8,10,3,15,11,8,14,9,9,13,13,8,31
2020년10월_남_총인구수,"61,432","1,022","2,749","1,265","2,078","2,364","2,674","1,106","3,830","6,967","8,119","6,684","5,149","5,152","6,020","6,253"
2020년10월_남_연령구간인구수,"61,432","1,022","2,749","1,265","2,078","2,364","2,674","1,106","3,830","6,967","8,119","6,684","5,149","5,152","6,020","6,253"
2020년10월_남_0~9세,"3,557",94,111,52,101,99,72,25,119,297,556,394,291,414,387,545
2020년10월_남_10~19세,"3,483",30,88,59,96,149,104,12,152,458,506,457,288,432,255,397
2020년10월_남_20~29세,"8,867",89,226,161,368,666,364,83,634,"1,171","1,024",977,774,722,895,713
2020년10월_남_30~39세,"10,058",209,265,203,347,343,443,180,664,"1,179","1,145","1,108",886,620,"1,380","1,086"
2020년10월_남_40~49세,"9,267",239,371,192,272,307,352,129,577,"1,056","1,230",960,800,789,901,"1,092"
2020년10월_남_50~59세,"10,571",158,570,209,345,307,492,236,743,"1,126","1,366","1,151",991,941,906,"1,030"
2020년10월_남_60~69세,"8,693",127,625,224,299,243,460,276,509,918,"1,236",932,633,716,732,763
2020년10월_남_70~79세,"4,792",54,296,118,167,168,282,114,313,554,712,453,355,348,430,428
2020년10월_남_80~89세,"1,802",18,141,37,64,72,80,39,102,187,296,224,115,147,116,164
2020년10월_남_90~99세,277,3,36,7,16,10,19,8,14,18,44,25,16,19,18,24
2020년10월_남_100세 이상,65,1,20,3,3,0,6,4,3,3,4,3,0,4,0,11
2020년10월_여_총인구수,"64,209","1,050","2,433","1,683","1,954","2,320","2,439",735,"3,812","7,394","9,125","7,411","5,410","5,544","6,617","6,282"
2020년10월_여_연령구간인구수,"64,209","1,050","2,433","1,683","1,954","2,320","2,439",735,"3,812","7,394","9,125","7,411","5,410","5,544","6,617","6,282"
2020년10월_여_0~9세,"3,393",78,88,36,89,86,68,25,153,284,598,395,296,342,352,503
2020년10월_여_10~19세,"3,440",80,116,76,80,159,96,22,132,390,478,444,276,439,272,380
2020년10월_여_20~29세,"9,723",132,281,194,362,583,454,111,709,"1,240","1,018","1,035",901,732,"1,222",749
2020년10월_여_30~39세,"10,114",217,293,197,277,312,342,130,630,"1,091","1,293","1,116",853,720,"1,458","1,185"
2020년10월_여_40~49세,"8,901",207,304,241,213,269,288,70,482,"1,035","1,256","1,020",777,826,928,985
2020년10월_여_50~59세,"10,225",147,401,290,266,294,369,98,650,"1,228","1,508","1,220",894,"1,018",883,959
2020년10월_여_60~69세,"8,764",101,427,307,325,266,407,130,512,"1,045","1,424","1,009",676,698,759,678
2020년10월_여_70~79세,"5,891",51,293,210,188,214,256,89,353,679,929,719,482,438,474,516
2020년10월_여_80~89세,"3,004",27,155,106,113,113,129,41,143,327,503,383,210,276,223,255
2020년10월_여_90~99세,619,6,52,21,34,21,21,12,43,64,113,64,32,46,38,52
2020년10월_여_100세 이상,135,4,23,5,7,3,9,7,5,11,5,6,13,9,8,20
2020년11월_계_총인구수,"125,505","2,063","5,166","2,926","4,049","4,681","5,193","1,834","7,671","14,326","17,199","14,063","10,553","10,667","12,582","12,532"
2020년11월_계_연령구간인구수,"125,505","2,063","5,166","2,926","4,049","4,681","5,193","1,834","7,671","14,326","17,199","14,063","10,553","10,667","12,582","12,532"
2020년11월_계_0~9세,"6,886",167,202,88,189,184,135,50,275,586,"1,134",779,584,745,734,"1,034"
2020년11월_계_10~19세,"6,854",114,201,129,171,297,198,36,289,835,966,891,557,866,525,779
2020년11월_계_20~29세,"18,634",219,507,352,743,"1,252",868,193,"1,355","2,401","2,042","2,025","1,666","1,443","2,103","1,465"
2020년11월_계_30~39세,"20,117",420,548,392,628,663,805,308,"1,303","2,267","2,437","2,198","1,742","1,342","2,802","2,262"
2020년11월_계_40~49세,"18,119",443,674,434,483,573,641,198,"1,055","2,085","2,486","1,969","1,570","1,606","1,830","2,072"
2020년11월_계_50~59세,"20,744",306,972,496,619,597,875,328,"1,389","2,339","2,857","2,367","1,882","1,947","1,776","1,994"
2020년11월_계_60~69세,"17,512",232,"1,040",530,624,511,860,400,"1,026","1,968","2,666","1,956","1,318","1,420","1,510","1,451"
2020년11월_계_70~79세,"10,728",105,598,325,352,385,547,208,670,"1,237","1,643","1,176",844,791,902,945
2020년11월_계_80~89세,"4,809",43,292,144,180,185,209,81,243,512,805,602,327,425,337,424
2020년11월_계_90~99세,900,9,89,27,50,31,40,21,58,82,154,91,50,69,55,74
2020년11월_계_100세 이상,202,5,43,9,10,3,15,11,8,14,9,9,13,13,8,32
2020년11월_남_총인구수,"61,363","1,016","2,739","1,255","2,087","2,366","2,709","1,100","3,838","6,950","8,099","6,665","5,143","5,138","6,003","6,255"
2020년11월_남_연령구간인구수,"61,363","1,016","2,739","1,255","2,087","2,366","2,709","1,100","3,838","6,950","8,099","6,665","5,143","5,138","6,003","6,255"
2020년11월_남_0~9세,"3,532",91,110,54,100,99,72,25,120,305,546,386,293,408,381,542
2020년11월_남_10~19세,"3,452",34,87,57,93,146,102,13,154,450,497,449,283,430,257,400
2020년11월_남_20~29세,"8,877",91,226,158,374,667,380,83,641,"1,167","1,020",982,769,716,890,713
2020년11월_남_30~39세,"10,037",202,258,202,349,347,452,179,667,"1,177","1,149","1,098",886,618,"1,374","1,079"
2020년11월_남_40~49세,"9,252",236,370,191,272,307,359,131,572,"1,054","1,232",955,797,784,899,"1,093"
2020년11월_남_50~59세,"10,553",158,571,207,351,303,497,229,737,"1,121","1,362","1,149",989,938,906,"1,035"
2020년11월_남_60~69세,"8,690",129,615,219,299,246,455,271,516,913,"1,230",940,636,719,734,768
2020년11월_남_70~79세,"4,832",54,304,120,167,170,288,118,315,556,721,452,359,352,429,427
2020년11월_남_80~89세,"1,793",17,141,37,63,71,79,39,98,186,294,226,115,147,115,165
2020년11월_남_90~99세,280,3,37,7,16,10,19,8,15,18,44,25,16,22,18,22
2020년11월_남_100세 이상,65,1,20,3,3,0,6,4,3,3,4,3,0,4,0,11
2020년11월_여_총인구수,"64,142","1,047","2,427","1,671","1,962","2,315","2,484",734,"3,833","7,376","9,100","7,398","5,410","5,529","6,579","6,277"
2020년11월_여_연령구간인구수,"64,142","1,047","2,427","1,671","1,962","2,315","2,484",734,"3,833","7,376","9,100","7,398","5,410","5,529","6,579","6,277"
2020년11월_여_0~9세,"3,354",76,92,34,89,85,63,25,155,281,588,393,291,337,353,492
2020년11월_여_10~19세,"3,402",80,114,72,78,151,96,23,135,385,469,442,274,436,268,379
2020년11월_여_20~29세,"9,757",128,281,194,369,585,488,110,714,"1,234","1,022","1,043",897,727,"1,213",752
2020년11월_여_30~39세,"10,080",218,290,190,279,316,353,129,636,"1,090","1,288","1,100",856,724,"1,428","1,183"
2020년11월_여_40~49세,"8,867",207,304,243,211,266,282,67,483,"1,031","1,254","1,014",773,822,931,979
2020년11월_여_50~59세,"10,191",148,401,289,268,294,378,99,652,"1,218","1,495","1,218",893,"1,009",870,959
2020년11월_여_60~69세,"8,822",103,425,311,325,265,405,129,510,"1,055","1,436","1,016",682,701,776,683
2020년11월_여_70~79세,"5,896",51,294,205,185,215,259,90,355,681,922,724,485,439,473,518
2020년11월_여_80~89세,"3,016",26,151,107,117,114,130,42,145,326,511,376,212,278,222,259
2020년11월_여_90~99세,620,6,52,20,34,21,21,13,43,64,110,66,34,47,37,52
2020년11월_여_100세 이상,137,4,23,6,7,3,9,7,5,11,5,6,13,9,8,21
2020년12월_계_총인구수,"125,240","2,069","5,136","2,914","4,034","4,664","5,224","1,816","7,692","14,243","17,128","14,056","10,527","10,656","12,583","12,498"
2020년12월_계_연령구간인구수,"125,240","2,069","5,136","2,914","4,034","4,664","5,224","1,816","7,692","14,243","17,128","14,056","10,527","10,656","12,583","12,498"
2020년12월_계_0~9세,"6,836",166,199,83,191,183,131,48,276,580,"1,118",776,576,743,737,"1,029"
2020년12월_계_10~19세,"6,773",113,195,131,170,290,200,37,288,821,958,882,548,855,517,768
2020년12월_계_20~29세,"18,586",219,511,357,726,"1,256",896,190,"1,367","2,377","2,022","2,014","1,676","1,434","2,088","1,453"
2020년12월_계_30~39세,"20,107",419,537,387,622,664,819,301,"1,308","2,261","2,424","2,212","1,747","1,344","2,803","2,259"
2020년12월_계_40~49세,"18,011",449,665,429,493,564,638,197,"1,055","2,066","2,464","1,953","1,548","1,597","1,831","2,062"
2020년12월_계_50~59세,"20,702",307,969,496,610,594,873,327,"1,394","2,316","2,845","2,371","1,877","1,956","1,781","1,986"
2020년12월_계_60~69세,"17,551",235,"1,036",527,624,516,851,398,"1,025","1,980","2,677","1,951","1,322","1,426","1,516","1,467"
2020년12월_계_70~79세,"10,733",106,601,323,351,379,551,207,665,"1,236","1,645","1,191",841,792,906,939
2020년12월_계_80~89세,"4,836",40,292,144,185,185,209,79,248,510,813,608,330,425,341,427
2020년12월_계_90~99세,900,10,88,28,52,30,41,21,58,82,153,88,49,70,54,76
2020년12월_계_100세 이상,205,5,43,9,10,3,15,11,8,14,9,10,13,14,9,32
2020년12월_남_총인구수,"61,222","1,027","2,720","1,242","2,083","2,359","2,704","1,096","3,849","6,907","8,066","6,668","5,122","5,143","6,004","6,232"
2020년12월_남_연령구간인구수,"61,222","1,027","2,720","1,242","2,083","2,359","2,704","1,096","3,849","6,907","8,066","6,668","5,122","5,143","6,004","6,232"
2020년12월_남_0~9세,"3,505",92,109,52,101,99,69,23,122,297,544,388,287,408,383,531
2020년12월_남_10~19세,"3,408",35,82,58,94,141,102,14,148,443,490,441,277,432,257,394
2020년12월_남_20~29세,"8,851",91,226,159,370,673,380,85,652,"1,153","1,013",980,775,709,874,711
2020년12월_남_30~39세,"10,027",204,253,195,344,347,457,175,666,"1,180","1,143","1,104",884,621,"1,380","1,074"
2020년12월_남_40~49세,"9,222",241,365,188,275,302,357,128,573,"1,048","1,227",955,787,781,900,"1,095"
2020년12월_남_50~59세,"10,508",159,570,206,346,300,496,232,744,"1,099","1,353","1,145",986,940,907,"1,025"
2020년12월_남_60~69세,"8,714",131,609,219,302,250,451,271,514,922,"1,232",938,636,724,737,778
2020년12월_남_70~79세,"4,839",55,307,117,166,168,289,117,309,558,722,462,359,353,432,425
2020년12월_남_80~89세,"1,800",15,142,38,66,69,79,39,103,186,294,227,115,147,116,164
2020년12월_남_90~99세,283,3,37,7,16,10,18,8,15,18,44,25,16,24,18,24
2020년12월_남_100세 이상,65,1,20,3,3,0,6,4,3,3,4,3,0,4,0,11
2020년12월_여_총인구수,"64,018","1,042","2,416","1,672","1,951","2,305","2,520",720,"3,843","7,336","9,062","7,388","5,405","5,513","6,579","6,266"
2020년12월_여_연령구간인구수,"64,018","1,042","2,416","1,672","1,951","2,305","2,520",720,"3,843","7,336","9,062","7,388","5,405","5,513","6,579","6,266"
2020년12월_여_0~9세,"3,331",74,90,31,90,84,62,25,154,283,574,388,289,335,354,498
2020년12월_여_10~19세,"3,365",78,113,73,76,149,98,23,140,378,468,441,271,423,260,374
2020년12월_여_20~29세,"9,735",128,285,198,356,583,516,105,715,"1,224","1,009","1,034",901,725,"1,214",742
2020년12월_여_30~39세,"10,080",215,284,192,278,317,362,126,642,"1,081","1,281","1,108",863,723,"1,423","1,185"
2020년12월_여_40~49세,"8,789",208,300,241,218,262,281,69,482,"1,018","1,237",998,761,816,931,967
2020년12월_여_50~59세,"10,194",148,399,290,264,294,377,95,650,"1,217","1,492","1,226",891,"1,016",874,961
2020년12월_여_60~69세,"8,837",104,427,308,322,266,400,127,511,"1,058","1,445","1,013",686,702,779,689
2020년12월_여_70~79세,"5,894",51,294,206,185,211,262,90,356,678,923,729,482,439,474,514
2020년12월_여_80~89세,"3,036",25,150,106,119,116,130,40,145,324,519,381,215,278,225,263
2020년12월_여_90~99세,617,7,51,21,36,20,23,13,43,64,109,63,33,46,36,52
2020년12월_여_100세 이상,140,4,23,6,7,3,9,7,5,11,5,7,13,10,9,21
2021년01월_계_총인구수,"125,038","2,077","5,116","2,908","4,063","4,611","5,270","1,808","7,715","14,228","17,035","13,994","10,524","10,650","12,584","12,455"
2021년01월_계_연령구간인구수,"125,038","2,077","5,116","2,908","4,063","4,611","5,270","1,808","7,715","14,228","17,035","13,994","10,524","10,650","12,584","12,455"
2021년01월_계_0~9세,"6,740",164,195,84,193,179,131,46,277,567,"1,091",763,575,729,737,"1,009"
2021년01월_계_10~19세,"6,766",116,192,125,173,291,195,36,292,811,948,877,540,869,524,777
2021년01월_계_20~29세,"18,494",226,513,357,719,"1,220",944,195,"1,334","2,377","2,015","1,998","1,673","1,428","2,066","1,429"
2021년01월_계_30~39세,"20,034",415,530,393,630,648,814,303,"1,334","2,265","2,383","2,193","1,724","1,344","2,808","2,250"
2021년01월_계_40~49세,"17,960",452,664,426,506,573,644,195,"1,051","2,047","2,453","1,933","1,551","1,584","1,825","2,056"
2021년01월_계_50~59세,"20,697",306,958,494,614,588,866,319,"1,395","2,329","2,833","2,380","1,882","1,969","1,784","1,980"
2021년01월_계_60~69세,"17,648",237,"1,039",525,623,517,864,397,"1,045","1,981","2,686","1,958","1,336","1,429","1,530","1,481"
2021년01월_계_70~79세,"10,730",104,599,320,360,378,549,208,664,"1,239","1,645","1,189",844,788,906,937
2021년01월_계_80~89세,"4,865",42,296,147,184,184,207,76,255,515,822,606,338,426,337,430
2021년01월_계_90~99세,898,10,87,28,51,30,41,22,60,83,150,86,49,70,57,74
2021년01월_계_100세 이상,206,5,43,9,10,3,15,11,8,14,9,11,12,14,10,32
2021년01월_남_총인구수,"61,122","1,030","2,716","1,243","2,104","2,322","2,710","1,086","3,864","6,900","8,040","6,635","5,119","5,143","6,001","6,209"
2021년01월_남_연령구간인구수,"61,122","1,030","2,716","1,243","2,104","2,322","2,710","1,086","3,864","6,900","8,040","6,635","5,119","5,143","6,001","6,209"
2021년01월_남_0~9세,"3,467",89,108,51,100,96,70,22,123,292,532,386,290,404,383,521
2021년01월_남_10~19세,"3,400",37,82,56,97,140,99,13,152,433,489,437,274,435,259,397
2021년01월_남_20~29세,"8,786",95,226,161,362,648,393,85,636,"1,155","1,012",970,770,711,866,696
2021년01월_남_30~39세,"9,993",199,250,199,350,339,451,175,676,"1,188","1,134","1,087",861,626,"1,381","1,077"
2021년01월_남_40~49세,"9,183",240,367,189,282,307,359,126,569,"1,039","1,217",946,794,769,890,"1,089"
2021년01월_남_50~59세,"10,509",159,559,205,352,298,486,227,749,"1,103","1,345","1,149",990,949,912,"1,026"
2021년01월_남_60~69세,"8,773",136,615,219,302,250,464,271,523,920,"1,243",940,645,723,743,779
2021년01월_남_70~79세,"4,844",53,308,115,174,166,285,117,312,560,722,464,359,350,433,426
2021년01월_남_80~89세,"1,817",17,144,38,65,69,78,38,106,188,298,228,120,148,117,163
2021년01월_남_90~99세,285,4,37,7,17,9,19,8,15,19,44,25,16,24,17,24
2021년01월_남_100세 이상,65,1,20,3,3,0,6,4,3,3,4,3,0,4,0,11
2021년01월_여_총인구수,"63,916","1,047","2,400","1,665","1,959","2,289","2,560",722,"3,851","7,328","8,995","7,359","5,405","5,507","6,583","6,246"
2021년01월_여_연령구간인구수,"63,916","1,047","2,400","1,665","1,959","2,289","2,560",722,"3,851","7,328","8,995","7,359","5,405","5,507","6,583","6,246"
2021년01월_여_0~9세,"3,273",75,87,33,93,83,61,24,154,275,559,377,285,325,354,488
2021년01월_여_10~19세,"3,366",79,110,69,76,151,96,23,140,378,459,440,266,434,265,380
2021년01월_여_20~29세,"9,708",131,287,196,357,572,551,110,698,"1,222","1,003","1,028",903,717,"1,200",733
2021년01월_여_30~39세,"10,041",216,280,194,280,309,363,128,658,"1,077","1,249","1,106",863,718,"1,427","1,173"
2021년01월_여_40~49세,"8,777",212,297,237,224,266,285,69,482,"1,008","1,236",987,757,815,935,967
2021년01월_여_50~59세,"10,188",147,399,289,262,290,380,92,646,"1,226","1,488","1,231",892,"1,020",872,954
2021년01월_여_60~69세,"8,875",101,424,306,321,267,400,126,522,"1,061","1,443","1,018",691,706,787,702
2021년01월_여_70~79세,"5,886",51,291,205,186,212,264,91,352,679,923,725,485,438,473,511
2021년01월_여_80~89세,"3,048",25,152,109,119,115,129,38,149,327,524,378,218,278,220,267
2021년01월_여_90~99세,613,6,50,21,34,21,22,14,45,64,106,61,33,46,40,50
2021년01월_여_100세 이상,141,4,23,6,7,3,9,7,5,11,5,8,12,10,10,21
2021년02월_계_총인구수,"124,836","2,112","5,133","2,911","4,063","4,558","5,319","1,817","7,696","14,182","16,981","13,931","10,515","10,617","12,603","12,398"
2021년02월_계_연령구간인구수,"124,836","2,112","5,133","2,911","4,063","4,558","5,319","1,817","7,696","14,182","16,981","13,931","10,515","10,617","12,603","12,398"
2021년02월_계_0~9세,"6,653",165,197,80,191,183,132,46,263,552,"1,078",754,565,715,736,996
2021년02월_계_10~19세,"6,737",116,194,127,174,282,205,38,296,804,942,873,544,857,522,763
2021년02월_계_20~29세,"18,450",226,518,363,718,"1,167",967,202,"1,349","2,383","1,999","1,981","1,671","1,418","2,082","1,406"
2021년02월_계_30~39세,"19,964",430,528,396,633,652,831,311,"1,322","2,236","2,372","2,166","1,722","1,340","2,794","2,231"
2021년02월_계_40~49세,"17,925",465,666,422,507,568,641,199,"1,040","2,046","2,450","1,924","1,541","1,575","1,835","2,046"
2021년02월_계_50~59세,"20,619",313,967,492,608,587,861,313,"1,383","2,318","2,820","2,357","1,878","1,967","1,773","1,982"
2021년02월_계_60~69세,"17,757",233,"1,033",526,627,518,870,394,"1,051","1,992","2,704","1,974","1,347","1,447","1,545","1,496"
2021년02월_계_70~79세,"10,709",105,602,319,359,380,543,205,663,"1,228","1,637","1,196",836,789,906,941
2021년02월_계_80~89세,"4,912",44,295,150,186,187,213,76,260,529,819,609,350,424,341,429
2021년02월_계_90~99세,902,10,88,27,50,31,41,22,61,80,151,86,49,71,59,76
2021년02월_계_100세 이상,208,5,45,9,10,3,15,11,8,14,9,11,12,14,10,32
2021년02월_남_총인구수,"61,018","1,035","2,734","1,243","2,098","2,302","2,722","1,087","3,837","6,864","8,030","6,602","5,119","5,133","6,016","6,196"
2021년02월_남_연령구간인구수,"61,018","1,035","2,734","1,243","2,098","2,302","2,722","1,087","3,837","6,864","8,030","6,602","5,119","5,133","6,016","6,196"
2021년02월_남_0~9세,"3,431",85,110,48,102,98,70,22,113,286,530,384,284,399,381,519
2021년02월_남_10~19세,"3,361",35,82,58,94,133,101,14,147,428,483,434,274,424,262,392
2021년02월_남_20~29세,"8,740",92,232,164,357,621,398,89,626,"1,154","1,003",958,776,713,869,688
2021년02월_남_30~39세,"9,978",206,252,200,348,343,459,175,675,"1,166","1,141","1,075",861,624,"1,377","1,076"
2021년02월_남_40~49세,"9,183",247,370,186,284,307,355,127,567,"1,047","1,216",938,788,764,904,"1,083"
2021년02월_남_50~59세,"10,445",161,562,202,349,300,482,223,741,"1,085","1,336","1,143",984,949,906,"1,022"
2021년02월_남_60~69세,"8,849",132,616,219,305,252,472,270,530,928,"1,257",946,654,734,747,787
2021년02월_남_70~79세,"4,832",55,308,116,172,169,280,115,314,550,717,468,357,351,432,428
2021년02월_남_80~89세,"1,845",17,143,40,68,70,80,40,106,197,298,227,125,148,121,165
2021년02월_남_90~99세,288,4,38,7,16,9,19,8,15,20,45,26,16,23,17,25
2021년02월_남_100세 이상,66,1,21,3,3,0,6,4,3,3,4,3,0,4,0,11
2021년02월_여_총인구수,"63,818","1,077","2,399","1,668","1,965","2,256","2,597",730,"3,859","7,318","8,951","7,329","5,396","5,484","6,587","6,202"
2021년02월_여_연령구간인구수,"63,818","1,077","2,399","1,668","1,965","2,256","2,597",730,"3,859","7,318","8,951","7,329","5,396","5,484","6,587","6,202"
2021년02월_여_0~9세,"3,222",80,87,32,89,85,62,24,150,266,548,370,281,316,355,477
2021년02월_여_10~19세,"3,376",81,112,69,80,149,104,24,149,376,459,439,270,433,260,371
2021년02월_여_20~29세,"9,710",134,286,199,361,546,569,113,723,"1,229",996,"1,023",895,705,"1,213",718
2021년02월_여_30~39세,"9,986",224,276,196,285,309,372,136,647,"1,070","1,231","1,091",861,716,"1,417","1,155"
2021년02월_여_40~49세,"8,742",218,296,236,223,261,286,72,473,999,"1,234",986,753,811,931,963
2021년02월_여_50~59세,"10,174",152,405,290,259,287,379,90,642,"1,233","1,484","1,214",894,"1,018",867,960
2021년02월_여_60~69세,"8,908",101,417,307,322,266,398,124,521,"1,064","1,447","1,028",693,713,798,709
2021년02월_여_70~79세,"5,877",50,294,203,187,211,263,90,349,678,920,728,479,438,474,513
2021년02월_여_80~89세,"3,067",27,152,110,118,117,133,36,154,332,521,382,225,276,220,264
2021년02월_여_90~99세,614,6,50,20,34,22,22,14,46,60,106,60,33,48,42,51
2021년02월_여_100세 이상,142,4,24,6,7,3,9,7,5,11,5,8,12,10,10,21
2021년03월_계_총인구수,"124,552","2,143","5,114","2,930","4,015","4,566","5,343","1,796","7,680","14,141","16,920","13,894","10,501","10,586","12,613","12,310"
2021년03월_계_연령구간인구수,"124,552","2,143","5,114","2,930","4,015","4,566","5,343","1,796","7,680","14,141","16,920","13,894","10,501","10,586","12,613","12,310"
2021년03월_계_0~9세,"6,611",161,192,82,190,185,132,43,259,547,"1,065",748,562,717,731,997
2021년03월_계_10~19세,"6,729",123,195,132,180,282,200,38,290,798,945,871,545,850,522,758
2021년03월_계_20~29세,"18,450",241,519,363,728,"1,163",996,197,"1,356","2,382","1,980","1,962","1,658","1,415","2,102","1,388"
