카테고리,경기도 포천시,경기도 포천시 소흘읍,경기도 포천시 군내면,경기도 포천시 내촌면,경기도 포천시 가산면,경기도 포천시 신북면,경기도 포천시 창수면,경기도 포천시 영중면,경기도 포천시 일동면,경기도 포천시 이동면,경기도 포천시 영북면,경기도 포천시 관인면,경기도 포천시 화현면,경기도 포천시 포천동,경기도 포천시 선단동
2020년07월_계_70~79세,"12,483","2,561",722,498,714,"1,070",378,676,"1,085",691,"1,039",496,301,"1,331",921
2020년07월_계_80~89세,"6,301","1,208",380,281,423,536,186,331,593,335,555,240,169,605,459
2020년07월_계_90~99세,971,200,55,27,73,84,19,49,112,36,113,29,22,96,56
2020년07월_계_100세 이상,73,12,2,1,1,7,0,3,7,4,15,3,1,11,6
2020년07월_남_총인구수,"78,166","22,483","4,659","2,661","4,508","6,950","1,233","2,671","4,899","3,362","4,559","1,452","1,463","9,526","7,740"
2020년07월_남_연령구간인구수,"78,166","22,483","4,659","2,661","4,508","6,950","1,233","2,671","4,899","3,362","4,559","1,452","1,463","9,526","7,740"
2020년07월_남_0~9세,"4,610","1,518",318,78,112,390,28,100,269,278,338,28,104,647,402
2020년07월_남_10~19세,"6,582","2,617",301,122,218,538,52,140,380,175,237,71,75,"1,015",641
2020년07월_남_20~29세,"10,406","3,154",573,285,466,907,132,259,578,565,668,146,162,"1,427","1,084"
2020년07월_남_30~39세,"8,168","2,239",625,218,381,724,83,176,515,501,612,77,196,"1,041",780
2020년07월_남_40~49세,"11,222","3,636",639,355,594,948,123,336,667,375,512,160,165,"1,430","1,282"
2020년07월_남_50~59세,"16,157","4,768",906,648,"1,227","1,478",241,611,847,493,755,298,251,"1,830","1,804"
2020년07월_남_60~69세,"12,740","2,910",796,599,963,"1,235",307,600,919,522,757,342,302,"1,332","1,156"
2020년07월_남_70~79세,"5,750","1,179",345,233,372,510,177,305,488,331,437,228,145,575,425
2020년07월_남_80~89세,"2,281",418,142,119,165,199,82,125,206,111,210,92,57,206,149
2020년07월_남_90~99세,223,41,12,4,10,20,8,17,25,11,28,7,6,19,15
2020년07월_남_100세 이상,27,3,2,0,0,1,0,2,5,0,5,3,0,4,2
2020년07월_여_총인구수,"69,643","21,588","3,986","1,978","3,214","5,672",967,"2,240","4,582","2,845","4,013","1,351","1,313","9,246","6,648"
2020년07월_여_연령구간인구수,"69,643","21,588","3,986","1,978","3,214","5,672",967,"2,240","4,582","2,845","4,013","1,351","1,313","9,246","6,648"
2020년07월_여_0~9세,"4,269","1,453",294,54,124,323,21,100,248,241,317,35,104,630,325
2020년07월_여_10~19세,"5,972","2,407",289,93,196,441,32,133,320,195,229,77,82,897,581
2020년07월_여_20~29세,"7,519","2,674",411,161,316,605,66,169,387,277,319,83,126,"1,118",807
2020년07월_여_30~39세,"6,614","2,171",486,134,237,531,40,120,356,352,418,41,148,946,634
2020년07월_여_40~49세,"9,622","3,694",498,209,320,770,89,204,538,251,373,115,116,"1,390","1,055"
2020년07월_여_50~59세,"13,263","4,203",738,458,733,"1,084",159,428,768,440,605,251,225,"1,761","1,410"
2020년07월_여_60~69세,"10,837","2,646",612,418,624,951,244,476,892,476,710,311,227,"1,265",985
2020년07월_여_70~79세,"6,733","1,382",377,265,342,560,201,371,597,360,602,268,156,756,496
2020년07월_여_80~89세,"4,020",790,238,162,258,337,104,206,387,224,345,148,112,399,310
2020년07월_여_90~99세,748,159,43,23,63,64,11,32,87,25,85,22,16,77,41
2020년07월_여_100세 이상,46,9,0,1,1,6,0,1,2,4,10,0,1,7,4
2020년08월_계_총인구수,"147,854","43,982","8,645","4,627","7,822","12,598","2,193","4,900","9,487","6,237","8,549","2,812","2,763","18,809","14,430"
2020년08월_계_연령구간인구수,"147,854","43,982","8,645","4,627","7,822","12,598","2,193","4,900","9,487","6,237","8,549","2,812","2,763","18,809","14,430"
2020년08월_계_0~9세,"8,817","2,947",611,127,227,704,49,198,518,518,655,65,203,"1,260",735
2020년08월_계_10~19세,"12,599","4,992",587,212,517,991,82,275,698,371,458,148,158,"1,894","1,216"
2020년08월_계_20~29세,"17,907","5,807",964,436,797,"1,486",199,425,960,858,983,234,287,"2,570","1,901"
2020년08월_계_30~39세,"14,731","4,376","1,114",355,620,"1,242",120,292,871,858,"1,023",120,338,"1,982","1,420"
2020년08월_계_40~49세,"20,792","7,305","1,139",564,906,"1,708",212,535,"1,211",627,883,274,282,"2,812","2,334"
2020년08월_계_50~59세,"29,357","8,958","1,648","1,105","1,940","2,551",396,"1,031","1,607",933,"1,356",545,469,"3,602","3,216"
2020년08월_계_60~69세,"23,777","5,612","1,419","1,020","1,603","2,205",556,"1,086","1,820","1,006","1,470",658,531,"2,631","2,160"
2020년08월_계_70~79세,"12,495","2,564",726,500,710,"1,080",375,670,"1,089",691,"1,030",493,303,"1,341",923
2020년08월_계_80~89세,"6,323","1,210",378,279,426,533,185,336,592,336,561,243,170,610,464
2020년08월_계_90~99세,980,198,57,27,74,91,19,49,114,35,115,29,21,96,55
2020년08월_계_100세 이상,76,13,2,2,2,7,0,3,7,4,15,3,1,11,6
2020년08월_남_총인구수,"78,194","22,452","4,651","2,651","4,554","6,932","1,228","2,663","4,904","3,381","4,552","1,458","1,458","9,543","7,767"
2020년08월_남_연령구간인구수,"78,194","22,452","4,651","2,651","4,554","6,932","1,228","2,663","4,904","3,381","4,552","1,458","1,458","9,543","7,767"
2020년08월_남_0~9세,"4,569","1,505",318,75,110,377,28,98,270,276,343,29,101,635,404
2020년08월_남_10~19세,"6,595","2,606",293,121,262,546,51,141,379,176,233,72,74,"1,007",634
2020년08월_남_20~29세,"10,394","3,143",560,274,474,895,132,259,572,580,667,149,162,"1,431","1,096"
2020년08월_남_30~39세,"8,160","2,222",624,221,387,713,81,172,521,501,608,79,193,"1,050",788
2020년08월_남_40~49세,"11,187","3,620",647,355,588,942,122,329,672,376,513,158,166,"1,422","1,277"
2020년08월_남_50~59세,"16,119","4,762",896,649,"1,215","1,480",237,608,841,495,749,297,249,"1,834","1,807"
2020년08월_남_60~69세,"12,867","2,951",808,599,969,"1,242",312,609,927,528,758,344,304,"1,351","1,165"
2020년08월_남_70~79세,"5,755","1,178",348,234,372,518,175,301,487,328,432,226,147,581,428
2020년08월_남_80~89세,"2,296",421,142,119,167,196,83,127,203,111,216,94,57,209,151
2020년08월_남_90~99세,222,40,13,3,9,22,7,17,27,10,28,7,5,19,15
2020년08월_남_100세 이상,30,4,2,1,1,1,0,2,5,0,5,3,0,4,2
2020년08월_여_총인구수,"69,660","21,530","3,994","1,976","3,268","5,666",965,"2,237","4,583","2,856","3,997","1,354","1,305","9,266","6,663"
2020년08월_여_연령구간인구수,"69,660","21,530","3,994","1,976","3,268","5,666",965,"2,237","4,583","2,856","3,997","1,354","1,305","9,266","6,663"
2020년08월_여_0~9세,"4,248","1,442",293,52,117,327,21,100,248,242,312,36,102,625,331
2020년08월_여_10~19세,"6,004","2,386",294,91,255,445,31,134,319,195,225,76,84,887,582
2020년08월_여_20~29세,"7,513","2,664",404,162,323,591,67,166,388,278,316,85,125,"1,139",805
2020년08월_여_30~39세,"6,571","2,154",490,134,233,529,39,120,350,357,415,41,145,932,632
2020년08월_여_40~49세,"9,605","3,685",492,209,318,766,90,206,539,251,370,116,116,"1,390","1,057"
2020년08월_여_50~59세,"13,238","4,196",752,456,725,"1,071",159,423,766,438,607,248,220,"1,768","1,409"
2020년08월_여_60~69세,"10,910","2,661",611,421,634,963,244,477,893,478,712,314,227,"1,280",995
2020년08월_여_70~79세,"6,740","1,386",378,266,338,562,200,369,602,363,598,267,156,760,495
2020년08월_여_80~89세,"4,027",789,236,160,259,337,102,209,389,225,345,149,113,401,313
2020년08월_여_90~99세,758,158,44,24,65,69,12,32,87,25,87,22,16,77,40
2020년08월_여_100세 이상,46,9,0,1,1,6,0,1,2,4,10,0,1,7,4
2020년09월_계_총인구수,"147,803","43,942","8,625","4,622","7,803","12,597","2,172","4,887","9,480","6,262","8,539","2,811","2,765","18,861","14,437"
2020년09월_계_연령구간인구수,"147,803","43,942","8,625","4,622","7,803","12,597","2,172","4,887","9,480","6,262","8,539","2,811","2,765","18,861","14,437"
2020년09월_계_0~9세,"8,770","2,917",608,123,226,691,50,198,512,518,662,63,206,"1,270",726
2020년09월_계_10~19세,"12,498","4,975",584,204,495,978,80,272,697,367,443,150,158,"1,886","1,209"
2020년09월_계_20~29세,"17,943","5,797",958,441,796,"1,507",192,422,961,878,991,232,290,"2,570","1,908"
2020년09월_계_30~39세,"14,714","4,357","1,106",351,623,"1,234",120,289,880,856,"1,018",121,340,"2,004","1,415"
2020년09월_계_40~49세,"20,722","7,290","1,141",560,904,"1,700",209,534,"1,203",626,887,274,281,"2,794","2,319"
2020년09월_계_50~59세,"29,339","8,945","1,640","1,106","1,940","2,541",390,"1,028","1,600",942,"1,348",542,469,"3,619","3,229"
2020년09월_계_60~69세,"23,889","5,661","1,425","1,024","1,614","2,224",556,"1,082","1,815","1,004","1,472",658,527,"2,652","2,175"
2020년09월_계_70~79세,"12,493","2,562",724,502,708,"1,082",370,669,"1,095",691,"1,023",492,302,"1,341",932
2020년09월_계_80~89세,"6,372","1,223",383,280,422,539,186,341,593,342,567,248,170,620,458
2020년09월_계_90~99세,988,202,55,29,73,93,19,49,117,34,113,28,21,95,60
2020년09월_계_100세 이상,75,13,1,2,2,8,0,3,7,4,15,3,1,10,6
2020년09월_남_총인구수,"78,196","22,432","4,645","2,650","4,558","6,930","1,212","2,655","4,907","3,400","4,549","1,463","1,456","9,565","7,774"
2020년09월_남_연령구간인구수,"78,196","22,432","4,645","2,650","4,558","6,930","1,212","2,655","4,907","3,400","4,549","1,463","1,456","9,565","7,774"
2020년09월_남_0~9세,"4,542","1,498",315,74,110,368,29,97,264,274,346,28,102,638,399
2020년09월_남_10~19세,"6,547","2,581",296,115,251,545,50,139,381,174,228,73,73,"1,008",633
2020년09월_남_20~29세,"10,399","3,135",562,277,476,908,128,253,571,592,672,149,164,"1,414","1,098"
2020년09월_남_30~39세,"8,160","2,219",621,220,391,707,81,170,531,503,605,80,195,"1,059",778
2020년09월_남_40~49세,"11,162","3,617",646,350,586,939,119,329,672,373,514,161,164,"1,420","1,272"
2020년09월_남_50~59세,"16,120","4,757",891,649,"1,217","1,470",234,610,836,504,743,295,247,"1,851","1,816"
2020년09월_남_60~69세,"12,936","2,973",808,603,981,"1,253",312,609,925,528,761,345,303,"1,361","1,174"
2020년09월_남_70~79세,"5,760","1,178",349,237,369,518,171,299,491,330,429,227,147,578,437
2020년09월_남_80~89세,"2,314",428,144,120,166,199,81,130,203,112,219,95,56,213,148
2020년09월_남_90~99세,227,42,12,4,10,22,7,17,28,10,27,7,5,19,17
2020년09월_남_100세 이상,29,4,1,1,1,1,0,2,5,0,5,3,0,4,2
2020년09월_여_총인구수,"69,607","21,510","3,980","1,972","3,245","5,667",960,"2,232","4,573","2,862","3,990","1,348","1,309","9,296","6,663"
2020년09월_여_연령구간인구수,"69,607","21,510","3,980","1,972","3,245","5,667",960,"2,232","4,573","2,862","3,990","1,348","1,309","9,296","6,663"
2020년09월_여_0~9세,"4,228","1,419",293,49,116,323,21,101,248,244,316,35,104,632,327
2020년09월_여_10~19세,"5,951","2,394",288,89,244,433,30,133,316,193,215,77,85,878,576
2020년09월_여_20~29세,"7,544","2,662",396,164,320,599,64,169,390,286,319,83,126,"1,156",810
2020년09월_여_30~39세,"6,554","2,138",485,131,232,527,39,119,349,353,413,41,145,945,637
2020년09월_여_40~49세,"9,560","3,673",495,210,318,761,90,205,531,253,373,113,117,"1,374","1,047"
2020년09월_여_50~59세,"13,219","4,188",749,457,723,"1,071",156,418,764,438,605,247,222,"1,768","1,413"
2020년09월_여_60~69세,"10,953","2,688",617,421,633,971,244,473,890,476,711,313,224,"1,291","1,001"
2020년09월_여_70~79세,"6,733","1,384",375,265,339,564,199,370,604,361,594,265,155,763,495
2020년09월_여_80~89세,"4,058",795,239,160,256,340,105,211,390,230,348,153,114,407,310
2020년09월_여_90~99세,761,160,43,25,63,71,12,32,89,24,86,21,16,76,43
2020년09월_여_100세 이상,46,9,0,1,1,7,0,1,2,4,10,0,1,6,4
2020년10월_계_총인구수,"147,578","43,911","8,619","4,613","7,743","12,558","2,167","4,890","9,437","6,245","8,515","2,812","2,760","18,909","14,399"
2020년10월_계_연령구간인구수,"147,578","43,911","8,619","4,613","7,743","12,558","2,167","4,890","9,437","6,245","8,515","2,812","2,760","18,909","14,399"
2020년10월_계_0~9세,"8,688","2,893",610,117,223,682,46,196,505,512,653,60,204,"1,274",713
2020년10월_계_10~19세,"12,387","4,934",584,197,459,977,82,270,689,366,441,150,155,"1,880","1,203"
2020년10월_계_20~29세,"17,931","5,804",946,445,796,"1,497",186,420,956,866,996,232,292,"2,576","1,919"
2020년10월_계_30~39세,"14,663","4,349","1,103",344,616,"1,225",121,290,864,866,"1,010",122,345,"2,003","1,405"
2020년10월_계_40~49세,"20,635","7,264","1,140",557,895,"1,688",210,529,"1,203",633,887,268,278,"2,789","2,294"
2020년10월_계_50~59세,"29,256","8,929","1,639","1,100","1,927","2,535",384,"1,032","1,594",919,"1,334",545,466,"3,634","3,218"
2020년10월_계_60~69세,"24,062","5,728","1,434","1,040","1,614","2,233",565,"1,087","1,811","1,010","1,475",659,528,"2,679","2,199"
2020년10월_계_70~79세,"12,482","2,558",722,501,713,"1,083",369,665,"1,094",689,"1,023",496,299,"1,345",925
2020년10월_계_80~89세,"6,412","1,239",383,280,426,540,184,348,594,347,569,250,170,623,459
2020년10월_계_90~99세,983,200,56,30,72,91,20,49,118,33,111,27,22,96,58
2020년10월_계_100세 이상,79,13,2,2,2,7,0,4,9,4,16,3,1,10,6
2020년10월_남_총인구수,"78,066","22,410","4,640","2,642","4,538","6,906","1,210","2,657","4,881","3,394","4,534","1,463","1,450","9,593","7,748"
2020년10월_남_연령구간인구수,"78,066","22,410","4,640","2,642","4,538","6,906","1,210","2,657","4,881","3,394","4,534","1,463","1,450","9,593","7,748"
2020년10월_남_0~9세,"4,511","1,486",317,72,109,370,27,96,261,267,345,26,99,647,389
2020년10월_남_10~19세,"6,479","2,563",294,112,235,542,51,140,372,175,223,73,71,997,631
2020년10월_남_20~29세,"10,379","3,129",554,272,479,903,124,253,568,587,673,148,166,"1,423","1,100"
2020년10월_남_30~39세,"8,136","2,221",618,216,392,697,83,171,521,506,598,81,196,"1,062",774
2020년10월_남_40~49세,"11,118","3,603",644,352,582,930,120,329,676,379,516,157,160,"1,416","1,254"
2020년10월_남_50~59세,"16,070","4,743",895,648,"1,209","1,470",232,609,824,498,736,295,244,"1,855","1,812"
2020년10월_남_60~69세,"13,031","3,013",810,610,984,"1,252",312,616,925,529,762,346,306,"1,376","1,190"
2020년10월_남_70~79세,"5,754","1,175",352,234,369,518,172,293,494,329,429,231,147,579,432
2020년10월_남_80~89세,"2,329",433,141,121,167,201,82,131,206,114,219,96,56,214,148
2020년10월_남_90~99세,228,40,14,4,11,22,7,17,28,10,27,7,5,20,16
2020년10월_남_100세 이상,31,4,1,1,1,1,0,2,6,0,6,3,0,4,2
2020년10월_여_총인구수,"69,512","21,501","3,979","1,971","3,205","5,652",957,"2,233","4,556","2,851","3,981","1,349","1,310","9,316","6,651"
2020년10월_여_연령구간인구수,"69,512","21,501","3,979","1,971","3,205","5,652",957,"2,233","4,556","2,851","3,981","1,349","1,310","9,316","6,651"
2020년10월_여_0~9세,"4,177","1,407",293,45,114,312,19,100,244,245,308,34,105,627,324
2020년10월_여_10~19세,"5,908","2,371",290,85,224,435,31,130,317,191,218,77,84,883,572
2020년10월_여_20~29세,"7,552","2,675",392,173,317,594,62,167,388,279,323,84,126,"1,153",819
2020년10월_여_30~39세,"6,527","2,128",485,128,224,528,38,119,343,360,412,41,149,941,631
2020년10월_여_40~49세,"9,517","3,661",496,205,313,758,90,200,527,254,371,111,118,"1,373","1,040"
2020년10월_여_50~59세,"13,186","4,186",744,452,718,"1,065",152,423,770,421,598,250,222,"1,779","1,406"
2020년10월_여_60~69세,"11,031","2,715",624,430,630,981,253,471,886,481,713,313,222,"1,303","1,009"
2020년10월_여_70~79세,"6,728","1,383",370,267,344,565,197,372,600,360,594,265,152,766,493
2020년10월_여_80~89세,"4,083",806,242,159,259,339,102,217,388,233,350,154,114,409,311
2020년10월_여_90~99세,755,160,42,26,61,69,13,32,90,23,84,20,17,76,42
2020년10월_여_100세 이상,48,9,1,1,1,6,0,2,3,4,10,0,1,6,4
2020년11월_계_총인구수,"147,477","43,859","8,627","4,601","7,746","12,543","2,172","4,861","9,435","6,249","8,483","2,809","2,753","18,905","14,434"
2020년11월_계_연령구간인구수,"147,477","43,859","8,627","4,601","7,746","12,543","2,172","4,861","9,435","6,249","8,483","2,809","2,753","18,905","14,434"
2020년11월_계_0~9세,"8,615","2,858",604,114,221,672,46,197,505,520,645,58,201,"1,262",712
2020년11월_계_10~19세,"12,338","4,923",589,198,451,972,81,262,686,367,442,151,150,"1,874","1,192"
2020년11월_계_20~29세,"17,895","5,806",935,433,801,"1,501",188,418,953,850,983,232,293,"2,573","1,929"
2020년11월_계_30~39세,"14,608","4,314","1,106",337,617,"1,215",121,292,849,881,996,126,344,"1,986","1,424"
2020년11월_계_40~49세,"20,541","7,236","1,132",554,884,"1,684",206,520,"1,220",628,890,259,278,"2,789","2,261"
2020년11월_계_50~59세,"29,247","8,945","1,644","1,104","1,918","2,526",389,"1,021","1,593",914,"1,323",544,462,"3,633","3,231"
2020년11월_계_60~69세,"24,238","5,751","1,454","1,050","1,627","2,257",565,"1,081","1,816","1,013","1,481",664,536,"2,708","2,235"
2020년11월_계_70~79세,"12,467","2,559",717,499,726,"1,080",367,665,"1,088",686,"1,025",489,295,"1,347",924
2020년11월_계_80~89세,"6,465","1,254",386,280,425,542,187,352,601,351,573,255,170,626,463
2020년11월_계_90~99세,983,200,58,30,74,87,22,49,116,35,108,28,23,97,56
2020년11월_계_100세 이상,80,13,2,2,2,7,0,4,8,4,17,3,1,10,7
2020년11월_남_총인구수,"78,012","22,393","4,648","2,639","4,529","6,893","1,217","2,635","4,881","3,386","4,521","1,466","1,451","9,585","7,768"
2020년11월_남_연령구간인구수,"78,012","22,393","4,648","2,639","4,529","6,893","1,217","2,635","4,881","3,386","4,521","1,466","1,451","9,585","7,768"
2020년11월_남_0~9세,"4,469","1,473",315,70,108,363,28,98,259,268,341,25,101,635,385
2020년11월_남_10~19세,"6,456","2,551",302,114,230,540,52,135,369,173,223,72,67,"1,002",626
2020년11월_남_20~29세,"10,363","3,133",546,267,475,908,125,251,571,580,666,150,169,"1,416","1,106"
2020년11월_남_30~39세,"8,117","2,209",617,211,392,690,84,171,509,516,594,84,195,"1,061",784
2020년11월_남_40~49세,"11,062","3,591",641,350,571,925,117,325,684,373,518,153,160,"1,417","1,237"
2020년11월_남_50~59세,"16,051","4,751",894,650,"1,202","1,464",234,599,828,493,729,293,243,"1,856","1,815"
2020년11월_남_60~69세,"13,123","3,022",826,618,994,"1,262",315,613,924,530,766,349,308,"1,381","1,215"
2020년11월_남_70~79세,"5,757","1,178",351,234,376,515,170,292,494,326,433,231,147,579,431
2020년11월_남_80~89세,"2,356",441,142,120,168,203,84,132,210,117,219,99,56,214,151
2020년11월_남_90~99세,228,40,13,4,12,22,8,17,28,10,26,7,5,20,16
2020년11월_남_100세 이상,30,4,1,1,1,1,0,2,5,0,6,3,0,4,2
2020년11월_여_총인구수,"69,465","21,466","3,979","1,962","3,217","5,650",955,"2,226","4,554","2,863","3,962","1,343","1,302","9,320","6,666"
2020년11월_여_연령구간인구수,"69,465","21,466","3,979","1,962","3,217","5,650",955,"2,226","4,554","2,863","3,962","1,343","1,302","9,320","6,666"
2020년11월_여_0~9세,"4,146","1,385",289,44,113,309,18,99,246,252,304,33,100,627,327
2020년11월_여_10~19세,"5,882","2,372",287,84,221,432,29,127,317,194,219,79,83,872,566
2020년11월_여_20~29세,"7,532","2,673",389,166,326,593,63,167,382,270,317,82,124,"1,157",823
2020년11월_여_30~39세,"6,491","2,105",489,126,225,525,37,121,340,365,402,42,149,925,640
2020년11월_여_40~49세,"9,479","3,645",491,204,313,759,89,195,536,255,372,106,118,"1,372","1,024"
2020년11월_여_50~59세,"13,196","4,194",750,454,716,"1,062",155,422,765,421,594,251,219,"1,777","1,416"
2020년11월_여_60~69세,"11,115","2,729",628,432,633,995,250,468,892,483,715,315,228,"1,327","1,020"
2020년11월_여_70~79세,"6,710","1,381",366,265,350,565,197,373,594,360,592,258,148,768,493
2020년11월_여_80~89세,"4,109",813,244,160,257,339,103,220,391,234,354,156,114,412,312
2020년11월_여_90~99세,755,160,45,26,62,65,14,32,88,25,82,21,18,77,40
2020년11월_여_100세 이상,50,9,1,1,1,6,0,2,3,4,11,0,1,6,5
2020년12월_계_총인구수,"147,274","43,812","8,661","4,588","7,715","12,507","2,168","4,860","9,403","6,222","8,465","2,803","2,753","18,856","14,461"
2020년12월_계_연령구간인구수,"147,274","43,812","8,661","4,588","7,715","12,507","2,168","4,860","9,403","6,222","8,465","2,803","2,753","18,856","14,461"
2020년12월_계_0~9세,"8,579","2,847",614,112,222,660,48,191,502,513,647,58,197,"1,250",718
2020년12월_계_10~19세,"12,243","4,895",581,194,434,965,81,255,690,365,439,148,146,"1,865","1,185"
2020년12월_계_20~29세,"17,841","5,805",941,437,794,"1,501",187,416,939,843,972,230,296,"2,551","1,929"
2020년12월_계_30~39세,"14,576","4,279","1,109",336,614,"1,199",122,297,850,876,"1,004",125,353,"1,992","1,420"
2020년12월_계_40~49세,"20,472","7,220","1,138",547,885,"1,668",207,510,"1,204",633,891,254,272,"2,767","2,276"
2020년12월_계_50~59세,"29,176","8,933","1,642","1,104","1,906","2,523",382,"1,027","1,590",900,"1,300",548,458,"3,624","3,239"
2020년12월_계_60~69세,"24,393","5,800","1,474","1,035","1,643","2,277",567,"1,088","1,821","1,018","1,496",666,540,"2,731","2,237"
2020년12월_계_70~79세,"12,465","2,570",716,505,715,"1,079",366,671,"1,088",685,"1,015",490,297,"1,343",925
2020년12월_계_80~89세,"6,475","1,253",386,285,428,542,187,353,598,351,577,252,169,627,467
2020년12월_계_90~99세,976,198,59,31,72,86,21,48,113,35,107,29,24,95,58
2020년12월_계_100세 이상,78,12,1,2,2,7,0,4,8,3,17,3,1,11,7
2020년12월_남_총인구수,"77,905","22,353","4,667","2,626","4,514","6,886","1,215","2,637","4,859","3,372","4,512","1,466","1,451","9,552","7,795"
2020년12월_남_연령구간인구수,"77,905","22,353","4,667","2,626","4,514","6,886","1,215","2,637","4,859","3,372","4,512","1,466","1,451","9,552","7,795"
2020년12월_남_0~9세,"4,439","1,456",319,69,113,357,29,96,261,259,343,25,97,627,388
2020년12월_남_10~19세,"6,406","2,533",298,112,223,539,51,134,371,171,220,71,66,995,622
2020년12월_남_20~29세,"10,344","3,136",549,268,470,914,128,249,564,578,662,149,171,"1,403","1,103"
2020년12월_남_30~39세,"8,108","2,187",618,209,389,688,83,176,503,518,603,83,202,"1,065",784
2020년12월_남_40~49세,"11,026","3,585",645,348,573,910,118,321,674,373,516,153,156,"1,402","1,252"
2020년12월_남_50~59세,"15,988","4,734",892,647,"1,195","1,464",232,599,824,487,712,296,238,"1,844","1,824"
2020년12월_남_60~69세,"13,211","3,055",837,608,998,"1,273",315,614,928,533,775,349,310,"1,399","1,217"
2020년12월_남_70~79세,"5,757","1,182",352,239,370,511,169,297,495,325,427,232,151,574,433
2020년12월_남_80~89세,"2,366",442,143,121,170,207,83,132,207,117,222,97,54,218,153
2020년12월_남_90~99세,230,39,13,4,12,22,7,17,27,11,26,8,6,21,17
2020년12월_남_100세 이상,30,4,1,1,1,1,0,2,5,0,6,3,0,4,2
2020년12월_여_총인구수,"69,369","21,459","3,994","1,962","3,201","5,621",953,"2,223","4,544","2,850","3,953","1,337","1,302","9,304","6,666"
2020년12월_여_연령구간인구수,"69,369","21,459","3,994","1,962","3,201","5,621",953,"2,223","4,544","2,850","3,953","1,337","1,302","9,304","6,666"
2020년12월_여_0~9세,"4,140","1,391",295,43,109,303,19,95,241,254,304,33,100,623,330
2020년12월_여_10~19세,"5,837","2,362",283,82,211,426,30,121,319,194,219,77,80,870,563
2020년12월_여_20~29세,"7,497","2,669",392,169,324,587,59,167,375,265,310,81,125,"1,148",826
2020년12월_여_30~39세,"6,468","2,092",491,127,225,511,39,121,347,358,401,42,151,927,636
2020년12월_여_40~49세,"9,446","3,635",493,199,312,758,89,189,530,260,375,101,116,"1,365","1,024"
2020년12월_여_50~59세,"13,188","4,199",750,457,711,"1,059",150,428,766,413,588,252,220,"1,780","1,415"
2020년12월_여_60~69세,"11,182","2,745",637,427,645,"1,004",252,474,893,485,721,317,230,"1,332","1,020"
2020년12월_여_70~79세,"6,708","1,388",364,266,345,568,197,374,593,360,588,258,146,769,492
2020년12월_여_80~89세,"4,109",811,243,164,258,335,104,221,391,234,355,155,115,409,314
2020년12월_여_90~99세,746,159,46,27,60,64,14,31,86,24,81,21,18,74,41
2020년12월_여_100세 이상,48,8,0,1,1,6,0,2,3,3,11,0,1,7,5
2021년01월_계_총인구수,"147,393","43,802","8,674","4,616","7,725","12,494","2,156","4,860","9,476","6,229","8,472","2,793","2,751","18,868","14,477"
2021년01월_계_연령구간인구수,"147,393","43,802","8,674","4,616","7,725","12,494","2,156","4,860","9,476","6,229","8,472","2,793","2,751","18,868","14,477"
2021년01월_계_0~9세,"8,509","2,822",609,111,216,649,43,188,499,511,639,54,197,"1,251",720
2021년01월_계_10~19세,"12,141","4,846",574,195,426,958,80,251,699,356,444,146,147,"1,847","1,172"
2021년01월_계_20~29세,"17,895","5,821",943,443,786,"1,490",186,417,965,849,974,230,292,"2,555","1,944"
2021년01월_계_30~39세,"14,559","4,272","1,112",333,621,"1,191",123,296,854,880,"1,010",127,354,"1,976","1,410"
2021년01월_계_40~49세,"20,425","7,187","1,148",551,888,"1,658",203,512,"1,215",636,884,253,272,"2,769","2,249"
2021년01월_계_50~59세,"29,147","8,942","1,630","1,113","1,899","2,508",378,"1,019","1,592",889,"1,295",542,451,"3,631","3,258"
2021년01월_계_60~69세,"24,646","5,872","1,494","1,046","1,658","2,319",567,"1,097","1,837","1,033","1,506",667,544,"2,755","2,251"
2021년01월_계_70~79세,"12,488","2,568",719,507,724,"1,075",364,669,"1,097",682,"1,016",488,298,"1,353",928
2021년01월_계_80~89세,"6,520","1,259",386,283,431,553,192,360,599,354,575,255,171,623,479
2021년01월_계_90~99세,984,201,58,32,74,86,20,47,110,36,112,28,24,97,59
2021년01월_계_100세 이상,79,12,1,2,2,7,0,4,9,3,17,3,1,11,7
2021년01월_남_총인구수,"77,964","22,338","4,675","2,641","4,527","6,871","1,212","2,639","4,902","3,380","4,516","1,459","1,449","9,553","7,802"
2021년01월_남_연령구간인구수,"77,964","22,338","4,675","2,641","4,527","6,871","1,212","2,639","4,902","3,380","4,516","1,459","1,449","9,553","7,802"
2021년01월_남_0~9세,"4,398","1,439",315,66,109,354,27,95,256,261,335,25,97,630,389
2021년01월_남_10~19세,"6,361","2,508",294,111,222,529,50,131,382,172,221,69,66,989,617
2021년01월_남_20~29세,"10,358","3,139",550,271,464,909,126,250,586,580,667,148,165,"1,393","1,110"
2021년01월_남_30~39세,"8,094","2,186",618,206,396,680,83,176,500,522,607,85,206,"1,057",772
2021년01월_남_40~49세,"11,001","3,571",655,355,575,907,119,321,672,372,509,153,154,"1,396","1,242"
2021년01월_남_50~59세,"15,981","4,726",882,651,"1,194","1,454",229,597,831,480,714,291,238,"1,858","1,836"
2021년01월_남_60~69세,"13,345","3,096",850,615,"1,004","1,298",316,616,936,539,781,348,310,"1,411","1,225"
2021년01월_남_70~79세,"5,782","1,185",356,242,376,508,172,297,500,323,426,232,153,576,436
