카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년06월_계_100세 이상,956,101,51,50,93,52,63,49,57,41,59,57,67,16,43,21,26,26,20,7,26,40,35,28,18,11
2020년06월_남_총인구수,"1,332,780","254,995","119,491","135,504","127,101","70,596","78,470","214,220","51,573","51,636","48,175","35,101","132,471","11,971","25,518","12,616","8,277","17,423","20,857","16,267","22,471","60,161","27,401","16,024","24,430","5,026"
2020년06월_남_연령구간인구수,"1,332,780","254,995","119,491","135,504","127,101","70,596","78,470","214,220","51,573","51,636","48,175","35,101","132,471","11,971","25,518","12,616","8,277","17,423","20,857","16,267","22,471","60,161","27,401","16,024","24,430","5,026"
2020년06월_남_0~9세,"100,566","21,200","9,371","11,829","8,490","5,527","5,719","21,971","3,282","2,946","2,777","2,140","10,792",388,"1,047",526,399,873,798,746,982,"5,115","2,373",757,"1,498",220
2020년06월_남_10~19세,"120,877","24,876","11,347","13,529","11,161","6,550","7,248","23,890","4,737","3,611","4,110","3,141","11,945",538,"1,253",671,500,"1,094","1,198","1,139","1,340","6,137","2,368","1,017","2,111",242
2020년06월_남_20~29세,"161,678","32,581","15,593","16,988","15,353","8,324","9,043","31,433","5,772","6,110","4,851","3,457","19,786",953,"1,871","1,071",671,"1,474","1,728","1,499","2,099","6,904","2,316","1,221","2,658",503
2020년06월_남_30~39세,"158,961","32,089","14,925","17,164","13,803","8,217","8,094","35,637","4,718","5,194","4,164","3,179","18,044",783,"1,868","1,039",565,"1,311","1,559","1,327","1,850","8,640","2,830","1,111","2,395",544
2020년06월_남_40~49세,"202,091","39,036","18,542","20,494","19,459","10,309","11,700","37,069","7,289","7,053","6,260","4,776","21,316","1,316","2,803","1,411","1,060","2,256","2,526","2,239","2,903","11,150","3,901","1,949","3,487",823
2020년06월_남_50~59세,"238,496","45,662","21,754","23,908","24,136","12,498","13,587","35,447","9,279","9,741","8,972","6,238","22,443","2,460","4,823","2,521","1,630","3,298","3,920","3,374","4,729","10,562","4,260","3,163","4,679","1,074"
2020년06월_남_60~69세,"196,269","37,395","17,681","19,714","19,623","10,475","12,032","19,187","8,570","9,029","8,717","6,303","16,464","2,718","5,747","2,687","1,661","3,456","4,716","3,194","4,684","6,829","4,502","3,455","3,895",930
2020년06월_남_70~79세,"106,451","16,904","8,020","8,884","10,708","5,814","7,447","6,932","5,355","5,494","5,464","4,017","8,351","1,863","3,934","1,766","1,173","2,391","2,973","1,809","2,657","3,263","3,077","2,123","2,467",469
2020년06월_남_80~89세,"43,477","4,844","2,102","2,742","4,020","2,640","3,264","2,438","2,351","2,254","2,610","1,684","3,098",886,"1,989",854,553,"1,169","1,317",868,"1,114","1,416","1,656","1,111","1,146",195
2020년06월_남_90~99세,"3,709",381,141,240,326,232,320,209,207,191,240,151,221,65,175,65,59,94,121,68,107,138,114,112,92,21
2020년06월_남_100세 이상,205,27,15,12,22,10,16,7,13,13,10,15,11,1,8,5,6,7,1,4,6,7,4,5,2,5
2020년06월_여_총인구수,"1,313,713","249,466","112,346","137,120","126,657","70,055","80,056","203,260","52,430","49,965","50,026","36,582","130,563","11,480","26,624","12,612","8,471","19,298","21,696","15,497","21,017","55,184","28,349","15,799","24,413","4,213"
2020년06월_여_연령구간인구수,"1,313,713","249,466","112,346","137,120","126,657","70,055","80,056","203,260","52,430","49,965","50,026","36,582","130,563","11,480","26,624","12,612","8,471","19,298","21,696","15,497","21,017","55,184","28,349","15,799","24,413","4,213"
2020년06월_여_0~9세,"94,393","19,661","8,684","10,977","8,101","5,158","5,161","20,575","3,072","2,872","2,580","1,959","10,303",333,946,481,368,889,765,726,963,"4,801","2,314",702,"1,464",199
2020년06월_여_10~19세,"108,571","22,433","10,171","12,262","10,154","5,605","6,578","21,776","4,336","3,102","3,659","2,687","11,025",447,"1,135",593,461,"1,028","1,135",979,"1,024","5,483","2,054",882,"1,749",246
2020년06월_여_20~29세,"124,729","24,417","10,983","13,434","11,760","6,469","7,466","25,626","4,063","4,175","3,523","2,690","16,205",621,"1,373",695,492,"1,060","1,192","1,110","1,496","5,417","1,818",870,"1,852",339
2020년06월_여_30~39세,"139,355","28,890","12,847","16,043","12,170","7,323","7,557","31,325","4,077","4,301","3,508","2,781","15,685",607,"1,488",721,488,"1,238","1,359","1,074","1,530","7,106","2,813",933,"2,006",375
2020년06월_여_40~49세,"184,712","38,683","17,375","21,308","17,749","9,188","10,764","36,334","6,800","5,802","5,515","4,134","20,310",913,"1,963","1,045",718,"1,752","1,997","1,738","1,937","9,453","3,209","1,357","2,845",506
2020년06월_여_50~59세,"223,334","45,315","20,173","25,142","22,708","11,478","13,059","33,944","8,954","8,554","8,139","5,913","22,225","1,907","4,098","2,258","1,371","2,981","3,572","2,649","3,918","8,856","3,860","2,746","4,015",814
2020년06월_여_60~69세,"200,196","38,748","18,018","20,730","20,281","10,909","12,820","18,356","9,326","9,067","9,141","6,796","17,266","2,495","5,769","2,702","1,686","3,792","4,704","2,934","4,343","6,356","4,644","3,187","4,057",817
2020년06월_여_70~79세,"134,038","19,371","8,866","10,505","13,563","7,646","9,253","8,911","6,637","6,883","7,288","5,294","10,753","2,187","5,153","2,289","1,535","3,611","3,597","2,298","3,110","4,322","3,855","2,660","3,267",555
2020년06월_여_80~89세,"89,297","10,171","4,469","5,702","8,765","5,339","6,254","5,458","4,359","4,614","5,635","3,660","5,934","1,702","4,053","1,570","1,157","2,532","2,899","1,753","2,326","2,890","3,225","2,075","2,625",301
2020년06월_여_90~99세,"14,337","1,703",724,979,"1,335",898,"1,097",913,762,567,989,626,801,253,611,242,175,396,457,233,350,467,526,364,517,55
2020년06월_여_100세 이상,751,74,36,38,71,42,47,42,44,28,49,42,56,15,35,16,20,19,19,3,20,33,31,23,16,6
2020년07월_계_총인구수,"2,644,001","504,230","231,533","272,697","253,674","140,627","158,765","417,098","103,862","101,515","98,038","71,417","262,537","23,437","52,051","25,161","16,738","36,666","42,512","31,602","43,426","115,177","55,652","31,777","48,789","9,250"
2020년07월_계_연령구간인구수,"2,644,001","504,230","231,533","272,697","253,674","140,627","158,765","417,098","103,862","101,515","98,038","71,417","262,537","23,437","52,051","25,161","16,738","36,666","42,512","31,602","43,426","115,177","55,652","31,777","48,789","9,250"
2020년07월_계_0~9세,"194,217","40,718","17,995","22,723","16,530","10,668","10,898","42,342","6,318","5,805","5,305","4,099","20,985",714,"1,991","1,003",760,"1,757","1,558","1,456","1,948","9,855","4,665","1,456","2,961",425
2020년07월_계_10~19세,"228,690","47,204","21,429","25,775","21,228","12,167","13,803","45,516","9,038","6,691","7,803","5,741","22,859",991,"2,359","1,252",960,"2,119","2,311","2,112","2,346","11,598","4,385","1,893","3,838",476
2020년07월_계_20~29세,"285,427","56,870","26,511","30,359","27,041","14,788","16,580","56,928","9,797","10,201","8,299","6,119","35,826","1,546","3,211","1,755","1,148","2,505","2,902","2,562","3,574","12,253","4,102","2,077","4,497",846
2020년07월_계_30~39세,"297,033","60,815","27,631","33,184","25,888","15,453","15,657","66,706","8,750","9,453","7,646","5,898","33,517","1,389","3,349","1,747","1,055","2,527","2,905","2,367","3,346","15,617","5,604","2,033","4,378",933
2020년07월_계_40~49세,"386,370","77,634","35,841","41,793","37,157","19,494","22,530","73,391","14,077","12,856","11,731","8,846","41,592","2,216","4,749","2,429","1,769","4,012","4,490","3,949","4,816","20,608","7,088","3,288","6,323","1,325"
2020년07월_계_50~59세,"461,499","90,860","41,864","48,996","46,881","23,948","26,643","69,448","18,216","18,292","17,038","12,114","44,638","4,355","8,893","4,772","2,998","6,260","7,506","5,977","8,625","19,454","8,138","5,875","8,682","1,886"
2020년07월_계_60~69세,"397,640","76,442","35,798","40,644","39,994","21,441","24,931","37,766","17,933","18,145","17,890","13,084","33,818","5,240","11,548","5,394","3,362","7,274","9,431","6,125","9,032","13,219","9,173","6,683","7,970","1,745"
2020년07월_계_70~79세,"241,125","36,431","16,967","19,464","24,383","13,506","16,715","15,918","11,984","12,423","12,762","9,328","19,152","4,064","9,086","4,059","2,712","5,988","6,577","4,119","5,809","7,612","6,949","4,776","5,741","1,031"
2020년07월_계_80~89세,"132,957","15,071","6,591","8,480","12,801","7,978","9,531","7,915","6,727","6,842","8,270","5,354","9,055","2,588","6,036","2,427","1,710","3,706","4,233","2,625","3,443","4,318","4,879","3,184","3,770",494
2020년07월_계_90~99세,"18,083","2,080",852,"1,228","1,680","1,130","1,414","1,119",963,765,"1,236",778,"1,026",319,785,302,238,491,580,303,461,603,635,485,612,78
2020년07월_계_100세 이상,960,105,54,51,91,54,63,49,59,42,58,56,69,15,44,21,26,27,19,7,26,40,34,27,17,11
2020년07월_남_총인구수,"1,331,461","254,899","119,323","135,576","127,019","70,548","78,614","214,052","51,495","51,550","48,077","34,984","132,218","11,961","25,455","12,580","8,271","17,387","20,859","16,171","22,449","60,050","27,369","16,005","24,409","5,039"
2020년07월_남_연령구간인구수,"1,331,461","254,899","119,323","135,576","127,019","70,548","78,614","214,052","51,495","51,550","48,077","34,984","132,218","11,961","25,455","12,580","8,271","17,387","20,859","16,171","22,449","60,050","27,369","16,005","24,409","5,039"
2020년07월_남_0~9세,"100,148","21,113","9,326","11,787","8,460","5,504","5,733","21,862","3,253","2,930","2,754","2,139","10,733",383,"1,047",522,399,868,795,736,987,"5,079","2,369",753,"1,509",220
2020년07월_남_10~19세,"120,394","24,792","11,305","13,487","11,114","6,554","7,225","23,791","4,727","3,590","4,116","3,100","11,883",542,"1,240",667,499,"1,095","1,182","1,130","1,328","6,124","2,350","1,015","2,093",237
2020년07월_남_20~29세,"161,207","32,543","15,560","16,983","15,300","8,325","9,094","31,407","5,751","6,030","4,809","3,446","19,682",932,"1,849","1,062",659,"1,451","1,733","1,482","2,091","6,881","2,309","1,214","2,652",505
2020년07월_남_30~39세,"158,326","32,047","14,864","17,183","13,777","8,160","8,104","35,499","4,688","5,167","4,140","3,136","17,958",787,"1,859","1,031",571,"1,301","1,544","1,302","1,838","8,555","2,816","1,104","2,387",555
2020년07월_남_40~49세,"201,812","38,975","18,490","20,485","19,423","10,295","11,733","37,087","7,282","7,057","6,248","4,741","21,288","1,305","2,792","1,404","1,047","2,255","2,513","2,219","2,890","11,153","3,887","1,932","3,464",822
2020년07월_남_50~59세,"238,415","45,619","21,709","23,910","24,154","12,479","13,599","35,481","9,278","9,754","8,922","6,244","22,437","2,452","4,806","2,517","1,626","3,293","3,936","3,355","4,713","10,573","4,260","3,158","4,680","1,079"
2020년07월_남_60~69세,"196,872","37,540","17,744","19,796","19,652","10,515","12,069","19,281","8,584","9,066","8,749","6,293","16,493","2,744","5,763","2,687","1,674","3,471","4,728","3,189","4,701","6,843","4,520","3,469","3,914",927
2020년07월_남_70~79세,"106,804","16,983","8,060","8,923","10,764","5,836","7,459","6,982","5,356","5,509","5,472","4,030","8,404","1,861","3,928","1,766","1,176","2,383","2,978","1,819","2,673","3,274","3,087","2,129","2,465",470
2020년07월_남_80~89세,"43,567","4,879","2,112","2,767","4,027","2,636","3,267","2,447","2,359","2,243","2,615","1,688","3,103",889,"1,990",856,555,"1,170","1,328",865,"1,116","1,418","1,655","1,112","1,152",197
2020년07월_남_90~99세,"3,709",379,136,243,327,234,315,208,204,191,242,152,225,65,173,63,59,93,121,70,106,143,112,114,91,22
2020년07월_남_100세 이상,207,29,17,12,21,10,16,7,13,13,10,15,12,1,8,5,6,7,1,4,6,7,4,5,2,5
2020년07월_여_총인구수,"1,312,540","249,331","112,210","137,121","126,655","70,079","80,151","203,046","52,367","49,965","49,961","36,433","130,319","11,476","26,596","12,581","8,467","19,279","21,653","15,431","20,977","55,127","28,283","15,772","24,380","4,211"
2020년07월_여_연령구간인구수,"1,312,540","249,331","112,210","137,121","126,655","70,079","80,151","203,046","52,367","49,965","49,961","36,433","130,319","11,476","26,596","12,581","8,467","19,279","21,653","15,431","20,977","55,127","28,283","15,772","24,380","4,211"
2020년07월_여_0~9세,"94,069","19,605","8,669","10,936","8,070","5,164","5,165","20,480","3,065","2,875","2,551","1,960","10,252",331,944,481,361,889,763,720,961,"4,776","2,296",703,"1,452",205
2020년07월_여_10~19세,"108,296","22,412","10,124","12,288","10,114","5,613","6,578","21,725","4,311","3,101","3,687","2,641","10,976",449,"1,119",585,461,"1,024","1,129",982,"1,018","5,474","2,035",878,"1,745",239
2020년07월_여_20~29세,"124,220","24,327","10,951","13,376","11,741","6,463","7,486","25,521","4,046","4,171","3,490","2,673","16,144",614,"1,362",693,489,"1,054","1,169","1,080","1,483","5,372","1,793",863,"1,845",341
2020년07월_여_30~39세,"138,707","28,768","12,767","16,001","12,111","7,293","7,553","31,207","4,062","4,286","3,506","2,762","15,559",602,"1,490",716,484,"1,226","1,361","1,065","1,508","7,062","2,788",929,"1,991",378
2020년07월_여_40~49세,"184,558","38,659","17,351","21,308","17,734","9,199","10,797","36,304","6,795","5,799","5,483","4,105","20,304",911,"1,957","1,025",722,"1,757","1,977","1,730","1,926","9,455","3,201","1,356","2,859",503
2020년07월_여_50~59세,"223,084","45,241","20,155","25,086","22,727","11,469","13,044","33,967","8,938","8,538","8,116","5,870","22,201","1,903","4,087","2,255","1,372","2,967","3,570","2,622","3,912","8,881","3,878","2,717","4,002",807
2020년07월_여_60~69세,"200,768","38,902","18,054","20,848","20,342","10,926","12,862","18,485","9,349","9,079","9,141","6,791","17,325","2,496","5,785","2,707","1,688","3,803","4,703","2,936","4,331","6,376","4,653","3,214","4,056",818
2020년07월_여_70~79세,"134,321","19,448","8,907","10,541","13,619","7,670","9,256","8,936","6,628","6,914","7,290","5,298","10,748","2,203","5,158","2,293","1,536","3,605","3,599","2,300","3,136","4,338","3,862","2,647","3,276",561
2020년07월_여_80~89세,"89,390","10,192","4,479","5,713","8,774","5,342","6,264","5,468","4,368","4,599","5,655","3,666","5,952","1,699","4,046","1,571","1,155","2,536","2,905","1,760","2,327","2,900","3,224","2,072","2,618",297
2020년07월_여_90~99세,"14,374","1,701",716,985,"1,353",896,"1,099",911,759,574,994,626,801,254,612,239,179,398,459,233,355,460,523,371,521,56
2020년07월_여_100세 이상,753,76,37,39,70,44,47,42,46,29,48,41,57,14,36,16,20,20,18,3,20,33,30,22,15,6
2020년08월_계_총인구수,"2,640,932","503,883","231,180","272,703","253,460","140,511","158,867","416,551","103,652","101,523","97,875","71,258","262,300","23,409","51,940","25,122","16,680","36,591","42,480","31,477","43,319","114,889","55,457","31,701","48,776","9,211"
2020년08월_계_연령구간인구수,"2,640,932","503,883","231,180","272,703","253,460","140,511","158,867","416,551","103,652","101,523","97,875","71,258","262,300","23,409","51,940","25,122","16,680","36,591","42,480","31,477","43,319","114,889","55,457","31,701","48,776","9,211"
2020년08월_계_0~9세,"193,259","40,509","17,863","22,646","16,490","10,624","10,861","42,112","6,258","5,811","5,286","4,084","20,881",712,"1,984",994,744,"1,738","1,550","1,449","1,946","9,772","4,643","1,447","2,947",417
2020년08월_계_10~19세,"227,836","47,036","21,346","25,690","21,115","12,126","13,797","45,393","9,005","6,655","7,747","5,690","22,806",993,"2,343","1,243",948,"2,117","2,303","2,097","2,316","11,569","4,366","1,881","3,818",472
2020년08월_계_20~29세,"284,298","56,701","26,404","30,297","26,944","14,724","16,612","56,681","9,727","10,155","8,265","6,105","35,743","1,535","3,176","1,743","1,147","2,495","2,888","2,521","3,534","12,162","4,069","2,045","4,495",831
2020년08월_계_30~39세,"295,559","60,622","27,484","33,138","25,788","15,382","15,659","66,411","8,671","9,426","7,603","5,825","33,393","1,383","3,299","1,727","1,050","2,510","2,887","2,344","3,306","15,450","5,542","2,007","4,358",916
2020년08월_계_40~49세,"385,603","77,512","35,789","41,723","37,012","19,466","22,490","73,284","14,074","12,843","11,686","8,813","41,539","2,206","4,767","2,422","1,744","3,969","4,475","3,924","4,795","20,578","7,086","3,287","6,315","1,316"
2020년08월_계_50~59세,"460,960","90,758","41,764","48,994","46,855","23,955","26,658","69,490","18,161","18,282","16,974","12,057","44,605","4,351","8,864","4,766","2,990","6,243","7,458","5,939","8,572","19,468","8,087","5,865","8,679","1,883"
2020년08월_계_60~69세,"399,790","76,887","35,968","40,919","40,225","21,542","25,044","38,131","18,029","18,224","17,989","13,160","33,954","5,254","11,577","5,415","3,373","7,304","9,497","6,143","9,085","13,293","9,186","6,702","8,019","1,757"
2020년08월_계_70~79세,"241,185","36,570","17,045","19,525","24,426","13,477","16,715","15,939","11,945","12,445","12,732","9,314","19,177","4,064","9,046","4,066","2,712","5,965","6,589","4,111","5,816","7,617","6,928","4,757","5,736","1,038"
2020년08월_계_80~89세,"133,193","15,094","6,612","8,482","12,814","8,011","9,544","7,936","6,749","6,860","8,289","5,362","9,094","2,577","6,053","2,425","1,705","3,723","4,222","2,628","3,446","4,327","4,871","3,196","3,774",493
2020년08월_계_90~99세,"18,280","2,088",850,"1,238","1,698","1,150","1,425","1,122",974,780,"1,246",793,"1,040",319,785,300,241,500,592,312,476,613,646,485,618,77
2020년08월_계_100세 이상,969,106,55,51,93,54,62,52,59,42,58,55,68,15,46,21,26,27,19,9,27,40,33,29,17,11
2020년08월_남_총인구수,"1,329,919","254,726","119,132","135,594","126,913","70,498","78,653","213,796","51,379","51,571","48,001","34,890","132,072","11,945","25,384","12,558","8,244","17,334","20,863","16,110","22,416","59,903","27,288","15,958","24,399","5,018"
2020년08월_남_연령구간인구수,"1,329,919","254,726","119,132","135,594","126,913","70,498","78,653","213,796","51,379","51,571","48,001","34,890","132,072","11,945","25,384","12,558","8,244","17,334","20,863","16,110","22,416","59,903","27,288","15,958","24,399","5,018"
2020년08월_남_0~9세,"99,661","21,004","9,263","11,741","8,437","5,489","5,708","21,760","3,221","2,932","2,744","2,129","10,653",381,"1,044",514,392,859,795,735,983,"5,045","2,373",750,"1,499",214
2020년08월_남_10~19세,"119,857","24,703","11,240","13,463","11,050","6,535","7,226","23,694","4,713","3,565","4,078","3,069","11,849",544,"1,225",661,487,"1,093","1,179","1,121","1,309","6,109","2,331","1,008","2,072",236
2020년08월_남_20~29세,"160,646","32,470","15,532","16,938","15,225","8,303","9,098","31,301","5,710","6,002","4,791","3,433","19,649",920,"1,828","1,059",664,"1,439","1,725","1,462","2,079","6,852","2,295","1,197","2,649",495
2020년08월_남_30~39세,"157,580","31,972","14,782","17,190","13,752","8,114","8,107","35,356","4,639","5,165","4,115","3,093","17,885",785,"1,828","1,017",565,"1,288","1,532","1,289","1,816","8,463","2,788","1,090","2,376",545
2020년08월_남_40~49세,"201,388","38,919","18,466","20,453","19,345","10,264","11,716","37,028","7,284","7,054","6,221","4,727","21,258","1,300","2,802","1,402","1,034","2,225","2,510","2,205","2,877","11,125","3,887","1,922","3,468",815
2020년08월_남_50~59세,"238,222","45,558","21,658","23,900","24,143","12,498","13,591","35,503","9,255","9,755","8,908","6,217","22,432","2,454","4,792","2,515","1,622","3,290","3,928","3,338","4,696","10,562","4,238","3,164","4,682","1,081"
2020년08월_남_60~69세,"198,052","37,756","17,817","19,939","19,780","10,562","12,142","19,487","8,633","9,104","8,804","6,337","16,569","2,749","5,781","2,700","1,683","3,491","4,760","3,203","4,743","6,888","4,537","3,476","3,933",934
2020년08월_남_70~79세,"106,928","17,046","8,103","8,943","10,804","5,831","7,462","6,990","5,337","5,545","5,465","4,024","8,422","1,865","3,915","1,770","1,172","2,375","2,982","1,813","2,675","3,284","3,077","2,123","2,475",476
2020년08월_남_80~89세,"43,636","4,892","2,117","2,775","4,023","2,650","3,278","2,463","2,367","2,242","2,623","1,691","3,113",882,"1,987",853,558,"1,173","1,329",868,"1,123","1,426","1,642","1,109","1,148",196
2020년08월_남_90~99세,"3,741",377,137,240,332,242,309,207,207,194,242,155,230,64,174,62,61,94,122,72,109,142,116,114,95,21
2020년08월_남_100세 이상,208,29,17,12,22,10,16,7,13,13,10,15,12,1,8,5,6,7,1,4,6,7,4,5,2,5
2020년08월_여_총인구수,"1,311,013","249,157","112,048","137,109","126,547","70,013","80,214","202,755","52,273","49,952","49,874","36,368","130,228","11,464","26,556","12,564","8,436","19,257","21,617","15,367","20,903","54,986","28,169","15,743","24,377","4,193"
2020년08월_여_연령구간인구수,"1,311,013","249,157","112,048","137,109","126,547","70,013","80,214","202,755","52,273","49,952","49,874","36,368","130,228","11,464","26,556","12,564","8,436","19,257","21,617","15,367","20,903","54,986","28,169","15,743","24,377","4,193"
2020년08월_여_0~9세,"93,598","19,505","8,600","10,905","8,053","5,135","5,153","20,352","3,037","2,879","2,542","1,955","10,228",331,940,480,352,879,755,714,963,"4,727","2,270",697,"1,448",203
2020년08월_여_10~19세,"107,979","22,333","10,106","12,227","10,065","5,591","6,571","21,699","4,292","3,090","3,669","2,621","10,957",449,"1,118",582,461,"1,024","1,124",976,"1,007","5,460","2,035",873,"1,746",236
2020년08월_여_20~29세,"123,652","24,231","10,872","13,359","11,719","6,421","7,514","25,380","4,017","4,153","3,474","2,672","16,094",615,"1,348",684,483,"1,056","1,163","1,059","1,455","5,310","1,774",848,"1,846",336
2020년08월_여_30~39세,"137,979","28,650","12,702","15,948","12,036","7,268","7,552","31,055","4,032","4,261","3,488","2,732","15,508",598,"1,471",710,485,"1,222","1,355","1,055","1,490","6,987","2,754",917,"1,982",371
2020년08월_여_40~49세,"184,215","38,593","17,323","21,270","17,667","9,202","10,774","36,256","6,790","5,789","5,465","4,086","20,281",906,"1,965","1,020",710,"1,744","1,965","1,719","1,918","9,453","3,199","1,365","2,847",501
2020년08월_여_50~59세,"222,738","45,200","20,106","25,094","22,712","11,457","13,067","33,987","8,906","8,527","8,066","5,840","22,173","1,897","4,072","2,251","1,368","2,953","3,530","2,601","3,876","8,906","3,849","2,701","3,997",802
2020년08월_여_60~69세,"201,738","39,131","18,151","20,980","20,445","10,980","12,902","18,644","9,396","9,120","9,185","6,823","17,385","2,505","5,796","2,715","1,690","3,813","4,737","2,940","4,342","6,405","4,649","3,226","4,086",823
2020년08월_여_70~79세,"134,257","19,524","8,942","10,582","13,622","7,646","9,253","8,949","6,608","6,900","7,267","5,290","10,755","2,199","5,131","2,296","1,540","3,590","3,607","2,298","3,141","4,333","3,851","2,634","3,261",562
2020년08월_여_80~89세,"89,557","10,202","4,495","5,707","8,791","5,361","6,266","5,473","4,382","4,618","5,666","3,671","5,981","1,695","4,066","1,572","1,147","2,550","2,893","1,760","2,323","2,901","3,229","2,087","2,626",297
2020년08월_여_90~99세,"14,539","1,711",713,998,"1,366",908,"1,116",915,767,586,"1,004",638,810,255,611,238,180,406,470,240,367,471,530,371,523,56
2020년08월_여_100세 이상,761,77,38,39,71,44,46,45,46,29,48,40,56,14,38,16,20,20,18,5,21,33,29,24,15,6
2020년09월_계_총인구수,"2,640,003","503,731","230,967","272,764","253,396","140,468","158,929","416,626","103,503","101,693","97,689","71,250","262,311","23,345","51,895","25,080","16,669","36,592","42,432","31,394","43,231","114,719","55,416","31,637","48,806","9,191"
2020년09월_계_연령구간인구수,"2,640,003","503,731","230,967","272,764","253,396","140,468","158,929","416,626","103,503","101,693","97,689","71,250","262,311","23,345","51,895","25,080","16,669","36,592","42,432","31,394","43,231","114,719","55,416","31,637","48,806","9,191"
2020년09월_계_0~9세,"192,403","40,326","17,765","22,561","16,445","10,578","10,807","41,933","6,208","5,809","5,266","4,091","20,751",699,"1,977",982,743,"1,735","1,562","1,437","1,925","9,696","4,630","1,426","2,961",416
2020년09월_계_10~19세,"227,302","46,947","21,324","25,623","21,042","12,120","13,837","45,298","8,962","6,678","7,692","5,668","22,742",993,"2,326","1,238",945,"2,132","2,276","2,076","2,296","11,544","4,351","1,873","3,792",474
2020년09월_계_20~29세,"283,832","56,635","26,326","30,309","26,865","14,711","16,620","56,660","9,671","10,157","8,213","6,092","35,769","1,521","3,149","1,718","1,136","2,476","2,874","2,503","3,511","12,106","4,063","2,036","4,514",832
2020년09월_계_30~39세,"294,235","60,329","27,276","33,053","25,690","15,300","15,616","66,207","8,640","9,434","7,579","5,784","33,211","1,359","3,305","1,722","1,045","2,482","2,887","2,309","3,277","15,319","5,503","1,992","4,345",900
2020년09월_계_40~49세,"385,161","77,412","35,756","41,656","36,964","19,419","22,471","73,389","14,030","12,788","11,642","8,806","41,558","2,193","4,747","2,404","1,746","3,975","4,450","3,910","4,770","20,525","7,063","3,265","6,319","1,315"
2020년09월_계_50~59세,"460,594","90,644","41,705","48,939","46,802","23,963","26,604","69,582","18,158","18,322","16,892","12,050","44,617","4,333","8,821","4,757","2,986","6,229","7,412","5,929","8,556","19,507","8,081","5,837","8,643","1,869"
2020년09월_계_60~69세,"402,118","77,385","36,172","41,213","40,458","21,644","25,200","38,459","18,098","18,308","18,090","13,214","34,143","5,278","11,639","5,441","3,392","7,334","9,527","6,168","9,115","13,404","9,248","6,739","8,071","1,763"
2020년09월_계_70~79세,"241,178","36,647","17,069","19,578","24,427","13,470","16,692","15,977","11,893","12,488","12,673","9,312","19,252","4,046","9,010","4,056","2,698","5,965","6,592","4,096","5,816","7,626","6,913","4,753","5,738","1,038"
2020년09월_계_80~89세,"133,644","15,185","6,661","8,524","12,894","8,036","9,566","7,930","6,786","6,874","8,319","5,373","9,143","2,587","6,074","2,441","1,706","3,716","4,231","2,644","3,459","4,343","4,875","3,192","3,772",498
2020년09월_계_90~99세,"18,552","2,112",858,"1,254","1,717","1,171","1,453","1,137",996,794,"1,262",805,"1,057",320,801,300,246,520,602,313,479,609,655,494,634,75
2020년09월_계_100세 이상,984,109,55,54,92,56,63,54,61,41,61,55,68,16,46,21,26,28,19,9,27,40,34,30,17,11
2020년09월_남_총인구수,"1,329,408","254,626","119,016","135,610","126,826","70,504","78,704","213,856","51,284","51,667","47,918","34,869","132,085","11,908","25,372","12,523","8,239","17,335","20,836","16,050","22,368","59,823","27,248","15,922","24,436","5,009"
2020년09월_남_연령구간인구수,"1,329,408","254,626","119,016","135,610","126,826","70,504","78,704","213,856","51,284","51,667","47,918","34,869","132,085","11,908","25,372","12,523","8,239","17,335","20,836","16,050","22,368","59,823","27,248","15,922","24,436","5,009"
2020년09월_남_0~9세,"99,222","20,899","9,205","11,694","8,409","5,469","5,684","21,669","3,198","2,932","2,733","2,131","10,595",371,"1,037",506,392,859,799,732,971,"4,998","2,369",739,"1,511",219
2020년09월_남_10~19세,"119,541","24,642","11,219","13,423","11,016","6,535","7,258","23,632","4,684","3,589","4,045","3,056","11,797",544,"1,217",659,487,"1,103","1,165","1,103","1,294","6,102","2,317","1,005","2,056",235
2020년09월_남_20~29세,"160,403","32,450","15,510","16,940","15,138","8,285","9,102","31,317","5,674","6,002","4,763","3,424","19,655",918,"1,829","1,035",658,"1,435","1,715","1,448","2,067","6,837","2,296","1,192","2,670",493
2020년09월_남_30~39세,"156,883","31,828","14,689","17,139","13,687","8,074","8,091","35,266","4,625","5,162","4,110","3,058","17,800",764,"1,832","1,015",560,"1,271","1,533","1,265","1,798","8,386","2,771","1,079","2,369",539
2020년09월_남_40~49세,"201,170","38,890","18,445","20,445","19,309","10,248","11,708","37,106","7,268","7,030","6,202","4,719","21,264","1,294","2,793","1,394","1,031","2,216","2,496","2,198","2,871","11,082","3,864","1,910","3,467",810
2020년09월_남_50~59세,"238,070","45,492","21,623","23,869","24,141","12,519","13,575","35,487","9,257","9,790","8,883","6,223","22,449","2,437","4,775","2,506","1,625","3,298","3,901","3,327","4,680","10,591","4,217","3,150","4,671","1,076"
