카테고리,전라북도 부안군,전라북도 부안군 부안읍,전라북도 부안군 주산면,전라북도 부안군 동진면,전라북도 부안군 행안면,전라북도 부안군 계화면,전라북도 부안군 보안면,전라북도 부안군 변산면,전라북도 부안군 진서면,전라북도 부안군 백산면,전라북도 부안군 상서면,전라북도 부안군 하서면,전라북도 부안군 줄포면,전라북도 부안군 위도면
2020년10월_계_30~39세,"3,947","2,080",115,163,175,233,110,360,141,110,127,136,129,68
2020년10월_계_40~49세,"6,201","3,125",153,262,242,383,196,542,216,248,180,262,275,117
2020년10월_계_50~59세,"8,896","3,445",315,494,405,522,454,867,423,422,413,450,474,212
2020년10월_계_60~69세,"9,585","2,929",446,563,440,768,562,883,571,536,457,577,570,283
2020년10월_계_70~79세,"7,715","1,988",385,574,344,713,502,625,416,527,412,523,492,214
2020년10월_계_80~89세,"4,646","1,077",284,400,241,341,343,333,193,408,284,347,273,122
2020년10월_계_90~99세,624,125,43,60,43,39,40,43,28,52,34,47,49,21
2020년10월_계_100세 이상,35,6,4,2,1,2,2,2,3,2,3,2,5,1
2020년10월_남_총인구수,"26,001","10,290",958,"1,465","1,172","1,750","1,230","2,319","1,184","1,281","1,096","1,335","1,299",622
2020년10월_남_연령구간인구수,"26,001","10,290",958,"1,465","1,172","1,750","1,230","2,319","1,184","1,281","1,096","1,335","1,299",622
2020년10월_남_0~9세,"1,358",870,25,37,29,45,26,120,41,27,39,37,49,13
2020년10월_남_10~19세,"1,982","1,235",42,63,67,73,49,147,70,53,47,57,64,15
2020년10월_남_20~29세,"2,418","1,197",68,118,96,115,76,218,93,82,85,109,121,40
2020년10월_남_30~39세,"2,143","1,029",70,95,108,149,66,201,77,73,84,77,68,46
2020년10월_남_40~49세,"3,475","1,549",97,182,155,248,133,334,125,157,102,152,163,78
2020년10월_남_50~59세,"4,842","1,703",179,287,240,308,251,471,231,254,242,275,259,142
2020년10월_남_60~69세,"4,797","1,462",219,300,244,361,288,438,276,263,247,286,265,148
2020년10월_남_70~79세,"3,340",855,154,241,149,315,218,289,204,220,170,208,223,94
2020년10월_남_80~89세,"1,509",362,97,127,75,124,114,94,61,136,76,122,80,41
2020년10월_남_90~99세,134,27,7,15,9,12,9,7,6,16,3,12,6,5
2020년10월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,1,0,1,0
2020년10월_여_총인구수,"26,316","10,714","1,024","1,431","1,100","1,715","1,243","2,225","1,145","1,319","1,134","1,375","1,351",540
2020년10월_여_연령구간인구수,"26,316","10,714","1,024","1,431","1,100","1,715","1,243","2,225","1,145","1,319","1,134","1,375","1,351",540
2020년10월_여_0~9세,"1,240",806,22,20,48,60,25,96,32,26,28,28,36,13
2020년10월_여_10~19세,"1,758","1,115",28,52,57,74,32,136,47,49,45,55,51,17
2020년10월_여_20~29세,"1,912","1,006",52,88,84,97,56,172,55,58,76,80,62,26
2020년10월_여_30~39세,"1,804","1,051",45,68,67,84,44,159,64,37,43,59,61,22
2020년10월_여_40~49세,"2,726","1,576",56,80,87,135,63,208,91,91,78,110,112,39
2020년10월_여_50~59세,"4,054","1,742",136,207,165,214,203,396,192,168,171,175,215,70
2020년10월_여_60~69세,"4,788","1,467",227,263,196,407,274,445,295,273,210,291,305,135
2020년10월_여_70~79세,"4,375","1,133",231,333,195,398,284,336,212,307,242,315,269,120
2020년10월_여_80~89세,"3,137",715,187,273,166,217,229,239,132,272,208,225,193,81
2020년10월_여_90~99세,490,98,36,45,34,27,31,36,22,36,31,35,43,16
2020년10월_여_100세 이상,32,5,4,2,1,2,2,2,3,2,2,2,4,1
2020년11월_계_총인구수,"52,237","21,002","1,971","2,884","2,257","3,445","2,466","4,559","2,316","2,593","2,236","2,706","2,644","1,158"
2020년11월_계_연령구간인구수,"52,237","21,002","1,971","2,884","2,257","3,445","2,466","4,559","2,316","2,593","2,236","2,706","2,644","1,158"
2020년11월_계_0~9세,"2,572","1,671",48,54,73,99,49,216,68,49,68,68,82,27
2020년11월_계_10~19세,"3,726","2,352",70,115,125,144,78,280,112,101,89,114,115,31
2020년11월_계_20~29세,"4,330","2,205",117,205,178,213,132,390,152,145,163,184,180,66
2020년11월_계_30~39세,"3,910","2,063",113,161,175,227,109,358,135,107,128,137,129,68
2020년11월_계_40~49세,"6,184","3,128",150,260,233,382,198,543,219,243,179,264,271,114
2020년11월_계_50~59세,"8,872","3,441",311,496,395,518,451,871,416,420,414,448,479,212
2020년11월_계_60~69세,"9,616","2,947",446,561,448,764,562,900,572,540,453,576,569,278
2020년11월_계_70~79세,"7,718","1,987",384,571,343,713,501,626,415,526,417,524,492,219
2020년11월_계_80~89세,"4,653","1,078",285,399,243,346,343,331,197,407,288,342,275,119
2020년11월_계_90~99세,623,125,43,61,43,37,41,42,27,53,34,47,47,23
2020년11월_계_100세 이상,33,5,4,1,1,2,2,2,3,2,3,2,5,1
2020년11월_남_총인구수,"25,953","10,291",956,"1,454","1,165","1,741","1,225","2,326","1,179","1,277","1,098","1,332","1,292",617
2020년11월_남_연령구간인구수,"25,953","10,291",956,"1,454","1,165","1,741","1,225","2,326","1,179","1,277","1,098","1,332","1,292",617
2020년11월_남_0~9세,"1,348",867,26,35,26,45,25,120,40,26,39,37,48,14
2020년11월_남_10~19세,"1,967","1,231",42,64,68,71,48,145,66,51,46,59,61,15
2020년11월_남_20~29세,"2,422","1,202",68,116,93,116,76,217,97,84,86,108,120,39
2020년11월_남_30~39세,"2,123","1,016",69,94,109,145,65,204,74,73,83,78,68,45
2020년11월_남_40~49세,"3,463","1,556",94,181,148,249,132,339,127,153,103,148,158,75
2020년11월_남_50~59세,"4,828","1,706",179,287,234,304,249,468,229,254,242,274,261,141
2020년11월_남_60~69세,"4,812","1,466",219,299,252,360,289,444,275,266,244,288,264,146
2020년11월_남_70~79세,"3,345",859,156,237,149,314,219,287,202,217,174,209,224,98
2020년11월_남_80~89세,"1,508",361,96,126,77,125,113,95,64,137,77,118,80,39
2020년11월_남_90~99세,134,26,7,15,9,12,9,7,5,16,3,13,7,5
2020년11월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,1,0,1,0
2020년11월_여_총인구수,"26,284","10,711","1,015","1,430","1,092","1,704","1,241","2,233","1,137","1,316","1,138","1,374","1,352",541
2020년11월_여_연령구간인구수,"26,284","10,711","1,015","1,430","1,092","1,704","1,241","2,233","1,137","1,316","1,138","1,374","1,352",541
2020년11월_여_0~9세,"1,224",804,22,19,47,54,24,96,28,23,29,31,34,13
2020년11월_여_10~19세,"1,759","1,121",28,51,57,73,30,135,46,50,43,55,54,16
2020년11월_여_20~29세,"1,908","1,003",49,89,85,97,56,173,55,61,77,76,60,27
2020년11월_여_30~39세,"1,787","1,047",44,67,66,82,44,154,61,34,45,59,61,23
2020년11월_여_40~49세,"2,721","1,572",56,79,85,133,66,204,92,90,76,116,113,39
2020년11월_여_50~59세,"4,044","1,735",132,209,161,214,202,403,187,166,172,174,218,71
2020년11월_여_60~69세,"4,804","1,481",227,262,196,404,273,456,297,274,209,288,305,132
2020년11월_여_70~79세,"4,373","1,128",228,334,194,399,282,339,213,309,243,315,268,121
2020년11월_여_80~89세,"3,145",717,189,273,166,221,230,236,133,270,211,224,195,80
2020년11월_여_90~99세,489,99,36,46,34,25,32,35,22,37,31,34,40,18
2020년11월_여_100세 이상,30,4,4,1,1,2,2,2,3,2,2,2,4,1
2020년12월_계_총인구수,"52,140","21,003","1,969","2,891","2,244","3,440","2,462","4,526","2,315","2,585","2,223","2,691","2,635","1,156"
2020년12월_계_연령구간인구수,"52,140","21,003","1,969","2,891","2,244","3,440","2,462","4,526","2,315","2,585","2,223","2,691","2,635","1,156"
2020년12월_계_0~9세,"2,561","1,666",44,55,73,98,49,215,68,49,67,69,80,28
2020년12월_계_10~19세,"3,723","2,352",69,116,124,148,78,278,109,102,87,113,116,31
2020년12월_계_20~29세,"4,305","2,200",120,207,174,207,130,385,151,146,160,182,180,63
2020년12월_계_30~39세,"3,903","2,068",112,160,173,225,114,356,136,112,126,132,125,64
2020년12월_계_40~49세,"6,145","3,112",153,259,225,385,193,535,220,237,178,260,272,116
2020년12월_계_50~59세,"8,845","3,433",310,500,398,514,450,867,412,421,410,449,469,212
2020년12월_계_60~69세,"9,629","2,976",450,560,451,753,563,894,575,533,451,570,575,278
2020년12월_계_70~79세,"7,708","1,983",378,574,343,722,495,621,415,523,416,532,493,213
2020년12월_계_80~89세,"4,667","1,085",285,399,241,348,347,333,197,406,291,337,273,125
2020년12월_계_90~99세,619,122,44,60,41,38,41,40,29,54,34,45,47,24
2020년12월_계_100세 이상,35,6,4,1,1,2,2,2,3,2,3,2,5,2
2020년12월_남_총인구수,"25,914","10,288",952,"1,465","1,156","1,741","1,222","2,320","1,178","1,276","1,090","1,323","1,289",614
2020년12월_남_연령구간인구수,"25,914","10,288",952,"1,465","1,156","1,741","1,222","2,320","1,178","1,276","1,090","1,323","1,289",614
2020년12월_남_0~9세,"1,341",863,22,36,26,42,25,120,40,27,38,38,49,15
2020년12월_남_10~19세,"1,961","1,225",42,64,67,74,47,144,63,53,44,60,63,15
2020년12월_남_20~29세,"2,420","1,214",68,119,90,114,73,214,99,84,83,106,119,37
2020년12월_남_30~39세,"2,109","1,015",68,92,108,144,67,205,74,76,79,74,65,42
2020년12월_남_40~49세,"3,443","1,547",97,182,142,251,129,333,128,149,104,147,159,75
2020년12월_남_50~59세,"4,827","1,705",178,293,234,304,250,469,227,252,242,273,259,141
2020년12월_남_60~69세,"4,820","1,475",221,296,255,357,290,447,274,265,243,284,267,146
2020년12월_남_70~79세,"3,344",858,153,240,149,317,218,284,203,215,175,214,222,96
2020년12월_남_80~89세,"1,513",362,96,128,76,125,113,97,65,139,78,115,78,41
2020년12월_남_90~99세,132,23,7,15,9,13,10,7,5,16,3,12,7,5
2020년12월_남_100세 이상,4,1,0,0,0,0,0,0,0,0,1,0,1,1
2020년12월_여_총인구수,"26,226","10,715","1,017","1,426","1,088","1,699","1,240","2,206","1,137","1,309","1,133","1,368","1,346",542
2020년12월_여_연령구간인구수,"26,226","10,715","1,017","1,426","1,088","1,699","1,240","2,206","1,137","1,309","1,133","1,368","1,346",542
2020년12월_여_0~9세,"1,220",803,22,19,47,56,24,95,28,22,29,31,31,13
2020년12월_여_10~19세,"1,762","1,127",27,52,57,74,31,134,46,49,43,53,53,16
2020년12월_여_20~29세,"1,885",986,52,88,84,93,57,171,52,62,77,76,61,26
2020년12월_여_30~39세,"1,794","1,053",44,68,65,81,47,151,62,36,47,58,60,22
2020년12월_여_40~49세,"2,702","1,565",56,77,83,134,64,202,92,88,74,113,113,41
2020년12월_여_50~59세,"4,018","1,728",132,207,164,210,200,398,185,169,168,176,210,71
2020년12월_여_60~69세,"4,809","1,501",229,264,196,396,273,447,301,268,208,286,308,132
2020년12월_여_70~79세,"4,364","1,125",225,334,194,405,277,337,212,308,241,318,271,117
2020년12월_여_80~89세,"3,154",723,189,271,165,223,234,236,132,267,213,222,195,84
2020년12월_여_90~99세,487,99,37,45,32,25,31,33,24,38,31,33,40,19
2020년12월_여_100세 이상,31,5,4,1,1,2,2,2,3,2,2,2,4,1
2021년01월_계_총인구수,"52,038","20,972","1,955","2,889","2,237","3,437","2,453","4,530","2,321","2,572","2,215","2,682","2,628","1,147"
2021년01월_계_연령구간인구수,"52,038","20,972","1,955","2,889","2,237","3,437","2,453","4,530","2,321","2,572","2,215","2,682","2,628","1,147"
2021년01월_계_0~9세,"2,536","1,640",44,62,75,97,49,212,71,48,65,70,77,26
2021년01월_계_10~19세,"3,732","2,362",65,115,123,150,78,279,110,99,89,116,117,29
2021년01월_계_20~29세,"4,263","2,181",118,202,166,204,130,383,157,143,160,178,178,63
2021년01월_계_30~39세,"3,876","2,054",106,157,171,229,113,354,136,114,125,130,122,65
2021년01월_계_40~49세,"6,116","3,103",152,261,226,380,189,534,221,231,178,255,276,110
2021년01월_계_50~59세,"8,815","3,440",314,492,402,508,444,864,404,420,404,450,462,211
2021년01월_계_60~69세,"9,660","2,982",450,567,448,758,562,909,580,533,453,566,577,275
2021년01월_계_70~79세,"7,715","1,997",376,572,344,719,493,626,416,520,411,529,495,217
2021년01월_계_80~89세,"4,671","1,089",282,402,239,352,350,326,195,407,293,340,272,124
2021년01월_계_90~99세,616,117,44,58,41,38,42,41,28,55,34,46,47,25
2021년01월_계_100세 이상,38,7,4,1,2,2,3,2,3,2,3,2,5,2
2021년01월_남_총인구수,"25,873","10,276",948,"1,465","1,155","1,734","1,218","2,329","1,185","1,266","1,086","1,315","1,287",609
2021년01월_남_연령구간인구수,"25,873","10,276",948,"1,465","1,155","1,734","1,218","2,329","1,185","1,266","1,086","1,315","1,287",609
2021년01월_남_0~9세,"1,330",849,24,39,27,42,25,119,41,24,38,40,47,15
2021년01월_남_10~19세,"1,964","1,225",40,63,67,76,47,145,63,52,46,60,65,15
2021년01월_남_20~29세,"2,399","1,202",69,118,86,109,73,216,104,83,81,104,117,37
2021년01월_남_30~39세,"2,100","1,016",62,92,105,146,67,205,73,78,78,70,65,43
2021년01월_남_40~49세,"3,426","1,545",98,182,143,245,129,332,129,145,102,143,162,71
2021년01월_남_50~59세,"4,811","1,707",181,289,238,302,244,467,227,249,240,274,253,140
2021년01월_남_60~69세,"4,842","1,479",219,300,256,361,290,455,277,267,244,282,270,142
2021년01월_남_70~79세,"3,358",867,155,241,148,315,221,288,202,213,173,213,223,99
2021년01월_남_80~89세,"1,508",363,93,127,76,126,112,94,64,139,80,116,77,41
2021년01월_남_90~99세,129,22,7,14,8,12,9,8,5,16,3,13,7,5
2021년01월_남_100세 이상,6,1,0,0,1,0,1,0,0,0,1,0,1,1
2021년01월_여_총인구수,"26,165","10,696","1,007","1,424","1,082","1,703","1,235","2,201","1,136","1,306","1,129","1,367","1,341",538
2021년01월_여_연령구간인구수,"26,165","10,696","1,007","1,424","1,082","1,703","1,235","2,201","1,136","1,306","1,129","1,367","1,341",538
2021년01월_여_0~9세,"1,206",791,20,23,48,55,24,93,30,24,27,30,30,11
2021년01월_여_10~19세,"1,768","1,137",25,52,56,74,31,134,47,47,43,56,52,14
2021년01월_여_20~29세,"1,864",979,49,84,80,95,57,167,53,60,79,74,61,26
2021년01월_여_30~39세,"1,776","1,038",44,65,66,83,46,149,63,36,47,60,57,22
2021년01월_여_40~49세,"2,690","1,558",54,79,83,135,60,202,92,86,76,112,114,39
2021년01월_여_50~59세,"4,004","1,733",133,203,164,206,200,397,177,171,164,176,209,71
2021년01월_여_60~69세,"4,818","1,503",231,267,192,397,272,454,303,266,209,284,307,133
2021년01월_여_70~79세,"4,357","1,130",221,331,196,404,272,338,214,307,238,316,272,118
2021년01월_여_80~89세,"3,163",726,189,275,163,226,238,232,131,268,213,224,195,83
2021년01월_여_90~99세,487,95,37,44,33,26,33,33,23,39,31,33,40,20
2021년01월_여_100세 이상,32,6,4,1,1,2,2,2,3,2,2,2,4,1
2021년02월_계_총인구수,"51,963","20,994","1,950","2,869","2,223","3,437","2,453","4,529","2,308","2,560","2,219","2,679","2,602","1,140"
2021년02월_계_연령구간인구수,"51,963","20,994","1,950","2,869","2,223","3,437","2,453","4,529","2,308","2,560","2,219","2,679","2,602","1,140"
2021년02월_계_0~9세,"2,531","1,646",42,58,73,102,47,210,70,48,64,73,74,24
2021년02월_계_10~19세,"3,705","2,355",64,116,119,148,83,282,108,93,87,107,114,29
2021년02월_계_20~29세,"4,218","2,168",115,192,161,202,128,372,153,144,164,183,175,61
2021년02월_계_30~39세,"3,856","2,043",111,158,169,225,112,353,135,115,121,125,122,67
2021년02월_계_40~49세,"6,113","3,115",152,261,225,383,188,532,218,224,179,257,268,111
2021년02월_계_50~59세,"8,798","3,461",308,482,398,507,444,865,402,416,409,441,459,206
2021년02월_계_60~69세,"9,684","2,995",454,567,451,761,561,915,580,530,450,575,570,275
2021년02월_계_70~79세,"7,707","1,993",373,572,344,714,493,626,413,525,411,529,497,217
2021년02월_계_80~89세,"4,688","1,094",281,403,239,354,350,330,198,407,298,339,272,123
2021년02월_계_90~99세,625,117,46,59,42,39,44,42,28,56,33,48,46,25
2021년02월_계_100세 이상,38,7,4,1,2,2,3,2,3,2,3,2,5,2
2021년02월_남_총인구수,"25,838","10,289",948,"1,456","1,150","1,734","1,220","2,325","1,181","1,259","1,089","1,311","1,272",604
2021년02월_남_연령구간인구수,"25,838","10,289",948,"1,456","1,150","1,734","1,220","2,325","1,181","1,259","1,089","1,311","1,272",604
2021년02월_남_0~9세,"1,328",853,23,38,26,44,24,117,40,24,38,42,46,13
2021년02월_남_10~19세,"1,945","1,221",40,63,63,75,48,143,64,50,45,56,62,15
2021년02월_남_20~29세,"2,383","1,196",66,115,85,108,72,211,105,82,85,106,116,36
2021년02월_남_30~39세,"2,089","1,007",67,91,106,145,67,204,74,79,74,68,65,42
2021년02월_남_40~49세,"3,430","1,559",97,182,140,246,128,330,127,141,104,145,158,73
2021년02월_남_50~59세,"4,802","1,720",178,285,234,303,243,470,225,247,242,269,250,136
2021년02월_남_60~69세,"4,856","1,483",220,299,259,362,295,456,276,267,242,286,268,143
2021년02월_남_70~79세,"3,356",862,157,240,150,314,219,289,201,216,174,210,225,99
2021년02월_남_80~89세,"1,505",364,92,128,76,125,112,96,65,136,81,115,74,41
2021년02월_남_90~99세,138,23,8,15,10,12,11,9,4,17,3,14,7,5
2021년02월_남_100세 이상,6,1,0,0,1,0,1,0,0,0,1,0,1,1
2021년02월_여_총인구수,"26,125","10,705","1,002","1,413","1,073","1,703","1,233","2,204","1,127","1,301","1,130","1,368","1,330",536
2021년02월_여_연령구간인구수,"26,125","10,705","1,002","1,413","1,073","1,703","1,233","2,204","1,127","1,301","1,130","1,368","1,330",536
2021년02월_여_0~9세,"1,203",793,19,20,47,58,23,93,30,24,26,31,28,11
2021년02월_여_10~19세,"1,760","1,134",24,53,56,73,35,139,44,43,42,51,52,14
2021년02월_여_20~29세,"1,835",972,49,77,76,94,56,161,48,62,79,77,59,25
2021년02월_여_30~39세,"1,767","1,036",44,67,63,80,45,149,61,36,47,57,57,25
2021년02월_여_40~49세,"2,683","1,556",55,79,85,137,60,202,91,83,75,112,110,38
2021년02월_여_50~59세,"3,996","1,741",130,197,164,204,201,395,177,169,167,172,209,70
2021년02월_여_60~69세,"4,828","1,512",234,268,192,399,266,459,304,263,208,289,302,132
2021년02월_여_70~79세,"4,351","1,131",216,332,194,400,274,337,212,309,237,319,272,118
2021년02월_여_80~89세,"3,183",730,189,275,163,229,238,234,133,271,217,224,198,82
2021년02월_여_90~99세,487,94,38,44,32,27,33,33,24,39,30,34,39,20
2021년02월_여_100세 이상,32,6,4,1,1,2,2,2,3,2,2,2,4,1
2021년03월_계_총인구수,"51,800","20,974","1,919","2,862","2,203","3,444","2,450","4,485","2,295","2,570","2,222","2,670","2,570","1,136"
2021년03월_계_연령구간인구수,"51,800","20,974","1,919","2,862","2,203","3,444","2,450","4,485","2,295","2,570","2,222","2,670","2,570","1,136"
2021년03월_계_0~9세,"2,529","1,649",40,59,71,100,49,205,71,49,64,70,74,28
2021년03월_계_10~19세,"3,667","2,330",61,118,110,156,80,280,106,91,89,105,110,31
2021년03월_계_20~29세,"4,181","2,150",113,190,155,200,129,371,152,147,165,174,174,61
2021년03월_계_30~39세,"3,853","2,047",107,157,171,228,108,352,133,114,119,133,124,60
2021년03월_계_40~49세,"6,073","3,107",147,261,224,385,188,512,218,225,179,252,258,117
2021년03월_계_50~59세,"8,730","3,471",296,474,390,495,433,844,401,415,412,442,451,206
2021년03월_계_60~69세,"9,741","3,003",457,575,455,772,574,925,576,535,448,573,570,278
2021년03월_계_70~79세,"7,684","2,001",371,564,342,711,487,622,410,529,411,529,493,214
2021년03월_계_80~89세,"4,688","1,096",277,403,240,358,356,328,197,405,301,339,270,118
2021년03월_계_90~99세,631,115,47,61,43,37,44,45,28,58,33,51,46,23
2021년03월_계_100세 이상,23,5,3,0,2,2,2,1,3,2,1,2,0,0
2021년03월_남_총인구수,"25,742","10,276",937,"1,447","1,143","1,734","1,215","2,293","1,169","1,266","1,092","1,303","1,263",604
2021년03월_남_연령구간인구수,"25,742","10,276",937,"1,447","1,143","1,734","1,215","2,293","1,169","1,266","1,092","1,303","1,263",604
2021년03월_남_0~9세,"1,330",859,22,37,24,43,26,116,40,25,38,40,46,14
2021년03월_남_10~19세,"1,922","1,209",39,62,60,77,47,140,63,49,47,54,60,15
2021년03월_남_20~29세,"2,350","1,182",64,111,83,106,71,209,104,82,85,101,116,36
2021년03월_남_30~39세,"2,088","1,009",65,91,107,148,63,202,74,79,72,72,67,39
2021년03월_남_40~49세,"3,409","1,550",98,179,143,246,128,316,125,145,105,143,154,77
2021년03월_남_50~59세,"4,775","1,728",171,283,228,296,239,464,225,245,244,268,247,137
2021년03월_남_60~69세,"4,887","1,489",223,305,261,367,299,454,273,270,243,284,270,149
2021년03월_남_70~79세,"3,342",864,156,238,149,314,218,285,196,219,171,214,223,95
2021년03월_남_80~89세,"1,498",365,90,125,76,126,112,99,64,135,84,111,73,38
2021년03월_남_90~99세,139,21,9,16,11,11,11,8,5,17,3,16,7,4
2021년03월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년03월_여_총인구수,"26,058","10,698",982,"1,415","1,060","1,710","1,235","2,192","1,126","1,304","1,130","1,367","1,307",532
2021년03월_여_연령구간인구수,"26,058","10,698",982,"1,415","1,060","1,710","1,235","2,192","1,126","1,304","1,130","1,367","1,307",532
2021년03월_여_0~9세,"1,199",790,18,22,47,57,23,89,31,24,26,30,28,14
2021년03월_여_10~19세,"1,745","1,121",22,56,50,79,33,140,43,42,42,51,50,16
2021년03월_여_20~29세,"1,831",968,49,79,72,94,58,162,48,65,80,73,58,25
2021년03월_여_30~39세,"1,765","1,038",42,66,64,80,45,150,59,35,47,61,57,21
2021년03월_여_40~49세,"2,664","1,557",49,82,81,139,60,196,93,80,74,109,104,40
2021년03월_여_50~59세,"3,955","1,743",125,191,162,199,194,380,176,170,168,174,204,69
2021년03월_여_60~69세,"4,854","1,514",234,270,194,405,275,471,303,265,205,289,300,129
2021년03월_여_70~79세,"4,342","1,137",215,326,193,397,269,337,214,310,240,315,270,119
2021년03월_여_80~89세,"3,190",731,187,278,164,232,244,229,133,270,217,228,197,80
2021년03월_여_90~99세,492,94,38,45,32,26,33,37,23,41,30,35,39,19
2021년03월_여_100세 이상,21,5,3,0,1,2,1,1,3,2,1,2,0,0
2021년04월_계_총인구수,"51,686","20,948","1,904","2,865","2,204","3,428","2,455","4,468","2,284","2,553","2,213","2,665","2,558","1,141"
2021년04월_계_연령구간인구수,"51,686","20,948","1,904","2,865","2,204","3,428","2,455","4,468","2,284","2,553","2,213","2,665","2,558","1,141"
2021년04월_계_0~9세,"2,514","1,645",40,57,66,101,47,203,71,48,62,71,74,29
2021년04월_계_10~19세,"3,643","2,316",57,119,109,151,82,283,101,91,87,107,107,33
2021년04월_계_20~29세,"4,180","2,150",112,194,158,199,131,364,153,150,164,172,170,63
2021년04월_계_30~39세,"3,817","2,038",103,155,173,224,103,348,134,113,118,130,121,57
2021년04월_계_40~49세,"6,043","3,104",140,260,222,380,191,510,212,220,176,254,255,119
2021년04월_계_50~59세,"8,705","3,453",297,475,393,493,436,841,395,414,408,443,451,206
2021년04월_계_60~69세,"9,763","3,032",454,582,455,771,572,917,580,529,456,566,571,278
2021년04월_계_70~79세,"7,695","1,998",375,563,340,715,490,625,411,531,407,528,497,215
2021년04월_계_80~89세,"4,676","1,097",276,401,244,353,357,329,196,398,300,341,266,118
2021년04월_계_90~99세,628,110,48,59,42,39,44,47,28,57,34,51,46,23
2021년04월_계_100세 이상,22,5,2,0,2,2,2,1,3,2,1,2,0,0
2021년04월_남_총인구수,"25,685","10,250",931,"1,443","1,145","1,722","1,226","2,290","1,167","1,257","1,088","1,300","1,260",606
2021년04월_남_연령구간인구수,"25,685","10,250",931,"1,443","1,145","1,722","1,226","2,290","1,167","1,257","1,088","1,300","1,260",606
2021년04월_남_0~9세,"1,321",857,22,35,22,42,24,116,41,25,36,40,46,15
2021년04월_남_10~19세,"1,911","1,204",38,61,60,76,50,139,61,48,46,55,57,16
2021년04월_남_20~29세,"2,354","1,183",63,113,84,105,73,206,106,85,85,100,114,37
2021년04월_남_30~39세,"2,066","1,001",63,90,110,144,61,201,74,78,72,71,65,36
2021년04월_남_40~49세,"3,385","1,546",94,175,140,242,131,311,122,142,106,143,154,79
2021년04월_남_50~59세,"4,773","1,721",174,287,232,295,243,465,223,243,239,268,247,136
2021년04월_남_60~69세,"4,892","1,495",222,305,261,366,298,454,275,267,248,279,272,150
2021년04월_남_70~79세,"3,352",862,157,237,146,317,221,288,197,221,170,216,225,95
2021년04월_남_80~89세,"1,491",361,89,125,78,124,113,101,63,131,83,113,72,38
2021년04월_남_90~99세,138,20,9,15,11,11,11,9,5,17,3,15,8,4
2021년04월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년04월_여_총인구수,"26,001","10,698",973,"1,422","1,059","1,706","1,229","2,178","1,117","1,296","1,125","1,365","1,298",535
2021년04월_여_연령구간인구수,"26,001","10,698",973,"1,422","1,059","1,706","1,229","2,178","1,117","1,296","1,125","1,365","1,298",535
2021년04월_여_0~9세,"1,193",788,18,22,44,59,23,87,30,23,26,31,28,14
2021년04월_여_10~19세,"1,732","1,112",19,58,49,75,32,144,40,43,41,52,50,17
2021년04월_여_20~29세,"1,826",967,49,81,74,94,58,158,47,65,79,72,56,26
2021년04월_여_30~39세,"1,751","1,037",40,65,63,80,42,147,60,35,46,59,56,21
2021년04월_여_40~49세,"2,658","1,558",46,85,82,138,60,199,90,78,70,111,101,40
2021년04월_여_50~59세,"3,932","1,732",123,188,161,198,193,376,172,171,169,175,204,70
2021년04월_여_60~69세,"4,871","1,537",232,277,194,405,274,463,305,262,208,287,299,128
2021년04월_여_70~79세,"4,343","1,136",218,326,194,398,269,337,214,310,237,312,272,120
2021년04월_여_80~89세,"3,185",736,187,276,166,229,244,228,133,267,217,228,194,80
2021년04월_여_90~99세,490,90,39,44,31,28,33,38,23,40,31,36,38,19
2021년04월_여_100세 이상,20,5,2,0,1,2,1,1,3,2,1,2,0,0
2021년05월_계_총인구수,"51,547","20,953","1,909","2,842","2,204","3,402","2,436","4,435","2,276","2,534","2,211","2,654","2,548","1,143"
2021년05월_계_연령구간인구수,"51,547","20,953","1,909","2,842","2,204","3,402","2,436","4,435","2,276","2,534","2,211","2,654","2,548","1,143"
2021년05월_계_0~9세,"2,483","1,622",41,60,66,98,47,202,71,47,59,71,71,28
2021년05월_계_10~19세,"3,646","2,333",58,118,111,151,80,275,99,97,85,103,104,32
2021년05월_계_20~29세,"4,172","2,167",109,190,152,196,130,357,153,150,167,173,164,64
2021년05월_계_30~39세,"3,766","2,022",103,154,168,220,102,341,134,112,112,126,116,56
2021년05월_계_40~49세,"5,980","3,083",140,247,219,372,190,509,207,216,173,251,252,121
2021년05월_계_50~59세,"8,699","3,468",299,465,396,491,429,838,399,405,409,444,449,207
2021년05월_계_60~69세,"9,770","3,039",458,583,460,762,566,911,566,529,464,568,581,283
2021년05월_계_70~79세,"7,705","2,008",375,567,341,714,487,623,421,526,407,523,499,214
2021년05월_계_80~89세,"4,674","1,094",275,398,247,357,359,329,197,395,297,341,268,117
2021년05월_계_90~99세,630,112,49,60,42,39,44,49,26,55,37,52,44,21
2021년05월_계_100세 이상,22,5,2,0,2,2,2,1,3,2,1,2,0,0
2021년05월_남_총인구수,"25,629","10,261",933,"1,424","1,148","1,712","1,218","2,275","1,164","1,248","1,089","1,295","1,257",605
2021년05월_남_연령구간인구수,"25,629","10,261",933,"1,424","1,148","1,712","1,218","2,275","1,164","1,248","1,089","1,295","1,257",605
