카테고리,경상남도 밀양시,경상남도 밀양시 삼랑진읍,경상남도 밀양시 삼랑진임천출장소,경상남도 밀양시 하남읍,경상남도 밀양시 부북면,경상남도 밀양시 상동면,경상남도 밀양시 산외면,경상남도 밀양시 산내면,경상남도 밀양시 단장면,경상남도 밀양시 상남면,경상남도 밀양시 초동면,경상남도 밀양시 무안면,경상남도 밀양시 청도면,경상남도 밀양시 내일동,경상남도 밀양시 내이동,경상남도 밀양시 삼문동,경상남도 밀양시 가곡동,경상남도 밀양시 교동
2020년06월_여_총인구수,"53,637","2,768",653,"3,631","2,580","1,627","1,408","1,935","2,207","4,355","1,739","2,623",916,"1,464","7,575","10,711","4,307","3,138"
2020년06월_여_연령구간인구수,"53,637","2,768",653,"3,631","2,580","1,627","1,408","1,935","2,207","4,355","1,739","2,623",916,"1,464","7,575","10,711","4,307","3,138"
2020년06월_여_0~9세,"2,846",74,11,137,63,40,31,50,36,251,39,53,21,44,623,979,191,203
2020년06월_여_10~19세,"3,788",125,23,206,116,44,59,97,68,263,69,125,25,71,625,"1,241",340,291
2020년06월_여_20~29세,"3,911",152,51,215,131,62,71,77,101,275,73,131,26,94,799,959,383,311
2020년06월_여_30~39세,"4,314",138,27,224,142,67,72,79,110,342,63,107,34,100,926,"1,233",337,313
2020년06월_여_40~49세,"6,171",217,37,317,205,86,111,135,134,445,111,185,45,146,"1,112","1,852",568,465
2020년06월_여_50~59세,"9,415",493,102,631,467,293,266,364,452,763,288,409,152,270,"1,368","1,761",731,605
2020년06월_여_60~69세,"10,566",693,169,821,626,458,342,496,619,847,477,639,234,335,"1,141","1,381",788,500
2020년06월_여_70~79세,"7,116",508,120,591,453,297,249,348,365,663,329,488,189,252,598,797,582,287
2020년06월_여_80~89세,"4,755",312,98,427,319,239,175,252,278,440,252,409,165,133,323,445,343,145
2020년06월_여_90~99세,717,54,15,56,57,41,30,36,42,59,35,74,25,16,58,61,43,15
2020년06월_여_100세 이상,38,2,0,6,1,0,2,1,2,7,3,3,0,3,2,2,1,3
2020년07월_계_총인구수,"105,099","5,430","1,283","7,229","5,311","3,113","2,867","3,969","4,361","8,583","3,449","5,125","1,767","2,832","15,066","20,564","8,094","6,056"
2020년07월_계_연령구간인구수,"105,099","5,430","1,283","7,229","5,311","3,113","2,867","3,969","4,361","8,583","3,449","5,125","1,767","2,832","15,066","20,564","8,094","6,056"
2020년07월_계_0~9세,"5,762",148,20,292,143,67,69,97,81,485,79,122,36,73,"1,257","2,020",395,378
2020년07월_계_10~19세,"7,980",251,48,441,258,97,133,216,155,550,139,280,56,156,"1,330","2,603",676,591
2020년07월_계_20~29세,"9,201",341,109,506,376,168,192,222,253,683,183,319,73,257,"1,844","2,201",812,662
2020년07월_계_30~39세,"9,051",328,71,516,358,162,170,192,252,703,162,254,71,208,"1,956","2,271",720,657
2020년07월_계_40~49세,"13,154",533,105,800,492,216,272,376,332,"1,036",315,417,122,314,"2,287","3,520","1,096",921
2020년07월_계_50~59세,"19,038","1,029",230,"1,338","1,054",567,574,762,912,"1,525",601,918,287,561,"2,679","3,376","1,475","1,150"
2020년07월_계_60~69세,"20,567","1,359",324,"1,581","1,293",902,690,"1,028","1,245","1,741",930,"1,267",503,608,"2,158","2,517","1,450",971
2020년07월_계_70~79세,"12,551",917,215,"1,062",787,553,480,677,691,"1,145",625,861,348,434,"1,007","1,338",914,497
2020년07월_계_80~89세,"6,868",456,141,618,483,333,252,353,386,634,369,595,240,196,468,636,498,210
2020년07월_계_90~99세,881,66,20,68,66,48,32,45,51,74,42,89,31,19,78,79,57,16
2020년07월_계_100세 이상,46,2,0,7,1,0,3,1,3,7,4,3,0,6,2,3,1,3
2020년07월_남_총인구수,"51,484","2,667",636,"3,609","2,724","1,488","1,461","2,022","2,151","4,251","1,710","2,507",856,"1,380","7,444","9,889","3,767","2,922"
2020년07월_남_연령구간인구수,"51,484","2,667",636,"3,609","2,724","1,488","1,461","2,022","2,151","4,251","1,710","2,507",856,"1,380","7,444","9,889","3,767","2,922"
2020년07월_남_0~9세,"2,939",75,10,156,78,30,38,48,44,239,41,69,17,33,629,"1,047",210,175
2020년07월_남_10~19세,"4,198",126,26,234,141,52,76,115,86,291,72,158,29,86,694,"1,375",332,305
2020년07월_남_20~29세,"5,308",195,59,300,247,108,122,143,155,409,110,186,50,164,"1,040","1,243",422,355
2020년07월_남_30~39세,"4,784",193,44,294,217,95,98,116,142,377,102,146,39,109,"1,028","1,063",382,339
2020년07월_남_40~49세,"6,959",313,69,483,283,129,161,239,195,589,201,233,79,170,"1,163","1,669",526,457
2020년07월_남_50~59세,"9,627",535,130,707,584,276,306,400,462,767,314,511,131,288,"1,305","1,620",738,553
2020년07월_남_60~69세,"9,990",676,154,763,668,442,350,526,623,889,454,631,270,273,"1,023","1,124",661,463
2020년07월_남_70~79세,"5,417",398,97,467,332,256,230,326,325,484,291,377,158,188,402,539,336,211
2020년07월_남_80~89세,"2,092",144,42,192,163,93,77,103,111,189,117,180,78,63,141,190,147,62
2020년07월_남_90~99세,163,12,5,12,11,7,2,6,7,17,7,16,5,4,19,18,13,2
2020년07월_남_100세 이상,7,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1,0,0
2020년07월_여_총인구수,"53,615","2,763",647,"3,620","2,587","1,625","1,406","1,947","2,210","4,332","1,739","2,618",911,"1,452","7,622","10,675","4,327","3,134"
2020년07월_여_연령구간인구수,"53,615","2,763",647,"3,620","2,587","1,625","1,406","1,947","2,210","4,332","1,739","2,618",911,"1,452","7,622","10,675","4,327","3,134"
2020년07월_여_0~9세,"2,823",73,10,136,65,37,31,49,37,246,38,53,19,40,628,973,185,203
2020년07월_여_10~19세,"3,782",125,22,207,117,45,57,101,69,259,67,122,27,70,636,"1,228",344,286
2020년07월_여_20~29세,"3,893",146,50,206,129,60,70,79,98,274,73,133,23,93,804,958,390,307
2020년07월_여_30~39세,"4,267",135,27,222,141,67,72,76,110,326,60,108,32,99,928,"1,208",338,318
2020년07월_여_40~49세,"6,195",220,36,317,209,87,111,137,137,447,114,184,43,144,"1,124","1,851",570,464
2020년07월_여_50~59세,"9,411",494,100,631,470,291,268,362,450,758,287,407,156,273,"1,374","1,756",737,597
2020년07월_여_60~69세,"10,577",683,170,818,625,460,340,502,622,852,476,636,233,335,"1,135","1,393",789,508
2020년07월_여_70~79세,"7,134",519,118,595,455,297,250,351,366,661,334,484,190,246,605,799,578,286
2020년07월_여_80~89세,"4,776",312,99,426,320,240,175,250,275,445,252,415,162,133,327,446,351,148
2020년07월_여_90~99세,718,54,15,56,55,41,30,39,44,57,35,73,26,15,59,61,44,14
2020년07월_여_100세 이상,39,2,0,6,1,0,2,1,2,7,3,3,0,4,2,2,1,3
2020년08월_계_총인구수,"105,026","5,425","1,291","7,205","5,293","3,100","2,848","3,950","4,355","8,502","3,431","5,100","1,764","2,811","15,384","20,477","8,073","6,017"
2020년08월_계_연령구간인구수,"105,026","5,425","1,291","7,205","5,293","3,100","2,848","3,950","4,355","8,502","3,431","5,100","1,764","2,811","15,384","20,477","8,073","6,017"
2020년08월_계_0~9세,"5,754",150,20,295,140,67,67,93,80,467,78,123,36,67,"1,307","2,004",387,373
2020년08월_계_10~19세,"7,951",255,50,438,249,96,128,216,152,539,136,276,59,154,"1,346","2,601",672,584
2020년08월_계_20~29세,"9,172",337,111,502,385,166,189,220,256,672,175,311,73,255,"1,877","2,183",799,661
2020년08월_계_30~39세,"9,027",331,68,510,347,155,167,190,251,686,161,256,70,206,"2,030","2,239",716,644
2020년08월_계_40~49세,"13,098",530,107,789,486,217,264,369,329,"1,020",313,405,127,311,"2,322","3,511","1,090",908
2020년08월_계_50~59세,"18,974","1,015",231,"1,330","1,051",560,574,755,907,"1,507",598,911,281,558,"2,725","3,358","1,467","1,146"
2020년08월_계_60~69세,"20,688","1,366",327,"1,586","1,297",906,695,"1,032","1,248","1,748",931,"1,274",505,602,"2,201","2,534","1,462",974
2020년08월_계_70~79세,"12,559",913,214,"1,063",787,548,477,680,693,"1,141",628,860,344,435,"1,020","1,336",920,500
2020년08월_계_80~89세,"6,865",459,144,617,482,335,250,345,386,641,365,592,239,197,474,630,501,208
2020년08월_계_90~99세,893,67,19,68,68,50,34,49,50,75,42,89,30,20,80,78,58,16
2020년08월_계_100세 이상,45,2,0,7,1,0,3,1,3,6,4,3,0,6,2,3,1,3
2020년08월_남_총인구수,"51,453","2,663",639,"3,591","2,710","1,487","1,452","2,017","2,152","4,213","1,700","2,491",859,"1,370","7,591","9,863","3,753","2,902"
2020년08월_남_연령구간인구수,"51,453","2,663",639,"3,591","2,710","1,487","1,452","2,017","2,152","4,213","1,700","2,491",859,"1,370","7,591","9,863","3,753","2,902"
2020년08월_남_0~9세,"2,931",76,10,158,75,32,36,47,44,229,39,69,17,31,645,"1,044",204,175
2020년08월_남_10~19세,"4,182",129,25,234,135,52,72,113,83,288,71,153,30,84,706,"1,378",330,299
2020년08월_남_20~29세,"5,283",193,60,295,253,108,121,144,157,402,104,178,51,166,"1,056","1,229",411,355
2020년08월_남_30~39세,"4,783",196,42,290,211,90,96,115,142,370,103,149,39,106,"1,068","1,050",378,338
2020년08월_남_40~49세,"6,930",310,70,476,280,133,155,236,196,579,198,228,82,170,"1,177","1,669",527,444
2020년08월_남_50~59세,"9,595",521,130,706,580,274,306,397,462,759,313,509,128,285,"1,328","1,611",735,551
2020년08월_남_60~69세,"10,047",682,157,761,670,442,355,530,623,892,454,631,273,271,"1,044","1,131",669,462
2020년08월_남_70~79세,"5,437",397,98,468,332,255,231,327,329,487,293,378,156,188,403,542,338,215
2020년08월_남_80~89세,"2,092",146,43,190,163,93,76,102,109,189,117,181,78,63,144,190,147,61
2020년08월_남_90~99세,166,13,4,12,11,8,3,6,6,18,7,15,5,4,20,18,14,2
2020년08월_남_100세 이상,7,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1,0,0
2020년08월_여_총인구수,"53,573","2,762",652,"3,614","2,583","1,613","1,396","1,933","2,203","4,289","1,731","2,609",905,"1,441","7,793","10,614","4,320","3,115"
2020년08월_여_연령구간인구수,"53,573","2,762",652,"3,614","2,583","1,613","1,396","1,933","2,203","4,289","1,731","2,609",905,"1,441","7,793","10,614","4,320","3,115"
2020년08월_여_0~9세,"2,823",74,10,137,65,35,31,46,36,238,39,54,19,36,662,960,183,198
2020년08월_여_10~19세,"3,769",126,25,204,114,44,56,103,69,251,65,123,29,70,640,"1,223",342,285
2020년08월_여_20~29세,"3,889",144,51,207,132,58,68,76,99,270,71,133,22,89,821,954,388,306
2020년08월_여_30~39세,"4,244",135,26,220,136,65,71,75,109,316,58,107,31,100,962,"1,189",338,306
2020년08월_여_40~49세,"6,168",220,37,313,206,84,109,133,133,441,115,177,45,141,"1,145","1,842",563,464
2020년08월_여_50~59세,"9,379",494,101,624,471,286,268,358,445,748,285,402,153,273,"1,397","1,747",732,595
2020년08월_여_60~69세,"10,641",684,170,825,627,464,340,502,625,856,477,643,232,331,"1,157","1,403",793,512
2020년08월_여_70~79세,"7,122",516,116,595,455,293,246,353,364,654,335,482,188,247,617,794,582,285
2020년08월_여_80~89세,"4,773",313,101,427,319,242,174,243,277,452,248,411,161,134,330,440,354,147
2020년08월_여_90~99세,727,54,15,56,57,42,31,43,44,57,35,74,25,16,60,60,44,14
2020년08월_여_100세 이상,38,2,0,6,1,0,2,1,2,6,3,3,0,4,2,2,1,3
2020년09월_계_총인구수,"104,932","5,410","1,290","7,178","5,279","3,104","2,832","3,938","4,347","8,464","3,427","5,069","1,757","2,812","15,522","20,440","8,077","5,986"
2020년09월_계_연령구간인구수,"104,932","5,410","1,290","7,178","5,279","3,104","2,832","3,938","4,347","8,464","3,427","5,069","1,757","2,812","15,522","20,440","8,077","5,986"
2020년09월_계_0~9세,"5,704",146,19,283,133,65,64,92,79,466,78,115,34,73,"1,313","1,985",391,368
2020년09월_계_10~19세,"7,915",257,51,438,248,97,127,212,155,527,133,276,60,151,"1,347","2,598",664,574
2020년09월_계_20~29세,"9,191",334,113,503,383,163,184,224,251,671,173,315,75,255,"1,901","2,184",804,658
2020년09월_계_30~39세,"9,001",332,70,497,338,157,163,189,246,672,165,251,71,205,"2,058","2,229",724,634
2020년09월_계_40~49세,"13,042",524,100,783,490,215,260,362,329,"1,012",310,397,125,316,"2,343","3,496","1,083",897
2020년09월_계_50~59세,"18,901","1,004",229,"1,332","1,047",552,569,744,907,"1,510",593,895,283,557,"2,735","3,346","1,461","1,137"
2020년09월_계_60~69세,"20,837","1,373",330,"1,595","1,303",919,701,"1,041","1,255","1,750",934,"1,285",499,597,"2,242","2,554","1,467",992
2020년09월_계_70~79세,"12,547",907,215,"1,060",791,548,475,679,689,"1,143",631,857,339,433,"1,023","1,335",921,501
2020년09월_계_80~89세,"6,844",466,143,612,477,334,250,345,384,630,364,587,242,199,478,628,499,206
2020년09월_계_90~99세,905,66,20,67,68,54,36,49,49,77,42,88,29,20,80,82,62,16
2020년09월_계_100세 이상,45,1,0,8,1,0,3,1,3,6,4,3,0,6,2,3,1,3
2020년09월_남_총인구수,"51,425","2,662",640,"3,585","2,699","1,494","1,447","2,017","2,147","4,193","1,701","2,470",854,"1,375","7,651","9,860","3,749","2,881"
2020년09월_남_연령구간인구수,"51,425","2,662",640,"3,585","2,699","1,494","1,447","2,017","2,147","4,193","1,701","2,470",854,"1,375","7,651","9,860","3,749","2,881"
2020년09월_남_0~9세,"2,898",73,9,153,73,31,34,47,43,225,38,62,15,38,644,"1,035",208,170
2020년09월_남_10~19세,"4,166",132,25,236,132,54,72,109,84,281,71,152,30,81,701,"1,383",325,298
2020년09월_남_20~29세,"5,291",191,63,296,249,106,117,151,155,399,101,176,53,166,"1,074","1,231",411,352
2020년09월_남_30~39세,"4,776",198,43,283,206,92,94,115,140,364,104,146,40,105,"1,075","1,056",386,329
2020년09월_남_40~49세,"6,891",308,66,475,286,131,155,232,192,573,196,225,81,171,"1,185","1,652",521,442
2020년09월_남_50~59세,"9,574",516,129,707,576,274,304,391,464,767,316,500,130,286,"1,336","1,604",727,547
2020년09월_남_60~69세,"10,135",688,159,768,670,452,358,537,629,895,453,637,269,271,"1,062","1,146",675,466
2020년09월_남_70~79세,"5,427",393,98,463,336,253,228,328,326,490,296,376,154,187,407,540,337,215
2020년09월_남_80~89세,"2,090",150,44,191,160,90,80,101,107,181,118,181,78,64,147,194,144,60
2020년09월_남_90~99세,170,13,4,12,11,11,4,6,6,18,7,15,4,4,20,18,15,2
2020년09월_남_100세 이상,7,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1,0,0
2020년09월_여_총인구수,"53,507","2,748",650,"3,593","2,580","1,610","1,385","1,921","2,200","4,271","1,726","2,599",903,"1,437","7,871","10,580","4,328","3,105"
2020년09월_여_연령구간인구수,"53,507","2,748",650,"3,593","2,580","1,610","1,385","1,921","2,200","4,271","1,726","2,599",903,"1,437","7,871","10,580","4,328","3,105"
2020년09월_여_0~9세,"2,806",73,10,130,60,34,30,45,36,241,40,53,19,35,669,950,183,198
2020년09월_여_10~19세,"3,749",125,26,202,116,43,55,103,71,246,62,124,30,70,646,"1,215",339,276
2020년09월_여_20~29세,"3,900",143,50,207,134,57,67,73,96,272,72,139,22,89,827,953,393,306
2020년09월_여_30~39세,"4,225",134,27,214,132,65,69,74,106,308,61,105,31,100,983,"1,173",338,305
2020년09월_여_40~49세,"6,151",216,34,308,204,84,105,130,137,439,114,172,44,145,"1,158","1,844",562,455
2020년09월_여_50~59세,"9,327",488,100,625,471,278,265,353,443,743,277,395,153,271,"1,399","1,742",734,590
2020년09월_여_60~69세,"10,702",685,171,827,633,467,343,504,626,855,481,648,230,326,"1,180","1,408",792,526
2020년09월_여_70~79세,"7,120",514,117,597,455,295,247,351,363,653,335,481,185,246,616,795,584,286
2020년09월_여_80~89세,"4,754",316,99,421,317,244,170,244,277,449,246,406,164,135,331,434,355,146
2020년09월_여_90~99세,735,53,16,55,57,43,32,43,43,59,35,73,25,16,60,64,47,14
2020년09월_여_100세 이상,38,1,0,7,1,0,2,1,2,6,3,3,0,4,2,2,1,3
2020년10월_계_총인구수,"104,924","5,400","1,292","7,169","5,271","3,092","2,838","3,936","4,344","8,462","3,429","5,058","1,756","2,790","15,645","20,445","8,069","5,928"
2020년10월_계_연령구간인구수,"104,924","5,400","1,292","7,169","5,271","3,092","2,838","3,936","4,344","8,462","3,429","5,058","1,756","2,790","15,645","20,445","8,069","5,928"
2020년10월_계_0~9세,"5,662",147,20,282,124,63,63,91,77,462,79,119,33,68,"1,310","1,983",387,354
2020년10월_계_10~19세,"7,894",254,47,437,248,98,126,213,154,530,134,271,59,150,"1,357","2,599",651,566
2020년10월_계_20~29세,"9,211",336,113,495,383,160,187,224,252,670,172,319,78,251,"1,922","2,193",808,648
2020년10월_계_30~39세,"8,958",322,71,497,331,152,160,188,252,672,164,253,70,197,"2,077","2,213",718,621
2020년10월_계_40~49세,"13,014",518,100,775,487,213,263,358,323,"1,010",312,391,125,312,"2,365","3,487","1,085",890
2020년10월_계_50~59세,"18,854",999,229,"1,331","1,047",542,567,741,907,"1,498",590,890,282,554,"2,754","3,341","1,461","1,121"
2020년10월_계_60~69세,"20,961","1,381",334,"1,608","1,313",933,707,"1,048","1,248","1,757",936,"1,285",498,601,"2,262","2,575","1,471","1,004"
2020년10월_계_70~79세,"12,573",913,216,"1,056",793,546,475,673,694,"1,152",631,849,340,428,"1,038","1,339",927,503
2020년10월_계_80~89세,"6,858",464,143,616,477,334,251,349,384,628,367,595,242,202,479,630,498,199
2020년10월_계_90~99세,894,65,19,65,67,51,36,50,50,77,40,83,29,21,78,82,62,19
2020년10월_계_100세 이상,45,1,0,7,1,0,3,1,3,6,4,3,0,6,3,3,1,3
2020년10월_남_총인구수,"51,422","2,657",642,"3,578","2,696","1,487","1,449","2,016","2,151","4,190","1,701","2,462",851,"1,359","7,703","9,876","3,752","2,852"
2020년10월_남_연령구간인구수,"51,422","2,657",642,"3,578","2,696","1,487","1,449","2,016","2,151","4,190","1,701","2,462",851,"1,359","7,703","9,876","3,752","2,852"
2020년10월_남_0~9세,"2,885",75,10,154,69,30,33,48,44,224,39,65,14,34,637,"1,040",205,164
2020년10월_남_10~19세,"4,157",131,25,234,134,54,72,110,81,280,71,148,29,82,707,"1,387",320,292
2020년10월_남_20~29세,"5,300",192,63,294,244,104,119,150,158,401,102,180,56,164,"1,072","1,235",415,351
2020년10월_남_30~39세,"4,742",192,44,286,200,89,91,111,145,359,103,144,39,100,"1,083","1,050",383,323
2020년10월_남_40~49세,"6,892",306,66,471,289,132,158,228,190,577,196,222,81,166,"1,199","1,649",525,437
2020년10월_남_50~59세,"9,548",512,128,701,571,267,305,396,462,763,314,499,129,285,"1,350","1,596",730,540
2020년10월_남_60~69세,"10,193",691,161,777,680,459,359,538,627,890,454,631,269,274,"1,073","1,164",675,471
2020년10월_남_70~79세,"5,439",397,97,460,337,253,226,326,329,496,297,373,153,184,414,545,338,214
2020년10월_남_80~89세,"2,089",148,45,190,160,89,81,103,108,182,117,185,77,64,147,192,145,56
2020년10월_남_90~99세,170,13,3,10,12,10,4,6,6,18,7,15,4,4,21,17,16,4
2020년10월_남_100세 이상,7,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1,0,0
2020년10월_여_총인구수,"53,502","2,743",650,"3,591","2,575","1,605","1,389","1,920","2,193","4,272","1,728","2,596",905,"1,431","7,942","10,569","4,317","3,076"
2020년10월_여_연령구간인구수,"53,502","2,743",650,"3,591","2,575","1,605","1,389","1,920","2,193","4,272","1,728","2,596",905,"1,431","7,942","10,569","4,317","3,076"
2020년10월_여_0~9세,"2,777",72,10,128,55,33,30,43,33,238,40,54,19,34,673,943,182,190
2020년10월_여_10~19세,"3,737",123,22,203,114,44,54,103,73,250,63,123,30,68,650,"1,212",331,274
2020년10월_여_20~29세,"3,911",144,50,201,139,56,68,74,94,269,70,139,22,87,850,958,393,297
2020년10월_여_30~39세,"4,216",130,27,211,131,63,69,77,107,313,61,109,31,97,994,"1,163",335,298
2020년10월_여_40~49세,"6,122",212,34,304,198,81,105,130,133,433,116,169,44,146,"1,166","1,838",560,453
2020년10월_여_50~59세,"9,306",487,101,630,476,275,262,345,445,735,276,391,153,269,"1,404","1,745",731,581
2020년10월_여_60~69세,"10,768",690,173,831,633,474,348,510,621,867,482,654,229,327,"1,189","1,411",796,533
2020년10월_여_70~79세,"7,134",516,119,596,456,293,249,347,365,656,334,476,187,244,624,794,589,289
2020년10월_여_80~89세,"4,769",316,98,426,317,245,170,246,276,446,250,410,165,138,332,438,353,143
2020년10월_여_90~99세,724,52,16,55,55,41,32,44,44,59,33,68,25,17,57,65,46,15
2020년10월_여_100세 이상,38,1,0,6,1,0,2,1,2,6,3,3,0,4,3,2,1,3
2020년11월_계_총인구수,"104,868","5,391","1,292","7,174","5,251","3,082","2,821","3,948","4,327","8,480","3,431","5,054","1,758","2,781","15,754","20,397","8,025","5,902"
2020년11월_계_연령구간인구수,"104,868","5,391","1,292","7,174","5,251","3,082","2,821","3,948","4,327","8,480","3,431","5,054","1,758","2,781","15,754","20,397","8,025","5,902"
2020년11월_계_0~9세,"5,627",144,19,283,120,64,59,91,78,463,80,114,31,68,"1,315","1,968",380,350
2020년11월_계_10~19세,"7,867",249,48,433,243,94,123,216,152,530,132,266,58,147,"1,375","2,600",642,559
2020년11월_계_20~29세,"9,203",337,117,498,383,162,187,221,247,672,170,322,83,243,"1,933","2,173",804,651
2020년11월_계_30~39세,"8,937",322,71,500,328,148,153,190,252,673,166,250,68,194,"2,096","2,198",712,616
2020년11월_계_40~49세,"12,977",512,97,762,484,211,257,362,322,"1,013",308,387,127,312,"2,387","3,486","1,066",884
2020년11월_계_50~59세,"18,795",997,236,"1,332","1,030",538,564,738,895,"1,508",591,889,279,549,"2,767","3,315","1,454","1,113"
2020년11월_계_60~69세,"21,039","1,384",325,"1,613","1,321",933,714,"1,052","1,254","1,757",938,"1,294",497,612,"2,273","2,589","1,477","1,006"
2020년11월_계_70~79세,"12,622",920,218,"1,063",794,547,472,674,694,"1,151",634,852,341,427,"1,050","1,355",931,499
2020년11월_계_80~89세,"6,856",461,142,617,479,334,252,352,380,630,368,594,245,202,476,628,496,200
2020년11월_계_90~99세,898,63,19,66,68,51,36,52,50,77,40,83,29,20,79,82,62,21
2020년11월_계_100세 이상,47,2,0,7,1,0,4,0,3,6,4,3,0,7,3,3,1,3
2020년11월_남_총인구수,"51,374","2,657",640,"3,582","2,693","1,485","1,442","2,021","2,141","4,198","1,697","2,462",852,"1,354","7,753","9,835","3,716","2,846"
2020년11월_남_연령구간인구수,"51,374","2,657",640,"3,582","2,693","1,485","1,442","2,021","2,141","4,198","1,697","2,462",852,"1,354","7,753","9,835","3,716","2,846"
2020년11월_남_0~9세,"2,863",72,9,154,67,31,32,47,44,224,40,61,13,34,630,"1,040",200,165
2020년11월_남_10~19세,"4,140",130,26,234,131,52,70,117,79,278,69,145,29,79,722,"1,382",309,288
2020년11월_남_20~29세,"5,288",193,65,299,247,105,119,149,153,400,100,182,58,159,"1,077","1,217",411,354
2020년11월_남_30~39세,"4,710",190,43,286,199,85,87,110,145,362,104,142,38,100,"1,084","1,038",377,320
2020년11월_남_40~49세,"6,889",304,66,463,288,132,157,231,187,581,193,221,80,168,"1,216","1,650",516,436
2020년11월_남_50~59세,"9,508",513,130,702,562,267,305,390,454,767,313,497,128,278,"1,365","1,575",721,541
2020년11월_남_60~69세,"10,239",694,156,779,684,461,361,543,633,890,457,637,270,283,"1,073","1,166",683,469
2020년11월_남_70~79세,"5,463",402,97,462,341,252,224,323,330,495,297,378,152,182,421,558,337,212
2020년11월_남_80~89세,"2,095",146,45,192,162,89,82,105,109,184,116,185,79,65,143,191,145,57
2020년11월_남_90~99세,170,12,3,10,12,11,4,6,6,17,7,14,5,3,22,17,17,4
2020년11월_남_100세 이상,9,1,0,1,0,0,1,0,1,0,1,0,0,3,0,1,0,0
2020년11월_여_총인구수,"53,494","2,734",652,"3,592","2,558","1,597","1,379","1,927","2,186","4,282","1,734","2,592",906,"1,427","8,001","10,562","4,309","3,056"
2020년11월_여_연령구간인구수,"53,494","2,734",652,"3,592","2,558","1,597","1,379","1,927","2,186","4,282","1,734","2,592",906,"1,427","8,001","10,562","4,309","3,056"
2020년11월_여_0~9세,"2,764",72,10,129,53,33,27,44,34,239,40,53,18,34,685,928,180,185
2020년11월_여_10~19세,"3,727",119,22,199,112,42,53,99,73,252,63,121,29,68,653,"1,218",333,271
2020년11월_여_20~29세,"3,915",144,52,199,136,57,68,72,94,272,70,140,25,84,856,956,393,297
2020년11월_여_30~39세,"4,227",132,28,214,129,63,66,80,107,311,62,108,30,94,"1,012","1,160",335,296
2020년11월_여_40~49세,"6,088",208,31,299,196,79,100,131,135,432,115,166,47,144,"1,171","1,836",550,448
2020년11월_여_50~59세,"9,287",484,106,630,468,271,259,348,441,741,278,392,151,271,"1,402","1,740",733,572
2020년11월_여_60~69세,"10,800",690,169,834,637,472,353,509,621,867,481,657,227,329,"1,200","1,423",794,537
2020년11월_여_70~79세,"7,159",518,121,601,453,295,248,351,364,656,337,474,189,245,629,797,594,287
2020년11월_여_80~89세,"4,761",315,97,425,317,245,170,247,271,446,252,409,166,137,333,437,351,143
2020년11월_여_90~99세,728,51,16,56,56,40,32,46,44,60,33,69,24,17,57,65,45,17
2020년11월_여_100세 이상,38,1,0,6,1,0,3,0,2,6,3,3,0,4,3,2,1,3
2020년12월_계_총인구수,"104,831","5,383","1,299","7,165","5,240","3,066","2,821","3,962","4,315","8,496","3,424","5,024","1,760","2,765","15,836","20,399","7,974","5,902"
2020년12월_계_연령구간인구수,"104,831","5,383","1,299","7,165","5,240","3,066","2,821","3,962","4,315","8,496","3,424","5,024","1,760","2,765","15,836","20,399","7,974","5,902"
2020년12월_계_0~9세,"5,620",148,20,287,125,62,58,92,79,467,76,111,32,67,"1,307","1,976",365,348
2020년12월_계_10~19세,"7,829",249,48,432,245,88,118,217,152,531,129,255,56,142,"1,381","2,601",630,555
2020년12월_계_20~29세,"9,214",334,121,496,373,160,189,223,238,672,182,320,85,241,"1,952","2,164",797,667
2020년12월_계_30~39세,"8,907",323,69,494,326,147,150,185,252,673,158,251,68,194,"2,115","2,177",710,615
2020년12월_계_40~49세,"12,942",512,98,761,481,209,258,367,313,"1,012",310,379,126,308,"2,387","3,490","1,056",875
2020년12월_계_50~59세,"18,736",995,234,"1,324","1,020",523,566,741,888,"1,501",583,881,278,544,"2,776","3,311","1,455","1,116"
2020년12월_계_60~69세,"21,102","1,379",332,"1,610","1,326",935,718,"1,061","1,269","1,775",930,"1,291",498,611,"2,292","2,610","1,457","1,008"
2020년12월_계_70~79세,"12,650",915,216,"1,069",791,557,472,673,688,"1,149",636,851,343,427,"1,070","1,353",940,500
2020년12월_계_80~89세,"6,878",463,141,620,481,336,252,351,382,628,376,596,245,205,472,631,503,196
2020년12월_계_90~99세,905,63,20,65,70,49,36,51,51,82,40,86,29,19,81,83,60,20
2020년12월_계_100세 이상,48,2,0,7,2,0,4,1,3,6,4,3,0,7,3,3,1,2
2020년12월_남_총인구수,"51,356","2,660",643,"3,571","2,695","1,475","1,443","2,034","2,134","4,195","1,692","2,447",855,"1,347","7,802","9,834","3,685","2,844"
2020년12월_남_연령구간인구수,"51,356","2,660",643,"3,571","2,695","1,475","1,443","2,034","2,134","4,195","1,692","2,447",855,"1,347","7,802","9,834","3,685","2,844"
2020년12월_남_0~9세,"2,856",76,9,153,70,31,32,48,44,226,36,59,13,35,626,"1,047",188,163
2020년12월_남_10~19세,"4,117",130,26,233,132,49,69,122,79,271,70,138,30,75,727,"1,378",306,282
