카테고리,경기도 가평군,경기도 가평군 가평읍,경기도 가평군 설악면,경기도 가평군 청평면,경기도 가평군 상면,경기도 가평군 조종면,경기도 가평군 북면
2021년01월_계_100세 이상,51,16,5,10,5,10,5
2021년01월_남_총인구수,"32,169","9,944","4,927","7,179","2,933","5,189","1,997"
2021년01월_남_연령구간인구수,"32,169","9,944","4,927","7,179","2,933","5,189","1,997"
2021년01월_남_0~9세,"1,658",584,264,313,74,360,63
2021년01월_남_10~19세,"2,434",909,385,532,152,348,108
2021년01월_남_20~29세,"3,599","1,229",496,750,347,640,137
2021년01월_남_30~39세,"3,099","1,015",454,641,209,632,148
2021년01월_남_40~49세,"4,245","1,424",585,"1,026",317,667,226
2021년01월_남_50~59세,"6,010","1,808",926,"1,425",575,875,401
2021년01월_남_60~69세,"6,291","1,657","1,049","1,372",733,980,500
2021년01월_남_70~79세,"3,241",861,502,768,372,466,272
2021년01월_남_80~89세,"1,430",410,235,317,140,200,128
2021년01월_남_90~99세,141,43,28,30,11,17,12
2021년01월_남_100세 이상,21,4,3,5,3,4,2
2021년01월_여_총인구수,"30,230","9,592","4,671","6,866","2,638","4,565","1,898"
2021년01월_여_연령구간인구수,"30,230","9,592","4,671","6,866","2,638","4,565","1,898"
2021년01월_여_0~9세,"1,676",575,285,305,76,347,88
2021년01월_여_10~19세,"2,144",763,395,469,110,313,94
2021년01월_여_20~29세,"2,654","1,002",386,580,182,403,101
2021년01월_여_30~39세,"2,610",906,368,535,163,514,124
2021년01월_여_40~49세,"3,651","1,233",542,909,244,561,162
2021년01월_여_50~59세,"5,342","1,627",810,"1,255",545,783,322
2021년01월_여_60~69세,"5,888","1,632",970,"1,346",679,792,469
2021년01월_여_70~79세,"3,589","1,051",483,886,361,515,293
2021년01월_여_80~89세,"2,256",684,346,492,239,290,205
2021년01월_여_90~99세,390,107,84,84,37,41,37
2021년01월_여_100세 이상,30,12,2,5,2,6,3
2021년02월_계_총인구수,"62,339","19,500","9,629","14,024","5,574","9,715","3,897"
2021년02월_계_연령구간인구수,"62,339","19,500","9,629","14,024","5,574","9,715","3,897"
2021년02월_계_0~9세,"3,298","1,142",542,622,150,691,151
2021년02월_계_10~19세,"4,541","1,665",778,991,250,655,202
2021년02월_계_20~29세,"6,234","2,219",896,"1,322",534,"1,022",241
2021년02월_계_30~39세,"5,674","1,887",817,"1,169",380,"1,149",272
2021년02월_계_40~49세,"7,893","2,664","1,130","1,930",560,"1,221",388
2021년02월_계_50~59세,"11,305","3,431","1,730","2,680","1,114","1,636",714
2021년02월_계_60~69세,"12,255","3,313","2,044","2,712","1,412","1,797",977
2021년02월_계_70~79세,"6,841","1,912",991,"1,658",736,980,564
2021년02월_계_80~89세,"3,711","1,099",584,816,383,495,334
2021년02월_계_90~99세,535,152,112,113,50,59,49
2021년02월_계_100세 이상,52,16,5,11,5,10,5
2021년02월_남_총인구수,"32,128","9,916","4,937","7,166","2,941","5,168","2,000"
2021년02월_남_연령구간인구수,"32,128","9,916","4,937","7,166","2,941","5,168","2,000"
2021년02월_남_0~9세,"1,647",582,263,315,74,349,64
2021년02월_남_10~19세,"2,402",899,384,520,148,342,109
2021년02월_남_20~29세,"3,593","1,217",496,750,355,639,136
2021년02월_남_30~39세,"3,083",996,456,632,214,635,150
2021년02월_남_40~49세,"4,241","1,424",585,"1,027",320,660,225
2021년02월_남_50~59세,"5,970","1,813",919,"1,425",565,855,393
2021년02월_남_60~69세,"6,342","1,666","1,066","1,373",734,997,506
2021년02월_남_70~79세,"3,250",862,504,766,376,467,275
2021년02월_남_80~89세,"1,434",410,233,323,140,201,127
2021년02월_남_90~99세,145,43,28,30,12,19,13
2021년02월_남_100세 이상,21,4,3,5,3,4,2
2021년02월_여_총인구수,"30,211","9,584","4,692","6,858","2,633","4,547","1,897"
2021년02월_여_연령구간인구수,"30,211","9,584","4,692","6,858","2,633","4,547","1,897"
2021년02월_여_0~9세,"1,651",560,279,307,76,342,87
2021년02월_여_10~19세,"2,139",766,394,471,102,313,93
2021년02월_여_20~29세,"2,641","1,002",400,572,179,383,105
2021년02월_여_30~39세,"2,591",891,361,537,166,514,122
2021년02월_여_40~49세,"3,652","1,240",545,903,240,561,163
2021년02월_여_50~59세,"5,335","1,618",811,"1,255",549,781,321
2021년02월_여_60~69세,"5,913","1,647",978,"1,339",678,800,471
2021년02월_여_70~79세,"3,591","1,050",487,892,360,513,289
2021년02월_여_80~89세,"2,277",689,351,493,243,294,207
2021년02월_여_90~99세,390,109,84,83,38,40,36
2021년02월_여_100세 이상,31,12,2,6,2,6,3
2021년03월_계_총인구수,"62,049","19,420","9,583","13,956","5,566","9,639","3,885"
2021년03월_계_연령구간인구수,"62,049","19,420","9,583","13,956","5,566","9,639","3,885"
2021년03월_계_0~9세,"3,291","1,130",539,629,150,695,148
2021년03월_계_10~19세,"4,522","1,658",776,987,241,660,200
2021년03월_계_20~29세,"6,220","2,220",901,"1,304",528,"1,021",246
2021년03월_계_30~39세,"5,628","1,865",816,"1,168",381,"1,135",263
2021년03월_계_40~49세,"7,813","2,627","1,111","1,911",556,"1,220",388
2021년03월_계_50~59세,"11,234","3,417","1,717","2,645","1,118","1,626",711
2021년03월_계_60~69세,"12,284","3,311","2,040","2,732","1,420","1,793",988
2021년03월_계_70~79세,"6,810","1,929",985,"1,640",736,961,559
2021년03월_계_80~89세,"3,696","1,095",583,825,385,477,331
2021년03월_계_90~99세,518,152,112,111,49,47,47
2021년03월_계_100세 이상,33,16,3,4,2,4,4
2021년03월_남_총인구수,"32,009","9,895","4,922","7,148","2,931","5,121","1,992"
2021년03월_남_연령구간인구수,"32,009","9,895","4,922","7,148","2,931","5,121","1,992"
2021년03월_남_0~9세,"1,651",576,266,322,73,351,63
2021년03월_남_10~19세,"2,385",902,376,515,141,344,107
2021년03월_남_20~29세,"3,591","1,216",505,745,352,632,141
2021년03월_남_30~39세,"3,059",985,453,630,213,631,147
2021년03월_남_40~49세,"4,205","1,409",570,"1,023",319,661,223
2021년03월_남_50~59세,"5,961","1,813",918,"1,416",568,851,395
2021년03월_남_60~69세,"6,353","1,668","1,071","1,380",737,991,506
2021년03월_남_70~79세,"3,234",873,499,760,373,455,274
2021년03월_남_80~89세,"1,421",407,233,325,142,191,123
2021년03월_남_90~99세,138,42,29,30,12,13,12
2021년03월_남_100세 이상,11,4,2,2,1,1,1
2021년03월_여_총인구수,"30,040","9,525","4,661","6,808","2,635","4,518","1,893"
2021년03월_여_연령구간인구수,"30,040","9,525","4,661","6,808","2,635","4,518","1,893"
2021년03월_여_0~9세,"1,640",554,273,307,77,344,85
2021년03월_여_10~19세,"2,137",756,400,472,100,316,93
2021년03월_여_20~29세,"2,629","1,004",396,559,176,389,105
2021년03월_여_30~39세,"2,569",880,363,538,168,504,116
2021년03월_여_40~49세,"3,608","1,218",541,888,237,559,165
2021년03월_여_50~59세,"5,273","1,604",799,"1,229",550,775,316
2021년03월_여_60~69세,"5,931","1,643",969,"1,352",683,802,482
2021년03월_여_70~79세,"3,576","1,056",486,880,363,506,285
2021년03월_여_80~89세,"2,275",688,350,500,243,286,208
2021년03월_여_90~99세,380,110,83,81,37,34,35
2021년03월_여_100세 이상,22,12,1,2,1,3,3
2021년04월_계_총인구수,"62,206","19,426","9,639","13,962","5,617","9,655","3,907"
2021년04월_계_연령구간인구수,"62,206","19,426","9,639","13,962","5,617","9,655","3,907"
2021년04월_계_0~9세,"3,282","1,123",543,625,151,689,151
2021년04월_계_10~19세,"4,561","1,658",769,983,293,658,200
2021년04월_계_20~29세,"6,213","2,196",914,"1,295",537,"1,025",246
2021년04월_계_30~39세,"5,602","1,865",826,"1,151",373,"1,123",264
2021년04월_계_40~49세,"7,848","2,626","1,126","1,917",554,"1,226",399
2021년04월_계_50~59세,"11,213","3,417","1,711","2,647","1,105","1,631",702
2021년04월_계_60~69세,"12,410","3,349","2,058","2,762","1,424","1,820",997
2021년04월_계_70~79세,"6,791","1,916",985,"1,632",740,955,563
2021년04월_계_80~89세,"3,726","1,108",589,833,387,475,334
2021년04월_계_90~99세,524,152,114,113,51,48,46
2021년04월_계_100세 이상,36,16,4,4,2,5,5
2021년04월_남_총인구수,"32,080","9,886","4,950","7,153","2,958","5,133","2,000"
2021년04월_남_연령구간인구수,"32,080","9,886","4,950","7,153","2,958","5,133","2,000"
2021년04월_남_0~9세,"1,648",570,267,322,76,350,63
2021년04월_남_10~19세,"2,403",905,370,512,166,342,108
2021년04월_남_20~29세,"3,576","1,203",508,738,356,632,139
2021년04월_남_30~39세,"3,044",981,455,622,209,628,149
2021년04월_남_40~49세,"4,224","1,409",578,"1,026",318,665,228
2021년04월_남_50~59세,"5,954","1,807",917,"1,428",559,853,390
2021년04월_남_60~69세,"6,414","1,685","1,086","1,388",745,"1,001",509
2021년04월_남_70~79세,"3,222",869,497,755,372,453,276
2021년04월_남_80~89세,"1,440",410,237,330,144,194,125
2021년04월_남_90~99세,141,43,32,30,12,13,11
2021년04월_남_100세 이상,14,4,3,2,1,2,2
2021년04월_여_총인구수,"30,126","9,540","4,689","6,809","2,659","4,522","1,907"
2021년04월_여_연령구간인구수,"30,126","9,540","4,689","6,809","2,659","4,522","1,907"
2021년04월_여_0~9세,"1,634",553,276,303,75,339,88
2021년04월_여_10~19세,"2,158",753,399,471,127,316,92
2021년04월_여_20~29세,"2,637",993,406,557,181,393,107
2021년04월_여_30~39세,"2,558",884,371,529,164,495,115
2021년04월_여_40~49세,"3,624","1,217",548,891,236,561,171
2021년04월_여_50~59세,"5,259","1,610",794,"1,219",546,778,312
2021년04월_여_60~69세,"5,996","1,664",972,"1,374",679,819,488
2021년04월_여_70~79세,"3,569","1,047",488,877,368,502,287
2021년04월_여_80~89세,"2,286",698,352,503,243,281,209
2021년04월_여_90~99세,383,109,82,83,39,35,35
2021년04월_여_100세 이상,22,12,1,2,1,3,3
2021년05월_계_총인구수,"62,344","19,403","9,688","13,972","5,686","9,664","3,931"
2021년05월_계_연령구간인구수,"62,344","19,403","9,688","13,972","5,686","9,664","3,931"
2021년05월_계_0~9세,"3,272","1,119",536,622,157,687,151
2021년05월_계_10~19세,"4,582","1,652",771,976,326,658,199
2021년05월_계_20~29세,"6,219","2,200",927,"1,285",533,"1,021",253
2021년05월_계_30~39세,"5,596","1,839",831,"1,146",385,"1,132",263
2021년05월_계_40~49세,"7,859","2,634","1,129","1,915",558,"1,221",402
2021년05월_계_50~59세,"11,163","3,379","1,716","2,636","1,109","1,625",698
2021년05월_계_60~69세,"12,538","3,400","2,067","2,798","1,433","1,831","1,009"
2021년05월_계_70~79세,"6,819","1,910","1,003","1,636",746,954,570
2021년05월_계_80~89세,"3,742","1,107",592,840,386,483,334
2021년05월_계_90~99세,518,147,112,114,51,47,47
2021년05월_계_100세 이상,36,16,4,4,2,5,5
2021년05월_남_총인구수,"32,125","9,874","4,975","7,150","2,975","5,140","2,011"
2021년05월_남_연령구간인구수,"32,125","9,874","4,975","7,150","2,975","5,140","2,011"
2021년05월_남_0~9세,"1,638",570,262,317,77,348,64
2021년05월_남_10~19세,"2,400",895,373,510,168,346,108
2021년05월_남_20~29세,"3,586","1,213",514,732,354,631,142
2021년05월_남_30~39세,"3,040",966,461,617,215,632,149
2021년05월_남_40~49세,"4,232","1,415",577,"1,026",321,662,231
2021년05월_남_50~59세,"5,924","1,785",922,"1,418",562,853,384
2021년05월_남_60~69세,"6,473","1,707","1,088","1,408",750,"1,004",516
2021년05월_남_70~79세,"3,234",869,506,757,374,450,278
2021년05월_남_80~89세,"1,444",407,239,331,141,200,126
2021년05월_남_90~99세,140,43,30,32,12,12,11
2021년05월_남_100세 이상,14,4,3,2,1,2,2
2021년05월_여_총인구수,"30,219","9,529","4,713","6,822","2,711","4,524","1,920"
2021년05월_여_연령구간인구수,"30,219","9,529","4,713","6,822","2,711","4,524","1,920"
2021년05월_여_0~9세,"1,634",549,274,305,80,339,87
2021년05월_여_10~19세,"2,182",757,398,466,158,312,91
2021년05월_여_20~29세,"2,633",987,413,553,179,390,111
2021년05월_여_30~39세,"2,556",873,370,529,170,500,114
2021년05월_여_40~49세,"3,627","1,219",552,889,237,559,171
2021년05월_여_50~59세,"5,239","1,594",794,"1,218",547,772,314
2021년05월_여_60~69세,"6,065","1,693",979,"1,390",683,827,493
2021년05월_여_70~79세,"3,585","1,041",497,879,372,504,292
2021년05월_여_80~89세,"2,298",700,353,509,245,283,208
2021년05월_여_90~99세,378,104,82,82,39,35,36
2021년05월_여_100세 이상,22,12,1,2,1,3,3
2021년06월_계_총인구수,"62,364","19,432","9,689","13,972","5,690","9,658","3,923"
2021년06월_계_연령구간인구수,"62,364","19,432","9,689","13,972","5,690","9,658","3,923"
2021년06월_계_0~9세,"3,267","1,116",531,618,160,688,154
2021년06월_계_10~19세,"4,568","1,657",772,972,314,659,194
2021년06월_계_20~29세,"6,222","2,206",918,"1,279",535,"1,032",252
2021년06월_계_30~39세,"5,594","1,845",824,"1,141",385,"1,133",266
2021년06월_계_40~49세,"7,852","2,635","1,129","1,912",560,"1,216",400
2021년06월_계_50~59세,"11,121","3,359","1,714","2,636","1,113","1,604",695
2021년06월_계_60~69세,"12,631","3,439","2,089","2,817","1,434","1,842","1,010"
2021년06월_계_70~79세,"6,806","1,907","1,005","1,624",748,954,568
2021년06월_계_80~89세,"3,753","1,105",590,856,387,482,333
2021년06월_계_90~99세,514,147,113,113,52,43,46
2021년06월_계_100세 이상,36,16,4,4,2,5,5
2021년06월_남_총인구수,"32,146","9,888","4,973","7,161","2,975","5,142","2,007"
2021년06월_남_연령구간인구수,"32,146","9,888","4,973","7,161","2,975","5,142","2,007"
2021년06월_남_0~9세,"1,639",568,262,316,80,349,64
2021년06월_남_10~19세,"2,385",897,373,504,160,346,105
2021년06월_남_20~29세,"3,596","1,216",504,736,356,642,142
2021년06월_남_30~39세,"3,034",968,457,612,213,631,153
2021년06월_남_40~49세,"4,233","1,416",580,"1,026",319,662,230
2021년06월_남_50~59세,"5,910","1,777",919,"1,425",565,842,382
2021년06월_남_60~69세,"6,522","1,726","1,097","1,420",754,"1,009",516
2021년06월_남_70~79세,"3,234",868,509,754,376,450,277
2021년06월_남_80~89세,"1,443",406,238,335,140,199,125
2021년06월_남_90~99세,136,42,31,31,11,10,11
2021년06월_남_100세 이상,14,4,3,2,1,2,2
2021년06월_여_총인구수,"30,218","9,544","4,716","6,811","2,715","4,516","1,916"
2021년06월_여_연령구간인구수,"30,218","9,544","4,716","6,811","2,715","4,516","1,916"
2021년06월_여_0~9세,"1,628",548,269,302,80,339,90
2021년06월_여_10~19세,"2,183",760,399,468,154,313,89
2021년06월_여_20~29세,"2,626",990,414,543,179,390,110
2021년06월_여_30~39세,"2,560",877,367,529,172,502,113
2021년06월_여_40~49세,"3,619","1,219",549,886,241,554,170
2021년06월_여_50~59세,"5,211","1,582",795,"1,211",548,762,313
2021년06월_여_60~69세,"6,109","1,713",992,"1,397",680,833,494
2021년06월_여_70~79세,"3,572","1,039",496,870,372,504,291
2021년06월_여_80~89세,"2,310",699,352,521,247,283,208
2021년06월_여_90~99세,378,105,82,82,41,33,35
2021년06월_여_100세 이상,22,12,1,2,1,3,3
2021년07월_계_총인구수,"62,348","19,401","9,687","13,984","5,690","9,642","3,944"
2021년07월_계_연령구간인구수,"62,348","19,401","9,687","13,984","5,690","9,642","3,944"
2021년07월_계_0~9세,"3,254","1,112",527,612,159,693,151
2021년07월_계_10~19세,"4,588","1,659",778,974,319,663,195
2021년07월_계_20~29세,"6,191","2,195",900,"1,278",542,"1,020",256
2021년07월_계_30~39세,"5,596","1,842",832,"1,141",379,"1,134",268
2021년07월_계_40~49세,"7,818","2,619","1,122","1,896",557,"1,215",409
2021년07월_계_50~59세,"11,085","3,346","1,712","2,644","1,099","1,592",692
2021년07월_계_60~69세,"12,705","3,453","2,104","2,842","1,445","1,844","1,017"
2021년07월_계_70~79세,"6,790","1,897","1,006","1,624",752,946,565
2021년07월_계_80~89세,"3,766","1,116",590,856,380,485,339
2021년07월_계_90~99세,518,146,112,112,56,45,47
2021년07월_계_100세 이상,37,16,4,5,2,5,5
2021년07월_남_총인구수,"32,114","9,867","4,969","7,160","2,979","5,124","2,015"
2021년07월_남_연령구간인구수,"32,114","9,867","4,969","7,160","2,979","5,124","2,015"
2021년07월_남_0~9세,"1,638",573,259,311,79,353,63
2021년07월_남_10~19세,"2,398",892,376,509,169,347,105
2021년07월_남_20~29세,"3,569","1,203",495,732,367,629,143
2021년07월_남_30~39세,"3,036",964,463,611,209,633,156
2021년07월_남_40~49세,"4,201","1,403",573,"1,017",316,659,233
2021년07월_남_50~59세,"5,885","1,773",919,"1,427",554,834,378
2021년07월_남_60~69세,"6,565","1,739","1,104","1,437",755,"1,009",521
2021년07월_남_70~79세,"3,225",862,509,753,378,447,276
2021년07월_남_80~89세,"1,446",413,237,330,140,200,126
2021년07월_남_90~99세,137,41,31,31,11,11,12
2021년07월_남_100세 이상,14,4,3,2,1,2,2
2021년07월_여_총인구수,"30,234","9,534","4,718","6,824","2,711","4,518","1,929"
2021년07월_여_연령구간인구수,"30,234","9,534","4,718","6,824","2,711","4,518","1,929"
2021년07월_여_0~9세,"1,616",539,268,301,80,340,88
2021년07월_여_10~19세,"2,190",767,402,465,150,316,90
2021년07월_여_20~29세,"2,622",992,405,546,175,391,113
2021년07월_여_30~39세,"2,560",878,369,530,170,501,112
2021년07월_여_40~49세,"3,617","1,216",549,879,241,556,176
2021년07월_여_50~59세,"5,200","1,573",793,"1,217",545,758,314
2021년07월_여_60~69세,"6,140","1,714","1,000","1,405",690,835,496
2021년07월_여_70~79세,"3,565","1,035",497,871,374,499,289
2021년07월_여_80~89세,"2,320",703,353,526,240,285,213
2021년07월_여_90~99세,381,105,81,81,45,34,35
2021년07월_여_100세 이상,23,12,1,3,1,3,3
2021년08월_계_총인구수,"62,383","19,439","9,665","13,983","5,710","9,646","3,940"
2021년08월_계_연령구간인구수,"62,383","19,439","9,665","13,983","5,710","9,646","3,940"
2021년08월_계_0~9세,"3,214","1,100",510,614,158,688,144
2021년08월_계_10~19세,"4,583","1,665",777,967,319,662,193
2021년08월_계_20~29세,"6,163","2,175",896,"1,272",540,"1,019",261
2021년08월_계_30~39세,"5,586","1,841",836,"1,134",385,"1,125",265
2021년08월_계_40~49세,"7,827","2,643","1,115","1,887",556,"1,226",400
2021년08월_계_50~59세,"11,093","3,353","1,697","2,659","1,102","1,589",693
2021년08월_계_60~69세,"12,789","3,475","2,117","2,849","1,462","1,857","1,029"
2021년08월_계_70~79세,"6,778","1,890","1,008","1,620",751,950,559
2021년08월_계_80~89세,"3,793","1,128",594,865,383,479,344
2021년08월_계_90~99세,521,153,111,111,53,46,47
2021년08월_계_100세 이상,36,16,4,5,1,5,5
2021년08월_남_총인구수,"32,137","9,883","4,955","7,157","2,989","5,136","2,017"
2021년08월_남_연령구간인구수,"32,137","9,883","4,955","7,157","2,989","5,136","2,017"
2021년08월_남_0~9세,"1,616",566,249,310,79,353,59
2021년08월_남_10~19세,"2,379",891,375,500,165,344,104
2021년08월_남_20~29세,"3,566","1,195",493,732,368,631,147
2021년08월_남_30~39세,"3,037",968,463,611,211,628,156
2021년08월_남_40~49세,"4,211","1,414",574,"1,014",314,665,230
2021년08월_남_50~59세,"5,893","1,779",913,"1,433",559,834,375
2021년08월_남_60~69세,"6,612","1,751","1,107","1,446",759,"1,019",530
2021년08월_남_70~79세,"3,220",854,509,750,380,451,276
2021년08월_남_80~89세,"1,453",419,238,329,142,198,127
2021년08월_남_90~99세,136,42,31,30,11,11,11
2021년08월_남_100세 이상,14,4,3,2,1,2,2
2021년08월_여_총인구수,"30,246","9,556","4,710","6,826","2,721","4,510","1,923"
2021년08월_여_연령구간인구수,"30,246","9,556","4,710","6,826","2,721","4,510","1,923"
2021년08월_여_0~9세,"1,598",534,261,304,79,335,85
2021년08월_여_10~19세,"2,204",774,402,467,154,318,89
2021년08월_여_20~29세,"2,597",980,403,540,172,388,114
2021년08월_여_30~39세,"2,549",873,373,523,174,497,109
2021년08월_여_40~49세,"3,616","1,229",541,873,242,561,170
2021년08월_여_50~59세,"5,200","1,574",784,"1,226",543,755,318
2021년08월_여_60~69세,"6,177","1,724","1,010","1,403",703,838,499
2021년08월_여_70~79세,"3,558","1,036",499,870,371,499,283
2021년08월_여_80~89세,"2,340",709,356,536,241,281,217
2021년08월_여_90~99세,385,111,80,81,42,35,36
2021년08월_여_100세 이상,22,12,1,3,0,3,3
2021년09월_계_총인구수,"62,334","19,402","9,656","13,965","5,698","9,682","3,931"
2021년09월_계_연령구간인구수,"62,334","19,402","9,656","13,965","5,698","9,682","3,931"
2021년09월_계_0~9세,"3,189","1,079",519,605,153,690,143
2021년09월_계_10~19세,"4,561","1,664",781,962,306,657,191
2021년09월_계_20~29세,"6,153","2,173",884,"1,269",536,"1,039",252
2021년09월_계_30~39세,"5,571","1,820",828,"1,128",383,"1,146",266
2021년09월_계_40~49세,"7,803","2,633","1,110","1,878",561,"1,217",404
2021년09월_계_50~59세,"11,084","3,352","1,695","2,654","1,110","1,582",691
2021년09월_계_60~69세,"12,850","3,494","2,122","2,870","1,462","1,872","1,030"
2021년09월_계_70~79세,"6,754","1,887","1,008","1,613",746,946,554
2021년09월_계_80~89세,"3,809","1,130",594,868,388,481,348
2021년09월_계_90~99세,524,154,111,113,52,47,47
2021년09월_계_100세 이상,36,16,4,5,1,5,5
2021년09월_남_총인구수,"32,167","9,887","4,955","7,150","3,000","5,158","2,017"
2021년09월_남_연령구간인구수,"32,167","9,887","4,955","7,150","3,000","5,158","2,017"
2021년09월_남_0~9세,"1,610",559,252,307,77,355,60
2021년09월_남_10~19세,"2,369",891,377,493,162,342,104
2021년09월_남_20~29세,"3,570","1,202",485,731,371,637,144
2021년09월_남_30~39세,"3,039",953,466,613,209,643,155
2021년09월_남_40~49세,"4,204","1,411",570,"1,012",315,662,234
2021년09월_남_50~59세,"5,905","1,790",916,"1,426",565,831,377
2021년09월_남_60~69세,"6,640","1,755","1,108","1,455",765,"1,028",529
2021년09월_남_70~79세,"3,214",861,509,747,376,449,272
2021년09월_남_80~89세,"1,465",419,238,334,148,198,128
2021년09월_남_90~99세,137,42,31,30,11,11,12
2021년09월_남_100세 이상,14,4,3,2,1,2,2
2021년09월_여_총인구수,"30,167","9,515","4,701","6,815","2,698","4,524","1,914"
2021년09월_여_연령구간인구수,"30,167","9,515","4,701","6,815","2,698","4,524","1,914"
2021년09월_여_0~9세,"1,579",520,267,298,76,335,83
2021년09월_여_10~19세,"2,192",773,404,469,144,315,87
2021년09월_여_20~29세,"2,583",971,399,538,165,402,108
2021년09월_여_30~39세,"2,532",867,362,515,174,503,111
2021년09월_여_40~49세,"3,599","1,222",540,866,246,555,170
2021년09월_여_50~59세,"5,179","1,562",779,"1,228",545,751,314
2021년09월_여_60~69세,"6,210","1,739","1,014","1,415",697,844,501
2021년09월_여_70~79세,"3,540","1,026",499,866,370,497,282
2021년09월_여_80~89세,"2,344",711,356,534,240,283,220
2021년09월_여_90~99세,387,112,80,83,41,36,35
2021년09월_여_100세 이상,22,12,1,3,0,3,3
2021년10월_계_총인구수,"62,241","19,390","9,632","13,947","5,696","9,677","3,899"
2021년10월_계_연령구간인구수,"62,241","19,390","9,632","13,947","5,696","9,677","3,899"
2021년10월_계_0~9세,"3,184","1,074",518,607,152,692,141
2021년10월_계_10~19세,"4,505","1,662",772,945,285,654,187
2021년10월_계_20~29세,"6,148","2,169",877,"1,272",535,"1,045",250
2021년10월_계_30~39세,"5,528","1,806",821,"1,124",386,"1,134",257
2021년10월_계_40~49세,"7,784","2,629","1,107","1,869",564,"1,220",395
2021년10월_계_50~59세,"11,071","3,362","1,689","2,652","1,120","1,561",687
2021년10월_계_60~69세,"12,897","3,497","2,130","2,873","1,465","1,897","1,035"
2021년10월_계_70~79세,"6,742","1,884","1,009","1,611",749,942,547
2021년10월_계_80~89세,"3,820","1,140",595,871,385,480,349
2021년10월_계_90~99세,526,150,111,118,54,47,46
2021년10월_계_100세 이상,36,17,3,5,1,5,5
2021년10월_남_총인구수,"32,130","9,883","4,945","7,129","3,008","5,164","2,001"
2021년10월_남_연령구간인구수,"32,130","9,883","4,945","7,129","3,008","5,164","2,001"
2021년10월_남_0~9세,"1,604",557,250,307,76,356,58
2021년10월_남_10~19세,"2,347",893,375,481,158,339,101
2021년10월_남_20~29세,"3,577","1,203",474,736,375,643,146
2021년10월_남_30~39세,"3,019",946,466,607,210,640,150
2021년10월_남_40~49세,"4,197","1,407",570,"1,005",315,668,232
2021년10월_남_50~59세,"5,884","1,789",915,"1,420",569,816,375
2021년10월_남_60~69세,"6,665","1,761","1,107","1,460",767,"1,044",526
2021년10월_남_70~79세,"3,205",856,515,742,375,448,269
2021년10월_남_80~89세,"1,480",427,240,337,149,197,130
2021년10월_남_90~99세,138,39,31,32,13,11,12
2021년10월_남_100세 이상,14,5,2,2,1,2,2
2021년10월_여_총인구수,"30,111","9,507","4,687","6,818","2,688","4,513","1,898"
2021년10월_여_연령구간인구수,"30,111","9,507","4,687","6,818","2,688","4,513","1,898"
2021년10월_여_0~9세,"1,580",517,268,300,76,336,83
2021년10월_여_10~19세,"2,158",769,397,464,127,315,86
2021년10월_여_20~29세,"2,571",966,403,536,160,402,104
2021년10월_여_30~39세,"2,509",860,355,517,176,494,107
2021년10월_여_40~49세,"3,587","1,222",537,864,249,552,163
2021년10월_여_50~59세,"5,187","1,573",774,"1,232",551,745,312
2021년10월_여_60~69세,"6,232","1,736","1,023","1,413",698,853,509
2021년10월_여_70~79세,"3,537","1,028",494,869,374,494,278
2021년10월_여_80~89세,"2,340",713,355,534,236,283,219
2021년10월_여_90~99세,388,111,80,86,41,36,34
2021년10월_여_100세 이상,22,12,1,3,0,3,3
2021년11월_계_총인구수,"62,253","19,374","9,642","13,971","5,677","9,707","3,882"
2021년11월_계_연령구간인구수,"62,253","19,374","9,642","13,971","5,677","9,707","3,882"
2021년11월_계_0~9세,"3,164","1,067",515,605,153,691,133
2021년11월_계_10~19세,"4,486","1,664",770,948,262,656,186
2021년11월_계_20~29세,"6,127","2,155",878,"1,274",530,"1,046",244
2021년11월_계_30~39세,"5,520","1,788",824,"1,129",387,"1,138",254
2021년11월_계_40~49세,"7,763","2,620","1,088","1,863",564,"1,236",392
2021년11월_계_50~59세,"11,106","3,370","1,699","2,661","1,115","1,572",689
2021년11월_계_60~69세,"12,968","3,526","2,138","2,890","1,478","1,899","1,037"
2021년11월_계_70~79세,"6,727","1,868","1,019","1,602",749,939,550
2021년11월_계_80~89세,"3,835","1,148",597,881,386,477,346
2021년11월_계_90~99세,521,151,112,113,52,48,45
2021년11월_계_100세 이상,36,17,2,5,1,5,6
2021년11월_남_총인구수,"32,147","9,882","4,954","7,143","2,998","5,171","1,999"
2021년11월_남_연령구간인구수,"32,147","9,882","4,954","7,143","2,998","5,171","1,999"
2021년11월_남_0~9세,"1,586",551,249,306,75,351,54
2021년11월_남_10~19세,"2,336",893,374,482,147,340,100
2021년11월_남_20~29세,"3,565","1,198",475,737,369,639,147
2021년11월_남_30~39세,"3,022",937,469,610,215,642,149
2021년11월_남_40~49세,"4,191","1,405",561,"1,004",315,678,228
2021년11월_남_50~59세,"5,889","1,792",917,"1,421",565,819,375
2021년11월_남_60~69세,"6,708","1,777","1,112","1,471",774,"1,045",529
2021년11월_남_70~79세,"3,205",849,523,736,374,449,274
2021년11월_남_80~89세,"1,493",435,240,344,151,194,129
2021년11월_남_90~99세,139,40,33,30,12,12,12
2021년11월_남_100세 이상,13,5,1,2,1,2,2
2021년11월_여_총인구수,"30,106","9,492","4,688","6,828","2,679","4,536","1,883"
2021년11월_여_연령구간인구수,"30,106","9,492","4,688","6,828","2,679","4,536","1,883"
