카테고리,세종특별자치시 세종특별자치시,세종특별자치시  조치원읍,세종특별자치시  연기면,세종특별자치시  연동면,세종특별자치시  부강면,세종특별자치시  금남면,세종특별자치시  장군면,세종특별자치시  연서면,세종특별자치시  전의면,세종특별자치시  전동면,세종특별자치시  소정면,세종특별자치시  한솔동,세종특별자치시  새롬동,세종특별자치시  도담동,세종특별자치시  아름동,세종특별자치시  종촌동,세종특별자치시  고운동,세종특별자치시  소담동,세종특별자치시  보람동,세종특별자치시  대평동,세종특별자치시  다정동,세종특별자치시  해밀동,세종특별자치시  반곡동
2020년07월_남_50~59세,"22,639","3,535",312,308,663,908,696,745,603,428,260,"1,296","2,816","1,955","1,358","1,537","1,592","1,726","1,136",765,,,
2020년07월_남_60~69세,"14,186","2,575",270,368,491,919,559,709,516,486,214,564,"1,381",907,552,831,"1,037",864,573,370,,,
2020년07월_남_70~79세,"6,388","1,345",121,193,272,544,274,418,299,257,121,217,426,365,217,378,369,257,207,108,,,
2020년07월_남_80~89세,"2,331",561,54,96,148,217,140,210,174,117,67,51,81,101,50,88,79,35,38,24,,,
2020년07월_남_90~99세,255,63,1,13,15,24,15,18,12,8,2,11,9,16,11,14,9,7,4,3,,,
2020년07월_남_100세 이상,11,3,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,,,
2020년07월_여_총인구수,"173,557","20,780","1,144","1,529","2,776","4,141","2,797","3,412","2,681","1,665","1,171","9,896","28,420","16,750","12,055","15,445","17,671","15,802","9,967","5,455",,,
2020년07월_여_연령구간인구수,"173,557","20,780","1,144","1,529","2,776","4,141","2,797","3,412","2,681","1,665","1,171","9,896","28,420","16,750","12,055","15,445","17,671","15,802","9,967","5,455",,,
2020년07월_여_0~9세,"22,932","1,611",46,52,170,160,103,186,100,44,52,"1,338","4,482","2,093","1,837","2,422","3,062","2,762","1,618",794,,,
2020년07월_여_10~19세,"20,561","2,072",49,63,171,203,144,200,177,67,97,"1,672","3,548","2,266","2,069","2,109","2,303","1,612","1,226",513,,,
2020년07월_여_20~29세,"17,866","2,774",138,114,249,351,358,317,235,122,112,848,"3,305","2,079",854,"1,388","1,370","1,615",999,638,,,
2020년07월_여_30~39세,"31,196","2,451",96,122,255,342,256,259,202,97,76,"1,480","6,384","3,146","2,069","3,109","3,690","3,874","2,090","1,198",,,
2020년07월_여_40~49세,"32,559","3,245",111,133,345,380,301,357,286,137,141,"2,360","5,560","3,543","3,083","3,153","3,700","2,868","1,935",921,,,
2020년07월_여_50~59세,"20,931","3,168",218,241,460,728,547,557,473,292,199,"1,198","2,868","1,816","1,175","1,575","1,769","1,744","1,118",785,,,
2020년07월_여_60~69세,"14,421","2,625",209,317,491,834,499,636,447,383,188,571,"1,522",989,592,"1,009","1,192",870,644,403,,,
2020년07월_여_70~79세,"7,573","1,744",143,226,363,615,310,504,389,263,157,263,458,476,234,424,413,276,207,108,,,
2020년07월_여_80~89세,"4,584",913,110,214,241,443,239,336,301,211,129,142,238,278,111,221,134,141,106,76,,,
2020년07월_여_90~99세,890,166,22,44,30,79,38,57,66,44,20,22,54,64,31,35,36,39,24,19,,,
2020년07월_여_100세 이상,44,11,2,3,1,6,2,3,5,5,0,2,1,0,0,0,2,1,0,0,,,
2020년08월_계_총인구수,"347,232","42,952","2,645","3,184","6,204","8,792","6,551","7,445","5,699","3,643","2,467","19,511","29,356","32,544","23,914","29,922","34,611","31,208","19,583","10,920","26,081",,
2020년08월_계_연령구간인구수,"347,232","42,952","2,645","3,184","6,204","8,792","6,551","7,445","5,699","3,643","2,467","19,511","29,356","32,544","23,914","29,922","34,611","31,208","19,583","10,920","26,081",,
2020년08월_계_0~9세,"46,987","3,355",84,99,346,308,214,337,207,85,106,"2,761","4,376","4,325","3,795","4,899","6,260","5,632","3,286","1,670","4,842",,
2020년08월_계_10~19세,"41,416","4,211",106,128,374,424,306,437,397,128,185,"3,405","3,766","4,543","4,295","4,166","4,665","3,186","2,489","1,018","3,187",,
2020년08월_계_20~29세,"36,241","6,295",343,307,731,863,954,816,567,292,280,"1,696","3,659","3,821","1,756","2,604","2,634","3,060","1,917","1,329","2,317",,
2020년08월_계_30~39세,"60,795","5,411",314,284,692,865,789,704,512,270,187,"2,715","6,122","5,890","3,653","5,751","6,906","7,531","3,878","2,342","5,979",,
2020년08월_계_40~49세,"66,950","6,932",320,338,868,999,923,926,720,366,347,"4,587","5,967","6,955","6,040","6,351","7,459","5,816","3,936","1,846","5,254",,
2020년08월_계_50~59세,"43,814","6,697",535,551,"1,129","1,635","1,272","1,304","1,078",723,458,"2,490","3,150","3,805","2,572","3,137","3,385","3,469","2,260","1,579","2,585",,
2020년08월_계_60~69세,"28,836","5,237",489,687,992,"1,758","1,071","1,368",967,868,408,"1,140","1,564","1,895","1,152","1,863","2,244","1,742","1,225",783,"1,383",,
2020년08월_계_70~79세,"14,020","3,086",267,421,632,"1,165",587,926,682,522,279,488,520,845,452,789,793,548,417,227,374,,
2020년08월_계_80~89세,"6,963","1,484",162,305,394,663,379,550,485,331,195,193,190,384,160,310,218,176,146,102,136,,
2020년08월_계_90~99세,"1,154",229,23,60,44,106,54,74,78,51,21,34,42,81,39,52,45,46,29,23,23,,
2020년08월_계_100세 이상,56,15,2,4,2,6,2,3,6,7,1,2,0,0,0,0,2,2,0,1,1,,
2020년08월_남_총인구수,"173,183","22,142","1,487","1,652","3,421","4,638","3,716","4,031","3,014","1,982","1,302","9,599","14,135","15,708","11,845","14,522","16,901","15,371","9,612","5,422","12,683",,
2020년08월_남_연령구간인구수,"173,183","22,142","1,487","1,652","3,421","4,638","3,716","4,031","3,014","1,982","1,302","9,599","14,135","15,708","11,845","14,522","16,901","15,371","9,612","5,422","12,683",,
2020년08월_남_0~9세,"24,076","1,737",38,48,177,144,108,157,107,40,55,"1,424","2,250","2,257","1,981","2,497","3,189","2,871","1,680",871,"2,445",,
2020년08월_남_10~19세,"20,777","2,143",57,68,205,220,163,237,225,67,90,"1,722","1,812","2,270","2,216","2,067","2,361","1,556","1,245",508,"1,545",,
2020년08월_남_20~29세,"18,362","3,537",201,188,483,510,582,500,329,170,168,864,"1,596","1,690",898,"1,221","1,272","1,451",934,675,"1,093",,
2020년08월_남_30~39세,"29,633","2,935",214,159,435,528,531,449,308,171,112,"1,227","2,888","2,740","1,615","2,669","3,229","3,657","1,791","1,160","2,815",,
2020년08월_남_40~49세,"34,237","3,690",211,209,526,615,617,568,434,231,208,"2,224","2,966","3,389","2,934","3,202","3,741","2,932","1,993",911,"2,636",,
2020년08월_남_50~59세,"22,783","3,534",315,308,665,908,716,750,604,430,259,"1,293","1,572","1,973","1,375","1,554","1,603","1,728","1,144",782,"1,270",,
2020년08월_남_60~69세,"14,293","2,589",276,370,497,923,570,719,517,485,219,566,750,903,551,840,"1,042",869,576,376,655,,
2020년08월_남_70~79세,"6,418","1,346",122,193,269,549,275,420,297,260,122,215,244,369,216,368,376,264,208,112,193,,
2020년08월_남_80~89세,"2,341",563,52,94,148,218,139,213,180,118,66,53,49,101,49,91,80,35,37,24,31,,
2020년08월_남_90~99세,252,65,1,14,15,23,15,18,12,8,2,11,8,16,10,13,8,7,4,2,0,,
2020년08월_남_100세 이상,11,3,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,,
2020년08월_여_총인구수,"174,049","20,810","1,158","1,532","2,783","4,154","2,835","3,414","2,685","1,661","1,165","9,912","15,221","16,836","12,069","15,400","17,710","15,837","9,971","5,498","13,398",,
2020년08월_여_연령구간인구수,"174,049","20,810","1,158","1,532","2,783","4,154","2,835","3,414","2,685","1,661","1,165","9,912","15,221","16,836","12,069","15,400","17,710","15,837","9,971","5,498","13,398",,
2020년08월_여_0~9세,"22,911","1,618",46,51,169,164,106,180,100,45,51,"1,337","2,126","2,068","1,814","2,402","3,071","2,761","1,606",799,"2,397",,
2020년08월_여_10~19세,"20,639","2,068",49,60,169,204,143,200,172,61,95,"1,683","1,954","2,273","2,079","2,099","2,304","1,630","1,244",510,"1,642",,
2020년08월_여_20~29세,"17,879","2,758",142,119,248,353,372,316,238,122,112,832,"2,063","2,131",858,"1,383","1,362","1,609",983,654,"1,224",,
2020년08월_여_30~39세,"31,162","2,476",100,125,257,337,258,255,204,99,75,"1,488","3,234","3,150","2,038","3,082","3,677","3,874","2,087","1,182","3,164",,
2020년08월_여_40~49세,"32,713","3,242",109,129,342,384,306,358,286,135,139,"2,363","3,001","3,566","3,106","3,149","3,718","2,884","1,943",935,"2,618",,
2020년08월_여_50~59세,"21,031","3,163",220,243,464,727,556,554,474,293,199,"1,197","1,578","1,832","1,197","1,583","1,782","1,741","1,116",797,"1,315",,
2020년08월_여_60~69세,"14,543","2,648",213,317,495,835,501,649,450,383,189,574,814,992,601,"1,023","1,202",873,649,407,728,,
2020년08월_여_70~79세,"7,602","1,740",145,228,363,616,312,506,385,262,157,273,276,476,236,421,417,284,209,115,181,,
2020년08월_여_80~89세,"4,622",921,110,211,246,445,240,337,305,213,129,140,141,283,111,219,138,141,109,78,105,,
2020년08월_여_90~99세,902,164,22,46,29,83,39,56,66,43,19,23,34,65,29,39,37,39,25,21,23,,
2020년08월_여_100세 이상,45,12,2,3,1,6,2,3,5,5,0,2,0,0,0,0,2,1,0,0,1,,
2020년09월_계_총인구수,"348,014","43,019","2,674","3,164","6,203","8,795","6,640","7,482","5,691","3,639","2,447","19,485","29,480","32,874","23,946","29,864","34,614","31,249","19,598","10,967","26,183",,
2020년09월_계_연령구간인구수,"348,014","43,019","2,674","3,164","6,203","8,795","6,640","7,482","5,691","3,639","2,447","19,485","29,480","32,874","23,946","29,864","34,614","31,249","19,598","10,967","26,183",,
2020년09월_계_0~9세,"46,796","3,328",87,97,347,304,219,336,200,84,104,"2,733","4,369","4,347","3,784","4,855","6,219","5,607","3,275","1,657","4,844",,
2020년09월_계_10~19세,"41,550","4,213",105,127,374,409,311,431,398,129,186,"3,390","3,791","4,577","4,295","4,163","4,688","3,211","2,502","1,035","3,215",,
2020년09월_계_20~29세,"36,347","6,302",354,302,729,862,963,839,562,290,272,"1,708","3,675","3,882","1,759","2,610","2,639","3,054","1,913","1,340","2,292",,
2020년09월_계_30~39세,"60,703","5,426",328,280,695,873,828,711,511,269,185,"2,689","6,130","5,945","3,627","5,693","6,865","7,482","3,852","2,330","5,984",,
2020년09월_계_40~49세,"67,138","6,929",317,333,849,997,934,929,716,362,345,"4,565","6,000","7,018","6,064","6,367","7,458","5,868","3,937","1,847","5,303",,
2020년09월_계_50~59세,"44,105","6,718",533,552,"1,138","1,639","1,281","1,291","1,079",715,455,"2,520","3,173","3,862","2,603","3,146","3,424","3,490","2,275","1,615","2,596",,
2020년09월_계_60~69세,"29,074","5,266",502,683,998,"1,769","1,087","1,387",977,877,405,"1,157","1,581","1,911","1,159","1,867","2,254","1,758","1,243",787,"1,406",,
2020년09월_계_70~79세,"14,087","3,101",263,420,628,"1,160",584,931,679,526,275,490,524,859,455,798,802,558,426,227,381,,
2020년09월_계_80~89세,"6,987","1,489",160,305,400,670,378,548,484,329,197,193,193,387,162,316,220,173,142,105,136,,
2020년09월_계_90~99세,"1,172",232,23,61,43,108,53,76,79,51,22,37,44,86,38,49,45,44,33,23,25,,
2020년09월_계_100세 이상,55,15,2,4,2,4,2,3,6,7,1,3,0,0,0,0,0,4,0,1,1,,
2020년09월_남_총인구수,"173,613","22,199","1,505","1,641","3,425","4,638","3,780","4,056","3,011","1,978","1,293","9,594","14,199","15,876","11,862","14,494","16,888","15,393","9,607","5,448","12,726",,
2020년09월_남_연령구간인구수,"173,613","22,199","1,505","1,641","3,425","4,638","3,780","4,056","3,011","1,978","1,293","9,594","14,199","15,876","11,862","14,494","16,888","15,393","9,607","5,448","12,726",,
2020년09월_남_0~9세,"23,974","1,724",41,47,176,144,112,157,103,39,55,"1,407","2,247","2,272","1,969","2,469","3,165","2,862","1,668",872,"2,445",,
2020년09월_남_10~19세,"20,837","2,143",56,65,209,210,165,229,225,68,91,"1,715","1,825","2,286","2,219","2,070","2,375","1,568","1,250",512,"1,556",,
2020년09월_남_20~29세,"18,445","3,550",208,184,483,507,592,525,325,169,159,873,"1,609","1,714",899,"1,224","1,266","1,460",927,687,"1,084",,
2020년09월_남_30~39세,"29,591","2,948",221,156,434,533,558,452,309,171,112,"1,222","2,886","2,782","1,600","2,645","3,196","3,610","1,776","1,159","2,821",,
2020년09월_남_40~49세,"34,313","3,688",209,207,520,612,624,567,433,228,207,"2,211","2,982","3,416","2,942","3,208","3,744","2,967","1,993",902,"2,653",,
2020년09월_남_50~59세,"22,943","3,551",315,310,671,910,717,751,597,425,260,"1,311","1,582","2,011","1,400","1,551","1,623","1,733","1,152",798,"1,275",,
2020년09월_남_60~69세,"14,424","2,607",282,370,500,931,584,724,529,489,219,571,760,900,555,845,"1,049",882,586,376,665,,
2020년09월_남_70~79세,"6,458","1,357",119,193,269,546,275,421,294,263,119,217,249,375,217,375,381,266,214,113,195,,
2020년09월_남_80~89세,"2,360",563,53,94,148,222,138,212,182,116,67,54,51,102,51,94,81,37,36,27,32,,
2020년09월_남_90~99세,256,65,1,14,14,23,15,18,13,8,3,12,8,18,10,13,8,7,5,1,0,,
2020년09월_남_100세 이상,12,3,0,1,1,0,0,0,1,2,1,1,0,0,0,0,0,1,0,1,0,,
2020년09월_여_총인구수,"174,401","20,820","1,169","1,523","2,778","4,157","2,860","3,426","2,680","1,661","1,154","9,891","15,281","16,998","12,084","15,370","17,726","15,856","9,991","5,519","13,457",,
2020년09월_여_연령구간인구수,"174,401","20,820","1,169","1,523","2,778","4,157","2,860","3,426","2,680","1,661","1,154","9,891","15,281","16,998","12,084","15,370","17,726","15,856","9,991","5,519","13,457",,
2020년09월_여_0~9세,"22,822","1,604",46,50,171,160,107,179,97,45,49,"1,326","2,122","2,075","1,815","2,386","3,054","2,745","1,607",785,"2,399",,
2020년09월_여_10~19세,"20,713","2,070",49,62,165,199,146,202,173,61,95,"1,675","1,966","2,291","2,076","2,093","2,313","1,643","1,252",523,"1,659",,
2020년09월_여_20~29세,"17,902","2,752",146,118,246,355,371,314,237,121,113,835,"2,066","2,168",860,"1,386","1,373","1,594",986,653,"1,208",,
2020년09월_여_30~39세,"31,112","2,478",107,124,261,340,270,259,202,98,73,"1,467","3,244","3,163","2,027","3,048","3,669","3,872","2,076","1,171","3,163",,
2020년09월_여_40~49세,"32,825","3,241",108,126,329,385,310,362,283,134,138,"2,354","3,018","3,602","3,122","3,159","3,714","2,901","1,944",945,"2,650",,
2020년09월_여_50~59세,"21,162","3,167",218,242,467,729,564,540,482,290,195,"1,209","1,591","1,851","1,203","1,595","1,801","1,757","1,123",817,"1,321",,
2020년09월_여_60~69세,"14,650","2,659",220,313,498,838,503,663,448,388,186,586,821,"1,011",604,"1,022","1,205",876,657,411,741,,
2020년09월_여_70~79세,"7,629","1,744",144,227,359,614,309,510,385,263,156,273,275,484,238,423,421,292,212,114,186,,
2020년09월_여_80~89세,"4,627",926,107,211,252,448,240,336,302,213,130,139,142,285,111,222,139,136,106,78,104,,
2020년09월_여_90~99세,916,167,22,47,29,85,38,58,66,43,19,25,36,68,28,36,37,37,28,22,25,,
2020년09월_여_100세 이상,43,12,2,3,1,4,2,3,5,5,0,2,0,0,0,0,0,3,0,0,1,,
2020년10월_계_총인구수,"351,007","43,086","2,672","3,151","6,191","8,779","6,639","7,485","5,687","3,624","2,454","19,385","29,498","36,571","23,742","29,725","34,476","31,253","19,513","10,940","26,136",,
2020년10월_계_연령구간인구수,"351,007","43,086","2,672","3,151","6,191","8,779","6,639","7,485","5,687","3,624","2,454","19,385","29,498","36,571","23,742","29,725","34,476","31,253","19,513","10,940","26,136",,
2020년10월_계_0~9세,"47,042","3,295",82,93,346,309,213,328,199,84,103,"2,679","4,328","5,105","3,697","4,779","6,152","5,545","3,244","1,660","4,801",,
2020년10월_계_10~19세,"41,968","4,208",101,126,372,409,300,432,403,128,187,"3,375","3,837","4,953","4,276","4,164","4,698","3,225","2,498","1,031","3,245",,
2020년10월_계_20~29세,"36,742","6,349",359,302,724,862,975,859,556,289,273,"1,716","3,658","4,208","1,767","2,628","2,626","3,078","1,902","1,323","2,288",,
2020년10월_계_30~39세,"60,994","5,419",330,275,703,848,836,719,518,261,186,"2,668","6,066","6,782","3,559","5,590","6,799","7,414","3,804","2,307","5,910",,
2020년10월_계_40~49세,"67,761","6,916",314,327,840,"1,010",929,922,709,363,352,"4,530","6,012","7,754","6,014","6,324","7,443","5,924","3,928","1,840","5,310",,
2020년10월_계_50~59세,"44,596","6,743",535,557,"1,118","1,636","1,271","1,287","1,070",719,454,"2,526","3,208","4,229","2,626","3,183","3,413","3,500","2,284","1,625","2,612",,
2020년10월_계_60~69세,"29,409","5,283",506,681,"1,023","1,757","1,091","1,387",981,872,405,"1,169","1,615","2,085","1,157","1,891","2,274","1,769","1,252",795,"1,416",,
2020년10월_계_70~79세,"14,219","3,122",260,420,624,"1,164",594,929,679,521,272,490,530,948,451,801,802,568,423,229,392,,
2020년10월_계_80~89세,"7,045","1,505",160,305,395,668,376,544,487,328,197,195,199,420,156,319,223,182,145,106,135,,
2020년10월_계_90~99세,"1,177",231,23,61,44,112,52,75,79,52,24,35,45,87,39,46,46,44,33,23,26,,
2020년10월_계_100세 이상,54,15,2,4,2,4,2,3,6,7,1,2,0,0,0,0,0,4,0,1,1,,
2020년10월_남_총인구수,"175,135","22,255","1,501","1,635","3,415","4,615","3,775","4,065","3,014","1,976","1,298","9,546","14,220","17,703","11,758","14,425","16,830","15,396","9,578","5,441","12,689",,
2020년10월_남_연령구간인구수,"175,135","22,255","1,501","1,635","3,415","4,615","3,775","4,065","3,014","1,976","1,298","9,546","14,220","17,703","11,758","14,425","16,830","15,396","9,578","5,441","12,689",,
2020년10월_남_0~9세,"24,095","1,712",38,47,174,144,109,154,103,39,56,"1,382","2,225","2,643","1,929","2,427","3,132","2,829","1,658",876,"2,418",,
2020년10월_남_10~19세,"21,040","2,140",53,63,207,206,157,227,227,68,91,"1,704","1,850","2,470","2,205","2,061","2,396","1,558","1,257",520,"1,580",,
2020년10월_남_20~29세,"18,658","3,576",209,186,475,503,592,548,320,169,159,878,"1,615","1,866",906,"1,228","1,265","1,494",920,671,"1,078",,
2020년10월_남_30~39세,"29,744","2,951",225,154,438,515,566,454,313,168,113,"1,210","2,858","3,178","1,569","2,608","3,163","3,575","1,761","1,148","2,777",,
2020년10월_남_40~49세,"34,640","3,683",206,204,517,624,620,561,430,229,212,"2,193","2,989","3,815","2,910","3,179","3,730","2,995","1,980",905,"2,658",,
2020년10월_남_50~59세,"23,211","3,573",317,311,659,906,713,753,596,425,258,"1,321","1,599","2,195","1,414","1,577","1,629","1,732","1,157",798,"1,278",,
2020년10월_남_60~69세,"14,571","2,612",282,367,515,920,582,723,531,492,218,571,773,983,552,858,"1,050",896,595,380,671,,
2020년10월_남_70~79세,"6,513","1,371",117,194,268,551,285,418,292,259,117,219,248,422,212,374,376,269,209,114,198,,
2020년10월_남_80~89세,"2,395",570,53,94,146,223,136,209,187,117,69,57,55,115,49,100,80,41,36,27,31,,
2020년10월_남_90~99세,257,64,1,14,15,23,15,18,14,8,4,11,8,16,12,13,9,6,5,1,0,,
2020년10월_남_100세 이상,11,3,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,,
2020년10월_여_총인구수,"175,872","20,831","1,171","1,516","2,776","4,164","2,864","3,420","2,673","1,648","1,156","9,839","15,278","18,868","11,984","15,300","17,646","15,857","9,935","5,499","13,447",,
2020년10월_여_연령구간인구수,"175,872","20,831","1,171","1,516","2,776","4,164","2,864","3,420","2,673","1,648","1,156","9,839","15,278","18,868","11,984","15,300","17,646","15,857","9,935","5,499","13,447",,
2020년10월_여_0~9세,"22,947","1,583",44,46,172,165,104,174,96,45,47,"1,297","2,103","2,462","1,768","2,352","3,020","2,716","1,586",784,"2,383",,
2020년10월_여_10~19세,"20,928","2,068",48,63,165,203,143,205,176,60,96,"1,671","1,987","2,483","2,071","2,103","2,302","1,667","1,241",511,"1,665",,
2020년10월_여_20~29세,"18,084","2,773",150,116,249,359,383,311,236,120,114,838,"2,043","2,342",861,"1,400","1,361","1,584",982,652,"1,210",,
2020년10월_여_30~39세,"31,250","2,468",105,121,265,333,270,265,205,93,73,"1,458","3,208","3,604","1,990","2,982","3,636","3,839","2,043","1,159","3,133",,
2020년10월_여_40~49세,"33,121","3,233",108,123,323,386,309,361,279,134,140,"2,337","3,023","3,939","3,104","3,145","3,713","2,929","1,948",935,"2,652",,
2020년10월_여_50~59세,"21,385","3,170",218,246,459,730,558,534,474,294,196,"1,205","1,609","2,034","1,212","1,606","1,784","1,768","1,127",827,"1,334",,
2020년10월_여_60~69세,"14,838","2,671",224,314,508,837,509,664,450,380,187,598,842,"1,102",605,"1,033","1,224",873,657,415,745,,
2020년10월_여_70~79세,"7,706","1,751",143,226,356,613,309,511,387,262,155,271,282,526,239,427,426,299,214,115,194,,
2020년10월_여_80~89세,"4,650",935,107,211,249,445,240,335,300,211,128,138,144,305,107,219,143,141,109,79,104,,
2020년10월_여_90~99세,920,167,22,47,29,89,37,57,65,44,20,24,37,71,27,33,37,38,28,22,26,,
2020년10월_여_100세 이상,43,12,2,3,1,4,2,3,5,5,0,2,0,0,0,0,0,3,0,0,1,,
2020년11월_계_총인구수,"353,430","43,032","2,707","3,157","6,206","8,849","6,692","7,456","5,672","3,602","2,449","19,264","29,420","38,931","23,578","29,611","34,380","31,734","19,444","10,963","26,283",,
2020년11월_계_연령구간인구수,"353,430","43,032","2,707","3,157","6,206","8,849","6,692","7,456","5,672","3,602","2,449","19,264","29,420","38,931","23,578","29,611","34,380","31,734","19,444","10,963","26,283",,
2020년11월_계_0~9세,"47,222","3,247",86,89,334,317,217,320,195,81,101,"2,648","4,289","5,593","3,607","4,710","6,075","5,634","3,221","1,654","4,804",,
2020년11월_계_10~19세,"42,306","4,193",110,130,373,402,295,431,396,126,185,"3,355","3,852","5,156","4,296","4,166","4,739","3,284","2,498","1,055","3,264",,
2020년11월_계_20~29세,"36,994","6,373",360,301,727,885,993,857,555,286,278,"1,735","3,618","4,385","1,776","2,621","2,623","3,101","1,893","1,303","2,324",,
2020년11월_계_30~39세,"61,240","5,398",339,277,719,863,849,717,519,260,186,"2,599","6,021","7,360","3,473","5,508","6,703","7,513","3,756","2,298","5,882",,
2020년11월_계_40~49세,"68,318","6,900",325,333,834,"1,020",923,915,700,353,354,"4,498","6,028","8,235","5,981","6,313","7,453","6,013","3,916","1,874","5,350",,
2020년11월_계_50~59세,"44,970","6,734",537,554,"1,117","1,634","1,269","1,272","1,061",720,447,"2,539","3,217","4,479","2,645","3,192","3,417","3,570","2,297","1,622","2,647",,
2020년11월_계_60~69세,"29,785","5,330",503,685,"1,035","1,775","1,115","1,389",991,868,409,"1,171","1,614","2,205","1,159","1,935","2,295","1,809","1,256",798,"1,443",,
2020년11월_계_70~79세,"14,286","3,105",263,415,620,"1,166",596,937,680,525,267,487,535,992,449,801,805,573,434,228,408,,
2020년11월_계_80~89세,"7,080","1,512",157,311,397,670,382,542,489,324,195,196,196,440,155,319,225,187,140,106,137,,
2020년11월_계_90~99세,"1,177",226,25,58,48,112,51,73,80,52,26,34,50,86,37,46,45,46,33,25,24,,
2020년11월_계_100세 이상,52,14,2,4,2,5,2,3,6,7,1,2,0,0,0,0,0,4,0,0,0,,
2020년11월_남_총인구수,"176,336","22,233","1,517","1,647","3,423","4,642","3,809","4,052","3,007","1,960","1,295","9,467","14,223","18,856","11,680","14,364","16,794","15,619","9,543","5,451","12,754",,
2020년11월_남_연령구간인구수,"176,336","22,233","1,517","1,647","3,423","4,642","3,809","4,052","3,007","1,960","1,295","9,467","14,223","18,856","11,680","14,364","16,794","15,619","9,543","5,451","12,754",,
2020년11월_남_0~9세,"24,193","1,682",42,44,171,148,114,155,101,36,55,"1,360","2,214","2,895","1,881","2,384","3,090","2,880","1,639",883,"2,419",,
2020년11월_남_10~19세,"21,207","2,135",55,66,203,198,155,227,222,68,90,"1,684","1,863","2,579","2,214","2,064","2,423","1,579","1,267",528,"1,587",,
2020년11월_남_20~29세,"18,805","3,587",209,188,481,518,609,547,326,164,165,890,"1,600","1,956",912,"1,224","1,265","1,500",916,654,"1,094",,
2020년11월_남_30~39세,"29,868","2,946",230,158,449,521,569,453,314,166,111,"1,178","2,850","3,424","1,543","2,581","3,117","3,619","1,735","1,145","2,759",,
2020년11월_남_40~49세,"34,925","3,681",215,206,512,627,618,552,420,224,213,"2,170","3,000","4,068","2,880","3,169","3,744","3,043","1,979",925,"2,679",,
2020년11월_남_50~59세,"23,384","3,569",314,307,656,907,709,746,595,425,254,"1,327","1,609","2,312","1,426","1,593","1,628","1,763","1,159",792,"1,293",,
2020년11월_남_60~69세,"14,738","2,636",279,375,520,920,600,727,534,490,219,574,772,"1,041",552,867,"1,059",915,594,382,682,,
2020년11월_남_70~79세,"6,548","1,362",119,191,267,552,285,420,294,262,115,216,251,445,211,369,378,272,215,115,209,,
2020년11월_남_80~89세,"2,398",568,53,97,147,226,137,207,186,115,67,58,54,120,50,99,81,40,35,26,32,,
2020년11월_남_90~99세,259,64,1,14,16,24,13,18,14,8,5,10,10,16,11,14,9,7,4,1,0,,
2020년11월_남_100세 이상,11,3,0,1,1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,,
2020년11월_여_총인구수,"177,094","20,799","1,190","1,510","2,783","4,207","2,883","3,404","2,665","1,642","1,154","9,797","15,197","20,075","11,898","15,247","17,586","16,115","9,901","5,512","13,529",,
2020년11월_여_연령구간인구수,"177,094","20,799","1,190","1,510","2,783","4,207","2,883","3,404","2,665","1,642","1,154","9,797","15,197","20,075","11,898","15,247","17,586","16,115","9,901","5,512","13,529",,
2020년11월_여_0~9세,"23,029","1,565",44,45,163,169,103,165,94,45,46,"1,288","2,075","2,698","1,726","2,326","2,985","2,754","1,582",771,"2,385",,
2020년11월_여_10~19세,"21,099","2,058",55,64,170,204,140,204,174,58,95,"1,671","1,989","2,577","2,082","2,102","2,316","1,705","1,231",527,"1,677",,
2020년11월_여_20~29세,"18,189","2,786",151,113,246,367,384,310,229,122,113,845,"2,018","2,429",864,"1,397","1,358","1,601",977,649,"1,230",,
2020년11월_여_30~39세,"31,372","2,452",109,119,270,342,280,264,205,94,75,"1,421","3,171","3,936","1,930","2,927","3,586","3,894","2,021","1,153","3,123",,
2020년11월_여_40~49세,"33,393","3,219",110,127,322,393,305,363,280,129,141,"2,328","3,028","4,167","3,101","3,144","3,709","2,970","1,937",949,"2,671",,
2020년11월_여_50~59세,"21,586","3,165",223,247,461,727,560,526,466,295,193,"1,212","1,608","2,167","1,219","1,599","1,789","1,807","1,138",830,"1,354",,
2020년11월_여_60~69세,"15,047","2,694",224,310,515,855,515,662,457,378,190,597,842,"1,164",607,"1,068","1,236",894,662,416,761,,
2020년11월_여_70~79세,"7,738","1,743",144,224,353,614,311,517,386,263,152,271,284,547,238,432,427,301,219,113,199,,
2020년11월_여_80~89세,"4,682",944,104,214,250,444,245,335,303,209,128,138,142,320,105,220,144,147,105,80,105,,
2020년11월_여_90~99세,918,162,24,44,32,88,38,55,66,44,21,24,40,70,26,32,36,39,29,24,24,,
2020년11월_여_100세 이상,41,11,2,3,1,4,2,3,5,5,0,2,0,0,0,0,0,3,0,0,0,,
2020년12월_계_총인구수,"355,831","43,100","2,729","3,160","6,245","8,865","6,703","7,481","5,686","3,578","2,442","19,233","29,430","39,495","23,562","29,568","34,431","32,423","19,397","10,973","27,330",,
2020년12월_계_연령구간인구수,"355,831","43,100","2,729","3,160","6,245","8,865","6,703","7,481","5,686","3,578","2,442","19,233","29,430","39,495","23,562","29,568","34,431","32,423","19,397","10,973","27,330",,
