카테고리,충청남도 금산군,충청남도 금산군 금산읍,충청남도 금산군 금성면,충청남도 금산군 제원면,충청남도 금산군 부리면,충청남도 금산군 군북면,충청남도 금산군 남일면,충청남도 금산군 남이면,충청남도 금산군 진산면,충청남도 금산군 복수면,충청남도 금산군 추부면
2020년11월_계_80~89세,"4,210","1,126",379,337,378,285,349,258,348,287,463
2020년11월_계_90~99세,558,140,73,51,50,33,34,31,34,49,63
2020년11월_계_100세 이상,30,15,3,1,2,0,1,2,2,2,2
2020년11월_남_총인구수,"25,947","11,239","1,716","1,471","1,237","1,270","1,456","1,119","1,624","1,617","3,198"
2020년11월_남_연령구간인구수,"25,947","11,239","1,716","1,471","1,237","1,270","1,456","1,119","1,624","1,617","3,198"
2020년11월_남_0~9세,"1,317",831,54,43,33,60,50,32,41,41,132
2020년11월_남_10~19세,"2,248","1,253",93,69,34,75,199,89,120,84,232
2020년11월_남_20~29세,"2,296","1,225",138,108,65,79,104,69,101,117,290
2020년11월_남_30~39세,"1,988","1,100",114,90,69,75,66,39,74,100,261
2020년11월_남_40~49세,"3,453","1,859",167,152,124,152,145,109,185,181,379
2020년11월_남_50~59세,"5,046","1,945",364,287,256,253,257,256,366,353,709
2020년11월_남_60~69세,"4,936","1,589",376,377,306,296,307,264,352,381,688
2020년11월_남_70~79세,"3,098","1,003",255,226,220,183,206,163,260,245,337
2020년11월_남_80~89세,"1,427",402,139,106,117,91,114,91,115,101,151
2020년11월_남_90~99세,129,28,15,13,13,6,8,6,8,13,19
2020년11월_남_100세 이상,9,4,1,0,0,0,0,1,2,1,0
2020년11월_여_총인구수,"25,496","11,632","1,604","1,362","1,227","1,268","1,416","1,045","1,601","1,443","2,898"
2020년11월_여_연령구간인구수,"25,496","11,632","1,604","1,362","1,227","1,268","1,416","1,045","1,601","1,443","2,898"
2020년11월_여_0~9세,"1,270",852,29,39,32,64,36,30,34,38,116
2020년11월_여_10~19세,"2,058","1,208",71,41,34,66,205,79,94,62,198
2020년11월_여_20~29세,"1,691",948,86,66,45,54,60,29,93,88,222
2020년11월_여_30~39세,"1,795","1,069",86,69,43,70,65,49,72,91,181
2020년11월_여_40~49세,"2,805","1,715",134,89,54,105,92,64,135,110,307
2020년11월_여_50~59세,"4,082","1,838",251,219,172,170,180,186,268,251,547
2020년11월_여_60~69세,"4,811","1,782",352,332,295,286,278,207,335,341,603
2020년11월_여_70~79세,"3,751","1,373",295,237,252,232,238,208,311,239,366
2020년11월_여_80~89세,"2,783",724,240,231,261,194,235,167,233,186,312
2020년11월_여_90~99세,429,112,58,38,37,27,26,25,26,36,44
2020년11월_여_100세 이상,21,11,2,1,2,0,1,1,0,1,2
2020년12월_계_총인구수,"51,413","22,858","3,320","2,841","2,462","2,527","2,871","2,154","3,213","3,072","6,095"
2020년12월_계_연령구간인구수,"51,413","22,858","3,320","2,841","2,462","2,527","2,871","2,154","3,213","3,072","6,095"
2020년12월_계_0~9세,"2,565","1,673",86,79,63,123,82,60,73,78,248
2020년12월_계_10~19세,"4,289","2,464",158,110,68,141,403,163,209,146,427
2020년12월_계_20~29세,"4,020","2,180",226,189,113,134,162,100,196,208,512
2020년12월_계_30~39세,"3,765","2,164",198,158,111,145,130,89,141,193,436
2020년12월_계_40~49세,"6,216","3,556",296,241,175,249,243,168,312,298,678
2020년12월_계_50~59세,"9,087","3,759",619,502,425,421,428,439,639,595,"1,260"
2020년12월_계_60~69세,"9,838","3,411",730,715,605,584,589,472,692,732,"1,308"
2020년12월_계_70~79세,"6,845","2,367",552,465,473,414,452,372,567,483,700
2020년12월_계_80~89세,"4,202","1,131",378,332,376,282,348,259,347,286,463
2020년12월_계_90~99세,555,138,74,49,50,34,33,30,35,51,61
2020년12월_계_100세 이상,31,15,3,1,3,0,1,2,2,2,2
2020년12월_남_총인구수,"25,928","11,228","1,714","1,480","1,237","1,264","1,451","1,109","1,619","1,620","3,206"
2020년12월_남_연령구간인구수,"25,928","11,228","1,714","1,480","1,237","1,264","1,451","1,109","1,619","1,620","3,206"
2020년12월_남_0~9세,"1,305",823,56,42,32,60,48,30,40,40,134
2020년12월_남_10~19세,"2,239","1,255",88,69,33,75,197,88,118,84,232
2020년12월_남_20~29세,"2,309","1,230",137,119,66,76,102,69,102,118,290
2020년12월_남_30~39세,"1,977","1,094",114,90,69,74,64,40,70,103,259
2020년12월_남_40~49세,"3,442","1,854",167,152,122,148,149,106,182,184,378
2020년12월_남_50~59세,"5,017","1,930",364,284,256,254,249,251,373,350,706
2020년12월_남_60~69세,"4,990","1,612",375,379,309,298,312,263,354,385,703
2020년12월_남_70~79세,"3,088",990,259,229,220,182,209,164,257,242,336
2020년12월_남_80~89세,"1,423",408,137,103,117,91,113,91,113,100,150
2020년12월_남_90~99세,129,28,16,13,13,6,8,6,8,13,18
2020년12월_남_100세 이상,9,4,1,0,0,0,0,1,2,1,0
2020년12월_여_총인구수,"25,485","11,630","1,606","1,361","1,225","1,263","1,420","1,045","1,594","1,452","2,889"
2020년12월_여_연령구간인구수,"25,485","11,630","1,606","1,361","1,225","1,263","1,420","1,045","1,594","1,452","2,889"
2020년12월_여_0~9세,"1,260",850,30,37,31,63,34,30,33,38,114
2020년12월_여_10~19세,"2,050","1,209",70,41,35,66,206,75,91,62,195
2020년12월_여_20~29세,"1,711",950,89,70,47,58,60,31,94,90,222
2020년12월_여_30~39세,"1,788","1,070",84,68,42,71,66,49,71,90,177
2020년12월_여_40~49세,"2,774","1,702",129,89,53,101,94,62,130,114,300
2020년12월_여_50~59세,"4,070","1,829",255,218,169,167,179,188,266,245,554
2020년12월_여_60~69세,"4,848","1,799",355,336,296,286,277,209,338,347,605
2020년12월_여_70~79세,"3,757","1,377",293,236,253,232,243,208,310,241,364
2020년12월_여_80~89세,"2,779",723,241,229,259,191,235,168,234,186,313
2020년12월_여_90~99세,426,110,58,36,37,28,25,24,27,38,43
2020년12월_여_100세 이상,22,11,2,1,3,0,1,1,0,1,2
2021년01월_계_총인구수,"51,262","22,829","3,307","2,814","2,461","2,518","2,850","2,142","3,209","3,063","6,069"
2021년01월_계_연령구간인구수,"51,262","22,829","3,307","2,814","2,461","2,518","2,850","2,142","3,209","3,063","6,069"
2021년01월_계_0~9세,"2,528","1,650",85,78,63,120,79,58,73,77,245
2021년01월_계_10~19세,"4,269","2,466",155,108,68,138,391,162,209,146,426
2021년01월_계_20~29세,"4,002","2,184",221,179,111,134,163,100,196,203,511
2021년01월_계_30~39세,"3,696","2,124",196,154,108,139,126,86,139,189,435
2021년01월_계_40~49세,"6,200","3,547",292,243,177,250,242,162,311,294,682
2021년01월_계_50~59세,"9,027","3,766",613,494,418,424,426,435,636,589,"1,226"
2021년01월_계_60~69세,"9,890","3,424",738,712,617,586,589,475,695,737,"1,317"
2021년01월_계_70~79세,"6,848","2,375",551,463,468,415,448,373,567,486,702
2021년01월_계_80~89세,"4,211","1,138",379,335,376,277,353,258,345,288,462
2021년01월_계_90~99세,560,140,74,47,52,35,32,31,36,52,61
2021년01월_계_100세 이상,31,15,3,1,3,0,1,2,2,2,2
2021년01월_남_총인구수,"25,821","11,205","1,704","1,464","1,230","1,259","1,436","1,104","1,616","1,615","3,188"
2021년01월_남_연령구간인구수,"25,821","11,205","1,704","1,464","1,230","1,259","1,436","1,104","1,616","1,615","3,188"
2021년01월_남_0~9세,"1,296",815,56,43,33,60,46,28,41,40,134
2021년01월_남_10~19세,"2,218","1,253",85,67,32,71,190,87,117,84,232
2021년01월_남_20~29세,"2,290","1,227",135,112,64,76,100,69,103,116,288
2021년01월_남_30~39세,"1,943","1,074",111,92,67,72,63,39,68,98,259
2021년01월_남_40~49세,"3,420","1,846",165,153,121,145,148,100,179,182,381
2021년01월_남_50~59세,"4,977","1,930",359,276,252,258,248,251,369,349,685
2021년01월_남_60~69세,"5,031","1,623",380,378,313,300,312,268,363,387,707
2021년01월_남_70~79세,"3,091",996,259,229,216,183,206,166,257,245,334
2021년01월_남_80~89세,"1,415",409,136,102,119,87,115,90,108,99,150
2021년01월_남_90~99세,131,28,17,12,13,7,8,5,9,14,18
2021년01월_남_100세 이상,9,4,1,0,0,0,0,1,2,1,0
2021년01월_여_총인구수,"25,441","11,624","1,603","1,350","1,231","1,259","1,414","1,038","1,593","1,448","2,881"
2021년01월_여_연령구간인구수,"25,441","11,624","1,603","1,350","1,231","1,259","1,414","1,038","1,593","1,448","2,881"
2021년01월_여_0~9세,"1,232",835,29,35,30,60,33,30,32,37,111
2021년01월_여_10~19세,"2,051","1,213",70,41,36,67,201,75,92,62,194
2021년01월_여_20~29세,"1,712",957,86,67,47,58,63,31,93,87,223
2021년01월_여_30~39세,"1,753","1,050",85,62,41,67,63,47,71,91,176
2021년01월_여_40~49세,"2,780","1,701",127,90,56,105,94,62,132,112,301
2021년01월_여_50~59세,"4,050","1,836",254,218,166,166,178,184,267,240,541
2021년01월_여_60~69세,"4,859","1,801",358,334,304,286,277,207,332,350,610
2021년01월_여_70~79세,"3,757","1,379",292,234,252,232,242,207,310,241,368
2021년01월_여_80~89세,"2,796",729,243,233,257,190,238,168,237,189,312
2021년01월_여_90~99세,429,112,57,35,39,28,24,26,27,38,43
2021년01월_여_100세 이상,22,11,2,1,3,0,1,1,0,1,2
2021년02월_계_총인구수,"51,227","22,791","3,308","2,811","2,471","2,519","2,869","2,139","3,207","3,066","6,046"
2021년02월_계_연령구간인구수,"51,227","22,791","3,308","2,811","2,471","2,519","2,869","2,139","3,207","3,066","6,046"
2021년02월_계_0~9세,"2,517","1,636",84,76,64,125,85,56,72,78,241
2021년02월_계_10~19세,"4,254","2,463",152,105,68,136,400,158,211,146,415
2021년02월_계_20~29세,"3,972","2,170",221,181,103,133,165,101,189,202,507
2021년02월_계_30~39세,"3,649","2,092",194,150,111,140,125,83,139,193,422
2021년02월_계_40~49세,"6,191","3,538",294,243,177,250,248,161,304,293,683
2021년02월_계_50~59세,"8,976","3,754",604,488,419,416,419,429,639,578,"1,230"
2021년02월_계_60~69세,"9,997","3,461",752,717,628,589,592,485,703,745,"1,325"
2021년02월_계_70~79세,"6,837","2,374",549,462,468,414,447,370,563,489,701
2021년02월_계_80~89세,"4,239","1,149",379,340,379,280,355,261,349,287,460
2021년02월_계_90~99세,566,140,77,48,51,36,32,33,36,53,60
2021년02월_계_100세 이상,29,14,2,1,3,0,1,2,2,2,2
2021년02월_남_총인구수,"25,815","11,187","1,704","1,465","1,240","1,256","1,447","1,100","1,610","1,618","3,188"
2021년02월_남_연령구간인구수,"25,815","11,187","1,704","1,465","1,240","1,256","1,447","1,100","1,610","1,618","3,188"
2021년02월_남_0~9세,"1,283",809,55,41,32,61,48,27,41,39,130
2021년02월_남_10~19세,"2,217","1,253",83,66,33,71,196,86,117,86,226
2021년02월_남_20~29세,"2,276","1,216",135,114,61,76,100,68,97,117,292
2021년02월_남_30~39세,"1,922","1,061",108,89,69,75,62,37,68,99,254
2021년02월_남_40~49세,"3,411","1,841",166,155,120,142,151,99,176,181,380
2021년02월_남_50~59세,"4,951","1,924",353,274,256,249,246,244,371,343,691
2021년02월_남_60~69세,"5,095","1,645",389,382,320,303,312,275,366,393,710
2021년02월_남_70~79세,"3,104",998,260,227,217,185,208,168,254,250,337
2021년02월_남_80~89세,"1,415",409,135,105,120,86,116,90,109,94,151
2021년02월_남_90~99세,133,28,19,12,12,8,8,5,9,15,17
2021년02월_남_100세 이상,8,3,1,0,0,0,0,1,2,1,0
2021년02월_여_총인구수,"25,412","11,604","1,604","1,346","1,231","1,263","1,422","1,039","1,597","1,448","2,858"
2021년02월_여_연령구간인구수,"25,412","11,604","1,604","1,346","1,231","1,263","1,422","1,039","1,597","1,448","2,858"
2021년02월_여_0~9세,"1,234",827,29,35,32,64,37,29,31,39,111
2021년02월_여_10~19세,"2,037","1,210",69,39,35,65,204,72,94,60,189
2021년02월_여_20~29세,"1,696",954,86,67,42,57,65,33,92,85,215
2021년02월_여_30~39세,"1,727","1,031",86,61,42,65,63,46,71,94,168
2021년02월_여_40~49세,"2,780","1,697",128,88,57,108,97,62,128,112,303
2021년02월_여_50~59세,"4,025","1,830",251,214,163,167,173,185,268,235,539
2021년02월_여_60~69세,"4,902","1,816",363,335,308,286,280,210,337,352,615
2021년02월_여_70~79세,"3,733","1,376",289,235,251,229,239,202,309,239,364
2021년02월_여_80~89세,"2,824",740,244,235,259,194,239,171,240,193,309
2021년02월_여_90~99세,433,112,58,36,39,28,24,28,27,38,43
2021년02월_여_100세 이상,21,11,1,1,3,0,1,1,0,1,2
2021년03월_계_총인구수,"50,953","22,593","3,299","2,794","2,457","2,523","2,880","2,130","3,217","3,032","6,028"
2021년03월_계_연령구간인구수,"50,953","22,593","3,299","2,794","2,457","2,523","2,880","2,130","3,217","3,032","6,028"
2021년03월_계_0~9세,"2,492","1,619",88,75,65,125,83,55,72,76,234
2021년03월_계_10~19세,"4,269","2,445",151,104,70,137,418,164,213,145,422
2021년03월_계_20~29세,"3,925","2,159",212,182,97,134,157,104,190,196,494
2021년03월_계_30~39세,"3,605","2,060",196,147,111,139,125,76,139,189,423
2021년03월_계_40~49세,"6,121","3,499",293,237,172,249,247,157,300,290,677
2021년03월_계_50~59세,"8,864","3,718",596,476,411,417,418,423,627,564,"1,214"
2021년03월_계_60~69세,"10,074","3,462",758,723,637,591,596,490,722,750,"1,345"
2021년03월_계_70~79세,"6,790","2,346",545,464,458,416,444,364,565,484,704
2021년03월_계_80~89세,"4,247","1,148",383,340,383,279,358,263,352,287,454
2021년03월_계_90~99세,557,134,75,46,51,36,34,34,37,51,59
2021년03월_계_100세 이상,9,3,2,0,2,0,0,0,0,0,2
2021년03월_남_총인구수,"25,692","11,092","1,701","1,462","1,233","1,260","1,449","1,095","1,616","1,596","3,188"
2021년03월_남_연령구간인구수,"25,692","11,092","1,701","1,462","1,233","1,260","1,449","1,095","1,616","1,596","3,188"
2021년03월_남_0~9세,"1,271",799,57,41,32,62,47,26,42,37,128
2021년03월_남_10~19세,"2,218","1,246",82,66,32,69,202,88,119,85,229
2021년03월_남_20~29세,"2,258","1,211",132,116,58,78,96,70,97,113,287
2021년03월_남_30~39세,"1,907","1,046",109,88,68,73,63,35,68,97,260
2021년03월_남_40~49세,"3,357","1,810",165,152,115,141,148,94,174,179,379
2021년03월_남_50~59세,"4,909","1,911",349,272,258,248,247,243,364,335,682
2021년03월_남_60~69세,"5,136","1,650",390,385,324,308,314,275,376,396,718
2021년03월_남_70~79세,"3,098",989,261,226,213,188,207,167,258,247,342
2021년03월_남_80~89세,"1,411",405,137,105,122,85,117,92,109,93,146
2021년03월_남_90~99세,126,25,18,11,11,8,8,5,9,14,17
2021년03월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"25,261","11,501","1,598","1,332","1,224","1,263","1,431","1,035","1,601","1,436","2,840"
2021년03월_여_연령구간인구수,"25,261","11,501","1,598","1,332","1,224","1,263","1,431","1,035","1,601","1,436","2,840"
2021년03월_여_0~9세,"1,221",820,31,34,33,63,36,29,30,39,106
2021년03월_여_10~19세,"2,051","1,199",69,38,38,68,216,76,94,60,193
2021년03월_여_20~29세,"1,667",948,80,66,39,56,61,34,93,83,207
2021년03월_여_30~39세,"1,698","1,014",87,59,43,66,62,41,71,92,163
2021년03월_여_40~49세,"2,764","1,689",128,85,57,108,99,63,126,111,298
2021년03월_여_50~59세,"3,955","1,807",247,204,153,169,171,180,263,229,532
2021년03월_여_60~69세,"4,938","1,812",368,338,313,283,282,215,346,354,627
2021년03월_여_70~79세,"3,692","1,357",284,238,245,228,237,197,307,237,362
2021년03월_여_80~89세,"2,836",743,246,235,261,194,241,171,243,194,308
2021년03월_여_90~99세,431,109,57,35,40,28,26,29,28,37,42
2021년03월_여_100세 이상,8,3,1,0,2,0,0,0,0,0,2
2021년04월_계_총인구수,"50,950","22,553","3,302","2,796","2,477","2,510","2,887","2,131","3,219","3,036","6,039"
2021년04월_계_연령구간인구수,"50,950","22,553","3,302","2,796","2,477","2,510","2,887","2,131","3,219","3,036","6,039"
2021년04월_계_0~9세,"2,470","1,597",88,75,67,121,82,55,74,74,237
2021년04월_계_10~19세,"4,264","2,448",152,102,74,138,421,156,211,145,417
2021년04월_계_20~29세,"3,907","2,153",204,182,100,125,159,106,191,196,491
2021년04월_계_30~39세,"3,578","2,039",193,141,115,143,123,74,144,184,422
2021년04월_계_40~49세,"6,116","3,495",296,237,175,249,247,160,294,292,671
2021년04월_계_50~59세,"8,869","3,713",599,480,413,411,417,425,630,561,"1,220"
2021년04월_계_60~69세,"10,125","3,464",765,727,640,597,598,493,723,760,"1,358"
2021년04월_계_70~79세,"6,788","2,348",547,466,455,409,448,360,562,486,707
2021년04월_계_80~89세,"4,264","1,158",383,341,385,282,355,269,352,288,451
2021년04월_계_90~99세,560,135,73,45,51,35,37,33,38,50,63
2021년04월_계_100세 이상,9,3,2,0,2,0,0,0,0,0,2
2021년04월_남_총인구수,"25,699","11,080","1,700","1,461","1,243","1,256","1,452","1,098","1,623","1,594","3,192"
2021년04월_남_연령구간인구수,"25,699","11,080","1,700","1,461","1,243","1,256","1,452","1,098","1,623","1,594","3,192"
2021년04월_남_0~9세,"1,256",787,56,42,31,60,47,26,43,36,128
2021년04월_남_10~19세,"2,220","1,251",83,65,35,69,203,84,119,85,226
2021년04월_남_20~29세,"2,234","1,205",128,113,57,72,98,70,96,111,284
2021년04월_남_30~39세,"1,886","1,027",109,84,72,77,60,34,71,92,260
2021년04월_남_40~49세,"3,363","1,812",167,152,117,141,148,95,171,179,381
2021년04월_남_50~59세,"4,926","1,913",352,278,260,243,248,248,368,334,682
2021년04월_남_60~69세,"5,170","1,660",391,383,323,317,315,276,378,401,726
2021년04월_남_70~79세,"3,102",989,261,227,214,183,210,166,260,249,343
2021년04월_남_80~89세,"1,415",409,135,106,123,87,113,94,109,94,145
2021년04월_남_90~99세,126,27,17,11,11,7,10,5,8,13,17
2021년04월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"25,251","11,473","1,602","1,335","1,234","1,254","1,435","1,033","1,596","1,442","2,847"
2021년04월_여_연령구간인구수,"25,251","11,473","1,602","1,335","1,234","1,254","1,435","1,033","1,596","1,442","2,847"
2021년04월_여_0~9세,"1,214",810,32,33,36,61,35,29,31,38,109
2021년04월_여_10~19세,"2,044","1,197",69,37,39,69,218,72,92,60,191
2021년04월_여_20~29세,"1,673",948,76,69,43,53,61,36,95,85,207
2021년04월_여_30~39세,"1,692","1,012",84,57,43,66,63,40,73,92,162
2021년04월_여_40~49세,"2,753","1,683",129,85,58,108,99,65,123,113,290
2021년04월_여_50~59세,"3,943","1,800",247,202,153,168,169,177,262,227,538
2021년04월_여_60~69세,"4,955","1,804",374,344,317,280,283,217,345,359,632
2021년04월_여_70~79세,"3,686","1,359",286,239,241,226,238,194,302,237,364
2021년04월_여_80~89세,"2,849",749,248,235,262,195,242,175,243,194,306
2021년04월_여_90~99세,434,108,56,34,40,28,27,28,30,37,46
2021년04월_여_100세 이상,8,3,1,0,2,0,0,0,0,0,2
2021년05월_계_총인구수,"50,932","22,539","3,307","2,800","2,474","2,507","2,874","2,131","3,225","3,034","6,041"
2021년05월_계_연령구간인구수,"50,932","22,539","3,307","2,800","2,474","2,507","2,874","2,131","3,225","3,034","6,041"
2021년05월_계_0~9세,"2,467","1,596",88,76,68,119,81,56,75,74,234
2021년05월_계_10~19세,"4,254","2,446",156,101,75,135,408,156,213,142,422
2021년05월_계_20~29세,"3,870","2,127",207,180,97,127,160,104,187,196,485
2021년05월_계_30~39세,"3,568","2,025",194,145,113,145,122,76,148,183,417
2021년05월_계_40~49세,"6,069","3,487",292,232,172,243,242,156,287,287,671
2021년05월_계_50~59세,"8,892","3,727",599,479,411,412,420,423,638,567,"1,216"
2021년05월_계_60~69세,"10,159","3,483",763,732,643,591,600,500,721,758,"1,368"
2021년05월_계_70~79세,"6,803","2,343",548,465,456,417,450,358,563,488,715
2021년05월_계_80~89세,"4,280","1,169",384,345,386,283,352,269,355,291,446
2021년05월_계_90~99세,560,133,74,45,51,35,39,33,38,47,65
2021년05월_계_100세 이상,10,3,2,0,2,0,0,0,0,1,2
2021년05월_남_총인구수,"25,687","11,061","1,703","1,464","1,239","1,256","1,451","1,098","1,624","1,595","3,196"
2021년05월_남_연령구간인구수,"25,687","11,061","1,703","1,464","1,239","1,256","1,451","1,098","1,624","1,595","3,196"
2021년05월_남_0~9세,"1,257",787,55,42,33,59,48,27,45,36,125
2021년05월_남_10~19세,"2,228","1,256",87,66,35,69,196,84,121,83,231
2021년05월_남_20~29세,"2,201","1,182",130,111,55,73,99,68,91,111,281
2021년05월_남_30~39세,"1,883","1,021",111,87,72,79,60,35,71,91,256
2021년05월_남_40~49세,"3,346","1,813",165,150,114,138,146,92,168,178,382
2021년05월_남_50~59세,"4,918","1,915",351,276,258,244,250,244,370,333,677
2021년05월_남_60~69세,"5,200","1,664",395,386,325,313,316,283,378,406,734
2021년05월_남_70~79세,"3,112",986,256,227,216,187,212,166,261,250,351
2021년05월_남_80~89세,"1,416",413,135,108,121,87,112,94,111,95,140
2021년05월_남_90~99세,125,24,17,11,10,7,12,5,8,12,19
2021년05월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"25,245","11,478","1,604","1,336","1,235","1,251","1,423","1,033","1,601","1,439","2,845"
2021년05월_여_연령구간인구수,"25,245","11,478","1,604","1,336","1,235","1,251","1,423","1,033","1,601","1,439","2,845"
2021년05월_여_0~9세,"1,210",809,33,34,35,60,33,29,30,38,109
2021년05월_여_10~19세,"2,026","1,190",69,35,40,66,212,72,92,59,191
2021년05월_여_20~29세,"1,669",945,77,69,42,54,61,36,96,85,204
2021년05월_여_30~39세,"1,685","1,004",83,58,41,66,62,41,77,92,161
2021년05월_여_40~49세,"2,723","1,674",127,82,58,105,96,64,119,109,289
2021년05월_여_50~59세,"3,974","1,812",248,203,153,168,170,179,268,234,539
2021년05월_여_60~69세,"4,959","1,819",368,346,318,278,284,217,343,352,634
2021년05월_여_70~79세,"3,691","1,357",292,238,240,230,238,192,302,238,364
2021년05월_여_80~89세,"2,864",756,249,237,265,196,240,175,244,196,306
2021년05월_여_90~99세,435,109,57,34,41,28,27,28,30,35,46
2021년05월_여_100세 이상,9,3,1,0,2,0,0,0,0,1,2
2021년06월_계_총인구수,"50,890","22,543","3,301","2,781","2,469","2,518","2,861","2,124","3,236","3,021","6,036"
2021년06월_계_연령구간인구수,"50,890","22,543","3,301","2,781","2,469","2,518","2,861","2,124","3,236","3,021","6,036"
2021년06월_계_0~9세,"2,435","1,577",87,75,66,118,79,57,71,74,231
2021년06월_계_10~19세,"4,261","2,459",155,96,74,139,405,155,215,141,422
2021년06월_계_20~29세,"3,854","2,112",208,182,99,131,158,104,182,193,485
2021년06월_계_30~39세,"3,520","2,002",187,140,111,144,118,73,152,181,412
2021년06월_계_40~49세,"6,065","3,493",294,229,172,235,240,155,284,285,678
2021년06월_계_50~59세,"8,855","3,729",602,476,400,417,416,415,638,554,"1,208"
2021년06월_계_60~69세,"10,228","3,514",763,731,650,592,603,502,735,764,"1,374"
2021년06월_계_70~79세,"6,807","2,345",545,464,455,423,453,360,566,487,709
2021년06월_계_80~89세,"4,291","1,170",386,342,387,284,350,271,354,295,452
2021년06월_계_90~99세,565,139,72,46,53,35,39,32,39,47,63
2021년06월_계_100세 이상,9,3,2,0,2,0,0,0,0,0,2
2021년06월_남_총인구수,"25,662","11,065","1,709","1,451","1,236","1,257","1,441","1,092","1,625","1,586","3,200"
2021년06월_남_연령구간인구수,"25,662","11,065","1,709","1,451","1,236","1,257","1,441","1,092","1,625","1,586","3,200"
2021년06월_남_0~9세,"1,238",778,55,41,33,57,45,28,43,36,122
2021년06월_남_10~19세,"2,222","1,260",85,62,33,72,194,83,121,82,230
2021년06월_남_20~29세,"2,202","1,179",133,112,57,74,98,69,88,110,282
2021년06월_남_30~39세,"1,861","1,014",107,84,72,78,58,33,72,89,254
2021년06월_남_40~49세,"3,344","1,813",168,150,112,131,145,92,165,178,390
2021년06월_남_50~59세,"4,889","1,911",358,273,250,249,248,238,369,321,672
2021년06월_남_60~69세,"5,234","1,678",393,383,332,310,317,283,385,413,740
2021년06월_남_70~79세,"3,125",994,257,227,215,191,214,166,264,248,349
2021년06월_남_80~89세,"1,416",410,135,108,119,88,110,95,110,97,144
2021년06월_남_90~99세,130,28,17,11,13,7,12,5,8,12,17
2021년06월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"25,228","11,478","1,592","1,330","1,233","1,261","1,420","1,032","1,611","1,435","2,836"
2021년06월_여_연령구간인구수,"25,228","11,478","1,592","1,330","1,233","1,261","1,420","1,032","1,611","1,435","2,836"
2021년06월_여_0~9세,"1,197",799,32,34,33,61,34,29,28,38,109
2021년06월_여_10~19세,"2,039","1,199",70,34,41,67,211,72,94,59,192
2021년06월_여_20~29세,"1,652",933,75,70,42,57,60,35,94,83,203
2021년06월_여_30~39세,"1,659",988,80,56,39,66,60,40,80,92,158
2021년06월_여_40~49세,"2,721","1,680",126,79,60,104,95,63,119,107,288
2021년06월_여_50~59세,"3,966","1,818",244,203,150,168,168,177,269,233,536
2021년06월_여_60~69세,"4,994","1,836",370,348,318,282,286,219,350,351,634
2021년06월_여_70~79세,"3,682","1,351",288,237,240,232,239,194,302,239,360
2021년06월_여_80~89세,"2,875",760,251,234,268,196,240,176,244,198,308
2021년06월_여_90~99세,435,111,55,35,40,28,27,27,31,35,46
2021년06월_여_100세 이상,8,3,1,0,2,0,0,0,0,0,2
2021년07월_계_총인구수,"50,826","22,531","3,292","2,771","2,468","2,518","2,860","2,117","3,237","3,021","6,011"
2021년07월_계_연령구간인구수,"50,826","22,531","3,292","2,771","2,468","2,518","2,860","2,117","3,237","3,021","6,011"
2021년07월_계_0~9세,"2,419","1,558",87,74,65,120,81,54,73,75,232
2021년07월_계_10~19세,"4,233","2,458",151,96,75,138,391,155,217,141,411
2021년07월_계_20~29세,"3,827","2,110",205,179,102,127,160,102,173,195,474
2021년07월_계_30~39세,"3,492","1,984",186,139,109,145,117,71,152,177,412
2021년07월_계_40~49세,"6,048","3,494",286,226,169,236,236,155,282,286,678
2021년07월_계_50~59세,"8,870","3,743",603,477,396,416,425,412,644,555,"1,199"
2021년07월_계_60~69세,"10,263","3,518",774,732,654,595,608,506,734,762,"1,380"
2021년07월_계_70~79세,"6,806","2,359",540,462,456,422,449,362,563,487,706
2021년07월_계_80~89세,"4,287","1,166",384,340,386,283,353,270,357,295,453
2021년07월_계_90~99세,572,138,74,46,54,36,40,30,42,48,64
2021년07월_계_100세 이상,9,3,2,0,2,0,0,0,0,0,2
2021년07월_남_총인구수,"25,651","11,060","1,705","1,446","1,240","1,254","1,449","1,089","1,625","1,587","3,196"
2021년07월_남_연령구간인구수,"25,651","11,060","1,705","1,446","1,240","1,254","1,449","1,089","1,625","1,587","3,196"
2021년07월_남_0~9세,"1,228",768,53,40,33,55,46,27,44,38,124
2021년07월_남_10~19세,"2,209","1,256",83,63,35,72,190,83,122,80,225
2021년07월_남_20~29세,"2,205","1,184",132,110,59,71,103,67,84,116,279
2021년07월_남_30~39세,"1,836",998,105,84,72,81,58,33,70,85,250
2021년07월_남_40~49세,"3,332","1,817",164,147,110,129,141,93,163,179,389
2021년07월_남_50~59세,"4,910","1,928",358,275,251,249,254,235,370,319,671
2021년07월_남_60~69세,"5,256","1,673",400,383,335,313,323,283,390,412,744
2021년07월_남_70~79세,"3,127",999,257,227,211,189,212,168,262,250,352
2021년07월_남_80~89세,"1,416",410,135,106,120,88,110,95,112,96,144
2021년07월_남_90~99세,131,27,17,11,14,7,12,5,8,12,18
