카테고리,강원도 화천군,강원도 화천군 화천읍,강원도 화천군 간동면,강원도 화천군 하남면,강원도 화천군 상서면,강원도 화천군 사내면
2021년03월_계_연령구간인구수,"24,506","8,349","2,686","2,854","4,225","6,392"
2021년03월_계_0~9세,"1,776",695,52,137,287,605
2021년03월_계_10~19세,"1,742",743,143,262,156,438
2021년03월_계_20~29세,"3,781","1,178",267,255,"1,107",974
2021년03월_계_30~39세,"2,827",996,133,250,523,925
2021년03월_계_40~49세,"2,665","1,129",213,368,323,632
2021년03월_계_50~59세,"3,826","1,306",570,517,508,925
2021년03월_계_60~69세,"3,904","1,099",636,514,641,"1,014"
2021년03월_계_70~79세,"2,362",738,395,317,379,533
2021년03월_계_80~89세,"1,387",414,227,201,253,292
2021년03월_계_90~99세,224,48,49,30,45,52
2021년03월_계_100세 이상,12,3,1,3,3,2
2021년03월_남_총인구수,"13,313","4,361","1,429","1,495","2,558","3,470"
2021년03월_남_연령구간인구수,"13,313","4,361","1,429","1,495","2,558","3,470"
2021년03월_남_0~9세,898,356,27,71,135,309
2021년03월_남_10~19세,879,378,68,136,79,218
2021년03월_남_20~29세,"2,645",725,197,140,905,678
2021년03월_남_30~39세,"1,672",560,80,132,357,543
2021년03월_남_40~49세,"1,458",594,107,210,196,351
2021년03월_남_50~59세,"2,079",710,324,294,273,478
2021년03월_남_60~69세,"2,090",584,348,281,349,528
2021년03월_남_70~79세,"1,052",306,182,153,168,243
2021년03월_남_80~89세,484,137,82,70,88,107
2021년03월_남_90~99세,51,11,13,6,7,14
2021년03월_남_100세 이상,5,0,1,2,1,1
2021년03월_여_총인구수,"11,193","3,988","1,257","1,359","1,667","2,922"
2021년03월_여_연령구간인구수,"11,193","3,988","1,257","1,359","1,667","2,922"
2021년03월_여_0~9세,878,339,25,66,152,296
2021년03월_여_10~19세,863,365,75,126,77,220
2021년03월_여_20~29세,"1,136",453,70,115,202,296
2021년03월_여_30~39세,"1,155",436,53,118,166,382
2021년03월_여_40~49세,"1,207",535,106,158,127,281
2021년03월_여_50~59세,"1,747",596,246,223,235,447
2021년03월_여_60~69세,"1,814",515,288,233,292,486
2021년03월_여_70~79세,"1,310",432,213,164,211,290
2021년03월_여_80~89세,903,277,145,131,165,185
2021년03월_여_90~99세,173,37,36,24,38,38
2021년03월_여_100세 이상,7,3,0,1,2,1
2021년04월_계_총인구수,"24,446","8,345","2,691","2,845","4,178","6,387"
2021년04월_계_연령구간인구수,"24,446","8,345","2,691","2,845","4,178","6,387"
2021년04월_계_0~9세,"1,768",694,53,133,279,609
2021년04월_계_10~19세,"1,738",738,145,260,160,435
2021년04월_계_20~29세,"3,755","1,163",264,257,"1,106",965
2021년04월_계_30~39세,"2,820",999,129,251,511,930
2021년04월_계_40~49세,"2,641","1,123",213,362,311,632
2021년04월_계_50~59세,"3,822","1,303",573,520,503,923
2021년04월_계_60~69세,"3,933","1,115",643,520,637,"1,018"
2021년04월_계_70~79세,"2,337",736,393,307,373,528
2021년04월_계_80~89세,"1,401",422,228,202,253,296
2021년04월_계_90~99세,221,49,49,30,44,49
2021년04월_계_100세 이상,10,3,1,3,1,2
2021년04월_남_총인구수,"13,278","4,354","1,431","1,490","2,535","3,468"
2021년04월_남_연령구간인구수,"13,278","4,354","1,431","1,490","2,535","3,468"
2021년04월_남_0~9세,891,357,27,69,127,311
2021년04월_남_10~19세,876,375,69,133,82,217
2021년04월_남_20~29세,"2,625",712,194,141,906,672
2021년04월_남_30~39세,"1,665",562,77,133,347,546
2021년04월_남_40~49세,"1,449",593,107,207,193,349
2021년04월_남_50~59세,"2,074",706,327,294,272,475
2021년04월_남_60~69세,"2,113",593,353,284,349,534
2021년04월_남_70~79세,"1,044",303,183,153,163,242
2021년04월_남_80~89세,487,142,80,68,88,109
2021년04월_남_90~99세,50,11,13,6,8,12
2021년04월_남_100세 이상,4,0,1,2,0,1
2021년04월_여_총인구수,"11,168","3,991","1,260","1,355","1,643","2,919"
2021년04월_여_연령구간인구수,"11,168","3,991","1,260","1,355","1,643","2,919"
2021년04월_여_0~9세,877,337,26,64,152,298
2021년04월_여_10~19세,862,363,76,127,78,218
2021년04월_여_20~29세,"1,130",451,70,116,200,293
2021년04월_여_30~39세,"1,155",437,52,118,164,384
2021년04월_여_40~49세,"1,192",530,106,155,118,283
2021년04월_여_50~59세,"1,748",597,246,226,231,448
2021년04월_여_60~69세,"1,820",522,290,236,288,484
2021년04월_여_70~79세,"1,293",433,210,154,210,286
2021년04월_여_80~89세,914,280,148,134,165,187
2021년04월_여_90~99세,171,38,36,24,36,37
2021년04월_여_100세 이상,6,3,0,1,1,1
2021년05월_계_총인구수,"24,397","8,330","2,700","2,854","4,148","6,365"
2021년05월_계_연령구간인구수,"24,397","8,330","2,700","2,854","4,148","6,365"
2021년05월_계_0~9세,"1,755",691,52,136,270,606
2021년05월_계_10~19세,"1,731",733,147,258,159,434
2021년05월_계_20~29세,"3,716","1,157",259,257,"1,092",951
2021년05월_계_30~39세,"2,804",994,130,246,507,927
2021년05월_계_40~49세,"2,632","1,119",212,362,310,629
2021년05월_계_50~59세,"3,820","1,292",584,524,502,918
2021년05월_계_60~69세,"3,981","1,137",648,531,640,"1,025"
2021년05월_계_70~79세,"2,302",721,388,303,366,524
2021년05월_계_80~89세,"1,423",431,229,204,258,301
2021년05월_계_90~99세,223,52,50,30,43,48
2021년05월_계_100세 이상,10,3,1,3,1,2
2021년05월_남_총인구수,"13,252","4,350","1,437","1,500","2,513","3,452"
2021년05월_남_연령구간인구수,"13,252","4,350","1,437","1,500","2,513","3,452"
2021년05월_남_0~9세,892,357,27,73,123,312
2021년05월_남_10~19세,868,370,70,134,80,214
2021년05월_남_20~29세,"2,590",708,189,140,893,660
2021년05월_남_30~39세,"1,655",559,78,131,346,541
2021년05월_남_40~49세,"1,452",595,108,207,193,349
2021년05월_남_50~59세,"2,070",697,333,297,272,471
2021년05월_남_60~69세,"2,145",609,357,290,349,540
2021년05월_남_70~79세,"1,028",300,181,148,158,241
2021년05월_남_80~89세,495,142,79,72,91,111
2021년05월_남_90~99세,53,13,14,6,8,12
2021년05월_남_100세 이상,4,0,1,2,0,1
2021년05월_여_총인구수,"11,145","3,980","1,263","1,354","1,635","2,913"
2021년05월_여_연령구간인구수,"11,145","3,980","1,263","1,354","1,635","2,913"
2021년05월_여_0~9세,863,334,25,63,147,294
2021년05월_여_10~19세,863,363,77,124,79,220
2021년05월_여_20~29세,"1,126",449,70,117,199,291
2021년05월_여_30~39세,"1,149",435,52,115,161,386
2021년05월_여_40~49세,"1,180",524,104,155,117,280
2021년05월_여_50~59세,"1,750",595,251,227,230,447
2021년05월_여_60~69세,"1,836",528,291,241,291,485
2021년05월_여_70~79세,"1,274",421,207,155,208,283
2021년05월_여_80~89세,928,289,150,132,167,190
2021년05월_여_90~99세,170,39,36,24,35,36
2021년05월_여_100세 이상,6,3,0,1,1,1
2021년06월_계_총인구수,"24,408","8,365","2,704","2,849","4,144","6,346"
2021년06월_계_연령구간인구수,"24,408","8,365","2,704","2,849","4,144","6,346"
2021년06월_계_0~9세,"1,753",687,52,137,273,604
2021년06월_계_10~19세,"1,738",741,146,260,154,437
2021년06월_계_20~29세,"3,735","1,165",264,254,"1,096",956
2021년06월_계_30~39세,"2,793","1,001",127,241,506,918
2021년06월_계_40~49세,"2,619","1,120",207,360,302,630
2021년06월_계_50~59세,"3,802","1,289",586,517,499,911
2021년06월_계_60~69세,"4,018","1,149",654,542,645,"1,028"
2021년06월_계_70~79세,"2,288",722,386,303,366,511
2021년06월_계_80~89세,"1,431",435,231,202,260,303
2021년06월_계_90~99세,220,52,50,30,42,46
2021년06월_계_100세 이상,11,4,1,3,1,2
2021년06월_남_총인구수,"13,266","4,370","1,441","1,499","2,510","3,446"
2021년06월_남_연령구간인구수,"13,266","4,370","1,441","1,499","2,510","3,446"
2021년06월_남_0~9세,888,356,27,74,123,308
2021년06월_남_10~19세,873,373,70,135,78,217
2021년06월_남_20~29세,"2,601",711,192,141,893,664
2021년06월_남_30~39세,"1,650",562,76,127,348,537
2021년06월_남_40~49세,"1,440",597,104,203,188,348
2021년06월_남_50~59세,"2,062",695,338,292,268,469
2021년06월_남_60~69세,"2,172",617,360,299,354,542
2021년06월_남_70~79세,"1,024",301,180,148,159,236
2021년06월_남_80~89세,500,145,80,72,91,112
2021년06월_남_90~99세,51,12,13,6,8,12
2021년06월_남_100세 이상,5,1,1,2,0,1
2021년06월_여_총인구수,"11,142","3,995","1,263","1,350","1,634","2,900"
2021년06월_여_연령구간인구수,"11,142","3,995","1,263","1,350","1,634","2,900"
2021년06월_여_0~9세,865,331,25,63,150,296
2021년06월_여_10~19세,865,368,76,125,76,220
2021년06월_여_20~29세,"1,134",454,72,113,203,292
2021년06월_여_30~39세,"1,143",439,51,114,158,381
2021년06월_여_40~49세,"1,179",523,103,157,114,282
2021년06월_여_50~59세,"1,740",594,248,225,231,442
2021년06월_여_60~69세,"1,846",532,294,243,291,486
2021년06월_여_70~79세,"1,264",421,206,155,207,275
2021년06월_여_80~89세,931,290,151,130,169,191
2021년06월_여_90~99세,169,40,37,24,34,34
2021년06월_여_100세 이상,6,3,0,1,1,1
2021년07월_계_총인구수,"24,369","8,324","2,715","2,847","4,147","6,336"
2021년07월_계_연령구간인구수,"24,369","8,324","2,715","2,847","4,147","6,336"
2021년07월_계_0~9세,"1,745",671,52,141,280,601
2021년07월_계_10~19세,"1,724",740,140,255,154,435
2021년07월_계_20~29세,"3,715","1,163",270,254,"1,081",947
2021년07월_계_30~39세,"2,791",983,129,239,518,922
2021년07월_계_40~49세,"2,614","1,111",211,357,304,631
2021년07월_계_50~59세,"3,781","1,279",589,518,494,901
2021년07월_계_60~69세,"4,055","1,164",658,547,650,"1,036"
2021년07월_계_70~79세,"2,265",714,383,299,362,507
2021년07월_계_80~89세,"1,446",441,233,204,262,306
2021년07월_계_90~99세,222,54,49,30,41,48
2021년07월_계_100세 이상,11,4,1,3,1,2
2021년07월_남_총인구수,"13,246","4,354","1,449","1,493","2,507","3,443"
2021년07월_남_연령구간인구수,"13,246","4,354","1,449","1,493","2,507","3,443"
2021년07월_남_0~9세,892,352,26,75,128,311
2021년07월_남_10~19세,866,375,66,132,77,216
2021년07월_남_20~29세,"2,579",709,196,141,880,653
2021년07월_남_30~39세,"1,651",558,77,121,353,542
2021년07월_남_40~49세,"1,442",590,110,203,188,351
2021년07월_남_50~59세,"2,044",685,337,291,266,465
2021년07월_남_60~69세,"2,198",627,365,302,359,545
2021년07월_남_70~79세,"1,010",296,176,146,157,235
2021년07월_남_80~89세,506,149,82,74,91,110
2021년07월_남_90~99세,53,12,13,6,8,14
2021년07월_남_100세 이상,5,1,1,2,0,1
2021년07월_여_총인구수,"11,123","3,970","1,266","1,354","1,640","2,893"
2021년07월_여_연령구간인구수,"11,123","3,970","1,266","1,354","1,640","2,893"
2021년07월_여_0~9세,853,319,26,66,152,290
2021년07월_여_10~19세,858,365,74,123,77,219
2021년07월_여_20~29세,"1,136",454,74,113,201,294
2021년07월_여_30~39세,"1,140",425,52,118,165,380
2021년07월_여_40~49세,"1,172",521,101,154,116,280
2021년07월_여_50~59세,"1,737",594,252,227,228,436
2021년07월_여_60~69세,"1,857",537,293,245,291,491
2021년07월_여_70~79세,"1,255",418,207,153,205,272
2021년07월_여_80~89세,940,292,151,130,171,196
2021년07월_여_90~99세,169,42,36,24,33,34
2021년07월_여_100세 이상,6,3,0,1,1,1
2021년08월_계_총인구수,"24,342","8,332","2,702","2,830","4,150","6,328"
2021년08월_계_연령구간인구수,"24,342","8,332","2,702","2,830","4,150","6,328"
2021년08월_계_0~9세,"1,750",673,54,138,284,601
2021년08월_계_10~19세,"1,701",734,139,246,153,429
2021년08월_계_20~29세,"3,704","1,160",262,255,"1,082",945
2021년08월_계_30~39세,"2,790",981,128,240,518,923
2021년08월_계_40~49세,"2,609","1,110",213,355,307,624
2021년08월_계_50~59세,"3,768","1,281",582,512,489,904
2021년08월_계_60~69세,"4,076","1,179",656,549,652,"1,040"
2021년08월_계_70~79세,"2,255",711,385,295,359,505
2021년08월_계_80~89세,"1,454",444,232,208,264,306
2021년08월_계_90~99세,225,55,50,30,41,49
2021년08월_계_100세 이상,10,4,1,2,1,2
2021년08월_남_총인구수,"13,223","4,356","1,441","1,485","2,504","3,437"
2021년08월_남_연령구간인구수,"13,223","4,356","1,441","1,485","2,504","3,437"
2021년08월_남_0~9세,894,353,28,74,129,310
2021년08월_남_10~19세,854,370,66,125,77,216
2021년08월_남_20~29세,"2,567",711,193,142,874,647
2021년08월_남_30~39세,"1,656",555,79,123,356,543
2021년08월_남_40~49세,"1,434",589,109,200,186,350
2021년08월_남_50~59세,"2,036",683,330,291,268,464
2021년08월_남_60~69세,"2,207",635,364,302,360,546
2021년08월_남_70~79세,"1,007",297,176,144,154,236
2021년08월_남_80~89세,510,150,81,77,92,110
2021년08월_남_90~99세,54,12,14,6,8,14
2021년08월_남_100세 이상,4,1,1,1,0,1
2021년08월_여_총인구수,"11,119","3,976","1,261","1,345","1,646","2,891"
2021년08월_여_연령구간인구수,"11,119","3,976","1,261","1,345","1,646","2,891"
2021년08월_여_0~9세,856,320,26,64,155,291
2021년08월_여_10~19세,847,364,73,121,76,213
2021년08월_여_20~29세,"1,137",449,69,113,208,298
2021년08월_여_30~39세,"1,134",426,49,117,162,380
2021년08월_여_40~49세,"1,175",521,104,155,121,274
2021년08월_여_50~59세,"1,732",598,252,221,221,440
2021년08월_여_60~69세,"1,869",544,292,247,292,494
2021년08월_여_70~79세,"1,248",414,209,151,205,269
2021년08월_여_80~89세,944,294,151,131,172,196
2021년08월_여_90~99세,171,43,36,24,33,35
2021년08월_여_100세 이상,6,3,0,1,1,1
2021년09월_계_총인구수,"24,313","8,342","2,702","2,820","4,144","6,305"
2021년09월_계_연령구간인구수,"24,313","8,342","2,702","2,820","4,144","6,305"
2021년09월_계_0~9세,"1,753",674,52,131,287,609
2021년09월_계_10~19세,"1,703",746,138,244,148,427
2021년09월_계_20~29세,"3,658","1,149",260,254,"1,072",923
2021년09월_계_30~39세,"2,774",966,128,235,528,917
2021년09월_계_40~49세,"2,621","1,117",216,353,304,631
2021년09월_계_50~59세,"3,767","1,282",585,513,489,898
2021년09월_계_60~69세,"4,093","1,185",657,556,655,"1,040"
2021년09월_계_70~79세,"2,253",718,381,290,360,504
2021년09월_계_80~89세,"1,458",447,235,209,262,305
2021년09월_계_90~99세,223,54,49,33,38,49
2021년09월_계_100세 이상,10,4,1,2,1,2
2021년09월_남_총인구수,"13,193","4,363","1,441","1,473","2,504","3,412"
2021년09월_남_연령구간인구수,"13,193","4,363","1,441","1,473","2,504","3,412"
2021년09월_남_0~9세,894,355,28,68,128,315
2021년09월_남_10~19세,861,383,66,125,73,214
2021년09월_남_20~29세,"2,536",704,192,141,870,629
2021년09월_남_30~39세,"1,647",550,77,120,362,538
2021년09월_남_40~49세,"1,431",586,111,196,184,354
2021년09월_남_50~59세,"2,032",683,331,289,271,458
2021년09월_남_60~69세,"2,216",636,367,307,362,544
2021년09월_남_70~79세,"1,007",301,171,142,156,237
2021년09월_남_80~89세,512,152,83,78,91,108
2021년09월_남_90~99세,53,12,14,6,7,14
2021년09월_남_100세 이상,4,1,1,1,0,1
2021년09월_여_총인구수,"11,120","3,979","1,261","1,347","1,640","2,893"
2021년09월_여_연령구간인구수,"11,120","3,979","1,261","1,347","1,640","2,893"
2021년09월_여_0~9세,859,319,24,63,159,294
2021년09월_여_10~19세,842,363,72,119,75,213
2021년09월_여_20~29세,"1,122",445,68,113,202,294
2021년09월_여_30~39세,"1,127",416,51,115,166,379
2021년09월_여_40~49세,"1,190",531,105,157,120,277
2021년09월_여_50~59세,"1,735",599,254,224,218,440
2021년09월_여_60~69세,"1,877",549,290,249,293,496
2021년09월_여_70~79세,"1,246",417,210,148,204,267
2021년09월_여_80~89세,946,295,152,131,171,197
2021년09월_여_90~99세,170,42,35,27,31,35
2021년09월_여_100세 이상,6,3,0,1,1,1
2021년10월_계_총인구수,"24,247","8,325","2,698","2,798","4,130","6,296"
2021년10월_계_연령구간인구수,"24,247","8,325","2,698","2,798","4,130","6,296"
2021년10월_계_0~9세,"1,735",677,55,126,273,604
2021년10월_계_10~19세,"1,707",750,136,234,156,431
2021년10월_계_20~29세,"3,618","1,133",258,253,"1,061",913
2021년10월_계_30~39세,"2,753",954,127,229,530,913
2021년10월_계_40~49세,"2,617","1,113",211,345,308,640
2021년10월_계_50~59세,"3,759","1,283",582,512,487,895
2021년10월_계_60~69세,"4,111","1,192",660,565,655,"1,039"
2021년10월_계_70~79세,"2,231",715,377,288,355,496
2021년10월_계_80~89세,"1,477",448,238,211,265,315
2021년10월_계_90~99세,229,56,53,33,39,48
2021년10월_계_100세 이상,10,4,1,2,1,2
2021년10월_남_총인구수,"13,158","4,358","1,437","1,460","2,498","3,405"
2021년10월_남_연령구간인구수,"13,158","4,358","1,437","1,460","2,498","3,405"
2021년10월_남_0~9세,887,361,29,63,122,312
2021년10월_남_10~19세,858,387,66,116,72,217
2021년10월_남_20~29세,"2,515",697,189,142,866,621
2021년10월_남_30~39세,"1,637",541,76,119,365,536
2021년10월_남_40~49세,"1,425",581,107,188,188,361
2021년10월_남_50~59세,"2,029",687,327,290,269,456
2021년10월_남_60~69세,"2,229",638,371,314,364,542
2021년10월_남_70~79세,994,299,170,142,152,231
2021년10월_남_80~89세,525,153,87,79,92,114
2021년10월_남_90~99세,55,13,14,6,8,14
2021년10월_남_100세 이상,4,1,1,1,0,1
2021년10월_여_총인구수,"11,089","3,967","1,261","1,338","1,632","2,891"
2021년10월_여_연령구간인구수,"11,089","3,967","1,261","1,338","1,632","2,891"
2021년10월_여_0~9세,848,316,26,63,151,292
2021년10월_여_10~19세,849,363,70,118,84,214
2021년10월_여_20~29세,"1,103",436,69,111,195,292
2021년10월_여_30~39세,"1,116",413,51,110,165,377
2021년10월_여_40~49세,"1,192",532,104,157,120,279
2021년10월_여_50~59세,"1,730",596,255,222,218,439
2021년10월_여_60~69세,"1,882",554,289,251,291,497
2021년10월_여_70~79세,"1,237",416,207,146,203,265
2021년10월_여_80~89세,952,295,151,132,173,201
2021년10월_여_90~99세,174,43,39,27,31,34
2021년10월_여_100세 이상,6,3,0,1,1,1
2021년11월_계_총인구수,"24,242","8,374","2,703","2,799","4,078","6,288"
2021년11월_계_연령구간인구수,"24,242","8,374","2,703","2,799","4,078","6,288"
2021년11월_계_0~9세,"1,723",685,55,123,259,601
2021년11월_계_10~19세,"1,712",765,134,229,155,429
2021년11월_계_20~29세,"3,587","1,139",255,252,"1,029",912
2021년11월_계_30~39세,"2,766",972,130,227,530,907
2021년11월_계_40~49세,"2,611","1,117",210,345,301,638
2021년11월_계_50~59세,"3,768","1,285",584,515,481,903
2021년11월_계_60~69세,"4,131","1,193",667,570,665,"1,036"
2021년11월_계_70~79세,"2,218",706,375,287,353,497
2021년11월_계_80~89세,"1,486",452,239,216,265,314
2021년11월_계_90~99세,229,56,52,33,39,49
2021년11월_계_100세 이상,11,4,2,2,1,2
2021년11월_남_총인구수,"13,154","4,369","1,451","1,462","2,476","3,396"
2021년11월_남_연령구간인구수,"13,154","4,369","1,451","1,462","2,476","3,396"
2021년11월_남_0~9세,888,367,28,62,118,313
2021년11월_남_10~19세,854,389,65,115,72,213
2021년11월_남_20~29세,"2,485",697,184,140,847,617
2021년11월_남_30~39세,"1,648",548,80,118,364,538
2021년11월_남_40~49세,"1,416",576,109,190,186,355
2021년11월_남_50~59세,"2,043",688,331,292,269,463
2021년11월_남_60~69세,"2,244",637,384,316,368,539
2021년11월_남_70~79세,991,300,166,142,152,231
2021년11월_남_80~89세,525,153,88,80,92,112
2021년11월_남_90~99세,56,13,15,6,8,14
2021년11월_남_100세 이상,4,1,1,1,0,1
2021년11월_여_총인구수,"11,088","4,005","1,252","1,337","1,602","2,892"
2021년11월_여_연령구간인구수,"11,088","4,005","1,252","1,337","1,602","2,892"
2021년11월_여_0~9세,835,318,27,61,141,288
2021년11월_여_10~19세,858,376,69,114,83,216
2021년11월_여_20~29세,"1,102",442,71,112,182,295
2021년11월_여_30~39세,"1,118",424,50,109,166,369
2021년11월_여_40~49세,"1,195",541,101,155,115,283
2021년11월_여_50~59세,"1,725",597,253,223,212,440
2021년11월_여_60~69세,"1,887",556,283,254,297,497
2021년11월_여_70~79세,"1,227",406,209,145,201,266
2021년11월_여_80~89세,961,299,151,136,173,202
2021년11월_여_90~99세,173,43,37,27,31,35
2021년11월_여_100세 이상,7,3,1,1,1,1
2021년12월_계_총인구수,"24,195","8,335","2,688","2,803","4,077","6,292"
2021년12월_계_연령구간인구수,"24,195","8,335","2,688","2,803","4,077","6,292"
2021년12월_계_0~9세,"1,709",677,53,119,262,598
2021년12월_계_10~19세,"1,721",769,134,235,154,429
2021년12월_계_20~29세,"3,567","1,124",248,253,"1,035",907
2021년12월_계_30~39세,"2,763",975,129,219,523,917
2021년12월_계_40~49세,"2,608","1,106",211,349,303,639
2021년12월_계_50~59세,"3,758","1,276",582,512,483,905
2021년12월_계_60~69세,"4,133","1,193",666,578,666,"1,030"
2021년12월_계_70~79세,"2,207",702,372,284,348,501
2021년12월_계_80~89세,"1,491",454,240,220,262,315
2021년12월_계_90~99세,228,56,51,32,40,49
2021년12월_계_100세 이상,10,3,2,2,1,2
2021년12월_남_총인구수,"13,138","4,354","1,440","1,467","2,473","3,404"
2021년12월_남_연령구간인구수,"13,138","4,354","1,440","1,467","2,473","3,404"
2021년12월_남_0~9세,886,364,27,61,121,313
2021년12월_남_10~19세,863,396,65,118,69,215
2021년12월_남_20~29세,"2,469",691,178,139,849,612
2021년12월_남_30~39세,"1,643",542,78,115,360,548
2021년12월_남_40~49세,"1,410",570,111,190,184,355
2021년12월_남_50~59세,"2,049",687,331,293,275,463
2021년12월_남_60~69세,"2,239",634,382,320,367,536
2021년12월_남_70~79세,996,303,167,142,151,233
2021년12월_남_80~89세,523,152,86,82,89,114
2021년12월_남_90~99세,56,14,14,6,8,14
2021년12월_남_100세 이상,4,1,1,1,0,1
2021년12월_여_총인구수,"11,057","3,981","1,248","1,336","1,604","2,888"
2021년12월_여_연령구간인구수,"11,057","3,981","1,248","1,336","1,604","2,888"
2021년12월_여_0~9세,823,313,26,58,141,285
2021년12월_여_10~19세,858,373,69,117,85,214
2021년12월_여_20~29세,"1,098",433,70,114,186,295
2021년12월_여_30~39세,"1,120",433,51,104,163,369
2021년12월_여_40~49세,"1,198",536,100,159,119,284
2021년12월_여_50~59세,"1,709",589,251,219,208,442
2021년12월_여_60~69세,"1,894",559,284,258,299,494
2021년12월_여_70~79세,"1,211",399,205,142,197,268
2021년12월_여_80~89세,968,302,154,138,173,201
2021년12월_여_90~99세,172,42,37,26,32,35
2021년12월_여_100세 이상,6,2,1,1,1,1
