카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020년07월_남_50~59세,"18,368","1,526",358,180,389,444,407,441,567,"1,186",428,331,"2,226",732,982,"1,198",460,743,"1,196","1,622","2,263",689
2020년07월_남_60~69세,"15,766","1,597",366,240,438,477,431,497,634,899,439,308,"1,444",672,851,"1,050",346,657,"1,012","1,358","1,542",508
2020년07월_남_70~79세,"8,692",967,209,144,237,291,244,255,372,472,290,249,760,380,518,502,159,250,445,921,714,313
2020년07월_남_80~89세,"3,450",396,95,57,96,127,94,121,141,181,110,96,349,143,191,169,76,106,172,364,270,96
2020년07월_남_90~99세,326,47,9,4,13,19,8,8,15,16,21,3,25,11,18,9,9,13,13,32,22,11
2020년07월_남_100세 이상,27,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,3,0
2020년07월_여_총인구수,"107,279","8,254","1,656",740,"1,996","2,052","1,756","2,174","3,303","7,863","2,677","1,638","13,255","3,939","5,314","6,644","2,450","5,102","8,439","9,134","14,591","4,302"
2020년07월_여_연령구간인구수,"107,279","8,254","1,656",740,"1,996","2,052","1,756","2,174","3,303","7,863","2,677","1,638","13,255","3,939","5,314","6,644","2,450","5,102","8,439","9,134","14,591","4,302"
2020년07월_여_0~9세,"6,664",287,58,8,86,48,55,92,196,685,94,44,871,194,215,292,168,465,733,517,"1,205",351
2020년07월_여_10~19세,"9,185",457,89,22,123,91,68,98,238,744,162,73,"1,535",307,369,558,191,487,789,732,"1,678",374
2020년07월_여_20~29세,"11,347",601,111,42,129,149,106,166,226,869,299,128,"1,598",415,615,791,237,527,"1,213",884,"1,588",653
2020년07월_여_30~39세,"10,406",521,85,21,161,107,90,175,276,"1,030",203,119,"1,287",332,407,568,246,657,"1,127",775,"1,716",503
2020년07월_여_40~49세,"15,926",888,164,43,204,143,137,250,446,"1,384",310,167,"2,471",537,684,956,391,858,"1,297","1,225","2,684",687
2020년07월_여_50~59세,"18,331","1,491",333,152,342,356,313,404,598,"1,211",383,283,"2,212",697,"1,032","1,300",487,883,"1,309","1,569","2,320",656
2020년07월_여_60~69세,"17,071","1,799",325,214,422,469,412,464,655,968,557,377,"1,636",749,"1,043","1,199",363,668,"1,047","1,503","1,651",550
2020년07월_여_70~79세,"10,789","1,293",227,140,275,380,320,282,379,589,387,303,"1,019",435,626,582,205,321,544,"1,161","1,016",305
2020년07월_여_80~89세,"6,213",741,217,80,196,257,219,192,250,316,216,121,514,220,271,321,136,191,318,650,615,172
2020년07월_여_90~99세,"1,268",157,43,18,54,50,33,50,38,63,62,23,104,47,47,77,26,43,60,108,114,51
2020년07월_여_100세 이상,79,19,4,0,4,2,3,1,1,4,4,0,8,6,5,0,0,2,2,10,4,0
2020년08월_계_총인구수,"212,935","16,198","3,383","1,596","4,128","4,328","3,590","4,515","6,651","15,416","5,076","3,353","25,958","7,879","10,492","13,104","4,819","9,942","16,712","18,268","28,748","8,779"
2020년08월_계_연령구간인구수,"212,935","16,198","3,383","1,596","4,128","4,328","3,590","4,515","6,651","15,416","5,076","3,353","25,958","7,879","10,492","13,104","4,819","9,942","16,712","18,268","28,748","8,779"
2020년08월_계_0~9세,"13,710",590,123,32,200,106,116,197,399,"1,417",181,98,"1,827",383,446,606,293,907,"1,493",990,"2,552",754
2020년08월_계_10~19세,"19,281",986,191,40,277,197,169,222,502,"1,531",302,166,"3,106",648,765,"1,210",405,"1,042","1,587","1,617","3,551",767
2020년08월_계_20~29세,"25,069","1,443",307,98,353,406,266,406,502,"1,774",596,300,"3,510",913,"1,313","1,687",579,"1,141","2,614","2,024","3,433","1,404"
2020년08월_계_30~39세,"21,815","1,151",191,76,328,301,230,395,598,"2,098",459,280,"2,601",745,924,"1,260",542,"1,302","2,208","1,680","3,396","1,050"
2020년08월_계_40~49세,"32,400","1,978",384,121,492,438,324,565,979,"2,648",633,413,"4,586","1,081","1,448","1,918",729,"1,658","2,676","2,633","5,266","1,430"
2020년08월_계_50~59세,"36,782","3,015",691,330,735,803,723,855,"1,170","2,413",821,614,"4,452","1,434","2,011","2,507",943,"1,624","2,506","3,203","4,576","1,356"
2020년08월_계_60~69세,"32,970","3,398",694,456,868,943,839,960,"1,301","1,885",998,676,"3,099","1,428","1,904","2,253",712,"1,349","2,059","2,862","3,216","1,070"
2020년08월_계_70~79세,"19,508","2,269",433,280,510,674,565,544,751,"1,064",673,557,"1,766",814,"1,153","1,090",370,565,"1,001","2,086","1,727",616
2020년08월_계_80~89세,"9,683","1,140",312,142,290,385,313,313,394,502,326,223,869,365,457,486,212,296,489,"1,012",887,270
2020년08월_계_90~99세,"1,611",205,52,21,69,68,42,56,51,79,82,26,134,60,67,87,34,56,77,146,137,62
2020년08월_계_100세 이상,106,23,5,0,6,7,3,2,4,5,5,0,8,8,4,0,0,2,2,15,7,0
2020년08월_남_총인구수,"105,651","7,951","1,735",856,"2,115","2,280","1,844","2,336","3,332","7,541","2,408","1,707","12,708","3,938","5,171","6,462","2,368","4,824","8,280","9,126","14,194","4,475"
2020년08월_남_연령구간인구수,"105,651","7,951","1,735",856,"2,115","2,280","1,844","2,336","3,332","7,541","2,408","1,707","12,708","3,938","5,171","6,462","2,368","4,824","8,280","9,126","14,194","4,475"
2020년08월_남_0~9세,"7,068",308,66,24,114,58,63,102,199,734,87,55,957,188,231,312,128,438,759,482,"1,365",398
2020년08월_남_10~19세,"10,139",533,102,19,152,104,100,126,267,780,141,92,"1,592",344,397,657,218,546,800,881,"1,892",396
2020년08월_남_20~29세,"13,719",840,193,55,219,258,164,245,271,909,305,171,"1,905",492,696,892,339,624,"1,402","1,139","1,841",759
2020년08월_남_30~39세,"11,445",634,111,55,164,195,142,216,322,"1,076",255,159,"1,320",420,510,694,293,640,"1,095",911,"1,689",544
2020년08월_남_40~49세,"16,517","1,095",225,78,285,293,189,319,530,"1,266",328,243,"2,126",547,772,970,340,795,"1,380","1,405","2,588",743
2020년08월_남_50~59세,"18,449","1,529",356,180,396,450,409,446,573,"1,193",434,333,"2,236",732,985,"1,209",459,749,"1,199","1,624","2,259",698
2020년08월_남_60~69세,"15,788","1,596",366,241,438,477,431,494,637,908,436,300,"1,442",680,853,"1,048",346,663,"1,011","1,359","1,546",516
2020년08월_남_70~79세,"8,702",967,210,142,236,292,245,258,374,473,290,250,754,379,521,502,160,250,448,921,716,314
2020년08월_남_80~89세,"3,464",397,95,58,95,129,93,121,142,184,110,101,350,143,187,169,76,106,172,368,272,96
2020년08월_남_90~99세,333,48,10,4,14,19,8,8,14,17,21,3,26,11,19,9,9,13,14,32,23,11
2020년08월_남_100세 이상,27,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,3,0
2020년08월_여_총인구수,"107,284","8,247","1,648",740,"2,013","2,048","1,746","2,179","3,319","7,875","2,668","1,646","13,250","3,941","5,321","6,642","2,451","5,118","8,432","9,142","14,554","4,304"
2020년08월_여_연령구간인구수,"107,284","8,247","1,648",740,"2,013","2,048","1,746","2,179","3,319","7,875","2,668","1,646","13,250","3,941","5,321","6,642","2,451","5,118","8,432","9,142","14,554","4,304"
2020년08월_여_0~9세,"6,642",282,57,8,86,48,53,95,200,683,94,43,870,195,215,294,165,469,734,508,"1,187",356
2020년08월_여_10~19세,"9,142",453,89,21,125,93,69,96,235,751,161,74,"1,514",304,368,553,187,496,787,736,"1,659",371
2020년08월_여_20~29세,"11,350",603,114,43,134,148,102,161,231,865,291,129,"1,605",421,617,795,240,517,"1,212",885,"1,592",645
2020년08월_여_30~39세,"10,370",517,80,21,164,106,88,179,276,"1,022",204,121,"1,281",325,414,566,249,662,"1,113",769,"1,707",506
2020년08월_여_40~49세,"15,883",883,159,43,207,145,135,246,449,"1,382",305,170,"2,460",534,676,948,389,863,"1,296","1,228","2,678",687
2020년08월_여_50~59세,"18,333","1,486",335,150,339,353,314,409,597,"1,220",387,281,"2,216",702,"1,026","1,298",484,875,"1,307","1,579","2,317",658
2020년08월_여_60~69세,"17,182","1,802",328,215,430,466,408,466,664,977,562,376,"1,657",748,"1,051","1,205",366,686,"1,048","1,503","1,670",554
2020년08월_여_70~79세,"10,806","1,302",223,138,274,382,320,286,377,591,383,307,"1,012",435,632,588,210,315,553,"1,165","1,011",302
2020년08월_여_80~89세,"6,219",743,217,84,195,256,220,192,252,318,216,122,519,222,270,317,136,190,317,644,615,174
2020년08월_여_90~99세,"1,278",157,42,17,55,49,34,48,37,62,61,23,108,49,48,78,25,43,63,114,114,51
2020년08월_여_100세 이상,79,19,4,0,4,2,3,1,1,4,4,0,8,6,4,0,0,2,2,11,4,0
2020년09월_계_총인구수,"213,055","16,176","3,413","1,602","4,148","4,313","3,570","4,502","6,646","15,456","5,072","3,387","26,025","7,875","10,497","13,066","4,850","9,988","16,710","18,206","28,753","8,800"
2020년09월_계_연령구간인구수,"213,055","16,176","3,413","1,602","4,148","4,313","3,570","4,502","6,646","15,456","5,072","3,387","26,025","7,875","10,497","13,066","4,850","9,988","16,710","18,206","28,753","8,800"
2020년09월_계_0~9세,"13,647",599,127,31,197,102,118,190,392,"1,407",180,99,"1,823",373,435,598,296,915,"1,484",986,"2,542",753
2020년09월_계_10~19세,"19,242",981,196,38,289,195,163,221,505,"1,541",306,171,"3,089",654,763,"1,214",404,"1,042","1,579","1,591","3,543",757
2020년09월_계_20~29세,"25,053","1,423",305,96,364,406,262,399,499,"1,763",590,310,"3,546",910,"1,309","1,672",581,"1,139","2,611","2,017","3,437","1,414"
2020년09월_계_30~39세,"21,741","1,147",191,79,325,299,228,394,595,"2,094",459,284,"2,599",752,903,"1,261",543,"1,320","2,187","1,662","3,374","1,045"
2020년09월_계_40~49세,"32,371","1,982",385,121,489,436,322,560,974,"2,663",636,415,"4,558","1,066","1,470","1,900",735,"1,650","2,698","2,612","5,254","1,445"
2020년09월_계_50~59세,"36,838","2,993",706,329,736,788,713,862,"1,168","2,435",815,617,"4,486","1,447","2,006","2,491",948,"1,636","2,513","3,195","4,590","1,364"
2020년09월_계_60~69세,"33,126","3,412",698,460,873,949,839,958,"1,308","1,894",993,676,"3,125","1,426","1,921","2,260",722,"1,354","2,066","2,883","3,241","1,068"
2020년09월_계_70~79세,"19,555","2,268",434,282,514,676,563,550,749,"1,069",682,563,"1,769",810,"1,156","1,091",371,574,"1,012","2,078","1,731",613
2020년09월_계_80~89세,"9,740","1,147",314,145,286,385,316,311,396,505,324,227,888,368,457,489,214,299,481,"1,022",890,276
2020년09월_계_90~99세,"1,636",201,52,21,69,70,43,55,56,80,82,25,134,61,73,90,36,57,77,145,144,65
2020년09월_계_100세 이상,106,23,5,0,6,7,3,2,4,5,5,0,8,8,4,0,0,2,2,15,7,0
2020년09월_남_총인구수,"105,704","7,940","1,746",862,"2,123","2,271","1,839","2,332","3,324","7,567","2,402","1,728","12,740","3,937","5,172","6,435","2,380","4,847","8,283","9,079","14,205","4,492"
2020년09월_남_연령구간인구수,"105,704","7,940","1,746",862,"2,123","2,271","1,839","2,332","3,324","7,567","2,402","1,728","12,740","3,937","5,172","6,435","2,380","4,847","8,283","9,079","14,205","4,492"
2020년09월_남_0~9세,"7,040",313,70,24,111,56,64,97,196,728,86,55,953,186,231,306,129,444,749,480,"1,366",396
2020년09월_남_10~19세,"10,119",533,105,17,159,104,97,123,270,791,144,97,"1,580",343,397,654,217,546,795,864,"1,888",395
2020년09월_남_20~29세,"13,712",827,191,55,221,259,163,243,269,907,307,176,"1,923",492,684,889,338,620,"1,401","1,132","1,849",766
2020년09월_남_30~39세,"11,418",634,107,58,160,190,142,220,319,"1,068",254,163,"1,327",425,497,687,296,650,"1,093",899,"1,684",545
2020년09월_남_40~49세,"16,497","1,094",225,76,282,290,188,317,523,"1,277",328,243,"2,107",539,794,961,345,792,"1,396","1,391","2,579",750
2020년09월_남_50~59세,"18,474","1,520",362,181,398,442,404,449,577,"1,208",428,334,"2,260",735,977,"1,204",456,751,"1,202","1,624","2,259",703
2020년09월_남_60~69세,"15,861","1,605",367,245,443,482,434,490,633,910,428,305,"1,456",682,861,"1,051",352,670,"1,011","1,364","1,558",514
2020년09월_남_70~79세,"8,723",961,214,141,239,294,242,263,377,476,294,250,751,378,525,505,162,251,453,915,719,313
2020년09월_남_80~89세,"3,500",402,94,61,94,129,96,121,143,184,111,103,358,144,186,170,77,110,169,375,275,98
2020년09월_남_90~99세,333,47,10,4,14,20,9,8,14,17,21,2,25,11,20,8,8,13,14,31,25,12
2020년09월_남_100세 이상,27,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,3,0
2020년09월_여_총인구수,"107,351","8,236","1,667",740,"2,025","2,042","1,731","2,170","3,322","7,889","2,670","1,659","13,285","3,938","5,325","6,631","2,470","5,141","8,427","9,127","14,548","4,308"
2020년09월_여_연령구간인구수,"107,351","8,236","1,667",740,"2,025","2,042","1,731","2,170","3,322","7,889","2,670","1,659","13,285","3,938","5,325","6,631","2,470","5,141","8,427","9,127","14,548","4,308"
2020년09월_여_0~9세,"6,607",286,57,7,86,46,54,93,196,679,94,44,870,187,204,292,167,471,735,506,"1,176",357
2020년09월_여_10~19세,"9,123",448,91,21,130,91,66,98,235,750,162,74,"1,509",311,366,560,187,496,784,727,"1,655",362
2020년09월_여_20~29세,"11,341",596,114,41,143,147,99,156,230,856,283,134,"1,623",418,625,783,243,519,"1,210",885,"1,588",648
2020년09월_여_30~39세,"10,323",513,84,21,165,109,86,174,276,"1,026",205,121,"1,272",327,406,574,247,670,"1,094",763,"1,690",500
2020년09월_여_40~49세,"15,874",888,160,45,207,146,134,243,451,"1,386",308,172,"2,451",527,676,939,390,858,"1,302","1,221","2,675",695
2020년09월_여_50~59세,"18,364","1,473",344,148,338,346,309,413,591,"1,227",387,283,"2,226",712,"1,029","1,287",492,885,"1,311","1,571","2,331",661
2020년09월_여_60~69세,"17,265","1,807",331,215,430,467,405,468,675,984,565,371,"1,669",744,"1,060","1,209",370,684,"1,055","1,519","1,683",554
2020년09월_여_70~79세,"10,832","1,307",220,141,275,382,321,287,372,593,388,313,"1,018",432,631,586,209,323,559,"1,163","1,012",300
2020년09월_여_80~89세,"6,240",745,220,84,192,256,220,190,253,321,213,124,530,224,271,319,137,189,312,647,615,178
2020년09월_여_90~99세,"1,303",154,42,17,55,50,34,47,42,63,61,23,109,50,53,82,28,44,63,114,119,53
2020년09월_여_100세 이상,79,19,4,0,4,2,3,1,1,4,4,0,8,6,4,0,0,2,2,11,4,0
2020년10월_계_총인구수,"213,070","16,139","3,422","1,602","4,151","4,308","3,570","4,504","6,609","15,432","5,050","3,373","26,073","7,874","10,509","13,091","4,842","9,990","16,727","18,169","28,767","8,868"
2020년10월_계_연령구간인구수,"213,070","16,139","3,422","1,602","4,151","4,308","3,570","4,504","6,609","15,432","5,050","3,373","26,073","7,874","10,509","13,091","4,842","9,990","16,727","18,169","28,767","8,868"
2020년10월_계_0~9세,"13,568",594,124,31,199,100,118,192,388,"1,390",173,95,"1,826",370,432,600,290,910,"1,484",968,"2,530",754
2020년10월_계_10~19세,"19,168",965,200,37,289,192,164,211,500,"1,549",301,167,"3,066",656,767,"1,226",408,"1,039","1,563","1,581","3,534",753
2020년10월_계_20~29세,"25,078","1,423",301,98,364,403,262,412,494,"1,756",594,311,"3,567",906,"1,303","1,673",580,"1,132","2,586","2,019","3,454","1,440"
2020년10월_계_30~39세,"21,679","1,142",199,80,327,300,224,395,585,"2,079",445,286,"2,606",752,900,"1,257",543,"1,305","2,202","1,643","3,355","1,054"
2020년10월_계_40~49세,"32,335","1,972",385,119,487,433,323,569,964,"2,658",635,402,"4,566","1,061","1,462","1,897",730,"1,665","2,715","2,598","5,238","1,456"
2020년10월_계_50~59세,"36,772","2,969",699,326,723,785,697,850,"1,158","2,441",811,613,"4,486","1,458","2,012","2,481",937,"1,638","2,526","3,197","4,592","1,373"
2020년10월_계_60~69세,"33,355","3,432",709,463,882,953,852,965,"1,315","1,899","1,001",680,"3,150","1,423","1,928","2,272",736,"1,363","2,074","2,898","3,282","1,078"
2020년10월_계_70~79세,"19,565","2,270",432,281,511,676,561,544,749,"1,068",677,561,"1,775",806,"1,162","1,104",371,575,"1,015","2,082","1,729",616
2020년10월_계_80~89세,"9,809","1,148",318,145,292,390,323,315,398,503,325,233,892,373,466,490,210,302,485,"1,022",901,278
2020년10월_계_90~99세,"1,633",201,50,22,71,69,43,49,54,84,82,25,131,61,73,91,37,58,75,146,145,66
2020년10월_계_100세 이상,108,23,5,0,6,7,3,2,4,5,6,0,8,8,4,0,0,3,2,15,7,0
2020년10월_남_총인구수,"105,664","7,927","1,743",862,"2,133","2,274","1,835","2,338","3,299","7,551","2,394","1,712","12,741","3,930","5,179","6,437","2,376","4,838","8,305","9,053","14,211","4,526"
2020년10월_남_연령구간인구수,"105,664","7,927","1,743",862,"2,133","2,274","1,835","2,338","3,299","7,551","2,394","1,712","12,741","3,930","5,179","6,437","2,376","4,838","8,305","9,053","14,211","4,526"
2020년10월_남_0~9세,"6,988",314,68,24,113,55,64,101,191,721,84,49,945,186,232,303,126,442,746,470,"1,359",395
2020년10월_남_10~19세,"10,080",523,108,16,159,103,96,116,266,792,146,94,"1,571",345,402,660,218,542,798,857,"1,873",395
2020년10월_남_20~29세,"13,725",831,187,56,223,263,163,252,265,906,306,176,"1,926",484,677,884,338,612,"1,388","1,139","1,866",783
2020년10월_남_30~39세,"11,381",637,111,58,161,191,137,220,312,"1,064",243,164,"1,328",426,499,689,293,639,"1,097",883,"1,678",551
2020년10월_남_40~49세,"16,471","1,088",224,76,281,285,190,319,518,"1,273",330,233,"2,111",535,786,957,345,798,"1,413","1,386","2,568",755
2020년10월_남_50~59세,"18,432","1,512",355,179,393,443,393,445,572,"1,209",426,330,"2,256",741,977,"1,202",450,757,"1,211","1,621","2,255",705
2020년10월_남_60~69세,"15,974","1,609",371,247,450,484,444,494,640,906,437,311,"1,464",680,866,"1,056",361,671,"1,015","1,371","1,583",514
2020년10월_남_70~79세,"8,724",962,213,142,239,293,246,262,374,477,287,247,757,375,531,505,161,249,455,912,720,317
2020년10월_남_80~89세,"3,532",401,95,60,97,132,94,121,145,185,113,106,361,146,189,172,75,115,169,378,279,99
2020년10월_남_90~99세,330,46,10,4,15,20,8,7,13,17,21,2,22,10,20,9,9,13,13,32,27,12
2020년10월_남_100세 이상,27,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,3,0
2020년10월_여_총인구수,"107,406","8,212","1,679",740,"2,018","2,034","1,735","2,166","3,310","7,881","2,656","1,661","13,332","3,944","5,330","6,654","2,466","5,152","8,422","9,116","14,556","4,342"
2020년10월_여_연령구간인구수,"107,406","8,212","1,679",740,"2,018","2,034","1,735","2,166","3,310","7,881","2,656","1,661","13,332","3,944","5,330","6,654","2,466","5,152","8,422","9,116","14,556","4,342"
2020년10월_여_0~9세,"6,580",280,56,7,86,45,54,91,197,669,89,46,881,184,200,297,164,468,738,498,"1,171",359
2020년10월_여_10~19세,"9,088",442,92,21,130,89,68,95,234,757,155,73,"1,495",311,365,566,190,497,765,724,"1,661",358
2020년10월_여_20~29세,"11,353",592,114,42,141,140,99,160,229,850,288,135,"1,641",422,626,789,242,520,"1,198",880,"1,588",657
2020년10월_여_30~39세,"10,298",505,88,22,166,109,87,175,273,"1,015",202,122,"1,278",326,401,568,250,666,"1,105",760,"1,677",503
2020년10월_여_40~49세,"15,864",884,161,43,206,148,133,250,446,"1,385",305,169,"2,455",526,676,940,385,867,"1,302","1,212","2,670",701
2020년10월_여_50~59세,"18,340","1,457",344,147,330,342,304,405,586,"1,232",385,283,"2,230",717,"1,035","1,279",487,881,"1,315","1,576","2,337",668
2020년10월_여_60~69세,"17,381","1,823",338,216,432,469,408,471,675,993,564,369,"1,686",743,"1,062","1,216",375,692,"1,059","1,527","1,699",564
2020년10월_여_70~79세,"10,841","1,308",219,139,272,383,315,282,375,591,390,314,"1,018",431,631,599,210,326,560,"1,170","1,009",299
2020년10월_여_80~89세,"6,277",747,223,85,195,258,229,194,253,318,212,127,531,227,277,318,135,187,316,644,622,179
2020년10월_여_90~99세,"1,303",155,40,18,56,49,35,42,41,67,61,23,109,51,53,82,28,45,62,114,118,54
2020년10월_여_100세 이상,81,19,4,0,4,2,3,1,1,4,5,0,8,6,4,0,0,3,2,11,4,0
2020년11월_계_총인구수,"213,189","16,102","3,434","1,594","4,142","4,300","3,565","4,550","6,620","15,403","5,032","3,385","26,201","7,880","10,538","13,057","4,841","10,034","16,717","18,151","28,775","8,868"
2020년11월_계_연령구간인구수,"213,189","16,102","3,434","1,594","4,142","4,300","3,565","4,550","6,620","15,403","5,032","3,385","26,201","7,880","10,538","13,057","4,841","10,034","16,717","18,151","28,775","8,868"
2020년11월_계_0~9세,"13,527",598,127,29,196,100,120,200,392,"1,370",165,99,"1,842",367,439,602,290,911,"1,475",951,"2,502",752
2020년11월_계_10~19세,"19,076",942,202,35,285,185,165,217,489,"1,554",295,165,"3,063",646,763,"1,212",407,"1,045","1,555","1,575","3,530",746
2020년11월_계_20~29세,"25,151","1,440",303,99,361,409,260,412,505,"1,747",595,315,"3,599",919,"1,305","1,661",568,"1,142","2,575","2,018","3,482","1,436"
2020년11월_계_30~39세,"21,665","1,133",201,78,331,297,217,403,589,"2,052",449,291,"2,623",759,909,"1,265",545,"1,303","2,180","1,647","3,337","1,056"
2020년11월_계_40~49세,"32,354","1,967",384,114,486,432,323,580,957,"2,663",632,407,"4,604","1,054","1,463","1,885",730,"1,670","2,724","2,582","5,236","1,461"
2020년11월_계_50~59세,"36,703","2,943",698,325,713,775,695,850,"1,168","2,441",808,602,"4,472","1,452","2,010","2,480",941,"1,651","2,526","3,192","4,586","1,375"
2020년11월_계_60~69세,"33,547","3,438",717,464,893,958,856,975,"1,315","1,913",996,685,"3,183","1,434","1,938","2,255",743,"1,372","2,092","2,921","3,315","1,084"
2020년11월_계_70~79세,"19,585","2,275",431,282,509,675,561,544,756,"1,071",678,558,"1,782",806,"1,157","1,113",371,575,"1,016","2,083","1,732",610
2020년11월_계_80~89세,"9,835","1,137",318,145,292,393,321,317,389,501,324,238,896,376,477,493,210,303,498,"1,020",904,283
2020년11월_계_90~99세,"1,637",206,48,23,71,69,44,50,55,85,84,25,129,59,72,91,36,59,74,148,144,65
2020년11월_계_100세 이상,109,23,5,0,5,7,3,2,5,6,6,0,8,8,5,0,0,3,2,14,7,0
2020년11월_남_총인구수,"105,726","7,887","1,750",852,"2,131","2,268","1,831","2,366","3,312","7,527","2,385","1,732","12,806","3,934","5,187","6,430","2,378","4,856","8,296","9,066","14,211","4,521"
2020년11월_남_연령구간인구수,"105,726","7,887","1,750",852,"2,131","2,268","1,831","2,366","3,312","7,527","2,385","1,732","12,806","3,934","5,187","6,430","2,378","4,856","8,296","9,066","14,211","4,521"
2020년11월_남_0~9세,"6,976",312,71,23,113,56,64,106,195,706,83,52,949,188,236,306,126,442,743,464,"1,344",397
2020년11월_남_10~19세,"10,019",508,109,14,155,97,97,121,261,797,142,95,"1,571",342,400,655,214,548,789,853,"1,864",387
2020년11월_남_20~29세,"13,777",838,187,56,222,266,164,252,282,894,307,184,"1,937",488,675,875,333,612,"1,389","1,150","1,884",782
2020년11월_남_30~39세,"11,390",628,115,56,164,189,130,226,314,"1,050",249,165,"1,331",434,509,693,298,638,"1,080",891,"1,676",554
2020년11월_남_40~49세,"16,467","1,081",222,72,281,284,186,325,508,"1,272",325,238,"2,137",528,781,958,344,804,"1,419","1,379","2,576",747
2020년11월_남_50~59세,"18,410","1,498",356,178,387,436,393,445,578,"1,211",425,324,"2,258",735,980,"1,205",454,763,"1,211","1,621","2,245",707
2020년11월_남_60~69세,"16,065","1,612",373,245,457,488,449,497,643,915,436,313,"1,478",685,868,"1,048",364,670,"1,020","1,385","1,597",522
2020년11월_남_70~79세,"8,722",960,213,144,237,295,246,263,374,477,286,249,766,374,522,511,161,250,458,908,715,313
2020년11월_남_80~89세,"3,542",398,93,59,98,132,93,123,140,187,109,110,360,148,196,170,75,115,174,379,282,101
2020년11월_남_90~99세,330,48,10,5,15,20,9,7,14,17,22,2,19,10,19,9,9,14,13,32,25,11
2020년11월_남_100세 이상,28,4,1,0,2,5,0,1,3,1,1,0,0,2,1,0,0,0,0,4,3,0
2020년11월_여_총인구수,"107,463","8,215","1,684",742,"2,011","2,032","1,734","2,184","3,308","7,876","2,647","1,653","13,395","3,946","5,351","6,627","2,463","5,178","8,421","9,085","14,564","4,347"
2020년11월_여_연령구간인구수,"107,463","8,215","1,684",742,"2,011","2,032","1,734","2,184","3,308","7,876","2,647","1,653","13,395","3,946","5,351","6,627","2,463","5,178","8,421","9,085","14,564","4,347"
2020년11월_여_0~9세,"6,551",286,56,6,83,44,56,94,197,664,82,47,893,179,203,296,164,469,732,487,"1,158",355
2020년11월_여_10~19세,"9,057",434,93,21,130,88,68,96,228,757,153,70,"1,492",304,363,557,193,497,766,722,"1,666",359
2020년11월_여_20~29세,"11,374",602,116,43,139,143,96,160,223,853,288,131,"1,662",431,630,786,235,530,"1,186",868,"1,598",654
2020년11월_여_30~39세,"10,275",505,86,22,167,108,87,177,275,"1,002",200,126,"1,292",325,400,572,247,665,"1,100",756,"1,661",502
2020년11월_여_40~49세,"15,887",886,162,42,205,148,137,255,449,"1,391",307,169,"2,467",526,682,927,386,866,"1,305","1,203","2,660",714
2020년11월_여_50~59세,"18,293","1,445",342,147,326,339,302,405,590,"1,230",383,278,"2,214",717,"1,030","1,275",487,888,"1,315","1,571","2,341",668
2020년11월_여_60~69세,"17,482","1,826",344,219,436,470,407,478,672,998,560,372,"1,705",749,"1,070","1,207",379,702,"1,072","1,536","1,718",562
2020년11월_여_70~79세,"10,863","1,315",218,138,272,380,315,281,382,594,392,309,"1,016",432,635,602,210,325,558,"1,175","1,017",297
2020년11월_여_80~89세,"6,293",739,225,86,194,261,228,194,249,314,215,128,536,228,281,323,135,188,324,641,622,182
2020년11월_여_90~99세,"1,307",158,38,18,56,49,35,43,41,68,62,23,110,49,53,82,27,45,61,116,119,54
2020년11월_여_100세 이상,81,19,4,0,3,2,3,1,2,5,5,0,8,6,4,0,0,3,2,10,4,0
2020년12월_계_총인구수,"213,321","16,208","3,436","1,590","4,130","4,310","3,553","4,547","6,596","15,424","5,022","3,395","26,171","7,911","10,527","13,058","4,860","10,082","16,700","18,134","28,746","8,921"
2020년12월_계_연령구간인구수,"213,321","16,208","3,436","1,590","4,130","4,310","3,553","4,547","6,596","15,424","5,022","3,395","26,171","7,911","10,527","13,058","4,860","10,082","16,700","18,134","28,746","8,921"
2020년12월_계_0~9세,"13,488",605,130,27,196,104,118,195,388,"1,378",165,98,"1,832",367,434,601,288,908,"1,464",945,"2,493",752
2020년12월_계_10~19세,"18,974",953,200,35,270,181,164,215,476,"1,551",286,169,"3,037",643,761,"1,193",410,"1,055","1,549","1,561","3,515",750
2020년12월_계_20~29세,"25,201","1,439",295,95,349,419,262,422,509,"1,748",600,321,"3,604",946,"1,305","1,671",578,"1,146","2,552","2,004","3,478","1,458"
2020년12월_계_30~39세,"21,691","1,157",208,79,340,301,216,400,571,"2,051",445,285,"2,610",758,914,"1,262",547,"1,312","2,179","1,651","3,340","1,065"
