카테고리,부산광역시 서구,부산광역시 서구 동대신제1동,부산광역시 서구 동대신제2동,부산광역시 서구 동대신제3동,부산광역시 서구 서대신제1동,부산광역시 서구 서대신제3동,부산광역시 서구 서대신제4동,부산광역시 서구 부민동,부산광역시 서구 아미동,부산광역시 서구 초장동,부산광역시 서구 충무동,부산광역시 서구 남부민제1동,부산광역시 서구 남부민제2동,부산광역시 서구 암남동
2020년07월_여_연령구간인구수,"55,621","2,424","3,977","4,105","6,405","4,739","4,118","4,172","3,572","2,376","5,288","2,533","4,896","7,016"
2020년07월_여_0~9세,"2,713",112,159,207,441,317,302,221,56,60,250,71,175,342
2020년07월_여_10~19세,"3,649",155,292,279,465,460,363,299,151,99,260,105,261,460
2020년07월_여_20~29세,"6,839",304,357,640,812,550,467,871,372,205,766,205,417,873
2020년07월_여_30~39세,"5,518",252,318,423,818,472,480,518,246,176,611,206,364,634
2020년07월_여_40~49세,"7,080",286,504,533,923,733,656,519,360,260,650,242,579,835
2020년07월_여_50~59세,"8,886",376,685,582,958,791,660,566,578,367,852,433,789,"1,249"
2020년07월_여_60~69세,"9,987",441,757,702,932,697,584,592,763,512,926,608,"1,070","1,403"
2020년07월_여_70~79세,"6,941",290,568,447,665,429,368,352,644,422,662,442,838,814
2020년07월_여_80~89세,"3,357",180,290,243,327,246,195,184,327,237,262,185,341,340
2020년07월_여_90~99세,564,24,44,41,61,41,39,46,57,31,38,31,52,59
2020년07월_여_100세 이상,87,4,3,8,3,3,4,4,18,7,11,5,10,7
2020년08월_계_총인구수,"107,768","4,609","7,744","7,759","12,088","8,825","7,999","7,968","7,207","4,734","10,130","5,157","9,740","13,808"
2020년08월_계_연령구간인구수,"107,768","4,609","7,744","7,759","12,088","8,825","7,999","7,968","7,207","4,734","10,130","5,157","9,740","13,808"
2020년08월_계_0~9세,"5,617",216,336,428,910,647,656,469,110,123,521,136,353,712
2020년08월_계_10~19세,"7,304",292,554,524,918,852,773,589,325,191,539,211,545,991
2020년08월_계_20~29세,"13,512",613,777,"1,188","1,558","1,072",967,"1,574",767,447,"1,387",456,921,"1,785"
2020년08월_계_30~39세,"11,321",509,684,877,"1,566",913,896,"1,022",563,386,"1,257",495,808,"1,345"
2020년08월_계_40~49세,"14,678",603,"1,039","1,074","1,813","1,378","1,269","1,067",866,623,"1,337",605,"1,248","1,756"
2020년08월_계_50~59세,"18,073",756,"1,346","1,160","1,873","1,468","1,297","1,132","1,276",825,"1,732",962,"1,722","2,524"
2020년08월_계_60~69세,"18,829",791,"1,434","1,272","1,695","1,295","1,133","1,130","1,552","1,000","1,732","1,147","2,067","2,581"
2020년08월_계_70~79세,"12,295",520,"1,031",794,"1,159",770,641,622,"1,123",751,"1,130",793,"1,484","1,477"
2020년08월_계_80~89세,"5,277",272,484,373,507,371,316,302,523,333,426,304,516,550
2020년08월_계_90~99세,740,33,55,59,84,56,47,54,74,46,54,41,63,74
2020년08월_계_100세 이상,122,4,4,10,5,3,4,7,28,9,15,7,13,13
2020년08월_남_총인구수,"52,216","2,199","3,779","3,621","5,692","4,085","3,898","3,798","3,641","2,365","4,850","2,612","4,874","6,802"
2020년08월_남_연령구간인구수,"52,216","2,199","3,779","3,621","5,692","4,085","3,898","3,798","3,641","2,365","4,850","2,612","4,874","6,802"
2020년08월_남_0~9세,"2,915",110,179,219,471,329,355,245,54,61,271,67,184,370
2020년08월_남_10~19세,"3,683",137,264,249,453,396,415,296,175,95,282,104,292,525
2020년08월_남_20~29세,"6,687",311,422,543,750,528,498,702,397,244,624,248,502,918
2020년08월_남_30~39세,"5,851",268,371,442,756,437,429,507,318,214,648,292,451,718
2020년08월_남_40~49세,"7,587",318,536,533,894,644,605,545,503,363,692,356,679,919
2020년08월_남_50~59세,"9,227",380,660,580,920,674,640,574,711,457,880,527,943,"1,281"
2020년08월_남_60~69세,"8,791",346,679,562,756,598,550,530,778,488,802,539,990,"1,173"
2020년08월_남_70~79세,"5,353",227,462,346,495,341,273,268,486,328,469,350,646,662
2020년08월_남_80~89세,"1,913",93,194,127,176,123,124,119,193,99,161,117,173,214
2020년08월_남_90~99세,175,9,11,18,19,15,9,9,16,14,17,10,11,17
2020년08월_남_100세 이상,34,0,1,2,2,0,0,3,10,2,4,2,3,5
2020년08월_여_총인구수,"55,552","2,410","3,965","4,138","6,396","4,740","4,101","4,170","3,566","2,369","5,280","2,545","4,866","7,006"
2020년08월_여_연령구간인구수,"55,552","2,410","3,965","4,138","6,396","4,740","4,101","4,170","3,566","2,369","5,280","2,545","4,866","7,006"
2020년08월_여_0~9세,"2,702",106,157,209,439,318,301,224,56,62,250,69,169,342
2020년08월_여_10~19세,"3,621",155,290,275,465,456,358,293,150,96,257,107,253,466
2020년08월_여_20~29세,"6,825",302,355,645,808,544,469,872,370,203,763,208,419,867
2020년08월_여_30~39세,"5,470",241,313,435,810,476,467,515,245,172,609,203,357,627
2020년08월_여_40~49세,"7,091",285,503,541,919,734,664,522,363,260,645,249,569,837
2020년08월_여_50~59세,"8,846",376,686,580,953,794,657,558,565,368,852,435,779,"1,243"
2020년08월_여_60~69세,"10,038",445,755,710,939,697,583,600,774,512,930,608,"1,077","1,408"
2020년08월_여_70~79세,"6,942",293,569,448,664,429,368,354,637,423,661,443,838,815
2020년08월_여_80~89세,"3,364",179,290,246,331,248,192,183,330,234,265,187,343,336
2020년08월_여_90~99세,565,24,44,41,65,41,38,45,58,32,37,31,52,57
2020년08월_여_100세 이상,88,4,3,8,3,3,4,4,18,7,11,5,10,8
2020년09월_계_총인구수,"107,689","4,597","7,724","7,829","12,154","8,817","7,969","7,968","7,164","4,715","10,126","5,146","9,724","13,756"
2020년09월_계_연령구간인구수,"107,689","4,597","7,724","7,829","12,154","8,817","7,969","7,968","7,164","4,715","10,126","5,146","9,724","13,756"
2020년09월_계_0~9세,"5,605",214,338,436,919,641,649,469,110,124,521,140,348,696
2020년09월_계_10~19세,"7,281",292,544,527,932,857,772,584,316,192,537,207,540,981
2020년09월_계_20~29세,"13,504",603,771,"1,201","1,561","1,063",962,"1,584",765,437,"1,380",463,919,"1,795"
2020년09월_계_30~39세,"11,269",501,681,892,"1,583",912,882,"1,007",558,381,"1,253",486,794,"1,339"
2020년09월_계_40~49세,"14,641",603,"1,032","1,076","1,819","1,372","1,266","1,076",856,618,"1,337",613,"1,239","1,734"
2020년09월_계_50~59세,"18,016",761,"1,335","1,169","1,882","1,471","1,290","1,128","1,263",820,"1,728",955,"1,718","2,496"
2020년09월_계_60~69세,"18,899",791,"1,443","1,283","1,697","1,302","1,136","1,141","1,549",998,"1,737","1,142","2,080","2,600"
2020년09월_계_70~79세,"12,309",523,"1,036",800,"1,161",772,642,618,"1,120",761,"1,131",787,"1,488","1,470"
2020년09월_계_80~89세,"5,303",273,485,375,512,368,319,301,525,330,432,303,519,561
2020년09월_계_90~99세,740,32,55,60,83,56,47,53,73,45,55,43,67,71
2020년09월_계_100세 이상,122,4,4,10,5,3,4,7,29,9,15,7,12,13
2020년09월_남_총인구수,"52,179","2,189","3,774","3,661","5,718","4,081","3,880","3,799","3,611","2,365","4,850","2,611","4,870","6,770"
2020년09월_남_연령구간인구수,"52,179","2,189","3,774","3,661","5,718","4,081","3,880","3,799","3,611","2,365","4,850","2,611","4,870","6,770"
2020년09월_남_0~9세,"2,919",108,182,226,475,326,354,243,54,62,270,71,186,362
2020년09월_남_10~19세,"3,672",140,260,255,460,398,406,294,168,97,282,103,292,517
2020년09월_남_20~29세,"6,673",302,414,545,748,523,501,706,396,239,626,252,495,926
2020년09월_남_30~39세,"5,828",266,374,448,762,438,420,500,315,213,646,287,444,715
2020년09월_남_40~49세,"7,574",316,532,538,899,641,599,553,494,363,691,361,674,913
2020년09월_남_50~59세,"9,190",382,657,579,920,676,639,571,706,457,878,523,943,"1,259"
2020년09월_남_60~69세,"8,825",347,685,573,759,600,549,535,774,486,801,535,998,"1,183"
2020년09월_남_70~79세,"5,362",226,462,348,494,342,279,267,487,334,470,348,646,659
2020년09월_남_80~89세,"1,927",92,196,129,179,122,124,118,191,99,165,119,178,215
2020년09월_남_90~99세,176,10,11,18,20,15,9,9,16,13,17,10,12,16
2020년09월_남_100세 이상,33,0,1,2,2,0,0,3,10,2,4,2,2,5
2020년09월_여_총인구수,"55,510","2,408","3,950","4,168","6,436","4,736","4,089","4,169","3,553","2,350","5,276","2,535","4,854","6,986"
2020년09월_여_연령구간인구수,"55,510","2,408","3,950","4,168","6,436","4,736","4,089","4,169","3,553","2,350","5,276","2,535","4,854","6,986"
2020년09월_여_0~9세,"2,686",106,156,210,444,315,295,226,56,62,251,69,162,334
2020년09월_여_10~19세,"3,609",152,284,272,472,459,366,290,148,95,255,104,248,464
2020년09월_여_20~29세,"6,831",301,357,656,813,540,461,878,369,198,754,211,424,869
2020년09월_여_30~39세,"5,441",235,307,444,821,474,462,507,243,168,607,199,350,624
2020년09월_여_40~49세,"7,067",287,500,538,920,731,667,523,362,255,646,252,565,821
2020년09월_여_50~59세,"8,826",379,678,590,962,795,651,557,557,363,850,432,775,"1,237"
2020년09월_여_60~69세,"10,074",444,758,710,938,702,587,606,775,512,936,607,"1,082","1,417"
2020년09월_여_70~79세,"6,947",297,574,452,667,430,363,351,633,427,661,439,842,811
2020년09월_여_80~89세,"3,376",181,289,246,333,246,195,183,334,231,267,184,341,346
2020년09월_여_90~99세,564,22,44,42,63,41,38,44,57,32,38,33,55,55
2020년09월_여_100세 이상,89,4,3,8,3,3,4,4,19,7,11,5,10,8
2020년10월_계_총인구수,"107,996","4,572","7,693","7,790","13,021","8,710","7,943","7,920","7,126","4,670","10,085","5,108","9,670","13,688"
2020년10월_계_연령구간인구수,"107,996","4,572","7,693","7,790","13,021","8,710","7,943","7,920","7,126","4,670","10,085","5,108","9,670","13,688"
2020년10월_계_0~9세,"5,641",216,340,436,"1,044",611,640,458,106,117,501,140,344,688
2020년10월_계_10~19세,"7,304",286,535,521,"1,005",854,776,581,311,189,533,204,536,973
2020년10월_계_20~29세,"13,515",597,769,"1,195","1,642","1,049",951,"1,566",771,430,"1,384",459,917,"1,785"
2020년10월_계_30~39세,"11,295",494,676,887,"1,769",900,880,992,547,369,"1,226",475,771,"1,309"
2020년10월_계_40~49세,"14,717",598,"1,025","1,071","1,996","1,353","1,258","1,071",841,612,"1,318",601,"1,239","1,734"
2020년10월_계_50~59세,"18,018",757,"1,319","1,163","1,984","1,451","1,281","1,123","1,263",819,"1,732",947,"1,695","2,484"
2020년10월_계_60~69세,"18,982",789,"1,450","1,282","1,773","1,304","1,140","1,141","1,548",991,"1,743","1,140","2,085","2,596"
2020년10월_계_70~79세,"12,329",524,"1,029",798,"1,200",767,650,623,"1,110",754,"1,136",787,"1,480","1,471"
2020년10월_계_80~89세,"5,331",275,487,368,519,366,318,305,525,334,443,304,523,564
2020년10월_계_90~99세,741,32,59,59,84,52,45,53,75,46,54,44,68,70
2020년10월_계_100세 이상,123,4,4,10,5,3,4,7,29,9,15,7,12,14
2020년10월_남_총인구수,"52,306","2,182","3,754","3,638","6,157","4,022","3,862","3,763","3,598","2,342","4,822","2,588","4,834","6,744"
2020년10월_남_연령구간인구수,"52,306","2,182","3,754","3,638","6,157","4,022","3,862","3,763","3,598","2,342","4,822","2,588","4,834","6,744"
2020년10월_남_0~9세,"2,939",109,178,229,543,314,349,232,51,59,261,72,182,360
2020년10월_남_10~19세,"3,685",136,256,248,508,398,404,293,168,94,276,103,284,517
2020년10월_남_20~29세,"6,684",305,421,544,785,508,499,696,399,236,625,247,499,920
2020년10월_남_30~39세,"5,816",263,365,444,853,430,417,491,310,207,632,278,427,699
2020년10월_남_40~49세,"7,614",314,531,530,993,627,599,542,487,362,685,356,674,914
2020년10월_남_50~59세,"9,176",379,649,582,964,667,627,570,702,455,878,517,937,"1,249"
2020년10월_남_60~69세,"8,867",346,684,569,794,604,552,533,782,482,800,534,999,"1,188"
2020년10월_남_70~79세,"5,382",227,463,346,513,341,282,272,481,331,474,350,640,662
2020년10월_남_80~89세,"1,937",93,195,127,182,121,124,122,191,101,169,119,178,215
2020년10월_남_90~99세,172,10,11,17,20,12,9,9,17,13,18,10,12,14
2020년10월_남_100세 이상,34,0,1,2,2,0,0,3,10,2,4,2,2,6
2020년10월_여_총인구수,"55,690","2,390","3,939","4,152","6,864","4,688","4,081","4,157","3,528","2,328","5,263","2,520","4,836","6,944"
2020년10월_여_연령구간인구수,"55,690","2,390","3,939","4,152","6,864","4,688","4,081","4,157","3,528","2,328","5,263","2,520","4,836","6,944"
2020년10월_여_0~9세,"2,702",107,162,207,501,297,291,226,55,58,240,68,162,328
2020년10월_여_10~19세,"3,619",150,279,273,497,456,372,288,143,95,257,101,252,456
2020년10월_여_20~29세,"6,831",292,348,651,857,541,452,870,372,194,759,212,418,865
2020년10월_여_30~39세,"5,479",231,311,443,916,470,463,501,237,162,594,197,344,610
2020년10월_여_40~49세,"7,103",284,494,541,"1,003",726,659,529,354,250,633,245,565,820
2020년10월_여_50~59세,"8,842",378,670,581,"1,020",784,654,553,561,364,854,430,758,"1,235"
2020년10월_여_60~69세,"10,115",443,766,713,979,700,588,608,766,509,943,606,"1,086","1,408"
2020년10월_여_70~79세,"6,947",297,566,452,687,426,368,351,629,423,662,437,840,809
2020년10월_여_80~89세,"3,394",182,292,241,337,245,194,183,334,233,274,185,345,349
2020년10월_여_90~99세,569,22,48,42,64,40,36,44,58,33,36,34,56,56
2020년10월_여_100세 이상,89,4,3,8,3,3,4,4,19,7,11,5,10,8
2020년11월_계_총인구수,"108,119","4,559","7,646","7,757","13,466","8,671","7,917","7,889","7,102","4,659","10,106","5,090","9,645","13,612"
2020년11월_계_연령구간인구수,"108,119","4,559","7,646","7,757","13,466","8,671","7,917","7,889","7,102","4,659","10,106","5,090","9,645","13,612"
2020년11월_계_0~9세,"5,630",213,333,439,"1,092",603,633,453,106,116,496,138,339,669
2020년11월_계_10~19세,"7,302",286,533,518,"1,056",844,773,570,307,184,532,202,527,970
2020년11월_계_20~29세,"13,549",587,762,"1,185","1,716","1,044",942,"1,568",768,432,"1,403",463,903,"1,776"
2020년11월_계_30~39세,"11,252",487,664,893,"1,832",886,867,975,553,363,"1,214",464,762,"1,292"
2020년11월_계_40~49세,"14,728",597,"1,013","1,050","2,077","1,351","1,255","1,067",824,613,"1,312",599,"1,244","1,726"
2020년11월_계_50~59세,"18,011",760,"1,311","1,150","2,046","1,439","1,284","1,125","1,261",814,"1,740",945,"1,685","2,451"
2020년11월_계_60~69세,"19,049",787,"1,448","1,286","1,814","1,313","1,146","1,142","1,537",992,"1,750","1,131","2,089","2,614"
2020년11월_계_70~79세,"12,365",525,"1,033",803,"1,223",772,648,621,"1,107",749,"1,137",789,"1,486","1,472"
2020년11월_계_80~89세,"5,369",280,486,366,522,365,318,306,536,340,453,308,531,558
2020년11월_계_90~99세,741,33,59,58,83,51,47,54,74,46,55,44,67,70
2020년11월_계_100세 이상,123,4,4,9,5,3,4,8,29,10,14,7,12,14
2020년11월_남_총인구수,"52,358","2,172","3,729","3,620","6,359","4,004","3,850","3,752","3,583","2,340","4,839","2,580","4,826","6,704"
2020년11월_남_연령구간인구수,"52,358","2,172","3,729","3,620","6,359","4,004","3,850","3,752","3,583","2,340","4,839","2,580","4,826","6,704"
2020년11월_남_0~9세,"2,922",110,171,229,564,314,346,229,51,58,254,71,177,348
2020년11월_남_10~19세,"3,690",133,254,244,534,397,403,292,166,93,276,101,282,515
2020년11월_남_20~29세,"6,702",301,422,538,821,501,494,696,394,235,640,252,490,918
2020년11월_남_30~39세,"5,777",259,353,450,871,421,410,484,310,206,626,270,423,694
2020년11월_남_40~49세,"7,640",312,531,526,"1,035",628,601,532,483,365,679,355,682,911
2020년11월_남_50~59세,"9,184",382,646,570,999,662,626,577,697,452,886,520,931,"1,236"
2020년11월_남_60~69세,"8,887",344,682,569,814,607,557,535,773,484,805,529,999,"1,189"
2020년11월_남_70~79세,"5,392",227,462,347,520,341,281,271,485,327,475,347,648,661
2020년11월_남_80~89세,"1,958",94,197,128,180,121,123,124,196,104,176,123,180,212
2020년11월_남_90~99세,171,10,10,17,19,12,9,9,18,13,18,10,12,14
2020년11월_남_100세 이상,35,0,1,2,2,0,0,3,10,3,4,2,2,6
2020년11월_여_총인구수,"55,761","2,387","3,917","4,137","7,107","4,667","4,067","4,137","3,519","2,319","5,267","2,510","4,819","6,908"
2020년11월_여_연령구간인구수,"55,761","2,387","3,917","4,137","7,107","4,667","4,067","4,137","3,519","2,319","5,267","2,510","4,819","6,908"
2020년11월_여_0~9세,"2,708",103,162,210,528,289,287,224,55,58,242,67,162,321
2020년11월_여_10~19세,"3,612",153,279,274,522,447,370,278,141,91,256,101,245,455
2020년11월_여_20~29세,"6,847",286,340,647,895,543,448,872,374,197,763,211,413,858
2020년11월_여_30~39세,"5,475",228,311,443,961,465,457,491,243,157,588,194,339,598
2020년11월_여_40~49세,"7,088",285,482,524,"1,042",723,654,535,341,248,633,244,562,815
2020년11월_여_50~59세,"8,827",378,665,580,"1,047",777,658,548,564,362,854,425,754,"1,215"
2020년11월_여_60~69세,"10,162",443,766,717,"1,000",706,589,607,764,508,945,602,"1,090","1,425"
2020년11월_여_70~79세,"6,973",298,571,456,703,431,367,350,622,422,662,442,838,811
2020년11월_여_80~89세,"3,411",186,289,238,342,244,195,182,340,236,277,185,351,346
2020년11월_여_90~99세,570,23,49,41,64,39,38,45,56,33,37,34,55,56
2020년11월_여_100세 이상,88,4,3,7,3,3,4,5,19,7,10,5,10,8
2020년12월_계_총인구수,"108,135","4,563","7,635","7,775","13,689","8,639","7,908","7,829","7,080","4,657","10,088","5,081","9,587","13,604"
2020년12월_계_연령구간인구수,"108,135","4,563","7,635","7,775","13,689","8,639","7,908","7,829","7,080","4,657","10,088","5,081","9,587","13,604"
2020년12월_계_0~9세,"5,622",213,334,436,"1,115",607,629,451,103,121,495,136,326,656
2020년12월_계_10~19세,"7,287",286,519,528,"1,078",837,780,557,303,181,524,201,527,966
2020년12월_계_20~29세,"13,541",587,765,"1,195","1,729","1,017",937,"1,554",777,427,"1,410",465,899,"1,779"
2020년12월_계_30~39세,"11,206",487,653,882,"1,862",891,857,962,542,364,"1,209",457,745,"1,295"
2020년12월_계_40~49세,"14,707",595,"1,010","1,047","2,125","1,339","1,256","1,056",823,612,"1,297",597,"1,227","1,723"
2020년12월_계_50~59세,"18,002",760,"1,310","1,152","2,079","1,433","1,292","1,120","1,248",819,"1,734",945,"1,680","2,430"
2020년12월_계_60~69세,"19,114",794,"1,447","1,293","1,848","1,329","1,141","1,149","1,543",989,"1,758","1,134","2,074","2,615"
2020년12월_계_70~79세,"12,369",523,"1,042",810,"1,240",762,649,616,"1,095",744,"1,135",778,"1,490","1,485"
2020년12월_계_80~89세,"5,426",280,491,369,524,370,316,305,545,345,457,318,537,569
2020년12월_계_90~99세,738,34,60,54,84,51,47,51,72,45,55,43,70,72
2020년12월_계_100세 이상,123,4,4,9,5,3,4,8,29,10,14,7,12,14
2020년12월_남_총인구수,"52,341","2,179","3,717","3,637","6,464","3,991","3,836","3,722","3,576","2,339","4,818","2,582","4,791","6,689"
2020년12월_남_연령구간인구수,"52,341","2,179","3,717","3,637","6,464","3,991","3,836","3,722","3,576","2,339","4,818","2,582","4,791","6,689"
2020년12월_남_0~9세,"2,917",110,171,229,571,320,343,231,49,61,254,70,169,339
2020년12월_남_10~19세,"3,689",135,247,248,552,390,401,289,166,92,273,101,283,512
2020년12월_남_20~29세,"6,676",298,423,545,829,482,490,689,402,232,630,253,487,916
2020년12월_남_30~39세,"5,757",260,340,450,885,428,408,472,306,209,623,267,414,695
2020년12월_남_40~49세,"7,616",314,528,522,"1,048",624,599,528,479,365,672,354,674,909
2020년12월_남_50~59세,"9,191",387,650,570,"1,015",665,631,568,689,458,884,522,927,"1,225"
2020년12월_남_60~69세,"8,920",346,684,575,831,611,553,544,778,477,808,534,989,"1,190"
2020년12월_남_70~79세,"5,392",226,465,350,532,337,280,267,476,324,473,344,651,667
2020년12월_남_80~89세,"1,977",93,198,131,180,121,122,122,203,105,178,125,183,216
2020년12월_남_90~99세,171,10,10,15,19,13,9,9,18,13,19,10,12,14
2020년12월_남_100세 이상,35,0,1,2,2,0,0,3,10,3,4,2,2,6
2020년12월_여_총인구수,"55,794","2,384","3,918","4,138","7,225","4,648","4,072","4,107","3,504","2,318","5,270","2,499","4,796","6,915"
2020년12월_여_연령구간인구수,"55,794","2,384","3,918","4,138","7,225","4,648","4,072","4,107","3,504","2,318","5,270","2,499","4,796","6,915"
2020년12월_여_0~9세,"2,705",103,163,207,544,287,286,220,54,60,241,66,157,317
2020년12월_여_10~19세,"3,598",151,272,280,526,447,379,268,137,89,251,100,244,454
2020년12월_여_20~29세,"6,865",289,342,650,900,535,447,865,375,195,780,212,412,863
2020년12월_여_30~39세,"5,449",227,313,432,977,463,449,490,236,155,586,190,331,600
2020년12월_여_40~49세,"7,091",281,482,525,"1,077",715,657,528,344,247,625,243,553,814
2020년12월_여_50~59세,"8,811",373,660,582,"1,064",768,661,552,559,361,850,423,753,"1,205"
2020년12월_여_60~69세,"10,194",448,763,718,"1,017",718,588,605,765,512,950,600,"1,085","1,425"
2020년12월_여_70~79세,"6,977",297,577,460,708,425,369,349,619,420,662,434,839,818
2020년12월_여_80~89세,"3,449",187,293,238,344,249,194,183,342,240,279,193,354,353
2020년12월_여_90~99세,567,24,50,39,65,38,38,42,54,32,36,33,58,58
2020년12월_여_100세 이상,88,4,3,7,3,3,4,5,19,7,10,5,10,8
2021년01월_계_총인구수,"107,978","4,541","7,607","7,809","13,747","8,646","7,861","7,813","7,062","4,641","10,093","5,055","9,572","13,531"
2021년01월_계_연령구간인구수,"107,978","4,541","7,607","7,809","13,747","8,646","7,861","7,813","7,062","4,641","10,093","5,055","9,572","13,531"
2021년01월_계_0~9세,"5,557",207,332,428,"1,114",591,619,447,98,123,494,129,326,649
2021년01월_계_10~19세,"7,296",282,514,536,"1,091",842,783,554,309,178,523,197,517,970
2021년01월_계_20~29세,"13,482",583,766,"1,202","1,729","1,019",937,"1,546",767,427,"1,397",460,899,"1,750"
2021년01월_계_30~39세,"11,123",471,649,871,"1,861",894,838,961,546,361,"1,198",455,745,"1,273"
2021년01월_계_40~49세,"14,695",597,"1,001","1,059","2,127","1,350","1,240","1,054",814,606,"1,314",595,"1,219","1,719"
2021년01월_계_50~59세,"17,924",760,"1,302","1,142","2,094","1,425","1,287","1,118","1,238",819,"1,729",932,"1,672","2,406"
2021년01월_계_60~69세,"19,178",797,"1,444","1,314","1,858","1,335","1,145","1,151","1,545",979,"1,773","1,137","2,087","2,613"
2021년01월_계_70~79세,"12,400",528,"1,039",816,"1,245",768,650,616,"1,097",747,"1,137",784,"1,485","1,488"
2021년01월_계_80~89세,"5,466",278,494,376,538,369,313,305,544,348,461,315,543,582
2021년01월_계_90~99세,734,34,62,56,85,50,45,53,75,43,53,44,67,67
2021년01월_계_100세 이상,123,4,4,9,5,3,4,8,29,10,14,7,12,14
2021년01월_남_총인구수,"52,295","2,167","3,707","3,660","6,487","3,995","3,820","3,735","3,575","2,329","4,813","2,571","4,775","6,661"
2021년01월_남_연령구간인구수,"52,295","2,167","3,707","3,660","6,487","3,995","3,820","3,735","3,575","2,329","4,813","2,571","4,775","6,661"
2021년01월_남_0~9세,"2,897",107,176,224,569,312,339,230,49,63,255,66,171,336
2021년01월_남_10~19세,"3,705",131,248,257,563,392,405,288,169,89,269,102,277,515
2021년01월_남_20~29세,"6,648",296,418,548,820,486,490,698,400,233,616,251,485,907
2021년01월_남_30~39세,"5,730",252,338,447,891,425,400,476,307,207,620,266,414,687
2021년01월_남_40~49세,"7,597",318,522,532,"1,043",628,590,523,474,361,675,352,668,911
2021년01월_남_50~59세,"9,160",387,646,561,"1,025",663,629,573,690,457,883,513,921,"1,212"
2021년01월_남_60~69세,"8,946",346,684,589,838,616,552,544,776,471,817,536,993,"1,184"
2021년01월_남_70~79세,"5,407",227,459,353,534,340,284,269,479,328,473,347,646,668
2021년01월_남_80~89세,"1,996",93,205,131,182,120,122,121,201,104,182,126,187,222
2021년01월_남_90~99세,174,10,10,16,20,13,9,10,20,13,19,10,11,13
2021년01월_남_100세 이상,35,0,1,2,2,0,0,3,10,3,4,2,2,6
2021년01월_여_총인구수,"55,683","2,374","3,900","4,149","7,260","4,651","4,041","4,078","3,487","2,312","5,280","2,484","4,797","6,870"
2021년01월_여_연령구간인구수,"55,683","2,374","3,900","4,149","7,260","4,651","4,041","4,078","3,487","2,312","5,280","2,484","4,797","6,870"
2021년01월_여_0~9세,"2,660",100,156,204,545,279,280,217,49,60,239,63,155,313
2021년01월_여_10~19세,"3,591",151,266,279,528,450,378,266,140,89,254,95,240,455
2021년01월_여_20~29세,"6,834",287,348,654,909,533,447,848,367,194,781,209,414,843
2021년01월_여_30~39세,"5,393",219,311,424,970,469,438,485,239,154,578,189,331,586
2021년01월_여_40~49세,"7,098",279,479,527,"1,084",722,650,531,340,245,639,243,551,808
2021년01월_여_50~59세,"8,764",373,656,581,"1,069",762,658,545,548,362,846,419,751,"1,194"
2021년01월_여_60~69세,"10,232",451,760,725,"1,020",719,593,607,769,508,956,601,"1,094","1,429"
2021년01월_여_70~79세,"6,993",301,580,463,711,428,366,347,618,419,664,437,839,820
2021년01월_여_80~89세,"3,470",185,289,245,356,249,191,184,343,244,279,189,356,360
2021년01월_여_90~99세,560,24,52,40,65,37,36,43,55,30,34,34,56,54
2021년01월_여_100세 이상,88,4,3,7,3,3,4,5,19,7,10,5,10,8
2021년02월_계_총인구수,"107,824","4,510","7,579","7,782","13,799","8,637","7,855","7,849","7,025","4,639","10,106","5,056","9,549","13,438"
2021년02월_계_연령구간인구수,"107,824","4,510","7,579","7,782","13,799","8,637","7,855","7,849","7,025","4,639","10,106","5,056","9,549","13,438"
2021년02월_계_0~9세,"5,564",210,333,424,"1,123",604,621,445,93,120,491,129,332,639
2021년02월_계_10~19세,"7,249",273,503,527,"1,100",833,773,573,303,181,524,192,505,962
2021년02월_계_20~29세,"13,436",569,762,"1,194","1,725","1,019",931,"1,562",764,418,"1,409",464,879,"1,740"
2021년02월_계_30~39세,"11,049",467,633,873,"1,860",894,833,962,540,361,"1,178",451,748,"1,249"
2021년02월_계_40~49세,"14,667",586,995,"1,058","2,157","1,336","1,244","1,044",813,601,"1,323",590,"1,210","1,710"
2021년02월_계_50~59세,"17,838",755,"1,307","1,125","2,088","1,423","1,280","1,124","1,221",825,"1,729",923,"1,671","2,367"
2021년02월_계_60~69세,"19,246",805,"1,448","1,324","1,860","1,341","1,159","1,156","1,549",984,"1,764","1,150","2,087","2,619"
2021년02월_계_70~79세,"12,414",524,"1,036",810,"1,254",765,653,617,"1,094",743,"1,159",788,"1,485","1,486"
2021년02월_계_80~89세,"5,497",281,495,378,542,369,313,307,546,350,458,319,554,585
2021년02월_계_90~99세,740,36,63,60,85,50,43,51,73,46,57,43,66,67
2021년02월_계_100세 이상,124,4,4,9,5,3,5,8,29,10,14,7,12,14
2021년02월_남_총인구수,"52,194","2,152","3,692","3,658","6,508","3,989","3,807","3,737","3,556","2,332","4,810","2,569","4,773","6,611"
2021년02월_남_연령구간인구수,"52,194","2,152","3,692","3,658","6,508","3,989","3,807","3,737","3,556","2,332","4,810","2,569","4,773","6,611"
2021년02월_남_0~9세,"2,912",110,175,220,577,321,342,227,47,62,254,67,176,334
2021년02월_남_10~19세,"3,666",128,241,256,561,387,396,291,164,90,268,98,276,510
2021년02월_남_20~29세,"6,615",292,415,547,818,484,486,697,402,227,616,255,477,899
2021년02월_남_30~39세,"5,690",250,330,456,887,422,396,475,305,209,607,261,415,677
2021년02월_남_40~49세,"7,597",313,523,530,"1,062",624,594,523,469,361,679,354,659,906
