카테고리,경기도 구리시,경기도 구리시 갈매동,경기도 구리시 동구동,경기도 구리시 인창동,경기도 구리시 교문1동,경기도 구리시 교문2동,경기도 구리시 수택1동,경기도 구리시 수택2동,경기도 구리시 수택3동
2020년08월_여_20~29세,"13,303","1,711","2,742","1,607","1,070","1,494","1,447","1,806","1,426"
2020년08월_여_30~39세,"13,256","3,231","2,366","1,433",938,"1,326","1,025","1,537","1,400"
2020년08월_여_40~49세,"16,584","2,613","3,425","1,981","1,151","2,136","1,333","1,830","2,115"
2020년08월_여_50~59세,"18,188","2,231","3,756","2,110","1,605","2,026","1,950","2,592","1,918"
2020년08월_여_60~69세,"11,877","1,653","2,039","1,266","1,250","1,329","1,387","1,837","1,116"
2020년08월_여_70~79세,"6,429",720,"1,190",734,704,652,783,973,673
2020년08월_여_80~89세,"3,018",287,598,351,340,323,336,467,316
2020년08월_여_90~99세,499,56,95,46,60,51,55,81,55
2020년08월_여_100세 이상,54,2,4,4,14,5,7,11,7
2020년09월_계_총인구수,"197,974","31,533","38,344","23,249","16,377","22,441","18,407","25,614","22,009"
2020년09월_계_연령구간인구수,"197,974","31,533","38,344","23,249","16,377","22,441","18,407","25,614","22,009"
2020년09월_계_0~9세,"15,543","4,670","2,835","1,781",766,"1,656",789,"1,375","1,671"
2020년09월_계_10~19세,"18,342","2,250","4,090","2,363","1,116","2,801","1,299","2,137","2,286"
2020년09월_계_20~29세,"27,307","3,385","5,621","3,328","2,213","3,077","2,839","3,826","3,018"
2020년09월_계_30~39세,"26,658","6,215","4,673","3,009","2,031","2,554","2,181","3,193","2,802"
2020년09월_계_40~49세,"33,055","5,638","6,471","3,940","2,506","3,962","2,661","3,773","4,104"
2020년09월_계_50~59세,"35,877","4,248","7,277","4,267","3,263","3,947","3,863","5,051","3,961"
2020년09월_계_60~69세,"23,943","3,212","4,193","2,563","2,513","2,628","2,809","3,685","2,340"
2020년09월_계_70~79세,"11,655","1,421","2,073","1,343","1,313","1,205","1,354","1,721","1,225"
2020년09월_계_80~89세,"4,837",419,972,571,547,534,529,741,524
2020년09월_계_90~99세,675,70,133,77,83,72,74,97,69
2020년09월_계_100세 이상,82,5,6,7,26,5,9,15,9
2020년09월_남_총인구수,"98,260","15,677","18,939","11,392","8,321","10,901","9,134","12,808","11,088"
2020년09월_남_연령구간인구수,"98,260","15,677","18,939","11,392","8,321","10,901","9,134","12,808","11,088"
2020년09월_남_0~9세,"8,035","2,439","1,506",898,394,831,420,691,856
2020년09월_남_10~19세,"9,460","1,109","2,163","1,233",536,"1,426",676,"1,135","1,182"
2020년09월_남_20~29세,"14,021","1,688","2,900","1,673","1,150","1,590","1,404","2,022","1,594"
2020년09월_남_30~39세,"13,414","3,014","2,336","1,482","1,107","1,232","1,165","1,657","1,421"
2020년09월_남_40~49세,"16,471","3,004","3,078","1,905","1,353","1,831","1,343","1,954","2,003"
2020년09월_남_50~59세,"17,664","2,016","3,535","2,101","1,665","1,910","1,924","2,468","2,045"
2020년09월_남_60~69세,"11,999","1,556","2,131","1,261","1,269","1,305","1,419","1,844","1,214"
2020년09월_남_70~79세,"5,211",704,879,597,607,549,578,749,548
2020년09월_남_80~89세,"1,787",130,373,210,204,211,185,267,207
2020년09월_남_90~99세,173,15,36,29,25,16,18,17,17
2020년09월_남_100세 이상,25,2,2,3,11,0,2,4,1
2020년09월_여_총인구수,"99,714","15,856","19,405","11,857","8,056","11,540","9,273","12,806","10,921"
2020년09월_여_연령구간인구수,"99,714","15,856","19,405","11,857","8,056","11,540","9,273","12,806","10,921"
2020년09월_여_0~9세,"7,508","2,231","1,329",883,372,825,369,684,815
2020년09월_여_10~19세,"8,882","1,141","1,927","1,130",580,"1,375",623,"1,002","1,104"
2020년09월_여_20~29세,"13,286","1,697","2,721","1,655","1,063","1,487","1,435","1,804","1,424"
2020년09월_여_30~39세,"13,244","3,201","2,337","1,527",924,"1,322","1,016","1,536","1,381"
2020년09월_여_40~49세,"16,584","2,634","3,393","2,035","1,153","2,131","1,318","1,819","2,101"
2020년09월_여_50~59세,"18,213","2,232","3,742","2,166","1,598","2,037","1,939","2,583","1,916"
2020년09월_여_60~69세,"11,944","1,656","2,062","1,302","1,244","1,323","1,390","1,841","1,126"
2020년09월_여_70~79세,"6,444",717,"1,194",746,706,656,776,972,677
2020년09월_여_80~89세,"3,050",289,599,361,343,323,344,474,317
2020년09월_여_90~99세,502,55,97,48,58,56,56,80,52
2020년09월_여_100세 이상,57,3,4,4,15,5,7,11,8
2020년10월_계_총인구수,"197,781","31,483","38,249","23,506","16,336","22,420","18,241","25,609","21,937"
2020년10월_계_연령구간인구수,"197,781","31,483","38,249","23,506","16,336","22,420","18,241","25,609","21,937"
2020년10월_계_0~9세,"15,387","4,653","2,785","1,784",744,"1,649",759,"1,347","1,666"
2020년10월_계_10~19세,"18,300","2,235","4,067","2,393","1,107","2,806","1,283","2,121","2,288"
2020년10월_계_20~29세,"27,263","3,367","5,618","3,358","2,208","3,064","2,827","3,822","2,999"
2020년10월_계_30~39세,"26,540","6,147","4,663","3,052","2,020","2,553","2,154","3,185","2,766"
2020년10월_계_40~49세,"32,997","5,682","6,427","3,994","2,504","3,941","2,615","3,764","4,070"
2020년10월_계_50~59세,"35,825","4,231","7,264","4,298","3,254","3,931","3,821","5,069","3,957"
2020년10월_계_60~69세,"24,168","3,249","4,228","2,604","2,523","2,665","2,817","3,726","2,356"
2020년10월_계_70~79세,"11,683","1,421","2,079","1,364","1,314","1,202","1,352","1,719","1,232"
2020년10월_계_80~89세,"4,857",425,972,575,555,530,528,745,527
2020년10월_계_90~99세,680,68,140,77,81,74,76,96,68
2020년10월_계_100세 이상,81,5,6,7,26,5,9,15,8
2020년10월_남_총인구수,"98,145","15,626","18,900","11,504","8,309","10,899","9,051","12,794","11,062"
2020년10월_남_연령구간인구수,"98,145","15,626","18,900","11,504","8,309","10,899","9,051","12,794","11,062"
2020년10월_남_0~9세,"7,974","2,423","1,484",902,387,831,409,677,861
2020년10월_남_10~19세,"9,424","1,103","2,146","1,247",525,"1,428",668,"1,123","1,184"
2020년10월_남_20~29세,"14,001","1,678","2,903","1,683","1,157","1,581","1,391","2,021","1,587"
2020년10월_남_30~39세,"13,353","2,976","2,338","1,497","1,104","1,239","1,148","1,645","1,406"
2020년10월_남_40~49세,"16,431","3,030","3,055","1,937","1,349","1,812","1,319","1,946","1,983"
2020년10월_남_50~59세,"17,639","1,996","3,523","2,116","1,658","1,914","1,906","2,476","2,050"
2020년10월_남_60~69세,"12,108","1,574","2,152","1,270","1,282","1,319","1,425","1,869","1,217"
2020년10월_남_70~79세,"5,218",699,882,608,604,547,580,748,550
2020년10월_남_80~89세,"1,798",131,377,212,207,212,184,269,206
2020년10월_남_90~99세,174,14,38,29,25,16,19,16,17
2020년10월_남_100세 이상,25,2,2,3,11,0,2,4,1
2020년10월_여_총인구수,"99,636","15,857","19,349","12,002","8,027","11,521","9,190","12,815","10,875"
2020년10월_여_연령구간인구수,"99,636","15,857","19,349","12,002","8,027","11,521","9,190","12,815","10,875"
2020년10월_여_0~9세,"7,413","2,230","1,301",882,357,818,350,670,805
2020년10월_여_10~19세,"8,876","1,132","1,921","1,146",582,"1,378",615,998,"1,104"
2020년10월_여_20~29세,"13,262","1,689","2,715","1,675","1,051","1,483","1,436","1,801","1,412"
2020년10월_여_30~39세,"13,187","3,171","2,325","1,555",916,"1,314","1,006","1,540","1,360"
2020년10월_여_40~49세,"16,566","2,652","3,372","2,057","1,155","2,129","1,296","1,818","2,087"
2020년10월_여_50~59세,"18,186","2,235","3,741","2,182","1,596","2,017","1,915","2,593","1,907"
2020년10월_여_60~69세,"12,060","1,675","2,076","1,334","1,241","1,346","1,392","1,857","1,139"
2020년10월_여_70~79세,"6,465",722,"1,197",756,710,655,772,971,682
2020년10월_여_80~89세,"3,059",294,595,363,348,318,344,476,321
2020년10월_여_90~99세,506,54,102,48,56,58,57,80,51
2020년10월_여_100세 이상,56,3,4,4,15,5,7,11,7
2020년11월_계_총인구수,"197,608","31,516","38,237","23,519","16,349","22,375","18,104","25,571","21,937"
2020년11월_계_연령구간인구수,"197,608","31,516","38,237","23,519","16,349","22,375","18,104","25,571","21,937"
2020년11월_계_0~9세,"15,268","4,640","2,768","1,767",739,"1,637",745,"1,331","1,641"
2020년11월_계_10~19세,"18,235","2,254","4,049","2,398","1,101","2,783","1,257","2,105","2,288"
2020년11월_계_20~29세,"27,280","3,365","5,632","3,365","2,218","3,069","2,802","3,818","3,011"
2020년11월_계_30~39세,"26,422","6,115","4,631","3,037","2,035","2,536","2,137","3,175","2,756"
2020년11월_계_40~49세,"32,926","5,716","6,429","3,989","2,479","3,917","2,596","3,745","4,055"
2020년11월_계_50~59세,"35,820","4,238","7,257","4,305","3,248","3,942","3,789","5,064","3,977"
2020년11월_계_60~69세,"24,277","3,259","4,255","2,621","2,546","2,669","2,823","3,736","2,368"
2020년11월_계_70~79세,"11,731","1,431","2,094","1,365","1,316","1,216","1,341","1,735","1,233"
2020년11월_계_80~89세,"4,880",424,974,588,559,528,528,750,529
2020년11월_계_90~99세,688,70,142,77,82,73,76,97,71
2020년11월_계_100세 이상,81,4,6,7,26,5,10,15,8
2020년11월_남_총인구수,"98,033","15,633","18,896","11,505","8,306","10,881","8,991","12,749","11,072"
2020년11월_남_연령구간인구수,"98,033","15,633","18,896","11,505","8,306","10,881","8,991","12,749","11,072"
2020년11월_남_0~9세,"7,902","2,414","1,469",893,383,822,405,667,849
2020년11월_남_10~19세,"9,396","1,111","2,144","1,250",520,"1,416",656,"1,115","1,184"
2020년11월_남_20~29세,"13,991","1,669","2,916","1,688","1,155","1,584","1,382","2,004","1,593"
2020년11월_남_30~39세,"13,283","2,953","2,315","1,482","1,113","1,238","1,138","1,642","1,402"
2020년11월_남_40~49세,"16,400","3,052","3,059","1,932","1,332","1,796","1,310","1,940","1,979"
2020년11월_남_50~59세,"17,640","2,006","3,517","2,124","1,664","1,923","1,892","2,459","2,055"
2020년11월_남_60~69세,"12,170","1,575","2,167","1,282","1,295","1,316","1,426","1,878","1,231"
2020년11월_남_70~79세,"5,243",705,890,607,603,556,578,752,552
2020년11월_남_80~89세,"1,804",131,376,217,206,212,182,272,208
2020년11월_남_90~99세,178,15,41,27,24,18,19,16,18
2020년11월_남_100세 이상,26,2,2,3,11,0,3,4,1
2020년11월_여_총인구수,"99,575","15,883","19,341","12,014","8,043","11,494","9,113","12,822","10,865"
2020년11월_여_연령구간인구수,"99,575","15,883","19,341","12,014","8,043","11,494","9,113","12,822","10,865"
2020년11월_여_0~9세,"7,366","2,226","1,299",874,356,815,340,664,792
2020년11월_여_10~19세,"8,839","1,143","1,905","1,148",581,"1,367",601,990,"1,104"
2020년11월_여_20~29세,"13,289","1,696","2,716","1,677","1,063","1,485","1,420","1,814","1,418"
2020년11월_여_30~39세,"13,139","3,162","2,316","1,555",922,"1,298",999,"1,533","1,354"
2020년11월_여_40~49세,"16,526","2,664","3,370","2,057","1,147","2,121","1,286","1,805","2,076"
2020년11월_여_50~59세,"18,180","2,232","3,740","2,181","1,584","2,019","1,897","2,605","1,922"
2020년11월_여_60~69세,"12,107","1,684","2,088","1,339","1,251","1,353","1,397","1,858","1,137"
2020년11월_여_70~79세,"6,488",726,"1,204",758,713,660,763,983,681
2020년11월_여_80~89세,"3,076",293,598,371,353,316,346,478,321
2020년11월_여_90~99세,510,55,101,50,58,55,57,81,53
2020년11월_여_100세 이상,55,2,4,4,15,5,7,11,7
2020년12월_계_총인구수,"197,454","31,453","38,224","23,541","16,392","22,359","17,998","25,609","21,878"
2020년12월_계_연령구간인구수,"197,454","31,453","38,224","23,541","16,392","22,359","17,998","25,609","21,878"
2020년12월_계_0~9세,"15,199","4,625","2,760","1,764",741,"1,624",738,"1,330","1,617"
2020년12월_계_10~19세,"18,151","2,246","4,017","2,391","1,093","2,779","1,245","2,115","2,265"
2020년12월_계_20~29세,"27,281","3,338","5,642","3,371","2,236","3,073","2,784","3,816","3,021"
2020년12월_계_30~39세,"26,372","6,078","4,630","3,047","2,034","2,530","2,120","3,187","2,746"
2020년12월_계_40~49세,"32,845","5,732","6,409","3,983","2,486","3,886","2,593","3,740","4,016"
2020년12월_계_50~59세,"35,772","4,231","7,273","4,308","3,249","3,948","3,727","5,056","3,980"
2020년12월_계_60~69세,"24,423","3,279","4,267","2,642","2,555","2,690","2,845","3,760","2,385"
2020년12월_계_70~79세,"11,744","1,431","2,095","1,364","1,328","1,213","1,338","1,742","1,233"
2020년12월_계_80~89세,"4,889",418,985,586,558,537,522,749,534
2020년12월_계_90~99세,696,71,140,77,86,73,76,99,74
2020년12월_계_100세 이상,82,4,6,8,26,6,10,15,7
2020년12월_남_총인구수,"97,939","15,611","18,864","11,523","8,328","10,864","8,944","12,761","11,044"
2020년12월_남_연령구간인구수,"97,939","15,611","18,864","11,523","8,328","10,864","8,944","12,761","11,044"
2020년12월_남_0~9세,"7,852","2,406","1,452",892,379,820,404,668,831
2020년12월_남_10~19세,"9,366","1,119","2,137","1,251",518,"1,408",646,"1,114","1,173"
2020년12월_남_20~29세,"13,976","1,647","2,913","1,693","1,162","1,589","1,372","2,000","1,600"
2020년12월_남_30~39세,"13,269","2,940","2,319","1,487","1,115","1,231","1,138","1,643","1,396"
2020년12월_남_40~49세,"16,382","3,057","3,051","1,934","1,345","1,792","1,306","1,942","1,955"
2020년12월_남_50~59세,"17,597","2,006","3,511","2,116","1,658","1,917","1,857","2,466","2,066"
2020년12월_남_60~69세,"12,232","1,582","2,170","1,299","1,300","1,320","1,441","1,881","1,239"
2020년12월_남_70~79세,"5,250",706,891,605,609,556,579,754,550
2020년12월_남_80~89세,"1,806",129,377,215,207,213,179,272,214
2020년12월_남_90~99세,182,17,41,28,24,17,19,17,19
2020년12월_남_100세 이상,27,2,2,3,11,1,3,4,1
2020년12월_여_총인구수,"99,515","15,842","19,360","12,018","8,064","11,495","9,054","12,848","10,834"
2020년12월_여_연령구간인구수,"99,515","15,842","19,360","12,018","8,064","11,495","9,054","12,848","10,834"
2020년12월_여_0~9세,"7,347","2,219","1,308",872,362,804,334,662,786
2020년12월_여_10~19세,"8,785","1,127","1,880","1,140",575,"1,371",599,"1,001","1,092"
2020년12월_여_20~29세,"13,305","1,691","2,729","1,678","1,074","1,484","1,412","1,816","1,421"
2020년12월_여_30~39세,"13,103","3,138","2,311","1,560",919,"1,299",982,"1,544","1,350"
2020년12월_여_40~49세,"16,463","2,675","3,358","2,049","1,141","2,094","1,287","1,798","2,061"
2020년12월_여_50~59세,"18,175","2,225","3,762","2,192","1,591","2,031","1,870","2,590","1,914"
2020년12월_여_60~69세,"12,191","1,697","2,097","1,343","1,255","1,370","1,404","1,879","1,146"
2020년12월_여_70~79세,"6,494",725,"1,204",759,719,657,759,988,683
2020년12월_여_80~89세,"3,083",289,608,371,351,324,343,477,320
2020년12월_여_90~99세,514,54,99,49,62,56,57,82,55
2020년12월_여_100세 이상,55,2,4,5,15,5,7,11,6
2021년01월_계_총인구수,"197,217","31,443","38,139","23,531","16,387","22,314","17,877","25,671","21,855"
2021년01월_계_연령구간인구수,"197,217","31,443","38,139","23,531","16,387","22,314","17,877","25,671","21,855"
2021년01월_계_0~9세,"15,049","4,587","2,724","1,757",728,"1,599",733,"1,325","1,596"
2021년01월_계_10~19세,"18,093","2,273","3,992","2,373","1,086","2,766","1,227","2,115","2,261"
2021년01월_계_20~29세,"27,239","3,323","5,648","3,373","2,236","3,057","2,748","3,818","3,036"
2021년01월_계_30~39세,"26,228","6,021","4,585","3,044","2,027","2,517","2,114","3,199","2,721"
2021년01월_계_40~49세,"32,722","5,753","6,385","3,950","2,471","3,871","2,567","3,732","3,993"
2021년01월_계_50~59세,"35,771","4,247","7,275","4,328","3,237","3,943","3,696","5,066","3,979"
2021년01월_계_60~69세,"24,672","3,308","4,304","2,663","2,595","2,723","2,852","3,810","2,417"
2021년01월_계_70~79세,"11,757","1,441","2,094","1,367","1,333","1,219","1,328","1,742","1,233"
2021년01월_계_80~89세,"4,899",414,987,592,564,537,524,747,534
2021년01월_계_90~99세,704,73,139,76,83,76,78,102,77
2021년01월_계_100세 이상,83,3,6,8,27,6,10,15,8
2021년01월_남_총인구수,"97,836","15,601","18,830","11,508","8,344","10,829","8,900","12,784","11,040"
2021년01월_남_연령구간인구수,"97,836","15,601","18,830","11,508","8,344","10,829","8,900","12,784","11,040"
2021년01월_남_0~9세,"7,774","2,377","1,438",891,376,811,401,664,816
2021년01월_남_10~19세,"9,332","1,138","2,116","1,245",520,"1,397",637,"1,106","1,173"
2021년01월_남_20~29세,"13,978","1,648","2,919","1,687","1,160","1,579","1,357","2,011","1,617"
2021년01월_남_30~39세,"13,189","2,893","2,304","1,491","1,115","1,223","1,136","1,642","1,385"
2021년01월_남_40~49세,"16,343","3,077","3,051","1,912","1,335","1,788","1,295","1,941","1,944"
2021년01월_남_50~59세,"17,596","2,019","3,497","2,121","1,657","1,909","1,850","2,483","2,060"
2021년01월_남_60~69세,"12,331","1,586","2,191","1,307","1,319","1,331","1,446","1,895","1,256"
2021년01월_남_70~79세,"5,272",714,895,608,615,557,575,752,556
2021년01월_남_80~89세,"1,807",130,376,216,211,214,180,268,212
2021년01월_남_90~99세,187,17,41,27,25,19,20,18,20
2021년01월_남_100세 이상,27,2,2,3,11,1,3,4,1
2021년01월_여_총인구수,"99,381","15,842","19,309","12,023","8,043","11,485","8,977","12,887","10,815"
2021년01월_여_연령구간인구수,"99,381","15,842","19,309","12,023","8,043","11,485","8,977","12,887","10,815"
2021년01월_여_0~9세,"7,275","2,210","1,286",866,352,788,332,661,780
2021년01월_여_10~19세,"8,761","1,135","1,876","1,128",566,"1,369",590,"1,009","1,088"
2021년01월_여_20~29세,"13,261","1,675","2,729","1,686","1,076","1,478","1,391","1,807","1,419"
2021년01월_여_30~39세,"13,039","3,128","2,281","1,553",912,"1,294",978,"1,557","1,336"
2021년01월_여_40~49세,"16,379","2,676","3,334","2,038","1,136","2,083","1,272","1,791","2,049"
2021년01월_여_50~59세,"18,175","2,228","3,778","2,207","1,580","2,034","1,846","2,583","1,919"
2021년01월_여_60~69세,"12,341","1,722","2,113","1,356","1,276","1,392","1,406","1,915","1,161"
2021년01월_여_70~79세,"6,485",727,"1,199",759,718,662,753,990,677
2021년01월_여_80~89세,"3,092",284,611,376,353,323,344,479,322
2021년01월_여_90~99세,517,56,98,49,58,57,58,84,57
2021년01월_여_100세 이상,56,1,4,5,16,5,7,11,7
2021년02월_계_총인구수,"196,685","31,357","37,985","23,480","16,361","22,213","17,786","25,702","21,801"
2021년02월_계_연령구간인구수,"196,685","31,357","37,985","23,480","16,361","22,213","17,786","25,702","21,801"
2021년02월_계_0~9세,"14,918","4,546","2,688","1,752",723,"1,575",726,"1,332","1,576"
2021년02월_계_10~19세,"17,952","2,277","3,932","2,356","1,081","2,733","1,207","2,117","2,249"
2021년02월_계_20~29세,"27,129","3,309","5,627","3,363","2,216","3,039","2,743","3,800","3,032"
2021년02월_계_30~39세,"26,044","5,936","4,573","3,014","2,023","2,494","2,090","3,200","2,714"
2021년02월_계_40~49세,"32,582","5,791","6,304","3,948","2,474","3,826","2,550","3,725","3,964"
2021년02월_계_50~59세,"35,698","4,253","7,260","4,315","3,220","3,949","3,669","5,066","3,966"
2021년02월_계_60~69세,"24,888","3,315","4,375","2,692","2,620","2,744","2,867","3,838","2,437"
2021년02월_계_70~79세,"11,759","1,439","2,088","1,372","1,317","1,238","1,321","1,744","1,240"
2021년02월_계_80~89세,"4,936",416,993,585,579,536,526,762,539
2021년02월_계_90~99세,695,72,139,75,81,73,77,103,75
2021년02월_계_100세 이상,84,3,6,8,27,6,10,15,9
2021년02월_남_총인구수,"97,601","15,557","18,766","11,493","8,348","10,778","8,854","12,799","11,006"
2021년02월_남_연령구간인구수,"97,601","15,557","18,766","11,493","8,348","10,778","8,854","12,799","11,006"
2021년02월_남_0~9세,"7,706","2,354","1,424",892,376,800,391,668,801
2021년02월_남_10~19세,"9,266","1,135","2,090","1,229",520,"1,381",626,"1,116","1,169"
2021년02월_남_20~29세,"13,948","1,647","2,915","1,693","1,150","1,572","1,357","2,002","1,612"
2021년02월_남_30~39세,"13,094","2,854","2,296","1,473","1,116","1,214","1,127","1,635","1,379"
2021년02월_남_40~49세,"16,289","3,093","3,007","1,919","1,345","1,768","1,283","1,939","1,935"
2021년02월_남_50~59세,"17,575","2,039","3,484","2,115","1,647","1,906","1,837","2,491","2,056"
2021년02월_남_60~69세,"12,425","1,583","2,230","1,318","1,336","1,335","1,460","1,900","1,263"
2021년02월_남_70~79세,"5,277",705,901,609,611,568,575,750,558
2021년02월_남_80~89세,"1,812",130,378,215,211,215,176,275,212
2021년02월_남_90~99세,182,15,39,27,25,18,19,19,20
2021년02월_남_100세 이상,27,2,2,3,11,1,3,4,1
2021년02월_여_총인구수,"99,084","15,800","19,219","11,987","8,013","11,435","8,932","12,903","10,795"
2021년02월_여_연령구간인구수,"99,084","15,800","19,219","11,987","8,013","11,435","8,932","12,903","10,795"
2021년02월_여_0~9세,"7,212","2,192","1,264",860,347,775,335,664,775
2021년02월_여_10~19세,"8,686","1,142","1,842","1,127",561,"1,352",581,"1,001","1,080"
2021년02월_여_20~29세,"13,181","1,662","2,712","1,670","1,066","1,467","1,386","1,798","1,420"
2021년02월_여_30~39세,"12,950","3,082","2,277","1,541",907,"1,280",963,"1,565","1,335"
2021년02월_여_40~49세,"16,293","2,698","3,297","2,029","1,129","2,058","1,267","1,786","2,029"
2021년02월_여_50~59세,"18,123","2,214","3,776","2,200","1,573","2,043","1,832","2,575","1,910"
2021년02월_여_60~69세,"12,463","1,732","2,145","1,374","1,284","1,409","1,407","1,938","1,174"
2021년02월_여_70~79세,"6,482",734,"1,187",763,706,670,746,994,682
2021년02월_여_80~89세,"3,124",286,615,370,368,321,350,487,327
2021년02월_여_90~99세,513,57,100,48,56,55,58,84,55
2021년02월_여_100세 이상,57,1,4,5,16,5,7,11,8
2021년03월_계_총인구수,"195,804","31,223","37,930","23,303","16,362","22,115","17,505","25,639","21,727"
2021년03월_계_연령구간인구수,"195,804","31,223","37,930","23,303","16,362","22,115","17,505","25,639","21,727"
2021년03월_계_0~9세,"14,752","4,506","2,665","1,713",723,"1,549",712,"1,324","1,560"
2021년03월_계_10~19세,"17,891","2,299","3,926","2,371","1,072","2,700","1,181","2,102","2,240"
2021년03월_계_20~29세,"27,042","3,296","5,604","3,338","2,207","3,041","2,723","3,794","3,039"
2021년03월_계_30~39세,"25,820","5,853","4,562","2,976","2,023","2,473","2,059","3,195","2,679"
2021년03월_계_40~49세,"32,428","5,826","6,288","3,923","2,475","3,802","2,501","3,678","3,935"
2021년03월_계_50~59세,"35,485","4,201","7,236","4,269","3,193","3,943","3,605","5,063","3,975"
2021년03월_계_60~69세,"25,049","3,332","4,419","2,717","2,648","2,756","2,855","3,868","2,454"
2021년03월_계_70~79세,"11,667","1,428","2,095","1,342","1,322","1,230","1,278","1,742","1,230"
2021년03월_계_80~89세,"4,949",416,989,584,589,545,518,770,538
2021년03월_계_90~99세,667,66,140,68,83,71,70,97,72
2021년03월_계_100세 이상,54,0,6,2,27,5,3,6,5
2021년03월_남_총인구수,"97,184","15,487","18,736","11,386","8,359","10,731","8,737","12,770","10,978"
2021년03월_남_연령구간인구수,"97,184","15,487","18,736","11,386","8,359","10,731","8,737","12,770","10,978"
2021년03월_남_0~9세,"7,600","2,328","1,413",866,374,784,382,662,791
2021년03월_남_10~19세,"9,256","1,148","2,096","1,237",518,"1,369",615,"1,110","1,163"
2021년03월_남_20~29세,"13,902","1,635","2,890","1,677","1,156","1,572","1,350","2,000","1,622"
2021년03월_남_30~39세,"13,026","2,820","2,299","1,453","1,121","1,210","1,111","1,638","1,374"
2021년03월_남_40~49세,"16,185","3,102","3,003","1,901","1,336","1,752","1,257","1,917","1,917"
2021년03월_남_50~59세,"17,478","2,021","3,462","2,093","1,642","1,901","1,809","2,493","2,057"
2021년03월_남_60~69세,"12,478","1,586","2,252","1,322","1,345","1,342","1,460","1,901","1,270"
2021년03월_남_70~79세,"5,236",701,899,595,612,565,558,752,554
2021년03월_남_80~89세,"1,833",132,382,218,219,218,176,277,211
2021년03월_남_90~99세,171,14,38,23,25,17,18,18,18
2021년03월_남_100세 이상,19,0,2,1,11,1,1,2,1
2021년03월_여_총인구수,"98,620","15,736","19,194","11,917","8,003","11,384","8,768","12,869","10,749"
2021년03월_여_연령구간인구수,"98,620","15,736","19,194","11,917","8,003","11,384","8,768","12,869","10,749"
2021년03월_여_0~9세,"7,152","2,178","1,252",847,349,765,330,662,769
2021년03월_여_10~19세,"8,635","1,151","1,830","1,134",554,"1,331",566,992,"1,077"
2021년03월_여_20~29세,"13,140","1,661","2,714","1,661","1,051","1,469","1,373","1,794","1,417"
2021년03월_여_30~39세,"12,794","3,033","2,263","1,523",902,"1,263",948,"1,557","1,305"
2021년03월_여_40~49세,"16,243","2,724","3,285","2,022","1,139","2,050","1,244","1,761","2,018"
2021년03월_여_50~59세,"18,007","2,180","3,774","2,176","1,551","2,042","1,796","2,570","1,918"
2021년03월_여_60~69세,"12,571","1,746","2,167","1,395","1,303","1,414","1,395","1,967","1,184"
2021년03월_여_70~79세,"6,431",727,"1,196",747,710,665,720,990,676
2021년03월_여_80~89세,"3,116",284,607,366,370,327,342,493,327
2021년03월_여_90~99세,496,52,102,45,58,54,52,79,54
2021년03월_여_100세 이상,35,0,4,1,16,4,2,4,4
2021년04월_계_총인구수,"195,324","31,135","37,888","23,307","16,366","22,010","17,304","25,598","21,716"
2021년04월_계_연령구간인구수,"195,324","31,135","37,888","23,307","16,366","22,010","17,304","25,598","21,716"
2021년04월_계_0~9세,"14,674","4,484","2,646","1,717",714,"1,534",707,"1,323","1,549"
2021년04월_계_10~19세,"17,799","2,300","3,903","2,363","1,069","2,670","1,162","2,093","2,239"
2021년04월_계_20~29세,"26,947","3,281","5,599","3,329","2,201","3,030","2,680","3,793","3,034"
2021년04월_계_30~39세,"25,635","5,792","4,529","2,969","2,012","2,451","2,036","3,181","2,665"
2021년04월_계_40~49세,"32,331","5,845","6,261","3,922","2,478","3,785","2,475","3,666","3,899"
2021년04월_계_50~59세,"35,364","4,169","7,225","4,251","3,199","3,917","3,566","5,041","3,996"
2021년04월_계_60~69세,"25,252","3,362","4,473","2,752","2,680","2,780","2,833","3,887","2,485"
2021년04월_계_70~79세,"11,629","1,430","2,098","1,343","1,315","1,227","1,256","1,727","1,233"
2021년04월_계_80~89세,"4,982",407,"1,007",593,588,545,520,783,539
2021년04월_계_90~99세,659,65,141,66,83,67,67,98,72
2021년04월_계_100세 이상,52,0,6,2,27,4,2,6,5
2021년04월_남_총인구수,"96,900","15,439","18,701","11,380","8,359","10,691","8,633","12,749","10,948"
2021년04월_남_연령구간인구수,"96,900","15,439","18,701","11,380","8,359","10,691","8,633","12,749","10,948"
2021년04월_남_0~9세,"7,559","2,316","1,400",870,371,771,381,661,789
2021년04월_남_10~19세,"9,199","1,145","2,079","1,229",515,"1,359",606,"1,109","1,157"
2021년04월_남_20~29세,"13,848","1,623","2,893","1,665","1,150","1,572","1,327","2,001","1,617"
2021년04월_남_30~39세,"12,915","2,795","2,285","1,451","1,112","1,197","1,095","1,628","1,352"
2021년04월_남_40~49세,"16,131","3,105","2,983","1,906","1,337","1,746","1,246","1,905","1,903"
2021년04월_남_50~59세,"17,427","2,014","3,457","2,079","1,648","1,886","1,789","2,493","2,061"
2021년04월_남_60~69세,"12,582","1,598","2,284","1,338","1,363","1,360","1,445","1,910","1,284"
2021년04월_남_70~79세,"5,204",701,891,595,608,565,551,740,553
2021년04월_남_80~89세,"1,849",129,388,224,220,218,176,281,213
