카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년08월_남_연령구간인구수,"324,134","6,999","12,230","6,642","9,262","10,239","10,008","7,835","12,373","9,186","19,606","11,756","9,939","15,721","14,995","13,497","13,585","16,300","10,294","13,746","14,810","13,814","13,637","17,399","16,878","10,562","8,157","4,664"
2020년08월_남_0~9세,"26,752",409,"1,065",351,698,549,463,564,678,753,"1,560",654,862,863,854,884,"1,752","1,376",717,887,"1,280","2,345",672,"2,182","1,750","1,524",742,318
2020년08월_남_10~19세,"30,519",491,"1,053",573,853,852,738,889,685,"1,547","1,762",704,975,"1,007","1,096",982,"1,095","1,898",831,774,"1,477","1,782",911,"2,982","2,028","1,207",883,444
2020년08월_남_20~29세,"45,206",928,"1,702",981,"1,118","1,272","1,336","1,261","2,205","1,184","2,959","2,106","1,392","2,558","2,428","2,113","1,792","2,331","1,646","2,054","2,094","1,368","2,312","1,548","1,905","1,011",993,609
2020년08월_남_30~39세,"54,005","1,071","2,074",917,"1,332","1,254","1,295","1,112","2,922",740,"2,881","2,675","1,489","3,488","3,343","2,448","2,632","2,371","1,846","3,576","2,455","2,317","3,039","1,728","2,034","1,399","1,071",496
2020년08월_남_40~49세,"52,975","1,031","1,974","1,013","1,466","1,534","1,476","1,235","1,802","1,555","2,814","1,659","1,506","2,484","2,503","1,955","2,150","2,741","1,430","2,085","2,390","2,927","2,161","4,154","2,894","2,107","1,283",646
2020년08월_남_50~59세,"50,013","1,186","1,810","1,184","1,592","1,961","1,950","1,278","1,713","1,554","3,301","1,646","1,609","2,309","2,121","2,346","1,894","2,553","1,632","1,730","2,358","1,617","1,980","2,582","2,581","1,459","1,258",809
2020년08월_남_60~69세,"39,178","1,117","1,534",938,"1,270","1,621","1,636",916,"1,426","1,149","2,709","1,365","1,317","1,811","1,636","1,745","1,536","1,934","1,417","1,492","1,714",953,"1,556","1,290","2,145","1,117","1,151",683
2020년08월_남_70~79세,"19,464",580,777,535,713,903,813,439,729,548,"1,231",728,615,914,800,771,623,827,598,804,811,421,772,714,"1,210",569,560,459
2020년08월_남_80~89세,"5,377",169,216,134,196,263,281,126,196,130,341,200,156,260,195,224,98,240,155,303,211,76,213,192,295,144,183,180
2020년08월_남_90~99세,572,14,24,14,17,26,14,15,15,26,46,18,16,27,16,25,12,28,19,37,20,8,19,16,33,20,27,20
2020년08월_남_100세 이상,73,3,1,2,7,4,6,0,2,0,2,1,2,0,3,4,1,1,3,4,0,0,2,11,3,5,6,0
2020년08월_여_총인구수,"347,178","7,201","13,491","6,366","9,590","9,787","9,688","8,453","13,842","9,465","20,813","13,298","10,710","17,269","16,671","13,748","14,391","16,896","10,581","15,961","15,840","14,558","15,198","19,023","18,594","11,335","9,059","5,350"
2020년08월_여_연령구간인구수,"347,178","7,201","13,491","6,366","9,590","9,787","9,688","8,453","13,842","9,465","20,813","13,298","10,710","17,269","16,671","13,748","14,391","16,896","10,581","15,961","15,840","14,558","15,198","19,023","18,594","11,335","9,059","5,350"
2020년08월_여_0~9세,"25,014",313,957,322,647,497,486,576,567,613,"1,444",663,802,828,835,806,"1,499","1,247",668,882,"1,240","2,305",646,"2,109","1,612","1,407",753,290
2020년08월_여_10~19세,"29,184",453,"1,059",492,718,829,675,833,618,"1,272","1,605",718,963,977,999,932,"1,158","1,704",770,745,"1,407","1,807",931,"2,947","1,963","1,131",850,628
2020년08월_여_20~29세,"49,678",834,"2,171",848,"1,053","1,165","1,149","1,223","2,929","1,051","2,782","2,528","1,552","3,128","2,939","2,201","1,878","2,317","1,688","3,253","2,064","1,378","2,880","1,795","2,084","1,041","1,054",693
2020년08월_여_30~39세,"58,379",984,"2,314",802,"1,282","1,011","1,044","1,202","3,064","1,052","2,981","2,825","1,616","3,699","3,382","2,368","2,907","2,524","1,728","4,146","2,453","2,750","3,183","2,566","2,657","1,880","1,366",593
2020년08월_여_40~49세,"56,917","1,015","2,108","1,008","1,567","1,431","1,324","1,492","1,886","1,903","3,216","1,889","1,646","2,527","2,743","2,000","2,256","2,966","1,504","2,244","2,496","2,801","2,329","4,686","3,372","2,252","1,471",785
2020년08월_여_50~59세,"53,277","1,303","1,939","1,162","1,652","1,694","1,881","1,446","1,955","1,585","3,734","1,944","1,785","2,513","2,483","2,464","2,132","2,764","1,844","1,810","2,673","1,652","2,199","2,199","2,707","1,472","1,418",867
2020년08월_여_60~69세,"43,751","1,304","1,702",956,"1,392","1,634","1,621","1,009","1,710","1,262","3,002","1,648","1,478","2,110","1,950","1,795","1,675","2,066","1,487","1,665","2,000","1,153","1,816","1,526","2,488","1,294","1,242",766
2020년08월_여_70~79세,"20,395",680,816,534,830,989,970,396,772,444,"1,245",752,541,"1,071",894,780,612,836,591,769,922,440,849,832,"1,207",574,590,459
2020년08월_여_80~89세,"8,477",268,346,207,359,448,409,228,281,217,648,262,254,359,347,340,222,383,243,366,445,199,304,278,386,214,249,215
2020년08월_여_90~99세,"1,892",42,72,34,83,76,102,41,59,66,149,60,64,50,89,57,49,82,48,76,135,70,49,65,108,55,60,51
2020년08월_여_100세 이상,214,5,7,1,7,13,27,7,1,0,7,9,9,7,10,5,3,7,10,5,5,3,12,20,10,15,6,3
2020년09월_계_총인구수,"670,331","14,145","25,696","13,003","19,133","19,966","19,713","16,233","26,129","18,613","40,220","25,044","20,683","32,897","31,627","27,152","27,898","33,057","20,851","29,570","30,508","28,469","28,811","36,412","35,444","21,867","17,199","9,991"
2020년09월_계_연령구간인구수,"670,331","14,145","25,696","13,003","19,133","19,966","19,713","16,233","26,129","18,613","40,220","25,044","20,683","32,897","31,627","27,152","27,898","33,057","20,851","29,570","30,508","28,469","28,811","36,412","35,444","21,867","17,199","9,991"
2020년09월_계_0~9세,"51,485",715,"2,013",681,"1,353","1,029",951,"1,122","1,232","1,347","2,969","1,310","1,666","1,686","1,670","1,681","3,247","2,609","1,370","1,744","2,494","4,657","1,314","4,263","3,357","2,917","1,488",600
2020년09월_계_10~19세,"59,507",932,"2,091","1,057","1,584","1,677","1,419","1,712","1,285","2,824","3,333","1,402","1,936","1,966","2,076","1,920","2,238","3,578","1,590","1,511","2,854","3,595","1,843","5,947","3,993","2,339","1,737","1,068"
2020년09월_계_20~29세,"94,675","1,762","3,894","1,829","2,220","2,407","2,479","2,478","5,129","2,219","5,712","4,636","2,949","5,654","5,381","4,282","3,618","4,592","3,337","5,285","4,139","2,767","5,193","3,328","3,984","2,054","2,044","1,303"
2020년09월_계_30~39세,"111,911","2,031","4,370","1,734","2,684","2,254","2,338","2,297","5,939","1,784","5,815","5,506","3,104","7,164","6,699","4,778","5,518","4,870","3,614","7,643","4,899","5,061","6,204","4,243","4,651","3,238","2,400","1,073"
2020년09월_계_40~49세,"109,694","2,020","4,078","2,003","3,042","2,965","2,790","2,721","3,667","3,441","5,972","3,555","3,148","5,023","5,247","3,920","4,404","5,666","2,903","4,323","4,856","5,769","4,505","8,833","6,277","4,380","2,761","1,425"
2020년09월_계_50~59세,"103,165","2,494","3,744","2,339","3,305","3,642","3,819","2,722","3,667","3,126","7,022","3,581","3,394","4,780","4,592","4,798","4,025","5,315","3,463","3,532","5,002","3,268","4,167","4,820","5,282","2,917","2,674","1,675"
2020년09월_계_60~69세,"83,241","2,426","3,243","1,901","2,711","3,266","3,290","1,918","3,149","2,428","5,711","3,023","2,817","3,924","3,606","3,561","3,224","4,028","2,911","3,157","3,716","2,126","3,362","2,832","4,635","2,421","2,407","1,448"
2020년09월_계_70~79세,"39,963","1,256","1,593","1,062","1,556","1,884","1,787",843,"1,509","1,001","2,488","1,478","1,167","1,995","1,694","1,553","1,250","1,660","1,183","1,584","1,728",867,"1,621","1,556","2,433","1,142","1,152",921
2020년09월_계_80~89세,"13,924",441,568,345,565,720,686,355,477,349,991,463,410,619,545,570,311,623,400,668,660,277,518,477,681,364,437,404
2020년09월_계_90~99세,"2,476",60,93,50,99,105,120,58,72,94,198,80,80,79,104,81,58,108,67,113,155,78,70,82,139,75,87,71
2020년09월_계_100세 이상,290,8,9,2,14,17,34,7,3,0,9,10,12,7,13,8,5,8,13,10,5,4,14,31,12,20,12,3
2020년09월_남_총인구수,"323,646","6,975","12,216","6,629","9,402","10,191","10,019","7,817","12,328","9,169","19,503","11,759","9,942","15,673","14,964","13,454","13,549","16,246","10,279","13,694","14,750","13,860","13,599","17,413","16,872","10,546","8,143","4,654"
2020년09월_남_연령구간인구수,"323,646","6,975","12,216","6,629","9,402","10,191","10,019","7,817","12,328","9,169","19,503","11,759","9,942","15,673","14,964","13,454","13,549","16,246","10,279","13,694","14,750","13,860","13,599","17,413","16,872","10,546","8,143","4,654"
2020년09월_남_0~9세,"26,628",406,"1,054",357,702,540,466,561,665,741,"1,544",655,860,852,849,882,"1,746","1,361",711,881,"1,271","2,356",672,"2,183","1,749","1,518",733,313
2020년09월_남_10~19세,"30,458",487,"1,047",567,861,854,735,879,677,"1,550","1,747",696,967,"1,002","1,087",988,"1,091","1,892",818,780,"1,474","1,786",915,"2,990","2,029","1,208",890,441
2020년09월_남_20~29세,"45,107",931,"1,710",974,"1,135","1,246","1,341","1,267","2,204","1,181","2,944","2,107","1,389","2,549","2,429","2,095","1,771","2,313","1,661","2,029","2,083","1,382","2,301","1,548","1,908","1,008",984,617
2020년09월_남_30~39세,"53,738","1,060","2,064",927,"1,373","1,250","1,294","1,105","2,897",736,"2,854","2,677","1,490","3,471","3,322","2,428","2,618","2,351","1,860","3,544","2,452","2,311","3,018","1,709","2,005","1,373","1,060",489
2020년09월_남_40~49세,"52,856","1,016","1,976","1,002","1,471","1,525","1,473","1,238","1,793","1,543","2,797","1,661","1,506","2,482","2,501","1,928","2,143","2,734","1,409","2,089","2,377","2,943","2,161","4,142","2,900","2,119","1,287",640
2020년09월_남_50~59세,"49,964","1,192","1,811","1,185","1,616","1,952","1,933","1,272","1,713","1,551","3,288","1,643","1,610","2,299","2,122","2,348","1,896","2,556","1,615","1,724","2,335","1,613","1,986","2,606","2,586","1,453","1,253",806
2020년09월_남_60~69세,"39,309","1,116","1,535",935,"1,297","1,627","1,658",910,"1,430","1,157","2,704","1,373","1,325","1,812","1,639","1,761","1,540","1,948","1,432","1,493","1,715",955,"1,535","1,295","2,151","1,124","1,159",683
2020년09월_남_70~79세,"19,515",576,776,531,722,899,815,443,736,555,"1,236",723,620,913,798,769,633,825,596,810,811,429,774,719,"1,215",570,560,461
2020년09월_남_80~89세,"5,424",173,218,135,203,266,284,125,196,130,343,203,157,266,198,226,98,237,155,301,213,77,216,194,294,147,184,185
2020년09월_남_90~99세,574,15,23,15,15,28,14,17,15,25,44,20,16,27,16,25,12,28,19,39,19,8,19,16,32,21,27,19
2020년09월_남_100세 이상,73,3,2,1,7,4,6,0,2,0,2,1,2,0,3,4,1,1,3,4,0,0,2,11,3,5,6,0
2020년09월_여_총인구수,"346,685","7,170","13,480","6,374","9,731","9,775","9,694","8,416","13,801","9,444","20,717","13,285","10,741","17,224","16,663","13,698","14,349","16,811","10,572","15,876","15,758","14,609","15,212","18,999","18,572","11,321","9,056","5,337"
2020년09월_여_연령구간인구수,"346,685","7,170","13,480","6,374","9,731","9,775","9,694","8,416","13,801","9,444","20,717","13,285","10,741","17,224","16,663","13,698","14,349","16,811","10,572","15,876","15,758","14,609","15,212","18,999","18,572","11,321","9,056","5,337"
2020년09월_여_0~9세,"24,857",309,959,324,651,489,485,561,567,606,"1,425",655,806,834,821,799,"1,501","1,248",659,863,"1,223","2,301",642,"2,080","1,608","1,399",755,287
2020년09월_여_10~19세,"29,049",445,"1,044",490,723,823,684,833,608,"1,274","1,586",706,969,964,989,932,"1,147","1,686",772,731,"1,380","1,809",928,"2,957","1,964","1,131",847,627
2020년09월_여_20~29세,"49,568",831,"2,184",855,"1,085","1,161","1,138","1,211","2,925","1,038","2,768","2,529","1,560","3,105","2,952","2,187","1,847","2,279","1,676","3,256","2,056","1,385","2,892","1,780","2,076","1,046","1,060",686
2020년09월_여_30~39세,"58,173",971,"2,306",807,"1,311","1,004","1,044","1,192","3,042","1,048","2,961","2,829","1,614","3,693","3,377","2,350","2,900","2,519","1,754","4,099","2,447","2,750","3,186","2,534","2,646","1,865","1,340",584
2020년09월_여_40~49세,"56,838","1,004","2,102","1,001","1,571","1,440","1,317","1,483","1,874","1,898","3,175","1,894","1,642","2,541","2,746","1,992","2,261","2,932","1,494","2,234","2,479","2,826","2,344","4,691","3,377","2,261","1,474",785
2020년09월_여_50~59세,"53,201","1,302","1,933","1,154","1,689","1,690","1,886","1,450","1,954","1,575","3,734","1,938","1,784","2,481","2,470","2,450","2,129","2,759","1,848","1,808","2,667","1,655","2,181","2,214","2,696","1,464","1,421",869
2020년09월_여_60~69세,"43,932","1,310","1,708",966,"1,414","1,639","1,632","1,008","1,719","1,271","3,007","1,650","1,492","2,112","1,967","1,800","1,684","2,080","1,479","1,664","2,001","1,171","1,827","1,537","2,484","1,297","1,248",765
2020년09월_여_70~79세,"20,448",680,817,531,834,985,972,400,773,446,"1,252",755,547,"1,082",896,784,617,835,587,774,917,438,847,837,"1,218",572,592,460
2020년09월_여_80~89세,"8,500",268,350,210,362,454,402,230,281,219,648,260,253,353,347,344,213,386,245,367,447,200,302,283,387,217,253,219
2020년09월_여_90~99세,"1,902",45,70,35,84,77,106,41,57,69,154,60,64,52,88,56,46,80,48,74,136,70,51,66,107,54,60,52
2020년09월_여_100세 이상,217,5,7,1,7,13,28,7,1,0,7,9,10,7,10,4,4,7,10,6,5,4,12,20,9,15,6,3
2020년10월_계_총인구수,"668,920","14,069","25,622","12,986","19,222","19,912","19,684","16,224","26,060","18,580","39,907","24,955","20,695","32,796","31,585","27,150","27,866","33,082","20,760","29,428","30,359","28,540","28,769","36,270","35,423","21,827","17,215","9,934"
2020년10월_계_연령구간인구수,"668,920","14,069","25,622","12,986","19,222","19,912","19,684","16,224","26,060","18,580","39,907","24,955","20,695","32,796","31,585","27,150","27,866","33,082","20,760","29,428","30,359","28,540","28,769","36,270","35,423","21,827","17,215","9,934"
2020년10월_계_0~9세,"51,124",713,"2,014",679,"1,364","1,018",941,"1,112","1,226","1,353","2,922","1,288","1,658","1,657","1,642","1,675","3,242","2,609","1,365","1,703","2,461","4,643","1,306","4,228","3,339","2,893","1,481",592
2020년10월_계_10~19세,"59,293",918,"2,063","1,038","1,588","1,673","1,421","1,711","1,280","2,810","3,287","1,399","1,926","1,975","2,060","1,914","2,226","3,580","1,573","1,492","2,829","3,612","1,825","5,921","4,024","2,340","1,751","1,057"
2020년10월_계_20~29세,"94,358","1,755","3,858","1,831","2,226","2,407","2,474","2,474","5,065","2,207","5,669","4,612","2,962","5,643","5,405","4,250","3,596","4,576","3,304","5,279","4,130","2,766","5,178","3,321","3,976","2,057","2,042","1,295"
2020년10월_계_30~39세,"111,302","1,991","4,380","1,753","2,674","2,240","2,321","2,304","5,939","1,759","5,755","5,466","3,097","7,116","6,681","4,786","5,474","4,866","3,608","7,564","4,852","5,053","6,188","4,191","4,605","3,212","2,389","1,038"
2020년10월_계_40~49세,"109,438","2,009","4,057","1,987","3,056","2,939","2,794","2,719","3,668","3,428","5,904","3,547","3,152","4,996","5,209","3,924","4,409","5,666","2,901","4,291","4,838","5,812","4,497","8,777","6,285","4,375","2,775","1,423"
2020년10월_계_50~59세,"102,983","2,494","3,711","2,326","3,324","3,649","3,790","2,705","3,671","3,128","6,966","3,565","3,402","4,777","4,568","4,785","4,024","5,336","3,419","3,552","4,969","3,289","4,157","4,820","5,297","2,912","2,667","1,680"
2020년10월_계_60~69세,"83,538","2,425","3,261","1,911","2,730","3,263","3,323","1,926","3,157","2,434","5,702","3,040","2,818","3,929","3,654","3,584","3,251","4,038","2,922","3,152","3,732","2,129","3,386","2,848","4,632","2,423","2,423","1,445"
2020년10월_계_70~79세,"40,104","1,259","1,608","1,060","1,568","1,878","1,776",850,"1,505","1,009","2,499","1,482","1,171","1,990","1,704","1,556","1,270","1,675","1,188","1,593","1,727",872,"1,624","1,568","2,431","1,160","1,153",928
2020년10월_계_80~89세,"13,993",435,569,348,577,722,690,360,475,356,994,468,414,622,545,588,310,619,399,674,660,279,522,483,684,361,436,403
2020년10월_계_90~99세,"2,496",62,92,51,101,106,120,56,71,96,200,78,83,84,104,80,59,107,68,119,156,81,72,82,138,74,86,70
2020년10월_계_100세 이상,291,8,9,2,14,17,34,7,3,0,9,10,12,7,13,8,5,10,13,9,5,4,14,31,12,20,12,3
2020년10월_남_총인구수,"322,942","6,934","12,188","6,623","9,449","10,164","9,981","7,812","12,298","9,142","19,361","11,718","9,941","15,624","14,954","13,451","13,550","16,264","10,232","13,600","14,684","13,895","13,582","17,352","16,845","10,515","8,149","4,634"
2020년10월_남_연령구간인구수,"322,942","6,934","12,188","6,623","9,449","10,164","9,981","7,812","12,298","9,142","19,361","11,718","9,941","15,624","14,954","13,451","13,550","16,264","10,232","13,600","14,684","13,895","13,582","17,352","16,845","10,515","8,149","4,634"
2020년10월_남_0~9세,"26,455",404,"1,056",355,711,535,458,551,660,743,"1,518",643,855,844,840,876,"1,757","1,362",702,856,"1,255","2,352",664,"2,179","1,737","1,500",733,309
2020년10월_남_10~19세,"30,332",482,"1,036",557,856,852,735,880,678,"1,542","1,729",692,961,"1,004","1,077",988,"1,080","1,902",814,765,"1,457","1,790",905,"2,974","2,041","1,203",896,436
2020년10월_남_20~29세,"45,004",929,"1,695",976,"1,146","1,250","1,331","1,258","2,174","1,173","2,929","2,092","1,395","2,555","2,442","2,073","1,770","2,303","1,649","2,032","2,076","1,392","2,289","1,556","1,907","1,012",978,622
2020년10월_남_30~39세,"53,387","1,033","2,068",937,"1,361","1,241","1,287","1,111","2,897",728,"2,817","2,661","1,481","3,441","3,314","2,428","2,591","2,348","1,846","3,503","2,433","2,305","3,013","1,685","1,973","1,357","1,058",470
2020년10월_남_40~49세,"52,756","1,005","1,963",992,"1,493","1,513","1,472","1,238","1,794","1,527","2,777","1,658","1,512","2,463","2,486","1,940","2,148","2,728","1,417","2,074","2,364","2,958","2,168","4,107","2,911","2,114","1,299",635
2020년10월_남_50~59세,"49,880","1,199","1,802","1,180","1,625","1,949","1,919","1,271","1,716","1,553","3,262","1,636","1,615","2,298","2,125","2,335","1,888","2,570","1,595","1,728","2,321","1,628","1,979","2,607","2,584","1,448","1,236",811
2020년10월_남_60~69세,"39,432","1,114","1,549",936,"1,300","1,633","1,663",914,"1,435","1,159","2,694","1,380","1,323","1,806","1,650","1,776","1,560","1,956","1,430","1,483","1,735",955,"1,548","1,294","2,156","1,128","1,172",683
2020년10월_남_70~79세,"19,579",577,776,536,729,896,811,445,731,558,"1,242",728,621,915,802,763,645,831,600,816,809,429,776,724,"1,209",581,563,466
2020년10월_남_80~89세,"5,461",172,218,138,206,263,285,127,195,133,346,207,160,270,200,242,98,234,156,299,214,77,219,198,293,146,181,184
2020년10월_남_90~99세,584,16,23,15,15,28,14,17,16,26,45,20,16,28,15,26,12,29,20,41,20,9,19,17,31,21,27,18
2020년10월_남_100세 이상,72,3,2,1,7,4,6,0,2,0,2,1,2,0,3,4,1,1,3,3,0,0,2,11,3,5,6,0
2020년10월_여_총인구수,"345,978","7,135","13,434","6,363","9,773","9,748","9,703","8,412","13,762","9,438","20,546","13,237","10,754","17,172","16,631","13,699","14,316","16,818","10,528","15,828","15,675","14,645","15,187","18,918","18,578","11,312","9,066","5,300"
2020년10월_여_연령구간인구수,"345,978","7,135","13,434","6,363","9,773","9,748","9,703","8,412","13,762","9,438","20,546","13,237","10,754","17,172","16,631","13,699","14,316","16,818","10,528","15,828","15,675","14,645","15,187","18,918","18,578","11,312","9,066","5,300"
2020년10월_여_0~9세,"24,669",309,958,324,653,483,483,561,566,610,"1,404",645,803,813,802,799,"1,485","1,247",663,847,"1,206","2,291",642,"2,049","1,602","1,393",748,283
2020년10월_여_10~19세,"28,961",436,"1,027",481,732,821,686,831,602,"1,268","1,558",707,965,971,983,926,"1,146","1,678",759,727,"1,372","1,822",920,"2,947","1,983","1,137",855,621
2020년10월_여_20~29세,"49,354",826,"2,163",855,"1,080","1,157","1,143","1,216","2,891","1,034","2,740","2,520","1,567","3,088","2,963","2,177","1,826","2,273","1,655","3,247","2,054","1,374","2,889","1,765","2,069","1,045","1,064",673
2020년10월_여_30~39세,"57,915",958,"2,312",816,"1,313",999,"1,034","1,193","3,042","1,031","2,938","2,805","1,616","3,675","3,367","2,358","2,883","2,518","1,762","4,061","2,419","2,748","3,175","2,506","2,632","1,855","1,331",568
2020년10월_여_40~49세,"56,682","1,004","2,094",995,"1,563","1,426","1,322","1,481","1,874","1,901","3,127","1,889","1,640","2,533","2,723","1,984","2,261","2,938","1,484","2,217","2,474","2,854","2,329","4,670","3,374","2,261","1,476",788
2020년10월_여_50~59세,"53,103","1,295","1,909","1,146","1,699","1,700","1,871","1,434","1,955","1,575","3,704","1,929","1,787","2,479","2,443","2,450","2,136","2,766","1,824","1,824","2,648","1,661","2,178","2,213","2,713","1,464","1,431",869
2020년10월_여_60~69세,"44,106","1,311","1,712",975,"1,430","1,630","1,660","1,012","1,722","1,275","3,008","1,660","1,495","2,123","2,004","1,808","1,691","2,082","1,492","1,669","1,997","1,174","1,838","1,554","2,476","1,295","1,251",762
2020년10월_여_70~79세,"20,525",682,832,524,839,982,965,405,774,451,"1,257",754,550,"1,075",902,793,625,844,588,777,918,443,848,844,"1,222",579,590,462
2020년10월_여_80~89세,"8,532",263,351,210,371,459,405,233,280,223,648,261,254,352,345,346,212,385,243,375,446,202,303,285,391,215,255,219
2020년10월_여_90~99세,"1,912",46,69,36,86,78,106,39,55,70,155,58,67,56,89,54,47,78,48,78,136,72,53,65,107,53,59,52
2020년10월_여_100세 이상,219,5,7,1,7,13,28,7,1,0,7,9,10,7,10,4,4,9,10,6,5,4,12,20,9,15,6,3
2020년11월_계_총인구수,"668,498","13,977","25,586","12,976","19,238","19,872","19,606","16,182","26,081","18,538","39,645","24,899","20,707","32,640","31,570","27,142","27,864","33,046","20,742","29,344","30,276","29,333","28,673","36,225","35,408","21,807","17,198","9,923"
2020년11월_계_연령구간인구수,"668,498","13,977","25,586","12,976","19,238","19,872","19,606","16,182","26,081","18,538","39,645","24,899","20,707","32,640","31,570","27,142","27,864","33,046","20,742","29,344","30,276","29,333","28,673","36,225","35,408","21,807","17,198","9,923"
2020년11월_계_0~9세,"50,930",700,"2,000",682,"1,362","1,005",932,"1,101","1,218","1,329","2,885","1,267","1,652","1,641","1,635","1,663","3,247","2,564","1,359","1,689","2,444","4,785","1,288","4,199","3,324","2,876","1,484",599
2020년11월_계_10~19세,"59,193",911,"2,067","1,023","1,568","1,668","1,398","1,705","1,266","2,827","3,261","1,384","1,944","1,952","2,051","1,907","2,210","3,579","1,545","1,470","2,807","3,723","1,809","5,924","4,055","2,351","1,748","1,040"
2020년11월_계_20~29세,"94,136","1,728","3,846","1,839","2,244","2,384","2,465","2,468","5,100","2,194","5,626","4,611","2,926","5,614","5,380","4,216","3,579","4,573","3,311","5,258","4,140","2,839","5,151","3,304","3,945","2,059","2,037","1,299"
2020년11월_계_30~39세,"110,988","1,961","4,350","1,767","2,682","2,247","2,319","2,280","5,947","1,730","5,718","5,458","3,104","7,066","6,707","4,787","5,417","4,857","3,602","7,538","4,829","5,165","6,180","4,144","4,548","3,178","2,376","1,031"
2020년11월_계_40~49세,"109,461","2,010","4,078","1,970","3,042","2,902","2,778","2,714","3,671","3,420","5,861","3,533","3,180","4,959","5,209","3,920","4,438","5,673","2,898","4,303","4,812","5,977","4,477","8,756","6,323","4,374","2,776","1,407"
2020년11월_계_50~59세,"102,816","2,472","3,695","2,321","3,326","3,640","3,747","2,699","3,667","3,135","6,907","3,537","3,395","4,755","4,548","4,786","4,029","5,288","3,409","3,554","4,955","3,374","4,148","4,850","5,298","2,929","2,667","1,685"
2020년11월_계_60~69세,"83,842","2,432","3,272","1,920","2,746","3,280","3,347","1,935","3,160","2,442","5,684","3,062","2,834","3,939","3,668","3,620","3,287","4,055","2,940","3,131","3,743","2,177","3,380","2,865","4,635","2,422","2,421","1,445"
2020년11월_계_70~79세,"40,281","1,250","1,612","1,047","1,564","1,893","1,776",854,"1,504","1,015","2,498","1,492","1,170","1,997","1,712","1,559","1,280","1,706","1,193","1,603","1,720",912,"1,633","1,589","2,448","1,164","1,156",934
2020년11월_계_80~89세,"14,047",442,566,352,586,728,690,362,475,350,996,465,411,625,538,593,312,632,404,674,666,290,523,482,683,358,435,409
2020년11월_계_90~99세,"2,511",63,91,53,103,108,120,57,70,96,200,80,79,84,109,83,60,108,67,115,156,87,71,81,137,76,86,71
2020년11월_계_100세 이상,293,8,9,2,15,17,34,7,3,0,9,10,12,8,13,8,5,11,14,9,4,4,13,31,12,20,12,3
2020년11월_남_총인구수,"322,663","6,876","12,156","6,599","9,466","10,148","9,945","7,790","12,305","9,109","19,229","11,679","9,926","15,563","14,923","13,446","13,555","16,252","10,233","13,554","14,648","14,282","13,542","17,319","16,865","10,494","8,131","4,628"
2020년11월_남_연령구간인구수,"322,663","6,876","12,156","6,599","9,466","10,148","9,945","7,790","12,305","9,109","19,229","11,679","9,926","15,563","14,923","13,446","13,555","16,252","10,233","13,554","14,648","14,282","13,542","17,319","16,865","10,494","8,131","4,628"
2020년11월_남_0~9세,"26,320",394,"1,040",356,718,528,458,543,655,720,"1,498",638,842,835,830,867,"1,765","1,337",704,845,"1,247","2,423",654,"2,160","1,733","1,486",735,309
2020년11월_남_10~19세,"30,310",477,"1,039",548,841,851,728,876,678,"1,558","1,718",679,969,995,"1,073",985,"1,074","1,901",807,763,"1,441","1,854",902,"2,969","2,052","1,208",895,429
2020년11월_남_20~29세,"44,887",910,"1,684",978,"1,157","1,241","1,324","1,261","2,184","1,167","2,904","2,084","1,375","2,550","2,417","2,055","1,762","2,298","1,652","2,017","2,085","1,435","2,283","1,550","1,900","1,019",970,625
2020년11월_남_30~39세,"53,244","1,014","2,054",941,"1,371","1,250","1,280","1,093","2,911",715,"2,803","2,660","1,471","3,415","3,320","2,438","2,566","2,354","1,843","3,485","2,428","2,351","3,015","1,665","1,947","1,332","1,055",467
2020년11월_남_40~49세,"52,702","1,004","1,975",982,"1,484","1,491","1,462","1,236","1,792","1,515","2,749","1,651","1,525","2,446","2,489","1,933","2,158","2,732","1,408","2,088","2,351","3,027","2,146","4,087","2,930","2,123","1,295",623
2020년11월_남_50~59세,"49,859","1,188","1,791","1,174","1,625","1,952","1,900","1,273","1,706","1,552","3,238","1,618","1,616","2,295","2,119","2,340","1,897","2,552","1,597","1,728","2,317","1,674","1,974","2,632","2,599","1,446","1,237",819
2020년11월_남_60~69세,"39,532","1,120","1,552",937,"1,311","1,637","1,679",913,"1,439","1,163","2,683","1,395","1,329","1,811","1,653","1,793","1,570","1,955","1,438","1,463","1,742",981,"1,547","1,297","2,155","1,124","1,167",678
2020년11월_남_70~79세,"19,668",574,778,526,727,900,809,449,730,562,"1,242",726,621,915,807,761,650,854,604,822,802,449,782,735,"1,223",585,564,471
