카테고리,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2020년12월_계_70~79세,"30,087","2,246","2,116","2,829","2,899","2,014","1,767","2,012","2,515","1,996","2,141","2,162","2,175","3,215"
2020년12월_계_80~89세,"11,516",842,827,990,"1,106",798,618,677,753,832,961,837,940,"1,335"
2020년12월_계_90~99세,"1,509",129,99,122,143,97,78,80,88,114,127,98,144,190
2020년12월_계_100세 이상,249,30,10,30,27,25,8,4,10,38,4,14,30,19
2020년12월_남_총인구수,"150,143","12,239","10,698","14,596","13,633","15,393","9,574","7,976","8,256","10,511","10,277","11,654","10,198","15,138"
2020년12월_남_연령구간인구수,"150,143","12,239","10,698","14,596","13,633","15,393","9,574","7,976","8,256","10,511","10,277","11,654","10,198","15,138"
2020년12월_남_0~9세,"8,162",690,421,807,546,"1,571",366,369,490,539,546,420,589,808
2020년12월_남_10~19세,"11,319","1,033",709,"1,004",830,"2,038",581,571,692,696,769,600,740,"1,056"
2020년12월_남_20~29세,"21,044","1,626","1,673","2,088","1,883","1,676","1,591","1,153",992,"1,558","1,431","2,066","1,251","2,056"
2020년12월_남_30~39세,"20,357","1,608","1,532","2,075","1,761","1,803","1,521","1,005",904,"1,501","1,376","1,847","1,399","2,025"
2020년12월_남_40~49세,"23,936","1,871","1,614","2,346","2,069","3,138","1,559","1,237","1,363","1,623","1,521","1,750","1,539","2,306"
2020년12월_남_50~59세,"25,793","2,207","1,864","2,453","2,547","2,474","1,627","1,353","1,361","1,756","1,786","2,047","1,729","2,589"
2020년12월_남_60~69세,"21,431","1,788","1,619","2,114","2,244","1,537","1,248","1,214","1,185","1,558","1,532","1,570","1,529","2,293"
2020년12월_남_70~79세,"13,005","1,031",905,"1,244","1,260",853,796,807,958,903,903,973,953,"1,419"
2020년12월_남_80~89세,"4,611",336,333,417,442,275,260,247,287,341,375,345,415,538
2020년12월_남_90~99세,423,38,27,36,46,21,24,18,23,31,37,34,46,42
2020년12월_남_100세 이상,62,11,1,12,5,7,1,2,1,5,1,2,8,6
2020년12월_여_총인구수,"157,912","12,316","11,515","15,757","13,806","16,600","9,485","8,459","9,284","10,708","11,183","11,877","10,741","16,181"
2020년12월_여_연령구간인구수,"157,912","12,316","11,515","15,757","13,806","16,600","9,485","8,459","9,284","10,708","11,183","11,877","10,741","16,181"
2020년12월_여_0~9세,"7,552",617,376,752,533,"1,433",327,320,472,518,518,428,501,757
2020년12월_여_10~19세,"10,708",948,624,"1,057",810,"1,975",516,520,667,661,665,515,663,"1,087"
2020년12월_여_20~29세,"21,900","1,527","2,192","2,181","1,812","1,704","1,699","1,057",948,"1,509","1,557","2,242","1,424","2,048"
2020년12월_여_30~39세,"18,400","1,421","1,367","2,047","1,526","2,048","1,290",804,844,"1,282","1,211","1,543","1,195","1,822"
2020년12월_여_40~49세,"22,782","1,802","1,477","2,256","1,857","3,354","1,385","1,193","1,307","1,395","1,535","1,562","1,458","2,201"
2020년12월_여_50~59세,"26,849","2,161","1,983","2,747","2,506","2,499","1,506","1,420","1,470","1,869","1,992","1,999","1,859","2,838"
2020년12월_여_60~69세,"24,461","2,009","1,710","2,455","2,340","1,809","1,372","1,446","1,479","1,774","1,788","1,831","1,774","2,674"
2020년12월_여_70~79세,"17,082","1,215","1,211","1,585","1,639","1,161",971,"1,205","1,557","1,093","1,238","1,189","1,222","1,796"
2020년12월_여_80~89세,"6,905",506,494,573,664,523,358,430,466,491,586,492,525,797
2020년12월_여_90~99세,"1,086",91,72,86,97,76,54,62,65,83,90,64,98,148
2020년12월_여_100세 이상,187,19,9,18,22,18,7,2,9,33,3,12,22,13
2021년01월_계_총인구수,"307,487","24,470","22,210","30,332","27,367","31,901","18,978","16,406","17,449","21,216","21,490","23,557","20,929","31,182"
2021년01월_계_연령구간인구수,"307,487","24,470","22,210","30,332","27,367","31,901","18,978","16,406","17,449","21,216","21,490","23,557","20,929","31,182"
2021년01월_계_0~9세,"15,539","1,292",785,"1,533","1,063","2,964",689,679,955,"1,055","1,071",832,"1,080","1,541"
2021년01월_계_10~19세,"21,915","1,962","1,345","2,061","1,633","4,001","1,081","1,085","1,346","1,333","1,440","1,112","1,396","2,120"
2021년01월_계_20~29세,"42,757","3,145","3,868","4,257","3,676","3,373","3,242","2,217","1,918","3,073","2,965","4,295","2,664","4,064"
2021년01월_계_30~39세,"38,518","2,988","2,884","4,100","3,258","3,791","2,797","1,790","1,727","2,791","2,587","3,396","2,591","3,818"
2021년01월_계_40~49세,"46,530","3,662","3,096","4,596","3,905","6,487","2,907","2,406","2,652","2,997","3,052","3,308","2,985","4,477"
2021년01월_계_50~59세,"52,613","4,363","3,832","5,210","5,046","4,984","3,133","2,786","2,812","3,614","3,783","4,050","3,597","5,403"
2021년01월_계_60~69세,"46,062","3,792","3,332","4,589","4,598","3,356","2,638","2,664","2,664","3,351","3,341","3,435","3,311","4,991"
2021년01월_계_70~79세,"30,175","2,260","2,119","2,842","2,901","2,010","1,777","2,007","2,521","1,999","2,155","2,171","2,184","3,229"
2021년01월_계_80~89세,"11,608",847,839,992,"1,114",812,628,686,759,849,965,843,944,"1,330"
2021년01월_계_90~99세,"1,517",129,100,120,145,99,78,83,84,115,127,100,147,190
2021년01월_계_100세 이상,253,30,10,32,28,24,8,3,11,39,4,15,30,19
2021년01월_남_총인구수,"149,822","12,192","10,711","14,591","13,579","15,341","9,536","7,958","8,206","10,498","10,290","11,676","10,177","15,067"
2021년01월_남_연령구간인구수,"149,822","12,192","10,711","14,591","13,579","15,341","9,536","7,958","8,206","10,498","10,290","11,676","10,177","15,067"
2021년01월_남_0~9세,"8,061",683,413,798,533,"1,543",367,361,488,537,549,415,577,797
2021년01월_남_10~19세,"11,263","1,025",714,"1,000",828,"2,037",567,567,687,682,771,600,738,"1,047"
2021년01월_남_20~29세,"20,963","1,613","1,682","2,084","1,874","1,679","1,577","1,161",978,"1,555","1,428","2,054","1,243","2,035"
2021년01월_남_30~39세,"20,209","1,589","1,529","2,062","1,739","1,757","1,511",992,892,"1,512","1,369","1,857","1,392","2,008"
2021년01월_남_40~49세,"23,851","1,868","1,617","2,348","2,058","3,135","1,541","1,222","1,349","1,607","1,526","1,754","1,532","2,294"
2021년01월_남_50~59세,"25,804","2,202","1,861","2,463","2,552","2,489","1,631","1,362","1,353","1,753","1,783","2,042","1,736","2,577"
2021년01월_남_60~69세,"21,505","1,788","1,625","2,120","2,242","1,541","1,250","1,218","1,183","1,566","1,545","1,591","1,534","2,302"
2021년01월_남_70~79세,"13,027","1,035",907,"1,247","1,257",853,804,801,962,903,906,976,954,"1,422"
2021년01월_남_80~89세,"4,653",340,335,422,444,280,264,253,291,346,375,351,416,536
2021년01월_남_90~99세,422,38,27,34,47,21,23,19,21,32,37,33,47,43
2021년01월_남_100세 이상,64,11,1,13,5,6,1,2,2,5,1,3,8,6
2021년01월_여_총인구수,"157,665","12,278","11,499","15,741","13,788","16,560","9,442","8,448","9,243","10,718","11,200","11,881","10,752","16,115"
2021년01월_여_연령구간인구수,"157,665","12,278","11,499","15,741","13,788","16,560","9,442","8,448","9,243","10,718","11,200","11,881","10,752","16,115"
2021년01월_여_0~9세,"7,478",609,372,735,530,"1,421",322,318,467,518,522,417,503,744
2021년01월_여_10~19세,"10,652",937,631,"1,061",805,"1,964",514,518,659,651,669,512,658,"1,073"
2021년01월_여_20~29세,"21,794","1,532","2,186","2,173","1,802","1,694","1,665","1,056",940,"1,518","1,537","2,241","1,421","2,029"
2021년01월_여_30~39세,"18,309","1,399","1,355","2,038","1,519","2,034","1,286",798,835,"1,279","1,218","1,539","1,199","1,810"
2021년01월_여_40~49세,"22,679","1,794","1,479","2,248","1,847","3,352","1,366","1,184","1,303","1,390","1,526","1,554","1,453","2,183"
2021년01월_여_50~59세,"26,809","2,161","1,971","2,747","2,494","2,495","1,502","1,424","1,459","1,861","2,000","2,008","1,861","2,826"
2021년01월_여_60~69세,"24,557","2,004","1,707","2,469","2,356","1,815","1,388","1,446","1,481","1,785","1,796","1,844","1,777","2,689"
2021년01월_여_70~79세,"17,148","1,225","1,212","1,595","1,644","1,157",973,"1,206","1,559","1,096","1,249","1,195","1,230","1,807"
2021년01월_여_80~89세,"6,955",507,504,570,670,532,364,433,468,503,590,492,528,794
2021년01월_여_90~99세,"1,095",91,73,86,98,78,55,64,63,83,90,67,100,147
2021년01월_여_100세 이상,189,19,9,19,23,18,7,1,9,34,3,12,22,13
2021년02월_계_총인구수,"306,639","24,452","22,159","30,182","27,250","31,797","18,922","16,342","17,358","21,245","21,435","23,505","20,918","31,074"
2021년02월_계_연령구간인구수,"306,639","24,452","22,159","30,182","27,250","31,797","18,922","16,342","17,358","21,245","21,435","23,505","20,918","31,074"
2021년02월_계_0~9세,"15,366","1,276",775,"1,514","1,043","2,944",680,669,938,"1,045","1,060",817,"1,076","1,529"
2021년02월_계_10~19세,"21,701","1,960","1,336","2,024","1,605","3,959","1,083","1,066","1,325","1,319","1,429","1,110","1,391","2,094"
2021년02월_계_20~29세,"42,541","3,143","3,849","4,231","3,653","3,344","3,221","2,212","1,906","3,091","2,957","4,253","2,650","4,031"
2021년02월_계_30~39세,"38,312","2,974","2,857","4,066","3,240","3,783","2,765","1,778","1,715","2,814","2,538","3,393","2,580","3,809"
2021년02월_계_40~49세,"46,308","3,640","3,092","4,573","3,877","6,463","2,902","2,407","2,618","2,974","3,040","3,291","2,975","4,456"
2021년02월_계_50~59세,"52,537","4,367","3,837","5,188","5,020","4,993","3,134","2,754","2,805","3,619","3,803","4,037","3,598","5,382"
2021년02월_계_60~69세,"46,246","3,802","3,346","4,605","4,605","3,360","2,638","2,675","2,679","3,382","3,343","3,470","3,327","5,014"
2021년02월_계_70~79세,"30,076","2,267","2,103","2,822","2,910","2,006","1,776","1,995","2,501","1,989","2,154","2,164","2,188","3,201"
2021년02월_계_80~89세,"11,775",862,852,"1,004","1,128",819,636,701,773,859,976,855,958,"1,352"
2021년02월_계_90~99세,"1,524",130,102,123,141,102,79,81,87,115,131,101,145,187
2021년02월_계_100세 이상,253,31,10,32,28,24,8,4,11,38,4,14,30,19
2021년02월_남_총인구수,"149,427","12,179","10,687","14,523","13,544","15,271","9,519","7,917","8,154","10,520","10,262","11,655","10,164","15,032"
2021년02월_남_연령구간인구수,"149,427","12,179","10,687","14,523","13,544","15,271","9,519","7,917","8,154","10,520","10,262","11,655","10,164","15,032"
2021년02월_남_0~9세,"7,970",673,411,785,531,"1,523",359,355,479,531,547,412,572,792
2021년02월_남_10~19세,"11,150","1,020",704,984,818,"2,005",573,559,671,675,763,598,733,"1,047"
2021년02월_남_20~29세,"20,878","1,621","1,689","2,066","1,870","1,661","1,588","1,154",978,"1,553","1,419","2,026","1,239","2,014"
2021년02월_남_30~39세,"20,094","1,584","1,507","2,047","1,735","1,755","1,483",976,886,"1,542","1,335","1,853","1,388","2,003"
2021년02월_남_40~49세,"23,742","1,857","1,616","2,340","2,037","3,122","1,547","1,231","1,331","1,589","1,520","1,742","1,525","2,285"
2021년02월_남_50~59세,"25,839","2,203","1,872","2,462","2,540","2,498","1,629","1,348","1,350","1,765","1,802","2,057","1,739","2,574"
2021년02월_남_60~69세,"21,549","1,791","1,621","2,125","2,246","1,539","1,246","1,219","1,187","1,582","1,544","1,599","1,538","2,312"
2021년02월_남_70~79세,"12,991","1,032",898,"1,237","1,267",853,801,798,954,897,913,974,957,"1,410"
2021년02월_남_80~89세,"4,725",348,341,429,448,287,269,255,296,350,380,358,419,545
2021년02월_남_90~99세,423,38,27,35,47,22,23,20,20,31,38,33,45,44
2021년02월_남_100세 이상,66,12,1,13,5,6,1,2,2,5,1,3,9,6
2021년02월_여_총인구수,"157,212","12,273","11,472","15,659","13,706","16,526","9,403","8,425","9,204","10,725","11,173","11,850","10,754","16,042"
2021년02월_여_연령구간인구수,"157,212","12,273","11,472","15,659","13,706","16,526","9,403","8,425","9,204","10,725","11,173","11,850","10,754","16,042"
2021년02월_여_0~9세,"7,396",603,364,729,512,"1,421",321,314,459,514,513,405,504,737
2021년02월_여_10~19세,"10,551",940,632,"1,040",787,"1,954",510,507,654,644,666,512,658,"1,047"
2021년02월_여_20~29세,"21,663","1,522","2,160","2,165","1,783","1,683","1,633","1,058",928,"1,538","1,538","2,227","1,411","2,017"
2021년02월_여_30~39세,"18,218","1,390","1,350","2,019","1,505","2,028","1,282",802,829,"1,272","1,203","1,540","1,192","1,806"
2021년02월_여_40~49세,"22,566","1,783","1,476","2,233","1,840","3,341","1,355","1,176","1,287","1,385","1,520","1,549","1,450","2,171"
2021년02월_여_50~59세,"26,698","2,164","1,965","2,726","2,480","2,495","1,505","1,406","1,455","1,854","2,001","1,980","1,859","2,808"
2021년02월_여_60~69세,"24,697","2,011","1,725","2,480","2,359","1,821","1,392","1,456","1,492","1,800","1,799","1,871","1,789","2,702"
2021년02월_여_70~79세,"17,085","1,235","1,205","1,585","1,643","1,153",975,"1,197","1,547","1,092","1,241","1,190","1,231","1,791"
2021년02월_여_80~89세,"7,050",514,511,575,680,532,367,446,477,509,596,497,539,807
2021년02월_여_90~99세,"1,101",92,75,88,94,80,56,61,67,84,93,68,100,143
2021년02월_여_100세 이상,187,19,9,19,23,18,7,2,9,33,3,11,21,13
2021년03월_계_총인구수,"304,078","24,196","21,974","29,933","27,040","31,503","18,706","16,213","17,209","20,963","21,441","23,276","20,691","30,933"
2021년03월_계_연령구간인구수,"304,078","24,196","21,974","29,933","27,040","31,503","18,706","16,213","17,209","20,963","21,441","23,276","20,691","30,933"
2021년03월_계_0~9세,"15,190","1,268",748,"1,514","1,031","2,908",669,655,927,"1,018","1,052",796,"1,074","1,530"
2021년03월_계_10~19세,"21,580","1,932","1,336","2,003","1,609","3,953","1,073","1,062","1,291","1,315","1,433","1,103","1,387","2,083"
2021년03월_계_20~29세,"42,420","3,145","3,840","4,241","3,612","3,341","3,204","2,212","1,886","3,052","2,960","4,249","2,648","4,030"
2021년03월_계_30~39세,"38,018","2,940","2,840","4,052","3,222","3,740","2,714","1,762","1,707","2,796","2,543","3,353","2,567","3,782"
2021년03월_계_40~49세,"45,863","3,608","3,057","4,508","3,856","6,404","2,879","2,369","2,574","2,948","3,049","3,255","2,926","4,430"
2021년03월_계_50~59세,"52,171","4,346","3,795","5,160","5,005","4,950","3,111","2,739","2,789","3,588","3,783","3,995","3,565","5,345"
2021년03월_계_60~69세,"46,133","3,784","3,342","4,594","4,618","3,333","2,626","2,658","2,691","3,346","3,375","3,449","3,296","5,021"
2021년03월_계_70~79세,"29,570","2,205","2,071","2,760","2,840","1,970","1,737","1,983","2,474","1,940","2,133","2,126","2,150","3,181"
2021년03월_계_80~89세,"11,672",848,849,987,"1,108",808,623,693,786,844,982,856,944,"1,344"
2021년03월_계_90~99세,"1,414",115,95,107,130,91,70,78,81,113,129,94,128,183
2021년03월_계_100세 이상,47,5,1,7,9,5,0,2,3,3,2,0,6,4
2021년03월_남_총인구수,"148,306","12,057","10,626","14,402","13,445","15,134","9,432","7,846","8,079","10,399","10,279","11,565","10,058","14,984"
2021년03월_남_연령구간인구수,"148,306","12,057","10,626","14,402","13,445","15,134","9,432","7,846","8,079","10,399","10,279","11,565","10,058","14,984"
2021년03월_남_0~9세,"7,873",667,399,787,524,"1,505",352,345,472,517,545,402,567,791
2021년03월_남_10~19세,"11,070","1,007",700,976,816,"2,003",564,556,654,666,767,592,731,"1,038"
2021년03월_남_20~29세,"20,852","1,627","1,690","2,070","1,847","1,662","1,587","1,151",963,"1,541","1,424","2,026","1,238","2,026"
2021년03월_남_30~39세,"19,953","1,562","1,510","2,039","1,729","1,721","1,463",979,882,"1,533","1,337","1,835","1,370","1,993"
2021년03월_남_40~49세,"23,546","1,846","1,603","2,303","2,032","3,096","1,534","1,203","1,304","1,576","1,531","1,731","1,506","2,281"
2021년03월_남_50~59세,"25,653","2,196","1,844","2,442","2,534","2,484","1,619","1,339","1,346","1,753","1,792","2,034","1,734","2,536"
2021년03월_남_60~69세,"21,516","1,782","1,630","2,116","2,256","1,515","1,248","1,211","1,195","1,564","1,554","1,591","1,529","2,325"
2021년03월_남_70~79세,"12,817","1,009",891,"1,219","1,242",842,784,792,942,875,909,961,943,"1,408"
2021년03월_남_80~89세,"4,632",327,336,422,424,283,261,252,304,340,380,358,402,543
2021년03월_남_90~99세,380,31,23,26,39,22,20,18,16,34,39,35,36,41
2021년03월_남_100세 이상,14,3,0,2,2,1,0,0,1,0,1,0,2,2
2021년03월_여_총인구수,"155,772","12,139","11,348","15,531","13,595","16,369","9,274","8,367","9,130","10,564","11,162","11,711","10,633","15,949"
2021년03월_여_연령구간인구수,"155,772","12,139","11,348","15,531","13,595","16,369","9,274","8,367","9,130","10,564","11,162","11,711","10,633","15,949"
2021년03월_여_0~9세,"7,317",601,349,727,507,"1,403",317,310,455,501,507,394,507,739
2021년03월_여_10~19세,"10,510",925,636,"1,027",793,"1,950",509,506,637,649,666,511,656,"1,045"
2021년03월_여_20~29세,"21,568","1,518","2,150","2,171","1,765","1,679","1,617","1,061",923,"1,511","1,536","2,223","1,410","2,004"
2021년03월_여_30~39세,"18,065","1,378","1,330","2,013","1,493","2,019","1,251",783,825,"1,263","1,206","1,518","1,197","1,789"
2021년03월_여_40~49세,"22,317","1,762","1,454","2,205","1,824","3,308","1,345","1,166","1,270","1,372","1,518","1,524","1,420","2,149"
2021년03월_여_50~59세,"26,518","2,150","1,951","2,718","2,471","2,466","1,492","1,400","1,443","1,835","1,991","1,961","1,831","2,809"
2021년03월_여_60~69세,"24,617","2,002","1,712","2,478","2,362","1,818","1,378","1,447","1,496","1,782","1,821","1,858","1,767","2,696"
2021년03월_여_70~79세,"16,753","1,196","1,180","1,541","1,598","1,128",953,"1,191","1,532","1,065","1,224","1,165","1,207","1,773"
2021년03월_여_80~89세,"7,040",521,513,565,684,525,362,441,482,504,602,498,542,801
2021년03월_여_90~99세,"1,034",84,72,81,91,69,50,60,65,79,90,59,92,142
2021년03월_여_100세 이상,33,2,1,5,7,4,0,2,2,3,1,0,4,2
2021년04월_계_총인구수,"303,622","24,104","21,964","29,909","26,973","31,532","18,651","16,140","17,198","20,927","21,432","23,209","20,730","30,853"
2021년04월_계_연령구간인구수,"303,622","24,104","21,964","29,909","26,973","31,532","18,651","16,140","17,198","20,927","21,432","23,209","20,730","30,853"
2021년04월_계_0~9세,"15,092","1,247",744,"1,504","1,016","2,931",657,639,924,996,"1,053",785,"1,080","1,516"
2021년04월_계_10~19세,"21,519","1,921","1,329","2,000","1,600","3,946","1,073","1,050","1,284","1,325","1,426","1,099","1,392","2,074"
2021년04월_계_20~29세,"42,307","3,144","3,832","4,254","3,597","3,333","3,176","2,227","1,901","3,045","2,943","4,234","2,616","4,005"
2021년04월_계_30~39세,"37,877","2,912","2,832","4,042","3,203","3,746","2,711","1,750","1,691","2,784","2,523","3,333","2,583","3,767"
2021년04월_계_40~49세,"45,670","3,570","3,032","4,501","3,831","6,393","2,863","2,350","2,551","2,933","3,064","3,226","2,947","4,409"
2021년04월_계_50~59세,"52,042","4,361","3,791","5,137","5,001","4,960","3,099","2,718","2,790","3,565","3,759","3,990","3,562","5,309"
2021년04월_계_60~69세,"46,344","3,783","3,386","4,610","4,622","3,347","2,643","2,655","2,707","3,365","3,400","3,463","3,305","5,058"
2021년04월_계_70~79세,"29,531","2,188","2,064","2,742","2,854","1,965","1,729","1,981","2,477","1,948","2,137","2,119","2,154","3,173"
2021년04월_계_80~89세,"11,777",859,859,"1,002","1,111",818,627,689,789,851,996,864,958,"1,354"
2021년04월_계_90~99세,"1,415",114,94,110,129,88,73,79,81,111,129,96,127,184
2021년04월_계_100세 이상,48,5,1,7,9,5,0,2,3,4,2,0,6,4
2021년04월_남_총인구수,"148,033","12,012","10,624","14,383","13,409","15,143","9,403","7,805","8,066","10,369","10,269","11,526","10,067","14,957"
2021년04월_남_연령구간인구수,"148,033","12,012","10,624","14,383","13,409","15,143","9,403","7,805","8,066","10,369","10,269","11,526","10,067","14,957"
2021년04월_남_0~9세,"7,819",655,392,780,514,"1,519",348,336,466,508,548,400,570,783
2021년04월_남_10~19세,"11,029","1,009",698,972,808,"1,998",558,550,654,667,758,591,730,"1,036"
2021년04월_남_20~29세,"20,781","1,628","1,684","2,076","1,846","1,652","1,573","1,153",970,"1,532","1,418","2,015","1,228","2,006"
2021년04월_남_30~39세,"19,875","1,538","1,503","2,036","1,715","1,729","1,460",975,878,"1,522","1,325","1,831","1,367","1,996"
2021년04월_남_40~49세,"23,442","1,819","1,590","2,298","2,028","3,088","1,526","1,192","1,288","1,573","1,542","1,711","1,519","2,268"
2021년04월_남_50~59세,"25,608","2,206","1,848","2,426","2,522","2,492","1,613","1,336","1,343","1,741","1,785","2,032","1,736","2,528"
2021년04월_남_60~69세,"21,627","1,790","1,658","2,133","2,255","1,522","1,257","1,208","1,203","1,575","1,559","1,590","1,531","2,346"
2021년04월_남_70~79세,"12,781","1,001",891,"1,206","1,252",836,784,790,941,872,908,958,943,"1,399"
2021년04월_남_80~89세,"4,680",332,337,426,429,286,262,247,306,345,387,364,405,554
2021년04월_남_90~99세,377,31,23,28,38,20,22,18,16,34,38,34,36,39
2021년04월_남_100세 이상,14,3,0,2,2,1,0,0,1,0,1,0,2,2
2021년04월_여_총인구수,"155,589","12,092","11,340","15,526","13,564","16,389","9,248","8,335","9,132","10,558","11,163","11,683","10,663","15,896"
2021년04월_여_연령구간인구수,"155,589","12,092","11,340","15,526","13,564","16,389","9,248","8,335","9,132","10,558","11,163","11,683","10,663","15,896"
2021년04월_여_0~9세,"7,273",592,352,724,502,"1,412",309,303,458,488,505,385,510,733
2021년04월_여_10~19세,"10,490",912,631,"1,028",792,"1,948",515,500,630,658,668,508,662,"1,038"
2021년04월_여_20~29세,"21,526","1,516","2,148","2,178","1,751","1,681","1,603","1,074",931,"1,513","1,525","2,219","1,388","1,999"
2021년04월_여_30~39세,"18,002","1,374","1,329","2,006","1,488","2,017","1,251",775,813,"1,262","1,198","1,502","1,216","1,771"
2021년04월_여_40~49세,"22,228","1,751","1,442","2,203","1,803","3,305","1,337","1,158","1,263","1,360","1,522","1,515","1,428","2,141"
2021년04월_여_50~59세,"26,434","2,155","1,943","2,711","2,479","2,468","1,486","1,382","1,447","1,824","1,974","1,958","1,826","2,781"
2021년04월_여_60~69세,"24,717","1,993","1,728","2,477","2,367","1,825","1,386","1,447","1,504","1,790","1,841","1,873","1,774","2,712"
2021년04월_여_70~79세,"16,750","1,187","1,173","1,536","1,602","1,129",945,"1,191","1,536","1,076","1,229","1,161","1,211","1,774"
2021년04월_여_80~89세,"7,097",527,522,576,682,532,365,442,483,506,609,500,553,800
2021년04월_여_90~99세,"1,038",83,71,82,91,68,51,61,65,77,91,62,91,145
2021년04월_여_100세 이상,34,2,1,5,7,4,0,2,2,4,1,0,4,2
2021년05월_계_총인구수,"303,154","24,099","21,888","29,871","26,874","31,450","18,641","16,151","17,190","20,863","21,388","23,166","20,694","30,879"
2021년05월_계_연령구간인구수,"303,154","24,099","21,888","29,871","26,874","31,450","18,641","16,151","17,190","20,863","21,388","23,166","20,694","30,879"
2021년05월_계_0~9세,"15,018","1,244",744,"1,503","1,017","2,905",649,642,927,986,"1,038",781,"1,069","1,513"
2021년05월_계_10~19세,"21,374","1,916","1,306","1,996","1,581","3,934","1,066","1,038","1,284","1,315","1,402","1,084","1,378","2,074"
2021년05월_계_20~29세,"42,159","3,152","3,800","4,242","3,570","3,330","3,176","2,222","1,886","3,022","2,948","4,197","2,601","4,013"
2021년05월_계_30~39세,"37,811","2,915","2,865","4,010","3,193","3,700","2,703","1,754","1,691","2,766","2,520","3,340","2,588","3,766"
2021년05월_계_40~49세,"45,422","3,553","2,990","4,483","3,788","6,374","2,851","2,339","2,545","2,932","3,046","3,227","2,909","4,385"
2021년05월_계_50~59세,"51,932","4,345","3,791","5,142","4,981","4,966","3,093","2,712","2,781","3,556","3,726","3,967","3,562","5,310"
2021년05월_계_60~69세,"46,573","3,803","3,393","4,629","4,646","3,360","2,658","2,680","2,711","3,372","3,433","3,480","3,330","5,078"
2021년05월_계_70~79세,"29,491","2,180","2,042","2,728","2,847","1,972","1,733","1,984","2,483","1,942","2,127","2,121","2,153","3,179"
2021년05월_계_80~89세,"11,904",869,865,"1,021","1,113",815,638,699,798,856,"1,016",872,970,"1,372"
2021년05월_계_90~99세,"1,421",117,91,110,129,89,74,79,81,112,130,96,128,185
2021년05월_계_100세 이상,49,5,1,7,9,5,0,2,3,4,2,1,6,4
2021년05월_남_총인구수,"147,824","12,009","10,596","14,346","13,351","15,098","9,415","7,821","8,069","10,345","10,239","11,516","10,065","14,954"
2021년05월_남_연령구간인구수,"147,824","12,009","10,596","14,346","13,351","15,098","9,415","7,821","8,069","10,345","10,239","11,516","10,065","14,954"
2021년05월_남_0~9세,"7,777",654,390,773,516,"1,507",346,342,470,501,540,396,557,785
2021년05월_남_10~19세,"10,949","1,009",683,967,804,"1,984",551,544,650,658,751,589,727,"1,032"
2021년05월_남_20~29세,"20,749","1,628","1,682","2,073","1,823","1,651","1,583","1,158",964,"1,527","1,416","2,003","1,225","2,016"
2021년05월_남_30~39세,"19,817","1,537","1,520","2,013","1,706","1,713","1,458",975,882,"1,508","1,323","1,834","1,367","1,981"
2021년05월_남_40~49세,"23,338","1,824","1,559","2,288","2,004","3,080","1,524","1,185","1,281","1,580","1,534","1,712","1,515","2,252"
2021년05월_남_50~59세,"25,575","2,187","1,860","2,432","2,514","2,486","1,612","1,340","1,344","1,738","1,767","2,025","1,743","2,527"
2021년05월_남_60~69세,"21,726","1,803","1,659","2,138","2,264","1,529","1,261","1,216","1,208","1,585","1,571","1,596","1,538","2,358"
2021년05월_남_70~79세,"12,752","1,002",879,"1,200","1,250",839,787,791,939,864,900,955,944,"1,402"
2021년05월_남_80~89세,"4,749",331,344,432,430,288,270,252,314,349,398,372,410,559
2021년05월_남_90~99세,378,31,20,28,38,20,23,18,16,35,38,34,37,40
2021년05월_남_100세 이상,14,3,0,2,2,1,0,0,1,0,1,0,2,2
2021년05월_여_총인구수,"155,330","12,090","11,292","15,525","13,523","16,352","9,226","8,330","9,121","10,518","11,149","11,650","10,629","15,925"
2021년05월_여_연령구간인구수,"155,330","12,090","11,292","15,525","13,523","16,352","9,226","8,330","9,121","10,518","11,149","11,650","10,629","15,925"
2021년05월_여_0~9세,"7,241",590,354,730,501,"1,398",303,300,457,485,498,385,512,728
2021년05월_여_10~19세,"10,425",907,623,"1,029",777,"1,950",515,494,634,657,651,495,651,"1,042"
2021년05월_여_20~29세,"21,410","1,524","2,118","2,169","1,747","1,679","1,593","1,064",922,"1,495","1,532","2,194","1,376","1,997"
2021년05월_여_30~39세,"17,994","1,378","1,345","1,997","1,487","1,987","1,245",779,809,"1,258","1,197","1,506","1,221","1,785"
2021년05월_여_40~49세,"22,084","1,729","1,431","2,195","1,784","3,294","1,327","1,154","1,264","1,352","1,512","1,515","1,394","2,133"
2021년05월_여_50~59세,"26,357","2,158","1,931","2,710","2,467","2,480","1,481","1,372","1,437","1,818","1,959","1,942","1,819","2,783"
2021년05월_여_60~69세,"24,847","2,000","1,734","2,491","2,382","1,831","1,397","1,464","1,503","1,787","1,862","1,884","1,792","2,720"
2021년05월_여_70~79세,"16,739","1,178","1,163","1,528","1,597","1,133",946,"1,193","1,544","1,078","1,227","1,166","1,209","1,777"
