카테고리,경기도 양주시,경기도 양주시 백석읍,경기도 양주시 은현면,경기도 양주시 남면,경기도 양주시 광적면,경기도 양주시 장흥면,경기도 양주시 양주1동,경기도 양주시 양주2동,경기도 양주시 회천1동,경기도 양주시 회천2동,경기도 양주시 회천3동,경기도 양주시 회천4동
2020년09월_여_총인구수,"112,999","13,087","2,629","3,113","5,516","5,046","2,587","25,616","4,662","13,377","13,873","23,493"
2020년09월_여_연령구간인구수,"112,999","13,087","2,629","3,113","5,516","5,046","2,587","25,616","4,662","13,377","13,873","23,493"
2020년09월_여_0~9세,"9,848",740,72,202,312,229,104,"2,449",320,951,"1,141","3,328"
2020년09월_여_10~19세,"11,838","1,256",156,201,417,246,124,"3,525",377,"1,316","1,743","2,477"
2020년09월_여_20~29세,"12,617","1,489",283,292,550,439,271,"2,615",659,"1,668","1,789","2,562"
2020년09월_여_30~39세,"13,617","1,081",175,311,508,486,209,"2,871",535,"1,350","1,519","4,572"
2020년09월_여_40~49세,"19,102","1,927",261,311,735,542,264,"5,271",660,"2,147","2,604","4,380"
2020년09월_여_50~59세,"18,036","2,504",519,529,"1,112",887,520,"3,458",831,"2,665","2,273","2,738"
2020년09월_여_60~69세,"14,142","2,068",587,615,958,"1,101",490,"2,767",646,"1,731","1,224","1,955"
2020년09월_여_70~79세,"8,683","1,220",329,359,558,643,359,"1,813",394,"1,026",999,983
2020년09월_여_80~89세,"4,291",679,203,232,308,364,204,724,202,447,520,408
2020년09월_여_90~99세,764,115,41,57,53,106,39,114,27,69,60,83
2020년09월_여_100세 이상,61,8,3,4,5,3,3,9,11,7,1,7
2020년10월_계_총인구수,"230,005","26,449","6,029","7,080","11,994","10,389","5,396","50,232","9,833","27,127","27,655","47,821"
2020년10월_계_연령구간인구수,"230,005","26,449","6,029","7,080","11,994","10,389","5,396","50,232","9,833","27,127","27,655","47,821"
2020년10월_계_0~9세,"20,043","1,436",144,391,638,494,212,"4,978",647,"1,936","2,335","6,832"
2020년10월_계_10~19세,"24,156","2,566",334,424,898,546,274,"7,102",765,"2,713","3,581","4,953"
2020년10월_계_20~29세,"27,338","3,304",690,829,"1,280","1,080",583,"5,336","1,567","3,535","3,848","5,286"
2020년10월_계_30~39세,"28,135","2,324",469,798,"1,177","1,083",460,"5,490","1,179","2,869","3,012","9,274"
2020년10월_계_40~49세,"39,446","3,931",687,806,"1,722","1,162",631,"10,383","1,395","4,414","5,159","9,156"
2020년10월_계_50~59세,"38,026","5,214","1,305","1,282","2,496","1,784","1,086","7,260","1,825","5,436","4,663","5,675"
2020년10월_계_60~69세,"28,551","4,193","1,348","1,389","2,119","2,188","1,084","5,013","1,324","3,555","2,439","3,899"
2020년10월_계_70~79세,"16,218","2,246",666,716,"1,076","1,281",683,"3,305",748,"1,837","1,666","1,994"
2020년10월_계_80~89세,"7,000","1,078",327,365,508,624,330,"1,203",331,736,855,643
2020년10월_계_90~99세,"1,022",149,56,74,75,140,49,155,40,89,93,102
2020년10월_계_100세 이상,70,8,3,6,5,7,4,7,12,7,4,7
2020년10월_남_총인구수,"116,719","13,350","3,423","3,955","6,480","5,329","2,812","24,591","5,176","13,772","13,713","24,118"
2020년10월_남_연령구간인구수,"116,719","13,350","3,423","3,955","6,480","5,329","2,812","24,591","5,176","13,772","13,713","24,118"
2020년10월_남_0~9세,"10,222",708,76,188,325,268,107,"2,533",331,"1,000","1,200","3,486"
2020년10월_남_10~19세,"12,301","1,308",180,220,482,301,151,"3,568",386,"1,405","1,847","2,453"
2020년10월_남_20~29세,"14,658","1,808",412,537,735,637,315,"2,704",917,"1,871","2,012","2,710"
2020년10월_남_30~39세,"14,519","1,248",299,479,670,605,253,"2,639",640,"1,523","1,477","4,686"
2020년10월_남_40~49세,"20,351","2,009",430,488,991,627,368,"5,128",744,"2,286","2,559","4,721"
2020년10월_남_50~59세,"19,902","2,700",789,756,"1,379",888,570,"3,786",987,"2,774","2,380","2,893"
2020년10월_남_60~69세,"14,329","2,123",758,776,"1,157","1,078",594,"2,230",680,"1,804","1,197","1,932"
2020년10월_남_70~79세,"7,516","1,020",341,357,523,638,320,"1,493",349,815,672,988
2020년10월_남_80~89세,"2,666",397,123,137,197,251,125,468,128,273,335,232
2020년10월_남_90~99세,243,29,15,15,21,32,8,42,12,21,31,17
2020년10월_남_100세 이상,12,0,0,2,0,4,1,0,2,0,3,0
2020년10월_여_총인구수,"113,286","13,099","2,606","3,125","5,514","5,060","2,584","25,641","4,657","13,355","13,942","23,703"
2020년10월_여_연령구간인구수,"113,286","13,099","2,606","3,125","5,514","5,060","2,584","25,641","4,657","13,355","13,942","23,703"
2020년10월_여_0~9세,"9,821",728,68,203,313,226,105,"2,445",316,936,"1,135","3,346"
2020년10월_여_10~19세,"11,855","1,258",154,204,416,245,123,"3,534",379,"1,308","1,734","2,500"
2020년10월_여_20~29세,"12,680","1,496",278,292,545,443,268,"2,632",650,"1,664","1,836","2,576"
2020년10월_여_30~39세,"13,616","1,076",170,319,507,478,207,"2,851",539,"1,346","1,535","4,588"
2020년10월_여_40~49세,"19,095","1,922",257,318,731,535,263,"5,255",651,"2,128","2,600","4,435"
2020년10월_여_50~59세,"18,124","2,514",516,526,"1,117",896,516,"3,474",838,"2,662","2,283","2,782"
2020년10월_여_60~69세,"14,222","2,070",590,613,962,"1,110",490,"2,783",644,"1,751","1,242","1,967"
2020년10월_여_70~79세,"8,702","1,226",325,359,553,643,363,"1,812",399,"1,022",994,"1,006"
2020년10월_여_80~89세,"4,334",681,204,228,311,373,205,735,203,463,520,411
2020년10월_여_90~99세,779,120,41,59,54,108,41,113,28,68,62,85
2020년10월_여_100세 이상,58,8,3,4,5,3,3,7,10,7,1,7
2020년11월_계_총인구수,"230,273","26,440","6,003","7,061","11,970","10,422","5,390","50,354","9,810","27,156","27,707","47,960"
2020년11월_계_연령구간인구수,"230,273","26,440","6,003","7,061","11,970","10,422","5,390","50,354","9,810","27,156","27,707","47,960"
2020년11월_계_0~9세,"20,027","1,427",151,389,625,504,205,"4,965",649,"1,942","2,334","6,836"
2020년11월_계_10~19세,"24,130","2,560",328,417,888,545,277,"7,094",771,"2,700","3,545","5,005"
2020년11월_계_20~29세,"27,347","3,287",678,822,"1,288","1,086",581,"5,371","1,543","3,513","3,899","5,279"
2020년11월_계_30~39세,"28,120","2,342",466,791,"1,168","1,088",453,"5,473","1,186","2,869","3,032","9,252"
2020년11월_계_40~49세,"39,476","3,930",686,806,"1,711","1,155",639,"10,390","1,390","4,419","5,142","9,208"
2020년11월_계_50~59세,"38,041","5,196","1,289","1,278","2,487","1,796","1,088","7,288","1,811","5,430","4,669","5,709"
2020년11월_계_60~69세,"28,746","4,207","1,348","1,405","2,135","2,188","1,091","5,070","1,332","3,594","2,463","3,913"
2020년11월_계_70~79세,"16,242","2,253",669,709,"1,080","1,286",677,"3,312",746,"1,846","1,661","2,003"
2020년11월_계_80~89세,"7,051","1,082",329,364,508,629,327,"1,224",328,746,867,647
2020년11월_계_90~99세,"1,024",148,56,75,75,138,48,160,42,89,91,102
2020년11월_계_100세 이상,69,8,3,5,5,7,4,7,12,8,4,6
2020년11월_남_총인구수,"116,847","13,363","3,413","3,945","6,460","5,349","2,817","24,619","5,166","13,779","13,738","24,198"
2020년11월_남_연령구간인구수,"116,847","13,363","3,413","3,945","6,460","5,349","2,817","24,619","5,166","13,779","13,738","24,198"
2020년11월_남_0~9세,"10,200",705,76,185,319,272,105,"2,518",333,998,"1,204","3,485"
2020년11월_남_10~19세,"12,271","1,306",176,217,474,299,152,"3,557",386,"1,399","1,821","2,484"
2020년11월_남_20~29세,"14,693","1,808",411,529,744,644,313,"2,727",905,"1,864","2,038","2,710"
2020년11월_남_30~39세,"14,492","1,259",297,478,663,605,253,"2,622",639,"1,520","1,490","4,666"
2020년11월_남_40~49세,"20,347","2,006",431,484,980,624,367,"5,123",741,"2,284","2,547","4,760"
2020년11월_남_50~59세,"19,938","2,695",781,756,"1,375",897,574,"3,797",988,"2,780","2,388","2,907"
2020년11월_남_60~69세,"14,435","2,135",758,788,"1,163","1,077",600,"2,257",684,"1,824","1,204","1,945"
2020년11월_남_70~79세,"7,524","1,026",345,354,523,643,316,"1,496",347,813,670,991
2020년11월_남_80~89세,"2,693",397,124,136,198,252,128,480,128,276,341,233
2020년11월_남_90~99세,242,26,14,16,21,32,8,42,13,21,32,17
2020년11월_남_100세 이상,12,0,0,2,0,4,1,0,2,0,3,0
2020년11월_여_총인구수,"113,426","13,077","2,590","3,116","5,510","5,073","2,573","25,735","4,644","13,377","13,969","23,762"
2020년11월_여_연령구간인구수,"113,426","13,077","2,590","3,116","5,510","5,073","2,573","25,735","4,644","13,377","13,969","23,762"
2020년11월_여_0~9세,"9,827",722,75,204,306,232,100,"2,447",316,944,"1,130","3,351"
2020년11월_여_10~19세,"11,859","1,254",152,200,414,246,125,"3,537",385,"1,301","1,724","2,521"
2020년11월_여_20~29세,"12,654","1,479",267,293,544,442,268,"2,644",638,"1,649","1,861","2,569"
2020년11월_여_30~39세,"13,628","1,083",169,313,505,483,200,"2,851",547,"1,349","1,542","4,586"
2020년11월_여_40~49세,"19,129","1,924",255,322,731,531,272,"5,267",649,"2,135","2,595","4,448"
2020년11월_여_50~59세,"18,103","2,501",508,522,"1,112",899,514,"3,491",823,"2,650","2,281","2,802"
2020년11월_여_60~69세,"14,311","2,072",590,617,972,"1,111",491,"2,813",648,"1,770","1,259","1,968"
2020년11월_여_70~79세,"8,718","1,227",324,355,557,643,361,"1,816",399,"1,033",991,"1,012"
2020년11월_여_80~89세,"4,358",685,205,228,310,377,199,744,200,470,526,414
2020년11월_여_90~99세,782,122,42,59,54,106,40,118,29,68,59,85
2020년11월_여_100세 이상,57,8,3,3,5,3,3,7,10,8,1,6
2020년12월_계_총인구수,"230,359","26,431","5,969","7,004","11,948","10,442","5,377","50,369","9,800","27,180","27,726","48,113"
2020년12월_계_연령구간인구수,"230,359","26,431","5,969","7,004","11,948","10,442","5,377","50,369","9,800","27,180","27,726","48,113"
2020년12월_계_0~9세,"19,940","1,409",151,387,618,500,207,"4,923",645,"1,943","2,317","6,840"
2020년12월_계_10~19세,"24,057","2,553",326,419,870,540,272,"7,086",763,"2,681","3,510","5,037"
2020년12월_계_20~29세,"27,449","3,266",672,805,"1,290","1,095",585,"5,421","1,546","3,544","3,941","5,284"
2020년12월_계_30~39세,"28,048","2,338",454,781,"1,159","1,080",450,"5,456","1,193","2,863","3,022","9,252"
2020년12월_계_40~49세,"39,444","3,925",686,805,"1,701","1,163",632,"10,367","1,380","4,410","5,130","9,245"
2020년12월_계_50~59세,"38,089","5,207","1,278","1,265","2,479","1,802","1,083","7,311","1,812","5,438","4,683","5,731"
2020년12월_계_60~69세,"28,860","4,227","1,350","1,395","2,155","2,196","1,094","5,050","1,338","3,613","2,489","3,953"
2020년12월_계_70~79세,"16,287","2,260",667,706,"1,080","1,297",674,"3,343",741,"1,844","1,663","2,012"
2020년12월_계_80~89세,"7,099","1,091",326,365,514,625,328,"1,244",329,747,874,656
2020년12월_계_90~99세,"1,021",148,56,72,77,136,48,161,41,92,93,97
2020년12월_계_100세 이상,65,7,3,4,5,8,4,7,12,5,4,6
2020년12월_남_총인구수,"116,916","13,348","3,397","3,915","6,436","5,358","2,822","24,628","5,167","13,799","13,756","24,290"
2020년12월_남_연령구간인구수,"116,916","13,348","3,397","3,915","6,436","5,358","2,822","24,628","5,167","13,799","13,756","24,290"
2020년12월_남_0~9세,"10,178",695,77,181,313,271,107,"2,497",328,"1,005","1,200","3,504"
2020년12월_남_10~19세,"12,224","1,302",176,219,462,298,149,"3,552",384,"1,389","1,798","2,495"
2020년12월_남_20~29세,"14,756","1,792",408,523,747,652,320,"2,745",905,"1,886","2,065","2,713"
2020년12월_남_30~39세,"14,464","1,255",290,471,656,598,255,"2,617",648,"1,516","1,489","4,669"
2020년12월_남_40~49세,"20,345","2,004",430,485,972,627,360,"5,124",739,"2,280","2,540","4,784"
2020년12월_남_50~59세,"19,961","2,705",781,750,"1,374",893,572,"3,809",985,"2,784","2,402","2,906"
2020년12월_남_60~69세,"14,497","2,144",757,782,"1,169","1,088",605,"2,248",688,"1,830","1,215","1,971"
2020년12월_남_70~79세,"7,537","1,033",342,351,520,645,316,"1,504",346,813,671,996
2020년12월_남_80~89세,"2,704",393,122,137,202,250,129,489,130,274,341,237
2020년12월_남_90~99세,238,25,14,14,21,32,8,43,12,22,32,15
2020년12월_남_100세 이상,12,0,0,2,0,4,1,0,2,0,3,0
2020년12월_여_총인구수,"113,443","13,083","2,572","3,089","5,512","5,084","2,555","25,741","4,633","13,381","13,970","23,823"
2020년12월_여_연령구간인구수,"113,443","13,083","2,572","3,089","5,512","5,084","2,555","25,741","4,633","13,381","13,970","23,823"
2020년12월_여_0~9세,"9,762",714,74,206,305,229,100,"2,426",317,938,"1,117","3,336"
2020년12월_여_10~19세,"11,833","1,251",150,200,408,242,123,"3,534",379,"1,292","1,712","2,542"
2020년12월_여_20~29세,"12,693","1,474",264,282,543,443,265,"2,676",641,"1,658","1,876","2,571"
2020년12월_여_30~39세,"13,584","1,083",164,310,503,482,195,"2,839",545,"1,347","1,533","4,583"
2020년12월_여_40~49세,"19,099","1,921",256,320,729,536,272,"5,243",641,"2,130","2,590","4,461"
2020년12월_여_50~59세,"18,128","2,502",497,515,"1,105",909,511,"3,502",827,"2,654","2,281","2,825"
2020년12월_여_60~69세,"14,363","2,083",593,613,986,"1,108",489,"2,802",650,"1,783","1,274","1,982"
2020년12월_여_70~79세,"8,750","1,227",325,355,560,652,358,"1,839",395,"1,031",992,"1,016"
2020년12월_여_80~89세,"4,395",698,204,228,312,375,199,755,199,473,533,419
2020년12월_여_90~99세,783,123,42,58,56,104,40,118,29,70,61,82
2020년12월_여_100세 이상,53,7,3,2,5,4,3,7,10,5,1,6
2021년01월_계_총인구수,"231,241","26,396","5,969","6,970","11,966","10,422","5,370","50,285","9,769","27,215","27,699","49,180"
2021년01월_계_연령구간인구수,"231,241","26,396","5,969","6,970","11,966","10,422","5,370","50,285","9,769","27,215","27,699","49,180"
2021년01월_계_0~9세,"19,947","1,380",147,381,624,482,206,"4,871",639,"1,935","2,289","6,993"
2021년01월_계_10~19세,"24,137","2,546",320,398,862,539,271,"7,051",762,"2,674","3,506","5,208"
2021년01월_계_20~29세,"27,498","3,263",672,799,"1,293","1,105",586,"5,422","1,541","3,538","3,943","5,336"
2021년01월_계_30~39세,"28,151","2,329",459,781,"1,164","1,074",447,"5,425","1,195","2,872","3,014","9,391"
2021년01월_계_40~49세,"39,558","3,918",673,816,"1,694","1,143",633,"10,282","1,375","4,387","5,093","9,544"
2021년01월_계_50~59세,"38,204","5,188","1,269","1,250","2,479","1,802","1,070","7,365","1,790","5,445","4,695","5,851"
2021년01월_계_60~69세,"29,109","4,255","1,365","1,397","2,172","2,198","1,103","5,084","1,344","3,652","2,512","4,027"
2021년01월_계_70~79세,"16,339","2,267",677,706,"1,068","1,300",671,"3,355",734,"1,855","1,660","2,046"
2021년01월_계_80~89세,"7,193","1,093",324,366,528,628,329,"1,262",335,759,887,682
2021년01월_계_90~99세,"1,041",150,60,72,77,143,50,161,42,93,96,97
2021년01월_계_100세 이상,64,7,3,4,5,8,4,7,12,5,4,5
2021년01월_남_총인구수,"117,346","13,346","3,394","3,897","6,446","5,338","2,816","24,597","5,147","13,820","13,730","24,815"
2021년01월_남_연령구간인구수,"117,346","13,346","3,394","3,897","6,446","5,338","2,816","24,597","5,147","13,820","13,730","24,815"
2021년01월_남_0~9세,"10,158",683,74,178,312,257,105,"2,460",318,998,"1,177","3,596"
2021년01월_남_10~19세,"12,274","1,298",172,211,459,298,150,"3,537",393,"1,392","1,794","2,570"
2021년01월_남_20~29세,"14,761","1,798",406,513,747,664,319,"2,752",893,"1,866","2,066","2,737"
2021년01월_남_30~39세,"14,541","1,253",292,475,658,595,254,"2,615",651,"1,526","1,493","4,729"
2021년01월_남_40~49세,"20,375","1,996",424,492,966,615,357,"5,073",739,"2,261","2,515","4,937"
2021년01월_남_50~59세,"20,053","2,702",777,739,"1,382",889,564,"3,845",976,"2,797","2,409","2,973"
2021년01월_남_60~69세,"14,627","2,160",767,786,"1,179","1,088",614,"2,260",690,"1,863","1,226","1,994"
2021년01월_남_70~79세,"7,558","1,034",345,352,513,646,313,"1,516",340,817,671,"1,011"
2021년01월_남_80~89세,"2,748",396,122,135,209,250,131,496,133,278,345,253
2021년01월_남_90~99세,239,26,15,14,21,32,8,43,12,22,31,15
2021년01월_남_100세 이상,12,0,0,2,0,4,1,0,2,0,3,0
2021년01월_여_총인구수,"113,895","13,050","2,575","3,073","5,520","5,084","2,554","25,688","4,622","13,395","13,969","24,365"
2021년01월_여_연령구간인구수,"113,895","13,050","2,575","3,073","5,520","5,084","2,554","25,688","4,622","13,395","13,969","24,365"
2021년01월_여_0~9세,"9,789",697,73,203,312,225,101,"2,411",321,937,"1,112","3,397"
2021년01월_여_10~19세,"11,863","1,248",148,187,403,241,121,"3,514",369,"1,282","1,712","2,638"
2021년01월_여_20~29세,"12,737","1,465",266,286,546,441,267,"2,670",648,"1,672","1,877","2,599"
2021년01월_여_30~39세,"13,610","1,076",167,306,506,479,193,"2,810",544,"1,346","1,521","4,662"
2021년01월_여_40~49세,"19,183","1,922",249,324,728,528,276,"5,209",636,"2,126","2,578","4,607"
2021년01월_여_50~59세,"18,151","2,486",492,511,"1,097",913,506,"3,520",814,"2,648","2,286","2,878"
2021년01월_여_60~69세,"14,482","2,095",598,611,993,"1,110",489,"2,824",654,"1,789","1,286","2,033"
2021년01월_여_70~79세,"8,781","1,233",332,354,555,654,358,"1,839",394,"1,038",989,"1,035"
2021년01월_여_80~89세,"4,445",697,202,231,319,378,198,766,202,481,542,429
2021년01월_여_90~99세,802,124,45,58,56,111,42,118,30,71,65,82
2021년01월_여_100세 이상,52,7,3,2,5,4,3,7,10,5,1,5
2021년02월_계_총인구수,"233,072","26,345","5,934","6,950","11,948","10,443","5,353","50,008","9,742","27,136","27,482","51,731"
2021년02월_계_연령구간인구수,"233,072","26,345","5,934","6,950","11,948","10,443","5,353","50,008","9,742","27,136","27,482","51,731"
2021년02월_계_0~9세,"20,200","1,353",146,376,617,487,198,"4,781",634,"1,933","2,254","7,421"
2021년02월_계_10~19세,"24,332","2,537",313,395,858,530,268,"6,962",756,"2,655","3,460","5,598"
2021년02월_계_20~29세,"27,584","3,258",659,800,"1,286","1,099",587,"5,421","1,549","3,477","3,902","5,546"
2021년02월_계_30~39세,"28,411","2,305",456,776,"1,141","1,083",444,"5,359","1,175","2,877","2,999","9,796"
2021년02월_계_40~49세,"39,870","3,893",666,815,"1,701","1,136",630,"10,143","1,365","4,338","5,026","10,157"
2021년02월_계_50~59세,"38,525","5,201","1,269","1,231","2,472","1,811","1,063","7,425","1,783","5,431","4,664","6,175"
2021년02월_계_60~69세,"29,377","4,265","1,362","1,407","2,187","2,207","1,104","5,108","1,359","3,696","2,527","4,155"
2021년02월_계_70~79세,"16,347","2,262",675,704,"1,072","1,293",671,"3,358",726,"1,863","1,654","2,069"
2021년02월_계_80~89세,"7,299","1,113",324,369,533,644,335,"1,278",337,769,890,707
2021년02월_계_90~99세,"1,066",151,61,73,78,146,49,166,46,93,101,102
2021년02월_계_100세 이상,61,7,3,4,3,7,4,7,12,4,5,5
2021년02월_남_총인구수,"118,218","13,320","3,374","3,884","6,437","5,346","2,815","24,447","5,137","13,784","13,617","26,057"
2021년02월_남_연령구간인구수,"118,218","13,320","3,374","3,884","6,437","5,346","2,815","24,447","5,137","13,784","13,617","26,057"
2021년02월_남_0~9세,"10,287",667,73,178,309,258,102,"2,404",314,"1,001","1,164","3,817"
2021년02월_남_10~19세,"12,365","1,295",170,205,459,294,146,"3,497",390,"1,382","1,768","2,759"
2021년02월_남_20~29세,"14,809","1,793",401,514,746,660,325,"2,760",896,"1,833","2,040","2,841"
2021년02월_남_30~39세,"14,670","1,250",289,473,645,601,251,"2,586",642,"1,532","1,498","4,903"
2021년02월_남_40~49세,"20,498","1,974",419,486,966,609,353,"4,998",736,"2,235","2,475","5,247"
2021년02월_남_50~59세,"20,219","2,715",775,731,"1,375",897,562,"3,872",974,"2,795","2,395","3,128"
2021년02월_남_60~69세,"14,763","2,163",765,793,"1,190","1,094",619,"2,270",698,"1,883","1,231","2,057"
2021년02월_남_70~79세,"7,567","1,035",347,351,515,642,311,"1,517",338,816,667,"1,028"
2021년02월_남_80~89세,"2,785",402,120,137,210,255,137,500,135,286,344,259
2021년02월_남_90~99세,243,26,15,14,22,33,8,43,12,21,31,18
2021년02월_남_100세 이상,12,0,0,2,0,3,1,0,2,0,4,0
2021년02월_여_총인구수,"114,854","13,025","2,560","3,066","5,511","5,097","2,538","25,561","4,605","13,352","13,865","25,674"
2021년02월_여_연령구간인구수,"114,854","13,025","2,560","3,066","5,511","5,097","2,538","25,561","4,605","13,352","13,865","25,674"
2021년02월_여_0~9세,"9,913",686,73,198,308,229,96,"2,377",320,932,"1,090","3,604"
2021년02월_여_10~19세,"11,967","1,242",143,190,399,236,122,"3,465",366,"1,273","1,692","2,839"
2021년02월_여_20~29세,"12,775","1,465",258,286,540,439,262,"2,661",653,"1,644","1,862","2,705"
2021년02월_여_30~39세,"13,741","1,055",167,303,496,482,193,"2,773",533,"1,345","1,501","4,893"
2021년02월_여_40~49세,"19,372","1,919",247,329,735,527,277,"5,145",629,"2,103","2,551","4,910"
2021년02월_여_50~59세,"18,306","2,486",494,500,"1,097",914,501,"3,553",809,"2,636","2,269","3,047"
2021년02월_여_60~69세,"14,614","2,102",597,614,997,"1,113",485,"2,838",661,"1,813","1,296","2,098"
2021년02월_여_70~79세,"8,780","1,227",328,353,557,651,360,"1,841",388,"1,047",987,"1,041"
2021년02월_여_80~89세,"4,514",711,204,232,323,389,198,778,202,483,546,448
2021년02월_여_90~99세,823,125,46,59,56,113,41,123,34,72,70,84
2021년02월_여_100세 이상,49,7,3,2,3,4,3,7,10,4,1,5
2021년03월_계_총인구수,"234,181","26,270","5,883","6,880","11,884","10,416","5,312","49,984","9,710","27,083","27,408","53,351"
2021년03월_계_연령구간인구수,"234,181","26,270","5,883","6,880","11,884","10,416","5,312","49,984","9,710","27,083","27,408","53,351"
2021년03월_계_0~9세,"20,241","1,337",144,369,613,484,202,"4,736",623,"1,907","2,234","7,592"
2021년03월_계_10~19세,"24,407","2,529",316,375,848,518,266,"6,958",751,"2,644","3,452","5,750"
2021년03월_계_20~29세,"27,678","3,247",651,814,"1,264","1,090",582,"5,406","1,536","3,456","3,873","5,759"
2021년03월_계_30~39세,"28,594","2,276",461,769,"1,132","1,079",441,"5,344","1,173","2,891","2,998","10,030"
2021년03월_계_40~49세,"40,017","3,887",658,786,"1,685","1,121",621,"10,103","1,342","4,317","4,984","10,513"
2021년03월_계_50~59세,"38,658","5,167","1,247","1,222","2,455","1,801","1,045","7,454","1,794","5,409","4,647","6,417"
2021년03월_계_60~69세,"29,732","4,291","1,371","1,409","2,209","2,222","1,102","5,155","1,364","3,733","2,549","4,327"
2021년03월_계_70~79세,"16,375","2,256",658,693,"1,071","1,299",672,"3,365",730,"1,859","1,656","2,116"
2021년03월_계_80~89세,"7,362","1,125",319,368,532,649,332,"1,287",338,774,906,732
2021년03월_계_90~99세,"1,070",149,58,73,74,148,47,170,47,91,103,110
2021년03월_계_100세 이상,47,6,0,2,1,5,2,6,12,2,6,5
2021년03월_남_총인구수,"118,821","13,283","3,352","3,846","6,423","5,346","2,805","24,434","5,114","13,759","13,592","26,867"
2021년03월_남_연령구간인구수,"118,821","13,283","3,352","3,846","6,423","5,346","2,805","24,434","5,114","13,759","13,592","26,867"
2021년03월_남_0~9세,"10,322",654,71,175,308,256,103,"2,395",306,990,"1,158","3,906"
2021년03월_남_10~19세,"12,428","1,299",176,192,458,288,146,"3,498",391,"1,377","1,770","2,833"
2021년03월_남_20~29세,"14,848","1,780",394,520,744,658,325,"2,739",885,"1,825","2,031","2,947"
2021년03월_남_30~39세,"14,749","1,230",293,469,635,601,251,"2,588",633,"1,536","1,492","5,021"
2021년03월_남_40~49세,"20,613","1,978",415,474,959,605,355,"4,970",731,"2,235","2,457","5,434"
2021년03월_남_50~59세,"20,297","2,697",764,727,"1,373",898,551,"3,888",977,"2,782","2,388","3,252"
2021년03월_남_60~69세,"14,923","2,181",771,796,"1,202","1,097",619,"2,282",706,"1,897","1,240","2,132"
2021년03월_남_70~79세,"7,608","1,038",340,342,520,650,313,"1,526",337,817,666,"1,059"
2021년03월_남_80~89세,"2,793",400,115,137,206,257,135,506,134,282,355,266
2021년03월_남_90~99세,230,26,13,14,18,33,7,42,12,18,30,17
2021년03월_남_100세 이상,10,0,0,0,0,3,0,0,2,0,5,0
2021년03월_여_총인구수,"115,360","12,987","2,531","3,034","5,461","5,070","2,507","25,550","4,596","13,324","13,816","26,484"
2021년03월_여_연령구간인구수,"115,360","12,987","2,531","3,034","5,461","5,070","2,507","25,550","4,596","13,324","13,816","26,484"
2021년03월_여_0~9세,"9,919",683,73,194,305,228,99,"2,341",317,917,"1,076","3,686"
2021년03월_여_10~19세,"11,979","1,230",140,183,390,230,120,"3,460",360,"1,267","1,682","2,917"
2021년03월_여_20~29세,"12,830","1,467",257,294,520,432,257,"2,667",651,"1,631","1,842","2,812"
2021년03월_여_30~39세,"13,845","1,046",168,300,497,478,190,"2,756",540,"1,355","1,506","5,009"
2021년03월_여_40~49세,"19,404","1,909",243,312,726,516,266,"5,133",611,"2,082","2,527","5,079"
2021년03월_여_50~59세,"18,361","2,470",483,495,"1,082",903,494,"3,566",817,"2,627","2,259","3,165"
2021년03월_여_60~69세,"14,809","2,110",600,613,"1,007","1,125",483,"2,873",658,"1,836","1,309","2,195"
2021년03월_여_70~79세,"8,767","1,218",318,351,551,649,359,"1,839",393,"1,042",990,"1,057"
2021년03월_여_80~89세,"4,569",725,204,231,326,392,197,781,204,492,551,466
2021년03월_여_90~99세,840,123,45,59,56,115,40,128,35,73,73,93
2021년03월_여_100세 이상,37,6,0,2,1,2,2,6,10,2,1,5
2021년04월_계_총인구수,"234,990","26,277","5,869","6,868","11,891","10,475","5,324","50,137","9,723","27,076","27,363","53,987"
2021년04월_계_연령구간인구수,"234,990","26,277","5,869","6,868","11,891","10,475","5,324","50,137","9,723","27,076","27,363","53,987"
2021년04월_계_0~9세,"20,264","1,315",145,369,619,498,201,"4,708",634,"1,919","2,224","7,632"
2021년04월_계_10~19세,"24,408","2,523",305,369,844,520,265,"6,972",743,"2,646","3,436","5,785"
2021년04월_계_20~29세,"27,806","3,245",649,815,"1,267","1,101",580,"5,443","1,527","3,447","3,864","5,868"
2021년04월_계_30~39세,"28,629","2,271",459,764,"1,128","1,079",445,"5,312","1,198","2,878","2,978","10,117"
2021년04월_계_40~49세,"40,115","3,880",662,785,"1,664","1,132",616,"10,141","1,348","4,289","4,970","10,628"
2021년04월_계_50~59세,"38,764","5,164","1,244","1,208","2,468","1,786","1,046","7,504","1,775","5,417","4,640","6,512"
2021년04월_계_60~69세,"30,058","4,327","1,373","1,424","2,226","2,250","1,108","5,216","1,373","3,753","2,577","4,431"
2021년04월_계_70~79세,"16,415","2,261",654,692,"1,065","1,306",673,"3,356",727,"1,858","1,655","2,168"
2021년04월_계_80~89세,"7,406","1,131",322,368,532,648,342,"1,302",339,780,910,732
2021년04월_계_90~99세,"1,074",153,56,72,77,150,47,177,45,87,103,107
2021년04월_계_100세 이상,51,7,0,2,1,5,1,6,14,2,6,7
2021년04월_남_총인구수,"119,207","13,288","3,340","3,847","6,427","5,373","2,813","24,512","5,118","13,755","13,558","27,176"
2021년04월_남_연령구간인구수,"119,207","13,288","3,340","3,847","6,427","5,373","2,813","24,512","5,118","13,755","13,558","27,176"
