카테고리,강원도 홍천군,강원도 홍천군 홍천읍,강원도 홍천군 화촌면,강원도 홍천군 두촌면,강원도 홍천군 내촌면,강원도 홍천군 서석면,강원도 홍천군 동면,강원도 홍천군 남면,강원도 홍천군 서면,강원도 홍천군 북방면,강원도 홍천군 내면,강원도 홍천군 영귀미면
2021년07월_계_30~39세,"5,863","3,746",286,108,91,198,,592,226,222,176,218
2021년07월_계_40~49세,"8,053","5,218",381,158,177,296,,531,344,360,261,327
2021년07월_계_50~59세,"12,209","5,860",750,438,465,751,,959,731,782,721,752
2021년07월_계_60~69세,"14,730","5,332","1,322",742,751,"1,036",,"1,334","1,117","1,048",897,"1,151"
2021년07월_계_70~79세,"7,223","2,517",699,397,369,478,,674,554,511,397,627
2021년07월_계_80~89세,"4,528","1,469",441,262,256,327,,476,319,363,240,375
2021년07월_계_90~99세,643,211,75,52,30,40,,70,58,35,29,43
2021년07월_계_100세 이상,32,16,3,1,1,4,,0,2,1,1,3
2021년07월_남_총인구수,"35,305","17,375","2,428","1,227","1,235","1,900",,"3,316","2,007","2,037","1,690","2,090"
2021년07월_남_연령구간인구수,"35,305","17,375","2,428","1,227","1,235","1,900",,"3,316","2,007","2,037","1,690","2,090"
2021년07월_남_0~9세,"1,862","1,275",56,29,29,66,,188,50,51,69,49
2021년07월_남_10~19세,"2,561","1,768",88,58,36,95,,163,65,103,68,117
2021년07월_남_20~29세,"3,985","2,298",246,85,70,174,,578,133,147,115,139
2021년07월_남_30~39세,"3,213","2,001",167,56,51,101,,335,153,128,94,127
2021년07월_남_40~49세,"4,312","2,634",245,94,121,159,,302,205,213,146,193
2021년07월_남_50~59세,"6,468","3,056",419,230,239,396,,515,377,431,402,403
2021년07월_남_60~69세,"7,688","2,677",685,387,397,546,,721,614,572,489,600
2021년07월_남_70~79세,"3,432","1,088",361,179,190,239,,325,270,257,208,315
2021년07월_남_80~89세,"1,627",526,142,99,92,115,,174,122,131,91,135
2021년07월_남_90~99세,153,51,19,10,10,8,,15,18,4,7,11
2021년07월_남_100세 이상,4,1,0,0,0,1,,0,0,0,1,1
2021년07월_여_총인구수,"33,268","16,972","2,166","1,232","1,136","1,813",,"2,906","1,789","1,847","1,479","1,928"
2021년07월_여_연령구간인구수,"33,268","16,972","2,166","1,232","1,136","1,813",,"2,906","1,789","1,847","1,479","1,928"
2021년07월_여_0~9세,"1,809","1,247",56,19,16,58,,194,49,60,53,57
2021년07월_여_10~19세,"2,473","1,671",72,54,36,88,,260,61,89,71,71
2021년07월_여_20~29세,"2,602","1,719",119,56,44,102,,203,87,112,71,89
2021년07월_여_30~39세,"2,650","1,745",119,52,40,97,,257,73,94,82,91
2021년07월_여_40~49세,"3,741","2,584",136,64,56,137,,229,139,147,115,134
2021년07월_여_50~59세,"5,741","2,804",331,208,226,355,,444,354,351,319,349
2021년07월_여_60~69세,"7,042","2,655",637,355,354,490,,613,503,476,408,551
2021년07월_여_70~79세,"3,791","1,429",338,218,179,239,,349,284,254,189,312
2021년07월_여_80~89세,"2,901",943,299,163,164,212,,302,197,232,149,240
2021년07월_여_90~99세,490,160,56,42,20,32,,55,40,31,22,32
2021년07월_여_100세 이상,28,15,3,1,1,3,,0,2,1,0,2
2021년08월_계_총인구수,"68,489","34,286","4,592","2,448","2,364","3,711",,"6,207","3,802","3,886","3,161","4,032"
2021년08월_계_연령구간인구수,"68,489","34,286","4,592","2,448","2,364","3,711",,"6,207","3,802","3,886","3,161","4,032"
2021년08월_계_0~9세,"3,650","2,495",114,48,43,126,,383,99,115,120,107
2021년08월_계_10~19세,"4,998","3,420",162,108,72,179,,421,125,190,138,183
2021년08월_계_20~29세,"6,516","3,980",350,142,110,275,,772,224,255,186,222
2021년08월_계_30~39세,"5,860","3,741",289,102,90,197,,594,226,227,173,221
2021년08월_계_40~49세,"8,046","5,209",375,161,172,296,,531,342,358,264,338
2021년08월_계_50~59세,"12,200","5,877",753,424,465,748,,958,733,779,712,751
2021년08월_계_60~69세,"14,806","5,360","1,329",755,752,"1,039",,"1,335","1,122","1,050",901,"1,163"
2021년08월_계_70~79세,"7,193","2,509",693,392,369,477,,664,552,513,397,627
2021년08월_계_80~89세,"4,545","1,471",448,264,260,330,,479,319,361,239,374
2021년08월_계_90~99세,643,208,77,51,29,40,,70,58,37,30,43
2021년08월_계_100세 이상,32,16,2,1,2,4,,0,2,1,1,3
2021년08월_남_총인구수,"35,273","17,348","2,431","1,223","1,230","1,902",,"3,311","2,003","2,040","1,685","2,100"
2021년08월_남_연령구간인구수,"35,273","17,348","2,431","1,223","1,230","1,902",,"3,311","2,003","2,040","1,685","2,100"
2021년08월_남_0~9세,"1,853","1,263",59,29,28,67,,188,49,52,68,50
2021년08월_남_10~19세,"2,542","1,760",88,55,36,94,,162,64,100,69,114
2021년08월_남_20~29세,"3,941","2,280",237,85,68,171,,570,136,146,115,133
2021년08월_남_30~39세,"3,205","1,992",165,53,50,101,,339,152,130,92,131
2021년08월_남_40~49세,"4,315","2,630",245,96,116,160,,303,202,215,147,201
2021년08월_남_50~59세,"6,456","3,059",422,223,240,395,,517,376,430,395,399
2021년08월_남_60~69세,"7,737","2,700",688,395,398,548,,720,615,573,492,608
2021년08월_남_70~79세,"3,423","1,086",359,179,189,241,,320,269,258,206,316
2021년08월_남_80~89세,"1,643",527,148,98,95,115,,177,123,131,93,136
2021년08월_남_90~99세,154,50,20,10,10,9,,15,17,5,7,11
2021년08월_남_100세 이상,4,1,0,0,0,1,,0,0,0,1,1
2021년08월_여_총인구수,"33,216","16,938","2,161","1,225","1,134","1,809",,"2,896","1,799","1,846","1,476","1,932"
2021년08월_여_연령구간인구수,"33,216","16,938","2,161","1,225","1,134","1,809",,"2,896","1,799","1,846","1,476","1,932"
2021년08월_여_0~9세,"1,797","1,232",55,19,15,59,,195,50,63,52,57
2021년08월_여_10~19세,"2,456","1,660",74,53,36,85,,259,61,90,69,69
2021년08월_여_20~29세,"2,575","1,700",113,57,42,104,,202,88,109,71,89
2021년08월_여_30~39세,"2,655","1,749",124,49,40,96,,255,74,97,81,90
2021년08월_여_40~49세,"3,731","2,579",130,65,56,136,,228,140,143,117,137
2021년08월_여_50~59세,"5,744","2,818",331,201,225,353,,441,357,349,317,352
2021년08월_여_60~69세,"7,069","2,660",641,360,354,491,,615,507,477,409,555
2021년08월_여_70~79세,"3,770","1,423",334,213,180,236,,344,283,255,191,311
2021년08월_여_80~89세,"2,902",944,300,166,165,215,,302,196,230,146,238
2021년08월_여_90~99세,489,158,57,41,19,31,,55,41,32,23,32
2021년08월_여_100세 이상,28,15,2,1,2,3,,0,2,1,0,2
2021년09월_계_총인구수,"68,452","34,240","4,567","2,438","2,384","3,715",,"6,189","3,795","3,906","3,165","4,053"
2021년09월_계_연령구간인구수,"68,452","34,240","4,567","2,438","2,384","3,715",,"6,189","3,795","3,906","3,165","4,053"
2021년09월_계_0~9세,"3,625","2,485",112,46,43,125,,374,99,116,117,108
2021년09월_계_10~19세,"4,980","3,400",160,110,84,177,,416,122,188,140,183
2021년09월_계_20~29세,"6,489","3,963",347,139,112,271,,770,219,264,185,219
2021년09월_계_30~39세,"5,819","3,728",282,99,91,192,,583,220,230,175,219
2021년09월_계_40~49세,"8,013","5,186",365,162,169,295,,535,343,355,265,338
2021년09월_계_50~59세,"12,193","5,883",744,421,465,754,,949,727,782,708,760
2021년09월_계_60~69세,"14,893","5,383","1,338",755,758,"1,043",,"1,347","1,131","1,055",908,"1,175"
2021년09월_계_70~79세,"7,188","2,511",692,389,367,480,,667,545,513,398,626
2021년09월_계_80~89세,"4,571","1,475",447,264,266,334,,476,328,365,238,378
2021년09월_계_90~99세,650,210,78,52,27,41,,72,59,37,30,44
2021년09월_계_100세 이상,31,16,2,1,2,3,,0,2,1,1,3
2021년09월_남_총인구수,"35,256","17,314","2,422","1,216","1,242","1,905",,"3,311","2,002","2,053","1,684","2,107"
2021년09월_남_연령구간인구수,"35,256","17,314","2,422","1,216","1,242","1,905",,"3,311","2,002","2,053","1,684","2,107"
2021년09월_남_0~9세,"1,846","1,255",60,28,28,67,,186,50,54,68,50
2021년09월_남_10~19세,"2,527","1,749",89,56,43,93,,163,61,95,67,111
2021년09월_남_20~29세,"3,934","2,279",235,83,69,166,,565,136,156,114,131
2021년09월_남_30~39세,"3,179","1,981",160,52,51,99,,336,147,130,94,129
2021년09월_남_40~49세,"4,295","2,623",240,95,114,160,,306,200,213,146,198
2021년09월_남_50~59세,"6,459","3,053",417,221,242,400,,513,375,434,394,410
2021년09월_남_60~69세,"7,781","2,710",694,396,400,550,,728,623,574,493,613
2021년09월_남_70~79세,"3,418","1,085",361,176,187,243,,322,263,260,207,314
2021년09월_남_80~89세,"1,656",527,145,98,98,117,,178,130,132,93,138
2021년09월_남_90~99세,158,51,21,11,10,10,,14,17,5,7,12
2021년09월_남_100세 이상,3,1,0,0,0,0,,0,0,0,1,1
2021년09월_여_총인구수,"33,196","16,926","2,145","1,222","1,142","1,810",,"2,878","1,793","1,853","1,481","1,946"
2021년09월_여_연령구간인구수,"33,196","16,926","2,145","1,222","1,142","1,810",,"2,878","1,793","1,853","1,481","1,946"
2021년09월_여_0~9세,"1,779","1,230",52,18,15,58,,188,49,62,49,58
2021년09월_여_10~19세,"2,453","1,651",71,54,41,84,,253,61,93,73,72
2021년09월_여_20~29세,"2,555","1,684",112,56,43,105,,205,83,108,71,88
2021년09월_여_30~39세,"2,640","1,747",122,47,40,93,,247,73,100,81,90
2021년09월_여_40~49세,"3,718","2,563",125,67,55,135,,229,143,142,119,140
2021년09월_여_50~59세,"5,734","2,830",327,200,223,354,,436,352,348,314,350
2021년09월_여_60~69세,"7,112","2,673",644,359,358,493,,619,508,481,415,562
2021년09월_여_70~79세,"3,770","1,426",331,213,180,237,,345,282,253,191,312
2021년09월_여_80~89세,"2,915",948,302,166,168,217,,298,198,233,145,240
2021년09월_여_90~99세,492,159,57,41,17,31,,58,42,32,23,32
2021년09월_여_100세 이상,28,15,2,1,2,3,,0,2,1,0,2
2021년10월_계_총인구수,"68,499","34,243","4,573","2,440","2,383","3,729",,"6,208","3,775","3,920","3,168","4,060"
2021년10월_계_연령구간인구수,"68,499","34,243","4,573","2,440","2,383","3,729",,"6,208","3,775","3,920","3,168","4,060"
2021년10월_계_0~9세,"3,605","2,462",115,45,43,123,,376,95,120,115,111
2021년10월_계_10~19세,"4,992","3,417",157,109,82,180,,416,122,188,138,183
2021년10월_계_20~29세,"6,494","3,979",346,135,113,273,,767,217,261,185,218
2021년10월_계_30~39세,"5,786","3,699",280,97,91,195,,583,214,233,174,220
2021년10월_계_40~49세,"8,007","5,169",369,157,168,293,,539,344,361,267,340
2021년10월_계_50~59세,"12,179","5,889",742,423,461,750,,946,728,778,708,754
2021년10월_계_60~69세,"14,982","5,405","1,340",763,767,"1,053",,"1,367","1,130","1,061",914,"1,182"
2021년10월_계_70~79세,"7,158","2,500",694,389,361,480,,661,538,513,394,628
2021년10월_계_80~89세,"4,613","1,492",450,270,269,337,,482,329,366,241,377
2021년10월_계_90~99세,651,215,78,50,26,42,,71,56,38,31,44
2021년10월_계_100세 이상,32,16,2,2,2,3,,0,2,1,1,3
2021년10월_남_총인구수,"35,274","17,307","2,422","1,221","1,246","1,912",,"3,322","1,985","2,059","1,690","2,110"
2021년10월_남_연령구간인구수,"35,274","17,307","2,422","1,221","1,246","1,912",,"3,322","1,985","2,059","1,690","2,110"
2021년10월_남_0~9세,"1,842","1,249",62,28,28,67,,188,48,54,66,52
2021년10월_남_10~19세,"2,528","1,755",86,55,43,93,,163,60,95,67,111
2021년10월_남_20~29세,"3,933","2,284",235,81,72,168,,563,132,154,114,130
2021년10월_남_30~39세,"3,149","1,959",158,51,50,99,,333,144,134,91,130
2021년10월_남_40~49세,"4,299","2,615",244,93,113,159,,312,199,216,149,199
2021년10월_남_50~59세,"6,464","3,063",416,222,240,399,,511,377,432,396,408
2021년10월_남_60~69세,"7,818","2,716",692,402,407,553,,738,623,574,497,616
2021년10월_남_70~79세,"3,412","1,083",361,178,185,245,,322,254,264,205,315
2021년10월_남_80~89세,"1,673",534,147,100,98,118,,179,132,131,97,137
2021년10월_남_90~99세,153,48,21,11,10,11,,13,16,5,7,11
2021년10월_남_100세 이상,3,1,0,0,0,0,,0,0,0,1,1
2021년10월_여_총인구수,"33,225","16,936","2,151","1,219","1,137","1,817",,"2,886","1,790","1,861","1,478","1,950"
2021년10월_여_연령구간인구수,"33,225","16,936","2,151","1,219","1,137","1,817",,"2,886","1,790","1,861","1,478","1,950"
2021년10월_여_0~9세,"1,763","1,213",53,17,15,56,,188,47,66,49,59
2021년10월_여_10~19세,"2,464","1,662",71,54,39,87,,253,62,93,71,72
2021년10월_여_20~29세,"2,561","1,695",111,54,41,105,,204,85,107,71,88
2021년10월_여_30~39세,"2,637","1,740",122,46,41,96,,250,70,99,83,90
2021년10월_여_40~49세,"3,708","2,554",125,64,55,134,,227,145,145,118,141
2021년10월_여_50~59세,"5,715","2,826",326,201,221,351,,435,351,346,312,346
2021년10월_여_60~69세,"7,164","2,689",648,361,360,500,,629,507,487,417,566
2021년10월_여_70~79세,"3,746","1,417",333,211,176,235,,339,284,249,189,313
2021년10월_여_80~89세,"2,940",958,303,170,171,219,,303,197,235,144,240
2021년10월_여_90~99세,498,167,57,39,16,31,,58,40,33,24,33
2021년10월_여_100세 이상,29,15,2,2,2,3,,0,2,1,0,2
2021년11월_계_총인구수,"68,482","34,272","4,559","2,442","2,392","3,730",,"6,178","3,763","3,931","3,146","4,069"
2021년11월_계_연령구간인구수,"68,482","34,272","4,559","2,442","2,392","3,730",,"6,178","3,763","3,931","3,146","4,069"
2021년11월_계_0~9세,"3,574","2,445",112,45,42,126,,369,91,119,112,113
2021년11월_계_10~19세,"4,981","3,429",155,103,82,179,,413,116,188,139,177
2021년11월_계_20~29세,"6,512","3,999",356,138,113,274,,749,225,263,179,216
2021년11월_계_30~39세,"5,756","3,691",276,95,93,193,,580,203,233,167,225
2021년11월_계_40~49세,"7,978","5,146",366,155,166,291,,532,349,363,267,343
2021년11월_계_50~59세,"12,178","5,907",735,421,462,747,,941,721,782,706,756
2021년11월_계_60~69세,"15,050","5,428","1,342",771,776,"1,060",,"1,378","1,132","1,065",912,"1,186"
2021년11월_계_70~79세,"7,132","2,499",682,390,359,478,,661,536,511,391,625
2021년11월_계_80~89세,"4,628","1,497",455,271,267,335,,484,333,368,241,377
2021년11월_계_90~99세,660,214,78,51,30,44,,71,55,38,31,48
2021년11월_계_100세 이상,33,17,2,2,2,3,,0,2,1,1,3
2021년11월_남_총인구수,"35,246","17,305","2,420","1,219","1,250","1,917",,"3,301","1,973","2,066","1,678","2,117"
2021년11월_남_연령구간인구수,"35,246","17,305","2,420","1,219","1,250","1,917",,"3,301","1,973","2,066","1,678","2,117"
2021년11월_남_0~9세,"1,831","1,245",62,27,27,71,,184,45,53,64,53
2021년11월_남_10~19세,"2,511","1,757",83,51,43,90,,160,57,96,68,106
2021년11월_남_20~29세,"3,941","2,297",245,81,72,170,,546,137,153,111,129
2021년11월_남_30~39세,"3,127","1,954",156,51,51,99,,330,135,134,87,130
2021년11월_남_40~49세,"4,277","2,595",242,91,110,159,,309,204,215,147,205
2021년11월_남_50~59세,"6,460","3,062",411,222,241,400,,509,371,436,398,410
2021년11월_남_60~69세,"7,858","2,727",697,406,415,554,,746,622,578,493,620
2021년11월_남_70~79세,"3,399","1,081",352,178,183,245,,325,253,264,204,314
2021년11월_남_80~89세,"1,683",538,151,101,97,117,,179,133,132,98,137
2021년11월_남_90~99세,156,48,21,11,11,12,,13,16,5,7,12
2021년11월_남_100세 이상,3,1,0,0,0,0,,0,0,0,1,1
2021년11월_여_총인구수,"33,236","16,967","2,139","1,223","1,142","1,813",,"2,877","1,790","1,865","1,468","1,952"
2021년11월_여_연령구간인구수,"33,236","16,967","2,139","1,223","1,142","1,813",,"2,877","1,790","1,865","1,468","1,952"
2021년11월_여_0~9세,"1,743","1,200",50,18,15,55,,185,46,66,48,60
2021년11월_여_10~19세,"2,470","1,672",72,52,39,89,,253,59,92,71,71
2021년11월_여_20~29세,"2,571","1,702",111,57,41,104,,203,88,110,68,87
2021년11월_여_30~39세,"2,629","1,737",120,44,42,94,,250,68,99,80,95
2021년11월_여_40~49세,"3,701","2,551",124,64,56,132,,223,145,148,120,138
2021년11월_여_50~59세,"5,718","2,845",324,199,221,347,,432,350,346,308,346
2021년11월_여_60~69세,"7,192","2,701",645,365,361,506,,632,510,487,419,566
2021년11월_여_70~79세,"3,733","1,418",330,212,176,233,,336,283,247,187,311
2021년11월_여_80~89세,"2,945",959,304,170,170,218,,305,200,236,143,240
2021년11월_여_90~99세,504,166,57,40,19,32,,58,39,33,24,36
2021년11월_여_100세 이상,30,16,2,2,2,3,,0,2,1,0,2
2021년12월_계_총인구수,"68,365","34,186","4,528","2,434","2,384","3,719",,"6,197","3,776","3,922","3,144","4,075"
2021년12월_계_연령구간인구수,"68,365","34,186","4,528","2,434","2,384","3,719",,"6,197","3,776","3,922","3,144","4,075"
2021년12월_계_0~9세,"3,535","2,423",96,43,41,125,,373,93,117,113,111
2021년12월_계_10~19세,"4,962","3,423",153,98,78,177,,411,116,188,142,176
2021년12월_계_20~29세,"6,495","3,989",353,136,109,266,,764,224,264,172,218
2021년12월_계_30~39세,"5,720","3,658",269,95,96,195,,585,205,231,163,223
2021년12월_계_40~49세,"7,973","5,138",358,157,168,291,,528,352,364,271,346
2021년12월_계_50~59세,"12,122","5,884",737,422,460,745,,939,709,779,694,753
2021년12월_계_60~69세,"15,114","5,457","1,347",769,777,"1,061",,"1,379","1,143","1,064",925,"1,192"
2021년12월_계_70~79세,"7,104","2,479",677,390,355,475,,661,542,506,393,626
2021년12월_계_80~89세,"4,657","1,510",460,274,268,337,,486,335,371,238,378
2021년12월_계_90~99세,661,219,76,48,30,44,,71,55,37,32,49
2021년12월_계_100세 이상,22,6,2,2,2,3,,0,2,1,1,3
2021년12월_남_총인구수,"35,184","17,266","2,414","1,212","1,244","1,906",,"3,312","1,976","2,067","1,673","2,114"
2021년12월_남_연령구간인구수,"35,184","17,266","2,414","1,212","1,244","1,906",,"3,312","1,976","2,067","1,673","2,114"
2021년12월_남_0~9세,"1,811","1,233",54,26,27,71,,183,46,56,62,53
2021년12월_남_10~19세,"2,503","1,751",86,47,41,90,,160,58,97,70,103
2021년12월_남_20~29세,"3,938","2,296",245,80,68,163,,558,136,156,105,131
2021년12월_남_30~39세,"3,114","1,940",154,51,52,102,,335,135,132,85,128
2021년12월_남_40~49세,"4,261","2,586",234,91,111,157,,304,204,217,150,207
2021년12월_남_50~59세,"6,436","3,059",416,222,239,398,,505,363,433,392,409
2021년12월_남_60~69세,"7,881","2,736",697,405,418,553,,746,631,577,500,618
2021년12월_남_70~79세,"3,401","1,075",354,177,180,244,,330,257,265,205,314
2021년12월_남_80~89세,"1,676",537,154,102,97,116,,177,130,129,96,138
2021년12월_남_90~99세,161,53,20,11,11,12,,14,16,5,7,12
2021년12월_남_100세 이상,2,0,0,0,0,0,,0,0,0,1,1
2021년12월_여_총인구수,"33,181","16,920","2,114","1,222","1,140","1,813",,"2,885","1,800","1,855","1,471","1,961"
2021년12월_여_연령구간인구수,"33,181","16,920","2,114","1,222","1,140","1,813",,"2,885","1,800","1,855","1,471","1,961"
2021년12월_여_0~9세,"1,724","1,190",42,17,14,54,,190,47,61,51,58
2021년12월_여_10~19세,"2,459","1,672",67,51,37,87,,251,58,91,72,73
2021년12월_여_20~29세,"2,557","1,693",108,56,41,103,,206,88,108,67,87
2021년12월_여_30~39세,"2,606","1,718",115,44,44,93,,250,70,99,78,95
2021년12월_여_40~49세,"3,712","2,552",124,66,57,134,,224,148,147,121,139
2021년12월_여_50~59세,"5,686","2,825",321,200,221,347,,434,346,346,302,344
2021년12월_여_60~69세,"7,233","2,721",650,364,359,508,,633,512,487,425,574
2021년12월_여_70~79세,"3,703","1,404",323,213,175,231,,331,285,241,188,312
2021년12월_여_80~89세,"2,981",973,306,172,171,221,,309,205,242,142,240
2021년12월_여_90~99세,500,166,56,37,19,32,,57,39,32,25,37
2021년12월_여_100세 이상,20,6,2,2,2,3,,0,2,1,0,2
