카테고리,전라남도 영광군,전라남도 영광군 영광읍,전라남도 영광군 백수읍,전라남도 영광군 홍농읍,전라남도 영광군 대마면,전라남도 영광군 묘량면,전라남도 영광군 불갑면,전라남도 영광군 군서면,전라남도 영광군 군남면,전라남도 영광군 염산면,전라남도 영광군 법성면,전라남도 영광군 낙월면,전라남도 영광군 낙월면안마출장소
2020년08월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0
2020년08월_여_총인구수,"26,764","11,133","2,370","3,336",847,924,697,"1,171","1,259","2,087","2,707",156,77
2020년08월_여_연령구간인구수,"26,764","11,133","2,370","3,336",847,924,697,"1,171","1,259","2,087","2,707",156,77
2020년08월_여_0~9세,"1,871","1,032",103,296,39,38,40,50,41,92,129,6,5
2020년08월_여_10~19세,"2,035","1,144",118,286,35,40,35,88,28,76,179,6,0
2020년08월_여_20~29세,"2,222","1,126",134,355,62,72,42,67,56,98,197,9,4
2020년08월_여_30~39세,"2,387","1,214",113,428,63,59,61,50,63,122,201,7,6
2020년08월_여_40~49세,"2,870","1,653",162,378,58,54,33,88,72,121,229,17,5
2020년08월_여_50~59세,"3,912","1,687",330,497,120,128,105,137,142,298,432,25,11
2020년08월_여_60~69세,"4,172","1,478",427,413,136,156,132,206,232,466,458,43,25
2020년08월_여_70~79세,"4,095","1,054",549,410,168,184,136,261,325,475,499,20,14
2020년08월_여_80~89세,"2,723",621,377,235,135,164,100,187,260,297,325,16,6
2020년08월_여_90~99세,446,110,54,34,29,29,13,34,39,42,54,7,1
2020년08월_여_100세 이상,31,14,3,4,2,0,0,3,1,0,4,0,0
2020년09월_계_총인구수,"53,308","21,879","4,750","6,969","1,813","1,788","1,382","2,351","2,410","4,078","5,300",403,185
2020년09월_계_연령구간인구수,"53,308","21,879","4,750","6,969","1,813","1,788","1,382","2,351","2,410","4,078","5,300",403,185
2020년09월_계_0~9세,"3,814","2,103",195,641,87,89,61,89,87,162,276,13,11
2020년09월_계_10~19세,"4,232","2,372",251,557,127,73,60,193,76,151,357,13,2
2020년09월_계_20~29세,"5,007","2,412",357,839,153,131,90,161,120,252,459,26,7
2020년09월_계_30~39세,"4,904","2,320",278,934,143,118,123,121,134,273,429,19,12
2020년09월_계_40~49세,"6,635","3,382",461,880,174,153,102,251,194,375,567,70,26
2020년09월_계_50~59세,"8,613","3,440",813,"1,149",280,284,242,381,344,666,899,82,33
2020년09월_계_60~69세,"8,401","2,836",851,868,321,338,294,406,464,910,955,106,52
2020년09월_계_70~79세,"7,156","1,941",915,720,300,319,243,432,536,838,834,45,33
2020년09월_계_80~89세,"3,961",919,554,338,187,246,150,273,407,400,457,22,8
2020년09월_계_90~99세,550,141,68,39,39,37,17,40,47,51,63,7,1
2020년09월_계_100세 이상,35,13,7,4,2,0,0,4,1,0,4,0,0
2020년09월_남_총인구수,"26,573","10,733","2,377","3,642",970,873,685,"1,190","1,159","1,999","2,591",246,108
2020년09월_남_연령구간인구수,"26,573","10,733","2,377","3,642",970,873,685,"1,190","1,159","1,999","2,591",246,108
2020년09월_남_0~9세,"1,947","1,075",93,347,47,52,22,40,48,68,143,6,6
2020년09월_남_10~19세,"2,201","1,221",133,270,95,36,26,107,46,75,183,7,2
2020년09월_남_20~29세,"2,800","1,285",224,494,90,60,49,95,67,155,261,17,3
2020년09월_남_30~39세,"2,523","1,111",160,511,79,59,62,73,73,153,224,12,6
2020년09월_남_40~49세,"3,761","1,721",300,499,119,100,70,164,122,254,338,53,21
2020년09월_남_50~59세,"4,738","1,763",485,654,162,160,134,246,203,374,476,58,23
2020년09월_남_60~69세,"4,215","1,349",424,453,185,181,162,202,235,445,491,62,26
2020년09월_남_70~79세,"3,064",884,371,306,132,137,108,169,213,361,339,25,19
2020년09월_남_80~89세,"1,218",294,169,103,52,80,48,87,145,104,128,6,2
2020년09월_남_90~99세,103,30,15,5,9,8,4,7,7,10,8,0,0
2020년09월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0
2020년09월_여_총인구수,"26,735","11,146","2,373","3,327",843,915,697,"1,161","1,251","2,079","2,709",157,77
2020년09월_여_연령구간인구수,"26,735","11,146","2,373","3,327",843,915,697,"1,161","1,251","2,079","2,709",157,77
2020년09월_여_0~9세,"1,867","1,028",102,294,40,37,39,49,39,94,133,7,5
2020년09월_여_10~19세,"2,031","1,151",118,287,32,37,34,86,30,76,174,6,0
2020년09월_여_20~29세,"2,207","1,127",133,345,63,71,41,66,53,97,198,9,4
2020년09월_여_30~39세,"2,381","1,209",118,423,64,59,61,48,61,120,205,7,6
2020년09월_여_40~49세,"2,874","1,661",161,381,55,53,32,87,72,121,229,17,5
2020년09월_여_50~59세,"3,875","1,677",328,495,118,124,108,135,141,292,423,24,10
2020년09월_여_60~69세,"4,186","1,487",427,415,136,157,132,204,229,465,464,44,26
2020년09월_여_70~79세,"4,092","1,057",544,414,168,182,135,263,323,477,495,20,14
2020년09월_여_80~89세,"2,743",625,385,235,135,166,102,186,262,296,329,16,6
2020년09월_여_90~99세,447,111,53,34,30,29,13,33,40,41,55,7,1
2020년09월_여_100세 이상,32,13,4,4,2,0,0,4,1,0,4,0,0
2020년10월_계_총인구수,"53,226","21,885","4,728","6,961","1,804","1,781","1,382","2,336","2,403","4,054","5,301",404,187
2020년10월_계_연령구간인구수,"53,226","21,885","4,728","6,961","1,804","1,781","1,382","2,336","2,403","4,054","5,301",404,187
2020년10월_계_0~9세,"3,793","2,108",187,641,85,86,60,85,87,150,280,13,11
2020년10월_계_10~19세,"4,195","2,359",250,552,122,72,59,191,74,153,349,12,2
2020년10월_계_20~29세,"5,009","2,420",350,835,156,129,91,158,123,250,463,26,8
2020년10월_계_30~39세,"4,890","2,318",277,933,145,116,121,119,132,267,430,21,11
2020년10월_계_40~49세,"6,603","3,374",456,873,171,153,104,250,191,375,563,66,27
2020년10월_계_50~59세,"8,592","3,434",815,"1,149",281,283,241,383,338,657,894,85,32
2020년10월_계_60~69세,"8,426","2,850",849,875,319,342,296,404,470,910,954,104,53
2020년10월_계_70~79세,"7,159","1,955",910,721,297,317,240,425,535,838,839,48,34
2020년10월_계_80~89세,"3,977",915,559,335,186,247,153,276,406,405,465,22,8
2020년10월_계_90~99세,548,139,68,43,40,36,17,41,47,49,60,7,1
2020년10월_계_100세 이상,34,13,7,4,2,0,0,4,0,0,4,0,0
2020년10월_남_총인구수,"26,539","10,735","2,371","3,639",962,868,688,"1,184","1,159","1,985","2,590",247,111
2020년10월_남_연령구간인구수,"26,539","10,735","2,371","3,639",962,868,688,"1,184","1,159","1,985","2,590",247,111
2020년10월_남_0~9세,"1,942","1,075",93,346,44,50,25,38,47,66,146,6,6
2020년10월_남_10~19세,"2,170","1,209",130,267,89,36,25,107,45,75,178,7,2
2020년10월_남_20~29세,"2,805","1,297",221,493,92,59,50,92,68,153,260,16,4
2020년10월_남_30~39세,"2,519","1,111",162,509,80,57,61,73,72,149,225,14,6
2020년10월_남_40~49세,"3,742","1,713",297,499,118,100,72,163,120,255,334,49,22
2020년10월_남_50~59세,"4,734","1,761",487,652,162,158,134,249,204,367,477,61,22
2020년10월_남_60~69세,"4,230","1,358",425,459,185,183,160,199,236,445,491,61,28
2020년10월_남_70~79세,"3,075",889,369,308,130,137,108,169,215,362,342,27,19
2020년10월_남_80~89세,"1,215",293,169,101,52,79,49,87,145,103,129,6,2
2020년10월_남_90~99세,104,29,15,5,10,9,4,7,7,10,8,0,0
2020년10월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0
2020년10월_여_총인구수,"26,687","11,150","2,357","3,322",842,913,694,"1,152","1,244","2,069","2,711",157,76
2020년10월_여_연령구간인구수,"26,687","11,150","2,357","3,322",842,913,694,"1,152","1,244","2,069","2,711",157,76
2020년10월_여_0~9세,"1,851","1,033",94,295,41,36,35,47,40,84,134,7,5
2020년10월_여_10~19세,"2,025","1,150",120,285,33,36,34,84,29,78,171,5,0
2020년10월_여_20~29세,"2,204","1,123",129,342,64,70,41,66,55,97,203,10,4
2020년10월_여_30~39세,"2,371","1,207",115,424,65,59,60,46,60,118,205,7,5
2020년10월_여_40~49세,"2,861","1,661",159,374,53,53,32,87,71,120,229,17,5
2020년10월_여_50~59세,"3,858","1,673",328,497,119,125,107,134,134,290,417,24,10
2020년10월_여_60~69세,"4,196","1,492",424,416,134,159,136,205,234,465,463,43,25
2020년10월_여_70~79세,"4,084","1,066",541,413,167,180,132,256,320,476,497,21,15
2020년10월_여_80~89세,"2,762",622,390,234,134,168,104,189,261,302,336,16,6
2020년10월_여_90~99세,444,110,53,38,30,27,13,34,40,39,52,7,1
2020년10월_여_100세 이상,31,13,4,4,2,0,0,4,0,0,4,0,0
2020년11월_계_총인구수,"53,183","21,908","4,710","6,962","1,804","1,779","1,366","2,318","2,404","4,045","5,295",403,189
2020년11월_계_연령구간인구수,"53,183","21,908","4,710","6,962","1,804","1,779","1,366","2,318","2,404","4,045","5,295",403,189
2020년11월_계_0~9세,"3,770","2,101",181,643,86,85,59,80,84,148,279,13,11
2020년11월_계_10~19세,"4,199","2,373",248,554,119,73,58,185,76,150,350,11,2
2020년11월_계_20~29세,"5,022","2,430",347,832,161,130,90,160,125,252,459,26,10
2020년11월_계_30~39세,"4,888","2,327",272,933,145,115,120,124,129,263,428,21,11
2020년11월_계_40~49세,"6,577","3,361",454,875,169,153,101,242,190,375,566,64,27
2020년11월_계_50~59세,"8,573","3,434",811,"1,146",281,284,233,385,340,650,892,85,32
2020년11월_계_60~69세,"8,456","2,869",849,875,322,343,298,396,472,913,958,108,53
2020년11월_계_70~79세,"7,153","1,955",914,718,295,315,240,427,535,838,835,47,34
2020년11월_계_80~89세,"3,964",906,557,339,185,246,150,276,406,406,464,21,8
2020년11월_계_90~99세,548,140,70,43,39,35,17,39,47,50,60,7,1
2020년11월_계_100세 이상,33,12,7,4,2,0,0,4,0,0,4,0,0
2020년11월_남_총인구수,"26,517","10,734","2,362","3,643",965,864,683,"1,175","1,159","1,981","2,590",248,113
2020년11월_남_연령구간인구수,"26,517","10,734","2,362","3,643",965,864,683,"1,175","1,159","1,981","2,590",248,113
2020년11월_남_0~9세,"1,927","1,069",88,347,44,49,25,35,46,66,146,6,6
2020년11월_남_10~19세,"2,174","1,212",131,270,86,36,25,104,46,74,181,7,2
2020년11월_남_20~29세,"2,816","1,301",218,495,99,58,50,91,69,155,258,16,6
2020년11월_남_30~39세,"2,518","1,119",161,504,81,55,61,75,70,147,225,14,6
2020년11월_남_40~49세,"3,720","1,696",296,501,116,101,70,158,120,257,335,48,22
2020년11월_남_50~59세,"4,720","1,757",485,650,163,156,132,251,206,359,479,60,22
2020년11월_남_60~69세,"4,257","1,370",426,464,186,186,159,194,238,449,493,64,28
2020년11월_남_70~79세,"3,067",892,370,303,129,136,109,170,215,361,336,27,19
2020년11월_남_80~89세,"1,209",289,168,104,51,78,48,89,141,103,130,6,2
2020년11월_남_90~99세,106,29,16,5,10,9,4,8,8,10,7,0,0
2020년11월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0
2020년11월_여_총인구수,"26,666","11,174","2,348","3,319",839,915,683,"1,143","1,245","2,064","2,705",155,76
2020년11월_여_연령구간인구수,"26,666","11,174","2,348","3,319",839,915,683,"1,143","1,245","2,064","2,705",155,76
2020년11월_여_0~9세,"1,843","1,032",93,296,42,36,34,45,38,82,133,7,5
2020년11월_여_10~19세,"2,025","1,161",117,284,33,37,33,81,30,76,169,4,0
2020년11월_여_20~29세,"2,206","1,129",129,337,62,72,40,69,56,97,201,10,4
2020년11월_여_30~39세,"2,370","1,208",111,429,64,60,59,49,59,116,203,7,5
2020년11월_여_40~49세,"2,857","1,665",158,374,53,52,31,84,70,118,231,16,5
2020년11월_여_50~59세,"3,853","1,677",326,496,118,128,101,134,134,291,413,25,10
2020년11월_여_60~69세,"4,199","1,499",423,411,136,157,139,202,234,464,465,44,25
2020년11월_여_70~79세,"4,086","1,063",544,415,166,179,131,257,320,477,499,20,15
2020년11월_여_80~89세,"2,755",617,389,235,134,168,102,187,265,303,334,15,6
2020년11월_여_90~99세,442,111,54,38,29,26,13,31,39,40,53,7,1
2020년11월_여_100세 이상,30,12,4,4,2,0,0,4,0,0,4,0,0
2020년12월_계_총인구수,"53,099","21,893","4,693","6,922","1,812","1,777","1,372","2,322","2,409","4,038","5,268",405,188
2020년12월_계_연령구간인구수,"53,099","21,893","4,693","6,922","1,812","1,777","1,372","2,322","2,409","4,038","5,268",405,188
2020년12월_계_0~9세,"3,765","2,088",181,641,84,85,59,83,86,152,280,15,11
2020년12월_계_10~19세,"4,169","2,366",243,549,119,74,58,183,76,152,336,11,2
2020년12월_계_20~29세,"5,012","2,419",345,826,163,127,94,164,127,245,465,27,10
2020년12월_계_30~39세,"4,871","2,315",269,925,153,115,117,125,133,261,426,20,12
2020년12월_계_40~49세,"6,553","3,373",440,871,170,151,104,237,193,372,552,64,26
2020년12월_계_50~59세,"8,543","3,426",812,"1,129",285,284,233,388,335,645,891,85,30
2020년12월_계_60~69세,"8,467","2,876",851,874,322,342,302,400,469,919,953,106,53
2020년12월_계_70~79세,"7,171","1,958",916,726,295,314,239,423,540,834,843,48,35
2020년12월_계_80~89세,"3,965",920,559,333,181,251,148,277,402,406,458,22,8
2020년12월_계_90~99세,549,139,70,44,38,34,18,38,48,52,60,7,1
2020년12월_계_100세 이상,34,13,7,4,2,0,0,4,0,0,4,0,0
2020년12월_남_총인구수,"26,468","10,735","2,349","3,625",968,864,686,"1,172","1,158","1,979","2,572",248,112
2020년12월_남_연령구간인구수,"26,468","10,735","2,349","3,625",968,864,686,"1,172","1,158","1,979","2,572",248,112
2020년12월_남_0~9세,"1,926","1,066",91,345,41,49,25,37,46,69,144,7,6
2020년12월_남_10~19세,"2,147","1,202",127,268,88,36,24,102,45,74,172,7,2
2020년12월_남_20~29세,"2,813","1,297",215,493,96,59,52,93,71,152,262,17,6
2020년12월_남_30~39세,"2,508","1,119",158,498,85,56,62,73,72,145,221,13,6
2020년12월_남_40~49세,"3,702","1,702",290,500,116,98,70,153,120,255,329,48,21
2020년12월_남_50~59세,"4,711","1,757",483,642,168,157,134,253,203,355,478,60,21
2020년12월_남_60~69세,"4,261","1,372",424,465,186,185,157,198,238,455,491,62,28
2020년12월_남_70~79세,"3,075",893,375,305,129,136,109,166,216,360,339,27,20
2020년12월_남_80~89세,"1,215",297,168,103,50,79,49,89,139,103,129,7,2
2020년12월_남_90~99세,107,30,15,6,9,9,4,8,8,11,7,0,0
2020년12월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0
2020년12월_여_총인구수,"26,631","11,158","2,344","3,297",844,913,686,"1,150","1,251","2,059","2,696",157,76
2020년12월_여_연령구간인구수,"26,631","11,158","2,344","3,297",844,913,686,"1,150","1,251","2,059","2,696",157,76
2020년12월_여_0~9세,"1,839","1,022",90,296,43,36,34,46,40,83,136,8,5
2020년12월_여_10~19세,"2,022","1,164",116,281,31,38,34,81,31,78,164,4,0
2020년12월_여_20~29세,"2,199","1,122",130,333,67,68,42,71,56,93,203,10,4
2020년12월_여_30~39세,"2,363","1,196",111,427,68,59,55,52,61,116,205,7,6
2020년12월_여_40~49세,"2,851","1,671",150,371,54,53,34,84,73,117,223,16,5
2020년12월_여_50~59세,"3,832","1,669",329,487,117,127,99,135,132,290,413,25,9
2020년12월_여_60~69세,"4,206","1,504",427,409,136,157,145,202,231,464,462,44,25
2020년12월_여_70~79세,"4,096","1,065",541,421,166,178,130,257,324,474,504,21,15
2020년12월_여_80~89세,"2,750",623,391,230,131,172,99,188,263,303,329,15,6
2020년12월_여_90~99세,442,109,55,38,29,25,14,30,40,41,53,7,1
2020년12월_여_100세 이상,31,13,4,4,2,0,0,4,0,0,4,0,0
2021년01월_계_총인구수,"53,048","21,925","4,689","6,881","1,786","1,781","1,373","2,323","2,418","4,039","5,246",401,186
2021년01월_계_연령구간인구수,"53,048","21,925","4,689","6,881","1,786","1,781","1,373","2,323","2,418","4,039","5,246",401,186
2021년01월_계_0~9세,"3,760","2,074",185,638,82,88,62,86,87,154,279,14,11
2021년01월_계_10~19세,"4,163","2,393",235,535,111,77,58,179,80,156,326,11,2
2021년01월_계_20~29세,"4,995","2,423",344,823,157,124,89,171,127,241,461,26,9
2021년01월_계_30~39세,"4,836","2,293",267,918,150,116,117,123,130,264,431,18,9
2021년01월_계_40~49세,"6,537","3,386",438,859,162,151,106,239,195,367,544,62,28
2021년01월_계_50~59세,"8,516","3,424",807,"1,118",285,287,230,384,333,647,885,87,29
2021년01월_계_60~69세,"8,484","2,889",856,878,322,343,302,401,469,918,949,104,53
2021년01월_계_70~79세,"7,169","1,947",912,733,295,312,244,421,542,833,844,50,36
2021년01월_계_80~89세,"4,003",945,567,331,182,250,147,277,406,405,463,22,8
2021년01월_계_90~99세,550,137,71,44,38,33,18,38,49,54,60,7,1
2021년01월_계_100세 이상,35,14,7,4,2,0,0,4,0,0,4,0,0
2021년01월_남_총인구수,"26,446","10,765","2,338","3,601",946,869,689,"1,172","1,161","1,982","2,567",245,111
2021년01월_남_연령구간인구수,"26,446","10,765","2,338","3,601",946,869,689,"1,172","1,161","1,982","2,567",245,111
2021년01월_남_0~9세,"1,919","1,057",93,340,40,49,28,39,47,72,142,6,6
2021년01월_남_10~19세,"2,163","1,234",123,261,80,38,25,101,48,76,168,7,2
2021년01월_남_20~29세,"2,803","1,298",212,490,91,61,50,96,70,150,263,16,6
2021년01월_남_30~39세,"2,485","1,106",154,500,81,54,61,72,70,147,224,12,4
2021년01월_남_40~49세,"3,680","1,706",288,491,110,98,71,153,120,248,327,46,22
2021년01월_남_50~59세,"4,704","1,767",480,637,170,159,132,249,201,357,471,61,20
2021년01월_남_60~69세,"4,264","1,372",427,463,184,186,157,200,240,455,491,61,28
2021년01월_남_70~79세,"3,086",889,373,309,131,135,112,167,217,363,340,29,21
2021년01월_남_80~89세,"1,232",306,171,104,50,79,49,87,140,103,134,7,2
2021년01월_남_90~99세,107,30,14,6,9,10,4,8,8,11,7,0,0
2021년01월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0
2021년01월_여_총인구수,"26,602","11,160","2,351","3,280",840,912,684,"1,151","1,257","2,057","2,679",156,75
2021년01월_여_연령구간인구수,"26,602","11,160","2,351","3,280",840,912,684,"1,151","1,257","2,057","2,679",156,75
2021년01월_여_0~9세,"1,841","1,017",92,298,42,39,34,47,40,82,137,8,5
2021년01월_여_10~19세,"2,000","1,159",112,274,31,39,33,78,32,80,158,4,0
2021년01월_여_20~29세,"2,192","1,125",132,333,66,63,39,75,57,91,198,10,3
2021년01월_여_30~39세,"2,351","1,187",113,418,69,62,56,51,60,117,207,6,5
2021년01월_여_40~49세,"2,857","1,680",150,368,52,53,35,86,75,119,217,16,6
2021년01월_여_50~59세,"3,812","1,657",327,481,115,128,98,135,132,290,414,26,9
2021년01월_여_60~69세,"4,220","1,517",429,415,138,157,145,201,229,463,458,43,25
2021년01월_여_70~79세,"4,083","1,058",539,424,164,177,132,254,325,470,504,21,15
2021년01월_여_80~89세,"2,771",639,396,227,132,171,98,190,266,302,329,15,6
2021년01월_여_90~99세,443,107,57,38,29,23,14,30,41,43,53,7,1
2021년01월_여_100세 이상,32,14,4,4,2,0,0,4,0,0,4,0,0
2021년02월_계_총인구수,"52,944","21,865","4,660","6,893","1,786","1,769","1,376","2,327","2,408","4,035","5,234",403,188
2021년02월_계_연령구간인구수,"52,944","21,865","4,660","6,893","1,786","1,769","1,376","2,327","2,408","4,035","5,234",403,188
2021년02월_계_0~9세,"3,751","2,063",179,647,84,86,66,87,85,155,275,14,10
2021년02월_계_10~19세,"4,151","2,393",234,527,108,76,59,174,83,158,324,11,4
2021년02월_계_20~29세,"4,926","2,386",332,822,153,123,89,174,124,235,453,26,9
2021년02월_계_30~39세,"4,805","2,264",268,925,152,114,115,127,127,258,428,18,9
2021년02월_계_40~49세,"6,504","3,377",440,848,157,149,105,237,194,363,543,62,29
2021년02월_계_50~59세,"8,540","3,432",798,"1,125",287,288,233,384,332,655,888,90,28
2021년02월_계_60~69세,"8,504","2,910",853,884,323,341,300,405,465,913,952,104,54
2021년02월_계_70~79세,"7,146","1,941",909,728,296,311,243,422,540,836,835,50,35
2021년02월_계_80~89세,"4,029",947,569,336,186,250,148,275,407,407,473,22,9
2021년02월_계_90~99세,553,138,71,47,38,31,18,38,51,55,59,6,1
2021년02월_계_100세 이상,35,14,7,4,2,0,0,4,0,0,4,0,0
2021년02월_남_총인구수,"26,399","10,743","2,323","3,610",944,863,686,"1,173","1,156","1,974","2,568",247,112
2021년02월_남_연령구간인구수,"26,399","10,743","2,323","3,610",944,863,686,"1,173","1,156","1,974","2,568",247,112
2021년02월_남_0~9세,"1,909","1,046",90,347,40,47,29,39,46,72,141,6,6
2021년02월_남_10~19세,"2,165","1,241",125,257,80,36,25,99,50,75,168,7,2
2021년02월_남_20~29세,"2,758","1,277",202,488,87,61,50,98,69,147,256,17,6
2021년02월_남_30~39세,"2,478","1,100",156,507,85,53,59,74,67,142,219,12,4
2021년02월_남_40~49세,"3,652","1,691",289,483,103,96,69,153,120,245,334,46,23
2021년02월_남_50~59세,"4,729","1,778",476,640,172,160,135,248,203,361,475,62,19
2021년02월_남_60~69세,"4,272","1,384",426,465,184,186,155,201,236,453,492,61,29
2021년02월_남_70~79세,"3,083",887,369,306,133,136,112,167,217,365,341,29,21
2021년02월_남_80~89세,"1,240",308,172,110,51,79,48,86,139,103,135,7,2
2021년02월_남_90~99세,110,31,15,7,9,9,4,8,9,11,7,0,0
2021년02월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0
2021년02월_여_총인구수,"26,545","11,122","2,337","3,283",842,906,690,"1,154","1,252","2,061","2,666",156,76
2021년02월_여_연령구간인구수,"26,545","11,122","2,337","3,283",842,906,690,"1,154","1,252","2,061","2,666",156,76
2021년02월_여_0~9세,"1,842","1,017",89,300,44,39,37,48,39,83,134,8,4
2021년02월_여_10~19세,"1,986","1,152",109,270,28,40,34,75,33,83,156,4,2
2021년02월_여_20~29세,"2,168","1,109",130,334,66,62,39,76,55,88,197,9,3
2021년02월_여_30~39세,"2,327","1,164",112,418,67,61,56,53,60,116,209,6,5
2021년02월_여_40~49세,"2,852","1,686",151,365,54,53,36,84,74,118,209,16,6
2021년02월_여_50~59세,"3,811","1,654",322,485,115,128,98,136,129,294,413,28,9
2021년02월_여_60~69세,"4,232","1,526",427,419,139,155,145,204,229,460,460,43,25
2021년02월_여_70~79세,"4,063","1,054",540,422,163,175,131,255,323,471,494,21,14
2021년02월_여_80~89세,"2,789",639,397,226,135,171,100,189,268,304,338,15,7
2021년02월_여_90~99세,443,107,56,40,29,22,14,30,42,44,52,6,1
2021년02월_여_100세 이상,32,14,4,4,2,0,0,4,0,0,4,0,0
2021년03월_계_총인구수,"52,663","21,711","4,625","6,879","1,764","1,753","1,371","2,319","2,405","4,031","5,235",380,190
2021년03월_계_연령구간인구수,"52,663","21,711","4,625","6,879","1,764","1,753","1,371","2,319","2,405","4,031","5,235",380,190
2021년03월_계_0~9세,"3,723","2,036",176,643,83,87,66,92,85,154,276,14,11
2021년03월_계_10~19세,"4,137","2,378",232,532,109,76,57,168,84,156,331,9,5
2021년03월_계_20~29세,"4,920","2,390",333,829,150,122,91,170,122,229,449,27,8
2021년03월_계_30~39세,"4,775","2,255",266,917,145,115,113,125,126,254,432,18,9
2021년03월_계_40~49세,"6,447","3,333",432,851,149,143,104,239,189,366,550,60,31
2021년03월_계_50~59세,"8,448","3,397",791,"1,129",286,283,224,378,338,648,861,84,29
2021년03월_계_60~69세,"8,500","2,892",859,872,324,338,304,408,468,926,958,99,52
2021년03월_계_70~79세,"7,092","1,931",897,718,295,309,245,417,533,834,832,46,35
2021년03월_계_80~89세,"4,050",954,565,344,186,247,146,280,410,407,482,20,9
2021년03월_계_90~99세,548,136,71,42,36,33,21,38,50,57,60,3,1
2021년03월_계_100세 이상,23,9,3,2,1,0,0,4,0,0,4,0,0
2021년03월_남_총인구수,"26,333","10,709","2,311","3,614",938,855,684,"1,163","1,151","1,976","2,585",233,114
2021년03월_남_연령구간인구수,"26,333","10,709","2,311","3,614",938,855,684,"1,163","1,151","1,976","2,585",233,114
2021년03월_남_0~9세,"1,901","1,041",89,346,39,46,29,39,47,72,140,6,7
2021년03월_남_10~19세,"2,160","1,239",124,257,78,37,24,93,50,76,174,5,3
2021년03월_남_20~29세,"2,775","1,283",206,493,87,59,52,97,69,143,263,18,5
2021년03월_남_30~39세,"2,470","1,102",156,504,83,53,58,71,65,141,221,12,4
2021년03월_남_40~49세,"3,628","1,677",283,483,98,94,68,155,115,248,339,45,23
2021년03월_남_50~59세,"4,692","1,758",477,644,173,157,131,245,206,359,462,60,20
2021년03월_남_60~69세,"4,298","1,385",428,463,187,187,159,203,239,458,503,57,29
2021년03월_남_70~79세,"3,055",883,361,307,131,136,112,166,211,365,337,25,21
2021년03월_남_80~89세,"1,244",311,172,110,53,77,47,86,140,103,138,5,2
2021년03월_남_90~99세,110,30,15,7,9,9,4,8,9,11,8,0,0
2021년03월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"26,330","11,002","2,314","3,265",826,898,687,"1,156","1,254","2,055","2,650",147,76
2021년03월_여_연령구간인구수,"26,330","11,002","2,314","3,265",826,898,687,"1,156","1,254","2,055","2,650",147,76
2021년03월_여_0~9세,"1,822",995,87,297,44,41,37,53,38,82,136,8,4
2021년03월_여_10~19세,"1,977","1,139",108,275,31,39,33,75,34,80,157,4,2
2021년03월_여_20~29세,"2,145","1,107",127,336,63,63,39,73,53,86,186,9,3
2021년03월_여_30~39세,"2,305","1,153",110,413,62,62,55,54,61,113,211,6,5
2021년03월_여_40~49세,"2,819","1,656",149,368,51,49,36,84,74,118,211,15,8
2021년03월_여_50~59세,"3,756","1,639",314,485,113,126,93,133,132,289,399,24,9
2021년03월_여_60~69세,"4,202","1,507",431,409,137,151,145,205,229,468,455,42,23
2021년03월_여_70~79세,"4,037","1,048",536,411,164,173,133,251,322,469,495,21,14
2021년03월_여_80~89세,"2,806",643,393,234,133,170,99,194,270,304,344,15,7
2021년03월_여_90~99세,438,106,56,35,27,24,17,30,41,46,52,3,1
2021년03월_여_100세 이상,23,9,3,2,1,0,0,4,0,0,4,0,0
2021년04월_계_총인구수,"52,587","21,703","4,642","6,839","1,762","1,752","1,372","2,315","2,381","4,016","5,236",380,189
2021년04월_계_연령구간인구수,"52,587","21,703","4,642","6,839","1,762","1,752","1,372","2,315","2,381","4,016","5,236",380,189
2021년04월_계_0~9세,"3,689","2,027",178,634,82,87,64,88,80,152,272,14,11
2021년04월_계_10~19세,"4,135","2,372",238,531,110,75,58,169,84,153,331,9,5
2021년04월_계_20~29세,"4,894","2,386",337,823,149,121,87,168,117,227,445,27,7
2021년04월_계_30~39세,"4,782","2,267",271,903,146,113,114,126,127,251,437,18,9
2021년04월_계_40~49세,"6,397","3,314",431,850,146,141,105,231,183,364,542,59,31
2021년04월_계_50~59세,"8,465","3,403",791,"1,122",290,286,224,381,339,646,869,85,29
2021년04월_계_60~69세,"8,517","2,907",859,874,323,337,304,414,464,926,957,100,52
2021년04월_계_70~79세,"7,061","1,927",891,713,287,306,247,415,524,836,836,45,34
2021년04월_계_80~89세,"4,075",958,568,346,193,253,148,282,412,403,482,20,10
2021년04월_계_90~99세,548,133,75,40,35,33,21,37,51,58,61,3,1
2021년04월_계_100세 이상,24,9,3,3,1,0,0,4,0,0,4,0,0
2021년04월_남_총인구수,"26,299","10,703","2,320","3,596",937,857,686,"1,163","1,134","1,969","2,587",233,114
2021년04월_남_연령구간인구수,"26,299","10,703","2,320","3,596",937,857,686,"1,163","1,134","1,969","2,587",233,114
