카테고리,전라남도 함평군,전라남도 함평군 함평읍,전라남도 함평군 손불면,전라남도 함평군 신광면,전라남도 함평군 학교면,전라남도 함평군 엄다면,전라남도 함평군 대동면,전라남도 함평군 나산면,전라남도 함평군 해보면,전라남도 함평군 월야면
2020년10월_계_20~29세,"2,518",796,198,130,268,143,254,199,256,274
2020년10월_계_30~39세,"2,165",724,178,119,238,102,196,190,186,232
2020년10월_계_40~49세,"3,507","1,144",346,185,384,171,290,258,321,408
2020년10월_계_50~59세,"5,539","1,358",585,292,666,369,583,509,530,647
2020년10월_계_60~69세,"5,887","1,271",659,413,778,369,545,637,563,652
2020년10월_계_70~79세,"5,163","1,054",654,330,669,345,525,473,444,669
2020년10월_계_80~89세,"3,415",687,425,228,464,264,348,331,289,379
2020년10월_계_90~99세,490,93,47,37,71,36,51,51,49,55
2020년10월_계_100세 이상,26,6,1,1,4,1,1,2,7,3
2020년10월_남_총인구수,"16,113","4,151","1,699",933,"1,943",935,"1,610","1,431","1,458","1,953"
2020년10월_남_연령구간인구수,"16,113","4,151","1,699",933,"1,943",935,"1,610","1,431","1,458","1,953"
2020년10월_남_0~9세,734,277,59,38,82,18,60,58,53,89
2020년10월_남_10~19세,"1,095",414,93,34,113,50,131,65,68,127
2020년10월_남_20~29세,"1,491",438,121,69,166,93,160,119,150,175
2020년10월_남_30~39세,"1,154",357,98,72,129,56,114,105,93,130
2020년10월_남_40~49세,"2,083",620,231,119,235,99,159,152,186,282
2020년10월_남_50~59세,"3,218",745,342,162,377,211,364,301,313,403
2020년10월_남_60~69세,"3,058",630,347,207,416,197,272,343,297,349
2020년10월_남_70~79세,"2,152",437,260,151,278,131,235,193,193,274
2020년10월_남_80~89세,"1,015",209,137,73,132,70,107,90,89,108
2020년10월_남_90~99세,111,22,11,8,15,10,8,5,16,16
2020년10월_남_100세 이상,2,2,0,0,0,0,0,0,0,0
2020년10월_여_총인구수,"16,079","4,290","1,719",936,"1,969","1,001","1,527","1,463","1,421","1,753"
2020년10월_여_연령구간인구수,"16,079","4,290","1,719",936,"1,969","1,001","1,527","1,463","1,421","1,753"
2020년10월_여_0~9세,674,266,82,31,62,27,47,45,48,66
2020년10월_여_10~19세,979,351,91,31,113,41,106,76,65,105
2020년10월_여_20~29세,"1,027",358,77,61,102,50,94,80,106,99
2020년10월_여_30~39세,"1,011",367,80,47,109,46,82,85,93,102
2020년10월_여_40~49세,"1,424",524,115,66,149,72,131,106,135,126
2020년10월_여_50~59세,"2,321",613,243,130,289,158,219,208,217,244
2020년10월_여_60~69세,"2,829",641,312,206,362,172,273,294,266,303
2020년10월_여_70~79세,"3,011",617,394,179,391,214,290,280,251,395
2020년10월_여_80~89세,"2,400",478,288,155,332,194,241,241,200,271
2020년10월_여_90~99세,379,71,36,29,56,26,43,46,33,39
2020년10월_여_100세 이상,24,4,1,1,4,1,1,2,7,3
2020년11월_계_총인구수,"32,112","8,403","3,411","1,871","3,902","1,934","3,125","2,876","2,874","3,716"
2020년11월_계_연령구간인구수,"32,112","8,403","3,411","1,871","3,902","1,934","3,125","2,876","2,874","3,716"
2020년11월_계_0~9세,"1,388",541,139,66,138,46,100,101,100,157
2020년11월_계_10~19세,"2,067",763,184,63,229,88,234,139,134,233
2020년11월_계_20~29세,"2,527",791,192,137,270,144,253,202,258,280
2020년11월_계_30~39세,"2,133",706,178,117,234,100,197,183,186,232
2020년11월_계_40~49세,"3,500","1,141",349,183,384,174,291,257,318,403
2020년11월_계_50~59세,"5,510","1,359",577,289,661,365,581,502,526,650
2020년11월_계_60~69세,"5,904","1,268",660,418,784,369,548,631,569,657
2020년11월_계_70~79세,"5,165","1,053",660,328,667,348,522,476,444,667
2020년11월_계_80~89세,"3,401",681,423,231,463,262,347,331,286,377
2020년11월_계_90~99세,491,94,48,37,69,37,51,52,46,57
2020년11월_계_100세 이상,26,6,1,2,3,1,1,2,7,3
2020년11월_남_총인구수,"16,079","4,136","1,700",934,"1,942",931,"1,603","1,422","1,455","1,956"
2020년11월_남_연령구간인구수,"16,079","4,136","1,700",934,"1,942",931,"1,603","1,422","1,455","1,956"
2020년11월_남_0~9세,721,274,59,36,80,18,53,58,52,91
2020년11월_남_10~19세,"1,088",411,94,32,116,47,130,64,68,126
2020년11월_남_20~29세,"1,501",436,118,71,168,95,162,122,151,178
2020년11월_남_30~39세,"1,139",353,97,71,126,53,113,102,93,131
2020년11월_남_40~49세,"2,080",617,232,121,234,101,164,149,185,277
2020년11월_남_50~59세,"3,200",744,340,159,376,209,359,298,310,405
2020년11월_남_60~69세,"3,071",634,346,210,421,196,274,341,300,349
2020년11월_남_70~79세,"2,149",435,264,152,272,131,234,193,193,275
2020년11월_남_80~89세,"1,017",208,139,73,135,71,106,90,88,107
2020년11월_남_90~99세,111,22,11,9,14,10,8,5,15,17
2020년11월_남_100세 이상,2,2,0,0,0,0,0,0,0,0
2020년11월_여_총인구수,"16,033","4,267","1,711",937,"1,960","1,003","1,522","1,454","1,419","1,760"
2020년11월_여_연령구간인구수,"16,033","4,267","1,711",937,"1,960","1,003","1,522","1,454","1,419","1,760"
2020년11월_여_0~9세,667,267,80,30,58,28,47,43,48,66
2020년11월_여_10~19세,979,352,90,31,113,41,104,75,66,107
2020년11월_여_20~29세,"1,026",355,74,66,102,49,91,80,107,102
2020년11월_여_30~39세,994,353,81,46,108,47,84,81,93,101
2020년11월_여_40~49세,"1,420",524,117,62,150,73,127,108,133,126
2020년11월_여_50~59세,"2,310",615,237,130,285,156,222,204,216,245
2020년11월_여_60~69세,"2,833",634,314,208,363,173,274,290,269,308
2020년11월_여_70~79세,"3,016",618,396,176,395,217,288,283,251,392
2020년11월_여_80~89세,"2,384",473,284,158,328,191,241,241,198,270
2020년11월_여_90~99세,380,72,37,28,55,27,43,47,31,40
2020년11월_여_100세 이상,24,4,1,2,3,1,1,2,7,3
2020년12월_계_총인구수,"32,050","8,401","3,401","1,855","3,888","1,923","3,122","2,875","2,860","3,725"
2020년12월_계_연령구간인구수,"32,050","8,401","3,401","1,855","3,888","1,923","3,122","2,875","2,860","3,725"
2020년12월_계_0~9세,"1,387",547,136,64,137,47,99,103,100,154
2020년12월_계_10~19세,"2,048",762,183,65,228,84,228,138,129,231
2020년12월_계_20~29세,"2,516",782,188,129,272,137,256,203,253,296
2020년12월_계_30~39세,"2,124",702,176,115,236,103,194,182,184,232
2020년12월_계_40~49세,"3,477","1,134",353,179,373,173,290,254,318,403
2020년12월_계_50~59세,"5,505","1,356",579,289,659,362,582,503,526,649
2020년12월_계_60~69세,"5,919","1,279",657,420,785,372,551,633,567,655
2020년12월_계_70~79세,"5,155","1,057",660,323,664,346,519,473,444,669
2020년12월_계_80~89세,"3,404",678,423,231,464,261,351,332,285,379
2020년12월_계_90~99세,490,98,46,38,67,37,51,52,47,54
2020년12월_계_100세 이상,25,6,0,2,3,1,1,2,7,3
2020년12월_남_총인구수,"16,062","4,135","1,697",926,"1,937",924,"1,604","1,424","1,456","1,959"
2020년12월_남_연령구간인구수,"16,062","4,135","1,697",926,"1,937",924,"1,604","1,424","1,456","1,959"
2020년12월_남_0~9세,721,278,58,35,78,17,52,58,55,90
2020년12월_남_10~19세,"1,083",415,94,34,116,43,127,66,63,125
2020년12월_남_20~29세,"1,498",431,115,66,170,90,165,122,153,186
2020년12월_남_30~39세,"1,129",347,94,70,127,54,114,101,91,131
2020년12월_남_40~49세,"2,066",615,237,120,225,99,162,147,186,275
2020년12월_남_50~59세,"3,211",747,341,158,378,212,360,300,310,405
2020년12월_남_60~69세,"3,074",636,342,212,423,199,274,341,302,345
2020년12월_남_70~79세,"2,147",436,266,149,273,128,233,192,193,277
2020년12월_남_80~89세,"1,018",207,140,72,132,72,109,91,87,108
2020년12월_남_90~99세,113,21,10,10,15,10,8,6,16,17
2020년12월_남_100세 이상,2,2,0,0,0,0,0,0,0,0
2020년12월_여_총인구수,"15,988","4,266","1,704",929,"1,951",999,"1,518","1,451","1,404","1,766"
2020년12월_여_연령구간인구수,"15,988","4,266","1,704",929,"1,951",999,"1,518","1,451","1,404","1,766"
2020년12월_여_0~9세,666,269,78,29,59,30,47,45,45,64
2020년12월_여_10~19세,965,347,89,31,112,41,101,72,66,106
2020년12월_여_20~29세,"1,018",351,73,63,102,47,91,81,100,110
2020년12월_여_30~39세,995,355,82,45,109,49,80,81,93,101
2020년12월_여_40~49세,"1,411",519,116,59,148,74,128,107,132,128
2020년12월_여_50~59세,"2,294",609,238,131,281,150,222,203,216,244
2020년12월_여_60~69세,"2,845",643,315,208,362,173,277,292,265,310
2020년12월_여_70~79세,"3,008",621,394,174,391,218,286,281,251,392
2020년12월_여_80~89세,"2,386",471,283,159,332,189,242,241,198,271
2020년12월_여_90~99세,377,77,36,28,52,27,43,46,31,37
2020년12월_여_100세 이상,23,4,0,2,3,1,1,2,7,3
2021년01월_계_총인구수,"31,992","8,389","3,399","1,853","3,870","1,919","3,115","2,868","2,861","3,718"
2021년01월_계_연령구간인구수,"31,992","8,389","3,399","1,853","3,870","1,919","3,115","2,868","2,861","3,718"
2021년01월_계_0~9세,"1,355",532,132,62,134,49,95,101,98,152
2021년01월_계_10~19세,"2,046",764,184,68,227,84,225,137,128,229
2021년01월_계_20~29세,"2,496",778,189,128,265,134,257,199,255,291
2021년01월_계_30~39세,"2,097",698,175,111,228,105,193,177,188,222
2021년01월_계_40~49세,"3,485","1,137",354,178,376,170,289,257,312,412
2021년01월_계_50~59세,"5,499","1,361",581,290,659,362,579,498,526,643
2021년01월_계_60~69세,"5,934","1,283",654,420,782,370,552,640,570,663
2021년01월_계_70~79세,"5,139","1,053",661,320,661,344,518,472,444,666
2021년01월_계_80~89세,"3,421",676,424,235,467,260,356,334,286,383
2021년01월_계_90~99세,493,101,45,39,68,39,49,51,47,54
2021년01월_계_100세 이상,27,6,0,2,3,2,2,2,7,3
2021년01월_남_총인구수,"16,056","4,140","1,690",923,"1,925",930,"1,602","1,421","1,468","1,957"
2021년01월_남_연령구간인구수,"16,056","4,140","1,690",923,"1,925",930,"1,602","1,421","1,468","1,957"
2021년01월_남_0~9세,706,269,55,35,76,19,51,56,54,91
2021년01월_남_10~19세,"1,085",419,94,36,113,45,124,66,63,125
2021년01월_남_20~29세,"1,490",434,115,66,166,88,166,118,156,181
2021년01월_남_30~39세,"1,121",345,90,66,124,59,116,99,97,125
2021년01월_남_40~49세,"2,067",612,237,118,230,98,162,148,182,280
2021년01월_남_50~59세,"3,209",753,342,158,375,211,358,296,315,401
2021년01월_남_60~69세,"3,090",638,340,213,420,198,275,349,304,353
2021년01월_남_70~79세,"2,152",442,268,147,272,130,232,192,193,276
2021년01월_남_80~89세,"1,020",204,139,74,134,72,110,91,88,108
2021년01월_남_90~99세,114,22,10,10,15,10,8,6,16,17
2021년01월_남_100세 이상,2,2,0,0,0,0,0,0,0,0
2021년01월_여_총인구수,"15,936","4,249","1,709",930,"1,945",989,"1,513","1,447","1,393","1,761"
2021년01월_여_연령구간인구수,"15,936","4,249","1,709",930,"1,945",989,"1,513","1,447","1,393","1,761"
2021년01월_여_0~9세,649,263,77,27,58,30,44,45,44,61
2021년01월_여_10~19세,961,345,90,32,114,39,101,71,65,104
2021년01월_여_20~29세,"1,006",344,74,62,99,46,91,81,99,110
2021년01월_여_30~39세,976,353,85,45,104,46,77,78,91,97
2021년01월_여_40~49세,"1,418",525,117,60,146,72,127,109,130,132
2021년01월_여_50~59세,"2,290",608,239,132,284,151,221,202,211,242
2021년01월_여_60~69세,"2,844",645,314,207,362,172,277,291,266,310
2021년01월_여_70~79세,"2,987",611,393,173,389,214,286,280,251,390
2021년01월_여_80~89세,"2,401",472,285,161,333,188,246,243,198,275
2021년01월_여_90~99세,379,79,35,29,53,29,41,45,31,37
2021년01월_여_100세 이상,25,4,0,2,3,2,2,2,7,3
2021년02월_계_총인구수,"31,899","8,343","3,391","1,851","3,868","1,920","3,105","2,852","2,852","3,717"
2021년02월_계_연령구간인구수,"31,899","8,343","3,391","1,851","3,868","1,920","3,105","2,852","2,852","3,717"
2021년02월_계_0~9세,"1,346",528,127,63,133,49,99,99,99,149
2021년02월_계_10~19세,"2,017",758,185,70,222,84,208,135,127,228
2021년02월_계_20~29세,"2,464",765,186,123,270,134,254,195,251,286
2021년02월_계_30~39세,"2,079",688,172,112,225,105,191,178,185,223
2021년02월_계_40~49세,"3,463","1,133",356,176,374,170,281,258,309,406
2021년02월_계_50~59세,"5,471","1,353",575,287,661,357,580,487,530,641
2021년02월_계_60~69세,"5,972","1,288",656,426,785,375,559,640,564,679
2021년02월_계_70~79세,"5,108","1,043",657,317,652,342,520,468,447,662
2021년02월_계_80~89세,"3,456",678,431,236,474,263,361,340,288,385
2021년02월_계_90~99세,495,103,45,39,69,39,50,50,45,55
2021년02월_계_100세 이상,28,6,1,2,3,2,2,2,7,3
2021년02월_남_총인구수,"16,006","4,110","1,686",921,"1,922",931,"1,603","1,411","1,462","1,960"
2021년02월_남_연령구간인구수,"16,006","4,110","1,686",921,"1,922",931,"1,603","1,411","1,462","1,960"
2021년02월_남_0~9세,703,267,55,35,76,19,53,55,53,90
2021년02월_남_10~19세,"1,075",418,92,34,112,45,120,65,62,127
2021년02월_남_20~29세,"1,470",424,115,64,169,89,162,116,152,179
2021년02월_남_30~39세,"1,113",340,89,67,121,60,116,98,97,125
2021년02월_남_40~49세,"2,050",607,237,117,230,96,157,149,180,277
2021년02월_남_50~59세,"3,192",749,339,155,375,210,360,290,316,398
2021년02월_남_60~69세,"3,115",637,341,218,421,201,281,349,305,362
2021년02월_남_70~79세,"2,140",441,266,147,269,130,232,190,190,275
2021년02월_남_80~89세,"1,031",203,142,74,134,71,113,93,92,109
2021년02월_남_90~99세,115,22,10,10,15,10,9,6,15,18
2021년02월_남_100세 이상,2,2,0,0,0,0,0,0,0,0
2021년02월_여_총인구수,"15,893","4,233","1,705",930,"1,946",989,"1,502","1,441","1,390","1,757"
2021년02월_여_연령구간인구수,"15,893","4,233","1,705",930,"1,946",989,"1,502","1,441","1,390","1,757"
2021년02월_여_0~9세,643,261,72,28,57,30,46,44,46,59
2021년02월_여_10~19세,942,340,93,36,110,39,88,70,65,101
2021년02월_여_20~29세,994,341,71,59,101,45,92,79,99,107
2021년02월_여_30~39세,966,348,83,45,104,45,75,80,88,98
2021년02월_여_40~49세,"1,413",526,119,59,144,74,124,109,129,129
2021년02월_여_50~59세,"2,279",604,236,132,286,147,220,197,214,243
2021년02월_여_60~69세,"2,857",651,315,208,364,174,278,291,259,317
2021년02월_여_70~79세,"2,968",602,391,170,383,212,288,278,257,387
2021년02월_여_80~89세,"2,425",475,289,162,340,192,248,247,196,276
2021년02월_여_90~99세,380,81,35,29,54,29,41,44,30,37
2021년02월_여_100세 이상,26,4,1,2,3,2,2,2,7,3
2021년03월_계_총인구수,"31,711","8,317","3,366","1,844","3,809","1,904","3,147","2,831","2,784","3,709"
2021년03월_계_연령구간인구수,"31,711","8,317","3,366","1,844","3,809","1,904","3,147","2,831","2,784","3,709"
2021년03월_계_0~9세,"1,320",513,129,63,132,49,96,101,90,147
2021년03월_계_10~19세,"2,071",757,183,68,219,87,263,135,128,231
2021년03월_계_20~29세,"2,440",761,182,122,265,134,250,194,245,287
2021년03월_계_30~39세,"2,019",677,167,109,216,102,186,174,177,211
2021년03월_계_40~49세,"3,411","1,125",348,175,365,164,280,253,295,406
2021년03월_계_50~59세,"5,422","1,360",565,287,647,350,579,480,515,639
2021년03월_계_60~69세,"5,987","1,295",655,427,782,376,561,644,564,683
2021년03월_계_70~79세,"5,062","1,033",657,317,640,338,521,464,434,658
2021년03월_계_80~89세,"3,459",685,433,236,470,264,358,338,289,386
2021년03월_계_90~99세,502,105,46,38,71,39,51,48,46,58
2021년03월_계_100세 이상,18,6,1,2,2,1,2,0,1,3
2021년03월_남_총인구수,"15,939","4,093","1,682",915,"1,905",924,"1,626","1,407","1,437","1,950"
2021년03월_남_연령구간인구수,"15,939","4,093","1,682",915,"1,905",924,"1,626","1,407","1,437","1,950"
2021년03월_남_0~9세,693,259,56,36,76,19,53,55,49,90
2021년03월_남_10~19세,"1,102",415,92,32,111,47,149,65,64,127
2021년03월_남_20~29세,"1,456",418,112,64,170,91,158,118,146,179
2021년03월_남_30~39세,"1,080",334,89,64,116,58,113,95,94,117
2021년03월_남_40~49세,"2,022",601,236,118,225,95,155,147,169,276
2021년03월_남_50~59세,"3,177",757,333,155,372,205,360,285,315,395
2021년03월_남_60~69세,"3,131",642,341,219,420,202,282,356,307,362
2021년03월_남_70~79세,"2,131",437,268,145,267,128,233,189,187,277
2021년03월_남_80~89세,"1,029",206,145,72,133,70,114,90,91,108
2021년03월_남_90~99세,116,22,10,10,15,9,9,7,15,19
2021년03월_남_100세 이상,2,2,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"15,772","4,224","1,684",929,"1,904",980,"1,521","1,424","1,347","1,759"
2021년03월_여_연령구간인구수,"15,772","4,224","1,684",929,"1,904",980,"1,521","1,424","1,347","1,759"
2021년03월_여_0~9세,627,254,73,27,56,30,43,46,41,57
2021년03월_여_10~19세,969,342,91,36,108,40,114,70,64,104
2021년03월_여_20~29세,984,343,70,58,95,43,92,76,99,108
2021년03월_여_30~39세,939,343,78,45,100,44,73,79,83,94
2021년03월_여_40~49세,"1,389",524,112,57,140,69,125,106,126,130
2021년03월_여_50~59세,"2,245",603,232,132,275,145,219,195,200,244
2021년03월_여_60~69세,"2,856",653,314,208,362,174,279,288,257,321
2021년03월_여_70~79세,"2,931",596,389,172,373,210,288,275,247,381
2021년03월_여_80~89세,"2,430",479,288,164,337,194,244,248,198,278
2021년03월_여_90~99세,386,83,36,28,56,30,42,41,31,39
2021년03월_여_100세 이상,16,4,1,2,2,1,2,0,1,3
2021년04월_계_총인구수,"31,653","8,266","3,358","1,828","3,803","1,898","3,147","2,835","2,799","3,719"
2021년04월_계_연령구간인구수,"31,653","8,266","3,358","1,828","3,803","1,898","3,147","2,835","2,799","3,719"
2021년04월_계_0~9세,"1,308",510,127,63,130,48,96,102,90,142
2021년04월_계_10~19세,"2,078",760,184,65,217,86,269,132,132,233
2021년04월_계_20~29세,"2,422",748,180,116,264,133,250,195,244,292
2021년04월_계_30~39세,"2,003",672,165,110,215,97,185,176,176,207
2021년04월_계_40~49세,"3,394","1,114",349,169,364,166,276,255,291,410
2021년04월_계_50~59세,"5,357","1,343",555,280,645,343,574,473,518,626
2021년04월_계_60~69세,"6,050","1,301",662,433,787,385,567,647,573,695
2021년04월_계_70~79세,"5,037","1,025",659,311,633,336,512,469,433,659
2021년04월_계_80~89세,"3,487",687,430,242,474,264,363,338,294,395
2021년04월_계_90~99세,504,104,46,38,72,39,53,48,47,57
2021년04월_계_100세 이상,13,2,1,1,2,1,2,0,1,3
2021년04월_남_총인구수,"15,934","4,081","1,679",910,"1,905",924,"1,627","1,410","1,439","1,959"
2021년04월_남_연령구간인구수,"15,934","4,081","1,679",910,"1,905",924,"1,627","1,410","1,439","1,959"
2021년04월_남_0~9세,687,257,55,36,76,18,53,56,49,87
2021년04월_남_10~19세,"1,103",415,92,30,109,47,154,63,65,128
2021년04월_남_20~29세,"1,448",414,110,63,170,90,157,119,144,181
2021년04월_남_30~39세,"1,077",332,91,65,115,56,112,96,92,118
2021년04월_남_40~49세,"2,020",603,235,116,228,97,152,148,165,276
2021년04월_남_50~59세,"3,142",748,328,151,373,202,356,279,316,389
2021년04월_남_60~69세,"3,174",649,345,223,421,205,288,360,313,370
2021년04월_남_70~79세,"2,124",433,268,142,262,128,229,193,188,281
2021년04월_남_80~89세,"1,045",210,145,74,136,72,116,89,92,111
2021년04월_남_90~99세,114,20,10,10,15,9,10,7,15,18
2021년04월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"15,719","4,185","1,679",918,"1,898",974,"1,520","1,425","1,360","1,760"
2021년04월_여_연령구간인구수,"15,719","4,185","1,679",918,"1,898",974,"1,520","1,425","1,360","1,760"
2021년04월_여_0~9세,621,253,72,27,54,30,43,46,41,55
2021년04월_여_10~19세,975,345,92,35,108,39,115,69,67,105
2021년04월_여_20~29세,974,334,70,53,94,43,93,76,100,111
2021년04월_여_30~39세,926,340,74,45,100,41,73,80,84,89
2021년04월_여_40~49세,"1,374",511,114,53,136,69,124,107,126,134
2021년04월_여_50~59세,"2,215",595,227,129,272,141,218,194,202,237
2021년04월_여_60~69세,"2,876",652,317,210,366,180,279,287,260,325
2021년04월_여_70~79세,"2,913",592,391,169,371,208,283,276,245,378
2021년04월_여_80~89세,"2,442",477,285,168,338,192,247,249,202,284
2021년04월_여_90~99세,390,84,36,28,57,30,43,41,32,39
2021년04월_여_100세 이상,13,2,1,1,2,1,2,0,1,3
2021년05월_계_총인구수,"31,629","8,257","3,358","1,826","3,786","1,895","3,139","2,840","2,802","3,726"
2021년05월_계_연령구간인구수,"31,629","8,257","3,358","1,826","3,786","1,895","3,139","2,840","2,802","3,726"
2021년05월_계_0~9세,"1,297",501,127,61,131,49,93,101,91,143
2021년05월_계_10~19세,"2,060",762,182,64,208,83,267,132,131,231
2021년05월_계_20~29세,"2,419",752,181,115,262,135,247,194,242,291
2021년05월_계_30~39세,"1,989",663,163,111,213,98,178,176,180,207
2021년05월_계_40~49세,"3,362","1,114",348,165,359,164,269,256,286,401
2021년05월_계_50~59세,"5,373","1,335",559,285,644,341,578,473,520,638
2021년05월_계_60~69세,"6,070","1,309",658,429,788,384,572,655,575,700
2021년05월_계_70~79세,"5,019","1,017",657,314,631,336,513,464,434,653
2021년05월_계_80~89세,"3,514",697,436,243,476,264,364,341,292,401
2021년05월_계_90~99세,513,106,46,38,73,40,55,48,50,57
2021년05월_계_100세 이상,13,1,1,1,1,1,3,0,1,4
2021년05월_남_총인구수,"15,927","4,071","1,684",910,"1,897",920,"1,624","1,417","1,441","1,963"
2021년05월_남_연령구간인구수,"15,927","4,071","1,684",910,"1,897",920,"1,624","1,417","1,441","1,963"
2021년05월_남_0~9세,679,251,56,35,76,19,51,55,50,86
2021년05월_남_10~19세,"1,098",417,93,30,105,45,153,64,65,126
2021년05월_남_20~29세,"1,438",412,109,62,167,90,156,118,143,181
2021년05월_남_30~39세,"1,070",327,88,66,115,57,110,95,93,119
2021년05월_남_40~49세,"1,996",602,233,116,222,96,145,150,163,269
2021년05월_남_50~59세,"3,159",745,331,153,379,202,361,279,313,396
2021년05월_남_60~69세,"3,194",654,348,220,420,202,293,366,316,375
2021년05월_남_70~79세,"2,117",429,267,143,261,128,228,193,190,278
2021년05월_남_80~89세,"1,059",214,149,75,137,72,117,90,91,114
2021년05월_남_90~99세,117,20,10,10,15,9,10,7,17,19
2021년05월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"15,702","4,186","1,674",916,"1,889",975,"1,515","1,423","1,361","1,763"
2021년05월_여_연령구간인구수,"15,702","4,186","1,674",916,"1,889",975,"1,515","1,423","1,361","1,763"
2021년05월_여_0~9세,618,250,71,26,55,30,42,46,41,57
2021년05월_여_10~19세,962,345,89,34,103,38,114,68,66,105
2021년05월_여_20~29세,981,340,72,53,95,45,91,76,99,110
2021년05월_여_30~39세,919,336,75,45,98,41,68,81,87,88
2021년05월_여_40~49세,"1,366",512,115,49,137,68,124,106,123,132
2021년05월_여_50~59세,"2,214",590,228,132,265,139,217,194,207,242
2021년05월_여_60~69세,"2,876",655,310,209,368,182,279,289,259,325
2021년05월_여_70~79세,"2,902",588,390,171,370,208,285,271,244,375
2021년05월_여_80~89세,"2,455",483,287,168,339,192,247,251,201,287
2021년05월_여_90~99세,396,86,36,28,58,31,45,41,33,38
2021년05월_여_100세 이상,13,1,1,1,1,1,3,0,1,4
2021년06월_계_총인구수,"31,526","8,240","3,355","1,817","3,770","1,882","3,116","2,830","2,792","3,724"
2021년06월_계_연령구간인구수,"31,526","8,240","3,355","1,817","3,770","1,882","3,116","2,830","2,792","3,724"
2021년06월_계_0~9세,"1,278",493,129,61,127,47,92,98,90,141
2021년06월_계_10~19세,"2,044",767,181,63,208,82,259,126,130,228
2021년06월_계_20~29세,"2,395",746,184,111,259,132,241,195,239,288
2021년06월_계_30~39세,"1,950",643,162,111,211,96,171,171,181,204
2021년06월_계_40~49세,"3,353","1,106",350,163,355,163,266,259,286,405
2021년06월_계_50~59세,"5,343","1,342",554,285,638,335,572,466,512,639
2021년06월_계_60~69세,"6,103","1,317",658,427,788,390,578,665,575,705
2021년06월_계_70~79세,"5,008","1,019",657,312,630,333,512,461,433,651
2021년06월_계_80~89세,"3,528",699,433,246,480,263,366,341,296,404
2021년06월_계_90~99세,510,106,46,37,73,40,56,48,49,55
2021년06월_계_100세 이상,14,2,1,1,1,1,3,0,1,4
2021년06월_남_총인구수,"15,889","4,071","1,687",901,"1,897",916,"1,609","1,413","1,433","1,962"
2021년06월_남_연령구간인구수,"15,889","4,071","1,687",901,"1,897",916,"1,609","1,413","1,433","1,962"
2021년06월_남_0~9세,663,247,55,35,71,18,50,52,49,86
2021년06월_남_10~19세,"1,096",423,94,28,109,44,146,65,65,122
2021년06월_남_20~29세,"1,428",411,113,61,165,89,153,117,140,179
2021년06월_남_30~39세,"1,047",317,87,64,116,56,105,92,93,117
2021년06월_남_40~49세,"1,998",600,234,115,223,97,144,150,163,272
2021년06월_남_50~59세,"3,137",744,329,154,376,198,357,277,306,396
2021년06월_남_60~69세,"3,222",660,349,219,422,206,298,372,318,378
2021년06월_남_70~79세,"2,118",433,267,141,262,126,227,192,190,280
2021년06월_남_80~89세,"1,064",215,149,75,138,73,119,89,93,113
2021년06월_남_90~99세,116,21,10,9,15,9,10,7,16,19
2021년06월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"15,637","4,169","1,668",916,"1,873",966,"1,507","1,417","1,359","1,762"
2021년06월_여_연령구간인구수,"15,637","4,169","1,668",916,"1,873",966,"1,507","1,417","1,359","1,762"
2021년06월_여_0~9세,615,246,74,26,56,29,42,46,41,55
2021년06월_여_10~19세,948,344,87,35,99,38,113,61,65,106
2021년06월_여_20~29세,967,335,71,50,94,43,88,78,99,109
2021년06월_여_30~39세,903,326,75,47,95,40,66,79,88,87
2021년06월_여_40~49세,"1,355",506,116,48,132,66,122,109,123,133
2021년06월_여_50~59세,"2,206",598,225,131,262,137,215,189,206,243
2021년06월_여_60~69세,"2,881",657,309,208,366,184,280,293,257,327
2021년06월_여_70~79세,"2,890",586,390,171,368,207,285,269,243,371
2021년06월_여_80~89세,"2,464",484,284,171,342,190,247,252,203,291
2021년06월_여_90~99세,394,85,36,28,58,31,46,41,33,36
2021년06월_여_100세 이상,14,2,1,1,1,1,3,0,1,4
2021년07월_계_총인구수,"31,444","8,238","3,334","1,815","3,750","1,867","3,109","2,818","2,784","3,729"
2021년07월_계_연령구간인구수,"31,444","8,238","3,334","1,815","3,750","1,867","3,109","2,818","2,784","3,729"
2021년07월_계_0~9세,"1,264",489,130,58,123,45,90,98,92,139
2021년07월_계_10~19세,"2,044",776,178,63,211,80,255,122,128,231
2021년07월_계_20~29세,"2,351",739,175,111,255,127,239,189,229,287
2021년07월_계_30~39세,"1,927",634,160,110,209,96,166,170,180,202
2021년07월_계_40~49세,"3,343","1,112",343,161,353,159,267,252,286,410
2021년07월_계_50~59세,"5,326","1,341",551,287,632,335,567,467,512,634
2021년07월_계_60~69세,"6,127","1,319",665,426,786,388,584,668,579,712
2021년07월_계_70~79세,"5,002","1,017",655,316,631,332,511,465,427,648
2021년07월_계_80~89세,"3,530",704,427,244,475,260,369,340,304,407
2021년07월_계_90~99세,515,105,49,38,73,44,58,47,46,55
2021년07월_계_100세 이상,15,2,1,1,2,1,3,0,1,4
