카테고리,전라북도 완주군,전라북도 완주군 삼례읍,전라북도 완주군 봉동읍,전라북도 완주군 용진읍,전라북도 완주군 상관면,전라북도 완주군 이서면,전라북도 완주군 소양면,전라북도 완주군 구이면,전라북도 완주군 고산면,전라북도 완주군 비봉면,전라북도 완주군 운주면,전라북도 완주군 화산면,전라북도 완주군 동상면,전라북도 완주군 경천면
2020년07월_여_80~89세,"3,478",625,578,304,154,297,326,298,282,135,145,192,64,78
2020년07월_여_90~99세,607,96,114,45,39,41,52,53,50,37,23,41,9,7
2020년07월_여_100세 이상,34,3,4,6,6,4,4,4,0,1,0,1,0,1
2020년08월_계_총인구수,"91,741","14,176","26,026","7,155","4,465","14,460","6,198","5,846","4,745","1,926","1,946","2,731","1,089",978
2020년08월_계_연령구간인구수,"91,741","14,176","26,026","7,155","4,465","14,460","6,198","5,846","4,745","1,926","1,946","2,731","1,089",978
2020년08월_계_0~9세,"7,152",727,"3,057",394,298,"1,732",246,198,241,66,54,76,39,24
2020년08월_계_10~19세,"8,318","1,201","3,334",531,400,"1,357",339,389,289,120,64,211,43,40
2020년08월_계_20~29세,"8,958","1,689","2,649",706,404,"1,431",562,560,389,126,102,212,82,46
2020년08월_계_30~39세,"9,626","1,212","3,506",603,366,"2,327",450,380,351,111,85,130,54,51
2020년08월_계_40~49세,"13,607","2,067","4,722",951,658,"2,529",617,605,574,197,192,317,99,79
2020년08월_계_50~59세,"15,328","2,443","3,604","1,313",807,"2,160","1,259","1,235",873,335,392,470,260,177
2020년08월_계_60~69세,"13,577","2,277","2,514","1,267",729,"1,513","1,318","1,212",859,389,454,545,264,236
2020년08월_계_70~79세,"9,123","1,499","1,636",858,511,899,842,760,681,327,361,417,146,186
2020년08월_계_80~89세,"5,240",934,854,460,241,450,498,439,421,205,216,302,91,129
2020년08월_계_90~99세,768,122,144,65,45,58,61,64,66,47,26,50,11,9
2020년08월_계_100세 이상,44,5,6,7,6,4,6,4,1,3,0,1,0,1
2020년08월_남_총인구수,"47,109","7,280","13,542","3,707","2,286","7,263","3,197","2,935","2,435",977,975,"1,447",565,500
2020년08월_남_연령구간인구수,"47,109","7,280","13,542","3,707","2,286","7,263","3,197","2,935","2,435",977,975,"1,447",565,500
2020년08월_남_0~9세,"3,603",350,"1,584",188,150,874,118,86,121,37,24,40,22,9
2020년08월_남_10~19세,"4,349",608,"1,761",293,204,669,189,199,173,59,42,111,18,23
2020년08월_남_20~29세,"4,979",944,"1,510",415,237,716,306,293,230,72,53,122,47,34
2020년08월_남_30~39세,"4,948",683,"1,727",326,187,"1,142",255,190,195,54,58,76,26,29
2020년08월_남_40~49세,"7,557","1,144","2,601",533,345,"1,371",368,325,332,112,115,197,62,52
2020년08월_남_50~59세,"8,533","1,402","2,023",752,455,"1,134",677,671,482,194,212,294,139,98
2020년08월_남_60~69세,"7,023","1,148","1,273",638,360,777,693,660,451,209,240,297,152,125
2020년08월_남_70~79세,"4,184",667,752,386,255,411,406,354,297,159,155,194,69,79
2020년08월_남_80~89세,"1,761",305,278,155,87,153,174,144,139,70,71,108,28,49
2020년08월_남_90~99세,162,27,31,20,6,16,9,13,14,9,5,8,2,2
2020년08월_남_100세 이상,10,2,2,1,0,0,2,0,1,2,0,0,0,0
2020년08월_여_총인구수,"44,632","6,896","12,484","3,448","2,179","7,197","3,001","2,911","2,310",949,971,"1,284",524,478
2020년08월_여_연령구간인구수,"44,632","6,896","12,484","3,448","2,179","7,197","3,001","2,911","2,310",949,971,"1,284",524,478
2020년08월_여_0~9세,"3,549",377,"1,473",206,148,858,128,112,120,29,30,36,17,15
2020년08월_여_10~19세,"3,969",593,"1,573",238,196,688,150,190,116,61,22,100,25,17
2020년08월_여_20~29세,"3,979",745,"1,139",291,167,715,256,267,159,54,49,90,35,12
2020년08월_여_30~39세,"4,678",529,"1,779",277,179,"1,185",195,190,156,57,27,54,28,22
2020년08월_여_40~49세,"6,050",923,"2,121",418,313,"1,158",249,280,242,85,77,120,37,27
2020년08월_여_50~59세,"6,795","1,041","1,581",561,352,"1,026",582,564,391,141,180,176,121,79
2020년08월_여_60~69세,"6,554","1,129","1,241",629,369,736,625,552,408,180,214,248,112,111
2020년08월_여_70~79세,"4,939",832,884,472,256,488,436,406,384,168,206,223,77,107
2020년08월_여_80~89세,"3,479",629,576,305,154,297,324,295,282,135,145,194,63,80
2020년08월_여_90~99세,606,95,113,45,39,42,52,51,52,38,21,42,9,7
2020년08월_여_100세 이상,34,3,4,6,6,4,4,4,0,1,0,1,0,1
2020년09월_계_총인구수,"91,806","14,193","26,060","7,155","4,451","14,469","6,202","5,859","4,736","1,931","1,947","2,736","1,091",976
2020년09월_계_연령구간인구수,"91,806","14,193","26,060","7,155","4,451","14,469","6,202","5,859","4,736","1,931","1,947","2,736","1,091",976
2020년09월_계_0~9세,"7,090",719,"3,028",394,289,"1,716",243,199,242,65,56,78,39,22
2020년09월_계_10~19세,"8,339","1,204","3,353",522,401,"1,364",335,385,292,121,61,216,43,42
2020년09월_계_20~29세,"8,986","1,695","2,665",711,399,"1,437",568,562,384,125,105,212,82,41
2020년09월_계_30~39세,"9,577","1,199","3,500",597,357,"2,316",445,380,354,109,89,128,53,50
2020년09월_계_40~49세,"13,596","2,073","4,729",941,656,"2,524",610,609,569,199,189,321,97,79
2020년09월_계_50~59세,"15,330","2,438","3,620","1,318",804,"2,169","1,263","1,223",868,337,388,462,261,179
2020년09월_계_60~69세,"13,660","2,298","2,515","1,276",738,"1,523","1,325","1,225",855,394,456,549,269,237
2020년09월_계_70~79세,"9,152","1,498","1,641",860,511,908,849,765,685,326,361,419,143,186
2020년09월_계_80~89세,"5,251",941,858,466,243,448,494,442,419,204,216,298,93,129
2020년09월_계_90~99세,781,123,145,63,47,60,64,65,67,48,26,52,11,10
2020년09월_계_100세 이상,44,5,6,7,6,4,6,4,1,3,0,1,0,1
2020년09월_남_총인구수,"47,149","7,293","13,564","3,708","2,279","7,274","3,198","2,944","2,428",980,976,"1,444",564,497
2020년09월_남_연령구간인구수,"47,149","7,293","13,564","3,708","2,279","7,274","3,198","2,944","2,428",980,976,"1,444",564,497
2020년09월_남_0~9세,"3,562",343,"1,570",186,147,858,118,86,122,35,25,41,22,9
2020년09월_남_10~19세,"4,349",607,"1,768",287,202,672,187,196,173,60,40,116,18,23
2020년09월_남_20~29세,"5,010",951,"1,523",422,236,717,314,297,226,73,55,120,46,30
2020년09월_남_30~39세,"4,939",677,"1,730",324,182,"1,144",253,190,199,52,62,73,25,28
2020년09월_남_40~49세,"7,548","1,149","2,591",526,346,"1,374",363,330,331,113,112,199,62,52
2020년09월_남_50~59세,"8,520","1,399","2,038",750,450,"1,140",674,660,478,196,210,289,138,98
2020년09월_남_60~69세,"7,070","1,158","1,271",649,368,785,695,667,447,212,240,297,155,126
2020년09월_남_70~79세,"4,213",670,759,386,254,415,409,362,300,159,154,197,69,79
2020년09월_남_80~89세,"1,760",309,280,157,87,152,173,143,137,69,73,104,27,49
2020년09월_남_90~99세,168,28,32,20,7,17,10,13,14,9,5,8,2,3
2020년09월_남_100세 이상,10,2,2,1,0,0,2,0,1,2,0,0,0,0
2020년09월_여_총인구수,"44,657","6,900","12,496","3,447","2,172","7,195","3,004","2,915","2,308",951,971,"1,292",527,479
2020년09월_여_연령구간인구수,"44,657","6,900","12,496","3,447","2,172","7,195","3,004","2,915","2,308",951,971,"1,292",527,479
2020년09월_여_0~9세,"3,528",376,"1,458",208,142,858,125,113,120,30,31,37,17,13
2020년09월_여_10~19세,"3,990",597,"1,585",235,199,692,148,189,119,61,21,100,25,19
2020년09월_여_20~29세,"3,976",744,"1,142",289,163,720,254,265,158,52,50,92,36,11
2020년09월_여_30~39세,"4,638",522,"1,770",273,175,"1,172",192,190,155,57,27,55,28,22
2020년09월_여_40~49세,"6,048",924,"2,138",415,310,"1,150",247,279,238,86,77,122,35,27
2020년09월_여_50~59세,"6,810","1,039","1,582",568,354,"1,029",589,563,390,141,178,173,123,81
2020년09월_여_60~69세,"6,590","1,140","1,244",627,370,738,630,558,408,182,216,252,114,111
2020년09월_여_70~79세,"4,939",828,882,474,257,493,440,403,385,167,207,222,74,107
2020년09월_여_80~89세,"3,491",632,578,309,156,296,321,299,282,135,143,194,66,80
2020년09월_여_90~99세,613,95,113,43,40,43,54,52,53,39,21,44,9,7
2020년09월_여_100세 이상,34,3,4,6,6,4,4,4,0,1,0,1,0,1
2020년10월_계_총인구수,"91,553","14,210","25,937","7,135","4,427","14,391","6,191","5,858","4,725","1,925","1,948","2,741","1,092",973
2020년10월_계_연령구간인구수,"91,553","14,210","25,937","7,135","4,427","14,391","6,191","5,858","4,725","1,925","1,948","2,741","1,092",973
2020년10월_계_0~9세,"6,991",718,"2,975",386,283,"1,693",238,199,239,66,56,77,39,22
2020년10월_계_10~19세,"8,352","1,210","3,358",522,395,"1,359",344,386,294,118,61,220,42,43
2020년10월_계_20~29세,"8,933","1,697","2,637",713,404,"1,420",558,564,381,127,104,207,81,40
2020년10월_계_30~39세,"9,428","1,189","3,436",586,348,"2,276",443,378,342,109,88,129,55,49
2020년10월_계_40~49세,"13,563","2,074","4,727",944,645,"2,520",609,604,560,197,188,321,94,80
2020년10월_계_50~59세,"15,282","2,443","3,616","1,304",807,"2,154","1,251","1,214",872,339,384,462,261,175
2020년10월_계_60~69세,"13,729","2,294","2,527","1,282",738,"1,544","1,329","1,239",859,393,460,553,274,237
2020년10월_계_70~79세,"9,196","1,514","1,642",868,512,911,859,763,689,325,364,420,141,188
2020년10월_계_80~89세,"5,248",941,866,458,243,449,491,442,420,201,217,299,93,128
2020년10월_계_90~99세,787,125,147,65,46,62,62,65,68,47,26,52,12,10
2020년10월_계_100세 이상,44,5,6,7,6,3,7,4,1,3,0,1,0,1
2020년10월_남_총인구수,"47,023","7,290","13,508","3,703","2,270","7,241","3,195","2,945","2,417",977,974,"1,442",564,497
2020년10월_남_연령구간인구수,"47,023","7,290","13,508","3,703","2,270","7,241","3,195","2,945","2,417",977,974,"1,442",564,497
2020년10월_남_0~9세,"3,520",345,"1,541",182,145,848,117,90,121,35,25,40,22,9
2020년10월_남_10~19세,"4,352",609,"1,768",287,200,672,192,195,173,59,39,117,17,24
2020년10월_남_20~29세,"4,983",945,"1,514",428,237,706,307,299,225,74,55,116,47,30
2020년10월_남_30~39세,"4,862",670,"1,705",315,182,"1,122",251,188,192,52,61,72,26,26
2020년10월_남_40~49세,"7,515","1,151","2,585",530,335,"1,371",361,327,324,110,111,198,59,53
2020년10월_남_50~59세,"8,510","1,401","2,034",742,455,"1,142",672,657,476,198,211,288,138,96
2020년10월_남_60~69세,"7,106","1,156","1,286",651,370,791,699,672,449,211,239,297,158,127
2020년10월_남_70~79세,"4,234",673,760,392,251,419,413,360,303,159,154,201,69,80
2020년10월_남_80~89세,"1,760",310,282,154,88,151,171,144,138,68,74,105,26,49
2020년10월_남_90~99세,171,28,31,21,7,19,10,13,15,9,5,8,2,3
2020년10월_남_100세 이상,10,2,2,1,0,0,2,0,1,2,0,0,0,0
2020년10월_여_총인구수,"44,530","6,920","12,429","3,432","2,157","7,150","2,996","2,913","2,308",948,974,"1,299",528,476
2020년10월_여_연령구간인구수,"44,530","6,920","12,429","3,432","2,157","7,150","2,996","2,913","2,308",948,974,"1,299",528,476
2020년10월_여_0~9세,"3,471",373,"1,434",204,138,845,121,109,118,31,31,37,17,13
2020년10월_여_10~19세,"4,000",601,"1,590",235,195,687,152,191,121,59,22,103,25,19
2020년10월_여_20~29세,"3,950",752,"1,123",285,167,714,251,265,156,53,49,91,34,10
2020년10월_여_30~39세,"4,566",519,"1,731",271,166,"1,154",192,190,150,57,27,57,29,23
2020년10월_여_40~49세,"6,048",923,"2,142",414,310,"1,149",248,277,236,87,77,123,35,27
2020년10월_여_50~59세,"6,772","1,042","1,582",562,352,"1,012",579,557,396,141,173,174,123,79
2020년10월_여_60~69세,"6,623","1,138","1,241",631,368,753,630,567,410,182,221,256,116,110
2020년10월_여_70~79세,"4,962",841,882,476,261,492,446,403,386,166,210,219,72,108
2020년10월_여_80~89세,"3,488",631,584,304,155,298,320,298,282,133,143,194,67,79
2020년10월_여_90~99세,616,97,116,44,39,43,52,52,53,38,21,44,10,7
2020년10월_여_100세 이상,34,3,4,6,6,3,5,4,0,1,0,1,0,1
2020년11월_계_총인구수,"91,445","14,243","25,929","7,121","4,424","14,343","6,192","5,818","4,715","1,918","1,948","2,739","1,089",966
2020년11월_계_연령구간인구수,"91,445","14,243","25,929","7,121","4,424","14,343","6,192","5,818","4,715","1,918","1,948","2,739","1,089",966
2020년11월_계_0~9세,"6,909",713,"2,937",380,281,"1,672",235,196,236,65,56,78,39,21
2020년11월_계_10~19세,"8,339","1,202","3,364",514,394,"1,349",349,389,296,117,62,217,42,44
2020년11월_계_20~29세,"8,901","1,700","2,638",706,401,"1,418",546,548,384,130,103,207,79,41
2020년11월_계_30~39세,"9,381","1,201","3,410",585,339,"2,261",442,375,347,106,89,127,53,46
2020년11월_계_40~49세,"13,528","2,072","4,740",929,645,"2,514",606,591,559,196,184,319,93,80
2020년11월_계_50~59세,"15,272","2,458","3,616","1,318",813,"2,146","1,250","1,204",857,337,381,463,257,172
2020년11월_계_60~69세,"13,810","2,309","2,555","1,284",742,"1,554","1,337","1,246",860,394,462,551,279,237
2020년11월_계_70~79세,"9,232","1,517","1,649",878,511,918,865,756,690,326,368,425,142,187
2020년11월_계_80~89세,"5,245",939,869,458,244,445,495,445,414,199,218,299,93,127
2020년11월_계_90~99세,783,127,145,62,48,63,60,64,71,45,25,51,12,10
2020년11월_계_100세 이상,45,5,6,7,6,3,7,4,1,3,0,2,0,1
2020년11월_남_총인구수,"46,970","7,310","13,502","3,690","2,272","7,223","3,192","2,919","2,414",972,978,"1,443",561,494
2020년11월_남_연령구간인구수,"46,970","7,310","13,502","3,690","2,272","7,223","3,192","2,919","2,414",972,978,"1,443",561,494
2020년11월_남_0~9세,"3,479",345,"1,518",175,144,841,116,89,121,35,24,41,22,8
2020년11월_남_10~19세,"4,333",598,"1,766",282,200,667,194,197,177,58,40,113,17,24
2020년11월_남_20~29세,"4,967",949,"1,512",424,238,704,302,289,224,74,57,118,46,30
2020년11월_남_30~39세,"4,833",678,"1,688",312,177,"1,113",253,184,195,49,61,72,25,26
2020년11월_남_40~49세,"7,490","1,147","2,604",516,333,"1,361",357,319,325,111,109,197,58,53
2020년11월_남_50~59세,"8,502","1,413","2,027",750,461,"1,145",669,651,470,194,208,286,134,94
2020년11월_남_60~69세,"7,163","1,164","1,309",654,374,799,702,673,446,212,242,299,162,127
2020년11월_남_70~79세,"4,261",676,759,402,247,424,417,360,304,160,158,204,69,81
2020년11월_남_80~89세,"1,765",311,287,154,91,149,171,146,135,69,74,104,26,48
2020년11월_남_90~99세,167,27,30,20,7,20,9,11,16,8,5,9,2,3
2020년11월_남_100세 이상,10,2,2,1,0,0,2,0,1,2,0,0,0,0
2020년11월_여_총인구수,"44,475","6,933","12,427","3,431","2,152","7,120","3,000","2,899","2,301",946,970,"1,296",528,472
2020년11월_여_연령구간인구수,"44,475","6,933","12,427","3,431","2,152","7,120","3,000","2,899","2,301",946,970,"1,296",528,472
2020년11월_여_0~9세,"3,430",368,"1,419",205,137,831,119,107,115,30,32,37,17,13
2020년11월_여_10~19세,"4,006",604,"1,598",232,194,682,155,192,119,59,22,104,25,20
2020년11월_여_20~29세,"3,934",751,"1,126",282,163,714,244,259,160,56,46,89,33,11
2020년11월_여_30~39세,"4,548",523,"1,722",273,162,"1,148",189,191,152,57,28,55,28,20
2020년11월_여_40~49세,"6,038",925,"2,136",413,312,"1,153",249,272,234,85,75,122,35,27
2020년11월_여_50~59세,"6,770","1,045","1,589",568,352,"1,001",581,553,387,143,173,177,123,78
2020년11월_여_60~69세,"6,647","1,145","1,246",630,368,755,635,573,414,182,220,252,117,110
2020년11월_여_70~79세,"4,971",841,890,476,264,494,448,396,386,166,210,221,73,106
2020년11월_여_80~89세,"3,480",628,582,304,153,296,324,299,279,130,144,195,67,79
2020년11월_여_90~99세,616,100,115,42,41,43,51,53,55,37,20,42,10,7
2020년11월_여_100세 이상,35,3,4,6,6,3,5,4,0,1,0,2,0,1
2020년12월_계_총인구수,"91,609","14,302","26,030","7,168","4,393","14,342","6,198","5,804","4,724","1,913","1,947","2,733","1,084",971
2020년12월_계_연령구간인구수,"91,609","14,302","26,030","7,168","4,393","14,342","6,198","5,804","4,724","1,913","1,947","2,733","1,084",971
2020년12월_계_0~9세,"6,911",716,"2,939",383,280,"1,678",231,196,237,65,52,76,37,21
2020년12월_계_10~19세,"8,311","1,191","3,379",515,385,"1,348",348,382,290,106,61,219,42,45
2020년12월_계_20~29세,"8,956","1,724","2,656",722,391,"1,409",544,550,386,139,103,209,80,43
2020년12월_계_30~39세,"9,408","1,222","3,421",585,339,"2,257",436,373,350,106,89,129,55,46
2020년12월_계_40~49세,"13,548","2,071","4,756",936,639,"2,516",617,587,560,194,183,316,92,81
2020년12월_계_50~59세,"15,254","2,469","3,636","1,322",807,"2,132","1,240","1,199",853,331,380,459,254,172
2020년12월_계_60~69세,"13,858","2,314","2,563","1,292",742,"1,565","1,343","1,235",873,400,466,548,278,239
2020년12월_계_70~79세,"9,267","1,518","1,660",879,514,924,876,766,688,321,369,426,141,185
2020년12월_계_80~89세,"5,259",943,869,465,244,446,494,446,411,204,218,298,93,128
2020년12월_계_90~99세,794,130,145,63,46,64,62,66,75,44,26,51,12,10
2020년12월_계_100세 이상,43,4,6,6,6,3,7,4,1,3,0,2,0,1
2020년12월_남_총인구수,"47,077","7,350","13,561","3,711","2,260","7,229","3,204","2,911","2,413",972,978,"1,434",558,496
2020년12월_남_연령구간인구수,"47,077","7,350","13,561","3,711","2,260","7,229","3,204","2,911","2,413",972,978,"1,434",558,496
2020년12월_남_0~9세,"3,476",350,"1,514",179,146,838,111,89,122,35,23,39,22,8
2020년12월_남_10~19세,"4,339",593,"1,787",281,194,673,191,195,176,55,38,115,16,25
2020년12월_남_20~29세,"4,999",960,"1,525",428,231,710,304,290,224,76,55,118,48,30
2020년12월_남_30~39세,"4,841",694,"1,689",309,176,"1,109",254,183,193,51,60,72,25,26
2020년12월_남_40~49세,"7,514","1,146","2,614",522,331,"1,369",363,317,327,111,109,193,57,55
2020년12월_남_50~59세,"8,490","1,422","2,039",752,460,"1,135",663,645,467,190,209,282,133,93
2020년12월_남_60~69세,"7,184","1,161","1,308",661,377,799,711,668,453,216,245,298,160,127
2020년12월_남_70~79세,"4,286",680,768,402,249,427,422,365,299,158,160,206,70,80
2020년12월_남_80~89세,"1,772",316,283,157,89,149,174,148,135,71,74,102,25,49
2020년12월_남_90~99세,168,27,32,20,7,20,9,11,16,7,5,9,2,3
2020년12월_남_100세 이상,8,1,2,0,0,0,2,0,1,2,0,0,0,0
2020년12월_여_총인구수,"44,532","6,952","12,469","3,457","2,133","7,113","2,994","2,893","2,311",941,969,"1,299",526,475
2020년12월_여_연령구간인구수,"44,532","6,952","12,469","3,457","2,133","7,113","2,994","2,893","2,311",941,969,"1,299",526,475
2020년12월_여_0~9세,"3,435",366,"1,425",204,134,840,120,107,115,30,29,37,15,13
2020년12월_여_10~19세,"3,972",598,"1,592",234,191,675,157,187,114,51,23,104,26,20
2020년12월_여_20~29세,"3,957",764,"1,131",294,160,699,240,260,162,63,48,91,32,13
2020년12월_여_30~39세,"4,567",528,"1,732",276,163,"1,148",182,190,157,55,29,57,30,20
2020년12월_여_40~49세,"6,034",925,"2,142",414,308,"1,147",254,270,233,83,74,123,35,26
2020년12월_여_50~59세,"6,764","1,047","1,597",570,347,997,577,554,386,141,171,177,121,79
2020년12월_여_60~69세,"6,674","1,153","1,255",631,365,766,632,567,420,184,221,250,118,112
2020년12월_여_70~79세,"4,981",838,892,477,265,497,454,401,389,163,209,220,71,105
2020년12월_여_80~89세,"3,487",627,586,308,155,297,320,298,276,133,144,196,68,79
2020년12월_여_90~99세,626,103,113,43,39,44,53,55,59,37,21,42,10,7
2020년12월_여_100세 이상,35,3,4,6,6,3,5,4,0,1,0,2,0,1
2021년01월_계_총인구수,"91,450","14,327","26,003","7,131","4,386","14,292","6,183","5,809","4,691","1,899","1,946","2,735","1,079",969
2021년01월_계_연령구간인구수,"91,450","14,327","26,003","7,131","4,386","14,292","6,183","5,809","4,691","1,899","1,946","2,735","1,079",969
2021년01월_계_0~9세,"6,824",708,"2,886",379,282,"1,654",232,200,234,63,51,78,37,20
2021년01월_계_10~19세,"8,276","1,182","3,378",504,382,"1,352",346,382,281,103,61,219,40,46
2021년01월_계_20~29세,"8,921","1,742","2,671",710,386,"1,385",534,545,384,133,102,207,80,42
2021년01월_계_30~39세,"9,288","1,209","3,379",571,330,"2,234",427,379,342,100,86,130,56,45
2021년01월_계_40~49세,"13,563","2,083","4,760",936,640,"2,516",621,581,554,198,188,315,92,79
2021년01월_계_50~59세,"15,196","2,461","3,641","1,312",802,"2,124","1,224","1,194",855,330,375,461,250,167
2021년01월_계_60~69세,"13,963","2,330","2,601","1,304",751,"1,578","1,356","1,246",862,399,469,547,279,241
2021년01월_계_70~79세,"9,299","1,530","1,668",878,515,930,871,766,691,322,371,427,141,189
2021년01월_계_80~89세,"5,269",946,866,467,245,451,497,448,410,203,218,298,92,128
2021년01월_계_90~99세,807,133,147,64,47,65,68,63,77,45,25,50,12,11
2021년01월_계_100세 이상,44,3,6,6,6,3,7,5,1,3,0,3,0,1
2021년01월_남_총인구수,"46,960","7,354","13,541","3,684","2,252","7,195","3,194","2,911","2,400",964,979,"1,436",554,496
2021년01월_남_연령구간인구수,"46,960","7,354","13,541","3,684","2,252","7,195","3,194","2,911","2,400",964,979,"1,436",554,496
2021년01월_남_0~9세,"3,421",342,"1,486",175,147,822,112,91,119,34,23,40,22,8
2021년01월_남_10~19세,"4,323",591,"1,772",276,194,678,193,193,173,55,38,119,16,25
2021년01월_남_20~29세,"4,961",957,"1,532",422,224,701,298,289,220,72,54,115,47,30
2021년01월_남_30~39세,"4,774",692,"1,674",292,171,"1,096",247,185,188,48,58,73,25,25
2021년01월_남_40~49세,"7,511","1,154","2,613",527,330,"1,359",365,313,324,114,114,188,57,53
2021년01월_남_50~59세,"8,465","1,417","2,040",745,460,"1,134",656,639,471,189,206,284,131,93
2021년01월_남_60~69세,"7,235","1,167","1,333",669,380,805,713,676,449,215,244,299,159,126
2021년01월_남_70~79세,"4,310",687,773,398,249,428,423,365,305,157,164,207,70,84
2021년01월_남_80~89세,"1,779",318,284,160,90,152,175,149,132,70,73,102,25,49
2021년01월_남_90~99세,173,28,32,20,7,20,10,11,18,8,5,9,2,3
2021년01월_남_100세 이상,8,1,2,0,0,0,2,0,1,2,0,0,0,0
2021년01월_여_총인구수,"44,490","6,973","12,462","3,447","2,134","7,097","2,989","2,898","2,291",935,967,"1,299",525,473
2021년01월_여_연령구간인구수,"44,490","6,973","12,462","3,447","2,134","7,097","2,989","2,898","2,291",935,967,"1,299",525,473
2021년01월_여_0~9세,"3,403",366,"1,400",204,135,832,120,109,115,29,28,38,15,12
2021년01월_여_10~19세,"3,953",591,"1,606",228,188,674,153,189,108,48,23,100,24,21
2021년01월_여_20~29세,"3,960",785,"1,139",288,162,684,236,256,164,61,48,92,33,12
2021년01월_여_30~39세,"4,514",517,"1,705",279,159,"1,138",180,194,154,52,28,57,31,20
2021년01월_여_40~49세,"6,052",929,"2,147",409,310,"1,157",256,268,230,84,74,127,35,26
2021년01월_여_50~59세,"6,731","1,044","1,601",567,342,990,568,555,384,141,169,177,119,74
2021년01월_여_60~69세,"6,728","1,163","1,268",635,371,773,643,570,413,184,225,248,120,115
2021년01월_여_70~79세,"4,989",843,895,480,266,502,448,401,386,165,207,220,71,105
2021년01월_여_80~89세,"3,490",628,582,307,155,299,322,299,278,133,145,196,67,79
2021년01월_여_90~99세,634,105,115,44,40,45,58,52,59,37,20,41,10,8
2021년01월_여_100세 이상,36,2,4,6,6,3,5,5,0,1,0,3,0,1
2021년02월_계_총인구수,"91,422","14,337","25,955","7,117","4,406","14,268","6,190","5,801","4,703","1,895","1,942","2,765","1,073",970
2021년02월_계_연령구간인구수,"91,422","14,337","25,955","7,117","4,406","14,268","6,190","5,801","4,703","1,895","1,942","2,765","1,073",970
2021년02월_계_0~9세,"6,760",703,"2,856",374,282,"1,637",230,197,238,60,52,79,32,20
2021년02월_계_10~19세,"8,251","1,176","3,366",490,381,"1,345",353,379,283,106,58,227,40,47
2021년02월_계_20~29세,"8,895","1,753","2,663",707,394,"1,370",529,542,378,130,98,212,77,42
2021년02월_계_30~39세,"9,246","1,203","3,348",570,334,"2,230",424,376,337,100,83,139,56,46
2021년02월_계_40~49세,"13,544","2,079","4,759",922,643,"2,519",620,575,564,196,185,314,88,80
2021년02월_계_50~59세,"15,162","2,455","3,633","1,319",796,"2,127","1,219","1,188",849,326,374,459,250,167
2021년02월_계_60~69세,"14,069","2,345","2,626","1,307",762,"1,583","1,367","1,257",868,401,474,554,283,242
2021년02월_계_70~79세,"9,309","1,529","1,677",884,514,931,868,766,693,324,371,427,140,185
2021년02월_계_80~89세,"5,316",954,868,471,248,457,504,452,417,203,219,300,94,129
2021년02월_계_90~99세,824,137,152,67,46,66,69,64,75,46,27,51,13,11
2021년02월_계_100세 이상,46,3,7,6,6,3,7,5,1,3,1,3,0,1
2021년02월_남_총인구수,"46,951","7,351","13,514","3,681","2,264","7,195","3,203","2,913","2,402",961,974,"1,450",549,494
2021년02월_남_연령구간인구수,"46,951","7,351","13,514","3,681","2,264","7,195","3,203","2,913","2,402",961,974,"1,450",549,494
2021년02월_남_0~9세,"3,384",338,"1,468",174,146,812,110,91,119,32,24,41,21,8
2021년02월_남_10~19세,"4,314",588,"1,764",270,197,675,196,194,171,57,36,125,16,25
2021년02월_남_20~29세,"4,949",963,"1,523",418,228,697,299,291,219,69,51,116,45,30
2021년02월_남_30~39세,"4,777",692,"1,669",296,173,"1,105",243,186,183,49,55,75,26,25
2021년02월_남_40~49세,"7,481","1,146","2,607",515,333,"1,358",369,307,330,112,111,186,55,52
2021년02월_남_50~59세,"8,438","1,410","2,033",753,456,"1,134",651,634,467,187,206,284,130,93
2021년02월_남_60~69세,"7,305","1,174","1,354",673,386,811,718,685,451,216,248,302,160,127
2021년02월_남_70~79세,"4,319",690,774,398,247,430,427,366,308,159,163,208,68,81
2021년02월_남_80~89세,"1,798",319,287,163,92,152,178,148,135,70,74,104,25,51
2021년02월_남_90~99세,178,30,33,21,6,21,10,11,18,8,6,9,3,2
2021년02월_남_100세 이상,8,1,2,0,0,0,2,0,1,2,0,0,0,0
2021년02월_여_총인구수,"44,471","6,986","12,441","3,436","2,142","7,073","2,987","2,888","2,301",934,968,"1,315",524,476
2021년02월_여_연령구간인구수,"44,471","6,986","12,441","3,436","2,142","7,073","2,987","2,888","2,301",934,968,"1,315",524,476
2021년02월_여_0~9세,"3,376",365,"1,388",200,136,825,120,106,119,28,28,38,11,12
2021년02월_여_10~19세,"3,937",588,"1,602",220,184,670,157,185,112,49,22,102,24,22
2021년02월_여_20~29세,"3,946",790,"1,140",289,166,673,230,251,159,61,47,96,32,12
2021년02월_여_30~39세,"4,469",511,"1,679",274,161,"1,125",181,190,154,51,28,64,30,21
2021년02월_여_40~49세,"6,063",933,"2,152",407,310,"1,161",251,268,234,84,74,128,33,28
2021년02월_여_50~59세,"6,724","1,045","1,600",566,340,993,568,554,382,139,168,175,120,74
2021년02월_여_60~69세,"6,764","1,171","1,272",634,376,772,649,572,417,185,226,252,123,115
2021년02월_여_70~79세,"4,990",839,903,486,267,501,441,400,385,165,208,219,72,104
2021년02월_여_80~89세,"3,518",635,581,308,156,305,326,304,282,133,145,196,69,78
