카테고리,전라북도 무주군,전라북도 무주군 무주읍,전라북도 무주군 무풍면,전라북도 무주군 설천면,전라북도 무주군 적상면,전라북도 무주군 안성면,전라북도 무주군 부남면
2021년02월_남_연령구간인구수,"11,968","4,720","1,112","2,043","1,277","2,112",704
2021년02월_남_0~9세,630,386,31,102,29,68,14
2021년02월_남_10~19세,933,501,67,161,55,121,28
2021년02월_남_20~29세,977,473,64,172,86,144,38
2021년02월_남_30~39세,931,453,78,149,71,141,39
2021년02월_남_40~49세,"1,590",764,111,278,136,234,67
2021년02월_남_50~59세,"2,296",822,228,439,250,421,136
2021년02월_남_60~69세,"2,306",645,272,397,306,489,197
2021년02월_남_70~79세,"1,407",426,166,209,195,293,118
2021년02월_남_80~89세,815,227,85,127,133,184,59
2021년02월_남_90~99세,78,22,10,9,15,14,8
2021년02월_남_100세 이상,5,1,0,0,1,3,0
2021년02월_여_총인구수,"12,022","4,735","1,118","2,008","1,315","2,142",704
2021년02월_여_연령구간인구수,"12,022","4,735","1,118","2,008","1,315","2,142",704
2021년02월_여_0~9세,547,337,24,76,34,58,18
2021년02월_여_10~19세,893,492,47,134,60,131,29
2021년02월_여_20~29세,767,392,48,147,59,99,22
2021년02월_여_30~39세,767,430,60,103,48,98,28
2021년02월_여_40~49세,"1,265",689,76,225,94,143,38
2021년02월_여_50~59세,"1,863",653,208,352,195,346,109
2021년02월_여_60~69세,"2,152",665,250,374,256,445,162
2021년02월_여_70~79세,"1,955",566,199,328,289,414,159
2021년02월_여_80~89세,"1,537",411,178,235,248,348,117
2021년02월_여_90~99세,258,92,28,32,30,55,21
2021년02월_여_100세 이상,18,8,0,2,2,5,1
2021년03월_계_총인구수,"23,940","9,438","2,233","4,037","2,579","4,246","1,407"
2021년03월_계_연령구간인구수,"23,940","9,438","2,233","4,037","2,579","4,246","1,407"
2021년03월_계_0~9세,"1,170",721,55,176,61,125,32
2021년03월_계_10~19세,"1,825",998,109,296,112,254,56
2021년03월_계_20~29세,"1,733",863,117,314,141,241,57
2021년03월_계_30~39세,"1,679",878,137,244,116,238,66
2021년03월_계_40~49세,"2,824","1,442",186,490,228,372,106
2021년03월_계_50~59세,"4,145","1,479",437,789,440,759,241
2021년03월_계_60~69세,"4,497","1,311",522,784,568,948,364
2021년03월_계_70~79세,"3,354",992,366,538,479,700,279
2021년03월_계_80~89세,"2,367",642,266,362,385,535,177
2021년03월_계_90~99세,324,105,37,42,46,66,28
2021년03월_계_100세 이상,22,7,1,2,3,8,1
2021년03월_남_총인구수,"11,944","4,709","1,112","2,042","1,274","2,103",704
2021년03월_남_연령구간인구수,"11,944","4,709","1,112","2,042","1,274","2,103",704
2021년03월_남_0~9세,629,385,31,102,29,68,14
2021년03월_남_10~19세,929,498,65,161,54,123,28
2021년03월_남_20~29세,969,470,65,170,88,140,36
2021년03월_남_30~39세,924,451,78,145,72,140,38
2021년03월_남_40~49세,"1,571",757,112,273,132,229,68
2021년03월_남_50~59세,"2,292",824,228,439,249,417,135
2021년03월_남_60~69세,"2,328",653,270,404,307,496,198
2021년03월_남_70~79세,"1,398",421,167,211,192,287,120
2021년03월_남_80~89세,823,229,86,127,135,186,60
2021년03월_남_90~99세,76,21,9,10,15,14,7
2021년03월_남_100세 이상,5,0,1,0,1,3,0
2021년03월_여_총인구수,"11,996","4,729","1,121","1,995","1,305","2,143",703
2021년03월_여_연령구간인구수,"11,996","4,729","1,121","1,995","1,305","2,143",703
2021년03월_여_0~9세,541,336,24,74,32,57,18
2021년03월_여_10~19세,896,500,44,135,58,131,28
2021년03월_여_20~29세,764,393,52,144,53,101,21
2021년03월_여_30~39세,755,427,59,99,44,98,28
2021년03월_여_40~49세,"1,253",685,74,217,96,143,38
2021년03월_여_50~59세,"1,853",655,209,350,191,342,106
2021년03월_여_60~69세,"2,169",658,252,380,261,452,166
2021년03월_여_70~79세,"1,956",571,199,327,287,413,159
2021년03월_여_80~89세,"1,544",413,180,235,250,349,117
2021년03월_여_90~99세,248,84,28,32,31,52,21
2021년03월_여_100세 이상,17,7,0,2,2,5,1
2021년04월_계_총인구수,"23,912","9,423","2,228","4,030","2,586","4,245","1,400"
2021년04월_계_연령구간인구수,"23,912","9,423","2,228","4,030","2,586","4,245","1,400"
2021년04월_계_0~9세,"1,152",705,54,174,62,124,33
2021년04월_계_10~19세,"1,812",993,109,289,111,254,56
2021년04월_계_20~29세,"1,736",863,117,315,146,238,57
2021년04월_계_30~39세,"1,676",882,133,246,113,236,66
2021년04월_계_40~49세,"2,813","1,433",188,490,230,371,101
2021년04월_계_50~59세,"4,143","1,484",436,779,443,760,241
2021년04월_계_60~69세,"4,518","1,315",523,796,569,951,364
2021년04월_계_70~79세,"3,332",984,363,538,475,699,273
2021년04월_계_80~89세,"2,374",649,268,358,385,537,177
2021년04월_계_90~99세,334,108,36,43,50,66,31
2021년04월_계_100세 이상,22,7,1,2,2,9,1
2021년04월_남_총인구수,"11,915","4,701","1,108","2,030","1,276","2,101",699
2021년04월_남_연령구간인구수,"11,915","4,701","1,108","2,030","1,276","2,101",699
2021년04월_남_0~9세,617,378,31,98,29,67,14
2021년04월_남_10~19세,923,492,65,161,53,124,28
2021년04월_남_20~29세,966,472,64,164,92,138,36
2021년04월_남_30~39세,921,456,76,144,69,139,37
2021년04월_남_40~49세,"1,564",753,112,275,132,227,65
2021년04월_남_50~59세,"2,296",828,227,436,252,416,137
2021년04월_남_60~69세,"2,327",650,271,406,307,497,196
2021년04월_남_70~79세,"1,395",420,165,212,190,291,117
2021년04월_남_80~89세,826,232,87,124,137,185,61
2021년04월_남_90~99세,76,20,9,10,15,14,8
2021년04월_남_100세 이상,4,0,1,0,0,3,0
2021년04월_여_총인구수,"11,997","4,722","1,120","2,000","1,310","2,144",701
2021년04월_여_연령구간인구수,"11,997","4,722","1,120","2,000","1,310","2,144",701
2021년04월_여_0~9세,535,327,23,76,33,57,19
2021년04월_여_10~19세,889,501,44,128,58,130,28
2021년04월_여_20~29세,770,391,53,151,54,100,21
2021년04월_여_30~39세,755,426,57,102,44,97,29
2021년04월_여_40~49세,"1,249",680,76,215,98,144,36
2021년04월_여_50~59세,"1,847",656,209,343,191,344,104
2021년04월_여_60~69세,"2,191",665,252,390,262,454,168
2021년04월_여_70~79세,"1,937",564,198,326,285,408,156
2021년04월_여_80~89세,"1,548",417,181,234,248,352,116
2021년04월_여_90~99세,258,88,27,33,35,52,23
2021년04월_여_100세 이상,18,7,0,2,2,6,1
2021년05월_계_총인구수,"23,917","9,428","2,210","4,044","2,591","4,242","1,402"
2021년05월_계_연령구간인구수,"23,917","9,428","2,210","4,044","2,591","4,242","1,402"
2021년05월_계_0~9세,"1,137",699,52,167,62,124,33
2021년05월_계_10~19세,"1,802",993,106,288,112,251,52
2021년05월_계_20~29세,"1,742",864,113,324,147,235,59
2021년05월_계_30~39세,"1,669",883,128,244,111,236,67
2021년05월_계_40~49세,"2,798","1,428",184,492,226,367,101
2021년05월_계_50~59세,"4,156","1,490",436,780,451,759,240
2021년05월_계_60~69세,"4,539","1,315",525,802,572,958,367
2021년05월_계_70~79세,"3,336",994,360,540,473,698,271
2021년05월_계_80~89세,"2,378",650,271,360,384,535,178
2021년05월_계_90~99세,338,105,34,45,51,70,33
2021년05월_계_100세 이상,22,7,1,2,2,9,1
2021년05월_남_총인구수,"11,909","4,699","1,099","2,035","1,274","2,098",704
2021년05월_남_연령구간인구수,"11,909","4,699","1,099","2,035","1,274","2,098",704
2021년05월_남_0~9세,606,374,29,93,29,67,14
2021년05월_남_10~19세,920,494,63,163,52,121,27
2021년05월_남_20~29세,962,471,61,166,92,135,37
2021년05월_남_30~39세,912,454,72,142,68,139,37
2021년05월_남_40~49세,"1,554",749,111,277,127,224,66
2021년05월_남_50~59세,"2,311",833,228,438,256,418,138
2021년05월_남_60~69세,"2,331",647,270,409,307,499,199
2021년05월_남_70~79세,"1,403",423,167,213,191,292,117
2021년05월_남_80~89세,827,234,88,123,137,184,61
2021년05월_남_90~99세,79,20,9,11,15,16,8
2021년05월_남_100세 이상,4,0,1,0,0,3,0
2021년05월_여_총인구수,"12,008","4,729","1,111","2,009","1,317","2,144",698
2021년05월_여_연령구간인구수,"12,008","4,729","1,111","2,009","1,317","2,144",698
2021년05월_여_0~9세,531,325,23,74,33,57,19
2021년05월_여_10~19세,882,499,43,125,60,130,25
2021년05월_여_20~29세,780,393,52,158,55,100,22
2021년05월_여_30~39세,757,429,56,102,43,97,30
2021년05월_여_40~49세,"1,244",679,73,215,99,143,35
2021년05월_여_50~59세,"1,845",657,208,342,195,341,102
2021년05월_여_60~69세,"2,208",668,255,393,265,459,168
2021년05월_여_70~79세,"1,933",571,193,327,282,406,154
2021년05월_여_80~89세,"1,551",416,183,237,247,351,117
2021년05월_여_90~99세,259,85,25,34,36,54,25
2021년05월_여_100세 이상,18,7,0,2,2,6,1
2021년06월_계_총인구수,"23,875","9,422","2,201","4,037","2,578","4,236","1,401"
2021년06월_계_연령구간인구수,"23,875","9,422","2,201","4,037","2,578","4,236","1,401"
2021년06월_계_0~9세,"1,126",696,51,163,60,122,34
2021년06월_계_10~19세,"1,794",982,106,290,114,249,53
2021년06월_계_20~29세,"1,734",873,107,322,143,231,58
2021년06월_계_30~39세,"1,656",876,126,247,109,233,65
2021년06월_계_40~49세,"2,790","1,422",184,486,226,370,102
2021년06월_계_50~59세,"4,138","1,496",432,779,439,756,236
2021년06월_계_60~69세,"4,564","1,319",530,803,580,963,369
2021년06월_계_70~79세,"3,324",992,355,539,471,698,269
2021년06월_계_80~89세,"2,391",654,274,361,384,537,181
2021년06월_계_90~99세,336,105,35,45,50,68,33
2021년06월_계_100세 이상,22,7,1,2,2,9,1
2021년06월_남_총인구수,"11,889","4,698","1,094","2,030","1,267","2,096",704
2021년06월_남_연령구간인구수,"11,889","4,698","1,094","2,030","1,267","2,096",704
2021년06월_남_0~9세,601,373,29,91,27,66,15
2021년06월_남_10~19세,914,488,62,163,53,121,27
2021년06월_남_20~29세,959,473,60,163,92,134,37
2021년06월_남_30~39세,907,452,72,142,68,136,37
2021년06월_남_40~49세,"1,554",748,110,275,128,227,66
2021년06월_남_50~59세,"2,294",833,224,438,248,414,137
2021년06월_남_60~69세,"2,350",653,273,410,311,504,199
2021년06월_남_70~79세,"1,401",424,164,214,190,293,116
2021년06월_남_80~89세,830,234,90,124,137,183,62
2021년06월_남_90~99세,75,20,9,10,13,15,8
2021년06월_남_100세 이상,4,0,1,0,0,3,0
2021년06월_여_총인구수,"11,986","4,724","1,107","2,007","1,311","2,140",697
2021년06월_여_연령구간인구수,"11,986","4,724","1,107","2,007","1,311","2,140",697
2021년06월_여_0~9세,525,323,22,72,33,56,19
2021년06월_여_10~19세,880,494,44,127,61,128,26
2021년06월_여_20~29세,775,400,47,159,51,97,21
2021년06월_여_30~39세,749,424,54,105,41,97,28
2021년06월_여_40~49세,"1,236",674,74,211,98,143,36
2021년06월_여_50~59세,"1,844",663,208,341,191,342,99
2021년06월_여_60~69세,"2,214",666,257,393,269,459,170
2021년06월_여_70~79세,"1,923",568,191,325,281,405,153
2021년06월_여_80~89세,"1,561",420,184,237,247,354,119
2021년06월_여_90~99세,261,85,26,35,37,53,25
2021년06월_여_100세 이상,18,7,0,2,2,6,1
2021년07월_계_총인구수,"23,849","9,414","2,205","4,022","2,577","4,229","1,402"
2021년07월_계_연령구간인구수,"23,849","9,414","2,205","4,022","2,577","4,229","1,402"
2021년07월_계_0~9세,"1,108",683,50,158,61,122,34
2021년07월_계_10~19세,"1,793",984,106,286,113,248,56
2021년07월_계_20~29세,"1,721",868,107,325,138,228,55
2021년07월_계_30~39세,"1,660",875,125,248,110,237,65
2021년07월_계_40~49세,"2,769","1,416",184,475,222,371,101
2021년07월_계_50~59세,"4,130","1,495",436,773,443,748,235
2021년07월_계_60~69세,"4,577","1,327",531,806,580,963,370
2021년07월_계_70~79세,"3,313",991,354,539,467,694,268
2021년07월_계_80~89세,"2,415",663,275,364,390,541,182
2021년07월_계_90~99세,340,104,36,46,51,68,35
2021년07월_계_100세 이상,23,8,1,2,2,9,1
2021년07월_남_총인구수,"11,875","4,695","1,098","2,019","1,267","2,091",705
2021년07월_남_연령구간인구수,"11,875","4,695","1,098","2,019","1,267","2,091",705
2021년07월_남_0~9세,596,369,29,89,28,66,15
2021년07월_남_10~19세,908,485,60,162,53,121,27
2021년07월_남_20~29세,956,473,62,164,89,132,36
2021년07월_남_30~39세,911,456,70,141,70,137,37
2021년07월_남_40~49세,"1,538",742,110,269,125,227,65
2021년07월_남_50~59세,"2,282",830,225,432,250,408,137
2021년07월_남_60~69세,"2,369",661,275,414,313,506,200
2021년07월_남_70~79세,"1,397",426,164,214,184,293,116
2021년07월_남_80~89세,839,234,92,125,142,184,62
2021년07월_남_90~99세,75,19,10,9,13,14,10
2021년07월_남_100세 이상,4,0,1,0,0,3,0
2021년07월_여_총인구수,"11,974","4,719","1,107","2,003","1,310","2,138",697
2021년07월_여_연령구간인구수,"11,974","4,719","1,107","2,003","1,310","2,138",697
2021년07월_여_0~9세,512,314,21,69,33,56,19
2021년07월_여_10~19세,885,499,46,124,60,127,29
2021년07월_여_20~29세,765,395,45,161,49,96,19
2021년07월_여_30~39세,749,419,55,107,40,100,28
2021년07월_여_40~49세,"1,231",674,74,206,97,144,36
2021년07월_여_50~59세,"1,848",665,211,341,193,340,98
2021년07월_여_60~69세,"2,208",666,256,392,267,457,170
2021년07월_여_70~79세,"1,916",565,190,325,283,401,152
2021년07월_여_80~89세,"1,576",429,183,239,248,357,120
2021년07월_여_90~99세,265,85,26,37,38,54,25
2021년07월_여_100세 이상,19,8,0,2,2,6,1
2021년08월_계_총인구수,"23,834","9,421","2,202","4,008","2,588","4,209","1,406"
2021년08월_계_연령구간인구수,"23,834","9,421","2,202","4,008","2,588","4,209","1,406"
2021년08월_계_0~9세,"1,103",677,50,157,62,122,35
2021년08월_계_10~19세,"1,794",989,105,282,117,246,55
2021년08월_계_20~29세,"1,724",876,107,323,138,225,55
2021년08월_계_30~39세,"1,645",866,125,246,111,231,66
2021년08월_계_40~49세,"2,759","1,414",179,474,223,367,102
2021년08월_계_50~59세,"4,125","1,501",440,769,436,744,235
2021년08월_계_60~69세,"4,600","1,337",531,806,589,966,371
2021년08월_계_70~79세,"3,298",984,351,542,462,691,268
2021년08월_계_80~89세,"2,424",666,276,364,395,542,181
2021년08월_계_90~99세,340,103,37,43,53,67,37
2021년08월_계_100세 이상,22,8,1,2,2,8,1
2021년08월_남_총인구수,"11,866","4,698","1,098","2,009","1,274","2,081",706
2021년08월_남_연령구간인구수,"11,866","4,698","1,098","2,009","1,274","2,081",706
2021년08월_남_0~9세,594,365,29,88,30,66,16
2021년08월_남_10~19세,909,488,60,161,55,119,26
2021년08월_남_20~29세,951,473,62,160,88,132,36
2021년08월_남_30~39세,907,454,70,139,70,136,38
2021년08월_남_40~49세,"1,531",738,110,265,126,226,66
2021년08월_남_50~59세,"2,278",833,227,432,246,405,135
2021년08월_남_60~69세,"2,383",669,274,416,319,505,200
2021년08월_남_70~79세,"1,389",423,161,216,180,294,115
2021년08월_남_80~89세,846,234,94,125,147,182,64
2021년08월_남_90~99세,74,21,10,7,13,13,10
2021년08월_남_100세 이상,4,0,1,0,0,3,0
2021년08월_여_총인구수,"11,968","4,723","1,104","1,999","1,314","2,128",700
2021년08월_여_연령구간인구수,"11,968","4,723","1,104","1,999","1,314","2,128",700
2021년08월_여_0~9세,509,312,21,69,32,56,19
2021년08월_여_10~19세,885,501,45,121,62,127,29
2021년08월_여_20~29세,773,403,45,163,50,93,19
2021년08월_여_30~39세,738,412,55,107,41,95,28
2021년08월_여_40~49세,"1,228",676,69,209,97,141,36
2021년08월_여_50~59세,"1,847",668,213,337,190,339,100
2021년08월_여_60~69세,"2,217",668,257,390,270,461,171
2021년08월_여_70~79세,"1,909",561,190,326,282,397,153
2021년08월_여_80~89세,"1,578",432,182,239,248,360,117
2021년08월_여_90~99세,266,82,27,36,40,54,27
2021년08월_여_100세 이상,18,8,0,2,2,5,1
2021년09월_계_총인구수,"23,764","9,401","2,188","4,010","2,573","4,194","1,398"
2021년09월_계_연령구간인구수,"23,764","9,401","2,188","4,010","2,573","4,194","1,398"
2021년09월_계_0~9세,"1,096",672,49,158,62,119,36
2021년09월_계_10~19세,"1,789",997,100,279,113,246,54
2021년09월_계_20~29세,"1,688",853,103,325,135,217,55
2021년09월_계_30~39세,"1,626",856,126,244,108,225,67
2021년09월_계_40~49세,"2,748","1,411",179,468,224,365,101
2021년09월_계_50~59세,"4,122","1,512",435,773,429,744,229
2021년09월_계_60~69세,"4,616","1,338",533,812,589,972,372
2021년09월_계_70~79세,"3,293",981,347,542,465,690,268
2021년09월_계_80~89세,"2,429",674,277,362,396,540,180
2021년09월_계_90~99세,335,99,38,45,50,68,35
2021년09월_계_100세 이상,22,8,1,2,2,8,1
2021년09월_남_총인구수,"11,826","4,690","1,092","2,013","1,259","2,072",700
2021년09월_남_연령구간인구수,"11,826","4,690","1,092","2,013","1,259","2,072",700
2021년09월_남_0~9세,588,363,29,89,28,63,16
2021년09월_남_10~19세,901,490,58,156,52,119,26
2021년09월_남_20~29세,936,468,59,163,83,129,34
2021년09월_남_30~39세,893,446,70,139,67,131,40
2021년09월_남_40~49세,"1,527",736,112,261,128,225,65
2021년09월_남_50~59세,"2,283",840,223,436,244,406,134
2021년09월_남_60~69세,"2,389",669,277,421,317,507,198
2021년09월_남_70~79세,"1,385",420,160,215,181,293,116
2021년09월_남_80~89세,847,237,93,125,147,182,63
2021년09월_남_90~99세,73,21,10,8,12,14,8
2021년09월_남_100세 이상,4,0,1,0,0,3,0
2021년09월_여_총인구수,"11,938","4,711","1,096","1,997","1,314","2,122",698
2021년09월_여_연령구간인구수,"11,938","4,711","1,096","1,997","1,314","2,122",698
2021년09월_여_0~9세,508,309,20,69,34,56,20
2021년09월_여_10~19세,888,507,42,123,61,127,28
2021년09월_여_20~29세,752,385,44,162,52,88,21
2021년09월_여_30~39세,733,410,56,105,41,94,27
2021년09월_여_40~49세,"1,221",675,67,207,96,140,36
2021년09월_여_50~59세,"1,839",672,212,337,185,338,95
2021년09월_여_60~69세,"2,227",669,256,391,272,465,174
2021년09월_여_70~79세,"1,908",561,187,327,284,397,152
2021년09월_여_80~89세,"1,582",437,184,237,249,358,117
2021년09월_여_90~99세,262,78,28,37,38,54,27
2021년09월_여_100세 이상,18,8,0,2,2,5,1
2021년10월_계_총인구수,"23,769","9,419","2,193","3,993","2,582","4,184","1,398"
2021년10월_계_연령구간인구수,"23,769","9,419","2,193","3,993","2,582","4,184","1,398"
2021년10월_계_0~9세,"1,080",661,50,154,61,118,36
2021년10월_계_10~19세,"1,792","1,007",102,275,113,241,54
2021년10월_계_20~29세,"1,684",850,104,322,137,215,56
2021년10월_계_30~39세,"1,612",854,123,237,107,224,67
2021년10월_계_40~49세,"2,742","1,412",181,463,224,363,99
2021년10월_계_50~59세,"4,141","1,529",431,783,433,738,227
2021년10월_계_60~69세,"4,624","1,340",538,807,590,980,369
2021년10월_계_70~79세,"3,298",983,348,543,467,686,271
2021년10월_계_80~89세,"2,437",677,276,362,396,542,184
2021년10월_계_90~99세,337,98,39,45,52,69,34
2021년10월_계_100세 이상,22,8,1,2,2,8,1
2021년10월_남_총인구수,"11,838","4,699","1,092","2,011","1,267","2,068",701
2021년10월_남_연령구간인구수,"11,838","4,699","1,092","2,011","1,267","2,068",701
2021년10월_남_0~9세,584,362,30,88,27,61,16
2021년10월_남_10~19세,902,495,59,153,53,116,26
2021년10월_남_20~29세,933,463,60,162,83,130,35
2021년10월_남_30~39세,895,449,68,139,67,132,40
2021년10월_남_40~49세,"1,519",735,114,256,128,223,63
2021년10월_남_50~59세,"2,285",845,218,441,245,403,133
2021년10월_남_60~69세,"2,401",669,280,421,321,512,198
2021년10월_남_70~79세,"1,387",423,159,214,182,290,119
2021년10월_남_80~89세,853,239,93,128,147,182,64
2021년10월_남_90~99세,75,19,10,9,14,16,7
2021년10월_남_100세 이상,4,0,1,0,0,3,0
2021년10월_여_총인구수,"11,931","4,720","1,101","1,982","1,315","2,116",697
2021년10월_여_연령구간인구수,"11,931","4,720","1,101","1,982","1,315","2,116",697
2021년10월_여_0~9세,496,299,20,66,34,57,20
2021년10월_여_10~19세,890,512,43,122,60,125,28
2021년10월_여_20~29세,751,387,44,160,54,85,21
2021년10월_여_30~39세,717,405,55,98,40,92,27
2021년10월_여_40~49세,"1,223",677,67,207,96,140,36
2021년10월_여_50~59세,"1,856",684,213,342,188,335,94
2021년10월_여_60~69세,"2,223",671,258,386,269,468,171
2021년10월_여_70~79세,"1,911",560,189,329,285,396,152
2021년10월_여_80~89세,"1,584",438,183,234,249,360,120
2021년10월_여_90~99세,262,79,29,36,38,53,27
2021년10월_여_100세 이상,18,8,0,2,2,5,1
2021년11월_계_총인구수,"23,770","9,445","2,191","3,974","2,580","4,181","1,399"
2021년11월_계_연령구간인구수,"23,770","9,445","2,191","3,974","2,580","4,181","1,399"
2021년11월_계_0~9세,"1,075",664,48,148,62,118,35
2021년11월_계_10~19세,"1,771","1,001",102,267,110,239,52
2021년11월_계_20~29세,"1,695",855,105,324,140,214,57
2021년11월_계_30~39세,"1,617",869,123,235,105,220,65
2021년11월_계_40~49세,"2,738","1,413",181,456,224,363,101
2021년11월_계_50~59세,"4,140","1,534",426,781,435,738,226
2021년11월_계_60~69세,"4,646","1,347",538,811,590,985,375
2021년11월_계_70~79세,"3,282",981,349,543,464,678,267
2021년11월_계_80~89세,"2,446",678,276,360,396,550,186
2021년11월_계_90~99세,340,95,42,47,52,70,34
2021년11월_계_100세 이상,20,8,1,2,2,6,1
2021년11월_남_총인구수,"11,846","4,711","1,092","2,006","1,264","2,071",702
2021년11월_남_연령구간인구수,"11,846","4,711","1,092","2,006","1,264","2,071",702
2021년11월_남_0~9세,581,365,29,83,27,61,16
2021년11월_남_10~19세,887,488,59,147,52,115,26
2021년11월_남_20~29세,937,463,60,164,84,130,36
2021년11월_남_30~39세,902,457,70,141,65,131,38
2021년11월_남_40~49세,"1,509",734,114,252,125,221,63
2021년11월_남_50~59세,"2,290",848,217,441,246,405,133
2021년11월_남_60~69세,"2,419",674,279,425,321,517,203
2021년11월_남_70~79세,"1,380",421,159,214,184,287,115
2021년11월_남_80~89세,862,242,94,130,145,186,65
2021년11월_남_90~99세,76,19,10,9,15,16,7
2021년11월_남_100세 이상,3,0,1,0,0,2,0
2021년11월_여_총인구수,"11,924","4,734","1,099","1,968","1,316","2,110",697
2021년11월_여_연령구간인구수,"11,924","4,734","1,099","1,968","1,316","2,110",697
2021년11월_여_0~9세,494,299,19,65,35,57,19
2021년11월_여_10~19세,884,513,43,120,58,124,26
2021년11월_여_20~29세,758,392,45,160,56,84,21
2021년11월_여_30~39세,715,412,53,94,40,89,27
2021년11월_여_40~49세,"1,229",679,67,204,99,142,38
2021년11월_여_50~59세,"1,850",686,209,340,189,333,93
2021년11월_여_60~69세,"2,227",673,259,386,269,468,172
2021년11월_여_70~79세,"1,902",560,190,329,280,391,152
2021년11월_여_80~89세,"1,584",436,182,230,251,364,121
2021년11월_여_90~99세,264,76,32,38,37,54,27
2021년11월_여_100세 이상,17,8,0,2,2,4,1
2021년12월_계_총인구수,"23,748","9,426","2,186","3,970","2,576","4,194","1,396"
2021년12월_계_연령구간인구수,"23,748","9,426","2,186","3,970","2,576","4,194","1,396"
2021년12월_계_0~9세,"1,066",659,48,144,63,117,35
2021년12월_계_10~19세,"1,772","1,006",102,263,110,240,51
2021년12월_계_20~29세,"1,697",852,102,329,136,222,56
2021년12월_계_30~39세,"1,622",863,126,236,104,226,67
2021년12월_계_40~49세,"2,720","1,402",179,454,224,361,100
2021년12월_계_50~59세,"4,122","1,529",422,772,436,739,224
2021년12월_계_60~69세,"4,664","1,347",546,817,595,987,372
2021년12월_계_70~79세,"3,253",979,343,541,460,667,263
2021년12월_계_80~89세,"2,468",682,276,366,393,558,193
2021년12월_계_90~99세,343,99,41,45,53,71,34
2021년12월_계_100세 이상,21,8,1,3,2,6,1
2021년12월_남_총인구수,"11,826","4,697","1,088","2,004","1,259","2,080",698
2021년12월_남_연령구간인구수,"11,826","4,697","1,088","2,004","1,259","2,080",698
2021년12월_남_0~9세,571,361,28,79,27,60,16
2021년12월_남_10~19세,893,493,59,147,52,117,25
2021년12월_남_20~29세,936,463,56,168,79,134,36
2021년12월_남_30~39세,907,452,72,143,66,136,38
2021년12월_남_40~49세,"1,492",725,112,249,124,220,62
2021년12월_남_50~59세,"2,282",849,213,435,247,406,132
2021년12월_남_60~69세,"2,427",668,286,430,324,516,203
2021년12월_남_70~79세,"1,370",422,157,214,184,284,109
2021년12월_남_80~89세,870,243,94,131,142,190,70
2021년12월_남_90~99세,75,21,10,8,14,15,7
2021년12월_남_100세 이상,3,0,1,0,0,2,0
2021년12월_여_총인구수,"11,922","4,729","1,098","1,966","1,317","2,114",698
2021년12월_여_연령구간인구수,"11,922","4,729","1,098","1,966","1,317","2,114",698
2021년12월_여_0~9세,495,298,20,65,36,57,19
2021년12월_여_10~19세,879,513,43,116,58,123,26
2021년12월_여_20~29세,761,389,46,161,57,88,20
2021년12월_여_30~39세,715,411,54,93,38,90,29
2021년12월_여_40~49세,"1,228",677,67,205,100,141,38
2021년12월_여_50~59세,"1,840",680,209,337,189,333,92
2021년12월_여_60~69세,"2,237",679,260,387,271,471,169
2021년12월_여_70~79세,"1,883",557,186,327,276,383,154
2021년12월_여_80~89세,"1,598",439,182,235,251,368,123
2021년12월_여_90~99세,268,78,31,37,39,56,27
2021년12월_여_100세 이상,18,8,0,3,2,4,1
