카테고리,강원도 철원군,강원도 철원군 철원읍,강원도 철원군 김화읍,강원도 철원군 갈말읍,강원도 철원군 동송읍,강원도 철원군 서면,강원도 철원군 서면와수출장소,강원도 철원군 근남면,강원도 철원군 근북면,강원도 철원군 근동면,강원도 철원군 원동면,강원도 철원군 원남면,강원도 철원군 임남면
2020년10월_여_연령구간인구수,"21,488","2,659","1,700","5,564","7,678",885,"1,894","1,049",59,0,0,0,0
2020년10월_여_0~9세,"1,662",233,158,404,592,85,112,78,0,0,0,0,0
2020년10월_여_10~19세,"1,836",220,129,455,745,41,173,72,1,0,0,0,0
2020년10월_여_20~29세,"2,047",264,186,517,722,111,167,78,2,0,0,0,0
2020년10월_여_30~39세,"2,112",255,211,525,748,89,172,110,2,0,0,0,0
2020년10월_여_40~49세,"2,653",320,169,744,"1,002",80,248,87,3,0,0,0,0
2020년10월_여_50~59세,"3,400",413,225,960,"1,203",114,315,164,6,0,0,0,0
2020년10월_여_60~69세,"3,403",405,242,892,"1,201",141,314,194,14,0,0,0,0
2020년10월_여_70~79세,"2,643",336,228,656,879,126,225,167,26,0,0,0,0
2020년10월_여_80~89세,"1,418",180,123,329,481,80,133,87,5,0,0,0,0
2020년10월_여_90~99세,281,31,27,76,89,15,32,11,0,0,0,0,0
2020년10월_여_100세 이상,33,2,2,6,16,3,3,1,0,0,0,0,0
2020년11월_계_총인구수,"44,706","5,413","3,600","11,989","15,492","1,999","3,819","2,285",109,0,0,0,0
2020년11월_계_연령구간인구수,"44,706","5,413","3,600","11,989","15,492","1,999","3,819","2,285",109,0,0,0,0
2020년11월_계_0~9세,"3,346",419,362,805,"1,170",165,237,188,0,0,0,0,0
2020년11월_계_10~19세,"3,818",495,260,999,"1,479",98,345,139,3,0,0,0,0
2020년11월_계_20~29세,"5,847",679,551,"1,605","1,834",426,457,292,3,0,0,0,0
2020년11월_계_30~39세,"4,671",553,459,"1,231","1,568",233,361,262,4,0,0,0,0
2020년11월_계_40~49세,"5,708",689,376,"1,607","2,086",196,542,203,9,0,0,0,0
2020년11월_계_50~59세,"7,246",901,490,"2,048","2,558",242,647,344,16,0,0,0,0
2020년11월_계_60~69세,"6,694",762,492,"1,822","2,322",273,591,412,20,0,0,0,0
2020년11월_계_70~79세,"4,738",597,373,"1,216","1,598",226,388,299,41,0,0,0,0
2020년11월_계_80~89세,"2,231",277,202,548,735,114,212,130,13,0,0,0,0
2020년11월_계_90~99세,364,39,33,98,123,21,35,15,0,0,0,0,0
2020년11월_계_100세 이상,43,2,2,10,19,5,4,1,0,0,0,0,0
2020년11월_남_총인구수,"23,235","2,763","1,917","6,436","7,803","1,117","1,917","1,231",51,0,0,0,0
2020년11월_남_연령구간인구수,"23,235","2,763","1,917","6,436","7,803","1,117","1,917","1,231",51,0,0,0,0
2020년11월_남_0~9세,"1,691",193,207,405,575,81,125,105,0,0,0,0,0
2020년11월_남_10~19세,"1,981",276,131,546,726,58,173,69,2,0,0,0,0
2020년11월_남_20~29세,"3,800",408,366,"1,094","1,112",312,289,218,1,0,0,0,0
2020년11월_남_30~39세,"2,574",307,256,700,829,146,188,146,2,0,0,0,0
2020년11월_남_40~49세,"3,055",367,210,865,"1,081",116,292,118,6,0,0,0,0
2020년11월_남_50~59세,"3,862",489,269,"1,094","1,359",129,332,180,10,0,0,0,0
2020년11월_남_60~69세,"3,275",358,249,926,"1,113",131,274,217,7,0,0,0,0
2020년11월_남_70~79세,"2,095",262,145,563,717,99,164,130,15,0,0,0,0
2020년11월_남_80~89세,809,95,78,217,254,37,76,44,8,0,0,0,0
2020년11월_남_90~99세,82,8,6,22,33,6,3,4,0,0,0,0,0
2020년11월_남_100세 이상,11,0,0,4,4,2,1,0,0,0,0,0,0
2020년11월_여_총인구수,"21,471","2,650","1,683","5,553","7,689",882,"1,902","1,054",58,0,0,0,0
2020년11월_여_연령구간인구수,"21,471","2,650","1,683","5,553","7,689",882,"1,902","1,054",58,0,0,0,0
2020년11월_여_0~9세,"1,655",226,155,400,595,84,112,83,0,0,0,0,0
2020년11월_여_10~19세,"1,837",219,129,453,753,40,172,70,1,0,0,0,0
2020년11월_여_20~29세,"2,047",271,185,511,722,114,168,74,2,0,0,0,0
2020년11월_여_30~39세,"2,097",246,203,531,739,87,173,116,2,0,0,0,0
2020년11월_여_40~49세,"2,653",322,166,742,"1,005",80,250,85,3,0,0,0,0
2020년11월_여_50~59세,"3,384",412,221,954,"1,199",113,315,164,6,0,0,0,0
2020년11월_여_60~69세,"3,419",404,243,896,"1,209",142,317,195,13,0,0,0,0
2020년11월_여_70~79세,"2,643",335,228,653,881,127,224,169,26,0,0,0,0
2020년11월_여_80~89세,"1,422",182,124,331,481,77,136,86,5,0,0,0,0
2020년11월_여_90~99세,282,31,27,76,90,15,32,11,0,0,0,0,0
2020년11월_여_100세 이상,32,2,2,6,15,3,3,1,0,0,0,0,0
2020년12월_계_총인구수,"44,699","5,414","3,571","12,054","15,483","2,001","3,796","2,271",109,0,0,0,0
2020년12월_계_연령구간인구수,"44,699","5,414","3,571","12,054","15,483","2,001","3,796","2,271",109,0,0,0,0
2020년12월_계_0~9세,"3,365",420,364,826,"1,171",166,233,185,0,0,0,0,0
2020년12월_계_10~19세,"3,795",502,253,998,"1,464",96,342,137,3,0,0,0,0
2020년12월_계_20~29세,"5,846",676,543,"1,621","1,832",429,448,294,3,0,0,0,0
2020년12월_계_30~39세,"4,687",551,453,"1,253","1,574",239,351,263,3,0,0,0,0
2020년12월_계_40~49세,"5,687",679,379,"1,615","2,078",190,538,199,9,0,0,0,0
2020년12월_계_50~59세,"7,227",899,477,"2,044","2,560",243,648,340,16,0,0,0,0
2020년12월_계_60~69세,"6,726",771,497,"1,834","2,331",272,592,408,21,0,0,0,0
2020년12월_계_70~79세,"4,716",595,367,"1,209","1,590",227,390,297,41,0,0,0,0
2020년12월_계_80~89세,"2,244",280,203,550,739,114,214,131,13,0,0,0,0
2020년12월_계_90~99세,361,39,33,92,125,20,36,16,0,0,0,0,0
2020년12월_계_100세 이상,45,2,2,12,19,5,4,1,0,0,0,0,0
2020년12월_남_총인구수,"23,216","2,757","1,915","6,462","7,794","1,111","1,905","1,220",52,0,0,0,0
2020년12월_남_연령구간인구수,"23,216","2,757","1,915","6,462","7,794","1,111","1,905","1,220",52,0,0,0,0
2020년12월_남_0~9세,"1,706",193,210,415,576,84,127,101,0,0,0,0,0
2020년12월_남_10~19세,"1,965",278,129,541,719,55,170,71,2,0,0,0,0
2020년12월_남_20~29세,"3,789",404,364,"1,100","1,109",312,283,216,1,0,0,0,0
2020년12월_남_30~39세,"2,583",304,254,716,831,148,182,146,2,0,0,0,0
2020년12월_남_40~49세,"3,036",364,214,863,"1,072",112,289,116,6,0,0,0,0
2020년12월_남_50~59세,"3,857",483,266,"1,094","1,366",129,332,177,10,0,0,0,0
2020년12월_남_60~69세,"3,290",366,251,929,"1,117",129,275,215,8,0,0,0,0
2020년12월_남_70~79세,"2,085",260,141,561,711,101,167,129,15,0,0,0,0
2020년12월_남_80~89세,813,97,80,217,255,35,76,45,8,0,0,0,0
2020년12월_남_90~99세,81,8,6,22,34,4,3,4,0,0,0,0,0
2020년12월_남_100세 이상,11,0,0,4,4,2,1,0,0,0,0,0,0
2020년12월_여_총인구수,"21,483","2,657","1,656","5,592","7,689",890,"1,891","1,051",57,0,0,0,0
2020년12월_여_연령구간인구수,"21,483","2,657","1,656","5,592","7,689",890,"1,891","1,051",57,0,0,0,0
2020년12월_여_0~9세,"1,659",227,154,411,595,82,106,84,0,0,0,0,0
2020년12월_여_10~19세,"1,830",224,124,457,745,41,172,66,1,0,0,0,0
2020년12월_여_20~29세,"2,057",272,179,521,723,117,165,78,2,0,0,0,0
2020년12월_여_30~39세,"2,104",247,199,537,743,91,169,117,1,0,0,0,0
2020년12월_여_40~49세,"2,651",315,165,752,"1,006",78,249,83,3,0,0,0,0
2020년12월_여_50~59세,"3,370",416,211,950,"1,194",114,316,163,6,0,0,0,0
2020년12월_여_60~69세,"3,436",405,246,905,"1,214",143,317,193,13,0,0,0,0
2020년12월_여_70~79세,"2,631",335,226,648,879,126,223,168,26,0,0,0,0
2020년12월_여_80~89세,"1,431",183,123,333,484,79,138,86,5,0,0,0,0
2020년12월_여_90~99세,280,31,27,70,91,16,33,12,0,0,0,0,0
2020년12월_여_100세 이상,34,2,2,8,15,3,3,1,0,0,0,0,0
2021년01월_계_총인구수,"44,563","5,394","3,555","12,032","15,447","1,983","3,779","2,264",109,0,0,0,0
2021년01월_계_연령구간인구수,"44,563","5,394","3,555","12,032","15,447","1,983","3,779","2,264",109,0,0,0,0
2021년01월_계_0~9세,"3,352",418,360,828,"1,169",166,228,183,0,0,0,0,0
2021년01월_계_10~19세,"3,759",493,246,990,"1,456",94,341,136,3,0,0,0,0
2021년01월_계_20~29세,"5,809",674,540,"1,618","1,824",415,446,289,3,0,0,0,0
2021년01월_계_30~39세,"4,668",558,449,"1,244","1,564",238,348,264,3,0,0,0,0
2021년01월_계_40~49세,"5,661",668,381,"1,608","2,072",190,533,200,9,0,0,0,0
2021년01월_계_50~59세,"7,176",892,477,"2,030","2,542",239,645,336,15,0,0,0,0
2021년01월_계_60~69세,"6,761",775,499,"1,849","2,337",275,593,411,22,0,0,0,0
2021년01월_계_70~79세,"4,705",595,360,"1,209","1,590",227,388,296,40,0,0,0,0
2021년01월_계_80~89세,"2,263",278,207,554,747,114,218,131,14,0,0,0,0
2021년01월_계_90~99세,365,41,34,91,127,20,35,17,0,0,0,0,0
2021년01월_계_100세 이상,44,2,2,11,19,5,4,1,0,0,0,0,0
2021년01월_남_총인구수,"23,151","2,748","1,900","6,454","7,781","1,101","1,899","1,216",52,0,0,0,0
2021년01월_남_연령구간인구수,"23,151","2,748","1,900","6,454","7,781","1,101","1,899","1,216",52,0,0,0,0
2021년01월_남_0~9세,"1,690",194,204,413,573,84,123,99,0,0,0,0,0
2021년01월_남_10~19세,"1,952",272,127,539,716,56,170,70,2,0,0,0,0
2021년01월_남_20~29세,"3,762",403,361,"1,098","1,101",304,282,212,1,0,0,0,0
2021년01월_남_30~39세,"2,581",309,249,715,830,147,179,150,2,0,0,0,0
2021년01월_남_40~49세,"3,032",360,214,861,"1,076",112,287,116,6,0,0,0,0
2021년01월_남_50~59세,"3,826",479,266,"1,082","1,352",126,335,176,10,0,0,0,0
2021년01월_남_60~69세,"3,307",364,252,941,"1,124",130,273,215,8,0,0,0,0
2021년01월_남_70~79세,"2,085",262,138,560,713,101,168,128,15,0,0,0,0
2021년01월_남_80~89세,824,96,82,221,258,35,78,46,8,0,0,0,0
2021년01월_남_90~99세,82,9,7,21,34,4,3,4,0,0,0,0,0
2021년01월_남_100세 이상,10,0,0,3,4,2,1,0,0,0,0,0,0
2021년01월_여_총인구수,"21,412","2,646","1,655","5,578","7,666",882,"1,880","1,048",57,0,0,0,0
2021년01월_여_연령구간인구수,"21,412","2,646","1,655","5,578","7,666",882,"1,880","1,048",57,0,0,0,0
2021년01월_여_0~9세,"1,662",224,156,415,596,82,105,84,0,0,0,0,0
2021년01월_여_10~19세,"1,807",221,119,451,740,38,171,66,1,0,0,0,0
2021년01월_여_20~29세,"2,047",271,179,520,723,111,164,77,2,0,0,0,0
2021년01월_여_30~39세,"2,087",249,200,529,734,91,169,114,1,0,0,0,0
2021년01월_여_40~49세,"2,629",308,167,747,996,78,246,84,3,0,0,0,0
2021년01월_여_50~59세,"3,350",413,211,948,"1,190",113,310,160,5,0,0,0,0
2021년01월_여_60~69세,"3,454",411,247,908,"1,213",145,320,196,14,0,0,0,0
2021년01월_여_70~79세,"2,620",333,222,649,877,126,220,168,25,0,0,0,0
2021년01월_여_80~89세,"1,439",182,125,333,489,79,140,85,6,0,0,0,0
2021년01월_여_90~99세,283,32,27,70,93,16,32,13,0,0,0,0,0
2021년01월_여_100세 이상,34,2,2,8,15,3,3,1,0,0,0,0,0
2021년02월_계_총인구수,"44,380","5,386","3,536","12,027","15,338","1,961","3,774","2,249",109,0,0,0,0
2021년02월_계_연령구간인구수,"44,380","5,386","3,536","12,027","15,338","1,961","3,774","2,249",109,0,0,0,0
2021년02월_계_0~9세,"3,330",420,351,822,"1,159",164,232,182,0,0,0,0,0
2021년02월_계_10~19세,"3,731",481,248,997,"1,442",87,336,137,3,0,0,0,0
2021년02월_계_20~29세,"5,685",659,527,"1,608","1,769",401,435,283,3,0,0,0,0
2021년02월_계_30~39세,"4,673",572,447,"1,243","1,556",237,348,267,3,0,0,0,0
2021년02월_계_40~49세,"5,641",661,381,"1,620","2,054",188,535,194,8,0,0,0,0
2021년02월_계_50~59세,"7,121",888,477,"2,004","2,524",235,648,329,16,0,0,0,0
2021년02월_계_60~69세,"6,825",790,500,"1,875","2,350",283,592,413,22,0,0,0,0
2021년02월_계_70~79세,"4,695",594,361,"1,202","1,588",226,390,295,39,0,0,0,0
2021년02월_계_80~89세,"2,269",279,206,555,750,115,219,131,14,0,0,0,0
2021년02월_계_90~99세,366,40,36,90,127,20,35,17,1,0,0,0,0
2021년02월_계_100세 이상,44,2,2,11,19,5,4,1,0,0,0,0,0
2021년02월_남_총인구수,"23,071","2,744","1,888","6,455","7,729","1,092","1,901","1,210",52,0,0,0,0
2021년02월_남_연령구간인구수,"23,071","2,744","1,888","6,455","7,729","1,092","1,901","1,210",52,0,0,0,0
2021년02월_남_0~9세,"1,674",194,198,403,570,84,126,99,0,0,0,0,0
2021년02월_남_10~19세,"1,939",265,127,544,714,52,166,69,2,0,0,0,0
2021년02월_남_20~29세,"3,711",398,353,"1,100","1,073",296,280,210,1,0,0,0,0
2021년02월_남_30~39세,"2,579",316,250,714,821,145,178,153,2,0,0,0,0
2021년02월_남_40~49세,"3,021",354,213,868,"1,064",113,292,112,5,0,0,0,0
2021년02월_남_50~59세,"3,798",477,264,"1,066","1,344",125,338,173,11,0,0,0,0
2021년02월_남_60~69세,"3,349",375,255,956,"1,135",135,271,214,8,0,0,0,0
2021년02월_남_70~79세,"2,082",261,139,557,710,101,169,130,15,0,0,0,0
2021년02월_남_80~89세,827,96,82,223,260,35,77,46,8,0,0,0,0
2021년02월_남_90~99세,81,8,7,21,34,4,3,4,0,0,0,0,0
2021년02월_남_100세 이상,10,0,0,3,4,2,1,0,0,0,0,0,0
2021년02월_여_총인구수,"21,309","2,642","1,648","5,572","7,609",869,"1,873","1,039",57,0,0,0,0
2021년02월_여_연령구간인구수,"21,309","2,642","1,648","5,572","7,609",869,"1,873","1,039",57,0,0,0,0
2021년02월_여_0~9세,"1,656",226,153,419,589,80,106,83,0,0,0,0,0
2021년02월_여_10~19세,"1,792",216,121,453,728,35,170,68,1,0,0,0,0
2021년02월_여_20~29세,"1,974",261,174,508,696,105,155,73,2,0,0,0,0
2021년02월_여_30~39세,"2,094",256,197,529,735,92,170,114,1,0,0,0,0
2021년02월_여_40~49세,"2,620",307,168,752,990,75,243,82,3,0,0,0,0
2021년02월_여_50~59세,"3,323",411,213,938,"1,180",110,310,156,5,0,0,0,0
2021년02월_여_60~69세,"3,476",415,245,919,"1,215",148,321,199,14,0,0,0,0
2021년02월_여_70~79세,"2,613",333,222,645,878,125,221,165,24,0,0,0,0
2021년02월_여_80~89세,"1,442",183,124,332,490,80,142,85,6,0,0,0,0
2021년02월_여_90~99세,285,32,29,69,93,16,32,13,1,0,0,0,0
2021년02월_여_100세 이상,34,2,2,8,15,3,3,1,0,0,0,0,0
2021년03월_계_총인구수,"44,171","5,360","3,523","11,989","15,282","1,928","3,749","2,233",107,0,0,0,0
2021년03월_계_연령구간인구수,"44,171","5,360","3,523","11,989","15,282","1,928","3,749","2,233",107,0,0,0,0
2021년03월_계_0~9세,"3,315",424,353,809,"1,151",167,230,181,0,0,0,0,0
2021년03월_계_10~19세,"3,708",476,253,987,"1,428",89,335,137,3,0,0,0,0
2021년03월_계_20~29세,"5,629",657,523,"1,588","1,761",386,437,275,2,0,0,0,0
2021년03월_계_30~39세,"4,623",561,445,"1,242","1,537",229,340,266,3,0,0,0,0
2021년03월_계_40~49세,"5,620",656,379,"1,613","2,052",188,530,194,8,0,0,0,0
2021년03월_계_50~59세,"7,048",881,467,"1,982","2,504",230,643,325,16,0,0,0,0
2021년03월_계_60~69세,"6,881",798,499,"1,907","2,372",277,593,415,20,0,0,0,0
2021년03월_계_70~79세,"4,683",587,360,"1,207","1,589",224,388,290,38,0,0,0,0
2021년03월_계_80~89세,"2,283",280,208,559,754,117,218,131,16,0,0,0,0
2021년03월_계_90~99세,364,40,34,90,128,19,34,18,1,0,0,0,0
2021년03월_계_100세 이상,17,0,2,5,6,2,1,1,0,0,0,0,0
2021년03월_남_총인구수,"22,963","2,737","1,884","6,434","7,683","1,073","1,898","1,202",52,0,0,0,0
2021년03월_남_연령구간인구수,"22,963","2,737","1,884","6,434","7,683","1,073","1,898","1,202",52,0,0,0,0
2021년03월_남_0~9세,"1,669",199,199,395,566,85,125,100,0,0,0,0,0
2021년03월_남_10~19세,"1,932",261,131,543,707,54,165,69,2,0,0,0,0
2021년03월_남_20~29세,"3,666",398,350,"1,082","1,063",285,282,205,1,0,0,0,0
2021년03월_남_30~39세,"2,547",311,246,717,803,139,177,152,2,0,0,0,0
2021년03월_남_40~49세,"3,013",354,212,865,"1,062",113,290,112,5,0,0,0,0
2021년03월_남_50~59세,"3,749",476,255,"1,048","1,329",123,337,170,11,0,0,0,0
2021년03월_남_60~69세,"3,387",379,261,977,"1,141",133,275,214,7,0,0,0,0
2021년03월_남_70~79세,"2,083",258,141,554,718,100,167,130,15,0,0,0,0
2021년03월_남_80~89세,828,93,82,228,258,36,77,45,9,0,0,0,0
2021년03월_남_90~99세,84,8,7,22,35,4,3,5,0,0,0,0,0
2021년03월_남_100세 이상,5,0,0,3,1,1,0,0,0,0,0,0,0
2021년03월_여_총인구수,"21,208","2,623","1,639","5,555","7,599",855,"1,851","1,031",55,0,0,0,0
2021년03월_여_연령구간인구수,"21,208","2,623","1,639","5,555","7,599",855,"1,851","1,031",55,0,0,0,0
2021년03월_여_0~9세,"1,646",225,154,414,585,82,105,81,0,0,0,0,0
2021년03월_여_10~19세,"1,776",215,122,444,721,35,170,68,1,0,0,0,0
2021년03월_여_20~29세,"1,963",259,173,506,698,101,155,70,1,0,0,0,0
2021년03월_여_30~39세,"2,076",250,199,525,734,90,163,114,1,0,0,0,0
2021년03월_여_40~49세,"2,607",302,167,748,990,75,240,82,3,0,0,0,0
2021년03월_여_50~59세,"3,299",405,212,934,"1,175",107,306,155,5,0,0,0,0
2021년03월_여_60~69세,"3,494",419,238,930,"1,231",144,318,201,13,0,0,0,0
2021년03월_여_70~79세,"2,600",329,219,653,871,124,221,160,23,0,0,0,0
2021년03월_여_80~89세,"1,455",187,126,331,496,81,141,86,7,0,0,0,0
2021년03월_여_90~99세,280,32,27,68,93,15,31,13,1,0,0,0,0
2021년03월_여_100세 이상,12,0,2,2,5,1,1,1,0,0,0,0,0
2021년04월_계_총인구수,"44,169","5,333","3,549","11,970","15,299","1,935","3,751","2,226",106,0,0,0,0
2021년04월_계_연령구간인구수,"44,169","5,333","3,549","11,970","15,299","1,935","3,751","2,226",106,0,0,0,0
2021년04월_계_0~9세,"3,311",428,355,811,"1,135",170,231,181,0,0,0,0,0
2021년04월_계_10~19세,"3,695",464,264,982,"1,425",87,335,135,3,0,0,0,0
2021년04월_계_20~29세,"5,596",656,519,"1,568","1,772",382,428,269,2,0,0,0,0
2021년04월_계_30~39세,"4,633",565,451,"1,240","1,536",236,343,259,3,0,0,0,0
2021년04월_계_40~49세,"5,614",642,390,"1,598","2,062",189,531,194,8,0,0,0,0
2021년04월_계_50~59세,"7,022",864,460,"1,982","2,502",227,643,328,16,0,0,0,0
2021년04월_계_60~69세,"6,958",809,502,"1,933","2,396",280,599,420,19,0,0,0,0
2021년04월_계_70~79세,"4,660",584,361,"1,200","1,579",225,384,289,38,0,0,0,0
2021년04월_계_80~89세,"2,294",280,209,559,759,118,221,132,16,0,0,0,0
2021년04월_계_90~99세,367,41,36,90,127,19,35,18,1,0,0,0,0
2021년04월_계_100세 이상,19,0,2,7,6,2,1,1,0,0,0,0,0
2021년04월_남_총인구수,"22,948","2,718","1,890","6,422","7,703","1,073","1,897","1,194",51,0,0,0,0
2021년04월_남_연령구간인구수,"22,948","2,718","1,890","6,422","7,703","1,073","1,897","1,194",51,0,0,0,0
2021년04월_남_0~9세,"1,665",199,197,396,561,86,126,100,0,0,0,0,0
2021년04월_남_10~19세,"1,922",254,137,538,706,54,163,68,2,0,0,0,0
2021년04월_남_20~29세,"3,639",393,343,"1,076","1,071",277,278,200,1,0,0,0,0
2021년04월_남_30~39세,"2,556",316,248,714,807,145,177,147,2,0,0,0,0
2021년04월_남_40~49세,"3,005",344,220,852,"1,066",113,291,114,5,0,0,0,0
2021년04월_남_50~59세,"3,727",470,248,"1,045","1,326",121,337,169,11,0,0,0,0
2021년04월_남_60~69세,"3,439",386,264,996,"1,158",135,278,216,6,0,0,0,0
2021년04월_남_70~79세,"2,074",254,143,552,714,101,166,129,15,0,0,0,0
2021년04월_남_80~89세,831,93,82,228,259,36,78,46,9,0,0,0,0
2021년04월_남_90~99세,85,9,8,22,34,4,3,5,0,0,0,0,0
2021년04월_남_100세 이상,5,0,0,3,1,1,0,0,0,0,0,0,0
2021년04월_여_총인구수,"21,221","2,615","1,659","5,548","7,596",862,"1,854","1,032",55,0,0,0,0
2021년04월_여_연령구간인구수,"21,221","2,615","1,659","5,548","7,596",862,"1,854","1,032",55,0,0,0,0
2021년04월_여_0~9세,"1,646",229,158,415,574,84,105,81,0,0,0,0,0
2021년04월_여_10~19세,"1,773",210,127,444,719,33,172,67,1,0,0,0,0
2021년04월_여_20~29세,"1,957",263,176,492,701,105,150,69,1,0,0,0,0
2021년04월_여_30~39세,"2,077",249,203,526,729,91,166,112,1,0,0,0,0
2021년04월_여_40~49세,"2,609",298,170,746,996,76,240,80,3,0,0,0,0
2021년04월_여_50~59세,"3,295",394,212,937,"1,176",106,306,159,5,0,0,0,0
2021년04월_여_60~69세,"3,519",423,238,937,"1,238",145,321,204,13,0,0,0,0
2021년04월_여_70~79세,"2,586",330,218,648,865,124,218,160,23,0,0,0,0
2021년04월_여_80~89세,"1,463",187,127,331,500,82,143,86,7,0,0,0,0
2021년04월_여_90~99세,282,32,28,68,93,15,32,13,1,0,0,0,0
2021년04월_여_100세 이상,14,0,2,4,5,1,1,1,0,0,0,0,0
2021년05월_계_총인구수,"44,011","5,326","3,545","11,917","15,225","1,934","3,732","2,225",107,0,0,0,0
2021년05월_계_연령구간인구수,"44,011","5,326","3,545","11,917","15,225","1,934","3,732","2,225",107,0,0,0,0
2021년05월_계_0~9세,"3,291",427,352,808,"1,125",167,230,182,0,0,0,0,0
2021년05월_계_10~19세,"3,673",460,265,978,"1,422",85,326,134,3,0,0,0,0
2021년05월_계_20~29세,"5,572",650,515,"1,574","1,755",383,426,267,2,0,0,0,0
2021년05월_계_30~39세,"4,610",567,447,"1,232","1,527",234,341,260,2,0,0,0,0
2021년05월_계_40~49세,"5,593",644,391,"1,580","2,055",193,530,191,9,0,0,0,0
2021년05월_계_50~59세,"7,008",861,466,"1,977","2,492",226,638,331,17,0,0,0,0
2021년05월_계_60~69세,"6,967",813,503,"1,929","2,399",281,602,421,19,0,0,0,0
2021년05월_계_70~79세,"4,623",584,359,"1,188","1,559",225,381,289,38,0,0,0,0
2021년05월_계_80~89세,"2,298",281,209,557,762,119,222,132,16,0,0,0,0
2021년05월_계_90~99세,359,39,36,87,125,19,35,17,1,0,0,0,0
2021년05월_계_100세 이상,17,0,2,7,4,2,1,1,0,0,0,0,0
2021년05월_남_총인구수,"22,895","2,719","1,887","6,397","7,681","1,076","1,890","1,194",51,0,0,0,0
2021년05월_남_연령구간인구수,"22,895","2,719","1,887","6,397","7,681","1,076","1,890","1,194",51,0,0,0,0
2021년05월_남_0~9세,"1,654",202,194,394,554,85,124,101,0,0,0,0,0
2021년05월_남_10~19세,"1,920",253,137,541,705,53,161,68,2,0,0,0,0
2021년05월_남_20~29세,"3,613",387,337,"1,072","1,062",282,275,197,1,0,0,0,0
2021년05월_남_30~39세,"2,549",317,248,713,802,142,178,148,1,0,0,0,0
2021년05월_남_40~49세,"2,990",344,221,837,"1,061",116,292,113,6,0,0,0,0
2021년05월_남_50~59세,"3,747",471,254,"1,050","1,337",120,333,171,11,0,0,0,0
2021년05월_남_60~69세,"3,445",390,265,996,"1,156",135,282,215,6,0,0,0,0
2021년05월_남_70~79세,"2,058",253,142,540,711,103,164,130,15,0,0,0,0
2021년05월_남_80~89세,832,94,81,230,259,35,78,46,9,0,0,0,0
2021년05월_남_90~99세,82,8,8,21,33,4,3,5,0,0,0,0,0
2021년05월_남_100세 이상,5,0,0,3,1,1,0,0,0,0,0,0,0
2021년05월_여_총인구수,"21,116","2,607","1,658","5,520","7,544",858,"1,842","1,031",56,0,0,0,0
2021년05월_여_연령구간인구수,"21,116","2,607","1,658","5,520","7,544",858,"1,842","1,031",56,0,0,0,0
2021년05월_여_0~9세,"1,637",225,158,414,571,82,106,81,0,0,0,0,0
2021년05월_여_10~19세,"1,753",207,128,437,717,32,165,66,1,0,0,0,0
2021년05월_여_20~29세,"1,959",263,178,502,693,101,151,70,1,0,0,0,0
2021년05월_여_30~39세,"2,061",250,199,519,725,92,163,112,1,0,0,0,0
2021년05월_여_40~49세,"2,603",300,170,743,994,77,238,78,3,0,0,0,0
2021년05월_여_50~59세,"3,261",390,212,927,"1,155",106,305,160,6,0,0,0,0
2021년05월_여_60~69세,"3,522",423,238,933,"1,243",146,320,206,13,0,0,0,0
2021년05월_여_70~79세,"2,565",331,217,648,848,122,217,159,23,0,0,0,0
2021년05월_여_80~89세,"1,466",187,128,327,503,84,144,86,7,0,0,0,0
2021년05월_여_90~99세,277,31,28,66,92,15,32,12,1,0,0,0,0
2021년05월_여_100세 이상,12,0,2,4,3,1,1,1,0,0,0,0,0
2021년06월_계_총인구수,"43,932","5,348","3,527","11,892","15,174","1,936","3,732","2,217",106,0,0,0,0
2021년06월_계_연령구간인구수,"43,932","5,348","3,527","11,892","15,174","1,936","3,732","2,217",106,0,0,0,0
2021년06월_계_0~9세,"3,263",434,350,798,"1,113",164,227,177,0,0,0,0,0
2021년06월_계_10~19세,"3,675",463,264,970,"1,420",88,331,136,3,0,0,0,0
2021년06월_계_20~29세,"5,529",648,507,"1,572","1,721",385,426,269,1,0,0,0,0
2021년06월_계_30~39세,"4,605",574,445,"1,219","1,534",236,337,258,2,0,0,0,0
2021년06월_계_40~49세,"5,564",647,388,"1,577","2,028",193,531,192,8,0,0,0,0
2021년06월_계_50~59세,"7,008",862,455,"1,979","2,497",228,638,331,18,0,0,0,0
2021년06월_계_60~69세,"6,989",818,513,"1,933","2,409",281,602,414,19,0,0,0,0
2021년06월_계_70~79세,"4,606",579,356,"1,188","1,555",222,381,289,36,0,0,0,0
2021년06월_계_80~89세,"2,317",284,211,563,768,118,223,132,18,0,0,0,0
2021년06월_계_90~99세,359,39,36,86,125,19,35,18,1,0,0,0,0
2021년06월_계_100세 이상,17,0,2,7,4,2,1,1,0,0,0,0,0
2021년06월_남_총인구수,"22,832","2,727","1,877","6,375","7,639","1,080","1,895","1,189",50,0,0,0,0
2021년06월_남_연령구간인구수,"22,832","2,727","1,877","6,375","7,639","1,080","1,895","1,189",50,0,0,0,0
2021년06월_남_0~9세,"1,637",206,192,392,544,85,120,98,0,0,0,0,0
2021년06월_남_10~19세,"1,920",254,136,534,704,56,165,69,2,0,0,0,0
2021년06월_남_20~29세,"3,575",384,330,"1,066","1,037",281,277,199,1,0,0,0,0
2021년06월_남_30~39세,"2,548",318,247,709,806,145,175,147,1,0,0,0,0
