카테고리,충청남도 홍성군,충청남도 홍성군 홍성읍,충청남도 홍성군 광천읍,충청남도 홍성군 홍북읍,충청남도 홍성군 금마면,충청남도 홍성군 홍동면,충청남도 홍성군 장곡면,충청남도 홍성군 은하면,충청남도 홍성군 결성면,충청남도 홍성군 서부면,충청남도 홍성군 갈산면,충청남도 홍성군 구항면
2020년08월_남_50~59세,"8,282","3,483",759,"1,757",357,314,256,222,189,288,304,353
2020년08월_남_60~69세,"7,057","2,391",863,978,394,365,308,271,249,390,437,411
2020년08월_남_70~79세,"4,476","1,363",687,489,258,249,244,219,193,264,254,256
2020년08월_남_80~89세,"2,191",534,294,198,144,147,177,126,121,139,187,124
2020년08월_남_90~99세,216,62,35,15,14,7,11,18,8,14,21,11
2020년08월_남_100세 이상,19,7,6,0,1,0,1,0,0,2,2,0
2020년08월_여_총인구수,"50,269","19,357","4,352","14,245","1,716","1,709","1,530","1,146","1,087","1,648","1,759","1,720"
2020년08월_여_연령구간인구수,"50,269","19,357","4,352","14,245","1,716","1,709","1,530","1,146","1,087","1,648","1,759","1,720"
2020년08월_여_0~9세,"3,782","1,254",133,"2,103",44,56,39,20,14,43,32,44
2020년08월_여_10~19세,"4,737","2,162",216,"1,804",61,112,58,37,38,82,75,92
2020년08월_여_20~29세,"4,323","2,171",247,"1,345",90,78,62,41,39,83,77,90
2020년08월_여_30~39세,"5,122","1,767",200,"2,627",82,86,59,32,34,60,77,98
2020년08월_여_40~49세,"6,977","3,155",348,"2,676",121,159,84,60,45,97,94,138
2020년08월_여_50~59세,"7,607","3,323",729,"1,595",294,275,210,168,178,281,269,285
2020년08월_여_60~69세,"7,356","2,656",956,"1,040",370,333,323,266,264,372,403,373
2020년08월_여_70~79세,"5,558","1,683",879,570,326,289,340,243,234,329,362,303
2020년08월_여_80~89세,"4,129","1,019",552,415,281,281,316,227,203,255,319,261
2020년08월_여_90~99세,637,158,77,67,47,38,38,51,38,41,48,34
2020년08월_여_100세 이상,41,9,15,3,0,2,1,1,0,5,3,2
2020년09월_계_총인구수,"99,909","38,292","8,509","28,562","3,504","3,456","2,942","2,308","2,111","3,260","3,517","3,448"
2020년09월_계_연령구간인구수,"99,909","38,292","8,509","28,562","3,504","3,456","2,942","2,308","2,111","3,260","3,517","3,448"
2020년09월_계_0~9세,"7,851","2,540",287,"4,399",102,129,81,44,26,79,77,87
2020년09월_계_10~19세,"9,625","4,395",460,"3,677",132,223,119,70,64,146,153,186
2020년09월_계_20~29세,"9,615","4,846",601,"2,707",227,238,143,119,115,213,190,216
2020년09월_계_30~39세,"10,584","3,665",478,"5,159",213,187,142,99,97,145,202,197
2020년09월_계_40~49세,"14,546","6,133",828,"5,427",335,374,237,165,129,291,278,349
2020년09월_계_50~59세,"15,884","6,785","1,477","3,393",648,587,467,381,370,568,574,634
2020년09월_계_60~69세,"14,496","5,075","1,829","2,033",773,702,626,544,515,768,844,787
2020년09월_계_70~79세,"10,037","3,051","1,571","1,055",587,537,581,459,425,594,618,559
2020년09월_계_80~89세,"6,348","1,565",841,627,428,430,496,357,323,393,504,384
2020년09월_계_90~99세,862,220,116,82,58,47,48,69,47,56,72,47
2020년09월_계_100세 이상,61,17,21,3,1,2,2,1,0,7,5,2
2020년09월_남_총인구수,"49,689","18,979","4,169","14,300","1,782","1,748","1,419","1,166","1,028","1,609","1,753","1,736"
2020년09월_남_연령구간인구수,"49,689","18,979","4,169","14,300","1,782","1,748","1,419","1,166","1,028","1,609","1,753","1,736"
2020년09월_남_0~9세,"4,085","1,295",154,"2,297",58,74,43,25,12,37,44,46
2020년09월_남_10~19세,"4,909","2,246",245,"1,870",75,115,61,34,26,64,79,94
2020년09월_남_20~29세,"5,312","2,675",362,"1,369",136,161,82,79,77,129,114,128
2020년09월_남_30~39세,"5,480","1,914",278,"2,528",131,104,85,66,64,85,124,101
2020년09월_남_40~49세,"7,607","3,008",483,"2,757",210,211,154,106,86,195,183,214
2020년09월_남_50~59세,"8,283","3,464",754,"1,791",354,314,257,216,191,288,305,349
2020년09월_남_60~69세,"7,096","2,408",869,982,400,366,305,274,251,391,436,414
2020년09월_남_70~79세,"4,476","1,359",689,489,259,248,244,218,191,265,259,255
2020년09월_남_80~89세,"2,202",542,292,202,144,147,176,130,122,138,185,124
2020년09월_남_90~99세,220,61,37,15,14,8,11,18,8,15,22,11
2020년09월_남_100세 이상,19,7,6,0,1,0,1,0,0,2,2,0
2020년09월_여_총인구수,"50,220","19,313","4,340","14,262","1,722","1,708","1,523","1,142","1,083","1,651","1,764","1,712"
2020년09월_여_연령구간인구수,"50,220","19,313","4,340","14,262","1,722","1,708","1,523","1,142","1,083","1,651","1,764","1,712"
2020년09월_여_0~9세,"3,766","1,245",133,"2,102",44,55,38,19,14,42,33,41
2020년09월_여_10~19세,"4,716","2,149",215,"1,807",57,108,58,36,38,82,74,92
2020년09월_여_20~29세,"4,303","2,171",239,"1,338",91,77,61,40,38,84,76,88
2020년09월_여_30~39세,"5,104","1,751",200,"2,631",82,83,57,33,33,60,78,96
2020년09월_여_40~49세,"6,939","3,125",345,"2,670",125,163,83,59,43,96,95,135
2020년09월_여_50~59세,"7,601","3,321",723,"1,602",294,273,210,165,179,280,269,285
2020년09월_여_60~69세,"7,400","2,667",960,"1,051",373,336,321,270,264,377,408,373
2020년09월_여_70~79세,"5,561","1,692",882,566,328,289,337,241,234,329,359,304
2020년09월_여_80~89세,"4,146","1,023",549,425,284,283,320,227,201,255,319,260
2020년09월_여_90~99세,642,159,79,67,44,39,37,51,39,41,50,36
2020년09월_여_100세 이상,42,10,15,3,0,2,1,1,0,5,3,2
2020년10월_계_총인구수,"99,844","38,235","8,497","28,588","3,508","3,448","2,931","2,300","2,111","3,251","3,507","3,468"
2020년10월_계_연령구간인구수,"99,844","38,235","8,497","28,588","3,508","3,448","2,931","2,300","2,111","3,251","3,507","3,468"
2020년10월_계_0~9세,"7,797","2,524",286,"4,374",102,128,76,41,24,79,74,89
2020년10월_계_10~19세,"9,632","4,367",461,"3,718",132,223,117,70,64,148,145,187
2020년10월_계_20~29세,"9,606","4,851",594,"2,703",231,232,147,120,114,202,192,220
2020년10월_계_30~39세,"10,546","3,628",481,"5,152",212,185,142,98,97,146,203,202
2020년10월_계_40~49세,"14,473","6,114",814,"5,420",324,373,233,164,130,289,269,343
2020년10월_계_50~59세,"15,902","6,790","1,472","3,404",655,581,467,378,369,564,579,643
2020년10월_계_60~69세,"14,554","5,093","1,834","2,046",774,707,628,543,518,773,849,789
2020년10월_계_70~79세,"10,056","3,064","1,575","1,057",586,542,577,459,426,595,615,560
2020년10월_계_80~89세,"6,342","1,566",840,630,430,428,494,357,322,389,502,384
2020년10월_계_90~99세,875,221,119,81,61,47,48,69,47,59,74,49
2020년10월_계_100세 이상,61,17,21,3,1,2,2,1,0,7,5,2
2020년10월_남_총인구수,"49,626","18,950","4,163","14,296","1,777","1,743","1,411","1,165","1,028","1,598","1,755","1,740"
2020년10월_남_연령구간인구수,"49,626","18,950","4,163","14,296","1,777","1,743","1,411","1,165","1,028","1,598","1,755","1,740"
2020년10월_남_0~9세,"4,048","1,289",152,"2,278",55,72,41,22,11,37,44,47
2020년10월_남_10~19세,"4,917","2,235",248,"1,890",75,115,60,35,26,65,75,93
2020년10월_남_20~29세,"5,285","2,673",359,"1,356",138,157,83,79,76,121,115,128
2020년10월_남_30~39세,"5,467","1,900",277,"2,527",131,104,85,66,63,85,126,103
2020년10월_남_40~49세,"7,559","2,997",478,"2,751",199,209,150,105,87,194,179,210
2020년10월_남_50~59세,"8,293","3,464",748,"1,796",363,311,257,216,190,283,310,355
2020년10월_남_60~69세,"7,131","2,423",872,989,399,368,304,277,255,393,437,414
2020년10월_남_70~79세,"4,480","1,362",691,488,255,252,244,217,191,265,258,257
2020년10월_남_80~89세,"2,206",540,295,206,145,147,175,130,122,138,186,122
2020년10월_남_90~99세,221,60,37,15,16,8,11,18,7,15,23,11
2020년10월_남_100세 이상,19,7,6,0,1,0,1,0,0,2,2,0
2020년10월_여_총인구수,"50,218","19,285","4,334","14,292","1,731","1,705","1,520","1,135","1,083","1,653","1,752","1,728"
2020년10월_여_연령구간인구수,"50,218","19,285","4,334","14,292","1,731","1,705","1,520","1,135","1,083","1,653","1,752","1,728"
2020년10월_여_0~9세,"3,749","1,235",134,"2,096",47,56,35,19,13,42,30,42
2020년10월_여_10~19세,"4,715","2,132",213,"1,828",57,108,57,35,38,83,70,94
2020년10월_여_20~29세,"4,321","2,178",235,"1,347",93,75,64,41,38,81,77,92
2020년10월_여_30~39세,"5,079","1,728",204,"2,625",81,81,57,32,34,61,77,99
2020년10월_여_40~49세,"6,914","3,117",336,"2,669",125,164,83,59,43,95,90,133
2020년10월_여_50~59세,"7,609","3,326",724,"1,608",292,270,210,162,179,281,269,288
2020년10월_여_60~69세,"7,423","2,670",962,"1,057",375,339,324,266,263,380,412,375
2020년10월_여_70~79세,"5,576","1,702",884,569,331,290,333,242,235,330,357,303
2020년10월_여_80~89세,"4,136","1,026",545,424,285,281,319,227,200,251,316,262
2020년10월_여_90~99세,654,161,82,66,45,39,37,51,40,44,51,38
2020년10월_여_100세 이상,42,10,15,3,0,2,1,1,0,5,3,2
2020년11월_계_총인구수,"99,890","38,213","8,493","28,707","3,501","3,448","2,922","2,300","2,110","3,242","3,506","3,448"
2020년11월_계_연령구간인구수,"99,890","38,213","8,493","28,707","3,501","3,448","2,922","2,300","2,110","3,242","3,506","3,448"
2020년11월_계_0~9세,"7,770","2,503",282,"4,385",98,129,76,40,23,76,73,85
2020년11월_계_10~19세,"9,615","4,355",461,"3,723",131,224,113,70,64,147,144,183
2020년11월_계_20~29세,"9,635","4,847",594,"2,731",227,234,148,123,117,201,195,218
2020년11월_계_30~39세,"10,503","3,607",476,"5,140",215,187,143,96,96,148,201,194
2020년11월_계_40~49세,"14,462","6,101",811,"5,440",318,367,231,164,129,288,271,342
2020년11월_계_50~59세,"15,930","6,801","1,469","3,444",652,585,466,380,367,553,575,638
2020년11월_계_60~69세,"14,622","5,104","1,843","2,074",780,706,625,544,522,782,847,795
2020년11월_계_70~79세,"10,061","3,082","1,572","1,061",583,542,576,458,422,594,616,555
2020년11월_계_80~89세,"6,356","1,575",844,627,434,427,492,355,324,386,504,388
2020년11월_계_90~99세,875,220,120,80,62,45,50,69,46,60,75,48
2020년11월_계_100세 이상,61,18,21,2,1,2,2,1,0,7,5,2
2020년11월_남_총인구수,"49,665","18,934","4,160","14,375","1,773","1,737","1,407","1,162","1,031","1,592","1,757","1,737"
2020년11월_남_연령구간인구수,"49,665","18,934","4,160","14,375","1,773","1,737","1,407","1,162","1,031","1,592","1,757","1,737"
2020년11월_남_0~9세,"4,037","1,280",148,"2,287",54,73,40,21,10,35,43,46
2020년11월_남_10~19세,"4,911","2,223",250,"1,903",73,113,57,35,26,64,76,91
2020년11월_남_20~29세,"5,298","2,669",356,"1,368",135,160,86,81,79,120,116,128
2020년11월_남_30~39세,"5,457","1,887",272,"2,532",134,105,85,65,64,86,126,101
2020년11월_남_40~49세,"7,545","2,990",475,"2,759",194,203,148,105,87,193,180,211
2020년11월_남_50~59세,"8,315","3,473",751,"1,811",361,315,257,215,189,283,310,350
2020년11월_남_60~69세,"7,175","2,434",880,"1,003",403,366,304,278,257,393,436,421
2020년11월_남_70~79세,"4,463","1,362",685,490,253,249,243,216,188,265,258,254
2020년11월_남_80~89세,"2,222",549,299,207,149,145,174,128,124,137,186,124
2020년11월_남_90~99세,223,60,38,15,16,8,12,18,7,14,24,11
2020년11월_남_100세 이상,19,7,6,0,1,0,1,0,0,2,2,0
2020년11월_여_총인구수,"50,225","19,279","4,333","14,332","1,728","1,711","1,515","1,138","1,079","1,650","1,749","1,711"
2020년11월_여_연령구간인구수,"50,225","19,279","4,333","14,332","1,728","1,711","1,515","1,138","1,079","1,650","1,749","1,711"
2020년11월_여_0~9세,"3,733","1,223",134,"2,098",44,56,36,19,13,41,30,39
2020년11월_여_10~19세,"4,704","2,132",211,"1,820",58,111,56,35,38,83,68,92
2020년11월_여_20~29세,"4,337","2,178",238,"1,363",92,74,62,42,38,81,79,90
2020년11월_여_30~39세,"5,046","1,720",204,"2,608",81,82,58,31,32,62,75,93
2020년11월_여_40~49세,"6,917","3,111",336,"2,681",124,164,83,59,42,95,91,131
2020년11월_여_50~59세,"7,615","3,328",718,"1,633",291,270,209,165,178,270,265,288
2020년11월_여_60~69세,"7,447","2,670",963,"1,071",377,340,321,266,265,389,411,374
2020년11월_여_70~79세,"5,598","1,720",887,571,330,293,333,242,234,329,358,301
2020년11월_여_80~89세,"4,134","1,026",545,420,285,282,318,227,200,249,318,264
2020년11월_여_90~99세,652,160,82,65,46,37,38,51,39,46,51,37
2020년11월_여_100세 이상,42,11,15,2,0,2,1,1,0,5,3,2
2020년12월_계_총인구수,"100,102","38,232","8,520","28,834","3,500","3,432","2,919","2,311","2,103","3,252","3,533","3,466"
2020년12월_계_연령구간인구수,"100,102","38,232","8,520","28,834","3,500","3,432","2,919","2,311","2,103","3,252","3,533","3,466"
2020년12월_계_0~9세,"7,716","2,458",282,"4,380",96,125,74,40,23,78,74,86
2020년12월_계_10~19세,"9,606","4,341",487,"3,713",126,224,115,69,65,144,145,177
2020년12월_계_20~29세,"9,730","4,874",591,"2,784",236,233,147,127,117,207,202,212
2020년12월_계_30~39세,"10,481","3,583",477,"5,147",206,183,143,97,94,150,204,197
2020년12월_계_40~49세,"14,480","6,107",810,"5,452",324,358,229,168,127,286,272,347
2020년12월_계_50~59세,"15,925","6,783","1,466","3,460",644,586,467,385,359,552,581,642
2020년12월_계_60~69세,"14,759","5,164","1,841","2,115",784,710,635,539,530,787,849,805
2020년12월_계_70~79세,"10,058","3,100","1,564","1,062",582,535,565,461,418,596,620,555
2020년12월_계_80~89세,"6,405","1,587",862,633,437,431,494,354,323,385,505,394
2020년12월_계_90~99세,881,217,119,86,64,45,48,70,47,60,76,49
2020년12월_계_100세 이상,61,18,21,2,1,2,2,1,0,7,5,2
2020년12월_남_총인구수,"49,796","18,957","4,173","14,445","1,778","1,726","1,400","1,169","1,033","1,597","1,774","1,744"
2020년12월_남_연령구간인구수,"49,796","18,957","4,173","14,445","1,778","1,726","1,400","1,169","1,033","1,597","1,774","1,744"
2020년12월_남_0~9세,"4,012","1,265",145,"2,280",54,70,39,21,11,36,45,46
2020년12월_남_10~19세,"4,917","2,221",268,"1,901",69,113,57,35,27,63,78,85
2020년12월_남_20~29세,"5,354","2,679",351,"1,401",142,159,86,82,81,125,121,127
2020년12월_남_30~39세,"5,448","1,879",269,"2,535",130,104,86,66,63,86,127,103
2020년12월_남_40~49세,"7,554","2,987",476,"2,770",198,197,144,110,86,191,181,214
2020년12월_남_50~59세,"8,318","3,474",752,"1,817",358,315,256,216,187,281,312,350
2020년12월_남_60~69세,"7,240","2,460",880,"1,022",406,370,308,276,258,397,434,429
2020년12월_남_70~79세,"4,474","1,374",682,492,252,247,238,216,188,266,266,253
2020년12월_남_80~89세,"2,235",551,307,212,150,143,173,129,125,136,183,126
2020년12월_남_90~99세,225,60,37,15,18,8,12,18,7,14,25,11
2020년12월_남_100세 이상,19,7,6,0,1,0,1,0,0,2,2,0
2020년12월_여_총인구수,"50,306","19,275","4,347","14,389","1,722","1,706","1,519","1,142","1,070","1,655","1,759","1,722"
2020년12월_여_연령구간인구수,"50,306","19,275","4,347","14,389","1,722","1,706","1,519","1,142","1,070","1,655","1,759","1,722"
2020년12월_여_0~9세,"3,704","1,193",137,"2,100",42,55,35,19,12,42,29,40
2020년12월_여_10~19세,"4,689","2,120",219,"1,812",57,111,58,34,38,81,67,92
2020년12월_여_20~29세,"4,376","2,195",240,"1,383",94,74,61,45,36,82,81,85
2020년12월_여_30~39세,"5,033","1,704",208,"2,612",76,79,57,31,31,64,77,94
2020년12월_여_40~49세,"6,926","3,120",334,"2,682",126,161,85,58,41,95,91,133
2020년12월_여_50~59세,"7,607","3,309",714,"1,643",286,271,211,169,172,271,269,292
2020년12월_여_60~69세,"7,519","2,704",961,"1,093",378,340,327,263,272,390,415,376
2020년12월_여_70~79세,"5,584","1,726",882,570,330,288,327,245,230,330,354,302
2020년12월_여_80~89세,"4,170","1,036",555,421,287,288,321,225,198,249,322,268
2020년12월_여_90~99세,656,157,82,71,46,37,36,52,40,46,51,38
2020년12월_여_100세 이상,42,11,15,2,0,2,1,1,0,5,3,2
2021년01월_계_총인구수,"99,850","38,069","8,508","28,787","3,495","3,431","2,912","2,301","2,094","3,254","3,540","3,459"
2021년01월_계_연령구간인구수,"99,850","38,069","8,508","28,787","3,495","3,431","2,912","2,301","2,094","3,254","3,540","3,459"
2021년01월_계_0~9세,"7,646","2,434",281,"4,342",92,126,72,39,21,77,77,85
2021년01월_계_10~19세,"9,539","4,303",485,"3,712",121,217,112,65,61,144,146,173
2021년01월_계_20~29세,"9,625","4,835",584,"2,742",239,232,148,128,115,202,196,204
2021년01월_계_30~39세,"10,435","3,537",474,"5,144",204,183,144,97,95,150,209,198
2021년01월_계_40~49세,"14,439","6,070",805,"5,456",322,360,228,167,125,287,274,345
2021년01월_계_50~59세,"15,862","6,768","1,451","3,471",641,574,465,380,361,547,572,632
2021년01월_계_60~69세,"14,848","5,187","1,852","2,136",789,720,633,535,526,799,852,819
2021년01월_계_70~79세,"10,093","3,116","1,567","1,058",582,541,563,464,421,599,625,557
2021년01월_계_80~89세,"6,409","1,583",865,634,436,431,498,354,323,382,508,395
2021년01월_계_90~99세,892,218,124,90,68,45,47,71,46,60,74,49
2021년01월_계_100세 이상,62,18,20,2,1,2,2,1,0,7,7,2
2021년01월_남_총인구수,"49,659","18,860","4,165","14,423","1,776","1,729","1,399","1,159","1,031","1,599","1,777","1,741"
2021년01월_남_연령구간인구수,"49,659","18,860","4,165","14,423","1,776","1,729","1,399","1,159","1,031","1,599","1,777","1,741"
2021년01월_남_0~9세,"3,979","1,253",144,"2,261",51,72,39,21,10,36,46,46
2021년01월_남_10~19세,"4,873","2,195",268,"1,893",68,110,54,32,25,66,78,84
2021년01월_남_20~29세,"5,290","2,659",347,"1,376",142,158,88,82,79,119,119,121
2021년01월_남_30~39세,"5,429","1,854",272,"2,536",129,103,85,64,64,86,131,105
2021년01월_남_40~49세,"7,541","2,969",467,"2,779",198,198,144,110,86,191,184,215
2021년01월_남_50~59세,"8,296","3,475",746,"1,823",356,313,255,211,187,284,302,344
2021년01월_남_60~69세,"7,277","2,459",885,"1,033",410,374,310,277,259,400,438,432
2021년01월_남_70~79세,"4,484","1,378",683,489,251,250,236,215,190,267,269,256
2021년01월_남_80~89세,"2,243",551,308,216,152,142,175,129,124,134,183,129
2021년01월_남_90~99세,228,60,39,17,18,9,12,18,7,14,25,9
2021년01월_남_100세 이상,19,7,6,0,1,0,1,0,0,2,2,0
2021년01월_여_총인구수,"50,191","19,209","4,343","14,364","1,719","1,702","1,513","1,142","1,063","1,655","1,763","1,718"
2021년01월_여_연령구간인구수,"50,191","19,209","4,343","14,364","1,719","1,702","1,513","1,142","1,063","1,655","1,763","1,718"
2021년01월_여_0~9세,"3,667","1,181",137,"2,081",41,54,33,18,11,41,31,39
2021년01월_여_10~19세,"4,666","2,108",217,"1,819",53,107,58,33,36,78,68,89
2021년01월_여_20~29세,"4,335","2,176",237,"1,366",97,74,60,46,36,83,77,83
2021년01월_여_30~39세,"5,006","1,683",202,"2,608",75,80,59,33,31,64,78,93
2021년01월_여_40~49세,"6,898","3,101",338,"2,677",124,162,84,57,39,96,90,130
2021년01월_여_50~59세,"7,566","3,293",705,"1,648",285,261,210,169,174,263,270,288
2021년01월_여_60~69세,"7,571","2,728",967,"1,103",379,346,323,258,267,399,414,387
2021년01월_여_70~79세,"5,609","1,738",884,569,331,291,327,249,231,332,356,301
2021년01월_여_80~89세,"4,166","1,032",557,418,284,289,323,225,199,248,325,266
2021년01월_여_90~99세,664,158,85,73,50,36,35,53,39,46,49,40
2021년01월_여_100세 이상,43,11,14,2,0,2,1,1,0,5,5,2
2021년02월_계_총인구수,"99,753","38,035","8,498","28,736","3,504","3,439","2,914","2,296","2,088","3,252","3,541","3,450"
2021년02월_계_연령구간인구수,"99,753","38,035","8,498","28,736","3,504","3,439","2,914","2,296","2,088","3,252","3,541","3,450"
2021년02월_계_0~9세,"7,637","2,432",277,"4,337",94,130,71,42,21,76,76,81
2021년02월_계_10~19세,"9,523","4,283",487,"3,712",121,215,114,62,60,143,149,177
2021년02월_계_20~29세,"9,502","4,787",574,"2,698",234,233,147,127,111,202,194,195
2021년02월_계_30~39세,"10,367","3,540",472,"5,090",204,185,144,93,96,141,205,197
2021년02월_계_40~49세,"14,445","6,065",802,"5,473",323,358,224,173,123,288,274,342
2021년02월_계_50~59세,"15,830","6,761","1,439","3,486",638,567,458,371,359,544,576,631
2021년02월_계_60~69세,"14,964","5,230","1,866","2,157",801,729,644,541,522,803,853,818
2021년02월_계_70~79세,"10,086","3,124","1,565","1,054",582,535,561,463,421,596,627,558
2021년02월_계_80~89세,"6,438","1,577",870,635,436,439,501,351,328,393,508,400
2021년02월_계_90~99세,898,218,125,92,70,46,47,72,46,60,73,49
2021년02월_계_100세 이상,63,18,21,2,1,2,3,1,1,6,6,2
2021년02월_남_총인구수,"49,639","18,860","4,152","14,404","1,788","1,732","1,405","1,157","1,027","1,596","1,779","1,739"
2021년02월_남_연령구간인구수,"49,639","18,860","4,152","14,404","1,788","1,732","1,405","1,157","1,027","1,596","1,779","1,739"
2021년02월_남_0~9세,"3,988","1,252",144,"2,268",53,74,38,22,10,36,47,44
2021년02월_남_10~19세,"4,878","2,192",271,"1,891",68,110,58,30,25,66,80,87
2021년02월_남_20~29세,"5,233","2,645",336,"1,362",140,156,87,82,76,118,115,116
2021년02월_남_30~39세,"5,370","1,848",266,"2,500",131,101,86,59,66,79,128,106
2021년02월_남_40~49세,"7,553","2,967",463,"2,793",201,199,140,116,84,190,187,213
2021년02월_남_50~59세,"8,287","3,476",737,"1,830",356,311,254,207,185,280,305,346
2021년02월_남_60~69세,"7,335","2,478",898,"1,039",414,379,317,278,258,405,438,431
2021년02월_남_70~79세,"4,489","1,388",681,487,253,246,235,216,190,266,271,256
2021년02월_남_80~89세,"2,257",547,310,216,153,147,176,130,125,139,183,131
2021년02월_남_90~99세,230,60,40,18,18,9,13,17,8,15,23,9
2021년02월_남_100세 이상,19,7,6,0,1,0,1,0,0,2,2,0
2021년02월_여_총인구수,"50,114","19,175","4,346","14,332","1,716","1,707","1,509","1,139","1,061","1,656","1,762","1,711"
2021년02월_여_연령구간인구수,"50,114","19,175","4,346","14,332","1,716","1,707","1,509","1,139","1,061","1,656","1,762","1,711"
2021년02월_여_0~9세,"3,649","1,180",133,"2,069",41,56,33,20,11,40,29,37
2021년02월_여_10~19세,"4,645","2,091",216,"1,821",53,105,56,32,35,77,69,90
2021년02월_여_20~29세,"4,269","2,142",238,"1,336",94,77,60,45,35,84,79,79
2021년02월_여_30~39세,"4,997","1,692",206,"2,590",73,84,58,34,30,62,77,91
2021년02월_여_40~49세,"6,892","3,098",339,"2,680",122,159,84,57,39,98,87,129
2021년02월_여_50~59세,"7,543","3,285",702,"1,656",282,256,204,164,174,264,271,285
2021년02월_여_60~69세,"7,629","2,752",968,"1,118",387,350,327,263,264,398,415,387
2021년02월_여_70~79세,"5,597","1,736",884,567,329,289,326,247,231,330,356,302
2021년02월_여_80~89세,"4,181","1,030",560,419,283,292,325,221,203,254,325,269
2021년02월_여_90~99세,668,158,85,74,52,37,34,55,38,45,50,40
2021년02월_여_100세 이상,44,11,15,2,0,2,2,1,1,4,4,2
2021년03월_계_총인구수,"99,756","38,034","8,459","28,807","3,502","3,434","2,915","2,279","2,088","3,243","3,537","3,458"
2021년03월_계_연령구간인구수,"99,756","38,034","8,459","28,807","3,502","3,434","2,915","2,279","2,088","3,243","3,537","3,458"
2021년03월_계_0~9세,"7,614","2,430",282,"4,323",91,128,72,39,21,74,74,80
2021년03월_계_10~19세,"9,546","4,277",508,"3,721",121,215,114,61,63,139,150,177
2021년03월_계_20~29세,"9,459","4,764",566,"2,705",228,229,143,121,108,204,198,193
2021년03월_계_30~39세,"10,343","3,548",466,"5,082",203,189,141,87,94,140,198,195
2021년03월_계_40~49세,"14,410","6,038",794,"5,477",327,355,226,175,121,282,274,341
2021년03월_계_50~59세,"15,800","6,755","1,429","3,512",639,564,452,364,356,539,566,624
2021년03월_계_60~69세,"15,114","5,289","1,864","2,194",804,736,652,548,523,809,858,837
2021년03월_계_70~79세,"10,082","3,118","1,558","1,061",586,530,562,460,422,598,627,560
2021년03월_계_80~89세,"6,466","1,588",867,641,436,440,506,351,333,393,510,401
2021년03월_계_90~99세,891,218,119,90,67,46,47,73,45,61,76,49
2021년03월_계_100세 이상,31,9,6,1,0,2,0,0,2,4,6,1
2021년03월_남_총인구수,"49,649","18,858","4,139","14,439","1,788","1,729","1,402","1,151","1,025","1,593","1,775","1,750"
2021년03월_남_연령구간인구수,"49,649","18,858","4,139","14,439","1,788","1,729","1,402","1,151","1,025","1,593","1,775","1,750"
2021년03월_남_0~9세,"3,973","1,252",148,"2,258",51,74,38,20,9,34,45,44
2021년03월_남_10~19세,"4,890","2,190",288,"1,890",69,108,56,30,27,65,80,87
2021년03월_남_20~29세,"5,207","2,628",331,"1,364",136,153,86,79,74,122,118,116
2021년03월_남_30~39세,"5,361","1,854",262,"2,505",131,101,84,55,65,80,122,102
2021년03월_남_40~49세,"7,530","2,955",457,"2,792",202,197,140,118,82,185,188,214
2021년03월_남_50~59세,"8,276","3,472",727,"1,846",358,310,250,205,186,280,298,344
2021년03월_남_60~69세,"7,422","2,510",903,"1,057",417,387,319,280,257,405,442,445
2021년03월_남_70~79세,"4,492","1,388",677,492,252,244,236,218,192,265,271,257
2021년03월_남_80~89세,"2,269",548,311,218,154,146,180,130,125,140,185,132
2021년03월_남_90~99세,224,59,35,17,18,9,13,16,8,16,24,9
2021년03월_남_100세 이상,5,2,0,0,0,0,0,0,0,1,2,0
2021년03월_여_총인구수,"50,107","19,176","4,320","14,368","1,714","1,705","1,513","1,128","1,063","1,650","1,762","1,708"
2021년03월_여_연령구간인구수,"50,107","19,176","4,320","14,368","1,714","1,705","1,513","1,128","1,063","1,650","1,762","1,708"
2021년03월_여_0~9세,"3,641","1,178",134,"2,065",40,54,34,19,12,40,29,36
2021년03월_여_10~19세,"4,656","2,087",220,"1,831",52,107,58,31,36,74,70,90
2021년03월_여_20~29세,"4,252","2,136",235,"1,341",92,76,57,42,34,82,80,77
2021년03월_여_30~39세,"4,982","1,694",204,"2,577",72,88,57,32,29,60,76,93
2021년03월_여_40~49세,"6,880","3,083",337,"2,685",125,158,86,57,39,97,86,127
2021년03월_여_50~59세,"7,524","3,283",702,"1,666",281,254,202,159,170,259,268,280
2021년03월_여_60~69세,"7,692","2,779",961,"1,137",387,349,333,268,266,404,416,392
2021년03월_여_70~79세,"5,590","1,730",881,569,334,286,326,242,230,333,356,303
2021년03월_여_80~89세,"4,197","1,040",556,423,282,294,326,221,208,253,325,269
2021년03월_여_90~99세,667,159,84,73,49,37,34,57,37,45,52,40
2021년03월_여_100세 이상,26,7,6,1,0,2,0,0,2,3,4,1
2021년04월_계_총인구수,"99,755","38,043","8,457","28,796","3,492","3,438","2,916","2,287","2,092","3,234","3,536","3,464"
2021년04월_계_연령구간인구수,"99,755","38,043","8,457","28,796","3,492","3,438","2,916","2,287","2,092","3,234","3,536","3,464"
2021년04월_계_0~9세,"7,621","2,439",280,"4,329",91,126,71,39,19,72,75,80
2021년04월_계_10~19세,"9,534","4,258",519,"3,716",121,222,116,61,63,137,148,173
2021년04월_계_20~29세,"9,450","4,770",556,"2,704",223,228,142,122,110,204,201,190
