카테고리,경상북도 예천군,경상북도 예천군 예천읍,경상북도 예천군 용문면,경상북도 예천군 감천면,경상북도 예천군 보문면,경상북도 예천군 호명면,경상북도 예천군 유천면,경상북도 예천군 용궁면,경상북도 예천군 개포면,경상북도 예천군 지보면,경상북도 예천군 풍양면,경상북도 예천군 효자면,경상북도 예천군 은풍면
2020년10월_남_10~19세,"2,312",689,65,39,36,"1,170",60,48,27,44,63,36,35
2020년10월_남_20~29세,"2,302",767,54,99,33,875,140,64,34,52,120,24,40
2020년10월_남_30~39세,"2,758",611,41,67,41,"1,572",124,68,26,72,81,18,37
2020년10월_남_40~49세,"3,869","1,032",120,114,84,"1,748",160,135,71,141,147,53,64
2020년10월_남_50~59세,"4,216","1,227",204,230,161,"1,109",194,201,130,243,272,120,125
2020년10월_남_60~69세,"4,608","1,352",270,355,218,685,199,275,197,346,360,192,159
2020년10월_남_70~79세,"3,060",835,219,216,146,322,187,236,150,269,276,86,118
2020년10월_남_80~89세,"1,648",373,133,154,88,149,103,135,92,136,173,39,73
2020년10월_남_90~99세,120,29,10,13,8,11,11,9,2,7,7,7,6
2020년10월_남_100세 이상,3,1,0,1,0,0,0,0,0,1,0,0,0
2020년10월_여_총인구수,"28,168","7,507","1,179","1,345",865,"9,578","1,292","1,276",795,"1,390","1,652",600,689
2020년10월_여_연령구간인구수,"28,168","7,507","1,179","1,345",865,"9,578","1,292","1,276",795,"1,390","1,652",600,689
2020년10월_여_0~9세,"2,252",402,31,30,27,"1,575",73,27,14,22,23,12,16
2020년10월_여_10~19세,"2,031",531,46,41,20,"1,106",52,42,18,43,64,26,42
2020년10월_여_20~29세,"1,774",550,39,45,26,796,78,55,20,39,77,24,25
2020년10월_여_30~39세,"2,713",562,37,48,38,"1,751",99,42,18,39,31,24,24
2020년10월_여_40~49세,"3,200",875,64,52,39,"1,755",77,68,33,61,99,34,43
2020년10월_여_50~59세,"3,873","1,270",152,200,103,"1,108",138,176,93,186,232,121,94
2020년10월_여_60~69세,"4,681","1,499",236,320,193,701,246,298,186,337,371,145,149
2020년10월_여_70~79세,"3,838","1,007",281,296,201,404,234,295,200,309,371,89,151
2020년10월_여_80~89세,"3,236",673,256,269,192,319,249,228,186,303,334,106,121
2020년10월_여_90~99세,539,133,34,41,26,60,44,41,25,48,48,18,21
2020년10월_여_100세 이상,31,5,3,3,0,3,2,4,2,3,2,1,3
2020년11월_계_총인구수,"55,558","14,840","2,322","2,655","1,702","19,065","2,537","2,461","1,529","2,726","3,173","1,186","1,362"
2020년11월_계_연령구간인구수,"55,558","14,840","2,322","2,655","1,702","19,065","2,537","2,461","1,529","2,726","3,173","1,186","1,362"
2020년11월_계_0~9세,"4,625",795,67,62,55,"3,264",152,50,21,49,52,24,34
2020년11월_계_10~19세,"4,340","1,219",110,78,57,"2,291",109,88,43,84,124,60,77
2020년11월_계_20~29세,"4,112","1,339",88,145,57,"1,687",219,117,55,91,199,48,67
2020년11월_계_30~39세,"5,478","1,172",75,109,80,"3,344",226,107,45,110,112,38,60
2020년11월_계_40~49세,"7,083","1,902",183,164,120,"3,539",236,202,100,200,243,87,107
2020년11월_계_50~59세,"8,092","2,486",355,427,263,"2,247",328,373,226,427,501,242,217
2020년11월_계_60~69세,"9,355","2,864",510,681,412,"1,415",441,574,385,690,738,340,305
2020년11월_계_70~79세,"6,885","1,841",499,509,346,734,422,531,344,574,640,176,269
2020년11월_계_80~89세,"4,894","1,053",388,420,277,470,348,365,281,442,509,145,196
2020년11월_계_90~99세,660,163,44,56,35,71,54,50,27,55,53,25,27
2020년11월_계_100세 이상,34,6,3,4,0,3,2,4,2,4,2,1,3
2020년11월_남_총인구수,"27,330","7,333","1,155","1,319",839,"9,382","1,252","1,190",735,"1,341","1,522",585,677
2020년11월_남_연령구간인구수,"27,330","7,333","1,155","1,319",839,"9,382","1,252","1,190",735,"1,341","1,522",585,677
2020년11월_남_0~9세,"2,368",399,39,35,28,"1,667",79,25,7,27,30,13,19
2020년11월_남_10~19세,"2,310",688,67,37,36,"1,181",58,47,26,42,59,34,35
2020년11월_남_20~29세,"2,320",783,52,100,32,878,139,63,35,53,121,23,41
2020년11월_남_30~39세,"2,767",610,40,64,42,"1,583",127,67,27,73,81,16,37
2020년11월_남_40~49세,"3,872","1,027",122,113,82,"1,766",160,134,67,140,144,53,64
2020년11월_남_50~59세,"4,223","1,224",204,229,159,"1,128",192,198,134,241,269,120,125
2020년11월_남_60~69세,"4,637","1,360",270,358,219,696,196,276,197,352,364,192,157
2020년11월_남_70~79세,"3,058",835,218,216,145,323,189,236,145,269,275,88,119
2020년11월_남_80~89세,"1,651",377,133,152,88,149,101,135,95,136,172,39,74
2020년11월_남_90~99세,121,29,10,14,8,11,11,9,2,7,7,7,6
2020년11월_남_100세 이상,3,1,0,1,0,0,0,0,0,1,0,0,0
2020년11월_여_총인구수,"28,228","7,507","1,167","1,336",863,"9,683","1,285","1,271",794,"1,385","1,651",601,685
2020년11월_여_연령구간인구수,"28,228","7,507","1,167","1,336",863,"9,683","1,285","1,271",794,"1,385","1,651",601,685
2020년11월_여_0~9세,"2,257",396,28,27,27,"1,597",73,25,14,22,22,11,15
2020년11월_여_10~19세,"2,030",531,43,41,21,"1,110",51,41,17,42,65,26,42
2020년11월_여_20~29세,"1,792",556,36,45,25,809,80,54,20,38,78,25,26
2020년11월_여_30~39세,"2,711",562,35,45,38,"1,761",99,40,18,37,31,22,23
2020년11월_여_40~49세,"3,211",875,61,51,38,"1,773",76,68,33,60,99,34,43
2020년11월_여_50~59세,"3,869","1,262",151,198,104,"1,119",136,175,92,186,232,122,92
2020년11월_여_60~69세,"4,718","1,504",240,323,193,719,245,298,188,338,374,148,148
2020년11월_여_70~79세,"3,827","1,006",281,293,201,411,233,295,199,305,365,88,150
2020년11월_여_80~89세,"3,243",676,255,268,189,321,247,230,186,306,337,106,122
2020년11월_여_90~99세,539,134,34,42,27,60,43,41,25,48,46,18,21
2020년11월_여_100세 이상,31,5,3,3,0,3,2,4,2,3,2,1,3
2020년12월_계_총인구수,"55,613","14,801","2,309","2,657","1,697","19,193","2,531","2,456","1,523","2,721","3,165","1,194","1,366"
2020년12월_계_연령구간인구수,"55,613","14,801","2,309","2,657","1,697","19,193","2,531","2,456","1,523","2,721","3,165","1,194","1,366"
2020년12월_계_0~9세,"4,639",800,62,60,53,"3,280",151,50,21,49,54,24,35
2020년12월_계_10~19세,"4,346","1,211",112,81,58,"2,311",107,87,41,84,120,59,75
2020년12월_계_20~29세,"4,114","1,336",87,144,55,"1,703",214,116,56,90,196,49,68
2020년12월_계_30~39세,"5,471","1,151",74,108,82,"3,356",227,108,45,108,113,39,60
2020년12월_계_40~49세,"7,087","1,894",182,165,119,"3,556",238,202,99,199,239,86,108
2020년12월_계_50~59세,"8,090","2,472",352,425,260,"2,284",320,365,226,418,505,244,219
2020년12월_계_60~69세,"9,422","2,873",511,685,412,"1,436",446,579,385,698,745,345,307
2020년12월_계_70~79세,"6,827","1,827",494,507,346,723,425,527,339,573,623,176,267
2020년12월_계_80~89세,"4,927","1,069",389,421,277,471,348,368,282,446,515,145,196
2020년12월_계_90~99세,656,162,43,57,35,70,53,50,27,52,53,26,28
2020년12월_계_100세 이상,34,6,3,4,0,3,2,4,2,4,2,1,3
2020년12월_남_총인구수,"27,352","7,307","1,150","1,322",836,"9,444","1,247","1,190",733,"1,340","1,513",589,681
2020년12월_남_연령구간인구수,"27,352","7,307","1,150","1,322",836,"9,444","1,247","1,190",733,"1,340","1,513",589,681
2020년12월_남_0~9세,"2,364",397,35,33,27,"1,672",79,25,7,27,30,13,19
2020년12월_남_10~19세,"2,315",676,69,39,36,"1,200",57,46,25,41,57,34,35
2020년12월_남_20~29세,"2,328",788,51,99,31,891,134,62,36,53,117,24,42
2020년12월_남_30~39세,"2,758",598,41,63,43,"1,585",127,68,27,72,79,17,38
2020년12월_남_40~49세,"3,873","1,027",121,114,81,"1,766",161,134,68,139,144,53,65
2020년12월_남_50~59세,"4,205","1,212",203,231,158,"1,137",187,194,131,238,268,120,126
2020년12월_남_60~69세,"4,685","1,365",270,361,219,709,200,281,199,357,370,195,159
2020년12월_남_70~79세,"3,031",830,215,215,145,322,189,231,143,269,267,88,117
2020년12월_남_80~89세,"1,670",384,135,152,88,152,102,140,95,136,174,38,74
2020년12월_남_90~99세,120,29,10,14,8,10,11,9,2,7,7,7,6
2020년12월_남_100세 이상,3,1,0,1,0,0,0,0,0,1,0,0,0
2020년12월_여_총인구수,"28,261","7,494","1,159","1,335",861,"9,749","1,284","1,266",790,"1,381","1,652",605,685
2020년12월_여_연령구간인구수,"28,261","7,494","1,159","1,335",861,"9,749","1,284","1,266",790,"1,381","1,652",605,685
2020년12월_여_0~9세,"2,275",403,27,27,26,"1,608",72,25,14,22,24,11,16
2020년12월_여_10~19세,"2,031",535,43,42,22,"1,111",50,41,16,43,63,25,40
2020년12월_여_20~29세,"1,786",548,36,45,24,812,80,54,20,37,79,25,26
2020년12월_여_30~39세,"2,713",553,33,45,39,"1,771",100,40,18,36,34,22,22
2020년12월_여_40~49세,"3,214",867,61,51,38,"1,790",77,68,31,60,95,33,43
2020년12월_여_50~59세,"3,885","1,260",149,194,102,"1,147",133,171,95,180,237,124,93
2020년12월_여_60~69세,"4,737","1,508",241,324,193,727,246,298,186,341,375,150,148
2020년12월_여_70~79세,"3,796",997,279,292,201,401,236,296,196,304,356,88,150
2020년12월_여_80~89세,"3,257",685,254,269,189,319,246,228,187,310,341,107,122
2020년12월_여_90~99세,536,133,33,43,27,60,42,41,25,45,46,19,22
2020년12월_여_100세 이상,31,5,3,3,0,3,2,4,2,3,2,1,3
2021년01월_계_총인구수,"55,709","14,789","2,308","2,654","1,701","19,335","2,529","2,455","1,519","2,715","3,151","1,193","1,360"
2021년01월_계_연령구간인구수,"55,709","14,789","2,308","2,654","1,701","19,335","2,529","2,455","1,519","2,715","3,151","1,193","1,360"
2021년01월_계_0~9세,"4,602",801,59,57,55,"3,256",147,49,21,47,52,23,35
2021년01월_계_10~19세,"4,395","1,203",115,81,58,"2,366",111,86,41,84,118,57,75
2021년01월_계_20~29세,"4,116","1,336",85,142,56,"1,712",210,120,55,93,189,50,68
2021년01월_계_30~39세,"5,462","1,149",73,107,84,"3,353",225,107,45,108,116,39,56
2021년01월_계_40~49세,"7,109","1,884",180,162,118,"3,613",233,204,94,191,237,84,109
2021년01월_계_50~59세,"8,067","2,461",349,422,259,"2,300",323,358,225,419,495,243,213
2021년01월_계_60~69세,"9,489","2,891",510,691,415,"1,459",448,586,390,691,746,351,311
2021년01월_계_70~79세,"6,795","1,825",494,505,344,725,418,518,334,571,621,174,266
2021년01월_계_80~89세,"4,972","1,069",397,424,276,476,359,373,285,455,520,145,193
2021년01월_계_90~99세,668,164,43,60,36,72,52,50,27,52,55,26,31
2021년01월_계_100세 이상,34,6,3,3,0,3,3,4,2,4,2,1,3
2021년01월_남_총인구수,"27,411","7,310","1,148","1,322",838,"9,513","1,246","1,190",733,"1,335","1,510",586,680
2021년01월_남_연령구간인구수,"27,411","7,310","1,148","1,322",838,"9,513","1,246","1,190",733,"1,335","1,510",586,680
2021년01월_남_0~9세,"2,340",396,32,30,28,"1,660",78,24,7,25,29,12,19
2021년01월_남_10~19세,"2,354",675,71,40,36,"1,234",59,45,25,42,58,34,35
2021년01월_남_20~29세,"2,329",789,50,97,32,891,132,65,36,56,114,24,43
2021년01월_남_30~39세,"2,759",600,40,64,43,"1,586",127,67,27,72,82,17,34
2021년01월_남_40~49세,"3,874","1,024",118,114,82,"1,786",157,137,63,134,143,51,65
2021년01월_남_50~59세,"4,204","1,208",203,231,157,"1,145",190,192,135,235,265,119,124
2021년01월_남_60~69세,"4,717","1,373",267,364,220,721,201,283,200,354,373,198,163
2021년01월_남_70~79세,"3,025",830,219,214,144,327,186,227,143,269,265,86,115
2021년01월_남_80~89세,"1,682",383,138,153,87,152,106,141,95,140,174,38,75
2021년01월_남_90~99세,124,31,10,14,9,11,10,9,2,7,7,7,7
2021년01월_남_100세 이상,3,1,0,1,0,0,0,0,0,1,0,0,0
2021년01월_여_총인구수,"28,298","7,479","1,160","1,332",863,"9,822","1,283","1,265",786,"1,380","1,641",607,680
2021년01월_여_연령구간인구수,"28,298","7,479","1,160","1,332",863,"9,822","1,283","1,265",786,"1,380","1,641",607,680
2021년01월_여_0~9세,"2,262",405,27,27,27,"1,596",69,25,14,22,23,11,16
2021년01월_여_10~19세,"2,041",528,44,41,22,"1,132",52,41,16,42,60,23,40
2021년01월_여_20~29세,"1,787",547,35,45,24,821,78,55,19,37,75,26,25
2021년01월_여_30~39세,"2,703",549,33,43,41,"1,767",98,40,18,36,34,22,22
2021년01월_여_40~49세,"3,235",860,62,48,36,"1,827",76,67,31,57,94,33,44
2021년01월_여_50~59세,"3,863","1,253",146,191,102,"1,155",133,166,90,184,230,124,89
2021년01월_여_60~69세,"4,772","1,518",243,327,195,738,247,303,190,337,373,153,148
2021년01월_여_70~79세,"3,770",995,275,291,200,398,232,291,191,302,356,88,151
2021년01월_여_80~89세,"3,290",686,259,271,189,324,253,232,190,315,346,107,118
2021년01월_여_90~99세,544,133,33,46,27,61,42,41,25,45,48,19,24
2021년01월_여_100세 이상,31,5,3,2,0,3,3,4,2,3,2,1,3
2021년02월_계_총인구수,"55,807","14,757","2,307","2,649","1,686","19,507","2,530","2,455","1,517","2,716","3,135","1,190","1,358"
2021년02월_계_연령구간인구수,"55,807","14,757","2,307","2,649","1,686","19,507","2,530","2,455","1,517","2,716","3,135","1,190","1,358"
2021년02월_계_0~9세,"4,606",797,59,55,52,"3,272",148,48,19,49,51,22,34
2021년02월_계_10~19세,"4,411","1,202",113,82,55,"2,396",109,89,38,82,114,56,75
2021년02월_계_20~29세,"4,126","1,334",87,136,56,"1,734",207,119,54,92,187,50,70
2021년02월_계_30~39세,"5,448","1,139",71,111,80,"3,354",223,105,44,109,118,40,54
2021년02월_계_40~49세,"7,134","1,877",179,162,114,"3,663",231,204,95,191,230,82,106
2021년02월_계_50~59세,"8,075","2,464",347,415,260,"2,331",326,357,221,415,489,239,211
2021년02월_계_60~69세,"9,530","2,889",514,694,412,"1,475",453,588,394,695,748,353,315
2021년02월_계_70~79세,"6,773","1,820",495,503,343,724,417,515,330,567,618,176,265
2021년02월_계_80~89세,"4,994","1,066",396,429,278,481,359,377,291,457,520,146,194
2021년02월_계_90~99세,677,163,43,60,36,74,54,49,29,55,58,25,31
2021년02월_계_100세 이상,33,6,3,2,0,3,3,4,2,4,2,1,3
2021년02월_남_총인구수,"27,441","7,294","1,146","1,318",829,"9,584","1,253","1,194",729,"1,337","1,495",584,678
2021년02월_남_연령구간인구수,"27,441","7,294","1,146","1,318",829,"9,584","1,253","1,194",729,"1,337","1,495",584,678
2021년02월_남_0~9세,"2,332",392,32,29,26,"1,665",79,24,6,26,25,11,17
2021년02월_남_10~19세,"2,359",675,70,40,35,"1,247",57,48,22,42,53,35,35
2021년02월_남_20~29세,"2,337",791,50,94,30,903,132,65,35,54,116,24,43
2021년02월_남_30~39세,"2,747",594,39,67,43,"1,578",128,66,27,72,82,18,33
2021년02월_남_40~49세,"3,864","1,015",115,113,77,"1,805",154,137,64,134,138,48,64
2021년02월_남_50~59세,"4,221","1,214",203,226,159,"1,166",192,193,131,235,261,117,124
2021년02월_남_60~69세,"4,736","1,373",271,366,218,723,208,282,200,357,375,199,164
2021년02월_남_70~79세,"3,035",829,219,214,144,334,186,229,144,266,267,87,116
2021년02월_남_80~89세,"1,687",381,137,154,88,153,107,141,97,143,171,39,76
2021년02월_남_90~99세,120,29,10,14,9,10,10,9,3,7,7,6,6
2021년02월_남_100세 이상,3,1,0,1,0,0,0,0,0,1,0,0,0
2021년02월_여_총인구수,"28,366","7,463","1,161","1,331",857,"9,923","1,277","1,261",788,"1,379","1,640",606,680
2021년02월_여_연령구간인구수,"28,366","7,463","1,161","1,331",857,"9,923","1,277","1,261",788,"1,379","1,640",606,680
2021년02월_여_0~9세,"2,274",405,27,26,26,"1,607",69,24,13,23,26,11,17
2021년02월_여_10~19세,"2,052",527,43,42,20,"1,149",52,41,16,40,61,21,40
2021년02월_여_20~29세,"1,789",543,37,42,26,831,75,54,19,38,71,26,27
2021년02월_여_30~39세,"2,701",545,32,44,37,"1,776",95,39,17,37,36,22,21
2021년02월_여_40~49세,"3,270",862,64,49,37,"1,858",77,67,31,57,92,34,42
2021년02월_여_50~59세,"3,854","1,250",144,189,101,"1,165",134,164,90,180,228,122,87
2021년02월_여_60~69세,"4,794","1,516",243,328,194,752,245,306,194,338,373,154,151
2021년02월_여_70~79세,"3,738",991,276,289,199,390,231,286,186,301,351,89,149
2021년02월_여_80~89세,"3,307",685,259,275,190,328,252,236,194,314,349,107,118
2021년02월_여_90~99세,557,134,33,46,27,64,44,40,26,48,51,19,25
2021년02월_여_100세 이상,30,5,3,1,0,3,3,4,2,3,2,1,3
2021년03월_계_총인구수,"55,649","14,633","2,301","2,631","1,684","19,596","2,526","2,410","1,505","2,697","3,127","1,189","1,350"
2021년03월_계_연령구간인구수,"55,649","14,633","2,301","2,631","1,684","19,596","2,526","2,410","1,505","2,697","3,127","1,189","1,350"
2021년03월_계_0~9세,"4,598",788,64,53,55,"3,275",148,47,17,45,50,22,34
2021년03월_계_10~19세,"4,388","1,185",113,81,53,"2,400",108,83,36,85,113,56,75
2021년03월_계_20~29세,"4,097","1,317",85,136,52,"1,746",211,111,52,88,185,48,66
2021년03월_계_30~39세,"5,427","1,115",74,113,83,"3,370",219,99,44,107,113,39,51
2021년03월_계_40~49세,"7,127","1,872",173,155,113,"3,681",236,197,92,194,226,82,106
2021년03월_계_50~59세,"7,985","2,432",341,406,255,"2,344",325,352,211,396,481,232,210
2021년03월_계_60~69세,"9,579","2,891",516,702,413,"1,490",450,585,404,702,755,356,315
2021년03월_계_70~79세,"6,736","1,808",490,496,344,729,415,503,322,559,619,182,269
2021년03월_계_80~89세,"5,024","1,068",401,426,280,489,358,382,296,464,525,145,190
2021년03월_계_90~99세,663,154,43,62,36,70,54,47,29,53,59,26,30
2021년03월_계_100세 이상,25,3,1,1,0,2,2,4,2,4,1,1,4
2021년03월_남_총인구수,"27,391","7,237","1,152","1,310",831,"9,627","1,256","1,174",722,"1,331","1,494",584,673
2021년03월_남_연령구간인구수,"27,391","7,237","1,152","1,310",831,"9,627","1,256","1,174",722,"1,331","1,494",584,673
2021년03월_남_0~9세,"2,340",391,35,27,28,"1,676",79,24,5,24,24,11,16
2021년03월_남_10~19세,"2,336",663,69,42,33,"1,236",56,46,21,45,54,35,36
2021년03월_남_20~29세,"2,324",776,49,93,28,916,135,62,33,53,116,22,41
2021년03월_남_30~39세,"2,738",586,41,68,44,"1,583",127,63,26,71,77,19,33
2021년03월_남_40~49세,"3,851","1,004",111,110,78,"1,813",155,131,62,137,139,48,63
2021년03월_남_50~59세,"4,185","1,208",202,219,157,"1,165",194,193,124,229,256,113,125
2021년03월_남_60~69세,"4,780","1,373",278,372,220,738,209,281,210,359,378,200,162
2021년03월_남_70~79세,"3,023",826,218,213,145,336,184,223,139,259,270,91,119
2021년03월_남_80~89세,"1,692",382,139,152,88,155,105,141,99,147,173,39,72
2021년03월_남_90~99세,120,28,10,13,10,9,12,10,3,6,7,6,6
2021년03월_남_100세 이상,2,0,0,1,0,0,0,0,0,1,0,0,0
2021년03월_여_총인구수,"28,258","7,396","1,149","1,321",853,"9,969","1,270","1,236",783,"1,366","1,633",605,677
2021년03월_여_연령구간인구수,"28,258","7,396","1,149","1,321",853,"9,969","1,270","1,236",783,"1,366","1,633",605,677
2021년03월_여_0~9세,"2,258",397,29,26,27,"1,599",69,23,12,21,26,11,18
2021년03월_여_10~19세,"2,052",522,44,39,20,"1,164",52,37,15,40,59,21,39
2021년03월_여_20~29세,"1,773",541,36,43,24,830,76,49,19,35,69,26,25
2021년03월_여_30~39세,"2,689",529,33,45,39,"1,787",92,36,18,36,36,20,18
2021년03월_여_40~49세,"3,276",868,62,45,35,"1,868",81,66,30,57,87,34,43
2021년03월_여_50~59세,"3,800","1,224",139,187,98,"1,179",131,159,87,167,225,119,85
2021년03월_여_60~69세,"4,799","1,518",238,330,193,752,241,304,194,343,377,156,153
2021년03월_여_70~79세,"3,713",982,272,283,199,393,231,280,183,300,349,91,150
2021년03월_여_80~89세,"3,332",686,262,274,192,334,253,241,197,317,352,106,118
2021년03월_여_90~99세,543,126,33,49,26,61,42,37,26,47,52,20,24
2021년03월_여_100세 이상,23,3,1,0,0,2,2,4,2,3,1,1,4
2021년04월_계_총인구수,"55,716","14,629","2,303","2,635","1,685","19,677","2,527","2,412","1,501","2,688","3,125","1,184","1,350"
2021년04월_계_연령구간인구수,"55,716","14,629","2,303","2,635","1,685","19,677","2,527","2,412","1,501","2,688","3,125","1,184","1,350"
2021년04월_계_0~9세,"4,564",783,65,52,55,"3,249",148,47,17,44,49,22,33
2021년04월_계_10~19세,"4,414","1,177",112,82,52,"2,426",114,83,36,85,116,55,76
2021년04월_계_20~29세,"4,097","1,318",87,135,52,"1,760",203,113,50,88,180,46,65
2021년04월_계_30~39세,"5,413","1,114",73,116,83,"3,368",211,96,44,108,113,38,49
2021년04월_계_40~49세,"7,160","1,864",174,154,116,"3,716",237,199,92,192,228,83,105
2021년04월_계_50~59세,"7,971","2,432",339,410,255,"2,355",323,349,207,388,480,224,209
2021년04월_계_60~69세,"9,637","2,901",519,698,418,"1,498",458,588,410,710,759,360,318
2021년04월_계_70~79세,"6,701","1,799",484,498,337,734,415,498,318,556,610,182,270
2021년04월_계_80~89세,"5,062","1,085",405,426,281,498,360,387,295,461,527,146,191
2021년04월_계_90~99세,673,153,44,63,36,71,56,48,31,52,62,27,30
2021년04월_계_100세 이상,24,3,1,1,0,2,2,4,1,4,1,1,4
2021년04월_남_총인구수,"27,393","7,231","1,154","1,311",832,"9,652","1,247","1,170",722,"1,330","1,491",582,671
2021년04월_남_연령구간인구수,"27,393","7,231","1,154","1,311",832,"9,652","1,247","1,170",722,"1,330","1,491",582,671
2021년04월_남_0~9세,"2,311",388,35,26,28,"1,655",78,23,5,23,23,11,16
2021년04월_남_10~19세,"2,349",656,69,43,32,"1,250",58,46,21,46,57,35,36
2021년04월_남_20~29세,"2,314",777,49,91,28,920,128,63,31,53,112,21,41
2021년04월_남_30~39세,"2,723",582,39,72,44,"1,580",123,59,26,72,77,18,31
2021년04월_남_40~49세,"3,876","1,005",112,109,80,"1,834",153,132,62,137,140,50,62
2021년04월_남_50~59세,"4,178","1,210",201,218,158,"1,168",193,192,124,225,255,109,125
2021년04월_남_60~69세,"4,796","1,375",281,371,222,736,212,282,213,363,378,201,162
2021년04월_남_70~79세,"3,012",820,216,217,142,340,184,222,137,255,269,91,119
2021년04월_남_80~89세,"1,708",391,142,148,87,160,106,141,100,149,171,40,73
2021년04월_남_90~99세,124,27,10,15,11,9,12,10,3,6,9,6,6
2021년04월_남_100세 이상,2,0,0,1,0,0,0,0,0,1,0,0,0
2021년04월_여_총인구수,"28,323","7,398","1,149","1,324",853,"10,025","1,280","1,242",779,"1,358","1,634",602,679
2021년04월_여_연령구간인구수,"28,323","7,398","1,149","1,324",853,"10,025","1,280","1,242",779,"1,358","1,634",602,679
2021년04월_여_0~9세,"2,253",395,30,26,27,"1,594",70,24,12,21,26,11,17
2021년04월_여_10~19세,"2,065",521,43,39,20,"1,176",56,37,15,39,59,20,40
2021년04월_여_20~29세,"1,783",541,38,44,24,840,75,50,19,35,68,25,24
2021년04월_여_30~39세,"2,690",532,34,44,39,"1,788",88,37,18,36,36,20,18
2021년04월_여_40~49세,"3,284",859,62,45,36,"1,882",84,67,30,55,88,33,43
2021년04월_여_50~59세,"3,793","1,222",138,192,97,"1,187",130,157,83,163,225,115,84
2021년04월_여_60~69세,"4,841","1,526",238,327,196,762,246,306,197,347,381,159,156
2021년04월_여_70~79세,"3,689",979,268,281,195,394,231,276,181,301,341,91,151
2021년04월_여_80~89세,"3,354",694,263,278,194,338,254,246,195,312,356,106,118
2021년04월_여_90~99세,549,126,34,48,25,62,44,38,28,46,53,21,24
2021년04월_여_100세 이상,22,3,1,0,0,2,2,4,1,3,1,1,4
2021년05월_계_총인구수,"55,800","14,633","2,301","2,643","1,690","19,755","2,540","2,394","1,497","2,684","3,129","1,176","1,358"
2021년05월_계_연령구간인구수,"55,800","14,633","2,301","2,643","1,690","19,755","2,540","2,394","1,497","2,684","3,129","1,176","1,358"
2021년05월_계_0~9세,"4,566",770,65,53,56,"3,256",152,47,17,44,49,23,34
2021년05월_계_10~19세,"4,421","1,177",111,80,53,"2,442",111,83,35,83,115,54,77
2021년05월_계_20~29세,"4,115","1,317",86,137,52,"1,772",213,108,52,90,174,46,68
2021년05월_계_30~39세,"5,413","1,114",75,115,83,"3,363",211,96,40,108,118,40,50
2021년05월_계_40~49세,"7,161","1,853",173,152,115,"3,739",237,199,91,187,228,81,106
2021년05월_계_50~59세,"7,975","2,427",337,413,258,"2,372",327,347,207,387,481,209,210
2021년05월_계_60~69세,"9,656","2,909",518,702,418,"1,505",459,584,406,710,757,368,320
2021년05월_계_70~79세,"6,725","1,820",481,503,337,737,409,496,319,557,616,182,268
2021년05월_계_80~89세,"5,065","1,090",410,422,282,494,362,381,298,462,526,146,192
2021년05월_계_90~99세,680,153,44,65,36,73,57,49,31,52,64,27,29
2021년05월_계_100세 이상,23,3,1,1,0,2,2,4,1,4,1,0,4
2021년05월_남_총인구수,"27,416","7,230","1,155","1,320",834,"9,679","1,253","1,159",721,"1,325","1,491",577,672
2021년05월_남_연령구간인구수,"27,416","7,230","1,155","1,320",834,"9,679","1,253","1,159",721,"1,325","1,491",577,672
2021년05월_남_0~9세,"2,307",384,36,26,28,"1,651",81,23,5,23,23,11,16
2021년05월_남_10~19세,"2,345",653,69,42,33,"1,254",56,46,20,46,56,34,36
2021년05월_남_20~29세,"2,313",774,49,93,27,922,134,60,31,52,106,22,43
2021년05월_남_30~39세,"2,719",582,40,72,43,"1,576",120,57,24,72,83,19,31
2021년05월_남_40~49세,"3,880",997,112,107,81,"1,852",154,132,62,134,139,49,61
2021년05월_남_50~59세,"4,184","1,205",201,223,159,"1,174",195,191,126,227,257,101,125
2021년05월_남_60~69세,"4,814","1,384",278,375,223,742,212,282,212,362,378,203,163
2021년05월_남_70~79세,"3,017",828,214,219,142,343,181,220,136,255,268,93,118
2021년05월_남_80~89세,"1,706",396,146,145,87,156,107,137,102,147,171,39,73
2021년05월_남_90~99세,129,27,10,17,11,9,13,11,3,6,10,6,6
2021년05월_남_100세 이상,2,0,0,1,0,0,0,0,0,1,0,0,0
2021년05월_여_총인구수,"28,384","7,403","1,146","1,323",856,"10,076","1,287","1,235",776,"1,359","1,638",599,686
2021년05월_여_연령구간인구수,"28,384","7,403","1,146","1,323",856,"10,076","1,287","1,235",776,"1,359","1,638",599,686
2021년05월_여_0~9세,"2,259",386,29,27,28,"1,605",71,24,12,21,26,12,18
2021년05월_여_10~19세,"2,076",524,42,38,20,"1,188",55,37,15,37,59,20,41
2021년05월_여_20~29세,"1,802",543,37,44,25,850,79,48,21,38,68,24,25
2021년05월_여_30~39세,"2,694",532,35,43,40,"1,787",91,39,16,36,35,21,19
2021년05월_여_40~49세,"3,281",856,61,45,34,"1,887",83,67,29,53,89,32,45
2021년05월_여_50~59세,"3,791","1,222",136,190,99,"1,198",132,156,81,160,224,108,85
2021년05월_여_60~69세,"4,842","1,525",240,327,195,763,247,302,194,348,379,165,157
2021년05월_여_70~79세,"3,708",992,267,284,195,394,228,276,183,302,348,89,150
2021년05월_여_80~89세,"3,359",694,264,277,195,338,255,244,196,315,355,107,119
2021년05월_여_90~99세,551,126,34,48,25,64,44,38,28,46,54,21,23
