카테고리,충청남도 서천군,충청남도 서천군 장항읍,충청남도 서천군 서천읍,충청남도 서천군 마서면,충청남도 서천군 화양면,충청남도 서천군 기산면,충청남도 서천군 한산면,충청남도 서천군 마산면,충청남도 서천군 시초면,충청남도 서천군 문산면,충청남도 서천군 판교면,충청남도 서천군 종천면,충청남도 서천군 비인면,충청남도 서천군 서면
2020년08월_계_40~49세,"5,951","1,571","2,015",505,168,140,237,104,78,101,152,150,242,488
2020년08월_계_50~59세,"8,604","1,924","2,292",817,316,258,369,225,187,195,342,309,559,811
2020년08월_계_60~69세,"10,098","1,952","2,069","1,047",519,360,528,338,288,311,519,499,694,974
2020년08월_계_70~79세,"8,058","1,472","1,401",942,481,345,514,295,251,291,426,402,570,668
2020년08월_계_80~89세,"5,216",726,816,568,433,281,412,237,244,199,333,289,329,349
2020년08월_계_90~99세,806,91,142,90,58,53,68,30,30,29,52,56,67,40
2020년08월_계_100세 이상,42,5,8,5,4,1,3,1,1,2,3,3,4,2
2020년08월_남_총인구수,"25,776","5,573","6,740","2,494","1,114",826,"1,192",724,630,660,"1,035",984,"1,483","2,321"
2020년08월_남_연령구간인구수,"25,776","5,573","6,740","2,494","1,114",826,"1,192",724,630,660,"1,035",984,"1,483","2,321"
2020년08월_남_0~9세,"1,174",271,510,90,33,14,23,27,14,23,16,23,31,99
2020년08월_남_10~19세,"1,823",457,796,115,37,28,52,36,31,16,36,40,51,128
2020년08월_남_20~29세,"2,304",614,766,158,62,57,83,48,36,27,56,64,149,184
2020년08월_남_30~39세,"1,992",469,569,197,74,39,66,49,42,32,62,64,104,225
2020년08월_남_40~49세,"3,259",829,970,312,107,95,131,61,45,69,88,83,147,322
2020년08월_남_50~59세,"4,650","1,080","1,174",468,163,140,194,120,104,117,182,182,292,434
2020년08월_남_60~69세,"4,938",931,996,528,252,179,254,170,153,147,251,246,331,500
2020년08월_남_70~79세,"3,565",624,628,402,219,159,224,135,111,141,208,180,257,277
2020년08월_남_80~89세,"1,874",274,292,205,152,102,147,71,83,84,128,86,108,142
2020년08월_남_90~99세,188,24,36,18,13,13,18,7,11,4,8,14,13,9
2020년08월_남_100세 이상,9,0,3,1,2,0,0,0,0,0,0,2,0,1
2020년08월_여_총인구수,"26,361","5,535","7,072","2,494","1,197",856,"1,369",795,659,625,"1,088","1,055","1,515","2,101"
2020년08월_여_연령구간인구수,"26,361","5,535","7,072","2,494","1,197",856,"1,369",795,659,625,"1,088","1,055","1,515","2,101"
2020년08월_여_0~9세,"1,195",291,520,80,25,19,36,32,13,12,23,22,22,100
2020년08월_여_10~19세,"1,706",425,726,106,24,28,62,35,28,11,34,44,52,131
2020년08월_여_20~29세,"1,623",436,596,144,35,35,60,31,24,10,39,35,64,114
2020년08월_여_30~39세,"1,545",404,586,124,42,24,48,31,22,26,30,39,60,109
2020년08월_여_40~49세,"2,692",742,"1,045",193,61,45,106,43,33,32,64,67,95,166
2020년08월_여_50~59세,"3,954",844,"1,118",349,153,118,175,105,83,78,160,127,267,377
2020년08월_여_60~69세,"5,160","1,021","1,073",519,267,181,274,168,135,164,268,253,363,474
2020년08월_여_70~79세,"4,493",848,773,540,262,186,290,160,140,150,218,222,313,391
2020년08월_여_80~89세,"3,342",452,524,363,281,179,265,166,161,115,205,203,221,207
2020년08월_여_90~99세,618,67,106,72,45,40,50,23,19,25,44,42,54,31
2020년08월_여_100세 이상,33,5,5,4,2,1,3,1,1,2,3,1,4,1
2020년09월_계_총인구수,"52,026","11,101","13,778","4,962","2,298","1,678","2,550","1,512","1,286","1,272","2,130","2,048","2,992","4,419"
2020년09월_계_연령구간인구수,"52,026","11,101","13,778","4,962","2,298","1,678","2,550","1,512","1,286","1,272","2,130","2,048","2,992","4,419"
2020년09월_계_0~9세,"2,346",559,"1,026",168,53,31,59,55,26,32,40,46,55,196
2020년09월_계_10~19세,"3,509",874,"1,518",222,60,58,111,70,59,28,68,83,101,257
2020년09월_계_20~29세,"3,925","1,050","1,356",301,94,92,143,80,61,40,97,99,213,299
2020년09월_계_30~39세,"3,498",864,"1,152",305,115,61,116,77,65,55,93,103,161,331
2020년09월_계_40~49세,"5,915","1,560","1,997",497,167,140,230,106,79,99,154,152,246,488
2020년09월_계_50~59세,"8,581","1,929","2,286",814,311,257,367,221,179,194,342,313,557,811
2020년09월_계_60~69세,"10,118","1,953","2,075","1,050",521,361,527,339,293,308,523,497,694,977
2020년09월_계_70~79세,"8,043","1,482","1,396",938,479,344,513,298,250,289,420,400,564,670
2020년09월_계_80~89세,"5,229",727,818,573,437,279,412,234,241,199,339,295,332,343
2020년09월_계_90~99세,821,98,146,89,57,54,69,31,32,27,51,57,65,45
2020년09월_계_100세 이상,41,5,8,5,4,1,3,1,1,1,3,3,4,2
2020년09월_남_총인구수,"25,742","5,570","6,731","2,484","1,109",828,"1,187",722,628,651,"1,042",987,"1,480","2,323"
2020년09월_남_연령구간인구수,"25,742","5,570","6,731","2,484","1,109",828,"1,187",722,628,651,"1,042",987,"1,480","2,323"
2020년09월_남_0~9세,"1,169",274,509,89,30,13,23,26,13,22,17,24,31,98
2020년09월_남_10~19세,"1,813",450,796,115,37,29,52,34,31,17,34,40,50,128
2020년09월_남_20~29세,"2,298",612,760,159,61,57,80,49,37,28,58,63,148,186
2020년09월_남_30~39세,"1,969",466,571,184,73,38,67,48,43,30,63,63,101,222
2020년09월_남_40~49세,"3,246",827,961,309,106,96,128,62,45,67,88,85,150,322
2020년09월_남_50~59세,"4,650","1,080","1,172",473,160,141,196,118,100,116,183,182,293,436
2020년09월_남_60~69세,"4,947",930,"1,003",527,255,178,250,171,156,146,254,246,329,502
2020년09월_남_70~79세,"3,567",630,626,401,219,160,226,136,108,140,207,180,257,277
2020년09월_남_80~89세,"1,883",277,294,207,153,103,146,70,84,82,130,88,109,140
2020년09월_남_90~99세,191,24,36,19,13,13,19,8,11,3,8,14,12,11
2020년09월_남_100세 이상,9,0,3,1,2,0,0,0,0,0,0,2,0,1
2020년09월_여_총인구수,"26,284","5,531","7,047","2,478","1,189",850,"1,363",790,658,621,"1,088","1,061","1,512","2,096"
2020년09월_여_연령구간인구수,"26,284","5,531","7,047","2,478","1,189",850,"1,363",790,658,621,"1,088","1,061","1,512","2,096"
2020년09월_여_0~9세,"1,177",285,517,79,23,18,36,29,13,10,23,22,24,98
2020년09월_여_10~19세,"1,696",424,722,107,23,29,59,36,28,11,34,43,51,129
2020년09월_여_20~29세,"1,627",438,596,142,33,35,63,31,24,12,39,36,65,113
2020년09월_여_30~39세,"1,529",398,581,121,42,23,49,29,22,25,30,40,60,109
2020년09월_여_40~49세,"2,669",733,"1,036",188,61,44,102,44,34,32,66,67,96,166
2020년09월_여_50~59세,"3,931",849,"1,114",341,151,116,171,103,79,78,159,131,264,375
2020년09월_여_60~69세,"5,171","1,023","1,072",523,266,183,277,168,137,162,269,251,365,475
2020년09월_여_70~79세,"4,476",852,770,537,260,184,287,162,142,149,213,220,307,393
2020년09월_여_80~89세,"3,346",450,524,366,284,176,266,164,157,117,209,207,223,203
2020년09월_여_90~99세,630,74,110,70,44,41,50,23,21,24,43,43,53,34
2020년09월_여_100세 이상,32,5,5,4,2,1,3,1,1,1,3,1,4,1
2020년10월_계_총인구수,"51,933","11,110","13,749","4,942","2,291","1,674","2,548","1,512","1,292","1,264","2,128","2,034","2,977","4,412"
2020년10월_계_연령구간인구수,"51,933","11,110","13,749","4,942","2,291","1,674","2,548","1,512","1,292","1,264","2,128","2,034","2,977","4,412"
2020년10월_계_0~9세,"2,327",553,"1,019",168,52,31,60,55,28,32,38,44,51,196
2020년10월_계_10~19세,"3,494",873,"1,516",216,59,56,112,71,57,26,69,84,102,253
2020년10월_계_20~29세,"3,910","1,057","1,344",299,93,93,143,80,62,39,95,98,208,299
2020년10월_계_30~39세,"3,479",872,"1,141",304,113,59,113,79,65,54,92,100,155,332
2020년10월_계_40~49세,"5,868","1,552","1,985",490,160,140,228,102,78,98,151,152,246,486
2020년10월_계_50~59세,"8,560","1,928","2,294",810,313,255,369,225,175,194,340,308,549,800
2020년10월_계_60~69세,"10,144","1,962","2,078","1,052",522,363,528,336,303,304,524,498,695,979
2020년10월_계_70~79세,"8,045","1,476","1,402",933,478,345,512,296,250,289,423,397,564,680
2020년10월_계_80~89세,"5,235",733,814,578,437,275,411,236,242,201,340,292,336,340
2020년10월_계_90~99세,829,99,148,87,59,56,69,31,31,26,53,58,67,45
2020년10월_계_100세 이상,42,5,8,5,5,1,3,1,1,1,3,3,4,2
2020년10월_남_총인구수,"25,687","5,569","6,719","2,473","1,104",827,"1,187",723,631,648,"1,038",981,"1,472","2,315"
2020년10월_남_연령구간인구수,"25,687","5,569","6,719","2,473","1,104",827,"1,187",723,631,648,"1,038",981,"1,472","2,315"
2020년10월_남_0~9세,"1,166",273,506,89,30,13,26,26,14,22,16,24,30,97
2020년10월_남_10~19세,"1,808",452,792,111,36,28,53,35,30,16,35,40,50,130
2020년10월_남_20~29세,"2,283",611,756,159,60,58,80,50,37,27,57,61,144,183
2020년10월_남_30~39세,"1,955",464,569,183,72,38,65,49,44,29,62,62,97,221
2020년10월_남_40~49세,"3,218",824,956,306,102,96,124,61,44,66,84,85,151,319
2020년10월_남_50~59세,"4,651","1,078","1,179",472,161,142,199,119,101,118,181,181,287,433
2020년10월_남_60~69세,"4,947",936,"1,000",526,256,177,250,169,158,144,257,245,331,498
2020년10월_남_70~79세,"3,572",625,630,399,219,160,227,135,107,141,208,179,258,284
2020년10월_남_80~89세,"1,886",281,291,209,153,102,145,71,85,82,130,88,111,138
2020년10월_남_90~99세,192,25,37,18,13,13,18,8,11,3,8,14,13,11
2020년10월_남_100세 이상,9,0,3,1,2,0,0,0,0,0,0,2,0,1
2020년10월_여_총인구수,"26,246","5,541","7,030","2,469","1,187",847,"1,361",789,661,616,"1,090","1,053","1,505","2,097"
2020년10월_여_연령구간인구수,"26,246","5,541","7,030","2,469","1,187",847,"1,361",789,661,616,"1,090","1,053","1,505","2,097"
2020년10월_여_0~9세,"1,161",280,513,79,22,18,34,29,14,10,22,20,21,99
2020년10월_여_10~19세,"1,686",421,724,105,23,28,59,36,27,10,34,44,52,123
2020년10월_여_20~29세,"1,627",446,588,140,33,35,63,30,25,12,38,37,64,116
2020년10월_여_30~39세,"1,524",408,572,121,41,21,48,30,21,25,30,38,58,111
2020년10월_여_40~49세,"2,650",728,"1,029",184,58,44,104,41,34,32,67,67,95,167
2020년10월_여_50~59세,"3,909",850,"1,115",338,152,113,170,106,74,76,159,127,262,367
2020년10월_여_60~69세,"5,197","1,026","1,078",526,266,186,278,167,145,160,267,253,364,481
2020년10월_여_70~79세,"4,473",851,772,534,259,185,285,161,143,148,215,218,306,396
2020년10월_여_80~89세,"3,349",452,523,369,284,173,266,165,157,119,210,204,225,202
2020년10월_여_90~99세,637,74,111,69,46,43,51,23,20,23,45,44,54,34
2020년10월_여_100세 이상,33,5,5,4,3,1,3,1,1,1,3,1,4,1
2020년11월_계_총인구수,"51,926","11,143","13,744","4,947","2,281","1,670","2,540","1,507","1,295","1,258","2,132","2,043","2,962","4,404"
2020년11월_계_연령구간인구수,"51,926","11,143","13,744","4,947","2,281","1,670","2,540","1,507","1,295","1,258","2,132","2,043","2,962","4,404"
2020년11월_계_0~9세,"2,312",560,"1,010",168,50,29,60,52,29,31,38,44,48,193
2020년11월_계_10~19세,"3,499",877,"1,529",214,54,54,111,70,56,26,67,83,100,258
2020년11월_계_20~29세,"3,886","1,055","1,338",292,95,89,138,81,64,36,95,101,206,296
2020년11월_계_30~39세,"3,491",874,"1,143",311,116,60,113,76,64,55,92,102,152,333
2020년11월_계_40~49세,"5,847","1,547","1,991",486,153,140,227,104,79,95,146,151,247,481
2020년11월_계_50~59세,"8,544","1,937","2,284",810,314,249,370,222,177,191,344,309,546,791
2020년11월_계_60~69세,"10,189","1,975","2,072","1,061",523,369,528,340,302,309,529,501,697,983
2020년11월_계_70~79세,"8,047","1,475","1,414",932,477,346,509,296,249,286,423,399,563,678
2020년11월_계_80~89세,"5,237",739,807,581,432,276,413,233,240,203,342,291,335,345
2020년11월_계_90~99세,830,99,148,87,61,57,68,32,34,25,53,58,64,44
2020년11월_계_100세 이상,44,5,8,5,6,1,3,1,1,1,3,4,4,2
2020년11월_남_총인구수,"25,666","5,575","6,712","2,476","1,101",822,"1,185",722,632,642,"1,038",987,"1,461","2,313"
2020년11월_남_연령구간인구수,"25,666","5,575","6,712","2,476","1,101",822,"1,185",722,632,642,"1,038",987,"1,461","2,313"
2020년11월_남_0~9세,"1,158",276,501,90,29,11,26,25,15,21,16,24,28,96
2020년11월_남_10~19세,"1,809",453,796,108,34,28,52,35,30,16,35,39,49,134
2020년11월_남_20~29세,"2,263",602,754,160,62,55,77,50,36,25,55,63,141,183
2020년11월_남_30~39세,"1,961",464,568,186,72,38,67,47,43,31,62,64,96,223
2020년11월_남_40~49세,"3,208",824,959,304,98,96,122,63,45,64,81,84,152,316
2020년11월_남_50~59세,"4,640","1,078","1,173",470,161,139,201,118,103,116,183,183,286,429
2020년11월_남_60~69세,"4,962",943,996,532,259,179,249,170,157,146,259,246,328,498
2020년11월_남_70~79세,"3,571",625,636,396,216,161,226,136,107,139,209,181,259,280
2020년11월_남_80~89세,"1,894",285,288,210,154,102,148,70,85,82,130,88,109,143
2020년11월_남_90~99세,190,25,38,19,13,13,17,8,11,2,8,13,13,10
2020년11월_남_100세 이상,10,0,3,1,3,0,0,0,0,0,0,2,0,1
2020년11월_여_총인구수,"26,260","5,568","7,032","2,471","1,180",848,"1,355",785,663,616,"1,094","1,056","1,501","2,091"
2020년11월_여_연령구간인구수,"26,260","5,568","7,032","2,471","1,180",848,"1,355",785,663,616,"1,094","1,056","1,501","2,091"
2020년11월_여_0~9세,"1,154",284,509,78,21,18,34,27,14,10,22,20,20,97
2020년11월_여_10~19세,"1,690",424,733,106,20,26,59,35,26,10,32,44,51,124
2020년11월_여_20~29세,"1,623",453,584,132,33,34,61,31,28,11,40,38,65,113
2020년11월_여_30~39세,"1,530",410,575,125,44,22,46,29,21,24,30,38,56,110
2020년11월_여_40~49세,"2,639",723,"1,032",182,55,44,105,41,34,31,65,67,95,165
2020년11월_여_50~59세,"3,904",859,"1,111",340,153,110,169,104,74,75,161,126,260,362
2020년11월_여_60~69세,"5,227","1,032","1,076",529,264,190,279,170,145,163,270,255,369,485
2020년11월_여_70~79세,"4,476",850,778,536,261,185,283,160,142,147,214,218,304,398
2020년11월_여_80~89세,"3,343",454,519,371,278,174,265,163,155,121,212,203,226,202
2020년11월_여_90~99세,640,74,110,68,48,44,51,24,23,23,45,45,51,34
2020년11월_여_100세 이상,34,5,5,4,3,1,3,1,1,1,3,2,4,1
2020년12월_계_총인구수,"51,866","11,126","13,744","4,939","2,264","1,674","2,540","1,494","1,286","1,262","2,135","2,049","2,950","4,403"
2020년12월_계_연령구간인구수,"51,866","11,126","13,744","4,939","2,264","1,674","2,540","1,494","1,286","1,262","2,135","2,049","2,950","4,403"
2020년12월_계_0~9세,"2,306",557,"1,009",163,48,29,63,50,28,31,39,47,51,191
2020년12월_계_10~19세,"3,487",863,"1,526",219,55,58,110,66,55,26,68,82,100,259
2020년12월_계_20~29세,"3,877","1,064","1,337",291,91,87,138,82,60,38,91,99,201,298
2020년12월_계_30~39세,"3,465",871,"1,139",304,113,58,110,74,65,55,91,104,150,331
2020년12월_계_40~49세,"5,844","1,545","1,998",487,156,140,225,100,77,95,146,153,241,481
2020년12월_계_50~59세,"8,503","1,929","2,271",810,311,254,372,219,177,185,341,312,540,782
2020년12월_계_60~69세,"10,232","1,987","2,093","1,062",524,369,522,343,301,313,536,496,702,984
2020년12월_계_70~79세,"8,037","1,467","1,407",923,471,347,516,295,249,288,425,405,563,681
2020년12월_계_80~89세,"5,240",738,808,587,428,274,415,233,239,204,342,288,335,349
2020년12월_계_90~99세,831,100,148,88,61,57,66,31,34,26,53,59,63,45
2020년12월_계_100세 이상,44,5,8,5,6,1,3,1,1,1,3,4,4,2
2020년12월_남_총인구수,"25,614","5,553","6,709","2,476","1,092",818,"1,185",714,630,643,"1,041",991,"1,451","2,311"
2020년12월_남_연령구간인구수,"25,614","5,553","6,709","2,476","1,092",818,"1,185",714,630,643,"1,041",991,"1,451","2,311"
2020년12월_남_0~9세,"1,158",276,500,86,28,11,29,24,15,21,17,26,30,95
2020년12월_남_10~19세,"1,807",446,799,112,35,29,52,31,29,16,36,38,49,135
2020년12월_남_20~29세,"2,247",602,747,165,59,52,76,52,34,26,52,62,137,183
2020년12월_남_30~39세,"1,939",456,568,182,72,36,67,45,43,32,63,65,91,219
2020년12월_남_40~49세,"3,205",822,964,303,100,96,119,61,45,64,79,86,150,316
2020년12월_남_50~59세,"4,609","1,071","1,170",471,157,139,203,114,103,110,180,182,283,426
2020년12월_남_60~69세,"4,985",947,996,531,260,181,246,173,158,149,264,246,332,502
2020년12월_남_70~79세,"3,562",621,633,396,212,161,226,135,107,140,211,184,257,279
2020년12월_남_80~89세,"1,900",287,290,210,152,100,151,71,85,83,131,87,108,145
2020년12월_남_90~99세,192,25,39,19,14,13,16,8,11,2,8,13,14,10
2020년12월_남_100세 이상,10,0,3,1,3,0,0,0,0,0,0,2,0,1
2020년12월_여_총인구수,"26,252","5,573","7,035","2,463","1,172",856,"1,355",780,656,619,"1,094","1,058","1,499","2,092"
2020년12월_여_연령구간인구수,"26,252","5,573","7,035","2,463","1,172",856,"1,355",780,656,619,"1,094","1,058","1,499","2,092"
2020년12월_여_0~9세,"1,148",281,509,77,20,18,34,26,13,10,22,21,21,96
2020년12월_여_10~19세,"1,680",417,727,107,20,29,58,35,26,10,32,44,51,124
2020년12월_여_20~29세,"1,630",462,590,126,32,35,62,30,26,12,39,37,64,115
2020년12월_여_30~39세,"1,526",415,571,122,41,22,43,29,22,23,28,39,59,112
2020년12월_여_40~49세,"2,639",723,"1,034",184,56,44,106,39,32,31,67,67,91,165
2020년12월_여_50~59세,"3,894",858,"1,101",339,154,115,169,105,74,75,161,130,257,356
2020년12월_여_60~69세,"5,247","1,040","1,097",531,264,188,276,170,143,164,272,250,370,482
2020년12월_여_70~79세,"4,475",846,774,527,259,186,290,160,142,148,214,221,306,402
2020년12월_여_80~89세,"3,340",451,518,377,276,174,264,162,154,121,211,201,227,204
2020년12월_여_90~99세,639,75,109,69,47,44,50,23,23,24,45,46,49,35
2020년12월_여_100세 이상,34,5,5,4,3,1,3,1,1,1,3,2,4,1
2021년01월_계_총인구수,"51,742","11,119","13,694","4,938","2,268","1,674","2,529","1,489","1,286","1,260","2,125","2,041","2,930","4,389"
2021년01월_계_연령구간인구수,"51,742","11,119","13,694","4,938","2,268","1,674","2,529","1,489","1,286","1,260","2,125","2,041","2,930","4,389"
2021년01월_계_0~9세,"2,286",550,"1,001",163,49,28,63,49,28,32,38,48,50,187
2021년01월_계_10~19세,"3,464",854,"1,511",217,59,59,110,68,55,26,66,78,100,261
2021년01월_계_20~29세,"3,857","1,070","1,329",294,90,88,134,80,59,37,88,96,198,294
2021년01월_계_30~39세,"3,434",860,"1,123",302,119,58,109,76,63,56,88,104,145,331
2021년01월_계_40~49세,"5,802","1,540","1,974",483,156,141,220,100,79,93,148,153,240,475
2021년01월_계_50~59세,"8,461","1,932","2,278",803,303,253,369,215,180,188,339,307,521,773
2021년01월_계_60~69세,"10,267","1,991","2,103","1,069",523,370,527,344,299,308,535,500,709,989
2021년01월_계_70~79세,"8,029","1,476","1,401",922,471,345,509,292,250,286,423,406,569,679
2021년01월_계_80~89세,"5,267",741,817,592,431,275,418,232,239,205,344,287,333,353
2021년01월_계_90~99세,831,100,149,88,61,56,67,32,33,28,53,58,61,45
2021년01월_계_100세 이상,44,5,8,5,6,1,3,1,1,1,3,4,4,2
2021년01월_남_총인구수,"25,548","5,554","6,680","2,477","1,092",818,"1,182",711,626,644,"1,037",987,"1,443","2,297"
2021년01월_남_연령구간인구수,"25,548","5,554","6,680","2,477","1,092",818,"1,182",711,626,644,"1,037",987,"1,443","2,297"
2021년01월_남_0~9세,"1,150",274,498,85,27,10,30,24,15,22,16,27,29,93
2021년01월_남_10~19세,"1,794",447,792,110,36,28,52,31,29,16,35,36,48,134
2021년01월_남_20~29세,"2,235",604,740,169,59,53,74,52,33,25,51,61,132,182
2021년01월_남_30~39세,"1,922",451,557,181,74,37,66,46,40,33,61,66,91,219
2021년01월_남_40~49세,"3,175",812,955,302,101,94,116,60,48,64,82,85,149,307
2021년01월_남_50~59세,"4,587","1,078","1,174",462,153,139,200,112,103,111,178,178,276,423
2021년01월_남_60~69세,"5,008",950,997,538,260,183,252,175,157,146,264,248,336,502
2021년01월_남_70~79세,"3,573",628,632,401,212,159,224,132,108,141,210,185,261,280
2021년01월_남_80~89세,"1,901",285,292,211,152,101,150,72,83,83,131,87,107,147
2021년01월_남_90~99세,193,25,40,17,15,14,18,7,10,3,9,12,14,9
2021년01월_남_100세 이상,10,0,3,1,3,0,0,0,0,0,0,2,0,1
2021년01월_여_총인구수,"26,194","5,565","7,014","2,461","1,176",856,"1,347",778,660,616,"1,088","1,054","1,487","2,092"
2021년01월_여_연령구간인구수,"26,194","5,565","7,014","2,461","1,176",856,"1,347",778,660,616,"1,088","1,054","1,487","2,092"
2021년01월_여_0~9세,"1,136",276,503,78,22,18,33,25,13,10,22,21,21,94
2021년01월_여_10~19세,"1,670",407,719,107,23,31,58,37,26,10,31,42,52,127
2021년01월_여_20~29세,"1,622",466,589,125,31,35,60,28,26,12,37,35,66,112
2021년01월_여_30~39세,"1,512",409,566,121,45,21,43,30,23,23,27,38,54,112
2021년01월_여_40~49세,"2,627",728,"1,019",181,55,47,104,40,31,29,66,68,91,168
2021년01월_여_50~59세,"3,874",854,"1,104",341,150,114,169,103,77,77,161,129,245,350
2021년01월_여_60~69세,"5,259","1,041","1,106",531,263,187,275,169,142,162,271,252,373,487
2021년01월_여_70~79세,"4,456",848,769,521,259,186,285,160,142,145,213,221,308,399
2021년01월_여_80~89세,"3,366",456,525,381,279,174,268,160,156,122,213,200,226,206
2021년01월_여_90~99세,638,75,109,71,46,42,49,25,23,25,44,46,47,36
2021년01월_여_100세 이상,34,5,5,4,3,1,3,1,1,1,3,2,4,1
2021년02월_계_총인구수,"51,657","11,085","13,671","4,922","2,280","1,669","2,537","1,487","1,288","1,257","2,118","2,029","2,922","4,392"
2021년02월_계_연령구간인구수,"51,657","11,085","13,671","4,922","2,280","1,669","2,537","1,487","1,288","1,257","2,118","2,029","2,922","4,392"
2021년02월_계_0~9세,"2,282",548,"1,001",166,51,28,59,49,30,31,36,47,46,190
2021년02월_계_10~19세,"3,438",854,"1,496",216,58,59,112,67,54,27,68,75,96,256
2021년02월_계_20~29세,"3,816","1,049","1,322",286,91,87,132,83,58,36,85,97,194,296
2021년02월_계_30~39세,"3,388",855,"1,114",295,119,54,106,74,65,54,85,104,140,323
2021년02월_계_40~49세,"5,786","1,527","1,970",486,159,143,223,98,78,94,146,149,243,470
2021년02월_계_50~59세,"8,465","1,933","2,288",801,303,249,370,215,178,184,333,303,523,785
2021년02월_계_60~69세,"10,282","1,990","2,100","1,064",523,370,536,342,302,312,544,502,709,988
2021년02월_계_70~79세,"8,031","1,473","1,406",922,473,346,510,293,249,288,418,403,569,681
2021년02월_계_80~89세,"5,283",746,818,595,435,273,420,232,238,202,348,287,335,354
2021년02월_계_90~99세,842,105,147,86,62,59,66,33,35,28,52,58,64,47
2021년02월_계_100세 이상,44,5,9,5,6,1,3,1,1,1,3,4,3,2
2021년02월_남_총인구수,"25,507","5,541","6,672","2,469","1,097",816,"1,190",710,623,642,"1,033",983,"1,438","2,293"
2021년02월_남_연령구간인구수,"25,507","5,541","6,672","2,469","1,097",816,"1,190",710,623,642,"1,033",983,"1,438","2,293"
2021년02월_남_0~9세,"1,144",274,496,84,30,9,30,24,16,21,15,26,27,92
2021년02월_남_10~19세,"1,774",445,786,109,35,28,50,30,28,17,35,33,48,130
2021년02월_남_20~29세,"2,213",591,736,165,59,54,73,55,32,24,51,62,128,183
2021년02월_남_30~39세,"1,902",454,554,178,72,33,66,44,40,33,57,66,89,216
2021년02월_남_40~49세,"3,165",804,952,303,103,95,118,60,48,64,81,83,152,302
2021년02월_남_50~59세,"4,594","1,082","1,184",460,154,136,201,111,103,109,175,177,273,429
2021년02월_남_60~69세,"5,023",953,992,539,262,184,256,173,157,148,271,249,337,502
2021년02월_남_70~79세,"3,577",625,637,404,210,160,226,134,105,141,207,186,260,282
2021년02월_남_80~89세,"1,904",286,292,210,153,103,152,72,83,82,132,85,108,146
2021년02월_남_90~99세,201,27,40,16,16,14,18,7,11,3,9,14,16,10
2021년02월_남_100세 이상,10,0,3,1,3,0,0,0,0,0,0,2,0,1
2021년02월_여_총인구수,"26,150","5,544","6,999","2,453","1,183",853,"1,347",777,665,615,"1,085","1,046","1,484","2,099"
2021년02월_여_연령구간인구수,"26,150","5,544","6,999","2,453","1,183",853,"1,347",777,665,615,"1,085","1,046","1,484","2,099"
2021년02월_여_0~9세,"1,138",274,505,82,21,19,29,25,14,10,21,21,19,98
2021년02월_여_10~19세,"1,664",409,710,107,23,31,62,37,26,10,33,42,48,126
2021년02월_여_20~29세,"1,603",458,586,121,32,33,59,28,26,12,34,35,66,113
2021년02월_여_30~39세,"1,486",401,560,117,47,21,40,30,25,21,28,38,51,107
2021년02월_여_40~49세,"2,621",723,"1,018",183,56,48,105,38,30,30,65,66,91,168
2021년02월_여_50~59세,"3,871",851,"1,104",341,149,113,169,104,75,75,158,126,250,356
2021년02월_여_60~69세,"5,259","1,037","1,108",525,261,186,280,169,145,164,273,253,372,486
2021년02월_여_70~79세,"4,454",848,769,518,263,186,284,159,144,147,211,217,309,399
2021년02월_여_80~89세,"3,379",460,526,385,282,170,268,160,155,120,216,202,227,208
2021년02월_여_90~99세,641,78,107,70,46,45,48,26,24,25,43,44,48,37
2021년02월_여_100세 이상,34,5,6,4,3,1,3,1,1,1,3,2,3,1
2021년03월_계_총인구수,"51,361","11,077","13,550","4,885","2,262","1,653","2,497","1,480","1,279","1,253","2,132","2,029","2,890","4,374"
2021년03월_계_연령구간인구수,"51,361","11,077","13,550","4,885","2,262","1,653","2,497","1,480","1,279","1,253","2,132","2,029","2,890","4,374"
2021년03월_계_0~9세,"2,258",538,984,166,52,28,62,48,31,31,37,48,45,188
2021년03월_계_10~19세,"3,423",852,"1,490",212,59,60,110,67,52,27,67,77,96,254
2021년03월_계_20~29세,"3,769","1,049","1,303",278,91,85,121,82,57,37,87,98,191,290
2021년03월_계_30~39세,"3,361",865,"1,096",289,116,57,105,75,64,51,88,102,134,319
2021년03월_계_40~49세,"5,687","1,524","1,921",480,154,140,214,95,74,90,149,146,240,460
2021년03월_계_50~59세,"8,376","1,926","2,273",791,301,234,362,207,180,179,325,303,507,788
2021년03월_계_60~69세,"10,333","1,993","2,123","1,069",518,375,536,351,299,316,553,499,716,985
2021년03월_계_70~79세,"7,997","1,469","1,390",921,471,344,503,287,247,290,422,401,565,687
2021년03월_계_80~89세,"5,286",752,815,589,437,271,416,235,238,203,350,294,332,354
2021년03월_계_90~99세,847,104,150,88,62,59,67,32,35,29,52,58,63,48
2021년03월_계_100세 이상,24,5,5,2,1,0,1,1,2,0,2,3,1,1
2021년03월_남_총인구수,"25,385","5,531","6,622","2,457","1,092",809,"1,173",707,617,643,"1,039",987,"1,422","2,286"
2021년03월_남_연령구간인구수,"25,385","5,531","6,622","2,457","1,092",809,"1,173",707,617,643,"1,039",987,"1,422","2,286"
2021년03월_남_0~9세,"1,133",271,489,83,30,10,31,24,17,21,15,26,26,90
2021년03월_남_10~19세,"1,763",444,778,108,36,29,49,30,26,17,34,34,48,130
