카테고리,경상남도 하동군,경상남도 하동군 하동읍,경상남도 하동군 화개면,경상남도 하동군 악양면,경상남도 하동군 적량면,경상남도 하동군 횡천면,경상남도 하동군 고전면,경상남도 하동군 금남면,경상남도 하동군 진교면,경상남도 하동군 양보면,경상남도 하동군 북천면,경상남도 하동군 청암면,경상남도 하동군 옥종면,경상남도 하동군 금성면
2020년10월_계_100세 이상,23,2,2,3,0,1,1,2,3,3,2,1,3,0
2020년10월_남_총인구수,"22,488","4,971","1,577","1,743",953,920,"1,140","1,786","3,020",866,859,821,"2,184","1,648"
2020년10월_남_연령구간인구수,"22,488","4,971","1,577","1,743",953,920,"1,140","1,786","3,020",866,859,821,"2,184","1,648"
2020년10월_남_0~9세,997,303,48,65,32,23,47,52,173,13,28,49,91,73
2020년10월_남_10~19세,"1,553",453,118,105,56,40,55,68,253,28,51,107,127,92
2020년10월_남_20~29세,"2,112",590,127,135,78,70,104,196,291,64,52,48,158,199
2020년10월_남_30~39세,"1,558",444,72,81,52,55,74,123,233,43,61,43,130,147
2020년10월_남_40~49세,"2,817",731,195,190,103,99,131,202,444,81,91,80,237,233
2020년10월_남_50~59세,"4,652",957,407,397,191,188,230,385,583,174,171,140,468,361
2020년10월_남_60~69세,"4,572",818,317,392,224,216,254,368,550,204,206,210,521,292
2020년10월_남_70~79세,"2,752",477,194,242,126,141,151,252,323,160,123,109,283,171
2020년10월_남_80~89세,"1,323",180,90,129,78,74,85,130,157,84,65,31,151,69
2020년10월_남_90~99세,148,18,8,7,13,13,9,10,13,14,10,4,18,11
2020년10월_남_100세 이상,4,0,1,0,0,1,0,0,0,1,1,0,0,0
2020년10월_여_총인구수,"22,545","5,094","1,535","1,787","1,004",969,"1,160","1,712","3,064",906,909,727,"2,181","1,497"
2020년10월_여_연령구간인구수,"22,545","5,094","1,535","1,787","1,004",969,"1,160","1,712","3,064",906,909,727,"2,181","1,497"
2020년10월_여_0~9세,908,285,48,39,20,29,31,46,198,12,41,27,77,55
2020년10월_여_10~19세,"1,360",450,102,81,34,31,64,66,217,44,38,52,108,73
2020년10월_여_20~29세,"1,398",441,98,77,56,47,55,97,187,32,42,37,118,111
2020년10월_여_30~39세,"1,263",406,59,73,44,42,47,62,219,27,46,36,111,91
2020년10월_여_40~49세,"2,222",659,177,153,82,62,95,138,358,61,65,57,159,156
2020년10월_여_50~59세,"3,853",875,309,336,161,177,174,283,501,132,125,121,385,274
2020년10월_여_60~69세,"4,261",821,279,361,205,202,237,382,533,183,171,178,446,263
2020년10월_여_70~79세,"3,644",661,268,344,184,159,206,325,419,182,178,110,355,253
2020년10월_여_80~89세,"3,045",422,160,259,197,190,201,257,355,195,175,89,349,196
2020년10월_여_90~99세,572,72,34,61,21,30,49,54,74,36,27,19,70,25
2020년10월_여_100세 이상,19,2,1,3,0,0,1,2,3,2,1,1,3,0
2020년11월_계_총인구수,"44,911","10,041","3,092","3,528","1,953","1,890","2,292","3,493","6,066","1,769","1,759","1,543","4,348","3,137"
2020년11월_계_연령구간인구수,"44,911","10,041","3,092","3,528","1,953","1,890","2,292","3,493","6,066","1,769","1,759","1,543","4,348","3,137"
2020년11월_계_0~9세,"1,862",576,90,101,51,53,75,96,368,22,65,73,162,130
2020년11월_계_10~19세,"2,896",904,215,188,91,69,122,138,462,72,86,155,232,162
2020년11월_계_20~29세,"3,494","1,026",225,210,134,119,158,285,482,95,94,83,275,308
2020년11월_계_30~39세,"2,787",840,126,154,94,99,118,183,445,74,105,80,232,237
2020년11월_계_40~49세,"5,013","1,378",372,341,185,160,223,342,789,139,156,142,397,389
2020년11월_계_50~59세,"8,471","1,835",709,728,345,360,404,667,"1,084",307,292,260,849,631
2020년11월_계_60~69세,"8,875","1,646",603,756,432,420,494,751,"1,092",386,383,386,968,558
2020년11월_계_70~79세,"6,379","1,137",458,586,308,297,355,577,742,345,298,220,636,420
2020년11월_계_80~89세,"4,390",608,251,392,278,267,285,388,510,278,241,120,505,267
2020년11월_계_90~99세,721,89,41,69,35,45,57,64,89,48,37,23,89,35
2020년11월_계_100세 이상,23,2,2,3,0,1,1,2,3,3,2,1,3,0
2020년11월_남_총인구수,"22,422","4,958","1,565","1,743",947,920,"1,139","1,783","3,010",863,858,815,"2,175","1,646"
2020년11월_남_연령구간인구수,"22,422","4,958","1,565","1,743",947,920,"1,139","1,783","3,010",863,858,815,"2,175","1,646"
2020년11월_남_0~9세,971,297,44,62,31,24,45,51,171,12,28,46,85,75
2020년11월_남_10~19세,"1,542",455,116,106,57,38,56,70,247,28,50,104,125,90
2020년11월_남_20~29세,"2,097",584,125,135,75,71,106,190,295,62,52,45,159,198
2020년11월_남_30~39세,"1,549",441,71,80,50,56,72,125,231,45,60,44,127,147
2020년11월_남_40~49세,"2,804",722,195,191,104,99,128,199,440,80,91,83,237,235
2020년11월_남_50~59세,"4,619",956,403,390,184,186,231,386,579,173,170,140,465,356
2020년11월_남_60~69세,"4,606",824,320,398,228,217,257,369,554,204,209,206,526,294
2020년11월_남_70~79세,"2,759",479,192,244,127,140,149,253,326,162,123,112,281,171
2020년11월_남_80~89세,"1,320",182,90,130,77,75,86,128,151,84,64,31,152,70
2020년11월_남_90~99세,151,18,8,7,14,13,9,12,16,12,10,4,18,10
2020년11월_남_100세 이상,4,0,1,0,0,1,0,0,0,1,1,0,0,0
2020년11월_여_총인구수,"22,489","5,083","1,527","1,785","1,006",970,"1,153","1,710","3,056",906,901,728,"2,173","1,491"
2020년11월_여_연령구간인구수,"22,489","5,083","1,527","1,785","1,006",970,"1,153","1,710","3,056",906,901,728,"2,173","1,491"
2020년11월_여_0~9세,891,279,46,39,20,29,30,45,197,10,37,27,77,55
2020년11월_여_10~19세,"1,354",449,99,82,34,31,66,68,215,44,36,51,107,72
2020년11월_여_20~29세,"1,397",442,100,75,59,48,52,95,187,33,42,38,116,110
2020년11월_여_30~39세,"1,238",399,55,74,44,43,46,58,214,29,45,36,105,90
2020년11월_여_40~49세,"2,209",656,177,150,81,61,95,143,349,59,65,59,160,154
2020년11월_여_50~59세,"3,852",879,306,338,161,174,173,281,505,134,122,120,384,275
2020년11월_여_60~69세,"4,269",822,283,358,204,203,237,382,538,182,174,180,442,264
2020년11월_여_70~79세,"3,620",658,266,342,181,157,206,324,416,183,175,108,355,249
2020년11월_여_80~89세,"3,070",426,161,262,201,192,199,260,359,194,177,89,353,197
2020년11월_여_90~99세,570,71,33,62,21,32,48,52,73,36,27,19,71,25
2020년11월_여_100세 이상,19,2,1,3,0,0,1,2,3,2,1,1,3,0
2020년12월_계_총인구수,"44,785","10,021","3,058","3,527","1,945","1,904","2,293","3,494","6,041","1,764","1,747","1,527","4,344","3,120"
2020년12월_계_연령구간인구수,"44,785","10,021","3,058","3,527","1,945","1,904","2,293","3,494","6,041","1,764","1,747","1,527","4,344","3,120"
2020년12월_계_0~9세,"1,829",574,85,99,50,52,70,94,367,21,65,69,156,127
2020년12월_계_10~19세,"2,883",887,214,188,91,75,120,144,462,71,87,151,234,159
2020년12월_계_20~29세,"3,460","1,027",220,204,130,122,161,276,475,93,90,76,274,312
2020년12월_계_30~39세,"2,784",840,124,156,95,102,119,182,443,72,104,78,234,235
2020년12월_계_40~49세,"4,970","1,368",362,346,184,159,225,341,782,135,155,139,394,380
2020년12월_계_50~59세,"8,429","1,831",706,729,339,359,400,666,"1,078",307,283,261,842,628
2020년12월_계_60~69세,"8,921","1,659",598,754,437,424,499,756,"1,100",390,384,385,971,564
2020년12월_계_70~79세,"6,372","1,134",457,580,305,301,356,579,735,345,302,222,643,413
2020년12월_계_80~89세,"4,384",609,249,398,278,264,283,387,508,275,239,123,504,267
2020년12월_계_90~99세,730,90,41,70,36,44,59,67,88,52,37,22,89,35
2020년12월_계_100세 이상,23,2,2,3,0,2,1,2,3,3,1,1,3,0
2020년12월_남_총인구수,"22,364","4,949","1,549","1,740",948,929,"1,139","1,778","3,000",860,853,806,"2,174","1,639"
2020년12월_남_연령구간인구수,"22,364","4,949","1,549","1,740",948,929,"1,139","1,778","3,000",860,853,806,"2,174","1,639"
2020년12월_남_0~9세,954,298,40,61,31,24,42,51,170,11,27,44,82,73
2020년12월_남_10~19세,"1,546",445,117,107,57,40,56,72,250,27,52,103,128,92
2020년12월_남_20~29세,"2,064",584,122,128,72,69,107,182,287,62,51,42,157,201
2020년12월_남_30~39세,"1,554",442,72,84,51,59,72,123,230,45,61,42,128,145
2020년12월_남_40~49세,"2,783",717,190,194,105,99,130,199,439,78,88,82,236,226
2020년12월_남_50~59세,"4,597",954,400,389,182,186,226,387,575,171,165,140,463,359
2020년12월_남_60~69세,"4,635",831,320,397,232,222,261,371,558,208,210,205,523,297
2020년12월_남_70~79세,"2,756",475,191,240,125,142,151,254,324,162,125,113,288,166
2020년12월_남_80~89세,"1,316",184,88,132,78,75,84,126,150,83,64,31,151,70
2020년12월_남_90~99세,155,19,8,8,15,11,10,13,17,12,10,4,18,10
2020년12월_남_100세 이상,4,0,1,0,0,2,0,0,0,1,0,0,0,0
2020년12월_여_총인구수,"22,421","5,072","1,509","1,787",997,975,"1,154","1,716","3,041",904,894,721,"2,170","1,481"
2020년12월_여_연령구간인구수,"22,421","5,072","1,509","1,787",997,975,"1,154","1,716","3,041",904,894,721,"2,170","1,481"
2020년12월_여_0~9세,875,276,45,38,19,28,28,43,197,10,38,25,74,54
2020년12월_여_10~19세,"1,337",442,97,81,34,35,64,72,212,44,35,48,106,67
2020년12월_여_20~29세,"1,396",443,98,76,58,53,54,94,188,31,39,34,117,111
2020년12월_여_30~39세,"1,230",398,52,72,44,43,47,59,213,27,43,36,106,90
2020년12월_여_40~49세,"2,187",651,172,152,79,60,95,142,343,57,67,57,158,154
2020년12월_여_50~59세,"3,832",877,306,340,157,173,174,279,503,136,118,121,379,269
2020년12월_여_60~69세,"4,286",828,278,357,205,202,238,385,542,182,174,180,448,267
2020년12월_여_70~79세,"3,616",659,266,340,180,159,205,325,411,183,177,109,355,247
2020년12월_여_80~89세,"3,068",425,161,266,200,189,199,261,358,192,175,92,353,197
2020년12월_여_90~99세,575,71,33,62,21,33,49,54,71,40,27,18,71,25
2020년12월_여_100세 이상,19,2,1,3,0,0,1,2,3,2,1,1,3,0
2021년01월_계_총인구수,"44,673","9,995","3,056","3,535","1,943","1,883","2,290","3,490","6,032","1,767","1,742","1,508","4,344","3,088"
2021년01월_계_연령구간인구수,"44,673","9,995","3,056","3,535","1,943","1,883","2,290","3,490","6,032","1,767","1,742","1,508","4,344","3,088"
2021년01월_계_0~9세,"1,803",563,90,99,51,52,69,94,360,21,63,65,156,120
2021년01월_계_10~19세,"2,871",891,212,192,89,73,121,141,460,73,85,143,235,156
2021년01월_계_20~29세,"3,425","1,011",225,206,130,121,156,273,468,89,94,76,270,306
2021년01월_계_30~39세,"2,751",828,120,156,95,101,112,183,439,74,103,78,233,229
2021년01월_계_40~49세,"4,939","1,366",360,339,182,152,231,334,789,135,151,135,393,372
2021년01월_계_50~59세,"8,394","1,820",700,730,337,354,397,667,"1,073",305,281,259,850,621
2021년01월_계_60~69세,"8,960","1,669",602,760,440,422,502,759,"1,105",388,387,385,971,570
2021년01월_계_70~79세,"6,369","1,140",457,580,304,297,357,586,732,348,302,218,636,412
2021년01월_계_80~89세,"4,394",613,246,398,276,268,283,383,514,276,239,125,507,266
2021년01월_계_90~99세,744,92,42,72,39,41,61,68,89,55,36,23,90,36
2021년01월_계_100세 이상,23,2,2,3,0,2,1,2,3,3,1,1,3,0
2021년01월_남_총인구수,"22,299","4,931","1,547","1,743",948,927,"1,136","1,775","2,990",863,849,794,"2,175","1,621"
2021년01월_남_연령구간인구수,"22,299","4,931","1,547","1,743",948,927,"1,136","1,775","2,990",863,849,794,"2,175","1,621"
2021년01월_남_0~9세,939,291,43,61,32,24,41,51,165,11,27,41,82,70
2021년01월_남_10~19세,"1,541",451,116,110,56,39,58,70,251,30,51,95,126,88
2021년01월_남_20~29세,"2,048",574,125,127,72,70,104,180,284,61,52,42,158,199
2021년01월_남_30~39세,"1,524",438,68,84,49,60,65,122,224,45,61,43,126,139
2021년01월_남_40~49세,"2,763",706,189,195,105,95,135,195,440,78,84,81,235,225
2021년01월_남_50~59세,"4,581",950,401,386,183,185,221,386,572,170,164,140,467,356
2021년01월_남_60~69세,"4,660",839,319,400,231,224,264,375,560,207,213,205,525,298
2021년01월_남_70~79세,"2,758",476,191,240,127,139,153,258,324,163,125,111,284,167
2021년01월_남_80~89세,"1,323",187,85,132,76,78,84,125,153,85,63,32,154,69
2021년01월_남_90~99세,158,19,9,8,17,11,11,13,17,12,9,4,18,10
2021년01월_남_100세 이상,4,0,1,0,0,2,0,0,0,1,0,0,0,0
2021년01월_여_총인구수,"22,374","5,064","1,509","1,792",995,956,"1,154","1,715","3,042",904,893,714,"2,169","1,467"
2021년01월_여_연령구간인구수,"22,374","5,064","1,509","1,792",995,956,"1,154","1,715","3,042",904,893,714,"2,169","1,467"
2021년01월_여_0~9세,864,272,47,38,19,28,28,43,195,10,36,24,74,50
2021년01월_여_10~19세,"1,330",440,96,82,33,34,63,71,209,43,34,48,109,68
2021년01월_여_20~29세,"1,377",437,100,79,58,51,52,93,184,28,42,34,112,107
2021년01월_여_30~39세,"1,227",390,52,72,46,41,47,61,215,29,42,35,107,90
2021년01월_여_40~49세,"2,176",660,171,144,77,57,96,139,349,57,67,54,158,147
2021년01월_여_50~59세,"3,813",870,299,344,154,169,176,281,501,135,117,119,383,265
2021년01월_여_60~69세,"4,300",830,283,360,209,198,238,384,545,181,174,180,446,272
2021년01월_여_70~79세,"3,611",664,266,340,177,158,204,328,408,185,177,107,352,245
2021년01월_여_80~89세,"3,071",426,161,266,200,190,199,258,361,191,176,93,353,197
2021년01월_여_90~99세,586,73,33,64,22,30,50,55,72,43,27,19,72,26
2021년01월_여_100세 이상,19,2,1,3,0,0,1,2,3,2,1,1,3,0
2021년02월_계_총인구수,"44,494","9,924","3,056","3,528","1,933","1,886","2,280","3,478","6,012","1,762","1,736","1,499","4,322","3,078"
2021년02월_계_연령구간인구수,"44,494","9,924","3,056","3,528","1,933","1,886","2,280","3,478","6,012","1,762","1,736","1,499","4,322","3,078"
2021년02월_계_0~9세,"1,785",557,88,100,51,53,69,91,357,20,63,64,152,120
2021년02월_계_10~19세,"2,845",877,207,189,91,74,120,144,455,76,84,140,232,156
2021년02월_계_20~29세,"3,360",985,226,200,127,117,151,266,468,85,93,74,265,303
2021년02월_계_30~39세,"2,730",829,119,156,94,103,113,182,431,74,103,77,230,219
2021년02월_계_40~49세,"4,885","1,350",351,333,179,148,227,333,785,138,150,132,387,372
2021년02월_계_50~59세,"8,340","1,812",708,725,332,347,399,660,"1,069",301,278,257,840,612
2021년02월_계_60~69세,"9,010","1,667",606,773,445,432,503,765,"1,107",389,388,385,969,581
2021년02월_계_70~79세,"6,357","1,137",458,582,302,296,354,581,731,347,299,221,639,410
2021년02월_계_80~89세,"4,403",615,249,395,275,272,279,386,514,274,240,124,512,268
2021년02월_계_90~99세,757,94,42,73,37,42,64,68,92,55,37,24,92,37
2021년02월_계_100세 이상,22,1,2,2,0,2,1,2,3,3,1,1,4,0
2021년02월_남_총인구수,"22,217","4,893","1,549","1,738",942,926,"1,131","1,768","2,985",861,846,791,"2,169","1,618"
2021년02월_남_연령구간인구수,"22,217","4,893","1,549","1,738",942,926,"1,131","1,768","2,985",861,846,791,"2,169","1,618"
2021년02월_남_0~9세,926,285,42,61,33,25,41,49,163,11,27,41,78,70
2021년02월_남_10~19세,"1,535",445,116,106,57,39,56,73,249,34,50,95,125,90
2021년02월_남_20~29세,"2,015",557,125,125,68,67,102,175,286,59,51,41,158,201
2021년02월_남_30~39세,"1,510",441,66,85,49,60,65,121,220,45,61,41,125,131
2021년02월_남_40~49세,"2,727",696,183,188,104,91,133,192,440,78,84,79,233,226
2021년02월_남_50~59세,"4,574",955,407,386,180,181,223,385,567,167,164,141,466,352
2021년02월_남_60~69세,"4,673",831,321,405,234,231,266,378,560,208,212,205,519,303
2021년02월_남_70~79세,"2,764",475,191,242,129,140,151,257,328,161,124,112,289,165
2021년02월_남_80~89세,"1,332",189,87,132,73,79,83,125,154,86,64,32,157,71
2021년02월_남_90~99세,156,19,10,8,15,11,11,13,18,11,9,4,18,9
2021년02월_남_100세 이상,5,0,1,0,0,2,0,0,0,1,0,0,1,0
2021년02월_여_총인구수,"22,277","5,031","1,507","1,790",991,960,"1,149","1,710","3,027",901,890,708,"2,153","1,460"
2021년02월_여_연령구간인구수,"22,277","5,031","1,507","1,790",991,960,"1,149","1,710","3,027",901,890,708,"2,153","1,460"
2021년02월_여_0~9세,859,272,46,39,18,28,28,42,194,9,36,23,74,50
2021년02월_여_10~19세,"1,310",432,91,83,34,35,64,71,206,42,34,45,107,66
2021년02월_여_20~29세,"1,345",428,101,75,59,50,49,91,182,26,42,33,107,102
2021년02월_여_30~39세,"1,220",388,53,71,45,43,48,61,211,29,42,36,105,88
2021년02월_여_40~49세,"2,158",654,168,145,75,57,94,141,345,60,66,53,154,146
2021년02월_여_50~59세,"3,766",857,301,339,152,166,176,275,502,134,114,116,374,260
2021년02월_여_60~69세,"4,337",836,285,368,211,201,237,387,547,181,176,180,450,278
2021년02월_여_70~79세,"3,593",662,267,340,173,156,203,324,403,186,175,109,350,245
2021년02월_여_80~89세,"3,071",426,162,263,202,193,196,261,360,188,176,92,355,197
2021년02월_여_90~99세,601,75,32,65,22,31,53,55,74,44,28,20,74,28
2021년02월_여_100세 이상,17,1,1,2,0,0,1,2,3,2,1,1,3,0
2021년03월_계_총인구수,"44,388","9,904","3,060","3,521","1,922","1,889","2,277","3,477","5,976","1,755","1,745","1,492","4,303","3,067"
2021년03월_계_연령구간인구수,"44,388","9,904","3,060","3,521","1,922","1,889","2,277","3,477","5,976","1,755","1,745","1,492","4,303","3,067"
2021년03월_계_0~9세,"1,784",564,89,102,48,54,66,91,351,20,64,64,151,120
2021년03월_계_10~19세,"2,809",873,202,188,89,73,120,145,446,71,83,136,228,155
2021년03월_계_20~29세,"3,314",963,229,196,126,115,151,261,457,85,96,70,258,307
2021년03월_계_30~39세,"2,718",830,121,152,93,100,110,182,423,75,103,84,231,214
2021년03월_계_40~49세,"4,851","1,338",354,335,180,152,225,331,780,139,146,125,380,366
2021년03월_계_50~59세,"8,268","1,799",699,717,331,345,400,654,"1,055",299,285,253,830,601
2021년03월_계_60~69세,"9,100","1,680",619,785,444,439,509,774,"1,120",385,393,391,975,586
2021년03월_계_70~79세,"6,346","1,142",454,572,300,293,355,583,726,348,301,219,643,410
2021년03월_계_80~89세,"4,408",621,249,399,273,272,275,384,520,274,236,125,512,268
2021년03월_계_90~99세,770,93,42,74,38,44,65,70,95,56,38,24,91,40
2021년03월_계_100세 이상,20,1,2,1,0,2,1,2,3,3,0,1,4,0
2021년03월_남_총인구수,"22,166","4,882","1,545","1,739",937,928,"1,134","1,770","2,965",858,854,781,"2,160","1,613"
2021년03월_남_연령구간인구수,"22,166","4,882","1,545","1,739",937,928,"1,134","1,770","2,965",858,854,781,"2,160","1,613"
2021년03월_남_0~9세,922,286,43,63,30,26,40,49,159,11,28,39,79,69
2021년03월_남_10~19세,"1,528",447,111,107,56,38,56,74,250,31,50,91,126,91
2021년03월_남_20~29세,"1,982",543,129,123,69,66,102,174,278,57,52,37,153,199
2021년03월_남_30~39세,"1,510",439,63,87,51,55,66,122,216,48,61,46,127,129
2021년03월_남_40~49세,"2,696",685,183,187,101,97,130,190,434,79,84,75,227,224
2021년03월_남_50~59세,"4,552",962,403,376,181,179,223,384,560,164,167,140,462,351
2021년03월_남_60~69세,"4,712",831,327,417,233,235,270,382,567,206,214,208,518,304
2021년03월_남_70~79세,"2,757",475,189,235,129,139,153,257,325,163,126,110,293,163
2021년03월_남_80~89세,"1,345",194,87,136,74,79,83,125,157,88,63,31,156,72
2021년03월_남_90~99세,157,20,9,8,13,12,11,13,19,10,9,4,18,11
2021년03월_남_100세 이상,5,0,1,0,0,2,0,0,0,1,0,0,1,0
2021년03월_여_총인구수,"22,222","5,022","1,515","1,782",985,961,"1,143","1,707","3,011",897,891,711,"2,143","1,454"
2021년03월_여_연령구간인구수,"22,222","5,022","1,515","1,782",985,961,"1,143","1,707","3,011",897,891,711,"2,143","1,454"
2021년03월_여_0~9세,862,278,46,39,18,28,26,42,192,9,36,25,72,51
2021년03월_여_10~19세,"1,281",426,91,81,33,35,64,71,196,40,33,45,102,64
2021년03월_여_20~29세,"1,332",420,100,73,57,49,49,87,179,28,44,33,105,108
2021년03월_여_30~39세,"1,208",391,58,65,42,45,44,60,207,27,42,38,104,85
2021년03월_여_40~49세,"2,155",653,171,148,79,55,95,141,346,60,62,50,153,142
2021년03월_여_50~59세,"3,716",837,296,341,150,166,177,270,495,135,118,113,368,250
2021년03월_여_60~69세,"4,388",849,292,368,211,204,239,392,553,179,179,183,457,282
2021년03월_여_70~79세,"3,589",667,265,337,171,154,202,326,401,185,175,109,350,247
2021년03월_여_80~89세,"3,063",427,162,263,199,193,192,259,363,186,173,94,356,196
2021년03월_여_90~99세,613,73,33,66,25,32,54,57,76,46,29,20,73,29
2021년03월_여_100세 이상,15,1,1,1,0,0,1,2,3,2,0,1,3,0
2021년04월_계_총인구수,"44,326","9,877","3,066","3,522","1,931","1,872","2,267","3,466","5,961","1,752","1,746","1,489","4,309","3,068"
2021년04월_계_연령구간인구수,"44,326","9,877","3,066","3,522","1,931","1,872","2,267","3,466","5,961","1,752","1,746","1,489","4,309","3,068"
2021년04월_계_0~9세,"1,755",555,87,100,48,53,63,90,348,22,62,59,149,119
2021년04월_계_10~19세,"2,788",869,201,188,89,70,122,145,435,72,85,128,229,155
2021년04월_계_20~29세,"3,296",962,234,189,127,110,146,251,461,83,93,74,259,307
2021년04월_계_30~39세,"2,713",823,119,155,96,101,108,183,421,76,102,85,233,211
2021년04월_계_40~49세,"4,825","1,329",352,335,182,148,219,324,781,141,146,125,379,364
2021년04월_계_50~59세,"8,233","1,787",696,714,336,343,391,649,"1,048",296,281,256,830,606
2021년04월_계_60~69세,"9,151","1,696",631,788,439,436,521,779,"1,123",381,400,393,979,585
2021년04월_계_70~79세,"6,338","1,137",453,573,302,291,352,582,723,349,304,219,643,410
2021년04월_계_80~89세,"4,420",621,248,404,274,271,277,390,522,274,236,123,510,270
2021년04월_계_90~99세,787,97,43,75,38,47,67,71,96,55,37,26,94,41
2021년04월_계_100세 이상,20,1,2,1,0,2,1,2,3,3,0,1,4,0
2021년04월_남_총인구수,"22,133","4,870","1,551","1,739",941,924,"1,122","1,765","2,951",858,851,779,"2,164","1,618"
2021년04월_남_연령구간인구수,"22,133","4,870","1,551","1,739",941,924,"1,122","1,765","2,951",858,851,779,"2,164","1,618"
2021년04월_남_0~9세,914,282,43,62,30,26,38,48,159,13,28,35,80,70
2021년04월_남_10~19세,"1,515",448,113,106,55,36,56,73,241,33,50,87,125,92
2021년04월_남_20~29세,"1,966",543,131,120,69,65,99,166,279,56,49,39,152,198
2021년04월_남_30~39세,"1,503",435,63,85,54,57,65,123,213,47,59,45,130,127
2021년04월_남_40~49세,"2,676",679,182,187,102,96,124,187,433,80,83,75,227,221
2021년04월_남_50~59세,"4,546",960,399,377,182,176,221,382,556,162,167,141,463,360
2021년04월_남_60~69세,"4,737",835,335,417,231,236,272,388,568,206,217,211,519,302
2021년04월_남_70~79세,"2,753",474,186,236,131,139,152,256,324,163,126,111,291,164
2021년04월_남_80~89세,"1,355",193,88,140,75,78,84,128,157,88,64,31,156,73
2021년04월_남_90~99세,163,21,10,9,12,13,11,14,21,9,8,4,20,11
2021년04월_남_100세 이상,5,0,1,0,0,2,0,0,0,1,0,0,1,0
2021년04월_여_총인구수,"22,193","5,007","1,515","1,783",990,948,"1,145","1,701","3,010",894,895,710,"2,145","1,450"
2021년04월_여_연령구간인구수,"22,193","5,007","1,515","1,783",990,948,"1,145","1,701","3,010",894,895,710,"2,145","1,450"
2021년04월_여_0~9세,841,273,44,38,18,27,25,42,189,9,34,24,69,49
2021년04월_여_10~19세,"1,273",421,88,82,34,34,66,72,194,39,35,41,104,63
2021년04월_여_20~29세,"1,330",419,103,69,58,45,47,85,182,27,44,35,107,109
2021년04월_여_30~39세,"1,210",388,56,70,42,44,43,60,208,29,43,40,103,84
2021년04월_여_40~49세,"2,149",650,170,148,80,52,95,137,348,61,63,50,152,143
2021년04월_여_50~59세,"3,687",827,297,337,154,167,170,267,492,134,114,115,367,246
2021년04월_여_60~69세,"4,414",861,296,371,208,200,249,391,555,175,183,182,460,283
2021년04월_여_70~79세,"3,585",663,267,337,171,152,200,326,399,186,178,108,352,246
2021년04월_여_80~89세,"3,065",428,160,264,199,193,193,262,365,186,172,92,354,197
2021년04월_여_90~99세,624,76,33,66,26,34,56,57,75,46,29,22,74,30
2021년04월_여_100세 이상,15,1,1,1,0,0,1,2,3,2,0,1,3,0
2021년05월_계_총인구수,"44,223","9,886","3,064","3,516","1,935","1,861","2,261","3,456","5,955","1,742","1,733","1,476","4,292","3,046"
2021년05월_계_연령구간인구수,"44,223","9,886","3,064","3,516","1,935","1,861","2,261","3,456","5,955","1,742","1,733","1,476","4,292","3,046"
2021년05월_계_0~9세,"1,738",551,87,102,50,51,63,88,340,23,61,55,149,118
2021년05월_계_10~19세,"2,773",870,198,186,89,71,119,145,437,70,82,125,227,154
2021년05월_계_20~29세,"3,263",961,230,191,125,108,141,247,462,81,89,72,257,299
2021년05월_계_30~39세,"2,682",817,121,154,96,101,108,178,417,71,99,83,232,205
2021년05월_계_40~49세,"4,799","1,334",349,333,182,141,215,321,776,141,145,127,373,362
2021년05월_계_50~59세,"8,193","1,788",701,709,331,341,382,647,"1,040",288,283,252,829,602
2021년05월_계_60~69세,"9,185","1,697",632,790,446,437,520,783,"1,134",385,399,394,983,585
2021년05월_계_70~79세,"6,351","1,140",452,571,300,292,362,583,726,353,302,220,639,411
2021년05월_계_80~89세,"4,436",633,247,404,276,270,281,391,524,273,234,123,509,271
2021년05월_계_90~99세,784,94,45,75,40,47,69,70,96,54,39,24,92,39
2021년05월_계_100세 이상,19,1,2,1,0,2,1,3,3,3,0,1,2,0
2021년05월_남_총인구수,"22,080","4,883","1,546","1,732",944,922,"1,113","1,758","2,949",850,840,776,"2,164","1,603"
2021년05월_남_연령구간인구수,"22,080","4,883","1,546","1,732",944,922,"1,113","1,758","2,949",850,840,776,"2,164","1,603"
2021년05월_남_0~9세,903,280,43,63,31,26,38,48,155,13,28,32,78,68
2021년05월_남_10~19세,"1,507",452,110,105,55,36,55,72,242,32,47,85,125,91
2021년05월_남_20~29세,"1,946",539,130,122,68,63,95,164,280,55,46,39,152,193
2021년05월_남_30~39세,"1,480",434,63,84,54,57,65,117,210,43,57,45,129,122
2021년05월_남_40~49세,"2,667",685,182,184,103,92,121,186,431,79,82,77,222,223
2021년05월_남_50~59세,"4,511",957,397,372,178,177,216,381,551,156,168,137,465,356
2021년05월_남_60~69세,"4,770",840,335,417,237,239,269,392,576,208,215,213,527,302
2021년05월_남_70~79세,"2,768",478,187,236,131,138,159,255,323,165,126,113,292,165
2021년05월_남_80~89세,"1,360",197,86,141,74,80,84,129,160,89,62,31,154,73
2021년05월_남_90~99세,163,21,12,8,13,12,11,14,21,9,9,4,19,10
2021년05월_남_100세 이상,5,0,1,0,0,2,0,0,0,1,0,0,1,0
2021년05월_여_총인구수,"22,143","5,003","1,518","1,784",991,939,"1,148","1,698","3,006",892,893,700,"2,128","1,443"
2021년05월_여_연령구간인구수,"22,143","5,003","1,518","1,784",991,939,"1,148","1,698","3,006",892,893,700,"2,128","1,443"
2021년05월_여_0~9세,835,271,44,39,19,25,25,40,185,10,33,23,71,50
2021년05월_여_10~19세,"1,266",418,88,81,34,35,64,73,195,38,35,40,102,63
