카테고리,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2020년11월_계_0~9세,"42,186","3,223","3,643","1,546",682,"1,269","1,643","1,635","1,848",882,"1,800","1,339","1,522",666,"1,490","1,682","6,012","1,329","2,882","2,540","4,553"
2020년11월_계_10~19세,"50,098","3,061","4,423","1,720","1,079","1,657","2,145","2,174","2,416","1,144","2,496","1,661","1,962","1,002","2,383","2,239","3,635","1,950","3,596","3,407","5,948"
2020년11월_계_20~29세,"71,019","4,234","4,320","6,290","2,139","3,175","2,947","4,098","4,243","2,273","3,278","2,498","2,929","2,184","3,520","2,419","3,976","2,897","4,166","4,532","4,901"
2020년11월_계_30~39세,"72,769","4,804","4,541","5,433","1,686","3,221","2,818","3,733","4,171","2,179","3,047","2,275","2,861","1,876","2,902","2,457","7,739","2,320","4,595","4,585","5,526"
2020년11월_계_40~49세,"89,021","5,611","6,761","4,537","2,301","3,474","3,858","4,353","4,577","2,488","4,158","2,893","3,332","2,164","3,808","3,495","7,398","3,388","5,831","5,716","8,878"
2020년11월_계_50~59세,"90,497","5,133","5,772","4,400","3,039","4,056","3,837","5,358","5,322","3,412","4,402","3,278","3,810","3,123","4,877","3,522","4,964","4,339","5,548","5,598","6,707"
2020년11월_계_60~69세,"65,363","3,660","3,975","2,874","2,314","3,204","2,935","4,038","4,023","2,735","3,430","2,447","3,047","2,670","3,473","2,909","3,974","3,008","3,441","3,646","3,560"
2020년11월_계_70~79세,"30,783","1,571","1,771","1,345","1,284","1,815","1,516","2,015","1,824","1,500","1,553","1,153","1,388","1,450","1,610","1,228","1,591","1,433","1,516","1,853","1,367"
2020년11월_계_80~89세,"12,437",624,607,502,543,736,548,789,765,784,540,391,616,508,780,494,504,596,612,870,628
2020년11월_계_90~99세,"2,027",128,109,66,74,111,116,121,125,101,81,68,105,78,150,81,84,94,118,129,88
2020년11월_계_100세 이상,137,6,12,1,11,10,3,18,13,3,15,9,3,1,5,1,3,4,4,12,3
2020년11월_남_총인구수,"261,423","15,623","17,686","14,292","7,679","11,205","11,222","14,136","14,620","8,528","12,162","9,057","10,540","7,892","12,197","10,234","19,767","10,930","16,256","16,585","20,812"
2020년11월_남_연령구간인구수,"261,423","15,623","17,686","14,292","7,679","11,205","11,222","14,136","14,620","8,528","12,162","9,057","10,540","7,892","12,197","10,234","19,767","10,930","16,256","16,585","20,812"
2020년11월_남_0~9세,"21,703","1,644","1,900",817,357,682,852,805,936,462,922,686,759,352,781,841,"3,085",686,"1,457","1,334","2,345"
2020년11월_남_10~19세,"25,613","1,492","2,295",890,590,839,"1,133","1,082","1,213",589,"1,245",857,"1,031",507,"1,205","1,168","1,896","1,043","1,826","1,777","2,935"
2020년11월_남_20~29세,"36,641","2,095","2,245","2,822","1,125","1,645","1,539","2,111","2,180","1,173","1,704","1,292","1,559","1,164","1,859","1,327","1,972","1,590","2,242","2,435","2,562"
2020년11월_남_30~39세,"37,448","2,340","2,140","2,949",962,"1,730","1,422","1,971","2,205","1,167","1,566","1,227","1,478","1,072","1,514","1,257","3,743","1,215","2,416","2,507","2,567"
2020년11월_남_40~49세,"45,244","2,921","3,245","2,453","1,249","1,809","1,987","2,275","2,320","1,303","2,072","1,488","1,624","1,161","1,795","1,755","3,872","1,772","2,958","2,902","4,283"
2020년11월_남_50~59세,"44,634","2,439","2,885","2,191","1,536","1,954","1,933","2,684","2,627","1,682","2,097","1,610","1,803","1,534","2,343","1,690","2,357","2,206","2,791","2,778","3,494"
2020년11월_남_60~69세,"31,557","1,738","1,885","1,377","1,108","1,496","1,429","1,955","1,995","1,305","1,601","1,217","1,425","1,260","1,732","1,419","1,906","1,534","1,660","1,730","1,785"
2020년11월_남_70~79세,"13,934",729,834,596,551,794,697,930,855,600,744,535,650,637,706,566,769,656,671,794,620
2020년11월_남_80~89세,"4,213",205,229,179,188,244,192,286,263,228,191,129,188,192,236,192,156,208,208,296,203
2020년11월_남_90~99세,404,20,24,18,12,10,37,30,24,19,16,12,23,13,26,19,10,18,26,29,18
2020년11월_남_100세 이상,32,0,4,0,1,2,1,7,2,0,4,4,0,0,0,0,1,2,1,3,0
2020년11월_여_총인구수,"264,914","16,432","18,248","14,422","7,473","11,523","11,144","14,196","14,707","8,973","12,638","8,955","11,035","7,830","12,801","10,293","20,113","10,428","16,053","16,303","21,347"
2020년11월_여_연령구간인구수,"264,914","16,432","18,248","14,422","7,473","11,523","11,144","14,196","14,707","8,973","12,638","8,955","11,035","7,830","12,801","10,293","20,113","10,428","16,053","16,303","21,347"
2020년11월_여_0~9세,"20,483","1,579","1,743",729,325,587,791,830,912,420,878,653,763,314,709,841,"2,927",643,"1,425","1,206","2,208"
2020년11월_여_10~19세,"24,485","1,569","2,128",830,489,818,"1,012","1,092","1,203",555,"1,251",804,931,495,"1,178","1,071","1,739",907,"1,770","1,630","3,013"
2020년11월_여_20~29세,"34,378","2,139","2,075","3,468","1,014","1,530","1,408","1,987","2,063","1,100","1,574","1,206","1,370","1,020","1,661","1,092","2,004","1,307","1,924","2,097","2,339"
2020년11월_여_30~39세,"35,321","2,464","2,401","2,484",724,"1,491","1,396","1,762","1,966","1,012","1,481","1,048","1,383",804,"1,388","1,200","3,996","1,105","2,179","2,078","2,959"
2020년11월_여_40~49세,"43,777","2,690","3,516","2,084","1,052","1,665","1,871","2,078","2,257","1,185","2,086","1,405","1,708","1,003","2,013","1,740","3,526","1,616","2,873","2,814","4,595"
2020년11월_여_50~59세,"45,863","2,694","2,887","2,209","1,503","2,102","1,904","2,674","2,695","1,730","2,305","1,668","2,007","1,589","2,534","1,832","2,607","2,133","2,757","2,820","3,213"
2020년11월_여_60~69세,"33,806","1,922","2,090","1,497","1,206","1,708","1,506","2,083","2,028","1,430","1,829","1,230","1,622","1,410","1,741","1,490","2,068","1,474","1,781","1,916","1,775"
2020년11월_여_70~79세,"16,849",842,937,749,733,"1,021",819,"1,085",969,900,809,618,738,813,904,662,822,777,845,"1,059",747
2020년11월_여_80~89세,"8,224",419,378,323,355,492,356,503,502,556,349,262,428,316,544,302,348,388,404,574,425
2020년11월_여_90~99세,"1,623",108,85,48,62,101,79,91,101,82,65,56,82,65,124,62,74,76,92,100,70
2020년11월_여_100세 이상,105,6,8,1,10,8,2,11,11,3,11,5,3,1,5,1,2,2,3,9,3
2020년12월_계_총인구수,"525,354","31,981","35,836","28,734","15,092","22,637","22,266","28,289","29,266","17,516","24,770","17,961","21,563","15,663","24,923","20,410","39,909","21,287","32,331","32,894","42,026"
2020년12월_계_연령구간인구수,"525,354","31,981","35,836","28,734","15,092","22,637","22,266","28,289","29,266","17,516","24,770","17,961","21,563","15,663","24,923","20,410","39,909","21,287","32,331","32,894","42,026"
2020년12월_계_0~9세,"41,814","3,199","3,651","1,545",666,"1,251","1,616","1,615","1,820",876,"1,785","1,329","1,505",646,"1,472","1,664","5,995","1,315","2,873","2,506","4,485"
2020년12월_계_10~19세,"49,852","3,051","4,406","1,704","1,066","1,644","2,142","2,164","2,410","1,131","2,494","1,641","1,941",989,"2,367","2,214","3,644","1,932","3,597","3,376","5,939"
2020년12월_계_20~29세,"71,020","4,223","4,288","6,306","2,133","3,184","2,922","4,102","4,230","2,301","3,282","2,516","2,927","2,183","3,512","2,392","3,956","2,880","4,182","4,615","4,886"
2020년12월_계_30~39세,"72,394","4,773","4,515","5,453","1,677","3,211","2,775","3,703","4,151","2,168","3,033","2,252","2,852","1,863","2,868","2,452","7,691","2,313","4,591","4,570","5,483"
2020년12월_계_40~49세,"88,772","5,600","6,749","4,535","2,295","3,434","3,860","4,332","4,570","2,473","4,139","2,872","3,338","2,136","3,797","3,474","7,437","3,368","5,830","5,685","8,848"
2020년12월_계_50~59세,"90,151","5,111","5,748","4,386","3,009","4,030","3,815","5,335","5,286","3,415","4,372","3,262","3,808","3,113","4,854","3,488","4,975","4,297","5,531","5,603","6,713"
2020년12월_계_60~69세,"65,811","3,687","3,992","2,887","2,326","3,202","2,942","4,075","4,045","2,755","3,455","2,466","3,076","2,682","3,503","2,923","4,018","3,060","3,469","3,670","3,578"
2020년12월_계_70~79세,"30,829","1,583","1,765","1,347","1,285","1,815","1,524","2,019","1,835","1,502","1,556","1,154","1,394","1,456","1,607","1,224","1,598","1,423","1,511","1,864","1,367"
2020년12월_계_80~89세,"12,542",619,601,506,549,740,551,807,780,790,556,394,613,516,785,497,508,599,622,870,639
2020년12월_계_90~99세,"2,028",129,108,64,75,115,116,118,125,102,83,66,106,78,153,81,84,96,121,123,85
2020년12월_계_100세 이상,141,6,13,1,11,11,3,19,14,3,15,9,3,1,5,1,3,4,4,12,3
2020년12월_남_총인구수,"260,923","15,582","17,659","14,303","7,645","11,160","11,156","14,124","14,582","8,527","12,151","9,038","10,527","7,849","12,148","10,187","19,782","10,898","16,270","16,583","20,752"
2020년12월_남_연령구간인구수,"260,923","15,582","17,659","14,303","7,645","11,160","11,156","14,124","14,582","8,527","12,151","9,038","10,527","7,849","12,148","10,187","19,782","10,898","16,270","16,583","20,752"
2020년12월_남_0~9세,"21,501","1,626","1,912",818,348,663,835,796,924,452,915,688,748,340,771,836,"3,082",681,"1,441","1,317","2,308"
2020년12월_남_10~19세,"25,520","1,484","2,285",884,586,839,"1,133","1,085","1,209",583,"1,242",852,"1,020",502,"1,190","1,153","1,901","1,036","1,839","1,760","2,937"
2020년12월_남_20~29세,"36,637","2,092","2,230","2,817","1,124","1,638","1,529","2,111","2,188","1,187","1,712","1,300","1,561","1,150","1,852","1,315","1,959","1,585","2,252","2,484","2,551"
2020년12월_남_30~39세,"37,262","2,329","2,130","2,958",945,"1,731","1,395","1,955","2,189","1,164","1,556","1,217","1,474","1,064","1,500","1,260","3,714","1,213","2,421","2,493","2,554"
2020년12월_남_40~49세,"45,108","2,916","3,246","2,454","1,253","1,781","1,982","2,271","2,310","1,289","2,068","1,476","1,626","1,150","1,796","1,744","3,896","1,751","2,951","2,881","4,267"
2020년12월_남_50~59세,"44,486","2,426","2,875","2,185","1,520","1,947","1,927","2,670","2,607","1,688","2,089","1,600","1,802","1,529","2,333","1,681","2,363","2,191","2,782","2,780","3,491"
2020년12월_남_60~69세,"31,751","1,749","1,897","1,390","1,114","1,503","1,426","1,970","2,006","1,310","1,610","1,222","1,432","1,265","1,737","1,421","1,927","1,562","1,671","1,743","1,796"
2020년12월_남_70~79세,"13,951",733,830,596,552,797,696,933,857,606,738,534,654,639,707,566,775,647,674,798,619
2020년12월_남_80~89세,"4,266",208,226,183,191,247,194,295,265,229,200,134,188,196,234,192,154,211,212,296,211
2020년12월_남_90~99세,408,19,24,18,11,12,38,30,25,19,17,11,22,14,28,19,10,19,26,28,18
2020년12월_남_100세 이상,33,0,4,0,1,2,1,8,2,0,4,4,0,0,0,0,1,2,1,3,0
2020년12월_여_총인구수,"264,431","16,399","18,177","14,431","7,447","11,477","11,110","14,165","14,684","8,989","12,619","8,923","11,036","7,814","12,775","10,223","20,127","10,389","16,061","16,311","21,274"
2020년12월_여_연령구간인구수,"264,431","16,399","18,177","14,431","7,447","11,477","11,110","14,165","14,684","8,989","12,619","8,923","11,036","7,814","12,775","10,223","20,127","10,389","16,061","16,311","21,274"
2020년12월_여_0~9세,"20,313","1,573","1,739",727,318,588,781,819,896,424,870,641,757,306,701,828,"2,913",634,"1,432","1,189","2,177"
2020년12월_여_10~19세,"24,332","1,567","2,121",820,480,805,"1,009","1,079","1,201",548,"1,252",789,921,487,"1,177","1,061","1,743",896,"1,758","1,616","3,002"
2020년12월_여_20~29세,"34,383","2,131","2,058","3,489","1,009","1,546","1,393","1,991","2,042","1,114","1,570","1,216","1,366","1,033","1,660","1,077","1,997","1,295","1,930","2,131","2,335"
2020년12월_여_30~39세,"35,132","2,444","2,385","2,495",732,"1,480","1,380","1,748","1,962","1,004","1,477","1,035","1,378",799,"1,368","1,192","3,977","1,100","2,170","2,077","2,929"
2020년12월_여_40~49세,"43,664","2,684","3,503","2,081","1,042","1,653","1,878","2,061","2,260","1,184","2,071","1,396","1,712",986,"2,001","1,730","3,541","1,617","2,879","2,804","4,581"
2020년12월_여_50~59세,"45,665","2,685","2,873","2,201","1,489","2,083","1,888","2,665","2,679","1,727","2,283","1,662","2,006","1,584","2,521","1,807","2,612","2,106","2,749","2,823","3,222"
2020년12월_여_60~69세,"34,060","1,938","2,095","1,497","1,212","1,699","1,516","2,105","2,039","1,445","1,845","1,244","1,644","1,417","1,766","1,502","2,091","1,498","1,798","1,927","1,782"
2020년12월_여_70~79세,"16,878",850,935,751,733,"1,018",828,"1,086",978,896,818,620,740,817,900,658,823,776,837,"1,066",748
2020년12월_여_80~89세,"8,276",411,375,323,358,493,357,512,515,561,356,260,425,320,551,305,354,388,410,574,428
2020년12월_여_90~99세,"1,620",110,84,46,64,103,78,88,100,83,66,55,84,64,125,62,74,77,95,95,67
2020년12월_여_100세 이상,108,6,9,1,10,9,2,11,12,3,11,5,3,1,5,1,2,2,3,9,3
2021년01월_계_총인구수,"524,800","31,921","35,765","29,167","15,044","22,559","22,249","28,207","29,211","17,461","24,722","17,920","21,521","15,637","24,852","20,375","39,823","21,219","32,292","32,943","41,912"
2021년01월_계_연령구간인구수,"524,800","31,921","35,765","29,167","15,044","22,559","22,249","28,207","29,211","17,461","24,722","17,920","21,521","15,637","24,852","20,375","39,823","21,219","32,292","32,943","41,912"
2021년01월_계_0~9세,"41,363","3,153","3,618","1,601",650,"1,209","1,600","1,603","1,785",861,"1,764","1,320","1,487",643,"1,454","1,640","5,911","1,305","2,845","2,473","4,441"
2021년01월_계_10~19세,"49,762","3,062","4,390","1,741","1,046","1,637","2,125","2,150","2,401","1,122","2,484","1,641","1,930",996,"2,350","2,206","3,689","1,911","3,597","3,365","5,919"
2021년01월_계_20~29세,"70,858","4,231","4,293","6,356","2,131","3,172","2,919","4,062","4,215","2,288","3,281","2,510","2,923","2,169","3,488","2,391","3,919","2,867","4,146","4,644","4,853"
2021년01월_계_30~39세,"72,068","4,706","4,485","5,560","1,669","3,187","2,768","3,687","4,130","2,163","3,004","2,234","2,833","1,841","2,878","2,439","7,605","2,297","4,575","4,579","5,428"
2021년01월_계_40~49세,"88,577","5,597","6,710","4,617","2,279","3,419","3,854","4,324","4,561","2,462","4,131","2,865","3,323","2,123","3,773","3,442","7,464","3,341","5,822","5,658","8,812"
2021년01월_계_50~59세,"90,035","5,113","5,748","4,415","2,993","4,027","3,804","5,291","5,267","3,372","4,350","3,249","3,803","3,105","4,840","3,497","4,976","4,280","5,540","5,618","6,747"
2021년01월_계_60~69세,"66,355","3,720","4,031","2,936","2,345","3,205","2,964","4,118","4,089","2,781","3,478","2,477","3,091","2,711","3,524","2,946","4,051","3,078","3,508","3,701","3,601"
2021년01월_계_70~79세,"30,951","1,586","1,768","1,355","1,291","1,834","1,537","2,022","1,839","1,505","1,571","1,154","1,393","1,452","1,595","1,233","1,605","1,437","1,506","1,884","1,384"
2021년01월_계_80~89세,"12,653",617,603,520,552,742,558,810,791,800,560,396,629,516,789,501,517,601,629,882,640
2021년01월_계_90~99세,"2,038",129,108,65,77,116,117,121,119,104,84,65,107,80,155,79,83,98,120,127,84
2021년01월_계_100세 이상,140,7,11,1,11,11,3,19,14,3,15,9,2,1,6,1,3,4,4,12,3
2021년01월_남_총인구수,"260,654","15,557","17,632","14,509","7,608","11,122","11,130","14,088","14,572","8,511","12,113","9,029","10,495","7,843","12,113","10,172","19,764","10,870","16,251","16,603","20,672"
2021년01월_남_연령구간인구수,"260,654","15,557","17,632","14,509","7,608","11,122","11,130","14,088","14,572","8,511","12,113","9,029","10,495","7,843","12,113","10,172","19,764","10,870","16,251","16,603","20,672"
2021년01월_남_0~9세,"21,268","1,607","1,904",845,341,639,828,790,904,442,900,682,737,333,763,823,"3,052",677,"1,432","1,297","2,272"
2021년01월_남_10~19세,"25,475","1,491","2,276",911,578,838,"1,115","1,081","1,198",585,"1,235",849,"1,017",511,"1,170","1,148","1,934","1,023","1,830","1,750","2,935"
2021년01월_남_20~29세,"36,571","2,096","2,240","2,830","1,116","1,637","1,520","2,095","2,181","1,178","1,713","1,302","1,559","1,142","1,838","1,319","1,944","1,578","2,245","2,504","2,534"
2021년01월_남_30~39세,"37,103","2,291","2,114","3,007",943,"1,714","1,398","1,946","2,186","1,167","1,536","1,207","1,463","1,056","1,512","1,246","3,671","1,213","2,411","2,502","2,520"
2021년01월_남_40~49세,"45,018","2,913","3,223","2,499","1,246","1,781","1,970","2,263","2,315","1,282","2,062","1,475","1,615","1,145","1,789","1,729","3,905","1,745","2,940","2,873","4,248"
2021년01월_남_50~59세,"44,420","2,429","2,876","2,196","1,511","1,941","1,926","2,659","2,606","1,668","2,073","1,592","1,796","1,527","2,322","1,693","2,363","2,177","2,791","2,779","3,495"
2021년01월_남_60~69세,"32,016","1,766","1,913","1,411","1,118","1,504","1,437","1,985","2,022","1,327","1,627","1,230","1,440","1,279","1,757","1,433","1,949","1,575","1,687","1,752","1,804"
2021년01월_남_70~79세,"14,044",737,832,603,558,806,704,936,866,608,744,543,652,637,695,572,778,652,675,814,632
2021년01월_남_80~89세,"4,301",208,227,187,186,248,194,295,267,235,202,134,194,201,238,190,158,210,213,301,213
2021년01월_남_90~99세,406,19,23,20,10,12,37,30,25,19,17,11,22,12,29,19,9,19,26,28,19
2021년01월_남_100세 이상,32,0,4,0,1,2,1,8,2,0,4,4,0,0,0,0,1,1,1,3,0
2021년01월_여_총인구수,"264,146","16,364","18,133","14,658","7,436","11,437","11,119","14,119","14,639","8,950","12,609","8,891","11,026","7,794","12,739","10,203","20,059","10,349","16,041","16,340","21,240"
2021년01월_여_연령구간인구수,"264,146","16,364","18,133","14,658","7,436","11,437","11,119","14,119","14,639","8,950","12,609","8,891","11,026","7,794","12,739","10,203","20,059","10,349","16,041","16,340","21,240"
2021년01월_여_0~9세,"20,095","1,546","1,714",756,309,570,772,813,881,419,864,638,750,310,691,817,"2,859",628,"1,413","1,176","2,169"
2021년01월_여_10~19세,"24,287","1,571","2,114",830,468,799,"1,010","1,069","1,203",537,"1,249",792,913,485,"1,180","1,058","1,755",888,"1,767","1,615","2,984"
2021년01월_여_20~29세,"34,287","2,135","2,053","3,526","1,015","1,535","1,399","1,967","2,034","1,110","1,568","1,208","1,364","1,027","1,650","1,072","1,975","1,289","1,901","2,140","2,319"
2021년01월_여_30~39세,"34,965","2,415","2,371","2,553",726,"1,473","1,370","1,741","1,944",996,"1,468","1,027","1,370",785,"1,366","1,193","3,934","1,084","2,164","2,077","2,908"
2021년01월_여_40~49세,"43,559","2,684","3,487","2,118","1,033","1,638","1,884","2,061","2,246","1,180","2,069","1,390","1,708",978,"1,984","1,713","3,559","1,596","2,882","2,785","4,564"
2021년01월_여_50~59세,"45,615","2,684","2,872","2,219","1,482","2,086","1,878","2,632","2,661","1,704","2,277","1,657","2,007","1,578","2,518","1,804","2,613","2,103","2,749","2,839","3,252"
2021년01월_여_60~69세,"34,339","1,954","2,118","1,525","1,227","1,701","1,527","2,133","2,067","1,454","1,851","1,247","1,651","1,432","1,767","1,513","2,102","1,503","1,821","1,949","1,797"
2021년01월_여_70~79세,"16,907",849,936,752,733,"1,028",833,"1,086",973,897,827,611,741,815,900,661,827,785,831,"1,070",752
2021년01월_여_80~89세,"8,352",409,376,333,366,494,364,515,524,565,358,262,435,315,551,311,359,391,416,581,427
2021년01월_여_90~99세,"1,632",110,85,45,67,104,80,91,94,85,67,54,85,68,126,60,74,79,94,99,65
2021년01월_여_100세 이상,108,7,7,1,10,9,2,11,12,3,11,5,2,1,6,1,2,3,3,9,3
2021년02월_계_총인구수,"524,004","31,804","35,635","29,412","15,047","22,492","22,205","28,170","29,185","17,429","24,614","17,884","21,515","15,583","24,807","20,284","39,750","21,165","32,281","32,955","41,787"
2021년02월_계_연령구간인구수,"524,004","31,804","35,635","29,412","15,047","22,492","22,205","28,170","29,185","17,429","24,614","17,884","21,515","15,583","24,807","20,284","39,750","21,165","32,281","32,955","41,787"
2021년02월_계_0~9세,"40,968","3,114","3,587","1,621",650,"1,183","1,596","1,596","1,772",857,"1,739","1,300","1,475",631,"1,437","1,610","5,868","1,269","2,818","2,452","4,393"
2021년02월_계_10~19세,"49,543","3,059","4,351","1,766","1,035","1,620","2,098","2,131","2,392","1,106","2,469","1,641","1,922",993,"2,322","2,203","3,722","1,908","3,573","3,340","5,892"
2021년02월_계_20~29세,"70,641","4,211","4,271","6,383","2,152","3,166","2,910","4,033","4,207","2,265","3,260","2,512","2,895","2,160","3,481","2,384","3,847","2,865","4,164","4,636","4,839"
2021년02월_계_30~39세,"71,600","4,648","4,460","5,620","1,673","3,149","2,755","3,685","4,112","2,165","2,960","2,194","2,817","1,834","2,844","2,397","7,506","2,271","4,549","4,594","5,367"
2021년02월_계_40~49세,"88,460","5,610","6,638","4,678","2,266","3,412","3,843","4,307","4,563","2,449","4,124","2,891","3,327","2,103","3,757","3,422","7,523","3,321","5,806","5,651","8,769"
2021년02월_계_50~59세,"89,964","5,105","5,749","4,429","2,980","4,012","3,814","5,293","5,238","3,360","4,326","3,231","3,792","3,085","4,837","3,495","4,991","4,276","5,552","5,616","6,783"
2021년02월_계_60~69세,"66,911","3,723","4,073","2,966","2,365","3,241","2,973","4,142","4,134","2,818","3,500","2,485","3,138","2,725","3,572","2,958","4,067","3,110","3,548","3,751","3,622"
2021년02월_계_70~79세,"30,985","1,585","1,775","1,364","1,283","1,828","1,538","2,016","1,836","1,502","1,571","1,156","1,401","1,445","1,601","1,239","1,618","1,437","1,507","1,882","1,401"
2021년02월_계_80~89세,"12,739",614,610,518,556,753,565,824,795,800,565,402,640,523,794,496,520,604,639,887,634
2021년02월_계_90~99세,"2,049",128,108,66,77,117,110,124,120,104,85,63,105,83,156,79,85,100,121,134,84
2021년02월_계_100세 이상,144,7,13,1,10,11,3,19,16,3,15,9,3,1,6,1,3,4,4,12,3
2021년02월_남_총인구수,"260,227","15,517","17,575","14,631","7,601","11,066","11,114","14,067","14,537","8,490","12,066","9,015","10,499","7,817","12,095","10,116","19,725","10,847","16,252","16,589","20,608"
2021년02월_남_연령구간인구수,"260,227","15,517","17,575","14,631","7,601","11,066","11,114","14,067","14,537","8,490","12,066","9,015","10,499","7,817","12,095","10,116","19,725","10,847","16,252","16,589","20,608"
2021년02월_남_0~9세,"21,081","1,597","1,894",853,339,628,822,787,890,438,890,672,733,335,754,808,"3,030",664,"1,412","1,286","2,249"
2021년02월_남_10~19세,"25,366","1,483","2,256",926,569,828,"1,101","1,069","1,199",573,"1,233",842,"1,018",503,"1,159","1,146","1,958","1,015","1,823","1,734","2,931"
2021년02월_남_20~29세,"36,442","2,083","2,223","2,836","1,118","1,623","1,523","2,076","2,174","1,171","1,700","1,312","1,551","1,136","1,835","1,310","1,919","1,580","2,259","2,494","2,519"
2021년02월_남_30~39세,"36,877","2,273","2,104","3,026",951,"1,695","1,392","1,952","2,169","1,158","1,520","1,180","1,449","1,052","1,498","1,219","3,613","1,205","2,402","2,521","2,498"
2021년02월_남_40~49세,"44,991","2,915","3,186","2,545","1,243","1,781","1,968","2,251","2,322","1,273","2,060","1,496","1,620","1,141","1,781","1,727","3,925","1,737","2,934","2,852","4,234"
2021년02월_남_50~59세,"44,329","2,432","2,882","2,198","1,499","1,930","1,933","2,653","2,581","1,671","2,052","1,581","1,795","1,522","2,319","1,681","2,365","2,169","2,794","2,777","3,495"
2021년02월_남_60~69세,"32,279","1,767","1,935","1,429","1,128","1,516","1,439","2,007","2,039","1,342","1,643","1,235","1,452","1,280","1,777","1,440","1,959","1,592","1,706","1,776","1,817"
2021년02월_남_70~79세,"14,081",741,839,611,555,803,705,928,868,610,741,546,662,633,702,576,784,651,672,818,636
2021년02월_남_80~89세,"4,342",207,229,187,188,248,194,305,268,235,205,137,196,202,241,190,163,214,223,298,212
2021년02월_남_90~99세,404,19,23,20,10,12,36,31,23,19,18,10,22,13,29,19,8,19,26,30,17
2021년02월_남_100세 이상,35,0,4,0,1,2,1,8,4,0,4,4,1,0,0,0,1,1,1,3,0
2021년02월_여_총인구수,"263,777","16,287","18,060","14,781","7,446","11,426","11,091","14,103","14,648","8,939","12,548","8,869","11,016","7,766","12,712","10,168","20,025","10,318","16,029","16,366","21,179"
2021년02월_여_연령구간인구수,"263,777","16,287","18,060","14,781","7,446","11,426","11,091","14,103","14,648","8,939","12,548","8,869","11,016","7,766","12,712","10,168","20,025","10,318","16,029","16,366","21,179"
2021년02월_여_0~9세,"19,887","1,517","1,693",768,311,555,774,809,882,419,849,628,742,296,683,802,"2,838",605,"1,406","1,166","2,144"
2021년02월_여_10~19세,"24,177","1,576","2,095",840,466,792,997,"1,062","1,193",533,"1,236",799,904,490,"1,163","1,057","1,764",893,"1,750","1,606","2,961"
2021년02월_여_20~29세,"34,199","2,128","2,048","3,547","1,034","1,543","1,387","1,957","2,033","1,094","1,560","1,200","1,344","1,024","1,646","1,074","1,928","1,285","1,905","2,142","2,320"
2021년02월_여_30~39세,"34,723","2,375","2,356","2,594",722,"1,454","1,363","1,733","1,943","1,007","1,440","1,014","1,368",782,"1,346","1,178","3,893","1,066","2,147","2,073","2,869"
2021년02월_여_40~49세,"43,469","2,695","3,452","2,133","1,023","1,631","1,875","2,056","2,241","1,176","2,064","1,395","1,707",962,"1,976","1,695","3,598","1,584","2,872","2,799","4,535"
2021년02월_여_50~59세,"45,635","2,673","2,867","2,231","1,481","2,082","1,881","2,640","2,657","1,689","2,274","1,650","1,997","1,563","2,518","1,814","2,626","2,107","2,758","2,839","3,288"
2021년02월_여_60~69세,"34,632","1,956","2,138","1,537","1,237","1,725","1,534","2,135","2,095","1,476","1,857","1,250","1,686","1,445","1,795","1,518","2,108","1,518","1,842","1,975","1,805"
2021년02월_여_70~79세,"16,904",844,936,753,728,"1,025",833,"1,088",968,892,830,610,739,812,899,663,834,786,835,"1,064",765
2021년02월_여_80~89세,"8,397",407,381,331,368,505,371,519,527,565,360,265,444,321,553,306,357,390,416,589,422
2021년02월_여_90~99세,"1,645",109,85,46,67,105,74,93,97,85,67,53,83,70,127,60,77,81,95,104,67
2021년02월_여_100세 이상,109,7,9,1,9,9,2,11,12,3,11,5,2,1,6,1,2,3,3,9,3
2021년03월_계_총인구수,"522,713","31,754","35,684","29,644","14,965","22,298","22,126","27,998","29,037","17,332","24,516","17,821","21,396","15,504","24,732","20,218","39,702","21,156","32,196","32,950","41,684"
2021년03월_계_연령구간인구수,"522,713","31,754","35,684","29,644","14,965","22,298","22,126","27,998","29,037","17,332","24,516","17,821","21,396","15,504","24,732","20,218","39,702","21,156","32,196","32,950","41,684"
2021년03월_계_0~9세,"40,648","3,102","3,578","1,630",629,"1,153","1,571","1,587","1,771",852,"1,722","1,289","1,454",617,"1,426","1,598","5,838","1,258","2,791","2,423","4,359"
2021년03월_계_10~19세,"49,419","3,059","4,357","1,784","1,038","1,602","2,099","2,097","2,379","1,082","2,463","1,631","1,901",998,"2,311","2,187","3,765","1,910","3,556","3,333","5,867"
2021년03월_계_20~29세,"70,371","4,215","4,287","6,457","2,152","3,147","2,899","4,005","4,172","2,275","3,253","2,503","2,846","2,139","3,424","2,354","3,780","2,845","4,161","4,630","4,827"
