카테고리,전라남도 곡성군,전라남도 곡성군 곡성읍,전라남도 곡성군 오곡면,전라남도 곡성군 삼기면,전라남도 곡성군 석곡면,전라남도 곡성군 목사동면,전라남도 곡성군 죽곡면,전라남도 곡성군 고달면,전라남도 곡성군 옥과면,전라남도 곡성군 입면,전라남도 곡성군 겸면,전라남도 곡성군 오산면
2020년11월_남_총인구수,"13,692","3,774",931,807,"1,124",649,939,571,"2,092","1,243",846,716
2020년11월_남_연령구간인구수,"13,692","3,774",931,807,"1,124",649,939,571,"2,092","1,243",846,716
2020년11월_남_0~9세,557,246,30,10,38,11,28,17,95,38,22,22
2020년11월_남_10~19세,"1,018",349,72,50,68,20,52,20,197,119,44,27
2020년11월_남_20~29세,"1,288",398,63,60,86,52,77,47,275,114,59,57
2020년11월_남_30~39세,926,303,63,45,64,40,44,28,182,61,57,39
2020년11월_남_40~49세,"1,697",551,99,92,113,57,95,55,271,187,110,67
2020년11월_남_50~59세,"2,689",685,176,144,241,140,189,120,401,275,170,148
2020년11월_남_60~69세,"2,609",608,206,188,213,140,208,121,333,218,176,198
2020년11월_남_70~79세,"1,814",420,131,129,181,112,162,102,221,136,125,95
2020년11월_남_80~89세,989,196,84,78,110,69,78,58,101,85,73,57
2020년11월_남_90~99세,102,18,7,11,9,8,6,3,15,10,9,6
2020년11월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2020년11월_여_총인구수,"14,344","4,045",962,844,"1,241",693,988,602,"2,155","1,242",864,708
2020년11월_여_연령구간인구수,"14,344","4,045",962,844,"1,241",693,988,602,"2,155","1,242",864,708
2020년11월_여_0~9세,534,224,38,15,26,11,14,14,110,33,30,19
2020년11월_여_10~19세,927,326,59,36,61,24,43,31,188,96,37,26
2020년11월_여_20~29세,"1,087",358,42,38,71,30,65,28,257,93,52,53
2020년11월_여_30~39세,810,321,38,22,55,22,41,19,171,50,39,32
2020년11월_여_40~49세,"1,332",502,76,52,90,38,75,34,237,136,46,46
2020년11월_여_50~59세,"2,188",608,139,128,186,112,162,83,344,177,130,119
2020년11월_여_60~69세,"2,385",623,178,160,217,124,189,107,315,181,145,146
2020년11월_여_70~79세,"2,475",584,201,185,227,152,193,138,272,219,188,116
2020년11월_여_80~89세,"2,186",409,168,171,260,155,162,126,222,217,167,129
2020년11월_여_90~99세,409,85,22,37,48,22,44,22,38,40,30,21
2020년11월_여_100세 이상,11,5,1,0,0,3,0,0,1,0,0,1
2020년12월_계_총인구수,"28,039","7,841","1,892","1,673","2,357","1,338","1,921","1,176","4,226","2,480","1,701","1,434"
2020년12월_계_연령구간인구수,"28,039","7,841","1,892","1,673","2,357","1,338","1,921","1,176","4,226","2,480","1,701","1,434"
2020년12월_계_0~9세,"1,085",474,66,25,65,19,39,31,205,69,51,41
2020년12월_계_10~19세,"1,928",669,130,88,126,41,94,52,381,211,82,54
2020년12월_계_20~29세,"2,387",769,111,103,157,84,140,78,516,206,112,111
2020년12월_계_30~39세,"1,718",625,97,66,113,62,83,45,350,109,96,72
2020년12월_계_40~49세,"3,025","1,051",175,147,203,93,167,90,508,321,154,116
2020년12월_계_50~59세,"4,897","1,295",312,283,429,254,349,201,745,461,297,271
2020년12월_계_60~69세,"5,004","1,241",385,347,430,267,399,229,651,396,317,342
2020년12월_계_70~79세,"4,285",998,329,315,403,265,364,237,492,352,315,215
2020년12월_계_80~89세,"3,190",611,257,249,374,223,238,188,324,306,236,184
2020년12월_계_90~99세,506,103,29,50,56,27,48,25,52,49,40,27
2020년12월_계_100세 이상,14,5,1,0,1,3,0,0,2,0,1,1
2020년12월_남_총인구수,"13,707","3,793",930,822,"1,123",644,941,572,"2,084","1,234",839,725
2020년12월_남_연령구간인구수,"13,707","3,793",930,822,"1,123",644,941,572,"2,084","1,234",839,725
2020년12월_남_0~9세,556,247,30,10,38,11,26,18,94,37,22,23
2020년12월_남_10~19세,"1,017",351,72,52,69,17,53,19,199,114,44,27
2020년12월_남_20~29세,"1,294",405,67,63,86,54,75,49,264,112,58,61
2020년12월_남_30~39세,918,302,60,45,62,39,44,27,184,60,56,39
2020년12월_남_40~49세,"1,699",554,100,93,114,57,93,57,269,184,109,69
2020년12월_남_50~59세,"2,698",687,174,150,242,139,189,116,401,281,170,149
2020년12월_남_60~69세,"2,620",614,206,192,214,141,211,122,336,213,173,198
2020년12월_남_70~79세,"1,813",417,129,129,176,112,166,103,222,138,125,96
2020년12월_남_80~89세,993,199,85,77,113,69,77,58,100,85,73,57
2020년12월_남_90~99세,96,17,7,11,8,5,7,3,14,10,8,6
2020년12월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2020년12월_여_총인구수,"14,332","4,048",962,851,"1,234",694,980,604,"2,142","1,246",862,709
2020년12월_여_연령구간인구수,"14,332","4,048",962,851,"1,234",694,980,604,"2,142","1,246",862,709
2020년12월_여_0~9세,529,227,36,15,27,8,13,13,111,32,29,18
2020년12월_여_10~19세,911,318,58,36,57,24,41,33,182,97,38,27
2020년12월_여_20~29세,"1,093",364,44,40,71,30,65,29,252,94,54,50
2020년12월_여_30~39세,800,323,37,21,51,23,39,18,166,49,40,33
2020년12월_여_40~49세,"1,326",497,75,54,89,36,74,33,239,137,45,47
2020년12월_여_50~59세,"2,199",608,138,133,187,115,160,85,344,180,127,122
2020년12월_여_60~69세,"2,384",627,179,155,216,126,188,107,315,183,144,144
2020년12월_여_70~79세,"2,472",581,200,186,227,153,198,134,270,214,190,119
2020년12월_여_80~89세,"2,197",412,172,172,261,154,161,130,224,221,163,127
2020년12월_여_90~99세,410,86,22,39,48,22,41,22,38,39,32,21
2020년12월_여_100세 이상,11,5,1,0,0,3,0,0,1,0,0,1
2021년01월_계_총인구수,"27,982","7,858","1,885","1,668","2,350","1,325","1,915","1,180","4,206","2,472","1,689","1,434"
2021년01월_계_연령구간인구수,"27,982","7,858","1,885","1,668","2,350","1,325","1,915","1,180","4,206","2,472","1,689","1,434"
2021년01월_계_0~9세,"1,072",472,66,28,65,17,39,31,198,69,47,40
2021년01월_계_10~19세,"1,935",674,131,87,128,40,92,49,390,210,81,53
2021년01월_계_20~29세,"2,324",768,106,97,152,81,137,80,489,199,105,110
2021년01월_계_30~39세,"1,722",628,94,67,112,60,83,45,354,108,96,75
2021년01월_계_40~49세,"3,008","1,049",175,146,201,95,160,88,504,319,153,118
2021년01월_계_50~59세,"4,895","1,300",306,278,429,248,350,206,754,461,297,266
2021년01월_계_60~69세,"5,038","1,246",391,350,437,268,407,229,649,396,319,346
2021년01월_계_70~79세,"4,262",995,327,313,395,264,358,236,493,352,313,216
2021년01월_계_80~89세,"3,195",615,257,252,373,222,239,191,321,306,237,182
2021년01월_계_90~99세,516,105,31,50,57,27,50,25,52,52,40,27
2021년01월_계_100세 이상,15,6,1,0,1,3,0,0,2,0,1,1
2021년01월_남_총인구수,"13,677","3,797",928,819,"1,112",640,936,575,"2,079","1,229",830,732
2021년01월_남_연령구간인구수,"13,677","3,797",928,819,"1,112",640,936,575,"2,079","1,229",830,732
2021년01월_남_0~9세,550,242,30,12,38,11,25,18,92,37,22,23
2021년01월_남_10~19세,"1,021",356,73,51,70,16,52,18,205,113,40,27
2021년01월_남_20~29세,"1,267",408,65,60,83,51,73,49,253,108,56,61
2021년01월_남_30~39세,921,303,58,44,60,39,44,28,189,60,54,42
2021년01월_남_40~49세,"1,681",547,103,95,110,58,87,56,266,182,107,70
2021년01월_남_50~59세,"2,699",695,169,147,240,140,188,120,403,279,170,148
2021년01월_남_60~69세,"2,633",610,209,192,217,139,218,123,335,216,173,201
2021년01월_남_70~79세,"1,810",419,127,130,174,112,165,100,222,137,126,98
2021년01월_남_80~89세,997,202,87,77,111,69,77,60,99,86,73,56
2021년01월_남_90~99세,95,15,7,11,8,5,7,3,14,11,8,6
2021년01월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2021년01월_여_총인구수,"14,305","4,061",957,849,"1,238",685,979,605,"2,127","1,243",859,702
2021년01월_여_연령구간인구수,"14,305","4,061",957,849,"1,238",685,979,605,"2,127","1,243",859,702
2021년01월_여_0~9세,522,230,36,16,27,6,14,13,106,32,25,17
2021년01월_여_10~19세,914,318,58,36,58,24,40,31,185,97,41,26
2021년01월_여_20~29세,"1,057",360,41,37,69,30,64,31,236,91,49,49
2021년01월_여_30~39세,801,325,36,23,52,21,39,17,165,48,42,33
2021년01월_여_40~49세,"1,327",502,72,51,91,37,73,32,238,137,46,48
2021년01월_여_50~59세,"2,196",605,137,131,189,108,162,86,351,182,127,118
2021년01월_여_60~69세,"2,405",636,182,158,220,129,189,106,314,180,146,145
2021년01월_여_70~79세,"2,452",576,200,183,221,152,193,136,271,215,187,118
2021년01월_여_80~89세,"2,198",413,170,175,262,153,162,131,222,220,164,126
2021년01월_여_90~99세,421,90,24,39,49,22,43,22,38,41,32,21
2021년01월_여_100세 이상,12,6,1,0,0,3,0,0,1,0,0,1
2021년02월_계_총인구수,"27,952","7,848","1,886","1,669","2,361","1,336","1,913","1,176","4,162","2,458","1,702","1,441"
2021년02월_계_연령구간인구수,"27,952","7,848","1,886","1,669","2,361","1,336","1,913","1,176","4,162","2,458","1,702","1,441"
2021년02월_계_0~9세,"1,069",465,65,30,71,19,41,31,191,66,48,42
2021년02월_계_10~19세,"1,918",662,131,87,130,39,90,45,395,205,80,54
2021년02월_계_20~29세,"2,288",763,107,96,149,78,134,81,460,199,106,115
2021년02월_계_30~39세,"1,720",631,92,65,113,64,83,46,350,105,96,75
2021년02월_계_40~49세,"3,005","1,052",174,148,205,97,160,85,494,318,154,118
2021년02월_계_50~59세,"4,890","1,304",303,274,429,242,350,204,751,465,301,267
2021년02월_계_60~69세,"5,073","1,250",399,352,438,280,405,232,655,394,323,345
2021년02월_계_70~79세,"4,237",989,322,311,393,259,358,236,492,346,316,215
2021년02월_계_80~89세,"3,210",620,262,253,375,226,241,191,319,306,237,180
2021년02월_계_90~99세,527,106,30,53,57,29,51,25,53,54,40,29
2021년02월_계_100세 이상,15,6,1,0,1,3,0,0,2,0,1,1
2021년02월_남_총인구수,"13,675","3,791",928,818,"1,116",650,930,576,"2,069","1,224",836,737
2021년02월_남_연령구간인구수,"13,675","3,791",928,818,"1,116",650,930,576,"2,069","1,224",836,737
2021년02월_남_0~9세,547,238,30,12,41,13,26,18,87,34,23,25
2021년02월_남_10~19세,"1,024",353,72,51,73,16,50,18,210,113,40,28
2021년02월_남_20~29세,"1,249",405,67,60,82,49,70,49,239,106,57,65
2021년02월_남_30~39세,919,303,55,44,60,42,44,29,189,59,53,41
2021년02월_남_40~49세,"1,670",548,101,95,108,59,88,55,263,180,106,67
2021년02월_남_50~59세,"2,698",696,167,145,238,137,186,117,409,282,171,150
2021년02월_남_60~69세,"2,656",609,215,191,220,147,217,127,337,217,176,200
2021년02월_남_70~79세,"1,810",421,127,130,174,110,164,99,222,136,128,99
2021년02월_남_80~89세,"1,001",203,87,78,111,72,77,61,97,86,73,56
2021년02월_남_90~99세,98,15,7,12,8,5,8,3,15,11,8,6
2021년02월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2021년02월_여_총인구수,"14,277","4,057",958,851,"1,245",686,983,600,"2,093","1,234",866,704
2021년02월_여_연령구간인구수,"14,277","4,057",958,851,"1,245",686,983,600,"2,093","1,234",866,704
2021년02월_여_0~9세,522,227,35,18,30,6,15,13,104,32,25,17
2021년02월_여_10~19세,894,309,59,36,57,23,40,27,185,92,40,26
2021년02월_여_20~29세,"1,039",358,40,36,67,29,64,32,221,93,49,50
2021년02월_여_30~39세,801,328,37,21,53,22,39,17,161,46,43,34
2021년02월_여_40~49세,"1,335",504,73,53,97,38,72,30,231,138,48,51
2021년02월_여_50~59세,"2,192",608,136,129,191,105,164,87,342,183,130,117
2021년02월_여_60~69세,"2,417",641,184,161,218,133,188,105,318,177,147,145
2021년02월_여_70~79세,"2,427",568,195,181,219,149,194,137,270,210,188,116
2021년02월_여_80~89세,"2,209",417,175,175,264,154,164,130,222,220,164,124
2021년02월_여_90~99세,429,91,23,41,49,24,43,22,38,43,32,23
2021년02월_여_100세 이상,12,6,1,0,0,3,0,0,1,0,0,1
2021년03월_계_총인구수,"27,888","7,819","1,883","1,667","2,360","1,332","1,915","1,164","4,171","2,449","1,693","1,435"
2021년03월_계_연령구간인구수,"27,888","7,819","1,883","1,667","2,360","1,332","1,915","1,164","4,171","2,449","1,693","1,435"
2021년03월_계_0~9세,"1,055",461,64,27,70,19,41,30,194,66,45,38
2021년03월_계_10~19세,"1,906",657,130,87,128,37,89,43,397,199,82,57
2021년03월_계_20~29세,"2,260",759,104,98,146,74,132,80,458,194,102,113
2021년03월_계_30~39세,"1,698",628,95,65,111,63,83,44,337,103,98,71
2021년03월_계_40~49세,"2,994","1,044",172,146,203,96,162,77,502,320,155,117
2021년03월_계_50~59세,"4,889","1,288",302,277,424,246,352,206,753,467,300,274
2021년03월_계_60~69세,"5,093","1,258",397,354,446,279,408,237,663,393,320,338
2021년03월_계_70~79세,"4,215",982,323,305,397,257,354,234,490,344,310,219
2021년03월_계_80~89세,"3,224",629,265,257,374,229,242,188,319,307,238,176
2021년03월_계_90~99세,537,106,30,51,60,29,52,25,56,56,42,30
2021년03월_계_100세 이상,17,7,1,0,1,3,0,0,2,0,1,2
2021년03월_남_총인구수,"13,648","3,773",924,817,"1,114",651,934,574,"2,072","1,221",832,736
2021년03월_남_연령구간인구수,"13,648","3,773",924,817,"1,114",651,934,574,"2,072","1,221",832,736
2021년03월_남_0~9세,536,235,28,10,41,13,26,18,88,34,21,22
2021년03월_남_10~19세,"1,013",348,71,50,72,14,50,18,210,108,42,30
2021년03월_남_20~29세,"1,241",404,65,62,82,46,69,49,242,103,55,64
2021년03월_남_30~39세,902,298,57,44,58,43,44,27,182,58,53,38
2021년03월_남_40~49세,"1,659",540,99,95,106,59,88,52,263,181,108,68
2021년03월_남_50~59세,"2,705",690,168,147,233,139,190,118,410,285,170,155
2021년03월_남_60~69세,"2,674",614,212,192,227,149,220,131,341,217,175,196
2021년03월_남_70~79세,"1,809",423,128,125,176,110,163,98,222,137,125,102
2021년03월_남_80~89세,"1,004",206,90,81,108,73,76,60,97,87,72,54
2021년03월_남_90~99세,101,14,6,11,10,5,8,3,16,11,10,7
2021년03월_남_100세 이상,4,1,0,0,1,0,0,0,1,0,1,0
2021년03월_여_총인구수,"14,240","4,046",959,850,"1,246",681,981,590,"2,099","1,228",861,699
2021년03월_여_연령구간인구수,"14,240","4,046",959,850,"1,246",681,981,590,"2,099","1,228",861,699
2021년03월_여_0~9세,519,226,36,17,29,6,15,12,106,32,24,16
2021년03월_여_10~19세,893,309,59,37,56,23,39,25,187,91,40,27
2021년03월_여_20~29세,"1,019",355,39,36,64,28,63,31,216,91,47,49
2021년03월_여_30~39세,796,330,38,21,53,20,39,17,155,45,45,33
2021년03월_여_40~49세,"1,335",504,73,51,97,37,74,25,239,139,47,49
2021년03월_여_50~59세,"2,184",598,134,130,191,107,162,88,343,182,130,119
2021년03월_여_60~69세,"2,419",644,185,162,219,130,188,106,322,176,145,142
2021년03월_여_70~79세,"2,406",559,195,180,221,147,191,136,268,207,185,117
2021년03월_여_80~89세,"2,220",423,175,176,266,156,166,128,222,220,166,122
2021년03월_여_90~99세,436,92,24,40,50,24,44,22,40,45,32,23
2021년03월_여_100세 이상,13,6,1,0,0,3,0,0,1,0,0,2
2021년04월_계_총인구수,"27,916","7,822","1,880","1,676","2,353","1,332","1,924","1,167","4,171","2,457","1,697","1,437"
2021년04월_계_연령구간인구수,"27,916","7,822","1,880","1,676","2,353","1,332","1,924","1,167","4,171","2,457","1,697","1,437"
2021년04월_계_0~9세,"1,047",456,61,26,70,19,41,33,193,65,46,37
2021년04월_계_10~19세,"1,894",652,128,85,127,37,89,44,396,198,82,56
2021년04월_계_20~29세,"2,276",767,107,100,146,73,130,81,459,198,101,114
2021년04월_계_30~39세,"1,693",625,99,64,111,62,83,45,335,102,95,72
2021년04월_계_40~49세,"2,990","1,047",170,145,201,97,165,78,497,320,155,115
2021년04월_계_50~59세,"4,893","1,287",298,282,423,246,353,202,758,466,304,274
2021년04월_계_60~69세,"5,114","1,262",401,358,444,279,415,235,662,398,318,342
2021년04월_계_70~79세,"4,215",981,321,305,397,256,352,234,492,343,314,220
2021년04월_계_80~89세,"3,235",633,264,259,372,232,243,189,319,310,239,175
2021년04월_계_90~99세,543,106,30,52,61,28,53,26,58,57,42,30
2021년04월_계_100세 이상,16,6,1,0,1,3,0,0,2,0,1,2
2021년04월_남_총인구수,"13,674","3,779",926,823,"1,114",651,938,579,"2,072","1,224",834,734
2021년04월_남_연령구간인구수,"13,674","3,779",926,823,"1,114",651,938,579,"2,072","1,224",834,734
2021년04월_남_0~9세,535,231,29,10,41,13,26,21,87,34,22,21
2021년04월_남_10~19세,"1,007",345,70,49,73,14,49,19,208,109,42,29
2021년04월_남_20~29세,"1,254",415,64,64,82,45,68,49,244,102,56,65
2021년04월_남_30~39세,901,296,62,43,59,42,44,28,181,58,50,38
2021년04월_남_40~49세,"1,656",538,98,94,105,61,87,53,263,182,107,68
2021년04월_남_50~59세,"2,705",691,166,149,233,139,192,117,410,282,173,153
2021년04월_남_60~69세,"2,686",612,215,194,227,149,225,130,342,219,175,198
2021년04월_남_70~79세,"1,811",429,125,126,175,108,161,99,221,138,126,103
2021년04월_남_80~89세,"1,011",206,90,83,107,75,78,60,98,89,72,53
2021년04월_남_90~99세,104,15,7,11,11,5,8,3,17,11,10,6
2021년04월_남_100세 이상,4,1,0,0,1,0,0,0,1,0,1,0
2021년04월_여_총인구수,"14,242","4,043",954,853,"1,239",681,986,588,"2,099","1,233",863,703
2021년04월_여_연령구간인구수,"14,242","4,043",954,853,"1,239",681,986,588,"2,099","1,233",863,703
2021년04월_여_0~9세,512,225,32,16,29,6,15,12,106,31,24,16
2021년04월_여_10~19세,887,307,58,36,54,23,40,25,188,89,40,27
2021년04월_여_20~29세,"1,022",352,43,36,64,28,62,32,215,96,45,49
2021년04월_여_30~39세,792,329,37,21,52,20,39,17,154,44,45,34
2021년04월_여_40~49세,"1,334",509,72,51,96,36,78,25,234,138,48,47
2021년04월_여_50~59세,"2,188",596,132,133,190,107,161,85,348,184,131,121
2021년04월_여_60~69세,"2,428",650,186,164,217,130,190,105,320,179,143,144
2021년04월_여_70~79세,"2,404",552,196,179,222,148,191,135,271,205,188,117
2021년04월_여_80~89세,"2,224",427,174,176,265,157,165,129,221,221,167,122
2021년04월_여_90~99세,439,91,23,41,50,23,45,23,41,46,32,24
2021년04월_여_100세 이상,12,5,1,0,0,3,0,0,1,0,0,2
2021년05월_계_총인구수,"27,962","7,819","1,875","1,683","2,344","1,335","1,920","1,167","4,240","2,465","1,684","1,430"
2021년05월_계_연령구간인구수,"27,962","7,819","1,875","1,683","2,344","1,335","1,920","1,167","4,240","2,465","1,684","1,430"
2021년05월_계_0~9세,"1,030",450,57,27,69,19,41,33,191,63,43,37
2021년05월_계_10~19세,"1,953",650,132,84,122,37,88,42,460,201,82,55
2021년05월_계_20~29세,"2,294",760,110,104,144,73,128,84,478,203,96,114
2021년05월_계_30~39세,"1,681",623,99,65,111,62,85,45,331,99,93,68
2021년05월_계_40~49세,"2,958","1,037",170,145,197,98,159,76,491,321,152,112
2021년05월_계_50~59세,"4,896","1,298",289,285,424,248,359,202,750,466,303,272
2021년05월_계_60~69세,"5,140","1,274",401,355,448,280,411,235,668,403,322,343
2021년05월_계_70~79세,"4,191",971,320,306,393,255,350,232,492,342,310,220
2021년05월_계_80~89세,"3,249",640,266,258,372,231,247,191,318,311,239,176
2021년05월_계_90~99세,554,110,30,54,63,29,52,27,59,56,43,31
2021년05월_계_100세 이상,16,6,1,0,1,3,0,0,2,0,1,2
2021년05월_남_총인구수,"13,720","3,780",924,828,"1,112",655,933,582,"2,117","1,230",829,730
2021년05월_남_연령구간인구수,"13,720","3,780",924,828,"1,112",655,933,582,"2,117","1,230",829,730
2021년05월_남_0~9세,526,227,27,11,40,13,26,21,87,32,21,21
2021년05월_남_10~19세,"1,051",346,73,49,72,14,48,18,248,112,42,29
2021년05월_남_20~29세,"1,261",407,65,66,80,45,67,53,255,105,53,65
2021년05월_남_30~39세,892,297,62,43,59,42,44,27,177,56,49,36
2021년05월_남_40~49세,"1,636",534,97,94,104,62,82,50,259,184,104,66
2021년05월_남_50~59세,"2,718",699,161,150,234,142,195,120,408,283,174,152
2021년05월_남_60~69세,"2,710",621,220,194,230,150,222,131,347,219,177,199
2021년05월_남_70~79세,"1,802",426,122,127,176,107,163,96,221,138,124,102
2021년05월_남_80~89세,"1,016",207,90,83,105,75,78,63,97,90,74,54
2021년05월_남_90~99세,104,15,7,11,11,5,8,3,17,11,10,6
2021년05월_남_100세 이상,4,1,0,0,1,0,0,0,1,0,1,0
2021년05월_여_총인구수,"14,242","4,039",951,855,"1,232",680,987,585,"2,123","1,235",855,700
2021년05월_여_연령구간인구수,"14,242","4,039",951,855,"1,232",680,987,585,"2,123","1,235",855,700
2021년05월_여_0~9세,504,223,30,16,29,6,15,12,104,31,22,16
2021년05월_여_10~19세,902,304,59,35,50,23,40,24,212,89,40,26
2021년05월_여_20~29세,"1,033",353,45,38,64,28,61,31,223,98,43,49
2021년05월_여_30~39세,789,326,37,22,52,20,41,18,154,43,44,32
2021년05월_여_40~49세,"1,322",503,73,51,93,36,77,26,232,137,48,46
2021년05월_여_50~59세,"2,178",599,128,135,190,106,164,82,342,183,129,120
2021년05월_여_60~69세,"2,430",653,181,161,218,130,189,104,321,184,145,144
2021년05월_여_70~79세,"2,389",545,198,179,217,148,187,136,271,204,186,118
2021년05월_여_80~89세,"2,233",433,176,175,267,156,169,128,221,221,165,122
2021년05월_여_90~99세,450,95,23,43,52,24,44,24,42,45,33,25
2021년05월_여_100세 이상,12,5,1,0,0,3,0,0,1,0,0,2
2021년06월_계_총인구수,"27,916","7,828","1,871","1,674","2,336","1,328","1,908","1,161","4,233","2,460","1,684","1,433"
2021년06월_계_연령구간인구수,"27,916","7,828","1,871","1,674","2,336","1,328","1,908","1,161","4,233","2,460","1,684","1,433"
2021년06월_계_0~9세,"1,019",450,54,28,66,19,43,31,190,62,41,35
2021년06월_계_10~19세,"1,957",657,129,82,122,37,86,42,461,204,83,54
2021년06월_계_20~29세,"2,293",759,109,103,143,69,127,83,478,208,98,116
2021년06월_계_30~39세,"1,654",626,97,62,109,61,82,46,318,94,93,66
2021년06월_계_40~49세,"2,946","1,034",171,144,197,95,157,75,494,315,152,112
2021년06월_계_50~59세,"4,837","1,287",292,283,424,242,348,199,734,457,299,272
2021년06월_계_60~69세,"5,202","1,287",400,359,450,290,412,234,684,412,325,349
2021년06월_계_70~79세,"4,182",966,319,302,387,254,354,235,496,339,309,221
2021년06월_계_80~89세,"3,257",644,269,257,375,229,247,192,318,311,241,174
2021년06월_계_90~99세,554,112,30,54,62,29,52,24,59,58,42,32
2021년06월_계_100세 이상,15,6,1,0,1,3,0,0,1,0,1,2
2021년06월_남_총인구수,"13,697","3,786",917,822,"1,105",649,927,581,"2,115","1,233",829,733
2021년06월_남_연령구간인구수,"13,697","3,786",917,822,"1,105",649,927,581,"2,115","1,233",829,733
2021년06월_남_0~9세,519,223,26,12,39,13,27,20,87,30,21,21
2021년06월_남_10~19세,"1,050",349,69,48,72,14,48,18,249,113,43,27
2021년06월_남_20~29세,"1,268",411,64,65,79,42,67,54,254,111,54,67
2021년06월_남_30~39세,874,301,59,39,58,41,41,27,170,55,48,35
2021년06월_남_40~49세,"1,629",533,98,95,102,60,82,50,261,178,104,66
2021년06월_남_50~59세,"2,694",694,163,149,236,139,190,118,399,280,172,154
2021년06월_남_60~69세,"2,740",624,221,196,228,154,220,132,357,226,180,202
2021년06월_남_70~79세,"1,803",425,122,125,173,108,167,97,224,137,123,102
2021년06월_남_80~89세,"1,013",208,88,82,106,73,77,63,97,92,74,53
2021년06월_남_90~99세,104,17,7,11,11,5,8,2,17,11,9,6
2021년06월_남_100세 이상,3,1,0,0,1,0,0,0,0,0,1,0
2021년06월_여_총인구수,"14,219","4,042",954,852,"1,231",679,981,580,"2,118","1,227",855,700
2021년06월_여_연령구간인구수,"14,219","4,042",954,852,"1,231",679,981,580,"2,118","1,227",855,700
2021년06월_여_0~9세,500,227,28,16,27,6,16,11,103,32,20,14
2021년06월_여_10~19세,907,308,60,34,50,23,38,24,212,91,40,27
2021년06월_여_20~29세,"1,025",348,45,38,64,27,60,29,224,97,44,49
2021년06월_여_30~39세,780,325,38,23,51,20,41,19,148,39,45,31
2021년06월_여_40~49세,"1,317",501,73,49,95,35,75,25,233,137,48,46
2021년06월_여_50~59세,"2,143",593,129,134,188,103,158,81,335,177,127,118
2021년06월_여_60~69세,"2,462",663,179,163,222,136,192,102,327,186,145,147
2021년06월_여_70~79세,"2,379",541,197,177,214,146,187,138,272,202,186,119
2021년06월_여_80~89세,"2,244",436,181,175,269,156,170,129,221,219,167,121
2021년06월_여_90~99세,450,95,23,43,51,24,44,22,42,47,33,26
2021년06월_여_100세 이상,12,5,1,0,0,3,0,0,1,0,0,2
2021년07월_계_총인구수,"27,835","7,823","1,869","1,669","2,323","1,331","1,901","1,158","4,198","2,452","1,684","1,427"
2021년07월_계_연령구간인구수,"27,835","7,823","1,869","1,669","2,323","1,331","1,901","1,158","4,198","2,452","1,684","1,427"
2021년07월_계_0~9세,"1,014",454,53,28,66,19,42,30,189,60,40,33
2021년07월_계_10~19세,"1,926",647,127,81,120,38,87,43,445,202,82,54
2021년07월_계_20~29세,"2,270",745,110,103,144,70,125,81,471,210,99,112
2021년07월_계_30~39세,"1,653",630,99,61,108,63,79,47,313,92,94,67
2021년07월_계_40~49세,"2,941","1,036",170,143,199,96,155,74,497,312,150,109
2021년07월_계_50~59세,"4,812","1,285",289,281,426,239,346,197,728,459,292,270
2021년07월_계_60~69세,"5,223","1,300",402,357,443,287,414,235,684,414,333,354
2021년07월_계_70~79세,"4,164",958,319,304,381,255,354,234,493,339,308,219
2021년07월_계_80~89세,"3,267",655,269,256,372,231,246,193,317,309,243,176
2021년07월_계_90~99세,549,107,30,55,63,30,52,24,60,55,42,31
2021년07월_계_100세 이상,16,6,1,0,1,3,1,0,1,0,1,2
2021년07월_남_총인구수,"13,660","3,791",915,822,"1,096",650,922,579,"2,100","1,231",825,729
2021년07월_남_연령구간인구수,"13,660","3,791",915,822,"1,096",650,922,579,"2,100","1,231",825,729
2021년07월_남_0~9세,519,226,25,12,40,13,27,19,88,29,20,20
2021년07월_남_10~19세,"1,040",344,68,47,70,14,48,19,247,113,43,27
2021년07월_남_20~29세,"1,255",404,64,66,81,40,67,53,245,115,54,66
2021년07월_남_30~39세,870,305,60,38,57,43,38,27,167,52,49,34
2021년07월_남_40~49세,"1,634",538,98,95,101,61,81,50,265,179,102,64
2021년07월_남_50~59세,"2,678",691,163,150,237,136,188,118,396,278,166,155
2021년07월_남_60~69세,"2,748",633,219,195,224,155,222,130,356,228,184,202
2021년07월_남_70~79세,"1,794",420,122,127,168,108,169,97,222,137,122,102
2021년07월_남_80~89세,"1,019",213,89,81,106,75,74,64,97,92,75,53
2021년07월_남_90~99세,100,16,7,11,11,5,8,2,17,8,9,6
2021년07월_남_100세 이상,3,1,0,0,1,0,0,0,0,0,1,0
2021년07월_여_총인구수,"14,175","4,032",954,847,"1,227",681,979,579,"2,098","1,221",859,698
2021년07월_여_연령구간인구수,"14,175","4,032",954,847,"1,227",681,979,579,"2,098","1,221",859,698
2021년07월_여_0~9세,495,228,28,16,26,6,15,11,101,31,20,13
2021년07월_여_10~19세,886,303,59,34,50,24,39,24,198,89,39,27
2021년07월_여_20~29세,"1,015",341,46,37,63,30,58,28,226,95,45,46
