카테고리,강원도 동해시,강원도 동해시 천곡동,강원도 동해시 송정동,강원도 동해시 북삼동,강원도 동해시 부곡동,강원도 동해시 동호동,강원도 동해시 발한동,강원도 동해시 묵호동,강원도 동해시 북평동,강원도 동해시 망상동,강원도 동해시 삼화동
2020년10월_여_70~79세,"4,434","1,034",262,627,396,368,328,354,500,306,259
2020년10월_여_80~89세,"2,396",532,155,303,193,159,195,177,339,195,148
2020년10월_여_90~99세,418,93,35,58,37,13,31,23,57,37,34
2020년10월_여_100세 이상,21,1,0,0,2,5,3,5,2,2,1
2020년11월_계_총인구수,"90,560","30,868","4,104","19,302","5,163","5,211","3,571","3,196","12,581","3,620","2,944"
2020년11월_계_연령구간인구수,"90,560","30,868","4,104","19,302","5,163","5,211","3,571","3,196","12,581","3,620","2,944"
2020년11월_계_0~9세,"6,693","2,853",174,"1,515",191,307,109,105,"1,158",176,105
2020년11월_계_10~19세,"8,789","3,302",252,"2,547",350,470,168,167,"1,153",186,194
2020년11월_계_20~29세,"9,379","3,402",571,"2,193",467,493,275,204,"1,291",268,215
2020년11월_계_30~39세,"9,259","3,734",324,"1,923",375,452,220,187,"1,525",306,213
2020년11월_계_40~49세,"14,610","5,207",540,"3,743",703,744,426,410,"2,053",438,346
2020년11월_계_50~59세,"15,648","5,115",723,"3,471",928,943,600,499,"2,167",633,569
2020년11월_계_60~69세,"13,831","4,398",726,"2,163","1,102",872,804,708,"1,726",728,604
2020년11월_계_70~79세,"8,066","1,925",487,"1,186",706,654,623,577,929,540,439
2020년11월_계_80~89세,"3,722",812,261,490,293,252,297,300,509,292,216
2020년11월_계_90~99세,533,119,45,71,44,18,45,34,68,48,41
2020년11월_계_100세 이상,30,1,1,0,4,6,4,5,2,5,2
2020년11월_남_총인구수,"45,930","15,348","2,248","9,994","2,526","2,635","1,795","1,577","6,453","1,812","1,542"
2020년11월_남_연령구간인구수,"45,930","15,348","2,248","9,994","2,526","2,635","1,795","1,577","6,453","1,812","1,542"
2020년11월_남_0~9세,"3,456","1,473",87,789,105,149,51,60,600,85,57
2020년11월_남_10~19세,"4,574","1,648",145,"1,370",186,250,88,91,592,97,107
2020년11월_남_20~29세,"5,508","1,958",398,"1,307",261,281,174,104,732,159,134
2020년11월_남_30~39세,"4,947","1,947",197,"1,010",197,251,141,109,808,161,126
2020년11월_남_40~49세,"7,581","2,562",318,"1,838",381,421,255,242,"1,099",254,211
2020년11월_남_50~59세,"8,088","2,429",399,"1,878",450,499,320,283,"1,146",346,338
2020년11월_남_60~69세,"6,687","2,138",358,"1,045",529,397,356,329,865,359,311
2020년11월_남_70~79세,"3,643",891,229,560,306,289,297,223,433,236,179
2020년11월_남_80~89세,"1,324",277,106,182,101,92,98,123,169,103,73
2020년11월_남_90~99세,113,25,10,15,8,5,14,13,9,9,5
2020년11월_남_100세 이상,9,0,1,0,2,1,1,0,0,3,1
2020년11월_여_총인구수,"44,630","15,520","1,856","9,308","2,637","2,576","1,776","1,619","6,128","1,808","1,402"
2020년11월_여_연령구간인구수,"44,630","15,520","1,856","9,308","2,637","2,576","1,776","1,619","6,128","1,808","1,402"
2020년11월_여_0~9세,"3,237","1,380",87,726,86,158,58,45,558,91,48
2020년11월_여_10~19세,"4,215","1,654",107,"1,177",164,220,80,76,561,89,87
2020년11월_여_20~29세,"3,871","1,444",173,886,206,212,101,100,559,109,81
2020년11월_여_30~39세,"4,312","1,787",127,913,178,201,79,78,717,145,87
2020년11월_여_40~49세,"7,029","2,645",222,"1,905",322,323,171,168,954,184,135
2020년11월_여_50~59세,"7,560","2,686",324,"1,593",478,444,280,216,"1,021",287,231
2020년11월_여_60~69세,"7,144","2,260",368,"1,118",573,475,448,379,861,369,293
2020년11월_여_70~79세,"4,423","1,034",258,626,400,365,326,354,496,304,260
2020년11월_여_80~89세,"2,398",535,155,308,192,160,199,177,340,189,143
2020년11월_여_90~99세,420,94,35,56,36,13,31,21,59,39,36
2020년11월_여_100세 이상,21,1,0,0,2,5,3,5,2,2,1
2020년12월_계_총인구수,"90,593","30,930","4,071","19,257","5,184","5,191","3,568","3,184","12,654","3,619","2,935"
2020년12월_계_연령구간인구수,"90,593","30,930","4,071","19,257","5,184","5,191","3,568","3,184","12,654","3,619","2,935"
2020년12월_계_0~9세,"6,625","2,834",165,"1,488",185,302,105,104,"1,164",176,102
2020년12월_계_10~19세,"8,817","3,320",254,"2,545",355,467,167,166,"1,160",189,194
2020년12월_계_20~29세,"9,419","3,426",555,"2,195",472,495,272,205,"1,319",265,215
2020년12월_계_30~39세,"9,233","3,726",316,"1,923",375,438,226,181,"1,527",306,215
2020년12월_계_40~49세,"14,569","5,200",546,"3,708",705,742,423,409,"2,066",429,341
2020년12월_계_50~59세,"15,638","5,117",720,"3,461",932,941,593,496,"2,171",638,569
2020년12월_계_60~69세,"13,905","4,433",723,"2,188","1,102",875,809,702,"1,739",728,606
2020년12월_계_70~79세,"8,082","1,945",481,"1,188",711,650,624,581,927,539,436
2020년12월_계_80~89세,"3,750",808,266,491,299,257,301,304,511,297,216
2020년12월_계_90~99세,524,120,44,70,44,18,44,30,68,47,39
2020년12월_계_100세 이상,31,1,1,0,4,6,4,6,2,5,2
2020년12월_남_총인구수,"45,991","15,399","2,232","9,976","2,538","2,631","1,798","1,576","6,498","1,808","1,535"
2020년12월_남_연령구간인구수,"45,991","15,399","2,232","9,976","2,538","2,631","1,798","1,576","6,498","1,808","1,535"
2020년12월_남_0~9세,"3,414","1,462",79,768,102,148,51,59,603,87,55
2020년12월_남_10~19세,"4,589","1,658",148,"1,366",188,245,89,92,597,99,107
2020년12월_남_20~29세,"5,560","1,987",389,"1,314",262,289,171,106,752,157,133
2020년12월_남_30~39세,"4,941","1,947",192,"1,016",199,239,145,107,807,160,129
2020년12월_남_40~49세,"7,580","2,566",321,"1,822",382,423,255,244,"1,112",247,208
2020년12월_남_50~59세,"8,073","2,424",399,"1,865",457,499,318,281,"1,147",344,339
2020년12월_남_60~69세,"6,719","2,149",357,"1,065",527,400,359,323,867,363,309
2020년12월_남_70~79세,"3,654",900,230,564,305,290,295,227,433,234,176
2020년12월_남_80~89세,"1,341",280,108,181,106,91,100,126,171,105,73
2020년12월_남_90~99세,111,26,8,15,8,6,14,11,9,9,5
2020년12월_남_100세 이상,9,0,1,0,2,1,1,0,0,3,1
2020년12월_여_총인구수,"44,602","15,531","1,839","9,281","2,646","2,560","1,770","1,608","6,156","1,811","1,400"
2020년12월_여_연령구간인구수,"44,602","15,531","1,839","9,281","2,646","2,560","1,770","1,608","6,156","1,811","1,400"
2020년12월_여_0~9세,"3,211","1,372",86,720,83,154,54,45,561,89,47
2020년12월_여_10~19세,"4,228","1,662",106,"1,179",167,222,78,74,563,90,87
2020년12월_여_20~29세,"3,859","1,439",166,881,210,206,101,99,567,108,82
2020년12월_여_30~39세,"4,292","1,779",124,907,176,199,81,74,720,146,86
2020년12월_여_40~49세,"6,989","2,634",225,"1,886",323,319,168,165,954,182,133
2020년12월_여_50~59세,"7,565","2,693",321,"1,596",475,442,275,215,"1,024",294,230
2020년12월_여_60~69세,"7,186","2,284",366,"1,123",575,475,450,379,872,365,297
2020년12월_여_70~79세,"4,428","1,045",251,624,406,360,329,354,494,305,260
2020년12월_여_80~89세,"2,409",528,158,310,193,166,201,178,340,192,143
2020년12월_여_90~99세,413,94,36,55,36,12,30,19,59,38,34
2020년12월_여_100세 이상,22,1,0,0,2,5,3,6,2,2,1
2021년01월_계_총인구수,"90,416","30,843","4,047","19,228","5,160","5,157","3,551","3,172","12,712","3,604","2,942"
2021년01월_계_연령구간인구수,"90,416","30,843","4,047","19,228","5,160","5,157","3,551","3,172","12,712","3,604","2,942"
2021년01월_계_0~9세,"6,576","2,796",163,"1,475",186,301,107,94,"1,179",172,103
2021년01월_계_10~19세,"8,760","3,307",248,"2,525",353,451,169,169,"1,163",184,191
2021년01월_계_20~29세,"9,407","3,440",558,"2,206",461,481,268,197,"1,310",267,219
2021년01월_계_30~39세,"9,143","3,675",309,"1,897",367,440,222,181,"1,548",292,212
2021년01월_계_40~49세,"14,490","5,174",541,"3,680",698,741,421,406,"2,058",429,342
2021년01월_계_50~59세,"15,631","5,094",715,"3,475",931,937,580,502,"2,186",637,574
2021년01월_계_60~69세,"13,975","4,474",722,"2,208","1,104",876,809,697,"1,743",732,610
2021년01월_계_70~79세,"8,097","1,949",480,"1,192",715,649,624,580,941,538,429
2021년01월_계_80~89세,"3,771",813,264,498,296,257,303,310,510,299,221
2021년01월_계_90~99세,532,120,45,72,45,17,44,30,71,49,39
2021년01월_계_100세 이상,34,1,2,0,4,7,4,6,3,5,2
2021년01월_남_총인구수,"45,914","15,354","2,213","9,961","2,525","2,613","1,785","1,575","6,549","1,803","1,536"
2021년01월_남_연령구간인구수,"45,914","15,354","2,213","9,961","2,525","2,613","1,785","1,575","6,549","1,803","1,536"
2021년01월_남_0~9세,"3,385","1,436",77,759,104,149,53,56,613,85,53
2021년01월_남_10~19세,"4,568","1,655",144,"1,358",187,233,89,92,606,98,106
2021년01월_남_20~29세,"5,554","1,996",387,"1,319",254,286,165,104,751,156,136
2021년01월_남_30~39세,"4,896","1,921",185,"1,012",192,235,142,107,819,155,128
2021년01월_남_40~49세,"7,535","2,550",318,"1,802",382,425,251,243,"1,109",248,207
2021년01월_남_50~59세,"8,095","2,428",396,"1,869",460,497,313,284,"1,161",345,342
2021년01월_남_60~69세,"6,739","2,156",360,"1,077",523,401,362,322,865,363,310
2021년01월_남_70~79세,"3,663",901,228,566,306,290,294,226,443,236,173
2021년01월_남_80~89세,"1,359",285,108,184,107,90,102,130,173,105,75
2021년01월_남_90~99세,110,26,9,15,8,5,13,11,9,9,5
2021년01월_남_100세 이상,10,0,1,0,2,2,1,0,0,3,1
2021년01월_여_총인구수,"44,502","15,489","1,834","9,267","2,635","2,544","1,766","1,597","6,163","1,801","1,406"
2021년01월_여_연령구간인구수,"44,502","15,489","1,834","9,267","2,635","2,544","1,766","1,597","6,163","1,801","1,406"
2021년01월_여_0~9세,"3,191","1,360",86,716,82,152,54,38,566,87,50
2021년01월_여_10~19세,"4,192","1,652",104,"1,167",166,218,80,77,557,86,85
2021년01월_여_20~29세,"3,853","1,444",171,887,207,195,103,93,559,111,83
2021년01월_여_30~39세,"4,247","1,754",124,885,175,205,80,74,729,137,84
2021년01월_여_40~49세,"6,955","2,624",223,"1,878",316,316,170,163,949,181,135
2021년01월_여_50~59세,"7,536","2,666",319,"1,606",471,440,267,218,"1,025",292,232
2021년01월_여_60~69세,"7,236","2,318",362,"1,131",581,475,447,375,878,369,300
2021년01월_여_70~79세,"4,434","1,048",252,626,409,359,330,354,498,302,256
2021년01월_여_80~89세,"2,412",528,156,314,189,167,201,180,337,194,146
2021년01월_여_90~99세,422,94,36,57,37,12,31,19,62,40,34
2021년01월_여_100세 이상,24,1,1,0,2,5,3,6,3,2,1
2021년02월_계_총인구수,"90,320","30,793","4,009","19,185","5,123","5,138","3,524","3,192","12,815","3,598","2,943"
2021년02월_계_연령구간인구수,"90,320","30,793","4,009","19,185","5,123","5,138","3,524","3,192","12,815","3,598","2,943"
2021년02월_계_0~9세,"6,543","2,769",153,"1,455",185,295,104,97,"1,214",167,104
2021년02월_계_10~19세,"8,738","3,293",245,"2,515",350,449,166,173,"1,169",188,190
2021년02월_계_20~29세,"9,362","3,434",558,"2,204",448,482,263,195,"1,296",265,217
2021년02월_계_30~39세,"9,064","3,637",298,"1,879",362,431,218,181,"1,562",287,209
2021년02월_계_40~49세,"14,468","5,165",531,"3,660",686,738,419,403,"2,089",436,341
2021년02월_계_50~59세,"15,599","5,070",710,"3,471",931,924,583,513,"2,187",632,578
2021년02월_계_60~69세,"14,086","4,523",727,"2,232","1,102",889,801,703,"1,764",733,612
2021년02월_계_70~79세,"8,076","1,956",475,"1,185",715,645,621,580,943,529,427
2021년02월_계_80~89세,"3,817",821,264,513,296,260,304,311,515,308,225
2021년02월_계_90~99세,533,124,46,71,44,18,41,30,73,48,38
2021년02월_계_100세 이상,34,1,2,0,4,7,4,6,3,5,2
2021년02월_남_총인구수,"45,855","15,348","2,189","9,931","2,502","2,599","1,777","1,586","6,592","1,794","1,537"
2021년02월_남_연령구간인구수,"45,855","15,348","2,189","9,931","2,502","2,599","1,777","1,586","6,592","1,794","1,537"
2021년02월_남_0~9세,"3,363","1,429",75,743,104,146,50,57,624,82,53
2021년02월_남_10~19세,"4,561","1,659",141,"1,350",187,228,89,95,608,99,105
2021년02월_남_20~29세,"5,530","1,991",384,"1,318",250,286,163,103,747,152,136
2021년02월_남_30~39세,"4,845","1,903",178,"1,001",186,232,138,106,818,156,127
2021년02월_남_40~49세,"7,535","2,550",316,"1,801",373,423,254,239,"1,129",248,202
2021년02월_남_50~59세,"8,068","2,420",390,"1,860",459,486,315,292,"1,159",340,347
2021년02월_남_60~69세,"6,807","2,177",366,"1,093",517,411,362,327,876,366,312
2021년02월_남_70~79세,"3,653",906,224,556,309,288,291,229,447,230,173
2021년02월_남_80~89세,"1,376",287,104,195,108,92,103,127,174,110,76
2021년02월_남_90~99세,107,26,10,14,7,5,11,11,10,8,5
2021년02월_남_100세 이상,10,0,1,0,2,2,1,0,0,3,1
2021년02월_여_총인구수,"44,465","15,445","1,820","9,254","2,621","2,539","1,747","1,606","6,223","1,804","1,406"
2021년02월_여_연령구간인구수,"44,465","15,445","1,820","9,254","2,621","2,539","1,747","1,606","6,223","1,804","1,406"
2021년02월_여_0~9세,"3,180","1,340",78,712,81,149,54,40,590,85,51
2021년02월_여_10~19세,"4,177","1,634",104,"1,165",163,221,77,78,561,89,85
2021년02월_여_20~29세,"3,832","1,443",174,886,198,196,100,92,549,113,81
2021년02월_여_30~39세,"4,219","1,734",120,878,176,199,80,75,744,131,82
2021년02월_여_40~49세,"6,933","2,615",215,"1,859",313,315,165,164,960,188,139
2021년02월_여_50~59세,"7,531","2,650",320,"1,611",472,438,268,221,"1,028",292,231
2021년02월_여_60~69세,"7,279","2,346",361,"1,139",585,478,439,376,888,367,300
2021년02월_여_70~79세,"4,423","1,050",251,629,406,357,330,351,496,299,254
2021년02월_여_80~89세,"2,441",534,160,318,188,168,201,184,341,198,149
2021년02월_여_90~99세,426,98,36,57,37,13,30,19,63,40,33
2021년02월_여_100세 이상,24,1,1,0,2,5,3,6,3,2,1
2021년03월_계_총인구수,"89,922","30,673","3,944","19,118","5,085","5,126","3,466","3,170","12,867","3,549","2,924"
2021년03월_계_연령구간인구수,"89,922","30,673","3,944","19,118","5,085","5,126","3,466","3,170","12,867","3,549","2,924"
2021년03월_계_0~9세,"6,511","2,733",151,"1,443",192,299,103,98,"1,221",168,103
2021년03월_계_10~19세,"8,680","3,273",237,"2,496",344,444,162,169,"1,182",187,186
2021년03월_계_20~29세,"9,265","3,398",547,"2,186",445,476,255,195,"1,286",263,214
2021년03월_계_30~39세,"8,995","3,624",292,"1,853",358,428,217,175,"1,561",282,205
2021년03월_계_40~49세,"14,395","5,139",522,"3,647",685,729,412,399,"2,094",432,336
2021년03월_계_50~59세,"15,538","5,056",692,"3,469",920,926,573,517,"2,193",622,570
2021년03월_계_60~69세,"14,146","4,556",722,"2,250","1,091",903,796,704,"1,786",720,618
2021년03월_계_70~79세,"8,026","1,942",469,"1,185",715,637,611,572,948,524,423
2021년03월_계_80~89세,"3,836",823,265,519,294,264,296,317,522,305,231
2021년03월_계_90~99세,518,129,46,70,40,18,39,23,73,44,36
2021년03월_계_100세 이상,12,0,1,0,1,2,2,1,1,2,2
2021년03월_남_총인구수,"45,660","15,287","2,150","9,886","2,495","2,593","1,755","1,576","6,618","1,773","1,527"
2021년03월_남_연령구간인구수,"45,660","15,287","2,150","9,886","2,495","2,593","1,755","1,576","6,618","1,773","1,527"
2021년03월_남_0~9세,"3,347","1,414",74,735,106,148,52,57,628,82,51
2021년03월_남_10~19세,"4,524","1,646",135,"1,339",186,229,84,94,613,98,100
2021년03월_남_20~29세,"5,466","1,963",373,"1,302",253,282,158,105,743,150,137
2021년03월_남_30~39세,"4,807","1,899",175,988,184,225,137,102,816,154,127
2021년03월_남_40~49세,"7,508","2,545",314,"1,796",373,419,250,237,"1,126",248,200
2021년03월_남_50~59세,"8,040","2,412",380,"1,862",453,486,313,295,"1,162",336,341
2021년03월_남_60~69세,"6,844","2,187",363,"1,096",517,418,365,326,896,361,315
2021년03월_남_70~79세,"3,638",903,222,556,312,285,288,223,447,230,172
2021년03월_남_80~89세,"1,381",291,103,198,105,95,98,130,177,106,78
2021년03월_남_90~99세,102,27,11,14,6,5,10,7,10,7,5
2021년03월_남_100세 이상,3,0,0,0,0,1,0,0,0,1,1
2021년03월_여_총인구수,"44,262","15,386","1,794","9,232","2,590","2,533","1,711","1,594","6,249","1,776","1,397"
2021년03월_여_연령구간인구수,"44,262","15,386","1,794","9,232","2,590","2,533","1,711","1,594","6,249","1,776","1,397"
2021년03월_여_0~9세,"3,164","1,319",77,708,86,151,51,41,593,86,52
2021년03월_여_10~19세,"4,156","1,627",102,"1,157",158,215,78,75,569,89,86
2021년03월_여_20~29세,"3,799","1,435",174,884,192,194,97,90,543,113,77
2021년03월_여_30~39세,"4,188","1,725",117,865,174,203,80,73,745,128,78
2021년03월_여_40~49세,"6,887","2,594",208,"1,851",312,310,162,162,968,184,136
2021년03월_여_50~59세,"7,498","2,644",312,"1,607",467,440,260,222,"1,031",286,229
2021년03월_여_60~69세,"7,302","2,369",359,"1,154",574,485,431,378,890,359,303
2021년03월_여_70~79세,"4,388","1,039",247,629,403,352,323,349,501,294,251
2021년03월_여_80~89세,"2,455",532,162,321,189,169,198,187,345,199,153
2021년03월_여_90~99세,416,102,35,56,34,13,29,16,63,37,31
2021년03월_여_100세 이상,9,0,1,0,1,1,2,1,1,1,1
2021년04월_계_총인구수,"89,868","30,586","3,894","19,355","5,058","5,126","3,456","3,153","12,789","3,545","2,906"
2021년04월_계_연령구간인구수,"89,868","30,586","3,894","19,355","5,058","5,126","3,456","3,153","12,789","3,545","2,906"
2021년04월_계_0~9세,"6,494","2,709",148,"1,472",181,294,105,96,"1,223",168,98
2021년04월_계_10~19세,"8,637","3,247",228,"2,514",340,440,161,165,"1,170",187,185
2021년04월_계_20~29세,"9,284","3,388",530,"2,228",446,476,254,194,"1,288",269,211
2021년04월_계_30~39세,"8,916","3,590",287,"1,876",353,425,208,172,"1,533",274,198
2021년04월_계_40~49세,"14,396","5,114",514,"3,705",678,728,416,403,"2,074",433,331
2021년04월_계_50~59세,"15,573","5,072",682,"3,505",922,934,567,518,"2,178",622,573
2021년04월_계_60~69세,"14,182","4,575",726,"2,273","1,087",909,799,692,"1,782",720,619
2021년04월_계_70~79세,"7,989","1,933",460,"1,183",715,633,607,571,944,521,422
2021년04월_계_80~89세,"3,863",829,271,529,296,265,299,319,518,306,231
2021년04월_계_90~99세,523,129,47,70,39,20,38,22,78,44,36
2021년04월_계_100세 이상,11,0,1,0,1,2,2,1,1,1,2
2021년04월_남_총인구수,"45,622","15,221","2,115","10,029","2,475","2,596","1,756","1,564","6,572","1,774","1,520"
2021년04월_남_연령구간인구수,"45,622","15,221","2,115","10,029","2,475","2,596","1,756","1,564","6,572","1,774","1,520"
2021년04월_남_0~9세,"3,337","1,398",72,752,99,145,53,55,632,83,48
2021년04월_남_10~19세,"4,509","1,627",129,"1,362",184,230,83,91,606,98,99
2021년04월_남_20~29세,"5,470","1,957",361,"1,329",250,276,157,104,746,156,134
2021년04월_남_30~39세,"4,763","1,878",165,"1,005",180,226,134,100,800,151,124
2021년04월_남_40~49세,"7,494","2,526",305,"1,821",371,421,253,241,"1,106",251,199
2021년04월_남_50~59세,"8,073","2,424",381,"1,886",453,492,311,294,"1,158",332,342
2021년04월_남_60~69세,"6,856","2,190",364,"1,107",515,421,370,319,889,362,319
2021년04월_남_70~79세,"3,627",904,220,552,312,281,285,223,449,231,170
2021년04월_남_80~89세,"1,393",291,107,202,105,98,100,131,177,103,79
2021년04월_남_90~99세,98,26,11,13,6,5,10,6,9,7,5
2021년04월_남_100세 이상,2,0,0,0,0,1,0,0,0,0,1
2021년04월_여_총인구수,"44,246","15,365","1,779","9,326","2,583","2,530","1,700","1,589","6,217","1,771","1,386"
2021년04월_여_연령구간인구수,"44,246","15,365","1,779","9,326","2,583","2,530","1,700","1,589","6,217","1,771","1,386"
2021년04월_여_0~9세,"3,157","1,311",76,720,82,149,52,41,591,85,50
2021년04월_여_10~19세,"4,128","1,620",99,"1,152",156,210,78,74,564,89,86
2021년04월_여_20~29세,"3,814","1,431",169,899,196,200,97,90,542,113,77
2021년04월_여_30~39세,"4,153","1,712",122,871,173,199,74,72,733,123,74
2021년04월_여_40~49세,"6,902","2,588",209,"1,884",307,307,163,162,968,182,132
2021년04월_여_50~59세,"7,500","2,648",301,"1,619",469,442,256,224,"1,020",290,231
2021년04월_여_60~69세,"7,326","2,385",362,"1,166",572,488,429,373,893,358,300
2021년04월_여_70~79세,"4,362","1,029",240,631,403,352,322,348,495,290,252
2021년04월_여_80~89세,"2,470",538,164,327,191,167,199,188,341,203,152
2021년04월_여_90~99세,425,103,36,57,33,15,28,16,69,37,31
2021년04월_여_100세 이상,9,0,1,0,1,1,2,1,1,1,1
2021년05월_계_총인구수,"89,968","30,478","3,836","19,752","5,011","5,130","3,429","3,142","12,803","3,535","2,852"
2021년05월_계_연령구간인구수,"89,968","30,478","3,836","19,752","5,011","5,130","3,429","3,142","12,803","3,535","2,852"
2021년05월_계_0~9세,"6,469","2,686",140,"1,505",179,288,103,91,"1,226",165,86
2021년05월_계_10~19세,"8,622","3,228",216,"2,559",330,435,159,165,"1,168",188,174
2021년05월_계_20~29세,"9,324","3,377",524,"2,292",444,489,256,197,"1,280",257,208
2021년05월_계_30~39세,"8,898","3,540",281,"1,953",348,413,195,174,"1,537",269,188
2021년05월_계_40~49세,"14,365","5,093",508,"3,766",663,721,419,397,"2,054",432,312
2021년05월_계_50~59세,"15,589","5,068",661,"3,564",910,937,556,516,"2,181",622,574
2021년05월_계_60~69세,"14,289","4,586",722,"2,321","1,085",918,801,694,"1,813",729,620
2021년05월_계_70~79세,"7,975","1,933",459,"1,182",715,640,602,566,939,517,422
2021년05월_계_80~89세,"3,897",834,278,539,298,267,297,321,524,309,230
2021년05월_계_90~99세,528,133,46,71,38,20,39,20,79,46,36
2021년05월_계_100세 이상,12,0,1,0,1,2,2,1,2,1,2
2021년05월_남_총인구수,"45,667","15,164","2,088","10,227","2,450","2,599","1,739","1,558","6,575","1,768","1,499"
2021년05월_남_연령구간인구수,"45,667","15,164","2,088","10,227","2,450","2,599","1,739","1,558","6,575","1,768","1,499"
2021년05월_남_0~9세,"3,316","1,380",66,771,100,143,52,52,628,80,44
2021년05월_남_10~19세,"4,494","1,621",125,"1,373",178,228,82,90,603,99,95
2021년05월_남_20~29세,"5,494","1,947",359,"1,375",246,279,158,104,739,152,135
2021년05월_남_30~39세,"4,763","1,865",163,"1,043",176,219,125,101,806,146,119
2021년05월_남_40~49세,"7,477","2,511",302,"1,858",365,420,253,237,"1,090",255,186
2021년05월_남_50~59세,"8,087","2,427",370,"1,906",449,493,308,296,"1,164",327,347
2021년05월_남_60~69세,"6,912","2,193",363,"1,130",514,430,370,321,906,368,317
2021년05월_남_70~79세,"3,615",905,220,547,311,282,280,222,447,230,171
2021년05월_남_80~89세,"1,410",287,109,211,106,99,101,130,183,105,79
2021년05월_남_90~99세,97,28,11,13,5,5,10,5,9,6,5
2021년05월_남_100세 이상,2,0,0,0,0,1,0,0,0,0,1
2021년05월_여_총인구수,"44,301","15,314","1,748","9,525","2,561","2,531","1,690","1,584","6,228","1,767","1,353"
2021년05월_여_연령구간인구수,"44,301","15,314","1,748","9,525","2,561","2,531","1,690","1,584","6,228","1,767","1,353"
2021년05월_여_0~9세,"3,153","1,306",74,734,79,145,51,39,598,85,42
2021년05월_여_10~19세,"4,128","1,607",91,"1,186",152,207,77,75,565,89,79
2021년05월_여_20~29세,"3,830","1,430",165,917,198,210,98,93,541,105,73
2021년05월_여_30~39세,"4,135","1,675",118,910,172,194,70,73,731,123,69
2021년05월_여_40~49세,"6,888","2,582",206,"1,908",298,301,166,160,964,177,126
2021년05월_여_50~59세,"7,502","2,641",291,"1,658",461,444,248,220,"1,017",295,227
2021년05월_여_60~69세,"7,377","2,393",359,"1,191",571,488,431,373,907,361,303
2021년05월_여_70~79세,"4,360","1,028",239,635,404,358,322,344,492,287,251
2021년05월_여_80~89세,"2,487",547,169,328,192,168,196,191,341,204,151
2021년05월_여_90~99세,431,105,35,58,33,15,29,15,70,40,31
2021년05월_여_100세 이상,10,0,1,0,1,1,2,1,2,1,1
2021년06월_계_총인구수,"89,999","30,441","3,820","19,859","4,996","5,126","3,410","3,130","12,843","3,537","2,837"
2021년06월_계_연령구간인구수,"89,999","30,441","3,820","19,859","4,996","5,126","3,410","3,130","12,843","3,537","2,837"
2021년06월_계_0~9세,"6,442","2,660",140,"1,521",178,288,97,91,"1,224",165,78
2021년06월_계_10~19세,"8,613","3,209",212,"2,569",329,434,158,163,"1,178",189,172
2021년06월_계_20~29세,"9,324","3,398",523,"2,304",440,486,251,189,"1,273",258,202
2021년06월_계_30~39세,"8,875","3,516",276,"1,969",344,409,193,173,"1,544",265,186
2021년06월_계_40~49세,"14,360","5,098",504,"3,779",654,715,418,392,"2,060",430,310
2021년06월_계_50~59세,"15,583","5,052",658,"3,590",901,932,555,520,"2,183",623,569
2021년06월_계_60~69세,"14,362","4,594",729,"2,338","1,094",927,796,691,"1,836",733,624
2021년06월_계_70~79세,"7,959","1,942",448,"1,177",713,645,598,565,935,515,421
2021년06월_계_80~89세,"3,930",839,284,540,303,267,301,322,528,311,235
2021년06월_계_90~99세,539,133,45,72,39,21,41,23,80,47,38
2021년06월_계_100세 이상,12,0,1,0,1,2,2,1,2,1,2
2021년06월_남_총인구수,"45,702","15,161","2,084","10,274","2,439","2,596","1,735","1,553","6,598","1,770","1,492"
2021년06월_남_연령구간인구수,"45,702","15,161","2,084","10,274","2,439","2,596","1,735","1,553","6,598","1,770","1,492"
2021년06월_남_0~9세,"3,311","1,371",66,782,102,145,48,52,624,81,40
2021년06월_남_10~19세,"4,483","1,603",123,"1,376",179,227,85,90,609,98,93
2021년06월_남_20~29세,"5,506","1,961",362,"1,382",241,281,156,100,738,154,131
2021년06월_남_30~39세,"4,755","1,857",160,"1,044",174,215,127,100,811,147,120
2021년06월_남_40~49세,"7,469","2,519",302,"1,863",360,414,253,234,"1,085",253,186
2021년06월_남_50~59세,"8,098","2,424",369,"1,916",445,492,306,300,"1,174",327,345
2021년06월_남_60~69세,"6,949","2,198",365,"1,142",517,433,371,317,919,369,318
2021년06월_남_70~79세,"3,595",908,214,541,308,284,275,224,441,228,172
2021년06월_남_80~89세,"1,434",292,112,214,108,99,104,130,188,107,80
2021년06월_남_90~99세,100,28,11,14,5,5,10,6,9,6,6
2021년06월_남_100세 이상,2,0,0,0,0,1,0,0,0,0,1
2021년06월_여_총인구수,"44,297","15,280","1,736","9,585","2,557","2,530","1,675","1,577","6,245","1,767","1,345"
2021년06월_여_연령구간인구수,"44,297","15,280","1,736","9,585","2,557","2,530","1,675","1,577","6,245","1,767","1,345"
2021년06월_여_0~9세,"3,131","1,289",74,739,76,143,49,39,600,84,38
2021년06월_여_10~19세,"4,130","1,606",89,"1,193",150,207,73,73,569,91,79
2021년06월_여_20~29세,"3,818","1,437",161,922,199,205,95,89,535,104,71
2021년06월_여_30~39세,"4,120","1,659",116,925,170,194,66,73,733,118,66
2021년06월_여_40~49세,"6,891","2,579",202,"1,916",294,301,165,158,975,177,124
2021년06월_여_50~59세,"7,485","2,628",289,"1,674",456,440,249,220,"1,009",296,224
