카테고리,대구광역시 남구,대구광역시 남구 이천동,대구광역시 남구 봉덕1동,대구광역시 남구 봉덕2동,대구광역시 남구 봉덕3동,대구광역시 남구 대명1동,대구광역시 남구 대명2동,대구광역시 남구 대명3동,대구광역시 남구 대명4동,대구광역시 남구 대명5동,대구광역시 남구 대명6동,대구광역시 남구 대명9동,대구광역시 남구 대명10동,대구광역시 남구 대명11동
2020년07월_남_10~19세,"5,078",570,292,462,709,425,334,346,360,241,332,499,271,237
2020년07월_남_20~29세,"10,266",642,538,587,"1,061",884,987,807,867,697,710,"1,253",690,543
2020년07월_남_30~39세,"9,146",672,629,577,993,749,740,652,686,511,679,"1,122",606,530
2020년07월_남_40~49세,"10,374",989,701,707,"1,230",836,774,847,739,539,698,"1,172",603,539
2020년07월_남_50~59세,"12,265",973,830,870,"1,461",968,901,"1,068",997,648,773,"1,302",762,712
2020년07월_남_60~69세,"10,801",766,678,859,"1,236",842,792,892,926,554,664,"1,097",737,758
2020년07월_남_70~79세,"6,437",542,381,519,693,499,490,549,531,353,373,658,433,416
2020년07월_남_80~89세,"2,569",273,195,245,341,158,176,187,154,147,137,245,155,156
2020년07월_남_90~99세,228,31,13,32,25,18,19,11,11,10,9,25,14,10
2020년07월_남_100세 이상,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020년07월_여_총인구수,"76,539","6,587","4,830","5,650","9,122","5,966","6,027","5,600","5,769","4,271","5,073","8,223","4,955","4,466"
2020년07월_여_연령구간인구수,"76,539","6,587","4,830","5,650","9,122","5,966","6,027","5,600","5,769","4,271","5,073","8,223","4,955","4,466"
2020년07월_여_0~9세,"3,387",379,207,327,414,268,204,178,243,130,291,406,169,171
2020년07월_여_10~19세,"4,559",488,237,431,685,354,367,303,286,214,309,432,241,212
2020년07월_여_20~29세,"10,120",607,586,514,"1,023",864,"1,100",728,787,861,705,"1,164",709,472
2020년07월_여_30~39세,"8,332",669,549,549,958,693,670,509,550,467,689,"1,076",549,404
2020년07월_여_40~49세,"10,251","1,057",666,789,"1,392",787,714,684,673,465,735,"1,152",596,541
2020년07월_여_50~59세,"13,003","1,004",831,965,"1,500","1,091",936,991,"1,061",682,794,"1,427",882,839
2020년07월_여_60~69세,"12,854",982,798,988,"1,546",970,914,"1,059","1,102",662,758,"1,260",890,925
2020년07월_여_70~79세,"8,711",844,562,635,977,599,705,736,686,499,481,850,562,575
2020년07월_여_80~89세,"4,578",460,345,380,544,283,371,351,336,252,266,385,317,288
2020년07월_여_90~99세,679,89,44,68,74,54,43,52,40,35,41,63,39,37
2020년07월_여_100세 이상,65,8,5,4,9,3,3,9,5,4,4,8,1,2
2020년08월_계_총인구수,"147,235","12,501","9,304","10,850","17,367","11,647","11,325","11,166","11,281","8,054","9,742","16,025","9,457","8,516"
2020년08월_계_연령구간인구수,"147,235","12,501","9,304","10,850","17,367","11,647","11,325","11,166","11,281","8,054","9,742","16,025","9,457","8,516"
2020년08월_계_0~9세,"6,966",835,408,687,871,548,407,383,480,295,575,800,348,329
2020년08월_계_10~19세,"9,585","1,051",528,888,"1,400",772,682,646,644,449,641,930,507,447
2020년08월_계_20~29세,"20,459","1,248","1,138","1,098","2,083","1,761","2,077","1,557","1,658","1,558","1,418","2,437","1,406","1,020"
2020년08월_계_30~39세,"17,378","1,338","1,182","1,121","1,940","1,458","1,396","1,150","1,230",941,"1,366","2,184","1,148",924
2020년08월_계_40~49세,"20,593","2,035","1,369","1,495","2,629","1,621","1,468","1,527","1,406",988,"1,431","2,336","1,206","1,082"
2020년08월_계_50~59세,"25,205","1,962","1,663","1,829","2,968","2,055","1,815","2,043","2,057","1,307","1,576","2,730","1,658","1,542"
2020년08월_계_60~69세,"23,733","1,766","1,482","1,850","2,799","1,816","1,684","1,960","2,032","1,219","1,420","2,365","1,657","1,683"
2020년08월_계_70~79세,"15,156","1,385",933,"1,148","1,677","1,098","1,192","1,286","1,221",845,861,"1,508","1,006",996
2020년08월_계_80~89세,"7,163",750,536,630,883,442,534,541,493,404,401,636,469,444
2020년08월_계_90~99세,913,123,58,98,106,73,63,63,52,44,48,89,50,46
2020년08월_계_100세 이상,84,8,7,6,11,3,7,10,8,4,5,10,2,3
2020년08월_남_총인구수,"70,744","5,906","4,461","5,202","8,240","5,678","5,349","5,562","5,503","3,831","4,677","7,803","4,481","4,051"
2020년08월_남_연령구간인구수,"70,744","5,906","4,461","5,202","8,240","5,678","5,349","5,562","5,503","3,831","4,677","7,803","4,481","4,051"
2020년08월_남_0~9세,"3,613",459,202,358,463,284,202,208,240,168,286,405,180,158
2020년08월_남_10~19세,"5,031",568,292,454,707,420,323,344,355,239,330,493,271,235
2020년08월_남_20~29세,"10,297",634,543,589,"1,064",893,979,818,867,694,716,"1,263",692,545
2020년08월_남_30~39세,"9,080",670,627,569,987,755,725,641,679,498,675,"1,126",602,526
2020년08월_남_40~49세,"10,365",982,697,708,"1,230",840,765,848,737,532,700,"1,178",608,540
2020년08월_남_50~59세,"12,247",963,828,860,"1,481",970,896,"1,063",997,628,784,"1,303",765,709
2020년08월_남_60~69세,"10,839",775,686,868,"1,244",842,778,893,924,560,662,"1,101",751,755
2020년08월_남_70~79세,"6,442",544,376,515,694,499,485,549,533,353,378,659,440,417
2020년08월_남_80~89세,"2,581",279,196,247,344,157,174,185,156,147,138,246,157,155
2020년08월_남_90~99세,231,32,12,32,24,18,19,12,12,11,8,27,14,10
2020년08월_남_100세 이상,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020년08월_여_총인구수,"76,491","6,595","4,843","5,648","9,127","5,969","5,976","5,604","5,778","4,223","5,065","8,222","4,976","4,465"
2020년08월_여_연령구간인구수,"76,491","6,595","4,843","5,648","9,127","5,969","5,976","5,604","5,778","4,223","5,065","8,222","4,976","4,465"
2020년08월_여_0~9세,"3,353",376,206,329,408,264,205,175,240,127,289,395,168,171
2020년08월_여_10~19세,"4,554",483,236,434,693,352,359,302,289,210,311,437,236,212
2020년08월_여_20~29세,"10,162",614,595,509,"1,019",868,"1,098",739,791,864,702,"1,174",714,475
2020년08월_여_30~39세,"8,298",668,555,552,953,703,671,509,551,443,691,"1,058",546,398
2020년08월_여_40~49세,"10,228","1,053",672,787,"1,399",781,703,679,669,456,731,"1,158",598,542
2020년08월_여_50~59세,"12,958",999,835,969,"1,487","1,085",919,980,"1,060",679,792,"1,427",893,833
2020년08월_여_60~69세,"12,894",991,796,982,"1,555",974,906,"1,067","1,108",659,758,"1,264",906,928
2020년08월_여_70~79세,"8,714",841,557,633,983,599,707,737,688,492,483,849,566,579
2020년08월_여_80~89세,"4,582",471,340,383,539,285,360,356,337,257,263,390,312,289
2020년08월_여_90~99세,682,91,46,66,82,55,44,51,40,33,40,62,36,36
2020년08월_여_100세 이상,66,8,5,4,9,3,4,9,5,3,5,8,1,2
2020년09월_계_총인구수,"146,864","12,469","9,293","10,829","17,369","11,666","11,140","11,166","11,290","7,912","9,734","16,016","9,443","8,537"
2020년09월_계_연령구간인구수,"146,864","12,469","9,293","10,829","17,369","11,666","11,140","11,166","11,290","7,912","9,734","16,016","9,443","8,537"
2020년09월_계_0~9세,"6,868",827,397,676,873,538,401,382,483,282,565,780,347,317
2020년09월_계_10~19세,"9,536","1,052",523,889,"1,391",778,663,638,645,446,636,926,496,453
2020년09월_계_20~29세,"20,453","1,235","1,140","1,107","2,095","1,775","2,062","1,552","1,653","1,525","1,426","2,437","1,418","1,028"
2020년09월_계_30~39세,"17,266","1,323","1,166","1,099","1,926","1,453","1,383","1,154","1,236",918,"1,363","2,178","1,145",922
2020년09월_계_40~49세,"20,529","2,035","1,374","1,484","2,622","1,625","1,444","1,520","1,407",962,"1,439","2,343","1,191","1,083"
2020년09월_계_50~59세,"25,130","1,965","1,655","1,844","2,971","2,052","1,768","2,043","2,045","1,290","1,565","2,725","1,666","1,541"
2020년09월_계_60~69세,"23,738","1,758","1,489","1,838","2,795","1,823","1,658","1,976","2,051","1,202","1,424","2,372","1,658","1,694"
2020년09월_계_70~79세,"15,163","1,383",943,"1,155","1,686","1,104","1,163","1,292","1,221",840,855,"1,516","1,001","1,004"
2020년09월_계_80~89세,"7,180",756,543,634,891,441,529,535,492,398,407,637,473,444
2020년09월_계_90~99세,916,127,56,96,107,74,62,64,50,45,49,92,46,48
2020년09월_계_100세 이상,85,8,7,7,12,3,7,10,7,4,5,10,2,3
2020년09월_남_총인구수,"70,576","5,890","4,455","5,193","8,235","5,689","5,248","5,561","5,516","3,776","4,667","7,792","4,476","4,078"
2020년09월_남_연령구간인구수,"70,576","5,890","4,455","5,193","8,235","5,689","5,248","5,561","5,516","3,776","4,667","7,792","4,476","4,078"
2020년09월_남_0~9세,"3,558",456,197,350,462,281,196,207,242,166,280,389,178,154
2020년09월_남_10~19세,"5,022",570,286,456,704,427,313,343,355,237,330,494,267,240
2020년09월_남_20~29세,"10,280",627,537,594,"1,061",897,968,813,871,684,711,"1,262",702,553
2020년09월_남_30~39세,"9,015",659,624,559,985,750,712,642,682,486,671,"1,116",602,527
2020년09월_남_40~49세,"10,355",985,703,706,"1,232",849,749,843,734,519,708,"1,191",598,538
2020년09월_남_50~59세,"12,223",969,823,866,"1,482",962,876,"1,069",994,625,774,"1,298",766,719
2020년09월_남_60~69세,"10,835",774,696,859,"1,236",847,764,898,933,550,670,"1,099",751,758
2020년09월_남_70~79세,"6,459",541,378,520,703,501,476,549,534,356,375,666,439,421
2020년09월_남_80~89세,"2,580",277,198,249,342,157,174,183,158,139,140,248,159,156
2020년09월_남_90~99세,231,32,11,32,26,18,17,13,10,13,8,27,13,11
2020년09월_남_100세 이상,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020년09월_여_총인구수,"76,288","6,579","4,838","5,636","9,134","5,977","5,892","5,605","5,774","4,136","5,067","8,224","4,967","4,459"
2020년09월_여_연령구간인구수,"76,288","6,579","4,838","5,636","9,134","5,977","5,892","5,605","5,774","4,136","5,067","8,224","4,967","4,459"
2020년09월_여_0~9세,"3,310",371,200,326,411,257,205,175,241,116,285,391,169,163
2020년09월_여_10~19세,"4,514",482,237,433,687,351,350,295,290,209,306,432,229,213
2020년09월_여_20~29세,"10,173",608,603,513,"1,034",878,"1,094",739,782,841,715,"1,175",716,475
2020년09월_여_30~39세,"8,251",664,542,540,941,703,671,512,554,432,692,"1,062",543,395
2020년09월_여_40~49세,"10,174","1,050",671,778,"1,390",776,695,677,673,443,731,"1,152",593,545
2020년09월_여_50~59세,"12,907",996,832,978,"1,489","1,090",892,974,"1,051",665,791,"1,427",900,822
2020년09월_여_60~69세,"12,903",984,793,979,"1,559",976,894,"1,078","1,118",652,754,"1,273",907,936
2020년09월_여_70~79세,"8,704",842,565,635,983,603,687,743,687,484,480,850,562,583
2020년09월_여_80~89세,"4,600",479,345,385,549,284,355,352,334,259,267,389,314,288
2020년09월_여_90~99세,685,95,45,64,81,56,45,51,40,32,41,65,33,37
2020년09월_여_100세 이상,67,8,5,5,10,3,4,9,4,3,5,8,1,2
2020년10월_계_총인구수,"146,513","12,415","9,322","11,031","17,280","11,675","10,985","11,136","11,256","7,689","9,736","16,030","9,430","8,528"
2020년10월_계_연령구간인구수,"146,513","12,415","9,322","11,031","17,280","11,675","10,985","11,136","11,256","7,689","9,736","16,030","9,430","8,528"
2020년10월_계_0~9세,"6,822",807,397,709,854,532,395,377,480,271,566,780,343,311
2020년10월_계_10~19세,"9,460","1,050",526,903,"1,372",770,649,628,640,429,634,921,488,450
2020년10월_계_20~29세,"20,427","1,236","1,153","1,140","2,089","1,792","2,036","1,554","1,642","1,478","1,426","2,438","1,408","1,035"
2020년10월_계_30~39세,"17,193","1,319","1,156","1,142","1,911","1,437","1,371","1,144","1,229",901,"1,344","2,184","1,140",915
2020년10월_계_40~49세,"20,429","2,006","1,376","1,520","2,576","1,611","1,436","1,516","1,408",928,"1,434","2,350","1,198","1,070"
2020년10월_계_50~59세,"25,040","1,966","1,665","1,864","2,975","2,056","1,731","2,026","2,029","1,252","1,577","2,702","1,656","1,541"
2020년10월_계_60~69세,"23,808","1,757","1,499","1,858","2,800","1,840","1,632","1,987","2,066","1,174","1,435","2,393","1,673","1,694"
2020년10월_계_70~79세,"15,128","1,381",943,"1,154","1,700","1,113","1,137","1,295","1,210",812,854,"1,520",999,"1,010"
2020년10월_계_80~89세,"7,191",757,543,634,883,448,529,534,493,398,411,635,475,451
2020년10월_계_90~99세,930,128,58,100,108,73,62,65,52,41,50,97,48,48
2020년10월_계_100세 이상,85,8,6,7,12,3,7,10,7,5,5,10,2,3
2020년10월_남_총인구수,"70,433","5,863","4,475","5,290","8,198","5,690","5,177","5,551","5,499","3,670","4,675","7,802","4,468","4,075"
2020년10월_남_연령구간인구수,"70,433","5,863","4,475","5,290","8,198","5,690","5,177","5,551","5,499","3,670","4,675","7,802","4,468","4,075"
2020년10월_남_0~9세,"3,536",448,197,368,453,277,194,204,237,159,277,393,177,152
2020년10월_남_10~19세,"4,981",567,290,464,698,421,308,337,347,231,332,489,256,241
2020년10월_남_20~29세,"10,266",623,547,607,"1,053",904,954,814,874,664,709,"1,262",698,557
2020년10월_남_30~39세,"8,991",660,625,577,980,745,707,639,680,476,670,"1,117",597,518
2020년10월_남_40~49세,"10,312",976,701,728,"1,213",839,746,838,729,496,710,"1,200",602,534
2020년10월_남_50~59세,"12,193",969,828,872,"1,478",962,858,"1,068",988,610,779,"1,291",768,722
2020년10월_남_60~69세,"10,888",772,702,869,"1,248",858,754,906,945,537,678,"1,106",757,756
2020년10월_남_70~79세,"6,440",541,377,523,709,505,460,549,528,346,372,669,439,422
2020년10월_남_80~89세,"2,582",276,196,248,338,160,177,182,158,138,140,247,161,161
2020년10월_남_90~99세,226,31,10,32,26,19,16,13,10,12,8,26,12,11
2020년10월_남_100세 이상,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020년10월_여_총인구수,"76,080","6,552","4,847","5,741","9,082","5,985","5,808","5,585","5,757","4,019","5,061","8,228","4,962","4,453"
2020년10월_여_연령구간인구수,"76,080","6,552","4,847","5,741","9,082","5,985","5,808","5,585","5,757","4,019","5,061","8,228","4,962","4,453"
2020년10월_여_0~9세,"3,286",359,200,341,401,255,201,173,243,112,289,387,166,159
2020년10월_여_10~19세,"4,479",483,236,439,674,349,341,291,293,198,302,432,232,209
2020년10월_여_20~29세,"10,161",613,606,533,"1,036",888,"1,082",740,768,814,717,"1,176",710,478
2020년10월_여_30~39세,"8,202",659,531,565,931,692,664,505,549,425,674,"1,067",543,397
2020년10월_여_40~49세,"10,117","1,030",675,792,"1,363",772,690,678,679,432,724,"1,150",596,536
2020년10월_여_50~59세,"12,847",997,837,992,"1,497","1,094",873,958,"1,041",642,798,"1,411",888,819
2020년10월_여_60~69세,"12,920",985,797,989,"1,552",982,878,"1,081","1,121",637,757,"1,287",916,938
2020년10월_여_70~79세,"8,688",840,566,631,991,608,677,746,682,466,482,851,560,588
2020년10월_여_80~89세,"4,609",481,347,386,545,288,352,352,335,260,271,388,314,290
2020년10월_여_90~99세,704,97,48,68,82,54,46,52,42,29,42,71,36,37
2020년10월_여_100세 이상,67,8,4,5,10,3,4,9,4,4,5,8,1,2
2020년11월_계_총인구수,"146,658","12,378","9,282","11,728","17,258","11,657","10,885","11,097","11,234","7,501","9,698","16,026","9,389","8,525"
2020년11월_계_연령구간인구수,"146,658","12,378","9,282","11,728","17,258","11,657","10,885","11,097","11,234","7,501","9,698","16,026","9,389","8,525"
2020년11월_계_0~9세,"6,806",781,381,800,844,531,387,368,476,264,560,764,344,306
2020년11월_계_10~19세,"9,457","1,058",525,947,"1,359",759,641,632,634,417,625,916,493,451
2020년11월_계_20~29세,"20,452","1,224","1,147","1,221","2,090","1,797","2,035","1,548","1,641","1,452","1,418","2,458","1,387","1,034"
2020년11월_계_30~39세,"17,193","1,296","1,144","1,304","1,903","1,430","1,361","1,132","1,218",885,"1,318","2,166","1,120",916
2020년11월_계_40~49세,"20,439","1,999","1,357","1,631","2,568","1,610","1,405","1,517","1,406",904,"1,435","2,351","1,197","1,059"
2020년11월_계_50~59세,"25,040","1,981","1,651","1,972","2,964","2,045","1,710","2,010","2,026","1,212","1,576","2,706","1,651","1,536"
2020년11월_계_60~69세,"23,927","1,753","1,510","1,922","2,830","1,852","1,623","1,989","2,069","1,152","1,438","2,401","1,675","1,713"
2020년11월_계_70~79세,"15,138","1,395",949,"1,180","1,703","1,104","1,131","1,296","1,211",784,861,"1,522",991,"1,011"
2020년11월_계_80~89세,"7,191",757,552,644,879,454,524,530,493,383,409,636,480,450
2020년11월_계_90~99세,930,126,60,100,106,72,61,65,53,43,53,96,49,46
2020년11월_계_100세 이상,85,8,6,7,12,3,7,10,7,5,5,10,2,3
2020년11월_남_총인구수,"70,450","5,841","4,455","5,623","8,187","5,679","5,111","5,533","5,482","3,584","4,643","7,797","4,446","4,069"
2020년11월_남_연령구간인구수,"70,450","5,841","4,455","5,623","8,187","5,679","5,111","5,533","5,482","3,584","4,643","7,797","4,446","4,069"
2020년11월_남_0~9세,"3,514",436,191,404,450,277,191,201,234,152,270,383,175,150
2020년11월_남_10~19세,"4,979",573,288,480,691,412,300,343,343,230,331,487,259,242
2020년11월_남_20~29세,"10,264",616,549,656,"1,048",905,945,809,877,642,702,"1,268",690,557
2020년11월_남_30~39세,"8,994",649,618,659,977,741,701,634,675,470,653,"1,111",592,514
2020년11월_남_40~49세,"10,294",974,691,782,"1,214",837,720,835,726,483,708,"1,198",595,531
2020년11월_남_50~59세,"12,192",976,822,918,"1,472",955,847,"1,062",988,594,778,"1,293",765,722
2020년11월_남_60~69세,"10,948",766,704,904,"1,261",867,753,909,940,529,681,"1,119",757,758
2020년11월_남_70~79세,"6,436",544,380,537,713,500,462,543,525,336,373,663,436,424
2020년11월_남_80~89세,"2,590",278,200,249,335,165,173,183,161,134,139,249,164,160
2020년11월_남_90~99세,221,29,10,32,24,20,16,13,10,13,8,24,12,10
2020년11월_남_100세 이상,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020년11월_여_총인구수,"76,208","6,537","4,827","6,105","9,071","5,978","5,774","5,564","5,752","3,917","5,055","8,229","4,943","4,456"
2020년11월_여_연령구간인구수,"76,208","6,537","4,827","6,105","9,071","5,978","5,774","5,564","5,752","3,917","5,055","8,229","4,943","4,456"
2020년11월_여_0~9세,"3,292",345,190,396,394,254,196,167,242,112,290,381,169,156
2020년11월_여_10~19세,"4,478",485,237,467,668,347,341,289,291,187,294,429,234,209
2020년11월_여_20~29세,"10,188",608,598,565,"1,042",892,"1,090",739,764,810,716,"1,190",697,477
2020년11월_여_30~39세,"8,199",647,526,645,926,689,660,498,543,415,665,"1,055",528,402
2020년11월_여_40~49세,"10,145","1,025",666,849,"1,354",773,685,682,680,421,727,"1,153",602,528
2020년11월_여_50~59세,"12,848","1,005",829,"1,054","1,492","1,090",863,948,"1,038",618,798,"1,413",886,814
2020년11월_여_60~69세,"12,979",987,806,"1,018","1,569",985,870,"1,080","1,129",623,757,"1,282",918,955
2020년11월_여_70~79세,"8,702",851,569,643,990,604,669,753,686,448,488,859,555,587
2020년11월_여_80~89세,"4,601",479,352,395,544,289,351,347,332,249,270,387,316,290
2020년11월_여_90~99세,709,97,50,68,82,52,45,52,43,30,45,72,37,36
2020년11월_여_100세 이상,67,8,4,5,10,3,4,9,4,4,5,8,1,2
2020년12월_계_총인구수,"146,632","12,358","9,285","12,072","17,249","11,644","10,805","11,062","11,254","7,400","9,643","16,002","9,346","8,512"
2020년12월_계_연령구간인구수,"146,632","12,358","9,285","12,072","17,249","11,644","10,805","11,062","11,254","7,400","9,643","16,002","9,346","8,512"
2020년12월_계_0~9세,"6,821",776,379,838,850,524,382,371,475,264,546,774,338,304
2020년12월_계_10~19세,"9,419","1,050",520,980,"1,355",744,632,627,630,412,625,908,486,450
2020년12월_계_20~29세,"20,457","1,219","1,146","1,251","2,108","1,807","2,037","1,518","1,660","1,431","1,408","2,455","1,380","1,037"
2020년12월_계_30~39세,"17,178","1,309","1,151","1,348","1,888","1,421","1,338","1,155","1,213",878,"1,292","2,153","1,111",921
2020년12월_계_40~49세,"20,403","1,987","1,353","1,696","2,559","1,601","1,395","1,498","1,399",897,"1,439","2,335","1,206","1,038"
2020년12월_계_50~59세,"24,967","1,977","1,638","2,021","2,958","2,051","1,695","1,996","2,022","1,184","1,570","2,703","1,623","1,529"
2020년12월_계_60~69세,"23,994","1,752","1,521","1,973","2,820","1,861","1,615","1,988","2,090","1,143","1,426","2,407","1,677","1,721"
2020년12월_계_70~79세,"15,135","1,396",953,"1,201","1,700","1,103","1,116","1,299","1,213",767,868,"1,521",991,"1,007"
2020년12월_계_80~89세,"7,232",758,559,660,890,457,526,534,488,377,410,639,481,453
2020년12월_계_90~99세,939,125,59,97,109,72,62,66,56,42,54,97,51,49
2020년12월_계_100세 이상,87,9,6,7,12,3,7,10,8,5,5,10,2,3
2020년12월_남_총인구수,"70,471","5,830","4,450","5,778","8,194","5,679","5,090","5,515","5,500","3,544","4,613","7,784","4,420","4,074"
2020년12월_남_연령구간인구수,"70,471","5,830","4,450","5,778","8,194","5,679","5,090","5,515","5,500","3,544","4,613","7,784","4,420","4,074"
2020년12월_남_0~9세,"3,525",433,194,419,456,276,189,205,232,151,259,391,173,147
2020년12월_남_10~19세,"4,952",574,284,493,689,400,297,336,340,227,329,485,258,240
2020년12월_남_20~29세,"10,251",613,541,673,"1,056",908,951,790,887,635,697,"1,259",677,564
2020년12월_남_30~39세,"9,004",649,619,683,968,747,692,650,674,465,645,"1,102",589,521
2020년12월_남_40~49세,"10,288",973,689,814,"1,211",832,720,828,722,476,709,"1,194",598,522
2020년12월_남_50~59세,"12,178",972,816,937,"1,476",965,839,"1,050",994,588,776,"1,289",757,719
2020년12월_남_60~69세,"10,989",765,707,926,"1,251",871,753,913,951,531,678,"1,126",752,765
2020년12월_남_70~79세,"6,431",543,386,547,712,494,458,542,529,326,376,661,438,419
2020년12월_남_80~89세,"2,612",278,202,253,348,167,172,186,157,133,136,252,164,164
2020년12월_남_90~99세,223,30,10,30,25,19,16,14,11,11,8,24,13,12
2020년12월_남_100세 이상,18,0,2,3,2,0,3,1,3,1,0,1,1,1
2020년12월_여_총인구수,"76,161","6,528","4,835","6,294","9,055","5,965","5,715","5,547","5,754","3,856","5,030","8,218","4,926","4,438"
2020년12월_여_연령구간인구수,"76,161","6,528","4,835","6,294","9,055","5,965","5,715","5,547","5,754","3,856","5,030","8,218","4,926","4,438"
2020년12월_여_0~9세,"3,296",343,185,419,394,248,193,166,243,113,287,383,165,157
2020년12월_여_10~19세,"4,467",476,236,487,666,344,335,291,290,185,296,423,228,210
2020년12월_여_20~29세,"10,206",606,605,578,"1,052",899,"1,086",728,773,796,711,"1,196",703,473
2020년12월_여_30~39세,"8,174",660,532,665,920,674,646,505,539,413,647,"1,051",522,400
2020년12월_여_40~49세,"10,115","1,014",664,882,"1,348",769,675,670,677,421,730,"1,141",608,516
2020년12월_여_50~59세,"12,789","1,005",822,"1,084","1,482","1,086",856,946,"1,028",596,794,"1,414",866,810
2020년12월_여_60~69세,"13,005",987,814,"1,047","1,569",990,862,"1,075","1,139",612,748,"1,281",925,956
2020년12월_여_70~79세,"8,704",853,567,654,988,609,658,757,684,441,492,860,553,588
2020년12월_여_80~89세,"4,620",480,357,407,542,290,354,348,331,244,274,387,317,289
2020년12월_여_90~99세,716,95,49,67,84,53,46,52,45,31,46,73,38,37
2020년12월_여_100세 이상,69,9,4,4,10,3,4,9,5,4,5,9,1,2
2021년01월_계_총인구수,"146,428","12,353","9,251","12,179","17,240","11,587","10,726","11,044","11,247","7,293","9,635","16,059","9,305","8,509"
2021년01월_계_연령구간인구수,"146,428","12,353","9,251","12,179","17,240","11,587","10,726","11,044","11,247","7,293","9,635","16,059","9,305","8,509"
2021년01월_계_0~9세,"6,760",780,371,843,850,506,380,373,473,257,540,763,328,296
2021년01월_계_10~19세,"9,358","1,044",523,985,"1,336",744,628,612,620,395,629,908,486,448
2021년01월_계_20~29세,"20,412","1,215","1,139","1,266","2,121","1,789","2,005","1,503","1,667","1,414","1,424","2,486","1,353","1,030"
2021년01월_계_30~39세,"17,114","1,295","1,138","1,376","1,878","1,393","1,327","1,159","1,218",859,"1,282","2,161","1,123",905
2021년01월_계_40~49세,"20,276","1,993","1,336","1,703","2,535","1,587","1,383","1,484","1,381",877,"1,419","2,331","1,205","1,042"
2021년01월_계_50~59세,"24,919","1,975","1,631","2,038","2,954","2,040","1,675","2,006","2,023","1,173","1,571","2,705","1,601","1,527"
2021년01월_계_60~69세,"24,117","1,762","1,531","2,000","2,839","1,887","1,618","1,982","2,091","1,139","1,427","2,429","1,681","1,731"
2021년01월_계_70~79세,"15,143","1,389",954,"1,198","1,705","1,099","1,112","1,302","1,213",757,869,"1,529",997,"1,019"
2021년01월_계_80~89세,"7,279",762,562,665,894,464,528,546,497,374,413,636,478,460
2021년01월_계_90~99세,961,129,60,98,115,75,63,66,56,43,56,101,51,48
2021년01월_계_100세 이상,89,9,6,7,13,3,7,11,8,5,5,10,2,3
2021년01월_남_총인구수,"70,355","5,829","4,443","5,829","8,192","5,654","5,037","5,503","5,487","3,486","4,611","7,813","4,408","4,063"
2021년01월_남_연령구간인구수,"70,355","5,829","4,443","5,829","8,192","5,654","5,037","5,503","5,487","3,486","4,611","7,813","4,408","4,063"
2021년01월_남_0~9세,"3,496",433,189,424,458,270,187,208,229,148,256,387,165,142
2021년01월_남_10~19세,"4,941",570,284,495,684,400,296,330,340,220,339,485,261,237
2021년01월_남_20~29세,"10,168",613,543,677,"1,060",897,925,771,879,618,699,"1,267",664,555
2021년01월_남_30~39세,"9,005",643,617,702,964,739,686,657,680,454,641,"1,108",597,517
2021년01월_남_40~49세,"10,224",980,682,817,"1,196",821,712,828,707,460,698,"1,196",602,525
2021년01월_남_50~59세,"12,169",971,809,945,"1,476",961,835,"1,050","1,000",587,777,"1,292",746,720
2021년01월_남_60~69세,"11,039",768,719,938,"1,260",882,748,911,956,531,676,"1,135",750,765
2021년01월_남_70~79세,"6,438",540,386,545,719,493,457,541,524,323,378,664,444,424
2021년01월_남_80~89세,"2,629",280,202,253,343,171,174,192,159,133,139,253,165,165
2021년01월_남_90~99세,228,31,10,30,30,20,14,14,10,11,8,25,13,12
2021년01월_남_100세 이상,18,0,2,3,2,0,3,1,3,1,0,1,1,1
2021년01월_여_총인구수,"76,073","6,524","4,808","6,350","9,048","5,933","5,689","5,541","5,760","3,807","5,024","8,246","4,897","4,446"
2021년01월_여_연령구간인구수,"76,073","6,524","4,808","6,350","9,048","5,933","5,689","5,541","5,760","3,807","5,024","8,246","4,897","4,446"
2021년01월_여_0~9세,"3,264",347,182,419,392,236,193,165,244,109,284,376,163,154
2021년01월_여_10~19세,"4,417",474,239,490,652,344,332,282,280,175,290,423,225,211
2021년01월_여_20~29세,"10,244",602,596,589,"1,061",892,"1,080",732,788,796,725,"1,219",689,475
2021년01월_여_30~39세,"8,109",652,521,674,914,654,641,502,538,405,641,"1,053",526,388
2021년01월_여_40~49세,"10,052","1,013",654,886,"1,339",766,671,656,674,417,721,"1,135",603,517
2021년01월_여_50~59세,"12,750","1,004",822,"1,093","1,478","1,079",840,956,"1,023",586,794,"1,413",855,807
2021년01월_여_60~69세,"13,078",994,812,"1,062","1,579","1,005",870,"1,071","1,135",608,751,"1,294",931,966
2021년01월_여_70~79세,"8,705",849,568,653,986,606,655,761,689,434,491,865,553,595
2021년01월_여_80~89세,"4,650",482,360,412,551,293,354,354,338,241,274,383,313,295
2021년01월_여_90~99세,733,98,50,68,85,55,49,52,46,32,48,76,38,36
2021년01월_여_100세 이상,71,9,4,4,11,3,4,10,5,4,5,9,1,2
