카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2020년06월_남_총인구수,"215,259","2,593","3,558","2,643","1,778","4,017","6,058","19,113","9,470","6,419","6,847","11,630","5,331","3,024","9,405","8,163","7,816","4,041","8,332","6,780","7,480","15,080","7,044","5,924","6,350","1,405","26,259","18,699",
2020년06월_남_연령구간인구수,"215,259","2,593","3,558","2,643","1,778","4,017","6,058","19,113","9,470","6,419","6,847","11,630","5,331","3,024","9,405","8,163","7,816","4,041","8,332","6,780","7,480","15,080","7,044","5,924","6,350","1,405","26,259","18,699",
2020년06월_남_0~9세,"17,650",104,147,143,50,316,222,"1,382",927,279,473,"1,182",228,281,719,573,612,195,494,258,573,"1,317",641,339,256,36,"3,889","2,014",
2020년06월_남_10~19세,"23,304",105,249,180,64,307,377,"2,064","1,175",510,834,"1,275",386,274,848,"1,049",810,353,774,471,972,"2,608",974,603,485,86,"3,327","2,144",
2020년06월_남_20~29세,"33,123",443,704,470,240,486,"1,090","3,739","1,330",992,"1,146","1,650",722,394,"1,269","1,344","1,329",601,"1,263",890,"1,319","2,593","1,127","1,043","1,070",149,"3,102","2,618",
2020년06월_남_30~39세,"29,453",526,466,421,259,591,959,"2,496","1,152",814,871,"1,851",567,440,"1,389",875,"1,099",460,"1,039",735,930,"1,425",876,689,821,132,"4,495","3,075",
2020년06월_남_40~49세,"34,333",382,485,431,267,629,939,"2,804","1,429",929,935,"1,933",743,497,"1,441","1,204","1,211",569,"1,184",916,"1,197","2,592","1,092",898,852,156,"5,263","3,355",
2020년06월_남_50~59세,"35,409",393,514,401,336,629,"1,010","3,190","1,499","1,140","1,159","1,769",952,497,"1,550","1,454","1,206",688,"1,454","1,337","1,368","2,781","1,137","1,155","1,211",323,"3,430","2,826",
2020년06월_남_60~69세,"24,649",364,502,308,305,533,788,"2,035","1,191",954,901,"1,186",944,337,"1,234","1,035",890,580,"1,228","1,296",710,"1,090",741,750,"1,021",281,"1,783","1,662",
2020년06월_남_70~79세,"12,882",198,317,207,182,405,491,"1,071",594,588,395,619,586,231,718,461,455,449,688,644,318,453,334,355,481,166,736,740,
2020년06월_남_80~89세,"4,113",70,158,78,65,111,173,310,163,202,120,146,186,69,218,154,186,133,195,218,86,196,114,86,145,68,217,246,
2020년06월_남_90~99세,330,6,15,4,9,10,9,22,10,11,12,18,14,4,18,13,18,13,13,15,7,23,8,6,8,8,17,19,
2020년06월_남_100세 이상,13,2,1,0,1,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,
2020년06월_여_총인구수,"218,185","2,439","3,407","2,398","1,543","4,118","5,473","19,185","10,198","6,274","7,331","11,896","5,624","3,076","9,746","8,517","8,632","4,055","8,454","7,319","7,080","15,726","7,302","5,763","6,579","1,299","26,251","18,500",
2020년06월_여_연령구간인구수,"218,185","2,439","3,407","2,398","1,543","4,118","5,473","19,185","10,198","6,274","7,331","11,896","5,624","3,076","9,746","8,517","8,632","4,055","8,454","7,319","7,080","15,726","7,302","5,763","6,579","1,299","26,251","18,500",
2020년06월_여_0~9세,"16,925",118,141,140,42,290,210,"1,309",899,331,477,"1,098",214,275,758,595,605,151,507,252,510,"1,210",616,349,288,42,"3,635","1,863",
2020년06월_여_10~19세,"20,722",86,237,143,63,273,348,"1,806","1,129",470,704,"1,105",322,265,700,969,757,334,696,429,760,"2,195",803,527,391,56,"3,090","2,064",
2020년06월_여_20~29세,"29,803",560,656,419,270,454,"1,020","3,346","1,279",855,993,"1,458",676,357,"1,150","1,171","1,280",530,"1,131",821,"1,086","2,241",936,890,930,107,"2,778","2,409",
2020년06월_여_30~39세,"27,309",436,322,312,157,598,699,"2,193","1,258",619,811,"1,804",470,407,"1,292",862,"1,007",383,885,613,849,"1,615",874,622,651,94,"4,688","2,788",
2020년06월_여_40~49세,"34,208",238,431,302,154,555,633,"2,886","1,710",830,"1,110","1,903",617,470,"1,294","1,360","1,301",513,"1,109",812,"1,282","3,368","1,292",863,805,101,"5,078","3,191",
2020년06월_여_50~59세,"37,033",315,480,332,249,646,853,"3,523","1,662","1,091","1,429","2,042",963,440,"1,674","1,648","1,471",726,"1,589","1,396","1,304","2,796","1,332","1,109","1,368",246,"3,458","2,891",
2020년06월_여_60~69세,"27,114",321,522,355,277,645,812,"2,280","1,373","1,101","1,022","1,434","1,129",417,"1,456","1,059","1,110",724,"1,374","1,381",710,"1,116",760,750,"1,051",268,"1,887","1,780",
2020년06월_여_70~79세,"15,985",242,414,274,202,462,582,"1,221",602,663,476,688,788,284,894,550,734,461,766,978,368,711,404,419,635,221,981,965,
2020년06월_여_80~89세,"7,647",103,176,104,96,156,261,533,228,266,259,301,368,130,446,259,316,194,337,551,175,412,240,192,396,133,545,470,
2020년06월_여_90~99세,"1,335",16,25,11,30,34,49,83,54,45,47,61,67,29,74,42,50,36,57,81,36,61,42,35,62,28,104,76,
2020년06월_여_100세 이상,104,4,3,6,3,5,6,5,4,3,3,2,10,2,8,2,1,3,3,5,0,1,3,7,2,3,7,3,
2020년07월_계_총인구수,"433,463","5,024","6,960","5,032","3,319","8,106","11,701","38,215","19,655","12,706","14,054","23,424","10,914","6,108","19,154","16,661","16,470","8,068","16,733","14,087","14,541","30,706","14,298","11,647","12,923","2,686","22,584","37,818","29,869"
2020년07월_계_연령구간인구수,"433,463","5,024","6,960","5,032","3,319","8,106","11,701","38,215","19,655","12,706","14,054","23,424","10,914","6,108","19,154","16,661","16,470","8,068","16,733","14,087","14,541","30,706","14,298","11,647","12,923","2,686","22,584","37,818","29,869"
2020년07월_계_0~9세,"34,488",224,286,270,90,593,452,"2,672","1,836",609,939,"2,269",438,556,"1,485","1,159","1,206",340,987,497,"1,066","2,507","1,249",683,535,76,"2,756","3,975","4,733"
2020년07월_계_10~19세,"43,828",187,484,327,125,575,729,"3,843","2,288",980,"1,524","2,355",703,542,"1,539","2,013","1,552",672,"1,454",896,"1,733","4,770","1,765","1,120",863,140,"2,580","4,249","3,820"
2020년07월_계_20~29세,"62,986","1,001","1,370",904,513,941,"2,142","7,087","2,602","1,852","2,112","3,086","1,392",758,"2,401","2,502","2,629","1,139","2,388","1,705","2,399","4,821","2,056","1,934","1,999",255,"2,811","5,111","3,076"
2020년07월_계_30~39세,"56,713",966,780,723,413,"1,184","1,686","4,688","2,392","1,436","1,663","3,622","1,031",840,"2,683","1,721","2,102",842,"1,912","1,337","1,772","3,026","1,736","1,295","1,482",220,"3,644","6,017","5,500"
2020년07월_계_40~49세,"68,441",611,922,731,419,"1,182","1,604","5,657","3,139","1,747","2,031","3,823","1,352",973,"2,733","2,558","2,502","1,063","2,290","1,724","2,472","5,925","2,369","1,753","1,648",254,"4,075","6,642","6,242"
2020년07월_계_50~59세,"72,358",700,984,731,589,"1,276","1,894","6,670","3,146","2,232","2,562","3,794","1,894",936,"3,217","3,092","2,689","1,419","3,018","2,737","2,676","5,569","2,465","2,248","2,577",562,"3,287","5,780","3,614"
2020년07월_계_60~69세,"52,015",690,"1,029",660,580,"1,176","1,610","4,348","2,582","2,068","1,914","2,638","2,077",753,"2,707","2,116","2,023","1,295","2,596","2,687","1,419","2,228","1,512","1,504","2,084",549,"1,894","3,482","1,794"
2020년07월_계_70~79세,"29,025",443,729,483,387,864,"1,084","2,300","1,207","1,258",865,"1,312","1,374",516,"1,626","1,021","1,193",913,"1,477","1,630",699,"1,167",739,785,"1,115",385,978,"1,729",746
2020년07월_계_80~89세,"11,819",173,332,182,159,269,435,843,399,468,378,446,557,200,660,422,504,332,536,772,260,609,355,277,546,206,476,729,294
2020년07월_계_90~99세,"1,672",23,40,15,40,41,57,103,60,53,62,77,83,32,94,55,69,50,72,96,45,81,49,41,72,36,78,100,48
2020년07월_계_100세 이상,118,6,4,6,4,5,8,4,4,3,4,2,13,2,9,2,1,3,3,6,0,3,3,7,2,3,5,4,2
2020년07월_남_총인구수,"215,251","2,587","3,558","2,640","1,774","4,006","6,141","19,066","9,473","6,429","6,785","11,564","5,315","3,028","9,412","8,151","7,826","4,032","8,296","6,771","7,477","15,039","7,011","5,900","6,349","1,400","11,409","19,007","14,805"
2020년07월_남_연령구간인구수,"215,251","2,587","3,558","2,640","1,774","4,006","6,141","19,066","9,473","6,429","6,785","11,564","5,315","3,028","9,412","8,151","7,826","4,032","8,296","6,771","7,477","15,039","7,011","5,900","6,349","1,400","11,409","19,007","14,805"
2020년07월_남_0~9세,"17,603",103,146,138,49,312,231,"1,374",930,280,469,"1,177",225,281,720,568,608,194,489,251,565,"1,309",633,336,249,34,"1,412","2,072","2,448"
2020년07월_남_10~19세,"23,188",103,249,182,62,299,384,"2,057","1,173",509,826,"1,257",384,271,839,"1,050",800,344,759,468,969,"2,591",969,599,480,86,"1,348","2,155","1,975"
2020년07월_남_20~29세,"33,129",449,703,477,239,485,"1,100","3,726","1,331",993,"1,130","1,634",717,402,"1,271","1,336","1,335",608,"1,258",887,"1,321","2,587","1,121","1,046","1,067",151,"1,495","2,662","1,598"
2020년07월_남_30~39세,"29,454",526,465,419,256,590,981,"2,506","1,132",818,860,"1,828",566,433,"1,385",870,"1,103",460,"1,040",730,928,"1,421",870,678,825,129,"1,863","3,160","2,612"
2020년07월_남_40~49세,"34,295",373,491,429,264,632,942,"2,777","1,436",924,929,"1,930",735,504,"1,446","1,197","1,212",559,"1,177",913,"1,196","2,581","1,082",895,851,155,"2,053","3,402","3,210"
2020년07월_남_50~59세,"35,370",389,508,399,343,635,"1,032","3,172","1,489","1,140","1,149","1,768",948,497,"1,543","1,447","1,208",694,"1,443","1,339","1,375","2,765","1,131","1,140","1,214",317,"1,703","2,849","1,733"
2020년07월_남_60~69세,"24,763",364,506,309,305,527,793,"2,054","1,206",962,896,"1,184",942,337,"1,244","1,050",898,573,"1,221","1,299",708,"1,107",749,756,"1,022",286,966,"1,684",815
2020년07월_남_70~79세,"12,968",200,318,206,181,404,496,"1,070",600,591,391,622,591,229,725,467,457,452,700,649,321,456,333,359,484,165,428,756,317
2020년07월_남_80~89세,"4,133",72,156,77,65,112,172,307,166,203,121,145,190,70,219,153,188,134,196,219,87,197,114,85,149,69,130,247,90
2020년07월_남_90~99세,336,6,15,4,9,10,10,23,10,9,13,18,14,4,19,13,17,14,13,16,7,23,9,6,8,8,11,20,7
2020년07월_남_100세 이상,12,2,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020년07월_여_총인구수,"218,212","2,437","3,402","2,392","1,545","4,100","5,560","19,149","10,182","6,277","7,269","11,860","5,599","3,080","9,742","8,510","8,644","4,036","8,437","7,316","7,064","15,667","7,287","5,747","6,574","1,286","11,175","18,811","15,064"
2020년07월_여_연령구간인구수,"218,212","2,437","3,402","2,392","1,545","4,100","5,560","19,149","10,182","6,277","7,269","11,860","5,599","3,080","9,742","8,510","8,644","4,036","8,437","7,316","7,064","15,667","7,287","5,747","6,574","1,286","11,175","18,811","15,064"
2020년07월_여_0~9세,"16,885",121,140,132,41,281,221,"1,298",906,329,470,"1,092",213,275,765,591,598,146,498,246,501,"1,198",616,347,286,42,"1,344","1,903","2,285"
2020년07월_여_10~19세,"20,640",84,235,145,63,276,345,"1,786","1,115",471,698,"1,098",319,271,700,963,752,328,695,428,764,"2,179",796,521,383,54,"1,232","2,094","1,845"
2020년07월_여_20~29세,"29,857",552,667,427,274,456,"1,042","3,361","1,271",859,982,"1,452",675,356,"1,130","1,166","1,294",531,"1,130",818,"1,078","2,234",935,888,932,104,"1,316","2,449","1,478"
2020년07월_여_30~39세,"27,259",440,315,304,157,594,705,"2,182","1,260",618,803,"1,794",465,407,"1,298",851,999,382,872,607,844,"1,605",866,617,657,91,"1,781","2,857","2,888"
2020년07월_여_40~49세,"34,146",238,431,302,155,550,662,"2,880","1,703",823,"1,102","1,893",617,469,"1,287","1,361","1,290",504,"1,113",811,"1,276","3,344","1,287",858,797,99,"2,022","3,240","3,032"
2020년07월_여_50~59세,"36,988",311,476,332,246,641,862,"3,498","1,657","1,092","1,413","2,026",946,439,"1,674","1,645","1,481",725,"1,575","1,398","1,301","2,804","1,334","1,108","1,363",245,"1,584","2,931","1,881"
2020년07월_여_60~69세,"27,252",326,523,351,275,649,817,"2,294","1,376","1,106","1,018","1,454","1,135",416,"1,463","1,066","1,125",722,"1,375","1,388",711,"1,121",763,748,"1,062",263,928,"1,798",979
2020년07월_여_70~79세,"16,057",243,411,277,206,460,588,"1,230",607,667,474,690,783,287,901,554,736,461,777,981,378,711,406,426,631,220,550,973,429
2020년07월_여_80~89세,"7,686",101,176,105,94,157,263,536,233,265,257,301,367,130,441,269,316,198,340,553,173,412,241,192,397,137,346,482,204
2020년07월_여_90~99세,"1,336",17,25,11,31,31,47,80,50,44,49,59,69,28,75,42,52,36,59,80,38,58,40,35,64,28,67,80,41
2020년07월_여_100세 이상,106,4,3,6,3,5,8,4,4,3,3,1,10,2,8,2,1,3,3,6,0,1,3,7,2,3,5,4,2
2020년08월_계_총인구수,"433,279","5,031","6,933","5,009","3,314","8,125","11,834","38,145","19,628","12,658","13,912","23,405","10,901","6,118","19,127","16,652","16,416","8,038","16,663","14,078","14,551","30,658","14,279","11,605","12,920","2,697","22,642","38,089","29,851"
2020년08월_계_연령구간인구수,"433,279","5,031","6,933","5,009","3,314","8,125","11,834","38,145","19,628","12,658","13,912","23,405","10,901","6,118","19,127","16,652","16,416","8,038","16,663","14,078","14,551","30,658","14,279","11,605","12,920","2,697","22,642","38,089","29,851"
2020년08월_계_0~9세,"34,380",227,283,269,89,591,454,"2,658","1,822",603,943,"2,242",429,561,"1,487","1,157","1,192",340,969,494,"1,047","2,490","1,255",680,535,74,"2,747","4,020","4,722"
2020년08월_계_10~19세,"43,616",190,481,322,127,574,726,"3,835","2,271",972,"1,507","2,349",701,541,"1,523","2,000","1,540",672,"1,433",881,"1,728","4,747","1,748","1,110",858,145,"2,584","4,238","3,813"
2020년08월_계_20~29세,"62,944",993,"1,364",902,513,942,"2,193","7,065","2,587","1,856","2,079","3,082","1,389",759,"2,376","2,499","2,621","1,129","2,377","1,701","2,410","4,829","2,039","1,923","1,996",254,"2,836","5,165","3,065"
2020년08월_계_30~39세,"56,557",965,777,727,403,"1,177","1,703","4,677","2,369","1,413","1,627","3,603","1,036",849,"2,682","1,715","2,076",827,"1,898","1,344","1,760","3,014","1,743","1,289","1,481",220,"3,638","6,069","5,475"
2020년08월_계_40~49세,"68,297",611,913,726,422,"1,190","1,618","5,635","3,146","1,740","2,007","3,823","1,353",972,"2,721","2,558","2,506","1,053","2,270","1,699","2,479","5,890","2,345","1,739","1,641",262,"4,060","6,661","6,257"
2020년08월_계_50~59세,"72,344",705,979,733,587,"1,268","1,918","6,651","3,146","2,221","2,538","3,799","1,878",927,"3,198","3,092","2,678","1,421","3,016","2,728","2,674","5,577","2,473","2,235","2,581",561,"3,324","5,818","3,618"
2020년08월_계_60~69세,"52,363",688,"1,028",649,583,"1,198","1,627","4,375","2,604","2,070","1,896","2,660","2,074",757,"2,739","2,130","2,032","1,292","2,610","2,716","1,444","2,242","1,527","1,516","2,095",557,"1,915","3,531","1,808"
2020년08월_계_70~79세,"29,104",448,734,478,387,871,"1,084","2,303","1,215","1,255",869,"1,321","1,380",517,"1,626","1,019","1,195",915,"1,476","1,637",703,"1,177",740,787,"1,105",379,979,"1,749",755
2020년08월_계_80~89세,"11,874",174,333,181,160,267,443,837,404,471,381,447,566,199,672,425,506,337,536,772,264,604,357,278,553,205,478,734,290
2020년08월_계_90~99세,"1,682",24,37,16,39,42,60,105,60,54,61,77,82,34,93,56,69,49,74,100,42,85,49,42,73,37,76,100,46
2020년08월_계_100세 이상,118,6,4,6,4,5,8,4,4,3,4,2,13,2,10,1,1,3,4,6,0,3,3,6,2,3,5,4,2
2020년08월_남_총인구수,"215,168","2,591","3,546","2,627","1,769","4,009","6,207","19,047","9,450","6,385","6,713","11,563","5,300","3,037","9,390","8,156","7,792","4,017","8,255","6,765","7,511","15,014","7,009","5,869","6,357","1,407","11,426","19,154","14,802"
2020년08월_남_연령구간인구수,"215,168","2,591","3,546","2,627","1,769","4,009","6,207","19,047","9,450","6,385","6,713","11,563","5,300","3,037","9,390","8,156","7,792","4,017","8,255","6,765","7,511","15,014","7,009","5,869","6,357","1,407","11,426","19,154","14,802"
2020년08월_남_0~9세,"17,524",105,144,140,47,308,231,"1,367",918,277,471,"1,160",215,281,722,565,601,192,479,242,558,"1,301",636,333,252,33,"1,406","2,093","2,447"
2020년08월_남_10~19세,"23,045",105,245,178,62,299,376,"2,044","1,163",498,810,"1,254",386,270,830,"1,046",790,343,748,460,968,"2,578",959,590,477,89,"1,349","2,160","1,968"
2020년08월_남_20~29세,"33,156",438,707,474,239,484,"1,126","3,734","1,335",993,"1,122","1,640",706,407,"1,261","1,338","1,336",606,"1,253",883,"1,338","2,583","1,118","1,027","1,072",149,"1,506","2,684","1,597"
2020년08월_남_30~39세,"29,393",529,462,417,249,586,991,"2,500","1,116",805,832,"1,825",571,440,"1,379",871,"1,084",454,"1,037",735,926,"1,425",878,684,821,130,"1,861","3,174","2,611"
2020년08월_남_40~49세,"34,207",372,487,426,266,632,952,"2,770","1,440",915,924,"1,929",736,501,"1,436","1,196","1,212",556,"1,158",903,"1,202","2,565","1,068",887,851,159,"2,039","3,419","3,206"
2020년08월_남_50~59세,"35,365",393,502,404,343,633,"1,042","3,161","1,487","1,136","1,142","1,771",941,497,"1,526","1,450","1,207",697,"1,443","1,335","1,372","2,767","1,134","1,129","1,213",314,"1,720","2,866","1,740"
2020년08월_남_60~69세,"24,954",363,506,304,306,538,803,"2,071","1,213",962,881,"1,194",943,338,"1,267","1,056",897,567,"1,231","1,313",729,"1,109",757,768,"1,031",292,976,"1,719",820
2020년08월_남_70~79세,"13,022",205,324,203,180,407,496,"1,072",603,588,396,628,590,230,723,468,462,453,696,657,321,467,332,360,478,164,429,773,317
2020년08월_남_80~89세,"4,151",73,154,77,67,113,178,303,166,202,122,143,195,69,226,153,187,135,197,219,90,193,118,84,153,69,129,246,90
2020년08월_남_90~99세,339,6,14,4,9,9,12,25,9,9,12,18,14,4,19,13,16,14,13,18,7,24,9,7,9,8,11,20,6
2020년08월_남_100세 이상,12,2,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020년08월_여_총인구수,"218,111","2,440","3,387","2,382","1,545","4,116","5,627","19,098","10,178","6,273","7,199","11,842","5,601","3,081","9,737","8,496","8,624","4,021","8,408","7,313","7,040","15,644","7,270","5,736","6,563","1,290","11,216","18,935","15,049"
2020년08월_여_연령구간인구수,"218,111","2,440","3,387","2,382","1,545","4,116","5,627","19,098","10,178","6,273","7,199","11,842","5,601","3,081","9,737","8,496","8,624","4,021","8,408","7,313","7,040","15,644","7,270","5,736","6,563","1,290","11,216","18,935","15,049"
2020년08월_여_0~9세,"16,856",122,139,129,42,283,223,"1,291",904,326,472,"1,082",214,280,765,592,591,148,490,252,489,"1,189",619,347,283,41,"1,341","1,927","2,275"
2020년08월_여_10~19세,"20,571",85,236,144,65,275,350,"1,791","1,108",474,697,"1,095",315,271,693,954,750,329,685,421,760,"2,169",789,520,381,56,"1,235","2,078","1,845"
2020년08월_여_20~29세,"29,788",555,657,428,274,458,"1,067","3,331","1,252",863,957,"1,442",683,352,"1,115","1,161","1,285",523,"1,124",818,"1,072","2,246",921,896,924,105,"1,330","2,481","1,468"
2020년08월_여_30~39세,"27,164",436,315,310,154,591,712,"2,177","1,253",608,795,"1,778",465,409,"1,303",844,992,373,861,609,834,"1,589",865,605,660,90,"1,777","2,895","2,864"
2020년08월_여_40~49세,"34,090",239,426,300,156,558,666,"2,865","1,706",825,"1,083","1,894",617,471,"1,285","1,362","1,294",497,"1,112",796,"1,277","3,325","1,277",852,790,103,"2,021","3,242","3,051"
2020년08월_여_50~59세,"36,979",312,477,329,244,635,876,"3,490","1,659","1,085","1,396","2,028",937,430,"1,672","1,642","1,471",724,"1,573","1,393","1,302","2,810","1,339","1,106","1,368",247,"1,604","2,952","1,878"
2020년08월_여_60~69세,"27,409",325,522,345,277,660,824,"2,304","1,391","1,108","1,015","1,466","1,131",419,"1,472","1,074","1,135",725,"1,379","1,403",715,"1,133",770,748,"1,064",265,939,"1,812",988
2020년08월_여_70~79세,"16,082",243,410,275,207,464,588,"1,231",612,667,473,693,790,287,903,551,733,462,780,980,382,710,408,427,627,215,550,976,438
2020년08월_여_80~89세,"7,723",101,179,104,93,154,265,534,238,269,259,304,371,130,446,272,319,202,339,553,174,411,239,194,400,136,349,488,200
2020년08월_여_90~99세,"1,343",18,23,12,30,33,48,80,51,45,49,59,68,30,74,43,53,35,61,82,35,61,40,35,64,29,65,80,40
2020년08월_여_100세 이상,106,4,3,6,3,5,8,4,4,3,3,1,10,2,9,1,1,3,4,6,0,1,3,6,2,3,5,4,2
2020년09월_계_총인구수,"432,525","5,042","6,959","4,998","3,283","8,062","11,881","38,136","19,654","12,605","13,688","23,447","10,801","6,064","19,076","16,601","16,389","8,019","16,628","14,035","14,516","30,591","14,244","11,513","12,865","2,697","22,622","38,239","29,870"
2020년09월_계_연령구간인구수,"432,525","5,042","6,959","4,998","3,283","8,062","11,881","38,136","19,654","12,605","13,688","23,447","10,801","6,064","19,076","16,601","16,389","8,019","16,628","14,035","14,516","30,591","14,244","11,513","12,865","2,697","22,622","38,239","29,870"
2020년09월_계_0~9세,"34,150",226,285,269,84,574,460,"2,633","1,814",600,944,"2,237",418,552,"1,468","1,139","1,174",328,958,491,"1,024","2,474","1,241",679,523,75,"2,740","4,037","4,703"
2020년09월_계_10~19세,"43,459",200,482,328,126,571,728,"3,843","2,282",961,"1,476","2,348",695,532,"1,508","1,977","1,533",662,"1,422",876,"1,725","4,732","1,749","1,093",838,147,"2,572","4,220","3,833"
2020년09월_계_20~29세,"62,934",996,"1,375",900,507,947,"2,207","7,111","2,615","1,839","2,068","3,089","1,368",749,"2,366","2,502","2,630","1,130","2,372","1,690","2,393","4,812","2,026","1,916","1,974",256,"2,821","5,212","3,063"
2020년09월_계_30~39세,"56,188",961,786,723,404,"1,141","1,707","4,638","2,341","1,403","1,584","3,596","1,009",838,"2,666","1,692","2,068",827,"1,892","1,339","1,730","2,989","1,729","1,270","1,498",222,"3,624","6,064","5,447"
2020년09월_계_40~49세,"68,096",612,918,717,419,"1,184","1,613","5,633","3,153","1,730","1,964","3,820","1,333",967,"2,704","2,565","2,483","1,053","2,272","1,680","2,479","5,863","2,347","1,718","1,624",257,"4,045","6,682","6,261"
2020년09월_계_50~59세,"72,210",702,977,730,580,"1,259","1,919","6,629","3,155","2,217","2,482","3,813","1,866",924,"3,198","3,069","2,682","1,411","2,997","2,700","2,691","5,586","2,467","2,207","2,553",559,"3,352","5,851","3,634"
2020년09월_계_60~69세,"52,625",690,"1,024",653,578,"1,197","1,643","4,384","2,592","2,081","1,884","2,685","2,073",755,"2,750","2,150","2,043","1,296","2,618","2,739","1,456","2,269","1,537","1,513","2,118",556,"1,925","3,582","1,834"
2020년09월_계_70~79세,"29,153",451,736,476,384,873,"1,093","2,323","1,231","1,245",857,"1,330","1,380",512,"1,628","1,022","1,197",920,"1,487","1,636",707,"1,169",737,790,"1,103",377,982,"1,752",755
2020년09월_계_80~89세,"11,910",174,335,180,158,268,443,836,401,474,369,451,566,201,683,426,507,339,533,778,268,610,358,279,559,208,481,733,292
2020년09월_계_90~99세,"1,682",24,38,16,39,43,59,102,66,52,56,76,80,32,95,58,71,50,73,100,43,84,50,42,73,37,75,102,46
2020년09월_계_100세 이상,118,6,3,6,4,5,9,4,4,3,4,2,13,2,10,1,1,3,4,6,0,3,3,6,2,3,5,4,2
2020년09월_남_총인구수,"214,717","2,593","3,552","2,616","1,749","3,980","6,222","19,024","9,454","6,355","6,593","11,590","5,252","3,013","9,371","8,118","7,794","4,015","8,242","6,740","7,494","14,969","6,992","5,816","6,326","1,403","11,405","19,246","14,793"
2020년09월_남_연령구간인구수,"214,717","2,593","3,552","2,616","1,749","3,980","6,222","19,024","9,454","6,355","6,593","11,590","5,252","3,013","9,371","8,118","7,794","4,015","8,242","6,740","7,494","14,969","6,992","5,816","6,326","1,403","11,405","19,246","14,793"
2020년09월_남_0~9세,"17,420",101,144,142,46,301,229,"1,351",913,277,469,"1,156",214,279,717,555,587,185,473,241,547,"1,298",633,333,251,35,"1,409","2,111","2,423"
2020년09월_남_10~19세,"22,937",111,243,179,60,299,376,"2,049","1,164",491,795,"1,260",379,265,822,"1,032",783,336,748,453,963,"2,560",955,579,468,90,"1,345","2,152","1,980"
2020년09월_남_20~29세,"33,141",440,707,469,237,486,"1,126","3,754","1,344",979,"1,119","1,644",701,400,"1,260","1,335","1,349",613,"1,248",878,"1,329","2,571","1,116","1,027","1,055",147,"1,483","2,728","1,596"
2020년09월_남_30~39세,"29,197",523,466,416,245,571,999,"2,476","1,098",796,805,"1,824",556,435,"1,385",859,"1,086",456,"1,032",733,905,"1,419",867,676,825,130,"1,851","3,168","2,595"
2020년09월_남_40~49세,"34,100",372,491,423,264,626,949,"2,767","1,446",911,902,"1,931",725,502,"1,420","1,205","1,209",559,"1,161",888,"1,208","2,546","1,070",873,844,157,"2,029","3,422","3,200"
2020년09월_남_50~59세,"35,289",394,499,401,339,631,"1,042","3,147","1,489","1,132","1,115","1,775",933,493,"1,518","1,438","1,212",696,"1,436","1,328","1,384","2,771","1,127","1,113","1,200",312,"1,735","2,880","1,749"
2020년09월_남_60~69세,"25,088",366,505,306,305,538,811,"2,073","1,212",970,873,"1,205",948,338,"1,276","1,059",903,570,"1,230","1,324",736,"1,123",764,761,"1,044",290,979,"1,746",833
2020년09월_남_70~79세,"13,025",205,327,200,177,405,501,"1,078",611,585,388,631,588,227,723,469,464,449,701,656,322,460,331,362,475,165,433,774,318
2020년09월_남_80~89세,"4,172",73,154,76,66,114,177,308,165,204,118,145,193,70,231,153,184,137,201,220,93,195,120,84,155,70,130,244,92
2020년09월_남_90~99세,336,6,15,4,9,9,12,21,12,10,8,18,12,4,18,13,17,14,12,19,7,24,9,8,9,7,11,21,7
2020년09월_남_100세 이상,12,2,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020년09월_여_총인구수,"217,808","2,449","3,407","2,382","1,534","4,082","5,659","19,112","10,200","6,250","7,095","11,857","5,549","3,051","9,705","8,483","8,595","4,004","8,386","7,295","7,022","15,622","7,252","5,697","6,539","1,294","11,217","18,993","15,077"
2020년09월_여_연령구간인구수,"217,808","2,449","3,407","2,382","1,534","4,082","5,659","19,112","10,200","6,250","7,095","11,857","5,549","3,051","9,705","8,483","8,595","4,004","8,386","7,295","7,022","15,622","7,252","5,697","6,539","1,294","11,217","18,993","15,077"
2020년09월_여_0~9세,"16,730",125,141,127,38,273,231,"1,282",901,323,475,"1,081",204,273,751,584,587,143,485,250,477,"1,176",608,346,272,40,"1,331","1,926","2,280"
