카테고리,광주광역시 동구,광주광역시 동구 충장동,광주광역시 동구 동명동,광주광역시 동구 계림1동,광주광역시 동구 계림2동,광주광역시 동구 산수1동,광주광역시 동구 산수2동,광주광역시 동구 지산1동,광주광역시 동구 지산2동,광주광역시 동구 서남동,광주광역시 동구 학동,광주광역시 동구 학운동,광주광역시 동구 지원1동,광주광역시 동구 지원2동
2020년07월_여_10~19세,"3,456",81,99,116,353,321,418,156,175,77,301,457,327,575
2020년07월_여_20~29세,"6,920",645,310,346,423,580,661,388,391,388,611,680,485,"1,012"
2020년07월_여_30~39세,"5,979",254,150,275,473,555,545,215,206,166,607,559,523,"1,451"
2020년07월_여_40~49세,"6,490",194,240,314,637,603,656,288,304,135,551,812,533,"1,223"
2020년07월_여_50~59세,"7,783",306,249,454,574,718,949,305,380,210,641,"1,000",711,"1,286"
2020년07월_여_60~69세,"7,541",369,303,537,548,628,859,334,344,239,585,"1,108",671,"1,016"
2020년07월_여_70~79세,"5,671",226,302,398,505,531,645,259,278,194,457,854,448,574
2020년07월_여_80~89세,"2,643",97,120,186,214,249,287,118,147,89,192,441,202,301
2020년07월_여_90~99세,462,23,26,32,29,39,35,26,26,15,28,76,37,70
2020년07월_여_100세 이상,55,5,3,4,2,4,3,4,3,1,9,3,5,9
2020년08월_계_총인구수,"99,159","4,599","3,735","5,963","8,020","8,953","10,499","4,408","4,797","3,205","8,311","11,995","8,159","16,515"
2020년08월_계_연령구간인구수,"99,159","4,599","3,735","5,963","8,020","8,953","10,499","4,408","4,797","3,205","8,311","11,995","8,159","16,515"
2020년08월_계_0~9세,"6,602",75,104,174,746,566,610,217,221,86,786,653,561,"1,803"
2020년08월_계_10~19세,"7,179",149,220,259,749,671,850,338,397,135,575,966,663,"1,207"
2020년08월_계_20~29세,"14,228","1,070",646,781,943,"1,211","1,374",819,910,808,"1,160","1,440",980,"2,086"
2020년08월_계_30~39세,"12,457",617,364,642,930,"1,175","1,130",485,439,383,"1,184","1,129","1,065","2,914"
2020년08월_계_40~49세,"13,596",519,510,793,"1,226","1,305","1,377",598,649,347,"1,150","1,534","1,108","2,480"
2020년08월_계_50~59세,"15,389",688,519,"1,097","1,139","1,446","1,795",638,753,451,"1,247","1,878","1,339","2,399"
2020년08월_계_60~69세,"14,292",773,593,"1,115","1,006","1,205","1,622",612,640,466,"1,062","1,986","1,255","1,957"
2020년08월_계_70~79세,"10,134",484,500,734,856,908,"1,167",448,492,341,785,"1,511",817,"1,091"
2020년08월_계_80~89세,"4,581",187,241,319,379,408,520,214,255,166,313,783,316,480
2020년08월_계_90~99세,631,32,35,45,43,53,51,32,38,19,38,108,50,87
2020년08월_계_100세 이상,70,5,3,4,3,5,3,7,3,3,11,7,5,11
2020년08월_남_총인구수,"49,005","2,353","1,878","3,218","3,912","4,456","5,130","2,226","2,454","1,654","3,986","5,696","3,956","8,086"
2020년08월_남_연령구간인구수,"49,005","2,353","1,878","3,218","3,912","4,456","5,130","2,226","2,454","1,654","3,986","5,696","3,956","8,086"
2020년08월_남_0~9세,"3,442",39,49,84,403,294,307,137,123,44,422,328,301,911
2020년08월_남_10~19세,"3,730",68,116,142,399,356,436,178,225,62,273,515,335,625
2020년08월_남_20~29세,"7,295",423,337,440,517,626,708,428,519,411,558,756,497,"1,075"
2020년08월_남_30~39세,"6,499",358,208,367,460,619,586,273,230,222,587,574,546,"1,469"
2020년08월_남_40~49세,"7,109",323,267,486,587,708,719,311,348,212,599,730,575,"1,244"
2020년08월_남_50~59세,"7,612",384,271,642,568,731,853,324,371,243,609,873,629,"1,114"
2020년08월_남_60~69세,"6,742",398,291,576,456,573,754,281,296,228,475,892,583,939
2020년08월_남_70~79세,"4,468",263,206,335,345,379,521,192,216,150,332,654,363,512
2020년08월_남_80~89세,"1,922",88,123,135,162,155,230,93,114,75,121,336,113,177
2020년08월_남_90~99세,171,9,10,11,14,14,16,6,12,5,8,34,14,18
2020년08월_남_100세 이상,15,0,0,0,1,1,0,3,0,2,2,4,0,2
2020년08월_여_총인구수,"50,154","2,246","1,857","2,745","4,108","4,497","5,369","2,182","2,343","1,551","4,325","6,299","4,203","8,429"
2020년08월_여_연령구간인구수,"50,154","2,246","1,857","2,745","4,108","4,497","5,369","2,182","2,343","1,551","4,325","6,299","4,203","8,429"
2020년08월_여_0~9세,"3,160",36,55,90,343,272,303,80,98,42,364,325,260,892
2020년08월_여_10~19세,"3,449",81,104,117,350,315,414,160,172,73,302,451,328,582
2020년08월_여_20~29세,"6,933",647,309,341,426,585,666,391,391,397,602,684,483,"1,011"
2020년08월_여_30~39세,"5,958",259,156,275,470,556,544,212,209,161,597,555,519,"1,445"
2020년08월_여_40~49세,"6,487",196,243,307,639,597,658,287,301,135,551,804,533,"1,236"
2020년08월_여_50~59세,"7,777",304,248,455,571,715,942,314,382,208,638,"1,005",710,"1,285"
2020년08월_여_60~69세,"7,550",375,302,539,550,632,868,331,344,238,587,"1,094",672,"1,018"
2020년08월_여_70~79세,"5,666",221,294,399,511,529,646,256,276,191,453,857,454,579
2020년08월_여_80~89세,"2,659",99,118,184,217,253,290,121,141,91,192,447,203,303
2020년08월_여_90~99세,460,23,25,34,29,39,35,26,26,14,30,74,36,69
2020년08월_여_100세 이상,55,5,3,4,2,4,3,4,3,1,9,3,5,9
2020년09월_계_총인구수,"100,993","4,592","3,737","7,956","7,950","8,924","10,497","4,421","4,778","3,222","8,269","11,948","8,137","16,562"
2020년09월_계_연령구간인구수,"100,993","4,592","3,737","7,956","7,950","8,924","10,497","4,421","4,778","3,222","8,269","11,948","8,137","16,562"
2020년09월_계_0~9세,"6,906",75,101,499,734,563,596,216,220,80,786,655,563,"1,818"
2020년09월_계_10~19세,"7,257",155,216,405,730,658,851,334,389,138,569,958,652,"1,202"
2020년09월_계_20~29세,"14,548","1,075",666,"1,022",940,"1,220","1,383",842,928,832,"1,154","1,417",986,"2,083"
2020년09월_계_30~39세,"12,929",610,360,"1,156",921,"1,170","1,119",492,437,387,"1,187","1,114","1,064","2,912"
2020년09월_계_40~49세,"13,789",522,501,"1,069","1,215","1,277","1,375",586,632,340,"1,150","1,527","1,113","2,482"
2020년09월_계_50~59세,"15,523",671,517,"1,340","1,121","1,459","1,792",638,746,440,"1,227","1,859","1,311","2,402"
2020년09월_계_60~69세,"14,542",777,593,"1,276","1,007","1,201","1,634",613,642,473,"1,056","2,011","1,269","1,990"
2020년09월_계_70~79세,"10,179",484,503,802,843,916,"1,170",444,489,345,777,"1,503",813,"1,090"
2020년09월_계_80~89세,"4,617",186,242,333,393,402,525,216,255,164,316,790,313,482
2020년09월_계_90~99세,636,32,35,50,43,53,49,33,37,20,36,107,51,90
2020년09월_계_100세 이상,67,5,3,4,3,5,3,7,3,3,11,7,2,11
2020년09월_남_총인구수,"49,923","2,350","1,873","4,230","3,865","4,440","5,121","2,238","2,455","1,667","3,962","5,664","3,945","8,113"
2020년09월_남_연령구간인구수,"49,923","2,350","1,873","4,230","3,865","4,440","5,121","2,238","2,455","1,667","3,962","5,664","3,945","8,113"
2020년09월_남_0~9세,"3,591",39,48,251,396,292,300,135,122,41,418,328,300,921
2020년09월_남_10~19세,"3,770",74,115,217,383,352,433,174,223,65,268,515,329,622
2020년09월_남_20~29세,"7,462",423,343,562,511,631,715,449,533,423,555,740,503,"1,074"
2020년09월_남_30~39세,"6,743",351,204,647,457,614,575,275,229,225,588,562,544,"1,472"
2020년09월_남_40~49세,"7,210",327,260,618,585,693,719,304,342,208,604,729,578,"1,243"
2020년09월_남_50~59세,"7,648",379,271,763,553,735,848,323,364,239,595,855,610,"1,113"
2020년09월_남_60~69세,"6,888",402,293,649,456,574,764,285,302,232,475,906,592,958
2020년09월_남_70~79세,"4,485",258,206,373,339,382,519,190,214,152,328,652,361,511
2020년09월_남_80~89세,"1,939",88,123,139,169,151,233,94,115,75,121,339,114,178
2020년09월_남_90~99세,172,9,10,11,15,15,15,6,11,5,8,34,14,19
2020년09월_남_100세 이상,15,0,0,0,1,1,0,3,0,2,2,4,0,2
2020년09월_여_총인구수,"51,070","2,242","1,864","3,726","4,085","4,484","5,376","2,183","2,323","1,555","4,307","6,284","4,192","8,449"
2020년09월_여_연령구간인구수,"51,070","2,242","1,864","3,726","4,085","4,484","5,376","2,183","2,323","1,555","4,307","6,284","4,192","8,449"
2020년09월_여_0~9세,"3,315",36,53,248,338,271,296,81,98,39,368,327,263,897
2020년09월_여_10~19세,"3,487",81,101,188,347,306,418,160,166,73,301,443,323,580
2020년09월_여_20~29세,"7,086",652,323,460,429,589,668,393,395,409,599,677,483,"1,009"
2020년09월_여_30~39세,"6,186",259,156,509,464,556,544,217,208,162,599,552,520,"1,440"
2020년09월_여_40~49세,"6,579",195,241,451,630,584,656,282,290,132,546,798,535,"1,239"
2020년09월_여_50~59세,"7,875",292,246,577,568,724,944,315,382,201,632,"1,004",701,"1,289"
2020년09월_여_60~69세,"7,654",375,300,627,551,627,870,328,340,241,581,"1,105",677,"1,032"
2020년09월_여_70~79세,"5,694",226,297,429,504,534,651,254,275,193,449,851,452,579
2020년09월_여_80~89세,"2,678",98,119,194,224,251,292,122,140,89,195,451,199,304
2020년09월_여_90~99세,464,23,25,39,28,38,34,27,26,15,28,73,37,71
2020년09월_여_100세 이상,52,5,3,4,2,4,3,4,3,1,9,3,2,9
2020년10월_계_총인구수,"102,151","4,583","3,757","9,430","7,915","8,891","10,459","4,386","4,767","3,209","8,220","11,934","8,064","16,536"
2020년10월_계_연령구간인구수,"102,151","4,583","3,757","9,430","7,915","8,891","10,459","4,386","4,767","3,209","8,220","11,934","8,064","16,536"
2020년10월_계_0~9세,"7,078",75,91,730,728,568,602,204,215,80,773,652,545,"1,815"
2020년10월_계_10~19세,"7,286",152,207,518,713,639,841,336,388,136,565,952,650,"1,189"
2020년10월_계_20~29세,"14,714","1,082",681,"1,199",934,"1,204","1,371",838,925,839,"1,160","1,424",973,"2,084"
2020년10월_계_30~39세,"13,264",605,376,"1,539",922,"1,179","1,113",487,432,384,"1,167","1,108","1,050","2,902"
2020년10월_계_40~49세,"13,930",517,505,"1,285","1,200","1,264","1,374",580,629,336,"1,138","1,518","1,100","2,484"
2020년10월_계_50~59세,"15,630",662,516,"1,520","1,129","1,458","1,774",627,748,436,"1,218","1,859","1,299","2,384"
2020년10월_계_60~69세,"14,658",774,590,"1,385","1,010","1,207","1,633",612,641,469,"1,051","2,010","1,273","2,003"
2020년10월_계_70~79세,"10,247",493,511,851,843,904,"1,178",448,487,341,783,"1,504",808,"1,096"
2020년10월_계_80~89세,"4,639",187,241,346,391,411,521,214,262,165,315,794,313,479
2020년10월_계_90~99세,638,31,36,53,42,52,49,33,37,20,39,106,51,89
2020년10월_계_100세 이상,67,5,3,4,3,5,3,7,3,3,11,7,2,11
2020년10월_남_총인구수,"50,495","2,350","1,875","4,976","3,852","4,424","5,099","2,223","2,449","1,662","3,927","5,663","3,906","8,089"
2020년10월_남_연령구간인구수,"50,495","2,350","1,875","4,976","3,852","4,424","5,099","2,223","2,449","1,662","3,927","5,663","3,906","8,089"
2020년10월_남_0~9세,"3,686",41,46,377,391,293,303,129,119,41,412,323,293,918
2020년10월_남_10~19세,"3,794",72,112,277,379,343,432,175,226,64,260,516,328,610
2020년10월_남_20~29세,"7,524",428,338,654,507,627,706,446,526,425,556,745,494,"1,072"
2020년10월_남_30~39세,"6,930",347,216,855,458,617,569,275,227,225,578,563,536,"1,464"
2020년10월_남_40~49세,"7,278",327,262,717,582,682,718,302,342,206,598,724,572,"1,246"
2020년10월_남_50~59세,"7,703",378,272,848,552,732,845,318,367,241,589,857,602,"1,102"
2020년10월_남_60~69세,"6,923",398,286,695,460,584,756,283,302,224,471,906,594,964
2020년10월_남_70~79세,"4,531",263,211,401,337,377,525,194,212,154,330,656,358,513
2020년10월_남_80~89세,"1,937",88,121,140,170,153,230,92,117,75,121,336,115,179
2020년10월_남_90~99세,174,8,11,12,15,15,15,6,11,5,10,33,14,19
2020년10월_남_100세 이상,15,0,0,0,1,1,0,3,0,2,2,4,0,2
2020년10월_여_총인구수,"51,656","2,233","1,882","4,454","4,063","4,467","5,360","2,163","2,318","1,547","4,293","6,271","4,158","8,447"
2020년10월_여_연령구간인구수,"51,656","2,233","1,882","4,454","4,063","4,467","5,360","2,163","2,318","1,547","4,293","6,271","4,158","8,447"
2020년10월_여_0~9세,"3,392",34,45,353,337,275,299,75,96,39,361,329,252,897
2020년10월_여_10~19세,"3,492",80,95,241,334,296,409,161,162,72,305,436,322,579
2020년10월_여_20~29세,"7,190",654,343,545,427,577,665,392,399,414,604,679,479,"1,012"
2020년10월_여_30~39세,"6,334",258,160,684,464,562,544,212,205,159,589,545,514,"1,438"
2020년10월_여_40~49세,"6,652",190,243,568,618,582,656,278,287,130,540,794,528,"1,238"
2020년10월_여_50~59세,"7,927",284,244,672,577,726,929,309,381,195,629,"1,002",697,"1,282"
2020년10월_여_60~69세,"7,735",376,304,690,550,623,877,329,339,245,580,"1,104",679,"1,039"
2020년10월_여_70~79세,"5,716",230,300,450,506,527,653,254,275,187,453,848,450,583
2020년10월_여_80~89세,"2,702",99,120,206,221,258,291,122,145,90,194,458,198,300
2020년10월_여_90~99세,464,23,25,41,27,37,34,27,26,15,29,73,37,70
2020년10월_여_100세 이상,52,5,3,4,2,4,3,4,3,1,9,3,2,9
2020년11월_계_총인구수,"102,645","4,545","3,819","10,066","7,867","8,866","10,419","4,378","4,759","3,224","8,197","11,919","8,033","16,553"
2020년11월_계_연령구간인구수,"102,645","4,545","3,819","10,066","7,867","8,866","10,419","4,378","4,759","3,224","8,197","11,919","8,033","16,553"
2020년11월_계_0~9세,"7,125",70,92,809,723,560,603,193,213,77,782,646,546,"1,811"
2020년11월_계_10~19세,"7,309",151,209,562,703,636,830,337,389,138,552,954,643,"1,205"
2020년11월_계_20~29세,"14,799","1,079",715,"1,286",931,"1,201","1,346",846,927,861,"1,163","1,411",966,"2,067"
2020년11월_계_30~39세,"13,363",595,402,"1,685",918,"1,169","1,106",484,430,380,"1,159","1,095","1,040","2,900"
2020년11월_계_40~49세,"14,005",523,508,"1,389","1,193","1,254","1,368",584,620,343,"1,139","1,517","1,092","2,475"
2020년11월_계_50~59세,"15,686",653,513,"1,595","1,125","1,465","1,767",626,748,434,"1,215","1,856","1,303","2,386"
2020년11월_계_60~69세,"14,715",770,586,"1,444","1,002","1,209","1,643",615,638,468,"1,037","2,018","1,268","2,017"
2020년11월_계_70~79세,"10,281",480,511,889,838,899,"1,180",446,486,337,785,"1,508",811,"1,111"
2020년11월_계_80~89세,"4,653",189,242,350,389,415,524,208,267,162,315,800,312,480
2020년11월_계_90~99세,642,30,38,53,42,53,49,32,38,21,39,107,50,90
2020년11월_계_100세 이상,67,5,3,4,3,5,3,7,3,3,11,7,2,11
2020년11월_남_총인구수,"50,705","2,327","1,895","5,301","3,819","4,409","5,073","2,224","2,444","1,670","3,918","5,654","3,888","8,083"
2020년11월_남_연령구간인구수,"50,705","2,327","1,895","5,301","3,819","4,409","5,073","2,224","2,444","1,670","3,918","5,654","3,888","8,083"
2020년11월_남_0~9세,"3,694",38,46,417,377,290,305,123,118,39,416,320,293,912
2020년11월_남_10~19세,"3,814",74,111,296,375,342,428,178,226,63,262,517,324,618
2020년11월_남_20~29세,"7,539",420,346,702,508,617,688,452,528,435,552,740,492,"1,059"
2020년11월_남_30~39세,"6,981",337,228,928,459,619,566,276,227,227,577,553,530,"1,454"
2020년11월_남_40~49세,"7,305",331,263,766,573,678,713,303,333,209,597,724,570,"1,245"
2020년11월_남_50~59세,"7,737",375,273,891,550,732,845,316,366,238,585,857,601,"1,108"
2020년11월_남_60~69세,"6,953",399,283,726,456,585,758,285,303,226,467,907,589,969
2020년11월_남_70~79세,"4,538",256,212,421,335,378,524,191,211,151,329,657,359,514
2020년11월_남_80~89세,"1,951",88,122,142,171,152,231,91,120,74,121,340,116,183
2020년11월_남_90~99세,178,9,11,12,14,15,15,6,12,6,10,35,14,19
2020년11월_남_100세 이상,15,0,0,0,1,1,0,3,0,2,2,4,0,2
2020년11월_여_총인구수,"51,940","2,218","1,924","4,765","4,048","4,457","5,346","2,154","2,315","1,554","4,279","6,265","4,145","8,470"
2020년11월_여_연령구간인구수,"51,940","2,218","1,924","4,765","4,048","4,457","5,346","2,154","2,315","1,554","4,279","6,265","4,145","8,470"
2020년11월_여_0~9세,"3,431",32,46,392,346,270,298,70,95,38,366,326,253,899
2020년11월_여_10~19세,"3,495",77,98,266,328,294,402,159,163,75,290,437,319,587
2020년11월_여_20~29세,"7,260",659,369,584,423,584,658,394,399,426,611,671,474,"1,008"
2020년11월_여_30~39세,"6,382",258,174,757,459,550,540,208,203,153,582,542,510,"1,446"
2020년11월_여_40~49세,"6,700",192,245,623,620,576,655,281,287,134,542,793,522,"1,230"
2020년11월_여_50~59세,"7,949",278,240,704,575,733,922,310,382,196,630,999,702,"1,278"
2020년11월_여_60~69세,"7,762",371,303,718,546,624,885,330,335,242,570,"1,111",679,"1,048"
2020년11월_여_70~79세,"5,743",224,299,468,503,521,656,255,275,186,456,851,452,597
2020년11월_여_80~89세,"2,702",101,120,208,218,263,293,117,147,88,194,460,196,297
2020년11월_여_90~99세,464,21,27,41,28,38,34,26,26,15,29,72,36,71
2020년11월_여_100세 이상,52,5,3,4,2,4,3,4,3,1,9,3,2,9
2020년12월_계_총인구수,"102,897","4,546","3,873","10,323","7,859","8,850","10,401","4,412","4,745","3,230","8,167","11,897","8,000","16,594"
2020년12월_계_연령구간인구수,"102,897","4,546","3,873","10,323","7,859","8,850","10,401","4,412","4,745","3,230","8,167","11,897","8,000","16,594"
2020년12월_계_0~9세,"7,173",64,95,853,732,550,602,199,209,80,770,641,536,"1,842"
2020년12월_계_10~19세,"7,324",151,212,587,698,635,828,340,386,138,554,947,650,"1,198"
2020년12월_계_20~29세,"14,836","1,089",741,"1,305",921,"1,212","1,337",868,926,871,"1,163","1,411",953,"2,039"
2020년12월_계_30~39세,"13,416",595,415,"1,749",929,"1,156","1,090",488,435,380,"1,151","1,092","1,021","2,915"
2020년12월_계_40~49세,"14,000",517,511,"1,430","1,185","1,256","1,358",575,615,341,"1,134","1,504","1,091","2,483"
2020년12월_계_50~59세,"15,665",653,509,"1,636","1,115","1,448","1,770",628,746,430,"1,203","1,848","1,296","2,383"
2020년12월_계_60~69세,"14,773",763,588,"1,462","1,002","1,218","1,664",617,629,470,"1,038","2,028","1,270","2,024"
2020년12월_계_70~79세,"10,296",489,517,891,835,894,"1,176",447,491,333,780,"1,510",817,"1,116"
2020년12월_계_80~89세,"4,695",190,244,351,396,421,524,212,265,162,324,802,314,490
2020년12월_계_90~99세,652,30,38,55,43,55,49,32,40,22,39,107,50,92
2020년12월_계_100세 이상,67,5,3,4,3,5,3,6,3,3,11,7,2,12
2020년12월_남_총인구수,"50,810","2,314","1,928","5,406","3,817","4,409","5,070","2,230","2,444","1,681","3,900","5,642","3,875","8,094"
2020년12월_남_연령구간인구수,"50,810","2,314","1,928","5,406","3,817","4,409","5,070","2,230","2,444","1,681","3,900","5,642","3,875","8,094"
2020년12월_남_0~9세,"3,711",36,46,443,385,282,304,126,118,40,407,317,289,918
2020년12월_남_10~19세,"3,813",71,112,311,367,344,428,176,223,66,260,508,333,614
2020년12월_남_20~29세,"7,585",418,365,702,509,632,684,457,531,447,555,744,484,"1,057"
2020년12월_남_30~39세,"7,000",336,240,954,463,614,558,279,230,228,573,547,523,"1,455"
2020년12월_남_40~49세,"7,305",326,269,789,566,674,713,300,328,207,594,721,567,"1,251"
2020년12월_남_50~59세,"7,709",373,265,908,546,723,840,317,369,236,581,848,594,"1,109"
2020년12월_남_60~69세,"6,981",398,284,724,459,585,771,283,303,227,468,917,593,969
2020년12월_남_70~79세,"4,544",259,213,424,334,383,525,189,208,147,326,658,363,515
2020년12월_남_80~89세,"1,961",88,123,139,172,155,230,94,121,74,123,343,115,184
2020년12월_남_90~99세,185,9,11,12,15,16,17,6,13,7,11,35,14,19
2020년12월_남_100세 이상,16,0,0,0,1,1,0,3,0,2,2,4,0,3
2020년12월_여_총인구수,"52,087","2,232","1,945","4,917","4,042","4,441","5,331","2,182","2,301","1,549","4,267","6,255","4,125","8,500"
2020년12월_여_연령구간인구수,"52,087","2,232","1,945","4,917","4,042","4,441","5,331","2,182","2,301","1,549","4,267","6,255","4,125","8,500"
2020년12월_여_0~9세,"3,462",28,49,410,347,268,298,73,91,40,363,324,247,924
2020년12월_여_10~19세,"3,511",80,100,276,331,291,400,164,163,72,294,439,317,584
2020년12월_여_20~29세,"7,251",671,376,603,412,580,653,411,395,424,608,667,469,982
2020년12월_여_30~39세,"6,416",259,175,795,466,542,532,209,205,152,578,545,498,"1,460"
2020년12월_여_40~49세,"6,695",191,242,641,619,582,645,275,287,134,540,783,524,"1,232"
2020년12월_여_50~59세,"7,956",280,244,728,569,725,930,311,377,194,622,"1,000",702,"1,274"
2020년12월_여_60~69세,"7,792",365,304,738,543,633,893,334,326,243,570,"1,111",677,"1,055"
2020년12월_여_70~79세,"5,752",230,304,467,501,511,651,258,283,186,454,852,454,601
2020년12월_여_80~89세,"2,734",102,121,212,224,266,294,118,144,88,201,459,199,306
2020년12월_여_90~99세,467,21,27,43,28,39,32,26,27,15,28,72,36,73
2020년12월_여_100세 이상,51,5,3,4,2,4,3,3,3,1,9,3,2,9
2021년01월_계_총인구수,"102,877","4,542","3,875","10,478","7,833","8,836","10,398","4,391","4,743","3,226","8,097","11,859","7,990","16,609"
2021년01월_계_연령구간인구수,"102,877","4,542","3,875","10,478","7,833","8,836","10,398","4,391","4,743","3,226","8,097","11,859","7,990","16,609"
2021년01월_계_0~9세,"7,153",66,92,869,723,550,600,195,212,79,756,630,545,"1,836"
2021년01월_계_10~19세,"7,301",150,216,604,694,625,830,332,384,133,550,932,647,"1,204"
2021년01월_계_20~29세,"14,850","1,096",738,"1,328",914,"1,212","1,344",873,929,873,"1,137","1,410",944,"2,052"
2021년01월_계_30~39세,"13,384",604,425,"1,780",933,"1,151","1,081",478,428,382,"1,144","1,085","1,011","2,882"
2021년01월_계_40~49세,"13,960",507,505,"1,452","1,169","1,237","1,359",569,611,338,"1,127","1,491","1,100","2,495"
2021년01월_계_50~59세,"15,664",650,513,"1,656","1,110","1,443","1,766",629,754,426,"1,207","1,847","1,283","2,380"
2021년01월_계_60~69세,"14,809",759,580,"1,462","1,001","1,235","1,677",615,626,473,"1,025","2,029","1,277","2,050"
2021년01월_계_70~79세,"10,298",487,523,913,831,892,"1,165",446,487,336,776,"1,511",815,"1,116"
2021년01월_계_80~89세,"4,736",188,244,352,410,429,524,214,268,161,327,806,318,495
2021년01월_계_90~99세,653,30,37,58,45,56,49,34,40,22,37,109,48,88
2021년01월_계_100세 이상,69,5,2,4,3,6,3,6,4,3,11,9,2,11
2021년01월_남_총인구수,"50,789","2,307","1,925","5,476","3,793","4,398","5,081","2,226","2,444","1,687","3,873","5,625","3,872","8,082"
2021년01월_남_연령구간인구수,"50,789","2,307","1,925","5,476","3,793","4,398","5,081","2,226","2,444","1,687","3,873","5,625","3,872","8,082"
2021년01월_남_0~9세,"3,702",36,44,449,378,283,306,122,124,40,400,311,292,917
2021년01월_남_10~19세,"3,784",71,113,315,365,335,428,173,221,62,261,499,332,609
2021년01월_남_20~29세,"7,612",425,363,716,501,634,692,463,527,455,542,745,483,"1,066"
2021년01월_남_30~39세,"6,982",337,249,979,466,612,559,274,225,227,571,544,515,"1,424"
2021년01월_남_40~49세,"7,270",319,263,793,559,665,706,299,322,209,593,717,570,"1,255"
2021년01월_남_50~59세,"7,724",372,266,917,540,722,845,318,379,235,579,849,595,"1,107"
2021년01월_남_60~69세,"6,988",395,278,721,459,589,781,282,303,227,465,915,594,979
2021년01월_남_70~79세,"4,552",257,217,436,330,381,521,190,207,149,324,661,361,518
2021년01월_남_80~89세,"1,975",86,122,137,179,161,226,96,122,74,126,344,116,186
2021년01월_남_90~99세,183,9,10,13,15,15,17,6,13,7,10,36,14,18
2021년01월_남_100세 이상,17,0,0,0,1,1,0,3,1,2,2,4,0,3
2021년01월_여_총인구수,"52,088","2,235","1,950","5,002","4,040","4,438","5,317","2,165","2,299","1,539","4,224","6,234","4,118","8,527"
2021년01월_여_연령구간인구수,"52,088","2,235","1,950","5,002","4,040","4,438","5,317","2,165","2,299","1,539","4,224","6,234","4,118","8,527"
2021년01월_여_0~9세,"3,451",30,48,420,345,267,294,73,88,39,356,319,253,919
2021년01월_여_10~19세,"3,517",79,103,289,329,290,402,159,163,71,289,433,315,595
2021년01월_여_20~29세,"7,238",671,375,612,413,578,652,410,402,418,595,665,461,986
2021년01월_여_30~39세,"6,402",267,176,801,467,539,522,204,203,155,573,541,496,"1,458"
2021년01월_여_40~49세,"6,690",188,242,659,610,572,653,270,289,129,534,774,530,"1,240"
2021년01월_여_50~59세,"7,940",278,247,739,570,721,921,311,375,191,628,998,688,"1,273"
2021년01월_여_60~69세,"7,821",364,302,741,542,646,896,333,323,246,560,"1,114",683,"1,071"
2021년01월_여_70~79세,"5,746",230,306,477,501,511,644,256,280,187,452,850,454,598
2021년01월_여_80~89세,"2,761",102,122,215,231,268,298,118,146,87,201,462,202,309
2021년01월_여_90~99세,470,21,27,45,30,41,32,28,27,15,27,73,34,70
2021년01월_여_100세 이상,52,5,2,4,2,5,3,3,3,1,9,5,2,8
2021년02월_계_총인구수,"102,745","4,557","3,883","10,544","7,845","8,822","10,399","4,372","4,697","3,191","8,055","11,855","7,943","16,582"
2021년02월_계_연령구간인구수,"102,745","4,557","3,883","10,544","7,845","8,822","10,399","4,372","4,697","3,191","8,055","11,855","7,943","16,582"
2021년02월_계_0~9세,"7,134",65,88,886,727,541,606,185,206,83,750,628,543,"1,826"
2021년02월_계_10~19세,"7,292",144,211,613,700,630,819,330,375,136,560,935,638,"1,201"
2021년02월_계_20~29세,"14,746","1,106",759,"1,338",898,"1,199","1,342",877,911,848,"1,110","1,392",934,"2,032"
2021년02월_계_30~39세,"13,329",613,422,"1,787",935,"1,143","1,072",472,426,381,"1,130","1,089",996,"2,863"
2021년02월_계_40~49세,"13,999",506,496,"1,458","1,179","1,237","1,369",571,608,342,"1,132","1,500","1,090","2,511"
2021년02월_계_50~59세,"15,627",659,518,"1,665","1,104","1,452","1,753",626,748,415,"1,194","1,842","1,268","2,383"
2021년02월_계_60~69세,"14,844",757,583,"1,469","1,012","1,233","1,684",610,626,470,"1,022","2,037","1,284","2,057"
2021년02월_계_70~79세,"10,308",483,519,917,832,898,"1,165",449,487,336,780,"1,511",817,"1,114"
2021년02월_계_80~89세,"4,743",189,248,351,410,426,536,214,267,156,328,802,320,496
2021년02월_계_90~99세,653,30,37,55,45,57,50,32,39,21,38,110,51,88
2021년02월_계_100세 이상,70,5,2,5,3,6,3,6,4,3,11,9,2,11
2021년02월_남_총인구수,"50,674","2,320","1,924","5,498","3,794","4,382","5,070","2,219","2,421","1,670","3,857","5,619","3,840","8,060"
2021년02월_남_연령구간인구수,"50,674","2,320","1,924","5,498","3,794","4,382","5,070","2,219","2,421","1,670","3,857","5,619","3,840","8,060"
2021년02월_남_0~9세,"3,680",37,41,453,375,276,308,116,121,42,397,313,290,911
2021년02월_남_10~19세,"3,763",65,108,322,370,334,421,173,212,61,267,497,327,606
2021년02월_남_20~29세,"7,562",431,378,715,491,631,691,467,515,447,537,732,473,"1,054"
2021년02월_남_30~39세,"6,928",341,244,975,467,602,550,269,229,224,557,553,508,"1,409"
2021년02월_남_40~49세,"7,285",316,259,793,566,661,713,305,318,206,598,719,562,"1,269"
2021년02월_남_50~59세,"7,706",380,265,920,539,734,836,315,377,232,572,845,589,"1,102"
2021년02월_남_60~69세,"7,013",399,281,730,463,584,782,277,305,225,465,921,595,986
