카테고리,충청남도 태안군,충청남도 태안군 태안읍,충청남도 태안군 안면읍,충청남도 태안군 고남면,충청남도 태안군 남면,충청남도 태안군 근흥면,충청남도 태안군 소원면,충청남도 태안군 원북면,충청남도 태안군 이원면
2020년10월_계_50~59세,"10,895","4,976","1,551",451,764,"1,006",990,779,378
2020년10월_계_60~69세,"11,954","4,249","1,914",547,999,"1,379","1,326","1,003",537
2020년10월_계_70~79세,"8,791","2,876","1,417",445,739,"1,005","1,050",804,455
2020년10월_계_80~89세,"4,495","1,351",603,254,407,515,586,483,296
2020년10월_계_90~99세,616,166,99,26,61,76,75,71,42
2020년10월_계_100세 이상,26,5,11,0,2,3,1,2,2
2020년10월_남_총인구수,"31,429","14,914","4,317","1,152","2,229","2,760","2,652","2,249","1,156"
2020년10월_남_연령구간인구수,"31,429","14,914","4,317","1,152","2,229","2,760","2,652","2,249","1,156"
2020년10월_남_0~9세,"1,535","1,097",162,26,54,52,54,64,26
2020년10월_남_10~19세,"2,348","1,520",319,56,94,116,101,90,52
2020년10월_남_20~29세,"2,965","1,715",344,58,283,176,143,183,63
2020년10월_남_30~39세,"2,882","1,764",308,69,140,207,145,173,76
2020년10월_남_40~49세,"4,370","2,391",570,150,254,307,337,236,125
2020년10월_남_50~59세,"5,729","2,543",826,246,399,550,526,420,219
2020년10월_남_60~69세,"5,748","2,037",889,261,493,662,642,497,267
2020년10월_남_70~79세,"4,131","1,348",664,196,351,475,485,395,217
2020년10월_남_80~89세,"1,591",459,213,86,145,200,206,176,106
2020년10월_남_90~99세,125,40,20,4,14,15,13,14,5
2020년10월_남_100세 이상,5,0,2,0,2,0,0,1,0
2020년10월_여_총인구수,"30,961","14,632","4,378","1,243","2,093","2,619","2,708","2,160","1,128"
2020년10월_여_연령구간인구수,"30,961","14,632","4,378","1,243","2,093","2,619","2,708","2,160","1,128"
2020년10월_여_0~9세,"1,600","1,129",163,43,67,67,51,58,22
2020년10월_여_10~19세,"2,162","1,417",278,75,78,84,93,88,49
2020년10월_여_20~29세,"2,096","1,274",252,39,131,110,116,118,56
2020년10월_여_30~39세,"2,285","1,500",253,61,108,108,108,100,47
2020년10월_여_40~49세,"3,370","2,116",451,95,141,168,184,157,58
2020년10월_여_50~59세,"5,166","2,433",725,205,365,456,464,359,159
2020년10월_여_60~69세,"6,206","2,212","1,025",286,506,717,684,506,270
2020년10월_여_70~79세,"4,660","1,528",753,249,388,530,565,409,238
2020년10월_여_80~89세,"2,904",892,390,168,262,315,380,307,190
2020년10월_여_90~99세,491,126,79,22,47,61,62,57,37
2020년10월_여_100세 이상,21,5,9,0,0,3,1,1,2
2020년11월_계_총인구수,"62,346","29,533","8,683","2,391","4,320","5,364","5,360","4,412","2,283"
2020년11월_계_연령구간인구수,"62,346","29,533","8,683","2,391","4,320","5,364","5,360","4,412","2,283"
2020년11월_계_0~9세,"3,116","2,213",320,69,119,120,104,125,46
2020년11월_계_10~19세,"4,490","2,935",592,132,171,197,191,173,99
2020년11월_계_20~29세,"5,053","2,977",589,96,424,284,257,307,119
2020년11월_계_30~39세,"5,136","3,247",564,127,242,311,253,270,122
2020년11월_계_40~49세,"7,706","4,491","1,012",245,397,468,513,396,184
2020년11월_계_50~59세,"10,907","4,986","1,558",447,755,"1,009",999,777,376
2020년11월_계_60~69세,"11,993","4,271","1,914",549,"1,007","1,369","1,334","1,009",540
2020년11월_계_70~79세,"8,812","2,895","1,421",446,735,"1,013","1,045",801,456
2020년11월_계_80~89세,"4,493","1,350",603,254,408,513,590,478,297
2020년11월_계_90~99세,614,163,99,26,60,77,73,74,42
2020년11월_계_100세 이상,26,5,11,0,2,3,1,2,2
2020년11월_남_총인구수,"31,428","14,915","4,315","1,147","2,241","2,752","2,651","2,251","1,156"
2020년11월_남_연령구간인구수,"31,428","14,915","4,315","1,147","2,241","2,752","2,651","2,251","1,156"
2020년11월_남_0~9세,"1,533","1,096",161,26,55,53,52,65,25
2020년11월_남_10~19세,"2,338","1,524",314,57,94,113,99,85,52
2020년11월_남_20~29세,"2,973","1,717",342,57,291,172,144,188,62
2020년11월_남_30~39세,"2,868","1,752",311,67,141,205,144,171,77
2020년11월_남_40~49세,"4,345","2,376",569,149,254,304,330,236,127
2020년11월_남_50~59세,"5,745","2,553",827,242,397,554,533,422,217
2020년11월_남_60~69세,"5,762","2,045",886,264,499,656,647,499,266
2020년11월_남_70~79세,"4,142","1,356",667,195,348,479,483,396,218
2020년11월_남_80~89세,"1,592",457,216,86,146,199,208,173,107
2020년11월_남_90~99세,125,39,20,4,14,17,11,15,5
2020년11월_남_100세 이상,5,0,2,0,2,0,0,1,0
2020년11월_여_총인구수,"30,918","14,618","4,368","1,244","2,079","2,612","2,709","2,161","1,127"
2020년11월_여_연령구간인구수,"30,918","14,618","4,368","1,244","2,079","2,612","2,709","2,161","1,127"
2020년11월_여_0~9세,"1,583","1,117",159,43,64,67,52,60,21
2020년11월_여_10~19세,"2,152","1,411",278,75,77,84,92,88,47
2020년11월_여_20~29세,"2,080","1,260",247,39,133,112,113,119,57
2020년11월_여_30~39세,"2,268","1,495",253,60,101,106,109,99,45
2020년11월_여_40~49세,"3,361","2,115",443,96,143,164,183,160,57
2020년11월_여_50~59세,"5,162","2,433",731,205,358,455,466,355,159
2020년11월_여_60~69세,"6,231","2,226","1,028",285,508,713,687,510,274
2020년11월_여_70~79세,"4,670","1,539",754,251,387,534,562,405,238
2020년11월_여_80~89세,"2,901",893,387,168,262,314,382,305,190
2020년11월_여_90~99세,489,124,79,22,46,60,62,59,37
2020년11월_여_100세 이상,21,5,9,0,0,3,1,1,2
2020년12월_계_총인구수,"62,214","29,525","8,601","2,386","4,312","5,358","5,340","4,411","2,281"
2020년12월_계_연령구간인구수,"62,214","29,525","8,601","2,386","4,312","5,358","5,340","4,411","2,281"
2020년12월_계_0~9세,"3,103","2,209",320,69,118,118,102,123,44
2020년12월_계_10~19세,"4,424","2,925",547,135,169,196,186,168,98
2020년12월_계_20~29세,"5,037","2,982",572,97,424,280,254,308,120
2020년12월_계_30~39세,"5,117","3,238",557,126,243,317,250,267,119
2020년12월_계_40~49세,"7,660","4,474",999,243,390,470,506,397,181
2020년12월_계_50~59세,"10,903","4,990","1,546",443,759,"1,003",994,786,382
2020년12월_계_60~69세,"12,024","4,293","1,917",548,"1,007","1,375","1,339","1,005",540
2020년12월_계_70~79세,"8,829","2,903","1,431",445,732,"1,010","1,049",803,456
2020년12월_계_80~89세,"4,478","1,345",600,254,407,510,586,479,297
2020년12월_계_90~99세,613,161,101,26,61,76,73,73,42
2020년12월_계_100세 이상,26,5,11,0,2,3,1,2,2
2020년12월_남_총인구수,"31,371","14,915","4,266","1,144","2,230","2,759","2,642","2,259","1,156"
2020년12월_남_연령구간인구수,"31,371","14,915","4,266","1,144","2,230","2,759","2,642","2,259","1,156"
2020년12월_남_0~9세,"1,528","1,091",163,25,54,54,53,64,24
2020년12월_남_10~19세,"2,300","1,522",285,60,94,111,94,83,51
2020년12월_남_20~29세,"2,970","1,722",334,57,284,173,142,193,65
2020년12월_남_30~39세,"2,865","1,751",306,68,144,208,143,170,75
2020년12월_남_40~49세,"4,310","2,363",558,146,252,304,325,238,124
2020년12월_남_50~59세,"5,739","2,555",823,240,393,551,531,425,221
2020년12월_남_60~69세,"5,786","2,052",888,263,501,664,652,501,265
2020년12월_남_70~79세,"4,161","1,368",668,196,346,480,485,398,220
2020년12월_남_80~89세,"1,583",451,219,85,146,198,206,172,106
2020년12월_남_90~99세,124,40,20,4,14,16,11,14,5
2020년12월_남_100세 이상,5,0,2,0,2,0,0,1,0
2020년12월_여_총인구수,"30,843","14,610","4,335","1,242","2,082","2,599","2,698","2,152","1,125"
2020년12월_여_연령구간인구수,"30,843","14,610","4,335","1,242","2,082","2,599","2,698","2,152","1,125"
2020년12월_여_0~9세,"1,575","1,118",157,44,64,64,49,59,20
2020년12월_여_10~19세,"2,124","1,403",262,75,75,85,92,85,47
2020년12월_여_20~29세,"2,067","1,260",238,40,140,107,112,115,55
2020년12월_여_30~39세,"2,252","1,487",251,58,99,109,107,97,44
2020년12월_여_40~49세,"3,350","2,111",441,97,138,166,181,159,57
2020년12월_여_50~59세,"5,164","2,435",723,203,366,452,463,361,161
2020년12월_여_60~69세,"6,238","2,241","1,029",285,506,711,687,504,275
2020년12월_여_70~79세,"4,668","1,535",763,249,386,530,564,405,236
2020년12월_여_80~89세,"2,895",894,381,169,261,312,380,307,191
2020년12월_여_90~99세,489,121,81,22,47,60,62,59,37
2020년12월_여_100세 이상,21,5,9,0,0,3,1,1,2
2021년01월_계_총인구수,"62,050","29,485","8,560","2,379","4,286","5,334","5,332","4,400","2,274"
2021년01월_계_연령구간인구수,"62,050","29,485","8,560","2,379","4,286","5,334","5,332","4,400","2,274"
2021년01월_계_0~9세,"3,074","2,193",316,70,117,112,100,121,45
2021년01월_계_10~19세,"4,389","2,922",529,134,161,196,184,164,99
2021년01월_계_20~29세,"4,972","2,949",553,93,419,274,255,308,121
2021년01월_계_30~39세,"5,068","3,224",563,121,237,306,246,258,113
2021년01월_계_40~49세,"7,639","4,462",989,248,389,467,504,397,183
2021년01월_계_50~59세,"10,833","4,977","1,532",436,749,994,982,786,377
2021년01월_계_60~69세,"12,071","4,331","1,910",546,"1,010","1,381","1,353","1,002",538
2021년01월_계_70~79세,"8,870","2,902","1,454",452,737,"1,018","1,045",804,458
2021년01월_계_80~89세,"4,487","1,356",601,253,405,505,589,482,296
2021년01월_계_90~99세,621,164,102,26,60,78,73,76,42
2021년01월_계_100세 이상,26,5,11,0,2,3,1,2,2
2021년01월_남_총인구수,"31,274","14,884","4,245","1,143","2,214","2,742","2,639","2,251","1,156"
2021년01월_남_연령구간인구수,"31,274","14,884","4,245","1,143","2,214","2,742","2,639","2,251","1,156"
2021년01월_남_0~9세,"1,516","1,085",162,25,54,52,51,62,25
2021년01월_남_10~19세,"2,277","1,516",276,61,87,111,94,82,50
2021년01월_남_20~29세,"2,945","1,708",325,57,282,168,141,195,69
2021년01월_남_30~39세,"2,821","1,739",302,64,140,201,142,164,69
2021년01월_남_40~49세,"4,297","2,351",555,149,251,301,327,236,127
2021년01월_남_50~59세,"5,694","2,543",814,238,386,544,525,426,218
2021년01월_남_60~69세,"5,815","2,076",889,259,505,669,657,498,262
2021년01월_남_70~79세,"4,194","1,372",683,203,348,483,482,398,225
2021년01월_남_80~89세,"1,583",452,218,83,145,197,208,174,106
2021년01월_남_90~99세,127,42,19,4,14,16,12,15,5
2021년01월_남_100세 이상,5,0,2,0,2,0,0,1,0
2021년01월_여_총인구수,"30,776","14,601","4,315","1,236","2,072","2,592","2,693","2,149","1,118"
2021년01월_여_연령구간인구수,"30,776","14,601","4,315","1,236","2,072","2,592","2,693","2,149","1,118"
2021년01월_여_0~9세,"1,558","1,108",154,45,63,60,49,59,20
2021년01월_여_10~19세,"2,112","1,406",253,73,74,85,90,82,49
2021년01월_여_20~29세,"2,027","1,241",228,36,137,106,114,113,52
2021년01월_여_30~39세,"2,247","1,485",261,57,97,105,104,94,44
2021년01월_여_40~49세,"3,342","2,111",434,99,138,166,177,161,56
2021년01월_여_50~59세,"5,139","2,434",718,198,363,450,457,360,159
2021년01월_여_60~69세,"6,256","2,255","1,021",287,505,712,696,504,276
2021년01월_여_70~79세,"4,676","1,530",771,249,389,535,563,406,233
2021년01월_여_80~89세,"2,904",904,383,170,260,308,381,308,190
2021년01월_여_90~99세,494,122,83,22,46,62,61,61,37
2021년01월_여_100세 이상,21,5,9,0,0,3,1,1,2
2021년02월_계_총인구수,"61,871","29,379","8,527","2,372","4,276","5,352","5,330","4,365","2,270"
2021년02월_계_연령구간인구수,"61,871","29,379","8,527","2,372","4,276","5,352","5,330","4,365","2,270"
2021년02월_계_0~9세,"3,023","2,172",304,66,115,110,95,116,45
2021년02월_계_10~19세,"4,353","2,892",528,135,155,201,181,163,98
2021년02월_계_20~29세,"4,879","2,896",536,94,410,269,255,297,122
2021년02월_계_30~39세,"4,992","3,183",549,117,240,310,237,250,106
2021년02월_계_40~49세,"7,635","4,447",995,249,388,466,517,389,184
2021년02월_계_50~59세,"10,793","4,972","1,528",430,748,988,973,780,374
2021년02월_계_60~69세,"12,171","4,371","1,922",550,"1,017","1,402","1,359","1,007",543
2021년02월_계_70~79세,"8,856","2,908","1,447",447,734,"1,019","1,045",797,459
2021년02월_계_80~89세,"4,510","1,366",601,258,407,504,592,486,296
2021년02월_계_90~99세,632,167,106,25,60,80,75,78,41
2021년02월_계_100세 이상,27,5,11,1,2,3,1,2,2
2021년02월_남_총인구수,"31,148","14,809","4,225","1,139","2,207","2,749","2,641","2,225","1,153"
2021년02월_남_연령구간인구수,"31,148","14,809","4,225","1,139","2,207","2,749","2,641","2,225","1,153"
2021년02월_남_0~9세,"1,493","1,078",157,23,53,51,47,59,25
2021년02월_남_10~19세,"2,242","1,487",276,58,84,111,95,82,49
2021년02월_남_20~29세,"2,872","1,671",315,58,271,166,136,184,71
2021년02월_남_30~39세,"2,784","1,721",295,63,144,202,138,157,64
2021년02월_남_40~49세,"4,287","2,339",560,150,249,300,332,230,127
2021년02월_남_50~59세,"5,677","2,542",809,233,391,540,525,422,215
2021년02월_남_60~69세,"5,871","2,095",896,263,505,682,665,501,264
2021년02월_남_70~79세,"4,199","1,377",681,201,347,484,483,399,227
2021년02월_남_80~89세,"1,588",455,215,86,147,197,207,175,106
2021년02월_남_90~99세,130,44,19,4,14,16,13,15,5
2021년02월_남_100세 이상,5,0,2,0,2,0,0,1,0
2021년02월_여_총인구수,"30,723","14,570","4,302","1,233","2,069","2,603","2,689","2,140","1,117"
2021년02월_여_연령구간인구수,"30,723","14,570","4,302","1,233","2,069","2,603","2,689","2,140","1,117"
2021년02월_여_0~9세,"1,530","1,094",147,43,62,59,48,57,20
2021년02월_여_10~19세,"2,111","1,405",252,77,71,90,86,81,49
2021년02월_여_20~29세,"2,007","1,225",221,36,139,103,119,113,51
2021년02월_여_30~39세,"2,208","1,462",254,54,96,108,99,93,42
2021년02월_여_40~49세,"3,348","2,108",435,99,139,166,185,159,57
2021년02월_여_50~59세,"5,116","2,430",719,197,357,448,448,358,159
2021년02월_여_60~69세,"6,300","2,276","1,026",287,512,720,694,506,279
2021년02월_여_70~79세,"4,657","1,531",766,246,387,535,562,398,232
2021년02월_여_80~89세,"2,922",911,386,172,260,307,385,311,190
2021년02월_여_90~99세,502,123,87,21,46,64,62,63,36
2021년02월_여_100세 이상,22,5,9,1,0,3,1,1,2
2021년03월_계_총인구수,"61,771","29,321","8,516","2,372","4,276","5,348","5,338","4,332","2,268"
2021년03월_계_연령구간인구수,"61,771","29,321","8,516","2,372","4,276","5,348","5,338","4,332","2,268"
2021년03월_계_0~9세,"2,991","2,142",306,66,114,110,96,112,45
2021년03월_계_10~19세,"4,349","2,894",533,132,159,200,179,158,94
2021년03월_계_20~29세,"4,829","2,873",526,92,406,267,252,291,122
2021년03월_계_30~39세,"4,927","3,152",543,114,236,307,231,240,104
2021년03월_계_40~49세,"7,600","4,434",983,252,395,459,515,375,187
2021년03월_계_50~59세,"10,724","4,940","1,521",426,737,984,965,779,372
2021년03월_계_60~69세,"12,272","4,409","1,941",559,"1,020","1,411","1,379","1,011",542
2021년03월_계_70~79세,"8,863","2,923","1,443",439,730,"1,017","1,052",800,459
2021년03월_계_80~89세,"4,553","1,377",603,267,418,510,593,483,302
2021년03월_계_90~99세,643,174,109,24,59,80,76,81,40
2021년03월_계_100세 이상,20,3,8,1,2,3,0,2,1
2021년03월_남_총인구수,"31,102","14,785","4,225","1,140","2,203","2,743","2,645","2,212","1,149"
2021년03월_남_연령구간인구수,"31,102","14,785","4,225","1,140","2,203","2,743","2,645","2,212","1,149"
2021년03월_남_0~9세,"1,482","1,072",155,23,50,51,48,58,25
2021년03월_남_10~19세,"2,240","1,483",288,55,85,109,94,80,46
2021년03월_남_20~29세,"2,839","1,653",309,57,268,165,136,182,69
2021년03월_남_30~39세,"2,730","1,697",286,61,140,199,134,150,63
2021년03월_남_40~49세,"4,276","2,344",557,152,254,292,327,223,127
2021년03월_남_50~59세,"5,647","2,530",805,233,386,533,521,426,213
2021년03월_남_60~69세,"5,927","2,112",907,265,505,690,680,502,266
2021년03월_남_70~79세,"4,212","1,384",682,200,348,487,484,400,227
2021년03월_남_80~89세,"1,614",466,215,90,151,201,209,174,108
2021년03월_남_90~99세,130,44,19,4,14,16,12,16,5
2021년03월_남_100세 이상,5,0,2,0,2,0,0,1,0
2021년03월_여_총인구수,"30,669","14,536","4,291","1,232","2,073","2,605","2,693","2,120","1,119"
2021년03월_여_연령구간인구수,"30,669","14,536","4,291","1,232","2,073","2,605","2,693","2,120","1,119"
2021년03월_여_0~9세,"1,509","1,070",151,43,64,59,48,54,20
2021년03월_여_10~19세,"2,109","1,411",245,77,74,91,85,78,48
2021년03월_여_20~29세,"1,990","1,220",217,35,138,102,116,109,53
2021년03월_여_30~39세,"2,197","1,455",257,53,96,108,97,90,41
2021년03월_여_40~49세,"3,324","2,090",426,100,141,167,188,152,60
2021년03월_여_50~59세,"5,077","2,410",716,193,351,451,444,353,159
2021년03월_여_60~69세,"6,345","2,297","1,034",294,515,721,699,509,276
2021년03월_여_70~79세,"4,651","1,539",761,239,382,530,568,400,232
2021년03월_여_80~89세,"2,939",911,388,177,267,309,384,309,194
2021년03월_여_90~99세,513,130,90,20,45,64,64,65,35
2021년03월_여_100세 이상,15,3,6,1,0,3,0,1,1
2021년04월_계_총인구수,"61,802","29,332","8,537","2,357","4,290","5,369","5,344","4,322","2,251"
2021년04월_계_연령구간인구수,"61,802","29,332","8,537","2,357","4,290","5,369","5,344","4,322","2,251"
2021년04월_계_0~9세,"2,976","2,123",304,67,116,117,97,106,46
2021년04월_계_10~19세,"4,335","2,874",539,126,167,203,176,159,91
2021년04월_계_20~29세,"4,812","2,893",524,91,399,258,245,285,117
2021년04월_계_30~39세,"4,912","3,133",540,114,242,300,245,234,104
2021년04월_계_40~49세,"7,590","4,426",985,248,398,466,509,370,188
2021년04월_계_50~59세,"10,694","4,937","1,522",414,734,989,961,779,358
2021년04월_계_60~69세,"12,393","4,457","1,955",564,"1,029","1,423","1,392","1,024",549
2021년04월_계_70~79세,"8,859","2,928","1,447",439,720,"1,022","1,048",799,456
2021년04월_계_80~89세,"4,561","1,377",603,268,424,510,596,482,301
2021년04월_계_90~99세,648,181,108,25,59,78,75,82,40
2021년04월_계_100세 이상,22,3,10,1,2,3,0,2,1
2021년04월_남_총인구수,"31,128","14,803","4,233","1,131","2,215","2,747","2,648","2,210","1,141"
2021년04월_남_연령구간인구수,"31,128","14,803","4,233","1,131","2,215","2,747","2,648","2,210","1,141"
2021년04월_남_0~9세,"1,480","1,068",153,23,51,54,50,55,26
2021년04월_남_10~19세,"2,241","1,477",294,53,92,108,91,81,45
2021년04월_남_20~29세,"2,824","1,658",308,56,265,161,133,177,66
2021년04월_남_30~39세,"2,718","1,686",282,61,144,196,140,147,62
2021년04월_남_40~49세,"4,272","2,347",557,149,253,298,322,218,128
2021년04월_남_50~59세,"5,631","2,526",805,228,385,534,519,429,205
2021년04월_남_60~69세,"5,993","2,142",912,268,510,693,685,512,271
2021년04월_남_70~79세,"4,218","1,388",688,197,346,489,486,398,226
2021년04월_남_80~89세,"1,612",466,212,91,153,198,209,176,107
2021년04월_남_90~99세,132,45,18,5,14,16,13,16,5
2021년04월_남_100세 이상,7,0,4,0,2,0,0,1,0
2021년04월_여_총인구수,"30,674","14,529","4,304","1,226","2,075","2,622","2,696","2,112","1,110"
2021년04월_여_연령구간인구수,"30,674","14,529","4,304","1,226","2,075","2,622","2,696","2,112","1,110"
2021년04월_여_0~9세,"1,496","1,055",151,44,65,63,47,51,20
2021년04월_여_10~19세,"2,094","1,397",245,73,75,95,85,78,46
2021년04월_여_20~29세,"1,988","1,235",216,35,134,97,112,108,51
2021년04월_여_30~39세,"2,194","1,447",258,53,98,104,105,87,42
2021년04월_여_40~49세,"3,318","2,079",428,99,145,168,187,152,60
2021년04월_여_50~59세,"5,063","2,411",717,186,349,455,442,350,153
2021년04월_여_60~69세,"6,400","2,315","1,043",296,519,730,707,512,278
2021년04월_여_70~79세,"4,641","1,540",759,242,374,533,562,401,230
2021년04월_여_80~89세,"2,949",911,391,177,271,312,387,306,194
2021년04월_여_90~99세,516,136,90,20,45,62,62,66,35
2021년04월_여_100세 이상,15,3,6,1,0,3,0,1,1
2021년05월_계_총인구수,"61,818","29,357","8,565","2,344","4,282","5,366","5,329","4,323","2,252"
2021년05월_계_연령구간인구수,"61,818","29,357","8,565","2,344","4,282","5,366","5,329","4,323","2,252"
2021년05월_계_0~9세,"2,975","2,117",309,65,114,120,97,107,46
2021년05월_계_10~19세,"4,319","2,859",549,125,164,199,172,159,92
2021년05월_계_20~29세,"4,835","2,912",534,89,396,256,246,288,114
2021년05월_계_30~39세,"4,874","3,111",532,111,244,299,234,237,106
2021년05월_계_40~49세,"7,572","4,424",973,247,400,465,509,365,189
2021년05월_계_50~59세,"10,625","4,929","1,524",408,721,979,945,770,349
2021년05월_계_60~69세,"12,481","4,488","1,964",562,"1,042","1,435","1,399","1,034",557
2021년05월_계_70~79세,"8,896","2,947","1,454",446,720,"1,018","1,058",797,456
2021년05월_계_80~89세,"4,566","1,382",605,267,418,516,594,482,302
2021년05월_계_90~99세,651,184,110,23,61,76,75,82,40
2021년05월_계_100세 이상,24,4,11,1,2,3,0,2,1
2021년05월_남_총인구수,"31,149","14,824","4,248","1,125","2,210","2,743","2,645","2,206","1,148"
2021년05월_남_연령구간인구수,"31,149","14,824","4,248","1,125","2,210","2,743","2,645","2,206","1,148"
2021년05월_남_0~9세,"1,481","1,066",155,23,51,55,50,56,25
2021년05월_남_10~19세,"2,243","1,471",304,53,90,107,90,81,47
2021년05월_남_20~29세,"2,839","1,672",314,54,264,158,133,179,65
2021년05월_남_30~39세,"2,691","1,672",272,60,146,194,134,148,65
2021년05월_남_40~49세,"4,265","2,350",550,148,253,299,323,213,129
2021년05월_남_50~59세,"5,615","2,528",811,224,376,532,513,429,202
2021년05월_남_60~69세,"6,032","2,153",917,269,520,698,688,511,276
2021년05월_남_70~79세,"4,232","1,399",689,200,345,486,491,395,227
2021년05월_남_80~89세,"1,609",466,213,89,147,199,211,177,107
2021년05월_남_90~99세,134,47,18,5,16,15,12,16,5
2021년05월_남_100세 이상,8,0,5,0,2,0,0,1,0
2021년05월_여_총인구수,"30,669","14,533","4,317","1,219","2,072","2,623","2,684","2,117","1,104"
2021년05월_여_연령구간인구수,"30,669","14,533","4,317","1,219","2,072","2,623","2,684","2,117","1,104"
2021년05월_여_0~9세,"1,494","1,051",154,42,63,65,47,51,21
2021년05월_여_10~19세,"2,076","1,388",245,72,74,92,82,78,45
2021년05월_여_20~29세,"1,996","1,240",220,35,132,98,113,109,49
2021년05월_여_30~39세,"2,183","1,439",260,51,98,105,100,89,41
2021년05월_여_40~49세,"3,307","2,074",423,99,147,166,186,152,60
2021년05월_여_50~59세,"5,010","2,401",713,184,345,447,432,341,147
2021년05월_여_60~69세,"6,449","2,335","1,047",293,522,737,711,523,281
2021년05월_여_70~79세,"4,664","1,548",765,246,375,532,567,402,229
2021년05월_여_80~89세,"2,957",916,392,178,271,317,383,305,195
2021년05월_여_90~99세,517,137,92,18,45,61,63,66,35
2021년05월_여_100세 이상,16,4,6,1,0,3,0,1,1
2021년06월_계_총인구수,"61,867","29,411","8,535","2,345","4,272","5,382","5,355","4,333","2,234"
2021년06월_계_연령구간인구수,"61,867","29,411","8,535","2,345","4,272","5,382","5,355","4,333","2,234"
2021년06월_계_0~9세,"2,957","2,106",306,65,112,120,99,106,43
2021년06월_계_10~19세,"4,301","2,852",544,124,163,194,180,155,89
2021년06월_계_20~29세,"4,828","2,921",527,89,386,257,244,288,116
2021년06월_계_30~39세,"4,836","3,097",524,111,242,292,227,239,104
2021년06월_계_40~49세,"7,588","4,433",975,243,404,469,513,363,188
2021년06월_계_50~59세,"10,597","4,915","1,518",411,711,987,947,767,341
2021년06월_계_60~69세,"12,589","4,552","1,967",565,"1,050","1,441","1,412","1,048",554
2021년06월_계_70~79세,"8,919","2,960","1,452",443,720,"1,028","1,061",799,456
2021년06월_계_80~89세,"4,567","1,384",602,270,420,513,594,483,301
2021년06월_계_90~99세,662,187,110,23,62,78,78,83,41
2021년06월_계_100세 이상,23,4,10,1,2,3,0,2,1
2021년06월_남_총인구수,"31,177","14,849","4,235","1,130","2,196","2,754","2,650","2,217","1,146"
2021년06월_남_연령구간인구수,"31,177","14,849","4,235","1,130","2,196","2,754","2,650","2,217","1,146"
2021년06월_남_0~9세,"1,476","1,059",154,23,50,56,54,55,25
2021년06월_남_10~19세,"2,236","1,468",300,53,91,104,93,81,46
2021년06월_남_20~29세,"2,831","1,679",308,54,254,160,129,182,65
2021년06월_남_30~39세,"2,664","1,664",267,61,141,188,129,149,65
2021년06월_남_40~49세,"4,272","2,354",551,146,255,302,324,211,129
2021년06월_남_50~59세,"5,609","2,517",811,228,370,538,515,429,201
2021년06월_남_60~69세,"6,090","2,192",920,272,524,697,690,517,278
2021년06월_남_70~79세,"4,239","1,400",690,197,344,493,493,398,224
2021년06월_남_80~89세,"1,614",468,211,91,148,200,210,178,108
2021년06월_남_90~99세,138,48,18,5,17,16,13,16,5
2021년06월_남_100세 이상,8,0,5,0,2,0,0,1,0
2021년06월_여_총인구수,"30,690","14,562","4,300","1,215","2,076","2,628","2,705","2,116","1,088"
2021년06월_여_연령구간인구수,"30,690","14,562","4,300","1,215","2,076","2,628","2,705","2,116","1,088"
2021년06월_여_0~9세,"1,481","1,047",152,42,62,64,45,51,18
2021년06월_여_10~19세,"2,065","1,384",244,71,72,90,87,74,43
2021년06월_여_20~29세,"1,997","1,242",219,35,132,97,115,106,51
2021년06월_여_30~39세,"2,172","1,433",257,50,101,104,98,90,39
2021년06월_여_40~49세,"3,316","2,079",424,97,149,167,189,152,59
2021년06월_여_50~59세,"4,988","2,398",707,183,341,449,432,338,140
2021년06월_여_60~69세,"6,499","2,360","1,047",293,526,744,722,531,276
2021년06월_여_70~79세,"4,680","1,560",762,246,376,535,568,401,232
2021년06월_여_80~89세,"2,953",916,391,179,272,313,384,305,193
2021년06월_여_90~99세,524,139,92,18,45,62,65,67,36
2021년06월_여_100세 이상,15,4,5,1,0,3,0,1,1
2021년07월_계_총인구수,"61,931","29,384","8,568","2,340","4,278","5,412","5,365","4,345","2,239"
2021년07월_계_연령구간인구수,"61,931","29,384","8,568","2,340","4,278","5,412","5,365","4,345","2,239"
2021년07월_계_0~9세,"2,945","2,094",303,64,117,119,99,106,43
2021년07월_계_10~19세,"4,334","2,848",580,120,163,196,183,157,87
2021년07월_계_20~29세,"4,819","2,902",536,89,380,261,244,291,116
2021년07월_계_30~39세,"4,814","3,090",517,109,241,286,229,239,103
2021년07월_계_40~49세,"7,543","4,403",971,242,403,471,506,362,185
2021년07월_계_50~59세,"10,610","4,934","1,514",413,709,986,945,760,349
2021년07월_계_60~69세,"12,654","4,567","1,965",568,"1,060","1,459","1,417","1,061",557
2021년07월_계_70~79세,"8,918","2,964","1,453",439,719,"1,030","1,059",799,455
2021년07월_계_80~89세,"4,606","1,391",611,271,423,521,606,481,302
2021년07월_계_90~99세,667,188,109,24,61,80,77,87,41
2021년07월_계_100세 이상,21,3,9,1,2,3,0,2,1
2021년07월_남_총인구수,"31,196","14,823","4,253","1,126","2,197","2,769","2,650","2,228","1,150"
2021년07월_남_연령구간인구수,"31,196","14,823","4,253","1,126","2,197","2,769","2,650","2,228","1,150"
2021년07월_남_0~9세,"1,472","1,055",152,23,54,56,54,55,23
2021년07월_남_10~19세,"2,250","1,466",314,51,90,105,95,83,46
