카테고리,경상북도 청도군,경상북도 청도군 화양읍,경상북도 청도군 화양읍남성현출장소,경상북도 청도군 청도읍,경상북도 청도군 청도읍유호출장소,경상북도 청도군 각남면,경상북도 청도군 풍각면,경상북도 청도군 각북면,경상북도 청도군 이서면,경상북도 청도군 운문면,경상북도 청도군 금천면,경상북도 청도군 매전면
2020년10월_여_100세 이상,18,5,1,3,0,0,3,0,2,0,4,0
2020년11월_계_총인구수,"42,332","7,202","1,111","10,318","1,630","2,122","3,952","2,221","4,530","2,113","3,338","3,795"
2020년11월_계_연령구간인구수,"42,332","7,202","1,111","10,318","1,630","2,122","3,952","2,221","4,530","2,113","3,338","3,795"
2020년11월_계_0~9세,"1,538",468,43,463,42,45,137,63,128,34,55,60
2020년11월_계_10~19세,"2,279",662,25,721,53,69,164,63,267,40,106,109
2020년11월_계_20~29세,"2,847",604,56,865,86,116,215,134,271,123,184,193
2020년11월_계_30~39세,"2,811",653,90,846,94,102,253,105,252,103,141,172
2020년11월_계_40~49세,"4,445","1,015",95,"1,342",139,161,349,150,460,185,264,285
2020년11월_계_50~59세,"7,326","1,206",167,"1,773",270,334,694,432,777,441,583,649
2020년11월_계_60~69세,"9,616","1,266",280,"2,109",445,539,955,584,"1,056",520,850,"1,012"
2020년11월_계_70~79세,"6,583",782,189,"1,315",304,433,644,405,758,354,658,741
2020년11월_계_80~89세,"4,257",465,147,781,172,277,475,256,474,276,421,513
2020년11월_계_90~99세,610,76,17,100,25,46,63,29,85,37,71,61
2020년11월_계_100세 이상,20,5,2,3,0,0,3,0,2,0,5,0
2020년11월_남_총인구수,"20,791","3,527",551,"5,044",794,"1,015","1,938","1,092","2,204","1,036","1,683","1,907"
2020년11월_남_연령구간인구수,"20,791","3,527",551,"5,044",794,"1,015","1,938","1,092","2,204","1,036","1,683","1,907"
2020년11월_남_0~9세,789,243,21,227,15,29,66,34,68,23,34,29
2020년11월_남_10~19세,"1,168",336,19,350,36,34,75,23,147,27,62,59
2020년11월_남_20~29세,"1,700",351,31,507,53,72,133,87,155,69,110,132
2020년11월_남_30~39세,"1,485",322,47,448,54,58,140,54,116,57,81,108
2020년11월_남_40~49세,"2,493",537,66,726,87,97,210,75,256,89,166,184
2020년11월_남_50~59세,"3,878",613,86,915,146,177,378,224,409,247,334,349
2020년11월_남_60~69세,"4,805",621,135,"1,049",204,268,469,317,506,287,437,512
2020년11월_남_70~79세,"3,007",344,85,569,141,189,300,179,384,145,315,356
2020년11월_남_80~89세,"1,341",140,58,235,55,81,147,97,148,83,132,165
2020년11월_남_90~99세,124,20,2,18,3,10,20,2,15,9,12,13
2020년11월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2020년11월_여_총인구수,"21,541","3,675",560,"5,274",836,"1,107","2,014","1,129","2,326","1,077","1,655","1,888"
2020년11월_여_연령구간인구수,"21,541","3,675",560,"5,274",836,"1,107","2,014","1,129","2,326","1,077","1,655","1,888"
2020년11월_여_0~9세,749,225,22,236,27,16,71,29,60,11,21,31
2020년11월_여_10~19세,"1,111",326,6,371,17,35,89,40,120,13,44,50
2020년11월_여_20~29세,"1,147",253,25,358,33,44,82,47,116,54,74,61
2020년11월_여_30~39세,"1,326",331,43,398,40,44,113,51,136,46,60,64
2020년11월_여_40~49세,"1,952",478,29,616,52,64,139,75,204,96,98,101
2020년11월_여_50~59세,"3,448",593,81,858,124,157,316,208,368,194,249,300
2020년11월_여_60~69세,"4,811",645,145,"1,060",241,271,486,267,550,233,413,500
2020년11월_여_70~79세,"3,576",438,104,746,163,244,344,226,374,209,343,385
2020년11월_여_80~89세,"2,916",325,89,546,117,196,328,159,326,193,289,348
2020년11월_여_90~99세,486,56,15,82,22,36,43,27,70,28,59,48
2020년11월_여_100세 이상,19,5,1,3,0,0,3,0,2,0,5,0
2020년12월_계_총인구수,"42,263","7,186","1,119","10,320","1,620","2,127","3,935","2,227","4,507","2,110","3,327","3,785"
2020년12월_계_연령구간인구수,"42,263","7,186","1,119","10,320","1,620","2,127","3,935","2,227","4,507","2,110","3,327","3,785"
2020년12월_계_0~9세,"1,526",462,43,462,40,46,130,63,128,34,58,60
2020년12월_계_10~19세,"2,254",662,26,712,53,69,161,61,257,40,106,107
2020년12월_계_20~29세,"2,865",604,59,869,83,117,218,139,274,126,179,197
2020년12월_계_30~39세,"2,777",641,92,843,89,104,251,106,242,99,139,171
2020년12월_계_40~49세,"4,439","1,013",96,"1,346",142,162,345,149,456,183,262,285
2020년12월_계_50~59세,"7,302","1,208",168,"1,776",269,337,676,435,776,433,585,639
2020년12월_계_60~69세,"9,613","1,262",280,"2,108",443,530,971,583,"1,057",532,839,"1,008"
2020년12월_계_70~79세,"6,588",783,193,"1,323",302,435,643,405,755,350,660,739
2020년12월_계_80~89세,"4,280",476,142,780,174,280,473,256,478,277,427,517
2020년12월_계_90~99세,598,70,18,98,25,47,64,29,82,36,67,62
2020년12월_계_100세 이상,21,5,2,3,0,0,3,1,2,0,5,0
2020년12월_남_총인구수,"20,775","3,525",556,"5,044",785,"1,020","1,928","1,097","2,198","1,036","1,679","1,907"
2020년12월_남_연령구간인구수,"20,775","3,525",556,"5,044",785,"1,020","1,928","1,097","2,198","1,036","1,679","1,907"
2020년12월_남_0~9세,779,242,20,223,14,29,62,34,68,23,34,30
2020년12월_남_10~19세,"1,155",335,20,347,36,36,72,23,142,26,62,56
2020년12월_남_20~29세,"1,709",352,31,513,49,71,132,89,158,71,108,135
2020년12월_남_30~39세,"1,475",319,50,445,50,59,138,56,111,56,81,110
2020년12월_남_40~49세,"2,490",533,67,727,89,98,209,75,253,89,164,186
2020년12월_남_50~59세,"3,881",616,87,922,145,181,371,227,409,241,336,346
2020년12월_남_60~69세,"4,800",620,136,"1,042",206,262,476,314,509,293,433,509
2020년12월_남_70~79세,"3,009",343,86,572,138,189,300,181,382,145,315,358
2020년12월_남_80~89세,"1,356",149,56,236,55,85,147,96,151,83,134,164
2020년12월_남_90~99세,120,16,2,17,3,10,21,2,15,9,12,13
2020년12월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2020년12월_여_총인구수,"21,488","3,661",563,"5,276",835,"1,107","2,007","1,130","2,309","1,074","1,648","1,878"
2020년12월_여_연령구간인구수,"21,488","3,661",563,"5,276",835,"1,107","2,007","1,130","2,309","1,074","1,648","1,878"
2020년12월_여_0~9세,747,220,23,239,26,17,68,29,60,11,24,30
2020년12월_여_10~19세,"1,099",327,6,365,17,33,89,38,115,14,44,51
2020년12월_여_20~29세,"1,156",252,28,356,34,46,86,50,116,55,71,62
2020년12월_여_30~39세,"1,302",322,42,398,39,45,113,50,131,43,58,61
2020년12월_여_40~49세,"1,949",480,29,619,53,64,136,74,203,94,98,99
2020년12월_여_50~59세,"3,421",592,81,854,124,156,305,208,367,192,249,293
2020년12월_여_60~69세,"4,813",642,144,"1,066",237,268,495,269,548,239,406,499
2020년12월_여_70~79세,"3,579",440,107,751,164,246,343,224,373,205,345,381
2020년12월_여_80~89세,"2,924",327,86,544,119,195,326,160,327,194,293,353
2020년12월_여_90~99세,478,54,16,81,22,37,43,27,67,27,55,49
2020년12월_여_100세 이상,20,5,1,3,0,0,3,1,2,0,5,0
2021년01월_계_총인구수,"42,245","7,175","1,103","10,323","1,611","2,141","3,913","2,232","4,538","2,094","3,323","3,792"
2021년01월_계_연령구간인구수,"42,245","7,175","1,103","10,323","1,611","2,141","3,913","2,232","4,538","2,094","3,323","3,792"
2021년01월_계_0~9세,"1,506",459,40,450,41,45,128,62,130,34,58,59
2021년01월_계_10~19세,"2,286",657,25,727,52,73,157,58,277,42,106,112
2021년01월_계_20~29세,"2,829",604,59,861,78,120,216,133,265,125,177,191
2021년01월_계_30~39세,"2,750",629,84,840,87,109,251,110,236,94,136,174
2021년01월_계_40~49세,"4,445","1,014",90,"1,344",143,164,341,147,474,178,265,285
2021년01월_계_50~59세,"7,258","1,202",172,"1,776",259,333,663,438,772,428,581,634
2021년01월_계_60~69세,"9,651","1,275",272,"2,109",447,533,986,589,"1,065",524,837,"1,014"
2021년01월_계_70~79세,"6,617",783,197,"1,335",304,438,634,407,760,353,663,743
2021년01월_계_80~89세,"4,278",475,142,775,176,276,473,257,476,280,430,518
2021년01월_계_90~99세,605,72,20,103,24,50,61,30,81,36,66,62
2021년01월_계_100세 이상,20,5,2,3,0,0,3,1,2,0,4,0
2021년01월_남_총인구수,"20,782","3,520",550,"5,048",781,"1,034","1,913","1,105","2,209","1,035","1,680","1,907"
2021년01월_남_연령구간인구수,"20,782","3,520",550,"5,048",781,"1,034","1,913","1,105","2,209","1,035","1,680","1,907"
2021년01월_남_0~9세,769,241,18,216,15,27,62,33,68,23,35,31
2021년01월_남_10~19세,"1,169",328,20,355,35,41,71,23,151,28,62,55
2021년01월_남_20~29세,"1,683",353,31,506,47,74,128,85,151,73,106,129
2021년01월_남_30~39세,"1,464",307,47,447,49,62,138,58,110,53,81,112
2021년01월_남_40~49세,"2,488",536,63,724,89,99,206,75,259,89,165,183
2021년01월_남_50~59세,"3,865",610,91,923,138,178,363,233,411,240,334,344
2021년01월_남_60~69세,"4,822",633,134,"1,042",210,264,482,317,509,289,429,513
2021년01월_남_70~79세,"3,038",344,86,581,140,194,294,181,387,147,322,362
2021년01월_남_80~89세,"1,362",153,55,235,55,84,150,98,149,84,134,165
2021년01월_남_90~99세,121,15,4,19,3,11,19,2,14,9,12,13
2021년01월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년01월_여_총인구수,"21,463","3,655",553,"5,275",830,"1,107","2,000","1,127","2,329","1,059","1,643","1,885"
2021년01월_여_연령구간인구수,"21,463","3,655",553,"5,275",830,"1,107","2,000","1,127","2,329","1,059","1,643","1,885"
2021년01월_여_0~9세,737,218,22,234,26,18,66,29,62,11,23,28
2021년01월_여_10~19세,"1,117",329,5,372,17,32,86,35,126,14,44,57
2021년01월_여_20~29세,"1,146",251,28,355,31,46,88,48,114,52,71,62
2021년01월_여_30~39세,"1,286",322,37,393,38,47,113,52,126,41,55,62
2021년01월_여_40~49세,"1,957",478,27,620,54,65,135,72,215,89,100,102
2021년01월_여_50~59세,"3,393",592,81,853,121,155,300,205,361,188,247,290
2021년01월_여_60~69세,"4,829",642,138,"1,067",237,269,504,272,556,235,408,501
2021년01월_여_70~79세,"3,579",439,111,754,164,244,340,226,373,206,341,381
2021년01월_여_80~89세,"2,916",322,87,540,121,192,323,159,327,196,296,353
2021년01월_여_90~99세,484,57,16,84,21,39,42,28,67,27,54,49
2021년01월_여_100세 이상,19,5,1,3,0,0,3,1,2,0,4,0
2021년02월_계_총인구수,"42,226","7,169","1,106","10,316","1,613","2,141","3,914","2,228","4,532","2,090","3,317","3,800"
2021년02월_계_연령구간인구수,"42,226","7,169","1,106","10,316","1,613","2,141","3,914","2,228","4,532","2,090","3,317","3,800"
2021년02월_계_0~9세,"1,489",455,41,445,41,45,125,61,127,34,58,57
2021년02월_계_10~19세,"2,283",659,25,727,52,71,155,59,276,42,104,113
2021년02월_계_20~29세,"2,803",594,60,850,75,118,217,129,266,126,177,191
2021년02월_계_30~39세,"2,720",627,84,824,86,110,249,108,238,90,132,172
2021년02월_계_40~49세,"4,435","1,003",90,"1,352",148,162,342,147,466,175,264,286
2021년02월_계_50~59세,"7,234","1,204",172,"1,772",256,333,660,436,767,424,582,628
2021년02월_계_60~69세,"9,702","1,288",271,"2,120",449,530,990,591,"1,067",532,839,"1,025"
2021년02월_계_70~79세,"6,645",785,198,"1,344",309,444,635,410,764,348,662,746
2021년02월_계_80~89세,"4,281",475,142,775,172,278,478,256,474,283,430,518
2021년02월_계_90~99세,613,74,21,103,25,50,60,30,85,36,65,64
2021년02월_계_100세 이상,21,5,2,4,0,0,3,1,2,0,4,0
2021년02월_남_총인구수,"20,769","3,506",552,"5,042",780,"1,036","1,913","1,105","2,212","1,035","1,680","1,908"
2021년02월_남_연령구간인구수,"20,769","3,506",552,"5,042",780,"1,036","1,913","1,105","2,212","1,035","1,680","1,908"
2021년02월_남_0~9세,764,237,19,215,15,26,63,33,68,23,36,29
2021년02월_남_10~19세,"1,163",323,20,356,33,41,69,24,152,28,60,57
2021년02월_남_20~29세,"1,657",344,31,491,46,72,125,82,154,76,108,128
2021년02월_남_30~39세,"1,454",308,48,444,48,64,140,56,109,51,78,108
2021년02월_남_40~49세,"2,479",526,64,728,91,99,203,76,254,88,167,183
2021년02월_남_50~59세,"3,858",611,90,920,137,177,363,234,412,237,335,342
2021년02월_남_60~69세,"4,850",642,134,"1,048",210,263,486,317,513,293,429,515
2021년02월_남_70~79세,"3,054",345,87,588,142,199,293,184,385,144,321,366
2021년02월_남_80~89세,"1,366",154,54,231,54,84,155,97,150,86,134,167
2021년02월_남_90~99세,123,16,4,21,4,11,16,2,15,9,12,13
2021년02월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년02월_여_총인구수,"21,457","3,663",554,"5,274",833,"1,105","2,001","1,123","2,320","1,055","1,637","1,892"
2021년02월_여_연령구간인구수,"21,457","3,663",554,"5,274",833,"1,105","2,001","1,123","2,320","1,055","1,637","1,892"
2021년02월_여_0~9세,725,218,22,230,26,19,62,28,59,11,22,28
2021년02월_여_10~19세,"1,120",336,5,371,19,30,86,35,124,14,44,56
2021년02월_여_20~29세,"1,146",250,29,359,29,46,92,47,112,50,69,63
2021년02월_여_30~39세,"1,266",319,36,380,38,46,109,52,129,39,54,64
2021년02월_여_40~49세,"1,956",477,26,624,57,63,139,71,212,87,97,103
2021년02월_여_50~59세,"3,376",593,82,852,119,156,297,202,355,187,247,286
2021년02월_여_60~69세,"4,852",646,137,"1,072",239,267,504,274,554,239,410,510
2021년02월_여_70~79세,"3,591",440,111,756,167,245,342,226,379,204,341,380
2021년02월_여_80~89세,"2,915",321,88,544,118,194,323,159,324,197,296,351
2021년02월_여_90~99세,490,58,17,82,21,39,44,28,70,27,53,51
2021년02월_여_100세 이상,20,5,1,4,0,0,3,1,2,0,4,0
2021년03월_계_총인구수,"42,119","7,169","1,101","10,269","1,588","2,134","3,900","2,234","4,511","2,097","3,308","3,808"
2021년03월_계_연령구간인구수,"42,119","7,169","1,101","10,269","1,588","2,134","3,900","2,234","4,511","2,097","3,308","3,808"
2021년03월_계_0~9세,"1,476",451,41,437,41,45,126,61,124,36,57,57
2021년03월_계_10~19세,"2,268",658,25,725,49,71,151,62,274,38,105,110
2021년03월_계_20~29세,"2,757",593,57,838,71,115,207,123,257,126,176,194
2021년03월_계_30~39세,"2,704",623,87,815,85,109,255,109,234,91,128,168
2021년03월_계_40~49세,"4,398","1,005",86,"1,336",143,155,339,148,459,180,262,285
2021년03월_계_50~59세,"7,185","1,205",174,"1,754",245,333,652,429,760,418,580,635
2021년03월_계_60~69세,"9,731","1,293",270,"2,125",445,528,990,605,"1,080",536,836,"1,023"
2021년03월_계_70~79세,"6,661",789,197,"1,352",309,443,643,407,757,350,665,749
2021년03월_계_80~89세,"4,306",478,143,778,175,284,475,256,478,286,432,521
2021년03월_계_90~99세,623,74,20,105,25,51,61,33,87,36,65,66
2021년03월_계_100세 이상,10,0,1,4,0,0,1,1,1,0,2,0
2021년03월_남_총인구수,"20,705","3,505",552,"5,006",762,"1,028","1,909","1,106","2,209","1,038","1,679","1,911"
2021년03월_남_연령구간인구수,"20,705","3,505",552,"5,006",762,"1,028","1,909","1,106","2,209","1,038","1,679","1,911"
2021년03월_남_0~9세,760,232,20,211,15,26,65,34,66,23,37,31
2021년03월_남_10~19세,"1,151",326,19,352,31,39,66,25,151,26,60,56
2021년03월_남_20~29세,"1,629",344,28,478,44,71,124,78,149,76,110,127
2021년03월_남_30~39세,"1,445",306,50,442,48,63,140,56,110,51,75,104
2021년03월_남_40~49세,"2,449",523,62,717,86,94,202,75,251,89,167,183
2021년03월_남_50~59세,"3,832",615,91,913,131,179,355,230,409,235,329,345
2021년03월_남_60~69세,"4,880",641,135,"1,048",210,265,490,325,526,297,426,517
2021년03월_남_70~79세,"3,051",347,88,593,136,194,296,181,379,144,326,367
2021년03월_남_80~89세,"1,383",155,54,231,57,87,155,100,152,88,137,167
2021년03월_남_90~99세,124,16,4,21,4,10,16,2,16,9,12,14
2021년03월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"21,414","3,664",549,"5,263",826,"1,106","1,991","1,128","2,302","1,059","1,629","1,897"
2021년03월_여_연령구간인구수,"21,414","3,664",549,"5,263",826,"1,106","1,991","1,128","2,302","1,059","1,629","1,897"
2021년03월_여_0~9세,716,219,21,226,26,19,61,27,58,13,20,26
2021년03월_여_10~19세,"1,117",332,6,373,18,32,85,37,123,12,45,54
2021년03월_여_20~29세,"1,128",249,29,360,27,44,83,45,108,50,66,67
2021년03월_여_30~39세,"1,259",317,37,373,37,46,115,53,124,40,53,64
2021년03월_여_40~49세,"1,949",482,24,619,57,61,137,73,208,91,95,102
2021년03월_여_50~59세,"3,353",590,83,841,114,154,297,199,351,183,251,290
2021년03월_여_60~69세,"4,851",652,135,"1,077",235,263,500,280,554,239,410,506
2021년03월_여_70~79세,"3,610",442,109,759,173,249,347,226,378,206,339,382
2021년03월_여_80~89세,"2,923",323,89,547,118,197,320,156,326,198,295,354
2021년03월_여_90~99세,499,58,16,84,21,41,45,31,71,27,53,52
2021년03월_여_100세 이상,9,0,0,4,0,0,1,1,1,0,2,0
2021년04월_계_총인구수,"42,085","7,177","1,117","10,244","1,589","2,143","3,900","2,245","4,478","2,095","3,304","3,793"
2021년04월_계_연령구간인구수,"42,085","7,177","1,117","10,244","1,589","2,143","3,900","2,245","4,478","2,095","3,304","3,793"
2021년04월_계_0~9세,"1,462",448,41,429,40,46,126,62,124,37,54,55
2021년04월_계_10~19세,"2,258",663,26,721,50,73,149,62,266,36,104,108
2021년04월_계_20~29세,"2,745",593,62,835,69,114,204,122,255,123,175,193
2021년04월_계_30~39세,"2,692",625,89,802,84,111,255,110,230,95,127,164
2021년04월_계_40~49세,"4,361","1,003",89,"1,333",137,154,340,148,443,172,260,282
2021년04월_계_50~59세,"7,166","1,206",173,"1,743",243,337,655,429,749,424,578,629
2021년04월_계_60~69세,"9,764","1,290",274,"2,137",449,532,992,610,"1,082",537,838,"1,023"
2021년04월_계_70~79세,"6,678",794,194,"1,361",315,441,641,406,757,349,666,754
2021년04월_계_80~89세,"4,323",481,148,773,177,284,475,260,486,285,436,518
2021년04월_계_90~99세,625,73,20,106,25,51,62,35,85,37,64,67
2021년04월_계_100세 이상,11,1,1,4,0,0,1,1,1,0,2,0
2021년04월_남_총인구수,"20,707","3,512",561,"4,999",762,"1,029","1,913","1,113","2,190","1,039","1,685","1,904"
2021년04월_남_연령구간인구수,"20,707","3,512",561,"4,999",762,"1,029","1,913","1,113","2,190","1,039","1,685","1,904"
2021년04월_남_0~9세,760,236,20,208,16,26,66,35,65,24,35,29
2021년04월_남_10~19세,"1,149",327,20,354,31,39,64,25,148,24,61,56
2021년04월_남_20~29세,"1,620",347,30,472,43,70,123,77,147,76,110,125
2021년04월_남_30~39세,"1,453",306,52,444,48,63,139,56,110,54,75,106
2021년04월_남_40~49세,"2,420",518,62,710,83,94,202,76,242,85,168,180
2021년04월_남_50~59세,"3,820",619,94,906,127,179,360,229,398,239,329,340
2021년04월_남_60~69세,"4,914",641,135,"1,054",213,268,493,330,532,298,430,520
2021년04월_남_70~79세,"3,057",345,88,600,140,191,293,182,381,142,325,370
2021년04월_남_80~89세,"1,384",156,55,230,57,89,156,101,151,87,139,163
2021년04월_남_90~99세,129,17,4,21,4,10,17,2,16,10,13,15
2021년04월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"21,378","3,665",556,"5,245",827,"1,114","1,987","1,132","2,288","1,056","1,619","1,889"
2021년04월_여_연령구간인구수,"21,378","3,665",556,"5,245",827,"1,114","1,987","1,132","2,288","1,056","1,619","1,889"
2021년04월_여_0~9세,702,212,21,221,24,20,60,27,59,13,19,26
2021년04월_여_10~19세,"1,109",336,6,367,19,34,85,37,118,12,43,52
2021년04월_여_20~29세,"1,125",246,32,363,26,44,81,45,108,47,65,68
2021년04월_여_30~39세,"1,239",319,37,358,36,48,116,54,120,41,52,58
2021년04월_여_40~49세,"1,941",485,27,623,54,60,138,72,201,87,92,102
2021년04월_여_50~59세,"3,346",587,79,837,116,158,295,200,351,185,249,289
2021년04월_여_60~69세,"4,850",649,139,"1,083",236,264,499,280,550,239,408,503
2021년04월_여_70~79세,"3,621",449,106,761,175,250,348,224,376,207,341,384
2021년04월_여_80~89세,"2,939",325,93,543,120,195,319,159,335,198,297,355
2021년04월_여_90~99세,496,56,16,85,21,41,45,33,69,27,51,52
2021년04월_여_100세 이상,10,1,0,4,0,0,1,1,1,0,2,0
2021년05월_계_총인구수,"41,952","7,179","1,102","10,194","1,583","2,157","3,878","2,231","4,473","2,089","3,287","3,779"
2021년05월_계_연령구간인구수,"41,952","7,179","1,102","10,194","1,583","2,157","3,878","2,231","4,473","2,089","3,287","3,779"
2021년05월_계_0~9세,"1,455",448,41,423,41,48,124,61,125,34,54,56
2021년05월_계_10~19세,"2,256",664,25,722,48,75,147,61,264,41,103,106
2021년05월_계_20~29세,"2,739",596,58,836,71,114,205,118,256,121,177,187
2021년05월_계_30~39세,"2,640",616,89,786,83,112,248,105,230,93,121,157
2021년05월_계_40~49세,"4,314","1,006",86,"1,303",132,155,333,143,445,173,259,279
2021년05월_계_50~59세,"7,114","1,195",167,"1,732",244,334,658,431,740,419,566,628
2021년05월_계_60~69세,"9,790","1,304",272,"2,141",447,538,994,606,"1,083",539,841,"1,025"
2021년05월_계_70~79세,"6,677",793,195,"1,369",314,444,631,408,763,343,662,755
2021년05월_계_80~89세,"4,332",483,148,771,180,286,476,262,481,287,439,519
2021년05월_계_90~99세,624,73,20,107,23,51,61,35,85,39,63,67
2021년05월_계_100세 이상,11,1,1,4,0,0,1,1,1,0,2,0
2021년05월_남_총인구수,"20,642","3,513",552,"4,979",762,"1,035","1,904","1,107","2,190","1,034","1,671","1,895"
2021년05월_남_연령구간인구수,"20,642","3,513",552,"4,979",762,"1,035","1,904","1,107","2,190","1,034","1,671","1,895"
2021년05월_남_0~9세,752,238,20,203,16,26,66,34,65,21,34,29
2021년05월_남_10~19세,"1,155",330,19,359,30,41,64,24,145,28,60,55
2021년05월_남_20~29세,"1,606",348,27,469,44,70,122,76,146,74,110,120
2021년05월_남_30~39세,"1,422",300,53,434,47,63,135,53,112,54,71,100
2021년05월_남_40~49세,"2,387",518,60,690,83,94,197,72,243,86,166,178
2021년05월_남_50~59세,"3,810",618,92,901,129,175,363,235,397,233,325,342
2021년05월_남_60~69세,"4,943",644,133,"1,068",210,276,497,327,532,303,430,523
2021년05월_남_70~79세,"3,057",344,90,602,142,191,288,183,383,138,327,369
2021년05월_남_80~89세,"1,382",157,53,232,57,89,155,102,151,87,135,164
2021년05월_남_90~99세,127,16,4,21,4,10,17,1,16,10,13,15
2021년05월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"21,310","3,666",550,"5,215",821,"1,122","1,974","1,124","2,283","1,055","1,616","1,884"
2021년05월_여_연령구간인구수,"21,310","3,666",550,"5,215",821,"1,122","1,974","1,124","2,283","1,055","1,616","1,884"
2021년05월_여_0~9세,703,210,21,220,25,22,58,27,60,13,20,27
2021년05월_여_10~19세,"1,101",334,6,363,18,34,83,37,119,13,43,51
2021년05월_여_20~29세,"1,133",248,31,367,27,44,83,42,110,47,67,67
2021년05월_여_30~39세,"1,218",316,36,352,36,49,113,52,118,39,50,57
2021년05월_여_40~49세,"1,927",488,26,613,49,61,136,71,202,87,93,101
2021년05월_여_50~59세,"3,304",577,75,831,115,159,295,196,343,186,241,286
2021년05월_여_60~69세,"4,847",660,139,"1,073",237,262,497,279,551,236,411,502
2021년05월_여_70~79세,"3,620",449,105,767,172,253,343,225,380,205,335,386
2021년05월_여_80~89세,"2,950",326,95,539,123,197,321,160,330,200,304,355
2021년05월_여_90~99세,497,57,16,86,19,41,44,34,69,29,50,52
2021년05월_여_100세 이상,10,1,0,4,0,0,1,1,1,0,2,0
2021년06월_계_총인구수,"41,847","7,185","1,102","10,177","1,577","2,156","3,878","2,215","4,456","2,077","3,272","3,752"
2021년06월_계_연령구간인구수,"41,847","7,185","1,102","10,177","1,577","2,156","3,878","2,215","4,456","2,077","3,272","3,752"
2021년06월_계_0~9세,"1,447",454,41,412,39,49,124,63,124,33,54,54
2021년06월_계_10~19세,"2,227",663,25,711,46,72,151,62,253,40,99,105
2021년06월_계_20~29세,"2,718",598,58,825,73,116,205,112,257,118,175,181
2021년06월_계_30~39세,"2,629",614,89,793,79,109,250,102,232,95,115,151
2021년06월_계_40~49세,"4,280","1,006",87,"1,291",132,154,333,142,437,169,260,269
2021년06월_계_50~59세,"7,090","1,185",166,"1,742",240,333,656,424,739,419,560,626
2021년06월_계_60~69세,"9,808","1,309",269,"2,149",448,541,997,605,"1,085",534,838,"1,033"
2021년06월_계_70~79세,"6,669",797,197,"1,372",315,442,623,405,766,343,668,741
2021년06월_계_80~89세,"4,343",486,148,774,182,288,476,263,475,287,438,526
2021년06월_계_90~99세,627,72,21,106,23,52,62,36,87,39,63,66
2021년06월_계_100세 이상,9,1,1,2,0,0,1,1,1,0,2,0
2021년06월_남_총인구수,"20,580","3,520",553,"4,972",760,"1,031","1,907","1,096","2,175","1,027","1,659","1,880"
2021년06월_남_연령구간인구수,"20,580","3,520",553,"4,972",760,"1,031","1,907","1,096","2,175","1,027","1,659","1,880"
2021년06월_남_0~9세,747,240,20,197,15,26,66,35,64,21,34,29
2021년06월_남_10~19세,"1,145",333,19,355,29,40,68,24,139,27,57,54
2021년06월_남_20~29세,"1,590",351,27,460,44,70,123,71,147,72,109,116
2021년06월_남_30~39세,"1,413",296,53,439,46,61,134,53,112,54,68,97
2021년06월_남_40~49세,"2,369",520,61,686,84,93,195,72,240,82,166,170
2021년06월_남_50~59세,"3,795",614,92,903,127,173,362,232,395,233,321,343
2021년06월_남_60~69세,"4,954",644,131,"1,074",212,279,504,324,531,302,427,526
2021년06월_남_70~79세,"3,051",350,92,600,141,189,285,182,383,139,328,362
2021년06월_남_80~89세,"1,388",157,53,237,58,90,153,101,148,87,136,168
2021년06월_남_90~99세,127,15,4,21,4,10,17,2,16,10,13,15
2021년06월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"21,267","3,665",549,"5,205",817,"1,125","1,971","1,119","2,281","1,050","1,613","1,872"
2021년06월_여_연령구간인구수,"21,267","3,665",549,"5,205",817,"1,125","1,971","1,119","2,281","1,050","1,613","1,872"
2021년06월_여_0~9세,700,214,21,215,24,23,58,28,60,12,20,25
2021년06월_여_10~19세,"1,082",330,6,356,17,32,83,38,114,13,42,51
2021년06월_여_20~29세,"1,128",247,31,365,29,46,82,41,110,46,66,65
2021년06월_여_30~39세,"1,216",318,36,354,33,48,116,49,120,41,47,54
2021년06월_여_40~49세,"1,911",486,26,605,48,61,138,70,197,87,94,99
2021년06월_여_50~59세,"3,295",571,74,839,113,160,294,192,344,186,239,283
2021년06월_여_60~69세,"4,854",665,138,"1,075",236,262,493,281,554,232,411,507
2021년06월_여_70~79세,"3,618",447,105,772,174,253,338,223,383,204,340,379
2021년06월_여_80~89세,"2,955",329,95,537,124,198,323,162,327,200,302,358
2021년06월_여_90~99세,500,57,17,85,19,42,45,34,71,29,50,51
2021년06월_여_100세 이상,8,1,0,2,0,0,1,1,1,0,2,0
2021년07월_계_총인구수,"41,804","7,170","1,106","10,142","1,589","2,144","3,883","2,211","4,461","2,077","3,282","3,739"
