카테고리,충청북도 진천군,충청북도 진천군 진천읍,충청북도 진천군 덕산읍,충청북도 진천군 덕산읍혁신도시출장소,충청북도 진천군 초평면,충청북도 진천군 문백면,충청북도 진천군 백곡면,충청북도 진천군 이월면,충청북도 진천군 광혜원면
2020년09월_여_70~79세,"2,993","1,146",450,0,251,238,188,389,331
2020년09월_여_80~89세,"2,284",762,329,0,264,224,155,332,218
2020년09월_여_90~99세,375,120,49,0,34,37,30,65,40
2020년09월_여_100세 이상,14,3,4,0,1,0,2,4,0
2020년10월_계_총인구수,"83,090","30,022","27,426",0,"3,247","3,553","2,080","6,143","10,619"
2020년10월_계_연령구간인구수,"83,090","30,022","27,426",0,"3,247","3,553","2,080","6,143","10,619"
2020년10월_계_0~9세,"7,718","2,304","4,187",0,86,124,51,208,758
2020년10월_계_10~19세,"8,081","3,240","2,838",0,191,135,79,401,"1,197"
2020년10월_계_20~29세,"9,157","3,877","2,931",0,214,290,103,528,"1,214"
2020년10월_계_30~39세,"11,418","3,216","5,875",0,177,268,117,472,"1,293"
2020년10월_계_40~49세,"13,400","5,008","4,984",0,318,365,170,727,"1,828"
2020년10월_계_50~59세,"13,715","5,346","3,260",0,644,759,388,"1,248","2,070"
2020년10월_계_60~69세,"10,156","3,649","1,929",0,725,782,547,"1,264","1,260"
2020년10월_계_70~79세,"5,509","2,078",830,0,471,455,339,727,609
2020년10월_계_80~89세,"3,456","1,151",525,0,379,327,247,484,343
2020년10월_계_90~99세,461,148,63,0,41,47,37,78,47
2020년10월_계_100세 이상,19,5,4,0,1,1,2,6,0
2020년10월_남_총인구수,"43,522","15,410","14,508",0,"1,667","1,853","1,053","3,243","5,788"
2020년10월_남_연령구간인구수,"43,522","15,410","14,508",0,"1,667","1,853","1,053","3,243","5,788"
2020년10월_남_0~9세,"3,966","1,203","2,134",0,44,60,25,111,389
2020년10월_남_10~19세,"4,246","1,709","1,455",0,97,67,42,205,671
2020년10월_남_20~29세,"5,277","2,212","1,642",0,127,171,66,335,724
2020년10월_남_30~39세,"6,258","1,694","3,198",0,111,155,67,278,755
2020년10월_남_40~49세,"7,326","2,618","2,756",0,192,228,102,426,"1,004"
2020년10월_남_50~59세,"7,484","2,862","1,768",0,376,416,223,693,"1,146"
2020년10월_남_60~69세,"5,194","1,766",967,0,383,425,278,687,688
2020년10월_남_70~79세,"2,511",930,376,0,216,218,152,339,280
2020년10월_남_80~89세,"1,170",384,196,0,114,102,91,158,125
2020년10월_남_90~99세,85,30,16,0,7,10,7,9,6
2020년10월_남_100세 이상,5,2,0,0,0,1,0,2,0
2020년10월_여_총인구수,"39,568","14,612","12,918",0,"1,580","1,700","1,027","2,900","4,831"
2020년10월_여_연령구간인구수,"39,568","14,612","12,918",0,"1,580","1,700","1,027","2,900","4,831"
2020년10월_여_0~9세,"3,752","1,101","2,053",0,42,64,26,97,369
2020년10월_여_10~19세,"3,835","1,531","1,383",0,94,68,37,196,526
2020년10월_여_20~29세,"3,880","1,665","1,289",0,87,119,37,193,490
2020년10월_여_30~39세,"5,160","1,522","2,677",0,66,113,50,194,538
2020년10월_여_40~49세,"6,074","2,390","2,228",0,126,137,68,301,824
2020년10월_여_50~59세,"6,231","2,484","1,492",0,268,343,165,555,924
2020년10월_여_60~69세,"4,962","1,883",962,0,342,357,269,577,572
2020년10월_여_70~79세,"2,998","1,148",454,0,255,237,187,388,329
2020년10월_여_80~89세,"2,286",767,329,0,265,225,156,326,218
2020년10월_여_90~99세,376,118,47,0,34,37,30,69,41
2020년10월_여_100세 이상,14,3,4,0,1,0,2,4,0
2020년11월_계_총인구수,"83,621","29,961","28,086",0,"3,235","3,540","2,082","6,085","10,632"
2020년11월_계_연령구간인구수,"83,621","29,961","28,086",0,"3,235","3,540","2,082","6,085","10,632"
2020년11월_계_0~9세,"7,738","2,268","4,243",0,83,127,52,202,763
2020년11월_계_10~19세,"8,140","3,237","2,920",0,191,138,77,392,"1,185"
2020년11월_계_20~29세,"9,216","3,853","3,022",0,206,284,101,529,"1,221"
2020년11월_계_30~39세,"11,531","3,206","6,006",0,177,266,121,463,"1,292"
2020년11월_계_40~49세,"13,498","4,987","5,132",0,309,362,170,716,"1,822"
2020년11월_계_50~59세,"13,772","5,343","3,329",0,650,754,385,"1,233","2,078"
2020년11월_계_60~69세,"10,249","3,668","1,999",0,722,779,552,"1,267","1,262"
2020년11월_계_70~79세,"5,533","2,086",838,0,473,456,337,721,622
2020년11월_계_80~89세,"3,465","1,160",530,0,380,326,249,480,340
2020년11월_계_90~99세,459,148,63,0,43,46,35,77,47
2020년11월_계_100세 이상,20,5,4,0,1,2,3,5,0
2020년11월_남_총인구수,"43,802","15,377","14,855",0,"1,662","1,849","1,061","3,211","5,787"
2020년11월_남_연령구간인구수,"43,802","15,377","14,855",0,"1,662","1,849","1,061","3,211","5,787"
2020년11월_남_0~9세,"3,989","1,188","2,170",0,42,62,26,107,394
2020년11월_남_10~19세,"4,269","1,709","1,489",0,98,69,42,201,661
2020년11월_남_20~29세,"5,320","2,200","1,704",0,122,167,65,335,727
2020년11월_남_30~39세,"6,310","1,690","3,258",0,112,153,71,272,754
2020년11월_남_40~49세,"7,376","2,596","2,843",0,189,228,103,420,997
2020년11월_남_50~59세,"7,515","2,870","1,798",0,374,415,221,688,"1,149"
2020년11월_남_60~69세,"5,233","1,766","1,000",0,385,421,284,687,690
2020년11월_남_70~79세,"2,525",936,383,0,218,220,150,334,284
2020년11월_남_80~89세,"1,175",390,195,0,115,103,92,155,125
2020년11월_남_90~99세,85,30,15,0,7,10,7,10,6
2020년11월_남_100세 이상,5,2,0,0,0,1,0,2,0
2020년11월_여_총인구수,"39,819","14,584","13,231",0,"1,573","1,691","1,021","2,874","4,845"
2020년11월_여_연령구간인구수,"39,819","14,584","13,231",0,"1,573","1,691","1,021","2,874","4,845"
2020년11월_여_0~9세,"3,749","1,080","2,073",0,41,65,26,95,369
2020년11월_여_10~19세,"3,871","1,528","1,431",0,93,69,35,191,524
2020년11월_여_20~29세,"3,896","1,653","1,318",0,84,117,36,194,494
2020년11월_여_30~39세,"5,221","1,516","2,748",0,65,113,50,191,538
2020년11월_여_40~49세,"6,122","2,391","2,289",0,120,134,67,296,825
2020년11월_여_50~59세,"6,257","2,473","1,531",0,276,339,164,545,929
2020년11월_여_60~69세,"5,016","1,902",999,0,337,358,268,580,572
2020년11월_여_70~79세,"3,008","1,150",455,0,255,236,187,387,338
2020년11월_여_80~89세,"2,290",770,335,0,265,223,157,325,215
2020년11월_여_90~99세,374,118,48,0,36,36,28,67,41
2020년11월_여_100세 이상,15,3,4,0,1,1,3,3,0
2020년12월_계_총인구수,"83,718","30,013","28,280",0,"3,218","3,524","2,082","6,067","10,534"
2020년12월_계_연령구간인구수,"83,718","30,013","28,280",0,"3,218","3,524","2,082","6,067","10,534"
2020년12월_계_0~9세,"7,728","2,244","4,258",0,85,131,55,203,752
2020년12월_계_10~19세,"8,092","3,233","2,946",0,181,139,77,392,"1,124"
2020년12월_계_20~29세,"9,226","3,886","3,047",0,204,277,100,522,"1,190"
2020년12월_계_30~39세,"11,519","3,202","6,029",0,173,259,121,460,"1,275"
2020년12월_계_40~49세,"13,562","4,992","5,189",0,310,362,169,711,"1,829"
2020년12월_계_50~59세,"13,733","5,339","3,341",0,640,749,376,"1,218","2,070"
2020년12월_계_60~69세,"10,354","3,712","2,023",0,726,777,558,"1,279","1,279"
2020년12월_계_70~79세,"5,532","2,085",846,0,472,459,336,713,621
2020년12월_계_80~89세,"3,487","1,165",533,0,383,325,249,486,346
2020년12월_계_90~99세,465,150,64,0,43,44,38,78,48
2020년12월_계_100세 이상,20,5,4,0,1,2,3,5,0
2020년12월_남_총인구수,"43,836","15,389","14,949",0,"1,659","1,844","1,059","3,204","5,732"
2020년12월_남_연령구간인구수,"43,836","15,389","14,949",0,"1,659","1,844","1,059","3,204","5,732"
2020년12월_남_0~9세,"3,993","1,176","2,182",0,45,63,29,109,389
2020년12월_남_10~19세,"4,234","1,711","1,495",0,95,71,42,201,619
2020년12월_남_20~29세,"5,325","2,209","1,728",0,124,163,63,325,713
2020년12월_남_30~39세,"6,290","1,684","3,259",0,109,150,72,273,743
2020년12월_남_40~49세,"7,411","2,595","2,873",0,189,230,102,418,"1,004"
2020년12월_남_50~59세,"7,493","2,868","1,803",0,370,414,214,679,"1,145"
2020년12월_남_60~69세,"5,284","1,784","1,009",0,385,422,287,698,699
2020년12월_남_70~79세,"2,524",938,385,0,218,220,149,331,283
2020년12월_남_80~89세,"1,190",392,197,0,117,101,94,158,131
2020년12월_남_90~99세,87,30,18,0,7,9,7,10,6
2020년12월_남_100세 이상,5,2,0,0,0,1,0,2,0
2020년12월_여_총인구수,"39,882","14,624","13,331",0,"1,559","1,680","1,023","2,863","4,802"
2020년12월_여_연령구간인구수,"39,882","14,624","13,331",0,"1,559","1,680","1,023","2,863","4,802"
2020년12월_여_0~9세,"3,735","1,068","2,076",0,40,68,26,94,363
2020년12월_여_10~19세,"3,858","1,522","1,451",0,86,68,35,191,505
2020년12월_여_20~29세,"3,901","1,677","1,319",0,80,114,37,197,477
2020년12월_여_30~39세,"5,229","1,518","2,770",0,64,109,49,187,532
2020년12월_여_40~49세,"6,151","2,397","2,316",0,121,132,67,293,825
2020년12월_여_50~59세,"6,240","2,471","1,538",0,270,335,162,539,925
2020년12월_여_60~69세,"5,070","1,928","1,014",0,341,355,271,581,580
2020년12월_여_70~79세,"3,008","1,147",461,0,254,239,187,382,338
2020년12월_여_80~89세,"2,297",773,336,0,266,224,155,328,215
2020년12월_여_90~99세,378,120,46,0,36,35,31,68,42
2020년12월_여_100세 이상,15,3,4,0,1,1,3,3,0
2021년01월_계_총인구수,"83,849","30,016","28,483",0,"3,224","3,508","2,076","6,077","10,465"
2021년01월_계_연령구간인구수,"83,849","30,016","28,483",0,"3,224","3,508","2,076","6,077","10,465"
2021년01월_계_0~9세,"7,700","2,217","4,279",0,87,123,52,200,742
2021년01월_계_10~19세,"8,079","3,204","2,984",0,182,142,78,393,"1,096"
2021년01월_계_20~29세,"9,267","3,905","3,075",0,205,276,97,525,"1,184"
2021년01월_계_30~39세,"11,510","3,208","6,038",0,176,257,118,459,"1,254"
2021년01월_계_40~49세,"13,584","4,970","5,250",0,312,354,166,710,"1,822"
2021년01월_계_50~59세,"13,741","5,356","3,355",0,628,746,379,"1,212","2,065"
2021년01월_계_60~69세,"10,441","3,742","2,039",0,734,781,561,"1,298","1,286"
2021년01월_계_70~79세,"5,545","2,099",849,0,470,459,332,713,623
2021년01월_계_80~89세,"3,490","1,159",541,0,387,326,250,483,344
2021년01월_계_90~99세,473,152,69,0,42,42,40,79,49
2021년01월_계_100세 이상,19,4,4,0,1,2,3,5,0
2021년01월_남_총인구수,"43,937","15,428","15,046",0,"1,657","1,832","1,054","3,209","5,711"
2021년01월_남_연령구간인구수,"43,937","15,428","15,046",0,"1,657","1,832","1,054","3,209","5,711"
2021년01월_남_0~9세,"3,984","1,164","2,196",0,46,59,26,108,385
2021년01월_남_10~19세,"4,235","1,699","1,522",0,93,71,42,201,607
2021년01월_남_20~29세,"5,343","2,223","1,734",0,125,161,60,321,719
2021년01월_남_30~39세,"6,316","1,704","3,262",0,109,151,71,278,741
2021년01월_남_40~49세,"7,420","2,587","2,904",0,189,228,98,417,997
2021년01월_남_50~59세,"7,489","2,881","1,801",0,366,409,219,676,"1,137"
2021년01월_남_60~69세,"5,334","1,803","1,022",0,388,420,290,708,703
2021년01월_남_70~79세,"2,532",944,389,0,218,221,147,329,284
2021년01월_남_80~89세,"1,190",390,198,0,116,102,93,159,132
2021년01월_남_90~99세,89,31,18,0,7,9,8,10,6
2021년01월_남_100세 이상,5,2,0,0,0,1,0,2,0
2021년01월_여_총인구수,"39,912","14,588","13,437",0,"1,567","1,676","1,022","2,868","4,754"
2021년01월_여_연령구간인구수,"39,912","14,588","13,437",0,"1,567","1,676","1,022","2,868","4,754"
2021년01월_여_0~9세,"3,716","1,053","2,083",0,41,64,26,92,357
2021년01월_여_10~19세,"3,844","1,505","1,462",0,89,71,36,192,489
2021년01월_여_20~29세,"3,924","1,682","1,341",0,80,115,37,204,465
2021년01월_여_30~39세,"5,194","1,504","2,776",0,67,106,47,181,513
2021년01월_여_40~49세,"6,164","2,383","2,346",0,123,126,68,293,825
2021년01월_여_50~59세,"6,252","2,475","1,554",0,262,337,160,536,928
2021년01월_여_60~69세,"5,107","1,939","1,017",0,346,361,271,590,583
2021년01월_여_70~79세,"3,013","1,155",460,0,252,238,185,384,339
2021년01월_여_80~89세,"2,300",769,343,0,271,224,157,324,212
2021년01월_여_90~99세,384,121,51,0,35,33,32,69,43
2021년01월_여_100세 이상,14,2,4,0,1,1,3,3,0
2021년02월_계_총인구수,"84,116","30,050","28,711",0,"3,235","3,490","2,092","6,079","10,459"
2021년02월_계_연령구간인구수,"84,116","30,050","28,711",0,"3,235","3,490","2,092","6,079","10,459"
2021년02월_계_0~9세,"7,706","2,203","4,310",0,91,120,52,193,737
2021년02월_계_10~19세,"8,088","3,199","3,018",0,179,145,76,390,"1,081"
2021년02월_계_20~29세,"9,261","3,910","3,067",0,201,261,100,528,"1,194"
2021년02월_계_30~39세,"11,554","3,198","6,089",0,187,255,122,462,"1,241"
2021년02월_계_40~49세,"13,626","4,955","5,318",0,305,353,166,709,"1,820"
2021년02월_계_50~59세,"13,752","5,361","3,368",0,627,741,385,"1,200","2,070"
2021년02월_계_60~69세,"10,579","3,810","2,072",0,750,781,563,"1,311","1,292"
2021년02월_계_70~79세,"5,546","2,084",853,0,465,465,337,715,627
2021년02월_계_80~89세,"3,503","1,172",539,0,387,324,248,487,346
2021년02월_계_90~99세,482,154,73,0,42,43,40,79,51
2021년02월_계_100세 이상,19,4,4,0,1,2,3,5,0
2021년02월_남_총인구수,"44,050","15,433","15,165",0,"1,660","1,813","1,067","3,210","5,702"
2021년02월_남_연령구간인구수,"44,050","15,433","15,165",0,"1,660","1,813","1,067","3,210","5,702"
2021년02월_남_0~9세,"3,994","1,154","2,222",0,46,58,26,105,383
2021년02월_남_10~19세,"4,230","1,686","1,542",0,91,72,41,199,599
2021년02월_남_20~29세,"5,325","2,227","1,717",0,123,151,64,319,724
2021년02월_남_30~39세,"6,342","1,701","3,283",0,115,150,74,287,732
2021년02월_남_40~49세,"7,438","2,581","2,950",0,184,223,99,411,990
2021년02월_남_50~59세,"7,498","2,879","1,804",0,367,406,222,672,"1,148"
2021년02월_남_60~69세,"5,399","1,842","1,037",0,396,417,292,714,701
2021년02월_남_70~79세,"2,536",934,393,0,217,225,151,331,285
2021년02월_남_80~89세,"1,194",397,198,0,114,101,90,160,134
2021년02월_남_90~99세,89,30,19,0,7,9,8,10,6
2021년02월_남_100세 이상,5,2,0,0,0,1,0,2,0
2021년02월_여_총인구수,"40,066","14,617","13,546",0,"1,575","1,677","1,025","2,869","4,757"
2021년02월_여_연령구간인구수,"40,066","14,617","13,546",0,"1,575","1,677","1,025","2,869","4,757"
2021년02월_여_0~9세,"3,712","1,049","2,088",0,45,62,26,88,354
2021년02월_여_10~19세,"3,858","1,513","1,476",0,88,73,35,191,482
2021년02월_여_20~29세,"3,936","1,683","1,350",0,78,110,36,209,470
2021년02월_여_30~39세,"5,212","1,497","2,806",0,72,105,48,175,509
2021년02월_여_40~49세,"6,188","2,374","2,368",0,121,130,67,298,830
2021년02월_여_50~59세,"6,254","2,482","1,564",0,260,335,163,528,922
2021년02월_여_60~69세,"5,180","1,968","1,035",0,354,364,271,597,591
2021년02월_여_70~79세,"3,010","1,150",460,0,248,240,186,384,342
2021년02월_여_80~89세,"2,309",775,341,0,273,223,158,327,212
2021년02월_여_90~99세,393,124,54,0,35,34,32,69,45
2021년02월_여_100세 이상,14,2,4,0,1,1,3,3,0
2021년03월_계_총인구수,"84,118","29,980","28,907",0,"3,194","3,483","2,079","6,063","10,412"
2021년03월_계_연령구간인구수,"84,118","29,980","28,907",0,"3,194","3,483","2,079","6,063","10,412"
2021년03월_계_0~9세,"7,685","2,184","4,338",0,86,122,47,189,719
2021년03월_계_10~19세,"8,134","3,195","3,069",0,176,143,77,391,"1,083"
2021년03월_계_20~29세,"9,266","3,917","3,082",0,199,257,97,534,"1,180"
2021년03월_계_30~39세,"11,521","3,156","6,127",0,182,250,120,456,"1,230"
2021년03월_계_40~49세,"13,626","4,933","5,359",0,306,348,167,702,"1,811"
2021년03월_계_50~59세,"13,668","5,327","3,371",0,612,729,381,"1,197","2,051"
2021년03월_계_60~69세,"10,716","3,864","2,108",0,749,796,560,"1,325","1,314"
2021년03월_계_70~79세,"5,507","2,087",839,0,459,456,335,707,624
2021년03월_계_80~89세,"3,506","1,165",541,0,380,338,251,485,346
2021년03월_계_90~99세,476,150,70,0,44,42,40,76,54
2021년03월_계_100세 이상,13,2,3,0,1,2,4,1,0
2021년03월_남_총인구수,"44,101","15,420","15,260",0,"1,648","1,809","1,062","3,212","5,690"
2021년03월_남_연령구간인구수,"44,101","15,420","15,260",0,"1,648","1,809","1,062","3,212","5,690"
2021년03월_남_0~9세,"3,974","1,139","2,230",0,47,61,25,101,371
2021년03월_남_10~19세,"4,253","1,680","1,565",0,91,71,41,204,601
2021년03월_남_20~29세,"5,350","2,241","1,721",0,121,151,63,325,728
2021년03월_남_30~39세,"6,339","1,690","3,313",0,113,146,73,279,725
2021년03월_남_40~49세,"7,433","2,576","2,962",0,185,219,98,405,988
2021년03월_남_50~59세,"7,470","2,865","1,812",0,361,400,218,671,"1,143"
2021년03월_남_60~69세,"5,477","1,867","1,059",0,396,428,291,728,708
2021년03월_남_70~79세,"2,515",935,383,0,215,217,155,327,283
2021년03월_남_80~89세,"1,202",396,198,0,112,108,89,163,136
2021년03월_남_90~99세,85,30,17,0,7,7,9,8,7
2021년03월_남_100세 이상,3,1,0,0,0,1,0,1,0
2021년03월_여_총인구수,"40,017","14,560","13,647",0,"1,546","1,674","1,017","2,851","4,722"
2021년03월_여_연령구간인구수,"40,017","14,560","13,647",0,"1,546","1,674","1,017","2,851","4,722"
2021년03월_여_0~9세,"3,711","1,045","2,108",0,39,61,22,88,348
2021년03월_여_10~19세,"3,881","1,515","1,504",0,85,72,36,187,482
2021년03월_여_20~29세,"3,916","1,676","1,361",0,78,106,34,209,452
2021년03월_여_30~39세,"5,182","1,466","2,814",0,69,104,47,177,505
2021년03월_여_40~49세,"6,193","2,357","2,397",0,121,129,69,297,823
2021년03월_여_50~59세,"6,198","2,462","1,559",0,251,329,163,526,908
2021년03월_여_60~69세,"5,239","1,997","1,049",0,353,368,269,597,606
2021년03월_여_70~79세,"2,992","1,152",456,0,244,239,180,380,341
2021년03월_여_80~89세,"2,304",769,343,0,268,230,162,322,210
2021년03월_여_90~99세,391,120,53,0,37,35,31,68,47
2021년03월_여_100세 이상,10,1,3,0,1,1,4,0,0
2021년04월_계_총인구수,"84,437","30,121","29,095",0,"3,181","3,485","2,085","6,097","10,373"
2021년04월_계_연령구간인구수,"84,437","30,121","29,095",0,"3,181","3,485","2,085","6,097","10,373"
2021년04월_계_0~9세,"7,634","2,154","4,342",0,79,122,46,189,702
2021년04월_계_10~19세,"8,322","3,353","3,095",0,175,146,75,393,"1,085"
2021년04월_계_20~29세,"9,273","3,919","3,095",0,199,257,99,534,"1,170"
2021년04월_계_30~39세,"11,536","3,144","6,161",0,181,247,121,467,"1,215"
2021년04월_계_40~49세,"13,643","4,923","5,405",0,305,351,167,707,"1,785"
2021년04월_계_50~59세,"13,654","5,321","3,387",0,596,725,380,"1,189","2,056"
2021년04월_계_60~69세,"10,860","3,895","2,150",0,765,805,565,"1,347","1,333"
2021년04월_계_70~79세,"5,497","2,079",847,0,454,455,333,709,620
2021년04월_계_80~89세,"3,520","1,176",538,0,381,333,254,485,353
2021년04월_계_90~99세,486,155,72,0,45,43,41,76,54
2021년04월_계_100세 이상,12,2,3,0,1,1,4,1,0
2021년04월_남_총인구수,"44,228","15,460","15,346",0,"1,643","1,808","1,062","3,243","5,666"
2021년04월_남_연령구간인구수,"44,228","15,460","15,346",0,"1,643","1,808","1,062","3,243","5,666"
2021년04월_남_0~9세,"3,946","1,123","2,234",0,44,61,24,102,358
2021년04월_남_10~19세,"4,320","1,726","1,577",0,90,73,41,206,607
2021년04월_남_20~29세,"5,338","2,234","1,716",0,120,150,62,332,724
2021년04월_남_30~39세,"6,350","1,698","3,320",0,111,145,73,286,717
2021년04월_남_40~49세,"7,446","2,570","2,994",0,186,221,98,406,971
2021년04월_남_50~59세,"7,457","2,861","1,824",0,350,393,217,667,"1,145"
2021년04월_남_60~69세,"5,555","1,881","1,078",0,410,433,293,741,719
2021년04월_남_70~79세,"2,516",936,388,0,212,218,153,328,281
2021년04월_남_80~89세,"1,208",400,197,0,112,106,92,164,137
2021년04월_남_90~99세,89,30,18,0,8,7,9,10,7
2021년04월_남_100세 이상,3,1,0,0,0,1,0,1,0
2021년04월_여_총인구수,"40,209","14,661","13,749",0,"1,538","1,677","1,023","2,854","4,707"
2021년04월_여_연령구간인구수,"40,209","14,661","13,749",0,"1,538","1,677","1,023","2,854","4,707"
2021년04월_여_0~9세,"3,688","1,031","2,108",0,35,61,22,87,344
2021년04월_여_10~19세,"4,002","1,627","1,518",0,85,73,34,187,478
2021년04월_여_20~29세,"3,935","1,685","1,379",0,79,107,37,202,446
2021년04월_여_30~39세,"5,186","1,446","2,841",0,70,102,48,181,498
2021년04월_여_40~49세,"6,197","2,353","2,411",0,119,130,69,301,814
2021년04월_여_50~59세,"6,197","2,460","1,563",0,246,332,163,522,911
2021년04월_여_60~69세,"5,305","2,014","1,072",0,355,372,272,606,614
2021년04월_여_70~79세,"2,981","1,143",459,0,242,237,180,381,339
2021년04월_여_80~89세,"2,312",776,341,0,269,227,162,321,216
2021년04월_여_90~99세,397,125,54,0,37,36,32,66,47
2021년04월_여_100세 이상,9,1,3,0,1,0,4,0,0
2021년05월_계_총인구수,"84,623","30,125","29,194",0,"3,157","3,469","2,084","6,120","10,474"
2021년05월_계_연령구간인구수,"84,623","30,125","29,194",0,"3,157","3,469","2,084","6,120","10,474"
2021년05월_계_0~9세,"7,618","2,156","4,343",0,69,117,48,189,696
2021년05월_계_10~19세,"8,374","3,339","3,093",0,171,146,76,393,"1,156"
2021년05월_계_20~29세,"9,271","3,916","3,103",0,201,255,100,530,"1,166"
2021년05월_계_30~39세,"11,528","3,134","6,156",0,177,247,116,480,"1,218"
2021년05월_계_40~49세,"13,650","4,907","5,453",0,301,340,165,703,"1,781"
2021년05월_계_50~59세,"13,690","5,314","3,414",0,590,722,374,"1,194","2,082"
2021년05월_계_60~69세,"10,951","3,928","2,167",0,766,810,570,"1,368","1,342"
2021년05월_계_70~79세,"5,508","2,092",853,0,454,453,333,700,623
2021년05월_계_80~89세,"3,531","1,179",538,0,382,334,257,488,353
2021년05월_계_90~99세,490,158,71,0,45,44,41,74,57
2021년05월_계_100세 이상,12,2,3,0,1,1,4,1,0
2021년05월_남_총인구수,"44,376","15,481","15,411",0,"1,632","1,804","1,063","3,254","5,731"
2021년05월_남_연령구간인구수,"44,376","15,481","15,411",0,"1,632","1,804","1,063","3,254","5,731"
2021년05월_남_0~9세,"3,939","1,128","2,235",0,36,57,26,102,355
2021년05월_남_10~19세,"4,352","1,719","1,572",0,88,74,41,207,651
2021년05월_남_20~29세,"5,356","2,240","1,723",0,124,151,61,332,725
2021년05월_남_30~39세,"6,358","1,686","3,330",0,110,147,69,294,722
2021년05월_남_40~49세,"7,443","2,564","3,011",0,183,212,100,405,968
2021년05월_남_50~59세,"7,485","2,862","1,844",0,348,389,214,665,"1,163"
2021년05월_남_60~69세,"5,604","1,902","1,092",0,410,439,294,751,716
2021년05월_남_70~79세,"2,530",942,388,0,211,220,155,325,289
2021년05월_남_80~89세,"1,215",404,198,0,115,107,94,163,134
2021년05월_남_90~99세,91,33,18,0,7,7,9,9,8
2021년05월_남_100세 이상,3,1,0,0,0,1,0,1,0
2021년05월_여_총인구수,"40,247","14,644","13,783",0,"1,525","1,665","1,021","2,866","4,743"
2021년05월_여_연령구간인구수,"40,247","14,644","13,783",0,"1,525","1,665","1,021","2,866","4,743"
2021년05월_여_0~9세,"3,679","1,028","2,108",0,33,60,22,87,341
2021년05월_여_10~19세,"4,022","1,620","1,521",0,83,72,35,186,505
2021년05월_여_20~29세,"3,915","1,676","1,380",0,77,104,39,198,441
2021년05월_여_30~39세,"5,170","1,448","2,826",0,67,100,47,186,496
2021년05월_여_40~49세,"6,207","2,343","2,442",0,118,128,65,298,813
2021년05월_여_50~59세,"6,205","2,452","1,570",0,242,333,160,529,919
2021년05월_여_60~69세,"5,347","2,026","1,075",0,356,371,276,617,626
2021년05월_여_70~79세,"2,978","1,150",465,0,243,233,178,375,334
2021년05월_여_80~89세,"2,316",775,340,0,267,227,163,325,219
2021년05월_여_90~99세,399,125,53,0,38,37,32,65,49
2021년05월_여_100세 이상,9,1,3,0,1,0,4,0,0
2021년06월_계_총인구수,"84,746","30,130","29,314",0,"3,143","3,470","2,084","6,130","10,475"
2021년06월_계_연령구간인구수,"84,746","30,130","29,314",0,"3,143","3,470","2,084","6,130","10,475"
2021년06월_계_0~9세,"7,599","2,138","4,345",0,67,117,48,188,696
2021년06월_계_10~19세,"8,384","3,334","3,115",0,168,147,77,390,"1,153"
2021년06월_계_20~29세,"9,269","3,916","3,107",0,201,250,97,529,"1,169"
2021년06월_계_30~39세,"11,507","3,109","6,164",0,180,248,116,479,"1,211"
2021년06월_계_40~49세,"13,681","4,908","5,493",0,292,340,164,708,"1,776"
2021년06월_계_50~59세,"13,728","5,328","3,443",0,583,724,373,"1,198","2,079"
2021년06월_계_60~69세,"11,034","3,956","2,180",0,772,815,575,"1,371","1,365"
2021년06월_계_70~79세,"5,496","2,092",855,0,455,452,331,699,612
2021년06월_계_80~89세,"3,555","1,191",539,0,380,335,259,494,357
2021년06월_계_90~99세,480,156,70,0,43,41,40,73,57
2021년06월_계_100세 이상,13,2,3,0,2,1,4,1,0
2021년06월_남_총인구수,"44,459","15,490","15,483",0,"1,626","1,811","1,064","3,252","5,733"
2021년06월_남_연령구간인구수,"44,459","15,490","15,483",0,"1,626","1,811","1,064","3,252","5,733"
2021년06월_남_0~9세,"3,928","1,124","2,233",0,34,56,26,100,355
2021년06월_남_10~19세,"4,353","1,716","1,580",0,86,76,42,206,647
2021년06월_남_20~29세,"5,361","2,243","1,726",0,125,151,60,329,727
2021년06월_남_30~39세,"6,348","1,671","3,335",0,112,149,69,294,718
2021년06월_남_40~49세,"7,456","2,563","3,037",0,177,211,98,407,963
2021년06월_남_50~59세,"7,512","2,867","1,866",0,345,393,214,663,"1,164"
2021년06월_남_60~69세,"5,664","1,925","1,106",0,413,441,296,753,730
2021년06월_남_70~79세,"2,526",940,388,0,212,220,156,325,285
2021년06월_남_80~89세,"1,219",408,195,0,115,106,94,165,136
2021년06월_남_90~99세,89,32,17,0,7,7,9,9,8
2021년06월_남_100세 이상,3,1,0,0,0,1,0,1,0
2021년06월_여_총인구수,"40,287","14,640","13,831",0,"1,517","1,659","1,020","2,878","4,742"
2021년06월_여_연령구간인구수,"40,287","14,640","13,831",0,"1,517","1,659","1,020","2,878","4,742"
2021년06월_여_0~9세,"3,671","1,014","2,112",0,33,61,22,88,341
2021년06월_여_10~19세,"4,031","1,618","1,535",0,82,71,35,184,506
2021년06월_여_20~29세,"3,908","1,673","1,381",0,76,99,37,200,442
2021년06월_여_30~39세,"5,159","1,438","2,829",0,68,99,47,185,493
2021년06월_여_40~49세,"6,225","2,345","2,456",0,115,129,66,301,813
2021년06월_여_50~59세,"6,216","2,461","1,577",0,238,331,159,535,915
2021년06월_여_60~69세,"5,370","2,031","1,074",0,359,374,279,618,635
