카테고리,인천광역시,인천광역시 중구,인천광역시 동구,인천광역시 미추홀구,인천광역시 연수구,인천광역시 남동구,인천광역시 부평구,인천광역시 계양구,인천광역시 서구,인천광역시 강화군,인천광역시 옹진군
2020년09월_계_90~99세,"12,195",617,439,"1,982","1,266","1,983","2,101","1,097","1,666",799,245
2020년09월_계_100세 이상,944,77,73,179,58,132,200,69,106,37,13
2020년09월_남_총인구수,"1,474,105","72,174","31,767","203,233","189,440","262,068","246,296","148,443","274,441","34,613","11,630"
2020년09월_남_연령구간인구수,"1,474,105","72,174","31,767","203,233","189,440","262,068","246,296","148,443","274,441","34,613","11,630"
2020년09월_남_0~9세,"119,162","6,210","2,067","14,041","19,324","22,040","17,282","9,602","26,335","1,762",499
2020년09월_남_10~19세,"141,587","6,504","2,632","16,370","21,635","25,737","22,652","13,969","29,112","2,374",602
2020년09월_남_20~29세,"209,648","9,765","3,608","30,223","26,689","36,795","36,385","23,273","37,852","3,095","1,963"
2020년09월_남_30~39세,"211,222","11,524","3,755","29,853","28,052","37,798","35,377","19,769","41,099","2,807","1,188"
2020년09월_남_40~49세,"247,944","13,410","5,462","33,466","33,266","45,419","39,270","23,057","48,827","4,225","1,542"
2020년09월_남_50~59세,"256,495","11,117","5,407","33,813","31,550","44,670","44,532","29,766","47,362","6,190","2,088"
2020년09월_남_60~69세,"178,704","7,830","4,785","26,337","19,256","31,180","31,609","19,528","29,083","6,974","2,122"
2020년09월_남_70~79세,"80,288","4,318","2,943","14,072","7,065","13,838","14,092","6,925","11,093","4,777","1,165"
2020년09월_남_80~89세,"26,167","1,318",977,"4,557","2,300","4,163","4,622","2,295","3,323","2,203",409
2020년09월_남_90~99세,"2,640",153,108,456,288,398,431,242,320,196,48
2020년09월_남_100세 이상,248,25,23,45,15,30,44,17,35,10,4
2020년09월_여_총인구수,"1,468,448","67,125","31,190","200,267","191,540","265,447","251,606","149,097","268,924","34,457","8,795"
2020년09월_여_연령구간인구수,"1,468,448","67,125","31,190","200,267","191,540","265,447","251,606","149,097","268,924","34,457","8,795"
2020년09월_여_0~9세,"113,046","5,852","1,840","13,403","18,581","20,855","16,490","9,342","24,632","1,586",465
2020년09월_여_10~19세,"133,729","6,062","2,472","15,432","20,487","24,586","21,089","13,094","27,753","2,235",519
2020년09월_여_20~29세,"192,318","9,475","3,059","26,895","24,844","34,447","34,339","21,211","35,041","2,304",703
2020년09월_여_30~39세,"197,214","9,789","3,301","25,714","28,809","35,703","33,063","18,289","39,274","2,546",726
2020년09월_여_40~49세,"237,347","11,073","4,684","29,918","34,209","43,950","38,838","23,262","46,969","3,542",902
2020년09월_여_50~59세,"256,443","9,174","4,767","33,550","32,246","45,938","46,257","31,153","45,980","5,842","1,536"
2020년09월_여_60~69세,"181,795","7,873","5,145","28,551","18,165","33,354","33,361","18,468","28,003","7,059","1,816"
2020년09월_여_70~79세,"96,089","4,956","3,712","17,054","8,328","16,780","17,237","8,469","13,020","5,329","1,204"
2020년09월_여_80~89세,"50,216","2,355","1,829","8,090","4,850","8,147","9,106","4,902","6,835","3,384",718
2020년09월_여_90~99세,"9,555",464,331,"1,526",978,"1,585","1,670",855,"1,346",603,197
2020년09월_여_100세 이상,696,52,50,134,43,102,156,52,71,27,9
2020년10월_계_총인구수,"2,942,233","139,391","62,802","402,662","383,529","527,080","496,958","297,282","542,982","69,069","20,478"
2020년10월_계_연령구간인구수,"2,942,233","139,391","62,802","402,662","383,529","527,080","496,958","297,282","542,982","69,069","20,478"
2020년10월_계_0~9세,"230,733","12,017","3,859","27,144","38,043","42,535","33,479","18,774","50,571","3,350",961
2020년10월_계_10~19세,"275,120","12,573","5,107","31,646","42,469","50,252","43,608","26,951","56,780","4,613","1,121"
2020년10월_계_20~29세,"401,806","19,198","6,646","57,000","52,034","71,155","70,500","44,351","72,846","5,367","2,709"
2020년10월_계_30~39세,"407,042","21,276","6,988","55,325","57,128","73,119","67,988","37,950","80,037","5,327","1,904"
2020년10월_계_40~49세,"484,692","24,483","10,094","63,215","67,841","89,204","77,875","46,183","95,590","7,763","2,444"
2020년10월_계_50~59세,"513,053","20,353","10,154","67,190","64,138","90,632","90,627","60,876","93,460","12,005","3,618"
2020년10월_계_60~69세,"362,963","15,803","9,955","55,075","37,867","64,956","65,382","38,344","57,517","14,107","3,957"
2020년10월_계_70~79세,"176,800","9,298","6,675","31,169","15,458","30,718","31,381","15,435","24,196","10,091","2,379"
2020년10월_계_80~89세,"76,819","3,710","2,809","12,732","7,206","12,373","13,815","7,234","10,209","5,602","1,129"
2020년10월_계_90~99세,"12,256",602,442,"1,987","1,286","2,002","2,101","1,114","1,670",809,243
2020년10월_계_100세 이상,949,78,73,179,59,134,202,70,106,35,13
2020년10월_남_총인구수,"1,473,834","72,267","31,701","202,816","190,662","261,785","245,756","148,288","274,290","34,603","11,666"
2020년10월_남_연령구간인구수,"1,473,834","72,267","31,701","202,816","190,662","261,785","245,756","148,288","274,290","34,603","11,666"
2020년10월_남_0~9세,"118,446","6,192","2,049","13,882","19,361","21,869","17,151","9,533","26,148","1,759",502
2020년10월_남_10~19세,"141,458","6,514","2,638","16,288","21,821","25,677","22,591","13,879","29,065","2,382",603
2020년10월_남_20~29세,"209,569","9,751","3,612","30,135","26,945","36,736","36,270","23,234","37,837","3,067","1,982"
2020년10월_남_30~39세,"210,479","11,519","3,701","29,757","28,170","37,605","35,112","19,738","40,898","2,795","1,184"
2020년10월_남_40~49세,"247,655","13,394","5,444","33,411","33,438","45,334","39,156","22,960","48,749","4,229","1,540"
2020년10월_남_50~59세,"256,576","11,170","5,397","33,743","31,714","44,676","44,405","29,726","47,475","6,186","2,084"
2020년10월_남_60~69세,"179,874","7,897","4,793","26,410","19,473","31,368","31,827","19,704","29,259","7,014","2,129"
2020년10월_남_70~79세,"80,533","4,327","2,954","14,088","7,110","13,893","14,125","6,947","11,161","4,753","1,175"
2020년10월_남_80~89세,"26,344","1,327",980,"4,600","2,320","4,191","4,651","2,308","3,340","2,213",414
2020년10월_남_90~99세,"2,650",150,110,457,294,405,424,242,323,196,49
2020년10월_남_100세 이상,250,26,23,45,16,31,44,17,35,9,4
2020년10월_여_총인구수,"1,468,399","67,124","31,101","199,846","192,867","265,295","251,202","148,994","268,692","34,466","8,812"
2020년10월_여_연령구간인구수,"1,468,399","67,124","31,101","199,846","192,867","265,295","251,202","148,994","268,692","34,466","8,812"
2020년10월_여_0~9세,"112,287","5,825","1,810","13,262","18,682","20,666","16,328","9,241","24,423","1,591",459
2020년10월_여_10~19세,"133,662","6,059","2,469","15,358","20,648","24,575","21,017","13,072","27,715","2,231",518
2020년10월_여_20~29세,"192,237","9,447","3,034","26,865","25,089","34,419","34,230","21,117","35,009","2,300",727
2020년10월_여_30~39세,"196,563","9,757","3,287","25,568","28,958","35,514","32,876","18,212","39,139","2,532",720
2020년10월_여_40~49세,"237,037","11,089","4,650","29,804","34,403","43,870","38,719","23,223","46,841","3,534",904
2020년10월_여_50~59세,"256,477","9,183","4,757","33,447","32,424","45,956","46,222","31,150","45,985","5,819","1,534"
2020년10월_여_60~69세,"183,089","7,906","5,162","28,665","18,394","33,588","33,555","18,640","28,258","7,093","1,828"
2020년10월_여_70~79세,"96,267","4,971","3,721","17,081","8,348","16,825","17,256","8,488","13,035","5,338","1,204"
2020년10월_여_80~89세,"50,475","2,383","1,829","8,132","4,886","8,182","9,164","4,926","6,869","3,389",715
2020년10월_여_90~99세,"9,606",452,332,"1,530",992,"1,597","1,677",872,"1,347",613,194
2020년10월_여_100세 이상,699,52,50,134,43,103,158,53,71,26,9
2020년11월_계_총인구수,"2,942,307","139,646","62,747","402,392","385,973","526,337","495,882","297,148","542,611","69,074","20,497"
2020년11월_계_연령구간인구수,"2,942,307","139,646","62,747","402,392","385,973","526,337","495,882","297,148","542,611","69,074","20,497"
2020년11월_계_0~9세,"229,469","11,959","3,812","26,988","38,238","42,186","33,169","18,632","50,207","3,330",948
2020년11월_계_10~19세,"274,765","12,615","5,094","31,602","42,675","50,098","43,434","26,824","56,677","4,630","1,116"
2020년11월_계_20~29세,"401,509","19,184","6,645","56,973","52,260","71,019","70,296","44,314","72,752","5,347","2,719"
2020년11월_계_30~39세,"406,373","21,319","6,927","55,191","57,631","72,769","67,598","37,900","79,806","5,336","1,896"
2020년11월_계_40~49세,"484,427","24,541","10,086","63,130","68,263","89,021","77,690","46,003","95,517","7,740","2,436"
2020년11월_계_50~59세,"512,755","20,399","10,165","67,085","64,387","90,497","90,409","60,801","93,427","11,963","3,622"
2020년11월_계_60~69세,"365,387","15,896","9,987","55,274","38,363","65,363","65,682","38,725","57,935","14,175","3,987"
2020년11월_계_70~79세,"177,282","9,314","6,698","31,208","15,559","30,783","31,432","15,513","24,287","10,102","2,386"
2020년11월_계_80~89세,"77,078","3,732","2,821","12,768","7,241","12,437","13,860","7,252","10,227","5,607","1,133"
2020년11월_계_90~99세,"12,301",608,439,"1,993","1,293","2,027","2,110","1,113","1,669",809,240
2020년11월_계_100세 이상,961,79,73,180,63,137,202,71,107,35,14
2020년11월_남_총인구수,"1,473,795","72,385","31,690","202,669","191,853","261,423","245,186","148,225","274,090","34,607","11,667"
2020년11월_남_연령구간인구수,"1,473,795","72,385","31,690","202,669","191,853","261,423","245,186","148,225","274,090","34,607","11,667"
2020년11월_남_0~9세,"117,812","6,161","2,023","13,807","19,460","21,703","16,978","9,459","25,979","1,752",490
2020년11월_남_10~19세,"141,315","6,543","2,631","16,253","21,930","25,613","22,510","13,803","29,046","2,382",604
2020년11월_남_20~29세,"209,376","9,726","3,619","30,116","27,036","36,641","36,209","23,235","37,748","3,058","1,988"
2020년11월_남_30~39세,"210,123","11,554","3,671","29,681","28,434","37,448","34,874","19,734","40,750","2,805","1,172"
2020년11월_남_40~49세,"247,531","13,405","5,446","33,410","33,660","45,244","39,068","22,860","48,702","4,203","1,533"
2020년11월_남_50~59세,"256,431","11,210","5,414","33,688","31,817","44,634","44,304","29,664","47,458","6,163","2,079"
2020년11월_남_60~69세,"181,049","7,944","4,802","26,488","19,707","31,557","31,947","19,901","29,486","7,067","2,150"
2020년11월_남_70~79세,"80,775","4,332","2,965","14,113","7,156","13,934","14,153","6,974","11,206","4,759","1,183"
2020년11월_남_80~89세,"26,471","1,334",986,"4,607","2,338","4,213","4,679","2,334","3,355","2,210",415
2020년11월_남_90~99세,"2,656",150,110,459,298,404,419,243,325,199,49
2020년11월_남_100세 이상,256,26,23,47,17,32,45,18,35,9,4
2020년11월_여_총인구수,"1,468,512","67,261","31,057","199,723","194,120","264,914","250,696","148,923","268,521","34,467","8,830"
2020년11월_여_연령구간인구수,"1,468,512","67,261","31,057","199,723","194,120","264,914","250,696","148,923","268,521","34,467","8,830"
2020년11월_여_0~9세,"111,657","5,798","1,789","13,181","18,778","20,483","16,191","9,173","24,228","1,578",458
2020년11월_여_10~19세,"133,450","6,072","2,463","15,349","20,745","24,485","20,924","13,021","27,631","2,248",512
2020년11월_여_20~29세,"192,133","9,458","3,026","26,857","25,224","34,378","34,087","21,079","35,004","2,289",731
2020년11월_여_30~39세,"196,250","9,765","3,256","25,510","29,197","35,321","32,724","18,166","39,056","2,531",724
2020년11월_여_40~49세,"236,896","11,136","4,640","29,720","34,603","43,777","38,622","23,143","46,815","3,537",903
2020년11월_여_50~59세,"256,324","9,189","4,751","33,397","32,570","45,863","46,105","31,137","45,969","5,800","1,543"
2020년11월_여_60~69세,"184,338","7,952","5,185","28,786","18,656","33,806","33,735","18,824","28,449","7,108","1,837"
2020년11월_여_70~79세,"96,507","4,982","3,733","17,095","8,403","16,849","17,279","8,539","13,081","5,343","1,203"
2020년11월_여_80~89세,"50,607","2,398","1,835","8,161","4,903","8,224","9,181","4,918","6,872","3,397",718
2020년11월_여_90~99세,"9,645",458,329,"1,534",995,"1,623","1,691",870,"1,344",610,191
2020년11월_여_100세 이상,705,53,50,133,46,105,157,53,72,26,10
2020년12월_계_총인구수,"2,942,828","139,729","62,542","404,343","387,450","525,354","494,962","296,750","542,040","69,203","20,455"
2020년12월_계_연령구간인구수,"2,942,828","139,729","62,542","404,343","387,450","525,354","494,962","296,750","542,040","69,203","20,455"
2020년12월_계_0~9세,"228,634","11,895","3,742","27,193","38,415","41,814","32,905","18,490","49,907","3,334",939
2020년12월_계_10~19세,"274,162","12,649","5,029","31,658","42,712","49,852","43,210","26,706","56,627","4,617","1,102"
2020년12월_계_20~29세,"401,546","19,133","6,640","57,331","52,362","71,020","70,185","44,194","72,603","5,356","2,722"
2020년12월_계_30~39세,"406,146","21,309","6,863","55,697","57,935","72,394","67,436","37,858","79,439","5,326","1,889"
2020년12월_계_40~49세,"483,977","24,596","9,993","63,407","68,485","88,772","77,416","45,784","95,351","7,764","2,409"
2020년12월_계_50~59세,"512,167","20,446","10,171","67,187","64,469","90,151","90,154","60,609","93,412","11,963","3,605"
2020년12월_계_60~69세,"367,879","15,926","10,028","55,629","38,775","65,811","66,008","39,089","58,312","14,277","4,024"
2020년12월_계_70~79세,"177,503","9,320","6,710","31,257","15,644","30,829","31,387","15,551","24,355","10,079","2,371"
2020년12월_계_80~89세,"77,504","3,762","2,846","12,826","7,272","12,542","13,940","7,277","10,255","5,643","1,141"
2020년12월_계_90~99세,"12,341",612,447,"1,981","1,317","2,028","2,118","1,121","1,669",809,239
2020년12월_계_100세 이상,969,81,73,177,64,141,203,71,110,35,14
2020년12월_남_총인구수,"1,473,943","72,485","31,575","203,638","192,570","260,923","244,713","147,976","273,778","34,644","11,641"
2020년12월_남_연령구간인구수,"1,473,943","72,485","31,575","203,638","192,570","260,923","244,713","147,976","273,778","34,644","11,641"
2020년12월_남_0~9세,"117,356","6,128","1,964","13,912","19,554","21,501","16,846","9,385","25,830","1,754",482
2020년12월_남_10~19세,"141,025","6,562","2,608","16,284","21,943","25,520","22,391","13,733","29,021","2,370",593
2020년12월_남_20~29세,"209,363","9,704","3,616","30,262","27,124","36,637","36,146","23,157","37,666","3,060","1,991"
2020년12월_남_30~39세,"210,025","11,572","3,655","29,925","28,546","37,262","34,803","19,725","40,572","2,798","1,167"
2020년12월_남_40~49세,"247,402","13,444","5,394","33,593","33,779","45,108","38,950","22,761","48,637","4,221","1,515"
2020년12월_남_50~59세,"256,037","11,261","5,415","33,718","31,829","44,486","44,153","29,541","47,408","6,154","2,072"
2020년12월_남_60~69세,"182,261","7,955","4,823","26,658","19,913","31,751","32,108","20,087","29,678","7,114","2,174"
2020년12월_남_70~79세,"80,868","4,333","2,964","14,151","7,210","13,951","14,136","6,988","11,225","4,737","1,173"
2020년12월_남_80~89세,"26,682","1,348","1,003","4,625","2,356","4,266","4,716","2,338","3,379","2,231",420
2020년12월_남_90~99세,"2,665",152,110,463,299,408,419,243,325,196,50
2020년12월_남_100세 이상,259,26,23,47,17,33,45,18,37,9,4
2020년12월_여_총인구수,"1,468,885","67,244","30,967","200,705","194,880","264,431","250,249","148,774","268,262","34,559","8,814"
2020년12월_여_연령구간인구수,"1,468,885","67,244","30,967","200,705","194,880","264,431","250,249","148,774","268,262","34,559","8,814"
2020년12월_여_0~9세,"111,278","5,767","1,778","13,281","18,861","20,313","16,059","9,105","24,077","1,580",457
2020년12월_여_10~19세,"133,137","6,087","2,421","15,374","20,769","24,332","20,819","12,973","27,606","2,247",509
2020년12월_여_20~29세,"192,183","9,429","3,024","27,069","25,238","34,383","34,039","21,037","34,937","2,296",731
2020년12월_여_30~39세,"196,121","9,737","3,208","25,772","29,389","35,132","32,633","18,133","38,867","2,528",722
2020년12월_여_40~49세,"236,575","11,152","4,599","29,814","34,706","43,664","38,466","23,023","46,714","3,543",894
2020년12월_여_50~59세,"256,130","9,185","4,756","33,469","32,640","45,665","46,001","31,068","46,004","5,809","1,533"
2020년12월_여_60~69세,"185,618","7,971","5,205","28,971","18,862","34,060","33,900","19,002","28,634","7,163","1,850"
2020년12월_여_70~79세,"96,635","4,987","3,746","17,106","8,434","16,878","17,251","8,563","13,130","5,342","1,198"
2020년12월_여_80~89세,"50,822","2,414","1,843","8,201","4,916","8,276","9,224","4,939","6,876","3,412",721
2020년12월_여_90~99세,"9,676",460,337,"1,518","1,018","1,620","1,699",878,"1,344",613,189
2020년12월_여_100세 이상,710,55,50,130,47,108,158,53,73,26,10
2021년01월_계_총인구수,"2,942,452","139,762","62,485","404,843","388,409","524,800","494,487","296,200","541,823","69,245","20,398"
2021년01월_계_연령구간인구수,"2,942,452","139,762","62,485","404,843","388,409","524,800","494,487","296,200","541,823","69,245","20,398"
2021년01월_계_0~9세,"227,148","11,846","3,690","27,100","38,424","41,363","32,613","18,320","49,508","3,339",945
2021년01월_계_10~19세,"273,616","12,662","5,005","31,640","42,767","49,762","42,979","26,532","56,574","4,604","1,091"
2021년01월_계_20~29세,"400,479","19,046","6,628","57,166","52,262","70,858","70,016","44,035","72,446","5,330","2,692"
2021년01월_계_30~39세,"405,098","21,233","6,826","55,783","58,001","72,068","67,213","37,684","79,070","5,325","1,895"
2021년01월_계_40~49세,"483,494","24,601","9,953","63,539","68,684","88,577","77,169","45,582","95,245","7,770","2,374"
2021년01월_계_50~59세,"511,934","20,481","10,181","67,127","64,602","90,035","90,010","60,501","93,480","11,920","3,597"
2021년01월_계_60~69세,"371,191","16,031","10,082","56,037","39,268","66,355","66,619","39,475","58,932","14,361","4,031"
2021년01월_계_70~79세,"178,045","9,360","6,730","31,351","15,699","30,951","31,497","15,550","24,475","10,057","2,375"
2021년01월_계_80~89세,"78,046","3,794","2,875","12,912","7,303","12,653","14,053","7,318","10,305","5,684","1,149"
2021년01월_계_90~99세,"12,423",626,441,"2,011","1,335","2,038","2,112","1,131","1,677",817,235
2021년01월_계_100세 이상,978,82,74,177,64,140,206,72,111,38,14
2021년01월_남_총인구수,"1,473,639","72,524","31,549","203,854","193,006","260,654","244,412","147,690","273,693","34,664","11,593"
2021년01월_남_연령구간인구수,"1,473,639","72,524","31,549","203,854","193,006","260,654","244,412","147,690","273,693","34,664","11,593"
2021년01월_남_0~9세,"116,621","6,111","1,926","13,864","19,586","21,268","16,703","9,304","25,614","1,763",482
2021년01월_남_10~19세,"140,769","6,588","2,597","16,306","21,961","25,475","22,258","13,645","28,987","2,364",588
2021년01월_남_20~29세,"208,707","9,683","3,603","30,097","27,069","36,571","36,027","23,070","37,585","3,040","1,962"
2021년01월_남_30~39세,"209,491","11,518","3,653","30,009","28,539","37,103","34,690","19,629","40,386","2,795","1,169"
2021년01월_남_40~49세,"247,140","13,427","5,370","33,630","33,880","45,018","38,818","22,693","48,592","4,225","1,487"
2021년01월_남_50~59세,"255,910","11,281","5,426","33,723","31,860","44,420","44,082","29,454","47,470","6,119","2,075"
2021년01월_남_60~69세,"183,897","8,010","4,864","26,828","20,173","32,016","32,391","20,276","29,996","7,162","2,181"
2021년01월_남_70~79세,"81,220","4,351","2,961","14,198","7,246","14,044","14,214","6,990","11,307","4,734","1,175"
2021년01월_남_80~89세,"26,951","1,375","1,016","4,685","2,373","4,301","4,767","2,365","3,393","2,253",423
2021년01월_남_90~99세,"2,672",153,110,467,302,406,415,246,327,199,47
2021년01월_남_100세 이상,261,27,23,47,17,32,47,18,36,10,4
2021년01월_여_총인구수,"1,468,813","67,238","30,936","200,989","195,403","264,146","250,075","148,510","268,130","34,581","8,805"
2021년01월_여_연령구간인구수,"1,468,813","67,238","30,936","200,989","195,403","264,146","250,075","148,510","268,130","34,581","8,805"
2021년01월_여_0~9세,"110,527","5,735","1,764","13,236","18,838","20,095","15,910","9,016","23,894","1,576",463
2021년01월_여_10~19세,"132,847","6,074","2,408","15,334","20,806","24,287","20,721","12,887","27,587","2,240",503
2021년01월_여_20~29세,"191,772","9,363","3,025","27,069","25,193","34,287","33,989","20,965","34,861","2,290",730
2021년01월_여_30~39세,"195,607","9,715","3,173","25,774","29,462","34,965","32,523","18,055","38,684","2,530",726
2021년01월_여_40~49세,"236,354","11,174","4,583","29,909","34,804","43,559","38,351","22,889","46,653","3,545",887
2021년01월_여_50~59세,"256,024","9,200","4,755","33,404","32,742","45,615","45,928","31,047","46,010","5,801","1,522"
2021년01월_여_60~69세,"187,294","8,021","5,218","29,209","19,095","34,339","34,228","19,199","28,936","7,199","1,850"
2021년01월_여_70~79세,"96,825","5,009","3,769","17,153","8,453","16,907","17,283","8,560","13,168","5,323","1,200"
2021년01월_여_80~89세,"51,095","2,419","1,859","8,227","4,930","8,352","9,286","4,953","6,912","3,431",726
2021년01월_여_90~99세,"9,751",473,331,"1,544","1,033","1,632","1,697",885,"1,350",618,188
2021년01월_여_100세 이상,717,55,51,130,47,108,159,54,75,28,10
2021년02월_계_총인구수,"2,941,705","139,776","62,381","405,125","389,527","524,004","493,610","296,534","541,164","69,236","20,348"
2021년02월_계_연령구간인구수,"2,941,705","139,776","62,381","405,125","389,527","524,004","493,610","296,534","541,164","69,236","20,348"
2021년02월_계_0~9세,"226,037","11,771","3,649","27,075","38,579","40,968","32,295","18,301","49,151","3,310",938
2021년02월_계_10~19세,"273,059","12,669","4,996","31,621","42,857","49,543","42,805","26,450","56,424","4,619","1,075"
2021년02월_계_20~29세,"398,734","18,874","6,580","57,065","52,061","70,641","69,662","43,850","72,084","5,252","2,665"
2021년02월_계_30~39세,"403,643","21,191","6,772","55,683","58,007","71,600","66,855","37,729","78,606","5,319","1,881"
2021년02월_계_40~49세,"483,581","24,634","9,938","63,578","69,039","88,460","76,914","45,654","95,247","7,764","2,353"
2021년02월_계_50~59세,"511,793","20,577","10,141","67,121","64,707","89,964","89,867","60,478","93,479","11,881","3,578"
2021년02월_계_60~69세,"374,458","16,155","10,152","56,385","39,752","66,911","67,194","39,911","59,457","14,466","4,075"
2021년02월_계_70~79세,"178,233","9,367","6,711","31,384","15,760","30,985","31,520","15,590","24,518","10,020","2,378"
2021년02월_계_80~89세,"78,618","3,821","2,921","13,026","7,346","12,739","14,148","7,356","10,378","5,734","1,149"
2021년02월_계_90~99세,"12,558",634,446,"2,011","1,352","2,049","2,145","1,144","1,703",831,243
2021년02월_계_100세 이상,991,83,75,176,67,144,205,71,117,40,13
2021년02월_남_총인구수,"1,473,245","72,561","31,515","204,002","193,548","260,227","243,934","147,871","273,369","34,655","11,563"
2021년02월_남_연령구간인구수,"1,473,245","72,561","31,515","204,002","193,548","260,227","243,934","147,871","273,369","34,655","11,563"
2021년02월_남_0~9세,"116,109","6,079","1,914","13,862","19,670","21,081","16,530","9,306","25,443","1,749",475
2021년02월_남_10~19세,"140,481","6,591","2,599","16,292","21,996","25,366","22,182","13,565","28,936","2,374",580
2021년02월_남_20~29세,"207,750","9,577","3,573","30,024","26,980","36,442","35,812","22,991","37,410","2,991","1,950"
2021년02월_남_30~39세,"208,746","11,514","3,626","29,983","28,527","36,877","34,516","19,647","40,125","2,780","1,151"
2021년02월_남_40~49세,"247,319","13,444","5,373","33,649","34,052","44,991","38,716","22,772","48,618","4,223","1,481"
2021년02월_남_50~59세,"255,768","11,351","5,412","33,722","31,917","44,329","43,998","29,432","47,435","6,108","2,064"
2021년02월_남_60~69세,"185,546","8,082","4,895","27,002","20,419","32,279","32,657","20,497","30,289","7,219","2,207"
2021년02월_남_70~79세,"81,372","4,350","2,961","14,217","7,277","14,081","14,244","7,009","11,337","4,715","1,181"
2021년02월_남_80~89세,"27,185","1,388","1,029","4,731","2,392","4,342","4,804","2,384","3,411","2,283",421
2021년02월_남_90~99세,"2,702",158,110,472,301,404,429,250,328,201,49
2021년02월_남_100세 이상,267,27,23,48,17,35,46,18,37,12,4
2021년02월_여_총인구수,"1,468,460","67,215","30,866","201,123","195,979","263,777","249,676","148,663","267,795","34,581","8,785"
2021년02월_여_연령구간인구수,"1,468,460","67,215","30,866","201,123","195,979","263,777","249,676","148,663","267,795","34,581","8,785"
2021년02월_여_0~9세,"109,928","5,692","1,735","13,213","18,909","19,887","15,765","8,995","23,708","1,561",463
2021년02월_여_10~19세,"132,578","6,078","2,397","15,329","20,861","24,177","20,623","12,885","27,488","2,245",495
2021년02월_여_20~29세,"190,984","9,297","3,007","27,041","25,081","34,199","33,850","20,859","34,674","2,261",715
2021년02월_여_30~39세,"194,897","9,677","3,146","25,700","29,480","34,723","32,339","18,082","38,481","2,539",730
2021년02월_여_40~49세,"236,262","11,190","4,565","29,929","34,987","43,469","38,198","22,882","46,629","3,541",872
2021년02월_여_50~59세,"256,025","9,226","4,729","33,399","32,790","45,635","45,869","31,046","46,044","5,773","1,514"
2021년02월_여_60~69세,"188,912","8,073","5,257","29,383","19,333","34,632","34,537","19,414","29,168","7,247","1,868"
2021년02월_여_70~79세,"96,861","5,017","3,750","17,167","8,483","16,904","17,276","8,581","13,181","5,305","1,197"
2021년02월_여_80~89세,"51,433","2,433","1,892","8,295","4,954","8,397","9,344","4,972","6,967","3,451",728
2021년02월_여_90~99세,"9,856",476,336,"1,539","1,051","1,645","1,716",894,"1,375",630,194
2021년02월_여_100세 이상,724,56,52,128,50,109,159,53,80,28,9
2021년03월_계_총인구수,"2,936,461","139,325","61,755","404,175","390,477","522,713","491,370","296,771","540,532","69,008","20,335"
2021년03월_계_연령구간인구수,"2,936,461","139,325","61,755","404,175","390,477","522,713","491,370","296,771","540,532","69,008","20,335"
2021년03월_계_0~9세,"224,970","11,734","3,625","26,995","38,511","40,648","32,072","18,296","48,857","3,308",924
2021년03월_계_10~19세,"272,731","12,687","4,962","31,617","43,108","49,419","42,616","26,369","56,316","4,567","1,070"
2021년03월_계_20~29세,"397,817","18,823","6,546","56,929","52,354","70,371","69,244","43,805","71,901","5,213","2,631"
2021년03월_계_30~39세,"402,590","21,179","6,712","55,581","58,010","71,302","66,592","37,775","78,273","5,297","1,869"
2021년03월_계_40~49세,"481,697","24,545","9,805","63,344","68,994","88,072","76,327","45,551","95,040","7,682","2,337"
2021년03월_계_50~59세,"510,040","20,523","10,032","66,797","64,724","89,633","89,288","60,340","93,345","11,782","3,576"
2021년03월_계_60~69세,"377,343","16,155","10,128","56,597","40,229","67,411","67,518","40,512","60,071","14,580","4,142"
2021년03월_계_70~79세,"177,632","9,227","6,608","31,228","15,756","30,999","31,352","15,552","24,534","9,997","2,379"
2021년03월_계_80~89세,"78,689","3,817","2,881","13,028","7,383","12,764","14,150","7,392","10,404","5,722","1,148"
2021년03월_계_90~99세,"12,430",612,422,"1,973","1,358","2,014","2,100","1,151","1,713",841,246
2021년03월_계_100세 이상,522,23,34,86,50,80,111,28,78,19,13
2021년03월_남_총인구수,"1,470,750","72,400","31,200","203,664","194,069","259,545","242,817","147,987","273,008","34,519","11,541"
2021년03월_남_연령구간인구수,"1,470,750","72,400","31,200","203,664","194,069","259,545","242,817","147,987","273,008","34,519","11,541"
2021년03월_남_0~9세,"115,534","6,069","1,897","13,830","19,665","20,896","16,391","9,294","25,274","1,749",469
2021년03월_남_10~19세,"140,296","6,592","2,586","16,273","22,145","25,305","22,083","13,539","28,863","2,335",575
2021년03월_남_20~29세,"207,288","9,563","3,556","29,993","27,151","36,286","35,562","22,954","37,350","2,966","1,907"
2021년03월_남_30~39세,"208,208","11,509","3,595","29,892","28,536","36,711","34,369","19,700","39,988","2,763","1,145"
2021년03월_남_40~49세,"246,409","13,394","5,307","33,575","34,018","44,800","38,473","22,713","48,482","4,171","1,476"
2021년03월_남_50~59세,"254,889","11,349","5,350","33,624","31,915","44,178","43,658","29,363","47,326","6,054","2,072"
2021년03월_남_60~69세,"186,974","8,090","4,881","27,089","20,648","32,515","32,857","20,766","30,604","7,284","2,240"
2021년03월_남_70~79세,"81,174","4,288","2,918","14,177","7,274","14,096","14,179","7,000","11,341","4,718","1,183"
2021년03월_남_80~89세,"27,220","1,394","1,006","4,732","2,416","4,350","4,797","2,405","3,426","2,275",419
2021년03월_남_90~99세,"2,632",145,96,454,290,395,426,246,330,199,51
