카테고리,전라남도 완도군,전라남도 완도군 완도읍,전라남도 완도군 금일읍,전라남도 완도군 노화읍,전라남도 완도군 노화읍넙도출장소,전라남도 완도군 군외면,전라남도 완도군 신지면,전라남도 완도군 고금면,전라남도 완도군 약산면,전라남도 완도군 청산면,전라남도 완도군 청산면모도출장소,전라남도 완도군 소안면,전라남도 완도군 금당면,전라남도 완도군 보길면,전라남도 완도군 생일면
2020년07월_여_80~89세,"2,954",562,267,303,24,261,266,359,178,199,28,205,93,153,56
2020년07월_여_90~99세,449,90,43,43,3,43,33,58,28,32,6,23,16,19,12
2020년07월_여_100세 이상,22,9,2,1,2,3,1,2,0,0,1,0,0,0,1
2020년08월_계_총인구수,"50,153","18,340","3,772","4,445",784,"3,284","3,466","4,305","2,379","2,087",230,"2,560",987,"2,697",817
2020년08월_계_연령구간인구수,"50,153","18,340","3,772","4,445",784,"3,284","3,466","4,305","2,379","2,087",230,"2,560",987,"2,697",817
2020년08월_계_0~9세,"3,240","1,480",217,345,46,112,137,206,122,68,10,149,37,269,42
2020년08월_계_10~19세,"3,679","1,775",196,376,52,130,215,264,102,101,10,150,56,219,33
2020년08월_계_20~29세,"3,794","1,826",229,299,40,203,214,274,130,134,9,159,59,163,55
2020년08월_계_30~39세,"4,112","1,860",296,391,76,193,215,266,126,132,6,172,59,260,60
2020년08월_계_40~49세,"6,305","2,740",442,583,119,338,401,437,214,178,31,295,101,336,90
2020년08월_계_50~59세,"8,177","3,127",606,677,127,533,590,627,398,367,35,357,169,421,143
2020년08월_계_60~69세,"8,467","2,754",730,629,162,703,626,715,490,414,35,455,165,445,144
2020년08월_계_70~79세,"7,442","1,807",626,651,124,642,612,890,486,366,48,493,188,352,157
2020년08월_계_80~89세,"4,362",846,378,440,34,378,412,554,276,286,39,299,132,208,80
2020년08월_계_90~99세,551,115,50,53,2,50,43,70,35,40,6,30,21,24,12
2020년08월_계_100세 이상,24,10,2,1,2,2,1,2,0,1,1,1,0,0,1
2020년08월_남_총인구수,"25,208","9,236","1,925","2,219",429,"1,638","1,780","2,090","1,209","1,023",119,"1,261",492,"1,357",430
2020년08월_남_연령구간인구수,"25,208","9,236","1,925","2,219",429,"1,638","1,780","2,090","1,209","1,023",119,"1,261",492,"1,357",430
2020년08월_남_0~9세,"1,672",794,110,164,23,63,61,100,77,30,8,70,18,133,21
2020년08월_남_10~19세,"1,889",904,96,201,28,65,111,134,46,53,5,72,34,117,23
2020년08월_남_20~29세,"2,220","1,048",136,172,28,103,144,160,82,82,9,98,37,91,30
2020년08월_남_30~39세,"2,252",945,182,221,47,129,115,147,67,89,3,98,33,137,39
2020년08월_남_40~49세,"3,691","1,443",298,344,84,211,259,253,144,104,22,197,62,203,67
2020년08월_남_50~59세,"4,504","1,641",341,374,71,304,343,361,233,213,20,203,97,225,78
2020년08월_남_60~69세,"4,209","1,333",380,323,76,343,326,349,240,209,21,217,88,235,69
2020년08월_남_70~79세,"3,278",828,264,274,62,302,266,379,218,147,20,201,81,158,78
2020년08월_남_80~89세,"1,392",279,111,137,10,112,145,195,94,86,11,97,37,54,24
2020년08월_남_90~99세,98,20,7,9,0,6,10,12,8,9,0,7,5,4,1
2020년08월_남_100세 이상,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2020년08월_여_총인구수,"24,945","9,104","1,847","2,226",355,"1,646","1,686","2,215","1,170","1,064",111,"1,299",495,"1,340",387
2020년08월_여_연령구간인구수,"24,945","9,104","1,847","2,226",355,"1,646","1,686","2,215","1,170","1,064",111,"1,299",495,"1,340",387
2020년08월_여_0~9세,"1,568",686,107,181,23,49,76,106,45,38,2,79,19,136,21
2020년08월_여_10~19세,"1,790",871,100,175,24,65,104,130,56,48,5,78,22,102,10
2020년08월_여_20~29세,"1,574",778,93,127,12,100,70,114,48,52,0,61,22,72,25
2020년08월_여_30~39세,"1,860",915,114,170,29,64,100,119,59,43,3,74,26,123,21
2020년08월_여_40~49세,"2,614","1,297",144,239,35,127,142,184,70,74,9,98,39,133,23
2020년08월_여_50~59세,"3,673","1,486",265,303,56,229,247,266,165,154,15,154,72,196,65
2020년08월_여_60~69세,"4,258","1,421",350,306,86,360,300,366,250,205,14,238,77,210,75
2020년08월_여_70~79세,"4,164",979,362,377,62,340,346,511,268,219,28,292,107,194,79
2020년08월_여_80~89세,"2,970",567,267,303,24,266,267,359,182,200,28,202,95,154,56
2020년08월_여_90~99세,453,95,43,44,2,44,33,58,27,31,6,23,16,20,11
2020년08월_여_100세 이상,21,9,2,1,2,2,1,2,0,0,1,0,0,0,1
2020년09월_계_총인구수,"50,065","18,305","3,770","4,435",782,"3,273","3,460","4,300","2,373","2,090",229,"2,550",989,"2,694",815
2020년09월_계_연령구간인구수,"50,065","18,305","3,770","4,435",782,"3,273","3,460","4,300","2,373","2,090",229,"2,550",989,"2,694",815
2020년09월_계_0~9세,"3,213","1,466",218,341,46,110,137,202,119,69,10,150,37,265,43
2020년09월_계_10~19세,"3,669","1,770",194,376,50,131,211,266,102,101,10,147,56,223,32
2020년09월_계_20~29세,"3,770","1,817",232,295,41,205,213,273,128,131,9,157,57,158,54
2020년09월_계_30~39세,"4,086","1,844",296,396,76,191,215,257,125,132,6,169,60,260,59
2020년09월_계_40~49세,"6,290","2,727",437,584,117,338,403,443,212,177,31,295,101,337,88
2020년09월_계_50~59세,"8,129","3,122",599,671,126,521,587,626,399,364,33,351,168,419,143
2020년09월_계_60~69세,"8,527","2,783",737,631,161,706,630,718,492,419,36,456,167,448,143
2020년09월_계_70~79세,"7,428","1,806",626,650,127,643,605,888,481,367,48,494,185,352,156
2020년09월_계_80~89세,"4,366",842,380,437,34,377,414,552,280,288,39,298,137,205,83
2020년09월_계_90~99세,562,118,49,53,2,49,44,73,35,41,6,32,20,27,13
2020년09월_계_100세 이상,25,10,2,1,2,2,1,2,0,1,1,1,1,0,1
2020년09월_남_총인구수,"25,165","9,222","1,918","2,215",428,"1,635","1,772","2,088","1,205","1,025",118,"1,259",492,"1,359",429
2020년09월_남_연령구간인구수,"25,165","9,222","1,918","2,215",428,"1,635","1,772","2,088","1,205","1,025",118,"1,259",492,"1,359",429
2020년09월_남_0~9세,"1,665",791,110,164,23,63,60,97,77,31,8,72,18,130,21
2020년09월_남_10~19세,"1,888",903,94,201,27,66,108,136,46,53,5,71,34,121,23
2020년09월_남_20~29세,"2,199","1,039",137,172,29,105,142,159,79,79,9,96,36,88,29
2020년09월_남_30~39세,"2,233",937,180,224,47,126,114,141,66,88,3,96,33,139,39
2020년09월_남_40~49세,"3,687","1,434",294,346,82,211,258,258,145,104,22,199,62,206,66
2020년09월_남_50~59세,"4,488","1,649",339,367,71,297,342,360,233,213,19,199,97,223,79
2020년09월_남_60~69세,"4,240","1,348",383,324,77,344,327,351,241,213,21,216,88,238,69
2020년09월_남_70~79세,"3,268",821,262,272,62,305,264,377,216,148,20,205,81,158,77
2020년09월_남_80~89세,"1,393",276,112,137,10,112,147,194,95,87,11,97,38,52,25
2020년09월_남_90~99세,101,23,7,8,0,6,10,15,7,8,0,7,5,4,1
2020년09월_남_100세 이상,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2020년09월_여_총인구수,"24,900","9,083","1,852","2,220",354,"1,638","1,688","2,212","1,168","1,065",111,"1,291",497,"1,335",386
2020년09월_여_연령구간인구수,"24,900","9,083","1,852","2,220",354,"1,638","1,688","2,212","1,168","1,065",111,"1,291",497,"1,335",386
2020년09월_여_0~9세,"1,548",675,108,177,23,47,77,105,42,38,2,78,19,135,22
2020년09월_여_10~19세,"1,781",867,100,175,23,65,103,130,56,48,5,76,22,102,9
2020년09월_여_20~29세,"1,571",778,95,123,12,100,71,114,49,52,0,61,21,70,25
2020년09월_여_30~39세,"1,853",907,116,172,29,65,101,116,59,44,3,73,27,121,20
2020년09월_여_40~49세,"2,603","1,293",143,238,35,127,145,185,67,73,9,96,39,131,22
2020년09월_여_50~59세,"3,641","1,473",260,304,55,224,245,266,166,151,14,152,71,196,64
2020년09월_여_60~69세,"4,287","1,435",354,307,84,362,303,367,251,206,15,240,79,210,74
2020년09월_여_70~79세,"4,160",985,364,378,65,338,341,511,265,219,28,289,104,194,79
2020년09월_여_80~89세,"2,973",566,268,300,24,265,267,358,185,201,28,201,99,153,58
2020년09월_여_90~99세,461,95,42,45,2,43,34,58,28,33,6,25,15,23,12
2020년09월_여_100세 이상,22,9,2,1,2,2,1,2,0,0,1,0,1,0,1
2020년10월_계_총인구수,"50,042","18,279","3,777","4,435",780,"3,284","3,463","4,297","2,374","2,090",229,"2,544",985,"2,696",809
2020년10월_계_연령구간인구수,"50,042","18,279","3,777","4,435",780,"3,284","3,463","4,297","2,374","2,090",229,"2,544",985,"2,696",809
2020년10월_계_0~9세,"3,195","1,462",219,339,45,105,137,199,120,69,8,147,37,265,43
2020년10월_계_10~19세,"3,667","1,757",195,378,50,136,215,267,100,100,10,149,55,223,32
2020년10월_계_20~29세,"3,766","1,816",237,293,42,199,212,270,129,133,9,156,59,157,54
2020년10월_계_30~39세,"4,064","1,836",292,389,73,190,213,258,127,134,7,170,61,258,56
2020년10월_계_40~49세,"6,262","2,705",439,587,118,341,398,444,211,177,30,289,98,337,88
2020년10월_계_50~59세,"8,123","3,112",597,666,129,530,590,630,400,361,34,351,167,414,142
2020년10월_계_60~69세,"8,559","2,809",741,636,159,706,631,711,492,412,37,458,166,458,143
2020년10월_계_70~79세,"7,434","1,810",619,654,128,645,603,891,480,376,48,490,184,350,156
2020년10월_계_80~89세,"4,383",848,387,439,32,381,417,551,280,285,39,299,138,207,80
2020년10월_계_90~99세,563,114,49,53,2,49,46,73,35,42,6,34,19,27,14
2020년10월_계_100세 이상,26,10,2,1,2,2,1,3,0,1,1,1,1,0,1
2020년10월_남_총인구수,"25,156","9,216","1,919","2,213",428,"1,641","1,773","2,086","1,203","1,027",118,"1,253",491,"1,359",429
2020년10월_남_연령구간인구수,"25,156","9,216","1,919","2,213",428,"1,641","1,773","2,086","1,203","1,027",118,"1,253",491,"1,359",429
2020년10월_남_0~9세,"1,653",787,109,162,23,60,62,95,77,31,6,70,18,132,21
2020년10월_남_10~19세,"1,887",898,96,202,26,68,111,136,46,53,5,71,33,119,23
2020년10월_남_20~29세,"2,198","1,043",140,170,29,101,139,157,81,79,9,95,37,88,30
2020년10월_남_30~39세,"2,220",932,175,221,47,125,114,142,67,89,4,96,34,137,37
2020년10월_남_40~49세,"3,654","1,421",293,344,82,213,253,258,140,104,21,195,59,205,66
2020년10월_남_50~59세,"4,502","1,648",338,370,73,306,345,361,233,211,20,199,96,222,80
2020년10월_남_60~69세,"4,260","1,364",385,325,76,342,327,348,241,209,22,219,90,243,69
2020년10월_남_70~79세,"3,278",825,262,273,62,308,262,380,218,155,20,200,80,156,77
2020년10월_남_80~89세,"1,399",274,114,138,10,112,150,194,93,86,11,100,39,53,25
2020년10월_남_90~99세,102,23,7,8,0,6,10,15,7,9,0,7,5,4,1
2020년10월_남_100세 이상,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2020년10월_여_총인구수,"24,886","9,063","1,858","2,222",352,"1,643","1,690","2,211","1,171","1,063",111,"1,291",494,"1,337",380
2020년10월_여_연령구간인구수,"24,886","9,063","1,858","2,222",352,"1,643","1,690","2,211","1,171","1,063",111,"1,291",494,"1,337",380
2020년10월_여_0~9세,"1,542",675,110,177,22,45,75,104,43,38,2,77,19,133,22
2020년10월_여_10~19세,"1,780",859,99,176,24,68,104,131,54,47,5,78,22,104,9
2020년10월_여_20~29세,"1,568",773,97,123,13,98,73,113,48,54,0,61,22,69,24
2020년10월_여_30~39세,"1,844",904,117,168,26,65,99,116,60,45,3,74,27,121,19
2020년10월_여_40~49세,"2,608","1,284",146,243,36,128,145,186,71,73,9,94,39,132,22
2020년10월_여_50~59세,"3,621","1,464",259,296,56,224,245,269,167,150,14,152,71,192,62
2020년10월_여_60~69세,"4,299","1,445",356,311,83,364,304,363,251,203,15,239,76,215,74
2020년10월_여_70~79세,"4,156",985,357,381,66,337,341,511,262,221,28,290,104,194,79
2020년10월_여_80~89세,"2,984",574,273,301,22,269,267,357,187,199,28,199,99,154,55
2020년10월_여_90~99세,461,91,42,45,2,43,36,58,28,33,6,27,14,23,13
2020년10월_여_100세 이상,23,9,2,1,2,2,1,3,0,0,1,0,1,0,1
2020년11월_계_총인구수,"49,975","18,286","3,771","4,434",779,"3,260","3,447","4,281","2,375","2,087",230,"2,541",982,"2,686",816
2020년11월_계_연령구간인구수,"49,975","18,286","3,771","4,434",779,"3,260","3,447","4,281","2,375","2,087",230,"2,541",982,"2,686",816
2020년11월_계_0~9세,"3,165","1,460",215,332,44,98,137,197,121,69,8,146,37,259,42
2020년11월_계_10~19세,"3,656","1,745",194,382,51,137,214,261,100,101,10,148,56,223,34
2020년11월_계_20~29세,"3,772","1,820",239,294,41,199,208,275,129,133,9,155,56,156,58
2020년11월_계_30~39세,"4,034","1,836",285,389,74,183,211,254,123,134,6,166,62,256,55
2020년11월_계_40~49세,"6,250","2,707",438,588,118,331,389,444,212,176,30,292,97,338,90
2020년11월_계_50~59세,"8,092","3,120",591,659,127,531,587,622,403,357,34,347,167,410,137
2020년11월_계_60~69세,"8,601","2,814",749,645,157,708,635,715,490,417,38,463,166,455,149
2020년11월_계_70~79세,"7,431","1,810",619,655,127,641,605,892,483,375,48,487,182,353,154
2020년11월_계_80~89세,"4,389",849,390,437,36,383,414,547,279,283,40,302,139,208,82
2020년11월_계_90~99세,559,115,49,52,2,47,46,71,35,41,6,34,19,28,14
2020년11월_계_100세 이상,26,10,2,1,2,2,1,3,0,1,1,1,1,0,1
2020년11월_남_총인구수,"25,137","9,228","1,912","2,217",429,"1,634","1,766","2,080","1,201","1,024",119,"1,254",491,"1,351",431
2020년11월_남_연령구간인구수,"25,137","9,228","1,912","2,217",429,"1,634","1,766","2,080","1,201","1,024",119,"1,254",491,"1,351",431
2020년11월_남_0~9세,"1,639",790,107,157,22,59,61,94,76,30,6,70,18,129,20
2020년11월_남_10~19세,"1,882",891,93,207,27,69,109,132,45,54,5,71,35,119,25
2020년11월_남_20~29세,"2,206","1,045",142,170,28,101,142,160,82,79,9,94,35,87,32
2020년11월_남_30~39세,"2,208",938,170,224,49,120,112,139,66,90,3,92,33,136,36
2020년11월_남_40~49세,"3,655","1,423",292,348,82,210,248,261,140,102,21,198,60,204,66
2020년11월_남_50~59세,"4,480","1,652",334,363,72,306,344,356,234,207,21,198,96,218,79
2020년11월_남_60~69세,"4,287","1,366",390,330,75,344,329,351,242,214,22,222,91,241,70
2020년11월_남_70~79세,"3,287",829,262,274,63,306,264,379,220,153,21,200,79,161,76
2020년11월_남_80~89세,"1,391",270,115,137,11,114,147,193,90,85,11,101,39,52,26
2020년11월_남_90~99세,99,23,7,7,0,5,10,15,6,9,0,7,5,4,1
2020년11월_남_100세 이상,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2020년11월_여_총인구수,"24,838","9,058","1,859","2,217",350,"1,626","1,681","2,201","1,174","1,063",111,"1,287",491,"1,335",385
2020년11월_여_연령구간인구수,"24,838","9,058","1,859","2,217",350,"1,626","1,681","2,201","1,174","1,063",111,"1,287",491,"1,335",385
2020년11월_여_0~9세,"1,526",670,108,175,22,39,76,103,45,39,2,76,19,130,22
2020년11월_여_10~19세,"1,774",854,101,175,24,68,105,129,55,47,5,77,21,104,9
2020년11월_여_20~29세,"1,566",775,97,124,13,98,66,115,47,54,0,61,21,69,26
2020년11월_여_30~39세,"1,826",898,115,165,25,63,99,115,57,44,3,74,29,120,19
2020년11월_여_40~49세,"2,595","1,284",146,240,36,121,141,183,72,74,9,94,37,134,24
2020년11월_여_50~59세,"3,612","1,468",257,296,55,225,243,266,169,150,13,149,71,192,58
2020년11월_여_60~69세,"4,314","1,448",359,315,82,364,306,364,248,203,16,241,75,214,79
2020년11월_여_70~79세,"4,144",981,357,381,64,335,341,513,263,222,27,287,103,192,78
2020년11월_여_80~89세,"2,998",579,275,300,25,269,267,354,189,198,29,201,100,156,56
2020년11월_여_90~99세,460,92,42,45,2,42,36,56,29,32,6,27,14,24,13
2020년11월_여_100세 이상,23,9,2,1,2,2,1,3,0,0,1,0,1,0,1
2020년12월_계_총인구수,"49,916","18,283","3,757","4,440",780,"3,260","3,423","4,273","2,377","2,076",227,"2,531",980,"2,694",815
2020년12월_계_연령구간인구수,"49,916","18,283","3,757","4,440",780,"3,260","3,423","4,273","2,377","2,076",227,"2,531",980,"2,694",815
2020년12월_계_0~9세,"3,153","1,461",211,338,47,93,129,199,120,66,8,146,40,254,41
2020년12월_계_10~19세,"3,637","1,735",193,379,50,136,211,260,101,102,10,144,56,226,34
2020년12월_계_20~29세,"3,777","1,834",236,292,42,198,211,266,132,130,9,152,58,158,59
2020년12월_계_30~39세,"4,008","1,822",284,395,72,179,204,252,122,134,6,167,62,255,54
2020년12월_계_40~49세,"6,216","2,690",432,590,117,332,387,434,208,175,29,294,96,342,90
2020년12월_계_50~59세,"8,081","3,113",586,655,127,538,579,628,405,352,34,348,168,412,136
2020년12월_계_60~69세,"8,621","2,839",753,643,157,706,637,714,490,419,38,456,165,454,150
2020년12월_계_70~79세,"7,428","1,809",620,655,128,643,600,898,484,374,47,486,178,354,152
2020년12월_계_80~89세,"4,410",856,392,439,36,385,419,549,279,283,38,302,137,211,84
2020년12월_계_90~99세,559,114,48,53,2,48,45,70,36,40,7,35,19,28,14
2020년12월_계_100세 이상,26,10,2,1,2,2,1,3,0,1,1,1,1,0,1
2020년12월_남_총인구수,"25,099","9,233","1,899","2,221",427,"1,631","1,748","2,083","1,200","1,019",119,"1,245",490,"1,356",428
2020년12월_남_연령구간인구수,"25,099","9,233","1,899","2,221",427,"1,631","1,748","2,083","1,200","1,019",119,"1,245",490,"1,356",428
2020년12월_남_0~9세,"1,624",792,103,159,24,56,54,94,75,28,6,67,18,129,19
2020년12월_남_10~19세,"1,877",888,94,206,27,68,106,133,46,56,5,69,35,119,25
2020년12월_남_20~29세,"2,207","1,062",138,170,27,98,143,155,82,75,9,91,36,89,32
2020년12월_남_30~39세,"2,187",923,167,228,47,120,108,141,66,90,3,93,31,135,35
2020년12월_남_40~49세,"3,626","1,410",289,347,81,209,246,256,137,101,20,199,59,206,66
2020년12월_남_50~59세,"4,485","1,648",333,363,71,309,343,362,234,203,22,200,99,219,79
2020년12월_남_60~69세,"4,303","1,387",391,327,75,343,328,350,243,217,22,219,90,241,70
2020년12월_남_70~79세,"3,284",825,261,277,64,307,260,382,222,154,21,197,78,162,74
2020년12월_남_80~89세,"1,404",275,116,138,11,116,150,195,88,84,11,102,39,52,27
2020년12월_남_90~99세,99,22,7,6,0,5,10,15,7,10,0,7,5,4,1
2020년12월_남_100세 이상,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2020년12월_여_총인구수,"24,817","9,050","1,858","2,219",353,"1,629","1,675","2,190","1,177","1,057",108,"1,286",490,"1,338",387
2020년12월_여_연령구간인구수,"24,817","9,050","1,858","2,219",353,"1,629","1,675","2,190","1,177","1,057",108,"1,286",490,"1,338",387
2020년12월_여_0~9세,"1,529",669,108,179,23,37,75,105,45,38,2,79,22,125,22
2020년12월_여_10~19세,"1,760",847,99,173,23,68,105,127,55,46,5,75,21,107,9
2020년12월_여_20~29세,"1,570",772,98,122,15,100,68,111,50,55,0,61,22,69,27
2020년12월_여_30~39세,"1,821",899,117,167,25,59,96,111,56,44,3,74,31,120,19
2020년12월_여_40~49세,"2,590","1,280",143,243,36,123,141,178,71,74,9,95,37,136,24
2020년12월_여_50~59세,"3,596","1,465",253,292,56,229,236,266,171,149,12,148,69,193,57
2020년12월_여_60~69세,"4,318","1,452",362,316,82,363,309,364,247,202,16,237,75,213,80
2020년12월_여_70~79세,"4,144",984,359,378,64,336,340,516,262,220,26,289,100,192,78
2020년12월_여_80~89세,"3,006",581,276,301,25,269,269,354,191,199,27,200,98,159,57
2020년12월_여_90~99세,460,92,41,47,2,43,35,55,29,30,7,28,14,24,13
2020년12월_여_100세 이상,23,9,2,1,2,2,1,3,0,0,1,0,1,0,1
2021년01월_계_총인구수,"49,811","18,246","3,752","4,421",781,"3,242","3,405","4,272","2,373","2,075",226,"2,537",982,"2,690",809
2021년01월_계_연령구간인구수,"49,811","18,246","3,752","4,421",781,"3,242","3,405","4,272","2,373","2,075",226,"2,537",982,"2,690",809
2021년01월_계_0~9세,"3,132","1,450",212,336,49,90,126,192,117,67,8,146,42,256,41
2021년01월_계_10~19세,"3,633","1,728",191,382,50,137,211,264,99,100,10,147,54,226,34
2021년01월_계_20~29세,"3,758","1,839",237,285,39,194,208,267,128,131,8,152,58,156,56
2021년01월_계_30~39세,"3,974","1,787",285,391,73,176,200,250,124,137,7,172,64,253,55
2021년01월_계_40~49세,"6,198","2,690",427,592,118,328,378,433,207,175,29,294,98,341,88
2021년01월_계_50~59세,"8,047","3,103",583,649,124,535,581,628,402,347,34,348,166,412,135
2021년01월_계_60~69세,"8,643","2,857",751,639,160,710,642,714,488,424,36,454,166,452,150
2021년01월_계_70~79세,"7,415","1,809",626,653,129,641,590,899,487,369,47,485,178,352,150
2021년01월_계_80~89세,"4,414",855,391,440,35,382,423,550,283,280,39,301,137,213,85
2021년01월_계_90~99세,570,118,47,53,2,47,45,72,37,44,7,37,18,29,14
2021년01월_계_100세 이상,27,10,2,1,2,2,1,3,1,1,1,1,1,0,1
2021년01월_남_총인구수,"25,056","9,214","1,894","2,218",428,"1,623","1,739","2,086","1,195","1,017",118,"1,253",491,"1,355",425
2021년01월_남_연령구간인구수,"25,056","9,214","1,894","2,218",428,"1,623","1,739","2,086","1,195","1,017",118,"1,253",491,"1,355",425
2021년01월_남_0~9세,"1,608",778,103,161,25,52,54,91,72,30,6,68,18,131,19
2021년01월_남_10~19세,"1,883",886,92,207,27,71,105,137,46,55,5,73,34,120,25
2021년01월_남_20~29세,"2,200","1,073",140,165,24,96,142,157,77,75,8,90,36,86,31
2021년01월_남_30~39세,"2,176",905,168,229,49,118,107,139,67,90,4,98,33,134,35
2021년01월_남_40~49세,"3,608","1,411",284,348,82,205,240,255,137,101,19,196,60,206,64
2021년01월_남_50~59세,"4,481","1,645",333,363,70,310,344,363,231,202,23,201,97,221,78
2021년01월_남_60~69세,"4,309","1,393",385,322,76,348,331,350,243,218,22,219,91,239,72
2021년01월_남_70~79세,"3,281",827,268,278,64,304,254,383,223,151,21,196,79,160,73
2021년01월_남_80~89세,"1,401",273,114,138,11,114,152,195,91,83,10,102,38,53,27
2021년01월_남_90~99세,106,22,7,7,0,5,10,16,8,11,0,9,5,5,1
2021년01월_남_100세 이상,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년01월_여_총인구수,"24,755","9,032","1,858","2,203",353,"1,619","1,666","2,186","1,178","1,058",108,"1,284",491,"1,335",384
2021년01월_여_연령구간인구수,"24,755","9,032","1,858","2,203",353,"1,619","1,666","2,186","1,178","1,058",108,"1,284",491,"1,335",384
2021년01월_여_0~9세,"1,524",672,109,175,24,38,72,101,45,37,2,78,24,125,22
2021년01월_여_10~19세,"1,750",842,99,175,23,66,106,127,53,45,5,74,20,106,9
2021년01월_여_20~29세,"1,558",766,97,120,15,98,66,110,51,56,0,62,22,70,25
2021년01월_여_30~39세,"1,798",882,117,162,24,58,93,111,57,47,3,74,31,119,20
2021년01월_여_40~49세,"2,590","1,279",143,244,36,123,138,178,70,74,10,98,38,135,24
2021년01월_여_50~59세,"3,566","1,458",250,286,54,225,237,265,171,145,11,147,69,191,57
2021년01월_여_60~69세,"4,334","1,464",366,317,84,362,311,364,245,206,14,235,75,213,78
2021년01월_여_70~79세,"4,134",982,358,375,65,337,336,516,264,218,26,289,99,192,77
2021년01월_여_80~89세,"3,013",582,277,302,24,268,271,355,192,197,29,199,99,160,58
2021년01월_여_90~99세,464,96,40,46,2,42,35,56,29,33,7,28,13,24,13
2021년01월_여_100세 이상,24,9,2,1,2,2,1,3,1,0,1,0,1,0,1
2021년02월_계_총인구수,"49,757","18,251","3,751","4,410",788,"3,233","3,408","4,254","2,367","2,069",226,"2,522",989,"2,679",810
2021년02월_계_연령구간인구수,"49,757","18,251","3,751","4,410",788,"3,233","3,408","4,254","2,367","2,069",226,"2,522",989,"2,679",810
2021년02월_계_0~9세,"3,120","1,453",210,326,54,92,127,182,115,66,8,147,44,254,42
2021년02월_계_10~19세,"3,615","1,734",190,383,49,134,209,267,99,96,9,139,53,221,32
2021년02월_계_20~29세,"3,740","1,833",236,285,38,188,211,263,125,132,8,148,59,155,59
2021년02월_계_30~39세,"3,937","1,767",286,382,77,176,201,244,126,133,7,173,65,247,53
2021년02월_계_40~49세,"6,207","2,699",423,595,120,321,381,431,206,178,29,292,99,344,89
2021년02월_계_50~59세,"8,046","3,108",586,653,124,534,573,627,398,349,34,344,168,412,136
2021년02월_계_60~69세,"8,645","2,860",753,637,158,713,645,711,493,421,35,453,167,449,150
2021년02월_계_70~79세,"7,401","1,808",626,652,128,642,590,901,486,369,48,480,176,346,149
2021년02월_계_80~89세,"4,445",862,393,442,37,382,424,552,281,279,40,306,140,222,85
2021년02월_계_90~99세,575,117,46,54,2,49,46,73,37,45,7,39,17,29,14
2021년02월_계_100세 이상,26,10,2,1,1,2,1,3,1,1,1,1,1,0,1
2021년02월_남_총인구수,"25,033","9,212","1,898","2,212",435,"1,615","1,743","2,079","1,195","1,013",117,"1,242",494,"1,352",426
2021년02월_남_연령구간인구수,"25,033","9,212","1,898","2,212",435,"1,615","1,743","2,079","1,195","1,013",117,"1,242",494,"1,352",426
2021년02월_남_0~9세,"1,598",774,102,153,26,55,54,87,72,30,6,70,19,131,19
2021년02월_남_10~19세,"1,879",892,93,208,27,66,105,140,47,54,4,69,34,117,23
2021년02월_남_20~29세,"2,186","1,069",139,166,24,96,141,154,76,75,8,86,34,85,33
2021년02월_남_30~39세,"2,155",894,167,226,53,117,108,136,67,86,4,99,34,130,34
2021년02월_남_40~49세,"3,617","1,408",285,351,84,198,244,257,137,105,19,193,62,209,65
2021년02월_남_50~59세,"4,493","1,656",333,365,70,310,337,361,233,204,23,198,98,225,80
2021년02월_남_60~69세,"4,307","1,391",389,321,75,350,334,349,244,217,21,219,92,233,72
2021년02월_남_70~79세,"3,272",828,268,277,64,305,255,382,221,150,22,190,77,161,72
2021년02월_남_80~89세,"1,413",277,115,138,12,113,154,197,90,80,10,106,39,56,26
2021년02월_남_90~99세,110,22,7,7,0,5,11,16,8,11,0,11,5,5,2
2021년02월_남_100세 이상,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년02월_여_총인구수,"24,724","9,039","1,853","2,198",353,"1,618","1,665","2,175","1,172","1,056",109,"1,280",495,"1,327",384
2021년02월_여_연령구간인구수,"24,724","9,039","1,853","2,198",353,"1,618","1,665","2,175","1,172","1,056",109,"1,280",495,"1,327",384
2021년02월_여_0~9세,"1,522",679,108,173,28,37,73,95,43,36,2,77,25,123,23
2021년02월_여_10~19세,"1,736",842,97,175,22,68,104,127,52,42,5,70,19,104,9
2021년02월_여_20~29세,"1,554",764,97,119,14,92,70,109,49,57,0,62,25,70,26
2021년02월_여_30~39세,"1,782",873,119,156,24,59,93,108,59,47,3,74,31,117,19
2021년02월_여_40~49세,"2,590","1,291",138,244,36,123,137,174,69,73,10,99,37,135,24
2021년02월_여_50~59세,"3,553","1,452",253,288,54,224,236,266,165,145,11,146,70,187,56
2021년02월_여_60~69세,"4,338","1,469",364,316,83,363,311,362,249,204,14,234,75,216,78
2021년02월_여_70~79세,"4,129",980,358,375,64,337,335,519,265,219,26,290,99,185,77
2021년02월_여_80~89세,"3,032",585,278,304,25,269,270,355,191,199,30,200,101,166,59
2021년02월_여_90~99세,465,95,39,47,2,44,35,57,29,34,7,28,12,24,12
