카테고리,경상북도 울진군,경상북도 울진군 울진읍,경상북도 울진군 평해읍,경상북도 울진군 북면,경상북도 울진군 북면하당출장소,경상북도 울진군 근남면,경상북도 울진군 기성면,경상북도 울진군 온정면,경상북도 울진군 죽변면,경상북도 울진군 후포면,경상북도 울진군 금강송면,경상북도 울진군 매화면
2020년10월_여_100세 이상,15,2,2,4,0,1,1,0,2,1,1,1
2020년11월_계_총인구수,"48,743","14,036","2,888","6,691",709,"2,763","2,564","1,754","6,497","7,541","1,272","2,028"
2020년11월_계_연령구간인구수,"48,743","14,036","2,888","6,691",709,"2,763","2,564","1,754","6,497","7,541","1,272","2,028"
2020년11월_계_0~9세,"2,934","1,099",62,791,6,121,50,46,322,368,23,46
2020년11월_계_10~19세,"3,781","1,643",269,461,28,117,97,62,397,572,42,93
2020년11월_계_20~29세,"4,498","1,561",178,742,49,211,191,115,684,635,37,95
2020년11월_계_30~39세,"4,297","1,405",160,"1,125",25,166,115,64,579,536,42,80
2020년11월_계_40~49세,"6,280","2,346",240,952,63,288,163,147,839,952,122,168
2020년11월_계_50~59세,"8,637","2,421",462,"1,030",142,500,447,283,"1,282","1,430",291,349
2020년11월_계_60~69세,"8,161","1,700",547,793,148,562,573,374,"1,195","1,540",309,420
2020년11월_계_70~79세,"5,703","1,090",525,454,130,404,454,343,715,992,223,373
2020년11월_계_80~89세,"3,799",653,375,295,104,332,392,277,423,443,163,342
2020년11월_계_90~99세,636,116,68,44,14,61,81,43,58,72,18,61
2020년11월_계_100세 이상,17,2,2,4,0,1,1,0,3,1,2,1
2020년11월_남_총인구수,"24,426","7,067","1,413","3,519",368,"1,384","1,209",855,"3,335","3,698",625,953
2020년11월_남_연령구간인구수,"24,426","7,067","1,413","3,519",368,"1,384","1,209",855,"3,335","3,698",625,953
2020년11월_남_0~9세,"1,490",577,35,393,4,65,23,20,156,185,12,20
2020년11월_남_10~19세,"2,062",858,202,251,12,60,43,36,220,310,22,48
2020년11월_남_20~29세,"2,665",893,102,443,31,128,128,71,417,371,24,57
2020년11월_남_30~39세,"2,336",721,94,604,17,96,70,40,339,280,25,50
2020년11월_남_40~49세,"3,436","1,180",140,543,46,173,93,78,483,523,62,115
2020년11월_남_50~59세,"4,680","1,288",253,586,91,286,247,167,686,718,160,198
2020년11월_남_60~69세,"4,034",845,247,398,82,294,283,190,601,724,166,204
2020년11월_남_70~79세,"2,468",463,210,216,50,161,195,152,316,441,99,165
2020년11월_남_80~89세,"1,150",226,118,83,34,110,114,93,104,136,44,88
2020년11월_남_90~99세,103,16,12,2,1,11,13,8,12,10,10,8
2020년11월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,1,0
2020년11월_여_총인구수,"24,317","6,969","1,475","3,172",341,"1,379","1,355",899,"3,162","3,843",647,"1,075"
2020년11월_여_연령구간인구수,"24,317","6,969","1,475","3,172",341,"1,379","1,355",899,"3,162","3,843",647,"1,075"
2020년11월_여_0~9세,"1,444",522,27,398,2,56,27,26,166,183,11,26
2020년11월_여_10~19세,"1,719",785,67,210,16,57,54,26,177,262,20,45
2020년11월_여_20~29세,"1,833",668,76,299,18,83,63,44,267,264,13,38
2020년11월_여_30~39세,"1,961",684,66,521,8,70,45,24,240,256,17,30
2020년11월_여_40~49세,"2,844","1,166",100,409,17,115,70,69,356,429,60,53
2020년11월_여_50~59세,"3,957","1,133",209,444,51,214,200,116,596,712,131,151
2020년11월_여_60~69세,"4,127",855,300,395,66,268,290,184,594,816,143,216
2020년11월_여_70~79세,"3,235",627,315,238,80,243,259,191,399,551,124,208
2020년11월_여_80~89세,"2,649",427,257,212,70,222,278,184,319,307,119,254
2020년11월_여_90~99세,533,100,56,42,13,50,68,35,46,62,8,53
2020년11월_여_100세 이상,15,2,2,4,0,1,1,0,2,1,1,1
2020년12월_계_총인구수,"48,716","14,051","2,869","6,691",708,"2,768","2,548","1,753","6,490","7,546","1,270","2,022"
2020년12월_계_연령구간인구수,"48,716","14,051","2,869","6,691",708,"2,768","2,548","1,753","6,490","7,546","1,270","2,022"
2020년12월_계_0~9세,"2,933","1,112",63,787,6,114,49,47,316,369,23,47
2020년12월_계_10~19세,"3,753","1,634",259,461,29,119,93,61,395,574,42,86
2020년12월_계_20~29세,"4,485","1,563",177,737,48,213,191,114,681,630,36,95
2020년12월_계_30~39세,"4,290","1,417",156,"1,111",25,172,115,62,567,544,41,80
2020년12월_계_40~49세,"6,263","2,335",237,970,62,281,162,146,841,947,116,166
2020년12월_계_50~59세,"8,642","2,425",467,"1,034",142,506,438,285,"1,284","1,421",296,344
2020년12월_계_60~69세,"8,203","1,709",544,793,148,567,576,378,"1,208","1,546",306,428
2020년12월_계_70~79세,"5,679","1,085",519,452,130,397,453,340,712,996,223,372
2020년12월_계_80~89세,"3,812",655,377,299,104,338,391,277,420,444,167,340
2020년12월_계_90~99세,640,114,68,43,14,61,79,43,63,74,18,63
2020년12월_계_100세 이상,16,2,2,4,0,0,1,0,3,1,2,1
2020년12월_남_총인구수,"24,441","7,093","1,393","3,522",366,"1,391","1,204",858,"3,332","3,709",626,947
2020년12월_남_연령구간인구수,"24,441","7,093","1,393","3,522",366,"1,391","1,204",858,"3,332","3,709",626,947
2020년12월_남_0~9세,"1,494",587,35,392,4,60,24,21,152,186,12,21
2020년12월_남_10~19세,"2,048",861,193,251,12,61,40,35,220,310,22,43
2020년12월_남_20~29세,"2,666",897,100,439,31,129,128,72,413,376,24,57
2020년12월_남_30~39세,"2,334",731,89,595,17,100,70,40,330,287,25,50
2020년12월_남_40~49세,"3,435","1,175",139,554,44,171,92,78,488,520,61,113
2020년12월_남_50~59세,"4,678","1,288",256,591,90,290,241,169,684,714,160,195
2020년12월_남_60~69세,"4,061",847,244,399,83,298,286,192,610,727,167,208
2020년12월_남_70~79세,"2,451",463,206,214,50,155,195,150,316,441,99,162
2020년12월_남_80~89세,"1,168",228,118,85,34,116,115,93,106,138,45,90
2020년12월_남_90~99세,104,16,13,2,1,11,13,8,12,10,10,8
2020년12월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,1,0
2020년12월_여_총인구수,"24,275","6,958","1,476","3,169",342,"1,377","1,344",895,"3,158","3,837",644,"1,075"
2020년12월_여_연령구간인구수,"24,275","6,958","1,476","3,169",342,"1,377","1,344",895,"3,158","3,837",644,"1,075"
2020년12월_여_0~9세,"1,439",525,28,395,2,54,25,26,164,183,11,26
2020년12월_여_10~19세,"1,705",773,66,210,17,58,53,26,175,264,20,43
2020년12월_여_20~29세,"1,819",666,77,298,17,84,63,42,268,254,12,38
2020년12월_여_30~39세,"1,956",686,67,516,8,72,45,22,237,257,16,30
2020년12월_여_40~49세,"2,828","1,160",98,416,18,110,70,68,353,427,55,53
2020년12월_여_50~59세,"3,964","1,137",211,443,52,216,197,116,600,707,136,149
2020년12월_여_60~69세,"4,142",862,300,394,65,269,290,186,598,819,139,220
2020년12월_여_70~79세,"3,228",622,313,238,80,242,258,190,396,555,124,210
2020년12월_여_80~89세,"2,644",427,259,214,70,222,276,184,314,306,122,250
2020년12월_여_90~99세,536,98,55,41,13,50,66,35,51,64,8,55
2020년12월_여_100세 이상,14,2,2,4,0,0,1,0,2,1,1,1
2021년01월_계_총인구수,"48,675","14,052","2,836","6,697",708,"2,766","2,538","1,756","6,483","7,546","1,271","2,022"
2021년01월_계_연령구간인구수,"48,675","14,052","2,836","6,697",708,"2,766","2,538","1,756","6,483","7,546","1,271","2,022"
2021년01월_계_0~9세,"2,906","1,099",62,789,6,110,48,47,309,366,24,46
2021년01월_계_10~19세,"3,740","1,628",241,464,27,120,95,62,399,575,42,87
2021년01월_계_20~29세,"4,476","1,573",175,727,49,216,191,113,677,628,36,91
2021년01월_계_30~39세,"4,293","1,401",153,"1,125",26,174,119,61,566,544,41,83
2021년01월_계_40~49세,"6,231","2,333",230,963,61,282,155,150,833,948,113,163
2021년01월_계_50~59세,"8,602","2,425",468,"1,023",143,503,430,280,"1,280","1,405",298,347
2021년01월_계_60~69세,"8,255","1,731",538,801,149,569,573,382,"1,217","1,557",305,433
2021년01월_계_70~79세,"5,686","1,083",523,461,128,389,457,336,713,"1,001",225,370
2021년01월_계_80~89세,"3,825",665,379,297,105,341,386,282,422,444,168,336
2021년01월_계_90~99세,645,111,66,43,14,62,83,43,64,77,17,65
2021년01월_계_100세 이상,16,3,1,4,0,0,1,0,3,1,2,1
2021년01월_남_총인구수,"24,412","7,094","1,369","3,524",367,"1,386","1,200",862,"3,329","3,706",626,949
2021년01월_남_연령구간인구수,"24,412","7,094","1,369","3,524",367,"1,386","1,200",862,"3,329","3,706",626,949
2021년01월_남_0~9세,"1,485",582,35,394,4,59,23,21,151,183,13,20
2021년01월_남_10~19세,"2,027",852,176,249,12,60,42,36,224,310,22,44
2021년01월_남_20~29세,"2,662",900,99,439,30,129,128,72,411,376,24,54
2021년01월_남_30~39세,"2,337",727,86,601,18,103,74,38,327,286,25,52
2021년01월_남_40~49세,"3,415","1,175",135,550,43,172,89,81,483,520,57,110
2021년01월_남_50~59세,"4,658","1,285",258,578,92,287,236,168,684,709,162,199
2021년01월_남_60~69세,"4,081",864,238,407,84,298,284,194,611,724,166,211
2021년01월_남_70~79세,"2,472",467,209,220,49,154,197,149,317,447,101,162
2021년01월_남_80~89세,"1,170",228,119,84,34,113,114,95,108,140,46,89
2021년01월_남_90~99세,103,14,14,2,1,11,13,8,12,11,9,8
2021년01월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,1,0
2021년01월_여_총인구수,"24,263","6,958","1,467","3,173",341,"1,380","1,338",894,"3,154","3,840",645,"1,073"
2021년01월_여_연령구간인구수,"24,263","6,958","1,467","3,173",341,"1,380","1,338",894,"3,154","3,840",645,"1,073"
2021년01월_여_0~9세,"1,421",517,27,395,2,51,25,26,158,183,11,26
2021년01월_여_10~19세,"1,713",776,65,215,15,60,53,26,175,265,20,43
2021년01월_여_20~29세,"1,814",673,76,288,19,87,63,41,266,252,12,37
2021년01월_여_30~39세,"1,956",674,67,524,8,71,45,23,239,258,16,31
2021년01월_여_40~49세,"2,816","1,158",95,413,18,110,66,69,350,428,56,53
2021년01월_여_50~59세,"3,944","1,140",210,445,51,216,194,112,596,696,136,148
2021년01월_여_60~69세,"4,174",867,300,394,65,271,289,188,606,833,139,222
2021년01월_여_70~79세,"3,214",616,314,241,79,235,260,187,396,554,124,208
2021년01월_여_80~89세,"2,655",437,260,213,71,228,272,187,314,304,122,247
2021년01월_여_90~99세,542,97,52,41,13,51,70,35,52,66,8,57
2021년01월_여_100세 이상,14,3,1,4,0,0,1,0,2,1,1,1
2021년02월_계_총인구수,"48,460","14,013","2,833","6,635",708,"2,758","2,530","1,745","6,448","7,507","1,269","2,014"
2021년02월_계_연령구간인구수,"48,460","14,013","2,833","6,635",708,"2,758","2,530","1,745","6,448","7,507","1,269","2,014"
2021년02월_계_0~9세,"2,859","1,085",64,774,6,105,48,47,303,359,23,45
2021년02월_계_10~19세,"3,693","1,621",231,461,26,118,92,60,395,566,41,82
2021년02월_계_20~29세,"4,427","1,571",175,712,50,212,189,110,668,613,35,92
2021년02월_계_30~39세,"4,244","1,388",153,"1,121",25,170,116,60,555,537,40,79
2021년02월_계_40~49세,"6,173","2,316",230,949,62,282,156,146,821,942,109,160
2021년02월_계_50~59세,"8,566","2,424",464,"1,009",143,497,426,273,"1,271","1,407",302,350
2021년02월_계_60~69세,"8,325","1,741",545,809,150,578,576,393,"1,233","1,558",307,435
2021년02월_계_70~79세,"5,655","1,091",521,460,126,389,451,328,706,994,224,365
2021년02월_계_80~89세,"3,852",662,382,294,106,345,392,283,429,453,168,338
2021년02월_계_90~99세,650,111,67,43,14,61,83,45,64,77,18,67
2021년02월_계_100세 이상,16,3,1,3,0,1,1,0,3,1,2,1
2021년02월_남_총인구수,"24,303","7,078","1,364","3,498",367,"1,381","1,198",853,"3,308","3,686",624,946
2021년02월_남_연령구간인구수,"24,303","7,078","1,364","3,498",367,"1,381","1,198",853,"3,308","3,686",624,946
2021년02월_남_0~9세,"1,461",572,36,387,4,57,23,21,147,182,12,20
2021년02월_남_10~19세,"2,001",849,168,250,12,59,42,35,220,303,22,41
2021년02월_남_20~29세,"2,643",898,101,434,30,122,127,69,414,370,23,55
2021년02월_남_30~39세,"2,307",722,83,597,18,103,73,37,319,279,25,51
2021년02월_남_40~49세,"3,395","1,169",136,544,43,174,92,78,478,519,55,107
2021년02월_남_50~59세,"4,624","1,280",256,576,92,283,231,164,673,706,162,201
2021년02월_남_60~69세,"4,122",874,241,406,84,302,285,199,622,729,168,212
2021년02월_남_70~79세,"2,456",472,207,218,48,156,194,145,316,441,100,159
2021년02월_남_80~89세,"1,187",228,121,84,35,114,118,96,107,145,47,92
2021년02월_남_90~99세,105,14,15,2,1,11,13,9,11,12,9,8
2021년02월_남_100세 이상,2,0,0,0,0,0,0,0,1,0,1,0
2021년02월_여_총인구수,"24,157","6,935","1,469","3,137",341,"1,377","1,332",892,"3,140","3,821",645,"1,068"
2021년02월_여_연령구간인구수,"24,157","6,935","1,469","3,137",341,"1,377","1,332",892,"3,140","3,821",645,"1,068"
2021년02월_여_0~9세,"1,398",513,28,387,2,48,25,26,156,177,11,25
2021년02월_여_10~19세,"1,692",772,63,211,14,59,50,25,175,263,19,41
2021년02월_여_20~29세,"1,784",673,74,278,20,90,62,41,254,243,12,37
2021년02월_여_30~39세,"1,937",666,70,524,7,67,43,23,236,258,15,28
2021년02월_여_40~49세,"2,778","1,147",94,405,19,108,64,68,343,423,54,53
2021년02월_여_50~59세,"3,942","1,144",208,433,51,214,195,109,598,701,140,149
2021년02월_여_60~69세,"4,203",867,304,403,66,276,291,194,611,829,139,223
2021년02월_여_70~79세,"3,199",619,314,242,78,233,257,183,390,553,124,206
2021년02월_여_80~89세,"2,665",434,261,210,71,231,274,187,322,308,121,246
2021년02월_여_90~99세,545,97,52,41,13,50,70,36,53,65,9,59
2021년02월_여_100세 이상,14,3,1,3,0,1,1,0,2,1,1,1
2021년03월_계_총인구수,"48,361","13,983","2,830","6,612",704,"2,753","2,533","1,735","6,441","7,482","1,268","2,020"
2021년03월_계_연령구간인구수,"48,361","13,983","2,830","6,612",704,"2,753","2,533","1,735","6,441","7,482","1,268","2,020"
2021년03월_계_0~9세,"2,830","1,072",61,761,6,107,52,47,300,356,22,46
2021년03월_계_10~19세,"3,681","1,608",230,460,26,114,92,61,395,570,42,83
2021년03월_계_20~29세,"4,381","1,566",174,718,48,204,184,103,659,599,33,93
2021년03월_계_30~39세,"4,204","1,375",157,"1,091",25,170,121,59,552,532,41,81
2021년03월_계_40~49세,"6,137","2,304",221,947,63,285,157,147,818,933,107,155
2021년03월_계_50~59세,"8,526","2,411",468,"1,019",140,491,424,262,"1,272","1,388",301,350
2021년03월_계_60~69세,"8,426","1,771",549,817,151,587,582,400,"1,244","1,574",308,443
2021년03월_계_70~79세,"5,640","1,091",520,457,126,384,446,328,706,993,224,365
2021년03월_계_80~89세,"3,859",666,381,297,105,348,390,284,427,457,168,336
2021년03월_계_90~99세,661,116,68,42,13,62,85,44,65,79,20,67
2021년03월_계_100세 이상,16,3,1,3,1,1,0,0,3,1,2,1
2021년03월_남_총인구수,"24,278","7,077","1,360","3,496",363,"1,380","1,209",846,"3,305","3,671",622,949
2021년03월_남_연령구간인구수,"24,278","7,077","1,360","3,496",363,"1,380","1,209",846,"3,305","3,671",622,949
2021년03월_남_0~9세,"1,463",569,35,388,4,59,27,21,147,182,11,20
2021년03월_남_10~19세,"1,981",843,165,246,12,57,43,36,214,301,22,42
2021년03월_남_20~29세,"2,626",906,102,440,29,116,124,65,407,359,23,55
2021년03월_남_30~39세,"2,290",716,84,583,18,104,76,35,317,279,25,53
2021년03월_남_40~49세,"3,371","1,158",130,543,43,174,94,80,476,515,54,104
2021년03월_남_50~59세,"4,637","1,276",260,583,89,284,233,158,682,706,163,203
2021년03월_남_60~69세,"4,160",895,242,409,84,303,286,203,628,731,166,213
2021년03월_남_70~79세,"2,449",467,207,216,49,156,193,144,315,442,101,159
2021년03월_남_80~89세,"1,193",231,120,86,34,116,120,96,107,144,47,92
2021년03월_남_90~99세,105,16,15,2,0,11,13,8,11,12,9,8
2021년03월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2021년03월_여_총인구수,"24,083","6,906","1,470","3,116",341,"1,373","1,324",889,"3,136","3,811",646,"1,071"
2021년03월_여_연령구간인구수,"24,083","6,906","1,470","3,116",341,"1,373","1,324",889,"3,136","3,811",646,"1,071"
2021년03월_여_0~9세,"1,367",503,26,373,2,48,25,26,153,174,11,26
2021년03월_여_10~19세,"1,700",765,65,214,14,57,49,25,181,269,20,41
2021년03월_여_20~29세,"1,755",660,72,278,19,88,60,38,252,240,10,38
2021년03월_여_30~39세,"1,914",659,73,508,7,66,45,24,235,253,16,28
2021년03월_여_40~49세,"2,766","1,146",91,404,20,111,63,67,342,418,53,51
2021년03월_여_50~59세,"3,889","1,135",208,436,51,207,191,104,590,682,138,147
2021년03월_여_60~69세,"4,266",876,307,408,67,284,296,197,616,843,142,230
2021년03월_여_70~79세,"3,191",624,313,241,77,228,253,184,391,551,123,206
2021년03월_여_80~89세,"2,666",435,261,211,71,232,270,188,320,313,121,244
2021년03월_여_90~99세,556,100,53,40,13,51,72,36,54,67,11,59
2021년03월_여_100세 이상,13,3,1,3,0,1,0,0,2,1,1,1
2021년04월_계_총인구수,"48,327","13,996","2,809","6,582",699,"2,737","2,533","1,733","6,438","7,507","1,276","2,017"
2021년04월_계_연령구간인구수,"48,327","13,996","2,809","6,582",699,"2,737","2,533","1,733","6,438","7,507","1,276","2,017"
2021년04월_계_0~9세,"2,824","1,075",58,748,6,105,53,48,299,363,22,47
2021년04월_계_10~19세,"3,664","1,606",221,465,23,114,89,59,396,566,42,83
2021년04월_계_20~29세,"4,383","1,580",170,715,47,203,181,103,650,607,33,94
2021년04월_계_30~39세,"4,181","1,370",156,"1,056",27,165,125,59,561,542,40,80
2021년04월_계_40~49세,"6,110","2,293",218,955,61,282,157,143,810,929,107,155
2021년04월_계_50~59세,"8,510","2,412",464,"1,028",140,486,420,262,"1,266","1,383",301,348
2021년04월_계_60~69세,"8,485","1,784",551,815,151,589,589,405,"1,255","1,584",316,446
2021년04월_계_70~79세,"5,606","1,084",517,456,126,378,440,327,704,990,223,361
2021년04월_계_80~89세,"3,879",673,385,298,102,349,395,281,429,461,170,336
2021년04월_계_90~99세,668,116,68,43,15,65,84,46,64,81,20,66
2021년04월_계_100세 이상,17,3,1,3,1,1,0,0,4,1,2,1
2021년04월_남_총인구수,"24,262","7,090","1,349","3,484",362,"1,371","1,210",841,"3,300","3,680",626,949
2021년04월_남_연령구간인구수,"24,262","7,090","1,349","3,484",362,"1,371","1,210",841,"3,300","3,680",626,949
2021년04월_남_0~9세,"1,463",570,34,382,4,59,28,22,146,186,11,21
2021년04월_남_10~19세,"1,970",843,155,250,11,57,42,34,215,298,23,42
2021년04월_남_20~29세,"2,629",920,102,437,28,113,120,65,404,362,22,56
2021년04월_남_30~39세,"2,284",718,85,571,19,100,79,35,317,283,24,53
2021년04월_남_40~49세,"3,352","1,150",129,542,42,175,95,79,472,511,55,102
2021년04월_남_50~59세,"4,643","1,278",258,590,90,281,234,159,682,706,163,202
2021년04월_남_60~69세,"4,174",896,245,406,84,303,289,202,631,733,169,216
2021년04월_남_70~79세,"2,432",465,206,217,49,155,188,142,311,442,100,157
2021년04월_남_80~89세,"1,202",234,119,87,33,116,122,94,110,146,49,92
2021년04월_남_90~99세,110,16,16,2,1,12,13,9,11,13,9,8
2021년04월_남_100세 이상,3,0,0,0,1,0,0,0,1,0,1,0
2021년04월_여_총인구수,"24,065","6,906","1,460","3,098",337,"1,366","1,323",892,"3,138","3,827",650,"1,068"
2021년04월_여_연령구간인구수,"24,065","6,906","1,460","3,098",337,"1,366","1,323",892,"3,138","3,827",650,"1,068"
2021년04월_여_0~9세,"1,361",505,24,366,2,46,25,26,153,177,11,26
2021년04월_여_10~19세,"1,694",763,66,215,12,57,47,25,181,268,19,41
2021년04월_여_20~29세,"1,754",660,68,278,19,90,61,38,246,245,11,38
2021년04월_여_30~39세,"1,897",652,71,485,8,65,46,24,244,259,16,27
2021년04월_여_40~49세,"2,758","1,143",89,413,19,107,62,64,338,418,52,53
2021년04월_여_50~59세,"3,867","1,134",206,438,50,205,186,103,584,677,138,146
2021년04월_여_60~69세,"4,311",888,306,409,67,286,300,203,624,851,147,230
2021년04월_여_70~79세,"3,174",619,311,239,77,223,252,185,393,548,123,204
2021년04월_여_80~89세,"2,677",439,266,211,69,233,273,187,319,315,121,244
2021년04월_여_90~99세,558,100,52,41,14,53,71,37,53,68,11,58
2021년04월_여_100세 이상,14,3,1,3,0,1,0,0,3,1,1,1
2021년05월_계_총인구수,"48,313","13,983","2,784","6,619",700,"2,738","2,517","1,724","6,448","7,494","1,282","2,024"
2021년05월_계_연령구간인구수,"48,313","13,983","2,784","6,619",700,"2,738","2,517","1,724","6,448","7,494","1,282","2,024"
2021년05월_계_0~9세,"2,816","1,068",56,752,6,102,54,49,294,366,22,47
2021년05월_계_10~19세,"3,650","1,606",219,466,23,116,89,59,393,555,42,82
2021년05월_계_20~29세,"4,377","1,576",167,716,45,201,178,102,654,608,35,95
2021년05월_계_30~39세,"4,166","1,357",151,"1,063",26,165,127,57,563,538,37,82
2021년05월_계_40~49세,"6,102","2,286",218,965,60,275,153,138,814,929,107,157
2021년05월_계_50~59세,"8,494","2,413",457,"1,031",142,490,409,264,"1,264","1,376",299,349
2021년05월_계_60~69세,"8,540","1,803",554,823,154,598,585,399,"1,268","1,589",320,447
2021년05월_계_70~79세,"5,573","1,080",506,459,125,369,438,329,699,988,225,355
2021년05월_계_80~89세,"3,906",675,389,299,103,356,399,282,432,458,172,341
2021년05월_계_90~99세,672,116,65,42,15,65,85,45,64,86,21,68
2021년05월_계_100세 이상,17,3,2,3,1,1,0,0,3,1,2,1
2021년05월_남_총인구수,"24,252","7,082","1,335","3,506",363,"1,369","1,207",834,"3,303","3,674",628,951
2021년05월_남_연령구간인구수,"24,252","7,082","1,335","3,506",363,"1,369","1,207",834,"3,303","3,674",628,951
2021년05월_남_0~9세,"1,455",563,32,379,4,59,29,23,146,188,11,21
2021년05월_남_10~19세,"1,962",844,155,249,11,59,42,34,213,292,23,40
2021년05월_남_20~29세,"2,618",914,100,440,27,110,118,64,404,360,23,58
2021년05월_남_30~39세,"2,280",717,82,574,18,100,80,33,319,280,23,54
2021년05월_남_40~49세,"3,344","1,145",129,550,42,170,92,76,470,512,55,103
2021년05월_남_50~59세,"4,640","1,278",256,595,92,282,232,158,681,703,162,201
2021년05월_남_60~69세,"4,213",910,247,413,85,307,289,201,634,740,169,218
2021년05월_남_70~79세,"2,427",463,200,217,48,155,189,142,316,441,102,154
2021년05월_남_80~89세,"1,199",232,119,86,34,115,123,94,109,143,50,94
2021년05월_남_90~99세,112,16,15,3,1,12,13,9,11,15,9,8
2021년05월_남_100세 이상,2,0,0,0,1,0,0,0,0,0,1,0
2021년05월_여_총인구수,"24,061","6,901","1,449","3,113",337,"1,369","1,310",890,"3,145","3,820",654,"1,073"
2021년05월_여_연령구간인구수,"24,061","6,901","1,449","3,113",337,"1,369","1,310",890,"3,145","3,820",654,"1,073"
2021년05월_여_0~9세,"1,361",505,24,373,2,43,25,26,148,178,11,26
2021년05월_여_10~19세,"1,688",762,64,217,12,57,47,25,180,263,19,42
2021년05월_여_20~29세,"1,759",662,67,276,18,91,60,38,250,248,12,37
2021년05월_여_30~39세,"1,886",640,69,489,8,65,47,24,244,258,14,28
2021년05월_여_40~49세,"2,758","1,141",89,415,18,105,61,62,344,417,52,54
2021년05월_여_50~59세,"3,854","1,135",201,436,50,208,177,106,583,673,137,148
2021년05월_여_60~69세,"4,327",893,307,410,69,291,296,198,634,849,151,229
2021년05월_여_70~79세,"3,146",617,306,242,77,214,249,187,383,547,123,201
2021년05월_여_80~89세,"2,707",443,270,213,69,241,276,188,323,315,122,247
2021년05월_여_90~99세,560,100,50,39,14,53,72,36,53,71,12,60
2021년05월_여_100세 이상,15,3,2,3,0,1,0,0,3,1,1,1
2021년06월_계_총인구수,"48,206","13,939","2,787","6,661",698,"2,745","2,519","1,722","6,376","7,458","1,272","2,029"
2021년06월_계_연령구간인구수,"48,206","13,939","2,787","6,661",698,"2,745","2,519","1,722","6,376","7,458","1,272","2,029"
2021년06월_계_0~9세,"2,802","1,058",56,759,6,99,56,49,292,360,21,46
2021년06월_계_10~19세,"3,649","1,609",219,474,23,118,89,59,386,548,42,82
2021년06월_계_20~29세,"4,398","1,587",167,724,45,204,173,100,656,612,34,96
2021년06월_계_30~39세,"4,130","1,343",152,"1,064",26,166,127,58,551,526,35,82
2021년06월_계_40~49세,"6,085","2,277",217,981,60,277,156,137,796,921,105,158
2021년06월_계_50~59세,"8,431","2,401",457,"1,035",140,487,410,261,"1,241","1,356",296,347
2021년06월_계_60~69세,"8,587","1,810",558,825,155,601,589,400,"1,270","1,605",323,451
2021년06월_계_70~79세,"5,555","1,070",506,456,126,372,438,329,690,987,224,357
2021년06월_계_80~89세,"3,880",667,386,299,101,354,395,281,432,453,172,340
2021년06월_계_90~99세,675,115,67,41,16,66,86,48,59,89,19,69
2021년06월_계_100세 이상,14,2,2,3,0,1,0,0,3,1,1,1
2021년06월_남_총인구수,"24,213","7,064","1,338","3,525",359,"1,374","1,206",831,"3,272","3,663",628,953
2021년06월_남_연령구간인구수,"24,213","7,064","1,338","3,525",359,"1,374","1,206",831,"3,272","3,663",628,953
2021년06월_남_0~9세,"1,450",558,32,387,4,56,29,23,143,186,11,21
2021년06월_남_10~19세,"1,959",843,154,250,11,61,41,34,211,291,23,40
2021년06월_남_20~29세,"2,624",921,100,441,27,115,115,61,401,363,23,57
2021년06월_남_30~39세,"2,260",707,84,571,18,101,81,35,313,275,22,53
2021년06월_남_40~49세,"3,335","1,138",129,558,42,170,92,76,463,508,54,105
2021년06월_남_50~59세,"4,619","1,277",255,599,90,282,232,154,674,695,162,199
2021년06월_남_60~69세,"4,247",917,252,415,84,307,293,202,633,749,172,223
2021년06월_남_70~79세,"2,421",460,199,216,49,157,189,142,312,439,102,156
2021년06월_남_80~89세,"1,183",226,118,86,33,113,121,94,111,140,50,91
2021년06월_남_90~99세,115,17,15,2,1,12,13,10,11,17,9,8
2021년06월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"23,993","6,875","1,449","3,136",339,"1,371","1,313",891,"3,104","3,795",644,"1,076"
2021년06월_여_연령구간인구수,"23,993","6,875","1,449","3,136",339,"1,371","1,313",891,"3,104","3,795",644,"1,076"
2021년06월_여_0~9세,"1,352",500,24,372,2,43,27,26,149,174,10,25
2021년06월_여_10~19세,"1,690",766,65,224,12,57,48,25,175,257,19,42
2021년06월_여_20~29세,"1,774",666,67,283,18,89,58,39,255,249,11,39
2021년06월_여_30~39세,"1,870",636,68,493,8,65,46,23,238,251,13,29
2021년06월_여_40~49세,"2,750","1,139",88,423,18,107,64,61,333,413,51,53
2021년06월_여_50~59세,"3,812","1,124",202,436,50,205,178,107,567,661,134,148
2021년06월_여_60~69세,"4,340",893,306,410,71,294,296,198,637,856,151,228
2021년06월_여_70~79세,"3,134",610,307,240,77,215,249,187,378,548,122,201
2021년06월_여_80~89세,"2,697",441,268,213,68,241,274,187,321,313,122,249
2021년06월_여_90~99세,560,98,52,39,15,54,73,38,48,72,10,61
2021년06월_여_100세 이상,14,2,2,3,0,1,0,0,3,1,1,1
2021년07월_계_총인구수,"48,175","13,921","2,781","6,666",699,"2,756","2,518","1,722","6,373","7,458","1,267","2,014"
