카테고리,인천광역시 계양구,인천광역시 계양구 효성1동,인천광역시 계양구 효성2동,인천광역시 계양구 계산1동,인천광역시 계양구 계산2동,인천광역시 계양구 계산3동,인천광역시 계양구 계산4동,인천광역시 계양구 작전1동,인천광역시 계양구 작전2동,인천광역시 계양구 작전서운동,인천광역시 계양구 계양1동,인천광역시 계양구 계양2동,인천광역시 계양구 계양3동
2020년06월_여_70~79세,"8,430",840,877,686,555,451,341,754,684,728,692,"1,235",587
2020년06월_여_80~89세,"4,851",472,439,397,288,293,347,431,327,454,389,715,299
2020년06월_여_90~99세,835,79,51,47,65,57,83,64,62,86,70,121,50
2020년06월_여_100세 이상,51,12,4,4,4,2,2,3,5,6,1,7,1
2020년07월_계_총인구수,"299,210","25,635","30,372","20,248","16,322","20,228","23,834","28,949","19,205","31,415","21,589","34,856","26,557"
2020년07월_계_연령구간인구수,"299,210","25,635","30,372","20,248","16,322","20,228","23,834","28,949","19,205","31,415","21,589","34,856","26,557"
2020년07월_계_0~9세,"19,374","1,406","2,063",863,669,"1,033","1,585","1,969",930,"2,265","1,587","1,937","3,067"
2020년07월_계_10~19세,"27,381","2,374","2,848","1,355","1,063","1,685","2,673","2,886","1,399","3,467","1,876","2,901","2,854"
2020년07월_계_20~29세,"44,851","3,721","4,386","3,102","2,598","3,516","4,080","4,361","2,873","4,826","3,081","5,320","2,987"
2020년07월_계_30~39세,"38,590","2,915","3,763","2,631","2,085","2,891","2,658","3,735","2,594","4,030","2,749","4,540","3,999"
2020년07월_계_40~49세,"46,697","3,757","4,580","2,867","2,165","2,794","4,080","4,559","2,597","5,370","3,286","5,404","5,238"
2020년07월_계_50~59세,"61,374","5,386","6,236","4,447","3,607","4,492","5,345","5,864","3,992","6,423","4,300","7,237","4,045"
2020년07월_계_60~69세,"37,298","3,684","4,078","3,046","2,589","2,553","2,225","3,522","2,939","2,998","2,743","4,216","2,705"
2020년07월_계_70~79세,"15,366","1,568","1,678","1,298","1,035",792,615,"1,349","1,271","1,264","1,277","2,091","1,128"
2020년07월_계_80~89세,"7,144",704,674,574,429,397,474,607,516,660,603,"1,043",463
2020년07월_계_90~99세,"1,067",106,62,59,77,70,97,92,86,105,85,158,70
2020년07월_계_100세 이상,68,14,4,6,5,5,2,5,8,7,2,9,1
2020년07월_남_총인구수,"149,306","12,918","15,372","10,612","8,123","9,751","11,995","14,296","9,578","15,640","10,670","17,281","13,070"
2020년07월_남_연령구간인구수,"149,306","12,918","15,372","10,612","8,123","9,751","11,995","14,296","9,578","15,640","10,670","17,281","13,070"
2020년07월_남_0~9세,"9,867",695,"1,060",466,334,543,782,999,475,"1,138",821,976,"1,578"
2020년07월_남_10~19세,"14,133","1,273","1,473",707,546,879,"1,394","1,460",719,"1,750",974,"1,493","1,465"
2020년07월_남_20~29세,"23,430","1,975","2,350","1,662","1,348","1,807","2,088","2,329","1,471","2,565","1,547","2,802","1,486"
2020년07월_남_30~39세,"20,020","1,548","2,003","1,481","1,148","1,458","1,338","1,883","1,430","2,057","1,393","2,400","1,881"
2020년07월_남_40~49세,"23,218","1,871","2,304","1,551","1,095","1,264","1,960","2,199","1,319","2,590","1,650","2,690","2,725"
2020년07월_남_50~59세,"30,017","2,692","3,041","2,342","1,724","2,008","2,683","2,837","1,906","3,194","2,082","3,554","1,954"
2020년07월_남_60~69세,"19,201","1,876","2,093","1,604","1,297","1,336","1,327","1,790","1,470","1,587","1,402","2,149","1,270"
2020년07월_남_70~79세,"6,901",728,804,612,482,336,276,594,575,530,576,857,531
2020년07월_남_80~89세,"2,276",231,233,173,135,103,134,177,190,209,207,322,162
2020년07월_남_90~99세,227,27,11,12,14,15,13,26,20,18,17,36,18
2020년07월_남_100세 이상,16,2,0,2,0,2,0,2,3,2,1,2,0
2020년07월_여_총인구수,"149,904","12,717","15,000","9,636","8,199","10,477","11,839","14,653","9,627","15,775","10,919","17,575","13,487"
2020년07월_여_연령구간인구수,"149,904","12,717","15,000","9,636","8,199","10,477","11,839","14,653","9,627","15,775","10,919","17,575","13,487"
2020년07월_여_0~9세,"9,507",711,"1,003",397,335,490,803,970,455,"1,127",766,961,"1,489"
2020년07월_여_10~19세,"13,248","1,101","1,375",648,517,806,"1,279","1,426",680,"1,717",902,"1,408","1,389"
2020년07월_여_20~29세,"21,421","1,746","2,036","1,440","1,250","1,709","1,992","2,032","1,402","2,261","1,534","2,518","1,501"
2020년07월_여_30~39세,"18,570","1,367","1,760","1,150",937,"1,433","1,320","1,852","1,164","1,973","1,356","2,140","2,118"
2020년07월_여_40~49세,"23,479","1,886","2,276","1,316","1,070","1,530","2,120","2,360","1,278","2,780","1,636","2,714","2,513"
2020년07월_여_50~59세,"31,357","2,694","3,195","2,105","1,883","2,484","2,662","3,027","2,086","3,229","2,218","3,683","2,091"
2020년07월_여_60~69세,"18,097","1,808","1,985","1,442","1,292","1,217",898,"1,732","1,469","1,411","1,341","2,067","1,435"
2020년07월_여_70~79세,"8,465",840,874,686,553,456,339,755,696,734,701,"1,234",597
2020년07월_여_80~89세,"4,868",473,441,401,294,294,340,430,326,451,396,721,301
2020년07월_여_90~99세,840,79,51,47,63,55,84,66,66,87,68,122,52
2020년07월_여_100세 이상,52,12,4,4,5,3,2,3,5,5,1,7,1
2020년08월_계_총인구수,"298,184","25,536","30,277","20,159","16,265","20,127","23,743","28,858","19,156","31,363","21,527","34,727","26,446"
2020년08월_계_연령구간인구수,"298,184","25,536","30,277","20,159","16,265","20,127","23,743","28,858","19,156","31,363","21,527","34,727","26,446"
2020년08월_계_0~9세,"19,107","1,386","2,032",852,659,"1,008","1,579","1,937",920,"2,249","1,573","1,908","3,004"
2020년08월_계_10~19세,"27,222","2,361","2,825","1,338","1,055","1,669","2,650","2,875","1,390","3,459","1,860","2,892","2,848"
2020년08월_계_20~29세,"44,652","3,697","4,379","3,081","2,581","3,512","4,047","4,336","2,853","4,826","3,058","5,291","2,991"
2020년08월_계_30~39세,"38,258","2,883","3,721","2,611","2,089","2,868","2,643","3,704","2,578","3,984","2,723","4,493","3,961"
2020년08월_계_40~49세,"46,495","3,744","4,555","2,855","2,159","2,756","4,052","4,533","2,596","5,363","3,294","5,369","5,219"
2020년08월_계_50~59세,"61,139","5,369","6,206","4,421","3,566","4,484","5,308","5,864","3,968","6,439","4,275","7,217","4,022"
2020년08월_계_60~69세,"37,614","3,702","4,127","3,063","2,612","2,573","2,267","3,549","2,966","3,012","2,766","4,247","2,730"
2020년08월_계_70~79세,"15,371","1,569","1,684","1,294","1,034",778,620,"1,355","1,276","1,258","1,277","2,092","1,134"
2020년08월_계_80~89세,"7,178",703,678,576,429,400,475,606,515,667,613,"1,050",466
2020년08월_계_90~99세,"1,080",107,66,62,76,74,100,94,86,100,86,159,70
2020년08월_계_100세 이상,68,15,4,6,5,5,2,5,8,6,2,9,1
2020년08월_남_총인구수,"148,767","12,861","15,330","10,560","8,084","9,707","11,953","14,242","9,546","15,625","10,644","17,208","13,007"
2020년08월_남_연령구간인구수,"148,767","12,861","15,330","10,560","8,084","9,707","11,953","14,242","9,546","15,625","10,644","17,208","13,007"
2020년08월_남_0~9세,"9,715",687,"1,045",459,326,526,780,981,464,"1,132",817,963,"1,535"
2020년08월_남_10~19세,"14,040","1,261","1,461",699,547,875,"1,379","1,456",715,"1,738",958,"1,488","1,463"
2020년08월_남_20~29세,"23,322","1,969","2,349","1,658","1,328","1,804","2,067","2,310","1,460","2,567","1,542","2,782","1,486"
2020년08월_남_30~39세,"19,869","1,531","1,979","1,466","1,145","1,450","1,334","1,873","1,417","2,040","1,390","2,371","1,873"
2020년08월_남_40~49세,"23,132","1,867","2,296","1,545","1,095","1,242","1,952","2,190","1,320","2,585","1,648","2,673","2,719"
2020년08월_남_50~59세,"29,927","2,681","3,020","2,330","1,711","2,015","2,662","2,838","1,893","3,207","2,076","3,552","1,942"
2020년08월_남_60~69세,"19,316","1,878","2,124","1,601","1,301","1,342","1,349","1,792","1,484","1,596","1,409","2,160","1,280"
2020년08월_남_70~79세,"6,899",724,808,609,481,333,278,597,580,528,573,860,528
2020년08월_남_80~89세,"2,299",234,236,178,136,103,136,177,191,212,212,321,163
2020년08월_남_90~99세,232,27,12,13,14,15,16,26,19,18,18,36,18
2020년08월_남_100세 이상,16,2,0,2,0,2,0,2,3,2,1,2,0
2020년08월_여_총인구수,"149,417","12,675","14,947","9,599","8,181","10,420","11,790","14,616","9,610","15,738","10,883","17,519","13,439"
2020년08월_여_연령구간인구수,"149,417","12,675","14,947","9,599","8,181","10,420","11,790","14,616","9,610","15,738","10,883","17,519","13,439"
2020년08월_여_0~9세,"9,392",699,987,393,333,482,799,956,456,"1,117",756,945,"1,469"
2020년08월_여_10~19세,"13,182","1,100","1,364",639,508,794,"1,271","1,419",675,"1,721",902,"1,404","1,385"
2020년08월_여_20~29세,"21,330","1,728","2,030","1,423","1,253","1,708","1,980","2,026","1,393","2,259","1,516","2,509","1,505"
2020년08월_여_30~39세,"18,389","1,352","1,742","1,145",944,"1,418","1,309","1,831","1,161","1,944","1,333","2,122","2,088"
2020년08월_여_40~49세,"23,363","1,877","2,259","1,310","1,064","1,514","2,100","2,343","1,276","2,778","1,646","2,696","2,500"
2020년08월_여_50~59세,"31,212","2,688","3,186","2,091","1,855","2,469","2,646","3,026","2,075","3,232","2,199","3,665","2,080"
2020년08월_여_60~69세,"18,298","1,824","2,003","1,462","1,311","1,231",918,"1,757","1,482","1,416","1,357","2,087","1,450"
2020년08월_여_70~79세,"8,472",845,876,685,553,445,342,758,696,730,704,"1,232",606
2020년08월_여_80~89세,"4,879",469,442,398,293,297,339,429,324,455,401,729,303
2020년08월_여_90~99세,848,80,54,49,62,59,84,68,67,82,68,123,52
2020년08월_여_100세 이상,52,13,4,4,5,3,2,3,5,4,1,7,1
2020년09월_계_총인구수,"297,540","25,435","30,258","20,116","16,215","20,040","23,702","28,762","19,166","31,348","21,501","34,651","26,346"
2020년09월_계_연령구간인구수,"297,540","25,435","30,258","20,116","16,215","20,040","23,702","28,762","19,166","31,348","21,501","34,651","26,346"
2020년09월_계_0~9세,"18,944","1,366","2,019",849,654,996,"1,574","1,910",907,"2,249","1,562","1,888","2,970"
2020년09월_계_10~19세,"27,063","2,344","2,824","1,320","1,037","1,645","2,644","2,876","1,380","3,446","1,856","2,861","2,830"
2020년09월_계_20~29세,"44,484","3,684","4,378","3,080","2,560","3,477","4,007","4,307","2,872","4,818","3,030","5,275","2,996"
2020년09월_계_30~39세,"38,058","2,856","3,708","2,601","2,088","2,864","2,631","3,667","2,566","3,991","2,701","4,462","3,923"
2020년09월_계_40~49세,"46,319","3,722","4,539","2,844","2,134","2,729","4,050","4,545","2,587","5,332","3,301","5,354","5,182"
2020년09월_계_50~59세,"60,919","5,335","6,188","4,395","3,553","4,460","5,282","5,827","3,965","6,444","4,265","7,184","4,021"
2020년09월_계_60~69세,"37,996","3,730","4,158","3,094","2,635","2,605","2,316","3,565","2,997","3,028","2,802","4,313","2,753"
2020년09월_계_70~79세,"15,394","1,573","1,694","1,284","1,038",781,625,"1,357","1,274","1,262","1,280","2,089","1,137"
2020년09월_계_80~89세,"7,197",703,679,582,433,400,468,608,523,671,614,"1,052",464
2020년09월_계_90~99세,"1,097",106,67,60,78,78,103,95,87,102,88,164,69
2020년09월_계_100세 이상,69,16,4,7,5,5,2,5,8,5,2,9,1
2020년09월_남_총인구수,"148,443","12,799","15,329","10,539","8,053","9,653","11,945","14,182","9,553","15,613","10,641","17,183","12,953"
2020년09월_남_연령구간인구수,"148,443","12,799","15,329","10,539","8,053","9,653","11,945","14,182","9,553","15,613","10,641","17,183","12,953"
2020년09월_남_0~9세,"9,602",675,"1,031",454,321,519,775,959,455,"1,129",813,957,"1,514"
2020년09월_남_10~19세,"13,969","1,255","1,464",690,538,865,"1,375","1,459",711,"1,731",960,"1,463","1,458"
2020년09월_남_20~29세,"23,273","1,956","2,365","1,660","1,317","1,793","2,061","2,287","1,476","2,566","1,530","2,784","1,478"
2020년09월_남_30~39세,"19,769","1,510","1,978","1,460","1,140","1,440","1,332","1,850","1,416","2,040","1,386","2,358","1,859"
2020년09월_남_40~49세,"23,057","1,852","2,287","1,540","1,081","1,225","1,954","2,198","1,319","2,581","1,649","2,670","2,701"
2020년09월_남_50~59세,"29,766","2,665","3,000","2,320","1,708","2,002","2,643","2,811","1,884","3,191","2,065","3,537","1,940"
2020년09월_남_60~69세,"19,528","1,894","2,143","1,615","1,314","1,350","1,373","1,809","1,502","1,611","1,431","2,191","1,295"
2020년09월_남_70~79세,"6,925",730,813,606,480,338,280,605,577,531,576,863,526
2020년09월_남_80~89세,"2,295",232,235,179,139,103,135,175,191,210,214,319,163
2020년09월_남_90~99세,242,27,13,13,15,16,17,27,19,21,16,39,19
2020년09월_남_100세 이상,17,3,0,2,0,2,0,2,3,2,1,2,0
2020년09월_여_총인구수,"149,097","12,636","14,929","9,577","8,162","10,387","11,757","14,580","9,613","15,735","10,860","17,468","13,393"
2020년09월_여_연령구간인구수,"149,097","12,636","14,929","9,577","8,162","10,387","11,757","14,580","9,613","15,735","10,860","17,468","13,393"
2020년09월_여_0~9세,"9,342",691,988,395,333,477,799,951,452,"1,120",749,931,"1,456"
2020년09월_여_10~19세,"13,094","1,089","1,360",630,499,780,"1,269","1,417",669,"1,715",896,"1,398","1,372"
2020년09월_여_20~29세,"21,211","1,728","2,013","1,420","1,243","1,684","1,946","2,020","1,396","2,252","1,500","2,491","1,518"
2020년09월_여_30~39세,"18,289","1,346","1,730","1,141",948,"1,424","1,299","1,817","1,150","1,951","1,315","2,104","2,064"
2020년09월_여_40~49세,"23,262","1,870","2,252","1,304","1,053","1,504","2,096","2,347","1,268","2,751","1,652","2,684","2,481"
2020년09월_여_50~59세,"31,153","2,670","3,188","2,075","1,845","2,458","2,639","3,016","2,081","3,253","2,200","3,647","2,081"
2020년09월_여_60~69세,"18,468","1,836","2,015","1,479","1,321","1,255",943,"1,756","1,495","1,417","1,371","2,122","1,458"
2020년09월_여_70~79세,"8,469",843,881,678,558,443,345,752,697,731,704,"1,226",611
2020년09월_여_80~89세,"4,902",471,444,403,294,297,333,433,332,461,400,733,301
2020년09월_여_90~99세,855,79,54,47,63,62,86,68,68,81,72,125,50
2020년09월_여_100세 이상,52,13,4,5,5,3,2,3,5,3,1,7,1
2020년10월_계_총인구수,"297,282","25,375","30,091","20,052","16,186","19,956","23,655","28,739","19,455","31,363","21,529","34,563","26,318"
2020년10월_계_연령구간인구수,"297,282","25,375","30,091","20,052","16,186","19,956","23,655","28,739","19,455","31,363","21,529","34,563","26,318"
2020년10월_계_0~9세,"18,774","1,354","1,984",844,648,980,"1,553","1,901",944,"2,236","1,545","1,859","2,926"
2020년10월_계_10~19세,"26,951","2,345","2,800","1,306","1,026","1,625","2,631","2,861","1,384","3,439","1,842","2,849","2,843"
2020년10월_계_20~29세,"44,351","3,666","4,339","3,063","2,555","3,456","3,982","4,288","2,884","4,823","3,057","5,251","2,987"
2020년10월_계_30~39세,"37,950","2,832","3,657","2,607","2,086","2,851","2,628","3,661","2,633","3,987","2,677","4,428","3,903"
2020년10월_계_40~49세,"46,183","3,730","4,511","2,830","2,124","2,704","4,028","4,530","2,623","5,317","3,297","5,318","5,171"
2020년10월_계_50~59세,"60,876","5,307","6,172","4,355","3,548","4,436","5,302","5,816","4,013","6,432","4,274","7,177","4,044"
2020년10월_계_60~69세,"38,344","3,738","4,177","3,111","2,629","2,633","2,336","3,615","3,067","3,079","2,844","4,349","2,766"
2020년10월_계_70~79세,"15,435","1,573","1,694","1,283","1,051",787,623,"1,355","1,285","1,264","1,280","2,099","1,141"
2020년10월_계_80~89세,"7,234",709,677,587,433,403,468,612,525,674,621,"1,060",465
2020년10월_계_90~99세,"1,114",105,76,59,81,76,101,95,89,107,90,164,71
2020년10월_계_100세 이상,70,16,4,7,5,5,3,5,8,5,2,9,1
2020년10월_남_총인구수,"148,288","12,769","15,234","10,511","8,047","9,600","11,917","14,181","9,695","15,623","10,650","17,121","12,940"
2020년10월_남_연령구간인구수,"148,288","12,769","15,234","10,511","8,047","9,600","11,917","14,181","9,695","15,623","10,650","17,121","12,940"
2020년10월_남_0~9세,"9,533",668,"1,022",453,314,504,773,959,469,"1,130",811,941,"1,489"
2020년10월_남_10~19세,"13,879","1,253","1,445",679,536,849,"1,365","1,450",708,"1,719",952,"1,458","1,465"
2020년10월_남_20~29세,"23,234","1,952","2,347","1,659","1,317","1,790","2,041","2,275","1,496","2,585","1,534","2,771","1,467"
2020년10월_남_30~39세,"19,738","1,494","1,949","1,464","1,142","1,439","1,324","1,850","1,447","2,043","1,378","2,343","1,865"
2020년10월_남_40~49세,"22,960","1,862","2,265","1,539","1,084","1,206","1,944","2,194","1,341","2,561","1,636","2,628","2,700"
2020년10월_남_50~59세,"29,726","2,654","2,992","2,300","1,702","1,986","2,649","2,803","1,900","3,191","2,070","3,541","1,938"
2020년10월_남_60~69세,"19,704","1,892","2,152","1,621","1,311","1,361","1,387","1,842","1,534","1,630","1,459","2,209","1,306"
2020년10월_남_70~79세,"6,947",730,813,598,486,344,281,606,584,535,573,870,527
2020년10월_남_80~89세,"2,308",234,235,182,140,103,137,173,194,207,219,320,164
2020년10월_남_90~99세,242,27,14,14,15,16,16,27,19,20,17,38,19
2020년10월_남_100세 이상,17,3,0,2,0,2,0,2,3,2,1,2,0
2020년10월_여_총인구수,"148,994","12,606","14,857","9,541","8,139","10,356","11,738","14,558","9,760","15,740","10,879","17,442","13,378"
2020년10월_여_연령구간인구수,"148,994","12,606","14,857","9,541","8,139","10,356","11,738","14,558","9,760","15,740","10,879","17,442","13,378"
2020년10월_여_0~9세,"9,241",686,962,391,334,476,780,942,475,"1,106",734,918,"1,437"
2020년10월_여_10~19세,"13,072","1,092","1,355",627,490,776,"1,266","1,411",676,"1,720",890,"1,391","1,378"
2020년10월_여_20~29세,"21,117","1,714","1,992","1,404","1,238","1,666","1,941","2,013","1,388","2,238","1,523","2,480","1,520"
2020년10월_여_30~39세,"18,212","1,338","1,708","1,143",944,"1,412","1,304","1,811","1,186","1,944","1,299","2,085","2,038"
2020년10월_여_40~49세,"23,223","1,868","2,246","1,291","1,040","1,498","2,084","2,336","1,282","2,756","1,661","2,690","2,471"
2020년10월_여_50~59세,"31,150","2,653","3,180","2,055","1,846","2,450","2,653","3,013","2,113","3,241","2,204","3,636","2,106"
2020년10월_여_60~69세,"18,640","1,846","2,025","1,490","1,318","1,272",949,"1,773","1,533","1,449","1,385","2,140","1,460"
2020년10월_여_70~79세,"8,488",843,881,685,565,443,342,749,701,729,707,"1,229",614
2020년10월_여_80~89세,"4,926",475,442,405,293,300,331,439,331,467,402,740,301
2020년10월_여_90~99세,872,78,62,45,66,60,85,68,70,87,73,126,52
2020년10월_여_100세 이상,53,13,4,5,5,3,3,3,5,3,1,7,1
2020년11월_계_총인구수,"297,148","25,251","30,020","19,928","16,136","19,928","23,668","28,602","20,095","31,331","21,485","34,441","26,263"
2020년11월_계_연령구간인구수,"297,148","25,251","30,020","19,928","16,136","19,928","23,668","28,602","20,095","31,331","21,485","34,441","26,263"
2020년11월_계_0~9세,"18,632","1,331","1,970",838,637,966,"1,546","1,866","1,006","2,218","1,526","1,841","2,887"
2020년11월_계_10~19세,"26,824","2,319","2,788","1,286","1,016","1,611","2,611","2,837","1,426","3,428","1,831","2,819","2,852"
2020년11월_계_20~29세,"44,314","3,633","4,344","3,029","2,531","3,450","3,985","4,273","2,972","4,815","3,064","5,245","2,973"
2020년11월_계_30~39세,"37,900","2,823","3,630","2,589","2,089","2,853","2,618","3,621","2,771","3,986","2,651","4,406","3,863"
2020년11월_계_40~49세,"46,003","3,675","4,500","2,817","2,100","2,690","4,017","4,509","2,701","5,301","3,266","5,267","5,160"
2020년11월_계_50~59세,"60,801","5,292","6,127","4,285","3,550","4,427","5,312","5,777","4,119","6,416","4,284","7,157","4,055"
2020년11월_계_60~69세,"38,725","3,764","4,204","3,136","2,642","2,661","2,364","3,646","3,158","3,116","2,870","4,380","2,784"
2020년11월_계_70~79세,"15,513","1,583","1,696","1,290","1,059",780,629,"1,362","1,309","1,261","1,286","2,107","1,151"
2020년11월_계_80~89세,"7,252",712,679,591,429,406,481,614,537,678,612,"1,048",465
2020년11월_계_90~99세,"1,113",103,78,60,78,79,102,92,88,106,93,162,72
2020년11월_계_100세 이상,71,16,4,7,5,5,3,5,8,6,2,9,1
2020년11월_남_총인구수,"148,225","12,714","15,206","10,448","8,017","9,577","11,931","14,110","9,996","15,607","10,654","17,059","12,906"
2020년11월_남_연령구간인구수,"148,225","12,714","15,206","10,448","8,017","9,577","11,931","14,110","9,996","15,607","10,654","17,059","12,906"
2020년11월_남_0~9세,"9,459",660,"1,010",448,305,496,775,937,507,"1,121",798,931,"1,471"
2020년11월_남_10~19세,"13,803","1,237","1,438",674,534,840,"1,351","1,440",722,"1,706",951,"1,441","1,469"
2020년11월_남_20~29세,"23,235","1,943","2,365","1,637","1,303","1,789","2,038","2,258","1,535","2,583","1,553","2,770","1,461"
2020년11월_남_30~39세,"19,734","1,487","1,937","1,460","1,142","1,439","1,324","1,847","1,513","2,053","1,365","2,328","1,839"
2020년11월_남_40~49세,"22,860","1,831","2,257","1,533","1,073","1,190","1,948","2,177","1,383","2,546","1,622","2,608","2,692"
2020년11월_남_50~59세,"29,664","2,649","2,975","2,257","1,695","1,980","2,651","2,781","1,951","3,180","2,071","3,531","1,943"
2020년11월_남_60~69세,"19,901","1,902","2,161","1,641","1,321","1,377","1,399","1,856","1,574","1,649","1,476","2,226","1,319"
2020년11월_남_70~79세,"6,974",736,813,598,489,345,285,611,587,531,580,871,528
2020년11월_남_80~89세,"2,334",239,236,184,141,103,143,175,201,215,217,315,165
2020년11월_남_90~99세,243,27,14,14,14,16,17,26,20,20,20,36,19
2020년11월_남_100세 이상,18,3,0,2,0,2,0,2,3,3,1,2,0
2020년11월_여_총인구수,"148,923","12,537","14,814","9,480","8,119","10,351","11,737","14,492","10,099","15,724","10,831","17,382","13,357"
2020년11월_여_연령구간인구수,"148,923","12,537","14,814","9,480","8,119","10,351","11,737","14,492","10,099","15,724","10,831","17,382","13,357"
2020년11월_여_0~9세,"9,173",671,960,390,332,470,771,929,499,"1,097",728,910,"1,416"
2020년11월_여_10~19세,"13,021","1,082","1,350",612,482,771,"1,260","1,397",704,"1,722",880,"1,378","1,383"
2020년11월_여_20~29세,"21,079","1,690","1,979","1,392","1,228","1,661","1,947","2,015","1,437","2,232","1,511","2,475","1,512"
2020년11월_여_30~39세,"18,166","1,336","1,693","1,129",947,"1,414","1,294","1,774","1,258","1,933","1,286","2,078","2,024"
2020년11월_여_40~49세,"23,143","1,844","2,243","1,284","1,027","1,500","2,069","2,332","1,318","2,755","1,644","2,659","2,468"
2020년11월_여_50~59세,"31,137","2,643","3,152","2,028","1,855","2,447","2,661","2,996","2,168","3,236","2,213","3,626","2,112"
2020년11월_여_60~69세,"18,824","1,862","2,043","1,495","1,321","1,284",965,"1,790","1,584","1,467","1,394","2,154","1,465"
2020년11월_여_70~79세,"8,539",847,883,692,570,435,344,751,722,730,706,"1,236",623
2020년11월_여_80~89세,"4,918",473,443,407,288,303,338,439,336,463,395,733,300
2020년11월_여_90~99세,870,76,64,46,64,63,85,66,68,86,73,126,53
2020년11월_여_100세 이상,53,13,4,5,5,3,3,3,5,3,1,7,1
2020년12월_계_총인구수,"296,750","25,188","29,940","19,909","16,115","19,893","23,671","28,553","20,280","31,300","21,432","34,315","26,154"
2020년12월_계_연령구간인구수,"296,750","25,188","29,940","19,909","16,115","19,893","23,671","28,553","20,280","31,300","21,432","34,315","26,154"
2020년12월_계_0~9세,"18,490","1,326","1,956",823,635,961,"1,544","1,856","1,027","2,214","1,509","1,799","2,840"
2020년12월_계_10~19세,"26,706","2,308","2,770","1,280","1,008","1,586","2,604","2,805","1,443","3,422","1,813","2,803","2,864"
2020년12월_계_20~29세,"44,194","3,623","4,321","3,015","2,527","3,445","3,989","4,277","2,988","4,807","3,050","5,206","2,946"
2020년12월_계_30~39세,"37,858","2,797","3,615","2,564","2,096","2,869","2,623","3,611","2,832","3,972","2,648","4,398","3,833"
2020년12월_계_40~49세,"45,784","3,655","4,492","2,797","2,094","2,657","4,016","4,481","2,706","5,280","3,247","5,214","5,145"
2020년12월_계_50~59세,"60,609","5,255","6,099","4,290","3,528","4,408","5,283","5,758","4,154","6,398","4,253","7,143","4,040"
2020년12월_계_60~69세,"39,089","3,808","4,234","3,172","2,650","2,697","2,397","3,687","3,170","3,135","2,912","4,433","2,794"
2020년12월_계_70~79세,"15,551","1,580","1,698","1,300","1,064",779,633,"1,363","1,321","1,268","1,279","2,106","1,160"
2020년12월_계_80~89세,"7,277",718,676,598,430,408,472,619,542,687,624,"1,041",462
2020년12월_계_90~99세,"1,121",103,76,63,78,78,107,90,89,110,95,163,69
2020년12월_계_100세 이상,71,15,3,7,5,5,3,6,8,7,2,9,1
2020년12월_남_총인구수,"147,976","12,679","15,162","10,432","8,008","9,551","11,937","14,079","10,078","15,590","10,617","16,997","12,846"
2020년12월_남_연령구간인구수,"147,976","12,679","15,162","10,432","8,008","9,551","11,937","14,079","10,078","15,590","10,617","16,997","12,846"
2020년12월_남_0~9세,"9,385",656,"1,010",441,305,492,775,927,514,"1,123",790,906,"1,446"
2020년12월_남_10~19세,"13,733","1,227","1,429",673,527,831,"1,347","1,422",732,"1,699",934,"1,439","1,473"
2020년12월_남_20~29세,"23,157","1,944","2,351","1,628","1,305","1,777","2,043","2,259","1,531","2,570","1,548","2,755","1,446"
2020년12월_남_30~39세,"19,725","1,476","1,928","1,441","1,148","1,450","1,331","1,835","1,549","2,046","1,362","2,329","1,830"
2020년12월_남_40~49세,"22,761","1,824","2,250","1,521","1,070","1,170","1,947","2,169","1,390","2,545","1,618","2,574","2,683"
2020년12월_남_50~59세,"29,541","2,621","2,958","2,259","1,682","1,977","2,635","2,777","1,960","3,170","2,050","3,518","1,934"
2020년12월_남_60~69세,"20,087","1,924","2,177","1,660","1,329","1,388","1,411","1,876","1,584","1,663","1,496","2,258","1,321"
2020년12월_남_70~79세,"6,988",732,811,606,490,342,289,610,594,532,575,876,531
2020년12월_남_80~89세,"2,338",244,234,187,138,106,141,176,203,219,223,304,163
2020년12월_남_90~99세,243,28,14,14,14,16,18,26,18,20,20,36,19
2020년12월_남_100세 이상,18,3,0,2,0,2,0,2,3,3,1,2,0
2020년12월_여_총인구수,"148,774","12,509","14,778","9,477","8,107","10,342","11,734","14,474","10,202","15,710","10,815","17,318","13,308"
2020년12월_여_연령구간인구수,"148,774","12,509","14,778","9,477","8,107","10,342","11,734","14,474","10,202","15,710","10,815","17,318","13,308"
2020년12월_여_0~9세,"9,105",670,946,382,330,469,769,929,513,"1,091",719,893,"1,394"
2020년12월_여_10~19세,"12,973","1,081","1,341",607,481,755,"1,257","1,383",711,"1,723",879,"1,364","1,391"
2020년12월_여_20~29세,"21,037","1,679","1,970","1,387","1,222","1,668","1,946","2,018","1,457","2,237","1,502","2,451","1,500"
2020년12월_여_30~39세,"18,133","1,321","1,687","1,123",948,"1,419","1,292","1,776","1,283","1,926","1,286","2,069","2,003"
2020년12월_여_40~49세,"23,023","1,831","2,242","1,276","1,024","1,487","2,069","2,312","1,316","2,735","1,629","2,640","2,462"
2020년12월_여_50~59세,"31,068","2,634","3,141","2,031","1,846","2,431","2,648","2,981","2,194","3,228","2,203","3,625","2,106"
2020년12월_여_60~69세,"19,002","1,884","2,057","1,512","1,321","1,309",986,"1,811","1,586","1,472","1,416","2,175","1,473"
2020년12월_여_70~79세,"8,563",848,887,694,574,437,344,753,727,736,704,"1,230",629
2020년12월_여_80~89세,"4,939",474,442,411,292,302,331,443,339,468,401,737,299
