카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2020년07월_남_총인구수,"78,614","3,256","2,147","1,603","1,877","3,046","1,367",899,"1,077","1,522","1,377",907,976,865,925,"2,508","2,489","11,059","4,469","6,697","3,156","3,158","10,494","7,595","5,145"
2020년07월_남_연령구간인구수,"78,614","3,256","2,147","1,603","1,877","3,046","1,367",899,"1,077","1,522","1,377",907,976,865,925,"2,508","2,489","11,059","4,469","6,697","3,156","3,158","10,494","7,595","5,145"
2020년07월_남_0~9세,"5,733",113,53,37,46,159,26,15,29,26,22,21,25,15,21,145,180,"1,029",366,478,202,207,"1,116",801,601
2020년07월_남_10~19세,"7,225",158,128,59,74,161,81,42,42,57,40,21,36,26,34,179,207,"1,224",460,547,301,314,"1,356",859,819
2020년07월_남_20~29세,"9,094",275,184,101,182,417,85,46,100,124,79,53,57,42,38,296,289,"1,661",452,819,380,358,"1,409","1,007",640
2020년07월_남_30~39세,"8,104",217,116,113,131,431,69,53,85,97,74,42,54,45,51,253,227,"1,306",443,845,339,333,"1,224","1,021",535
2020년07월_남_40~49세,"11,733",370,218,222,227,394,163,110,109,180,137,101,81,90,100,364,394,"1,805",709,990,481,453,"1,835","1,220",980
2020년07월_남_50~59세,"13,599",616,401,335,360,505,259,168,242,327,300,179,211,177,168,437,484,"1,756",734,"1,105",500,586,"1,695","1,247",807
2020년07월_남_60~69세,"12,069",692,460,311,438,453,291,205,235,362,357,251,243,212,251,391,382,"1,276",650,"1,020",507,505,"1,184",940,453
2020년07월_남_70~79세,"7,459",521,352,260,270,345,253,162,152,232,223,147,169,164,176,323,246,699,452,639,314,299,479,357,225
2020년07월_남_80~89세,"3,267",261,213,151,130,161,126,93,74,97,133,84,92,83,79,113,72,278,185,236,123,93,183,130,77
2020년07월_남_90~99세,315,31,22,14,19,18,14,5,9,19,12,8,8,11,6,5,8,22,18,16,9,10,12,11,8
2020년07월_남_100세 이상,16,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020년07월_여_총인구수,"80,151","3,197","1,997","1,464","1,703","2,849","1,451",923,"1,038","1,382","1,359",853,920,783,848,"2,631","2,628","11,296","4,811","6,764","3,331","3,183","11,505","8,013","5,222"
2020년07월_여_연령구간인구수,"80,151","3,197","1,997","1,464","1,703","2,849","1,451",923,"1,038","1,382","1,359",853,920,783,848,"2,631","2,628","11,296","4,811","6,764","3,331","3,183","11,505","8,013","5,222"
2020년07월_여_0~9세,"5,165",94,42,37,44,151,23,16,23,37,30,11,19,14,9,116,144,939,313,459,209,171,"1,021",702,541
2020년07월_여_10~19세,"6,578",137,87,38,52,147,46,27,43,54,38,26,19,20,38,175,215,"1,143",438,446,265,294,"1,284",823,723
2020년07월_여_20~29세,"7,486",196,126,50,143,346,63,33,67,75,58,34,32,26,27,227,246,"1,316",400,643,287,311,"1,332",858,590
2020년07월_여_30~39세,"7,553",166,89,63,85,321,56,29,54,63,49,21,34,25,25,274,236,"1,281",427,754,295,262,"1,330",993,621
2020년07월_여_40~49세,"10,797",234,132,110,144,293,94,58,70,100,51,52,42,31,49,289,337,"1,818",698,904,456,438,"1,984","1,324","1,089"
2020년07월_여_50~59세,"13,044",503,304,238,260,369,204,131,201,213,218,128,183,126,136,399,481,"1,762",754,"1,171",572,630,"1,917","1,421",723
2020년07월_여_60~69세,"12,862",679,422,309,388,463,331,189,225,319,314,211,219,214,198,515,438,"1,463",820,"1,157",634,598,"1,352",947,457
2020년07월_여_70~79세,"9,256",592,403,301,282,411,317,209,173,255,342,197,198,179,180,389,314,921,573,770,374,317,743,541,275
2020년07월_여_80~89세,"6,264",508,334,267,243,299,264,187,155,221,227,154,154,123,165,203,190,560,333,395,190,139,450,338,165
2020년07월_여_90~99세,"1,099",83,55,50,62,47,51,43,27,43,31,14,18,25,21,44,27,90,49,60,47,23,91,63,35
2020년07월_여_100세 이상,47,5,3,1,0,2,2,1,0,2,1,5,2,0,0,0,0,3,6,5,2,0,1,3,3
2020년08월_계_총인구수,"158,867","6,434","4,125","3,055","3,561","6,313","2,820","1,819","2,131","2,905","2,725","1,750","1,890","1,649","1,766","5,123","5,094","22,304","9,256","13,453","6,448","6,339","21,970","15,568","10,369"
2020년08월_계_연령구간인구수,"158,867","6,434","4,125","3,055","3,561","6,313","2,820","1,819","2,131","2,905","2,725","1,750","1,890","1,649","1,766","5,123","5,094","22,304","9,256","13,453","6,448","6,339","21,970","15,568","10,369"
2020년08월_계_0~9세,"10,861",202,96,73,89,372,50,30,55,62,48,32,44,28,29,260,320,"1,949",676,933,405,370,"2,117","1,489","1,132"
2020년08월_계_10~19세,"13,797",288,209,91,119,338,129,71,86,111,74,47,55,50,72,341,421,"2,376",896,987,557,606,"2,649","1,681","1,543"
2020년08월_계_20~29세,"16,612",474,312,155,319,842,146,80,165,198,136,83,89,66,63,531,533,"2,953",851,"1,450",663,678,"2,739","1,854","1,232"
2020년08월_계_30~39세,"15,659",374,203,172,214,877,121,82,143,157,123,62,84,70,75,518,450,"2,586",864,"1,594",627,591,"2,528","1,994","1,150"
2020년08월_계_40~49세,"22,490",597,341,331,366,732,258,165,178,278,185,149,122,120,144,646,728,"3,606","1,401","1,896",928,895,"3,814","2,532","2,078"
2020년08월_계_50~59세,"26,658","1,119",709,563,612,913,464,303,445,542,514,307,393,303,304,841,964,"3,515","1,483","2,269","1,061","1,209","3,614","2,685","1,526"
2020년08월_계_60~69세,"25,044","1,376",881,624,837,940,625,390,460,684,673,463,464,427,448,906,820,"2,739","1,473","2,199","1,143","1,109","2,544","1,898",921
2020년08월_계_70~79세,"16,715","1,119",753,563,553,764,576,370,330,489,563,343,367,339,359,706,559,"1,619","1,022","1,407",689,620,"1,219",888,498
2020년08월_계_80~89세,"9,544",765,539,418,371,462,383,281,232,318,365,237,246,209,244,321,263,842,518,636,317,228,640,465,244
2020년08월_계_90~99세,"1,425",113,79,64,81,69,66,46,37,63,43,22,24,37,27,51,36,113,67,75,56,33,104,77,42
2020년08월_계_100세 이상,62,7,3,1,0,4,2,1,0,3,1,5,2,0,1,2,0,6,5,7,2,0,2,5,3
2020년08월_남_총인구수,"78,653","3,249","2,130","1,597","1,866","3,235","1,372",897,"1,085","1,522","1,371",897,973,866,921,"2,504","2,482","11,042","4,468","6,695","3,132","3,157","10,471","7,573","5,148"
2020년08월_남_연령구간인구수,"78,653","3,249","2,130","1,597","1,866","3,235","1,372",897,"1,085","1,522","1,371",897,973,866,921,"2,504","2,482","11,042","4,468","6,695","3,132","3,157","10,471","7,573","5,148"
2020년08월_남_0~9세,"5,708",109,54,37,45,185,26,14,30,26,19,21,25,15,20,145,180,"1,024",367,478,198,201,"1,100",794,595
2020년08월_남_10~19세,"7,226",157,125,55,67,173,83,43,43,57,38,21,36,29,34,178,206,"1,227",462,537,300,315,"1,359",858,823
2020년08월_남_20~29세,"9,098",276,182,103,180,459,86,49,98,123,77,50,57,41,37,299,290,"1,650",449,813,375,365,"1,403",999,637
2020년08월_남_30~39세,"8,107",215,114,110,133,493,67,53,85,95,74,40,52,44,50,249,222,"1,306",438,845,333,328,"1,221","1,005",535
2020년08월_남_40~49세,"11,716",367,215,223,225,411,162,108,111,179,137,97,80,88,97,361,392,"1,799",707,997,476,451,"1,826","1,218",989
2020년08월_남_50~59세,"13,591",614,399,328,354,522,261,169,240,328,295,180,210,178,169,441,484,"1,748",738,"1,104",493,587,"1,694","1,257",798
2020년08월_남_60~69세,"12,142",694,459,315,445,460,293,203,238,365,361,253,246,212,252,389,382,"1,283",650,"1,029",507,507,"1,192",947,460
2020년08월_남_70~79세,"7,462",525,352,260,270,349,255,162,155,233,225,144,168,163,176,318,243,702,453,637,317,302,477,351,225
2020년08월_남_80~89세,"3,278",260,208,152,129,162,125,92,76,97,133,83,93,85,79,116,75,278,186,238,124,92,186,131,78
2020년08월_남_90~99세,309,30,22,14,18,19,14,4,9,18,12,8,6,11,6,6,8,22,18,15,9,9,12,11,8
2020년08월_남_100세 이상,16,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020년08월_여_총인구수,"80,214","3,185","1,995","1,458","1,695","3,078","1,448",922,"1,046","1,383","1,354",853,917,783,845,"2,619","2,612","11,262","4,788","6,758","3,316","3,182","11,499","7,995","5,221"
2020년08월_여_연령구간인구수,"80,214","3,185","1,995","1,458","1,695","3,078","1,448",922,"1,046","1,383","1,354",853,917,783,845,"2,619","2,612","11,262","4,788","6,758","3,316","3,182","11,499","7,995","5,221"
2020년08월_여_0~9세,"5,153",93,42,36,44,187,24,16,25,36,29,11,19,13,9,115,140,925,309,455,207,169,"1,017",695,537
2020년08월_여_10~19세,"6,571",131,84,36,52,165,46,28,43,54,36,26,19,21,38,163,215,"1,149",434,450,257,291,"1,290",823,720
2020년08월_여_20~29세,"7,514",198,130,52,139,383,60,31,67,75,59,33,32,25,26,232,243,"1,303",402,637,288,313,"1,336",855,595
2020년08월_여_30~39세,"7,552",159,89,62,81,384,54,29,58,62,49,22,32,26,25,269,228,"1,280",426,749,294,263,"1,307",989,615
2020년08월_여_40~49세,"10,774",230,126,108,141,321,96,57,67,99,48,52,42,32,47,285,336,"1,807",694,899,452,444,"1,988","1,314","1,089"
2020년08월_여_50~59세,"13,067",505,310,235,258,391,203,134,205,214,219,127,183,125,135,400,480,"1,767",745,"1,165",568,622,"1,920","1,428",728
2020년08월_여_60~69세,"12,902",682,422,309,392,480,332,187,222,319,312,210,218,215,196,517,438,"1,456",823,"1,170",636,602,"1,352",951,461
2020년08월_여_70~79세,"9,253",594,401,303,283,415,321,208,175,256,338,199,199,176,183,388,316,917,569,770,372,318,742,537,273
2020년08월_여_80~89세,"6,266",505,331,266,242,300,258,189,156,221,232,154,153,124,165,205,188,564,332,398,193,136,454,334,166
2020년08월_여_90~99세,"1,116",83,57,50,63,50,52,42,28,45,31,14,18,26,21,45,28,91,49,60,47,24,92,66,34
2020년08월_여_100세 이상,46,5,3,1,0,2,2,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,1,3,3
2020년09월_계_총인구수,"158,929","6,425","4,120","3,046","3,587","6,518","2,823","1,818","2,121","2,902","2,723","1,754","1,883","1,642","1,773","5,102","5,076","22,287","9,245","13,455","6,415","6,341","21,948","15,541","10,384"
2020년09월_계_연령구간인구수,"158,929","6,425","4,120","3,046","3,587","6,518","2,823","1,818","2,121","2,902","2,723","1,754","1,883","1,642","1,773","5,102","5,076","22,287","9,245","13,455","6,415","6,341","21,948","15,541","10,384"
2020년09월_계_0~9세,"10,807",196,99,70,86,391,49,35,58,63,48,32,44,26,29,253,316,"1,933",671,936,398,369,"2,092","1,490","1,123"
2020년09월_계_10~19세,"13,837",290,211,91,143,359,134,70,84,111,74,48,55,48,72,340,426,"2,372",894,985,551,601,"2,640","1,694","1,544"
2020년09월_계_20~29세,"16,620",470,314,153,316,865,147,77,160,193,130,81,85,69,65,521,535,"2,962",846,"1,456",652,682,"2,737","1,860","1,244"
2020년09월_계_30~39세,"15,616",371,199,171,216,934,120,82,138,157,124,61,85,67,74,511,445,"2,584",855,"1,581",619,582,"2,527","1,969","1,144"
2020년09월_계_40~49세,"22,471",591,342,326,369,774,258,164,175,278,184,151,119,119,144,645,722,"3,586","1,399","1,892",923,907,"3,806","2,531","2,066"
2020년09월_계_50~59세,"26,604","1,117",697,555,611,926,465,300,445,538,514,312,388,298,302,845,958,"3,507","1,478","2,281","1,049","1,199","3,610","2,668","1,541"
2020년09월_계_60~69세,"25,200","1,384",887,638,844,964,621,389,462,689,683,461,470,431,452,905,822,"2,751","1,486","2,198","1,150","1,118","2,568","1,903",924
2020년09월_계_70~79세,"16,692","1,122",750,558,546,766,574,371,330,487,560,344,362,339,361,702,552,"1,628","1,017","1,404",697,620,"1,221",876,505
2020년09월_계_80~89세,"9,566",763,536,416,374,465,387,281,229,321,362,237,249,208,246,322,265,841,526,637,316,229,641,468,247
2020년09월_계_90~99세,"1,453",114,81,67,82,70,65,48,40,63,43,22,24,37,27,56,35,117,68,78,58,34,104,77,43
2020년09월_계_100세 이상,63,7,4,1,0,4,3,1,0,2,1,5,2,0,1,2,0,6,5,7,2,0,2,5,3
2020년09월_남_총인구수,"78,704","3,246","2,128","1,599","1,880","3,350","1,372",902,"1,082","1,518","1,372",899,971,860,921,"2,497","2,469","11,044","4,458","6,677","3,122","3,149","10,468","7,569","5,151"
2020년09월_남_연령구간인구수,"78,704","3,246","2,128","1,599","1,880","3,350","1,372",902,"1,082","1,518","1,372",899,971,860,921,"2,497","2,469","11,044","4,458","6,677","3,122","3,149","10,468","7,569","5,151"
2020년09월_남_0~9세,"5,684",104,55,38,41,199,25,18,31,27,19,21,25,13,20,140,178,"1,017",363,479,196,199,"1,089",794,593
2020년09월_남_10~19세,"7,258",159,128,55,89,184,86,42,41,58,39,23,36,28,33,180,208,"1,225",461,534,295,309,"1,357",867,821
2020년09월_남_20~29세,"9,102",275,185,106,174,471,85,46,98,118,73,48,56,42,38,296,291,"1,655",447,812,374,369,"1,394","1,003",646
2020년09월_남_30~39세,"8,091",212,108,110,135,528,66,54,81,94,74,39,52,43,49,244,222,"1,304",430,833,335,323,"1,230",995,530
2020년09월_남_40~49세,"11,708",365,216,219,229,439,161,108,111,179,136,98,79,88,95,362,383,"1,793",705,991,475,455,"1,823","1,216",982
2020년09월_남_50~59세,"13,575",616,394,325,352,524,262,168,238,329,297,183,205,175,168,443,482,"1,747",741,"1,112",484,578,"1,697","1,254",801
2020년09월_남_60~69세,"12,211",698,462,322,448,470,290,205,241,366,367,252,251,214,255,391,380,"1,291",655,"1,025",509,512,"1,199",949,459
2020년09월_남_70~79세,"7,451",524,351,260,266,349,256,163,156,230,223,144,166,163,176,314,240,705,449,635,322,304,479,346,230
2020년09월_남_80~89세,"3,297",259,206,149,129,165,127,94,76,99,132,83,95,83,80,116,77,283,189,240,123,90,187,134,81
2020년09월_남_90~99세,312,32,23,15,17,19,14,4,9,18,12,8,6,11,6,9,8,21,18,14,9,10,12,9,8
2020년09월_남_100세 이상,15,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020년09월_여_총인구수,"80,225","3,179","1,992","1,447","1,707","3,168","1,451",916,"1,039","1,384","1,351",855,912,782,852,"2,605","2,607","11,243","4,787","6,778","3,293","3,192","11,480","7,972","5,233"
2020년09월_여_연령구간인구수,"80,225","3,179","1,992","1,447","1,707","3,168","1,451",916,"1,039","1,384","1,351",855,912,782,852,"2,605","2,607","11,243","4,787","6,778","3,293","3,192","11,480","7,972","5,233"
2020년09월_여_0~9세,"5,123",92,44,32,45,192,24,17,27,36,29,11,19,13,9,113,138,916,308,457,202,170,"1,003",696,530
2020년09월_여_10~19세,"6,579",131,83,36,54,175,48,28,43,53,35,25,19,20,39,160,218,"1,147",433,451,256,292,"1,283",827,723
2020년09월_여_20~29세,"7,518",195,129,47,142,394,62,31,62,75,57,33,29,27,27,225,244,"1,307",399,644,278,313,"1,343",857,598
2020년09월_여_30~39세,"7,525",159,91,61,81,406,54,28,57,63,50,22,33,24,25,267,223,"1,280",425,748,284,259,"1,297",974,614
2020년09월_여_40~49세,"10,763",226,126,107,140,335,97,56,64,99,48,53,40,31,49,283,339,"1,793",694,901,448,452,"1,983","1,315","1,084"
2020년09월_여_50~59세,"13,029",501,303,230,259,402,203,132,207,209,217,129,183,123,134,402,476,"1,760",737,"1,169",565,621,"1,913","1,414",740
2020년09월_여_60~69세,"12,989",686,425,316,396,494,331,184,221,323,316,209,219,217,197,514,442,"1,460",831,"1,173",641,606,"1,369",954,465
2020년09월_여_70~79세,"9,241",598,399,298,280,417,318,208,174,257,337,200,196,176,185,388,312,923,568,769,375,316,742,530,275
2020년09월_여_80~89세,"6,269",504,330,267,245,300,260,187,153,222,230,154,154,125,166,206,188,558,337,397,193,139,454,334,166
2020년09월_여_90~99세,"1,141",82,58,52,65,51,51,44,31,45,31,14,18,26,21,47,27,96,50,64,49,24,92,68,35
2020년09월_여_100세 이상,48,5,4,1,0,2,3,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,1,3,3
2020년10월_계_총인구수,"158,834","6,406","4,114","3,052","3,587","6,599","2,796","1,804","2,111","2,890","2,717","1,753","1,883","1,639","1,773","5,096","5,067","22,278","9,234","13,439","6,407","6,335","21,917","15,529","10,408"
2020년10월_계_연령구간인구수,"158,834","6,406","4,114","3,052","3,587","6,599","2,796","1,804","2,111","2,890","2,717","1,753","1,883","1,639","1,773","5,096","5,067","22,278","9,234","13,439","6,407","6,335","21,917","15,529","10,408"
2020년10월_계_0~9세,"10,736",194,97,69,84,403,50,36,54,61,46,30,44,26,31,250,313,"1,917",667,933,393,356,"2,074","1,485","1,123"
2020년10월_계_10~19세,"13,821",285,210,91,146,368,128,66,82,114,73,48,54,48,72,340,416,"2,374",884,980,547,602,"2,634","1,708","1,551"
2020년10월_계_20~29세,"16,651",461,309,155,316,883,144,79,164,191,130,80,84,68,66,523,541,"2,969",850,"1,455",654,689,"2,741","1,843","1,256"
2020년10월_계_30~39세,"15,521",372,201,167,215,960,116,82,135,152,123,61,85,65,72,500,437,"2,570",844,"1,577",613,573,"2,519","1,957","1,125"
2020년10월_계_40~49세,"22,412",586,340,324,364,776,253,163,171,279,181,149,117,120,143,638,723,"3,581","1,409","1,873",916,901,"3,799","2,523","2,083"
2020년10월_계_50~59세,"26,560","1,113",696,557,605,941,456,295,443,529,517,314,384,292,295,845,952,"3,511","1,473","2,285","1,052","1,202","3,595","2,660","1,548"
2020년10월_계_60~69세,"25,347","1,394",888,646,856,965,624,386,467,695,683,456,477,432,459,918,829,"2,750","1,491","2,216","1,158","1,130","2,582","1,917",928
2020년10월_계_70~79세,"16,675","1,111",748,559,543,763,566,367,327,484,559,349,363,340,360,698,554,"1,633","1,014","1,402",693,619,"1,232",884,507
2020년10월_계_80~89세,"9,600",769,541,416,380,467,392,279,229,320,360,237,248,211,247,325,267,850,527,633,322,228,638,471,243
2020년10월_계_90~99세,"1,447",114,80,67,78,69,64,50,39,63,44,24,25,37,27,57,35,117,70,78,57,35,100,76,41
2020년10월_계_100세 이상,64,7,4,1,0,4,3,1,0,2,1,5,2,0,1,2,0,6,5,7,2,0,3,5,3
2020년10월_남_총인구수,"78,669","3,238","2,123","1,606","1,881","3,395","1,355",899,"1,077","1,507","1,368",896,975,855,921,"2,492","2,461","11,047","4,460","6,674","3,116","3,147","10,449","7,569","5,158"
2020년10월_남_연령구간인구수,"78,669","3,238","2,123","1,606","1,881","3,395","1,355",899,"1,077","1,507","1,368",896,975,855,921,"2,492","2,461","11,047","4,460","6,674","3,116","3,147","10,449","7,569","5,158"
2020년10월_남_0~9세,"5,645",101,52,38,39,204,25,19,28,27,17,19,25,13,21,138,176,"1,010",362,474,195,192,"1,081",796,593
2020년10월_남_10~19세,"7,244",157,128,55,92,192,81,40,39,58,39,23,35,28,33,180,201,"1,231",454,531,293,310,"1,350",875,819
2020년10월_남_20~29세,"9,119",271,178,108,175,480,84,47,101,114,73,48,55,41,38,297,294,"1,664",457,809,373,375,"1,392",995,650
2020년10월_남_30~39세,"8,060",216,112,107,134,537,65,55,79,90,74,39,52,43,48,239,216,"1,294",420,838,335,318,"1,232",991,526
2020년10월_남_40~49세,"11,662",362,215,217,225,443,155,108,109,180,132,97,80,87,94,358,384,"1,792",713,984,467,452,"1,816","1,207",985
2020년10월_남_50~59세,"13,570",608,397,330,352,529,258,164,236,323,299,183,203,170,165,441,482,"1,752",740,"1,117",485,578,"1,697","1,254",807
2020년10월_남_60~69세,"12,286",710,461,326,453,476,293,206,243,370,370,247,257,215,259,396,382,"1,286",660,"1,029",514,521,"1,201",952,459
2020년10월_남_70~79세,"7,439",519,347,260,264,345,252,163,156,228,223,149,167,163,176,314,239,705,447,634,320,302,481,352,233
2020년10월_남_80~89세,"3,317",260,210,150,131,168,129,93,77,100,129,83,94,84,80,118,79,289,189,242,126,89,183,136,78
2020년10월_남_90~99세,312,32,23,15,16,19,13,4,9,17,12,8,7,11,6,9,8,21,18,14,8,10,15,9,8
2020년10월_남_100세 이상,15,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020년10월_여_총인구수,"80,165","3,168","1,991","1,446","1,706","3,204","1,441",905,"1,034","1,383","1,349",857,908,784,852,"2,604","2,606","11,231","4,774","6,765","3,291","3,188","11,468","7,960","5,250"
2020년10월_여_연령구간인구수,"80,165","3,168","1,991","1,446","1,706","3,204","1,441",905,"1,034","1,383","1,349",857,908,784,852,"2,604","2,606","11,231","4,774","6,765","3,291","3,188","11,468","7,960","5,250"
2020년10월_여_0~9세,"5,091",93,45,31,45,199,25,17,26,34,29,11,19,13,10,112,137,907,305,459,198,164,993,689,530
2020년10월_여_10~19세,"6,577",128,82,36,54,176,47,26,43,56,34,25,19,20,39,160,215,"1,143",430,449,254,292,"1,284",833,732
2020년10월_여_20~29세,"7,532",190,131,47,141,403,60,32,63,77,57,32,29,27,28,226,247,"1,305",393,646,281,314,"1,349",848,606
2020년10월_여_30~39세,"7,461",156,89,60,81,423,51,27,56,62,49,22,33,22,24,261,221,"1,276",424,739,278,255,"1,287",966,599
2020년10월_여_40~49세,"10,750",224,125,107,139,333,98,55,62,99,49,52,37,33,49,280,339,"1,789",696,889,449,449,"1,983","1,316","1,098"
2020년10월_여_50~59세,"12,990",505,299,227,253,412,198,131,207,206,218,131,181,122,130,404,470,"1,759",733,"1,168",567,624,"1,898","1,406",741
2020년10월_여_60~69세,"13,061",684,427,320,403,489,331,180,224,325,313,209,220,217,200,522,447,"1,464",831,"1,187",644,609,"1,381",965,469
2020년10월_여_70~79세,"9,236",592,401,299,279,418,314,204,171,256,336,200,196,177,184,384,315,928,567,768,373,317,751,532,274
2020년10월_여_80~89세,"6,283",509,331,266,249,299,263,186,152,220,231,154,154,127,167,207,188,561,338,391,196,139,455,335,165
2020년10월_여_90~99세,"1,135",82,57,52,62,50,51,46,30,46,32,16,18,26,21,48,27,96,52,64,49,25,85,67,33
2020년10월_여_100세 이상,49,5,4,1,0,2,3,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,2,3,3
2020년11월_계_총인구수,"158,803","6,401","4,116","3,038","3,580","6,636","2,790","1,797","2,117","2,887","2,724","1,755","1,879","1,634","1,772","5,073","5,068","22,279","9,194","13,397","6,379","6,309","21,909","15,687","10,382"
2020년11월_계_연령구간인구수,"158,803","6,401","4,116","3,038","3,580","6,636","2,790","1,797","2,117","2,887","2,724","1,755","1,879","1,634","1,772","5,073","5,068","22,279","9,194","13,397","6,379","6,309","21,909","15,687","10,382"
2020년11월_계_0~9세,"10,695",189,99,66,87,403,48,33,54,59,45,30,44,26,32,241,308,"1,919",653,936,397,350,"2,060","1,505","1,111"
2020년11월_계_10~19세,"13,779",285,205,88,145,362,127,65,81,115,76,50,53,48,72,339,418,"2,358",889,959,543,595,"2,641","1,712","1,553"
2020년11월_계_20~29세,"16,704",455,310,154,311,901,148,83,162,188,131,80,85,68,66,524,538,"2,985",839,"1,455",648,688,"2,747","1,881","1,257"
2020년11월_계_30~39세,"15,469",376,203,165,214,980,116,80,137,151,123,60,79,62,74,493,440,"2,552",833,"1,572",603,562,"2,493","1,982","1,119"
2020년11월_계_40~49세,"22,359",578,347,326,365,775,250,164,173,278,181,150,118,122,135,633,717,"3,567","1,403","1,864",911,893,"3,804","2,540","2,065"
2020년11월_계_50~59세,"26,525","1,116",696,547,611,939,449,291,438,525,515,312,383,284,297,845,951,"3,519","1,461","2,261","1,045","1,190","3,603","2,692","1,555"
2020년11월_계_60~69세,"25,514","1,406",888,654,853,973,633,387,477,700,690,460,483,436,464,912,839,"2,773","1,497","2,225","1,157","1,141","2,590","1,945",931
2020년11월_계_70~79세,"16,642","1,109",743,556,538,764,561,361,323,484,552,347,356,341,356,700,552,"1,638","1,015","1,403",694,625,"1,235",879,510
2020년11월_계_80~89세,"9,605",763,539,415,380,462,389,283,232,321,364,239,251,212,247,329,269,846,529,638,323,229,634,471,240
2020년11월_계_90~99세,"1,449",117,82,66,76,73,66,49,40,64,46,23,25,35,29,55,36,116,70,77,56,36,100,74,38
2020년11월_계_100세 이상,62,7,4,1,0,4,3,1,0,2,1,4,2,0,0,2,0,6,5,7,2,0,2,6,3
2020년11월_남_총인구수,"78,632","3,229","2,124","1,600","1,887","3,419","1,356",900,"1,086","1,505","1,372",900,974,853,918,"2,475","2,448","11,054","4,431","6,644","3,092","3,136","10,438","7,649","5,142"
2020년11월_남_연령구간인구수,"78,632","3,229","2,124","1,600","1,887","3,419","1,356",900,"1,086","1,505","1,372",900,974,853,918,"2,475","2,448","11,054","4,431","6,644","3,092","3,136","10,438","7,649","5,142"
2020년11월_남_0~9세,"5,615",99,53,37,41,206,25,19,28,26,17,19,25,13,21,135,171,"1,007",352,473,194,192,"1,072",807,583
2020년11월_남_10~19세,"7,225",155,124,53,91,190,80,38,40,60,40,25,34,28,33,179,197,"1,231",455,523,290,307,"1,353",876,823
2020년11월_남_20~29세,"9,151",267,177,106,175,490,85,51,100,112,75,48,56,42,37,295,292,"1,686",452,803,370,370,"1,395","1,018",649
2020년11월_남_30~39세,"8,030",220,115,106,135,553,66,54,81,88,74,38,48,41,48,238,216,"1,281",413,841,328,311,"1,213","1,000",522
2020년11월_남_40~49세,"11,625",355,218,216,228,439,154,108,112,180,132,98,80,89,88,352,379,"1,779",711,978,464,449,"1,818","1,222",976
2020년11월_남_50~59세,"13,566",609,395,327,355,526,258,164,237,322,298,183,203,166,167,442,480,"1,762",733,"1,101",483,577,"1,703","1,265",810
2020년11월_남_60~69세,"12,354",713,465,332,452,483,297,204,248,371,373,250,261,217,262,390,386,"1,295",663,"1,032",512,526,"1,202",960,460
2020년11월_남_70~79세,"7,420",519,345,257,260,345,248,161,153,227,222,147,165,162,176,312,239,705,446,635,319,303,485,355,234
2020년11월_남_80~89세,"3,322",258,209,151,134,165,130,97,78,101,129,85,95,85,80,121,80,285,188,242,125,91,180,135,78
2020년11월_남_90~99세,310,32,23,15,16,20,13,4,9,18,12,7,7,10,6,9,8,20,18,14,7,10,16,9,7
2020년11월_남_100세 이상,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,2,0
2020년11월_여_총인구수,"80,171","3,172","1,992","1,438","1,693","3,217","1,434",897,"1,031","1,382","1,352",855,905,781,854,"2,598","2,620","11,225","4,763","6,753","3,287","3,173","11,471","8,038","5,240"
2020년11월_여_연령구간인구수,"80,171","3,172","1,992","1,438","1,693","3,217","1,434",897,"1,031","1,382","1,352",855,905,781,854,"2,598","2,620","11,225","4,763","6,753","3,287","3,173","11,471","8,038","5,240"
2020년11월_여_0~9세,"5,080",90,46,29,46,197,23,14,26,33,28,11,19,13,11,106,137,912,301,463,203,158,988,698,528
2020년11월_여_10~19세,"6,554",130,81,35,54,172,47,27,41,55,36,25,19,20,39,160,221,"1,127",434,436,253,288,"1,288",836,730
2020년11월_여_20~29세,"7,553",188,133,48,136,411,63,32,62,76,56,32,29,26,29,229,246,"1,299",387,652,278,318,"1,352",863,608
