카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020년07월_남_10~19세,"142,681","1,068","3,692","2,718","3,967","12,953","13,188","12,153","12,538","19,975","13,639","9,337","5,577","8,561","6,192","8,168","8,955"
2020년07월_남_20~29세,"226,299","2,799","6,710","5,418","6,628","25,613","17,501","18,770","20,704","25,931","21,911","18,234","6,360","13,347","11,837","15,752","8,784"
2020년07월_남_30~39세,"218,081","2,438","5,909","5,705","5,970","24,284","17,032","15,932","18,012","23,190","20,380","13,460","13,438","13,897","11,996","13,996","12,442"
2020년07월_남_40~49세,"258,735","3,008","7,605","6,498","8,156","26,023","21,154","21,308","20,418","31,610","24,067","16,292","12,422","15,648","12,581","15,726","16,219"
2020년07월_남_50~59세,"278,739","3,570","9,282","7,628","10,138","28,477","21,333","21,058","26,357","33,705","27,354","19,639","8,475","16,225","12,693","20,967","11,838"
2020년07월_남_60~69세,"246,463","3,672","8,732","7,550","10,453","25,749","18,771","18,641","21,761","26,755","24,290","17,807","7,694","14,698","12,512","17,863","9,515"
2020년07월_남_70~79세,"130,920","2,202","5,350","4,527","6,320","13,903","10,193","11,104","9,619","13,487","11,931","9,829","3,317","8,182","7,679","7,805","5,472"
2020년07월_남_80~89세,"40,176",770,"1,897","1,548","2,021","4,550","3,023","3,491","2,645","4,447","3,257","3,069",876,"2,542","2,487","1,871","1,682"
2020년07월_남_90~99세,"3,208",100,174,153,143,349,243,246,194,368,261,275,76,191,208,102,125
2020년07월_남_100세 이상,407,18,34,29,33,47,22,24,21,43,36,40,12,19,13,9,7
2020년07월_여_총인구수,"1,735,163","21,253","55,621","45,705","58,290","184,742","139,731","137,916","145,310","209,305","158,809","120,214","63,771","108,361","93,169","106,426","86,540"
2020년07월_여_연령구간인구수,"1,735,163","21,253","55,621","45,705","58,290","184,742","139,731","137,916","145,310","209,305","158,809","120,214","63,771","108,361","93,169","106,426","86,540"
2020년07월_여_0~9세,"115,707",663,"2,713","1,977","2,701","10,663","9,675","9,138","9,578","13,961","10,265","6,543","9,431","7,376","5,083","6,433","9,507"
2020년07월_여_10~19세,"133,267","1,046","3,649","2,537","3,691","12,417","12,009","11,397","11,545","18,751","12,526","8,893","5,372","8,038","5,805","7,420","8,171"
2020년07월_여_20~29세,"207,395","2,797","6,839","5,284","5,544","26,386","15,842","16,599","17,831","23,627","18,830","15,482","5,508","12,945","12,436","13,620","7,825"
2020년07월_여_30~39세,"208,514","2,078","5,518","4,899","5,132","23,358","16,885","15,185","16,730","24,418","18,216","12,541","12,872","13,790","12,112","12,063","12,717"
2020년07월_여_40~49세,"255,579","2,538","7,080","5,670","7,378","25,546","22,299","21,213","20,883","34,942","22,960","16,435","9,761","16,315","13,008","14,320","15,231"
2020년07월_여_50~59세,"296,054","3,553","8,886","7,403","9,830","30,380","23,622","22,235","28,722","37,113","28,628","21,769","7,998","18,117","15,071","21,083","11,644"
2020년07월_여_60~69세,"273,506","4,112","9,987","8,332","11,401","28,868","21,534","21,764","22,402","29,831","25,905","20,302","7,400","17,163","15,523","18,033","10,949"
2020년07월_여_70~79세,"160,057","2,843","6,941","6,174","8,232","17,768","11,927","13,708","11,445","17,115","14,103","11,760","3,314","9,780","9,343","9,020","6,584"
2020년07월_여_80~89세,"72,135","1,298","3,357","2,938","3,695","8,027","4,988","5,675","5,284","8,129","6,203","5,475","1,724","4,143","4,073","3,830","3,296"
2020년07월_여_90~99세,"11,507",262,564,421,588,"1,150",836,890,811,"1,302","1,044",858,359,632,665,545,580
2020년07월_여_100세 이상,"1,442",63,87,70,98,179,114,112,79,116,129,156,32,62,50,59,36
2020년08월_계_총인구수,"3,401,072","41,630","107,768","89,665","114,511","357,768","272,182","269,626","286,865","403,118","315,748","234,640","133,354","210,146","176,937","214,826","172,288"
2020년08월_계_연령구간인구수,"3,401,072","41,630","107,768","89,665","114,511","357,768","272,182","269,626","286,865","403,118","315,748","234,640","133,354","210,146","176,937","214,826","172,288"
2020년08월_계_0~9세,"236,814","1,378","5,617","4,203","5,391","21,501","19,972","18,502","19,557","28,887","20,823","13,436","19,629","15,167","10,440","12,955","19,356"
2020년08월_계_10~19세,"274,958","2,090","7,304","5,240","7,617","25,254","25,140","23,433","23,894","38,551","25,959","18,085","11,141","16,602","11,970","15,480","17,198"
2020년08월_계_20~29세,"433,203","5,639","13,512","10,677","12,121","52,210","33,125","35,336","38,349","49,457","40,529","33,671","11,939","26,338","24,300","29,284","16,716"
2020년08월_계_30~39세,"425,362","4,514","11,321","10,569","10,981","47,622","33,783","30,892","34,440","47,325","38,312","25,884","26,631","27,876","24,114","25,877","25,221"
2020년08월_계_40~49세,"513,686","5,492","14,678","12,139","15,457","51,527","43,431","42,376","41,090","66,350","46,825","32,597","22,518","32,048","25,638","29,924","31,596"
2020년08월_계_50~59세,"573,461","7,123","18,073","14,998","19,878","58,725","44,788","43,180","54,890","70,579","55,790","41,212","16,525","34,385","27,717","41,925","23,673"
2020년08월_계_60~69세,"522,542","7,807","18,829","15,940","21,888","54,885","40,512","40,544","44,394","56,838","50,460","38,251","15,207","32,053","28,224","36,037","20,673"
2020년08월_계_70~79세,"291,533","5,066","12,295","10,717","14,564","31,695","22,165","24,874","21,119","30,658","26,071","21,606","6,676","18,034","17,006","16,893","12,094"
2020년08월_계_80~89세,"112,849","2,066","5,277","4,503","5,748","12,619","8,038","9,218","8,018","12,641","9,508","8,554","2,601","6,743","6,589","5,728","4,998"
2020년08월_계_90~99세,"14,800",371,740,580,733,"1,502","1,091","1,135","1,015","1,673","1,308","1,145",443,816,875,653,720
2020년08월_계_100세 이상,"1,864",84,122,99,133,228,137,136,99,159,163,199,44,84,64,70,43
2020년08월_남_총인구수,"1,666,462","20,358","52,216","43,942","56,422","173,014","132,551","131,948","141,959","194,137","157,389","114,665","68,912","101,338","83,686","108,616","85,309"
2020년08월_남_연령구간인구수,"1,666,462","20,358","52,216","43,942","56,422","173,014","132,551","131,948","141,959","194,137","157,389","114,665","68,912","101,338","83,686","108,616","85,309"
2020년08월_남_0~9세,"121,423",728,"2,915","2,235","2,724","10,912","10,320","9,402","10,085","14,974","10,654","6,915","10,079","7,722","5,365","6,571","9,822"
2020년08월_남_10~19세,"142,167","1,060","3,683","2,698","3,938","12,903","13,159","12,133","12,419","19,901","13,530","9,259","5,677","8,551","6,153","8,115","8,988"
2020년08월_남_20~29세,"226,054","2,803","6,687","5,406","6,615","25,711","17,369","18,728","20,634","25,879","21,800","18,218","6,406","13,371","11,873","15,712","8,842"
2020년08월_남_30~39세,"217,418","2,446","5,851","5,670","5,929","24,302","16,948","15,814","17,828","23,029","20,229","13,411","13,579","13,990","12,010","13,880","12,502"
2020년08월_남_40~49세,"258,368","2,972","7,587","6,475","8,101","26,014","21,137","21,231","20,328","31,489","23,969","16,221","12,623","15,680","12,592","15,674","16,275"
2020년08월_남_50~59세,"278,113","3,569","9,227","7,635","10,106","28,439","21,235","21,028","26,230","33,592","27,257","19,525","8,499","16,246","12,679","20,912","11,934"
2020년08월_남_60~69세,"247,645","3,681","8,791","7,554","10,469","25,838","18,877","18,682","21,896","26,860","24,418","17,882","7,744","14,786","12,622","17,913","9,632"
2020년08월_남_70~79세,"131,230","2,211","5,353","4,542","6,338","13,939","10,203","11,140","9,642","13,532","11,960","9,837","3,333","8,208","7,668","7,841","5,483"
2020년08월_남_80~89세,"40,400",766,"1,913","1,545","2,024","4,554","3,034","3,521","2,679","4,471","3,279","3,079",881,"2,575","2,500","1,884","1,695"
2020년08월_남_90~99세,"3,234",103,175,153,145,354,247,245,197,366,258,277,79,190,211,105,129
2020년08월_남_100세 이상,410,19,34,29,33,48,22,24,21,44,35,41,12,19,13,9,7
2020년08월_여_총인구수,"1,734,610","21,272","55,552","45,723","58,089","184,754","139,631","137,678","144,906","208,981","158,359","119,975","64,442","108,808","93,251","106,210","86,979"
2020년08월_여_연령구간인구수,"1,734,610","21,272","55,552","45,723","58,089","184,754","139,631","137,678","144,906","208,981","158,359","119,975","64,442","108,808","93,251","106,210","86,979"
2020년08월_여_0~9세,"115,391",650,"2,702","1,968","2,667","10,589","9,652","9,100","9,472","13,913","10,169","6,521","9,550","7,445","5,075","6,384","9,534"
2020년08월_여_10~19세,"132,791","1,030","3,621","2,542","3,679","12,351","11,981","11,300","11,475","18,650","12,429","8,826","5,464","8,051","5,817","7,365","8,210"
2020년08월_여_20~29세,"207,149","2,836","6,825","5,271","5,506","26,499","15,756","16,608","17,715","23,578","18,729","15,453","5,533","12,967","12,427","13,572","7,874"
2020년08월_여_30~39세,"207,944","2,068","5,470","4,899","5,052","23,320","16,835","15,078","16,612","24,296","18,083","12,473","13,052","13,886","12,104","11,997","12,719"
2020년08월_여_40~49세,"255,318","2,520","7,091","5,664","7,356","25,513","22,294","21,145","20,762","34,861","22,856","16,376","9,895","16,368","13,046","14,250","15,321"
2020년08월_여_50~59세,"295,348","3,554","8,846","7,363","9,772","30,286","23,553","22,152","28,660","36,987","28,533","21,687","8,026","18,139","15,038","21,013","11,739"
2020년08월_여_60~69세,"274,897","4,126","10,038","8,386","11,419","29,047","21,635","21,862","22,498","29,978","26,042","20,369","7,463","17,267","15,602","18,124","11,041"
2020년08월_여_70~79세,"160,303","2,855","6,942","6,175","8,226","17,756","11,962","13,734","11,477","17,126","14,111","11,769","3,343","9,826","9,338","9,052","6,611"
2020년08월_여_80~89세,"72,449","1,300","3,364","2,958","3,724","8,065","5,004","5,697","5,339","8,170","6,229","5,475","1,720","4,168","4,089","3,844","3,303"
2020년08월_여_90~99세,"11,566",268,565,427,588,"1,148",844,890,818,"1,307","1,050",868,364,626,664,548,591
2020년08월_여_100세 이상,"1,454",65,88,70,100,180,115,112,78,115,128,158,32,65,51,61,36
2020년09월_계_총인구수,"3,399,749","41,593","107,689","89,410","114,252","357,558","271,980","269,251","286,327","402,749","314,728","234,135","135,330","210,362","177,266","214,345","172,774"
2020년09월_계_연령구간인구수,"3,399,749","41,593","107,689","89,410","114,252","357,558","271,980","269,251","286,327","402,749","314,728","234,135","135,330","210,362","177,266","214,345","172,774"
2020년09월_계_0~9세,"235,871","1,364","5,605","4,180","5,340","21,366","19,882","18,379","19,426","28,766","20,627","13,295","19,959","15,152","10,452","12,802","19,276"
2020년09월_계_10~19세,"274,287","2,076","7,281","5,220","7,556","25,118","25,090","23,345","23,760","38,437","25,807","18,027","11,330","16,588","11,978","15,407","17,267"
2020년09월_계_20~29세,"432,803","5,634","13,504","10,589","12,109","52,244","33,040","35,382","38,219","49,335","40,355","33,537","12,115","26,342","24,394","29,189","16,815"
2020년09월_계_30~39세,"424,118","4,480","11,269","10,503","10,886","47,547","33,633","30,747","34,278","47,181","37,959","25,783","27,059","27,878","24,071","25,748","25,096"
2020년09월_계_40~49세,"512,964","5,491","14,641","12,075","15,396","51,458","43,334","42,242","40,935","66,179","46,614","32,477","22,882","32,012","25,669","29,778","31,781"
2020년09월_계_50~59세,"572,468","7,109","18,016","14,904","19,812","58,547","44,812","43,059","54,752","70,524","55,523","41,092","16,692","34,369","27,783","41,739","23,735"
2020년09월_계_60~69세,"525,091","7,836","18,899","16,011","21,951","55,179","40,655","40,659","44,627","57,098","50,707","38,343","15,447","32,222","28,309","36,253","20,895"
2020년09월_계_70~79세,"291,859","5,083","12,309","10,695","14,557","31,647","22,200","24,893","21,134","30,669","26,110","21,627","6,733","18,095","17,051","16,954","12,102"
2020년09월_계_80~89세,"113,509","2,067","5,303","4,548","5,777","12,717","8,102","9,276","8,062","12,714","9,538","8,592","2,618","6,784","6,619","5,755","5,037"
2020년09월_계_90~99세,"14,908",369,740,584,735,"1,507","1,096","1,131","1,035","1,687","1,326","1,162",450,835,876,649,726
2020년09월_계_100세 이상,"1,871",84,122,101,133,228,136,138,99,159,162,200,45,85,64,71,44
2020년09월_남_총인구수,"1,665,554","20,345","52,179","43,821","56,298","172,829","132,456","131,745","141,698","193,893","156,796","114,368","69,941","101,407","83,830","108,367","85,581"
2020년09월_남_연령구간인구수,"1,665,554","20,345","52,179","43,821","56,298","172,829","132,456","131,745","141,698","193,893","156,796","114,368","69,941","101,407","83,830","108,367","85,581"
2020년09월_남_0~9세,"120,936",715,"2,919","2,213","2,697","10,833","10,290","9,340","10,026","14,884","10,554","6,824","10,266","7,711","5,376","6,498","9,790"
2020년09월_남_10~19세,"141,794","1,051","3,672","2,698","3,913","12,808","13,115","12,092","12,340","19,861","13,445","9,236","5,769","8,535","6,156","8,077","9,026"
2020년09월_남_20~29세,"225,759","2,806","6,673","5,364","6,614","25,689","17,335","18,759","20,587","25,809","21,673","18,111","6,490","13,381","11,910","15,659","8,899"
2020년09월_남_30~39세,"216,901","2,424","5,828","5,637","5,877","24,276","16,868","15,743","17,751","22,978","20,053","13,393","13,809","14,001","11,992","13,812","12,459"
2020년09월_남_40~49세,"257,967","2,972","7,574","6,446","8,080","25,958","21,116","21,144","20,247","31,396","23,866","16,146","12,820","15,635","12,589","15,603","16,375"
2020년09월_남_50~59세,"277,630","3,590","9,190","7,583","10,072","28,387","21,262","20,979","26,159","33,531","27,113","19,475","8,553","16,231","12,738","20,815","11,952"
2020년09월_남_60~69세,"248,751","3,692","8,825","7,594","10,494","25,965","18,918","18,715","22,002","27,003","24,505","17,901","7,891","14,842","12,653","18,018","9,733"
2020년09월_남_70~79세,"131,473","2,213","5,362","4,548","6,338","13,932","10,218","11,162","9,668","13,524","11,986","9,866","3,361","8,248","7,673","7,874","5,500"
2020년09월_남_80~89세,"40,678",762,"1,927","1,553","2,035","4,575","3,061","3,539","2,692","4,499","3,307","3,100",892,"2,610","2,514","1,899","1,713"
2020년09월_남_90~99세,"3,252",101,176,154,145,358,251,248,204,364,260,274,77,194,216,103,127
2020년09월_남_100세 이상,413,19,33,31,33,48,22,24,22,44,34,42,13,19,13,9,7
2020년09월_여_총인구수,"1,734,195","21,248","55,510","45,589","57,954","184,729","139,524","137,506","144,629","208,856","157,932","119,767","65,389","108,955","93,436","105,978","87,193"
2020년09월_여_연령구간인구수,"1,734,195","21,248","55,510","45,589","57,954","184,729","139,524","137,506","144,629","208,856","157,932","119,767","65,389","108,955","93,436","105,978","87,193"
2020년09월_여_0~9세,"114,935",649,"2,686","1,967","2,643","10,533","9,592","9,039","9,400","13,882","10,073","6,471","9,693","7,441","5,076","6,304","9,486"
2020년09월_여_10~19세,"132,493","1,025","3,609","2,522","3,643","12,310","11,975","11,253","11,420","18,576","12,362","8,791","5,561","8,053","5,822","7,330","8,241"
2020년09월_여_20~29세,"207,044","2,828","6,831","5,225","5,495","26,555","15,705","16,623","17,632","23,526","18,682","15,426","5,625","12,961","12,484","13,530","7,916"
2020년09월_여_30~39세,"207,217","2,056","5,441","4,866","5,009","23,271","16,765","15,004","16,527","24,203","17,906","12,390","13,250","13,877","12,079","11,936","12,637"
2020년09월_여_40~49세,"254,997","2,519","7,067","5,629","7,316","25,500","22,218","21,098","20,688","34,783","22,748","16,331","10,062","16,377","13,080","14,175","15,406"
2020년09월_여_50~59세,"294,838","3,519","8,826","7,321","9,740","30,160","23,550","22,080","28,593","36,993","28,410","21,617","8,139","18,138","15,045","20,924","11,783"
2020년09월_여_60~69세,"276,340","4,144","10,074","8,417","11,457","29,214","21,737","21,944","22,625","30,095","26,202","20,442","7,556","17,380","15,656","18,235","11,162"
2020년09월_여_70~79세,"160,386","2,870","6,947","6,147","8,219","17,715","11,982","13,731","11,466","17,145","14,124","11,761","3,372","9,847","9,378","9,080","6,602"
2020년09월_여_80~89세,"72,831","1,305","3,376","2,995","3,742","8,142","5,041","5,737","5,370","8,215","6,231","5,492","1,726","4,174","4,105","3,856","3,324"
2020년09월_여_90~99세,"11,656",268,564,430,590,"1,149",845,883,831,"1,323","1,066",888,373,641,660,546,599
2020년09월_여_100세 이상,"1,458",65,89,70,100,180,114,114,77,115,128,158,32,66,51,62,37
2020년10월_계_총인구수,"3,397,598","41,547","107,996","89,205","113,909","358,317","271,633","268,711","285,507","402,820","313,677","233,601","136,485","210,191","177,085","213,747","173,167"
2020년10월_계_연령구간인구수,"3,397,598","41,547","107,996","89,205","113,909","358,317","271,633","268,711","285,507","402,820","313,677","233,601","136,485","210,191","177,085","213,747","173,167"
2020년10월_계_0~9세,"234,617","1,348","5,641","4,144","5,264","21,373","19,782","18,249","19,235","28,703","20,356","13,188","20,074","15,018","10,399","12,649","19,194"
2020년10월_계_10~19세,"273,478","2,046","7,304","5,190","7,501","25,047","25,060","23,222","23,634","38,312","25,677","17,901","11,479","16,560","11,933","15,292","17,320"
2020년10월_계_20~29세,"432,419","5,651","13,515","10,581","12,071","52,413","32,981","35,363","38,017","49,307","40,168","33,468","12,174","26,341","24,377","29,117","16,875"
2020년10월_계_30~39세,"422,148","4,475","11,295","10,456","10,769","47,670","33,422","30,498","33,992","47,056","37,521","25,579","27,261","27,682","23,997","25,523","24,952"
2020년10월_계_40~49세,"512,482","5,472","14,717","12,003","15,322","51,500","43,296","42,125","40,744","66,072","46,437","32,403","23,199","32,030","25,564","29,662","31,936"
2020년10월_계_50~59세,"571,573","7,084","18,018","14,842","19,689","58,615","44,691","42,994","54,535","70,556","55,298","40,956","16,817","34,332","27,783","41,558","23,805"
2020년10월_계_60~69세,"527,531","7,849","18,982","16,038","22,053","55,463","40,799","40,778","44,920","57,442","50,950","38,473","15,565","32,356","28,388","36,415","21,060"
2020년10월_계_70~79세,"292,328","5,088","12,329","10,701","14,562","31,706","22,225","24,864","21,188","30,693","26,169","21,636","6,789","18,136","17,047","17,019","12,176"
2020년10월_계_80~89세,"114,187","2,079","5,331","4,560","5,810","12,782","8,151","9,348","8,106","12,816","9,602","8,638","2,637","6,810","6,658","5,786","5,073"
2020년10월_계_90~99세,"14,959",370,741,589,736,"1,516","1,090","1,134","1,035","1,703","1,338","1,161",445,837,877,655,732
2020년10월_계_100세 이상,"1,876",85,123,101,132,232,136,136,101,160,161,198,45,89,62,71,44
2020년10월_남_총인구수,"1,664,277","20,320","52,306","43,684","56,128","173,254","132,262","131,533","141,291","193,899","156,217","114,052","70,513","101,317","83,696","108,044","85,761"
2020년10월_남_연령구간인구수,"1,664,277","20,320","52,306","43,684","56,128","173,254","132,262","131,533","141,291","193,899","156,217","114,052","70,513","101,317","83,696","108,044","85,761"
2020년10월_남_0~9세,"120,276",715,"2,939","2,190","2,659","10,825","10,241","9,273","9,934","14,847","10,418","6,755","10,303","7,658","5,334","6,421","9,764"
2020년10월_남_10~19세,"141,427","1,036","3,685","2,679","3,881","12,773","13,107","12,049","12,287","19,782","13,372","9,184","5,851","8,516","6,135","8,030","9,060"
2020년10월_남_20~29세,"225,503","2,805","6,684","5,346","6,605","25,778","17,308","18,745","20,510","25,799","21,570","18,046","6,533","13,371","11,881","15,598","8,924"
2020년10월_남_30~39세,"215,859","2,431","5,816","5,613","5,821","24,362","16,732","15,628","17,594","22,909","19,807","13,277","13,896","13,907","11,964","13,711","12,391"
2020년10월_남_40~49세,"257,763","2,962","7,614","6,404","8,037","25,978","21,084","21,114","20,175","31,338","23,776","16,118","12,987","15,649","12,560","15,540","16,427"
2020년10월_남_50~59세,"277,278","3,564","9,176","7,551","10,021","28,437","21,237","20,967","26,026","33,573","27,005","19,407","8,614","16,216","12,737","20,739","12,008"
2020년10월_남_60~69세,"249,794","3,700","8,867","7,596","10,539","26,091","18,964","18,756","22,136","27,175","24,642","17,953","7,947","14,883","12,668","18,079","9,798"
2020년10월_남_70~79세,"131,736","2,215","5,382","4,563","6,344","14,009","10,240","11,147","9,685","13,526","11,993","9,863","3,392","8,277","7,663","7,899","5,538"
2020년10월_남_80~89세,"40,954",770,"1,937","1,560","2,041","4,594","3,076","3,578","2,719","4,537","3,334","3,133",900,"2,626","2,525","1,908","1,716"
2020년10월_남_90~99세,"3,272",102,172,151,147,359,251,252,203,369,267,274,77,194,216,110,128
2020년10월_남_100세 이상,415,20,34,31,33,48,22,24,22,44,33,42,13,20,13,9,7
2020년10월_여_총인구수,"1,733,321","21,227","55,690","45,521","57,781","185,063","139,371","137,178","144,216","208,921","157,460","119,549","65,972","108,874","93,389","105,703","87,406"
2020년10월_여_연령구간인구수,"1,733,321","21,227","55,690","45,521","57,781","185,063","139,371","137,178","144,216","208,921","157,460","119,549","65,972","108,874","93,389","105,703","87,406"
2020년10월_여_0~9세,"114,341",633,"2,702","1,954","2,605","10,548","9,541","8,976","9,301","13,856","9,938","6,433","9,771","7,360","5,065","6,228","9,430"
2020년10월_여_10~19세,"132,051","1,010","3,619","2,511","3,620","12,274","11,953","11,173","11,347","18,530","12,305","8,717","5,628","8,044","5,798","7,262","8,260"
2020년10월_여_20~29세,"206,916","2,846","6,831","5,235","5,466","26,635","15,673","16,618","17,507","23,508","18,598","15,422","5,641","12,970","12,496","13,519","7,951"
2020년10월_여_30~39세,"206,289","2,044","5,479","4,843","4,948","23,308","16,690","14,870","16,398","24,147","17,714","12,302","13,365","13,775","12,033","11,812","12,561"
2020년10월_여_40~49세,"254,719","2,510","7,103","5,599","7,285","25,522","22,212","21,011","20,569","34,734","22,661","16,285","10,212","16,381","13,004","14,122","15,509"
2020년10월_여_50~59세,"294,295","3,520","8,842","7,291","9,668","30,178","23,454","22,027","28,509","36,983","28,293","21,549","8,203","18,116","15,046","20,819","11,797"
2020년10월_여_60~69세,"277,737","4,149","10,115","8,442","11,514","29,372","21,835","22,022","22,784","30,267","26,308","20,520","7,618","17,473","15,720","18,336","11,262"
2020년10월_여_70~79세,"160,592","2,873","6,947","6,138","8,218","17,697","11,985","13,717","11,503","17,167","14,176","11,773","3,397","9,859","9,384","9,120","6,638"
2020년10월_여_80~89세,"73,233","1,309","3,394","3,000","3,769","8,188","5,075","5,770","5,387","8,279","6,268","5,505","1,737","4,184","4,133","3,878","3,357"
2020년10월_여_90~99세,"11,687",268,569,438,589,"1,157",839,882,832,"1,334","1,071",887,368,643,661,545,604
2020년10월_여_100세 이상,"1,461",65,89,70,99,184,114,112,79,116,128,156,32,69,49,62,37
2020년11월_계_총인구수,"3,395,514","41,501","108,119","89,031","113,621","359,375","271,187","268,249","284,872","402,518","312,840","233,303","137,229","209,688","176,885","213,178","173,918"
2020년11월_계_연령구간인구수,"3,395,514","41,501","108,119","89,031","113,621","359,375","271,187","268,249","284,872","402,518","312,840","233,303","137,229","209,688","176,885","213,178","173,918"
2020년11월_계_0~9세,"233,339","1,336","5,630","4,106","5,198","21,365","19,733","18,130","19,107","28,540","20,136","13,081","20,113","14,858","10,333","12,492","19,181"
2020년11월_계_10~19세,"272,860","2,035","7,302","5,165","7,457","25,044","24,987","23,160","23,492","38,243","25,540","17,837","11,607","16,496","11,896","15,196","17,403"
2020년11월_계_20~29세,"431,909","5,629","13,549","10,514","12,022","52,644","32,891","35,288","37,816","49,217","40,067","33,455","12,254","26,263","24,261","29,024","17,015"
2020년11월_계_30~39세,"420,436","4,475","11,252","10,425","10,690","47,875","33,203","30,312","33,763","46,858","37,262","25,426","27,263","27,444","23,913","25,360","24,915"
2020년11월_계_40~49세,"512,124","5,451","14,728","11,968","15,246","51,670","43,232","42,047","40,622","65,978","46,277","32,342","23,412","31,997","25,547","29,517","32,090"
2020년11월_계_50~59세,"570,554","7,075","18,011","14,797","19,631","58,676","44,534","42,881","54,348","70,483","55,124","40,808","16,892","34,215","27,756","41,415","23,908"
2020년11월_계_60~69세,"529,755","7,862","19,049","16,068","22,099","55,806","40,917","40,884","45,180","57,704","51,078","38,627","15,737","32,459","28,480","36,571","21,234"
2020년11월_계_70~79세,"292,861","5,107","12,365","10,710","14,560","31,715","22,279","24,866","21,265","30,733","26,199","21,670","6,820","18,174","17,063","17,051","12,284"
2020년11월_계_80~89세,"114,826","2,069","5,369","4,589","5,851","12,828","8,191","9,422","8,153","12,904","9,649","8,681","2,644","6,851","6,695","5,826","5,104"
2020년11월_계_90~99세,"14,969",377,741,588,735,"1,521","1,083","1,123","1,026","1,698","1,346","1,176",441,841,879,655,739
2020년11월_계_100세 이상,"1,881",85,123,101,132,231,137,136,100,160,162,200,46,90,62,71,45
2020년11월_남_총인구수,"1,663,055","20,294","52,358","43,603","55,985","173,709","132,022","131,310","140,976","193,777","155,766","113,883","70,896","101,023","83,576","107,721","86,156"
2020년11월_남_연령구간인구수,"1,663,055","20,294","52,358","43,603","55,985","173,709","132,022","131,310","140,976","193,777","155,766","113,883","70,896","101,023","83,576","107,721","86,156"
2020년11월_남_0~9세,"119,651",708,"2,922","2,166","2,627","10,803","10,227","9,228","9,889","14,755","10,314","6,694","10,344","7,567","5,307","6,346","9,754"
2020년11월_남_10~19세,"141,060","1,029","3,690","2,671","3,852","12,772","13,045","12,015","12,214","19,764","13,278","9,173","5,900","8,479","6,123","7,963","9,092"
2020년11월_남_20~29세,"225,107","2,793","6,702","5,330","6,595","25,876","17,220","18,683","20,384","25,773","21,483","18,004","6,583","13,304","11,801","15,569","9,007"
2020년11월_남_30~39세,"215,058","2,429","5,777","5,571","5,769","24,470","16,646","15,526","17,502","22,835","19,710","13,216","13,888","13,790","11,932","13,603","12,394"
2020년11월_남_40~49세,"257,696","2,963","7,640","6,404","7,999","26,067","21,072","21,121","20,117","31,297","23,686","16,085","13,086","15,631","12,560","15,467","16,501"
2020년11월_남_50~59세,"276,797","3,562","9,184","7,534","10,002","28,423","21,178","20,907","25,911","33,517","26,941","19,346","8,656","16,197","12,732","20,643","12,064"
2020년11월_남_60~69세,"250,776","3,701","8,887","7,602","10,559","26,262","18,993","18,811","22,281","27,307","24,668","18,016","8,033","14,908","12,698","18,169","9,881"
2020년11월_남_70~79세,"131,981","2,224","5,392","4,582","6,336","14,001","10,270","11,138","9,710","13,547","12,024","9,884","3,417","8,292","7,655","7,910","5,599"
2020년11월_남_80~89세,"41,233",759,"1,958","1,565","2,064","4,626","3,100","3,609","2,744","4,575","3,362","3,142",897,"2,642","2,534","1,930","1,726"
2020년11월_남_90~99세,"3,280",106,171,147,149,361,249,250,202,363,267,281,79,193,220,112,130
2020년11월_남_100세 이상,416,20,35,31,33,48,22,22,22,44,33,42,13,20,14,9,8
2020년11월_여_총인구수,"1,732,459","21,207","55,761","45,428","57,636","185,666","139,165","136,939","143,896","208,741","157,074","119,420","66,333","108,665","93,309","105,457","87,762"
2020년11월_여_연령구간인구수,"1,732,459","21,207","55,761","45,428","57,636","185,666","139,165","136,939","143,896","208,741","157,074","119,420","66,333","108,665","93,309","105,457","87,762"
2020년11월_여_0~9세,"113,688",628,"2,708","1,940","2,571","10,562","9,506","8,902","9,218","13,785","9,822","6,387","9,769","7,291","5,026","6,146","9,427"
2020년11월_여_10~19세,"131,800","1,006","3,612","2,494","3,605","12,272","11,942","11,145","11,278","18,479","12,262","8,664","5,707","8,017","5,773","7,233","8,311"
2020년11월_여_20~29세,"206,802","2,836","6,847","5,184","5,427","26,768","15,671","16,605","17,432","23,444","18,584","15,451","5,671","12,959","12,460","13,455","8,008"
2020년11월_여_30~39세,"205,378","2,046","5,475","4,854","4,921","23,405","16,557","14,786","16,261","24,023","17,552","12,210","13,375","13,654","11,981","11,757","12,521"
2020년11월_여_40~49세,"254,428","2,488","7,088","5,564","7,247","25,603","22,160","20,926","20,505","34,681","22,591","16,257","10,326","16,366","12,987","14,050","15,589"
2020년11월_여_50~59세,"293,757","3,513","8,827","7,263","9,629","30,253","23,356","21,974","28,437","36,966","28,183","21,462","8,236","18,018","15,024","20,772","11,844"
2020년11월_여_60~69세,"278,979","4,161","10,162","8,466","11,540","29,544","21,924","22,073","22,899","30,397","26,410","20,611","7,704","17,551","15,782","18,402","11,353"
