카테고리,부산광역시 사상구,부산광역시 사상구 삼락동,부산광역시 사상구 모라제1동,부산광역시 사상구 모라제3동,부산광역시 사상구 덕포제1동,부산광역시 사상구 덕포제2동,부산광역시 사상구 괘법동,부산광역시 사상구 감전동,부산광역시 사상구 주례제1동,부산광역시 사상구 주례제2동,부산광역시 사상구 주례제3동,부산광역시 사상구 학장동,부산광역시 사상구 엄궁동
2020년09월_계_50~59세,"41,739","1,336","5,622","2,230","1,845","2,808","4,295","2,907","3,221","3,996","2,501","5,513","5,465"
2020년09월_계_60~69세,"36,253","1,261","5,111","2,522","1,475","2,415","3,576","2,695","2,689","3,272","2,350","5,006","3,881"
2020년09월_계_70~79세,"16,954",690,"2,290","1,678",812,"1,025","1,517","1,362","1,139","1,619","1,105","2,183","1,534"
2020년09월_계_80~89세,"5,755",218,757,732,283,317,423,413,375,572,432,736,497
2020년09월_계_90~99세,649,21,77,77,31,44,47,52,46,65,45,85,59
2020년09월_계_100세 이상,71,5,16,4,4,2,14,8,3,7,0,6,2
2020년09월_남_총인구수,"108,367","3,285","14,275","5,329","4,596","6,764","11,410","7,377","8,046","11,821","6,613","14,664","14,187"
2020년09월_남_연령구간인구수,"108,367","3,285","14,275","5,329","4,596","6,764","11,410","7,377","8,046","11,821","6,613","14,664","14,187"
2020년09월_남_0~9세,"6,498",122,808,160,256,389,566,280,505,759,388,"1,035","1,230"
2020년09월_남_10~19세,"8,077",168,"1,080",277,352,496,583,386,609,961,567,"1,235","1,363"
2020년09월_남_20~29세,"15,659",389,"2,039",516,622,950,"1,977",940,"1,208","2,102",961,"1,919","2,036"
2020년09월_남_30~39세,"13,812",334,"1,786",477,549,801,"1,762",975,"1,008","1,652",826,"1,867","1,775"
2020년09월_남_40~49세,"15,603",449,"1,991",780,666,911,"1,498","1,047","1,028","1,816",928,"2,223","2,266"
2020년09월_남_50~59세,"20,815",750,"2,707","1,168",989,"1,369","2,246","1,561","1,584","1,904","1,138","2,691","2,708"
2020년09월_남_60~69세,"18,018",679,"2,492","1,129",696,"1,225","1,872","1,398","1,400","1,637","1,122","2,459","1,909"
2020년09월_남_70~79세,"7,874",320,"1,100",620,366,507,736,627,568,782,518,981,749
2020년09월_남_80~89세,"1,899",72,259,188,93,110,165,154,130,196,156,231,145
2020년09월_남_90~99세,103,2,13,13,6,5,4,7,5,11,9,22,6
2020년09월_남_100세 이상,9,0,0,1,1,1,1,2,1,1,0,1,0
2020년09월_여_총인구수,"105,978","2,820","14,146","5,846","4,380","6,564","10,599","6,546","7,684","11,757","6,868","14,629","14,139"
2020년09월_여_연령구간인구수,"105,978","2,820","14,146","5,846","4,380","6,564","10,599","6,546","7,684","11,757","6,868","14,629","14,139"
2020년09월_여_0~9세,"6,304",106,848,161,259,365,555,257,477,767,380,964,"1,165"
2020년09월_여_10~19세,"7,330",147,965,242,321,459,511,342,543,899,515,"1,087","1,299"
2020년09월_여_20~29세,"13,530",279,"1,651",386,446,820,"1,991",809,998,"2,006",874,"1,593","1,677"
2020년09월_여_30~39세,"11,936",273,"1,538",385,478,711,"1,444",671,865,"1,434",703,"1,703","1,731"
2020년09월_여_40~49세,"14,175",307,"1,842",548,577,815,"1,250",779,"1,016","1,651",906,"2,138","2,346"
2020년09월_여_50~59세,"20,924",586,"2,915","1,062",856,"1,439","2,049","1,346","1,637","2,092","1,363","2,822","2,757"
2020년09월_여_60~69세,"18,235",582,"2,619","1,393",779,"1,190","1,704","1,297","1,289","1,635","1,228","2,547","1,972"
2020년09월_여_70~79세,"9,080",370,"1,190","1,058",446,518,781,735,571,837,587,"1,202",785
2020년09월_여_80~89세,"3,856",146,498,544,190,207,258,259,245,376,276,505,352
2020년09월_여_90~99세,546,19,64,64,25,39,43,45,41,54,36,63,53
2020년09월_여_100세 이상,62,5,16,3,3,1,13,6,2,6,0,5,2
2020년10월_계_총인구수,"213,747","6,074","28,353","11,138","8,951","13,299","21,996","13,889","15,679","23,551","13,434","29,225","28,158"
2020년10월_계_연령구간인구수,"213,747","6,074","28,353","11,138","8,951","13,299","21,996","13,889","15,679","23,551","13,434","29,225","28,158"
2020년10월_계_0~9세,"12,649",231,"1,637",315,510,742,"1,104",531,983,"1,515",761,"1,967","2,353"
2020년10월_계_10~19세,"15,292",314,"2,040",501,660,963,"1,082",721,"1,147","1,834","1,072","2,307","2,651"
2020년10월_계_20~29세,"29,117",653,"3,673",901,"1,076","1,763","3,980","1,730","2,179","4,113","1,823","3,524","3,702"
2020년10월_계_30~39세,"25,523",605,"3,313",856,"1,019","1,487","3,196","1,640","1,874","3,055","1,509","3,528","3,441"
2020년10월_계_40~49세,"29,662",747,"3,813","1,316","1,233","1,738","2,741","1,817","2,031","3,465","1,832","4,356","4,573"
2020년10월_계_50~59세,"41,558","1,331","5,593","2,218","1,835","2,781","4,305","2,884","3,197","3,992","2,504","5,471","5,447"
2020년10월_계_60~69세,"36,415","1,259","5,132","2,539","1,480","2,435","3,568","2,719","2,700","3,300","2,347","5,044","3,892"
2020년10월_계_70~79세,"17,019",689,"2,292","1,676",817,"1,023","1,538","1,371","1,140","1,627","1,106","2,199","1,541"
2020년10월_계_80~89세,"5,786",218,763,732,287,322,419,417,378,578,435,738,499
2020년10월_계_90~99세,655,22,81,80,30,43,49,51,47,65,45,85,57
2020년10월_계_100세 이상,71,5,16,4,4,2,14,8,3,7,0,6,2
2020년10월_남_총인구수,"108,044","3,271","14,238","5,313","4,581","6,746","11,390","7,362","8,026","11,797","6,588","14,635","14,097"
2020년10월_남_연령구간인구수,"108,044","3,271","14,238","5,313","4,581","6,746","11,390","7,362","8,026","11,797","6,588","14,635","14,097"
2020년10월_남_0~9세,"6,421",126,802,157,256,383,557,279,507,753,384,"1,015","1,202"
2020년10월_남_10~19세,"8,030",169,"1,073",271,348,501,580,383,604,955,563,"1,226","1,357"
2020년10월_남_20~29세,"15,598",383,"2,025",512,624,943,"1,967",928,"1,195","2,099",951,"1,933","2,038"
2020년10월_남_30~39세,"13,711",329,"1,780",473,547,790,"1,754",972,"1,008","1,639",820,"1,852","1,747"
2020년10월_남_40~49세,"15,540",447,"1,975",778,662,917,"1,499","1,048","1,027","1,804",924,"2,220","2,239"
2020년10월_남_50~59세,"20,739",749,"2,709","1,166",979,"1,351","2,252","1,546","1,570","1,899","1,137","2,679","2,702"
2020년10월_남_60~69세,"18,079",676,"2,500","1,136",699,"1,238","1,867","1,408","1,405","1,653","1,122","2,467","1,908"
2020년10월_남_70~79세,"7,899",318,"1,094",621,366,506,744,634,569,786,522,986,753
2020년10월_남_80~89세,"1,908",71,264,184,93,111,165,155,135,197,155,233,145
2020년10월_남_90~99세,110,3,16,14,6,5,4,7,5,11,10,23,6
2020년10월_남_100세 이상,9,0,0,1,1,1,1,2,1,1,0,1,0
2020년10월_여_총인구수,"105,703","2,803","14,115","5,825","4,370","6,553","10,606","6,527","7,653","11,754","6,846","14,590","14,061"
2020년10월_여_연령구간인구수,"105,703","2,803","14,115","5,825","4,370","6,553","10,606","6,527","7,653","11,754","6,846","14,590","14,061"
2020년10월_여_0~9세,"6,228",105,835,158,254,359,547,252,476,762,377,952,"1,151"
2020년10월_여_10~19세,"7,262",145,967,230,312,462,502,338,543,879,509,"1,081","1,294"
2020년10월_여_20~29세,"13,519",270,"1,648",389,452,820,"2,013",802,984,"2,014",872,"1,591","1,664"
2020년10월_여_30~39세,"11,812",276,"1,533",383,472,697,"1,442",668,866,"1,416",689,"1,676","1,694"
2020년10월_여_40~49세,"14,122",300,"1,838",538,571,821,"1,242",769,"1,004","1,661",908,"2,136","2,334"
2020년10월_여_50~59세,"20,819",582,"2,884","1,052",856,"1,430","2,053","1,338","1,627","2,093","1,367","2,792","2,745"
2020년10월_여_60~69세,"18,336",583,"2,632","1,403",781,"1,197","1,701","1,311","1,295","1,647","1,225","2,577","1,984"
2020년10월_여_70~79세,"9,120",371,"1,198","1,055",451,517,794,737,571,841,584,"1,213",788
2020년10월_여_80~89세,"3,878",147,499,548,194,211,254,262,243,381,280,505,354
2020년10월_여_90~99세,545,19,65,66,24,38,45,44,42,54,35,62,51
2020년10월_여_100세 이상,62,5,16,3,3,1,13,6,2,6,0,5,2
2020년11월_계_총인구수,"213,178","6,034","28,322","11,084","8,917","13,221","22,015","13,865","15,666","23,508","13,398","29,078","28,070"
2020년11월_계_연령구간인구수,"213,178","6,034","28,322","11,084","8,917","13,221","22,015","13,865","15,666","23,508","13,398","29,078","28,070"
2020년11월_계_0~9세,"12,492",230,"1,625",307,507,726,"1,098",523,984,"1,492",749,"1,928","2,323"
2020년11월_계_10~19세,"15,196",306,"2,023",486,651,958,"1,076",718,"1,137","1,835","1,075","2,298","2,633"
2020년11월_계_20~29세,"29,024",646,"3,669",898,"1,073","1,753","3,976","1,733","2,172","4,100","1,795","3,503","3,706"
2020년11월_계_30~39세,"25,360",601,"3,288",848,"1,013","1,459","3,205","1,631","1,859","3,054","1,509","3,508","3,385"
2020년11월_계_40~49세,"29,517",737,"3,801","1,299","1,223","1,731","2,751","1,811","2,022","3,463","1,817","4,314","4,548"
2020년11월_계_50~59세,"41,415","1,329","5,603","2,207","1,828","2,749","4,296","2,861","3,199","3,972","2,498","5,423","5,450"
2020년11월_계_60~69세,"36,571","1,246","5,149","2,534","1,491","2,448","3,588","2,735","2,721","3,305","2,366","5,066","3,922"
2020년11월_계_70~79세,"17,051",688,"2,299","1,685",812,"1,026","1,541","1,376","1,145","1,628","1,101","2,208","1,542"
2020년11월_계_80~89세,"5,826",222,768,736,288,325,422,417,376,586,444,741,501
2020년11월_계_90~99세,655,24,81,80,27,44,48,52,48,66,44,83,58
2020년11월_계_100세 이상,71,5,16,4,4,2,14,8,3,7,0,6,2
2020년11월_남_총인구수,"107,721","3,243","14,216","5,285","4,561","6,705","11,410","7,350","8,018","11,764","6,563","14,565","14,041"
2020년11월_남_연령구간인구수,"107,721","3,243","14,216","5,285","4,561","6,705","11,410","7,350","8,018","11,764","6,563","14,565","14,041"
2020년11월_남_0~9세,"6,346",125,798,151,257,377,555,271,505,741,381,999,"1,186"
2020년11월_남_10~19세,"7,963",165,"1,066",258,343,502,578,384,599,953,561,"1,219","1,335"
2020년11월_남_20~29세,"15,569",380,"2,017",520,620,943,"1,963",931,"1,187","2,092",935,"1,929","2,052"
2020년11월_남_30~39세,"13,603",326,"1,771",465,545,771,"1,756",962,999,"1,638",815,"1,842","1,713"
2020년11월_남_40~49세,"15,467",438,"1,956",770,652,915,"1,514","1,053","1,024","1,800",926,"2,197","2,222"
2020년11월_남_50~59세,"20,643",753,"2,717","1,159",976,"1,324","2,245","1,529","1,572","1,889","1,129","2,646","2,704"
2020년11월_남_60~69세,"18,169",662,"2,512","1,140",705,"1,244","1,882","1,415","1,420","1,656","1,127","2,482","1,924"
2020년11월_남_70~79세,"7,910",319,"1,096",621,364,509,747,639,568,779,523,993,752
2020년11월_남_80~89세,"1,930",72,267,186,92,114,165,156,138,204,156,234,146
2020년11월_남_90~99세,112,3,16,14,6,5,4,8,5,11,10,23,7
2020년11월_남_100세 이상,9,0,0,1,1,1,1,2,1,1,0,1,0
2020년11월_여_총인구수,"105,457","2,791","14,106","5,799","4,356","6,516","10,605","6,515","7,648","11,744","6,835","14,513","14,029"
2020년11월_여_연령구간인구수,"105,457","2,791","14,106","5,799","4,356","6,516","10,605","6,515","7,648","11,744","6,835","14,513","14,029"
2020년11월_여_0~9세,"6,146",105,827,156,250,349,543,252,479,751,368,929,"1,137"
2020년11월_여_10~19세,"7,233",141,957,228,308,456,498,334,538,882,514,"1,079","1,298"
2020년11월_여_20~29세,"13,455",266,"1,652",378,453,810,"2,013",802,985,"2,008",860,"1,574","1,654"
2020년11월_여_30~39세,"11,757",275,"1,517",383,468,688,"1,449",669,860,"1,416",694,"1,666","1,672"
2020년11월_여_40~49세,"14,050",299,"1,845",529,571,816,"1,237",758,998,"1,663",891,"2,117","2,326"
2020년11월_여_50~59세,"20,772",576,"2,886","1,048",852,"1,425","2,051","1,332","1,627","2,083","1,369","2,777","2,746"
2020년11월_여_60~69세,"18,402",584,"2,637","1,394",786,"1,204","1,706","1,320","1,301","1,649","1,239","2,584","1,998"
2020년11월_여_70~79세,"9,141",369,"1,203","1,064",448,517,794,737,577,849,578,"1,215",790
2020년11월_여_80~89세,"3,896",150,501,550,196,211,257,261,238,382,288,507,355
2020년11월_여_90~99세,543,21,65,66,21,39,44,44,43,55,34,60,51
2020년11월_여_100세 이상,62,5,16,3,3,1,13,6,2,6,0,5,2
2020년12월_계_총인구수,"212,586","6,002","28,199","11,022","8,892","13,200","22,045","13,829","15,551","23,455","13,405","28,998","27,988"
2020년12월_계_연령구간인구수,"212,586","6,002","28,199","11,022","8,892","13,200","22,045","13,829","15,551","23,455","13,405","28,998","27,988"
2020년12월_계_0~9세,"12,355",230,"1,594",290,499,718,"1,089",522,972,"1,473",747,"1,915","2,306"
2020년12월_계_10~19세,"15,088",301,"2,010",480,660,939,"1,060",711,"1,121","1,831","1,069","2,277","2,629"
2020년12월_계_20~29세,"28,932",647,"3,623",891,"1,061","1,747","4,021","1,721","2,151","4,107","1,810","3,478","3,675"
2020년12월_계_30~39세,"25,224",594,"3,265",828,"1,006","1,455","3,213","1,629","1,832","3,038","1,516","3,493","3,355"
2020년12월_계_40~49세,"29,363",724,"3,782","1,279","1,220","1,728","2,730","1,794","2,014","3,448","1,805","4,305","4,534"
2020년12월_계_50~59세,"41,190","1,321","5,575","2,219","1,805","2,742","4,292","2,839","3,148","3,940","2,484","5,401","5,424"
2020년12월_계_60~69세,"36,718","1,249","5,161","2,522","1,507","2,460","3,601","2,755","2,740","3,318","2,376","5,082","3,947"
2020년12월_계_70~79세,"17,132",684,"2,325","1,690",817,"1,036","1,546","1,373","1,147","1,636","1,105","2,215","1,558"
2020년12월_계_80~89세,"5,849",223,765,742,287,328,432,422,375,589,446,742,498
2020년12월_계_90~99세,665,24,83,77,26,45,47,55,49,68,47,84,60
2020년12월_계_100세 이상,70,5,16,4,4,2,14,8,2,7,0,6,2
2020년12월_남_총인구수,"107,405","3,226","14,144","5,268","4,546","6,687","11,430","7,331","7,964","11,716","6,567","14,529","13,997"
2020년12월_남_연령구간인구수,"107,405","3,226","14,144","5,268","4,546","6,687","11,430","7,331","7,964","11,716","6,567","14,529","13,997"
2020년12월_남_0~9세,"6,292",125,783,146,256,372,547,271,502,734,380,993,"1,183"
2020년12월_남_10~19세,"7,882",162,"1,054",252,344,490,567,378,597,946,556,"1,204","1,332"
2020년12월_남_20~29세,"15,519",381,"1,989",518,614,938,"1,983",930,"1,178","2,094",944,"1,917","2,033"
2020년12월_남_30~39세,"13,528",322,"1,761",454,539,770,"1,773",957,981,"1,624",817,"1,839","1,691"
2020년12월_남_40~49세,"15,422",427,"1,941",765,652,918,"1,507","1,046","1,022","1,792",926,"2,200","2,226"
2020년12월_남_50~59세,"20,502",750,"2,707","1,165",957,"1,318","2,237","1,522","1,540","1,868","1,118","2,639","2,681"
2020년12월_남_60~69세,"18,258",665,"2,518","1,140",721,"1,243","1,893","1,421","1,433","1,665","1,140","2,483","1,936"
2020년12월_남_70~79세,"7,935",317,"1,108",625,365,516,747,635,565,776,519,996,766
2020년12월_남_80~89세,"1,944",74,266,189,91,116,171,161,140,205,156,234,141
2020년12월_남_90~99세,114,3,17,13,6,5,4,8,5,11,11,23,8
2020년12월_남_100세 이상,9,0,0,1,1,1,1,2,1,1,0,1,0
2020년12월_여_총인구수,"105,181","2,776","14,055","5,754","4,346","6,513","10,615","6,498","7,587","11,739","6,838","14,469","13,991"
2020년12월_여_연령구간인구수,"105,181","2,776","14,055","5,754","4,346","6,513","10,615","6,498","7,587","11,739","6,838","14,469","13,991"
2020년12월_여_0~9세,"6,063",105,811,144,243,346,542,251,470,739,367,922,"1,123"
2020년12월_여_10~19세,"7,206",139,956,228,316,449,493,333,524,885,513,"1,073","1,297"
2020년12월_여_20~29세,"13,413",266,"1,634",373,447,809,"2,038",791,973,"2,013",866,"1,561","1,642"
2020년12월_여_30~39세,"11,696",272,"1,504",374,467,685,"1,440",672,851,"1,414",699,"1,654","1,664"
2020년12월_여_40~49세,"13,941",297,"1,841",514,568,810,"1,223",748,992,"1,656",879,"2,105","2,308"
2020년12월_여_50~59세,"20,688",571,"2,868","1,054",848,"1,424","2,055","1,317","1,608","2,072","1,366","2,762","2,743"
2020년12월_여_60~69세,"18,460",584,"2,643","1,382",786,"1,217","1,708","1,334","1,307","1,653","1,236","2,599","2,011"
2020년12월_여_70~79세,"9,197",367,"1,217","1,065",452,520,799,738,582,860,586,"1,219",792
2020년12월_여_80~89세,"3,905",149,499,553,196,212,261,261,235,384,290,508,357
2020년12월_여_90~99세,551,21,66,64,20,40,43,47,44,57,36,61,52
2020년12월_여_100세 이상,61,5,16,3,3,1,13,6,1,6,0,5,2
2021년01월_계_총인구수,"212,173","5,995","28,194","10,986","8,881","13,156","22,082","13,807","15,505","23,338","13,390","28,952","27,887"
2021년01월_계_연령구간인구수,"212,173","5,995","28,194","10,986","8,881","13,156","22,082","13,807","15,505","23,338","13,390","28,952","27,887"
2021년01월_계_0~9세,"12,249",231,"1,581",280,506,708,"1,071",527,961,"1,457",749,"1,895","2,283"
2021년01월_계_10~19세,"15,012",296,"2,011",476,655,930,"1,070",705,"1,104","1,810","1,069","2,275","2,611"
2021년01월_계_20~29세,"28,755",649,"3,613",879,"1,054","1,723","4,028","1,702","2,143","4,060","1,796","3,459","3,649"
2021년01월_계_30~39세,"25,081",592,"3,258",820,"1,007","1,453","3,224","1,620","1,811","3,001","1,511","3,456","3,328"
2021년01월_계_40~49세,"29,277",720,"3,763","1,266","1,220","1,734","2,730","1,795","2,003","3,427","1,806","4,317","4,496"
2021년01월_계_50~59세,"40,984","1,307","5,551","2,207","1,797","2,707","4,240","2,835","3,146","3,938","2,467","5,371","5,418"
2021년01월_계_60~69세,"36,944","1,263","5,199","2,532","1,510","2,484","3,656","2,757","2,757","3,331","2,389","5,098","3,968"
2021년01월_계_70~79세,"17,231",683,"2,346","1,701",818,"1,042","1,559","1,378","1,152","1,638","1,109","2,238","1,567"
2021년01월_계_80~89세,"5,893",224,771,746,286,328,442,423,375,600,446,750,502
2021년01월_계_90~99세,677,25,85,75,24,45,48,57,51,69,48,87,63
2021년01월_계_100세 이상,70,5,16,4,4,2,14,8,2,7,0,6,2
2021년01월_남_총인구수,"107,191","3,220","14,144","5,254","4,533","6,667","11,463","7,323","7,946","11,660","6,559","14,491","13,931"
2021년01월_남_연령구간인구수,"107,191","3,220","14,144","5,254","4,533","6,667","11,463","7,323","7,946","11,660","6,559","14,491","13,931"
2021년01월_남_0~9세,"6,235",127,779,143,261,369,538,275,495,723,379,974,"1,172"
2021년01월_남_10~19세,"7,844",159,"1,052",249,340,483,567,375,590,938,558,"1,206","1,327"
2021년01월_남_20~29세,"15,408",383,"1,984",510,610,926,"1,989",913,"1,171","2,074",937,"1,896","2,015"
2021년01월_남_30~39세,"13,457",320,"1,756",450,541,771,"1,790",954,974,"1,595",811,"1,823","1,672"
2021년01월_남_40~49세,"15,366",422,"1,934",759,643,923,"1,505","1,042","1,016","1,780",931,"2,212","2,199"
2021년01월_남_50~59세,"20,433",746,"2,691","1,158",954,"1,303","2,220","1,526","1,540","1,882","1,114","2,619","2,680"
2021년01월_남_60~69세,"18,369",668,"2,541","1,151",722,"1,255","1,913","1,424","1,443","1,669","1,144","2,489","1,950"
2021년01월_남_70~79세,"7,978",314,"1,119",626,364,516,764,642,569,778,516,"1,009",761
2021년01월_남_80~89세,"1,978",78,271,194,92,115,172,162,141,209,157,239,148
2021년01월_남_90~99세,114,3,17,13,5,5,4,8,6,11,12,23,7
2021년01월_남_100세 이상,9,0,0,1,1,1,1,2,1,1,0,1,0
2021년01월_여_총인구수,"104,982","2,775","14,050","5,732","4,348","6,489","10,619","6,484","7,559","11,678","6,831","14,461","13,956"
2021년01월_여_연령구간인구수,"104,982","2,775","14,050","5,732","4,348","6,489","10,619","6,484","7,559","11,678","6,831","14,461","13,956"
2021년01월_여_0~9세,"6,014",104,802,137,245,339,533,252,466,734,370,921,"1,111"
2021년01월_여_10~19세,"7,168",137,959,227,315,447,503,330,514,872,511,"1,069","1,284"
2021년01월_여_20~29세,"13,347",266,"1,629",369,444,797,"2,039",789,972,"1,986",859,"1,563","1,634"
2021년01월_여_30~39세,"11,624",272,"1,502",370,466,682,"1,434",666,837,"1,406",700,"1,633","1,656"
2021년01월_여_40~49세,"13,911",298,"1,829",507,577,811,"1,225",753,987,"1,647",875,"2,105","2,297"
2021년01월_여_50~59세,"20,551",561,"2,860","1,049",843,"1,404","2,020","1,309","1,606","2,056","1,353","2,752","2,738"
2021년01월_여_60~69세,"18,575",595,"2,658","1,381",788,"1,229","1,743","1,333","1,314","1,662","1,245","2,609","2,018"
2021년01월_여_70~79세,"9,253",369,"1,227","1,075",454,526,795,736,583,860,593,"1,229",806
2021년01월_여_80~89세,"3,915",146,500,552,194,213,270,261,234,391,289,511,354
2021년01월_여_90~99세,563,22,68,62,19,40,44,49,45,58,36,64,56
2021년01월_여_100세 이상,61,5,16,3,3,1,13,6,1,6,0,5,2
2021년02월_계_총인구수,"212,038","6,004","28,128","10,970","8,872","13,119","22,184","13,761","15,517","23,383","13,341","28,935","27,824"
2021년02월_계_연령구간인구수,"212,038","6,004","28,128","10,970","8,872","13,119","22,184","13,761","15,517","23,383","13,341","28,935","27,824"
2021년02월_계_0~9세,"12,167",234,"1,563",280,505,701,"1,070",519,955,"1,438",742,"1,886","2,274"
2021년02월_계_10~19세,"14,939",301,"2,002",470,647,927,"1,067",698,"1,103","1,824","1,059","2,263","2,578"
2021년02월_계_20~29세,"28,715",652,"3,575",867,"1,045","1,718","4,079","1,681","2,130","4,095","1,776","3,451","3,646"
2021년02월_계_30~39세,"24,958",580,"3,237",806,"1,010","1,449","3,231","1,605","1,815","3,002","1,514","3,416","3,293"
2021년02월_계_40~49세,"29,241",720,"3,766","1,286","1,211","1,722","2,728","1,778","2,015","3,414","1,789","4,321","4,491"
2021년02월_계_50~59세,"40,820","1,305","5,518","2,194","1,787","2,671","4,222","2,831","3,132","3,938","2,462","5,362","5,398"
2021년02월_계_60~69세,"37,220","1,273","5,243","2,528","1,532","2,507","3,688","2,777","2,775","3,349","2,396","5,150","4,002"
2021년02월_계_70~79세,"17,264",682,"2,343","1,707",816,"1,046","1,583","1,371","1,153","1,642","1,104","2,242","1,575"
2021년02월_계_80~89세,"5,970",226,778,754,290,332,453,436,387,609,451,752,502
2021년02월_계_90~99세,672,26,87,74,25,44,48,57,49,65,48,86,63
2021년02월_계_100세 이상,72,5,16,4,4,2,15,8,3,7,0,6,2
2021년02월_남_총인구수,"107,128","3,225","14,099","5,249","4,542","6,631","11,514","7,301","7,950","11,683","6,544","14,485","13,905"
2021년02월_남_연령구간인구수,"107,128","3,225","14,099","5,249","4,542","6,631","11,514","7,301","7,950","11,683","6,544","14,485","13,905"
2021년02월_남_0~9세,"6,200",129,771,143,264,363,540,267,493,710,378,972,"1,170"
2021년02월_남_10~19세,"7,807",162,"1,047",247,338,477,567,371,592,937,552,"1,205","1,312"
2021년02월_남_20~29세,"15,365",385,"1,955",503,609,919,"1,996",909,"1,155","2,095",934,"1,892","2,013"
2021년02월_남_30~39세,"13,422",312,"1,749",443,546,766,"1,799",947,980,"1,602",813,"1,804","1,661"
2021년02월_남_40~49세,"15,370",421,"1,943",773,637,907,"1,510","1,032","1,028","1,779",920,"2,223","2,197"
2021년02월_남_50~59세,"20,346",743,"2,673","1,156",950,"1,287","2,216","1,528","1,532","1,882","1,114","2,603","2,662"
2021년02월_남_60~69세,"18,482",677,"2,548","1,144",736,"1,268","1,928","1,431","1,447","1,673","1,149","2,511","1,970"
2021년02월_남_70~79세,"7,997",314,"1,120",626,362,520,777,636,570,780,513,"1,015",764
2021년02월_남_80~89세,"2,015",78,276,200,94,118,176,170,146,213,159,235,150
2021년02월_남_90~99세,115,4,17,13,5,5,4,8,6,11,12,24,6
2021년02월_남_100세 이상,9,0,0,1,1,1,1,2,1,1,0,1,0
2021년02월_여_총인구수,"104,910","2,779","14,029","5,721","4,330","6,488","10,670","6,460","7,567","11,700","6,797","14,450","13,919"
2021년02월_여_연령구간인구수,"104,910","2,779","14,029","5,721","4,330","6,488","10,670","6,460","7,567","11,700","6,797","14,450","13,919"
2021년02월_여_0~9세,"5,967",105,792,137,241,338,530,252,462,728,364,914,"1,104"
2021년02월_여_10~19세,"7,132",139,955,223,309,450,500,327,511,887,507,"1,058","1,266"
2021년02월_여_20~29세,"13,350",267,"1,620",364,436,799,"2,083",772,975,"2,000",842,"1,559","1,633"
2021년02월_여_30~39세,"11,536",268,"1,488",363,464,683,"1,432",658,835,"1,400",701,"1,612","1,632"
2021년02월_여_40~49세,"13,871",299,"1,823",513,574,815,"1,218",746,987,"1,635",869,"2,098","2,294"
2021년02월_여_50~59세,"20,474",562,"2,845","1,038",837,"1,384","2,006","1,303","1,600","2,056","1,348","2,759","2,736"
2021년02월_여_60~69세,"18,738",596,"2,695","1,384",796,"1,239","1,760","1,346","1,328","1,676","1,247","2,639","2,032"
2021년02월_여_70~79세,"9,267",368,"1,223","1,081",454,526,806,735,583,862,591,"1,227",811
2021년02월_여_80~89세,"3,955",148,502,554,196,214,277,266,241,396,292,517,352
2021년02월_여_90~99세,557,22,70,61,20,39,44,49,43,54,36,62,57
2021년02월_여_100세 이상,63,5,16,3,3,1,14,6,2,6,0,5,2
2021년03월_계_총인구수,"211,252","5,899","28,085","10,930","8,809","13,063","22,197","13,671","15,442","23,390","13,275","28,802","27,689"
2021년03월_계_연령구간인구수,"211,252","5,899","28,085","10,930","8,809","13,063","22,197","13,671","15,442","23,390","13,275","28,802","27,689"
2021년03월_계_0~9세,"12,059",242,"1,553",276,497,699,"1,061",513,951,"1,428",733,"1,865","2,241"
2021년03월_계_10~19세,"14,887",292,"1,999",454,646,917,"1,065",681,"1,096","1,849","1,059","2,246","2,583"
2021년03월_계_20~29세,"28,630",647,"3,548",852,"1,040","1,696","4,163","1,676","2,110","4,089","1,765","3,419","3,625"
2021년03월_계_30~39세,"24,812",568,"3,220",793,994,"1,450","3,250","1,587","1,799","3,009","1,496","3,385","3,261"
2021년03월_계_40~49세,"29,113",704,"3,753","1,274","1,202","1,714","2,707","1,757","2,009","3,418","1,785","4,315","4,475"
2021년03월_계_50~59세,"40,469","1,266","5,473","2,184","1,771","2,625","4,179","2,822","3,089","3,912","2,444","5,338","5,366"
2021년03월_계_60~69세,"37,336","1,251","5,292","2,545","1,544","2,524","3,696","2,770","2,791","3,368","2,395","5,165","3,995"
2021년03월_계_70~79세,"17,267",672,"2,357","1,712",809,"1,058","1,578","1,370","1,157","1,647","1,099","2,229","1,579"
2021년03월_계_80~89세,"5,989",231,786,764,283,334,449,437,393,604,453,755,500
2021년03월_계_90~99세,647,22,87,73,23,44,45,55,46,62,46,82,62
2021년03월_계_100세 이상,43,4,17,3,0,2,4,3,1,4,0,3,2
2021년03월_남_총인구수,"106,717","3,158","14,083","5,234","4,509","6,600","11,520","7,246","7,906","11,694","6,516","14,409","13,842"
2021년03월_남_연령구간인구수,"106,717","3,158","14,083","5,234","4,509","6,600","11,520","7,246","7,906","11,694","6,516","14,409","13,842"
2021년03월_남_0~9세,"6,154",134,773,140,260,360,538,262,495,703,378,964,"1,147"
2021년03월_남_10~19세,"7,768",158,"1,042",238,337,473,568,366,581,946,546,"1,193","1,320"
2021년03월_남_20~29세,"15,303",381,"1,945",495,606,912,"2,030",898,"1,144","2,092",926,"1,879","1,995"
2021년03월_남_30~39세,"13,368",305,"1,736",441,539,761,"1,815",939,973,"1,612",816,"1,784","1,647"
