카테고리,전라북도 순창군,전라북도 순창군 순창읍,전라북도 순창군 인계면,전라북도 순창군 동계면,전라북도 순창군 풍산면,전라북도 순창군 금과면,전라북도 순창군 팔덕면,전라북도 순창군 쌍치면,전라북도 순창군 복흥면,전라북도 순창군 적성면,전라북도 순창군 유등면,전라북도 순창군 구림면
2021년05월_여_총인구수,"13,965","5,193",788,"1,019",853,867,703,991,"1,119",657,578,"1,197"
2021년05월_여_연령구간인구수,"13,965","5,193",788,"1,019",853,867,703,991,"1,119",657,578,"1,197"
2021년05월_여_0~9세,668,372,29,28,32,21,24,36,50,25,21,30
2021년05월_여_10~19세,"1,047",632,43,51,41,32,30,51,70,15,24,58
2021년05월_여_20~29세,886,475,41,49,29,35,30,48,51,34,38,56
2021년05월_여_30~39세,961,520,53,43,42,44,50,43,64,30,28,44
2021년05월_여_40~49세,"1,393",769,61,68,67,49,41,73,92,48,42,83
2021년05월_여_50~59세,"2,016",729,111,147,113,144,95,179,175,81,62,180
2021년05월_여_60~69세,"2,399",698,142,172,156,185,139,209,220,132,107,239
2021년05월_여_70~79세,"2,415",567,142,243,185,170,142,188,221,152,125,280
2021년05월_여_80~89세,"1,877",363,144,187,165,163,135,141,149,120,117,193
2021년05월_여_90~99세,283,65,17,28,21,23,16,23,27,16,13,34
2021년05월_여_100세 이상,20,3,5,3,2,1,1,0,0,4,1,0
2021년06월_계_총인구수,"27,283","10,130","1,524","2,001","1,706","1,712","1,403","1,961","2,149","1,274","1,089","2,334"
2021년06월_계_연령구간인구수,"27,283","10,130","1,524","2,001","1,706","1,712","1,403","1,961","2,149","1,274","1,089","2,334"
2021년06월_계_0~9세,"1,383",809,52,59,59,44,50,62,100,36,49,63
2021년06월_계_10~19세,"2,162","1,289",89,101,86,72,70,115,141,36,46,117
2021년06월_계_20~29세,"2,021","1,051",103,103,88,85,70,111,126,90,71,123
2021년06월_계_30~39세,"1,853",940,87,99,101,108,99,91,111,60,58,99
2021년06월_계_40~49세,"3,215","1,596",136,211,187,138,119,178,193,121,113,223
2021년06월_계_50~59세,"4,397","1,539",264,318,263,294,235,365,386,195,148,390
2021년06월_계_60~69세,"4,960","1,347",310,405,320,424,287,458,456,265,207,481
2021년06월_계_70~79세,"4,098",934,260,391,331,287,244,330,374,254,210,483
2021년06월_계_80~89세,"2,791",537,197,279,240,228,208,215,223,185,172,307
2021년06월_계_90~99세,382,85,21,32,29,31,20,36,39,27,14,48
2021년06월_계_100세 이상,21,3,5,3,2,1,1,0,0,5,1,0
2021년06월_남_총인구수,"13,326","4,930",738,979,851,849,706,967,"1,038",620,513,"1,135"
2021년06월_남_연령구간인구수,"13,326","4,930",738,979,851,849,706,967,"1,038",620,513,"1,135"
2021년06월_남_0~9세,720,434,25,31,28,23,27,26,52,10,29,35
2021년06월_남_10~19세,"1,111",655,46,50,43,38,41,65,72,21,23,57
2021년06월_남_20~29세,"1,135",575,62,53,57,52,40,64,78,56,31,67
2021년06월_남_30~39세,902,423,39,57,61,63,50,46,47,32,30,54
2021년06월_남_40~49세,"1,819",820,74,141,119,91,79,104,103,73,73,142
2021년06월_남_50~59세,"2,397",814,151,174,152,152,140,182,215,119,86,212
2021년06월_남_60~69세,"2,536",643,165,230,163,238,148,250,232,130,100,237
2021년06월_남_70~79세,"1,697",370,117,150,145,119,106,143,153,102,87,205
2021년06월_남_80~89세,910,176,55,89,76,66,71,73,73,66,53,112
2021년06월_남_90~99세,98,20,4,4,7,7,4,14,13,10,1,14
2021년06월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0
2021년06월_여_총인구수,"13,957","5,200",786,"1,022",855,863,697,994,"1,111",654,576,"1,199"
2021년06월_여_연령구간인구수,"13,957","5,200",786,"1,022",855,863,697,994,"1,111",654,576,"1,199"
2021년06월_여_0~9세,663,375,27,28,31,21,23,36,48,26,20,28
2021년06월_여_10~19세,"1,051",634,43,51,43,34,29,50,69,15,23,60
2021년06월_여_20~29세,886,476,41,50,31,33,30,47,48,34,40,56
2021년06월_여_30~39세,951,517,48,42,40,45,49,45,64,28,28,45
2021년06월_여_40~49세,"1,396",776,62,70,68,47,40,74,90,48,40,81
2021년06월_여_50~59세,"2,000",725,113,144,111,142,95,183,171,76,62,178
2021년06월_여_60~69세,"2,424",704,145,175,157,186,139,208,224,135,107,244
2021년06월_여_70~79세,"2,401",564,143,241,186,168,138,187,221,152,123,278
2021년06월_여_80~89세,"1,881",361,142,190,164,162,137,142,150,119,119,195
2021년06월_여_90~99세,284,65,17,28,22,24,16,22,26,17,13,34
2021년06월_여_100세 이상,20,3,5,3,2,1,1,0,0,4,1,0
2021년07월_계_총인구수,"27,219","10,114","1,520","1,991","1,690","1,709","1,408","1,958","2,142","1,263","1,090","2,334"
2021년07월_계_연령구간인구수,"27,219","10,114","1,520","1,991","1,690","1,709","1,408","1,958","2,142","1,263","1,090","2,334"
2021년07월_계_0~9세,"1,375",808,49,57,61,41,52,61,102,35,49,60
2021년07월_계_10~19세,"2,170","1,297",89,98,83,72,73,115,143,36,46,118
2021년07월_계_20~29세,"1,984","1,029",103,99,85,85,71,110,123,88,69,122
2021년07월_계_30~39세,"1,844",941,86,100,101,107,98,91,109,57,55,99
2021년07월_계_40~49세,"3,197","1,592",131,209,184,134,121,177,189,121,116,223
2021년07월_계_50~59세,"4,383","1,537",269,319,255,293,231,360,381,196,148,394
2021년07월_계_60~69세,"4,970","1,345",311,403,322,428,287,459,460,264,210,481
2021년07월_계_70~79세,"4,083",935,261,389,326,287,242,334,371,252,210,476
2021년07월_계_80~89세,"2,805",541,194,281,243,230,209,214,225,184,171,313
2021년07월_계_90~99세,387,86,22,33,28,31,23,37,39,25,15,48
2021년07월_계_100세 이상,21,3,5,3,2,1,1,0,0,5,1,0
2021년07월_남_총인구수,"13,304","4,919",738,978,845,848,711,966,"1,032",615,516,"1,136"
2021년07월_남_연령구간인구수,"13,304","4,919",738,978,845,848,711,966,"1,032",615,516,"1,136"
2021년07월_남_0~9세,715,433,24,30,29,23,28,25,52,10,29,32
2021년07월_남_10~19세,"1,120",660,48,48,43,37,44,66,72,21,23,58
2021년07월_남_20~29세,"1,118",564,61,52,55,53,41,63,76,54,31,68
2021년07월_남_30~39세,898,422,38,58,60,62,50,45,47,31,29,56
2021년07월_남_40~49세,"1,810",814,73,142,118,91,80,104,101,73,74,140
2021년07월_남_50~59세,"2,390",815,153,173,147,149,138,181,211,120,87,216
2021년07월_남_60~69세,"2,548",644,167,230,165,240,148,250,235,129,102,238
2021년07월_남_70~79세,"1,691",371,117,150,143,119,106,145,151,101,86,202
2021년07월_남_80~89세,911,175,53,90,78,67,72,72,74,66,52,112
2021년07월_남_90~99세,102,21,4,5,7,7,4,15,13,9,3,14
2021년07월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0
2021년07월_여_총인구수,"13,915","5,195",782,"1,013",845,861,697,992,"1,110",648,574,"1,198"
2021년07월_여_연령구간인구수,"13,915","5,195",782,"1,013",845,861,697,992,"1,110",648,574,"1,198"
2021년07월_여_0~9세,660,375,25,27,32,18,24,36,50,25,20,28
2021년07월_여_10~19세,"1,050",637,41,50,40,35,29,49,71,15,23,60
2021년07월_여_20~29세,866,465,42,47,30,32,30,47,47,34,38,54
2021년07월_여_30~39세,946,519,48,42,41,45,48,46,62,26,26,43
2021년07월_여_40~49세,"1,387",778,58,67,66,43,41,73,88,48,42,83
2021년07월_여_50~59세,"1,993",722,116,146,108,144,93,179,170,76,61,178
2021년07월_여_60~69세,"2,422",701,144,173,157,188,139,209,225,135,108,243
2021년07월_여_70~79세,"2,392",564,144,239,183,168,136,189,220,151,124,274
2021년07월_여_80~89세,"1,894",366,141,191,165,163,137,142,151,118,119,201
2021년07월_여_90~99세,285,65,18,28,21,24,19,22,26,16,12,34
2021년07월_여_100세 이상,20,3,5,3,2,1,1,0,0,4,1,0
2021년08월_계_총인구수,"27,120","10,073","1,508","1,984","1,677","1,700","1,406","1,956","2,148","1,262","1,079","2,327"
2021년08월_계_연령구간인구수,"27,120","10,073","1,508","1,984","1,677","1,700","1,406","1,956","2,148","1,262","1,079","2,327"
2021년08월_계_0~9세,"1,353",799,42,59,57,41,52,59,103,37,46,58
2021년08월_계_10~19세,"2,146","1,286",86,96,81,72,73,110,141,35,44,122
2021년08월_계_20~29세,"1,960","1,026",104,99,86,80,71,107,116,85,68,118
2021년08월_계_30~39세,"1,836",932,86,99,99,107,96,93,117,58,54,95
2021년08월_계_40~49세,"3,175","1,583",128,205,184,133,123,172,188,119,115,225
2021년08월_계_50~59세,"4,382","1,538",272,316,251,295,228,368,383,196,142,393
2021년08월_계_60~69세,"4,986","1,345",309,404,321,428,289,463,465,266,213,483
2021년08월_계_70~79세,"4,055",933,258,385,326,284,238,333,369,248,209,472
2021년08월_계_80~89세,"2,816",541,197,285,242,229,212,214,225,187,170,314
2021년08월_계_90~99세,389,87,21,33,28,30,23,37,41,25,17,47
2021년08월_계_100세 이상,22,3,5,3,2,1,1,0,0,6,1,0
2021년08월_남_총인구수,"13,266","4,907",735,974,838,848,711,965,"1,034",612,511,"1,131"
2021년08월_남_연령구간인구수,"13,266","4,907",735,974,838,848,711,965,"1,034",612,511,"1,131"
2021년08월_남_0~9세,704,427,19,32,27,23,30,25,52,11,27,31
2021년08월_남_10~19세,"1,110",655,47,47,41,38,46,62,72,19,23,60
2021년08월_남_20~29세,"1,105",563,62,52,56,50,38,63,72,51,31,67
2021년08월_남_30~39세,898,421,40,58,60,63,48,44,50,33,28,53
2021년08월_남_40~49세,"1,794",808,71,136,118,90,84,103,100,70,74,140
2021년08월_남_50~59세,"2,396",822,156,173,144,150,135,182,214,121,84,215
2021년08월_남_60~69세,"2,557",644,165,234,165,240,148,255,235,129,103,239
2021년08월_남_70~79세,"1,683",372,116,146,143,119,105,143,150,102,87,200
2021년08월_남_80~89세,913,174,55,91,77,68,73,72,75,65,51,112
2021년08월_남_90~99세,104,21,4,5,7,7,4,16,14,9,3,14
2021년08월_남_100세 이상,2,0,0,0,0,0,0,0,0,2,0,0
2021년08월_여_총인구수,"13,854","5,166",773,"1,010",839,852,695,991,"1,114",650,568,"1,196"
2021년08월_여_연령구간인구수,"13,854","5,166",773,"1,010",839,852,695,991,"1,114",650,568,"1,196"
2021년08월_여_0~9세,649,372,23,27,30,18,22,34,51,26,19,27
2021년08월_여_10~19세,"1,036",631,39,49,40,34,27,48,69,16,21,62
2021년08월_여_20~29세,855,463,42,47,30,30,33,44,44,34,37,51
2021년08월_여_30~39세,938,511,46,41,39,44,48,49,67,25,26,42
2021년08월_여_40~49세,"1,381",775,57,69,66,43,39,69,88,49,41,85
2021년08월_여_50~59세,"1,986",716,116,143,107,145,93,186,169,75,58,178
2021년08월_여_60~69세,"2,429",701,144,170,156,188,141,208,230,137,110,244
2021년08월_여_70~79세,"2,372",561,142,239,183,165,133,190,219,146,122,272
2021년08월_여_80~89세,"1,903",367,142,194,165,161,139,142,150,122,119,202
2021년08월_여_90~99세,285,66,17,28,21,23,19,21,27,16,14,33
2021년08월_여_100세 이상,20,3,5,3,2,1,1,0,0,4,1,0
2021년09월_계_총인구수,"27,033","10,086","1,502","1,979","1,665","1,694","1,402","1,945","2,137","1,249","1,073","2,301"
2021년09월_계_연령구간인구수,"27,033","10,086","1,502","1,979","1,665","1,694","1,402","1,945","2,137","1,249","1,073","2,301"
2021년09월_계_0~9세,"1,337",800,41,56,57,37,52,58,101,35,46,54
2021년09월_계_10~19세,"2,147","1,297",85,98,80,72,72,110,138,36,43,116
2021년09월_계_20~29세,"1,914","1,021",103,95,86,78,71,101,110,72,62,115
2021년09월_계_30~39세,"1,816",923,85,100,95,107,90,91,117,62,54,92
2021년09월_계_40~49세,"3,153","1,587",126,201,187,129,118,169,186,117,114,219
2021년09월_계_50~59세,"4,387","1,544",273,318,247,300,234,367,380,195,144,385
2021년09월_계_60~69세,"4,996","1,350",308,406,318,426,289,462,470,269,211,487
2021년09월_계_70~79세,"4,051",940,255,384,323,284,240,333,370,244,211,467
2021년09월_계_80~89세,"2,809",532,197,283,242,229,211,216,223,188,170,318
2021년09월_계_90~99세,400,89,24,35,28,30,24,38,42,25,17,48
2021년09월_계_100세 이상,23,3,5,3,2,2,1,0,0,6,1,0
2021년09월_남_총인구수,"13,232","4,921",731,970,831,847,711,957,"1,033",606,510,"1,115"
2021년09월_남_연령구간인구수,"13,232","4,921",731,970,831,847,711,957,"1,033",606,510,"1,115"
2021년09월_남_0~9세,700,428,18,31,28,22,30,25,52,10,27,29
2021년09월_남_10~19세,"1,109",663,47,47,39,38,45,62,70,19,22,57
2021년09월_남_20~29세,"1,085",565,62,52,55,48,40,61,69,44,28,61
2021년09월_남_30~39세,893,420,39,57,57,65,45,42,52,36,28,52
2021년09월_남_40~49세,"1,780",807,70,133,119,89,81,101,100,69,73,138
2021년09월_남_50~59세,"2,394",822,155,174,143,153,138,180,211,120,87,211
2021년09월_남_60~69세,"2,562",648,164,234,164,236,149,253,240,131,102,241
2021년09월_남_70~79세,"1,686",374,116,146,141,122,106,143,150,101,88,199
2021년09월_남_80~89세,912,172,56,90,78,66,73,73,75,64,52,113
2021년09월_남_90~99세,108,22,4,6,7,7,4,17,14,10,3,14
2021년09월_남_100세 이상,3,0,0,0,0,1,0,0,0,2,0,0
2021년09월_여_총인구수,"13,801","5,165",771,"1,009",834,847,691,988,"1,104",643,563,"1,186"
2021년09월_여_연령구간인구수,"13,801","5,165",771,"1,009",834,847,691,988,"1,104",643,563,"1,186"
2021년09월_여_0~9세,637,372,23,25,29,15,22,33,49,25,19,25
2021년09월_여_10~19세,"1,038",634,38,51,41,34,27,48,68,17,21,59
2021년09월_여_20~29세,829,456,41,43,31,30,31,40,41,28,34,54
2021년09월_여_30~39세,923,503,46,43,38,42,45,49,65,26,26,40
2021년09월_여_40~49세,"1,373",780,56,68,68,40,37,68,86,48,41,81
2021년09월_여_50~59세,"1,993",722,118,144,104,147,96,187,169,75,57,174
2021년09월_여_60~69세,"2,434",702,144,172,154,190,140,209,230,138,109,246
2021년09월_여_70~79세,"2,365",566,139,238,182,162,134,190,220,143,123,268
2021년09월_여_80~89세,"1,897",360,141,193,164,163,138,143,148,124,118,205
2021년09월_여_90~99세,292,67,20,29,21,23,20,21,28,15,14,34
2021년09월_여_100세 이상,20,3,5,3,2,1,1,0,0,4,1,0
2021년10월_계_총인구수,"26,980","10,093","1,487","1,971","1,672","1,687","1,395","1,940","2,141","1,248","1,059","2,287"
2021년10월_계_연령구간인구수,"26,980","10,093","1,487","1,971","1,672","1,687","1,395","1,940","2,141","1,248","1,059","2,287"
2021년10월_계_0~9세,"1,328",802,41,54,57,36,51,57,101,35,44,50
2021년10월_계_10~19세,"2,145","1,300",83,94,86,68,71,110,139,37,43,114
2021년10월_계_20~29세,"1,902","1,019",98,96,86,81,66,104,110,68,59,115
2021년10월_계_30~39세,"1,799",926,86,96,92,104,88,90,117,62,52,86
2021년10월_계_40~49세,"3,127","1,572",125,200,187,128,119,170,186,113,111,216
2021년10월_계_50~59세,"4,392","1,555",269,321,249,300,232,369,374,199,142,382
2021년10월_계_60~69세,"5,023","1,357",311,406,321,428,294,459,480,268,209,490
2021년10월_계_70~79세,"4,026",937,250,385,321,281,234,328,368,245,210,467
2021년10월_계_80~89세,"2,813",534,198,282,241,229,214,214,224,190,171,316
2021년10월_계_90~99세,404,88,24,33,30,30,25,39,42,25,17,51
2021년10월_계_100세 이상,21,3,2,4,2,2,1,0,0,6,1,0
2021년10월_남_총인구수,"13,213","4,920",724,969,838,848,707,958,"1,034",606,503,"1,106"
2021년10월_남_연령구간인구수,"13,213","4,920",724,969,838,848,707,958,"1,034",606,503,"1,106"
2021년10월_남_0~9세,698,429,19,31,29,22,30,25,53,10,25,25
2021년10월_남_10~19세,"1,105",662,44,46,43,37,43,62,70,20,22,56
2021년10월_남_20~29세,"1,078",564,60,52,55,49,38,63,67,42,26,62
2021년10월_남_30~39세,889,424,39,55,56,64,45,42,52,38,27,47
2021년10월_남_40~49세,"1,763",795,69,132,119,89,80,102,101,67,72,137
2021년10월_남_50~59세,"2,395",825,153,177,144,153,137,182,204,122,86,212
2021년10월_남_60~69세,"2,584",654,166,234,167,240,152,252,248,130,100,241
2021년10월_남_70~79세,"1,680",374,114,146,140,121,104,140,150,101,90,200
2021년10월_남_80~89세,909,171,56,90,78,65,74,73,75,64,52,111
2021년10월_남_90~99세,109,22,4,6,7,7,4,17,14,10,3,15
2021년10월_남_100세 이상,3,0,0,0,0,1,0,0,0,2,0,0
2021년10월_여_총인구수,"13,767","5,173",763,"1,002",834,839,688,982,"1,107",642,556,"1,181"
2021년10월_여_연령구간인구수,"13,767","5,173",763,"1,002",834,839,688,982,"1,107",642,556,"1,181"
2021년10월_여_0~9세,630,373,22,23,28,14,21,32,48,25,19,25
2021년10월_여_10~19세,"1,040",638,39,48,43,31,28,48,69,17,21,58
2021년10월_여_20~29세,824,455,38,44,31,32,28,41,43,26,33,53
2021년10월_여_30~39세,910,502,47,41,36,40,43,48,65,24,25,39
2021년10월_여_40~49세,"1,364",777,56,68,68,39,39,68,85,46,39,79
2021년10월_여_50~59세,"1,997",730,116,144,105,147,95,187,170,77,56,170
2021년10월_여_60~69세,"2,439",703,145,172,154,188,142,207,232,138,109,249
2021년10월_여_70~79세,"2,346",563,136,239,181,160,130,188,218,144,120,267
2021년10월_여_80~89세,"1,904",363,142,192,163,164,140,141,149,126,119,205
2021년10월_여_90~99세,295,66,20,27,23,23,21,22,28,15,14,36
2021년10월_여_100세 이상,18,3,2,4,2,1,1,0,0,4,1,0
2021년11월_계_총인구수,"26,922","10,091","1,490","1,967","1,669","1,680","1,387","1,932","2,130","1,246","1,053","2,277"
2021년11월_계_연령구간인구수,"26,922","10,091","1,490","1,967","1,669","1,680","1,387","1,932","2,130","1,246","1,053","2,277"
2021년11월_계_0~9세,"1,304",798,38,50,57,36,48,56,96,35,40,50
2021년11월_계_10~19세,"2,148","1,309",84,92,85,68,71,109,138,36,45,111
2021년11월_계_20~29세,"1,909","1,021",97,98,87,80,67,106,110,70,58,115
2021년11월_계_30~39세,"1,774",917,85,93,95,99,86,87,114,62,52,84
2021년11월_계_40~49세,"3,103","1,566",126,195,186,126,121,166,185,107,112,213
2021년11월_계_50~59세,"4,388","1,558",274,323,246,303,227,369,369,201,144,374
2021년11월_계_60~69세,"5,043","1,354",314,414,322,428,296,461,485,269,206,494
2021년11월_계_70~79세,"4,000",942,247,381,316,275,231,324,368,243,210,463
2021년11월_계_80~89세,"2,819",532,199,281,237,233,214,217,222,193,168,323
2021년11월_계_90~99세,414,91,25,36,36,30,25,37,43,24,17,50
2021년11월_계_100세 이상,20,3,1,4,2,2,1,0,0,6,1,0
2021년11월_남_총인구수,"13,211","4,926",728,970,836,845,705,953,"1,031",603,507,"1,107"
2021년11월_남_연령구간인구수,"13,211","4,926",728,970,836,845,705,953,"1,031",603,507,"1,107"
2021년11월_남_0~9세,686,432,16,29,29,22,27,24,48,10,24,25
2021년11월_남_10~19세,"1,107",665,44,44,43,37,43,62,71,19,24,55
2021년11월_남_20~29세,"1,086",567,60,52,54,49,40,64,67,43,26,64
2021년11월_남_30~39세,873,413,39,55,58,62,43,39,52,38,27,47
2021년11월_남_40~49세,"1,760",794,70,129,119,88,82,101,102,65,73,137
2021년11월_남_50~59세,"2,393",829,156,178,143,154,133,183,199,122,89,207
2021년11월_남_60~69세,"2,603",652,167,243,167,240,154,252,252,130,99,247
2021년11월_남_70~79세,"1,670",378,115,145,134,117,103,138,152,101,90,197
2021년11월_남_80~89세,920,175,57,89,81,68,75,74,73,64,50,114
2021년11월_남_90~99세,110,21,4,6,8,7,5,16,15,9,5,14
2021년11월_남_100세 이상,3,0,0,0,0,1,0,0,0,2,0,0
2021년11월_여_총인구수,"13,711","5,165",762,997,833,835,682,979,"1,099",643,546,"1,170"
2021년11월_여_연령구간인구수,"13,711","5,165",762,997,833,835,682,979,"1,099",643,546,"1,170"
2021년11월_여_0~9세,618,366,22,21,28,14,21,32,48,25,16,25
2021년11월_여_10~19세,"1,041",644,40,48,42,31,28,47,67,17,21,56
2021년11월_여_20~29세,823,454,37,46,33,31,27,42,43,27,32,51
2021년11월_여_30~39세,901,504,46,38,37,37,43,48,62,24,25,37
2021년11월_여_40~49세,"1,343",772,56,66,67,38,39,65,83,42,39,76
2021년11월_여_50~59세,"1,995",729,118,145,103,149,94,186,170,79,55,167
2021년11월_여_60~69세,"2,440",702,147,171,155,188,142,209,233,139,107,247
2021년11월_여_70~79세,"2,330",564,132,236,182,158,128,186,216,142,120,266
2021년11월_여_80~89세,"1,899",357,142,192,156,165,139,143,149,129,118,209
2021년11월_여_90~99세,304,70,21,30,28,23,20,21,28,15,12,36
2021년11월_여_100세 이상,17,3,1,4,2,1,1,0,0,4,1,0
2021년12월_계_총인구수,"26,855","10,086","1,494","1,963","1,668","1,681","1,373","1,927","2,119","1,236","1,036","2,272"
2021년12월_계_연령구간인구수,"26,855","10,086","1,494","1,963","1,668","1,681","1,373","1,927","2,119","1,236","1,036","2,272"
2021년12월_계_0~9세,"1,272",790,35,52,56,35,44,56,89,34,31,50
2021년12월_계_10~19세,"2,151","1,316",84,88,83,68,70,109,139,39,45,110
2021년12월_계_20~29세,"1,906","1,016",99,97,89,81,65,106,113,70,57,113
2021년12월_계_30~39세,"1,752",902,86,91,96,99,84,88,111,61,47,87
2021년12월_계_40~49세,"3,096","1,574",124,194,187,125,119,167,184,105,108,209
2021년12월_계_50~59세,"4,387","1,558",279,321,248,303,228,365,361,200,145,379
2021년12월_계_60~69세,"5,058","1,359",314,419,323,430,292,463,491,267,207,493
2021년12월_계_70~79세,"3,938",941,243,373,308,265,223,318,363,241,209,454
2021년12월_계_80~89세,"2,855",533,203,286,242,241,221,218,226,190,168,327
2021년12월_계_90~99세,424,94,26,38,34,32,26,37,42,27,18,50
2021년12월_계_100세 이상,16,3,1,4,2,2,1,0,0,2,1,0
2021년12월_남_총인구수,"13,189","4,927",731,968,838,844,697,954,"1,030",596,499,"1,105"
2021년12월_남_연령구간인구수,"13,189","4,927",731,968,838,844,697,954,"1,030",596,499,"1,105"
2021년12월_남_0~9세,679,434,16,29,28,21,25,25,47,10,19,25
2021년12월_남_10~19세,"1,102",664,45,42,42,37,41,62,71,20,24,54
2021년12월_남_20~29세,"1,092",566,60,53,56,48,38,65,73,43,26,64
2021년12월_남_30~39세,870,407,40,53,60,61,43,41,54,37,26,48
2021년12월_남_40~49세,"1,737",792,67,127,118,86,80,102,97,63,71,134
2021년12월_남_50~59세,"2,400",834,157,176,143,157,135,181,197,121,88,211
2021년12월_남_60~69세,"2,618",656,169,247,169,242,153,253,254,130,99,246
2021년12월_남_70~79세,"1,646",375,113,145,131,115,98,137,148,101,91,192
2021년12월_남_80~89세,934,177,60,89,84,69,79,73,75,62,49,117
2021년12월_남_90~99세,110,22,4,7,7,7,5,15,14,9,6,14
2021년12월_남_100세 이상,1,0,0,0,0,1,0,0,0,0,0,0
2021년12월_여_총인구수,"13,666","5,159",763,995,830,837,676,973,"1,089",640,537,"1,167"
2021년12월_여_연령구간인구수,"13,666","5,159",763,995,830,837,676,973,"1,089",640,537,"1,167"
2021년12월_여_0~9세,593,356,19,23,28,14,19,31,42,24,12,25
2021년12월_여_10~19세,"1,049",652,39,46,41,31,29,47,68,19,21,56
2021년12월_여_20~29세,814,450,39,44,33,33,27,41,40,27,31,49
2021년12월_여_30~39세,882,495,46,38,36,38,41,47,57,24,21,39
2021년12월_여_40~49세,"1,359",782,57,67,69,39,39,65,87,42,37,75
2021년12월_여_50~59세,"1,987",724,122,145,105,146,93,184,164,79,57,168
2021년12월_여_60~69세,"2,440",703,145,172,154,188,139,210,237,137,108,247
2021년12월_여_70~79세,"2,292",566,130,228,177,150,125,181,215,140,118,262
2021년12월_여_80~89세,"1,921",356,143,197,158,172,142,145,151,128,119,210
2021년12월_여_90~99세,314,72,22,31,27,25,21,22,28,18,12,36
2021년12월_여_100세 이상,15,3,1,4,2,1,1,0,0,2,1,0
