카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2020년12월_여_80~89세,"75,083","4,703","7,103","6,823","4,615","3,201","2,591","2,197","1,683","5,176","3,246","3,219","2,704","2,482","4,129","2,783","2,925","2,386","2,750","2,527","3,006","2,050","2,784"
2020년12월_여_90~99세,"12,888",761,"1,322","1,278",781,621,459,410,294,974,564,497,499,429,669,437,524,377,442,384,460,302,404
2020년12월_여_100세 이상,748,66,88,61,54,19,31,11,20,44,33,33,20,25,44,27,29,23,31,35,23,18,13
2021년01월_계_총인구수,"1,850,575","223,362","280,497","282,618","115,855","151,045","46,475","27,982","25,573","63,869","40,430","62,455","37,689","34,568","68,736","53,687","86,940","31,992","53,048","44,330","49,811","30,845","38,768"
2021년01월_계_연령구간인구수,"1,850,575","223,362","280,497","282,618","115,855","151,045","46,475","27,982","25,573","63,869","40,430","62,455","37,689","34,568","68,736","53,687","86,940","31,992","53,048","44,330","49,811","30,845","38,768"
2021년01월_계_0~9세,"131,214","18,041","20,796","23,372","10,079","13,251","2,357","1,072","1,140","2,605","1,747","3,469","1,993","1,739","3,962","3,519","7,888","1,355","3,760","2,734","3,132","1,674","1,529"
2021년01월_계_10~19세,"166,967","24,413","26,391","30,234","9,496","15,965","3,011","1,935","1,828","3,822","2,588","5,622","2,784","2,512","5,263","4,428","9,295","2,046","4,163","3,269","3,633","2,231","2,038"
2021년01월_계_20~29세,"200,139","27,029","33,792","37,640","12,375","19,965","4,843","2,324","1,945","4,148","2,959","6,789","3,082","2,883","5,536","5,084","8,902","2,496","4,995","4,221","3,758","2,618","2,755"
2021년01월_계_30~39세,"185,184","25,452","30,945","33,165","14,532","18,377","3,682","1,722","1,657","3,674","2,504","4,707","2,752","2,431","5,007","4,729","10,414","2,097","4,836","3,614","3,974","2,255","2,658"
2021년01월_계_40~49세,"259,461","37,260","41,902","43,397","16,559","23,761","5,221","3,008","2,890","6,321","4,161","8,253","4,111","3,755","8,055","7,422","13,745","3,485","6,537","5,510","6,198","3,637","4,273"
2021년01월_계_50~59세,"313,564","36,288","48,531","49,242","17,283","28,994","8,190","4,895","4,577","10,167","6,681","11,250","6,309","5,634","11,569","9,435","12,940","5,499","8,516","7,461","8,047","5,046","7,010"
2021년01월_계_60~69세,"273,902","29,062","41,052","34,656","16,267","17,079","8,335","5,038","4,743","12,794","7,649","9,525","6,638","6,238","12,448","8,105","10,943","5,934","8,484","7,301","8,643","5,327","7,641"
2021년01월_계_70~79세,"192,845","17,625","24,634","19,064","11,542","8,195","6,348","4,262","3,895","11,504","6,636","7,463","5,451","5,222","10,001","6,333","7,916","5,139","7,169","5,917","7,415","4,742","6,372"
2021년01월_계_80~89세,"110,137","7,150","10,712","10,165","6,648","4,686","3,856","3,195","2,495","7,536","4,731","4,688","3,906","3,582","6,014","4,053","4,233","3,421","4,003","3,755","4,414","2,924","3,970"
2021년01월_계_90~99세,"16,279",960,"1,635","1,610","1,006",748,599,516,380,"1,246",735,652,639,541,836,545,629,493,550,510,570,374,505
2021년01월_계_100세 이상,883,82,107,73,68,24,33,15,23,52,39,37,24,31,45,34,35,27,35,38,27,17,17
2021년01월_남_총인구수,"930,132","111,241","143,083","141,003","58,307","78,821","23,583","13,677","12,442","31,016","19,702","30,893","18,323","16,693","33,924","27,602","43,659","16,056","26,446","22,698","25,056","15,242","20,665"
2021년01월_남_연령구간인구수,"930,132","111,241","143,083","141,003","58,307","78,821","23,583","13,677","12,442","31,016","19,702","30,893","18,323","16,693","33,924","27,602","43,659","16,056","26,446","22,698","25,056","15,242","20,665"
2021년01월_남_0~9세,"66,870","9,299","10,546","11,997","5,126","6,733","1,183",550,563,"1,291",919,"1,765","1,020",857,"1,991","1,774","4,061",706,"1,919","1,385","1,608",801,776
2021년01월_남_10~19세,"86,567","12,485","13,711","15,755","4,894","8,252","1,578","1,021",965,"2,053","1,319","2,915","1,454","1,298","2,718","2,359","4,724","1,085","2,163","1,720","1,883","1,156","1,059"
2021년01월_남_20~29세,"111,795","14,614","19,169","20,463","6,562","11,656","2,859","1,267","1,049","2,420","1,669","3,691","1,743","1,615","3,116","2,939","4,809","1,490","2,803","2,489","2,200","1,516","1,656"
2021년01월_남_30~39세,"97,448","13,112","16,611","17,013","7,573","9,866","1,896",921,887,"2,005","1,342","2,385","1,456","1,252","2,623","2,558","5,307","1,121","2,485","1,931","2,176","1,234","1,694"
2021년01월_남_40~49세,"138,677","19,207","22,127","21,329","9,216","12,202","3,032","1,681","1,575","3,660","2,381","4,286","2,270","2,084","4,523","4,397","7,254","2,067","3,680","3,134","3,608","2,101","2,863"
2021년01월_남_50~59세,"168,176","18,234","25,437","24,901","9,431","15,860","4,501","2,699","2,543","5,660","3,723","6,155","3,421","3,035","6,393","5,378","7,088","3,209","4,704","4,268","4,481","2,796","4,259"
2021년01월_남_60~69세,"137,960","13,843","20,357","17,381","8,255","8,980","4,303","2,633","2,339","6,354","3,855","4,989","3,319","3,111","6,198","4,165","5,485","3,090","4,264","3,837","4,309","2,685","4,208"
2021년01월_남_70~79세,"84,561","7,821","11,228","8,532","5,028","3,660","2,833","1,810","1,622","4,962","2,842","3,107","2,298","2,242","4,341","2,659","3,549","2,152","3,086","2,611","3,281","2,022","2,875"
2021년01월_남_80~89세,"34,718","2,412","3,589","3,305","1,998","1,481","1,256",997,812,"2,333","1,489","1,448","1,211","1,092","1,864","1,265","1,278","1,020","1,232","1,195","1,401",863,"1,177"
2021년01월_남_90~99세,"3,238",198,291,319,213,126,139,95,84,271,157,149,127,103,156,100,98,114,107,124,106,68,93
2021년01월_남_100세 이상,122,16,17,8,11,5,3,3,3,7,6,3,4,4,1,8,6,2,3,4,3,0,5
2021년01월_여_총인구수,"920,443","112,121","137,414","141,615","57,548","72,224","22,892","14,305","13,131","32,853","20,728","31,562","19,366","17,875","34,812","26,085","43,281","15,936","26,602","21,632","24,755","15,603","18,103"
2021년01월_여_연령구간인구수,"920,443","112,121","137,414","141,615","57,548","72,224","22,892","14,305","13,131","32,853","20,728","31,562","19,366","17,875","34,812","26,085","43,281","15,936","26,602","21,632","24,755","15,603","18,103"
2021년01월_여_0~9세,"64,344","8,742","10,250","11,375","4,953","6,518","1,174",522,577,"1,314",828,"1,704",973,882,"1,971","1,745","3,827",649,"1,841","1,349","1,524",873,753
2021년01월_여_10~19세,"80,400","11,928","12,680","14,479","4,602","7,713","1,433",914,863,"1,769","1,269","2,707","1,330","1,214","2,545","2,069","4,571",961,"2,000","1,549","1,750","1,075",979
2021년01월_여_20~29세,"88,344","12,415","14,623","17,177","5,813","8,309","1,984","1,057",896,"1,728","1,290","3,098","1,339","1,268","2,420","2,145","4,093","1,006","2,192","1,732","1,558","1,102","1,099"
2021년01월_여_30~39세,"87,736","12,340","14,334","16,152","6,959","8,511","1,786",801,770,"1,669","1,162","2,322","1,296","1,179","2,384","2,171","5,107",976,"2,351","1,683","1,798","1,021",964
2021년01월_여_40~49세,"120,784","18,053","19,775","22,068","7,343","11,559","2,189","1,327","1,315","2,661","1,780","3,967","1,841","1,671","3,532","3,025","6,491","1,418","2,857","2,376","2,590","1,536","1,410"
2021년01월_여_50~59세,"145,388","18,054","23,094","24,341","7,852","13,134","3,689","2,196","2,034","4,507","2,958","5,095","2,888","2,599","5,176","4,057","5,852","2,290","3,812","3,193","3,566","2,250","2,751"
2021년01월_여_60~69세,"135,942","15,219","20,695","17,275","8,012","8,099","4,032","2,405","2,404","6,440","3,794","4,536","3,319","3,127","6,250","3,940","5,458","2,844","4,220","3,464","4,334","2,642","3,433"
2021년01월_여_70~79세,"108,284","9,804","13,406","10,532","6,514","4,535","3,515","2,452","2,273","6,542","3,794","4,356","3,153","2,980","5,660","3,674","4,367","2,987","4,083","3,306","4,134","2,720","3,497"
2021년01월_여_80~89세,"75,419","4,738","7,123","6,860","4,650","3,205","2,600","2,198","1,683","5,203","3,242","3,240","2,695","2,490","4,150","2,788","2,955","2,401","2,771","2,560","3,013","2,061","2,793"
2021년01월_여_90~99세,"13,041",762,"1,344","1,291",793,622,460,421,296,975,578,503,512,438,680,445,531,379,443,386,464,306,412
2021년01월_여_100세 이상,761,66,90,65,57,19,30,12,20,45,33,34,20,27,44,26,29,25,32,34,24,17,12
2021년02월_계_총인구수,"1,849,795","222,809","280,213","282,336","116,348","151,016","46,545","27,952","25,505","63,814","40,305","62,478","37,528","34,487","68,589","53,652","87,570","31,899","52,944","44,432","49,757","30,709","38,907"
2021년02월_계_연령구간인구수,"1,849,795","222,809","280,213","282,336","116,348","151,016","46,545","27,952","25,505","63,814","40,305","62,478","37,528","34,487","68,589","53,652","87,570","31,899","52,944","44,432","49,757","30,709","38,907"
2021년02월_계_0~9세,"130,649","17,837","20,653","23,315","10,128","13,160","2,370","1,069","1,128","2,608","1,709","3,439","1,968","1,722","3,909","3,487","7,981","1,346","3,751","2,745","3,120","1,665","1,539"
2021년02월_계_10~19세,"166,405","24,272","26,283","30,090","9,545","15,849","3,002","1,918","1,806","3,790","2,577","5,678","2,758","2,503","5,221","4,412","9,389","2,017","4,151","3,274","3,615","2,221","2,034"
2021년02월_계_20~29세,"199,258","26,997","33,665","37,362","12,410","19,950","4,797","2,288","1,924","4,130","2,936","6,759","3,041","2,849","5,511","5,063","8,962","2,464","4,926","4,199","3,740","2,556","2,729"
2021년02월_계_30~39세,"184,466","25,198","30,760","33,111","14,550","18,315","3,706","1,720","1,650","3,635","2,458","4,681","2,706","2,388","4,967","4,699","10,530","2,079","4,805","3,650","3,937","2,232","2,689"
2021년02월_계_40~49세,"259,441","37,171","41,926","43,330","16,716","23,698","5,224","3,005","2,861","6,319","4,144","8,209","4,103","3,765","8,026","7,415","13,900","3,463","6,504","5,513","6,207","3,615","4,327"
2021년02월_계_50~59세,"313,666","36,284","48,540","49,227","17,318","29,128","8,198","4,890","4,564","10,152","6,670","11,273","6,276","5,616","11,543","9,448","12,961","5,471","8,540","7,475","8,046","5,018","7,028"
2021년02월_계_60~69세,"275,053","29,141","41,157","34,889","16,362","17,196","8,393","5,073","4,753","12,822","7,669","9,582","6,654","6,262","12,469","8,148","11,012","5,972","8,504","7,342","8,645","5,341","7,667"
2021년02월_계_70~79세,"192,615","17,639","24,662","19,060","11,551","8,230","6,309","4,237","3,891","11,489","6,620","7,431","5,442","5,215","9,993","6,325","7,893","5,108","7,146","5,911","7,401","4,706","6,356"
2021년02월_계_80~89세,"110,903","7,215","10,798","10,261","6,682","4,699","3,906","3,210","2,521","7,567","4,749","4,733","3,910","3,590","6,055","4,071","4,275","3,456","4,029","3,766","4,445","2,957","4,008"
2021년02월_계_90~99세,"16,443",973,"1,662","1,615","1,019",766,604,527,383,"1,252",732,656,645,545,849,548,632,495,553,519,575,380,513
2021년02월_계_100세 이상,896,82,107,76,67,25,36,15,24,50,41,37,25,32,46,36,35,28,35,38,26,18,17
2021년02월_남_총인구수,"929,889","110,972","142,979","140,880","58,542","78,778","23,627","13,675","12,397","31,004","19,650","30,888","18,270","16,667","33,876","27,599","43,952","16,006","26,399","22,774","25,033","15,181","20,740"
2021년02월_남_연령구간인구수,"929,889","110,972","142,979","140,880","58,542","78,778","23,627","13,675","12,397","31,004","19,650","30,888","18,270","16,667","33,876","27,599","43,952","16,006","26,399","22,774","25,033","15,181","20,740"
2021년02월_남_0~9세,"66,530","9,202","10,462","11,943","5,158","6,674","1,190",547,558,"1,292",900,"1,751","1,000",858,"1,962","1,753","4,106",703,"1,909","1,392","1,598",799,773
2021년02월_남_10~19세,"86,371","12,442","13,668","15,703","4,924","8,203","1,569","1,024",946,"2,031","1,315","2,944","1,455","1,289","2,690","2,347","4,774","1,075","2,165","1,725","1,879","1,148","1,055"
2021년02월_남_20~29세,"111,414","14,575","19,118","20,347","6,585","11,633","2,847","1,249","1,039","2,431","1,670","3,673","1,726","1,605","3,114","2,943","4,832","1,470","2,758","2,482","2,186","1,484","1,647"
2021년02월_남_30~39세,"97,106","13,004","16,513","16,988","7,583","9,820","1,919",919,880,"1,984","1,321","2,365","1,433","1,223","2,614","2,548","5,361","1,113","2,478","1,957","2,155","1,223","1,705"
2021년02월_남_40~49세,"138,583","19,151","22,151","21,321","9,270","12,187","3,020","1,670","1,557","3,648","2,362","4,252","2,263","2,088","4,504","4,384","7,316","2,050","3,652","3,136","3,617","2,091","2,893"
2021년02월_남_50~59세,"168,307","18,241","25,489","24,865","9,448","15,917","4,498","2,698","2,537","5,666","3,723","6,167","3,417","3,023","6,388","5,389","7,099","3,192","4,729","4,266","4,493","2,783","4,279"
2021년02월_남_60~69세,"138,566","13,888","20,376","17,480","8,298","9,052","4,344","2,656","2,344","6,361","3,873","5,032","3,326","3,127","6,211","4,187","5,520","3,115","4,272","3,870","4,307","2,703","4,224"
2021년02월_남_70~79세,"84,582","7,805","11,262","8,551","5,040","3,666","2,821","1,810","1,630","4,965","2,829","3,100","2,303","2,244","4,354","2,671","3,549","2,140","3,083","2,612","3,272","2,010","2,865"
2021년02월_남_80~89세,"35,010","2,436","3,625","3,354","2,008","1,488","1,277","1,001",822,"2,349","1,494","1,452","1,213","1,101","1,877","1,265","1,290","1,031","1,240","1,206","1,413",870,"1,198"
2021년02월_남_90~99세,"3,297",212,298,320,217,133,139,98,81,271,156,149,130,104,161,104,99,115,110,124,110,70,96
2021년02월_남_100세 이상,123,16,17,8,11,5,3,3,3,6,7,3,4,5,1,8,6,2,3,4,3,0,5
2021년02월_여_총인구수,"919,906","111,837","137,234","141,456","57,806","72,238","22,918","14,277","13,108","32,810","20,655","31,590","19,258","17,820","34,713","26,053","43,618","15,893","26,545","21,658","24,724","15,528","18,167"
2021년02월_여_연령구간인구수,"919,906","111,837","137,234","141,456","57,806","72,238","22,918","14,277","13,108","32,810","20,655","31,590","19,258","17,820","34,713","26,053","43,618","15,893","26,545","21,658","24,724","15,528","18,167"
2021년02월_여_0~9세,"64,119","8,635","10,191","11,372","4,970","6,486","1,180",522,570,"1,316",809,"1,688",968,864,"1,947","1,734","3,875",643,"1,842","1,353","1,522",866,766
2021년02월_여_10~19세,"80,034","11,830","12,615","14,387","4,621","7,646","1,433",894,860,"1,759","1,262","2,734","1,303","1,214","2,531","2,065","4,615",942,"1,986","1,549","1,736","1,073",979
2021년02월_여_20~29세,"87,844","12,422","14,547","17,015","5,825","8,317","1,950","1,039",885,"1,699","1,266","3,086","1,315","1,244","2,397","2,120","4,130",994,"2,168","1,717","1,554","1,072","1,082"
2021년02월_여_30~39세,"87,360","12,194","14,247","16,123","6,967","8,495","1,787",801,770,"1,651","1,137","2,316","1,273","1,165","2,353","2,151","5,169",966,"2,327","1,693","1,782","1,009",984
2021년02월_여_40~49세,"120,858","18,020","19,775","22,009","7,446","11,511","2,204","1,335","1,304","2,671","1,782","3,957","1,840","1,677","3,522","3,031","6,584","1,413","2,852","2,377","2,590","1,524","1,434"
2021년02월_여_50~59세,"145,359","18,043","23,051","24,362","7,870","13,211","3,700","2,192","2,027","4,486","2,947","5,106","2,859","2,593","5,155","4,059","5,862","2,279","3,811","3,209","3,553","2,235","2,749"
2021년02월_여_60~69세,"136,487","15,253","20,781","17,409","8,064","8,144","4,049","2,417","2,409","6,461","3,796","4,550","3,328","3,135","6,258","3,961","5,492","2,857","4,232","3,472","4,338","2,638","3,443"
2021년02월_여_70~79세,"108,033","9,834","13,400","10,509","6,511","4,564","3,488","2,427","2,261","6,524","3,791","4,331","3,139","2,971","5,639","3,654","4,344","2,968","4,063","3,299","4,129","2,696","3,491"
2021년02월_여_80~89세,"75,893","4,779","7,173","6,907","4,674","3,211","2,629","2,209","1,699","5,218","3,255","3,281","2,697","2,489","4,178","2,806","2,985","2,425","2,789","2,560","3,032","2,087","2,810"
2021년02월_여_90~99세,"13,146",761,"1,364","1,295",802,633,465,429,302,981,576,507,515,441,688,444,533,380,443,395,465,310,417
2021년02월_여_100세 이상,773,66,90,68,56,20,33,12,21,44,34,34,21,27,45,28,29,26,32,34,23,18,12
2021년03월_계_총인구수,"1,844,811","221,463","279,844","282,104","116,113","150,779","46,541","27,888","25,437","63,572","40,169","62,289","37,266","34,327","68,291","53,469","87,870","31,711","52,663","44,129","49,673","30,494","38,719"
2021년03월_계_연령구간인구수,"1,844,811","221,463","279,844","282,104","116,113","150,779","46,541","27,888","25,437","63,572","40,169","62,289","37,266","34,327","68,291","53,469","87,870","31,711","52,663","44,129","49,673","30,494","38,719"
2021년03월_계_0~9세,"129,808","17,614","20,533","23,222","10,101","13,109","2,341","1,055","1,117","2,577","1,693","3,412","1,951","1,695","3,876","3,425","8,046","1,320","3,723","2,711","3,099","1,648","1,540"
2021년03월_계_10~19세,"165,694","24,145","26,151","29,949","9,574","15,784","2,984","1,906","1,792","3,770","2,551","5,638","2,730","2,489","5,174","4,406","9,383","2,071","4,137","3,248","3,597","2,199","2,016"
2021년03월_계_20~29세,"198,940","26,899","33,621","37,372","12,429","19,947","4,773","2,260","1,910","4,084","2,911","6,723","3,027","2,840","5,510","5,065","9,039","2,440","4,920","4,166","3,760","2,538","2,706"
2021년03월_계_30~39세,"183,333","24,876","30,590","33,056","14,516","18,240","3,684","1,698","1,637","3,594","2,436","4,627","2,661","2,358","4,916","4,653","10,651","2,019","4,775","3,592","3,910","2,191","2,653"
2021년03월_계_40~49세,"258,097","36,915","41,810","43,190","16,637","23,558","5,246","2,994","2,835","6,246","4,125","8,162","4,022","3,707","7,974","7,382","13,938","3,411","6,447","5,469","6,163","3,578","4,288"
2021년03월_계_50~59세,"312,636","36,053","48,447","49,207","17,294","29,132","8,189","4,889","4,542","10,086","6,646","11,225","6,230","5,603","11,454","9,416","12,952","5,422","8,448","7,428","8,039","4,979","6,955"
2021년03월_계_60~69세,"275,866","29,125","41,311","35,064","16,328","17,288","8,493","5,093","4,775","12,850","7,668","9,650","6,633","6,279","12,485","8,177","11,098","5,987","8,500","7,355","8,652","5,345","7,710"
2021년03월_계_70~79세,"191,873","17,589","24,745","19,026","11,459","8,239","6,305","4,215","3,875","11,409","6,579","7,398","5,419","5,178","9,943","6,284","7,839","5,062","7,092","5,865","7,384","4,666","6,302"
2021년03월_계_80~89세,"111,394","7,252","10,848","10,331","6,725","4,697","3,901","3,224","2,546","7,639","4,780","4,769","3,930","3,586","6,078","4,076","4,283","3,459","4,050","3,759","4,468","2,961","4,032"
2021년03월_계_90~99세,"16,503",959,"1,686","1,614","1,018",770,599,537,389,"1,268",749,656,641,564,841,560,617,502,548,519,584,376,506
2021년03월_계_100세 이상,667,36,102,73,32,15,26,17,19,49,31,29,22,28,40,25,24,18,23,17,17,13,11
2021년03월_남_총인구수,"927,884","110,341","142,785","140,755","58,516","78,670","23,599","13,648","12,376","30,898","19,585","30,820","18,134","16,605","33,755","27,581","44,133","15,939","26,333","22,652","24,995","15,100","20,664"
2021년03월_남_연령구간인구수,"927,884","110,341","142,785","140,755","58,516","78,670","23,599","13,648","12,376","30,898","19,585","30,820","18,134","16,605","33,755","27,581","44,133","15,939","26,333","22,652","24,995","15,100","20,664"
2021년03월_남_0~9세,"66,099","9,082","10,383","11,889","5,148","6,652","1,170",536,552,"1,281",889,"1,739",980,843,"1,950","1,729","4,150",693,"1,901","1,369","1,588",796,779
2021년03월_남_10~19세,"86,006","12,391","13,627","15,615","4,954","8,177","1,556","1,013",933,"2,021","1,303","2,918","1,448","1,280","2,663","2,335","4,764","1,102","2,160","1,721","1,868","1,116","1,041"
2021년03월_남_20~29세,"111,245","14,552","19,076","20,349","6,585","11,620","2,830","1,241","1,037","2,389","1,662","3,674","1,715","1,595","3,106","2,958","4,841","1,456","2,775","2,463","2,202","1,493","1,626"
2021년03월_남_30~39세,"96,542","12,863","16,412","16,946","7,577","9,789","1,902",902,881,"1,958","1,308","2,338","1,408","1,215","2,591","2,529","5,421","1,080","2,470","1,919","2,142","1,191","1,700"
2021년03월_남_40~49세,"137,910","19,002","22,106","21,272","9,237","12,113","3,021","1,659","1,537","3,613","2,355","4,227","2,225","2,066","4,475","4,377","7,337","2,022","3,628","3,109","3,580","2,077","2,872"
2021년03월_남_50~59세,"167,901","18,140","25,434","24,847","9,445","15,918","4,489","2,705","2,527","5,642","3,709","6,131","3,395","3,019","6,351","5,387","7,115","3,177","4,692","4,254","4,505","2,781","4,238"
2021년03월_남_60~69세,"139,161","13,867","20,449","17,565","8,301","9,104","4,397","2,674","2,363","6,384","3,873","5,075","3,315","3,140","6,244","4,221","5,584","3,131","4,298","3,894","4,311","2,711","4,260"
2021년03월_남_70~79세,"84,444","7,789","11,325","8,568","5,018","3,674","2,821","1,809","1,628","4,943","2,813","3,098","2,304","2,235","4,334","2,671","3,522","2,131","3,055","2,593","3,266","1,998","2,849"
2021년03월_남_80~89세,"35,212","2,441","3,657","3,381","2,032","1,488","1,277","1,004",836,"2,383","1,509","1,466","1,216","1,105","1,888","1,265","1,299","1,029","1,244","1,203","1,419",868,"1,202"
2021년03월_남_90~99세,"3,282",208,299,316,214,133,136,101,80,278,158,151,125,102,153,105,97,116,110,126,112,69,93
2021년03월_남_100세 이상,82,6,17,7,5,2,0,4,2,6,6,3,3,5,0,4,3,2,0,1,2,0,4
2021년03월_여_총인구수,"916,927","111,122","137,059","141,349","57,597","72,109","22,942","14,240","13,061","32,674","20,584","31,469","19,132","17,722","34,536","25,888","43,737","15,772","26,330","21,477","24,678","15,394","18,055"
2021년03월_여_연령구간인구수,"916,927","111,122","137,059","141,349","57,597","72,109","22,942","14,240","13,061","32,674","20,584","31,469","19,132","17,722","34,536","25,888","43,737","15,772","26,330","21,477","24,678","15,394","18,055"
2021년03월_여_0~9세,"63,709","8,532","10,150","11,333","4,953","6,457","1,171",519,565,"1,296",804,"1,673",971,852,"1,926","1,696","3,896",627,"1,822","1,342","1,511",852,761
2021년03월_여_10~19세,"79,688","11,754","12,524","14,334","4,620","7,607","1,428",893,859,"1,749","1,248","2,720","1,282","1,209","2,511","2,071","4,619",969,"1,977","1,527","1,729","1,083",975
2021년03월_여_20~29세,"87,695","12,347","14,545","17,023","5,844","8,327","1,943","1,019",873,"1,695","1,249","3,049","1,312","1,245","2,404","2,107","4,198",984,"2,145","1,703","1,558","1,045","1,080"
2021년03월_여_30~39세,"86,791","12,013","14,178","16,110","6,939","8,451","1,782",796,756,"1,636","1,128","2,289","1,253","1,143","2,325","2,124","5,230",939,"2,305","1,673","1,768","1,000",953
2021년03월_여_40~49세,"120,187","17,913","19,704","21,918","7,400","11,445","2,225","1,335","1,298","2,633","1,770","3,935","1,797","1,641","3,499","3,005","6,601","1,389","2,819","2,360","2,583","1,501","1,416"
2021년03월_여_50~59세,"144,735","17,913","23,013","24,360","7,849","13,214","3,700","2,184","2,015","4,444","2,937","5,094","2,835","2,584","5,103","4,029","5,837","2,245","3,756","3,174","3,534","2,198","2,717"
2021년03월_여_60~69세,"136,705","15,258","20,862","17,499","8,027","8,184","4,096","2,419","2,412","6,466","3,795","4,575","3,318","3,139","6,241","3,956","5,514","2,856","4,202","3,461","4,341","2,634","3,450"
2021년03월_여_70~79세,"107,429","9,800","13,420","10,458","6,441","4,565","3,484","2,406","2,247","6,466","3,766","4,300","3,115","2,943","5,609","3,613","4,317","2,931","4,037","3,272","4,118","2,668","3,453"
2021년03월_여_80~89세,"76,182","4,811","7,191","6,950","4,693","3,209","2,624","2,220","1,710","5,256","3,271","3,303","2,714","2,481","4,190","2,811","2,984","2,430","2,806","2,556","3,049","2,093","2,830"
2021년03월_여_90~99세,"13,221",751,"1,387","1,298",804,637,463,436,309,990,591,505,516,462,688,455,520,386,438,393,472,307,413
2021년03월_여_100세 이상,585,30,85,66,27,13,26,13,17,43,25,26,19,23,40,21,21,16,23,16,15,13,7
2021년04월_계_총인구수,"1,844,148","221,156","279,613","282,069","116,332","150,701","46,624","27,916","25,400","63,508","40,179","62,310","37,177","34,314","68,229","53,437","88,075","31,653","52,587","44,078","49,604","30,445","38,741"
2021년04월_계_연령구간인구수,"1,844,148","221,156","279,613","282,069","116,332","150,701","46,624","27,916","25,400","63,508","40,179","62,310","37,177","34,314","68,229","53,437","88,075","31,653","52,587","44,078","49,604","30,445","38,741"
2021년04월_계_0~9세,"129,089","17,460","20,399","23,144","10,106","13,049","2,331","1,047","1,105","2,563","1,672","3,408","1,930","1,687","3,845","3,393","8,019","1,308","3,689","2,691","3,074","1,637","1,532"
2021년04월_계_10~19세,"165,294","24,092","26,086","29,839","9,579","15,800","2,981","1,894","1,786","3,761","2,551","5,598","2,686","2,471","5,143","4,407","9,400","2,078","4,135","3,234","3,571","2,189","2,013"
2021년04월_계_20~29세,"198,752","26,896","33,572","37,330","12,438","19,885","4,770","2,276","1,904","4,063","2,922","6,736","3,022","2,842","5,499","5,050","9,062","2,422","4,894","4,169","3,770","2,532","2,698"
2021년04월_계_30~39세,"182,942","24,741","30,511","33,046","14,591","18,179","3,676","1,693","1,624","3,569","2,426","4,621","2,666","2,351","4,903","4,617","10,689","2,003","4,782","3,554","3,873","2,187","2,640"
2021년04월_계_40~49세,"257,603","36,878","41,702","43,113","16,630","23,507","5,269","2,990","2,818","6,210","4,117","8,133","3,998","3,699","7,950","7,375","13,988","3,394","6,397","5,446","6,153","3,550","4,286"
2021년04월_계_50~59세,"312,389","35,939","48,396","49,213","17,343","29,108","8,212","4,893","4,528","10,071","6,649","11,240","6,212","5,593","11,440","9,421","12,967","5,357","8,465","7,426","8,015","4,953","6,948"
2021년04월_계_60~69세,"277,277","29,269","41,507","35,253","16,364","17,417","8,534","5,114","4,812","12,906","7,690","9,714","6,650","6,321","12,534","8,227","11,176","6,050","8,517","7,395","8,678","5,395","7,754"
2021년04월_계_70~79세,"191,492","17,592","24,715","19,038","11,466","8,251","6,301","4,215","3,845","11,360","6,572","7,364","5,397","5,151","9,897","6,263","7,827","5,037","7,061","5,835","7,379","4,635","6,291"
2021년04월_계_80~89세,"112,032","7,281","10,923","10,405","6,755","4,707","3,923","3,235","2,570","7,689","4,799","4,802","3,945","3,602","6,118","4,103","4,304","3,487","4,075","3,789","4,482","2,978","4,060"
2021년04월_계_90~99세,"16,622",971,"1,700","1,615","1,029",781,601,543,389,"1,271",750,664,650,569,859,560,619,504,548,523,592,376,508
2021년04월_계_100세 이상,656,37,102,73,31,17,26,16,19,45,31,30,21,28,41,21,24,13,24,16,17,13,11
2021년04월_남_총인구수,"927,667","110,217","142,638","140,756","58,605","78,627","23,627","13,674","12,360","30,867","19,592","30,841","18,088","16,602","33,735","27,586","44,252","15,934","26,299","22,627","24,960","15,101","20,679"
2021년04월_남_연령구간인구수,"927,667","110,217","142,638","140,756","58,605","78,627","23,627","13,674","12,360","30,867","19,592","30,841","18,088","16,602","33,735","27,586","44,252","15,934","26,299","22,627","24,960","15,101","20,679"
2021년04월_남_0~9세,"65,770","9,022","10,324","11,839","5,163","6,626","1,164",535,543,"1,274",878,"1,737",966,842,"1,942","1,710","4,139",687,"1,873","1,362","1,573",795,776
2021년04월_남_10~19세,"85,729","12,350","13,560","15,564","4,944","8,173","1,556","1,007",932,"2,019","1,301","2,903","1,424","1,268","2,651","2,334","4,754","1,103","2,169","1,710","1,856","1,116","1,035"
2021년04월_남_20~29세,"111,168","14,556","19,048","20,359","6,567","11,583","2,825","1,254","1,035","2,366","1,668","3,678","1,709","1,603","3,098","2,952","4,869","1,448","2,766","2,461","2,209","1,487","1,627"
