카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동,경상북도 구미시 산동읍,경상북도 구미시 공단동,경상북도 구미시 원평동
2020년09월_여_90~99세,926,122,125,33,29,30,53,25,26,36,18,15,51,14,60,26,24,10,6,8,4,6,8,47,21,65,19,45,,,
2020년09월_여_100세 이상,47,4,7,1,2,1,3,2,2,3,4,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1,,,
2020년10월_계_총인구수,"416,722","15,063","36,522","1,873","1,741","2,212","4,135","26,621","3,165","24,554","3,835","3,266","30,200","2,282","39,647","14,798","17,200","3,317","3,266","6,327","6,943","4,464","4,416","30,520","19,200","48,672","16,053","46,430",,,
2020년10월_계_연령구간인구수,"416,722","15,063","36,522","1,873","1,741","2,212","4,135","26,621","3,165","24,554","3,835","3,266","30,200","2,282","39,647","14,798","17,200","3,317","3,266","6,327","6,943","4,464","4,416","30,520","19,200","48,672","16,053","46,430",,,
2020년10월_계_0~9세,"41,714",893,"3,304",40,17,38,67,"5,667",76,"1,830",70,89,"2,456",83,"3,955","1,091",907,140,287,709,998,632,345,"2,790","2,258","4,996",945,"7,031",,,
2020년10월_계_10~19세,"45,204","1,169","3,870",58,62,122,155,"2,173",208,"2,545",108,152,"3,555",131,"5,108","1,700","2,005",181,233,474,634,214,342,"3,783","2,578","6,024","1,105","6,515",,,
2020년10월_계_20~29세,"56,661","1,507","4,679",109,98,147,298,"2,653",254,"3,485",516,331,"4,070",243,"5,236","2,017","2,778",601,430,969,930,693,653,"4,615","2,460","7,040","4,129","5,720",,,
2020년10월_계_30~39세,"65,998","1,329","4,409",92,80,102,220,"8,111",181,"3,391",533,279,"3,622",165,"5,189","1,710","1,687",496,544,"1,353","1,494","1,113",719,"4,238","3,035","8,832","4,152","8,922",,,
2020년10월_계_40~49세,"73,395","1,991","5,762",135,143,196,446,"4,247",380,"3,963",705,362,"5,105",294,"7,564","2,498","2,791",457,457,989,"1,153",704,775,"6,109","3,939","9,521","2,693","10,016",,,
2020년10월_계_50~59세,"69,766","2,995","7,729",359,333,394,822,"2,055",636,"4,538",852,676,"6,059",495,"7,128","3,027","3,929",652,635,"1,139","1,080",654,791,"5,827","3,146","6,911","1,726","5,178",,,
2020년10월_계_60~69세,"38,845","2,643","4,059",474,424,503,900,990,627,"3,242",648,750,"3,555",508,"3,668","1,803","2,172",459,400,454,486,351,479,"2,034","1,181","3,356",844,"1,835",,,
2020년10월_계_70~79세,"15,981","1,441","1,617",305,294,397,678,407,461,"1,143",288,435,"1,175",239,"1,226",656,664,245,176,165,118,78,226,738,395,"1,330",308,776,,,
2020년10월_계_80~89세,"7,959",941,933,256,249,272,479,278,307,373,91,170,539,109,504,270,232,74,91,65,45,18,73,328,182,577,124,379,,,
2020년10월_계_90~99세,"1,147",149,152,45,39,39,66,38,33,40,21,21,63,14,68,26,32,12,10,10,5,6,13,56,25,83,25,56,,,
2020년10월_계_100세 이상,52,5,8,0,2,2,4,2,2,4,3,1,1,1,1,0,3,0,3,0,0,1,0,2,1,2,2,2,,,
2020년10월_남_총인구수,"213,931","7,439","18,546",929,892,"1,131","2,144","13,908","1,621","12,138","2,118","1,678","14,831","1,180","20,159","7,319","8,663","1,845","1,781","3,428","3,558","2,468","2,372","15,920","10,030","25,101","8,598","24,134",,,
2020년10월_남_연령구간인구수,"213,931","7,439","18,546",929,892,"1,131","2,144","13,908","1,621","12,138","2,118","1,678","14,831","1,180","20,159","7,319","8,663","1,845","1,781","3,428","3,558","2,468","2,372","15,920","10,030","25,101","8,598","24,134",,,
2020년10월_남_0~9세,"21,565",448,"1,722",18,10,17,34,"2,880",49,897,34,49,"1,290",39,"2,028",572,491,69,159,380,498,341,188,"1,417","1,163","2,688",483,"3,601",,,
2020년10월_남_10~19세,"23,567",585,"2,087",30,27,77,80,"1,128",116,"1,301",50,85,"1,767",67,"2,685",905,"1,088",89,129,237,314,106,170,"1,973","1,389","3,143",564,"3,375",,,
2020년10월_남_20~29세,"31,346",894,"2,716",68,66,91,178,"1,256",136,"1,903",287,200,"2,299",144,"2,907","1,137","1,598",369,243,535,491,401,374,"2,641","1,393","3,765","2,046","3,208",,,
2020년10월_남_30~39세,"35,151",701,"2,251",56,54,69,142,"4,352",103,"1,823",290,180,"1,824",101,"2,568",860,895,331,330,801,820,650,431,"2,282","1,576","4,659","2,465","4,537",,,
2020년10월_남_40~49세,"37,118","1,023","2,714",85,94,119,287,"2,368",220,"1,869",415,207,"2,359",162,"3,728","1,128","1,241",273,255,528,596,418,432,"2,975","1,950","4,908","1,515","5,249",,,
2020년10월_남_50~59세,"35,587","1,482","3,874",201,183,240,486,"1,117",350,"2,138",501,354,"2,834",263,"3,564","1,430","1,870",355,340,592,529,342,390,"3,134","1,704","3,553",940,"2,821",,,
2020년10월_남_60~69세,"19,888","1,363","2,178",247,232,246,477,529,326,"1,543",366,365,"1,766",257,"1,942",894,"1,111",226,217,245,244,171,241,"1,073",636,"1,680",406,907,,,
2020년10월_남_70~79세,"7,004",640,689,133,140,174,274,186,212,534,142,181,502,111,565,307,293,102,71,89,56,34,114,316,159,533,137,310,,,
2020년10월_남_80~89세,"2,483",280,288,80,76,87,170,78,103,127,31,51,177,36,163,85,70,30,33,19,9,5,28,96,56,155,37,113,,,
2020년10월_남_90~99세,215,22,26,11,10,10,15,14,6,2,2,6,13,0,9,1,6,1,4,2,1,0,4,12,4,17,5,12,,,
2020년10월_남_100세 이상,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,
2020년10월_여_총인구수,"202,791","7,624","17,976",944,849,"1,081","1,991","12,713","1,544","12,416","1,717","1,588","15,369","1,102","19,488","7,479","8,537","1,472","1,485","2,899","3,385","1,996","2,044","14,600","9,170","23,571","7,455","22,296",,,
2020년10월_여_연령구간인구수,"202,791","7,624","17,976",944,849,"1,081","1,991","12,713","1,544","12,416","1,717","1,588","15,369","1,102","19,488","7,479","8,537","1,472","1,485","2,899","3,385","1,996","2,044","14,600","9,170","23,571","7,455","22,296",,,
2020년10월_여_0~9세,"20,149",445,"1,582",22,7,21,33,"2,787",27,933,36,40,"1,166",44,"1,927",519,416,71,128,329,500,291,157,"1,373","1,095","2,308",462,"3,430",,,
2020년10월_여_10~19세,"21,637",584,"1,783",28,35,45,75,"1,045",92,"1,244",58,67,"1,788",64,"2,423",795,917,92,104,237,320,108,172,"1,810","1,189","2,881",541,"3,140",,,
2020년10월_여_20~29세,"25,315",613,"1,963",41,32,56,120,"1,397",118,"1,582",229,131,"1,771",99,"2,329",880,"1,180",232,187,434,439,292,279,"1,974","1,067","3,275","2,083","2,512",,,
2020년10월_여_30~39세,"30,847",628,"2,158",36,26,33,78,"3,759",78,"1,568",243,99,"1,798",64,"2,621",850,792,165,214,552,674,463,288,"1,956","1,459","4,173","1,687","4,385",,,
2020년10월_여_40~49세,"36,277",968,"3,048",50,49,77,159,"1,879",160,"2,094",290,155,"2,746",132,"3,836","1,370","1,550",184,202,461,557,286,343,"3,134","1,989","4,613","1,178","4,767",,,
2020년10월_여_50~59세,"34,179","1,513","3,855",158,150,154,336,938,286,"2,400",351,322,"3,225",232,"3,564","1,597","2,059",297,295,547,551,312,401,"2,693","1,442","3,358",786,"2,357",,,
2020년10월_여_60~69세,"18,957","1,280","1,881",227,192,257,423,461,301,"1,699",282,385,"1,789",251,"1,726",909,"1,061",233,183,209,242,180,238,961,545,"1,676",438,928,,,
2020년10월_여_70~79세,"8,977",801,928,172,154,223,404,221,249,609,146,254,673,128,661,349,371,143,105,76,62,44,112,422,236,797,171,466,,,
2020년10월_여_80~89세,"5,476",661,645,176,173,185,309,200,204,246,60,119,362,73,341,185,162,44,58,46,36,13,45,232,126,422,87,266,,,
2020년10월_여_90~99세,932,127,126,34,29,29,51,24,27,38,19,15,50,14,59,25,26,11,6,8,4,6,9,44,21,66,20,44,,,
2020년10월_여_100세 이상,45,4,7,0,2,1,3,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1,,,
2020년11월_계_총인구수,"416,279","15,038","36,493","1,876","1,736","2,208","4,127","26,673","3,167","24,461","3,804","3,229","30,071","2,273","39,633","14,706","17,126","3,309","3,269","6,313","6,956","4,431","4,388","30,867","19,061","48,635","16,056","46,373",,,
2020년11월_계_연령구간인구수,"416,279","15,038","36,493","1,876","1,736","2,208","4,127","26,673","3,167","24,461","3,804","3,229","30,071","2,273","39,633","14,706","17,126","3,309","3,269","6,313","6,956","4,431","4,388","30,867","19,061","48,635","16,056","46,373",,,
2020년11월_계_0~9세,"41,515",886,"3,308",42,16,40,68,"5,653",75,"1,824",73,87,"2,431",81,"3,931","1,080",886,144,288,705,999,621,333,"2,832","2,233","4,950",935,"6,994",,,
2020년11월_계_10~19세,"45,069","1,167","3,853",59,59,115,155,"2,204",204,"2,521",104,146,"3,533",128,"5,121","1,660","1,983",174,232,475,625,218,343,"3,801","2,547","6,036","1,092","6,514",,,
2020년11월_계_20~29세,"56,581","1,492","4,656",106,99,148,299,"2,642",253,"3,453",505,322,"4,016",240,"5,241","2,029","2,773",609,431,966,937,680,655,"4,675","2,448","7,037","4,140","5,729",,,
2020년11월_계_30~39세,"65,766","1,331","4,389",94,77,102,216,"8,090",179,"3,382",530,282,"3,593",167,"5,151","1,707","1,661",499,547,"1,340","1,493","1,105",706,"4,350","2,994","8,799","4,147","8,835",,,
2020년11월_계_40~49세,"73,244","1,971","5,738",137,146,190,441,"4,287",380,"3,944",698,356,"5,071",292,"7,529","2,454","2,779",448,450,995,"1,158",708,769,"6,130","3,914","9,512","2,703","10,044",,,
2020년11월_계_50~59세,"69,826","2,989","7,745",363,337,398,823,"2,073",638,"4,504",842,666,"6,045",493,"7,164","3,016","3,922",639,639,"1,136","1,085",647,798,"5,887","3,136","6,923","1,723","5,195",,,
2020년11월_계_60~69세,"39,110","2,659","4,092",474,424,504,902,999,631,"3,269",647,744,"3,589",509,"3,691","1,807","2,188",465,401,454,490,347,478,"2,064","1,188","3,395",853,"1,846",,,
2020년11월_계_70~79세,"15,989","1,446","1,615",304,286,395,674,404,464,"1,145",287,434,"1,186",240,"1,230",659,667,247,177,167,118,79,221,738,395,"1,319",312,780,,,
2020년11월_계_80~89세,"7,973",941,940,254,251,275,478,279,306,374,93,170,542,108,503,268,233,73,90,65,46,19,74,330,180,576,125,380,,,
2020년11월_계_90~99세,"1,152",150,149,43,39,39,66,40,35,41,22,21,64,14,71,26,31,11,11,10,5,6,11,58,25,86,24,54,,,
2020년11월_계_100세 이상,54,6,8,0,2,2,5,2,2,4,3,1,1,1,1,0,3,0,3,0,0,1,0,2,1,2,2,2,,,
2020년11월_남_총인구수,"213,634","7,430","18,513",930,887,"1,132","2,143","13,921","1,624","12,078","2,091","1,669","14,754","1,174","20,147","7,277","8,627","1,839","1,782","3,419","3,554","2,447","2,357","16,106","9,945","25,102","8,586","24,100",,,
2020년11월_남_연령구간인구수,"213,634","7,430","18,513",930,887,"1,132","2,143","13,921","1,624","12,078","2,091","1,669","14,754","1,174","20,147","7,277","8,627","1,839","1,782","3,419","3,554","2,447","2,357","16,106","9,945","25,102","8,586","24,100",,,
2020년11월_남_0~9세,"21,409",446,"1,722",19,9,18,35,"2,873",48,899,34,50,"1,282",36,"2,003",566,475,73,158,373,494,336,182,"1,430","1,147","2,653",476,"3,572",,,
2020년11월_남_10~19세,"23,514",585,"2,076",30,24,70,80,"1,143",114,"1,288",47,83,"1,748",66,"2,700",883,"1,080",87,129,237,308,109,169,"1,983","1,377","3,157",554,"3,387",,,
2020년11월_남_20~29세,"31,296",890,"2,703",66,69,92,178,"1,249",136,"1,882",280,195,"2,272",143,"2,909","1,145","1,593",371,241,538,499,393,380,"2,673","1,373","3,765","2,055","3,206",,,
2020년11월_남_30~39세,"35,017",700,"2,236",56,52,71,140,"4,327",102,"1,810",285,186,"1,817",101,"2,548",858,889,329,335,786,817,641,420,"2,354","1,555","4,658","2,455","4,489",,,
2020년11월_남_40~49세,"37,042","1,014","2,694",88,96,119,283,"2,395",221,"1,862",408,205,"2,345",161,"3,700","1,104","1,240",269,250,537,595,422,430,"2,985","1,940","4,897","1,514","5,268",,,
2020년11월_남_50~59세,"35,606","1,479","3,891",202,183,240,488,"1,128",353,"2,116",492,349,"2,813",262,"3,581","1,432","1,861",349,344,595,529,335,395,"3,162","1,696","3,559",942,"2,830",,,
2020년11월_남_60~69세,"20,037","1,369","2,189",247,232,249,481,530,327,"1,555",367,362,"1,779",258,"1,970",893,"1,118",228,217,242,246,171,242,"1,089",639,"1,713",409,915,,,
2020년11월_남_70~79세,"7,007",645,692,132,138,174,271,184,214,534,142,182,506,111,564,312,294,103,71,90,55,34,108,319,157,529,139,307,,,
2020년11월_남_80~89세,"2,489",280,285,79,75,88,171,79,103,128,34,52,179,36,163,83,71,29,33,19,10,6,27,98,57,153,37,114,,,
2020년11월_남_90~99세,210,21,24,11,9,10,15,13,6,3,2,5,13,0,9,1,6,1,4,2,1,0,4,12,4,18,5,11,,,
2020년11월_남_100세 이상,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,
2020년11월_여_총인구수,"202,645","7,608","17,980",946,849,"1,076","1,984","12,752","1,543","12,383","1,713","1,560","15,317","1,099","19,486","7,429","8,499","1,470","1,487","2,894","3,402","1,984","2,031","14,761","9,116","23,533","7,470","22,273",,,
2020년11월_여_연령구간인구수,"202,645","7,608","17,980",946,849,"1,076","1,984","12,752","1,543","12,383","1,713","1,560","15,317","1,099","19,486","7,429","8,499","1,470","1,487","2,894","3,402","1,984","2,031","14,761","9,116","23,533","7,470","22,273",,,
2020년11월_여_0~9세,"20,106",440,"1,586",23,7,22,33,"2,780",27,925,39,37,"1,149",45,"1,928",514,411,71,130,332,505,285,151,"1,402","1,086","2,297",459,"3,422",,,
2020년11월_여_10~19세,"21,555",582,"1,777",29,35,45,75,"1,061",90,"1,233",57,63,"1,785",62,"2,421",777,903,87,103,238,317,109,174,"1,818","1,170","2,879",538,"3,127",,,
2020년11월_여_20~29세,"25,285",602,"1,953",40,30,56,121,"1,393",117,"1,571",225,127,"1,744",97,"2,332",884,"1,180",238,190,428,438,287,275,"2,002","1,075","3,272","2,085","2,523",,,
2020년11월_여_30~39세,"30,749",631,"2,153",38,25,31,76,"3,763",77,"1,572",245,96,"1,776",66,"2,603",849,772,170,212,554,676,464,286,"1,996","1,439","4,141","1,692","4,346",,,
2020년11월_여_40~49세,"36,202",957,"3,044",49,50,71,158,"1,892",159,"2,082",290,151,"2,726",131,"3,829","1,350","1,539",179,200,458,563,286,339,"3,145","1,974","4,615","1,189","4,776",,,
2020년11월_여_50~59세,"34,220","1,510","3,854",161,154,158,335,945,285,"2,388",350,317,"3,232",231,"3,583","1,584","2,061",290,295,541,556,312,403,"2,725","1,440","3,364",781,"2,365",,,
2020년11월_여_60~69세,"19,073","1,290","1,903",227,192,255,421,469,304,"1,714",280,382,"1,810",251,"1,721",914,"1,070",237,184,212,244,176,236,975,549,"1,682",444,931,,,
2020년11월_여_70~79세,"8,982",801,923,172,148,221,403,220,250,611,145,252,680,129,666,347,373,144,106,77,63,45,113,419,238,790,173,473,,,
2020년11월_여_80~89세,"5,484",661,655,175,176,187,307,200,203,246,59,118,363,72,340,185,162,44,57,46,36,13,47,232,123,423,88,266,,,
2020년11월_여_90~99세,942,129,125,32,30,29,51,27,29,38,20,16,51,14,62,25,25,10,7,8,4,6,7,46,21,68,19,43,,,
2020년11월_여_100세 이상,47,5,7,0,2,1,4,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1,,,
2020년12월_계_총인구수,"416,328","15,001","36,487","1,873","1,729","2,225","4,133","26,619","3,183","24,429","3,778","3,216","30,006","2,239","39,544","14,681","17,039","3,307","3,262","6,325","6,988","4,458","4,386","31,015","19,003","48,598","16,329","46,475",,,
2020년12월_계_연령구간인구수,"416,328","15,001","36,487","1,873","1,729","2,225","4,133","26,619","3,183","24,429","3,778","3,216","30,006","2,239","39,544","14,681","17,039","3,307","3,262","6,325","6,988","4,458","4,386","31,015","19,003","48,598","16,329","46,475",,,
2020년12월_계_0~9세,"41,366",890,"3,306",44,14,45,69,"5,632",77,"1,816",70,86,"2,416",76,"3,904","1,087",864,146,283,704,"1,010",627,328,"2,845","2,211","4,891",940,"6,985",,,
2020년12월_계_10~19세,"44,917","1,161","3,846",63,58,116,150,"2,212",202,"2,495",100,145,"3,497",122,"5,104","1,648","1,961",171,228,479,622,217,343,"3,795","2,550","6,026","1,081","6,525",,,
2020년12월_계_20~29세,"56,651","1,465","4,653",101,100,151,300,"2,614",256,"3,448",485,326,"4,002",228,"5,202","2,017","2,768",603,435,968,939,679,652,"4,697","2,412","7,119","4,273","5,758",,,
2020년12월_계_30~39세,"65,718","1,328","4,387",91,80,107,217,"8,068",182,"3,399",528,274,"3,578",163,"5,118","1,690","1,636",500,543,"1,341","1,503","1,120",712,"4,370","2,996","8,709","4,270","8,808",,,
2020년12월_계_40~49세,"73,143","1,960","5,698",137,143,191,441,"4,315",387,"3,911",703,354,"5,048",284,"7,509","2,435","2,756",451,444,993,"1,170",711,764,"6,123","3,903","9,518","2,714","10,080",,,
2020년12월_계_50~59세,"69,803","2,988","7,747",365,331,399,823,"2,065",634,"4,495",836,653,"6,039",488,"7,143","3,014","3,904",635,639,"1,144","1,076",643,800,"5,936","3,123","6,940","1,729","5,214",,,
2020년12월_계_60~69세,"39,469","2,670","4,122",474,426,506,912,998,638,"3,292",646,748,"3,620",514,"3,742","1,834","2,210",466,408,454,496,355,481,"2,103","1,201","3,412",862,"1,879",,,
2020년12월_계_70~79세,"16,035","1,447","1,626",303,287,393,674,398,463,"1,146",292,432,"1,187",241,"1,241",658,673,249,177,167,123,81,218,746,399,"1,319",311,784,,,
2020년12월_계_80~89세,"8,019",936,946,253,251,276,482,276,306,381,92,177,553,108,506,272,233,75,92,65,44,18,77,340,182,574,122,382,,,
2020년12월_계_90~99세,"1,155",150,149,42,38,39,60,39,36,42,23,20,65,14,74,26,31,11,10,10,5,6,11,58,25,88,25,58,,,
2020년12월_계_100세 이상,52,6,7,0,1,2,5,2,2,4,3,1,1,1,1,0,3,0,3,0,0,1,0,2,1,2,2,2,,,
2020년12월_남_총인구수,"213,720","7,417","18,516",927,885,"1,145","2,152","13,883","1,637","12,058","2,083","1,661","14,737","1,155","20,089","7,256","8,583","1,833","1,777","3,438","3,573","2,459","2,352","16,164","9,906","25,100","8,790","24,144",,,
2020년12월_남_연령구간인구수,"213,720","7,417","18,516",927,885,"1,145","2,152","13,883","1,637","12,058","2,083","1,661","14,737","1,155","20,089","7,256","8,583","1,833","1,777","3,438","3,573","2,459","2,352","16,164","9,906","25,100","8,790","24,144",,,
2020년12월_남_0~9세,"21,312",450,"1,725",21,7,21,37,"2,866",50,894,34,49,"1,283",35,"1,984",568,460,73,157,374,501,336,176,"1,421","1,129","2,616",480,"3,565",,,
2020년12월_남_10~19세,"23,407",584,"2,071",31,24,73,77,"1,142",111,"1,274",47,82,"1,727",62,"2,691",879,"1,067",85,125,239,306,107,169,"1,983","1,378","3,150",545,"3,378",,,
2020년12월_남_20~29세,"31,393",872,"2,694",63,70,94,180,"1,230",142,"1,878",259,197,"2,268",138,"2,885","1,134","1,600",367,242,550,502,401,376,"2,689","1,360","3,827","2,150","3,225",,,
2020년12월_남_30~39세,"35,035",694,"2,243",52,54,73,141,"4,302",103,"1,816",291,183,"1,813",99,"2,540",841,881,325,338,784,823,647,433,"2,372","1,548","4,615","2,545","4,479",,,
2020년12월_남_40~49세,"36,976","1,013","2,682",88,94,118,283,"2,412",226,"1,848",412,205,"2,336",158,"3,677","1,103","1,219",271,244,538,599,421,424,"2,973","1,933","4,893","1,524","5,282",,,
2020년12월_남_50~59세,"35,613","1,481","3,888",203,179,240,487,"1,123",350,"2,117",488,341,"2,817",259,"3,574","1,428","1,856",347,344,599,523,334,395,"3,180","1,693","3,570",953,"2,844",,,
2020년12월_남_60~69세,"20,233","1,371","2,207",248,234,252,490,535,331,"1,559",372,363,"1,791",258,"1,994",905,"1,130",232,219,242,252,174,242,"1,111",648,"1,724",414,935,,,
2020년12월_남_70~79세,"7,033",650,695,132,140,173,270,184,215,538,145,181,505,109,572,315,293,102,71,90,56,34,106,320,155,533,140,309,,,
2020년12월_남_80~89세,"2,503",281,286,78,75,90,173,77,103,129,33,55,183,37,163,82,71,30,34,20,10,5,27,102,57,154,34,114,,,
2020년12월_남_90~99세,208,20,24,11,8,10,13,12,6,4,2,5,14,0,9,1,6,1,3,2,1,0,4,12,5,18,5,12,,,
2020년12월_남_100세 이상,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,
2020년12월_여_총인구수,"202,608","7,584","17,971",946,844,"1,080","1,981","12,736","1,546","12,371","1,695","1,555","15,269","1,084","19,455","7,425","8,456","1,474","1,485","2,887","3,415","1,999","2,034","14,851","9,097","23,498","7,539","22,331",,,
2020년12월_여_연령구간인구수,"202,608","7,584","17,971",946,844,"1,080","1,981","12,736","1,546","12,371","1,695","1,555","15,269","1,084","19,455","7,425","8,456","1,474","1,485","2,887","3,415","1,999","2,034","14,851","9,097","23,498","7,539","22,331",,,
2020년12월_여_0~9세,"20,054",440,"1,581",23,7,24,32,"2,766",27,922,36,37,"1,133",41,"1,920",519,404,73,126,330,509,291,152,"1,424","1,082","2,275",460,"3,420",,,
2020년12월_여_10~19세,"21,510",577,"1,775",32,34,43,73,"1,070",91,"1,221",53,63,"1,770",60,"2,413",769,894,86,103,240,316,110,174,"1,812","1,172","2,876",536,"3,147",,,
2020년12월_여_20~29세,"25,258",593,"1,959",38,30,57,120,"1,384",114,"1,570",226,129,"1,734",90,"2,317",883,"1,168",236,193,418,437,278,276,"2,008","1,052","3,292","2,123","2,533",,,
2020년12월_여_30~39세,"30,683",634,"2,144",39,26,34,76,"3,766",79,"1,583",237,91,"1,765",64,"2,578",849,755,175,205,557,680,473,279,"1,998","1,448","4,094","1,725","4,329",,,
2020년12월_여_40~49세,"36,167",947,"3,016",49,49,73,158,"1,903",161,"2,063",291,149,"2,712",126,"3,832","1,332","1,537",180,200,455,571,290,340,"3,150","1,970","4,625","1,190","4,798",,,
2020년12월_여_50~59세,"34,190","1,507","3,859",162,152,159,336,942,284,"2,378",348,312,"3,222",229,"3,569","1,586","2,048",288,295,545,553,309,405,"2,756","1,430","3,370",776,"2,370",,,
2020년12월_여_60~69세,"19,236","1,299","1,915",226,192,254,422,463,307,"1,733",274,385,"1,829",256,"1,748",929,"1,080",234,189,212,244,181,239,992,553,"1,688",448,944,,,
2020년12월_여_70~79세,"9,002",797,931,171,147,220,404,214,248,608,147,251,682,132,669,343,380,147,106,77,67,47,112,426,244,786,171,475,,,
2020년12월_여_80~89세,"5,516",655,660,175,176,186,309,199,203,252,59,122,370,71,343,190,162,45,58,45,34,13,50,238,125,420,88,268,,,
2020년12월_여_90~99세,947,130,125,31,30,29,47,27,30,38,21,15,51,14,65,25,25,10,7,8,4,6,7,46,20,70,20,46,,,
2020년12월_여_100세 이상,45,5,6,0,1,1,4,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1,,,
2021년01월_계_총인구수,"415,949","14,924","36,510","1,872","1,733","2,233","4,102",0,"3,195","24,443","3,766","3,192","29,895","2,225","39,526","14,638","16,964","3,325","3,269","13,315",0,0,"4,383","31,048","18,958","48,581","16,302","46,454","26,630","4,466",
2021년01월_계_연령구간인구수,"415,949","14,924","36,510","1,872","1,733","2,233","4,102",0,"3,195","24,443","3,766","3,192","29,895","2,225","39,526","14,638","16,964","3,325","3,269","13,315",0,0,"4,383","31,048","18,958","48,581","16,302","46,454","26,630","4,466",
2021년01월_계_0~9세,"41,017",888,"3,284",43,15,46,66,0,73,"1,807",66,82,"2,382",76,"3,852","1,083",847,149,289,"1,692",0,0,331,"2,833","2,190","4,826",933,"6,912","5,630",622,
2021년01월_계_10~19세,"44,863","1,148","3,871",63,58,117,149,0,210,"2,487",94,140,"3,487",121,"5,086","1,631","1,945",171,224,"1,119",0,0,347,"3,780","2,541","5,994","1,079","6,539","2,243",219,
2021년01월_계_20~29세,"56,508","1,450","4,638",105,103,157,289,0,252,"3,453",480,329,"3,955",222,"5,211","1,985","2,752",603,433,"1,876",0,0,639,"4,709","2,404","7,188","4,252","5,787","2,552",684,
2021년01월_계_30~39세,"65,378","1,306","4,354",88,79,104,213,0,184,"3,395",527,267,"3,543",157,"5,073","1,677","1,617",501,547,"2,853",0,0,705,"4,381","3,007","8,657","4,261","8,736","8,035","1,111",
2021년01월_계_40~49세,"73,053","1,950","5,692",134,143,192,424,0,391,"3,906",698,350,"5,029",280,"7,489","2,422","2,738",457,444,"2,168",0,0,760,"6,107","3,864","9,503","2,722","10,112","4,362",716,
2021년01월_계_50~59세,"69,826","2,958","7,738",360,335,399,826,0,630,"4,480",845,638,"6,019",492,"7,177","3,013","3,884",632,634,"2,225",0,0,806,"5,964","3,127","6,955","1,729","5,242","2,073",645,
2021년01월_계_60~69세,"39,919","2,691","4,194",481,426,509,916,0,637,"3,323",646,754,"3,657",512,"3,802","1,861","2,234",476,410,967,0,0,482,"2,127","1,215","3,463",860,"1,901","1,013",362,
2021년01월_계_70~79세,"16,090","1,441","1,630",303,282,384,669,0,471,"1,153",290,431,"1,202",239,"1,255",666,674,245,182,291,0,0,224,750,401,"1,325",319,778,402,83,
2021년01월_계_80~89세,"8,076",936,946,254,251,283,485,0,307,393,94,181,557,110,508,273,238,81,94,108,0,0,78,337,182,584,117,384,278,17,
2021년01월_계_90~99세,"1,167",150,156,41,40,40,61,0,38,42,23,19,63,15,72,27,32,10,9,16,0,0,11,58,26,84,28,60,40,6,
2021년01월_계_100세 이상,52,6,7,0,1,2,4,0,2,4,3,1,1,1,1,0,3,0,3,0,0,0,0,2,1,2,2,3,2,1,
2021년01월_남_총인구수,"213,567","7,370","18,502",927,890,"1,150","2,129",0,"1,644","12,061","2,085","1,653","14,686","1,150","20,104","7,245","8,540","1,842","1,779","7,012",0,0,"2,347","16,176","9,894","25,098","8,777","24,156","13,889","2,461",
2021년01월_남_연령구간인구수,"213,567","7,370","18,502",927,890,"1,150","2,129",0,"1,644","12,061","2,085","1,653","14,686","1,150","20,104","7,245","8,540","1,842","1,779","7,012",0,0,"2,347","16,176","9,894","25,098","8,777","24,156","13,889","2,461",
2021년01월_남_0~9세,"21,139",452,"1,718",21,8,22,34,0,49,894,33,45,"1,263",34,"1,965",567,454,75,159,864,0,0,177,"1,408","1,123","2,574",474,"3,530","2,862",334,
2021년01월_남_10~19세,"23,361",572,"2,080",30,24,74,75,0,115,"1,264",45,80,"1,724",61,"2,690",874,"1,057",87,123,557,0,0,169,"1,971","1,376","3,132",543,"3,375","1,157",106,
