카테고리,전라북도 장수군,전라북도 장수군 장수읍,전라북도 장수군 산서면,전라북도 장수군 번암면,전라북도 장수군 장계면,전라북도 장수군 천천면,전라북도 장수군 계남면,전라북도 장수군 계북면
2020년11월_남_80~89세,699,169,94,90,119,90,79,58
2020년11월_남_90~99세,64,14,15,4,8,9,5,9
2020년11월_남_100세 이상,4,1,0,0,1,0,2,0
2020년11월_여_총인구수,"11,093","3,751","1,060","1,148","2,183","1,059","1,100",792
2020년11월_여_연령구간인구수,"11,093","3,751","1,060","1,148","2,183","1,059","1,100",792
2020년11월_여_0~9세,556,271,31,24,127,27,40,36
2020년11월_여_10~19세,810,386,54,55,147,49,79,40
2020년11월_여_20~29세,728,293,50,69,158,48,71,39
2020년11월_여_30~39세,745,349,49,48,148,52,52,47
2020년11월_여_40~49세,"1,124",466,83,81,266,76,100,52
2020년11월_여_50~59세,"1,622",511,142,181,330,159,179,120
2020년11월_여_60~69세,"2,070",620,205,245,392,238,201,169
2020년11월_여_70~79세,"1,773",484,205,239,305,210,195,135
2020년11월_여_80~89세,"1,421",315,208,173,266,167,160,132
2020년11월_여_90~99세,226,54,32,31,36,30,21,22
2020년11월_여_100세 이상,18,2,1,2,8,3,2,0
2020년12월_계_총인구수,"22,085","7,406","2,089","2,318","4,429","2,107","2,160","1,576"
2020년12월_계_연령구간인구수,"22,085","7,406","2,089","2,318","4,429","2,107","2,160","1,576"
2020년12월_계_0~9세,"1,156",559,74,69,256,48,84,66
2020년12월_계_10~19세,"1,658",751,115,117,349,94,143,89
2020년12월_계_20~29세,"1,669",647,136,147,369,130,153,87
2020년12월_계_30~39세,"1,553",680,110,118,313,120,126,86
2020년12월_계_40~49세,"2,582","1,030",193,212,588,183,228,148
2020년12월_계_50~59세,"3,682","1,143",341,378,773,381,403,263
2020년12월_계_60~69세,"4,216","1,202",394,540,789,492,429,370
2020년12월_계_70~79세,"3,136",840,378,433,554,360,323,248
2020년12월_계_80~89세,"2,121",483,302,262,385,257,244,188
2020년12월_계_90~99세,291,67,45,40,44,39,25,31
2020년12월_계_100세 이상,21,4,1,2,9,3,2,0
2020년12월_남_총인구수,"11,000","3,650","1,036","1,171","2,240","1,050","1,064",789
2020년12월_남_연령구간인구수,"11,000","3,650","1,036","1,171","2,240","1,050","1,064",789
2020년12월_남_0~9세,599,287,43,45,126,23,45,30
2020년12월_남_10~19세,847,361,62,61,202,47,65,49
2020년12월_남_20~29세,938,350,86,79,213,77,85,48
2020년12월_남_30~39세,808,332,61,70,164,70,72,39
2020년12월_남_40~49세,"1,464",565,115,131,316,107,129,101
2020년12월_남_50~59세,"2,067",632,195,203,444,223,229,141
2020년12월_남_60~69세,"2,143",582,192,292,398,256,221,202
2020년12월_남_70~79세,"1,366",357,172,196,249,148,131,113
2020년12월_남_80~89세,697,169,94,88,119,89,81,57
2020년12월_남_90~99세,67,13,16,6,8,10,5,9
2020년12월_남_100세 이상,4,2,0,0,1,0,1,0
2020년12월_여_총인구수,"11,085","3,756","1,053","1,147","2,189","1,057","1,096",787
2020년12월_여_연령구간인구수,"11,085","3,756","1,053","1,147","2,189","1,057","1,096",787
2020년12월_여_0~9세,557,272,31,24,130,25,39,36
2020년12월_여_10~19세,811,390,53,56,147,47,78,40
2020년12월_여_20~29세,731,297,50,68,156,53,68,39
2020년12월_여_30~39세,745,348,49,48,149,50,54,47
2020년12월_여_40~49세,"1,118",465,78,81,272,76,99,47
2020년12월_여_50~59세,"1,615",511,146,175,329,158,174,122
2020년12월_여_60~69세,"2,073",620,202,248,391,236,208,168
2020년12월_여_70~79세,"1,770",483,206,237,305,212,192,135
2020년12월_여_80~89세,"1,424",314,208,174,266,168,163,131
2020년12월_여_90~99세,224,54,29,34,36,29,20,22
2020년12월_여_100세 이상,17,2,1,2,8,3,1,0
2021년01월_계_총인구수,"22,081","7,394","2,085","2,324","4,429","2,105","2,166","1,578"
2021년01월_계_연령구간인구수,"22,081","7,394","2,085","2,324","4,429","2,105","2,166","1,578"
2021년01월_계_0~9세,"1,147",551,73,70,254,48,85,66
2021년01월_계_10~19세,"1,654",745,116,119,350,94,144,86
2021년01월_계_20~29세,"1,649",638,131,147,369,127,149,88
2021년01월_계_30~39세,"1,555",679,111,117,311,121,131,85
2021년01월_계_40~49세,"2,568","1,030",193,214,580,182,223,146
2021년01월_계_50~59세,"3,680","1,139",339,378,772,377,407,268
2021년01월_계_60~69세,"4,238","1,208",394,540,797,498,431,370
2021년01월_계_70~79세,"3,131",841,379,432,554,359,323,243
2021년01월_계_80~89세,"2,141",489,304,264,387,256,246,195
2021년01월_계_90~99세,296,70,44,41,46,40,25,30
2021년01월_계_100세 이상,22,4,1,2,9,3,2,1
2021년01월_남_총인구수,"11,002","3,654","1,035","1,171","2,232","1,048","1,073",789
2021년01월_남_연령구간인구수,"11,002","3,654","1,035","1,171","2,232","1,048","1,073",789
2021년01월_남_0~9세,598,287,42,45,126,23,46,29
2021년01월_남_10~19세,849,361,64,63,202,46,67,46
2021년01월_남_20~29세,926,347,81,78,209,77,85,49
2021년01월_남_30~39세,808,332,64,70,160,71,74,37
2021년01월_남_40~49세,"1,449",561,115,131,309,107,126,100
2021년01월_남_50~59세,"2,067",636,192,203,442,218,231,145
2021년01월_남_60~69세,"2,164",585,195,290,408,259,224,203
2021년01월_남_70~79세,"1,365",358,173,196,248,148,132,110
2021년01월_남_80~89세,704,172,93,89,118,89,82,61
2021년01월_남_90~99세,68,13,16,6,9,10,5,9
2021년01월_남_100세 이상,4,2,0,0,1,0,1,0
2021년01월_여_총인구수,"11,079","3,740","1,050","1,153","2,197","1,057","1,093",789
2021년01월_여_연령구간인구수,"11,079","3,740","1,050","1,153","2,197","1,057","1,093",789
2021년01월_여_0~9세,549,264,31,25,128,25,39,37
2021년01월_여_10~19세,805,384,52,56,148,48,77,40
2021년01월_여_20~29세,723,291,50,69,160,50,64,39
2021년01월_여_30~39세,747,347,47,47,151,50,57,48
2021년01월_여_40~49세,"1,119",469,78,83,271,75,97,46
2021년01월_여_50~59세,"1,613",503,147,175,330,159,176,123
2021년01월_여_60~69세,"2,074",623,199,250,389,239,207,167
2021년01월_여_70~79세,"1,766",483,206,236,306,211,191,133
2021년01월_여_80~89세,"1,437",317,211,175,269,167,164,134
2021년01월_여_90~99세,228,57,28,35,37,30,20,21
2021년01월_여_100세 이상,18,2,1,2,8,3,1,1
2021년02월_계_총인구수,"22,035","7,377","2,080","2,312","4,423","2,109","2,157","1,577"
2021년02월_계_연령구간인구수,"22,035","7,377","2,080","2,312","4,423","2,109","2,157","1,577"
2021년02월_계_0~9세,"1,130",545,74,66,251,49,79,66
2021년02월_계_10~19세,"1,650",746,113,121,351,95,140,84
2021년02월_계_20~29세,"1,633",635,130,145,363,126,148,86
2021년02월_계_30~39세,"1,535",674,111,114,307,121,125,83
2021년02월_계_40~49세,"2,552","1,016",191,209,577,188,226,145
2021년02월_계_50~59세,"3,675","1,138",338,376,774,377,404,268
2021년02월_계_60~69세,"4,253","1,204",396,544,801,499,434,375
2021년02월_계_70~79세,"3,124",848,374,429,551,360,324,238
2021년02월_계_80~89세,"2,159",498,306,263,390,252,249,201
2021년02월_계_90~99세,301,69,46,43,49,39,26,29
2021년02월_계_100세 이상,23,4,1,2,9,3,2,2
2021년02월_남_총인구수,"10,987","3,644","1,033","1,167","2,239","1,048","1,070",786
2021년02월_남_연령구간인구수,"10,987","3,644","1,033","1,167","2,239","1,048","1,070",786
2021년02월_남_0~9세,592,281,43,42,130,24,44,28
2021년02월_남_10~19세,844,361,62,65,201,48,63,44
2021년02월_남_20~29세,925,346,80,76,212,77,86,48
2021년02월_남_30~39세,804,333,65,69,157,73,70,37
2021년02월_남_40~49세,"1,438",553,114,128,307,109,128,99
2021년02월_남_50~59세,"2,067",637,192,206,442,216,230,144
2021년02월_남_60~69세,"2,168",580,196,291,411,257,226,207
2021년02월_남_70~79세,"1,368",361,173,194,251,150,134,105
2021년02월_남_80~89세,706,176,90,89,118,85,83,65
2021년02월_남_90~99세,70,14,18,7,9,9,5,8
2021년02월_남_100세 이상,5,2,0,0,1,0,1,1
2021년02월_여_총인구수,"11,048","3,733","1,047","1,145","2,184","1,061","1,087",791
2021년02월_여_연령구간인구수,"11,048","3,733","1,047","1,145","2,184","1,061","1,087",791
2021년02월_여_0~9세,538,264,31,24,121,25,35,38
2021년02월_여_10~19세,806,385,51,56,150,47,77,40
2021년02월_여_20~29세,708,289,50,69,151,49,62,38
2021년02월_여_30~39세,731,341,46,45,150,48,55,46
2021년02월_여_40~49세,"1,114",463,77,81,270,79,98,46
2021년02월_여_50~59세,"1,608",501,146,170,332,161,174,124
2021년02월_여_60~69세,"2,085",624,200,253,390,242,208,168
2021년02월_여_70~79세,"1,756",487,201,235,300,210,190,133
2021년02월_여_80~89세,"1,453",322,216,174,272,167,166,136
2021년02월_여_90~99세,231,55,28,36,40,30,21,21
2021년02월_여_100세 이상,18,2,1,2,8,3,1,1
2021년03월_계_총인구수,"21,946","7,365","2,076","2,303","4,372","2,100","2,148","1,582"
2021년03월_계_연령구간인구수,"21,946","7,365","2,076","2,303","4,372","2,100","2,148","1,582"
2021년03월_계_0~9세,"1,122",545,68,67,247,50,78,67
2021년03월_계_10~19세,"1,641",741,113,120,347,96,141,83
2021년03월_계_20~29세,"1,625",637,130,140,366,123,145,84
2021년03월_계_30~39세,"1,509",666,114,114,297,119,117,82
2021년03월_계_40~49세,"2,532","1,018",189,207,559,184,225,150
2021년03월_계_50~59세,"3,649","1,136",337,373,763,371,404,265
2021년03월_계_60~69세,"4,284","1,209",398,547,806,505,438,381
2021년03월_계_70~79세,"3,108",848,375,423,544,358,324,236
2021년03월_계_80~89세,"2,166",498,305,268,393,252,249,201
2021년03월_계_90~99세,299,65,46,42,49,40,26,31
2021년03월_계_100세 이상,11,2,1,2,1,2,1,2
2021년03월_남_총인구수,"10,946","3,642","1,033","1,163","2,217","1,042","1,056",793
2021년03월_남_연령구간인구수,"10,946","3,642","1,033","1,163","2,217","1,042","1,056",793
2021년03월_남_0~9세,585,284,39,43,124,24,42,29
2021년03월_남_10~19세,830,353,61,65,198,48,63,42
2021년03월_남_20~29세,920,346,81,74,213,75,83,48
2021년03월_남_30~39세,787,331,65,68,149,73,63,38
2021년03월_남_40~49세,"1,436",555,115,128,302,108,126,102
2021년03월_남_50~59세,"2,056",635,191,205,439,212,231,143
2021년03월_남_60~69세,"2,186",585,199,293,413,258,226,212
2021년03월_남_70~79세,"1,365",363,172,192,249,149,134,106
2021년03월_남_80~89세,709,177,92,89,119,86,83,63
2021년03월_남_90~99세,70,12,18,6,11,9,5,9
2021년03월_남_100세 이상,2,1,0,0,0,0,0,1
2021년03월_여_총인구수,"11,000","3,723","1,043","1,140","2,155","1,058","1,092",789
2021년03월_여_연령구간인구수,"11,000","3,723","1,043","1,140","2,155","1,058","1,092",789
2021년03월_여_0~9세,537,261,29,24,123,26,36,38
2021년03월_여_10~19세,811,388,52,55,149,48,78,41
2021년03월_여_20~29세,705,291,49,66,153,48,62,36
2021년03월_여_30~39세,722,335,49,46,148,46,54,44
2021년03월_여_40~49세,"1,096",463,74,79,257,76,99,48
2021년03월_여_50~59세,"1,593",501,146,168,324,159,173,122
2021년03월_여_60~69세,"2,098",624,199,254,393,247,212,169
2021년03월_여_70~79세,"1,743",485,203,231,295,209,190,130
2021년03월_여_80~89세,"1,457",321,213,179,274,166,166,138
2021년03월_여_90~99세,229,53,28,36,38,31,21,22
2021년03월_여_100세 이상,9,1,1,2,1,2,1,1
2021년04월_계_총인구수,"21,910","7,343","2,079","2,306","4,373","2,088","2,149","1,572"
2021년04월_계_연령구간인구수,"21,910","7,343","2,079","2,306","4,373","2,088","2,149","1,572"
2021년04월_계_0~9세,"1,105",535,65,69,241,49,79,67
2021년04월_계_10~19세,"1,640",740,114,120,354,94,135,83
2021년04월_계_20~29세,"1,617",638,130,137,363,123,146,80
2021년04월_계_30~39세,"1,507",660,111,119,299,118,119,81
2021년04월_계_40~49세,"2,517","1,013",188,199,560,183,224,150
2021년04월_계_50~59세,"3,629","1,135",339,370,760,361,400,264
2021년04월_계_60~69세,"4,309","1,206",402,555,810,511,445,380
2021년04월_계_70~79세,"3,098",843,375,421,543,354,328,234
2021년04월_계_80~89세,"2,174",503,307,272,390,254,246,202
2021년04월_계_90~99세,303,68,47,42,52,39,26,29
2021년04월_계_100세 이상,11,2,1,2,1,2,1,2
2021년04월_남_총인구수,"10,935","3,634","1,038","1,164","2,218","1,033","1,058",790
2021년04월_남_연령구간인구수,"10,935","3,634","1,038","1,164","2,218","1,033","1,058",790
2021년04월_남_0~9세,578,282,36,44,121,23,43,29
2021년04월_남_10~19세,830,351,63,66,199,48,61,42
2021년04월_남_20~29세,916,350,81,73,211,73,82,46
2021년04월_남_30~39세,784,326,64,70,152,70,64,38
2021년04월_남_40~49세,"1,426",552,116,122,302,107,126,101
2021년04월_남_50~59세,"2,046",634,192,206,437,206,226,145
2021년04월_남_60~69세,"2,204",585,203,293,418,263,230,212
2021년04월_남_70~79세,"1,360",360,171,192,247,148,138,104
2021년04월_남_80~89세,718,181,93,92,120,86,83,63
2021년04월_남_90~99세,71,12,19,6,11,9,5,9
2021년04월_남_100세 이상,2,1,0,0,0,0,0,1
2021년04월_여_총인구수,"10,975","3,709","1,041","1,142","2,155","1,055","1,091",782
2021년04월_여_연령구간인구수,"10,975","3,709","1,041","1,142","2,155","1,055","1,091",782
2021년04월_여_0~9세,527,253,29,25,120,26,36,38
2021년04월_여_10~19세,810,389,51,54,155,46,74,41
2021년04월_여_20~29세,701,288,49,64,152,50,64,34
2021년04월_여_30~39세,723,334,47,49,147,48,55,43
2021년04월_여_40~49세,"1,091",461,72,77,258,76,98,49
2021년04월_여_50~59세,"1,583",501,147,164,323,155,174,119
2021년04월_여_60~69세,"2,105",621,199,262,392,248,215,168
2021년04월_여_70~79세,"1,738",483,204,229,296,206,190,130
2021년04월_여_80~89세,"1,456",322,214,180,270,168,163,139
2021년04월_여_90~99세,232,56,28,36,41,30,21,20
2021년04월_여_100세 이상,9,1,1,2,1,2,1,1
2021년05월_계_총인구수,"21,902","7,337","2,085","2,317","4,377","2,081","2,136","1,569"
2021년05월_계_연령구간인구수,"21,902","7,337","2,085","2,317","4,377","2,081","2,136","1,569"
2021년05월_계_0~9세,"1,089",530,65,67,236,48,78,65
2021년05월_계_10~19세,"1,641",741,113,123,354,93,133,84
2021년05월_계_20~29세,"1,618",640,129,138,364,125,146,76
2021년05월_계_30~39세,"1,495",653,113,118,305,111,114,81
2021년05월_계_40~49세,"2,491","1,004",185,195,553,179,224,151
2021년05월_계_50~59세,"3,635","1,134",342,375,763,361,398,262
2021년05월_계_60~69세,"4,324","1,216",403,558,809,510,442,386
2021년05월_계_70~79세,"3,100",839,378,423,545,357,327,231
2021년05월_계_80~89세,"2,193",510,308,276,399,254,244,202
2021년05월_계_90~99세,305,68,48,41,48,41,29,30
2021년05월_계_100세 이상,11,2,1,3,1,2,1,1
2021년05월_남_총인구수,"10,925","3,630","1,043","1,171","2,219","1,025","1,049",788
2021년05월_남_연령구간인구수,"10,925","3,630","1,043","1,171","2,219","1,025","1,049",788
2021년05월_남_0~9세,568,280,35,42,119,22,42,28
2021년05월_남_10~19세,831,352,63,68,198,47,61,42
2021년05월_남_20~29세,913,348,80,75,211,73,82,44
2021년05월_남_30~39세,782,324,66,70,157,66,60,39
2021년05월_남_40~49세,"1,407",547,114,118,298,103,126,101
2021년05월_남_50~59세,"2,057",636,194,213,436,207,226,145
2021년05월_남_60~69세,"2,209",592,206,290,418,261,228,214
2021년05월_남_70~79세,"1,363",357,172,193,250,151,136,104
2021년05월_남_80~89세,721,181,94,96,121,84,83,62
2021년05월_남_90~99세,73,12,19,6,11,11,5,9
2021년05월_남_100세 이상,1,1,0,0,0,0,0,0
2021년05월_여_총인구수,"10,977","3,707","1,042","1,146","2,158","1,056","1,087",781
2021년05월_여_연령구간인구수,"10,977","3,707","1,042","1,146","2,158","1,056","1,087",781
2021년05월_여_0~9세,521,250,30,25,117,26,36,37
2021년05월_여_10~19세,810,389,50,55,156,46,72,42
2021년05월_여_20~29세,705,292,49,63,153,52,64,32
2021년05월_여_30~39세,713,329,47,48,148,45,54,42
2021년05월_여_40~49세,"1,084",457,71,77,255,76,98,50
2021년05월_여_50~59세,"1,578",498,148,162,327,154,172,117
2021년05월_여_60~69세,"2,115",624,197,268,391,249,214,172
2021년05월_여_70~79세,"1,737",482,206,230,295,206,191,127
2021년05월_여_80~89세,"1,472",329,214,180,278,170,161,140
2021년05월_여_90~99세,232,56,29,35,37,30,24,21
2021년05월_여_100세 이상,10,1,1,3,1,2,1,1
2021년06월_계_총인구수,"21,880","7,327","2,077","2,309","4,374","2,079","2,137","1,577"
2021년06월_계_연령구간인구수,"21,880","7,327","2,077","2,309","4,374","2,079","2,137","1,577"
2021년06월_계_0~9세,"1,075",524,66,64,230,47,77,67
2021년06월_계_10~19세,"1,647",738,114,124,355,95,135,86
2021년06월_계_20~29세,"1,611",642,125,135,363,124,146,76
2021년06월_계_30~39세,"1,480",646,111,115,306,107,116,79
2021년06월_계_40~49세,"2,481","1,004",182,195,548,176,223,153
2021년06월_계_50~59세,"3,634","1,138",346,371,760,361,396,262
2021년06월_계_60~69세,"4,342","1,218",405,558,823,509,438,391
2021년06월_계_70~79세,"3,096",833,375,424,540,363,334,227
2021년06월_계_80~89세,"2,200",514,304,279,401,254,243,205
2021년06월_계_90~99세,303,68,48,41,47,41,28,30
2021년06월_계_100세 이상,11,2,1,3,1,2,1,1
2021년06월_남_총인구수,"10,922","3,628","1,041","1,169","2,216","1,025","1,050",793
2021년06월_남_연령구간인구수,"10,922","3,628","1,041","1,169","2,216","1,025","1,050",793
2021년06월_남_0~9세,562,278,36,39,118,21,42,28
2021년06월_남_10~19세,837,350,63,69,199,49,63,44
2021년06월_남_20~29세,913,354,78,73,210,74,80,44
2021년06월_남_30~39세,773,320,66,69,155,64,62,37
2021년06월_남_40~49세,"1,399",546,112,120,294,99,126,102
2021년06월_남_50~59세,"2,049",635,196,211,428,208,226,145
2021년06월_남_60~69세,"2,227",595,206,291,432,260,225,218
2021년06월_남_70~79세,"1,369",355,172,195,249,155,139,104
2021년06월_남_80~89세,718,182,93,96,120,84,82,61
2021년06월_남_90~99세,74,12,19,6,11,11,5,10
2021년06월_남_100세 이상,1,1,0,0,0,0,0,0
2021년06월_여_총인구수,"10,958","3,699","1,036","1,140","2,158","1,054","1,087",784
2021년06월_여_연령구간인구수,"10,958","3,699","1,036","1,140","2,158","1,054","1,087",784
2021년06월_여_0~9세,513,246,30,25,112,26,35,39
2021년06월_여_10~19세,810,388,51,55,156,46,72,42
2021년06월_여_20~29세,698,288,47,62,153,50,66,32
2021년06월_여_30~39세,707,326,45,46,151,43,54,42
2021년06월_여_40~49세,"1,082",458,70,75,254,77,97,51
2021년06월_여_50~59세,"1,585",503,150,160,332,153,170,117
2021년06월_여_60~69세,"2,115",623,199,267,391,249,213,173
2021년06월_여_70~79세,"1,727",478,203,229,291,208,195,123
2021년06월_여_80~89세,"1,482",332,211,183,281,170,161,144
2021년06월_여_90~99세,229,56,29,35,36,30,23,20
2021년06월_여_100세 이상,10,1,1,3,1,2,1,1
2021년07월_계_총인구수,"21,854","7,321","2,072","2,306","4,374","2,072","2,129","1,580"
2021년07월_계_연령구간인구수,"21,854","7,321","2,072","2,306","4,374","2,072","2,129","1,580"
2021년07월_계_0~9세,"1,071",523,64,64,235,47,73,65
2021년07월_계_10~19세,"1,651",739,116,123,356,94,136,87
2021년07월_계_20~29세,"1,597",639,125,134,360,121,144,74
2021년07월_계_30~39세,"1,464",640,106,115,303,105,113,82
2021년07월_계_40~49세,"2,462",997,176,193,546,175,223,152
2021년07월_계_50~59세,"3,638","1,141",352,372,756,361,394,262
2021년07월_계_60~69세,"4,358","1,221",407,559,830,509,437,395
2021년07월_계_70~79세,"3,102",836,372,424,539,365,338,228
2021년07월_계_80~89세,"2,197",516,305,278,402,252,240,204
2021년07월_계_90~99세,302,67,48,41,46,41,29,30
2021년07월_계_100세 이상,12,2,1,3,1,2,2,1
2021년07월_남_총인구수,"10,906","3,619","1,042","1,166","2,212","1,022","1,048",797
2021년07월_남_연령구간인구수,"10,906","3,619","1,042","1,166","2,212","1,022","1,048",797
2021년07월_남_0~9세,562,278,36,39,121,21,39,28
2021년07월_남_10~19세,840,348,66,68,200,49,65,44
2021년07월_남_20~29세,907,354,79,73,207,73,78,43
2021년07월_남_30~39세,756,314,63,68,152,62,60,37
2021년07월_남_40~49세,"1,394",545,108,119,293,100,127,102
2021년07월_남_50~59세,"2,052",636,199,214,424,209,224,146
2021년07월_남_60~69세,"2,232",594,207,289,435,259,226,222
2021년07월_남_70~79세,"1,371",356,170,195,248,157,141,104
2021년07월_남_80~89세,717,182,95,95,121,81,82,61
2021년07월_남_90~99세,73,11,19,6,11,11,5,10
2021년07월_남_100세 이상,2,1,0,0,0,0,1,0
2021년07월_여_총인구수,"10,948","3,702","1,030","1,140","2,162","1,050","1,081",783
2021년07월_여_연령구간인구수,"10,948","3,702","1,030","1,140","2,162","1,050","1,081",783
2021년07월_여_0~9세,509,245,28,25,114,26,34,37
2021년07월_여_10~19세,811,391,50,55,156,45,71,43
2021년07월_여_20~29세,690,285,46,61,153,48,66,31
2021년07월_여_30~39세,708,326,43,47,151,43,53,45
2021년07월_여_40~49세,"1,068",452,68,74,253,75,96,50
2021년07월_여_50~59세,"1,586",505,153,158,332,152,170,116
2021년07월_여_60~69세,"2,126",627,200,270,395,250,211,173
2021년07월_여_70~79세,"1,731",480,202,229,291,208,197,124
2021년07월_여_80~89세,"1,480",334,210,183,281,171,158,143
2021년07월_여_90~99세,229,56,29,35,35,30,24,20
2021년07월_여_100세 이상,10,1,1,3,1,2,1,1
2021년08월_계_총인구수,"21,811","7,318","2,060","2,305","4,353","2,075","2,123","1,577"
2021년08월_계_연령구간인구수,"21,811","7,318","2,060","2,305","4,353","2,075","2,123","1,577"
2021년08월_계_0~9세,"1,059",515,65,66,231,47,71,64
2021년08월_계_10~19세,"1,649",741,115,121,357,92,136,87
2021년08월_계_20~29세,"1,579",637,127,131,347,119,144,74
2021년08월_계_30~39세,"1,454",640,102,112,300,110,109,81
2021년08월_계_40~49세,"2,458",999,175,192,545,168,227,152
2021년08월_계_50~59세,"3,628","1,136",352,376,753,362,392,257
2021년08월_계_60~69세,"4,360","1,216",402,561,829,516,438,398
2021년08월_계_70~79세,"3,113",847,370,421,541,363,341,230
2021년08월_계_80~89세,"2,195",517,304,280,401,255,235,203
2021년08월_계_90~99세,305,68,47,42,48,41,29,30
2021년08월_계_100세 이상,11,2,1,3,1,2,1,1
2021년08월_남_총인구수,"10,882","3,623","1,036","1,162","2,200","1,018","1,048",795
2021년08월_남_연령구간인구수,"10,882","3,623","1,036","1,162","2,200","1,018","1,048",795
2021년08월_남_0~9세,554,274,36,39,119,20,38,28
2021년08월_남_10~19세,836,348,65,67,198,48,66,44
2021년08월_남_20~29세,897,357,79,71,199,70,78,43
2021년08월_남_30~39세,751,314,63,65,149,63,60,37
2021년08월_남_40~49세,"1,390",546,107,117,292,96,131,101
2021년08월_남_50~59세,"2,051",636,198,217,425,208,224,143
2021년08월_남_60~69세,"2,231",591,205,291,435,263,223,223
2021년08월_남_70~79세,"1,381",363,170,193,251,156,142,106
2021년08월_남_80~89세,717,182,94,96,121,83,81,60
2021년08월_남_90~99세,73,11,19,6,11,11,5,10
2021년08월_남_100세 이상,1,1,0,0,0,0,0,0
2021년08월_여_총인구수,"10,929","3,695","1,024","1,143","2,153","1,057","1,075",782
2021년08월_여_연령구간인구수,"10,929","3,695","1,024","1,143","2,153","1,057","1,075",782
2021년08월_여_0~9세,505,241,29,27,112,27,33,36
2021년08월_여_10~19세,813,393,50,54,159,44,70,43
2021년08월_여_20~29세,682,280,48,60,148,49,66,31
2021년08월_여_30~39세,703,326,39,47,151,47,49,44
2021년08월_여_40~49세,"1,068",453,68,75,253,72,96,51
2021년08월_여_50~59세,"1,577",500,154,159,328,154,168,114
2021년08월_여_60~69세,"2,129",625,197,270,394,253,215,175
2021년08월_여_70~79세,"1,732",484,200,228,290,207,199,124
2021년08월_여_80~89세,"1,478",335,210,184,280,172,154,143
2021년08월_여_90~99세,232,57,28,36,37,30,24,20
2021년08월_여_100세 이상,10,1,1,3,1,2,1,1
2021년09월_계_총인구수,"21,755","7,289","2,049","2,304","4,334","2,073","2,129","1,577"
2021년09월_계_연령구간인구수,"21,755","7,289","2,049","2,304","4,334","2,073","2,129","1,577"
2021년09월_계_0~9세,"1,047",505,65,68,228,47,70,64
2021년09월_계_10~19세,"1,650",744,113,120,357,90,139,87
2021년09월_계_20~29세,"1,564",626,121,133,343,121,144,76
2021년09월_계_30~39세,"1,430",627,97,107,304,108,106,81
2021년09월_계_40~49세,"2,440",997,169,189,544,164,224,153
2021년09월_계_50~59세,"3,633","1,137",356,377,750,366,393,254
2021년09월_계_60~69세,"4,357","1,210",409,558,819,517,446,398
2021년09월_계_70~79세,"3,111",851,370,429,537,359,335,230
2021년09월_계_80~89세,"2,204",522,299,280,401,259,240,203
2021년09월_계_90~99세,308,68,49,40,50,40,31,30
2021년09월_계_100세 이상,11,2,1,3,1,2,1,1
2021년09월_남_총인구수,"10,852","3,603","1,031","1,163","2,188","1,018","1,053",796
2021년09월_남_연령구간인구수,"10,852","3,603","1,031","1,163","2,188","1,018","1,053",796
2021년09월_남_0~9세,545,267,35,39,118,20,38,28
2021년09월_남_10~19세,840,353,64,68,195,48,68,44
2021년09월_남_20~29세,890,351,76,73,196,71,78,45
2021년09월_남_30~39세,737,307,61,63,149,62,58,37
2021년09월_남_40~49세,"1,374",542,104,115,292,93,127,101
2021년09월_남_50~59세,"2,054",634,199,217,426,210,226,142
2021년09월_남_60~69세,"2,232",588,209,289,431,263,229,223
2021년09월_남_70~79세,"1,383",367,170,196,246,158,140,106
2021년09월_남_80~89세,719,182,93,97,122,82,83,60
2021년09월_남_90~99세,77,11,20,6,13,11,6,10
2021년09월_남_100세 이상,1,1,0,0,0,0,0,0
2021년09월_여_총인구수,"10,903","3,686","1,018","1,141","2,146","1,055","1,076",781
2021년09월_여_연령구간인구수,"10,903","3,686","1,018","1,141","2,146","1,055","1,076",781
2021년09월_여_0~9세,502,238,30,29,110,27,32,36
2021년09월_여_10~19세,810,391,49,52,162,42,71,43
2021년09월_여_20~29세,674,275,45,60,147,50,66,31
2021년09월_여_30~39세,693,320,36,44,155,46,48,44
2021년09월_여_40~49세,"1,066",455,65,74,252,71,97,52
2021년09월_여_50~59세,"1,579",503,157,160,324,156,167,112
2021년09월_여_60~69세,"2,125",622,200,269,388,254,217,175
2021년09월_여_70~79세,"1,728",484,200,233,291,201,195,124
2021년09월_여_80~89세,"1,485",340,206,183,279,177,157,143
2021년09월_여_90~99세,231,57,29,34,37,29,25,20
2021년09월_여_100세 이상,10,1,1,3,1,2,1,1
2021년10월_계_총인구수,"21,731","7,284","2,044","2,299","4,343","2,070","2,119","1,572"
2021년10월_계_연령구간인구수,"21,731","7,284","2,044","2,299","4,343","2,070","2,119","1,572"
2021년10월_계_0~9세,"1,029",496,65,69,225,47,64,63
2021년10월_계_10~19세,"1,642",740,111,117,359,87,138,90
2021년10월_계_20~29세,"1,562",628,123,132,339,120,144,76
2021년10월_계_30~39세,"1,430",628,97,105,304,110,105,81
2021년10월_계_40~49세,"2,422",987,169,186,544,163,224,149
2021년10월_계_50~59세,"3,633","1,146",353,382,750,359,390,253
2021년10월_계_60~69세,"4,375","1,215",409,555,829,522,449,396
2021년10월_계_70~79세,"3,104",854,369,430,532,360,329,230
2021년10월_계_80~89세,"2,212",520,299,277,409,261,244,202
