카테고리,대구광역시 달성군,대구광역시 달성군 화원읍,대구광역시 달성군 논공읍,대구광역시 달성군 논공읍공단출장소,대구광역시 달성군 다사읍,대구광역시 달성군 다사읍서재출장소,대구광역시 달성군 유가읍,대구광역시 달성군 옥포읍,대구광역시 달성군 현풍읍,대구광역시 달성군 가창면,대구광역시 달성군 하빈면,대구광역시 달성군 구지면
2020년07월_여_총인구수,"126,788","24,416","2,096","6,632","25,805","18,881","14,770","12,536","11,244","4,029","1,708","4,671"
2020년07월_여_연령구간인구수,"126,788","24,416","2,096","6,632","25,805","18,881","14,770","12,536","11,244","4,029","1,708","4,671"
2020년07월_여_0~9세,"14,656","1,673",128,455,"3,081","3,154","2,660","1,310","1,271",210,61,653
2020년07월_여_10~19세,"11,240","2,261",88,730,"2,789","1,587","1,595",806,811,235,61,277
2020년07월_여_20~29세,"13,119","2,910",190,774,"2,724","1,898","1,176","1,257","1,375",297,112,406
2020년07월_여_30~39세,"20,227","2,565",223,672,"3,868","4,268","3,313","1,978","1,997",339,115,889
2020년07월_여_40~49세,"20,496","3,807",211,"1,252","4,768","3,190","2,766","1,694","1,636",463,120,589
2020년07월_여_50~59세,"20,388","5,091",415,"1,371","4,150","2,518","1,468","2,234","1,597",638,353,553
2020년07월_여_60~69세,"14,447","3,402",377,709,"2,622","1,422","1,073","1,813","1,287",837,347,558
2020년07월_여_70~79세,"7,486","1,777",269,397,"1,191",565,426,905,780,520,269,387
2020년07월_여_80~89세,"4,115",804,168,234,529,242,258,481,429,410,242,318
2020년07월_여_90~99세,595,121,26,35,83,35,34,58,59,77,27,40
2020년07월_여_100세 이상,19,5,1,3,0,2,1,0,2,3,1,1
2020년08월_계_총인구수,"258,234","48,645","4,648","13,971","51,125","38,700","29,808","25,391","23,498","8,014","3,699","10,735"
2020년08월_계_연령구간인구수,"258,234","48,645","4,648","13,971","51,125","38,700","29,808","25,391","23,498","8,014","3,699","10,735"
2020년08월_계_0~9세,"29,840","3,427",268,879,"6,148","6,426","5,456","2,716","2,553",416,115,"1,436"
2020년08월_계_10~19세,"23,671","4,654",179,"1,514","5,882","3,384","3,335","1,738","1,702",509,125,649
2020년08월_계_20~29세,"29,184","6,470",472,"1,931","5,799","4,024","2,493","2,747","3,207",704,291,"1,046"
2020년08월_계_30~39세,"42,180","5,394",582,"1,434","7,597","8,714","6,489","4,147","4,607",675,284,"2,257"
2020년08월_계_40~49세,"42,943","7,298",566,"2,659","9,495","6,914","5,825","3,602","3,621",977,332,"1,654"
2020년08월_계_50~59세,"40,734","9,844",935,"3,021","7,966","4,945","2,905","4,354","3,222","1,373",831,"1,338"
2020년08월_계_60~69세,"28,938","6,869",874,"1,498","5,010","2,844","2,087","3,594","2,549","1,630",834,"1,149"
2020년08월_계_70~79세,"13,808","3,221",481,656,"2,292","1,067",807,"1,711","1,345","1,013",511,704
2020년08월_계_80~89세,"6,156","1,290",257,336,835,340,360,710,618,611,343,456
2020년08월_계_90~99세,753,168,33,40,101,40,49,72,71,102,32,45
2020년08월_계_100세 이상,27,10,1,3,0,2,2,0,3,4,1,1
2020년08월_남_총인구수,"131,183","24,278","2,527","7,376","25,318","19,806","15,084","12,851","12,263","3,993","1,995","5,692"
2020년08월_남_연령구간인구수,"131,183","24,278","2,527","7,376","25,318","19,806","15,084","12,851","12,263","3,993","1,995","5,692"
2020년08월_남_0~9세,"15,214","1,783",139,433,"3,083","3,274","2,819","1,411","1,286",207,55,724
2020년08월_남_10~19세,"12,419","2,416",89,795,"3,097","1,796","1,720",927,900,274,64,341
2020년08월_남_20~29세,"16,036","3,556",281,"1,163","3,077","2,127","1,327","1,497","1,821",403,181,603
2020년08월_남_30~39세,"21,953","2,840",347,768,"3,741","4,456","3,214","2,168","2,621",342,166,"1,290"
2020년08월_남_40~49세,"22,403","3,517",354,"1,421","4,717","3,724","3,045","1,905","1,997",518,215,990
2020년08월_남_50~59세,"20,308","4,763",517,"1,647","3,805","2,422","1,452","2,135","1,622",735,483,727
2020년08월_남_60~69세,"14,372","3,428",495,788,"2,376","1,409","1,005","1,770","1,258",792,486,565
2020년08월_남_70~79세,"6,308","1,444",215,259,"1,100",499,384,799,561,495,240,312
2020년08월_남_80~89세,"2,006",482,84,98,300,95,101,225,183,203,100,135
2020년08월_남_90~99세,156,44,6,4,22,4,16,14,13,23,5,5
2020년08월_남_100세 이상,8,5,0,0,0,0,1,0,1,1,0,0
2020년08월_여_총인구수,"127,051","24,367","2,121","6,595","25,807","18,894","14,724","12,540","11,235","4,021","1,704","5,043"
2020년08월_여_연령구간인구수,"127,051","24,367","2,121","6,595","25,807","18,894","14,724","12,540","11,235","4,021","1,704","5,043"
2020년08월_여_0~9세,"14,626","1,644",129,446,"3,065","3,152","2,637","1,305","1,267",209,60,712
2020년08월_여_10~19세,"11,252","2,238",90,719,"2,785","1,588","1,615",811,802,235,61,308
2020년08월_여_20~29세,"13,148","2,914",191,768,"2,722","1,897","1,166","1,250","1,386",301,110,443
2020년08월_여_30~39세,"20,227","2,554",235,666,"3,856","4,258","3,275","1,979","1,986",333,118,967
2020년08월_여_40~49세,"20,540","3,781",212,"1,238","4,778","3,190","2,780","1,697","1,624",459,117,664
2020년08월_여_50~59세,"20,426","5,081",418,"1,374","4,161","2,523","1,453","2,219","1,600",638,348,611
2020년08월_여_60~69세,"14,566","3,441",379,710,"2,634","1,435","1,082","1,824","1,291",838,348,584
2020년08월_여_70~79세,"7,500","1,777",266,397,"1,192",568,423,912,784,518,271,392
2020년08월_여_80~89세,"4,150",808,173,238,535,245,259,485,435,408,243,321
2020년08월_여_90~99세,597,124,27,36,79,36,33,58,58,79,27,40
2020년08월_여_100세 이상,19,5,1,3,0,2,1,0,2,3,1,1
2020년09월_계_총인구수,"258,354","48,563","4,654","13,939","51,065","38,630","29,718","25,344","23,549","7,997","3,686","11,209"
2020년09월_계_연령구간인구수,"258,354","48,563","4,654","13,939","51,065","38,630","29,718","25,344","23,549","7,997","3,686","11,209"
2020년09월_계_0~9세,"29,687","3,397",268,871,"6,102","6,381","5,405","2,682","2,533",409,116,"1,523"
2020년09월_계_10~19세,"23,769","4,644",175,"1,513","5,909","3,388","3,355","1,752","1,712",511,120,690
2020년09월_계_20~29세,"29,067","6,445",481,"1,913","5,753","4,011","2,471","2,711","3,226",687,291,"1,078"
2020년09월_계_30~39세,"41,983","5,353",584,"1,415","7,526","8,637","6,406","4,135","4,593",674,276,"2,384"
2020년09월_계_40~49세,"43,111","7,278",562,"2,654","9,536","6,926","5,855","3,599","3,632",976,329,"1,764"
2020년09월_계_50~59세,"40,777","9,840",929,"3,016","7,959","4,958","2,910","4,350","3,253","1,374",830,"1,358"
2020년09월_계_60~69세,"29,120","6,904",888,"1,517","5,030","2,871","2,097","3,600","2,556","1,633",835,"1,189"
2020년09월_계_70~79세,"13,866","3,232",480,658,"2,304","1,071",807,"1,722","1,346","1,015",514,717
2020년09월_계_80~89세,"6,176","1,286",255,340,842,345,359,718,625,609,340,457
2020년09월_계_90~99세,771,174,31,39,104,40,51,75,70,105,34,48
2020년09월_계_100세 이상,27,10,1,3,0,2,2,0,3,4,1,1
2020년09월_남_총인구수,"131,257","24,239","2,530","7,358","25,271","19,758","15,056","12,835","12,295","3,981","1,990","5,944"
2020년09월_남_연령구간인구수,"131,257","24,239","2,530","7,358","25,271","19,758","15,056","12,835","12,295","3,981","1,990","5,944"
2020년09월_남_0~9세,"15,142","1,769",136,423,"3,057","3,251","2,791","1,392","1,282",206,55,780
2020년09월_남_10~19세,"12,464","2,411",89,800,"3,107","1,783","1,733",940,903,274,61,363
2020년09월_남_20~29세,"15,971","3,546",285,"1,150","3,046","2,126","1,320","1,477","1,830",394,181,616
2020년09월_남_30~39세,"21,863","2,815",347,759,"3,706","4,415","3,180","2,158","2,617",347,162,"1,357"
2020년09월_남_40~49세,"22,499","3,511",354,"1,419","4,729","3,735","3,060","1,911","2,002",513,214,"1,051"
2020년09월_남_50~59세,"20,317","4,763",511,"1,643","3,804","2,423","1,450","2,137","1,635",734,483,734
2020년09월_남_60~69세,"14,485","3,446",503,800,"2,393","1,430","1,013","1,770","1,265",794,486,585
2020년09월_남_70~79세,"6,332","1,448",215,261,"1,102",497,391,802,564,494,241,317
2020년09월_남_80~89세,"2,014",479,85,99,305,94,100,233,183,200,101,135
2020년09월_남_90~99세,162,46,5,4,22,4,17,15,13,24,6,6
2020년09월_남_100세 이상,8,5,0,0,0,0,1,0,1,1,0,0
2020년09월_여_총인구수,"127,097","24,324","2,124","6,581","25,794","18,872","14,662","12,509","11,254","4,016","1,696","5,265"
2020년09월_여_연령구간인구수,"127,097","24,324","2,124","6,581","25,794","18,872","14,662","12,509","11,254","4,016","1,696","5,265"
2020년09월_여_0~9세,"14,545","1,628",132,448,"3,045","3,130","2,614","1,290","1,251",203,61,743
2020년09월_여_10~19세,"11,305","2,233",86,713,"2,802","1,605","1,622",812,809,237,59,327
2020년09월_여_20~29세,"13,096","2,899",196,763,"2,707","1,885","1,151","1,234","1,396",293,110,462
2020년09월_여_30~39세,"20,120","2,538",237,656,"3,820","4,222","3,226","1,977","1,976",327,114,"1,027"
2020년09월_여_40~49세,"20,612","3,767",208,"1,235","4,807","3,191","2,795","1,688","1,630",463,115,713
2020년09월_여_50~59세,"20,460","5,077",418,"1,373","4,155","2,535","1,460","2,213","1,618",640,347,624
2020년09월_여_60~69세,"14,635","3,458",385,717,"2,637","1,441","1,084","1,830","1,291",839,349,604
2020년09월_여_70~79세,"7,534","1,784",265,397,"1,202",574,416,920,782,521,273,400
2020년09월_여_80~89세,"4,162",807,170,241,537,251,259,485,442,409,239,322
2020년09월_여_90~99세,609,128,26,35,82,36,34,60,57,81,28,42
2020년09월_여_100세 이상,19,5,1,3,0,2,1,0,2,3,1,1
2020년10월_계_총인구수,"258,642","48,523","4,659","13,913","51,042","38,612","29,715","25,402","23,543","7,990","3,696","11,547"
2020년10월_계_연령구간인구수,"258,642","48,523","4,659","13,913","51,042","38,612","29,715","25,402","23,543","7,990","3,696","11,547"
2020년10월_계_0~9세,"29,592","3,366",261,864,"6,070","6,342","5,384","2,682","2,525",417,113,"1,568"
2020년10월_계_10~19세,"23,861","4,629",179,"1,492","5,913","3,407","3,376","1,766","1,731",506,123,739
2020년10월_계_20~29세,"29,099","6,456",477,"1,924","5,779","4,012","2,467","2,712","3,205",674,293,"1,100"
2020년10월_계_30~39세,"41,778","5,318",585,"1,417","7,444","8,579","6,367","4,099","4,557",671,278,"2,463"
2020년10월_계_40~49세,"43,213","7,242",565,"2,627","9,556","6,948","5,870","3,633","3,643",968,329,"1,832"
2020년10월_계_50~59세,"40,836","9,829",938,"3,032","7,963","4,957","2,908","4,329","3,267","1,381",830,"1,402"
2020년10월_계_60~69세,"29,357","6,965",885,"1,523","5,054","2,901","2,122","3,662","2,565","1,640",835,"1,205"
2020년10월_계_70~79세,"13,897","3,237",482,656,"2,310","1,072",809,"1,725","1,353","1,014",515,724
2020년10월_계_80~89세,"6,197","1,293",254,336,845,351,360,716,624,609,344,465
2020년10월_계_90~99세,783,178,32,38,108,41,50,78,70,106,34,48
2020년10월_계_100세 이상,29,10,1,4,0,2,2,0,3,4,2,1
2020년10월_남_총인구수,"131,388","24,213","2,532","7,356","25,242","19,742","15,067","12,851","12,294","3,974","1,997","6,120"
2020년10월_남_연령구간인구수,"131,388","24,213","2,532","7,356","25,242","19,742","15,067","12,851","12,294","3,974","1,997","6,120"
2020년10월_남_0~9세,"15,070","1,757",133,421,"3,037","3,229","2,776","1,386","1,277",213,52,789
2020년10월_남_10~19세,"12,485","2,394",89,784,"3,095","1,786","1,749",940,915,272,64,397
2020년10월_남_20~29세,"16,022","3,568",281,"1,166","3,065","2,127","1,322","1,476","1,822",385,181,629
2020년10월_남_30~39세,"21,769","2,802",349,756,"3,658","4,392","3,165","2,138","2,603",343,165,"1,398"
2020년10월_남_40~49세,"22,554","3,488",354,"1,405","4,742","3,744","3,075","1,934","2,006",509,207,"1,090"
2020년10월_남_50~59세,"20,337","4,754",518,"1,651","3,802","2,421","1,447","2,120","1,639",738,489,758
2020년10월_남_60~69세,"14,611","3,470",503,808,"2,411","1,449","1,022","1,807","1,268",794,486,593
2020년10월_남_70~79세,"6,348","1,451",214,263,"1,102",494,392,801,568,496,245,322
2020년10월_남_80~89세,"2,018",478,86,98,306,96,101,232,182,199,102,138
2020년10월_남_90~99세,165,46,5,4,24,4,17,17,13,24,5,6
2020년10월_남_100세 이상,9,5,0,0,0,0,1,0,1,1,1,0
2020년10월_여_총인구수,"127,254","24,310","2,127","6,557","25,800","18,870","14,648","12,551","11,249","4,016","1,699","5,427"
2020년10월_여_연령구간인구수,"127,254","24,310","2,127","6,557","25,800","18,870","14,648","12,551","11,249","4,016","1,699","5,427"
2020년10월_여_0~9세,"14,522","1,609",128,443,"3,033","3,113","2,608","1,296","1,248",204,61,779
2020년10월_여_10~19세,"11,376","2,235",90,708,"2,818","1,621","1,627",826,816,234,59,342
2020년10월_여_20~29세,"13,077","2,888",196,758,"2,714","1,885","1,145","1,236","1,383",289,112,471
2020년10월_여_30~39세,"20,009","2,516",236,661,"3,786","4,187","3,202","1,961","1,954",328,113,"1,065"
2020년10월_여_40~49세,"20,659","3,754",211,"1,222","4,814","3,204","2,795","1,699","1,637",459,122,742
2020년10월_여_50~59세,"20,499","5,075",420,"1,381","4,161","2,536","1,461","2,209","1,628",643,341,644
2020년10월_여_60~69세,"14,746","3,495",382,715,"2,643","1,452","1,100","1,855","1,297",846,349,612
2020년10월_여_70~79세,"7,549","1,786",268,393,"1,208",578,417,924,785,518,270,402
2020년10월_여_80~89세,"4,179",815,168,238,539,255,259,484,442,410,242,327
2020년10월_여_90~99세,618,132,27,34,84,37,33,61,57,82,29,42
2020년10월_여_100세 이상,20,5,1,4,0,2,1,0,2,3,1,1
2020년11월_계_총인구수,"258,945","48,289","4,657","13,845","50,957","38,637","29,796","25,411","23,467","7,975","3,692","12,219"
2020년11월_계_연령구간인구수,"258,945","48,289","4,657","13,845","50,957","38,637","29,796","25,411","23,467","7,975","3,692","12,219"
2020년11월_계_0~9세,"29,491","3,304",265,839,"6,038","6,337","5,361","2,654","2,513",413,109,"1,658"
2020년11월_계_10~19세,"23,916","4,597",179,"1,472","5,917","3,412","3,409","1,772","1,735",503,124,796
2020년11월_계_20~29세,"29,061","6,412",478,"1,918","5,756","3,971","2,478","2,705","3,188",678,293,"1,184"
2020년11월_계_30~39세,"41,653","5,253",572,"1,419","7,366","8,571","6,319","4,080","4,505",661,276,"2,631"
2020년11월_계_40~49세,"43,425","7,208",571,"2,595","9,584","6,987","5,931","3,650","3,645",968,323,"1,963"
2020년11월_계_50~59세,"40,797","9,794",934,"3,026","7,925","4,962","2,925","4,318","3,251","1,373",824,"1,465"
2020년11월_계_60~69세,"29,615","7,003",887,"1,535","5,105","2,916","2,138","3,711","2,576","1,644",839,"1,261"
2020년11월_계_70~79세,"13,935","3,227",478,663,"2,319","1,087",818,"1,726","1,347","1,012",516,742
2020년11월_계_80~89세,"6,225","1,305",257,335,839,349,366,715,634,610,348,467
2020년11월_계_90~99세,798,176,35,39,108,43,49,80,70,109,38,51
2020년11월_계_100세 이상,29,10,1,4,0,2,2,0,3,4,2,1
2020년11월_남_총인구수,"131,533","24,088","2,532","7,327","25,199","19,728","15,108","12,851","12,261","3,969","1,992","6,478"
2020년11월_남_연령구간인구수,"131,533","24,088","2,532","7,327","25,199","19,728","15,108","12,851","12,261","3,969","1,992","6,478"
2020년11월_남_0~9세,"15,018","1,722",135,412,"3,024","3,224","2,755","1,372","1,268",213,49,844
2020년11월_남_10~19세,"12,511","2,375",88,776,"3,087","1,784","1,774",946,921,270,65,425
2020년11월_남_20~29세,"15,956","3,537",280,"1,162","3,046","2,090","1,321","1,458","1,815",388,182,677
2020년11월_남_30~39세,"21,739","2,774",344,760,"3,624","4,394","3,145","2,130","2,571",341,162,"1,494"
2020년11월_남_40~49세,"22,661","3,477",360,"1,385","4,755","3,753","3,100","1,945","2,012",511,205,"1,158"
2020년11월_남_50~59세,"20,332","4,736",514,"1,652","3,794","2,423","1,462","2,118","1,639",726,482,786
2020년11월_남_60~69세,"14,726","3,486",506,809,"2,424","1,458","1,034","1,831","1,268",803,489,618
2020년11월_남_70~79세,"6,375","1,446",211,269,"1,115",504,396,800,569,491,247,327
2020년11월_남_80~89세,"2,032",483,87,96,308,92,103,234,184,200,104,141
2020년11월_남_90~99세,174,47,7,6,22,6,17,17,13,25,6,8
2020년11월_남_100세 이상,9,5,0,0,0,0,1,0,1,1,1,0
2020년11월_여_총인구수,"127,412","24,201","2,125","6,518","25,758","18,909","14,688","12,560","11,206","4,006","1,700","5,741"
2020년11월_여_연령구간인구수,"127,412","24,201","2,125","6,518","25,758","18,909","14,688","12,560","11,206","4,006","1,700","5,741"
2020년11월_여_0~9세,"14,473","1,582",130,427,"3,014","3,113","2,606","1,282","1,245",200,60,814
2020년11월_여_10~19세,"11,405","2,222",91,696,"2,830","1,628","1,635",826,814,233,59,371
2020년11월_여_20~29세,"13,105","2,875",198,756,"2,710","1,881","1,157","1,247","1,373",290,111,507
2020년11월_여_30~39세,"19,914","2,479",228,659,"3,742","4,177","3,174","1,950","1,934",320,114,"1,137"
2020년11월_여_40~49세,"20,764","3,731",211,"1,210","4,829","3,234","2,831","1,705","1,633",457,118,805
2020년11월_여_50~59세,"20,465","5,058",420,"1,374","4,131","2,539","1,463","2,200","1,612",647,342,679
2020년11월_여_60~69세,"14,889","3,517",381,726,"2,681","1,458","1,104","1,880","1,308",841,350,643
2020년11월_여_70~79세,"7,560","1,781",267,394,"1,204",583,422,926,778,521,269,415
2020년11월_여_80~89세,"4,193",822,170,239,531,257,263,481,450,410,244,326
2020년11월_여_90~99세,624,129,28,33,86,37,32,63,57,84,32,43
2020년11월_여_100세 이상,20,5,1,4,0,2,1,0,2,3,1,1
2020년12월_계_총인구수,"259,339","48,166","4,688","13,799","50,783","38,606","29,713","25,337","23,310","7,972","3,702","13,263"
2020년12월_계_연령구간인구수,"259,339","48,166","4,688","13,799","50,783","38,606","29,713","25,337","23,310","7,972","3,702","13,263"
2020년12월_계_0~9세,"29,418","3,278",273,835,"5,989","6,296","5,302","2,635","2,477",411,114,"1,808"
2020년12월_계_10~19세,"23,923","4,564",177,"1,459","5,903","3,433","3,407","1,766","1,733",495,121,865
2020년12월_계_20~29세,"29,044","6,380",487,"1,904","5,714","3,956","2,487","2,682","3,145",679,292,"1,318"
2020년12월_계_30~39세,"41,698","5,246",570,"1,423","7,297","8,519","6,298","4,061","4,465",657,282,"2,880"
2020년12월_계_40~49세,"43,471","7,160",576,"2,571","9,562","7,006","5,913","3,646","3,621",956,321,"2,139"
2020년12월_계_50~59세,"40,851","9,770",928,"3,018","7,897","4,977","2,929","4,297","3,220","1,386",823,"1,606"
2020년12월_계_60~69세,"29,845","7,040",901,"1,554","5,133","2,932","2,135","3,705","2,592","1,647",842,"1,364"
2020년12월_계_70~79세,"13,988","3,222",477,661,"2,332","1,092",826,"1,749","1,344","1,009",517,759
2020년12월_계_80~89세,"6,275","1,323",263,333,847,348,364,716,640,621,349,471
2020년12월_계_90~99세,796,173,35,37,109,45,50,80,70,106,39,52
2020년12월_계_100세 이상,30,10,1,4,0,2,2,0,3,5,2,1
2020년12월_남_총인구수,"131,708","24,023","2,545","7,300","25,096","19,697","15,064","12,804","12,172","3,969","2,000","7,038"
2020년12월_남_연령구간인구수,"131,708","24,023","2,545","7,300","25,096","19,697","15,064","12,804","12,172","3,969","2,000","7,038"
2020년12월_남_0~9세,"14,996","1,708",142,408,"3,006","3,207","2,722","1,356","1,253",213,50,931
2020년12월_남_10~19세,"12,506","2,348",86,771,"3,078","1,794","1,773",943,922,268,64,459
2020년12월_남_20~29세,"15,920","3,530",290,"1,145","3,015","2,077","1,324","1,434","1,776",390,183,756
2020년12월_남_30~39세,"21,777","2,776",332,761,"3,588","4,353","3,143","2,135","2,551",341,166,"1,631"
2020년12월_남_40~49세,"22,682","3,450",365,"1,373","4,751","3,759","3,083","1,941","1,997",502,205,"1,256"
2020년12월_남_50~59세,"20,329","4,718",508,"1,646","3,767","2,433","1,461","2,103","1,625",735,481,852
2020년12월_남_60~69세,"14,850","3,498",517,827,"2,442","1,462","1,038","1,830","1,278",803,492,663
2020년12월_남_70~79세,"6,419","1,455",210,267,"1,117",514,399,809,571,487,248,342
2020년12월_남_80~89세,"2,045",488,88,96,309,92,103,236,185,204,103,141
2020년12월_남_90~99세,175,47,7,6,23,6,17,17,13,25,7,7
2020년12월_남_100세 이상,9,5,0,0,0,0,1,0,1,1,1,0
2020년12월_여_총인구수,"127,631","24,143","2,143","6,499","25,687","18,909","14,649","12,533","11,138","4,003","1,702","6,225"
2020년12월_여_연령구간인구수,"127,631","24,143","2,143","6,499","25,687","18,909","14,649","12,533","11,138","4,003","1,702","6,225"
2020년12월_여_0~9세,"14,422","1,570",131,427,"2,983","3,089","2,580","1,279","1,224",198,64,877
2020년12월_여_10~19세,"11,417","2,216",91,688,"2,825","1,639","1,634",823,811,227,57,406
2020년12월_여_20~29세,"13,124","2,850",197,759,"2,699","1,879","1,163","1,248","1,369",289,109,562
2020년12월_여_30~39세,"19,921","2,470",238,662,"3,709","4,166","3,155","1,926","1,914",316,116,"1,249"
2020년12월_여_40~49세,"20,789","3,710",211,"1,198","4,811","3,247","2,830","1,705","1,624",454,116,883
2020년12월_여_50~59세,"20,522","5,052",420,"1,372","4,130","2,544","1,468","2,194","1,595",651,342,754
2020년12월_여_60~69세,"14,995","3,542",384,727,"2,691","1,470","1,097","1,875","1,314",844,350,701
2020년12월_여_70~79세,"7,569","1,767",267,394,"1,215",578,427,940,773,522,269,417
2020년12월_여_80~89세,"4,230",835,175,237,538,256,261,480,455,417,246,330
2020년12월_여_90~99세,621,126,28,31,86,39,33,63,57,81,32,45
2020년12월_여_100세 이상,21,5,1,4,0,2,1,0,2,4,1,1
2021년01월_계_총인구수,"259,700","48,113","4,671","13,723","50,757","38,607","29,745","25,355","23,110","7,932","3,690","13,997"
2021년01월_계_연령구간인구수,"259,700","48,113","4,671","13,723","50,757","38,607","29,745","25,355","23,110","7,932","3,690","13,997"
2021년01월_계_0~9세,"29,341","3,258",275,817,"5,952","6,257","5,289","2,613","2,428",410,110,"1,932"
2021년01월_계_10~19세,"23,970","4,539",172,"1,438","5,910","3,450","3,437","1,788","1,696",492,122,926
2021년01월_계_20~29세,"28,952","6,344",480,"1,898","5,672","3,964","2,462","2,658","3,120",677,285,"1,392"
2021년01월_계_30~39세,"41,549","5,227",571,"1,389","7,245","8,479","6,242","4,022","4,394",644,282,"3,054"
2021년01월_계_40~49세,"43,631","7,129",570,"2,557","9,558","7,027","5,963","3,688","3,605",938,315,"2,281"
2021년01월_계_50~59세,"40,859","9,751",921,"3,020","7,908","4,951","2,940","4,293","3,198","1,374",821,"1,682"
2021년01월_계_60~69세,"30,168","7,091",903,"1,569","5,202","2,989","2,149","3,738","2,607","1,648",847,"1,425"
2021년01월_계_70~79세,"14,057","3,246",480,658,"2,346","1,091",840,"1,751","1,342","1,016",512,775
2021년01월_계_80~89세,"6,340","1,343",262,336,855,349,372,723,648,625,353,474
2021년01월_계_90~99세,800,173,36,37,108,48,49,81,69,103,41,55
2021년01월_계_100세 이상,33,12,1,4,1,2,2,0,3,5,2,1
2021년01월_남_총인구수,"131,867","23,975","2,537","7,256","25,111","19,689","15,073","12,811","12,072","3,947","1,993","7,403"
2021년01월_남_연령구간인구수,"131,867","23,975","2,537","7,256","25,111","19,689","15,073","12,811","12,072","3,947","1,993","7,403"
2021년01월_남_0~9세,"14,954","1,697",144,397,"2,993","3,188","2,709","1,343","1,223",214,49,997
2021년01월_남_10~19세,"12,512","2,332",88,758,"3,086","1,799","1,781",954,896,266,64,488
2021년01월_남_20~29세,"15,893","3,505",286,"1,145","3,013","2,074","1,318","1,423","1,773",393,176,787
2021년01월_남_30~39세,"21,705","2,771",333,747,"3,568","4,329","3,106","2,114","2,522",326,169,"1,720"
2021년01월_남_40~49세,"22,747","3,431",359,"1,369","4,737","3,771","3,107","1,959","1,996",494,200,"1,324"
2021년01월_남_50~59세,"20,330","4,711",503,"1,637","3,771","2,420","1,475","2,103","1,613",729,479,889
2021년01월_남_60~69세,"14,990","3,503",517,833,"2,486","1,495","1,045","1,844","1,277",801,496,693
2021년01월_남_70~79세,"6,478","1,479",214,266,"1,128",510,405,811,570,495,247,353
2021년01월_남_80~89세,"2,076",496,86,98,307,97,109,242,188,204,104,145
2021년01월_남_90~99세,173,45,7,6,22,6,17,18,13,24,8,7
2021년01월_남_100세 이상,9,5,0,0,0,0,1,0,1,1,1,0
2021년01월_여_총인구수,"127,833","24,138","2,134","6,467","25,646","18,918","14,672","12,544","11,038","3,985","1,697","6,594"
2021년01월_여_연령구간인구수,"127,833","24,138","2,134","6,467","25,646","18,918","14,672","12,544","11,038","3,985","1,697","6,594"
2021년01월_여_0~9세,"14,387","1,561",131,420,"2,959","3,069","2,580","1,270","1,205",196,61,935
2021년01월_여_10~19세,"11,458","2,207",84,680,"2,824","1,651","1,656",834,800,226,58,438
2021년01월_여_20~29세,"13,059","2,839",194,753,"2,659","1,890","1,144","1,235","1,347",284,109,605
2021년01월_여_30~39세,"19,844","2,456",238,642,"3,677","4,150","3,136","1,908","1,872",318,113,"1,334"
2021년01월_여_40~49세,"20,884","3,698",211,"1,188","4,821","3,256","2,856","1,729","1,609",444,115,957
2021년01월_여_50~59세,"20,529","5,040",418,"1,383","4,137","2,531","1,465","2,190","1,585",645,342,793
2021년01월_여_60~69세,"15,178","3,588",386,736,"2,716","1,494","1,104","1,894","1,330",847,351,732
2021년01월_여_70~79세,"7,579","1,767",266,392,"1,218",581,435,940,772,521,265,422
2021년01월_여_80~89세,"4,264",847,176,238,548,252,263,481,460,421,249,329
2021년01월_여_90~99세,627,128,29,31,86,42,32,63,56,79,33,48
2021년01월_여_100세 이상,24,7,1,4,1,2,1,0,2,4,1,1
2021년02월_계_총인구수,"260,008","48,076","4,652","13,645","50,576","38,613","29,729","25,384","23,080","7,913","3,705","14,635"
2021년02월_계_연령구간인구수,"260,008","48,076","4,652","13,645","50,576","38,613","29,729","25,384","23,080","7,913","3,705","14,635"
2021년02월_계_0~9세,"29,261","3,240",265,802,"5,864","6,236","5,280","2,596","2,401",409,111,"2,057"
2021년02월_계_10~19세,"23,982","4,530",166,"1,406","5,928","3,456","3,415","1,785","1,694",481,126,995
2021년02월_계_20~29세,"28,873","6,319",485,"1,880","5,612","3,952","2,449","2,651","3,121",672,282,"1,450"
2021년02월_계_30~39세,"41,472","5,223",566,"1,386","7,134","8,441","6,218","3,998","4,369",634,289,"3,214"
2021년02월_계_40~49세,"43,695","7,050",566,"2,529","9,566","7,065","5,980","3,703","3,603",933,315,"2,385"
2021년02월_계_50~59세,"40,909","9,750",917,"3,005","7,906","4,940","2,969","4,287","3,204","1,365",817,"1,749"
2021년02월_계_60~69세,"30,480","7,161",903,"1,600","5,245","3,026","2,155","3,783","2,621","1,657",856,"1,473"
2021년02월_계_70~79세,"14,111","3,257",476,658,"2,358","1,100",844,"1,759","1,340","1,027",509,783
2021년02월_계_80~89세,"6,383","1,360",270,339,851,348,369,741,656,624,353,472
2021년02월_계_90~99세,810,174,37,37,111,47,48,81,68,106,45,56
2021년02월_계_100세 이상,32,12,1,3,1,2,2,0,3,5,2,1
2021년02월_남_총인구수,"132,000","23,940","2,529","7,218","25,026","19,702","15,084","12,813","12,057","3,935","1,993","7,703"
2021년02월_남_연령구간인구수,"132,000","23,940","2,529","7,218","25,026","19,702","15,084","12,813","12,057","3,935","1,993","7,703"
