카테고리,부산광역시 기장군,부산광역시 기장군 기장읍,부산광역시 기장군 장안읍,부산광역시 기장군 정관읍,부산광역시 기장군 일광면,부산광역시 기장군 철마면
2021년01월_남_연령구간인구수,"86,848","25,888","4,622","40,451","11,826","4,061"
2021년01월_남_0~9세,"9,732","1,657",206,"6,191","1,494",184
2021년01월_남_10~19세,"9,123","2,298",236,"5,521",836,232
2021년01월_남_20~29세,"9,060","3,387",619,"3,339","1,284",431
2021년01월_남_30~39세,"12,404","2,943",607,"6,280","2,220",354
2021년01월_남_40~49세,"16,611","4,114",560,"9,478","1,902",557
2021년01월_남_50~59세,"12,253","4,656",870,"4,328","1,676",723
2021년01월_남_60~69세,"10,079","3,867",858,"3,024","1,479",851
2021년01월_남_70~79세,"5,665","2,121",488,"1,789",715,552
2021년01월_남_80~89세,"1,776",792,152,471,200,161
2021년01월_남_90~99세,137,51,20,30,20,16
2021년01월_남_100세 이상,8,2,6,0,0,0
2021년01월_여_총인구수,"88,580","27,172","4,041","41,426","11,950","3,991"
2021년01월_여_연령구간인구수,"88,580","27,172","4,041","41,426","11,950","3,991"
2021년01월_여_0~9세,"9,389","1,511",196,"5,969","1,509",204
2021년01월_여_10~19세,"8,438","2,136",185,"5,106",809,202
2021년01월_여_20~29세,"8,033","2,943",417,"3,304","1,070",299
2021년01월_여_30~39세,"12,554","2,644",433,"6,964","2,185",328
2021년01월_여_40~49세,"15,780","4,142",391,"9,038","1,766",443
2021년01월_여_50~59세,"11,986","4,743",694,"4,079","1,770",700
2021년01월_여_60~69세,"11,569","4,405",809,"3,904","1,525",926
2021년01월_여_70~79세,"6,759","2,893",480,"2,050",805,531
2021년01월_여_80~89세,"3,424","1,474",361,853,427,309
2021년01월_여_90~99세,612,263,70,154,78,47
2021년01월_여_100세 이상,36,18,5,5,6,2
2021년02월_계_총인구수,"176,112","52,869","8,684","81,735","24,798","8,026"
2021년02월_계_연령구간인구수,"176,112","52,869","8,684","81,735","24,798","8,026"
2021년02월_계_0~9세,"19,146","3,141",406,"12,034","3,185",380
2021년02월_계_10~19세,"17,642","4,382",430,"10,640","1,761",429
2021년02월_계_20~29세,"17,140","6,304","1,030","6,633","2,453",720
2021년02월_계_30~39세,"24,917","5,544","1,036","13,108","4,550",679
2021년02월_계_40~49세,"32,609","8,202",961,"18,536","3,908","1,002"
2021년02월_계_50~59세,"24,360","9,354","1,568","8,459","3,575","1,404"
2021년02월_계_60~69세,"21,760","8,299","1,667","6,941","3,076","1,777"
2021년02월_계_70~79세,"12,487","5,017",968,"3,866","1,541","1,095"
2021년02월_계_80~89세,"5,260","2,295",517,"1,329",644,475
2021년02월_계_90~99세,746,310,90,184,99,63
2021년02월_계_100세 이상,45,21,11,5,6,2
2021년02월_남_총인구수,"87,194","25,797","4,650","40,381","12,315","4,051"
2021년02월_남_연령구간인구수,"87,194","25,797","4,650","40,381","12,315","4,051"
2021년02월_남_0~9세,"9,761","1,653",210,"6,132","1,586",180
2021년02월_남_10~19세,"9,160","2,278",247,"5,519",888,228
2021년02월_남_20~29세,"9,100","3,363",611,"3,348","1,348",430
2021년02월_남_30~39세,"12,361","2,915",611,"6,198","2,279",358
2021년02월_남_40~49세,"16,715","4,105",565,"9,486","2,005",554
2021년02월_남_50~59세,"12,335","4,626",878,"4,364","1,751",716
2021년02월_남_60~69세,"10,124","3,883",857,"3,026","1,508",850
2021년02월_남_70~79세,"5,692","2,120",489,"1,797",729,557
2021년02월_남_80~89세,"1,805",803,156,482,201,163
2021년02월_남_90~99세,133,49,20,29,20,15
2021년02월_남_100세 이상,8,2,6,0,0,0
2021년02월_여_총인구수,"88,918","27,072","4,034","41,354","12,483","3,975"
2021년02월_여_연령구간인구수,"88,918","27,072","4,034","41,354","12,483","3,975"
2021년02월_여_0~9세,"9,385","1,488",196,"5,902","1,599",200
2021년02월_여_10~19세,"8,482","2,104",183,"5,121",873,201
2021년02월_여_20~29세,"8,040","2,941",419,"3,285","1,105",290
2021년02월_여_30~39세,"12,556","2,629",425,"6,910","2,271",321
2021년02월_여_40~49세,"15,894","4,097",396,"9,050","1,903",448
2021년02월_여_50~59세,"12,025","4,728",690,"4,095","1,824",688
2021년02월_여_60~69세,"11,636","4,416",810,"3,915","1,568",927
2021년02월_여_70~79세,"6,795","2,897",479,"2,069",812,538
2021년02월_여_80~89세,"3,455","1,492",361,847,443,312
2021년02월_여_90~99세,613,261,70,155,79,48
2021년02월_여_100세 이상,37,19,5,5,6,2
2021년03월_계_총인구수,"176,056","52,694","8,583","81,686","25,083","8,010"
2021년03월_계_연령구간인구수,"176,056","52,694","8,583","81,686","25,083","8,010"
2021년03월_계_0~9세,"19,045","3,119",404,"11,940","3,211",371
2021년03월_계_10~19세,"17,674","4,372",421,"10,671","1,776",434
2021년03월_계_20~29세,"17,115","6,266","1,029","6,619","2,486",715
2021년03월_계_30~39세,"24,863","5,556","1,035","13,014","4,585",673
2021년03월_계_40~49세,"32,601","8,132",948,"18,560","3,963",998
2021년03월_계_50~59세,"24,356","9,325","1,529","8,463","3,646","1,393"
2021년03월_계_60~69세,"21,854","8,330","1,658","6,965","3,112","1,789"
2021년03월_계_70~79세,"12,501","4,996",955,"3,906","1,548","1,096"
2021년03월_계_80~89세,"5,293","2,291",514,"1,357",654,477
2021년03월_계_90~99세,726,296,85,187,97,61
2021년03월_계_100세 이상,28,11,5,4,5,3
2021년03월_남_총인구수,"87,172","25,727","4,598","40,342","12,464","4,041"
2021년03월_남_연령구간인구수,"87,172","25,727","4,598","40,342","12,464","4,041"
2021년03월_남_0~9세,"9,700","1,644",210,"6,077","1,594",175
2021년03월_남_10~19세,"9,198","2,280",243,"5,548",897,230
2021년03월_남_20~29세,"9,054","3,328",607,"3,326","1,364",429
2021년03월_남_30~39세,"12,354","2,928",606,"6,165","2,301",354
2021년03월_남_40~49세,"16,706","4,064",560,"9,489","2,040",553
2021년03월_남_50~59세,"12,337","4,612",863,"4,372","1,779",711
2021년03월_남_60~69세,"10,195","3,913",854,"3,035","1,536",857
2021년03월_남_70~79세,"5,683","2,107",483,"1,810",728,555
2021년03월_남_80~89세,"1,811",802,154,489,204,162
2021년03월_남_90~99세,132,48,17,31,21,15
2021년03월_남_100세 이상,2,1,1,0,0,0
2021년03월_여_총인구수,"88,884","26,967","3,985","41,344","12,619","3,969"
2021년03월_여_연령구간인구수,"88,884","26,967","3,985","41,344","12,619","3,969"
2021년03월_여_0~9세,"9,345","1,475",194,"5,863","1,617",196
2021년03월_여_10~19세,"8,476","2,092",178,"5,123",879,204
2021년03월_여_20~29세,"8,061","2,938",422,"3,293","1,122",286
2021년03월_여_30~39세,"12,509","2,628",429,"6,849","2,284",319
2021년03월_여_40~49세,"15,895","4,068",388,"9,071","1,923",445
2021년03월_여_50~59세,"12,019","4,713",666,"4,091","1,867",682
2021년03월_여_60~69세,"11,659","4,417",804,"3,930","1,576",932
2021년03월_여_70~79세,"6,818","2,889",472,"2,096",820,541
2021년03월_여_80~89세,"3,482","1,489",360,868,450,315
2021년03월_여_90~99세,594,248,68,156,76,46
2021년03월_여_100세 이상,26,10,4,4,5,3
2021년04월_계_총인구수,"176,287","52,681","8,579","81,719","25,318","7,990"
2021년04월_계_연령구간인구수,"176,287","52,681","8,579","81,719","25,318","7,990"
2021년04월_계_0~9세,"18,952","3,086",403,"11,863","3,241",359
2021년04월_계_10~19세,"17,716","4,351",418,"10,717","1,790",440
2021년04월_계_20~29세,"17,143","6,273","1,025","6,627","2,516",702
2021년04월_계_30~39세,"24,801","5,538","1,026","12,954","4,621",662
2021년04월_계_40~49세,"32,693","8,139",952,"18,605","3,995","1,002"
2021년04월_계_50~59세,"24,414","9,317","1,527","8,500","3,687","1,383"
2021년04월_계_60~69세,"21,961","8,372","1,669","6,968","3,156","1,796"
2021년04월_계_70~79세,"12,529","4,997",952,"3,921","1,561","1,098"
2021년04월_계_80~89세,"5,317","2,298",512,"1,375",645,487
2021년04월_계_90~99세,732,299,90,185,100,58
2021년04월_계_100세 이상,29,11,5,4,6,3
2021년04월_남_총인구수,"87,304","25,719","4,604","40,360","12,589","4,032"
2021년04월_남_연령구간인구수,"87,304","25,719","4,604","40,360","12,589","4,032"
2021년04월_남_0~9세,"9,658","1,632",211,"6,034","1,611",170
2021년04월_남_10~19세,"9,214","2,263",242,"5,572",907,230
2021년04월_남_20~29세,"9,073","3,334",606,"3,324","1,384",425
2021년04월_남_30~39세,"12,334","2,910",601,"6,159","2,317",347
2021년04월_남_40~49세,"16,730","4,071",561,"9,490","2,053",555
2021년04월_남_50~59세,"12,399","4,620",867,"4,396","1,807",709
2021년04월_남_60~69세,"10,231","3,927",860,"3,031","1,552",861
2021년04월_남_70~79세,"5,706","2,114",481,"1,821",736,554
2021년04월_남_80~89세,"1,819",795,156,501,201,166
2021년04월_남_90~99세,138,52,18,32,21,15
2021년04월_남_100세 이상,2,1,1,0,0,0
2021년04월_여_총인구수,"88,983","26,962","3,975","41,359","12,729","3,958"
2021년04월_여_연령구간인구수,"88,983","26,962","3,975","41,359","12,729","3,958"
2021년04월_여_0~9세,"9,294","1,454",192,"5,829","1,630",189
2021년04월_여_10~19세,"8,502","2,088",176,"5,145",883,210
2021년04월_여_20~29세,"8,070","2,939",419,"3,303","1,132",277
2021년04월_여_30~39세,"12,467","2,628",425,"6,795","2,304",315
2021년04월_여_40~49세,"15,963","4,068",391,"9,115","1,942",447
2021년04월_여_50~59세,"12,015","4,697",660,"4,104","1,880",674
2021년04월_여_60~69세,"11,730","4,445",809,"3,937","1,604",935
2021년04월_여_70~79세,"6,823","2,883",471,"2,100",825,544
2021년04월_여_80~89세,"3,498","1,503",356,874,444,321
2021년04월_여_90~99세,594,247,72,153,79,43
2021년04월_여_100세 이상,27,10,4,4,6,3
2021년05월_계_총인구수,"176,411","52,645","8,560","81,717","25,518","7,971"
2021년05월_계_연령구간인구수,"176,411","52,645","8,560","81,717","25,518","7,971"
2021년05월_계_0~9세,"18,872","3,073",410,"11,758","3,276",355
2021년05월_계_10~19세,"17,745","4,329",407,"10,761","1,812",436
2021년05월_계_20~29세,"17,148","6,259","1,015","6,640","2,537",697
2021년05월_계_30~39세,"24,698","5,553","1,027","12,850","4,610",658
2021년05월_계_40~49세,"32,714","8,064",956,"18,653","4,046",995
2021년05월_계_50~59세,"24,502","9,331","1,518","8,568","3,705","1,380"
2021년05월_계_60~69세,"22,033","8,409","1,657","6,971","3,190","1,806"
2021년05월_계_70~79세,"12,572","5,007",958,"3,932","1,583","1,092"
2021년05월_계_80~89세,"5,358","2,307",517,"1,393",652,489
2021년05월_계_90~99세,737,299,90,187,102,59
2021년05월_계_100세 이상,32,14,5,4,5,4
2021년05월_남_총인구수,"87,367","25,694","4,592","40,376","12,678","4,027"
2021년05월_남_연령구간인구수,"87,367","25,694","4,592","40,376","12,678","4,027"
2021년05월_남_0~9세,"9,629","1,625",213,"5,990","1,633",168
2021년05월_남_10~19세,"9,215","2,255",229,"5,585",920,226
2021년05월_남_20~29세,"9,083","3,328",605,"3,337","1,389",424
2021년05월_남_30~39세,"12,297","2,928",604,"6,116","2,302",347
2021년05월_남_40~49세,"16,723","4,029",562,"9,503","2,081",548
2021년05월_남_50~59세,"12,451","4,620",864,"4,442","1,818",707
2021년05월_남_60~69세,"10,264","3,942",857,"3,031","1,563",871
2021년05월_남_70~79세,"5,724","2,112",481,"1,835",745,551
2021년05월_남_80~89세,"1,836",799,157,504,205,171
2021년05월_남_90~99세,143,55,19,33,22,14
2021년05월_남_100세 이상,2,1,1,0,0,0
2021년05월_여_총인구수,"89,044","26,951","3,968","41,341","12,840","3,944"
2021년05월_여_연령구간인구수,"89,044","26,951","3,968","41,341","12,840","3,944"
2021년05월_여_0~9세,"9,243","1,448",197,"5,768","1,643",187
2021년05월_여_10~19세,"8,530","2,074",178,"5,176",892,210
2021년05월_여_20~29세,"8,065","2,931",410,"3,303","1,148",273
2021년05월_여_30~39세,"12,401","2,625",423,"6,734","2,308",311
2021년05월_여_40~49세,"15,991","4,035",394,"9,150","1,965",447
2021년05월_여_50~59세,"12,051","4,711",654,"4,126","1,887",673
2021년05월_여_60~69세,"11,769","4,467",800,"3,940","1,627",935
2021년05월_여_70~79세,"6,848","2,895",477,"2,097",838,541
2021년05월_여_80~89세,"3,522","1,508",360,889,447,318
2021년05월_여_90~99세,594,244,71,154,80,45
2021년05월_여_100세 이상,30,13,4,4,5,4
2021년06월_계_총인구수,"176,617","52,662","8,585","81,775","25,637","7,958"
2021년06월_계_연령구간인구수,"176,617","52,662","8,585","81,775","25,637","7,958"
2021년06월_계_0~9세,"18,835","3,070",412,"11,740","3,269",344
2021년06월_계_10~19세,"17,758","4,327",406,"10,763","1,825",437
2021년06월_계_20~29세,"17,193","6,255","1,018","6,674","2,544",702
2021년06월_계_30~39세,"24,616","5,531","1,040","12,788","4,601",656
2021년06월_계_40~49세,"32,752","8,061",959,"18,665","4,078",989
2021년06월_계_50~59세,"24,558","9,335","1,503","8,610","3,737","1,373"
2021년06월_계_60~69세,"22,141","8,436","1,671","6,994","3,226","1,814"
2021년06월_계_70~79세,"12,607","5,007",964,"3,948","1,595","1,093"
2021년06월_계_80~89세,"5,391","2,329",518,"1,403",654,487
2021년06월_계_90~99세,732,297,89,186,102,58
2021년06월_계_100세 이상,34,14,5,4,6,5
2021년06월_남_총인구수,"87,484","25,694","4,613","40,430","12,723","4,024"
2021년06월_남_연령구간인구수,"87,484","25,694","4,613","40,430","12,723","4,024"
2021년06월_남_0~9세,"9,617","1,629",217,"5,981","1,628",162
2021년06월_남_10~19세,"9,216","2,249",226,"5,596",922,223
2021년06월_남_20~29세,"9,124","3,327",612,"3,349","1,403",433
2021년06월_남_30~39세,"12,238","2,906",608,"6,090","2,285",349
2021년06월_남_40~49세,"16,757","4,037",569,"9,517","2,094",540
2021년06월_남_50~59세,"12,485","4,620",851,"4,470","1,840",704
2021년06월_남_60~69세,"10,311","3,950",866,"3,041","1,574",880
2021년06월_남_70~79세,"5,741","2,111",485,"1,846",751,548
2021년06월_남_80~89세,"1,850",810,159,506,204,171
2021년06월_남_90~99세,143,54,19,34,22,14
2021년06월_남_100세 이상,2,1,1,0,0,0
2021년06월_여_총인구수,"89,133","26,968","3,972","41,345","12,914","3,934"
2021년06월_여_연령구간인구수,"89,133","26,968","3,972","41,345","12,914","3,934"
2021년06월_여_0~9세,"9,218","1,441",195,"5,759","1,641",182
2021년06월_여_10~19세,"8,542","2,078",180,"5,167",903,214
2021년06월_여_20~29세,"8,069","2,928",406,"3,325","1,141",269
2021년06월_여_30~39세,"12,378","2,625",432,"6,698","2,316",307
2021년06월_여_40~49세,"15,995","4,024",390,"9,148","1,984",449
2021년06월_여_50~59세,"12,073","4,715",652,"4,140","1,897",669
2021년06월_여_60~69세,"11,830","4,486",805,"3,953","1,652",934
2021년06월_여_70~79세,"6,866","2,896",479,"2,102",844,545
2021년06월_여_80~89세,"3,541","1,519",359,897,450,316
2021년06월_여_90~99세,589,243,70,152,80,44
2021년06월_여_100세 이상,32,13,4,4,6,5
2021년07월_계_총인구수,"176,786","52,714","8,600","81,790","25,746","7,936"
2021년07월_계_연령구간인구수,"176,786","52,714","8,600","81,790","25,746","7,936"
2021년07월_계_0~9세,"18,779","3,067",416,"11,670","3,284",342
2021년07월_계_10~19세,"17,832","4,318",406,"10,819","1,852",437
2021년07월_계_20~29세,"17,178","6,248","1,007","6,675","2,551",697
2021년07월_계_30~39세,"24,528","5,551","1,048","12,714","4,569",646
2021년07월_계_40~49세,"32,800","8,029",960,"18,682","4,142",987
2021년07월_계_50~59세,"24,626","9,371","1,509","8,638","3,752","1,356"
2021년07월_계_60~69세,"22,216","8,453","1,683","7,027","3,227","1,826"
2021년07월_계_70~79세,"12,660","5,032",959,"3,965","1,609","1,095"
2021년07월_계_80~89세,"5,402","2,334",519,"1,411",653,485
2021년07월_계_90~99세,732,298,88,185,101,60
2021년07월_계_100세 이상,33,13,5,4,6,5
2021년07월_남_총인구수,"87,565","25,714","4,622","40,435","12,779","4,015"
2021년07월_남_연령구간인구수,"87,565","25,714","4,622","40,435","12,779","4,015"
2021년07월_남_0~9세,"9,587","1,625",217,"5,949","1,635",161
2021년07월_남_10~19세,"9,252","2,248",228,"5,610",940,226
2021년07월_남_20~29세,"9,112","3,317",603,"3,356","1,408",428
2021년07월_남_30~39세,"12,184","2,919",617,"6,037","2,265",346
2021년07월_남_40~49세,"16,791","4,024",568,"9,541","2,118",540
2021년07월_남_50~59세,"12,538","4,631",860,"4,493","1,854",700
2021년07월_남_60~69세,"10,332","3,959",866,"3,047","1,578",882
2021년07월_남_70~79세,"5,773","2,126",484,"1,859",754,550
2021년07월_남_80~89세,"1,845",808,159,508,203,167
2021년07월_남_90~99세,149,56,19,35,24,15
2021년07월_남_100세 이상,2,1,1,0,0,0
2021년07월_여_총인구수,"89,221","27,000","3,978","41,355","12,967","3,921"
2021년07월_여_연령구간인구수,"89,221","27,000","3,978","41,355","12,967","3,921"
2021년07월_여_0~9세,"9,192","1,442",199,"5,721","1,649",181
2021년07월_여_10~19세,"8,580","2,070",178,"5,209",912,211
2021년07월_여_20~29세,"8,066","2,931",404,"3,319","1,143",269
2021년07월_여_30~39세,"12,344","2,632",431,"6,677","2,304",300
2021년07월_여_40~49세,"16,009","4,005",392,"9,141","2,024",447
2021년07월_여_50~59세,"12,088","4,740",649,"4,145","1,898",656
2021년07월_여_60~69세,"11,884","4,494",817,"3,980","1,649",944
2021년07월_여_70~79세,"6,887","2,906",475,"2,106",855,545
2021년07월_여_80~89세,"3,557","1,526",360,903,450,318
2021년07월_여_90~99세,583,242,69,150,77,45
2021년07월_여_100세 이상,31,12,4,4,6,5
2021년08월_계_총인구수,"176,811","52,702","8,594","81,765","25,815","7,935"
2021년08월_계_연령구간인구수,"176,811","52,702","8,594","81,765","25,815","7,935"
2021년08월_계_0~9세,"18,674","3,046",418,"11,570","3,294",346
2021년08월_계_10~19세,"17,880","4,306",407,"10,870","1,865",432
2021년08월_계_20~29세,"17,070","6,200","1,019","6,643","2,518",690
2021년08월_계_30~39세,"24,460","5,605","1,039","12,603","4,567",646
2021년08월_계_40~49세,"32,842","7,980",953,"18,759","4,164",986
2021년08월_계_50~59세,"24,663","9,379","1,502","8,673","3,764","1,345"
2021년08월_계_60~69세,"22,316","8,472","1,696","7,054","3,256","1,838"
2021년08월_계_70~79세,"12,700","5,058",948,"3,983","1,615","1,096"
2021년08월_계_80~89세,"5,427","2,336",518,"1,420",662,491
2021년08월_계_90~99세,748,308,89,186,105,60
2021년08월_계_100세 이상,31,12,5,4,5,5
2021년08월_남_총인구수,"87,546","25,707","4,626","40,398","12,795","4,020"
2021년08월_남_연령구간인구수,"87,546","25,707","4,626","40,398","12,795","4,020"
2021년08월_남_0~9세,"9,529","1,614",220,"5,895","1,637",163
2021년08월_남_10~19세,"9,264","2,248",226,"5,630",936,224
2021년08월_남_20~29세,"9,050","3,284",615,"3,335","1,389",427
2021년08월_남_30~39세,"12,157","2,948",609,"6,002","2,254",344
2021년08월_남_40~49세,"16,798","4,009",570,"9,548","2,130",541
2021년08월_남_50~59세,"12,575","4,631",858,"4,522","1,872",692
2021년08월_남_60~69세,"10,361","3,962",872,"3,053","1,586",888
2021년08월_남_70~79세,"5,802","2,147",478,"1,865",757,555
2021년08월_남_80~89세,"1,856",806,158,512,210,170
2021년08월_남_90~99세,153,58,19,36,24,16
2021년08월_남_100세 이상,1,0,1,0,0,0
2021년08월_여_총인구수,"89,265","26,995","3,968","41,367","13,020","3,915"
2021년08월_여_연령구간인구수,"89,265","26,995","3,968","41,367","13,020","3,915"
2021년08월_여_0~9세,"9,145","1,432",198,"5,675","1,657",183
2021년08월_여_10~19세,"8,616","2,058",181,"5,240",929,208
2021년08월_여_20~29세,"8,020","2,916",404,"3,308","1,129",263
2021년08월_여_30~39세,"12,303","2,657",430,"6,601","2,313",302
2021년08월_여_40~49세,"16,044","3,971",383,"9,211","2,034",445
2021년08월_여_50~59세,"12,088","4,748",644,"4,151","1,892",653
2021년08월_여_60~69세,"11,955","4,510",824,"4,001","1,670",950
2021년08월_여_70~79세,"6,898","2,911",470,"2,118",858,541
2021년08월_여_80~89세,"3,571","1,530",360,908,452,321
2021년08월_여_90~99세,595,250,70,150,81,44
2021년08월_여_100세 이상,30,12,4,4,5,5
2021년09월_계_총인구수,"176,789","52,675","8,569","81,794","25,833","7,918"
2021년09월_계_연령구간인구수,"176,789","52,675","8,569","81,794","25,833","7,918"
2021년09월_계_0~9세,"18,575","3,020",414,"11,508","3,289",344
2021년09월_계_10~19세,"17,903","4,293",402,"10,911","1,868",429
2021년09월_계_20~29세,"17,010","6,183","1,009","6,611","2,519",688
2021년09월_계_30~39세,"24,350","5,632","1,036","12,513","4,528",641
2021년09월_계_40~49세,"32,882","7,935",958,"18,808","4,194",987
2021년09월_계_50~59세,"24,769","9,401","1,497","8,761","3,775","1,335"
2021년09월_계_60~69세,"22,326","8,488","1,692","7,048","3,264","1,834"
2021년09월_계_70~79세,"12,743","5,051",949,"4,014","1,625","1,104"
2021년09월_계_80~89세,"5,447","2,352",518,"1,425",662,490
2021년09월_계_90~99세,755,309,89,191,105,61
2021년09월_계_100세 이상,29,11,5,4,4,5
2021년09월_남_총인구수,"87,499","25,686","4,613","40,385","12,804","4,011"
2021년09월_남_연령구간인구수,"87,499","25,686","4,613","40,385","12,804","4,011"
2021년09월_남_0~9세,"9,478","1,601",219,"5,858","1,638",162
2021년09월_남_10~19세,"9,279","2,241",223,"5,652",939,224
2021년09월_남_20~29세,"9,023","3,274",606,"3,323","1,392",428
2021년09월_남_30~39세,"12,092","2,962",610,"5,955","2,228",337
2021년09월_남_40~49세,"16,781","3,970",573,"9,552","2,144",542
2021년09월_남_50~59세,"12,640","4,652",856,"4,570","1,874",688
2021년09월_남_60~69세,"10,367","3,978",867,"3,046","1,593",883
2021년09월_남_70~79세,"5,820","2,141",480,"1,878",762,559
2021년09월_남_80~89세,"1,863",808,157,515,210,173
2021년09월_남_90~99세,155,59,21,36,24,15
2021년09월_남_100세 이상,1,0,1,0,0,0
2021년09월_여_총인구수,"89,290","26,989","3,956","41,409","13,029","3,907"
2021년09월_여_연령구간인구수,"89,290","26,989","3,956","41,409","13,029","3,907"
2021년09월_여_0~9세,"9,097","1,419",195,"5,650","1,651",182
2021년09월_여_10~19세,"8,624","2,052",179,"5,259",929,205
2021년09월_여_20~29세,"7,987","2,909",403,"3,288","1,127",260
2021년09월_여_30~39세,"12,258","2,670",426,"6,558","2,300",304
2021년09월_여_40~49세,"16,101","3,965",385,"9,256","2,050",445
2021년09월_여_50~59세,"12,129","4,749",641,"4,191","1,901",647
2021년09월_여_60~69세,"11,959","4,510",825,"4,002","1,671",951
2021년09월_여_70~79세,"6,923","2,910",469,"2,136",863,545
2021년09월_여_80~89세,"3,584","1,544",361,910,452,317
2021년09월_여_90~99세,600,250,68,155,81,46
2021년09월_여_100세 이상,28,11,4,4,4,5
2021년10월_계_총인구수,"176,879","52,793","8,598","81,798","25,805","7,885"
2021년10월_계_연령구간인구수,"176,879","52,793","8,598","81,798","25,805","7,885"
2021년10월_계_0~9세,"18,483","3,011",416,"11,440","3,278",338
2021년10월_계_10~19세,"17,972","4,295",402,"10,957","1,878",440
2021년10월_계_20~29세,"16,969","6,176","1,000","6,618","2,503",672
2021년10월_계_30~39세,"24,212","5,647","1,046","12,394","4,491",634
2021년10월_계_40~49세,"32,938","7,952",966,"18,838","4,207",975
2021년10월_계_50~59세,"24,909","9,431","1,502","8,837","3,796","1,343"
2021년10월_계_60~69세,"22,345","8,509","1,703","7,054","3,261","1,818"
2021년10월_계_70~79세,"12,765","5,073",950,"4,017","1,619","1,106"
2021년10월_계_80~89세,"5,489","2,371",518,"1,441",663,496
2021년10월_계_90~99세,766,317,90,197,104,58
2021년10월_계_100세 이상,31,11,5,5,5,5
2021년10월_남_총인구수,"87,529","25,736","4,636","40,387","12,779","3,991"
2021년10월_남_연령구간인구수,"87,529","25,736","4,636","40,387","12,779","3,991"
2021년10월_남_0~9세,"9,425","1,593",218,"5,830","1,623",161
2021년10월_남_10~19세,"9,306","2,239",222,"5,679",939,227
2021년10월_남_20~29세,"8,999","3,272",601,"3,320","1,387",419
2021년10월_남_30~39세,"12,042","2,975",620,"5,909","2,207",331
2021년10월_남_40~49세,"16,776","3,970",579,"9,545","2,147",535
2021년10월_남_50~59세,"12,739","4,676",857,"4,624","1,886",696
2021년10월_남_60~69세,"10,359","3,976",879,"3,040","1,592",872
2021년10월_남_70~79세,"5,834","2,156",481,"1,876",762,559
2021년10월_남_80~89세,"1,888",817,157,527,211,176
2021년10월_남_90~99세,159,62,21,37,24,15
2021년10월_남_100세 이상,2,0,1,0,1,0
2021년10월_여_총인구수,"89,350","27,057","3,962","41,411","13,026","3,894"
2021년10월_여_연령구간인구수,"89,350","27,057","3,962","41,411","13,026","3,894"
2021년10월_여_0~9세,"9,058","1,418",198,"5,610","1,655",177
2021년10월_여_10~19세,"8,666","2,056",180,"5,278",939,213
2021년10월_여_20~29세,"7,970","2,904",399,"3,298","1,116",253
2021년10월_여_30~39세,"12,170","2,672",426,"6,485","2,284",303
2021년10월_여_40~49세,"16,162","3,982",387,"9,293","2,060",440
2021년10월_여_50~59세,"12,170","4,755",645,"4,213","1,910",647
2021년10월_여_60~69세,"11,986","4,533",824,"4,014","1,669",946
2021년10월_여_70~79세,"6,931","2,917",469,"2,141",857,547
2021년10월_여_80~89세,"3,601","1,554",361,914,452,320
2021년10월_여_90~99세,607,255,69,160,80,43
2021년10월_여_100세 이상,29,11,4,5,4,5
2021년11월_계_총인구수,"177,161","52,880","8,588","81,893","25,862","7,938"
2021년11월_계_연령구간인구수,"177,161","52,880","8,588","81,893","25,862","7,938"
2021년11월_계_0~9세,"18,411","3,010",417,"11,360","3,282",342
2021년11월_계_10~19세,"18,028","4,280",395,"11,023","1,884",446
2021년11월_계_20~29세,"16,971","6,175",986,"6,627","2,500",683
2021년11월_계_30~39세,"24,143","5,662","1,055","12,300","4,482",644
2021년11월_계_40~49세,"33,025","7,937",955,"18,903","4,244",986
2021년11월_계_50~59세,"24,994","9,453","1,509","8,896","3,798","1,338"
2021년11월_계_60~69세,"22,450","8,563","1,702","7,082","3,279","1,824"
2021년11월_계_70~79세,"12,813","5,105",939,"4,045","1,614","1,110"
2021년11월_계_80~89세,"5,520","2,362",532,"1,456",671,499
2021년11월_계_90~99세,775,322,93,196,103,61
2021년11월_계_100세 이상,31,11,5,5,5,5
2021년11월_남_총인구수,"87,661","25,772","4,621","40,442","12,804","4,022"
2021년11월_남_연령구간인구수,"87,661","25,772","4,621","40,442","12,804","4,022"
2021년11월_남_0~9세,"9,378","1,592",219,"5,780","1,626",161
2021년11월_남_10~19세,"9,337","2,230",220,"5,716",941,230
2021년11월_남_20~29세,"9,019","3,271",591,"3,345","1,389",423
2021년11월_남_30~39세,"12,014","2,999",625,"5,855","2,197",338
2021년11월_남_40~49세,"16,806","3,952",573,"9,582","2,157",542
2021년11월_남_50~59세,"12,800","4,692",859,"4,665","1,892",692
2021년11월_남_60~69세,"10,377","3,988",875,"3,037","1,602",875
2021년11월_남_70~79세,"5,866","2,170",477,"1,892",760,567
2021년11월_남_80~89세,"1,899",812,160,534,216,177
2021년11월_남_90~99세,163,66,21,36,23,17
2021년11월_남_100세 이상,2,0,1,0,1,0
2021년11월_여_총인구수,"89,500","27,108","3,967","41,451","13,058","3,916"
2021년11월_여_연령구간인구수,"89,500","27,108","3,967","41,451","13,058","3,916"
2021년11월_여_0~9세,"9,033","1,418",198,"5,580","1,656",181
2021년11월_여_10~19세,"8,691","2,050",175,"5,307",943,216
2021년11월_여_20~29세,"7,952","2,904",395,"3,282","1,111",260
