카테고리,충청남도 당진시,충청남도 당진시 합덕읍,충청남도 당진시 송악읍,충청남도 당진시 고대면,충청남도 당진시 석문면,충청남도 당진시 대호지면,충청남도 당진시 정미면,충청남도 당진시 면천면,충청남도 당진시 순성면,충청남도 당진시 우강면,충청남도 당진시 신평면,충청남도 당진시 송산면,충청남도 당진시 당진1동,충청남도 당진시 당진2동,충청남도 당진시 당진3동
2020년09월_계_총인구수,"165,991","9,161","30,362","5,511","9,641","2,444","3,721","3,611","5,135","5,181","15,888","12,113","23,596","20,998","18,629"
2020년09월_계_연령구간인구수,"165,991","9,161","30,362","5,511","9,641","2,444","3,721","3,611","5,135","5,181","15,888","12,113","23,596","20,998","18,629"
2020년09월_계_0~9세,"15,837",341,"4,106",198,452,62,103,101,186,203,"1,547","1,253","2,481","2,563","2,241"
2020년09월_계_10~19세,"15,647",568,"2,527",284,489,98,198,195,316,350,"1,812","1,035","2,429","2,547","2,799"
2020년09월_계_20~29세,"16,079",723,"2,401",383,924,141,297,277,377,398,"1,457","1,064","3,305","2,204","2,128"
2020년09월_계_30~39세,"22,944",717,"5,656",338,"1,147",129,224,225,300,319,"1,752","2,046","4,294","3,148","2,649"
2020년09월_계_40~49세,"26,626","1,123","5,326",563,"1,344",216,332,383,554,588,"2,593","2,044","4,068","3,781","3,711"
2020년09월_계_50~59세,"25,846","1,581","4,409",970,"1,927",364,632,680,963,891,"2,530","1,826","3,276","3,067","2,730"
2020년09월_계_60~69세,"20,670","1,848","3,155","1,188","1,641",609,846,774,"1,034","1,037","2,018","1,343","2,023","1,932","1,222"
2020년09월_계_70~79세,"13,221","1,317","1,661",858,"1,020",490,617,553,781,809,"1,313",893,"1,139","1,070",700
2020년09월_계_80~89세,"7,926",812,982,627,613,292,406,359,531,511,755,535,507,607,389
2020년09월_계_90~99세,"1,127",116,132,99,79,40,64,62,87,73,104,70,74,68,59
2020년09월_계_100세 이상,68,15,7,3,5,3,2,2,6,2,7,4,0,11,1
2020년09월_남_총인구수,"88,009","4,811","16,826","2,809","5,612","1,219","1,903","1,852","2,588","2,620","8,102","6,891","12,480","10,677","9,619"
2020년09월_남_연령구간인구수,"88,009","4,811","16,826","2,809","5,612","1,219","1,903","1,852","2,588","2,620","8,102","6,891","12,480","10,677","9,619"
2020년09월_남_0~9세,"8,092",186,"2,134",100,232,36,44,49,88,101,760,629,"1,245","1,334","1,154"
2020년09월_남_10~19세,"8,207",315,"1,339",145,262,55,107,101,168,196,940,519,"1,258","1,310","1,492"
2020년09월_남_20~29세,"9,423",446,"1,385",222,617,84,185,171,215,230,853,696,"1,890","1,220","1,209"
2020년09월_남_30~39세,"13,018",429,"3,185",192,797,79,125,130,168,187,904,"1,311","2,511","1,621","1,379"
2020년09월_남_40~49세,"14,996",680,"3,271",331,909,135,189,242,328,338,"1,382","1,286","2,158","1,928","1,819"
2020년09월_남_50~59세,"14,472",909,"2,641",560,"1,196",181,345,367,528,489,"1,379","1,097","1,705","1,604","1,471"
2020년09월_남_60~69세,"10,513",892,"1,682",600,866,304,439,373,506,514,"1,002",733,"1,025",958,619
2020년09월_남_70~79세,"6,174",605,811,407,490,236,299,281,380,357,597,407,489,489,326
2020년09월_남_80~89세,"2,816",316,335,230,220,99,160,120,182,182,260,195,183,200,134
2020년09월_남_90~99세,284,31,43,22,21,9,10,16,24,25,23,18,16,11,15
2020년09월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2020년09월_여_총인구수,"77,982","4,350","13,536","2,702","4,029","1,225","1,818","1,759","2,547","2,561","7,786","5,222","11,116","10,321","9,010"
2020년09월_여_연령구간인구수,"77,982","4,350","13,536","2,702","4,029","1,225","1,818","1,759","2,547","2,561","7,786","5,222","11,116","10,321","9,010"
2020년09월_여_0~9세,"7,745",155,"1,972",98,220,26,59,52,98,102,787,624,"1,236","1,229","1,087"
2020년09월_여_10~19세,"7,440",253,"1,188",139,227,43,91,94,148,154,872,516,"1,171","1,237","1,307"
2020년09월_여_20~29세,"6,656",277,"1,016",161,307,57,112,106,162,168,604,368,"1,415",984,919
2020년09월_여_30~39세,"9,926",288,"2,471",146,350,50,99,95,132,132,848,735,"1,783","1,527","1,270"
2020년09월_여_40~49세,"11,630",443,"2,055",232,435,81,143,141,226,250,"1,211",758,"1,910","1,853","1,892"
2020년09월_여_50~59세,"11,374",672,"1,768",410,731,183,287,313,435,402,"1,151",729,"1,571","1,463","1,259"
2020년09월_여_60~69세,"10,157",956,"1,473",588,775,305,407,401,528,523,"1,016",610,998,974,603
2020년09월_여_70~79세,"7,047",712,850,451,530,254,318,272,401,452,716,486,650,581,374
2020년09월_여_80~89세,"5,110",496,647,397,393,193,246,239,349,329,495,340,324,407,255
2020년09월_여_90~99세,843,85,89,77,58,31,54,46,63,48,81,52,58,57,44
2020년09월_여_100세 이상,54,13,7,3,3,2,2,0,5,1,5,4,0,9,0
2020년10월_계_총인구수,"166,073","9,156","30,342","5,504","9,702","2,442","3,722","3,615","5,120","5,158","15,887","12,070","23,649","21,074","18,632"
2020년10월_계_연령구간인구수,"166,073","9,156","30,342","5,504","9,702","2,442","3,722","3,615","5,120","5,158","15,887","12,070","23,649","21,074","18,632"
2020년10월_계_0~9세,"15,711",335,"4,068",193,445,61,108,99,187,198,"1,524","1,248","2,459","2,565","2,221"
2020년10월_계_10~19세,"15,691",582,"2,534",284,500,98,194,192,315,347,"1,830","1,024","2,437","2,553","2,801"
2020년10월_계_20~29세,"16,084",718,"2,395",383,935,143,304,278,369,398,"1,438","1,042","3,335","2,218","2,128"
2020년10월_계_30~39세,"22,881",718,"5,632",330,"1,156",127,222,223,300,316,"1,744","2,032","4,296","3,150","2,635"
2020년10월_계_40~49세,"26,634","1,122","5,332",561,"1,350",214,329,380,547,580,"2,601","2,040","4,095","3,777","3,706"
2020년10월_계_50~59세,"25,946","1,570","4,423",969,"1,937",366,629,688,961,887,"2,543","1,829","3,281","3,105","2,758"
2020년10월_계_60~69세,"20,717","1,840","3,157","1,189","1,655",605,844,778,"1,036","1,040","2,027","1,358","2,020","1,940","1,228"
2020년10월_계_70~79세,"13,261","1,324","1,673",863,"1,030",495,621,553,780,803,"1,315",885,"1,144","1,072",703
2020년10월_계_80~89세,"7,947",816,989,627,608,290,404,360,532,514,755,537,507,616,392
2020년10월_계_90~99세,"1,131",115,132,102,81,40,65,62,88,73,102,71,74,67,59
2020년10월_계_100세 이상,70,16,7,3,5,3,2,2,5,2,8,4,1,11,1
2020년10월_남_총인구수,"88,081","4,808","16,827","2,807","5,675","1,215","1,898","1,854","2,576","2,606","8,095","6,871","12,523","10,703","9,623"
2020년10월_남_연령구간인구수,"88,081","4,808","16,827","2,807","5,675","1,215","1,898","1,854","2,576","2,606","8,095","6,871","12,523","10,703","9,623"
2020년10월_남_0~9세,"8,021",184,"2,108",96,232,35,46,48,87,98,745,625,"1,243","1,332","1,142"
2020년10월_남_10~19세,"8,238",323,"1,338",147,268,54,106,99,166,192,955,514,"1,263","1,316","1,497"
2020년10월_남_20~29세,"9,417",442,"1,383",222,634,86,186,172,208,234,837,678,"1,908","1,223","1,204"
2020년10월_남_30~39세,"13,010",431,"3,187",187,801,77,125,129,172,186,900,"1,309","2,518","1,614","1,374"
2020년10월_남_40~49세,"15,004",677,"3,271",332,917,134,185,236,326,333,"1,389","1,284","2,175","1,922","1,823"
2020년10월_남_50~59세,"14,521",903,"2,662",553,"1,209",182,342,373,524,483,"1,382","1,098","1,704","1,624","1,482"
2020년10월_남_60~69세,"10,565",892,"1,682",606,880,301,439,379,508,518,"1,008",746,"1,019",963,624
2020년10월_남_70~79세,"6,186",610,816,410,493,237,302,280,377,352,595,404,494,490,326
2020년10월_남_80~89세,"2,824",315,337,230,218,99,157,121,183,184,260,195,183,207,135
2020년10월_남_90~99세,281,29,43,24,21,9,10,15,24,25,22,18,16,10,15
2020년10월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2020년10월_여_총인구수,"77,992","4,348","13,515","2,697","4,027","1,227","1,824","1,761","2,544","2,552","7,792","5,199","11,126","10,371","9,009"
2020년10월_여_연령구간인구수,"77,992","4,348","13,515","2,697","4,027","1,227","1,824","1,761","2,544","2,552","7,792","5,199","11,126","10,371","9,009"
2020년10월_여_0~9세,"7,690",151,"1,960",97,213,26,62,51,100,100,779,623,"1,216","1,233","1,079"
2020년10월_여_10~19세,"7,453",259,"1,196",137,232,44,88,93,149,155,875,510,"1,174","1,237","1,304"
2020년10월_여_20~29세,"6,667",276,"1,012",161,301,57,118,106,161,164,601,364,"1,427",995,924
2020년10월_여_30~39세,"9,871",287,"2,445",143,355,50,97,94,128,130,844,723,"1,778","1,536","1,261"
2020년10월_여_40~49세,"11,630",445,"2,061",229,433,80,144,144,221,247,"1,212",756,"1,920","1,855","1,883"
2020년10월_여_50~59세,"11,425",667,"1,761",416,728,184,287,315,437,404,"1,161",731,"1,577","1,481","1,276"
2020년10월_여_60~69세,"10,152",948,"1,475",583,775,304,405,399,528,522,"1,019",612,"1,001",977,604
2020년10월_여_70~79세,"7,075",714,857,453,537,258,319,273,403,451,720,481,650,582,377
2020년10월_여_80~89세,"5,123",501,652,397,390,191,247,239,349,330,495,342,324,409,257
2020년10월_여_90~99세,850,86,89,78,60,31,55,47,64,48,80,53,58,57,44
2020년10월_여_100세 이상,56,14,7,3,3,2,2,0,4,1,6,4,1,9,0
2020년11월_계_총인구수,"166,145","9,169","30,347","5,499","9,755","2,447","3,718","3,592","5,139","5,134","15,877","12,029","23,663","21,162","18,614"
2020년11월_계_연령구간인구수,"166,145","9,169","30,347","5,499","9,755","2,447","3,718","3,592","5,139","5,134","15,877","12,029","23,663","21,162","18,614"
2020년11월_계_0~9세,"15,628",339,"4,040",188,437,63,106,95,185,192,"1,505","1,228","2,465","2,589","2,196"
2020년11월_계_10~19세,"15,697",590,"2,551",279,501,99,197,191,318,345,"1,823","1,022","2,431","2,545","2,805"
2020년11월_계_20~29세,"16,078",710,"2,389",383,942,143,299,269,368,397,"1,437","1,036","3,334","2,223","2,148"
2020년11월_계_30~39세,"22,800",723,"5,604",327,"1,162",129,223,229,298,309,"1,722","2,018","4,281","3,171","2,604"
2020년11월_계_40~49세,"26,681","1,123","5,359",557,"1,359",211,334,376,552,582,"2,622","2,026","4,104","3,780","3,696"
2020년11월_계_50~59세,"25,985","1,572","4,427",960,"1,944",361,624,671,974,871,"2,537","1,846","3,304","3,124","2,770"
2020년11월_계_60~69세,"20,811","1,835","3,162","1,206","1,678",610,845,786,"1,039","1,049","2,038","1,359","2,023","1,949","1,232"
2020년11월_계_70~79세,"13,301","1,331","1,686",861,"1,031",496,619,555,783,802,"1,322",884,"1,139","1,082",710
2020년11월_계_80~89세,"7,956",812,989,633,613,291,407,358,530,512,759,534,507,617,394
2020년11월_계_90~99세,"1,138",118,133,101,83,41,63,60,87,73,104,72,74,71,58
2020년11월_계_100세 이상,70,16,7,4,5,3,1,2,5,2,8,4,1,11,1
2020년11월_남_총인구수,"88,140","4,803","16,819","2,803","5,713","1,218","1,896","1,841","2,594","2,593","8,084","6,839","12,566","10,751","9,620"
2020년11월_남_연령구간인구수,"88,140","4,803","16,819","2,803","5,713","1,218","1,896","1,841","2,594","2,593","8,084","6,839","12,566","10,751","9,620"
2020년11월_남_0~9세,"7,991",185,"2,100",94,227,37,45,47,86,95,734,614,"1,249","1,347","1,131"
2020년11월_남_10~19세,"8,244",329,"1,347",144,266,55,105,97,168,195,951,512,"1,261","1,314","1,500"
2020년11월_남_20~29세,"9,410",435,"1,382",222,638,85,183,165,208,234,837,672,"1,915","1,219","1,215"
2020년11월_남_30~39세,"12,956",432,"3,154",185,810,78,128,133,171,177,885,"1,299","2,513","1,635","1,356"
2020년11월_남_40~49세,"15,038",674,"3,289",328,926,131,186,233,329,334,"1,400","1,268","2,192","1,922","1,826"
2020년11월_남_50~59세,"14,560",901,"2,658",554,"1,221",180,341,362,535,474,"1,379","1,115","1,721","1,633","1,486"
2020년11월_남_60~69세,"10,615",893,"1,686",607,894,303,437,386,511,524,"1,015",745,"1,021",969,624
2020년11월_남_70~79세,"6,199",609,823,410,486,238,304,283,379,352,596,402,494,491,332
2020년11월_남_80~89세,"2,830",313,337,235,221,101,157,120,182,182,262,194,184,209,133
2020년11월_남_90~99세,283,30,43,24,22,9,10,13,24,25,23,18,16,10,16
2020년11월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2020년11월_여_총인구수,"78,005","4,366","13,528","2,696","4,042","1,229","1,822","1,751","2,545","2,541","7,793","5,190","11,097","10,411","8,994"
2020년11월_여_연령구간인구수,"78,005","4,366","13,528","2,696","4,042","1,229","1,822","1,751","2,545","2,541","7,793","5,190","11,097","10,411","8,994"
2020년11월_여_0~9세,"7,637",154,"1,940",94,210,26,61,48,99,97,771,614,"1,216","1,242","1,065"
2020년11월_여_10~19세,"7,453",261,"1,204",135,235,44,92,94,150,150,872,510,"1,170","1,231","1,305"
2020년11월_여_20~29세,"6,668",275,"1,007",161,304,58,116,104,160,163,600,364,"1,419","1,004",933
2020년11월_여_30~39세,"9,844",291,"2,450",142,352,51,95,96,127,132,837,719,"1,768","1,536","1,248"
2020년11월_여_40~49세,"11,643",449,"2,070",229,433,80,148,143,223,248,"1,222",758,"1,912","1,858","1,870"
2020년11월_여_50~59세,"11,425",671,"1,769",406,723,181,283,309,439,397,"1,158",731,"1,583","1,491","1,284"
2020년11월_여_60~69세,"10,196",942,"1,476",599,784,307,408,400,528,525,"1,023",614,"1,002",980,608
2020년11월_여_70~79세,"7,102",722,863,451,545,258,315,272,404,450,726,482,645,591,378
2020년11월_여_80~89세,"5,126",499,652,398,392,190,250,238,348,330,497,340,323,408,261
2020년11월_여_90~99세,855,88,90,77,61,32,53,47,63,48,81,54,58,61,42
2020년11월_여_100세 이상,56,14,7,4,3,2,1,0,4,1,6,4,1,9,0
2020년12월_계_총인구수,"166,249","9,099","30,259","5,498","9,701","2,434","3,679","3,584","5,122","5,177","15,814","11,914","24,406","21,178","18,384"
2020년12월_계_연령구간인구수,"166,249","9,099","30,259","5,498","9,701","2,434","3,679","3,584","5,122","5,177","15,814","11,914","24,406","21,178","18,384"
2020년12월_계_0~9세,"15,561",325,"4,010",183,427,62,105,102,175,191,"1,492","1,191","2,561","2,598","2,139"
2020년12월_계_10~19세,"15,687",589,"2,558",276,498,98,190,190,318,346,"1,813","1,000","2,519","2,531","2,761"
2020년12월_계_20~29세,"16,075",696,"2,366",385,941,142,294,257,367,403,"1,423","1,025","3,406","2,223","2,147"
2020년12월_계_30~39세,"22,827",719,"5,544",329,"1,136",126,212,232,290,311,"1,701","1,995","4,499","3,183","2,550"
2020년12월_계_40~49세,"26,670","1,113","5,356",556,"1,345",208,324,375,547,589,"2,610","2,000","4,236","3,789","3,622"
2020년12월_계_50~59세,"25,934","1,567","4,426",954,"1,921",354,625,662,975,862,"2,511","1,847","3,385","3,095","2,750"
2020년12월_계_60~69세,"21,007","1,821","3,182","1,215","1,702",610,839,793,"1,049","1,061","2,071","1,367","2,070","1,978","1,249"
2020년12월_계_70~79세,"13,306","1,320","1,684",862,"1,025",502,617,556,776,818,"1,324",880,"1,145","1,084",713
2020년12월_계_80~89세,"7,965",814,995,632,614,286,408,354,534,520,757,534,508,615,394
2020년12월_계_90~99세,"1,147",119,131,102,87,43,64,61,86,74,104,70,76,72,58
2020년12월_계_100세 이상,70,16,7,4,5,3,1,2,5,2,8,5,1,10,1
2020년12월_남_총인구수,"88,206","4,765","16,760","2,805","5,704","1,211","1,878","1,838","2,590","2,611","8,041","6,783","12,977","10,742","9,501"
2020년12월_남_연령구간인구수,"88,206","4,765","16,760","2,805","5,704","1,211","1,878","1,838","2,590","2,611","8,041","6,783","12,977","10,742","9,501"
2020년12월_남_0~9세,"7,950",178,"2,082",92,223,38,45,50,80,97,723,593,"1,305","1,343","1,101"
2020년12월_남_10~19세,"8,246",326,"1,342",144,268,54,103,95,170,191,948,503,"1,316","1,309","1,477"
2020년12월_남_20~29세,"9,376",421,"1,364",219,646,83,182,159,208,246,818,664,"1,937","1,212","1,217"
2020년12월_남_30~39세,"13,000",432,"3,131",187,796,77,121,135,169,170,869,"1,292","2,653","1,648","1,320"
2020년12월_남_40~49세,"15,023",671,"3,281",327,915,131,180,232,329,340,"1,396","1,255","2,258","1,918","1,790"
2020년12월_남_50~59세,"14,526",900,"2,651",556,"1,212",175,342,358,534,467,"1,365","1,114","1,756","1,615","1,481"
2020년12월_남_60~69세,"10,733",881,"1,708",610,912,301,430,393,516,532,"1,038",746,"1,051",984,631
2020년12월_남_70~79세,"6,221",609,817,410,485,242,304,283,375,359,600,402,504,496,335
2020년12월_남_80~89세,"2,829",314,342,234,222,99,161,118,185,182,260,196,181,204,131
2020년12월_남_90~99세,288,31,42,26,23,10,10,13,23,26,22,18,16,11,17
2020년12월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2020년12월_여_총인구수,"78,043","4,334","13,499","2,693","3,997","1,223","1,801","1,746","2,532","2,566","7,773","5,131","11,429","10,436","8,883"
2020년12월_여_연령구간인구수,"78,043","4,334","13,499","2,693","3,997","1,223","1,801","1,746","2,532","2,566","7,773","5,131","11,429","10,436","8,883"
2020년12월_여_0~9세,"7,611",147,"1,928",91,204,24,60,52,95,94,769,598,"1,256","1,255","1,038"
2020년12월_여_10~19세,"7,441",263,"1,216",132,230,44,87,95,148,155,865,497,"1,203","1,222","1,284"
2020년12월_여_20~29세,"6,699",275,"1,002",166,295,59,112,98,159,157,605,361,"1,469","1,011",930
2020년12월_여_30~39세,"9,827",287,"2,413",142,340,49,91,97,121,141,832,703,"1,846","1,535","1,230"
2020년12월_여_40~49세,"11,647",442,"2,075",229,430,77,144,143,218,249,"1,214",745,"1,978","1,871","1,832"
2020년12월_여_50~59세,"11,408",667,"1,775",398,709,179,283,304,441,395,"1,146",733,"1,629","1,480","1,269"
2020년12월_여_60~69세,"10,274",940,"1,474",605,790,309,409,400,533,529,"1,033",621,"1,019",994,618
2020년12월_여_70~79세,"7,085",711,867,452,540,260,313,273,401,459,724,478,641,588,378
2020년12월_여_80~89세,"5,136",500,653,398,392,187,247,236,349,338,497,338,327,411,263
2020년12월_여_90~99세,859,88,89,76,64,33,54,48,63,48,82,52,60,61,41
2020년12월_여_100세 이상,56,14,7,4,3,2,1,0,4,1,6,5,1,8,0
2021년01월_계_총인구수,"166,189","9,077","30,173","5,463","9,696","2,425","3,674","3,568","5,102","5,182","15,756","11,888","24,659","21,204","18,322"
2021년01월_계_연령구간인구수,"166,189","9,077","30,173","5,463","9,696","2,425","3,674","3,568","5,102","5,182","15,756","11,888","24,659","21,204","18,322"
2021년01월_계_0~9세,"15,408",315,"3,972",183,422,62,109,100,172,188,"1,470","1,167","2,568","2,561","2,119"
2021년01월_계_10~19세,"15,670",584,"2,566",277,482,95,188,190,313,340,"1,802",994,"2,553","2,548","2,738"
2021년01월_계_20~29세,"16,035",695,"2,341",379,932,140,290,245,356,409,"1,410","1,029","3,446","2,222","2,141"
2021년01월_계_30~39세,"22,713",704,"5,476",312,"1,134",123,214,232,287,315,"1,675","1,972","4,551","3,180","2,538"
2021년01월_계_40~49세,"26,712","1,121","5,363",550,"1,349",211,329,371,533,584,"2,607","1,998","4,301","3,804","3,591"
2021년01월_계_50~59세,"25,951","1,563","4,423",936,"1,915",348,618,654,975,860,"2,493","1,860","3,418","3,113","2,775"
2021년01월_계_60~69세,"21,168","1,818","3,209","1,229","1,731",605,840,804,"1,059","1,058","2,096","1,381","2,090","1,989","1,259"
2021년01월_계_70~79세,"13,304","1,323","1,686",857,"1,020",509,609,557,777,824,"1,322",875,"1,149","1,088",708
2021년01월_계_80~89세,"8,000",820,"1,001",631,617,285,409,351,538,528,768,533,507,618,394
2021년01월_계_90~99세,"1,157",118,130,105,89,43,67,62,87,74,105,73,75,71,58
2021년01월_계_100세 이상,71,16,6,4,5,4,1,2,5,2,8,6,1,10,1
2021년01월_남_총인구수,"88,211","4,752","16,707","2,779","5,709","1,208","1,875","1,829","2,574","2,616","8,021","6,780","13,133","10,776","9,452"
2021년01월_남_연령구간인구수,"88,211","4,752","16,707","2,779","5,709","1,208","1,875","1,829","2,574","2,616","8,021","6,780","13,133","10,776","9,452"
2021년01월_남_0~9세,"7,873",171,"2,055",90,220,40,47,49,81,91,720,580,"1,309","1,325","1,095"
2021년01월_남_10~19세,"8,232",325,"1,348",143,256,52,100,96,167,185,939,499,"1,336","1,330","1,456"
2021년01월_남_20~29세,"9,340",416,"1,351",216,641,81,179,152,200,252,813,666,"1,964","1,209","1,200"
2021년01월_남_30~39세,"12,975",426,"3,086",176,797,75,127,135,168,172,859,"1,284","2,690","1,659","1,321"
2021년01월_남_40~49세,"15,048",678,"3,287",323,920,133,182,228,319,340,"1,399","1,246","2,294","1,927","1,772"
2021년01월_남_50~59세,"14,550",894,"2,655",542,"1,212",175,337,349,534,468,"1,354","1,132","1,778","1,627","1,493"
2021년01월_남_60~69세,"10,821",878,"1,719",619,935,299,432,403,519,535,"1,052",756,"1,059",985,630
2021년01월_남_70~79세,"6,223",616,822,410,478,243,299,283,376,360,595,400,506,499,336
2021년01월_남_80~89세,"2,847",314,343,234,225,98,162,119,187,187,266,198,181,203,130
2021년01월_남_90~99세,288,32,41,26,23,11,10,13,22,25,22,19,16,10,18
2021년01월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2021년01월_여_총인구수,"77,978","4,325","13,466","2,684","3,987","1,217","1,799","1,739","2,528","2,566","7,735","5,108","11,526","10,428","8,870"
2021년01월_여_연령구간인구수,"77,978","4,325","13,466","2,684","3,987","1,217","1,799","1,739","2,528","2,566","7,735","5,108","11,526","10,428","8,870"
2021년01월_여_0~9세,"7,535",144,"1,917",93,202,22,62,51,91,97,750,587,"1,259","1,236","1,024"
2021년01월_여_10~19세,"7,438",259,"1,218",134,226,43,88,94,146,155,863,495,"1,217","1,218","1,282"
2021년01월_여_20~29세,"6,695",279,990,163,291,59,111,93,156,157,597,363,"1,482","1,013",941
2021년01월_여_30~39세,"9,738",278,"2,390",136,337,48,87,97,119,143,816,688,"1,861","1,521","1,217"
2021년01월_여_40~49세,"11,664",443,"2,076",227,429,78,147,143,214,244,"1,208",752,"2,007","1,877","1,819"
2021년01월_여_50~59세,"11,401",669,"1,768",394,703,173,281,305,441,392,"1,139",728,"1,640","1,486","1,282"
2021년01월_여_60~69세,"10,347",940,"1,490",610,796,306,408,401,540,523,"1,044",625,"1,031","1,004",629
2021년01월_여_70~79세,"7,081",707,864,447,542,266,310,274,401,464,727,475,643,589,372
2021년01월_여_80~89세,"5,153",506,658,397,392,187,247,232,351,341,502,335,326,415,264
2021년01월_여_90~99세,869,86,89,79,66,32,57,49,65,49,83,54,59,61,40
2021년01월_여_100세 이상,57,14,6,4,3,3,1,0,4,1,6,6,1,8,0
2021년02월_계_총인구수,"166,218","9,055","30,030","5,444","9,707","2,425","3,658","3,543","5,089","5,181","15,701","11,813","24,588","21,810","18,174"
2021년02월_계_연령구간인구수,"166,218","9,055","30,030","5,444","9,707","2,425","3,658","3,543","5,089","5,181","15,701","11,813","24,588","21,810","18,174"
2021년02월_계_0~9세,"15,309",316,"3,902",169,416,63,107,96,165,186,"1,445","1,139","2,516","2,736","2,053"
2021년02월_계_10~19세,"15,659",584,"2,566",281,479,93,186,187,310,339,"1,787",990,"2,564","2,574","2,719"
2021년02월_계_20~29세,"15,972",687,"2,300",378,915,138,281,236,358,402,"1,415","1,003","3,431","2,268","2,160"
2021년02월_계_30~39세,"22,565",689,"5,407",302,"1,137",123,212,229,277,317,"1,634","1,936","4,478","3,364","2,460"
2021년02월_계_40~49세,"26,793","1,119","5,353",546,"1,364",208,328,372,526,586,"2,612","2,011","4,305","3,892","3,571"
2021년02월_계_50~59세,"25,990","1,565","4,429",941,"1,917",343,604,643,977,851,"2,487","1,851","3,446","3,164","2,772"
2021년02월_계_60~69세,"21,366","1,816","3,249","1,233","1,755",615,851,809,"1,059","1,070","2,110","1,400","2,115","2,019","1,265"
2021년02월_계_70~79세,"13,284","1,319","1,681",858,"1,010",507,606,559,779,823,"1,324",874,"1,141","1,092",711
2021년02월_계_80~89세,"8,040",823,"1,007",627,618,288,414,350,544,531,771,528,518,618,403
2021년02월_계_90~99세,"1,168",121,130,105,91,43,67,60,89,74,108,75,73,73,59
2021년02월_계_100세 이상,72,16,6,4,5,4,2,2,5,2,8,6,1,10,1
2021년02월_남_총인구수,"88,241","4,745","16,634","2,771","5,721","1,210","1,866","1,817","2,566","2,613","7,994","6,739","13,099","11,106","9,360"
2021년02월_남_연령구간인구수,"88,241","4,745","16,634","2,771","5,721","1,210","1,866","1,817","2,566","2,613","7,994","6,739","13,099","11,106","9,360"
2021년02월_남_0~9세,"7,817",172,"2,015",84,214,41,46,48,76,91,711,560,"1,281","1,428","1,050"
2021년02월_남_10~19세,"8,228",325,"1,351",145,256,51,98,96,165,183,929,504,"1,347","1,338","1,440"
2021년02월_남_20~29세,"9,287",412,"1,327",216,626,79,171,145,200,245,812,645,"1,955","1,236","1,218"
2021년02월_남_30~39세,"12,901",423,"3,043",170,796,75,125,135,161,173,845,"1,267","2,648","1,756","1,284"
2021년02월_남_40~49세,"15,104",678,"3,289",320,937,131,183,229,314,342,"1,399","1,252","2,296","1,979","1,755"
2021년02월_남_50~59세,"14,586",896,"2,657",545,"1,218",171,331,344,539,461,"1,352","1,131","1,794","1,657","1,490"
2021년02월_남_60~69세,"10,925",877,"1,747",622,954,306,438,399,520,542,"1,060",763,"1,070",995,632
2021년02월_남_70~79세,"6,219",612,822,410,468,242,299,287,379,362,590,402,508,501,337
2021년02월_남_80~89세,"2,867",315,340,234,227,102,164,119,188,188,272,195,185,204,134
2021년02월_남_90~99세,293,33,43,25,23,11,11,13,23,25,22,20,15,10,19
2021년02월_남_100세 이상,14,2,0,0,2,1,0,2,1,1,2,0,0,2,1
2021년02월_여_총인구수,"77,977","4,310","13,396","2,673","3,986","1,215","1,792","1,726","2,523","2,568","7,707","5,074","11,489","10,704","8,814"
2021년02월_여_연령구간인구수,"77,977","4,310","13,396","2,673","3,986","1,215","1,792","1,726","2,523","2,568","7,707","5,074","11,489","10,704","8,814"
2021년02월_여_0~9세,"7,492",144,"1,887",85,202,22,61,48,89,95,734,579,"1,235","1,308","1,003"
2021년02월_여_10~19세,"7,431",259,"1,215",136,223,42,88,91,145,156,858,486,"1,217","1,236","1,279"
2021년02월_여_20~29세,"6,685",275,973,162,289,59,110,91,158,157,603,358,"1,476","1,032",942
2021년02월_여_30~39세,"9,664",266,"2,364",132,341,48,87,94,116,144,789,669,"1,830","1,608","1,176"
2021년02월_여_40~49세,"11,689",441,"2,064",226,427,77,145,143,212,244,"1,213",759,"2,009","1,913","1,816"
2021년02월_여_50~59세,"11,404",669,"1,772",396,699,172,273,299,438,390,"1,135",720,"1,652","1,507","1,282"
2021년02월_여_60~69세,"10,441",939,"1,502",611,801,309,413,410,539,528,"1,050",637,"1,045","1,024",633
2021년02월_여_70~79세,"7,065",707,859,448,542,265,307,272,400,461,734,472,633,591,374
2021년02월_여_80~89세,"5,173",508,667,393,391,186,250,231,356,343,499,333,333,414,269
2021년02월_여_90~99세,875,88,87,80,68,32,56,47,66,49,86,55,58,63,40
2021년02월_여_100세 이상,58,14,6,4,3,3,2,0,4,1,6,6,1,8,0
2021년03월_계_총인구수,"166,186","8,955","30,006","5,391","9,727","2,409","3,657","3,533","5,038","5,136","15,590","11,740","24,611","22,287","18,106"
2021년03월_계_연령구간인구수,"166,186","8,955","30,006","5,391","9,727","2,409","3,657","3,533","5,038","5,136","15,590","11,740","24,611","22,287","18,106"
