카테고리,경상남도 사천시,경상남도 사천시 사천읍,경상남도 사천시 정동면,경상남도 사천시 사남면,경상남도 사천시 용현면,경상남도 사천시 축동면,경상남도 사천시 곤양면,경상남도 사천시 곤명면,경상남도 사천시 서포면,경상남도 사천시 동서동,경상남도 사천시 선구동,경상남도 사천시 동서금동,경상남도 사천시 벌용동,경상남도 사천시 향촌동,경상남도 사천시 남양동,경상남도 사천시 신수출장소
2020년07월_계_50~59세,"18,495","3,080","1,753","1,883","1,250",303,625,542,706,"1,115",994,"1,087","2,916","1,290",904,47
2020년07월_계_60~69세,"15,986","1,934","1,109","1,296","1,188",386,736,668,770,"1,429","1,010","1,062","2,230","1,111",994,63
2020년07월_계_70~79세,"10,724","1,124",717,856,777,246,616,522,643,"1,083",666,730,"1,340",672,665,67
2020년07월_계_80~89세,"5,619",626,402,464,426,188,386,355,390,463,317,282,610,326,359,25
2020년07월_계_90~99세,778,94,63,61,64,22,43,41,67,67,37,32,64,60,63,0
2020년07월_계_100세 이상,30,8,1,1,1,0,3,2,1,2,0,7,1,1,2,0
2020년07월_남_총인구수,"56,194","9,596","5,762","8,301","3,859",871,"1,805","1,432","1,760","3,082","2,626","3,138","7,599","3,563","2,657",143
2020년07월_남_연령구간인구수,"56,194","9,596","5,762","8,301","3,859",871,"1,805","1,432","1,760","3,082","2,626","3,138","7,599","3,563","2,657",143
2020년07월_남_0~9세,"4,415",778,612,"1,127",344,26,61,47,37,99,119,233,576,175,178,3
2020년07월_남_10~19세,"5,339",957,733,"1,018",332,31,95,56,74,174,191,256,857,346,214,5
2020년07월_남_20~29세,"6,498","1,391",708,"1,005",316,74,181,103,170,254,313,336,947,421,272,7
2020년07월_남_30~39세,"6,529","1,393",741,"1,348",477,59,116,81,97,291,256,361,737,312,249,11
2020년07월_남_40~49세,"9,538","1,776","1,075","1,640",686,114,215,181,215,439,401,535,"1,216",624,395,26
2020년07월_남_50~59세,"9,736","1,637",932,"1,041",633,188,355,310,398,570,495,535,"1,455",706,452,29
2020년07월_남_60~69세,"7,719",975,550,616,583,204,373,322,371,649,470,465,"1,062",565,485,29
2020년07월_남_70~79세,"4,565",476,277,366,343,108,275,219,285,451,275,317,549,301,296,27
2020년07월_남_80~89세,"1,726",196,123,131,132,61,122,105,107,147,99,94,192,104,107,6
2020년07월_남_90~99세,122,16,11,9,13,6,11,7,5,8,7,4,8,8,9,0
2020년07월_남_100세 이상,7,1,0,0,0,0,1,1,1,0,0,2,0,1,0,0
2020년07월_여_총인구수,"55,207","8,854","5,738","7,608","3,894",776,"1,722","1,472","1,800","3,240","2,665","3,230","7,981","3,334","2,758",135
2020년07월_여_연령구간인구수,"55,207","8,854","5,738","7,608","3,894",776,"1,722","1,472","1,800","3,240","2,665","3,230","7,981","3,334","2,758",135
2020년07월_여_0~9세,"4,026",720,572,962,362,20,44,39,31,83,117,222,530,177,144,3
2020년07월_여_10~19세,"5,020",981,674,"1,003",301,23,67,36,71,154,147,219,812,316,212,4
2020년07월_여_20~29세,"4,374",986,521,592,221,51,108,67,102,170,180,237,695,253,189,2
2020년07월_여_30~39세,"5,714","1,072",755,"1,214",474,39,86,69,65,183,218,322,725,260,224,8
2020년07월_여_40~49세,"8,316","1,530","1,064","1,439",534,65,145,95,121,316,325,447,"1,324",553,351,7
2020년07월_여_50~59세,"8,759","1,443",821,842,617,115,270,232,308,545,499,552,"1,461",584,452,18
2020년07월_여_60~69세,"8,267",959,559,680,605,182,363,346,399,780,540,597,"1,168",546,509,34
2020년07월_여_70~79세,"6,159",648,440,490,434,138,341,303,358,632,391,413,791,371,369,40
2020년07월_여_80~89세,"3,893",430,279,333,294,127,264,250,283,316,218,188,418,222,252,19
2020년07월_여_90~99세,656,78,52,52,51,16,32,34,62,59,30,28,56,52,54,0
2020년07월_여_100세 이상,23,7,1,1,1,0,2,1,0,2,0,5,1,0,2,0
2020년08월_계_총인구수,"111,440","18,204","12,196","15,741","7,692","1,641","3,503","2,889","3,571","6,294","5,253","6,421","15,521","6,864","5,377",273
2020년08월_계_연령구간인구수,"111,440","18,204","12,196","15,741","7,692","1,641","3,503","2,889","3,571","6,294","5,253","6,421","15,521","6,864","5,377",273
2020년08월_계_0~9세,"8,398","1,450","1,309","2,021",688,47,104,81,71,178,231,456,"1,094",351,312,5
2020년08월_계_10~19세,"10,349","1,910","1,465","2,018",623,54,153,94,146,322,327,487,"1,670",647,425,8
2020년08월_계_20~29세,"10,867","2,331","1,316","1,599",532,119,284,164,268,425,491,572,"1,626",671,460,9
2020년08월_계_30~39세,"12,210","2,407","1,660","2,490",923,99,202,142,164,464,470,694,"1,445",566,468,16
2020년08월_계_40~49세,"17,873","3,257","2,265","3,065","1,230",176,353,271,338,749,713,972,"2,543","1,175",732,34
2020년08월_계_50~59세,"18,480","3,057","1,828","1,873","1,233",300,619,541,706,"1,114",987,"1,111","2,887","1,280",897,47
2020년08월_계_60~69세,"16,111","1,946","1,147","1,296","1,194",387,741,675,775,"1,437","1,008","1,074","2,247","1,116","1,005",63
2020년08월_계_70~79세,"10,697","1,123",727,852,773,247,613,523,643,"1,076",667,728,"1,337",668,654,66
2020년08월_계_80~89세,"5,642",624,411,463,428,190,387,353,392,461,320,287,610,330,361,25
2020년08월_계_90~99세,782,91,67,63,67,22,44,42,67,66,39,33,61,59,61,0
2020년08월_계_100세 이상,31,8,1,1,1,0,3,3,1,2,0,7,1,1,2,0
2020년08월_남_총인구수,"56,204","9,449","6,129","8,213","3,836",868,"1,791","1,422","1,762","3,070","2,608","3,164","7,568","3,545","2,637",142
2020년08월_남_연령구간인구수,"56,204","9,449","6,129","8,213","3,836",868,"1,791","1,422","1,762","3,070","2,608","3,164","7,568","3,545","2,637",142
2020년08월_남_0~9세,"4,397",756,677,"1,091",331,27,61,44,37,99,116,234,569,177,175,3
2020년08월_남_10~19세,"5,324",937,769,"1,016",329,31,86,55,75,168,182,263,864,333,211,5
2020년08월_남_20~29세,"6,489","1,360",763,"1,001",309,70,178,102,168,254,312,335,933,423,274,7
2020년08월_남_30~39세,"6,520","1,351",837,"1,314",472,60,117,77,95,286,254,367,726,311,244,9
2020년08월_남_40~49세,"9,532","1,758","1,133","1,632",685,111,213,174,218,436,395,526,"1,216",620,388,27
2020년08월_남_50~59세,"9,737","1,621",962,"1,041",635,187,354,309,395,573,493,546,"1,441",703,448,29
2020년08월_남_60~69세,"7,778",979,568,613,582,205,371,329,373,653,473,475,"1,075",565,488,29
2020년08월_남_70~79세,"4,563",477,282,365,346,109,276,219,287,447,276,315,545,299,293,27
2020년08월_남_80~89세,"1,733",192,126,131,134,62,123,105,108,147,100,96,192,105,106,6
2020년08월_남_90~99세,123,17,12,9,13,6,11,6,5,7,7,5,7,8,10,0
2020년08월_남_100세 이상,8,1,0,0,0,0,1,2,1,0,0,2,0,1,0,0
2020년08월_여_총인구수,"55,236","8,755","6,067","7,528","3,856",773,"1,712","1,467","1,809","3,224","2,645","3,257","7,953","3,319","2,740",131
2020년08월_여_연령구간인구수,"55,236","8,755","6,067","7,528","3,856",773,"1,712","1,467","1,809","3,224","2,645","3,257","7,953","3,319","2,740",131
2020년08월_여_0~9세,"4,001",694,632,930,357,20,43,37,34,79,115,222,525,174,137,2
2020년08월_여_10~19세,"5,025",973,696,"1,002",294,23,67,39,71,154,145,224,806,314,214,3
2020년08월_여_20~29세,"4,378",971,553,598,223,49,106,62,100,171,179,237,693,248,186,2
2020년08월_여_30~39세,"5,690","1,056",823,"1,176",451,39,85,65,69,178,216,327,719,255,224,7
2020년08월_여_40~49세,"8,341","1,499","1,132","1,433",545,65,140,97,120,313,318,446,"1,327",555,344,7
2020년08월_여_50~59세,"8,743","1,436",866,832,598,113,265,232,311,541,494,565,"1,446",577,449,18
2020년08월_여_60~69세,"8,333",967,579,683,612,182,370,346,402,784,535,599,"1,172",551,517,34
2020년08월_여_70~79세,"6,134",646,445,487,427,138,337,304,356,629,391,413,792,369,361,39
2020년08월_여_80~89세,"3,909",432,285,332,294,128,264,248,284,314,220,191,418,225,255,19
2020년08월_여_90~99세,659,74,55,54,54,16,33,36,62,59,32,28,54,51,51,0
2020년08월_여_100세 이상,23,7,1,1,1,0,2,1,0,2,0,5,1,0,2,0
2020년09월_계_총인구수,"111,442","18,137","12,479","15,666","7,671","1,644","3,486","2,882","3,560","6,248","5,261","6,406","15,531","6,835","5,365",271
2020년09월_계_연령구간인구수,"111,442","18,137","12,479","15,666","7,671","1,644","3,486","2,882","3,560","6,248","5,261","6,406","15,531","6,835","5,365",271
2020년09월_계_0~9세,"8,342","1,434","1,349","1,982",678,47,102,80,70,174,233,450,"1,083",352,305,3
2020년09월_계_10~19세,"10,347","1,902","1,480","2,023",626,53,151,93,142,315,325,488,"1,681",636,424,8
2020년09월_계_20~29세,"10,852","2,309","1,356","1,587",531,120,280,162,266,418,494,562,"1,622",678,458,9
2020년09월_계_30~39세,"12,156","2,388","1,721","2,458",914,103,196,142,163,458,469,690,"1,437",549,453,15
2020년09월_계_40~49세,"17,873","3,243","2,315","3,052","1,226",176,351,271,335,734,707,970,"2,545","1,170",744,34
2020년09월_계_50~59세,"18,471","3,054","1,859","1,879","1,230",292,616,539,706,"1,103",988,"1,107","2,884","1,277",890,47
2020년09월_계_60~69세,"16,244","1,954","1,182","1,309","1,203",396,746,678,776,"1,442","1,016","1,078","2,267","1,122","1,012",63
2020년09월_계_70~79세,"10,666","1,126",736,833,768,245,612,515,636,"1,077",671,736,"1,332",660,653,66
2020년09월_계_80~89세,"5,672",628,414,478,425,190,384,355,400,457,319,286,619,331,360,26
2020년09월_계_90~99세,787,91,66,64,69,22,45,44,64,68,39,32,60,59,64,0
2020년09월_계_100세 이상,32,8,1,1,1,0,3,3,2,2,0,7,1,1,2,0
2020년09월_남_총인구수,"56,183","9,403","6,283","8,161","3,824",872,"1,779","1,424","1,758","3,049","2,612","3,153","7,564","3,522","2,638",141
2020년09월_남_연령구간인구수,"56,183","9,403","6,283","8,161","3,824",872,"1,779","1,424","1,758","3,049","2,612","3,153","7,564","3,522","2,638",141
2020년09월_남_0~9세,"4,365",752,694,"1,072",325,27,61,45,37,97,117,230,561,174,171,2
2020년09월_남_10~19세,"5,327",926,782,"1,018",331,30,85,55,74,163,180,264,874,328,212,5
2020년09월_남_20~29세,"6,462","1,346",781,991,308,71,175,100,165,251,312,325,931,424,275,7
2020년09월_남_30~39세,"6,499","1,339",877,"1,282",472,64,112,76,96,285,256,364,724,304,239,9
2020년09월_남_40~49세,"9,524","1,753","1,162","1,627",676,111,211,176,216,425,393,527,"1,214",615,391,27
2020년09월_남_50~59세,"9,736","1,613",976,"1,046",635,182,350,308,398,570,500,547,"1,435",699,449,28
2020년09월_남_60~69세,"7,839",984,583,622,586,211,375,333,371,655,471,478,"1,082",568,491,29
2020년09월_남_70~79세,"4,551",479,289,357,342,108,275,215,282,449,278,317,545,294,293,28
2020년09월_남_80~89세,"1,748",193,127,137,136,62,122,108,113,147,98,94,191,107,107,6
2020년09월_남_90~99세,124,17,12,9,13,6,12,6,5,7,7,5,7,8,10,0
2020년09월_남_100세 이상,8,1,0,0,0,0,1,2,1,0,0,2,0,1,0,0
2020년09월_여_총인구수,"55,259","8,734","6,196","7,505","3,847",772,"1,707","1,458","1,802","3,199","2,649","3,253","7,967","3,313","2,727",130
2020년09월_여_연령구간인구수,"55,259","8,734","6,196","7,505","3,847",772,"1,707","1,458","1,802","3,199","2,649","3,253","7,967","3,313","2,727",130
2020년09월_여_0~9세,"3,977",682,655,910,353,20,41,35,33,77,116,220,522,178,134,1
2020년09월_여_10~19세,"5,020",976,698,"1,005",295,23,66,38,68,152,145,224,807,308,212,3
2020년09월_여_20~29세,"4,390",963,575,596,223,49,105,62,101,167,182,237,691,254,183,2
2020년09월_여_30~39세,"5,657","1,049",844,"1,176",442,39,84,66,67,173,213,326,713,245,214,6
2020년09월_여_40~49세,"8,349","1,490","1,153","1,425",550,65,140,95,119,309,314,443,"1,331",555,353,7
2020년09월_여_50~59세,"8,735","1,441",883,833,595,110,266,231,308,533,488,560,"1,449",578,441,19
2020년09월_여_60~69세,"8,405",970,599,687,617,185,371,345,405,787,545,600,"1,185",554,521,34
2020년09월_여_70~79세,"6,115",647,447,476,426,137,337,300,354,628,393,419,787,366,360,38
2020년09월_여_80~89세,"3,924",435,287,341,289,128,262,247,287,310,221,192,428,224,253,20
2020년09월_여_90~99세,663,74,54,55,56,16,33,38,59,61,32,27,53,51,54,0
2020년09월_여_100세 이상,24,7,1,1,1,0,2,1,1,2,0,5,1,0,2,0
2020년10월_계_총인구수,"111,313","18,129","12,702","15,566","7,610","1,633","3,482","2,866","3,552","6,244","5,237","6,382","15,470","6,815","5,353",272
2020년10월_계_연령구간인구수,"111,313","18,129","12,702","15,566","7,610","1,633","3,482","2,866","3,552","6,244","5,237","6,382","15,470","6,815","5,353",272
2020년10월_계_0~9세,"8,280","1,431","1,375","1,948",653,45,100,77,71,171,233,447,"1,066",350,310,3
2020년10월_계_10~19세,"10,326","1,892","1,496","2,025",629,51,148,91,140,314,324,486,"1,670",628,424,8
2020년10월_계_20~29세,"10,811","2,315","1,372","1,562",525,119,282,159,263,415,492,556,"1,618",674,450,9
2020년10월_계_30~39세,"12,065","2,374","1,784","2,415",877,99,192,135,166,454,464,687,"1,404",551,448,15
2020년10월_계_40~49세,"17,817","3,220","2,355","3,059","1,221",170,350,269,330,732,695,958,"2,527","1,164",734,33
2020년10월_계_50~59세,"18,469","3,063","1,886","1,871","1,220",289,619,543,699,"1,098",985,"1,096","2,889","1,274",890,47
2020년10월_계_60~69세,"16,351","1,974","1,209","1,315","1,216",397,748,674,782,"1,454","1,020","1,085","2,276","1,124","1,013",64
2020년10월_계_70~79세,"10,665","1,126",741,831,770,245,609,512,630,"1,080",666,739,"1,333",662,654,67
2020년10월_계_80~89세,"5,712",635,416,476,427,196,387,356,406,457,319,292,628,328,363,26
2020년10월_계_90~99세,786,91,67,63,71,22,44,47,63,67,39,30,58,59,65,0
2020년10월_계_100세 이상,31,8,1,1,1,0,3,3,2,2,0,6,1,1,2,0
2020년10월_남_총인구수,"56,105","9,404","6,387","8,109","3,795",863,"1,777","1,414","1,751","3,045","2,607","3,129","7,539","3,512","2,632",141
2020년10월_남_연령구간인구수,"56,105","9,404","6,387","8,109","3,795",863,"1,777","1,414","1,751","3,045","2,607","3,129","7,539","3,512","2,632",141
2020년10월_남_0~9세,"4,329",754,706,"1,055",308,26,60,44,37,95,119,226,556,170,171,2
2020년10월_남_10~19세,"5,313",922,790,"1,019",337,28,82,54,72,161,180,266,862,323,212,5
2020년10월_남_20~29세,"6,440","1,349",783,976,303,70,178,98,163,254,314,318,929,424,274,7
2020년10월_남_30~39세,"6,455","1,335",912,"1,255",454,63,108,72,97,281,255,361,709,309,235,9
2020년10월_남_40~49세,"9,495","1,730","1,180","1,633",677,106,213,174,214,422,388,517,"1,210",614,391,26
2020년10월_남_50~59세,"9,747","1,629",989,"1,047",633,179,349,311,396,568,497,543,"1,440",696,442,28
2020년10월_남_60~69세,"7,877",991,593,622,589,211,377,329,372,664,474,478,"1,084",569,494,30
2020년10월_남_70~79세,"4,555",476,295,357,343,112,274,217,280,446,276,318,546,293,294,28
2020년10월_남_80~89세,"1,760",200,126,136,138,62,123,106,114,147,97,95,196,105,109,6
2020년10월_남_90~99세,125,17,13,9,13,6,12,7,5,7,7,5,7,8,9,0
2020년10월_남_100세 이상,9,1,0,0,0,0,1,2,1,0,0,2,0,1,1,0
2020년10월_여_총인구수,"55,208","8,725","6,315","7,457","3,815",770,"1,705","1,452","1,801","3,199","2,630","3,253","7,931","3,303","2,721",131
2020년10월_여_연령구간인구수,"55,208","8,725","6,315","7,457","3,815",770,"1,705","1,452","1,801","3,199","2,630","3,253","7,931","3,303","2,721",131
2020년10월_여_0~9세,"3,951",677,669,893,345,19,40,33,34,76,114,221,510,180,139,1
2020년10월_여_10~19세,"5,013",970,706,"1,006",292,23,66,37,68,153,144,220,808,305,212,3
2020년10월_여_20~29세,"4,371",966,589,586,222,49,104,61,100,161,178,238,689,250,176,2
2020년10월_여_30~39세,"5,610","1,039",872,"1,160",423,36,84,63,69,173,209,326,695,242,213,6
2020년10월_여_40~49세,"8,322","1,490","1,175","1,426",544,64,137,95,116,310,307,441,"1,317",550,343,7
2020년10월_여_50~59세,"8,722","1,434",897,824,587,110,270,232,303,530,488,553,"1,449",578,448,19
2020년10월_여_60~69세,"8,474",983,616,693,627,186,371,345,410,790,546,607,"1,192",555,519,34
2020년10월_여_70~79세,"6,110",650,446,474,427,133,335,295,350,634,390,421,787,369,360,39
2020년10월_여_80~89세,"3,952",435,290,340,289,134,264,250,292,310,222,197,432,223,254,20
2020년10월_여_90~99세,661,74,54,54,58,16,32,40,58,60,32,25,51,51,56,0
2020년10월_여_100세 이상,22,7,1,1,1,0,2,1,1,2,0,4,1,0,1,0
2020년11월_계_총인구수,"111,234","18,043","12,898","15,546","7,612","1,617","3,462","2,850","3,552","6,201","5,213","6,377","15,471","6,781","5,340",271
2020년11월_계_연령구간인구수,"111,234","18,043","12,898","15,546","7,612","1,617","3,462","2,850","3,552","6,201","5,213","6,377","15,471","6,781","5,340",271
2020년11월_계_0~9세,"8,206","1,411","1,381","1,929",650,42,95,75,72,170,230,442,"1,060",343,303,3
2020년11월_계_10~19세,"10,309","1,867","1,517","2,030",624,52,150,87,139,313,313,486,"1,672",624,427,8
2020년11월_계_20~29세,"10,789","2,316","1,417","1,547",524,115,272,156,263,406,482,548,"1,614",674,446,9
2020년11월_계_30~39세,"11,954","2,344","1,810","2,378",873,95,188,134,161,443,460,690,"1,382",539,443,14
2020년11월_계_40~49세,"17,839","3,201","2,396","3,089","1,228",167,342,270,336,718,698,961,"2,521","1,149",729,34
2020년11월_계_50~59세,"18,490","3,063","1,916","1,874","1,217",284,616,543,698,"1,093",979,"1,095","2,900","1,274",894,44
2020년11월_계_60~69세,"16,439","1,978","1,236","1,330","1,222",401,751,670,780,"1,456","1,028","1,089","2,288","1,130","1,014",66
2020년11월_계_70~79세,"10,660","1,123",733,832,775,242,610,511,630,"1,076",663,739,"1,345",661,653,67
2020년11월_계_80~89세,"5,724",638,424,472,426,197,391,355,408,458,321,291,630,325,362,26
2020년11월_계_90~99세,793,94,67,64,72,22,44,46,63,66,39,30,58,61,67,0
2020년11월_계_100세 이상,31,8,1,1,1,0,3,3,2,2,0,6,1,1,2,0
2020년11월_남_총인구수,"56,068","9,343","6,501","8,117","3,794",854,"1,764","1,406","1,750","3,018","2,603","3,121","7,540","3,488","2,627",142
2020년11월_남_연령구간인구수,"56,068","9,343","6,501","8,117","3,794",854,"1,764","1,406","1,750","3,018","2,603","3,121","7,540","3,488","2,627",142
2020년11월_남_0~9세,"4,276",737,708,"1,036",306,25,58,44,38,94,119,223,557,164,165,2
2020년11월_남_10~19세,"5,308",903,803,"1,030",333,29,82,52,72,160,175,264,864,323,213,5
2020년11월_남_20~29세,"6,435","1,352",808,975,303,67,171,95,163,248,312,311,926,420,277,7
2020년11월_남_30~39세,"6,401","1,317",935,"1,243",447,60,106,73,91,273,254,360,698,305,231,8
2020년11월_남_40~49세,"9,507","1,722","1,199","1,651",684,104,210,174,217,413,393,514,"1,207",605,387,27
2020년11월_남_50~59세,"9,773","1,631","1,004","1,053",633,177,345,311,397,567,493,549,"1,444",695,447,27
2020년11월_남_60~69세,"7,915",985,609,629,589,214,380,329,371,663,477,480,"1,090",571,496,32
2020년11월_남_70~79세,"4,553",474,294,356,348,110,275,213,279,445,276,319,551,293,292,28
2020년11월_남_80~89세,"1,765",203,129,134,138,62,124,106,116,148,97,95,196,102,109,6
2020년11월_남_90~99세,126,18,12,10,13,6,12,7,5,7,7,4,7,9,9,0
2020년11월_남_100세 이상,9,1,0,0,0,0,1,2,1,0,0,2,0,1,1,0
2020년11월_여_총인구수,"55,166","8,700","6,397","7,429","3,818",763,"1,698","1,444","1,802","3,183","2,610","3,256","7,931","3,293","2,713",129
2020년11월_여_연령구간인구수,"55,166","8,700","6,397","7,429","3,818",763,"1,698","1,444","1,802","3,183","2,610","3,256","7,931","3,293","2,713",129
2020년11월_여_0~9세,"3,930",674,673,893,344,17,37,31,34,76,111,219,503,179,138,1
2020년11월_여_10~19세,"5,001",964,714,"1,000",291,23,68,35,67,153,138,222,808,301,214,3
2020년11월_여_20~29세,"4,354",964,609,572,221,48,101,61,100,158,170,237,688,254,169,2
2020년11월_여_30~39세,"5,553","1,027",875,"1,135",426,35,82,61,70,170,206,330,684,234,212,6
2020년11월_여_40~49세,"8,332","1,479","1,197","1,438",544,63,132,96,119,305,305,447,"1,314",544,342,7
2020년11월_여_50~59세,"8,717","1,432",912,821,584,107,271,232,301,526,486,546,"1,456",579,447,17
2020년11월_여_60~69세,"8,524",993,627,701,633,187,371,341,409,793,551,609,"1,198",559,518,34
2020년11월_여_70~79세,"6,107",649,439,476,427,132,335,298,351,631,387,420,794,368,361,39
2020년11월_여_80~89세,"3,959",435,295,338,288,135,267,249,292,310,224,196,434,223,253,20
2020년11월_여_90~99세,667,76,55,54,59,16,32,39,58,59,32,26,51,52,58,0
2020년11월_여_100세 이상,22,7,1,1,1,0,2,1,1,2,0,4,1,0,1,0
2020년12월_계_총인구수,"111,105","18,003","12,968","15,549","7,584","1,615","3,443","2,839","3,545","6,167","5,155","6,434","15,438","6,775","5,322",268
2020년12월_계_연령구간인구수,"111,105","18,003","12,968","15,549","7,584","1,615","3,443","2,839","3,545","6,167","5,155","6,434","15,438","6,775","5,322",268
2020년12월_계_0~9세,"8,130","1,394","1,368","1,927",643,39,90,69,72,169,238,444,"1,042",336,296,3
2020년12월_계_10~19세,"10,281","1,859","1,512","2,043",617,49,145,88,138,312,303,490,"1,667",625,425,8
2020년12월_계_20~29세,"10,769","2,316","1,441","1,543",519,117,272,152,253,398,474,548,"1,606",684,437,9
2020년12월_계_30~39세,"11,891","2,336","1,830","2,353",864,93,186,135,164,443,449,695,"1,359",529,441,14
2020년12월_계_40~49세,"17,752","3,165","2,394","3,092","1,228",163,341,264,334,706,685,960,"2,520","1,138",728,34
2020년12월_계_50~59세,"18,502","3,078","1,938","1,887","1,204",286,613,538,691,"1,087",969,"1,108","2,898","1,274",888,43
2020년12월_계_60~69세,"16,534","1,995","1,258","1,341","1,230",405,754,676,783,"1,445","1,020","1,107","2,306","1,140","1,010",64
2020년12월_계_70~79세,"10,642","1,114",733,826,775,243,602,509,628,"1,078",659,751,"1,342",660,656,66
2020년12월_계_80~89세,"5,766",644,423,468,429,197,390,359,417,462,321,291,639,327,372,27
2020년12월_계_90~99세,806,93,70,68,74,23,47,46,63,65,37,34,58,61,67,0
2020년12월_계_100세 이상,32,9,1,1,1,0,3,3,2,2,0,6,1,1,2,0
2020년12월_남_총인구수,"56,010","9,328","6,533","8,126","3,783",856,"1,760","1,405","1,741","3,006","2,571","3,151","7,516","3,479","2,616",139
2020년12월_남_연령구간인구수,"56,010","9,328","6,533","8,126","3,783",856,"1,760","1,405","1,741","3,006","2,571","3,151","7,516","3,479","2,616",139
2020년12월_남_0~9세,"4,231",724,700,"1,036",304,25,56,42,38,94,121,222,548,158,161,2
2020년12월_남_10~19세,"5,300",901,799,"1,033",334,27,82,52,72,161,170,270,858,325,211,5
2020년12월_남_20~29세,"6,423","1,356",818,971,297,70,173,95,157,240,310,310,923,423,273,7
2020년12월_남_30~39세,"6,389","1,319",949,"1,242",441,59,108,72,93,273,247,361,685,303,229,8
2020년12월_남_40~49세,"9,454","1,707","1,199","1,644",687,102,207,171,215,406,388,516,"1,203",595,387,27
2020년12월_남_50~59세,"9,786","1,642","1,014","1,058",631,177,342,313,390,568,485,556,"1,444",694,446,26
2020년12월_남_60~69세,"7,965",988,621,640,590,216,383,330,373,663,474,489,"1,098",574,495,31
2020년12월_남_70~79세,"4,544",467,292,355,345,111,272,214,279,445,275,323,553,296,290,27
2020년12월_남_80~89세,"1,781",205,129,136,141,63,124,107,118,148,96,96,197,101,114,6
2020년12월_남_90~99세,128,18,12,11,13,6,12,7,5,8,5,6,7,9,9,0
2020년12월_남_100세 이상,9,1,0,0,0,0,1,2,1,0,0,2,0,1,1,0
2020년12월_여_총인구수,"55,095","8,675","6,435","7,423","3,801",759,"1,683","1,434","1,804","3,161","2,584","3,283","7,922","3,296","2,706",129
2020년12월_여_연령구간인구수,"55,095","8,675","6,435","7,423","3,801",759,"1,683","1,434","1,804","3,161","2,584","3,283","7,922","3,296","2,706",129
2020년12월_여_0~9세,"3,899",670,668,891,339,14,34,27,34,75,117,222,494,178,135,1
2020년12월_여_10~19세,"4,981",958,713,"1,010",283,22,63,36,66,151,133,220,809,300,214,3
2020년12월_여_20~29세,"4,346",960,623,572,222,47,99,57,96,158,164,238,683,261,164,2
2020년12월_여_30~39세,"5,502","1,017",881,"1,111",423,34,78,63,71,170,202,334,674,226,212,6
2020년12월_여_40~49세,"8,298","1,458","1,195","1,448",541,61,134,93,119,300,297,444,"1,317",543,341,7
2020년12월_여_50~59세,"8,716","1,436",924,829,573,109,271,225,301,519,484,552,"1,454",580,442,17
2020년12월_여_60~69세,"8,569","1,007",637,701,640,189,371,346,410,782,546,618,"1,208",566,515,33
2020년12월_여_70~79세,"6,098",647,441,471,430,132,330,295,349,633,384,428,789,364,366,39
2020년12월_여_80~89세,"3,985",439,294,332,288,134,266,252,299,314,225,195,442,226,258,21
2020년12월_여_90~99세,678,75,58,57,61,17,35,39,58,57,32,28,51,52,58,0
2020년12월_여_100세 이상,23,8,1,1,1,0,2,1,1,2,0,4,1,0,1,0
2021년01월_계_총인구수,"111,005","17,930","13,074","15,553","7,564","1,607","3,444","2,830","3,531","6,134","5,135","6,439","15,398","6,792","5,313",261
2021년01월_계_연령구간인구수,"111,005","17,930","13,074","15,553","7,564","1,607","3,444","2,830","3,531","6,134","5,135","6,439","15,398","6,792","5,313",261
2021년01월_계_0~9세,"8,067","1,356","1,392","1,924",641,39,89,69,73,161,232,444,"1,021",331,292,3
2021년01월_계_10~19세,"10,278","1,864","1,513","2,048",622,44,146,86,139,308,300,494,"1,666",617,424,7
2021년01월_계_20~29세,"10,758","2,288","1,461","1,557",516,120,275,149,243,393,469,547,"1,612",693,425,10
2021년01월_계_30~39세,"11,805","2,299","1,858","2,330",856,93,184,135,164,440,450,681,"1,327",532,444,12
2021년01월_계_40~49세,"17,716","3,174","2,391","3,098","1,215",163,338,261,331,696,673,964,"2,531","1,132",717,32
2021년01월_계_50~59세,"18,452","3,063","1,951","1,888","1,199",282,608,534,680,"1,075",968,"1,106","2,882","1,281",892,43
2021년01월_계_60~69세,"16,649","2,020","1,279","1,343","1,228",407,761,678,787,"1,454","1,021","1,119","2,318","1,151","1,022",61
2021년01월_계_70~79세,"10,643","1,119",733,830,778,240,600,508,627,"1,072",664,751,"1,345",660,652,64
2021년01월_계_80~89세,"5,786",643,422,466,434,197,390,362,420,467,322,293,636,332,373,29
2021년01월_계_90~99세,818,94,73,68,73,22,50,46,65,66,36,34,59,62,70,0
2021년01월_계_100세 이상,33,10,1,1,2,0,3,2,2,2,0,6,1,1,2,0
2021년01월_남_총인구수,"55,985","9,320","6,595","8,109","3,775",851,"1,759","1,399","1,734","2,994","2,559","3,156","7,491","3,499","2,611",133
2021년01월_남_연령구간인구수,"55,985","9,320","6,595","8,109","3,775",851,"1,759","1,399","1,734","2,994","2,559","3,156","7,491","3,499","2,611",133
2021년01월_남_0~9세,"4,197",711,717,"1,021",301,25,55,42,39,87,118,224,537,158,160,2
2021년01월_남_10~19세,"5,301",907,801,"1,031",337,24,82,51,72,160,168,270,856,325,212,5
2021년01월_남_20~29세,"6,419","1,346",828,974,295,72,178,93,152,239,304,311,932,422,266,7
