카테고리,경기도 안성시,경기도 안성시 공도읍,경기도 안성시 보개면,경기도 안성시 금광면,경기도 안성시 서운면,경기도 안성시 미양면,경기도 안성시 대덕면,경기도 안성시 양성면,경기도 안성시 원곡면,경기도 안성시 일죽면,경기도 안성시 죽산면,경기도 안성시 삼죽면,경기도 안성시 고삼면,경기도 안성시 안성1동,경기도 안성시 안성2동,경기도 안성시 안성3동
2021년02월_여_30~39세,"10,386","3,998",149,307,103,207,"1,043",169,338,235,204,93,57,611,"1,533","1,339"
2021년02월_여_40~49세,"14,113","5,919",223,469,139,273,988,222,358,351,314,148,73,834,"1,978","1,824"
2021년02월_여_50~59세,"14,821","4,263",469,643,297,497,986,450,540,629,601,294,178,"1,108","1,903","1,963"
2021년02월_여_60~69세,"12,776","2,901",532,691,368,565,889,556,452,838,690,361,227,"1,019","1,361","1,326"
2021년02월_여_70~79세,"7,453","1,633",389,400,249,353,456,339,255,499,438,241,129,607,714,751
2021년02월_여_80~89세,"4,923",902,293,295,204,301,286,289,175,369,320,184,105,356,419,425
2021년02월_여_90~99세,832,130,59,63,26,46,52,76,24,71,45,23,21,72,56,68
2021년02월_여_100세 이상,45,5,4,2,1,3,3,4,2,3,4,1,2,7,1,3
2021년03월_계_총인구수,"187,540","59,688","5,344","7,385","3,340","5,911","15,340","5,283","6,267","7,579","6,810","3,607","1,946","12,398","24,178","22,464"
2021년03월_계_연령구간인구수,"187,540","59,688","5,344","7,385","3,340","5,911","15,340","5,283","6,267","7,579","6,810","3,607","1,946","12,398","24,178","22,464"
2021년03월_계_0~9세,"13,796","5,839",161,390,88,226,"1,355",150,391,289,218,82,44,702,"2,097","1,764"
2021년03월_계_10~19세,"17,926","7,538",300,624,139,279,"1,122",281,348,433,361,291,84,"1,030","2,583","2,513"
2021년03월_계_20~29세,"22,743","6,983",488,727,283,553,"2,016",464,766,661,690,414,191,"1,609","3,633","3,265"
2021년03월_계_30~39세,"22,891","8,332",397,644,243,554,"2,565",407,904,606,531,270,143,"1,315","3,268","2,712"
2021년03월_계_40~49세,"30,150","12,071",545,"1,019",336,729,"2,570",549,906,830,750,342,179,"1,721","4,040","3,563"
2021년03월_계_50~59세,"31,452","8,920","1,022","1,333",665,"1,117","2,350","1,024","1,163","1,377","1,399",648,373,"2,237","3,883","3,941"
2021년03월_계_60~69세,"26,110","5,550","1,190","1,409",766,"1,249","1,927","1,205","1,010","1,720","1,475",774,482,"1,985","2,735","2,633"
2021년03월_계_70~79세,"13,721","2,926",708,696,460,683,908,652,482,991,814,464,243,"1,115","1,256","1,323"
2021년03월_계_80~89세,"7,668","1,355",456,468,323,461,465,455,262,579,513,294,177,592,608,660
2021년03월_계_90~99세,"1,044",168,73,72,36,57,61,92,35,88,55,27,28,90,75,87
2021년03월_계_100세 이상,39,6,4,3,1,3,1,4,0,5,4,1,2,2,0,3
2021년03월_남_총인구수,"96,711","30,123","2,821","3,696","1,757","3,209","8,593","2,760","3,521","3,947","3,619","1,902","1,009","6,232","12,253","11,269"
2021년03월_남_연령구간인구수,"96,711","30,123","2,821","3,696","1,757","3,209","8,593","2,760","3,521","3,947","3,619","1,902","1,009","6,232","12,253","11,269"
2021년03월_남_0~9세,"7,094","2,944",89,211,49,114,734,78,227,140,105,43,21,342,"1,095",902
2021년03월_남_10~19세,"9,320","3,898",176,313,77,152,583,130,180,236,188,154,50,528,"1,346","1,309"
2021년03월_남_20~29세,"12,547","3,730",284,398,178,342,"1,150",275,476,368,388,222,102,877,"1,937","1,820"
2021년03월_남_30~39세,"12,520","4,363",242,340,138,344,"1,523",236,550,368,329,182,86,707,"1,712","1,400"
2021년03월_남_40~49세,"16,113","6,161",328,545,202,450,"1,569",330,554,488,440,201,105,914,"2,082","1,744"
2021년03월_남_50~59세,"16,690","4,634",556,696,378,616,"1,374",571,639,754,812,355,202,"1,137","1,984","1,982"
2021년03월_남_60~69세,"13,202","2,616",647,712,395,687,"1,017",654,561,873,780,407,247,968,"1,351","1,287"
2021년03월_남_70~79세,"6,277","1,290",322,295,214,333,456,309,231,492,375,225,117,507,541,570
2021년03월_남_80~89세,"2,734",451,163,174,117,158,177,162,91,211,190,110,74,235,186,235
2021년03월_남_90~99세,208,35,14,11,9,12,10,15,12,15,11,3,5,17,19,20
2021년03월_남_100세 이상,6,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0
2021년03월_여_총인구수,"90,829","29,565","2,523","3,689","1,583","2,702","6,747","2,523","2,746","3,632","3,191","1,705",937,"6,166","11,925","11,195"
2021년03월_여_연령구간인구수,"90,829","29,565","2,523","3,689","1,583","2,702","6,747","2,523","2,746","3,632","3,191","1,705",937,"6,166","11,925","11,195"
2021년03월_여_0~9세,"6,702","2,895",72,179,39,112,621,72,164,149,113,39,23,360,"1,002",862
2021년03월_여_10~19세,"8,606","3,640",124,311,62,127,539,151,168,197,173,137,34,502,"1,237","1,204"
2021년03월_여_20~29세,"10,196","3,253",204,329,105,211,866,189,290,293,302,192,89,732,"1,696","1,445"
2021년03월_여_30~39세,"10,371","3,969",155,304,105,210,"1,042",171,354,238,202,88,57,608,"1,556","1,312"
2021년03월_여_40~49세,"14,037","5,910",217,474,134,279,"1,001",219,352,342,310,141,74,807,"1,958","1,819"
2021년03월_여_50~59세,"14,762","4,286",466,637,287,501,976,453,524,623,587,293,171,"1,100","1,899","1,959"
2021년03월_여_60~69세,"12,908","2,934",543,697,371,562,910,551,449,847,695,367,235,"1,017","1,384","1,346"
2021년03월_여_70~79세,"7,444","1,636",386,401,246,350,452,343,251,499,439,239,126,608,715,753
2021년03월_여_80~89세,"4,934",904,293,294,206,303,288,293,171,368,323,184,103,357,422,425
2021년03월_여_90~99세,836,133,59,61,27,45,51,77,23,73,44,24,23,73,56,67
2021년03월_여_100세 이상,33,5,4,2,1,2,1,4,0,3,3,1,2,2,0,3
2021년04월_계_총인구수,"188,038","59,821","5,347","7,361","3,349","5,930","15,336","5,273","6,357","7,647","6,802","3,678","1,955","12,400","24,353","22,429"
2021년04월_계_연령구간인구수,"188,038","59,821","5,347","7,361","3,349","5,930","15,336","5,273","6,357","7,647","6,802","3,678","1,955","12,400","24,353","22,429"
2021년04월_계_0~9세,"13,707","5,814",166,382,89,217,"1,329",152,384,284,217,82,46,702,"2,102","1,741"
2021년04월_계_10~19세,"18,076","7,532",300,624,138,275,"1,120",277,392,513,362,328,84,"1,030","2,606","2,495"
2021년04월_계_20~29세,"22,805","6,982",486,729,293,555,"2,032",454,775,673,684,426,202,"1,594","3,659","3,261"
2021년04월_계_30~39세,"22,887","8,335",404,637,240,556,"2,532",403,927,600,530,277,141,"1,324","3,280","2,701"
2021년04월_계_40~49세,"30,221","12,105",538,"1,004",338,732,"2,577",554,915,817,756,355,179,"1,726","4,069","3,556"
2021년04월_계_50~59세,"31,500","8,966","1,018","1,329",669,"1,117","2,368","1,022","1,168","1,381","1,395",637,375,"2,215","3,904","3,936"
2021년04월_계_60~69세,"26,342","5,608","1,195","1,417",767,"1,271","1,943","1,208","1,017","1,725","1,472",781,483,"2,000","2,789","2,666"
2021년04월_계_70~79세,"13,696","2,929",702,692,459,686,912,651,483,986,815,461,238,"1,107","1,258","1,317"
2021년04월_계_80~89세,"7,713","1,371",458,473,320,463,462,454,260,574,516,303,175,604,611,669
2021년04월_계_90~99세,"1,053",173,76,71,35,55,60,94,36,90,52,27,30,95,75,84
2021년04월_계_100세 이상,38,6,4,3,1,3,1,4,0,4,3,1,2,3,0,3
2021년04월_남_총인구수,"97,025","30,183","2,817","3,674","1,766","3,220","8,587","2,757","3,582","4,023","3,621","1,940","1,018","6,243","12,339","11,255"
2021년04월_남_연령구간인구수,"97,025","30,183","2,817","3,674","1,766","3,220","8,587","2,757","3,582","4,023","3,621","1,940","1,018","6,243","12,339","11,255"
2021년04월_남_0~9세,"7,050","2,940",89,206,51,108,720,80,223,140,105,43,22,344,"1,092",887
2021년04월_남_10~19세,"9,442","3,887",178,312,74,150,581,128,219,303,189,185,49,526,"1,358","1,303"
2021년04월_남_20~29세,"12,618","3,744",285,400,187,346,"1,159",269,479,382,387,224,111,870,"1,952","1,823"
2021년04월_남_30~39세,"12,503","4,358",238,337,137,339,"1,504",234,561,364,330,185,86,712,"1,726","1,392"
2021년04월_남_40~49세,"16,154","6,170",323,534,201,456,"1,578",336,557,490,445,205,106,918,"2,088","1,747"
2021년04월_남_50~59세,"16,723","4,664",553,694,381,617,"1,377",570,642,753,807,352,204,"1,130","1,996","1,983"
2021년04월_남_60~69세,"13,297","2,639",655,714,395,698,"1,022",655,564,876,779,405,248,981,"1,370","1,296"
2021년04월_남_70~79세,"6,279","1,291",317,291,216,334,459,309,234,492,376,226,113,504,547,570
2021년04월_남_80~89세,"2,746",454,164,174,115,160,178,161,90,207,192,112,74,239,190,236
2021년04월_남_90~99세,207,35,15,11,9,11,9,15,13,15,10,3,5,18,20,18
2021년04월_남_100세 이상,6,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
2021년04월_여_총인구수,"91,013","29,638","2,530","3,687","1,583","2,710","6,749","2,516","2,775","3,624","3,181","1,738",937,"6,157","12,014","11,174"
2021년04월_여_연령구간인구수,"91,013","29,638","2,530","3,687","1,583","2,710","6,749","2,516","2,775","3,624","3,181","1,738",937,"6,157","12,014","11,174"
2021년04월_여_0~9세,"6,657","2,874",77,176,38,109,609,72,161,144,112,39,24,358,"1,010",854
2021년04월_여_10~19세,"8,634","3,645",122,312,64,125,539,149,173,210,173,143,35,504,"1,248","1,192"
2021년04월_여_20~29세,"10,187","3,238",201,329,106,209,873,185,296,291,297,202,91,724,"1,707","1,438"
2021년04월_여_30~39세,"10,384","3,977",166,300,103,217,"1,028",169,366,236,200,92,55,612,"1,554","1,309"
2021년04월_여_40~49세,"14,067","5,935",215,470,137,276,999,218,358,327,311,150,73,808,"1,981","1,809"
2021년04월_여_50~59세,"14,777","4,302",465,635,288,500,991,452,526,628,588,285,171,"1,085","1,908","1,953"
2021년04월_여_60~69세,"13,045","2,969",540,703,372,573,921,553,453,849,693,376,235,"1,019","1,419","1,370"
2021년04월_여_70~79세,"7,417","1,638",385,401,243,352,453,342,249,494,439,235,125,603,711,747
2021년04월_여_80~89세,"4,967",917,294,299,205,303,284,293,170,367,324,191,101,365,421,433
2021년04월_여_90~99세,846,138,61,60,26,44,51,79,23,75,42,24,25,77,55,66
2021년04월_여_100세 이상,32,5,4,2,1,2,1,4,0,3,2,1,2,2,0,3
2021년05월_계_총인구수,"188,704","59,992","5,357","7,359","3,348","5,945","15,340","5,278","6,398","7,694","7,015","3,733","1,944","12,408","24,436","22,457"
2021년05월_계_연령구간인구수,"188,704","59,992","5,357","7,359","3,348","5,945","15,340","5,278","6,398","7,694","7,015","3,733","1,944","12,408","24,436","22,457"
2021년05월_계_0~9세,"13,641","5,787",169,378,83,209,"1,324",150,384,286,219,81,45,702,"2,083","1,741"
2021년05월_계_10~19세,"18,270","7,554",297,628,143,275,"1,093",272,394,523,516,367,81,"1,032","2,612","2,483"
2021년05월_계_20~29세,"22,950","7,015",488,731,291,557,"2,054",454,783,680,703,440,200,"1,584","3,680","3,290"
2021년05월_계_30~39세,"22,877","8,327",404,639,233,558,"2,520",396,937,610,532,282,136,"1,328","3,283","2,692"
2021년05월_계_40~49세,"30,252","12,116",542,"1,001",339,732,"2,573",559,927,817,756,347,177,"1,720","4,092","3,554"
2021년05월_계_50~59세,"31,554","9,026","1,022","1,322",669,"1,113","2,363","1,018","1,169","1,375","1,405",629,369,"2,218","3,914","3,942"
2021년05월_계_60~69세,"26,592","5,665","1,205","1,425",773,"1,282","1,975","1,219","1,018","1,748","1,488",793,490,"2,011","2,817","2,683"
2021년05월_계_70~79세,"13,719","2,939",697,695,459,695,916,656,487,983,817,461,240,"1,101","1,264","1,309"
2021년05월_계_80~89세,"7,747","1,385",455,469,322,464,458,455,264,575,522,304,174,612,614,674
2021년05월_계_90~99세,"1,063",172,74,68,35,57,63,95,35,92,54,28,30,97,77,86
2021년05월_계_100세 이상,39,6,4,3,1,3,1,4,0,5,3,1,2,3,0,3
2021년05월_남_총인구수,"97,419","30,296","2,823","3,668","1,768","3,233","8,591","2,751","3,608","4,054","3,752","1,947","1,015","6,246","12,395","11,272"
2021년05월_남_연령구간인구수,"97,419","30,296","2,823","3,668","1,768","3,233","8,591","2,751","3,608","4,054","3,752","1,947","1,015","6,246","12,395","11,272"
2021년05월_남_0~9세,"7,017","2,927",90,201,49,104,714,79,223,144,106,43,22,341,"1,083",891
2021년05월_남_10~19세,"9,532","3,890",175,313,75,148,565,126,219,309,288,187,47,529,"1,364","1,297"
2021년05월_남_20~29세,"12,712","3,774",290,403,185,348,"1,174",266,485,382,400,230,112,866,"1,969","1,828"
2021년05월_남_30~39세,"12,530","4,358",239,337,131,341,"1,499",233,575,370,333,191,82,713,"1,730","1,398"
2021년05월_남_40~49세,"16,164","6,186",323,527,206,460,"1,571",333,562,486,447,201,108,915,"2,101","1,738"
2021년05월_남_50~59세,"16,755","4,693",558,695,379,615,"1,382",567,641,753,812,344,199,"1,135","2,001","1,981"
2021년05월_남_60~69세,"13,445","2,677",659,715,402,704,"1,036",658,562,893,788,413,253,986,"1,384","1,315"
2021년05월_남_70~79세,"6,291","1,300",315,292,213,338,460,315,237,490,373,223,113,501,553,568
2021년05월_남_80~89세,"2,754",455,160,173,119,163,180,159,91,210,194,112,74,240,189,235
2021년05월_남_90~99세,213,35,14,11,9,11,10,15,13,16,10,3,5,19,21,21
2021년05월_남_100세 이상,6,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
2021년05월_여_총인구수,"91,285","29,696","2,534","3,691","1,580","2,712","6,749","2,527","2,790","3,640","3,263","1,786",929,"6,162","12,041","11,185"
2021년05월_여_연령구간인구수,"91,285","29,696","2,534","3,691","1,580","2,712","6,749","2,527","2,790","3,640","3,263","1,786",929,"6,162","12,041","11,185"
2021년05월_여_0~9세,"6,624","2,860",79,177,34,105,610,71,161,142,113,38,23,361,"1,000",850
2021년05월_여_10~19세,"8,738","3,664",122,315,68,127,528,146,175,214,228,180,34,503,"1,248","1,186"
2021년05월_여_20~29세,"10,238","3,241",198,328,106,209,880,188,298,298,303,210,88,718,"1,711","1,462"
2021년05월_여_30~39세,"10,347","3,969",165,302,102,217,"1,021",163,362,240,199,91,54,615,"1,553","1,294"
2021년05월_여_40~49세,"14,088","5,930",219,474,133,272,"1,002",226,365,331,309,146,69,805,"1,991","1,816"
2021년05월_여_50~59세,"14,799","4,333",464,627,290,498,981,451,528,622,593,285,170,"1,083","1,913","1,961"
2021년05월_여_60~69세,"13,147","2,988",546,710,371,578,939,561,456,855,700,380,237,"1,025","1,433","1,368"
2021년05월_여_70~79세,"7,428","1,639",382,403,246,357,456,341,250,493,444,238,127,600,711,741
2021년05월_여_80~89세,"4,993",930,295,296,203,301,278,296,173,365,328,192,100,372,425,439
2021년05월_여_90~99세,850,137,60,57,26,46,53,80,22,76,44,25,25,78,56,65
2021년05월_여_100세 이상,33,5,4,2,1,2,1,4,0,4,2,1,2,2,0,3
2021년06월_계_총인구수,"189,060","60,179","5,342","7,359","3,356","5,909","15,349","5,271","6,431","7,668","6,996","3,819","1,945","12,455","24,463","22,518"
2021년06월_계_연령구간인구수,"189,060","60,179","5,342","7,359","3,356","5,909","15,349","5,271","6,431","7,668","6,996","3,819","1,945","12,455","24,463","22,518"
2021년06월_계_0~9세,"13,588","5,764",167,369,83,207,"1,312",144,385,281,214,80,49,703,"2,074","1,756"
2021년06월_계_10~19세,"18,276","7,565",288,629,144,271,"1,084",268,394,522,512,417,81,"1,029","2,587","2,485"
2021년06월_계_20~29세,"23,053","7,071",496,725,296,552,"2,050",451,776,672,700,467,201,"1,600","3,700","3,296"
2021년06월_계_30~39세,"22,890","8,329",405,636,231,550,"2,535",387,951,607,522,284,135,"1,329","3,292","2,697"
2021년06월_계_40~49세,"30,268","12,145",539,994,336,724,"2,585",555,935,811,747,345,178,"1,727","4,089","3,558"
2021년06월_계_50~59세,"31,532","9,048","1,013","1,336",664,"1,104","2,357","1,015","1,170","1,368","1,398",642,365,"2,209","3,898","3,945"
2021년06월_계_60~69세,"26,840","5,735","1,210","1,437",780,"1,282","1,990","1,237","1,032","1,752","1,507",791,490,"2,036","2,850","2,711"
2021년06월_계_70~79세,"13,738","2,954",693,693,457,697,913,647,489,979,819,460,240,"1,111","1,277","1,309"
2021년06월_계_80~89세,"7,759","1,386",453,466,328,461,459,465,261,582,520,304,175,611,615,673
2021년06월_계_90~99세,"1,077",176,74,71,36,58,63,98,38,89,54,28,29,97,81,85
2021년06월_계_100세 이상,39,6,4,3,1,3,1,4,0,5,3,1,2,3,0,3
2021년06월_남_총인구수,"97,561","30,386","2,818","3,669","1,770","3,220","8,590","2,745","3,622","4,043","3,737","1,949","1,015","6,272","12,416","11,309"
2021년06월_남_연령구간인구수,"97,561","30,386","2,818","3,669","1,770","3,220","8,590","2,745","3,622","4,043","3,737","1,949","1,015","6,272","12,416","11,309"
2021년06월_남_0~9세,"6,986","2,917",88,199,47,105,712,74,218,144,105,40,25,341,"1,076",895
2021년06월_남_10~19세,"9,512","3,902",173,313,76,145,555,127,221,304,287,186,47,530,"1,348","1,298"
2021년06월_남_20~29세,"12,747","3,789",295,403,188,345,"1,176",267,477,379,395,239,113,874,"1,976","1,831"
2021년06월_남_30~39세,"12,557","4,383",239,332,129,338,"1,502",230,582,371,325,187,80,719,"1,740","1,400"
2021년06월_남_40~49세,"16,176","6,191",320,524,204,456,"1,575",325,570,484,442,201,108,915,"2,111","1,750"
2021년06월_남_50~59세,"16,741","4,701",552,699,376,613,"1,377",571,643,750,806,346,196,"1,132","1,994","1,985"
2021년06월_남_60~69세,"13,561","2,709",662,723,407,704,"1,045",663,569,891,798,412,254,996,"1,401","1,327"
2021년06월_남_70~79세,"6,292","1,301",313,294,213,339,456,308,239,488,374,222,114,506,554,571
2021년06월_남_80~89세,"2,767",456,162,170,121,163,183,163,89,215,194,112,74,239,195,231
2021년06월_남_90~99세,216,36,14,11,9,11,9,17,14,16,10,4,4,19,21,21
2021년06월_남_100세 이상,6,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
2021년06월_여_총인구수,"91,499","29,793","2,524","3,690","1,586","2,689","6,759","2,526","2,809","3,625","3,259","1,870",930,"6,183","12,047","11,209"
2021년06월_여_연령구간인구수,"91,499","29,793","2,524","3,690","1,586","2,689","6,759","2,526","2,809","3,625","3,259","1,870",930,"6,183","12,047","11,209"
2021년06월_여_0~9세,"6,602","2,847",79,170,36,102,600,70,167,137,109,40,24,362,998,861
2021년06월_여_10~19세,"8,764","3,663",115,316,68,126,529,141,173,218,225,231,34,499,"1,239","1,187"
2021년06월_여_20~29세,"10,306","3,282",201,322,108,207,874,184,299,293,305,228,88,726,"1,724","1,465"
2021년06월_여_30~39세,"10,333","3,946",166,304,102,212,"1,033",157,369,236,197,97,55,610,"1,552","1,297"
2021년06월_여_40~49세,"14,092","5,954",219,470,132,268,"1,010",230,365,327,305,144,70,812,"1,978","1,808"
2021년06월_여_50~59세,"14,791","4,347",461,637,288,491,980,444,527,618,592,296,169,"1,077","1,904","1,960"
2021년06월_여_60~69세,"13,279","3,026",548,714,373,578,945,574,463,861,709,379,236,"1,040","1,449","1,384"
2021년06월_여_70~79세,"7,446","1,653",380,399,244,358,457,339,250,491,445,238,126,605,723,738
2021년06월_여_80~89세,"4,992",930,291,296,207,298,276,302,172,367,326,192,101,372,420,442
2021년06월_여_90~99세,861,140,60,60,27,47,54,81,24,73,44,24,25,78,60,64
2021년06월_여_100세 이상,33,5,4,2,1,2,1,4,0,4,2,1,2,2,0,3
2021년07월_계_총인구수,"189,298","60,240","5,340","7,364","3,351","5,917","15,367","5,258","6,467","7,645","7,035","3,880","1,935","12,454","24,524","22,521"
2021년07월_계_연령구간인구수,"189,298","60,240","5,340","7,364","3,351","5,917","15,367","5,258","6,467","7,645","7,035","3,880","1,935","12,454","24,524","22,521"
2021년07월_계_0~9세,"13,511","5,722",166,370,82,204,"1,314",137,387,277,214,77,49,703,"2,064","1,745"
2021년07월_계_10~19세,"18,343","7,590",285,623,141,272,"1,079",272,397,514,527,481,80,"1,021","2,577","2,484"
2021년07월_계_20~29세,"23,085","7,086",488,729,297,547,"2,053",447,778,668,702,478,199,"1,607","3,703","3,303"
2021년07월_계_30~39세,"22,880","8,306",411,629,229,546,"2,529",384,961,606,528,275,133,"1,334","3,311","2,698"
2021년07월_계_40~49세,"30,211","12,107",540,992,338,726,"2,594",548,936,807,758,339,175,"1,707","4,101","3,543"
2021년07월_계_50~59세,"31,531","9,086","1,000","1,326",661,"1,104","2,340","1,013","1,183","1,349","1,401",642,363,"2,204","3,914","3,945"
2021년07월_계_60~69세,"27,074","5,806","1,228","1,458",777,"1,297","2,012","1,242","1,041","1,767","1,509",794,496,"2,052","2,873","2,722"
2021년07월_계_70~79세,"13,753","2,958",690,698,458,695,920,648,490,979,812,460,234,"1,109","1,284","1,318"
2021년07월_계_80~89세,"7,781","1,395",455,465,331,462,460,464,256,582,524,306,175,615,616,675
2021년07월_계_90~99세,"1,091",178,73,72,36,61,65,99,38,91,57,27,29,99,81,85
2021년07월_계_100세 이상,38,6,4,2,1,3,1,4,0,5,3,1,2,3,0,3
2021년07월_남_총인구수,"97,699","30,423","2,817","3,673","1,771","3,227","8,604","2,738","3,643","4,024","3,761","1,990","1,004","6,265","12,459","11,300"
2021년07월_남_연령구간인구수,"97,699","30,423","2,817","3,673","1,771","3,227","8,604","2,738","3,643","4,024","3,761","1,990","1,004","6,265","12,459","11,300"
2021년07월_남_0~9세,"6,959","2,901",86,202,45,106,712,72,222,144,105,37,26,341,"1,076",884
2021년07월_남_10~19세,"9,540","3,909",171,311,75,146,557,130,222,296,293,222,46,521,"1,341","1,300"
2021년07월_남_20~29세,"12,783","3,803",293,407,188,341,"1,184",262,474,375,399,248,110,878,"1,986","1,835"
2021년07월_남_30~39세,"12,554","4,372",240,326,129,337,"1,503",224,593,365,332,187,79,719,"1,750","1,398"
2021년07월_남_40~49세,"16,130","6,163",321,524,203,454,"1,578",320,571,482,443,201,105,902,"2,122","1,741"
2021년07월_남_50~59세,"16,731","4,721",545,694,378,609,"1,359",568,645,742,809,345,195,"1,135","2,000","1,986"
2021년07월_남_60~69세,"13,694","2,752",673,732,406,717,"1,058",671,574,901,799,414,254,"1,003","1,411","1,329"
2021년07월_남_70~79세,"6,305","1,303",312,297,216,339,458,310,241,484,372,220,113,506,556,578
2021년07월_남_80~89세,"2,775",463,162,167,122,165,185,164,87,217,196,112,72,238,196,229
2021년07월_남_90~99세,222,35,14,12,9,12,10,17,14,17,12,4,4,21,21,20
2021년07월_남_100세 이상,6,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
2021년07월_여_총인구수,"91,599","29,817","2,523","3,691","1,580","2,690","6,763","2,520","2,824","3,621","3,274","1,890",931,"6,189","12,065","11,221"
2021년07월_여_연령구간인구수,"91,599","29,817","2,523","3,691","1,580","2,690","6,763","2,520","2,824","3,621","3,274","1,890",931,"6,189","12,065","11,221"
2021년07월_여_0~9세,"6,552","2,821",80,168,37,98,602,65,165,133,109,40,23,362,988,861
2021년07월_여_10~19세,"8,803","3,681",114,312,66,126,522,142,175,218,234,259,34,500,"1,236","1,184"
2021년07월_여_20~29세,"10,302","3,283",195,322,109,206,869,185,304,293,303,230,89,729,"1,717","1,468"
2021년07월_여_30~39세,"10,326","3,934",171,303,100,209,"1,026",160,368,241,196,88,54,615,"1,561","1,300"
2021년07월_여_40~49세,"14,081","5,944",219,468,135,272,"1,016",228,365,325,315,138,70,805,"1,979","1,802"
2021년07월_여_50~59세,"14,800","4,365",455,632,283,495,981,445,538,607,592,297,168,"1,069","1,914","1,959"
2021년07월_여_60~69세,"13,380","3,054",555,726,371,580,954,571,467,866,710,380,242,"1,049","1,462","1,393"
2021년07월_여_70~79세,"7,448","1,655",378,401,242,356,462,338,249,495,440,240,121,603,728,740
2021년07월_여_80~89세,"5,006",932,293,298,209,297,275,300,169,365,328,194,103,377,420,446
2021년07월_여_90~99세,869,143,59,60,27,49,55,82,24,74,45,23,25,78,60,65
2021년07월_여_100세 이상,32,5,4,1,1,2,1,4,0,4,2,1,2,2,0,3
2021년08월_계_총인구수,"189,641","60,317","5,342","7,365","3,337","5,903","15,391","5,264","6,466","7,708","7,066","3,917","1,943","12,438","24,648","22,536"
2021년08월_계_연령구간인구수,"189,641","60,317","5,342","7,365","3,337","5,903","15,391","5,264","6,466","7,708","7,066","3,917","1,943","12,438","24,648","22,536"
2021년08월_계_0~9세,"13,424","5,685",167,364,79,201,"1,304",133,384,276,212,72,44,701,"2,048","1,754"
2021년08월_계_10~19세,"18,391","7,580",284,618,144,274,"1,083",269,390,543,552,495,81,"1,012","2,583","2,483"
2021년08월_계_20~29세,"23,182","7,103",486,738,290,544,"2,060",452,788,680,713,486,200,"1,603","3,757","3,282"
2021년08월_계_30~39세,"22,876","8,298",412,619,232,543,"2,520",383,955,607,523,273,132,"1,341","3,336","2,702"
2021년08월_계_40~49세,"30,161","12,092",532,987,334,721,"2,610",550,920,817,756,338,175,"1,706","4,087","3,536"
2021년08월_계_50~59세,"31,625","9,147","1,002","1,324",660,"1,097","2,342","1,013","1,196","1,334","1,396",649,367,"2,201","3,951","3,946"
2021년08월_계_60~69세,"27,258","5,841","1,236","1,470",777,"1,298","2,028","1,253","1,053","1,790","1,516",803,501,"2,053","2,897","2,742"
2021년08월_계_70~79세,"13,788","2,973",688,708,454,696,919,647,487,983,813,467,236,"1,099","1,292","1,326"
2021년08월_계_80~89세,"7,805","1,414",460,463,325,463,459,461,255,582,522,305,175,619,620,682
2021년08월_계_90~99세,"1,093",178,71,72,41,63,65,99,38,91,60,28,30,100,77,80
2021년08월_계_100세 이상,38,6,4,2,1,3,1,4,0,5,3,1,2,3,0,3
2021년08월_남_총인구수,"97,911","30,468","2,820","3,675","1,766","3,224","8,635","2,745","3,652","4,054","3,767","2,015","1,009","6,252","12,517","11,312"
2021년08월_남_연령구간인구수,"97,911","30,468","2,820","3,675","1,766","3,224","8,635","2,745","3,652","4,054","3,767","2,015","1,009","6,252","12,517","11,312"
2021년08월_남_0~9세,"6,924","2,895",86,197,43,104,708,69,219,142,105,33,23,347,"1,063",890
2021년08월_남_10~19세,"9,546","3,896",171,306,79,148,562,129,221,305,298,233,44,515,"1,339","1,300"
2021년08월_남_20~29세,"12,850","3,821",290,415,181,339,"1,190",262,484,384,404,252,114,870,"2,023","1,821"
2021년08월_남_30~39세,"12,546","4,352",242,322,135,337,"1,505",225,589,369,327,180,78,720,"1,761","1,404"
2021년08월_남_40~49세,"16,129","6,168",316,518,201,452,"1,586",320,566,485,443,205,106,903,"2,124","1,736"
2021년08월_남_50~59세,"16,767","4,744",547,695,375,606,"1,364",570,650,730,808,349,196,"1,138","2,011","1,984"
2021년08월_남_60~69세,"13,796","2,778",678,738,408,719,"1,065",678,581,915,802,420,257,999,"1,418","1,340"
2021년08월_남_70~79세,"6,331","1,309",314,302,214,340,461,310,241,488,370,226,115,500,559,582
2021년08월_남_80~89세,"2,794",471,164,167,120,165,184,164,87,218,196,113,72,238,200,235
2021년08월_남_90~99세,222,33,12,14,10,13,10,18,14,17,13,4,4,21,19,20
2021년08월_남_100세 이상,6,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
2021년08월_여_총인구수,"91,730","29,849","2,522","3,690","1,571","2,679","6,756","2,519","2,814","3,654","3,299","1,902",934,"6,186","12,131","11,224"
2021년08월_여_연령구간인구수,"91,730","29,849","2,522","3,690","1,571","2,679","6,756","2,519","2,814","3,654","3,299","1,902",934,"6,186","12,131","11,224"
