카테고리,부산광역시 동래구,부산광역시 동래구 수민동,부산광역시 동래구 복산동,부산광역시 동래구 명륜동,부산광역시 동래구 온천제1동,부산광역시 동래구 온천제2동,부산광역시 동래구 온천제3동,부산광역시 동래구 사직제1동,부산광역시 동래구 사직제2동,부산광역시 동래구 사직제3동,부산광역시 동래구 안락제1동,부산광역시 동래구 안락제2동,부산광역시 동래구 명장제1동,부산광역시 동래구 명장제2동
2021년02월_남_40~49세,"21,153","2,512",651,"2,454","1,478","1,027","2,807",861,"2,624","1,646","1,063","2,076","1,003",951
2021년02월_남_50~59세,"21,033","2,482",865,"1,760","1,478","1,169","3,123",823,"2,249","1,262","1,227","2,274","1,128","1,193"
2021년02월_남_60~69세,"19,218","2,312",970,"1,229","1,281","1,191","2,851",646,"1,552","1,163","1,309","2,097","1,265","1,352"
2021년02월_남_70~79세,"10,311","1,248",554,684,719,728,"1,438",404,682,703,743,"1,042",666,700
2021년02월_남_80~89세,"3,202",381,214,233,267,283,467,161,144,205,220,286,186,155
2021년02월_남_90~99세,264,40,20,18,25,24,39,8,10,8,18,27,13,14
2021년02월_남_100세 이상,22,8,0,0,3,3,1,1,1,0,2,0,2,1
2021년02월_여_총인구수,"138,966","16,935","5,174","12,780","10,331","7,819","19,966","5,631","14,503","8,906","7,569","14,229","7,433","7,690"
2021년02월_여_연령구간인구수,"138,966","16,935","5,174","12,780","10,331","7,819","19,966","5,631","14,503","8,906","7,569","14,229","7,433","7,690"
2021년02월_여_0~9세,"9,435","1,278",169,"1,268",517,445,"1,264",395,"1,280",651,365,918,484,401
2021년02월_여_10~19세,"11,907","1,288",293,"1,447",573,678,"1,378",544,"2,091",785,450,"1,353",553,474
2021년02월_여_20~29세,"15,482","1,845",506,"1,231","1,647",788,"2,739",611,"1,423",860,824,"1,442",751,815
2021년02월_여_30~39세,"16,339","2,158",382,"1,664","1,550",689,"2,608",707,"1,475","1,030",794,"1,539",872,871
2021년02월_여_40~49세,"22,135","2,553",586,"2,619","1,584","1,114","2,873",918,"3,070","1,610",993,"2,285",952,978
2021년02월_여_50~59세,"23,218","2,899",914,"1,872","1,556","1,316","3,509",849,"2,311","1,290","1,335","2,559","1,319","1,489"
2021년02월_여_60~69세,"22,154","2,681","1,089","1,417","1,435","1,373","3,181",832,"1,702","1,425","1,548","2,422","1,423","1,626"
2021년02월_여_70~79세,"12,104","1,483",766,829,942,875,"1,660",508,764,860,863,"1,140",715,699
2021년02월_여_80~89세,"5,228",642,380,357,430,451,649,229,324,331,338,487,320,290
2021년02월_여_90~99세,845,97,67,69,72,86,90,37,59,59,55,72,39,43
2021년02월_여_100세 이상,119,11,22,7,25,4,15,1,4,5,4,12,5,4
2021년03월_계_총인구수,"269,497","32,918","9,993","24,940","19,479","15,049","39,042","10,785","27,934","17,490","14,852","27,617","14,426","14,972"
2021년03월_계_연령구간인구수,"269,497","32,918","9,993","24,940","19,479","15,049","39,042","10,785","27,934","17,490","14,852","27,617","14,426","14,972"
2021년03월_계_0~9세,"19,413","2,585",334,"2,662","1,020",868,"2,595",817,"2,574","1,510",790,"1,854",979,825
2021년03월_계_10~19세,"24,815","2,796",637,"3,230","1,131","1,414","2,881","1,009","4,079","1,786",970,"2,799","1,050","1,033"
2021년03월_계_20~29세,"32,341","3,922","1,102","2,484","3,061","1,747","5,533","1,275","3,112","1,779","1,730","3,184","1,609","1,803"
2021년03월_계_30~39세,"32,628","4,325",875,"3,062","3,155","1,423","5,372","1,378","2,724","1,947","1,695","3,059","1,769","1,844"
2021년03월_계_40~49세,"43,096","5,057","1,227","5,088","3,048","2,121","5,665","1,775","5,649","3,208","2,039","4,351","1,949","1,919"
2021년03월_계_50~59세,"43,968","5,359","1,751","3,619","3,005","2,454","6,605","1,678","4,555","2,552","2,536","4,792","2,435","2,627"
2021년03월_계_60~69세,"41,334","5,000","2,043","2,639","2,670","2,575","6,025","1,494","3,264","2,570","2,845","4,515","2,684","3,010"
2021년03월_계_70~79세,"22,329","2,700","1,320","1,488","1,618","1,597","3,114",917,"1,442","1,547","1,609","2,181","1,390","1,406"
2021년03월_계_80~89세,"8,438","1,037",594,589,684,729,"1,123",394,467,528,564,777,506,446
2021년03월_계_90~99세,"1,065",133,87,78,80,114,123,46,67,63,68,98,52,56
2021년03월_계_100세 이상,70,4,23,1,7,7,6,2,1,0,6,7,3,3
2021년03월_남_총인구수,"131,207","16,055","4,845","12,225","9,241","7,278","19,131","5,156","13,502","8,675","7,325","13,467","7,000","7,307"
2021년03월_남_연령구간인구수,"131,207","16,055","4,845","12,225","9,241","7,278","19,131","5,156","13,502","8,675","7,325","13,467","7,000","7,307"
2021년03월_남_0~9세,"10,033","1,310",170,"1,396",501,422,"1,328",425,"1,313",864,429,943,502,430
2021년03월_남_10~19세,"12,933","1,509",343,"1,768",566,752,"1,508",466,"1,990","1,002",520,"1,462",494,553
2021년03월_남_20~29세,"16,905","2,092",597,"1,277","1,382",962,"2,802",673,"1,692",923,911,"1,743",860,991
2021년03월_남_30~39세,"16,399","2,180",493,"1,419","1,590",745,"2,777",676,"1,263",932,897,"1,551",894,982
2021년03월_남_40~49세,"21,082","2,518",644,"2,454","1,475","1,018","2,805",861,"2,596","1,629","1,057","2,073","1,002",950
2021년03월_남_50~59세,"20,892","2,462",851,"1,758","1,468","1,153","3,109",826,"2,256","1,265","1,218","2,251","1,120","1,155"
2021년03월_남_60~69세,"19,221","2,319",958,"1,223","1,267","1,198","2,846",648,"1,562","1,160","1,308","2,093","1,262","1,377"
2021년03월_남_70~79세,"10,280","1,236",558,684,709,719,"1,445",408,673,692,749,"1,042",666,699
2021년03월_남_80~89세,"3,207",391,211,231,261,281,472,164,149,202,220,283,186,156
2021년03월_남_90~99세,245,37,20,15,21,25,38,8,8,6,14,26,13,14
2021년03월_남_100세 이상,10,1,0,0,1,3,1,1,0,0,2,0,1,0
2021년03월_여_총인구수,"138,290","16,863","5,148","12,715","10,238","7,771","19,911","5,629","14,432","8,815","7,527","14,150","7,426","7,665"
2021년03월_여_연령구간인구수,"138,290","16,863","5,148","12,715","10,238","7,771","19,911","5,629","14,432","8,815","7,527","14,150","7,426","7,665"
2021년03월_여_0~9세,"9,380","1,275",164,"1,266",519,446,"1,267",392,"1,261",646,361,911,477,395
2021년03월_여_10~19세,"11,882","1,287",294,"1,462",565,662,"1,373",543,"2,089",784,450,"1,337",556,480
2021년03월_여_20~29세,"15,436","1,830",505,"1,207","1,679",785,"2,731",602,"1,420",856,819,"1,441",749,812
2021년03월_여_30~39세,"16,229","2,145",382,"1,643","1,565",678,"2,595",702,"1,461","1,015",798,"1,508",875,862
2021년03월_여_40~49세,"22,014","2,539",583,"2,634","1,573","1,103","2,860",914,"3,053","1,579",982,"2,278",947,969
2021년03월_여_50~59세,"23,076","2,897",900,"1,861","1,537","1,301","3,496",852,"2,299","1,287","1,318","2,541","1,315","1,472"
2021년03월_여_60~69세,"22,113","2,681","1,085","1,416","1,403","1,377","3,179",846,"1,702","1,410","1,537","2,422","1,422","1,633"
2021년03월_여_70~79세,"12,049","1,464",762,804,909,878,"1,669",509,769,855,860,"1,139",724,707
2021년03월_여_80~89세,"5,231",646,383,358,423,448,651,230,318,326,344,494,320,290
2021년03월_여_90~99세,820,96,67,63,59,89,85,38,59,57,54,72,39,42
2021년03월_여_100세 이상,60,3,23,1,6,4,5,1,1,0,4,7,2,3
2021년04월_계_총인구수,"268,996","32,859","9,927","24,898","19,565","14,999","38,975","10,742","27,866","17,457","14,809","27,549","14,414","14,936"
2021년04월_계_연령구간인구수,"268,996","32,859","9,927","24,898","19,565","14,999","38,975","10,742","27,866","17,457","14,809","27,549","14,414","14,936"
2021년04월_계_0~9세,"19,262","2,567",331,"2,634","1,024",844,"2,571",811,"2,553","1,501",782,"1,836",990,818
2021년04월_계_10~19세,"24,773","2,806",633,"3,225","1,132","1,416","2,872","1,005","4,064","1,791",963,"2,796","1,040","1,030"
2021년04월_계_20~29세,"32,243","3,894","1,083","2,480","3,092","1,738","5,495","1,267","3,123","1,780","1,718","3,156","1,613","1,804"
2021년04월_계_30~39세,"32,518","4,319",873,"3,037","3,196","1,389","5,369","1,369","2,694","1,928","1,685","3,067","1,762","1,830"
2021년04월_계_40~49세,"42,967","5,038","1,210","5,081","3,047","2,121","5,651","1,771","5,639","3,194","2,027","4,339","1,934","1,915"
2021년04월_계_50~59세,"43,813","5,312","1,725","3,627","3,004","2,447","6,587","1,667","4,545","2,554","2,532","4,767","2,436","2,610"
2021년04월_계_60~69세,"41,406","5,026","2,049","2,644","2,673","2,582","6,050","1,488","3,267","2,563","2,855","4,510","2,674","3,025"
2021년04월_계_70~79세,"22,352","2,704","1,314","1,490","1,612","1,595","3,127",914,"1,438","1,557","1,614","2,190","1,403","1,394"
2021년04월_계_80~89세,"8,528","1,056",598,600,697,746,"1,124",403,476,529,559,785,507,448
2021년04월_계_90~99세,"1,061",133,88,79,80,113,123,45,66,60,68,96,51,59
2021년04월_계_100세 이상,73,4,23,1,8,8,6,2,1,0,6,7,4,3
2021년04월_남_총인구수,"130,880","16,007","4,816","12,216","9,259","7,242","19,093","5,135","13,456","8,643","7,314","13,423","6,987","7,289"
2021년04월_남_연령구간인구수,"130,880","16,007","4,816","12,216","9,259","7,242","19,093","5,135","13,456","8,643","7,314","13,423","6,987","7,289"
2021년04월_남_0~9세,"9,950","1,295",170,"1,384",506,413,"1,321",420,"1,297",854,422,936,502,430
2021년04월_남_10~19세,"12,910","1,516",340,"1,765",572,745,"1,510",467,"1,980","1,005",517,"1,457",485,551
2021년04월_남_20~29세,"16,836","2,069",587,"1,284","1,377",955,"2,790",671,"1,694",919,910,"1,722",862,996
2021년04월_남_30~39세,"16,331","2,177",498,"1,410","1,600",729,"2,769",669,"1,253",922,896,"1,550",891,967
2021년04월_남_40~49세,"21,032","2,513",639,"2,446","1,471","1,016","2,801",861,"2,592","1,621","1,049","2,071","1,000",952
2021년04월_남_50~59세,"20,819","2,444",832,"1,761","1,470","1,153","3,095",819,"2,251","1,265","1,225","2,236","1,122","1,146"
2021년04월_남_60~69세,"19,209","2,318",962,"1,224","1,262","1,198","2,846",646,"1,561","1,156","1,309","2,094","1,249","1,384"
2021년04월_남_70~79세,"10,293","1,245",553,686,705,716,"1,452",406,670,693,752,"1,047",675,693
2021년04월_남_80~89세,"3,251",393,215,241,274,288,470,167,152,203,220,285,188,155
2021년04월_남_90~99세,236,36,20,15,20,25,38,8,6,5,12,25,11,15
2021년04월_남_100세 이상,13,1,0,0,2,4,1,1,0,0,2,0,2,0
2021년04월_여_총인구수,"138,116","16,852","5,111","12,682","10,306","7,757","19,882","5,607","14,410","8,814","7,495","14,126","7,427","7,647"
2021년04월_여_연령구간인구수,"138,116","16,852","5,111","12,682","10,306","7,757","19,882","5,607","14,410","8,814","7,495","14,126","7,427","7,647"
2021년04월_여_0~9세,"9,312","1,272",161,"1,250",518,431,"1,250",391,"1,256",647,360,900,488,388
2021년04월_여_10~19세,"11,863","1,290",293,"1,460",560,671,"1,362",538,"2,084",786,446,"1,339",555,479
2021년04월_여_20~29세,"15,407","1,825",496,"1,196","1,715",783,"2,705",596,"1,429",861,808,"1,434",751,808
2021년04월_여_30~39세,"16,187","2,142",375,"1,627","1,596",660,"2,600",700,"1,441","1,006",789,"1,517",871,863
2021년04월_여_40~49세,"21,935","2,525",571,"2,635","1,576","1,105","2,850",910,"3,047","1,573",978,"2,268",934,963
2021년04월_여_50~59세,"22,994","2,868",893,"1,866","1,534","1,294","3,492",848,"2,294","1,289","1,307","2,531","1,314","1,464"
2021년04월_여_60~69세,"22,197","2,708","1,087","1,420","1,411","1,384","3,204",842,"1,706","1,407","1,546","2,416","1,425","1,641"
2021년04월_여_70~79세,"12,059","1,459",761,804,907,879,"1,675",508,768,864,862,"1,143",728,701
2021년04월_여_80~89세,"5,277",663,383,359,423,458,654,236,324,326,339,500,319,293
2021년04월_여_90~99세,825,97,68,64,60,88,85,37,60,55,56,71,40,44
2021년04월_여_100세 이상,60,3,23,1,6,4,5,1,1,0,4,7,2,3
2021년05월_계_총인구수,"268,616","32,857","9,851","24,958","19,615","14,964","38,859","10,694","27,817","17,461","14,804","27,456","14,334","14,946"
2021년05월_계_연령구간인구수,"268,616","32,857","9,851","24,958","19,615","14,964","38,859","10,694","27,817","17,461","14,804","27,456","14,334","14,946"
2021년05월_계_0~9세,"19,186","2,574",324,"2,624","1,017",833,"2,569",812,"2,530","1,493",782,"1,824",981,823
2021년05월_계_10~19세,"24,708","2,802",630,"3,247","1,119","1,409","2,847",999,"4,057","1,793",958,"2,794","1,035","1,018"
2021년05월_계_20~29세,"32,112","3,881","1,067","2,493","3,107","1,744","5,443","1,254","3,115","1,799","1,707","3,132","1,580","1,790"
2021년05월_계_30~39세,"32,391","4,290",862,"3,002","3,230","1,376","5,356","1,348","2,687","1,923","1,675","3,040","1,754","1,848"
2021년05월_계_40~49세,"42,801","5,040","1,200","5,083","3,036","2,115","5,614","1,761","5,622","3,172","2,010","4,309","1,926","1,913"
2021년05월_계_50~59세,"43,711","5,291","1,713","3,654","3,019","2,450","6,570","1,673","4,523","2,556","2,524","4,743","2,412","2,583"
2021년05월_계_60~69세,"41,555","5,056","2,029","2,658","2,674","2,588","6,069","1,486","3,289","2,566","2,893","4,518","2,671","3,058"
2021년05월_계_70~79세,"22,431","2,728","1,317","1,501","1,618","1,580","3,131",912,"1,446","1,566","1,613","2,203","1,415","1,401"
2021년05월_계_80~89세,"8,577","1,055",600,614,707,746,"1,130",403,480,532,564,788,507,451
2021년05월_계_90~99세,"1,071",136,86,81,80,115,124,44,67,61,72,98,49,58
2021년05월_계_100세 이상,73,4,23,1,8,8,6,2,1,0,6,7,4,3
2021년05월_남_총인구수,"130,672","15,985","4,782","12,246","9,295","7,211","19,029","5,115","13,436","8,639","7,300","13,380","6,954","7,300"
2021년05월_남_연령구간인구수,"130,672","15,985","4,782","12,246","9,295","7,211","19,029","5,115","13,436","8,639","7,300","13,380","6,954","7,300"
2021년05월_남_0~9세,"9,904","1,299",166,"1,377",502,405,"1,324",420,"1,284",845,422,930,494,436
2021년05월_남_10~19세,"12,876","1,509",340,"1,777",565,737,"1,500",466,"1,976","1,004",513,"1,460",488,541
2021년05월_남_20~29세,"16,778","2,070",577,"1,287","1,400",956,"2,755",664,"1,693",934,902,"1,706",847,987
2021년05월_남_30~39세,"16,266","2,151",491,"1,394","1,609",721,"2,776",662,"1,252",918,891,"1,534",888,979
2021년05월_남_40~49세,"20,957","2,508",634,"2,447","1,462","1,019","2,787",848,"2,588","1,610","1,039","2,063",995,957
2021년05월_남_50~59세,"20,770","2,438",830,"1,783","1,483","1,147","3,068",830,"2,237","1,264","1,220","2,217","1,119","1,134"
2021년05월_남_60~69세,"19,271","2,322",955,"1,230","1,269","1,201","2,855",646,"1,574","1,154","1,325","2,106","1,238","1,396"
2021년05월_남_70~79세,"10,333","1,259",554,692,704,705,"1,454",404,672,700,751,"1,053",682,703
2021년05월_남_80~89세,"3,271",392,217,244,279,291,470,166,155,205,223,286,191,152
2021년05월_남_90~99세,233,36,18,15,20,25,39,8,5,5,12,25,10,15
2021년05월_남_100세 이상,13,1,0,0,2,4,1,1,0,0,2,0,2,0
2021년05월_여_총인구수,"137,944","16,872","5,069","12,712","10,320","7,753","19,830","5,579","14,381","8,822","7,504","14,076","7,380","7,646"
2021년05월_여_연령구간인구수,"137,944","16,872","5,069","12,712","10,320","7,753","19,830","5,579","14,381","8,822","7,504","14,076","7,380","7,646"
2021년05월_여_0~9세,"9,282","1,275",158,"1,247",515,428,"1,245",392,"1,246",648,360,894,487,387
2021년05월_여_10~19세,"11,832","1,293",290,"1,470",554,672,"1,347",533,"2,081",789,445,"1,334",547,477
2021년05월_여_20~29세,"15,334","1,811",490,"1,206","1,707",788,"2,688",590,"1,422",865,805,"1,426",733,803
2021년05월_여_30~39세,"16,125","2,139",371,"1,608","1,621",655,"2,580",686,"1,435","1,005",784,"1,506",866,869
2021년05월_여_40~49세,"21,844","2,532",566,"2,636","1,574","1,096","2,827",913,"3,034","1,562",971,"2,246",931,956
2021년05월_여_50~59세,"22,941","2,853",883,"1,871","1,536","1,303","3,502",843,"2,286","1,292","1,304","2,526","1,293","1,449"
2021년05월_여_60~69세,"22,284","2,734","1,074","1,428","1,405","1,387","3,214",840,"1,715","1,412","1,568","2,412","1,433","1,662"
2021년05월_여_70~79세,"12,098","1,469",763,809,914,875,"1,677",508,774,866,862,"1,150",733,698
2021년05월_여_80~89세,"5,306",663,383,370,428,455,660,237,325,327,341,502,316,299
2021년05월_여_90~99세,838,100,68,66,60,90,85,36,62,56,60,73,39,43
2021년05월_여_100세 이상,60,3,23,1,6,4,5,1,1,0,4,7,2,3
2021년06월_계_총인구수,"268,391","32,866","9,786","24,915","19,713","14,933","38,824","10,678","27,785","17,428","14,759","27,434","14,350","14,920"
2021년06월_계_연령구간인구수,"268,391","32,866","9,786","24,915","19,713","14,933","38,824","10,678","27,785","17,428","14,759","27,434","14,350","14,920"
2021년06월_계_0~9세,"19,127","2,567",330,"2,601","1,014",831,"2,560",801,"2,538","1,482",787,"1,815",984,817
2021년06월_계_10~19세,"24,689","2,808",619,"3,270","1,135","1,405","2,832",997,"4,031","1,789",959,"2,794","1,043","1,007"
2021년06월_계_20~29세,"32,023","3,865","1,045","2,474","3,164","1,732","5,431","1,242","3,117","1,807","1,674","3,112","1,572","1,788"
2021년06월_계_30~39세,"32,264","4,276",863,"2,971","3,262","1,363","5,316","1,346","2,681","1,891","1,673","3,025","1,750","1,847"
2021년06월_계_40~49세,"42,788","5,052","1,183","5,075","3,031","2,109","5,624","1,766","5,601","3,177","2,001","4,305","1,949","1,915"
2021년06월_계_50~59세,"43,600","5,296","1,710","3,648","3,018","2,456","6,535","1,664","4,520","2,562","2,504","4,725","2,399","2,563"
2021년06월_계_60~69세,"41,680","5,065","2,028","2,674","2,677","2,591","6,117","1,498","3,298","2,563","2,904","4,545","2,664","3,056"
2021년06월_계_70~79세,"22,451","2,739","1,311","1,505","1,616","1,582","3,132",910,"1,447","1,565","1,606","2,207","1,424","1,407"
2021년06월_계_80~89세,"8,633","1,061",593,615,711,740,"1,143",407,484,532,576,801,509,461
2021년06월_계_90~99세,"1,064",133,81,81,77,116,128,45,67,60,69,98,52,57
2021년06월_계_100세 이상,72,4,23,1,8,8,6,2,1,0,6,7,4,2
2021년06월_남_총인구수,"130,542","15,988","4,748","12,231","9,340","7,191","19,004","5,118","13,422","8,630","7,266","13,366","6,962","7,276"
2021년06월_남_연령구간인구수,"130,542","15,988","4,748","12,231","9,340","7,191","19,004","5,118","13,422","8,630","7,266","13,366","6,962","7,276"
2021년06월_남_0~9세,"9,879","1,295",170,"1,368",505,404,"1,320",415,"1,287",836,425,926,495,433
2021년06월_남_10~19세,"12,847","1,503",332,"1,791",572,731,"1,490",467,"1,958","1,004",509,"1,460",493,537
2021년06월_남_20~29세,"16,732","2,068",562,"1,275","1,416",952,"2,755",659,"1,697",946,883,"1,693",845,981
2021년06월_남_30~39세,"16,203","2,139",487,"1,384","1,626",713,"2,756",663,"1,259",899,888,"1,524",888,977
2021년06월_남_40~49세,"20,964","2,532",627,"2,437","1,463","1,012","2,795",853,"2,578","1,607","1,031","2,065","1,004",960
2021년06월_남_50~59세,"20,726","2,437",831,"1,785","1,487","1,150","3,057",826,"2,227","1,264","1,208","2,211","1,113","1,130"
2021년06월_남_60~69세,"19,328","2,325",955,"1,243","1,268","1,204","2,867",653,"1,581","1,164","1,334","2,117","1,234","1,383"
2021년06월_남_70~79세,"10,323","1,259",550,688,702,704,"1,446",406,676,701,747,"1,055",686,703
2021년06월_남_80~89세,"3,294",394,216,245,279,291,478,167,155,204,227,289,192,157
2021년06월_남_90~99세,233,35,18,15,20,26,39,8,4,5,12,26,10,15
2021년06월_남_100세 이상,13,1,0,0,2,4,1,1,0,0,2,0,2,0
2021년06월_여_총인구수,"137,849","16,878","5,038","12,684","10,373","7,742","19,820","5,560","14,363","8,798","7,493","14,068","7,388","7,644"
2021년06월_여_연령구간인구수,"137,849","16,878","5,038","12,684","10,373","7,742","19,820","5,560","14,363","8,798","7,493","14,068","7,388","7,644"
2021년06월_여_0~9세,"9,248","1,272",160,"1,233",509,427,"1,240",386,"1,251",646,362,889,489,384
2021년06월_여_10~19세,"11,842","1,305",287,"1,479",563,674,"1,342",530,"2,073",785,450,"1,334",550,470
2021년06월_여_20~29세,"15,291","1,797",483,"1,199","1,748",780,"2,676",583,"1,420",861,791,"1,419",727,807
2021년06월_여_30~39세,"16,061","2,137",376,"1,587","1,636",650,"2,560",683,"1,422",992,785,"1,501",862,870
2021년06월_여_40~49세,"21,824","2,520",556,"2,638","1,568","1,097","2,829",913,"3,023","1,570",970,"2,240",945,955
2021년06월_여_50~59세,"22,874","2,859",879,"1,863","1,531","1,306","3,478",838,"2,293","1,298","1,296","2,514","1,286","1,433"
2021년06월_여_60~69세,"22,352","2,740","1,073","1,431","1,409","1,387","3,250",845,"1,717","1,399","1,570","2,428","1,430","1,673"
2021년06월_여_70~79세,"12,128","1,480",761,817,914,878,"1,686",504,771,864,859,"1,152",738,704
2021년06월_여_80~89세,"5,339",667,377,370,432,449,665,240,329,328,349,512,317,304
2021년06월_여_90~99세,831,98,63,66,57,90,89,37,63,55,57,72,42,42
2021년06월_여_100세 이상,59,3,23,1,6,4,5,1,1,0,4,7,2,2
2021년07월_계_총인구수,"267,994","32,809","9,753","24,901","19,788","14,853","38,704","10,676","27,715","17,440","14,743","27,390","14,295","14,927"
2021년07월_계_연령구간인구수,"267,994","32,809","9,753","24,901","19,788","14,853","38,704","10,676","27,715","17,440","14,743","27,390","14,295","14,927"
2021년07월_계_0~9세,"19,030","2,558",324,"2,572","1,022",812,"2,539",799,"2,528","1,484",785,"1,803",985,819
2021년07월_계_10~19세,"24,663","2,792",609,"3,292","1,125","1,401","2,839","1,005","4,022","1,789",958,"2,789","1,031","1,011"
2021년07월_계_20~29세,"31,898","3,849","1,048","2,458","3,194","1,725","5,371","1,242","3,113","1,815","1,651","3,092","1,561","1,779"
2021년07월_계_30~39세,"32,099","4,256",854,"2,957","3,295","1,351","5,252","1,334","2,656","1,880","1,675","3,010","1,728","1,851"
2021년07월_계_40~49세,"42,678","5,048","1,178","5,070","3,020","2,078","5,610","1,765","5,581","3,176","1,997","4,299","1,946","1,910"
2021년07월_계_50~59세,"43,517","5,270","1,706","3,645","3,023","2,436","6,546","1,657","4,524","2,573","2,501","4,707","2,387","2,542"
2021년07월_계_60~69세,"41,808","5,099","2,032","2,700","2,685","2,606","6,126","1,503","3,297","2,573","2,901","4,560","2,661","3,065"
2021년07월_계_70~79세,"22,492","2,737","1,311","1,508","1,621","1,577","3,139",916,"1,445","1,562","1,611","2,215","1,428","1,422"
2021년07월_계_80~89세,"8,670","1,063",586,616,720,744,"1,145",408,482,529,588,809,511,469
2021년07월_계_90~99세,"1,069",134,83,82,75,116,131,45,66,59,70,98,53,57
2021년07월_계_100세 이상,70,3,22,1,8,7,6,2,1,0,6,8,4,2
2021년07월_남_총인구수,"130,335","15,936","4,735","12,228","9,383","7,149","18,943","5,119","13,389","8,638","7,267","13,339","6,931","7,278"
2021년07월_남_연령구간인구수,"130,335","15,936","4,735","12,228","9,383","7,149","18,943","5,119","13,389","8,638","7,267","13,339","6,931","7,278"
2021년07월_남_0~9세,"9,839","1,289",166,"1,353",511,396,"1,308",409,"1,286",844,423,928,497,429
2021년07월_남_10~19세,"12,817","1,496",327,"1,806",565,727,"1,490",476,"1,944",999,512,"1,449",485,541
2021년07월_남_20~29세,"16,644","2,043",564,"1,267","1,425",944,"2,729",658,"1,695",953,875,"1,678",838,975
2021년07월_남_30~39세,"16,146","2,126",481,"1,375","1,659",708,"2,729",660,"1,250",891,889,"1,521",871,986
2021년07월_남_40~49세,"20,907","2,521",626,"2,430","1,460",994,"2,782",855,"2,570","1,602","1,031","2,061","1,013",962
2021년07월_남_50~59세,"20,713","2,443",833,"1,788","1,483","1,142","3,069",819,"2,226","1,273","1,206","2,204","1,102","1,125"
2021년07월_남_60~69세,"19,366","2,329",958,"1,261","1,268","1,211","2,871",657,"1,580","1,168","1,334","2,122","1,229","1,378"
2021년07월_남_70~79세,"10,350","1,256",548,685,708,703,"1,448",410,681,699,753,"1,060",690,709
2021년07월_남_80~89세,"3,304",399,213,247,282,294,475,166,153,204,230,290,193,158
2021년07월_남_90~99세,235,33,19,16,20,26,41,8,4,5,12,25,11,15
2021년07월_남_100세 이상,14,1,0,0,2,4,1,1,0,0,2,1,2,0
2021년07월_여_총인구수,"137,659","16,873","5,018","12,673","10,405","7,704","19,761","5,557","14,326","8,802","7,476","14,051","7,364","7,649"
2021년07월_여_연령구간인구수,"137,659","16,873","5,018","12,673","10,405","7,704","19,761","5,557","14,326","8,802","7,476","14,051","7,364","7,649"
2021년07월_여_0~9세,"9,191","1,269",158,"1,219",511,416,"1,231",390,"1,242",640,362,875,488,390
2021년07월_여_10~19세,"11,846","1,296",282,"1,486",560,674,"1,349",529,"2,078",790,446,"1,340",546,470
2021년07월_여_20~29세,"15,254","1,806",484,"1,191","1,769",781,"2,642",584,"1,418",862,776,"1,414",723,804
2021년07월_여_30~39세,"15,953","2,130",373,"1,582","1,636",643,"2,523",674,"1,406",989,786,"1,489",857,865
2021년07월_여_40~49세,"21,771","2,527",552,"2,640","1,560","1,084","2,828",910,"3,011","1,574",966,"2,238",933,948
2021년07월_여_50~59세,"22,804","2,827",873,"1,857","1,540","1,294","3,477",838,"2,298","1,300","1,295","2,503","1,285","1,417"
2021년07월_여_60~69세,"22,442","2,770","1,074","1,439","1,417","1,395","3,255",846,"1,717","1,405","1,567","2,438","1,432","1,687"
2021년07월_여_70~79세,"12,142","1,481",763,823,913,874,"1,691",506,764,863,858,"1,155",738,713
2021년07월_여_80~89세,"5,366",664,373,369,438,450,670,242,329,325,358,519,318,311
2021년07월_여_90~99세,834,101,64,66,55,90,90,37,62,54,58,73,42,42
2021년07월_여_100세 이상,56,2,22,1,6,3,5,1,1,0,4,7,2,2
2021년08월_계_총인구수,"267,672","32,743","9,708","24,904","19,821","14,810","38,636","10,672","27,683","17,483","14,704","27,313","14,271","14,924"
2021년08월_계_연령구간인구수,"267,672","32,743","9,708","24,904","19,821","14,810","38,636","10,672","27,683","17,483","14,704","27,313","14,271","14,924"
2021년08월_계_0~9세,"18,917","2,543",321,"2,561","1,019",805,"2,522",798,"2,511","1,477",779,"1,779",977,825
2021년08월_계_10~19세,"24,633","2,791",605,"3,290","1,120","1,398","2,823","1,005","4,019","1,807",950,"2,786","1,036","1,003"
2021년08월_계_20~29세,"31,752","3,820","1,030","2,464","3,204","1,698","5,356","1,238","3,094","1,798","1,660","3,071","1,547","1,772"
2021년08월_계_30~39세,"31,989","4,227",848,"2,932","3,304","1,350","5,215","1,329","2,653","1,886","1,670","2,998","1,722","1,855"
2021년08월_계_40~49세,"42,545","5,046","1,175","5,065","3,028","2,067","5,597","1,752","5,554","3,190","1,984","4,263","1,931","1,893"
2021년08월_계_50~59세,"43,509","5,270","1,702","3,647","3,021","2,444","6,533","1,658","4,553","2,582","2,475","4,698","2,392","2,534"
2021년08월_계_60~69세,"41,892","5,103","2,026","2,722","2,691","2,602","6,144","1,515","3,289","2,579","2,902","4,575","2,663","3,081"
2021년08월_계_70~79세,"22,570","2,736","1,308","1,523","1,632","1,582","3,153",913,"1,462","1,559","1,606","2,232","1,432","1,432"
2021년08월_계_80~89세,"8,719","1,069",590,617,720,742,"1,148",417,481,546,602,804,515,468
2021년08월_계_90~99세,"1,077",135,81,82,74,115,140,45,66,59,69,99,52,60
2021년08월_계_100세 이상,69,3,22,1,8,7,5,2,1,0,7,8,4,1
