카테고리,충청남도 논산시,충청남도 논산시 강경읍,충청남도 논산시 연무읍,충청남도 논산시 성동면,충청남도 논산시 광석면,충청남도 논산시 노성면,충청남도 논산시 상월면,충청남도 논산시 부적면,충청남도 논산시 연산면,충청남도 논산시 벌곡면,충청남도 논산시 양촌면,충청남도 논산시 가야곡면,충청남도 논산시 은진면,충청남도 논산시 채운면,충청남도 논산시 취암동,충청남도 논산시 부창동
2020년09월_계_10~19세,"9,939",689,"1,114",183,239,149,171,155,330,131,416,134,209,143,"3,969","1,907"
2020년09월_계_20~29세,"11,515",743,"1,316",300,305,207,226,274,380,119,448,245,432,145,"4,549","1,826"
2020년09월_계_30~39세,"10,902",567,"1,319",245,253,231,222,215,339,119,565,169,247,130,"4,617","1,664"
2020년09월_계_40~49세,"15,582","1,007","1,702",365,417,306,403,360,573,251,666,316,443,219,"5,889","2,665"
2020년09월_계_50~59세,"19,839","1,514","2,221",703,784,483,698,685,"1,225",444,"1,067",595,743,373,"5,423","2,881"
2020년09월_계_60~69세,"19,767","1,647","2,384",933,953,644,827,819,"1,462",606,"1,162",870,807,531,"3,898","2,224"
2020년09월_계_70~79세,"13,030","1,164","1,625",732,699,510,559,570,955,444,899,613,542,372,"2,050","1,296"
2020년09월_계_80~89세,"8,037",629,"1,053",539,479,347,386,361,591,274,622,409,375,253,"1,034",685
2020년09월_계_90~99세,"1,184",113,160,60,42,51,52,58,92,54,92,65,63,48,150,84
2020년09월_계_100세 이상,91,16,9,2,3,4,6,4,7,6,5,4,5,3,12,5
2020년09월_남_총인구수,"58,593","4,109","6,892","2,104","2,177","1,543","1,805","1,840","3,201","1,278","3,233","1,770","2,095","1,095","17,416","8,035"
2020년09월_남_연령구간인구수,"58,593","4,109","6,892","2,104","2,177","1,543","1,805","1,840","3,201","1,278","3,233","1,770","2,095","1,095","17,416","8,035"
2020년09월_남_0~9세,"3,766",186,460,59,55,68,37,51,108,28,220,38,49,27,"1,713",667
2020년09월_남_10~19세,"5,147",350,571,98,120,76,93,73,181,73,237,74,98,66,"2,062",975
2020년09월_남_20~29세,"6,416",420,753,173,173,115,115,160,232,66,257,143,265,85,"2,457","1,002"
2020년09월_남_30~39세,"5,769",296,724,155,153,135,117,128,187,75,298,99,162,74,"2,354",812
2020년09월_남_40~49세,"8,281",533,953,233,257,175,222,223,331,154,370,180,282,120,"2,928","1,320"
2020년09월_남_50~59세,"10,421",770,"1,159",374,426,281,390,383,677,247,565,322,433,201,"2,735","1,458"
2020년09월_남_60~69세,"9,932",788,"1,189",476,508,325,430,431,785,320,612,466,416,275,"1,880","1,031"
2020년09월_남_70~79세,"5,753",495,707,303,319,240,257,261,454,209,407,286,248,148,892,527
2020년09월_남_80~89세,"2,782",234,337,213,156,113,126,120,222,89,239,139,129,84,352,229
2020년09월_남_90~99세,305,30,38,20,9,14,18,10,23,16,27,22,12,15,39,12
2020년09월_남_100세 이상,21,7,1,0,1,1,0,0,1,1,1,1,1,0,4,2
2020년09월_여_총인구수,"58,633","4,332","6,917","2,075","2,114","1,515","1,822","1,753","2,946","1,232","3,109","1,711","1,875","1,177","17,546","8,509"
2020년09월_여_연령구간인구수,"58,633","4,332","6,917","2,075","2,114","1,515","1,822","1,753","2,946","1,232","3,109","1,711","1,875","1,177","17,546","8,509"
2020년09월_여_0~9세,"3,574",166,446,58,62,58,40,41,85,34,180,23,55,28,"1,658",640
2020년09월_여_10~19세,"4,792",339,543,85,119,73,78,82,149,58,179,60,111,77,"1,907",932
2020년09월_여_20~29세,"5,099",323,563,127,132,92,111,114,148,53,191,102,167,60,"2,092",824
2020년09월_여_30~39세,"5,133",271,595,90,100,96,105,87,152,44,267,70,85,56,"2,263",852
2020년09월_여_40~49세,"7,301",474,749,132,160,131,181,137,242,97,296,136,161,99,"2,961","1,345"
2020년09월_여_50~59세,"9,418",744,"1,062",329,358,202,308,302,548,197,502,273,310,172,"2,688","1,423"
2020년09월_여_60~69세,"9,835",859,"1,195",457,445,319,397,388,677,286,550,404,391,256,"2,018","1,193"
2020년09월_여_70~79세,"7,277",669,918,429,380,270,302,309,501,235,492,327,294,224,"1,158",769
2020년09월_여_80~89세,"5,255",395,716,326,323,234,260,241,369,185,383,270,246,169,682,456
2020년09월_여_90~99세,879,83,122,40,33,37,34,48,69,38,65,43,51,33,111,72
2020년09월_여_100세 이상,70,9,8,2,2,3,6,4,6,5,4,3,4,3,8,3
2020년10월_계_총인구수,"117,030","8,407","13,785","4,186","4,273","3,044","3,620","3,593","6,143","2,504","6,321","3,483","3,973","2,273","34,956","16,469"
2020년10월_계_연령구간인구수,"117,030","8,407","13,785","4,186","4,273","3,044","3,620","3,593","6,143","2,504","6,321","3,483","3,973","2,273","34,956","16,469"
2020년10월_계_0~9세,"7,304",348,901,119,111,121,72,90,195,63,394,60,104,61,"3,379","1,286"
2020년10월_계_10~19세,"9,911",677,"1,117",182,236,149,167,158,327,131,421,134,201,141,"3,978","1,892"
2020년10월_계_20~29세,"11,445",730,"1,323",296,302,205,228,269,384,118,445,241,437,145,"4,513","1,809"
2020년10월_계_30~39세,"10,874",572,"1,309",251,253,226,220,216,339,119,567,173,244,128,"4,620","1,637"
2020년10월_계_40~49세,"15,495",997,"1,694",366,410,305,395,357,564,247,656,316,442,215,"5,881","2,650"
2020년10월_계_50~59세,"19,803","1,503","2,204",704,785,481,707,679,"1,226",439,"1,065",590,741,375,"5,426","2,878"
2020년10월_계_60~69세,"19,852","1,661","2,393",932,951,647,825,830,"1,470",606,"1,161",876,808,529,"3,916","2,247"
2020년10월_계_70~79세,"13,030","1,163","1,623",733,701,509,557,572,948,443,895,615,546,375,"2,045","1,305"
2020년10월_계_80~89세,"8,034",632,"1,050",539,477,344,389,360,589,276,617,409,381,252,"1,041",678
2020년10월_계_90~99세,"1,191",108,162,62,44,53,54,58,94,56,95,65,64,49,145,82
2020년10월_계_100세 이상,91,16,9,2,3,4,6,4,7,6,5,4,5,3,12,5
2020년10월_남_총인구수,"58,493","4,095","6,882","2,107","2,171","1,535","1,805","1,844","3,201","1,268","3,219","1,772","2,094","1,094","17,417","7,989"
2020년10월_남_연령구간인구수,"58,493","4,095","6,882","2,107","2,171","1,535","1,805","1,844","3,201","1,268","3,219","1,772","2,094","1,094","17,417","7,989"
2020년10월_남_0~9세,"3,741",184,460,60,54,67,35,50,109,28,216,37,50,29,"1,713",649
2020년10월_남_10~19세,"5,129",344,573,97,117,77,93,75,181,72,240,74,92,64,"2,064",966
2020년10월_남_20~29세,"6,396",417,754,170,173,113,118,161,236,64,255,141,266,85,"2,449",994
2020년10월_남_30~39세,"5,757",297,725,159,152,132,117,128,185,75,299,101,161,74,"2,354",798
2020년10월_남_40~49세,"8,217",525,939,236,255,176,216,223,326,151,362,180,285,118,"2,916","1,309"
2020년10월_남_50~59세,"10,412",766,"1,152",371,425,280,395,381,683,239,563,322,427,204,"2,745","1,459"
2020년10월_남_60~69세,"9,982",797,"1,197",479,512,325,427,432,787,323,614,468,421,275,"1,885","1,040"
2020년10월_남_70~79세,"5,765",494,708,304,320,239,261,265,449,209,407,287,248,149,896,529
2020년10월_남_80~89세,"2,771",235,337,211,153,111,124,119,221,88,237,139,131,81,353,231
2020년10월_남_90~99세,302,29,36,20,9,14,19,10,23,18,25,22,12,15,38,12
2020년10월_남_100세 이상,21,7,1,0,1,1,0,0,1,1,1,1,1,0,4,2
2020년10월_여_총인구수,"58,537","4,312","6,903","2,079","2,102","1,509","1,815","1,749","2,942","1,236","3,102","1,711","1,879","1,179","17,539","8,480"
2020년10월_여_연령구간인구수,"58,537","4,312","6,903","2,079","2,102","1,509","1,815","1,749","2,942","1,236","3,102","1,711","1,879","1,179","17,539","8,480"
2020년10월_여_0~9세,"3,563",164,441,59,57,54,37,40,86,35,178,23,54,32,"1,666",637
2020년10월_여_10~19세,"4,782",333,544,85,119,72,74,83,146,59,181,60,109,77,"1,914",926
2020년10월_여_20~29세,"5,049",313,569,126,129,92,110,108,148,54,190,100,171,60,"2,064",815
2020년10월_여_30~39세,"5,117",275,584,92,101,94,103,88,154,44,268,72,83,54,"2,266",839
2020년10월_여_40~49세,"7,278",472,755,130,155,129,179,134,238,96,294,136,157,97,"2,965","1,341"
2020년10월_여_50~59세,"9,391",737,"1,052",333,360,201,312,298,543,200,502,268,314,171,"2,681","1,419"
2020년10월_여_60~69세,"9,870",864,"1,196",453,439,322,398,398,683,283,547,408,387,254,"2,031","1,207"
2020년10월_여_70~79세,"7,265",669,915,429,381,270,296,307,499,234,488,328,298,226,"1,149",776
2020년10월_여_80~89세,"5,263",397,713,328,324,233,265,241,368,188,380,270,250,171,688,447
2020년10월_여_90~99세,889,79,126,42,35,39,35,48,71,38,70,43,52,34,107,70
2020년10월_여_100세 이상,70,9,8,2,2,3,6,4,6,5,4,3,4,3,8,3
2020년11월_계_총인구수,"116,888","8,384","13,769","4,177","4,269","3,042","3,624","3,570","6,143","2,495","6,308","3,469","3,965","2,272","34,966","16,435"
2020년11월_계_연령구간인구수,"116,888","8,384","13,769","4,177","4,269","3,042","3,624","3,570","6,143","2,495","6,308","3,469","3,965","2,272","34,966","16,435"
2020년11월_계_0~9세,"7,283",347,900,122,110,118,75,83,197,65,390,59,101,62,"3,362","1,292"
2020년11월_계_10~19세,"9,887",675,"1,112",183,239,152,169,156,333,130,421,132,201,141,"3,974","1,869"
2020년11월_계_20~29세,"11,424",718,"1,333",288,301,201,229,266,379,120,446,238,436,145,"4,517","1,807"
2020년11월_계_30~39세,"10,825",570,"1,297",252,250,227,222,210,343,118,551,169,242,130,"4,612","1,632"
2020년11월_계_40~49세,"15,426",994,"1,684",364,405,305,398,353,566,242,654,316,442,214,"5,866","2,623"
2020년11월_계_50~59세,"19,752","1,487","2,191",700,783,479,699,677,"1,221",435,"1,076",589,732,368,"5,442","2,873"
2020년11월_계_60~69세,"19,933","1,672","2,405",935,959,651,829,829,"1,467",608,"1,157",873,818,536,"3,933","2,261"
2020년11월_계_70~79세,"13,052","1,167","1,627",731,703,505,556,566,951,441,896,617,542,370,"2,071","1,309"
2020년11월_계_80~89세,"8,033",634,"1,048",537,475,347,387,368,588,275,619,407,382,253,"1,032",681
2020년11월_계_90~99세,"1,183",104,163,63,42,52,54,58,91,55,93,65,64,50,146,83
2020년11월_계_100세 이상,90,16,9,2,2,5,6,4,7,6,5,4,5,3,11,5
2020년11월_남_총인구수,"58,426","4,078","6,873","2,103","2,167","1,532","1,813","1,830","3,195","1,261","3,210","1,762","2,087","1,096","17,448","7,971"
2020년11월_남_연령구간인구수,"58,426","4,078","6,873","2,103","2,167","1,532","1,813","1,830","3,195","1,261","3,210","1,762","2,087","1,096","17,448","7,971"
2020년11월_남_0~9세,"3,739",184,460,63,53,65,38,44,107,28,211,36,51,32,"1,714",653
2020년11월_남_10~19세,"5,105",340,571,97,118,77,94,74,185,71,241,72,89,64,"2,060",952
2020년11월_남_20~29세,"6,394",410,760,164,171,114,122,156,235,65,258,140,265,84,"2,454",996
2020년11월_남_30~39세,"5,728",293,717,161,151,132,117,126,186,74,291,99,160,76,"2,353",792
2020년11월_남_40~49세,"8,182",524,936,237,250,174,216,219,325,148,358,180,285,117,"2,913","1,300"
2020년11월_남_50~59세,"10,405",763,"1,147",368,428,282,392,381,680,239,570,321,421,202,"2,753","1,458"
2020년11월_남_60~69세,"10,001",798,"1,200",481,514,324,433,433,788,321,607,465,425,276,"1,895","1,041"
2020년11월_남_70~79세,"5,780",495,709,305,321,238,258,263,449,208,407,288,246,148,912,533
2020년11월_남_80~89세,"2,769",235,335,207,152,111,124,124,218,88,240,138,133,81,352,231
2020년11월_남_90~99세,303,29,37,20,9,14,19,10,21,18,26,22,11,16,38,13
2020년11월_남_100세 이상,20,7,1,0,0,1,0,0,1,1,1,1,1,0,4,2
2020년11월_여_총인구수,"58,462","4,306","6,896","2,074","2,102","1,510","1,811","1,740","2,948","1,234","3,098","1,707","1,878","1,176","17,518","8,464"
2020년11월_여_연령구간인구수,"58,462","4,306","6,896","2,074","2,102","1,510","1,811","1,740","2,948","1,234","3,098","1,707","1,878","1,176","17,518","8,464"
2020년11월_여_0~9세,"3,544",163,440,59,57,53,37,39,90,37,179,23,50,30,"1,648",639
2020년11월_여_10~19세,"4,782",335,541,86,121,75,75,82,148,59,180,60,112,77,"1,914",917
2020년11월_여_20~29세,"5,030",308,573,124,130,87,107,110,144,55,188,98,171,61,"2,063",811
2020년11월_여_30~39세,"5,097",277,580,91,99,95,105,84,157,44,260,70,82,54,"2,259",840
2020년11월_여_40~49세,"7,244",470,748,127,155,131,182,134,241,94,296,136,157,97,"2,953","1,323"
2020년11월_여_50~59세,"9,347",724,"1,044",332,355,197,307,296,541,196,506,268,311,166,"2,689","1,415"
2020년11월_여_60~69세,"9,932",874,"1,205",454,445,327,396,396,679,287,550,408,393,260,"2,038","1,220"
2020년11월_여_70~79세,"7,272",672,918,426,382,267,298,303,502,233,489,329,296,222,"1,159",776
2020년11월_여_80~89세,"5,264",399,713,330,323,236,263,244,370,187,379,269,249,172,680,450
2020년11월_여_90~99세,880,75,126,43,33,38,35,48,70,37,67,43,53,34,108,70
2020년11월_여_100세 이상,70,9,8,2,2,4,6,4,6,5,4,3,4,3,7,3
2020년12월_계_총인구수,"116,675","8,375","13,732","4,173","4,243","3,020","3,622","3,576","6,137","2,477","6,217","3,439","3,978","2,274","35,004","16,408"
2020년12월_계_연령구간인구수,"116,675","8,375","13,732","4,173","4,243","3,020","3,622","3,576","6,137","2,477","6,217","3,439","3,978","2,274","35,004","16,408"
2020년12월_계_0~9세,"7,232",342,898,120,106,111,78,87,194,65,370,57,106,66,"3,358","1,274"
2020년12월_계_10~19세,"9,806",672,"1,100",182,239,148,168,155,329,110,421,129,194,140,"3,947","1,872"
2020년12월_계_20~29세,"11,387",720,"1,330",290,298,197,226,262,379,120,435,232,443,145,"4,527","1,783"
2020년12월_계_30~39세,"10,764",568,"1,292",243,245,218,223,210,345,116,517,164,250,131,"4,613","1,629"
2020년12월_계_40~49세,"15,403",982,"1,680",366,404,303,397,358,569,242,641,314,445,208,"5,873","2,621"
2020년12월_계_50~59세,"19,703","1,491","2,185",695,772,482,691,671,"1,213",436,"1,075",587,719,368,"5,456","2,862"
2020년12월_계_60~69세,"20,007","1,673","2,397",944,958,650,836,831,"1,478",613,"1,150",873,822,538,"3,960","2,284"
2020년12월_계_70~79세,"13,047","1,169","1,622",727,703,507,557,569,946,439,891,608,550,371,"2,075","1,313"
2020년12월_계_80~89세,"8,050",635,"1,056",543,475,348,385,370,586,276,621,405,379,251,"1,040",680
2020년12월_계_90~99세,"1,183",107,162,61,41,51,55,59,90,54,91,66,65,52,144,85
2020년12월_계_100세 이상,93,16,10,2,2,5,6,4,8,6,5,4,5,4,11,5
2020년12월_남_총인구수,"58,316","4,079","6,853","2,102","2,158","1,523","1,810","1,824","3,189","1,249","3,169","1,741","2,089","1,094","17,466","7,970"
2020년12월_남_연령구간인구수,"58,316","4,079","6,853","2,102","2,158","1,523","1,810","1,824","3,189","1,249","3,169","1,741","2,089","1,094","17,466","7,970"
2020년12월_남_0~9세,"3,709",182,453,62,52,60,40,45,106,27,205,33,53,34,"1,715",642
2020년12월_남_10~19세,"5,059",339,565,98,119,77,94,72,183,57,237,70,86,63,"2,042",957
2020년12월_남_20~29세,"6,377",411,754,164,172,114,121,154,233,65,258,137,265,85,"2,462",982
2020년12월_남_30~39세,"5,705",292,715,157,149,126,117,125,189,74,272,96,164,75,"2,361",793
2020년12월_남_40~49세,"8,161",520,936,238,252,176,213,219,322,147,346,177,286,113,"2,911","1,305"
2020년12월_남_50~59세,"10,383",763,"1,147",364,423,281,390,379,675,241,577,319,417,202,"2,755","1,450"
2020년12월_남_60~69세,"10,052",803,"1,197",488,510,324,436,432,798,325,604,464,428,277,"1,906","1,060"
2020년12월_남_70~79세,"5,786",497,712,304,322,241,257,264,446,209,405,284,247,147,916,535
2020년12월_남_80~89세,"2,759",235,333,208,150,110,122,124,216,86,237,138,131,82,356,231
2020년12월_남_90~99세,304,30,40,19,9,13,20,10,20,17,27,22,11,15,38,13
2020년12월_남_100세 이상,21,7,1,0,0,1,0,0,1,1,1,1,1,1,4,2
2020년12월_여_총인구수,"58,359","4,296","6,879","2,071","2,085","1,497","1,812","1,752","2,948","1,228","3,048","1,698","1,889","1,180","17,538","8,438"
2020년12월_여_연령구간인구수,"58,359","4,296","6,879","2,071","2,085","1,497","1,812","1,752","2,948","1,228","3,048","1,698","1,889","1,180","17,538","8,438"
2020년12월_여_0~9세,"3,523",160,445,58,54,51,38,42,88,38,165,24,53,32,"1,643",632
2020년12월_여_10~19세,"4,747",333,535,84,120,71,74,83,146,53,184,59,108,77,"1,905",915
2020년12월_여_20~29세,"5,010",309,576,126,126,83,105,108,146,55,177,95,178,60,"2,065",801
2020년12월_여_30~39세,"5,059",276,577,86,96,92,106,85,156,42,245,68,86,56,"2,252",836
2020년12월_여_40~49세,"7,242",462,744,128,152,127,184,139,247,95,295,137,159,95,"2,962","1,316"
2020년12월_여_50~59세,"9,320",728,"1,038",331,349,201,301,292,538,195,498,268,302,166,"2,701","1,412"
2020년12월_여_60~69세,"9,955",870,"1,200",456,448,326,400,399,680,288,546,409,394,261,"2,054","1,224"
2020년12월_여_70~79세,"7,261",672,910,423,381,266,300,305,500,230,486,324,303,224,"1,159",778
2020년12월_여_80~89세,"5,291",400,723,335,325,238,263,246,370,190,384,267,248,169,684,449
2020년12월_여_90~99세,879,77,122,42,32,38,35,49,70,37,64,44,54,37,106,72
2020년12월_여_100세 이상,72,9,9,2,2,4,6,4,7,5,4,3,4,3,7,3
2021년01월_계_총인구수,"116,587","8,334","13,732","4,174","4,239","3,007","3,606","3,554","6,120","2,472","6,315","3,437","3,967","2,270","35,006","16,354"
2021년01월_계_연령구간인구수,"116,587","8,334","13,732","4,174","4,239","3,007","3,606","3,554","6,120","2,472","6,315","3,437","3,967","2,270","35,006","16,354"
2021년01월_계_0~9세,"7,211",334,896,125,104,109,76,85,192,64,391,55,103,67,"3,341","1,269"
2021년01월_계_10~19세,"9,766",656,"1,111",184,237,141,169,153,324,105,421,126,197,133,"3,943","1,866"
2021년01월_계_20~29세,"11,348",714,"1,320",285,294,193,222,263,370,119,471,226,434,147,"4,504","1,786"
2021년01월_계_30~39세,"10,744",566,"1,286",245,244,219,216,200,344,113,546,169,251,132,"4,603","1,610"
2021년01월_계_40~49세,"15,333",961,"1,695",369,406,301,390,356,555,247,648,309,442,207,"5,874","2,573"
2021년01월_계_50~59세,"19,619","1,478","2,161",685,756,483,688,654,"1,211",436,"1,075",585,714,367,"5,455","2,871"
2021년01월_계_60~69세,"20,127","1,694","2,406",944,969,651,835,842,"1,484",611,"1,148",874,826,544,"3,988","2,311"
2021년01월_계_70~79세,"13,070","1,167","1,619",725,706,507,559,568,953,444,898,612,551,364,"2,094","1,303"
2021년01월_계_80~89세,"8,081",638,"1,064",549,480,347,387,371,584,273,622,409,377,254,"1,047",679
2021년01월_계_90~99세,"1,195",110,164,61,41,51,58,58,94,55,90,68,67,51,146,81
2021년01월_계_100세 이상,93,16,10,2,2,5,6,4,9,5,5,4,5,4,11,5
2021년01월_남_총인구수,"58,277","4,063","6,845","2,113","2,157","1,523","1,794","1,808","3,177","1,253","3,226","1,738","2,087","1,089","17,462","7,942"
2021년01월_남_연령구간인구수,"58,277","4,063","6,845","2,113","2,157","1,523","1,794","1,808","3,177","1,253","3,226","1,738","2,087","1,089","17,462","7,942"
2021년01월_남_0~9세,"3,685",175,452,65,51,58,39,43,105,26,211,31,50,34,"1,706",639
2021년01월_남_10~19세,"5,049",336,570,100,118,76,93,72,182,56,243,67,88,60,"2,034",954
2021년01월_남_20~29세,"6,356",406,747,161,168,113,121,154,226,66,279,131,265,87,"2,446",986
2021년01월_남_30~39세,"5,696",297,708,159,150,126,111,117,189,72,283,103,166,73,"2,352",790
2021년01월_남_40~49세,"8,120",510,939,243,253,176,209,216,311,153,348,172,286,113,"2,921","1,270"
2021년01월_남_50~59세,"10,324",746,"1,135",360,411,282,384,368,674,242,583,318,407,202,"2,757","1,455"
2021년01월_남_60~69세,"10,144",821,"1,204",490,524,328,438,439,800,322,605,468,434,279,"1,917","1,075"
2021년01월_남_70~79세,"5,810",498,713,304,323,239,259,265,452,214,408,285,250,143,928,529
2021년01월_남_80~89세,"2,760",237,336,211,150,111,120,124,213,82,239,139,128,82,358,230
2021년01월_남_90~99세,312,30,40,20,9,13,20,10,24,19,26,23,12,15,39,12
2021년01월_남_100세 이상,21,7,1,0,0,1,0,0,1,1,1,1,1,1,4,2
2021년01월_여_총인구수,"58,310","4,271","6,887","2,061","2,082","1,484","1,812","1,746","2,943","1,219","3,089","1,699","1,880","1,181","17,544","8,412"
2021년01월_여_연령구간인구수,"58,310","4,271","6,887","2,061","2,082","1,484","1,812","1,746","2,943","1,219","3,089","1,699","1,880","1,181","17,544","8,412"
2021년01월_여_0~9세,"3,526",159,444,60,53,51,37,42,87,38,180,24,53,33,"1,635",630
2021년01월_여_10~19세,"4,717",320,541,84,119,65,76,81,142,49,178,59,109,73,"1,909",912
2021년01월_여_20~29세,"4,992",308,573,124,126,80,101,109,144,53,192,95,169,60,"2,058",800
2021년01월_여_30~39세,"5,048",269,578,86,94,93,105,83,155,41,263,66,85,59,"2,251",820
2021년01월_여_40~49세,"7,213",451,756,126,153,125,181,140,244,94,300,137,156,94,"2,953","1,303"
2021년01월_여_50~59세,"9,295",732,"1,026",325,345,201,304,286,537,194,492,267,307,165,"2,698","1,416"
2021년01월_여_60~69세,"9,983",873,"1,202",454,445,323,397,403,684,289,543,406,392,265,"2,071","1,236"
2021년01월_여_70~79세,"7,260",669,906,421,383,268,300,303,501,230,490,327,301,221,"1,166",774
2021년01월_여_80~89세,"5,321",401,728,338,330,236,267,247,371,191,383,270,249,172,689,449
2021년01월_여_90~99세,883,80,124,41,32,38,38,48,70,36,64,45,55,36,107,69
2021년01월_여_100세 이상,72,9,9,2,2,4,6,4,8,4,4,3,4,3,7,3
2021년02월_계_총인구수,"116,315","8,282","13,635","4,155","4,242","3,014","3,598","3,553","6,106","2,460","6,312","3,414","3,964","2,259","34,970","16,351"
2021년02월_계_연령구간인구수,"116,315","8,282","13,635","4,155","4,242","3,014","3,598","3,553","6,106","2,460","6,312","3,414","3,964","2,259","34,970","16,351"
2021년02월_계_0~9세,"7,140",322,870,123,106,109,72,88,193,64,387,54,104,64,"3,321","1,263"
2021년02월_계_10~19세,"9,742",644,"1,104",181,240,141,168,155,321,101,420,127,198,130,"3,949","1,863"
2021년02월_계_20~29세,"11,215",712,"1,288",279,284,191,220,252,364,122,467,215,430,149,"4,453","1,789"
2021년02월_계_30~39세,"10,639",550,"1,270",235,243,226,211,203,340,107,541,162,252,129,"4,581","1,589"
2021년02월_계_40~49세,"15,296",951,"1,685",370,407,299,387,361,556,243,649,307,439,203,"5,866","2,573"
2021년02월_계_50~59세,"19,555","1,459","2,143",676,760,486,686,651,"1,199",438,"1,068",582,707,368,"5,465","2,867"
2021년02월_계_60~69세,"20,252","1,709","2,418",954,977,651,842,845,"1,488",609,"1,169",875,829,544,"4,013","2,329"
2021년02월_계_70~79세,"13,029","1,164","1,613",719,707,503,557,561,947,440,889,608,555,365,"2,105","1,296"
2021년02월_계_80~89세,"8,140",644,"1,066",554,474,348,391,377,595,277,623,411,374,251,"1,060",695
2021년02월_계_90~99세,"1,213",110,168,62,42,55,58,56,94,54,94,69,71,52,146,82
2021년02월_계_100세 이상,94,17,10,2,2,5,6,4,9,5,5,4,5,4,11,5
2021년02월_남_총인구수,"58,131","4,037","6,796","2,103","2,158","1,524","1,791","1,806","3,166","1,245","3,213","1,729","2,090","1,082","17,454","7,937"
2021년02월_남_연령구간인구수,"58,131","4,037","6,796","2,103","2,158","1,524","1,791","1,806","3,166","1,245","3,213","1,729","2,090","1,082","17,454","7,937"
2021년02월_남_0~9세,"3,645",171,439,64,53,58,38,45,106,26,202,30,50,32,"1,698",633
2021년02월_남_10~19세,"5,040",327,570,100,119,76,93,73,179,53,241,68,89,61,"2,043",948
2021년02월_남_20~29세,"6,276",406,729,157,163,112,119,146,222,68,275,124,264,84,"2,411",996
2021년02월_남_30~39세,"5,641",286,705,151,151,127,110,119,184,69,281,103,168,73,"2,346",768
2021년02월_남_40~49세,"8,098",506,928,245,252,174,208,220,313,149,344,171,282,111,"2,923","1,272"
2021년02월_남_50~59세,"10,299",736,"1,127",355,416,286,383,362,665,246,584,318,407,201,"2,758","1,455"
2021년02월_남_60~69세,"10,204",834,"1,206",495,523,327,440,441,803,320,616,470,436,277,"1,933","1,083"
2021년02월_남_70~79세,"5,812",495,714,304,327,238,258,266,450,210,404,283,251,145,937,530
2021년02월_남_80~89세,"2,780",238,339,212,145,111,122,124,218,86,237,139,127,82,362,238
2021년02월_남_90~99세,315,31,38,20,9,14,20,10,25,17,28,22,15,15,39,12
2021년02월_남_100세 이상,21,7,1,0,0,1,0,0,1,1,1,1,1,1,4,2
2021년02월_여_총인구수,"58,184","4,245","6,839","2,052","2,084","1,490","1,807","1,747","2,940","1,215","3,099","1,685","1,874","1,177","17,516","8,414"
2021년02월_여_연령구간인구수,"58,184","4,245","6,839","2,052","2,084","1,490","1,807","1,747","2,940","1,215","3,099","1,685","1,874","1,177","17,516","8,414"
2021년02월_여_0~9세,"3,495",151,431,59,53,51,34,43,87,38,185,24,54,32,"1,623",630
2021년02월_여_10~19세,"4,702",317,534,81,121,65,75,82,142,48,179,59,109,69,"1,906",915
2021년02월_여_20~29세,"4,939",306,559,122,121,79,101,106,142,54,192,91,166,65,"2,042",793
2021년02월_여_30~39세,"4,998",264,565,84,92,99,101,84,156,38,260,59,84,56,"2,235",821
2021년02월_여_40~49세,"7,198",445,757,125,155,125,179,141,243,94,305,136,157,92,"2,943","1,301"
2021년02월_여_50~59세,"9,256",723,"1,016",321,344,200,303,289,534,192,484,264,300,167,"2,707","1,412"
2021년02월_여_60~69세,"10,048",875,"1,212",459,454,324,402,404,685,289,553,405,393,267,"2,080","1,246"
2021년02월_여_70~79세,"7,217",669,899,415,380,265,299,295,497,230,485,325,304,220,"1,168",766
2021년02월_여_80~89세,"5,360",406,727,342,329,237,269,253,377,191,386,272,247,169,698,457
2021년02월_여_90~99세,898,79,130,42,33,41,38,46,69,37,66,47,56,37,107,70
2021년02월_여_100세 이상,73,10,9,2,2,4,6,4,8,4,4,3,4,3,7,3
2021년03월_계_총인구수,"115,573","8,138","13,453","4,125","4,231","2,997","3,571","3,534","6,038","2,419","6,253","3,378","3,967","2,248","34,959","16,262"
2021년03월_계_연령구간인구수,"115,573","8,138","13,453","4,125","4,231","2,997","3,571","3,534","6,038","2,419","6,253","3,378","3,967","2,248","34,959","16,262"
2021년03월_계_0~9세,"7,113",309,864,121,109,108,72,88,193,67,400,57,105,59,"3,311","1,250"
2021년03월_계_10~19세,"9,687",637,"1,103",174,242,141,166,156,317,97,420,122,200,132,"3,952","1,828"
2021년03월_계_20~29세,"11,157",706,"1,259",280,283,189,212,248,363,118,463,213,430,148,"4,463","1,782"
2021년03월_계_30~39세,"10,543",532,"1,245",233,246,218,210,204,333,108,547,162,252,127,"4,563","1,563"
2021년03월_계_40~49세,"15,117",935,"1,657",358,396,296,376,356,536,228,633,302,436,200,"5,853","2,555"
2021년03월_계_50~59세,"19,360","1,434","2,090",663,750,479,680,636,"1,164",430,"1,045",583,707,368,"5,466","2,865"
2021년03월_계_60~69세,"20,306","1,687","2,412",961,978,665,854,853,"1,492",606,"1,166",866,838,539,"4,044","2,345"
2021년03월_계_70~79세,"12,938","1,156","1,601",714,703,498,543,555,946,438,874,595,555,367,"2,095","1,298"
