카테고리,경상남도 고성군,경상남도 고성군 고성읍,경상남도 고성군 삼산면,경상남도 고성군 하일면,경상남도 고성군 하이면,경상남도 고성군 상리면,경상남도 고성군 대가면,경상남도 고성군 영현면,경상남도 고성군 영오면,경상남도 고성군 개천면,경상남도 고성군 구만면,경상남도 고성군 회화면,경상남도 고성군 마암면,경상남도 고성군 동해면,경상남도 고성군 거류면
2020년09월_여_100세 이상,14,6,0,0,1,1,0,0,1,1,1,0,1,1,1
2020년10월_계_총인구수,"51,477","24,552","1,765","1,859","2,756","1,600","1,675",866,"1,446","1,137","1,007","3,611","1,775","3,089","4,339"
2020년10월_계_연령구간인구수,"51,477","24,552","1,765","1,859","2,756","1,600","1,675",866,"1,446","1,137","1,007","3,611","1,775","3,089","4,339"
2020년10월_계_0~9세,"2,647","1,932",42,28,99,25,32,18,37,30,28,144,23,62,147
2020년10월_계_10~19세,"4,087","2,633",91,99,187,65,62,32,60,70,34,275,49,144,286
2020년10월_계_20~29세,"3,948","2,281",79,92,247,88,89,44,99,69,50,264,91,171,284
2020년10월_계_30~39세,"3,929","2,425",89,91,184,68,75,38,84,46,40,246,78,163,302
2020년10월_계_40~49세,"6,429","3,784",176,148,309,137,133,44,132,77,67,424,166,287,545
2020년10월_계_50~59세,"9,174","4,333",301,298,491,281,304,125,266,181,179,648,360,581,826
2020년10월_계_60~69세,"9,639","3,722",453,456,582,354,389,200,307,261,233,783,385,712,802
2020년10월_계_70~79세,"6,773","2,189",321,379,385,311,311,201,227,186,201,506,348,565,643
2020년10월_계_80~89세,"4,208","1,092",185,231,231,235,235,145,201,180,148,279,243,351,452
2020년10월_계_90~99세,625,152,28,37,40,35,45,19,32,36,25,42,31,52,51
2020년10월_계_100세 이상,18,9,0,0,1,1,0,0,1,1,2,0,1,1,1
2020년10월_남_총인구수,"25,799","12,288",908,910,"1,430",785,852,379,706,556,502,"1,779",893,"1,588","2,223"
2020년10월_남_연령구간인구수,"25,799","12,288",908,910,"1,430",785,852,379,706,556,502,"1,779",893,"1,588","2,223"
2020년10월_남_0~9세,"1,343",993,21,16,46,13,15,9,14,16,11,69,11,29,80
2020년10월_남_10~19세,"2,223","1,447",53,56,95,38,32,16,30,38,16,143,27,79,153
2020년10월_남_20~29세,"2,322","1,316",50,57,159,53,53,22,64,42,35,145,51,101,174
2020년10월_남_30~39세,"2,152","1,234",63,55,109,34,49,20,54,29,27,128,51,114,185
2020년10월_남_40~49세,"3,579","1,986",103,94,180,82,77,24,83,48,40,226,100,200,336
2020년10월_남_50~59세,"4,991","2,236",175,169,274,146,188,68,148,102,109,342,217,332,485
2020년10월_남_60~69세,"4,812","1,783",234,211,300,194,205,91,162,133,134,405,207,368,385
2020년10월_남_70~79세,"2,973",930,147,167,179,138,152,85,90,84,80,235,153,259,274
2020년10월_남_80~89세,"1,280",334,57,76,78,79,65,42,58,56,44,79,73,97,142
2020년10월_남_90~99세,120,26,5,9,10,8,16,2,3,8,5,7,3,9,9
2020년10월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년10월_여_총인구수,"25,678","12,264",857,949,"1,326",815,823,487,740,581,505,"1,832",882,"1,501","2,116"
2020년10월_여_연령구간인구수,"25,678","12,264",857,949,"1,326",815,823,487,740,581,505,"1,832",882,"1,501","2,116"
2020년10월_여_0~9세,"1,304",939,21,12,53,12,17,9,23,14,17,75,12,33,67
2020년10월_여_10~19세,"1,864","1,186",38,43,92,27,30,16,30,32,18,132,22,65,133
2020년10월_여_20~29세,"1,626",965,29,35,88,35,36,22,35,27,15,119,40,70,110
2020년10월_여_30~39세,"1,777","1,191",26,36,75,34,26,18,30,17,13,118,27,49,117
2020년10월_여_40~49세,"2,850","1,798",73,54,129,55,56,20,49,29,27,198,66,87,209
2020년10월_여_50~59세,"4,183","2,097",126,129,217,135,116,57,118,79,70,306,143,249,341
2020년10월_여_60~69세,"4,827","1,939",219,245,282,160,184,109,145,128,99,378,178,344,417
2020년10월_여_70~79세,"3,800","1,259",174,212,206,173,159,116,137,102,121,271,195,306,369
2020년10월_여_80~89세,"2,928",758,128,155,153,156,170,103,143,124,104,200,170,254,310
2020년10월_여_90~99세,505,126,23,28,30,27,29,17,29,28,20,35,28,43,42
2020년10월_여_100세 이상,14,6,0,0,1,1,0,0,1,1,1,0,1,1,1
2020년11월_계_총인구수,"51,442","24,543","1,768","1,854","2,745","1,598","1,692",863,"1,442","1,135","1,011","3,615","1,771","3,078","4,327"
2020년11월_계_연령구간인구수,"51,442","24,543","1,768","1,854","2,745","1,598","1,692",863,"1,442","1,135","1,011","3,615","1,771","3,078","4,327"
2020년11월_계_0~9세,"2,592","1,892",40,26,99,25,32,16,36,28,28,143,23,60,144
2020년11월_계_10~19세,"4,148","2,697",87,102,184,66,66,29,61,69,34,281,49,141,282
2020년11월_계_20~29세,"3,933","2,269",82,93,246,85,91,45,99,69,49,260,89,171,285
2020년11월_계_30~39세,"3,889","2,406",88,88,186,64,73,38,85,46,41,245,72,158,299
2020년11월_계_40~49세,"6,414","3,766",177,148,305,138,137,44,129,76,67,421,168,291,547
2020년11월_계_50~59세,"9,157","4,340",302,297,490,278,305,123,264,181,181,646,357,575,818
2020년11월_계_60~69세,"9,682","3,728",457,454,579,361,397,200,310,263,236,788,392,712,805
2020년11월_계_70~79세,"6,743","2,183",318,378,381,310,306,203,224,187,199,508,344,563,639
2020년11월_계_80~89세,"4,233","1,099",189,232,233,233,238,145,199,179,149,282,245,354,456
2020년11월_계_90~99세,633,154,28,36,41,37,47,20,34,36,25,41,31,52,51
2020년11월_계_100세 이상,18,9,0,0,1,1,0,0,1,1,2,0,1,1,1
2020년11월_남_총인구수,"25,795","12,303",906,904,"1,428",786,866,378,703,555,505,"1,781",888,"1,581","2,211"
2020년11월_남_연령구간인구수,"25,795","12,303",906,904,"1,428",786,866,378,703,555,505,"1,781",888,"1,581","2,211"
2020년11월_남_0~9세,"1,315",977,20,14,46,13,15,9,13,15,11,68,11,29,74
2020년11월_남_10~19세,"2,264","1,493",49,58,93,39,37,13,31,36,16,145,27,78,149
2020년11월_남_20~29세,"2,314","1,308",52,57,161,51,52,23,64,42,34,142,51,99,178
2020년11월_남_30~39세,"2,138","1,228",62,53,111,31,50,20,55,29,28,129,48,110,184
2020년11월_남_40~49세,"3,571","1,977",105,93,178,84,79,24,81,48,40,227,98,203,334
2020년11월_남_50~59세,"4,988","2,241",175,168,275,143,188,68,145,105,111,341,216,329,483
2020년11월_남_60~69세,"4,830","1,786",237,208,298,199,211,92,164,132,135,406,210,366,386
2020년11월_남_70~79세,"2,957",928,143,169,177,137,149,85,89,84,79,235,149,260,273
2020년11월_남_80~89세,"1,293",335,58,75,79,80,69,42,58,56,45,81,75,98,142
2020년11월_남_90~99세,121,27,5,9,10,9,16,2,3,8,5,7,3,9,8
2020년11월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년11월_여_총인구수,"25,647","12,240",862,950,"1,317",812,826,485,739,580,506,"1,834",883,"1,497","2,116"
2020년11월_여_연령구간인구수,"25,647","12,240",862,950,"1,317",812,826,485,739,580,506,"1,834",883,"1,497","2,116"
2020년11월_여_0~9세,"1,277",915,20,12,53,12,17,7,23,13,17,75,12,31,70
2020년11월_여_10~19세,"1,884","1,204",38,44,91,27,29,16,30,33,18,136,22,63,133
2020년11월_여_20~29세,"1,619",961,30,36,85,34,39,22,35,27,15,118,38,72,107
2020년11월_여_30~39세,"1,751","1,178",26,35,75,33,23,18,30,17,13,116,24,48,115
2020년11월_여_40~49세,"2,843","1,789",72,55,127,54,58,20,48,28,27,194,70,88,213
2020년11월_여_50~59세,"4,169","2,099",127,129,215,135,117,55,119,76,70,305,141,246,335
2020년11월_여_60~69세,"4,852","1,942",220,246,281,162,186,108,146,131,101,382,182,346,419
2020년11월_여_70~79세,"3,786","1,255",175,209,204,173,157,118,135,103,120,273,195,303,366
2020년11월_여_80~89세,"2,940",764,131,157,154,153,169,103,141,123,104,201,170,256,314
2020년11월_여_90~99세,512,127,23,27,31,28,31,18,31,28,20,34,28,43,43
2020년11월_여_100세 이상,14,6,0,0,1,1,0,0,1,1,1,0,1,1,1
2020년12월_계_총인구수,"51,361","24,493","1,759","1,848","2,760","1,591","1,689",858,"1,439","1,129","1,010","3,605","1,764","3,088","4,328"
2020년12월_계_연령구간인구수,"51,361","24,493","1,759","1,848","2,760","1,591","1,689",858,"1,439","1,129","1,010","3,605","1,764","3,088","4,328"
2020년12월_계_0~9세,"2,570","1,869",39,27,99,25,35,14,38,25,28,142,23,63,143
2020년12월_계_10~19세,"4,157","2,704",85,102,184,65,66,27,59,70,33,283,51,143,285
2020년12월_계_20~29세,"3,906","2,255",79,90,257,79,85,45,102,68,51,260,82,174,279
2020년12월_계_30~39세,"3,850","2,379",88,91,191,63,74,35,80,43,39,242,70,159,296
2020년12월_계_40~49세,"6,374","3,756",170,143,300,137,133,44,129,76,64,420,168,284,550
2020년12월_계_50~59세,"9,135","4,333",305,292,492,278,300,121,263,183,177,637,356,582,816
2020년12월_계_60~69세,"9,735","3,742",458,455,581,363,407,204,309,263,243,793,393,713,811
2020년12월_계_70~79세,"6,740","2,193",314,380,380,310,303,201,227,186,200,505,343,560,638
2020년12월_계_80~89세,"4,242","1,105",193,232,234,234,236,146,196,180,148,284,242,356,456
2020년12월_계_90~99세,632,147,28,36,41,36,50,21,35,34,25,39,35,53,52
2020년12월_계_100세 이상,20,10,0,0,1,1,0,0,1,1,2,0,1,1,2
2020년12월_남_총인구수,"25,760","12,288",902,899,"1,442",783,864,374,702,551,505,"1,765",882,"1,586","2,217"
2020년12월_남_연령구간인구수,"25,760","12,288",902,899,"1,442",783,864,374,702,551,505,"1,765",882,"1,586","2,217"
2020년12월_남_0~9세,"1,301",967,19,13,45,13,15,8,13,13,11,68,11,30,75
2020년12월_남_10~19세,"2,269","1,496",49,57,94,38,39,13,31,36,14,144,27,80,151
2020년12월_남_20~29세,"2,293","1,298",49,55,168,47,47,23,66,41,36,138,50,98,177
2020년12월_남_30~39세,"2,125","1,230",62,54,118,30,51,17,51,26,26,125,47,107,181
2020년12월_남_40~49세,"3,551","1,964",101,93,179,86,79,24,81,49,37,227,96,199,336
2020년12월_남_50~59세,"4,976","2,237",178,165,272,142,182,66,145,106,110,335,217,337,484
2020년12월_남_60~69세,"4,860","1,794",239,208,299,200,218,94,163,132,139,407,209,367,391
2020년12월_남_70~79세,"2,961",936,140,170,177,138,148,85,91,85,81,234,148,259,269
2020년12월_남_80~89세,"1,302",339,60,75,79,80,69,42,58,56,45,82,73,99,145
2020년12월_남_90~99세,118,24,5,9,11,9,16,2,3,7,5,5,4,10,8
2020년12월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년12월_여_총인구수,"25,601","12,205",857,949,"1,318",808,825,484,737,578,505,"1,840",882,"1,502","2,111"
2020년12월_여_연령구간인구수,"25,601","12,205",857,949,"1,318",808,825,484,737,578,505,"1,840",882,"1,502","2,111"
2020년12월_여_0~9세,"1,269",902,20,14,54,12,20,6,25,12,17,74,12,33,68
2020년12월_여_10~19세,"1,888","1,208",36,45,90,27,27,14,28,34,19,139,24,63,134
2020년12월_여_20~29세,"1,613",957,30,35,89,32,38,22,36,27,15,122,32,76,102
2020년12월_여_30~39세,"1,725","1,149",26,37,73,33,23,18,29,17,13,117,23,52,115
2020년12월_여_40~49세,"2,823","1,792",69,50,121,51,54,20,48,27,27,193,72,85,214
2020년12월_여_50~59세,"4,159","2,096",127,127,220,136,118,55,118,77,67,302,139,245,332
2020년12월_여_60~69세,"4,875","1,948",219,247,282,163,189,110,146,131,104,386,184,346,420
2020년12월_여_70~79세,"3,779","1,257",174,210,203,172,155,116,136,101,119,271,195,301,369
2020년12월_여_80~89세,"2,940",766,133,157,155,154,167,104,138,124,103,202,169,257,311
2020년12월_여_90~99세,514,123,23,27,30,27,34,19,32,27,20,34,31,43,44
2020년12월_여_100세 이상,16,7,0,0,1,1,0,0,1,1,1,0,1,1,2
2021년01월_계_총인구수,"51,372","24,499","1,764","1,849","2,761","1,590","1,682",862,"1,443","1,123","1,019","3,607","1,753","3,096","4,324"
2021년01월_계_연령구간인구수,"51,372","24,499","1,764","1,849","2,761","1,590","1,682",862,"1,443","1,123","1,019","3,607","1,753","3,096","4,324"
2021년01월_계_0~9세,"2,547","1,850",39,27,100,23,36,14,37,25,27,143,22,66,138
2021년01월_계_10~19세,"4,157","2,700",85,102,182,66,65,27,55,70,35,286,51,143,290
2021년01월_계_20~29세,"3,903","2,257",81,87,256,79,83,44,105,67,50,258,83,176,277
2021년01월_계_30~39세,"3,826","2,378",88,90,188,61,74,32,75,43,40,238,69,159,291
2021년01월_계_40~49세,"6,333","3,731",170,141,301,134,128,50,131,73,68,417,161,281,547
2021년01월_계_50~59세,"9,136","4,347",300,292,490,281,298,118,265,182,177,637,356,581,812
2021년01월_계_60~69세,"9,798","3,767",461,456,588,362,408,209,316,263,245,792,394,719,818
2021년01월_계_70~79세,"6,758","2,207",316,384,374,311,303,202,225,184,200,510,342,563,637
2021년01월_계_80~89세,"4,259","1,107",196,233,242,235,235,146,198,182,148,284,238,355,460
2021년01월_계_90~99세,635,146,27,37,39,37,52,20,35,33,27,42,36,52,52
2021년01월_계_100세 이상,20,9,1,0,1,1,0,0,1,1,2,0,1,1,2
2021년01월_남_총인구수,"25,763","12,296",901,898,"1,443",781,857,376,706,549,509,"1,762",876,"1,596","2,213"
2021년01월_남_연령구간인구수,"25,763","12,296",901,898,"1,443",781,857,376,706,549,509,"1,762",876,"1,596","2,213"
2021년01월_남_0~9세,"1,285",953,19,13,46,11,16,8,12,13,11,69,11,31,72
2021년01월_남_10~19세,"2,280","1,495",49,58,94,39,38,13,30,36,14,148,27,83,156
2021년01월_남_20~29세,"2,284","1,301",50,51,165,47,45,22,69,41,36,135,50,98,174
2021년01월_남_30~39세,"2,104","1,228",61,53,118,30,51,15,46,26,26,122,46,108,174
2021년01월_남_40~49세,"3,518","1,948",101,93,177,84,74,27,83,47,39,223,92,197,333
2021년01월_남_50~59세,"4,977","2,248",174,165,272,143,182,63,147,104,109,332,215,340,483
2021년01월_남_60~69세,"4,904","1,810",241,207,306,200,218,99,166,132,141,409,212,369,394
2021년01월_남_70~79세,"2,977",940,143,174,175,138,148,85,91,86,82,235,147,261,272
2021년01월_남_80~89세,"1,313",345,59,75,81,81,68,42,59,57,44,84,72,99,147
2021년01월_남_90~99세,117,25,4,9,9,8,17,2,3,7,6,5,4,10,8
2021년01월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년01월_여_총인구수,"25,609","12,203",863,951,"1,318",809,825,486,737,574,510,"1,845",877,"1,500","2,111"
2021년01월_여_연령구간인구수,"25,609","12,203",863,951,"1,318",809,825,486,737,574,510,"1,845",877,"1,500","2,111"
2021년01월_여_0~9세,"1,262",897,20,14,54,12,20,6,25,12,16,74,11,35,66
2021년01월_여_10~19세,"1,877","1,205",36,44,88,27,27,14,25,34,21,138,24,60,134
2021년01월_여_20~29세,"1,619",956,31,36,91,32,38,22,36,26,14,123,33,78,103
2021년01월_여_30~39세,"1,722","1,150",27,37,70,31,23,17,29,17,14,116,23,51,117
2021년01월_여_40~49세,"2,815","1,783",69,48,124,50,54,23,48,26,29,194,69,84,214
2021년01월_여_50~59세,"4,159","2,099",126,127,218,138,116,55,118,78,68,305,141,241,329
2021년01월_여_60~69세,"4,894","1,957",220,249,282,162,190,110,150,131,104,383,182,350,424
2021년01월_여_70~79세,"3,781","1,267",173,210,199,173,155,117,134,98,118,275,195,302,365
2021년01월_여_80~89세,"2,946",762,137,158,161,154,167,104,139,125,104,200,166,256,313
2021년01월_여_90~99세,518,121,23,28,30,29,35,18,32,26,21,37,32,42,44
2021년01월_여_100세 이상,16,6,1,0,1,1,0,0,1,1,1,0,1,1,2
2021년02월_계_총인구수,"51,283","24,449","1,767","1,850","2,750","1,590","1,672",858,"1,450","1,123","1,025","3,587","1,750","3,107","4,305"
2021년02월_계_연령구간인구수,"51,283","24,449","1,767","1,850","2,750","1,590","1,672",858,"1,450","1,123","1,025","3,587","1,750","3,107","4,305"
2021년02월_계_0~9세,"2,519","1,823",40,27,101,23,34,14,42,24,29,138,23,67,134
2021년02월_계_10~19세,"4,130","2,681",84,100,182,62,62,25,55,72,35,286,52,147,287
2021년02월_계_20~29세,"3,879","2,254",84,91,243,78,82,44,102,63,49,259,82,174,274
2021년02월_계_30~39세,"3,763","2,332",87,88,192,61,74,33,75,42,41,231,69,157,281
2021년02월_계_40~49세,"6,312","3,728",171,143,296,133,121,50,133,75,66,405,163,283,545
2021년02월_계_50~59세,"9,123","4,343",296,295,489,279,299,118,260,177,180,635,352,588,812
2021년02월_계_60~69세,"9,841","3,800",462,451,589,371,408,206,320,269,244,796,394,716,815
2021년02월_계_70~79세,"6,786","2,219",318,384,376,311,303,202,227,185,203,507,342,568,641
2021년02월_계_80~89세,"4,264","1,107",195,234,241,235,234,146,198,182,148,288,238,355,463
2021년02월_계_90~99세,645,152,29,37,40,36,55,20,37,33,28,42,34,51,51
2021년02월_계_100세 이상,21,10,1,0,1,1,0,0,1,1,2,0,1,1,2
2021년02월_남_총인구수,"25,707","12,257",904,901,"1,435",783,851,377,711,547,512,"1,748",877,"1,598","2,206"
2021년02월_남_연령구간인구수,"25,707","12,257",904,901,"1,435",783,851,377,711,547,512,"1,748",877,"1,598","2,206"
2021년02월_남_0~9세,"1,269",937,20,13,46,11,15,9,15,12,12,67,11,32,69
2021년02월_남_10~19세,"2,265","1,483",50,58,94,36,37,12,30,37,16,145,28,83,156
2021년02월_남_20~29세,"2,268","1,295",53,53,155,48,45,23,68,38,35,136,50,95,174
2021년02월_남_30~39세,"2,067","1,206",59,51,121,31,50,16,46,25,27,116,45,108,166
2021년02월_남_40~49세,"3,511","1,949",101,94,175,83,72,27,84,49,39,215,93,196,334
2021년02월_남_50~59세,"4,970","2,249",172,168,269,145,178,62,144,99,109,331,214,344,486
2021년02월_남_60~69세,"4,912","1,819",240,204,309,203,220,98,168,135,139,412,212,364,389
2021년02월_남_70~79세,"2,999",945,144,175,176,139,148,86,95,87,83,231,147,266,277
2021년02월_남_80~89세,"1,322",343,60,76,81,80,69,42,57,58,45,90,73,101,147
2021년02월_남_90~99세,120,28,5,9,9,7,17,2,4,7,6,5,4,9,8
2021년02월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년02월_여_총인구수,"25,576","12,192",863,949,"1,315",807,821,481,739,576,513,"1,839",873,"1,509","2,099"
2021년02월_여_연령구간인구수,"25,576","12,192",863,949,"1,315",807,821,481,739,576,513,"1,839",873,"1,509","2,099"
2021년02월_여_0~9세,"1,250",886,20,14,55,12,19,5,27,12,17,71,12,35,65
2021년02월_여_10~19세,"1,865","1,198",34,42,88,26,25,13,25,35,19,141,24,64,131
2021년02월_여_20~29세,"1,611",959,31,38,88,30,37,21,34,25,14,123,32,79,100
2021년02월_여_30~39세,"1,696","1,126",28,37,71,30,24,17,29,17,14,115,24,49,115
2021년02월_여_40~49세,"2,801","1,779",70,49,121,50,49,23,49,26,27,190,70,87,211
2021년02월_여_50~59세,"4,153","2,094",124,127,220,134,121,56,116,78,71,304,138,244,326
2021년02월_여_60~69세,"4,929","1,981",222,247,280,168,188,108,152,134,105,384,182,352,426
2021년02월_여_70~79세,"3,787","1,274",174,209,200,172,155,116,132,98,120,276,195,302,364
2021년02월_여_80~89세,"2,942",764,135,158,160,155,165,104,141,124,103,198,165,254,316
2021년02월_여_90~99세,525,124,24,28,31,29,38,18,33,26,22,37,30,42,43
2021년02월_여_100세 이상,17,7,1,0,1,1,0,0,1,1,1,0,1,1,2
2021년03월_계_총인구수,"51,035","24,310","1,755","1,857","2,722","1,592","1,668",855,"1,437","1,119","1,021","3,590","1,738","3,067","4,304"
2021년03월_계_연령구간인구수,"51,035","24,310","1,755","1,857","2,722","1,592","1,668",855,"1,437","1,119","1,021","3,590","1,738","3,067","4,304"
2021년03월_계_0~9세,"2,495","1,806",41,25,100,24,35,14,40,24,27,142,19,63,135
2021년03월_계_10~19세,"4,159","2,682",80,113,177,65,63,24,54,72,34,308,53,149,285
2021년03월_계_20~29세,"3,838","2,247",84,87,233,76,78,44,101,60,50,255,79,169,275
2021년03월_계_30~39세,"3,719","2,309",87,87,190,62,73,33,74,41,40,226,64,152,281
2021년03월_계_40~49세,"6,239","3,698",167,143,293,132,124,47,123,74,65,396,164,276,537
2021년03월_계_50~59세,"9,010","4,291",292,290,481,276,293,116,259,178,178,629,342,573,812
2021년03월_계_60~69세,"9,881","3,812",457,455,592,373,410,207,323,273,247,797,401,713,821
2021년03월_계_70~79세,"6,769","2,208",322,387,373,314,302,202,228,184,202,504,339,565,639
2021년03월_계_80~89세,"4,258","1,105",195,233,240,231,235,147,198,179,147,292,240,354,462
2021년03월_계_90~99세,653,149,29,37,42,38,55,21,36,33,29,41,36,52,55
2021년03월_계_100세 이상,14,3,1,0,1,1,0,0,1,1,2,0,1,1,2
2021년03월_남_총인구수,"25,621","12,215",901,907,"1,419",786,850,380,703,548,514,"1,745",872,"1,581","2,200"
2021년03월_남_연령구간인구수,"25,621","12,215",901,907,"1,419",786,850,380,703,548,514,"1,745",872,"1,581","2,200"
2021년03월_남_0~9세,"1,260",934,20,12,46,13,16,9,13,12,13,66,8,31,67
2021년03월_남_10~19세,"2,276","1,481",48,64,92,36,38,12,29,37,16,154,28,85,156
2021년03월_남_20~29세,"2,255","1,299",54,55,150,49,41,23,66,36,35,134,49,94,170
2021년03월_남_30~39세,"2,050","1,199",59,50,117,32,51,17,46,25,27,112,42,104,169
2021년03월_남_40~49세,"3,472","1,935",98,94,175,82,72,25,80,48,39,208,96,191,329
2021년03월_남_50~59세,"4,918","2,234",170,165,263,142,173,62,145,100,109,329,205,337,484
2021년03월_남_60~69세,"4,949","1,824",241,207,310,205,224,100,169,139,141,411,217,364,397
2021년03월_남_70~79세,"3,002",942,147,176,174,141,148,88,96,87,82,233,147,266,275
2021년03월_남_80~89세,"1,319",340,59,74,83,78,70,42,56,57,44,93,76,102,145
2021년03월_남_90~99세,119,27,5,10,9,8,17,2,3,7,7,5,4,7,8
2021년03월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년03월_여_총인구수,"25,414","12,095",854,950,"1,303",806,818,475,734,571,507,"1,845",866,"1,486","2,104"
2021년03월_여_연령구간인구수,"25,414","12,095",854,950,"1,303",806,818,475,734,571,507,"1,845",866,"1,486","2,104"
2021년03월_여_0~9세,"1,235",872,21,13,54,11,19,5,27,12,14,76,11,32,68
2021년03월_여_10~19세,"1,883","1,201",32,49,85,29,25,12,25,35,18,154,25,64,129
2021년03월_여_20~29세,"1,583",948,30,32,83,27,37,21,35,24,15,121,30,75,105
2021년03월_여_30~39세,"1,669","1,110",28,37,73,30,22,16,28,16,13,114,22,48,112
2021년03월_여_40~49세,"2,767","1,763",69,49,118,50,52,22,43,26,26,188,68,85,208
2021년03월_여_50~59세,"4,092","2,057",122,125,218,134,120,54,114,78,69,300,137,236,328
2021년03월_여_60~69세,"4,932","1,988",216,248,282,168,186,107,154,134,106,386,184,349,424
2021년03월_여_70~79세,"3,767","1,266",175,211,199,173,154,114,132,97,120,271,192,299,364
2021년03월_여_80~89세,"2,939",765,136,159,157,153,165,105,142,122,103,199,164,252,317
2021년03월_여_90~99세,534,122,24,27,33,30,38,19,33,26,22,36,32,45,47
2021년03월_여_100세 이상,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021년04월_계_총인구수,"51,009","24,298","1,751","1,861","2,725","1,588","1,672",858,"1,429","1,116","1,020","3,585","1,734","3,063","4,309"
2021년04월_계_연령구간인구수,"51,009","24,298","1,751","1,861","2,725","1,588","1,672",858,"1,429","1,116","1,020","3,585","1,734","3,063","4,309"
2021년04월_계_0~9세,"2,459","1,775",42,25,99,23,34,14,39,23,27,143,19,64,132
2021년04월_계_10~19세,"4,166","2,678",81,112,181,66,66,26,56,72,34,308,53,143,290
2021년04월_계_20~29세,"3,817","2,231",83,87,235,74,77,45,100,57,48,253,77,171,279
2021년04월_계_30~39세,"3,694","2,304",86,88,189,61,73,34,70,41,40,222,61,155,270
2021년04월_계_40~49세,"6,241","3,688",165,143,296,134,128,47,120,74,66,394,165,277,544
2021년04월_계_50~59세,"8,985","4,292",287,291,475,273,289,112,253,173,180,635,341,571,813
2021년04월_계_60~69세,"9,927","3,839",457,455,597,371,413,210,325,278,247,792,404,709,830
2021년04월_계_70~79세,"6,769","2,217",323,389,373,319,300,199,233,182,195,506,338,564,631
2021년04월_계_80~89세,"4,286","1,118",198,232,237,227,239,150,198,182,153,293,239,358,462
2021년04월_계_90~99세,651,153,28,39,42,39,53,21,34,33,28,39,36,50,56
2021년04월_계_100세 이상,14,3,1,0,1,1,0,0,1,1,2,0,1,1,2
2021년04월_남_총인구수,"25,603","12,211",895,910,"1,417",781,856,381,699,547,512,"1,741",868,"1,587","2,198"
2021년04월_남_연령구간인구수,"25,603","12,211",895,910,"1,417",781,856,381,699,547,512,"1,741",868,"1,587","2,198"
2021년04월_남_0~9세,"1,236",913,20,12,46,12,16,9,14,11,13,66,8,31,65
2021년04월_남_10~19세,"2,282","1,485",48,62,94,36,39,12,29,37,16,153,28,82,161
2021년04월_남_20~29세,"2,251","1,295",54,55,149,48,42,23,66,35,32,133,49,97,173
2021년04월_남_30~39세,"2,041","1,204",57,52,119,30,52,17,43,24,27,110,40,104,162
2021년04월_남_40~49세,"3,464","1,926",96,95,175,82,75,26,77,48,38,207,97,193,329
2021년04월_남_50~59세,"4,904","2,238",167,165,253,141,172,60,142,99,112,332,202,339,482
2021년04월_남_60~69세,"4,967","1,831",241,207,316,204,227,101,170,141,140,407,218,363,401
2021년04월_남_70~79세,"3,012",948,149,178,173,143,145,89,99,87,80,232,147,269,273
2021년04월_남_80~89세,"1,332",345,59,74,83,77,73,42,56,58,47,96,75,103,144
2021년04월_남_90~99세,113,26,4,10,9,8,15,2,3,7,6,5,4,6,8
2021년04월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년04월_여_총인구수,"25,406","12,087",856,951,"1,308",807,816,477,730,569,508,"1,844",866,"1,476","2,111"
2021년04월_여_연령구간인구수,"25,406","12,087",856,951,"1,308",807,816,477,730,569,508,"1,844",866,"1,476","2,111"
2021년04월_여_0~9세,"1,223",862,22,13,53,11,18,5,25,12,14,77,11,33,67
2021년04월_여_10~19세,"1,884","1,193",33,50,87,30,27,14,27,35,18,155,25,61,129
2021년04월_여_20~29세,"1,566",936,29,32,86,26,35,22,34,22,16,120,28,74,106
2021년04월_여_30~39세,"1,653","1,100",29,36,70,31,21,17,27,17,13,112,21,51,108
2021년04월_여_40~49세,"2,777","1,762",69,48,121,52,53,21,43,26,28,187,68,84,215
2021년04월_여_50~59세,"4,081","2,054",120,126,222,132,117,52,111,74,68,303,139,232,331
2021년04월_여_60~69세,"4,960","2,008",216,248,281,167,186,109,155,137,107,385,186,346,429
2021년04월_여_70~79세,"3,757","1,269",174,211,200,176,155,110,134,95,115,274,191,295,358
2021년04월_여_80~89세,"2,954",773,139,158,154,150,166,108,142,124,106,197,164,255,318
2021년04월_여_90~99세,538,127,24,29,33,31,38,19,31,26,22,34,32,44,48
2021년04월_여_100세 이상,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021년05월_계_총인구수,"50,987","24,276","1,752","1,853","2,724","1,589","1,666",861,"1,427","1,109","1,016","3,592","1,736","3,073","4,313"
2021년05월_계_연령구간인구수,"50,987","24,276","1,752","1,853","2,724","1,589","1,666",861,"1,427","1,109","1,016","3,592","1,736","3,073","4,313"
