카테고리,충청남도 계룡시,충청남도 계룡시 두마면,충청남도 계룡시 엄사면,충청남도 계룡시 신도안면,충청남도 계룡시 금암동
2021년03월_계_40~49세,"8,385","1,192","3,174","2,480","1,539"
2021년03월_계_50~59세,"6,999","1,319","3,494",680,"1,506"
2021년03월_계_60~69세,"4,591","1,043","2,271",75,"1,202"
2021년03월_계_70~79세,"2,083",436,"1,121",57,469
2021년03월_계_80~89세,"1,121",188,709,22,202
2021년03월_계_90~99세,181,44,102,2,33
2021년03월_계_100세 이상,3,1,2,0,0
2021년03월_남_총인구수,"21,516","3,544","9,085","4,547","4,340"
2021년03월_남_연령구간인구수,"21,516","3,544","9,085","4,547","4,340"
2021년03월_남_0~9세,"1,986",326,630,669,361
2021년03월_남_10~19세,"3,305",457,"1,258","1,023",567
2021년03월_남_20~29세,"2,742",412,"1,283",459,588
2021년03월_남_30~39세,"2,336",333,878,673,452
2021년03월_남_40~49세,"4,076",562,"1,519","1,272",723
2021년03월_남_50~59세,"3,517",659,"1,705",412,741
2021년03월_남_60~69세,"2,227",522,"1,098",17,590
2021년03월_남_70~79세,927,207,474,15,231
2021년03월_남_80~89세,360,60,217,6,77
2021년03월_남_90~99세,40,6,23,1,10
2021년03월_남_100세 이상,0,0,0,0,0
2021년03월_여_총인구수,"21,666","3,696","9,461","4,190","4,319"
2021년03월_여_연령구간인구수,"21,666","3,696","9,461","4,190","4,319"
2021년03월_여_0~9세,"1,931",297,598,661,375
2021년03월_여_10~19세,"2,989",454,"1,098",928,509
2021년03월_여_20~29세,"2,176",362,"1,076",327,411
2021년03월_여_30~39세,"2,354",376,852,681,445
2021년03월_여_40~49세,"4,309",630,"1,655","1,208",816
2021년03월_여_50~59세,"3,482",660,"1,789",268,765
2021년03월_여_60~69세,"2,364",521,"1,173",58,612
2021년03월_여_70~79세,"1,156",229,647,42,238
2021년03월_여_80~89세,761,128,492,16,125
2021년03월_여_90~99세,141,38,79,1,23
2021년03월_여_100세 이상,3,1,2,0,0
2021년04월_계_총인구수,"43,235","7,235","18,557","8,782","8,661"
2021년04월_계_연령구간인구수,"43,235","7,235","18,557","8,782","8,661"
2021년04월_계_0~9세,"3,928",620,"1,235","1,334",739
2021년04월_계_10~19세,"6,277",911,"2,341","1,951","1,074"
2021년04월_계_20~29세,"4,906",760,"2,359",800,987
2021년04월_계_30~39세,"4,691",710,"1,737","1,351",893
2021년04월_계_40~49세,"8,373","1,190","3,160","2,484","1,539"
2021년04월_계_50~59세,"7,029","1,322","3,499",704,"1,504"
2021년04월_계_60~69세,"4,641","1,049","2,293",79,"1,220"
2021년04월_계_70~79세,"2,074",433,"1,115",57,469
2021년04월_계_80~89세,"1,129",193,713,20,203
2021년04월_계_90~99세,184,46,103,2,33
2021년04월_계_100세 이상,3,1,2,0,0
2021년04월_남_총인구수,"21,539","3,546","9,084","4,569","4,340"
2021년04월_남_연령구간인구수,"21,539","3,546","9,084","4,569","4,340"
2021년04월_남_0~9세,"1,988",324,629,669,366
2021년04월_남_10~19세,"3,303",457,"1,254","1,023",569
2021년04월_남_20~29세,"2,722",402,"1,277",468,575
2021년04월_남_30~39세,"2,333",336,884,669,444
2021년04월_남_40~49세,"4,077",559,"1,513","1,278",727
2021년04월_남_50~59세,"3,526",664,"1,699",423,740
2021년04월_남_60~69세,"2,256",527,"1,112",18,599
2021년04월_남_70~79세,928,207,475,14,232
2021년04월_남_80~89세,366,64,218,6,78
2021년04월_남_90~99세,40,6,23,1,10
2021년04월_남_100세 이상,0,0,0,0,0
2021년04월_여_총인구수,"21,696","3,689","9,473","4,213","4,321"
2021년04월_여_연령구간인구수,"21,696","3,689","9,473","4,213","4,321"
2021년04월_여_0~9세,"1,940",296,606,665,373
2021년04월_여_10~19세,"2,974",454,"1,087",928,505
2021년04월_여_20~29세,"2,184",358,"1,082",332,412
2021년04월_여_30~39세,"2,358",374,853,682,449
2021년04월_여_40~49세,"4,296",631,"1,647","1,206",812
2021년04월_여_50~59세,"3,503",658,"1,800",281,764
2021년04월_여_60~69세,"2,385",522,"1,181",61,621
2021년04월_여_70~79세,"1,146",226,640,43,237
2021년04월_여_80~89세,763,129,495,14,125
2021년04월_여_90~99세,144,40,80,1,23
2021년04월_여_100세 이상,3,1,2,0,0
2021년05월_계_총인구수,"43,242","7,232","18,555","8,790","8,665"
2021년05월_계_연령구간인구수,"43,242","7,232","18,555","8,790","8,665"
2021년05월_계_0~9세,"3,901",615,"1,219","1,336",731
2021년05월_계_10~19세,"6,279",915,"2,341","1,948","1,075"
2021년05월_계_20~29세,"4,895",760,"2,342",805,988
2021년05월_계_30~39세,"4,659",697,"1,730","1,345",887
2021년05월_계_40~49세,"8,370","1,198","3,150","2,486","1,536"
2021년05월_계_50~59세,"7,052","1,329","3,509",707,"1,507"
2021년05월_계_60~69세,"4,686","1,048","2,320",85,"1,233"
2021년05월_계_70~79세,"2,080",434,"1,118",56,472
2021년05월_계_80~89세,"1,125",188,714,20,203
2021년05월_계_90~99세,192,47,110,2,33
2021년05월_계_100세 이상,3,1,2,0,0
2021년05월_남_총인구수,"21,542","3,550","9,068","4,576","4,348"
2021년05월_남_연령구간인구수,"21,542","3,550","9,068","4,576","4,348"
2021년05월_남_0~9세,"1,966",318,622,662,364
2021년05월_남_10~19세,"3,305",460,"1,252","1,022",571
2021년05월_남_20~29세,"2,722",405,"1,262",476,579
2021년05월_남_30~39세,"2,329",330,885,672,442
2021년05월_남_40~49세,"4,065",567,"1,500","1,277",721
2021년05월_남_50~59세,"3,543",666,"1,710",426,741
2021년05월_남_60~69세,"2,266",525,"1,119",20,602
2021년05월_남_70~79세,938,210,474,14,240
2021년05월_남_80~89세,366,63,219,6,78
2021년05월_남_90~99세,42,6,25,1,10
2021년05월_남_100세 이상,0,0,0,0,0
2021년05월_여_총인구수,"21,700","3,682","9,487","4,214","4,317"
2021년05월_여_연령구간인구수,"21,700","3,682","9,487","4,214","4,317"
2021년05월_여_0~9세,"1,935",297,597,674,367
2021년05월_여_10~19세,"2,974",455,"1,089",926,504
2021년05월_여_20~29세,"2,173",355,"1,080",329,409
2021년05월_여_30~39세,"2,330",367,845,673,445
2021년05월_여_40~49세,"4,305",631,"1,650","1,209",815
2021년05월_여_50~59세,"3,509",663,"1,799",281,766
2021년05월_여_60~69세,"2,420",523,"1,201",65,631
2021년05월_여_70~79세,"1,142",224,644,42,232
2021년05월_여_80~89세,759,125,495,14,125
2021년05월_여_90~99세,150,41,85,1,23
2021년05월_여_100세 이상,3,1,2,0,0
2021년06월_계_총인구수,"43,168","7,207","18,512","8,759","8,690"
2021년06월_계_연령구간인구수,"43,168","7,207","18,512","8,759","8,690"
2021년06월_계_0~9세,"3,864",609,"1,211","1,313",731
2021년06월_계_10~19세,"6,270",913,"2,328","1,944","1,085"
2021년06월_계_20~29세,"4,889",761,"2,317",819,992
2021년06월_계_30~39세,"4,630",689,"1,731","1,333",877
2021년06월_계_40~49세,"8,326","1,184","3,116","2,480","1,546"
2021년06월_계_50~59세,"7,072","1,326","3,520",710,"1,516"
2021년06월_계_60~69세,"4,705","1,053","2,334",86,"1,232"
2021년06월_계_70~79세,"2,088",434,"1,124",52,478
2021년06월_계_80~89세,"1,126",189,715,20,202
2021년06월_계_90~99세,195,48,114,2,31
2021년06월_계_100세 이상,3,1,2,0,0
2021년06월_남_총인구수,"21,504","3,536","9,047","4,565","4,356"
2021년06월_남_연령구간인구수,"21,504","3,536","9,047","4,565","4,356"
2021년06월_남_0~9세,"1,941",311,619,647,364
2021년06월_남_10~19세,"3,297",459,"1,244","1,023",571
2021년06월_남_20~29세,"2,722",406,"1,251",483,582
2021년06월_남_30~39세,"2,322",330,885,669,438
2021년06월_남_40~49세,"4,046",555,"1,490","1,272",729
2021년06월_남_50~59세,"3,547",665,"1,710",429,743
2021년06월_남_60~69세,"2,274",529,"1,124",22,599
2021년06월_남_70~79세,946,211,479,12,244
2021년06월_남_80~89세,367,64,220,7,76
2021년06월_남_90~99세,42,6,25,1,10
2021년06월_남_100세 이상,0,0,0,0,0
2021년06월_여_총인구수,"21,664","3,671","9,465","4,194","4,334"
2021년06월_여_연령구간인구수,"21,664","3,671","9,465","4,194","4,334"
2021년06월_여_0~9세,"1,923",298,592,666,367
2021년06월_여_10~19세,"2,973",454,"1,084",921,514
2021년06월_여_20~29세,"2,167",355,"1,066",336,410
2021년06월_여_30~39세,"2,308",359,846,664,439
2021년06월_여_40~49세,"4,280",629,"1,626","1,208",817
2021년06월_여_50~59세,"3,525",661,"1,810",281,773
2021년06월_여_60~69세,"2,431",524,"1,210",64,633
2021년06월_여_70~79세,"1,142",223,645,40,234
2021년06월_여_80~89세,759,125,495,13,126
2021년06월_여_90~99세,153,42,89,1,21
2021년06월_여_100세 이상,3,1,2,0,0
2021년07월_계_총인구수,"43,209","7,292","18,473","8,768","8,676"
2021년07월_계_연령구간인구수,"43,209","7,292","18,473","8,768","8,676"
2021년07월_계_0~9세,"3,858",610,"1,197","1,324",727
2021년07월_계_10~19세,"6,262",923,"2,315","1,943","1,081"
2021년07월_계_20~29세,"4,887",775,"2,305",813,994
2021년07월_계_30~39세,"4,634",702,"1,730","1,335",867
2021년07월_계_40~49세,"8,298","1,197","3,073","2,484","1,544"
2021년07월_계_50~59세,"7,093","1,336","3,533",712,"1,512"
2021년07월_계_60~69세,"4,762","1,067","2,370",81,"1,244"
2021년07월_계_70~79세,"2,092",441,"1,120",55,476
2021년07월_계_80~89세,"1,127",191,714,19,203
2021년07월_계_90~99세,193,49,114,2,28
2021년07월_계_100세 이상,3,1,2,0,0
2021년07월_남_총인구수,"21,529","3,582","9,025","4,573","4,349"
2021년07월_남_연령구간인구수,"21,529","3,582","9,025","4,573","4,349"
2021년07월_남_0~9세,"1,931",309,606,656,360
2021년07월_남_10~19세,"3,287",463,"1,237","1,018",569
2021년07월_남_20~29세,"2,741",419,"1,251",483,588
2021년07월_남_30~39세,"2,324",341,886,671,426
2021년07월_남_40~49세,"4,033",563,"1,469","1,272",729
2021년07월_남_50~59세,"3,564",670,"1,717",432,745
2021년07월_남_60~69세,"2,293",533,"1,136",21,603
2021년07월_남_70~79세,949,214,478,12,245
2021년07월_남_80~89세,367,64,221,7,75
2021년07월_남_90~99세,40,6,24,1,9
2021년07월_남_100세 이상,0,0,0,0,0
2021년07월_여_총인구수,"21,680","3,710","9,448","4,195","4,327"
2021년07월_여_연령구간인구수,"21,680","3,710","9,448","4,195","4,327"
2021년07월_여_0~9세,"1,927",301,591,668,367
2021년07월_여_10~19세,"2,975",460,"1,078",925,512
2021년07월_여_20~29세,"2,146",356,"1,054",330,406
2021년07월_여_30~39세,"2,310",361,844,664,441
2021년07월_여_40~49세,"4,265",634,"1,604","1,212",815
2021년07월_여_50~59세,"3,529",666,"1,816",280,767
2021년07월_여_60~69세,"2,469",534,"1,234",60,641
2021년07월_여_70~79세,"1,143",227,642,43,231
2021년07월_여_80~89세,760,127,493,12,128
2021년07월_여_90~99세,153,43,90,1,19
2021년07월_여_100세 이상,3,1,2,0,0
2021년08월_계_총인구수,"43,279","7,289","18,491","8,841","8,658"
2021년08월_계_연령구간인구수,"43,279","7,289","18,491","8,841","8,658"
2021년08월_계_0~9세,"3,847",601,"1,196","1,341",709
2021년08월_계_10~19세,"6,270",927,"2,304","1,963","1,076"
2021년08월_계_20~29세,"4,874",771,"2,305",810,988
2021년08월_계_30~39세,"4,640",695,"1,740","1,338",867
2021년08월_계_40~49세,"8,279","1,196","3,054","2,495","1,534"
2021년08월_계_50~59세,"7,119","1,340","3,532",723,"1,524"
2021년08월_계_60~69세,"4,823","1,077","2,408",93,"1,245"
2021년08월_계_70~79세,"2,098",443,"1,117",56,482
2021년08월_계_80~89세,"1,134",190,719,20,205
2021년08월_계_90~99세,192,48,114,2,28
2021년08월_계_100세 이상,3,1,2,0,0
2021년08월_남_총인구수,"21,544","3,571","9,036","4,602","4,335"
2021년08월_남_연령구간인구수,"21,544","3,571","9,036","4,602","4,335"
2021년08월_남_0~9세,"1,923",300,605,663,355
2021년08월_남_10~19세,"3,296",466,"1,238","1,027",565
2021년08월_남_20~29세,"2,731",415,"1,249",480,587
2021년08월_남_30~39세,"2,318",331,891,674,422
2021년08월_남_40~49세,"4,024",566,"1,454","1,278",726
2021년08월_남_50~59세,"3,568",669,"1,720",431,748
2021년08월_남_60~69세,"2,320",539,"1,155",26,600
2021년08월_남_70~79세,955,215,478,13,249
2021년08월_남_80~89세,369,64,222,9,74
2021년08월_남_90~99세,39,6,23,1,9
2021년08월_남_100세 이상,1,0,1,0,0
2021년08월_여_총인구수,"21,735","3,718","9,455","4,239","4,323"
2021년08월_여_연령구간인구수,"21,735","3,718","9,455","4,239","4,323"
2021년08월_여_0~9세,"1,924",301,591,678,354
2021년08월_여_10~19세,"2,974",461,"1,066",936,511
2021년08월_여_20~29세,"2,143",356,"1,056",330,401
2021년08월_여_30~39세,"2,322",364,849,664,445
2021년08월_여_40~49세,"4,255",630,"1,600","1,217",808
2021년08월_여_50~59세,"3,551",671,"1,812",292,776
2021년08월_여_60~69세,"2,503",538,"1,253",67,645
2021년08월_여_70~79세,"1,143",228,639,43,233
2021년08월_여_80~89세,765,126,497,11,131
2021년08월_여_90~99세,153,42,91,1,19
2021년08월_여_100세 이상,2,1,1,0,0
2021년09월_계_총인구수,"43,191","7,279","18,449","8,809","8,654"
2021년09월_계_연령구간인구수,"43,191","7,279","18,449","8,809","8,654"
2021년09월_계_0~9세,"3,807",592,"1,176","1,329",710
2021년09월_계_10~19세,"6,258",932,"2,302","1,954","1,070"
2021년09월_계_20~29세,"4,844",767,"2,289",815,973
2021년09월_계_30~39세,"4,590",686,"1,713","1,330",861
2021년09월_계_40~49세,"8,264","1,193","3,057","2,484","1,530"
2021년09월_계_50~59세,"7,158","1,342","3,541",730,"1,545"
2021년09월_계_60~69세,"4,833","1,075","2,421",93,"1,244"
2021년09월_계_70~79세,"2,104",452,"1,119",52,481
2021년09월_계_80~89세,"1,137",192,715,20,210
2021년09월_계_90~99세,194,47,115,2,30
2021년09월_계_100세 이상,2,1,1,0,0
2021년09월_남_총인구수,"21,492","3,561","9,003","4,593","4,335"
2021년09월_남_연령구간인구수,"21,492","3,561","9,003","4,593","4,335"
2021년09월_남_0~9세,"1,911",296,596,659,360
2021년09월_남_10~19세,"3,287",468,"1,235","1,020",564
2021년09월_남_20~29세,"2,708",409,"1,238",490,571
2021년09월_남_30~39세,"2,291",329,873,666,423
2021년09월_남_40~49세,"4,016",562,"1,457","1,273",724
2021년09월_남_50~59세,"3,577",667,"1,720",434,756
2021년09월_남_60~69세,"2,325",540,"1,155",28,602
2021년09월_남_70~79세,967,220,484,13,250
2021년09월_남_80~89세,370,65,221,9,75
2021년09월_남_90~99세,39,5,23,1,10
2021년09월_남_100세 이상,1,0,1,0,0
2021년09월_여_총인구수,"21,699","3,718","9,446","4,216","4,319"
2021년09월_여_연령구간인구수,"21,699","3,718","9,446","4,216","4,319"
2021년09월_여_0~9세,"1,896",296,580,670,350
2021년09월_여_10~19세,"2,971",464,"1,067",934,506
2021년09월_여_20~29세,"2,136",358,"1,051",325,402
2021년09월_여_30~39세,"2,299",357,840,664,438
2021년09월_여_40~49세,"4,248",631,"1,600","1,211",806
2021년09월_여_50~59세,"3,581",675,"1,821",296,789
2021년09월_여_60~69세,"2,508",535,"1,266",65,642
2021년09월_여_70~79세,"1,137",232,635,39,231
2021년09월_여_80~89세,767,127,494,11,135
2021년09월_여_90~99세,155,42,92,1,20
2021년09월_여_100세 이상,1,1,0,0,0
2021년10월_계_총인구수,"43,093","7,255","18,438","8,758","8,642"
2021년10월_계_연령구간인구수,"43,093","7,255","18,438","8,758","8,642"
2021년10월_계_0~9세,"3,763",584,"1,167","1,306",706
2021년10월_계_10~19세,"6,254",932,"2,304","1,948","1,070"
2021년10월_계_20~29세,"4,827",769,"2,282",810,966
2021년10월_계_30~39세,"4,535",678,"1,693","1,301",863
2021년10월_계_40~49세,"8,230","1,187","3,050","2,477","1,516"
2021년10월_계_50~59세,"7,188","1,340","3,546",746,"1,556"
2021년10월_계_60~69세,"4,844","1,075","2,436",92,"1,241"
2021년10월_계_70~79세,"2,120",457,"1,124",55,484
2021년10월_계_80~89세,"1,137",188,718,21,210
2021년10월_계_90~99세,193,44,117,2,30
2021년10월_계_100세 이상,2,1,1,0,0
2021년10월_남_총인구수,"21,469","3,552","9,004","4,575","4,338"
2021년10월_남_연령구간인구수,"21,469","3,552","9,004","4,575","4,338"
2021년10월_남_0~9세,"1,895",294,594,649,358
2021년10월_남_10~19세,"3,286",464,"1,233","1,022",567
2021년10월_남_20~29세,"2,706",408,"1,243",485,570
2021년10월_남_30~39세,"2,266",328,863,649,426
2021년10월_남_40~49세,"3,995",557,"1,449","1,273",716
2021년10월_남_50~59세,"3,600",665,"1,729",444,762
2021년10월_남_60~69세,"2,330",542,"1,159",28,601
2021년10월_남_70~79세,979,224,489,14,252
2021년10월_남_80~89세,372,65,221,10,76
2021년10월_남_90~99세,39,5,23,1,10
2021년10월_남_100세 이상,1,0,1,0,0
2021년10월_여_총인구수,"21,624","3,703","9,434","4,183","4,304"
2021년10월_여_연령구간인구수,"21,624","3,703","9,434","4,183","4,304"
2021년10월_여_0~9세,"1,868",290,573,657,348
2021년10월_여_10~19세,"2,968",468,"1,071",926,503
2021년10월_여_20~29세,"2,121",361,"1,039",325,396
2021년10월_여_30~39세,"2,269",350,830,652,437
2021년10월_여_40~49세,"4,235",630,"1,601","1,204",800
2021년10월_여_50~59세,"3,588",675,"1,817",302,794
2021년10월_여_60~69세,"2,514",533,"1,277",64,640
2021년10월_여_70~79세,"1,141",233,635,41,232
2021년10월_여_80~89세,765,123,497,11,134
2021년10월_여_90~99세,154,39,94,1,20
2021년10월_여_100세 이상,1,1,0,0,0
2021년11월_계_총인구수,"43,105","7,330","18,421","8,739","8,615"
2021년11월_계_연령구간인구수,"43,105","7,330","18,421","8,739","8,615"
2021년11월_계_0~9세,"3,762",590,"1,173","1,300",699
2021년11월_계_10~19세,"6,241",937,"2,284","1,954","1,066"
2021년11월_계_20~29세,"4,819",787,"2,268",799,965
2021년11월_계_30~39세,"4,544",689,"1,699","1,306",850
2021년11월_계_40~49세,"8,198","1,188","3,037","2,460","1,513"
2021년11월_계_50~59세,"7,198","1,354","3,543",752,"1,549"
2021년11월_계_60~69세,"4,886","1,097","2,450",91,"1,248"
2021년11월_계_70~79세,"2,118",451,"1,130",51,486
2021년11월_계_80~89세,"1,142",191,715,24,212
2021년11월_계_90~99세,195,45,121,2,27
2021년11월_계_100세 이상,2,1,1,0,0
2021년11월_남_총인구수,"21,465","3,597","8,988","4,552","4,328"
2021년11월_남_연령구간인구수,"21,465","3,597","8,988","4,552","4,328"
2021년11월_남_0~9세,"1,883",298,595,638,352
2021년11월_남_10~19세,"3,282",466,"1,227","1,025",564
2021년11월_남_20~29세,"2,692",414,"1,231",475,572
2021년11월_남_30~39세,"2,274",337,866,652,419
2021년11월_남_40~49세,"3,971",557,"1,439","1,260",715
2021년11월_남_50~59세,"3,614",677,"1,728",452,757
2021년11월_남_60~69세,"2,346",552,"1,161",24,609
2021년11월_남_70~79세,990,224,497,15,254
2021년11월_남_80~89세,374,67,220,10,77
2021년11월_남_90~99세,38,5,23,1,9
2021년11월_남_100세 이상,1,0,1,0,0
2021년11월_여_총인구수,"21,640","3,733","9,433","4,187","4,287"
2021년11월_여_연령구간인구수,"21,640","3,733","9,433","4,187","4,287"
2021년11월_여_0~9세,"1,879",292,578,662,347
2021년11월_여_10~19세,"2,959",471,"1,057",929,502
2021년11월_여_20~29세,"2,127",373,"1,037",324,393
2021년11월_여_30~39세,"2,270",352,833,654,431
2021년11월_여_40~49세,"4,227",631,"1,598","1,200",798
2021년11월_여_50~59세,"3,584",677,"1,815",300,792
2021년11월_여_60~69세,"2,540",545,"1,289",67,639
2021년11월_여_70~79세,"1,128",227,633,36,232
2021년11월_여_80~89세,768,124,495,14,135
2021년11월_여_90~99세,157,40,98,1,18
2021년11월_여_100세 이상,1,1,0,0,0
2021년12월_계_총인구수,"43,331","7,879","18,266","8,613","8,573"
2021년12월_계_연령구간인구수,"43,331","7,879","18,266","8,613","8,573"
2021년12월_계_0~9세,"3,747",634,"1,154","1,261",698
2021년12월_계_10~19세,"6,229",964,"2,266","1,927","1,072"
2021년12월_계_20~29세,"4,871",863,"2,256",793,959
2021년12월_계_30~39세,"4,650",849,"1,671","1,288",842
2021년12월_계_40~49세,"8,215","1,277","3,005","2,435","1,498"
2021년12월_계_50~59세,"7,224","1,429","3,498",750,"1,547"
2021년12월_계_60~69세,"4,915","1,147","2,450",88,"1,230"
2021년12월_계_70~79세,"2,139",470,"1,133",47,489
2021년12월_계_80~89세,"1,145",200,713,22,210
2021년12월_계_90~99세,193,45,119,2,27
2021년12월_계_100세 이상,3,1,1,0,1
2021년12월_남_총인구수,"21,563","3,873","8,897","4,494","4,299"
2021년12월_남_연령구간인구수,"21,563","3,873","8,897","4,494","4,299"
2021년12월_남_0~9세,"1,875",311,585,627,352
2021년12월_남_10~19세,"3,276",487,"1,213","1,013",563
2021년12월_남_20~29세,"2,697",450,"1,221",463,563
2021년12월_남_30~39세,"2,336",428,845,647,416
2021년12월_남_40~49세,"3,986",603,"1,424","1,249",710
2021년12월_남_50~59세,"3,626",713,"1,709",451,753
2021년12월_남_60~69세,"2,353",571,"1,158",21,603
2021년12월_남_70~79세,"1,001",238,499,13,251
2021년12월_남_80~89세,374,67,219,9,79
2021년12월_남_90~99세,38,5,23,1,9
2021년12월_남_100세 이상,1,0,1,0,0
2021년12월_여_총인구수,"21,768","4,006","9,369","4,119","4,274"
2021년12월_여_연령구간인구수,"21,768","4,006","9,369","4,119","4,274"
2021년12월_여_0~9세,"1,872",323,569,634,346
2021년12월_여_10~19세,"2,953",477,"1,053",914,509
2021년12월_여_20~29세,"2,174",413,"1,035",330,396
2021년12월_여_30~39세,"2,314",421,826,641,426
2021년12월_여_40~49세,"4,229",674,"1,581","1,186",788
2021년12월_여_50~59세,"3,598",716,"1,789",299,794
2021년12월_여_60~69세,"2,562",576,"1,292",67,627
2021년12월_여_70~79세,"1,138",232,634,34,238
2021년12월_여_80~89세,771,133,494,13,131
2021년12월_여_90~99세,155,40,96,1,18
2021년12월_여_100세 이상,2,1,0,0,1
