카테고리,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2020년06월_남_20~29세,"11,564",792,573,186,714,"1,290",429,604,230,438,572,806,"2,234",345,639,513,412,787
2020년06월_남_30~39세,"10,023",809,622,177,560,"1,049",440,844,277,524,410,607,"1,129",296,547,472,441,819
2020년06월_남_40~49세,"11,009",973,659,179,776,"1,230",747,868,361,579,362,519,"1,099",344,611,478,507,717
2020년06월_남_50~59세,"12,907",947,708,209,775,"1,501",732,766,324,977,551,555,"1,108",657,967,627,559,944
2020년06월_남_60~69세,"9,690",599,548,184,607,"1,163",454,490,266,886,445,438,767,578,645,489,404,727
2020년06월_남_70~79세,"5,612",420,332,135,361,625,262,296,183,502,264,254,502,277,347,248,224,380
2020년06월_남_80~89세,"2,322",205,192,51,156,292,127,127,71,170,85,107,243,79,122,81,86,128
2020년06월_남_90~99세,372,29,36,12,21,43,17,14,7,40,13,18,28,20,19,20,13,22
2020년06월_남_100세 이상,88,3,4,1,3,8,12,5,4,12,4,3,8,1,2,9,3,6
2020년06월_여_총인구수,"77,095","6,724","5,225","1,406","5,281","9,848","4,622","5,644","2,339","2,899","2,436","4,113","8,704","2,359","4,079","3,579","3,157","4,680"
2020년06월_여_연령구간인구수,"77,095","6,724","5,225","1,406","5,281","9,848","4,622","5,644","2,339","2,899","2,436","4,113","8,704","2,359","4,079","3,579","3,157","4,680"
2020년06월_여_0~9세,"3,900",411,301,57,285,584,403,437,108,92,57,130,372,69,110,185,153,146
2020년06월_여_10~19세,"5,604",564,374,86,441,803,542,446,162,102,117,238,674,118,255,283,205,194
2020년06월_여_20~29세,"11,882",821,678,157,663,"1,219",515,688,261,404,545,902,"2,253",271,550,453,404,"1,098"
2020년06월_여_30~39세,"10,123",920,789,194,655,"1,197",534,950,303,398,282,671,"1,005",220,373,514,413,705
2020년06월_여_40~49세,"11,632","1,217",831,190,881,"1,571",821,981,406,374,261,525,"1,182",320,549,505,455,563
2020년06월_여_50~59세,"12,755","1,058",841,218,941,"1,824",670,836,378,411,424,574,"1,201",501,877,661,583,757
2020년06월_여_60~69세,"9,866",769,633,222,674,"1,274",535,636,322,509,328,477,817,416,668,498,468,620
2020년06월_여_70~79세,"6,983",602,443,155,444,784,390,437,264,339,276,358,745,282,474,300,311,379
2020년06월_여_80~89세,"3,490",300,265,102,234,462,175,189,99,192,115,198,379,129,183,153,137,178
2020년06월_여_90~99세,681,46,55,18,55,113,32,34,30,51,26,30,62,25,29,25,22,28
2020년06월_여_100세 이상,179,16,15,7,8,17,5,10,6,27,5,10,14,8,11,2,6,12
2020년07월_계_총인구수,"150,183","12,604","9,521","2,696","10,045","18,452","8,645","10,517","4,340","7,221","5,307","7,772","16,842","5,181","8,360","6,981","6,138","9,561"
2020년07월_계_연령구간인구수,"150,183","12,604","9,521","2,696","10,045","18,452","8,645","10,517","4,340","7,221","5,307","7,772","16,842","5,181","8,360","6,981","6,138","9,561"
2020년07월_계_0~9세,"7,825",863,586,104,578,"1,191",723,891,213,195,117,262,715,147,246,403,306,285
2020년07월_계_10~19세,"11,246","1,203",695,201,935,"1,654","1,020",867,338,217,232,451,"1,362",246,526,545,381,373
2020년07월_계_20~29세,"23,436","1,625","1,255",340,"1,373","2,489",942,"1,282",493,835,"1,108","1,716","4,464",621,"1,188",960,822,"1,923"
2020년07월_계_30~39세,"20,125","1,726","1,424",371,"1,213","2,242",974,"1,780",580,924,703,"1,267","2,129",524,906,978,850,"1,534"
2020년07월_계_40~49세,"22,569","2,189","1,481",369,"1,644","2,790","1,549","1,845",761,952,620,"1,045","2,294",664,"1,153",986,950,"1,277"
2020년07월_계_50~59세,"25,645","2,004","1,546",426,"1,727","3,317","1,425","1,604",698,"1,376",974,"1,124","2,310","1,157","1,827","1,287","1,152","1,691"
2020년07월_계_60~69세,"19,608","1,372","1,187",408,"1,288","2,449",991,"1,135",590,"1,383",766,929,"1,579",999,"1,330",986,871,"1,345"
2020년07월_계_70~79세,"12,564","1,019",781,287,805,"1,385",651,733,443,842,539,614,"1,254",557,814,542,538,760
2020년07월_계_80~89세,"5,835",509,460,153,393,751,302,318,178,365,199,303,621,212,305,237,224,305
2020년07월_계_90~99세,"1,063",75,86,30,78,160,51,47,36,92,40,48,92,45,52,46,35,50
2020년07월_계_100세 이상,267,19,20,7,11,24,17,15,10,40,9,13,22,9,13,11,9,18
2020년07월_남_총인구수,"73,214","5,886","4,278","1,300","4,762","8,651","4,027","4,887","2,010","4,329","2,880","3,665","8,145","2,810","4,303","3,415","2,993","4,873"
2020년07월_남_연령구간인구수,"73,214","5,886","4,278","1,300","4,762","8,651","4,027","4,887","2,010","4,329","2,880","3,665","8,145","2,810","4,303","3,415","2,993","4,873"
2020년07월_남_0~9세,"3,973",461,286,48,296,619,323,458,107,104,60,135,344,77,141,216,157,141
2020년07월_남_10~19세,"5,668",638,321,117,494,853,478,417,178,118,114,216,693,129,270,266,180,186
2020년07월_남_20~29세,"11,568",797,573,186,708,"1,283",432,600,233,434,570,810,"2,222",341,638,509,423,809
2020년07월_남_30~39세,"10,037",808,624,178,564,"1,050",438,839,276,527,416,601,"1,125",302,542,474,440,833
2020년07월_남_40~49세,"10,989",981,656,179,767,"1,225",743,869,360,578,364,527,"1,104",342,602,480,500,712
2020년07월_남_50~59세,"12,868",942,699,210,778,"1,499",738,766,320,964,556,549,"1,107",654,964,624,565,933
2020년07월_남_60~69세,"9,721",608,550,185,611,"1,166",456,495,271,879,438,445,766,586,657,485,401,722
2020년07월_남_70~79세,"5,595",416,336,132,361,615,262,297,181,502,260,255,502,277,344,248,225,382
2020년07월_남_80~89세,"2,331",204,193,52,158,291,128,127,73,171,84,106,244,81,122,84,86,127
2020년07월_남_90~99세,375,28,35,12,22,42,17,14,7,40,14,18,30,20,21,20,13,22
2020년07월_남_100세 이상,89,3,5,1,3,8,12,5,4,12,4,3,8,1,2,9,3,6
2020년07월_여_총인구수,"76,969","6,718","5,243","1,396","5,283","9,801","4,618","5,630","2,330","2,892","2,427","4,107","8,697","2,371","4,057","3,566","3,145","4,688"
2020년07월_여_연령구간인구수,"76,969","6,718","5,243","1,396","5,283","9,801","4,618","5,630","2,330","2,892","2,427","4,107","8,697","2,371","4,057","3,566","3,145","4,688"
2020년07월_여_0~9세,"3,852",402,300,56,282,572,400,433,106,91,57,127,371,70,105,187,149,144
2020년07월_여_10~19세,"5,578",565,374,84,441,801,542,450,160,99,118,235,669,117,256,279,201,187
2020년07월_여_20~29세,"11,868",828,682,154,665,"1,206",510,682,260,401,538,906,"2,242",280,550,451,399,"1,114"
2020년07월_여_30~39세,"10,088",918,800,193,649,"1,192",536,941,304,397,287,666,"1,004",222,364,504,410,701
2020년07월_여_40~49세,"11,580","1,208",825,190,877,"1,565",806,976,401,374,256,518,"1,190",322,551,506,450,565
2020년07월_여_50~59세,"12,777","1,062",847,216,949,"1,818",687,838,378,412,418,575,"1,203",503,863,663,587,758
2020년07월_여_60~69세,"9,887",764,637,223,677,"1,283",535,640,319,504,328,484,813,413,673,501,470,623
2020년07월_여_70~79세,"6,969",603,445,155,444,770,389,436,262,340,279,359,752,280,470,294,313,378
2020년07월_여_80~89세,"3,504",305,267,101,235,460,174,191,105,194,115,197,377,131,183,153,138,178
2020년07월_여_90~99세,688,47,51,18,56,118,34,33,29,52,26,30,62,25,31,26,22,28
2020년07월_여_100세 이상,178,16,15,6,8,16,5,10,6,28,5,10,14,8,11,2,6,12
2020년08월_계_총인구수,"149,962","12,550","9,484","2,689","10,040","18,443","8,615","10,501","4,331","7,203","5,321","7,725","16,841","5,173","8,339","6,967","6,143","9,597"
2020년08월_계_연령구간인구수,"149,962","12,550","9,484","2,689","10,040","18,443","8,615","10,501","4,331","7,203","5,321","7,725","16,841","5,173","8,339","6,967","6,143","9,597"
2020년08월_계_0~9세,"7,748",847,577,100,565,"1,193",715,891,208,196,117,254,706,146,250,405,307,271
2020년08월_계_10~19세,"11,161","1,188",690,197,936,"1,655","1,010",868,339,209,232,436,"1,363",241,515,540,374,368
2020년08월_계_20~29세,"23,435","1,626","1,234",341,"1,384","2,474",945,"1,273",489,836,"1,114","1,702","4,461",616,"1,183",956,820,"1,981"
2020년08월_계_30~39세,"20,087","1,720","1,434",367,"1,213","2,249",962,"1,768",590,915,702,"1,266","2,112",534,895,983,850,"1,527"
2020년08월_계_40~49세,"22,460","2,183","1,473",369,"1,629","2,776","1,538","1,836",747,958,622,"1,034","2,299",654,"1,138",984,946,"1,274"
2020년08월_계_50~59세,"25,640","1,980","1,536",427,"1,737","3,313","1,427","1,614",701,"1,364",975,"1,128","2,320","1,157","1,835","1,282","1,155","1,689"
2020년08월_계_60~69세,"19,666","1,381","1,191",413,"1,294","2,459",990,"1,136",587,"1,386",767,926,"1,590","1,004","1,333",981,878,"1,350"
2020년08월_계_70~79세,"12,571","1,017",782,286,802,"1,388",653,729,445,844,538,613,"1,249",549,821,545,543,767
2020년08월_계_80~89세,"5,866",515,460,150,391,754,307,324,179,363,205,307,627,218,307,233,225,301
2020년08월_계_90~99세,"1,058",74,87,32,78,158,49,47,36,92,40,45,92,45,49,47,36,51
2020년08월_계_100세 이상,270,19,20,7,11,24,19,15,10,40,9,14,22,9,13,11,9,18
2020년08월_남_총인구수,"73,062","5,851","4,250","1,297","4,766","8,625","4,018","4,885","2,004","4,327","2,888","3,640","8,141","2,801","4,295","3,408","2,990","4,876"
2020년08월_남_연령구간인구수,"73,062","5,851","4,250","1,297","4,766","8,625","4,018","4,885","2,004","4,327","2,888","3,640","8,141","2,801","4,295","3,408","2,990","4,876"
2020년08월_남_0~9세,"3,931",452,281,45,289,618,319,461,106,104,59,132,342,74,143,214,158,134
2020년08월_남_10~19세,"5,618",628,321,118,494,849,473,416,180,118,110,208,695,127,264,262,172,183
2020년08월_남_20~29세,"11,566",800,565,184,719,"1,271",435,602,227,431,578,801,"2,212",341,639,509,422,830
2020년08월_남_30~39세,"10,016",804,622,176,573,"1,055",437,829,279,518,412,600,"1,122",308,531,479,438,833
2020년08월_남_40~49세,"10,937",972,658,179,752,"1,220",738,869,350,588,366,522,"1,111",335,590,477,501,709
2020년08월_남_50~59세,"12,856",930,691,210,786,"1,491",740,771,324,959,558,550,"1,113",652,969,621,564,927
2020년08월_남_60~69세,"9,750",615,543,189,615,"1,169",452,495,270,882,441,445,765,588,669,488,403,721
2020년08월_남_70~79세,"5,579",413,336,132,356,609,265,294,183,503,257,254,500,275,344,245,228,385
2020년08월_남_80~89세,"2,344",206,193,49,157,294,130,130,74,172,89,107,243,80,124,83,88,125
2020년08월_남_90~99세,374,28,35,14,22,41,15,13,7,40,14,18,30,20,20,21,13,23
2020년08월_남_100세 이상,91,3,5,1,3,8,14,5,4,12,4,3,8,1,2,9,3,6
2020년08월_여_총인구수,"76,900","6,699","5,234","1,392","5,274","9,818","4,597","5,616","2,327","2,876","2,433","4,085","8,700","2,372","4,044","3,559","3,153","4,721"
2020년08월_여_연령구간인구수,"76,900","6,699","5,234","1,392","5,274","9,818","4,597","5,616","2,327","2,876","2,433","4,085","8,700","2,372","4,044","3,559","3,153","4,721"
2020년08월_여_0~9세,"3,817",395,296,55,276,575,396,430,102,92,58,122,364,72,107,191,149,137
2020년08월_여_10~19세,"5,543",560,369,79,442,806,537,452,159,91,122,228,668,114,251,278,202,185
2020년08월_여_20~29세,"11,869",826,669,157,665,"1,203",510,671,262,405,536,901,"2,249",275,544,447,398,"1,151"
2020년08월_여_30~39세,"10,071",916,812,191,640,"1,194",525,939,311,397,290,666,990,226,364,504,412,694
2020년08월_여_40~49세,"11,523","1,211",815,190,877,"1,556",800,967,397,370,256,512,"1,188",319,548,507,445,565
2020년08월_여_50~59세,"12,784","1,050",845,217,951,"1,822",687,843,377,405,417,578,"1,207",505,866,661,591,762
2020년08월_여_60~69세,"9,916",766,648,224,679,"1,290",538,641,317,504,326,481,825,416,664,493,475,629
2020년08월_여_70~79세,"6,992",604,446,154,446,779,388,435,262,341,281,359,749,274,477,300,315,382
2020년08월_여_80~89세,"3,522",309,267,101,234,460,177,194,105,191,116,200,384,138,183,150,137,176
2020년08월_여_90~99세,684,46,52,18,56,117,34,34,29,52,26,27,62,25,29,26,23,28
2020년08월_여_100세 이상,179,16,15,6,8,16,5,10,6,28,5,11,14,8,11,2,6,12
2020년09월_계_총인구수,"149,952","12,479","9,568","2,692","10,008","18,431","8,610","10,506","4,328","7,206","5,350","7,674","16,927","5,165","8,345","6,939","6,106","9,618"
2020년09월_계_연령구간인구수,"149,952","12,479","9,568","2,692","10,008","18,431","8,610","10,506","4,328","7,206","5,350","7,674","16,927","5,165","8,345","6,939","6,106","9,618"
2020년09월_계_0~9세,"7,700",843,583,100,555,"1,195",707,882,207,189,119,250,714,139,247,401,298,271
2020년09월_계_10~19세,"11,186","1,172",702,196,932,"1,656","1,018",861,341,207,256,436,"1,375",242,521,536,375,360
2020년09월_계_20~29세,"23,419","1,609","1,240",337,"1,365","2,460",944,"1,271",490,844,"1,118","1,703","4,479",615,"1,171",955,803,"2,015"
2020년09월_계_30~39세,"20,077","1,701","1,447",366,"1,219","2,241",959,"1,764",585,918,712,"1,247","2,114",533,900,976,844,"1,551"
2020년09월_계_40~49세,"22,394","2,167","1,482",374,"1,618","2,789","1,526","1,844",754,948,610,"1,006","2,315",653,"1,129",972,946,"1,261"
2020년09월_계_50~59세,"25,609","1,981","1,562",430,"1,729","3,288","1,429","1,620",703,"1,361",975,"1,118","2,327","1,149","1,836","1,280","1,146","1,675"
2020년09월_계_60~69세,"19,760","1,382","1,199",413,"1,305","2,478",999,"1,138",581,"1,392",770,934,"1,602","1,012","1,346",982,878,"1,349"
2020년09월_계_70~79세,"12,556","1,012",780,283,800,"1,386",650,734,440,852,538,608,"1,249",550,825,545,545,759
2020년09월_계_80~89세,"5,907",520,464,154,396,757,310,326,179,362,203,312,633,217,307,234,225,308
2020년09월_계_90~99세,"1,073",73,89,33,77,158,49,51,38,92,40,46,97,46,50,47,36,51
2020년09월_계_100세 이상,271,19,20,6,12,23,19,15,10,41,9,14,22,9,13,11,10,18
2020년09월_남_총인구수,"73,024","5,815","4,284","1,296","4,760","8,594","4,021","4,876","1,998","4,329","2,904","3,614","8,183","2,798","4,299","3,392","2,972","4,889"
2020년09월_남_연령구간인구수,"73,024","5,815","4,284","1,296","4,760","8,594","4,021","4,876","1,998","4,329","2,904","3,614","8,183","2,798","4,299","3,392","2,972","4,889"
2020년09월_남_0~9세,"3,896",448,290,47,279,612,320,448,106,100,60,126,348,70,143,209,155,135
2020년09월_남_10~19세,"5,621",616,323,116,499,846,474,411,180,108,133,210,697,127,266,263,173,179
2020년09월_남_20~29세,"11,548",794,568,180,710,"1,255",432,601,226,439,579,796,"2,219",345,634,512,409,849
2020년09월_남_30~39세,"10,003",800,624,175,579,"1,042",436,824,276,520,419,596,"1,124",306,529,470,437,846
2020년09월_남_40~49세,"10,905",965,657,181,748,"1,228",728,876,352,583,355,510,"1,121",336,589,472,498,706
2020년09월_남_50~59세,"12,842",928,696,211,784,"1,481",744,773,324,959,553,544,"1,123",644,972,622,565,919
2020년09월_남_60~69세,"9,801",616,553,188,620,"1,180",461,497,268,888,443,449,765,593,675,485,404,716
2020년09월_남_70~79세,"5,569",405,336,133,356,607,265,298,181,506,255,253,500,276,343,246,227,382
2020년09월_남_80~89세,"2,369",213,196,50,158,295,132,128,74,173,89,108,248,80,125,83,88,129
2020년09월_남_90~99세,377,27,36,14,23,40,15,15,7,41,14,19,30,20,21,21,12,22
2020년09월_남_100세 이상,93,3,5,1,4,8,14,5,4,12,4,3,8,1,2,9,4,6
2020년09월_여_총인구수,"76,928","6,664","5,284","1,396","5,248","9,837","4,589","5,630","2,330","2,877","2,446","4,060","8,744","2,367","4,046","3,547","3,134","4,729"
2020년09월_여_연령구간인구수,"76,928","6,664","5,284","1,396","5,248","9,837","4,589","5,630","2,330","2,877","2,446","4,060","8,744","2,367","4,046","3,547","3,134","4,729"
2020년09월_여_0~9세,"3,804",395,293,53,276,583,387,434,101,89,59,124,366,69,104,192,143,136
2020년09월_여_10~19세,"5,565",556,379,80,433,810,544,450,161,99,123,226,678,115,255,273,202,181
2020년09월_여_20~29세,"11,871",815,672,157,655,"1,205",512,670,264,405,539,907,"2,260",270,537,443,394,"1,166"
2020년09월_여_30~39세,"10,074",901,823,191,640,"1,199",523,940,309,398,293,651,990,227,371,506,407,705
2020년09월_여_40~49세,"11,489","1,202",825,193,870,"1,561",798,968,402,365,255,496,"1,194",317,540,500,448,555
2020년09월_여_50~59세,"12,767","1,053",866,219,945,"1,807",685,847,379,402,422,574,"1,204",505,864,658,581,756
2020년09월_여_60~69세,"9,959",766,646,225,685,"1,298",538,641,313,504,327,485,837,419,671,497,474,633
2020년09월_여_70~79세,"6,987",607,444,150,444,779,385,436,259,346,283,355,749,274,482,299,318,377
2020년09월_여_80~89세,"3,538",307,268,104,238,462,178,198,105,189,114,204,385,137,182,151,137,179
2020년09월_여_90~99세,696,46,53,19,54,118,34,36,31,51,26,27,67,26,29,26,24,29
2020년09월_여_100세 이상,178,16,15,5,8,15,5,10,6,29,5,11,14,8,11,2,6,12
2020년10월_계_총인구수,"149,703","12,446","9,538","2,673","10,018","18,422","8,591","10,470","4,319","7,215","5,316","7,642","16,872","5,174","8,335","6,932","6,100","9,640"
2020년10월_계_연령구간인구수,"149,703","12,446","9,538","2,673","10,018","18,422","8,591","10,470","4,319","7,215","5,316","7,642","16,872","5,174","8,335","6,932","6,100","9,640"
2020년10월_계_0~9세,"7,661",841,576,103,557,"1,196",707,874,211,187,121,246,708,135,245,393,292,269
2020년10월_계_10~19세,"11,115","1,159",703,193,932,"1,649","1,020",856,339,207,252,429,"1,359",243,512,542,364,356
2020년10월_계_20~29세,"23,366","1,601","1,234",335,"1,358","2,462",937,"1,259",488,849,"1,102","1,691","4,459",614,"1,174",955,807,"2,041"
2020년10월_계_30~39세,"20,035","1,704","1,436",354,"1,226","2,239",955,"1,749",571,927,712,"1,242","2,105",540,906,967,839,"1,563"
2020년10월_계_40~49세,"22,317","2,150","1,476",380,"1,620","2,783","1,527","1,833",766,954,600,996,"2,309",647,"1,111",962,947,"1,256"
2020년10월_계_50~59세,"25,571","1,984","1,561",423,"1,727","3,290","1,424","1,618",696,"1,357",971,"1,120","2,317","1,143","1,843","1,286","1,134","1,677"
2020년10월_계_60~69세,"19,823","1,385","1,202",413,"1,311","2,482",999,"1,146",573,"1,391",768,940,"1,609","1,023","1,355",988,899,"1,339"
2020년10월_계_70~79세,"12,535","1,005",780,281,806,"1,377",646,740,444,847,532,608,"1,254",549,814,545,546,761
2020년10월_계_80~89세,"5,932",525,459,152,392,761,309,325,183,364,209,312,633,224,312,236,226,310
2020년10월_계_90~99세,"1,076",72,91,33,77,160,48,55,38,91,40,44,98,47,50,46,36,50
2020년10월_계_100세 이상,272,20,20,6,12,23,19,15,10,41,9,14,21,9,13,12,10,18
2020년10월_남_총인구수,"72,847","5,794","4,260","1,293","4,763","8,589","4,005","4,849","1,998","4,335","2,883","3,596","8,141","2,800","4,289","3,392","2,967","4,893"
2020년10월_남_연령구간인구수,"72,847","5,794","4,260","1,293","4,763","8,589","4,005","4,849","1,998","4,335","2,883","3,596","8,141","2,800","4,289","3,392","2,967","4,893"
2020년10월_남_0~9세,"3,875",439,289,47,278,618,323,446,106,101,60,124,344,68,140,208,149,135
2020년10월_남_10~19세,"5,554",610,318,113,504,831,472,400,184,108,128,204,684,129,260,265,169,175
2020년10월_남_20~29세,"11,498",793,563,183,703,"1,258",427,597,225,439,569,781,"2,207",342,638,510,412,851
2020년10월_남_30~39세,"9,957",796,614,171,582,"1,040",435,810,267,518,419,599,"1,118",309,529,467,431,852
2020년10월_남_40~49세,"10,871",960,651,185,750,"1,229",723,870,364,591,349,510,"1,106",331,577,467,499,709
2020년10월_남_50~59세,"12,835",927,698,209,780,"1,480",742,775,319,960,555,544,"1,122",640,978,627,559,920
2020년10월_남_60~69세,"9,847",621,558,189,622,"1,184",459,504,265,890,441,451,768,599,679,488,416,713
2020년10월_남_70~79세,"5,562",399,338,132,360,603,264,299,181,504,253,253,505,277,338,245,231,380
2020년10월_남_80~89세,"2,382",219,190,49,158,297,131,128,76,171,91,109,250,83,127,85,87,131
2020년10월_남_90~99세,373,27,36,14,22,41,15,15,7,41,14,18,30,21,21,20,10,21
2020년10월_남_100세 이상,93,3,5,1,4,8,14,5,4,12,4,3,7,1,2,10,4,6
2020년10월_여_총인구수,"76,856","6,652","5,278","1,380","5,255","9,833","4,586","5,621","2,321","2,880","2,433","4,046","8,731","2,374","4,046","3,540","3,133","4,747"
2020년10월_여_연령구간인구수,"76,856","6,652","5,278","1,380","5,255","9,833","4,586","5,621","2,321","2,880","2,433","4,046","8,731","2,374","4,046","3,540","3,133","4,747"
2020년10월_여_0~9세,"3,786",402,287,56,279,578,384,428,105,86,61,122,364,67,105,185,143,134
2020년10월_여_10~19세,"5,561",549,385,80,428,818,548,456,155,99,124,225,675,114,252,277,195,181
2020년10월_여_20~29세,"11,868",808,671,152,655,"1,204",510,662,263,410,533,910,"2,252",272,536,445,395,"1,190"
2020년10월_여_30~39세,"10,078",908,822,183,644,"1,199",520,939,304,409,293,643,987,231,377,500,408,711
2020년10월_여_40~49세,"11,446","1,190",825,195,870,"1,554",804,963,402,363,251,486,"1,203",316,534,495,448,547
2020년10월_여_50~59세,"12,736","1,057",863,214,947,"1,810",682,843,377,397,416,576,"1,195",503,865,659,575,757
2020년10월_여_60~69세,"9,976",764,644,224,689,"1,298",540,642,308,501,327,489,841,424,676,500,483,626
2020년10월_여_70~79세,"6,973",606,442,149,446,774,382,441,263,343,279,355,749,272,476,300,315,381
2020년10월_여_80~89세,"3,550",306,269,103,234,464,178,197,107,193,118,203,383,141,185,151,139,179
2020년10월_여_90~99세,703,45,55,19,55,119,33,40,31,50,26,26,68,26,29,26,26,29
2020년10월_여_100세 이상,179,17,15,5,8,15,5,10,6,29,5,11,14,8,11,2,6,12
2020년11월_계_총인구수,"149,549","12,440","9,546","2,661","10,020","18,403","8,597","10,483","4,303","7,218","5,284","7,609","16,862","5,153","8,327","6,906","6,066","9,671"
2020년11월_계_연령구간인구수,"149,549","12,440","9,546","2,661","10,020","18,403","8,597","10,483","4,303","7,218","5,284","7,609","16,862","5,153","8,327","6,906","6,066","9,671"
2020년11월_계_0~9세,"7,590",834,582,101,548,"1,189",707,864,202,187,120,239,706,131,245,380,285,270
2020년11월_계_10~19세,"11,066","1,158",700,193,931,"1,633","1,021",866,341,207,244,424,"1,337",245,511,535,362,358
2020년11월_계_20~29세,"23,386","1,605","1,236",329,"1,350","2,454",938,"1,262",494,857,"1,079","1,687","4,491",613,"1,167",961,801,"2,062"
2020년11월_계_30~39세,"19,982","1,697","1,446",359,"1,230","2,238",945,"1,734",564,927,722,"1,240","2,088",538,902,958,828,"1,566"
2020년11월_계_40~49세,"22,245","2,139","1,477",375,"1,623","2,778","1,524","1,846",761,955,588,980,"2,302",648,"1,102",958,940,"1,249"
2020년11월_계_50~59세,"25,511","1,983","1,557",423,"1,725","3,265","1,429","1,615",688,"1,350",981,"1,113","2,312","1,120","1,845","1,285","1,144","1,676"
2020년11월_계_60~69세,"19,938","1,390","1,200",412,"1,322","2,516","1,004","1,161",580,"1,397",757,949,"1,627","1,027","1,370",992,885,"1,349"
2020년11월_계_70~79세,"12,513","1,011",775,284,811,"1,377",646,741,443,838,530,606,"1,249",545,810,541,544,762
2020년11월_계_80~89세,"5,950",527,459,148,389,767,314,325,182,367,214,313,631,228,309,237,230,310
2020년11월_계_90~99세,"1,096",76,94,31,79,163,50,54,38,91,40,44,98,49,53,47,37,52
2020년11월_계_100세 이상,272,20,20,6,12,23,19,15,10,42,9,14,21,9,13,12,10,17
2020년11월_남_총인구수,"72,741","5,791","4,267","1,291","4,765","8,572","4,002","4,862","1,989","4,315","2,866","3,581","8,127","2,788","4,288","3,385","2,950","4,902"
2020년11월_남_연령구간인구수,"72,741","5,791","4,267","1,291","4,765","8,572","4,002","4,862","1,989","4,315","2,866","3,581","8,127","2,788","4,288","3,385","2,950","4,902"
2020년11월_남_0~9세,"3,841",437,291,46,272,614,322,439,101,100,60,122,339,66,143,205,147,137
2020년11월_남_10~19세,"5,528",611,316,113,503,821,470,408,187,109,124,200,672,131,260,259,166,178
2020년11월_남_20~29세,"11,515",798,568,178,696,"1,257",429,605,229,435,556,779,"2,224",340,632,516,413,860
2020년11월_남_30~39세,"9,908",786,617,176,583,"1,034",429,804,263,515,420,602,"1,105",309,526,466,422,851
2020년11월_남_40~49세,"10,827",959,659,183,753,"1,223",718,870,360,592,347,498,"1,101",330,568,464,496,706
2020년11월_남_50~59세,"12,812",925,695,211,781,"1,470",747,779,315,953,557,543,"1,119",630,984,625,564,914
2020년11월_남_60~69세,"9,906",617,557,189,627,"1,203",459,513,267,892,439,454,781,601,688,491,411,717
2020년11월_남_70~79세,"5,538",407,329,133,362,602,264,297,180,493,251,254,500,275,336,245,228,382
2020년11월_남_80~89세,"2,394",220,194,47,161,298,134,127,76,173,94,109,249,83,127,84,89,129
2020년11월_남_90~99세,378,28,36,14,23,42,16,15,7,40,14,17,30,22,22,20,10,22
2020년11월_남_100세 이상,94,3,5,1,4,8,14,5,4,13,4,3,7,1,2,10,4,6
2020년11월_여_총인구수,"76,808","6,649","5,279","1,370","5,255","9,831","4,595","5,621","2,314","2,903","2,418","4,028","8,735","2,365","4,039","3,521","3,116","4,769"
2020년11월_여_연령구간인구수,"76,808","6,649","5,279","1,370","5,255","9,831","4,595","5,621","2,314","2,903","2,418","4,028","8,735","2,365","4,039","3,521","3,116","4,769"
2020년11월_여_0~9세,"3,749",397,291,55,276,575,385,425,101,87,60,117,367,65,102,175,138,133
2020년11월_여_10~19세,"5,538",547,384,80,428,812,551,458,154,98,120,224,665,114,251,276,196,180
2020년11월_여_20~29세,"11,871",807,668,151,654,"1,197",509,657,265,422,523,908,"2,267",273,535,445,388,"1,202"
2020년11월_여_30~39세,"10,074",911,829,183,647,"1,204",516,930,301,412,302,638,983,229,376,492,406,715
2020년11월_여_40~49세,"11,418","1,180",818,192,870,"1,555",806,976,401,363,241,482,"1,201",318,534,494,444,543
2020년11월_여_50~59세,"12,699","1,058",862,212,944,"1,795",682,836,373,397,424,570,"1,193",490,861,660,580,762
2020년11월_여_60~69세,"10,032",773,643,223,695,"1,313",545,648,313,505,318,495,846,426,682,501,474,632
2020년11월_여_70~79세,"6,975",604,446,151,449,775,382,444,263,345,279,352,749,270,474,296,316,380
2020년11월_여_80~89세,"3,556",307,265,101,228,469,180,198,106,194,120,204,382,145,182,153,141,181
2020년11월_여_90~99세,718,48,58,17,56,121,34,39,31,51,26,27,68,27,31,27,27,30
2020년11월_여_100세 이상,178,17,15,5,8,15,5,10,6,29,5,11,14,8,11,2,6,11
2020년12월_계_총인구수,"149,384","12,431","9,526","2,640","10,022","18,391","8,546","10,477","4,325","7,256","5,242","7,588","16,799","5,129","8,318","6,925","6,078","9,691"
2020년12월_계_연령구간인구수,"149,384","12,431","9,526","2,640","10,022","18,391","8,546","10,477","4,325","7,256","5,242","7,588","16,799","5,129","8,318","6,925","6,078","9,691"
