카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2020년12월_계_40~49세,"130,172","11,152","17,484","19,718","2,496","3,379","10,269","4,314","3,280","1,052",531,"10,802","7,453","2,291",491,"14,890","7,285","13,285"
2020년12월_계_50~59세,"117,021","11,185","15,138","17,427","2,286","5,210","9,574","5,745","3,645","1,804",771,"7,459","5,827","3,917",911,"10,089","5,146","10,887"
2020년12월_계_60~69세,"83,184","7,630","10,930","11,824","1,887","4,015","5,734","4,536","2,721","1,941",881,"4,550","3,402","3,532","1,077","6,957","3,366","8,201"
2020년12월_계_70~79세,"44,796","4,778","5,933","6,796",831,"1,960","3,542","2,217","1,730","1,136",476,"2,904","1,883","1,648",489,"3,417","1,433","3,623"
2020년12월_계_80~89세,"18,570","1,937","2,500","2,592",375,950,"1,499",972,750,491,223,"1,100",840,876,225,"1,335",545,"1,360"
2020년12월_계_90~99세,"2,666",295,312,357,58,138,190,103,110,130,39,167,116,133,23,196,86,213
2020년12월_계_100세 이상,223,31,16,33,1,13,4,9,20,10,3,9,4,16,8,15,15,16
2020년12월_남_총인구수,"355,197","30,823","47,002","52,069","7,421","12,634","26,960","14,847","9,893","4,754","2,175","24,792","18,041","9,667","2,613","37,865","17,680","35,961"
2020년12월_남_연령구간인구수,"355,197","30,823","47,002","52,069","7,421","12,634","26,960","14,847","9,893","4,754","2,175","24,792","18,041","9,667","2,613","37,865","17,680","35,961"
2020년12월_남_0~9세,"33,359","2,170","4,332","4,591",837,594,"2,089",878,622,198,103,"2,798","1,666",374,83,"5,206","2,456","4,362"
2020년12월_남_10~19세,"39,721","3,810","5,944","6,008",658,986,"3,375","1,361","1,081",320,118,"3,471","2,590",635,101,"3,996","1,924","3,343"
2020년12월_남_20~29세,"44,355","4,164","5,597","6,397",828,"1,842","3,587","2,209","1,245",477,229,"2,900","2,260","1,390",315,"4,475","1,949","4,491"
2020년12월_남_30~39세,"44,103","2,970","5,166","6,295","1,135","1,260","2,731","1,767",944,411,225,"2,832","2,109","1,202",309,"6,204","2,733","5,810"
2020년12월_남_40~49세,"65,318","5,301","8,799","10,012","1,288","1,801","5,186","2,160","1,638",588,276,"5,207","3,643","1,221",316,"7,602","3,675","6,605"
2020년12월_남_50~59세,"59,769","5,681","8,042","9,014","1,185","2,772","5,039","2,769","1,917",990,423,"3,822","2,992","1,949",518,"4,941","2,517","5,198"
2020년12월_남_60~69세,"40,503","3,643","5,423","5,669",938,"2,120","2,805","2,294","1,318","1,006",458,"2,045","1,619","1,788",636,"3,265","1,548","3,928"
2020년12월_남_70~79세,"20,449","2,231","2,667","3,034",393,879,"1,531","1,024",771,552,242,"1,247",830,766,241,"1,654",662,"1,725"
2020년12월_남_80~89세,"6,954",765,947,960,148,350,569,358,319,182,92,426,302,307,89,488,192,460
2020년12월_남_90~99세,607,80,81,80,10,29,47,24,33,24,6,41,30,30,5,33,19,35
2020년12월_남_100세 이상,59,8,4,9,1,1,1,3,5,6,3,3,0,5,0,1,5,4
2020년12월_여_총인구수,"358,124","31,679","46,124","51,816","7,215","11,696","26,658","14,917","9,873","4,322","2,020","26,088","18,602","9,325","2,007","39,203","18,602","37,977"
2020년12월_여_연령구간인구수,"358,124","31,679","46,124","51,816","7,215","11,696","26,658","14,917","9,873","4,322","2,020","26,088","18,602","9,325","2,007","39,203","18,602","37,977"
2020년12월_여_0~9세,"31,567","1,988","4,033","4,281",789,473,"1,944",889,605,161,95,"2,633","1,613",366,84,"5,017","2,387","4,209"
2020년12월_여_10~19세,"37,547","3,626","5,534","5,489",615,946,"3,250","1,246",898,251,126,"3,250","2,460",565,99,"3,951","1,814","3,427"
2020년12월_여_20~29세,"40,668","3,684","4,959","5,814",754,"1,493","3,110","1,937","1,249",343,175,"2,686","2,213","1,124",216,"4,453","1,892","4,566"
2020년12월_여_30~39세,"45,369","3,082","5,248","6,263","1,086","1,071","2,720","1,581",866,351,200,"3,319","2,207",923,189,"6,867","3,251","6,145"
2020년12월_여_40~49세,"64,854","5,851","8,685","9,706","1,208","1,578","5,083","2,154","1,642",464,255,"5,595","3,810","1,070",175,"7,288","3,610","6,680"
2020년12월_여_50~59세,"57,252","5,504","7,096","8,413","1,101","2,438","4,535","2,976","1,728",814,348,"3,637","2,835","1,968",393,"5,148","2,629","5,689"
2020년12월_여_60~69세,"42,681","3,987","5,507","6,155",949,"1,895","2,929","2,242","1,403",935,423,"2,505","1,783","1,744",441,"3,692","1,818","4,273"
2020년12월_여_70~79세,"24,347","2,547","3,266","3,762",438,"1,081","2,011","1,193",959,584,234,"1,657","1,053",882,248,"1,763",771,"1,898"
2020년12월_여_80~89세,"11,616","1,172","1,553","1,632",227,600,930,614,431,309,131,674,538,569,136,847,353,900
2020년12월_여_90~99세,"2,059",215,231,277,48,109,143,79,77,106,33,126,86,103,18,163,67,178
2020년12월_여_100세 이상,164,23,12,24,0,12,3,6,15,4,0,6,4,11,8,14,10,12
2021년01월_계_총인구수,"714,822","62,433","93,055","104,163","14,730","24,252","53,672","29,751","19,736","9,048","4,204","51,121","36,717","18,981","4,616","77,961","36,306","74,076"
2021년01월_계_연령구간인구수,"714,822","62,433","93,055","104,163","14,730","24,252","53,672","29,751","19,736","9,048","4,204","51,121","36,717","18,981","4,616","77,961","36,306","74,076"
2021년01월_계_0~9세,"64,619","4,096","8,272","8,846","1,630","1,053","3,988","1,737","1,213",350,195,"5,420","3,264",726,168,"10,289","4,832","8,540"
2021년01월_계_10~19세,"77,390","7,425","11,442","11,515","1,289","1,910","6,604","2,582","1,948",549,253,"6,749","5,028","1,193",198,"8,147","3,767","6,791"
2021년01월_계_20~29세,"85,165","7,853","10,558","12,243","1,586","3,315","6,742","4,145","2,505",817,405,"5,625","4,502","2,512",525,"8,945","3,841","9,046"
2021년01월_계_30~39세,"89,274","6,031","10,342","12,497","2,225","2,335","5,421","3,345","1,796",758,423,"6,158","4,332","2,115",499,"13,139","5,916","11,942"
2021년01월_계_40~49세,"130,410","11,102","17,432","19,760","2,508","3,351","10,251","4,287","3,282","1,051",530,"10,841","7,430","2,287",485,"15,185","7,311","13,317"
2021년01월_계_50~59세,"117,419","11,177","15,174","17,531","2,310","5,184","9,619","5,752","3,621","1,798",776,"7,530","5,869","3,897",906,"10,212","5,147","10,916"
2021년01월_계_60~69세,"83,886","7,682","11,037","11,907","1,893","4,040","5,785","4,574","2,752","1,955",877,"4,597","3,430","3,575","1,084","7,003","3,413","8,282"
2021년01월_계_70~79세,"45,017","4,798","5,949","6,834",851,"1,972","3,543","2,235","1,729","1,130",481,"2,909","1,897","1,647",495,"3,475","1,425","3,647"
2021년01월_계_80~89세,"18,728","1,942","2,521","2,634",378,942,"1,522",979,761,498,223,"1,111",845,878,224,"1,350",553,"1,367"
2021년01월_계_90~99세,"2,689",296,312,363,59,137,192,106,108,132,38,172,117,135,24,200,86,212
2021년01월_계_100세 이상,225,31,16,33,1,13,5,9,21,10,3,9,3,16,8,16,15,16
2021년01월_남_총인구수,"355,980","30,793","46,964","52,207","7,466","12,589","27,010","14,838","9,881","4,741","2,177","24,919","18,058","9,677","2,614","38,313","17,689","36,044"
2021년01월_남_연령구간인구수,"355,980","30,793","46,964","52,207","7,466","12,589","27,010","14,838","9,881","4,741","2,177","24,919","18,058","9,677","2,614","38,313","17,689","36,044"
2021년01월_남_0~9세,"33,225","2,138","4,283","4,576",840,587,"2,071",862,623,193,101,"2,804","1,648",372,83,"5,233","2,460","4,351"
2021년01월_남_10~19세,"39,755","3,802","5,919","6,012",673,973,"3,370","1,353","1,059",309,125,"3,470","2,582",631,101,"4,096","1,928","3,352"
2021년01월_남_20~29세,"44,447","4,154","5,594","6,426",827,"1,827","3,620","2,203","1,254",473,231,"2,927","2,273","1,397",314,"4,487","1,947","4,493"
2021년01월_남_30~39세,"44,020","2,969","5,136","6,258","1,130","1,264","2,733","1,775",936,412,223,"2,841","2,114","1,198",308,"6,245","2,693","5,785"
2021년01월_남_40~49세,"65,418","5,288","8,765","10,033","1,290","1,791","5,149","2,147","1,644",585,274,"5,233","3,622","1,210",316,"7,744","3,697","6,630"
2021년01월_남_50~59세,"59,953","5,667","8,059","9,062","1,197","2,749","5,080","2,760","1,891",988,421,"3,842","3,015","1,944",510,"5,035","2,513","5,220"
2021년01월_남_60~69세,"40,919","3,675","5,487","5,725",946,"2,139","2,831","2,321","1,339","1,016",458,"2,072","1,634","1,816",643,"3,264","1,575","3,978"
2021년01월_남_70~79세,"20,521","2,235","2,673","3,039",402,882,"1,533","1,030",769,548,243,"1,250",832,766,244,"1,684",657,"1,734"
2021년01월_남_80~89세,"7,044",776,960,984,151,348,574,358,328,186,92,435,310,305,89,492,195,461
2021년01월_남_90~99세,617,81,84,83,9,28,47,26,33,25,6,42,28,32,6,32,19,36
2021년01월_남_100세 이상,61,8,4,9,1,1,2,3,5,6,3,3,0,6,0,1,5,4
2021년01월_여_총인구수,"358,842","31,640","46,091","51,956","7,264","11,663","26,662","14,913","9,855","4,307","2,027","26,202","18,659","9,304","2,002","39,648","18,617","38,032"
2021년01월_여_연령구간인구수,"358,842","31,640","46,091","51,956","7,264","11,663","26,662","14,913","9,855","4,307","2,027","26,202","18,659","9,304","2,002","39,648","18,617","38,032"
2021년01월_여_0~9세,"31,394","1,958","3,989","4,270",790,466,"1,917",875,590,157,94,"2,616","1,616",354,85,"5,056","2,372","4,189"
2021년01월_여_10~19세,"37,635","3,623","5,523","5,503",616,937,"3,234","1,229",889,240,128,"3,279","2,446",562,97,"4,051","1,839","3,439"
2021년01월_여_20~29세,"40,718","3,699","4,964","5,817",759,"1,488","3,122","1,942","1,251",344,174,"2,698","2,229","1,115",211,"4,458","1,894","4,553"
2021년01월_여_30~39세,"45,254","3,062","5,206","6,239","1,095","1,071","2,688","1,570",860,346,200,"3,317","2,218",917,191,"6,894","3,223","6,157"
2021년01월_여_40~49세,"64,992","5,814","8,667","9,727","1,218","1,560","5,102","2,140","1,638",466,256,"5,608","3,808","1,077",169,"7,441","3,614","6,687"
2021년01월_여_50~59세,"57,466","5,510","7,115","8,469","1,113","2,435","4,539","2,992","1,730",810,355,"3,688","2,854","1,953",396,"5,177","2,634","5,696"
2021년01월_여_60~69세,"42,967","4,007","5,550","6,182",947,"1,901","2,954","2,253","1,413",939,419,"2,525","1,796","1,759",441,"3,739","1,838","4,304"
2021년01월_여_70~79세,"24,496","2,563","3,276","3,795",449,"1,090","2,010","1,205",960,582,238,"1,659","1,065",881,251,"1,791",768,"1,913"
2021년01월_여_80~89세,"11,684","1,166","1,561","1,650",227,594,948,621,433,312,131,676,535,573,135,858,358,906
2021년01월_여_90~99세,"2,072",215,228,280,50,109,145,80,75,107,32,130,89,103,18,168,67,176
2021년01월_여_100세 이상,164,23,12,24,0,12,3,6,16,4,0,6,3,10,8,15,10,12
2021년02월_계_총인구수,"718,434","62,121","93,083","104,100","14,744","24,171","53,597","29,731","19,772","9,022","4,225","54,218","36,614","18,908","4,563","79,243","36,203","74,119"
2021년02월_계_연령구간인구수,"718,434","62,121","93,083","104,100","14,744","24,171","53,597","29,731","19,772","9,022","4,225","54,218","36,614","18,908","4,563","79,243","36,203","74,119"
2021년02월_계_0~9세,"64,909","4,017","8,197","8,729","1,620","1,024","3,943","1,733","1,208",345,201,"6,058","3,239",707,160,"10,495","4,766","8,467"
2021년02월_계_10~19세,"77,651","7,352","11,437","11,507","1,313","1,880","6,579","2,571","1,943",537,256,"7,033","4,956","1,189",189,"8,299","3,789","6,821"
2021년02월_계_20~29세,"85,255","7,789","10,600","12,226","1,569","3,309","6,732","4,116","2,506",806,405,"5,797","4,538","2,479",522,"9,056","3,819","8,986"
2021년02월_계_30~39세,"89,494","5,980","10,239","12,364","2,197","2,312","5,384","3,340","1,810",759,427,"6,909","4,285","2,088",492,"13,240","5,793","11,875"
2021년02월_계_40~49세,"131,180","11,015","17,425","19,752","2,526","3,306","10,200","4,268","3,266","1,045",526,"11,429","7,373","2,277",475,"15,583","7,329","13,385"
2021년02월_계_50~59세,"118,134","11,160","15,220","17,584","2,324","5,191","9,650","5,735","3,639","1,787",784,"7,864","5,884","3,883",891,"10,391","5,177","10,970"
2021년02월_계_60~69세,"84,710","7,742","11,114","12,043","1,906","4,064","5,822","4,611","2,765","1,958",879,"4,806","3,458","3,604","1,080","7,083","3,441","8,334"
2021년02월_계_70~79세,"45,143","4,768","5,962","6,814",850,"1,979","3,543","2,246","1,733","1,129",480,"2,994","1,899","1,653",497,"3,486","1,435","3,675"
2021년02월_계_80~89세,"19,011","1,970","2,563","2,674",381,953,"1,543",994,777,511,226,"1,139",864,876,226,"1,387",552,"1,375"
2021년02월_계_90~99세,"2,719",296,309,374,57,140,196,108,105,135,38,179,115,136,23,207,87,214
2021년02월_계_100세 이상,228,32,17,33,1,13,5,9,20,10,3,10,3,16,8,16,15,17
2021년02월_남_총인구수,"357,710","30,628","46,978","52,149","7,484","12,555","26,968","14,810","9,891","4,717","2,183","26,458","18,012","9,650","2,582","38,937","17,638","36,070"
2021년02월_남_연령구간인구수,"357,710","30,628","46,978","52,149","7,484","12,555","26,968","14,810","9,891","4,717","2,183","26,458","18,012","9,650","2,582","38,937","17,638","36,070"
2021년02월_남_0~9세,"33,395","2,097","4,250","4,518",828,571,"2,055",863,620,186,103,"3,139","1,628",367,80,"5,336","2,437","4,317"
2021년02월_남_10~19세,"39,894","3,756","5,929","6,001",691,955,"3,356","1,342","1,051",301,126,"3,608","2,558",630,94,"4,176","1,950","3,370"
2021년02월_남_20~29세,"44,447","4,125","5,602","6,417",826,"1,826","3,609","2,183","1,251",469,229,"3,006","2,288","1,379",311,"4,530","1,922","4,474"
2021년02월_남_30~39세,"44,136","2,952","5,100","6,181","1,106","1,264","2,732","1,764",946,412,221,"3,209","2,109","1,192",302,"6,283","2,635","5,728"
2021년02월_남_40~49세,"65,789","5,241","8,751","10,023","1,311","1,769","5,099","2,133","1,641",580,277,"5,535","3,579","1,203",308,"7,956","3,695","6,688"
2021년02월_남_50~59세,"60,325","5,647","8,088","9,097","1,202","2,750","5,104","2,761","1,889",983,424,"4,003","3,024","1,939",502,"5,132","2,534","5,246"
2021년02월_남_60~69세,"41,281","3,711","5,519","5,788",954,"2,148","2,846","2,333","1,347","1,015",458,"2,168","1,646","1,826",646,"3,303","1,588","3,985"
2021년02월_남_70~79세,"20,592","2,217","2,674","3,026",404,889,"1,537","1,037",776,550,243,"1,298",834,770,243,"1,678",657,"1,759"
2021년02월_남_80~89세,"7,168",793,979,"1,003",152,354,582,363,332,189,93,448,317,306,90,509,196,462
2021년02월_남_90~99세,621,81,81,86,9,28,46,28,33,26,6,41,29,32,6,33,19,37
2021년02월_남_100세 이상,62,8,5,9,1,1,2,3,5,6,3,3,0,6,0,1,5,4
2021년02월_여_총인구수,"360,724","31,493","46,105","51,951","7,260","11,616","26,629","14,921","9,881","4,305","2,042","27,760","18,602","9,258","1,981","40,306","18,565","38,049"
2021년02월_여_연령구간인구수,"360,724","31,493","46,105","51,951","7,260","11,616","26,629","14,921","9,881","4,305","2,042","27,760","18,602","9,258","1,981","40,306","18,565","38,049"
2021년02월_여_0~9세,"31,514","1,920","3,947","4,211",792,453,"1,888",870,588,159,98,"2,919","1,611",340,80,"5,159","2,329","4,150"
2021년02월_여_10~19세,"37,757","3,596","5,508","5,506",622,925,"3,223","1,229",892,236,130,"3,425","2,398",559,95,"4,123","1,839","3,451"
2021년02월_여_20~29세,"40,808","3,664","4,998","5,809",743,"1,483","3,123","1,933","1,255",337,176,"2,791","2,250","1,100",211,"4,526","1,897","4,512"
2021년02월_여_30~39세,"45,358","3,028","5,139","6,183","1,091","1,048","2,652","1,576",864,347,206,"3,700","2,176",896,190,"6,957","3,158","6,147"
2021년02월_여_40~49세,"65,391","5,774","8,674","9,729","1,215","1,537","5,101","2,135","1,625",465,249,"5,894","3,794","1,074",167,"7,627","3,634","6,697"
2021년02월_여_50~59세,"57,809","5,513","7,132","8,487","1,122","2,441","4,546","2,974","1,750",804,360,"3,861","2,860","1,944",389,"5,259","2,643","5,724"
2021년02월_여_60~69세,"43,429","4,031","5,595","6,255",952,"1,916","2,976","2,278","1,418",943,421,"2,638","1,812","1,778",434,"3,780","1,853","4,349"
2021년02월_여_70~79세,"24,551","2,551","3,288","3,788",446,"1,090","2,006","1,209",957,579,237,"1,696","1,065",883,254,"1,808",778,"1,916"
2021년02월_여_80~89세,"11,843","1,177","1,584","1,671",229,599,961,631,445,322,133,691,547,570,136,878,356,913
2021년02월_여_90~99세,"2,098",215,228,288,48,112,150,80,72,109,32,138,86,104,17,174,68,177
2021년02월_여_100세 이상,166,24,12,24,0,12,3,6,15,4,0,7,3,10,8,15,10,13
2021년03월_계_총인구수,"720,282","61,734","92,897","104,062","14,813","24,044","53,525","29,517","19,740","8,973","4,181","56,075","36,571","18,744","4,509","80,129","36,061","74,707"
2021년03월_계_연령구간인구수,"720,282","61,734","92,897","104,062","14,813","24,044","53,525","29,517","19,740","8,973","4,181","56,075","36,571","18,744","4,509","80,129","36,061","74,707"
2021년03월_계_0~9세,"64,864","3,966","8,138","8,651","1,624",993,"3,899","1,713","1,200",334,196,"6,271","3,222",699,158,"10,533","4,766","8,501"
2021년03월_계_10~19세,"77,688","7,313","11,381","11,473","1,321","1,876","6,577","2,554","1,925",529,244,"7,113","4,935","1,180",187,"8,423","3,765","6,892"
2021년03월_계_20~29세,"85,568","7,757","10,628","12,252","1,602","3,263","6,729","4,055","2,510",812,408,"6,001","4,560","2,452",519,"9,204","3,799","9,017"
2021년03월_계_30~39세,"89,817","5,928","10,141","12,286","2,182","2,305","5,363","3,313","1,803",742,423,"7,345","4,276","2,081",482,"13,396","5,744","12,007"
2021년03월_계_40~49세,"131,124","10,897","17,299","19,687","2,540","3,266","10,131","4,238","3,251","1,037",505,"11,728","7,346","2,241",468,"15,730","7,304","13,456"
2021년03월_계_50~59세,"118,456","11,122","15,215","17,631","2,329","5,131","9,672","5,676","3,628","1,779",780,"8,140","5,868","3,839",892,"10,542","5,157","11,055"
2021년03월_계_60~69세,"85,661","7,746","11,217","12,180","1,925","4,132","5,873","4,625","2,787","1,957",876,"5,050","3,490","3,618","1,071","7,188","3,468","8,458"
2021년03월_계_70~79세,"45,120","4,742","5,965","6,831",847,"1,971","3,516","2,234","1,729","1,129",482,"3,065","1,900","1,633",480,"3,503","1,414","3,679"
2021년03월_계_80~89세,"19,150","1,968","2,584","2,687",384,968,"1,565",989,782,517,226,"1,163",864,870,226,"1,401",553,"1,403"
2021년03월_계_90~99세,"2,702",283,317,371,58,136,196,111,105,130,38,191,108,126,22,201,88,221
2021년03월_계_100세 이상,132,12,12,13,1,3,4,9,20,7,3,8,2,5,4,8,3,18
2021년03월_남_총인구수,"358,682","30,474","46,857","52,120","7,514","12,487","26,946","14,712","9,866","4,696","2,165","27,353","18,004","9,582","2,564","39,391","17,590","36,361"
2021년03월_남_연령구간인구수,"358,682","30,474","46,857","52,120","7,514","12,487","26,946","14,712","9,866","4,696","2,165","27,353","18,004","9,582","2,564","39,391","17,590","36,361"
2021년03월_남_0~9세,"33,388","2,070","4,228","4,487",828,554,"2,033",852,613,184,99,"3,241","1,630",359,77,"5,368","2,437","4,328"
2021년03월_남_10~19세,"39,900","3,752","5,885","5,986",698,949,"3,362","1,332","1,041",297,118,"3,664","2,534",624,93,"4,227","1,937","3,401"
2021년03월_남_20~29세,"44,587","4,116","5,625","6,421",847,"1,808","3,611","2,153","1,258",471,228,"3,092","2,304","1,364",311,"4,581","1,912","4,485"
2021년03월_남_30~39세,"44,317","2,935","5,035","6,126","1,096","1,264","2,718","1,756",935,407,222,"3,427","2,111","1,191",298,"6,371","2,620","5,805"
2021년03월_남_40~49세,"65,762","5,174","8,681","9,992","1,323","1,744","5,050","2,126","1,637",570,269,"5,676","3,578","1,188",299,"8,046","3,686","6,723"
2021년03월_남_50~59세,"60,460","5,618","8,084","9,112","1,192","2,712","5,134","2,719","1,884",982,426,"4,141","3,009","1,924",508,"5,211","2,522","5,282"
2021년03월_남_60~69세,"41,783","3,725","5,579","5,863",966,"2,181","2,879","2,340","1,351","1,020",457,"2,281","1,660","1,834",642,"3,353","1,601","4,051"
2021년03월_남_70~79세,"20,602","2,210","2,676","3,024",401,890,"1,522","1,037",777,551,245,"1,331",836,766,236,"1,685",651,"1,764"
2021년03월_남_80~89세,"7,230",794,979,"1,015",153,359,591,364,331,190,92,455,316,302,93,516,204,476
2021년03월_남_90~99세,623,77,84,91,9,26,45,30,34,22,6,44,26,29,7,32,19,42
2021년03월_남_100세 이상,30,3,1,3,1,0,1,3,5,2,3,1,0,1,0,1,1,4
2021년03월_여_총인구수,"361,600","31,260","46,040","51,942","7,299","11,557","26,579","14,805","9,874","4,277","2,016","28,722","18,567","9,162","1,945","40,738","18,471","38,346"
2021년03월_여_연령구간인구수,"361,600","31,260","46,040","51,942","7,299","11,557","26,579","14,805","9,874","4,277","2,016","28,722","18,567","9,162","1,945","40,738","18,471","38,346"
2021년03월_여_0~9세,"31,476","1,896","3,910","4,164",796,439,"1,866",861,587,150,97,"3,030","1,592",340,81,"5,165","2,329","4,173"
2021년03월_여_10~19세,"37,788","3,561","5,496","5,487",623,927,"3,215","1,222",884,232,126,"3,449","2,401",556,94,"4,196","1,828","3,491"
2021년03월_여_20~29세,"40,981","3,641","5,003","5,831",755,"1,455","3,118","1,902","1,252",341,180,"2,909","2,256","1,088",208,"4,623","1,887","4,532"
2021년03월_여_30~39세,"45,500","2,993","5,106","6,160","1,086","1,041","2,645","1,557",868,335,201,"3,918","2,165",890,184,"7,025","3,124","6,202"
2021년03월_여_40~49세,"65,362","5,723","8,618","9,695","1,217","1,522","5,081","2,112","1,614",467,236,"6,052","3,768","1,053",169,"7,684","3,618","6,733"
2021년03월_여_50~59세,"57,996","5,504","7,131","8,519","1,137","2,419","4,538","2,957","1,744",797,354,"3,999","2,859","1,915",384,"5,331","2,635","5,773"
2021년03월_여_60~69세,"43,878","4,021","5,638","6,317",959,"1,951","2,994","2,285","1,436",937,419,"2,769","1,830","1,784",429,"3,835","1,867","4,407"
2021년03월_여_70~79세,"24,518","2,532","3,289","3,807",446,"1,081","1,994","1,197",952,578,237,"1,734","1,064",867,244,"1,818",763,"1,915"
2021년03월_여_80~89세,"11,920","1,174","1,605","1,672",231,609,974,625,451,327,134,708,548,568,133,885,349,927
2021년03월_여_90~99세,"2,079",206,233,280,49,110,151,81,71,108,32,147,82,97,15,169,69,179
2021년03월_여_100세 이상,102,9,11,10,0,3,3,6,15,5,0,7,2,4,4,7,2,14
2021년04월_계_총인구수,"721,767","61,583","92,910","104,133","14,853","24,007","53,511","29,466","19,723","8,969","4,184","56,844","36,643","18,751","4,526","80,444","35,993","75,227"
2021년04월_계_연령구간인구수,"721,767","61,583","92,910","104,133","14,853","24,007","53,511","29,466","19,723","8,969","4,184","56,844","36,643","18,751","4,526","80,444","35,993","75,227"
2021년04월_계_0~9세,"64,690","3,918","8,062","8,631","1,635",983,"3,874","1,702","1,198",338,200,"6,301","3,224",690,154,"10,531","4,747","8,502"
2021년04월_계_10~19세,"77,742","7,275","11,391","11,480","1,330","1,852","6,555","2,541","1,909",533,239,"7,156","4,905","1,173",193,"8,467","3,782","6,961"
2021년04월_계_20~29세,"85,727","7,738","10,638","12,218","1,609","3,235","6,738","4,033","2,528",808,408,"6,125","4,596","2,455",522,"9,241","3,771","9,064"
2021년04월_계_30~39세,"89,842","5,906","10,081","12,223","2,176","2,321","5,370","3,303","1,790",741,417,"7,494","4,320","2,070",478,"13,390","5,646","12,116"
2021년04월_계_40~49세,"131,232","10,832","17,254","19,696","2,546","3,253","10,076","4,231","3,229","1,036",507,"11,850","7,307","2,230",471,"15,848","7,321","13,545"
2021년04월_계_50~59세,"118,804","11,099","15,277","17,671","2,314","5,111","9,684","5,644","3,639","1,783",778,"8,266","5,896","3,853",896,"10,604","5,177","11,112"
2021년04월_계_60~69세,"86,377","7,799","11,308","12,254","1,951","4,159","5,928","4,674","2,791","1,962",885,"5,173","3,503","3,649","1,077","7,237","3,478","8,549"
2021년04월_계_70~79세,"45,207","4,726","5,976","6,848",837,"1,985","3,520","2,230","1,726","1,117",477,"3,090","1,908","1,639",482,"3,513","1,418","3,715"
2021년04월_계_80~89세,"19,294","1,990","2,595","2,732",389,969,"1,569",988,790,518,231,"1,185",872,856,226,"1,401",560,"1,423"
2021년04월_계_90~99세,"2,722",288,316,366,65,136,193,112,103,126,39,195,110,131,24,205,90,223
2021년04월_계_100세 이상,130,12,12,14,1,3,4,8,20,7,3,9,2,5,3,7,3,17
2021년04월_남_총인구수,"359,354","30,398","46,860","52,149","7,518","12,469","26,943","14,707","9,855","4,714","2,170","27,728","18,031","9,576","2,564","39,530","17,546","36,596"
2021년04월_남_연령구간인구수,"359,354","30,398","46,860","52,149","7,518","12,469","26,943","14,707","9,855","4,714","2,170","27,728","18,031","9,576","2,564","39,530","17,546","36,596"
2021년04월_남_0~9세,"33,311","2,048","4,196","4,478",837,551,"2,018",843,616,188,102,"3,266","1,634",351,75,"5,362","2,421","4,325"
2021년04월_남_10~19세,"39,893","3,729","5,879","5,986",698,933,"3,355","1,330","1,031",300,116,"3,681","2,522",617,97,"4,237","1,947","3,435"
2021년04월_남_20~29세,"44,665","4,110","5,626","6,404",845,"1,794","3,613","2,148","1,268",472,230,"3,168","2,309","1,371",307,"4,602","1,893","4,505"
2021년04월_남_30~39세,"44,347","2,930","5,005","6,093","1,089","1,271","2,722","1,756",930,412,219,"3,515","2,127","1,180",296,"6,383","2,576","5,843"
2021년04월_남_40~49세,"65,776","5,131","8,662","9,997","1,329","1,743","5,022","2,123","1,623",572,266,"5,723","3,557","1,185",298,"8,090","3,688","6,767"
2021년04월_남_50~59세,"60,689","5,609","8,106","9,149","1,181","2,700","5,152","2,722","1,893",982,426,"4,199","3,028","1,934",511,"5,249","2,541","5,307"
2021년04월_남_60~69세,"42,066","3,744","5,630","5,890",979,"2,194","2,893","2,354","1,350","1,025",464,"2,332","1,665","1,846",640,"3,363","1,604","4,093"
2021년04월_남_70~79세,"20,653","2,207","2,682","3,027",397,898,"1,526","1,040",771,550,241,"1,336",843,767,241,"1,693",650,"1,784"
2021년04월_남_80~89세,"7,300",808,989,"1,033",151,359,597,360,335,190,97,462,319,296,92,516,205,491
2021년04월_남_90~99세,625,79,84,89,11,26,44,29,33,21,6,45,27,28,7,34,20,42
2021년04월_남_100세 이상,29,3,1,3,1,0,1,2,5,2,3,1,0,1,0,1,1,4
2021년04월_여_총인구수,"362,413","31,185","46,050","51,984","7,335","11,538","26,568","14,759","9,868","4,255","2,014","29,116","18,612","9,175","1,962","40,914","18,447","38,631"
2021년04월_여_연령구간인구수,"362,413","31,185","46,050","51,984","7,335","11,538","26,568","14,759","9,868","4,255","2,014","29,116","18,612","9,175","1,962","40,914","18,447","38,631"
2021년04월_여_0~9세,"31,379","1,870","3,866","4,153",798,432,"1,856",859,582,150,98,"3,035","1,590",339,79,"5,169","2,326","4,177"
2021년04월_여_10~19세,"37,849","3,546","5,512","5,494",632,919,"3,200","1,211",878,233,123,"3,475","2,383",556,96,"4,230","1,835","3,526"
2021년04월_여_20~29세,"41,062","3,628","5,012","5,814",764,"1,441","3,125","1,885","1,260",336,178,"2,957","2,287","1,084",215,"4,639","1,878","4,559"
