카테고리,전라남도 무안군,전라남도 무안군 무안읍,전라남도 무안군 일로읍,전라남도 무안군 삼향읍,전라남도 무안군 삼향읍남악출장소,전라남도 무안군 몽탄면,전라남도 무안군 청계면,전라남도 무안군 현경면,전라남도 무안군 망운면,전라남도 무안군 해제면,전라남도 무안군 운남면
2020년09월_계_10~19세,"9,101","1,127",892,318,"5,401",147,455,220,89,273,179
2020년09월_계_20~29세,"8,575","1,301",827,506,"3,906",231,708,326,158,370,242
2020년09월_계_30~39세,"9,904",972,"1,474",357,"5,705",150,456,256,133,238,163
2020년09월_계_40~49세,"13,258","1,532","1,527",603,"7,163",266,715,449,208,508,287
2020년09월_계_50~59세,"12,688","1,846","1,464","1,166","3,745",600,"1,150",907,352,868,590
2020년09월_계_60~69세,"10,651","1,551","1,387","1,148","1,573",595,"1,231",997,482,"1,045",642
2020년09월_계_70~79세,"7,885","1,066","1,120",816,646,587,885,907,364,985,509
2020년09월_계_80~89세,"4,159",484,610,426,263,435,515,478,148,545,255
2020년09월_계_90~99세,593,54,90,73,35,56,79,76,36,69,25
2020년09월_계_100세 이상,36,0,2,6,2,1,16,1,3,2,3
2020년09월_남_총인구수,"42,377","5,305","5,388","2,932","16,383","1,543","3,298","2,385","1,052","2,543","1,548"
2020년09월_남_연령구간인구수,"42,377","5,305","5,388","2,932","16,383","1,543","3,298","2,385","1,052","2,543","1,548"
2020년09월_남_0~9세,"3,897",376,675,91,"2,415",18,110,67,35,71,39
2020년09월_남_10~19세,"4,646",593,451,152,"2,771",81,226,97,46,141,88
2020년09월_남_20~29세,"4,601",736,449,287,"1,925",134,418,186,89,243,134
2020년09월_남_30~39세,"5,061",509,760,211,"2,713",106,261,166,85,141,109
2020년09월_남_40~49세,"7,026",774,871,360,"3,498",164,425,304,132,317,181
2020년09월_남_50~59세,"6,957",972,814,681,"1,971",349,639,511,190,478,352
2020년09월_남_60~69세,"5,328",743,671,620,740,300,652,498,250,518,336
2020년09월_남_70~79세,"3,510",444,508,394,275,260,395,392,162,453,227
2020년09월_남_80~89세,"1,251",149,171,126,71,119,162,150,57,172,74
2020년09월_남_90~99세,96,9,18,9,3,12,10,14,6,9,6
2020년09월_남_100세 이상,4,0,0,1,1,0,0,0,0,0,2
2020년09월_여_총인구수,"42,056","5,354","5,274","2,671","16,811","1,571","3,118","2,352",981,"2,488","1,436"
2020년09월_여_연령구간인구수,"42,056","5,354","5,274","2,671","16,811","1,571","3,118","2,352",981,"2,488","1,436"
2020년09월_여_0~9세,"3,686",350,594,93,"2,340",28,96,53,25,57,50
2020년09월_여_10~19세,"4,455",534,441,166,"2,630",66,229,123,43,132,91
2020년09월_여_20~29세,"3,974",565,378,219,"1,981",97,290,140,69,127,108
2020년09월_여_30~39세,"4,843",463,714,146,"2,992",44,195,90,48,97,54
2020년09월_여_40~49세,"6,232",758,656,243,"3,665",102,290,145,76,191,106
2020년09월_여_50~59세,"5,731",874,650,485,"1,774",251,511,396,162,390,238
2020년09월_여_60~69세,"5,323",808,716,528,833,295,579,499,232,527,306
2020년09월_여_70~79세,"4,375",622,612,422,371,327,490,515,202,532,282
2020년09월_여_80~89세,"2,908",335,439,300,192,316,353,328,91,373,181
2020년09월_여_90~99세,497,45,72,64,32,44,69,62,30,60,19
2020년09월_여_100세 이상,32,0,2,5,1,1,16,1,3,2,1
2020년10월_계_총인구수,"84,944","10,668","11,483","5,595","32,929","3,100","6,388","4,727","2,031","5,029","2,994"
2020년10월_계_연령구간인구수,"84,944","10,668","11,483","5,595","32,929","3,100","6,388","4,727","2,031","5,029","2,994"
2020년10월_계_0~9세,"7,626",723,"1,445",176,"4,636",43,204,118,63,129,89
2020년10월_계_10~19세,"9,160","1,126","1,031",317,"5,345",145,443,218,88,268,179
2020년10월_계_20~29세,"8,678","1,306",894,506,"3,923",231,709,328,159,375,247
2020년10월_계_30~39세,"9,968",958,"1,666",352,"5,609",146,455,253,133,236,160
2020년10월_계_40~49세,"13,323","1,538","1,653",604,"7,127",261,709,441,205,500,285
2020년10월_계_50~59세,"12,739","1,847","1,532","1,160","3,747",594,"1,144",904,352,868,591
2020년10월_계_60~69세,"10,745","1,564","1,417","1,163","1,594",603,"1,226","1,005",480,"1,046",647
2020년10월_계_70~79세,"7,890","1,064","1,129",813,647,585,890,908,364,979,511
2020년10월_계_80~89세,"4,182",487,624,426,264,434,512,472,148,558,257
2020년10월_계_90~99세,596,55,90,72,35,56,80,79,36,68,25
2020년10월_계_100세 이상,37,0,2,6,2,2,16,1,3,2,3
2020년10월_남_총인구수,"42,640","5,323","5,771","2,927","16,274","1,539","3,286","2,380","1,048","2,542","1,550"
2020년10월_남_연령구간인구수,"42,640","5,323","5,771","2,927","16,274","1,539","3,286","2,380","1,048","2,542","1,550"
2020년10월_남_0~9세,"3,931",375,759,87,"2,368",18,109,67,37,71,40
2020년10월_남_10~19세,"4,663",594,510,152,"2,746",80,217,95,45,137,87
2020년10월_남_20~29세,"4,663",742,487,287,"1,925",136,425,188,89,246,138
2020년10월_남_30~39세,"5,088",501,853,206,"2,675",102,262,163,83,137,106
2020년10월_남_40~49세,"7,052",781,927,358,"3,485",163,417,298,131,312,180
2020년10월_남_50~59세,"6,989",975,849,680,"1,968",346,639,510,190,481,351
2020년10월_남_60~69세,"5,383",752,682,629,758,305,648,502,249,521,337
2020년10월_남_70~79세,"3,515",443,512,392,275,259,397,395,162,452,228
2020년10월_남_80~89세,"1,256",151,174,126,70,118,162,148,56,176,75
2020년10월_남_90~99세,95,9,18,9,3,11,10,14,6,9,6
2020년10월_남_100세 이상,5,0,0,1,1,1,0,0,0,0,2
2020년10월_여_총인구수,"42,304","5,345","5,712","2,668","16,655","1,561","3,102","2,347",983,"2,487","1,444"
2020년10월_여_연령구간인구수,"42,304","5,345","5,712","2,668","16,655","1,561","3,102","2,347",983,"2,487","1,444"
2020년10월_여_0~9세,"3,695",348,686,89,"2,268",25,95,51,26,58,49
2020년10월_여_10~19세,"4,497",532,521,165,"2,599",65,226,123,43,131,92
2020년10월_여_20~29세,"4,015",564,407,219,"1,998",95,284,140,70,129,109
2020년10월_여_30~39세,"4,880",457,813,146,"2,934",44,193,90,50,99,54
2020년10월_여_40~49세,"6,271",757,726,246,"3,642",98,292,143,74,188,105
2020년10월_여_50~59세,"5,750",872,683,480,"1,779",248,505,394,162,387,240
2020년10월_여_60~69세,"5,362",812,735,534,836,298,578,503,231,525,310
2020년10월_여_70~79세,"4,375",621,617,421,372,326,493,513,202,527,283
2020년10월_여_80~89세,"2,926",336,450,300,194,316,350,324,92,382,182
2020년10월_여_90~99세,501,46,72,63,32,45,70,65,30,59,19
2020년10월_여_100세 이상,32,0,2,5,1,1,16,1,3,2,1
2020년11월_계_총인구수,"85,245","10,644","12,095","5,559","32,718","3,112","6,366","4,709","2,027","5,031","2,984"
2020년11월_계_연령구간인구수,"85,245","10,644","12,095","5,559","32,718","3,112","6,366","4,709","2,027","5,031","2,984"
2020년11월_계_0~9세,"7,662",711,"1,626",170,"4,514",46,200,119,62,132,82
2020년11월_계_10~19세,"9,192","1,121","1,103",317,"5,316",146,440,219,87,263,180
2020년11월_계_20~29세,"8,732","1,303",921,500,"3,968",232,707,323,157,374,247
2020년11월_계_30~39세,"10,033",941,"1,842",336,"5,537",148,447,258,132,233,159
2020년11월_계_40~49세,"13,351","1,534","1,759",600,"7,066",266,706,432,206,501,281
2020년11월_계_50~59세,"12,784","1,861","1,556","1,155","3,777",590,"1,149",897,348,860,591
2020년11월_계_60~69세,"10,764","1,563","1,444","1,167","1,594",597,"1,218","1,002",483,"1,052",644
2020년11월_계_70~79세,"7,906","1,068","1,130",810,644,596,889,906,362,991,510
2020년11월_계_80~89세,"4,172",484,620,425,264,433,514,473,150,547,262
2020년11월_계_90~99세,613,58,93,73,36,56,80,79,37,76,25
2020년11월_계_100세 이상,36,0,1,6,2,2,16,1,3,2,3
2020년11월_남_총인구수,"42,829","5,320","6,078","2,913","16,192","1,547","3,279","2,366","1,044","2,548","1,542"
2020년11월_남_연령구간인구수,"42,829","5,320","6,078","2,913","16,192","1,547","3,279","2,366","1,044","2,548","1,542"
2020년11월_남_0~9세,"3,946",367,852,84,"2,305",19,108,67,37,71,36
2020년11월_남_10~19세,"4,677",590,551,154,"2,725",82,216,95,44,134,86
2020년11월_남_20~29세,"4,704",741,498,286,"1,959",135,427,184,87,247,140
2020년11월_남_30~39세,"5,110",491,929,193,"2,648",105,255,166,82,136,105
2020년11월_남_40~49세,"7,085",784,990,361,"3,459",165,414,291,133,314,174
2020년11월_남_50~59세,"7,023",987,861,674,"1,991",345,643,506,187,477,352
2020년11월_남_60~69세,"5,393",753,693,636,757,300,643,497,250,527,337
2020년11월_남_70~79세,"3,528",448,512,387,274,266,397,396,162,458,228
2020년11월_남_80~89세,"1,261",150,174,127,70,118,167,150,56,173,76
2020년11월_남_90~99세,97,9,18,10,3,11,9,14,6,11,6
2020년11월_남_100세 이상,5,0,0,1,1,1,0,0,0,0,2
2020년11월_여_총인구수,"42,416","5,324","6,017","2,646","16,526","1,565","3,087","2,343",983,"2,483","1,442"
2020년11월_여_연령구간인구수,"42,416","5,324","6,017","2,646","16,526","1,565","3,087","2,343",983,"2,483","1,442"
2020년11월_여_0~9세,"3,716",344,774,86,"2,209",27,92,52,25,61,46
2020년11월_여_10~19세,"4,515",531,552,163,"2,591",64,224,124,43,129,94
2020년11월_여_20~29세,"4,028",562,423,214,"2,009",97,280,139,70,127,107
2020년11월_여_30~39세,"4,923",450,913,143,"2,889",43,192,92,50,97,54
2020년11월_여_40~49세,"6,266",750,769,239,"3,607",101,292,141,73,187,107
2020년11월_여_50~59세,"5,761",874,695,481,"1,786",245,506,391,161,383,239
2020년11월_여_60~69세,"5,371",810,751,531,837,297,575,505,233,525,307
2020년11월_여_70~79세,"4,378",620,618,423,370,330,492,510,200,533,282
2020년11월_여_80~89세,"2,911",334,446,298,194,315,347,323,94,374,186
2020년11월_여_90~99세,516,49,75,63,33,45,71,65,31,65,19
2020년11월_여_100세 이상,31,0,1,5,1,1,16,1,3,2,1
2020년12월_계_총인구수,"86,132","10,646","12,902","5,542","32,829","3,120","6,367","4,701","2,017","5,017","2,991"
2020년12월_계_연령구간인구수,"86,132","10,646","12,902","5,542","32,829","3,120","6,367","4,701","2,017","5,017","2,991"
2020년12월_계_0~9세,"7,795",712,"1,828",168,"4,452",44,200,119,62,129,81
2020년12월_계_10~19세,"9,241","1,113","1,170",312,"5,311",148,441,217,86,262,181
2020년12월_계_20~29세,"8,828","1,302",973,498,"4,021",232,709,326,155,368,244
2020년12월_계_30~39세,"10,269",934,"2,074",334,"5,543",147,447,258,135,234,163
2020년12월_계_40~49세,"13,519","1,533","1,919",596,"7,100",266,698,422,208,498,279
2020년12월_계_50~59세,"12,872","1,874","1,602","1,150","3,813",594,"1,148",894,344,860,593
2020년12월_계_60~69세,"10,845","1,560","1,478","1,169","1,634",599,"1,225","1,004",475,"1,054",647
2020년12월_계_70~79세,"7,913","1,067","1,140",806,653,594,887,910,359,984,513
2020년12월_계_80~89세,"4,196",491,624,429,263,437,514,472,153,551,262
2020년12월_계_90~99세,620,60,93,75,37,58,82,78,37,75,25
2020년12월_계_100세 이상,34,0,1,5,2,1,16,1,3,2,3
2020년12월_남_총인구수,"43,254","5,332","6,461","2,909","16,226","1,550","3,286","2,361","1,041","2,540","1,548"
2020년12월_남_연령구간인구수,"43,254","5,332","6,461","2,909","16,226","1,550","3,286","2,361","1,041","2,540","1,548"
2020년12월_남_0~9세,"4,009",366,954,83,"2,267",19,110,68,37,70,35
2020년12월_남_10~19세,"4,694",587,573,154,"2,727",82,213,94,42,134,88
2020년12월_남_20~29세,"4,774",750,520,285,"1,988",133,434,189,88,246,141
2020년12월_남_30~39세,"5,221",486,"1,032",191,"2,661",103,257,163,85,137,106
2020년12월_남_40~49세,"7,153",783,"1,079",357,"3,456",165,411,284,132,311,175
2020년12월_남_50~59세,"7,060",997,884,671,"1,993",348,645,509,185,479,349
2020년12월_남_60~69세,"5,434",749,702,641,781,305,641,496,247,529,343
2020년12월_남_70~79세,"3,537",450,521,386,280,264,397,397,163,453,226
2020년12월_남_80~89세,"1,271",155,178,131,69,118,168,148,56,171,77
2020년12월_남_90~99세,96,9,18,9,3,12,10,13,6,10,6
2020년12월_남_100세 이상,5,0,0,1,1,1,0,0,0,0,2
2020년12월_여_총인구수,"42,878","5,314","6,441","2,633","16,603","1,570","3,081","2,340",976,"2,477","1,443"
2020년12월_여_연령구간인구수,"42,878","5,314","6,441","2,633","16,603","1,570","3,081","2,340",976,"2,477","1,443"
2020년12월_여_0~9세,"3,786",346,874,85,"2,185",25,90,51,25,59,46
2020년12월_여_10~19세,"4,547",526,597,158,"2,584",66,228,123,44,128,93
2020년12월_여_20~29세,"4,054",552,453,213,"2,033",99,275,137,67,122,103
2020년12월_여_30~39세,"5,048",448,"1,042",143,"2,882",44,190,95,50,97,57
2020년12월_여_40~49세,"6,366",750,840,239,"3,644",101,287,138,76,187,104
2020년12월_여_50~59세,"5,812",877,718,479,"1,820",246,503,385,159,381,244
2020년12월_여_60~69세,"5,411",811,776,528,853,294,584,508,228,525,304
2020년12월_여_70~79세,"4,376",617,619,420,373,330,490,513,196,531,287
2020년12월_여_80~89세,"2,925",336,446,298,194,319,346,324,97,380,185
2020년12월_여_90~99세,524,51,75,66,34,46,72,65,31,65,19
2020년12월_여_100세 이상,29,0,1,4,1,0,16,1,3,2,1
2021년01월_계_총인구수,"86,940","10,622","13,690","5,532","32,932","3,144","6,335","4,698","2,012","4,987","2,988"
2021년01월_계_연령구간인구수,"86,940","10,622","13,690","5,532","32,932","3,144","6,335","4,698","2,012","4,987","2,988"
2021년01월_계_0~9세,"7,888",703,"2,015",167,"4,371",49,198,117,63,124,81
2021년01월_계_10~19세,"9,295","1,104","1,290",306,"5,288",149,428,211,86,257,176
2021년01월_계_20~29세,"8,902","1,283","1,012",500,"4,097",236,699,320,149,363,243
2021년01월_계_30~39세,"10,414",933,"2,240",335,"5,507",145,450,267,135,236,166
2021년01월_계_40~49세,"13,745","1,522","2,111",591,"7,166",272,693,415,208,490,277
2021년01월_계_50~59세,"12,940","1,872","1,647","1,144","3,871",595,"1,136",888,340,853,594
2021년01월_계_60~69세,"10,943","1,579","1,501","1,183","1,654",606,"1,223","1,008",480,"1,059",650
2021년01월_계_70~79세,"7,916","1,070","1,148",795,677,594,885,909,356,973,509
2021년01월_계_80~89세,"4,233",494,631,432,261,439,521,482,155,556,262
2021년01월_계_90~99세,629,62,93,74,39,58,86,79,37,74,27
2021년01월_계_100세 이상,35,0,2,5,1,1,16,2,3,2,3
2021년01월_남_총인구수,"43,659","5,316","6,860","2,905","16,282","1,563","3,268","2,361","1,036","2,525","1,543"
2021년01월_남_연령구간인구수,"43,659","5,316","6,860","2,905","16,282","1,563","3,268","2,361","1,036","2,525","1,543"
2021년01월_남_0~9세,"4,061",360,"1,065",81,"2,223",22,109,64,37,66,34
2021년01월_남_10~19세,"4,724",584,635,150,"2,706",84,206,93,43,137,86
2021년01월_남_20~29세,"4,809",732,542,285,"2,036",136,430,183,82,242,141
2021년01월_남_30~39세,"5,307",492,"1,099",190,"2,665",101,260,169,84,140,107
2021년01월_남_40~49세,"7,254",777,"1,170",359,"3,484",169,403,280,135,304,173
2021년01월_남_50~59세,"7,088",994,910,663,"2,014",347,643,512,182,477,346
2021년01월_남_60~69세,"5,485",758,714,650,788,310,641,498,250,530,346
2021년01월_남_70~79세,"3,549",451,529,386,293,265,396,398,160,446,225
2021년01월_남_80~89세,"1,278",159,179,131,68,117,168,149,57,173,77
2021년01월_남_90~99세,98,9,17,9,4,11,12,14,6,10,6
2021년01월_남_100세 이상,6,0,0,1,1,1,0,1,0,0,2
2021년01월_여_총인구수,"43,281","5,306","6,830","2,627","16,650","1,581","3,067","2,337",976,"2,462","1,445"
2021년01월_여_연령구간인구수,"43,281","5,306","6,830","2,627","16,650","1,581","3,067","2,337",976,"2,462","1,445"
2021년01월_여_0~9세,"3,827",343,950,86,"2,148",27,89,53,26,58,47
2021년01월_여_10~19세,"4,571",520,655,156,"2,582",65,222,118,43,120,90
2021년01월_여_20~29세,"4,093",551,470,215,"2,061",100,269,137,67,121,102
2021년01월_여_30~39세,"5,107",441,"1,141",145,"2,842",44,190,98,51,96,59
2021년01월_여_40~49세,"6,491",745,941,232,"3,682",103,290,135,73,186,104
2021년01월_여_50~59세,"5,852",878,737,481,"1,857",248,493,376,158,376,248
2021년01월_여_60~69세,"5,458",821,787,533,866,296,582,510,230,529,304
2021년01월_여_70~79세,"4,367",619,619,409,384,329,489,511,196,527,284
2021년01월_여_80~89세,"2,955",335,452,301,193,322,353,333,98,383,185
2021년01월_여_90~99세,531,53,76,65,35,47,74,65,31,64,21
2021년01월_여_100세 이상,29,0,2,4,0,0,16,1,3,2,1
2021년02월_계_총인구수,"87,570","10,585","14,617","5,536","32,715","3,133","6,333","4,694","2,007","4,984","2,966"
2021년02월_계_연령구간인구수,"87,570","10,585","14,617","5,536","32,715","3,133","6,333","4,694","2,007","4,984","2,966"
2021년02월_계_0~9세,"7,981",694,"2,252",163,"4,246",48,197,116,63,123,79
2021년02월_계_10~19세,"9,389","1,091","1,460",310,"5,245",143,422,206,85,256,171
2021년02월_계_20~29세,"8,962","1,278","1,054",500,"4,115",238,710,331,142,355,239
2021년02월_계_30~39세,"10,530",926,"2,443",335,"5,437",146,440,269,133,237,164
2021년02월_계_40~49세,"13,900","1,517","2,311",596,"7,123",273,698,413,203,493,273
2021년02월_계_50~59세,"12,961","1,863","1,678","1,140","3,892",590,"1,135",885,346,844,588
2021년02월_계_60~69세,"11,012","1,588","1,534","1,187","1,680",608,"1,220","1,005",478,"1,062",650
2021년02월_계_70~79세,"7,893","1,065","1,146",794,673,584,884,902,359,978,508
2021년02월_계_80~89세,"4,275",500,642,431,265,445,524,488,156,560,264
2021년02월_계_90~99세,632,63,95,75,38,57,87,77,39,74,27
2021년02월_계_100세 이상,35,0,2,5,1,1,16,2,3,2,3
2021년02월_남_총인구수,"43,952","5,288","7,312","2,908","16,163","1,555","3,269","2,366","1,032","2,526","1,533"
2021년02월_남_연령구간인구수,"43,952","5,288","7,312","2,908","16,163","1,555","3,269","2,366","1,032","2,526","1,533"
2021년02월_남_0~9세,"4,106",354,"1,177",79,"2,170",20,107,62,37,67,33
2021년02월_남_10~19세,"4,774",580,722,152,"2,680",77,206,90,44,138,85
2021년02월_남_20~29세,"4,832",725,561,284,"2,041",141,436,193,77,237,137
2021년02월_남_30~39세,"5,361",489,"1,182",192,"2,642",101,257,167,85,140,106
2021년02월_남_40~49세,"7,316",769,"1,284",362,"3,435",170,408,279,129,308,172
2021년02월_남_50~59세,"7,099",986,928,661,"2,032",342,641,512,185,470,342
2021년02월_남_60~69세,"5,520",766,728,652,796,312,637,502,248,533,346
2021년02월_남_70~79세,"3,549",452,532,381,290,261,398,393,164,449,229
2021년02월_남_80~89세,"1,290",158,181,135,71,119,167,153,57,174,75
2021년02월_남_90~99세,99,9,17,9,5,11,12,14,6,10,6
2021년02월_남_100세 이상,6,0,0,1,1,1,0,1,0,0,2
2021년02월_여_총인구수,"43,618","5,297","7,305","2,628","16,552","1,578","3,064","2,328",975,"2,458","1,433"
2021년02월_여_연령구간인구수,"43,618","5,297","7,305","2,628","16,552","1,578","3,064","2,328",975,"2,458","1,433"
2021년02월_여_0~9세,"3,875",340,"1,075",84,"2,076",28,90,54,26,56,46
2021년02월_여_10~19세,"4,615",511,738,158,"2,565",66,216,116,41,118,86
2021년02월_여_20~29세,"4,130",553,493,216,"2,074",97,274,138,65,118,102
2021년02월_여_30~39세,"5,169",437,"1,261",143,"2,795",45,183,102,48,97,58
2021년02월_여_40~49세,"6,584",748,"1,027",234,"3,688",103,290,134,74,185,101
2021년02월_여_50~59세,"5,862",877,750,479,"1,860",248,494,373,161,374,246
2021년02월_여_60~69세,"5,492",822,806,535,884,296,583,503,230,529,304
2021년02월_여_70~79세,"4,344",613,614,413,383,323,486,509,195,529,279
2021년02월_여_80~89세,"2,985",342,461,296,194,326,357,335,99,386,189
2021년02월_여_90~99세,533,54,78,66,33,46,75,63,33,64,21
2021년02월_여_100세 이상,29,0,2,4,0,0,16,1,3,2,1
2021년03월_계_총인구수,"87,870","10,665","15,040","5,477","32,788","3,101","6,301","4,648","1,979","4,933","2,938"
2021년03월_계_연령구간인구수,"87,870","10,665","15,040","5,477","32,788","3,101","6,301","4,648","1,979","4,933","2,938"
2021년03월_계_0~9세,"8,046",712,"2,348",162,"4,220",46,195,111,57,117,78
2021년03월_계_10~19세,"9,383","1,109","1,520",304,"5,206",134,414,195,86,249,166
2021년03월_계_20~29세,"9,039","1,282","1,072",503,"4,177",234,714,332,139,351,235
2021년03월_계_30~39세,"10,651",938,"2,576",328,"5,451",154,427,266,119,232,160
2021년03월_계_40~49세,"13,938","1,535","2,387",581,"7,135",255,682,397,209,487,270
2021년03월_계_50~59세,"12,952","1,872","1,708","1,128","3,910",593,"1,125",874,337,827,578
2021년03월_계_60~69세,"11,098","1,595","1,541","1,194","1,710",610,"1,235","1,017",476,"1,064",656
2021년03월_계_70~79세,"7,839","1,058","1,154",778,677,577,886,886,354,965,504
2021년03월_계_80~89세,"4,283",506,643,425,264,438,527,491,159,566,264
2021년03월_계_90~99세,617,58,89,71,37,59,86,78,40,73,26
2021년03월_계_100세 이상,24,0,2,3,1,1,10,1,3,2,1
2021년03월_남_총인구수,"44,133","5,313","7,524","2,885","16,203","1,544","3,256","2,359","1,026","2,505","1,518"
2021년03월_남_연령구간인구수,"44,133","5,313","7,524","2,885","16,203","1,544","3,256","2,359","1,026","2,505","1,518"
2021년03월_남_0~9세,"4,150",360,"1,220",79,"2,172",19,107,62,35,63,33
2021년03월_남_10~19세,"4,764",583,761,150,"2,644",71,203,85,46,137,84
2021년03월_남_20~29세,"4,841",721,565,286,"2,062",143,429,195,76,232,132
2021년03월_남_30~39세,"5,421",502,"1,244",187,"2,652",104,251,164,76,137,104
2021년03월_남_40~49세,"7,337",775,"1,314",357,"3,442",162,400,273,135,308,171
2021년03월_남_50~59세,"7,115",985,954,652,"2,046",344,633,513,186,461,341
2021년03월_남_60~69세,"5,584",770,741,657,811,314,656,509,246,536,344
2021년03월_남_70~79세,"3,522",450,524,376,297,258,395,393,162,443,224
2021년03월_남_80~89세,"1,299",159,184,133,71,119,169,151,57,178,78
2021년03월_남_90~99세,97,8,17,8,5,9,13,14,7,10,6
2021년03월_남_100세 이상,3,0,0,0,1,1,0,0,0,0,1
2021년03월_여_총인구수,"43,737","5,352","7,516","2,592","16,585","1,557","3,045","2,289",953,"2,428","1,420"
2021년03월_여_연령구간인구수,"43,737","5,352","7,516","2,592","16,585","1,557","3,045","2,289",953,"2,428","1,420"
2021년03월_여_0~9세,"3,896",352,"1,128",83,"2,048",27,88,49,22,54,45
2021년03월_여_10~19세,"4,619",526,759,154,"2,562",63,211,110,40,112,82
2021년03월_여_20~29세,"4,198",561,507,217,"2,115",91,285,137,63,119,103
2021년03월_여_30~39세,"5,230",436,"1,332",141,"2,799",50,176,102,43,95,56
2021년03월_여_40~49세,"6,601",760,"1,073",224,"3,693",93,282,124,74,179,99
2021년03월_여_50~59세,"5,837",887,754,476,"1,864",249,492,361,151,366,237
2021년03월_여_60~69세,"5,514",825,800,537,899,296,579,508,230,528,312
2021년03월_여_70~79세,"4,317",608,630,402,380,319,491,493,192,522,280
2021년03월_여_80~89세,"2,984",347,459,292,193,319,358,340,102,388,186
2021년03월_여_90~99세,520,50,72,63,32,50,73,64,33,63,20
2021년03월_여_100세 이상,21,0,2,3,0,0,10,1,3,2,0
2021년04월_계_총인구수,"88,075","10,629","15,245","5,461","32,835","3,110","6,313","4,644","1,985","4,909","2,944"
2021년04월_계_연령구간인구수,"88,075","10,629","15,245","5,461","32,835","3,110","6,313","4,644","1,985","4,909","2,944"
2021년04월_계_0~9세,"8,019",706,"2,373",161,"4,178",50,192,110,59,113,77
2021년04월_계_10~19세,"9,400","1,108","1,558",303,"5,200",127,411,199,85,245,164
2021년04월_계_20~29세,"9,062","1,267","1,080",501,"4,213",235,713,331,140,348,234
2021년04월_계_30~39세,"10,689",938,"2,615",325,"5,454",153,439,260,122,222,161
2021년04월_계_40~49세,"13,988","1,521","2,435",575,"7,163",254,686,400,209,478,267
2021년04월_계_50~59세,"12,967","1,867","1,727","1,125","3,932",599,"1,116",867,330,825,579
2021년04월_계_60~69세,"11,176","1,589","1,565","1,203","1,706",617,"1,250","1,028",477,"1,073",668
2021년04월_계_70~79세,"7,827","1,065","1,150",769,687,575,881,877,359,966,498
2021년04월_계_80~89세,"4,304",511,648,425,262,439,528,497,161,564,269
2021년04월_계_90~99세,619,57,92,71,39,60,87,74,40,73,26
2021년04월_계_100세 이상,24,0,2,3,1,1,10,1,3,2,1
2021년04월_남_총인구수,"44,252","5,300","7,631","2,872","16,228","1,548","3,270","2,359","1,031","2,493","1,520"
2021년04월_남_연령구간인구수,"44,252","5,300","7,631","2,872","16,228","1,548","3,270","2,359","1,031","2,493","1,520"
2021년04월_남_0~9세,"4,139",363,"1,233",77,"2,148",20,107,60,37,61,33
2021년04월_남_10~19세,"4,754",579,778,151,"2,630",67,201,86,45,136,81
2021년04월_남_20~29세,"4,869",713,575,282,"2,098",145,426,194,76,228,132
2021년04월_남_30~39세,"5,437",504,"1,262",184,"2,648",104,262,163,77,129,104
2021년04월_남_40~49세,"7,353",771,"1,332",350,"3,451",161,405,272,135,305,171
2021년04월_남_50~59세,"7,138",983,972,651,"2,058",347,630,512,185,461,339
2021년04월_남_60~69세,"5,627",765,752,662,811,318,662,515,246,543,353
2021년04월_남_70~79세,"3,522",451,525,371,304,257,396,389,165,443,221
2021년04월_남_80~89세,"1,310",163,185,137,74,118,167,153,58,177,78
2021년04월_남_90~99세,100,8,17,7,5,10,14,15,7,10,7
2021년04월_남_100세 이상,3,0,0,0,1,1,0,0,0,0,1
2021년04월_여_총인구수,"43,823","5,329","7,614","2,589","16,607","1,562","3,043","2,285",954,"2,416","1,424"
2021년04월_여_연령구간인구수,"43,823","5,329","7,614","2,589","16,607","1,562","3,043","2,285",954,"2,416","1,424"
2021년04월_여_0~9세,"3,880",343,"1,140",84,"2,030",30,85,50,22,52,44
2021년04월_여_10~19세,"4,646",529,780,152,"2,570",60,210,113,40,109,83
2021년04월_여_20~29세,"4,193",554,505,219,"2,115",90,287,137,64,120,102
2021년04월_여_30~39세,"5,252",434,"1,353",141,"2,806",49,177,97,45,93,57
2021년04월_여_40~49세,"6,635",750,"1,103",225,"3,712",93,281,128,74,173,96
2021년04월_여_50~59세,"5,829",884,755,474,"1,874",252,486,355,145,364,240
2021년04월_여_60~69세,"5,549",824,813,541,895,299,588,513,231,530,315
2021년04월_여_70~79세,"4,305",614,625,398,383,318,485,488,194,523,277
2021년04월_여_80~89세,"2,994",348,463,288,188,321,361,344,103,387,191
2021년04월_여_90~99세,519,49,75,64,34,50,73,59,33,63,19
2021년04월_여_100세 이상,21,0,2,3,0,0,10,1,3,2,0
2021년05월_계_총인구수,"88,339","10,638","15,415","5,443","32,983","3,106","6,297","4,629","1,981","4,916","2,931"
2021년05월_계_연령구간인구수,"88,339","10,638","15,415","5,443","32,983","3,106","6,297","4,629","1,981","4,916","2,931"
2021년05월_계_0~9세,"8,017",705,"2,386",157,"4,182",48,185,110,58,114,72
2021년05월_계_10~19세,"9,414","1,105","1,589",300,"5,193",125,410,199,87,242,164
2021년05월_계_20~29세,"9,136","1,278","1,097",505,"4,273",234,713,321,139,345,231
2021년05월_계_30~39세,"10,664",937,"2,617",324,"5,442",153,432,255,120,228,156
2021년05월_계_40~49세,"14,025","1,517","2,487",565,"7,189",252,679,396,207,469,264
