카테고리,경기도 오산시,경기도 오산시 중앙동,경기도 오산시 남촌동,경기도 오산시 신장동,경기도 오산시 세마동,경기도 오산시 초평동,경기도 오산시 대원동
2020년10월_계_총인구수,"229,424","36,062","20,022","60,776","31,904","16,204","64,456"
2020년10월_계_연령구간인구수,"229,424","36,062","20,022","60,776","31,904","16,204","64,456"
2020년10월_계_0~9세,"24,044","4,077",942,"7,256","4,055","1,437","6,277"
2020년10월_계_10~19세,"24,935","4,220","1,179","6,903","3,303","1,993","7,337"
2020년10월_계_20~29세,"31,115","4,465","3,723","7,044","4,095","2,187","9,601"
2020년10월_계_30~39세,"39,172","5,673","4,811","10,044","6,077","2,381","10,186"
2020년10월_계_40~49세,"43,201","6,781","3,696","11,509","6,016","3,118","12,081"
2020년10월_계_50~59세,"33,133","5,364","2,799","8,447","4,217","2,506","9,800"
2020년10월_계_60~69세,"19,659","3,112","1,722","5,525","2,585","1,447","5,268"
2020년10월_계_70~79세,"9,681","1,588",808,"2,761","1,069",766,"2,689"
2020년10월_계_80~89세,"3,933",688,301,"1,136",411,331,"1,066"
2020년10월_계_90~99세,507,87,35,139,70,33,143
2020년10월_계_100세 이상,44,7,6,12,6,5,8
2020년10월_남_총인구수,"118,665","18,097","11,765","30,703","16,349","8,339","33,412"
2020년10월_남_연령구간인구수,"118,665","18,097","11,765","30,703","16,349","8,339","33,412"
2020년10월_남_0~9세,"12,244","2,113",465,"3,681","2,059",753,"3,173"
2020년10월_남_10~19세,"12,727","2,079",595,"3,489","1,673","1,031","3,860"
2020년10월_남_20~29세,"16,832","2,343","2,112","3,741","2,166","1,195","5,275"
2020년10월_남_30~39세,"21,188","2,922","3,099","5,217","3,185","1,305","5,460"
2020년10월_남_40~49세,"22,888","3,443","2,283","6,077","3,155","1,580","6,350"
2020년10월_남_50~59세,"17,228","2,732","1,753","4,238","2,113","1,312","5,080"
2020년10월_남_60~69세,"9,715","1,532",937,"2,622","1,310",708,"2,606"
2020년10월_남_70~79세,"4,283",662,383,"1,222",527,331,"1,158"
2020년10월_남_80~89세,"1,446",256,129,383,150,114,414
2020년10월_남_90~99세,102,13,7,30,10,7,35
2020년10월_남_100세 이상,12,2,2,3,1,3,1
2020년10월_여_총인구수,"110,759","17,965","8,257","30,073","15,555","7,865","31,044"
2020년10월_여_연령구간인구수,"110,759","17,965","8,257","30,073","15,555","7,865","31,044"
2020년10월_여_0~9세,"11,800","1,964",477,"3,575","1,996",684,"3,104"
2020년10월_여_10~19세,"12,208","2,141",584,"3,414","1,630",962,"3,477"
2020년10월_여_20~29세,"14,283","2,122","1,611","3,303","1,929",992,"4,326"
2020년10월_여_30~39세,"17,984","2,751","1,712","4,827","2,892","1,076","4,726"
2020년10월_여_40~49세,"20,313","3,338","1,413","5,432","2,861","1,538","5,731"
2020년10월_여_50~59세,"15,905","2,632","1,046","4,209","2,104","1,194","4,720"
2020년10월_여_60~69세,"9,944","1,580",785,"2,903","1,275",739,"2,662"
2020년10월_여_70~79세,"5,398",926,425,"1,539",542,435,"1,531"
2020년10월_여_80~89세,"2,487",432,172,753,261,217,652
2020년10월_여_90~99세,405,74,28,109,60,26,108
2020년10월_여_100세 이상,32,5,4,9,5,2,7
2020년11월_계_총인구수,"229,591","36,109","20,040","60,854","31,947","16,172","64,469"
2020년11월_계_연령구간인구수,"229,591","36,109","20,040","60,854","31,947","16,172","64,469"
2020년11월_계_0~9세,"23,930","4,084",944,"7,192","4,044","1,429","6,237"
2020년11월_계_10~19세,"24,886","4,230","1,152","6,934","3,300","1,983","7,287"
2020년11월_계_20~29세,"31,244","4,467","3,763","7,091","4,083","2,180","9,660"
2020년11월_계_30~39세,"38,989","5,647","4,825","9,981","6,062","2,359","10,115"
2020년11월_계_40~49세,"43,246","6,787","3,685","11,563","6,021","3,123","12,067"
2020년11월_계_50~59세,"33,214","5,360","2,794","8,467","4,245","2,500","9,848"
2020년11월_계_60~69세,"19,816","3,148","1,729","5,551","2,612","1,457","5,319"
2020년11월_계_70~79세,"9,761","1,605",806,"2,782","1,088",771,"2,709"
2020년11월_계_80~89세,"3,952",687,303,"1,143",414,333,"1,072"
2020년11월_계_90~99세,510,88,33,138,72,32,147
2020년11월_계_100세 이상,43,6,6,12,6,5,8
2020년11월_남_총인구수,"118,706","18,120","11,774","30,715","16,372","8,326","33,399"
2020년11월_남_연령구간인구수,"118,706","18,120","11,774","30,715","16,372","8,326","33,399"
2020년11월_남_0~9세,"12,164","2,111",467,"3,638","2,045",750,"3,153"
2020년11월_남_10~19세,"12,707","2,087",575,"3,510","1,677","1,026","3,832"
2020년11월_남_20~29세,"16,890","2,336","2,121","3,766","2,171","1,195","5,301"
2020년11월_남_30~39세,"21,086","2,903","3,117","5,161","3,182","1,296","5,427"
2020년11월_남_40~49세,"22,909","3,452","2,274","6,112","3,150","1,583","6,338"
2020년11월_남_50~59세,"17,293","2,737","1,761","4,257","2,127","1,306","5,105"
2020년11월_남_60~69세,"9,788","1,548",941,"2,634","1,323",714,"2,628"
2020년11월_남_70~79세,"4,308",674,382,"1,224",536,331,"1,161"
2020년11월_남_80~89세,"1,448",256,128,381,150,115,418
2020년11월_남_90~99세,101,14,6,29,10,7,35
2020년11월_남_100세 이상,12,2,2,3,1,3,1
2020년11월_여_총인구수,"110,885","17,989","8,266","30,139","15,575","7,846","31,070"
2020년11월_여_연령구간인구수,"110,885","17,989","8,266","30,139","15,575","7,846","31,070"
2020년11월_여_0~9세,"11,766","1,973",477,"3,554","1,999",679,"3,084"
2020년11월_여_10~19세,"12,179","2,143",577,"3,424","1,623",957,"3,455"
2020년11월_여_20~29세,"14,354","2,131","1,642","3,325","1,912",985,"4,359"
2020년11월_여_30~39세,"17,903","2,744","1,708","4,820","2,880","1,063","4,688"
2020년11월_여_40~49세,"20,337","3,335","1,411","5,451","2,871","1,540","5,729"
2020년11월_여_50~59세,"15,921","2,623","1,033","4,210","2,118","1,194","4,743"
2020년11월_여_60~69세,"10,028","1,600",788,"2,917","1,289",743,"2,691"
2020년11월_여_70~79세,"5,453",931,424,"1,558",552,440,"1,548"
2020년11월_여_80~89세,"2,504",431,175,762,264,218,654
2020년11월_여_90~99세,409,74,27,109,62,25,112
2020년11월_여_100세 이상,31,4,4,9,5,2,7
2020년12월_계_총인구수,"229,725","36,118","20,124","60,851","31,988","16,209","64,435"
2020년12월_계_연령구간인구수,"229,725","36,118","20,124","60,851","31,988","16,209","64,435"
2020년12월_계_0~9세,"23,784","4,070",931,"7,142","4,055","1,415","6,171"
2020년12월_계_10~19세,"24,873","4,237","1,157","6,930","3,301","1,974","7,274"
2020년12월_계_20~29세,"31,321","4,458","3,785","7,112","4,097","2,215","9,654"
2020년12월_계_30~39세,"38,973","5,619","4,856","9,961","6,045","2,376","10,116"
2020년12월_계_40~49세,"43,237","6,785","3,700","11,565","6,042","3,101","12,044"
2020년12월_계_50~59세,"33,266","5,393","2,812","8,477","4,226","2,503","9,855"
2020년12월_계_60~69세,"19,943","3,167","1,728","5,585","2,624","1,479","5,360"
2020년12월_계_70~79세,"9,779","1,606",810,"2,776","1,096",772,"2,719"
2020년12월_계_80~89세,"3,998",696,306,"1,149",426,337,"1,084"
2020년12월_계_90~99세,509,81,33,142,71,32,150
2020년12월_계_100세 이상,42,6,6,12,5,5,8
2020년12월_남_총인구수,"118,785","18,123","11,829","30,735","16,375","8,335","33,388"
2020년12월_남_연령구간인구수,"118,785","18,123","11,829","30,735","16,375","8,335","33,388"
2020년12월_남_0~9세,"12,105","2,111",460,"3,628","2,040",740,"3,126"
2020년12월_남_10~19세,"12,682","2,084",577,"3,510","1,672","1,028","3,811"
2020년12월_남_20~29세,"16,928","2,330","2,139","3,772","2,187","1,197","5,303"
2020년12월_남_30~39세,"21,067","2,897","3,133","5,147","3,155","1,310","5,425"
2020년12월_남_40~49세,"22,913","3,445","2,288","6,120","3,165","1,579","6,316"
2020년12월_남_50~59세,"17,350","2,751","1,774","4,273","2,128","1,303","5,121"
2020년12월_남_60~69세,"9,839","1,558",940,"2,650","1,317",720,"2,654"
2020년12월_남_70~79세,"4,321",672,382,"1,221",545,331,"1,170"
2020년12월_남_80~89세,"1,466",261,128,381,156,117,423
2020년12월_남_90~99세,102,12,6,30,9,7,38
2020년12월_남_100세 이상,12,2,2,3,1,3,1
2020년12월_여_총인구수,"110,940","17,995","8,295","30,116","15,613","7,874","31,047"
2020년12월_여_연령구간인구수,"110,940","17,995","8,295","30,116","15,613","7,874","31,047"
2020년12월_여_0~9세,"11,679","1,959",471,"3,514","2,015",675,"3,045"
2020년12월_여_10~19세,"12,191","2,153",580,"3,420","1,629",946,"3,463"
2020년12월_여_20~29세,"14,393","2,128","1,646","3,340","1,910","1,018","4,351"
2020년12월_여_30~39세,"17,906","2,722","1,723","4,814","2,890","1,066","4,691"
2020년12월_여_40~49세,"20,324","3,340","1,412","5,445","2,877","1,522","5,728"
2020년12월_여_50~59세,"15,916","2,642","1,038","4,204","2,098","1,200","4,734"
2020년12월_여_60~69세,"10,104","1,609",788,"2,935","1,307",759,"2,706"
2020년12월_여_70~79세,"5,458",934,428,"1,555",551,441,"1,549"
2020년12월_여_80~89세,"2,532",435,178,768,270,220,661
2020년12월_여_90~99세,407,69,27,112,62,25,112
2020년12월_여_100세 이상,30,4,4,9,4,2,7
2021년01월_계_총인구수,"230,042","36,106","20,159","60,917","32,064","16,250","64,546"
2021년01월_계_연령구간인구수,"230,042","36,106","20,159","60,917","32,064","16,250","64,546"
2021년01월_계_0~9세,"23,574","4,003",912,"7,081","4,028","1,396","6,154"
2021년01월_계_10~19세,"24,924","4,238","1,165","6,959","3,332","1,975","7,255"
2021년01월_계_20~29세,"31,378","4,472","3,775","7,097","4,075","2,250","9,709"
2021년01월_계_30~39세,"38,825","5,551","4,854","9,947","6,032","2,365","10,076"
2021년01월_계_40~49세,"43,380","6,792","3,735","11,600","6,083","3,110","12,060"
2021년01월_계_50~59세,"33,399","5,419","2,824","8,492","4,258","2,514","9,892"
2021년01월_계_60~69세,"20,137","3,209","1,724","5,637","2,645","1,489","5,433"
2021년01월_계_70~79세,"9,842","1,629",820,"2,790","1,109",774,"2,720"
2021년01월_계_80~89세,"4,023",706,311,"1,156",424,337,"1,089"
2021년01월_계_90~99세,518,81,33,146,73,35,150
2021년01월_계_100세 이상,42,6,6,12,5,5,8
2021년01월_남_총인구수,"118,964","18,100","11,859","30,781","16,401","8,362","33,461"
2021년01월_남_연령구간인구수,"118,964","18,100","11,859","30,781","16,401","8,362","33,461"
2021년01월_남_0~9세,"11,972","2,063",446,"3,603","2,020",728,"3,112"
2021년01월_남_10~19세,"12,713","2,077",581,"3,536","1,685","1,028","3,806"
2021년01월_남_20~29세,"16,960","2,351","2,129","3,756","2,168","1,226","5,330"
2021년01월_남_30~39세,"20,968","2,840","3,130","5,145","3,147","1,299","5,407"
2021년01월_남_40~49세,"23,022","3,464","2,324","6,130","3,185","1,589","6,330"
2021년01월_남_50~59세,"17,438","2,766","1,785","4,279","2,155","1,306","5,147"
2021년01월_남_60~69세,"9,941","1,570",941,"2,682","1,326",729,"2,693"
2021년01월_남_70~79세,"4,358",690,387,"1,232",549,330,"1,170"
2021년01월_남_80~89세,"1,474",264,128,383,156,116,427
2021년01월_남_90~99세,106,13,6,32,9,8,38
2021년01월_남_100세 이상,12,2,2,3,1,3,1
2021년01월_여_총인구수,"111,078","18,006","8,300","30,136","15,663","7,888","31,085"
2021년01월_여_연령구간인구수,"111,078","18,006","8,300","30,136","15,663","7,888","31,085"
2021년01월_여_0~9세,"11,602","1,940",466,"3,478","2,008",668,"3,042"
2021년01월_여_10~19세,"12,211","2,161",584,"3,423","1,647",947,"3,449"
2021년01월_여_20~29세,"14,418","2,121","1,646","3,341","1,907","1,024","4,379"
2021년01월_여_30~39세,"17,857","2,711","1,724","4,802","2,885","1,066","4,669"
2021년01월_여_40~49세,"20,358","3,328","1,411","5,470","2,898","1,521","5,730"
2021년01월_여_50~59세,"15,961","2,653","1,039","4,213","2,103","1,208","4,745"
2021년01월_여_60~69세,"10,196","1,639",783,"2,955","1,319",760,"2,740"
2021년01월_여_70~79세,"5,484",939,433,"1,558",560,444,"1,550"
2021년01월_여_80~89세,"2,549",442,183,773,268,221,662
2021년01월_여_90~99세,412,68,27,114,64,27,112
2021년01월_여_100세 이상,30,4,4,9,4,2,7
2021년02월_계_총인구수,"230,522","36,045","20,329","61,141","32,033","16,292","64,682"
2021년02월_계_연령구간인구수,"230,522","36,045","20,329","61,141","32,033","16,292","64,682"
2021년02월_계_0~9세,"23,409","3,969",904,"7,036","3,996","1,386","6,118"
2021년02월_계_10~19세,"24,925","4,220","1,181","7,012","3,326","1,963","7,223"
2021년02월_계_20~29세,"31,492","4,476","3,807","7,145","4,065","2,264","9,735"
2021년02월_계_30~39세,"38,663","5,484","4,905","9,893","5,991","2,354","10,036"
2021년02월_계_40~49세,"43,589","6,803","3,776","11,688","6,098","3,123","12,101"
2021년02월_계_50~59세,"33,536","5,421","2,851","8,505","4,268","2,531","9,960"
2021년02월_계_60~69세,"20,404","3,250","1,732","5,728","2,679","1,509","5,506"
2021년02월_계_70~79세,"9,867","1,620",819,"2,819","1,107",775,"2,727"
2021년02월_계_80~89세,"4,082",716,317,"1,159",425,348,"1,117"
2021년02월_계_90~99세,515,80,32,145,73,34,151
2021년02월_계_100세 이상,40,6,5,11,5,5,8
2021년02월_남_총인구수,"119,237","18,070","11,970","30,871","16,364","8,377","33,585"
2021년02월_남_연령구간인구수,"119,237","18,070","11,970","30,871","16,364","8,377","33,585"
2021년02월_남_0~9세,"11,903","2,038",446,"3,579","2,002",723,"3,115"
2021년02월_남_10~19세,"12,712","2,069",594,"3,551","1,691","1,019","3,788"
2021년02월_남_20~29세,"17,014","2,355","2,139","3,790","2,144","1,235","5,351"
2021년02월_남_30~39세,"20,896","2,804","3,164","5,114","3,125","1,290","5,399"
2021년02월_남_40~49세,"23,139","3,470","2,356","6,174","3,191","1,601","6,347"
2021년02월_남_50~59세,"17,518","2,772","1,800","4,278","2,154","1,309","5,205"
2021년02월_남_60~69세,"10,081","1,590",947,"2,726","1,348",740,"2,730"
2021년02월_남_70~79세,"4,364",687,387,"1,240",544,332,"1,174"
2021년02월_남_80~89세,"1,494",271,129,383,156,118,437
2021년02월_남_90~99세,104,12,6,33,8,7,38
2021년02월_남_100세 이상,12,2,2,3,1,3,1
2021년02월_여_총인구수,"111,285","17,975","8,359","30,270","15,669","7,915","31,097"
2021년02월_여_연령구간인구수,"111,285","17,975","8,359","30,270","15,669","7,915","31,097"
2021년02월_여_0~9세,"11,506","1,931",458,"3,457","1,994",663,"3,003"
2021년02월_여_10~19세,"12,213","2,151",587,"3,461","1,635",944,"3,435"
2021년02월_여_20~29세,"14,478","2,121","1,668","3,355","1,921","1,029","4,384"
2021년02월_여_30~39세,"17,767","2,680","1,741","4,779","2,866","1,064","4,637"
2021년02월_여_40~49세,"20,450","3,333","1,420","5,514","2,907","1,522","5,754"
2021년02월_여_50~59세,"16,018","2,649","1,051","4,227","2,114","1,222","4,755"
2021년02월_여_60~69세,"10,323","1,660",785,"3,002","1,331",769,"2,776"
2021년02월_여_70~79세,"5,503",933,432,"1,579",563,443,"1,553"
2021년02월_여_80~89세,"2,588",445,188,776,269,230,680
2021년02월_여_90~99세,411,68,26,112,65,27,113
2021년02월_여_100세 이상,28,4,3,8,4,2,7
2021년03월_계_총인구수,"230,604","36,023","20,394","61,106","32,117","16,287","64,677"
2021년03월_계_연령구간인구수,"230,604","36,023","20,394","61,106","32,117","16,287","64,677"
2021년03월_계_0~9세,"23,226","3,926",894,"6,979","4,002","1,368","6,057"
2021년03월_계_10~19세,"24,947","4,209","1,183","7,041","3,340","1,954","7,220"
2021년03월_계_20~29세,"31,546","4,467","3,838","7,144","4,072","2,253","9,772"
2021년03월_계_30~39세,"38,603","5,461","4,922","9,854","5,998","2,355","10,013"
2021년03월_계_40~49세,"43,592","6,807","3,788","11,655","6,133","3,121","12,088"
2021년03월_계_50~59세,"33,504","5,422","2,848","8,493","4,258","2,530","9,953"
2021년03월_계_60~69세,"20,661","3,295","1,755","5,795","2,723","1,540","5,553"
2021년03월_계_70~79세,"9,871","1,624",819,"2,810","1,099",776,"2,743"
2021년03월_계_80~89세,"4,114",728,315,"1,171",422,352,"1,126"
2021년03월_계_90~99세,509,78,28,152,69,33,149
2021년03월_계_100세 이상,31,6,4,12,1,5,3
2021년03월_남_총인구수,"119,343","18,053","12,034","30,851","16,429","8,370","33,606"
2021년03월_남_연령구간인구수,"119,343","18,053","12,034","30,851","16,429","8,370","33,606"
2021년03월_남_0~9세,"11,827","2,023",438,"3,559","2,010",714,"3,083"
2021년03월_남_10~19세,"12,729","2,071",595,"3,565","1,701","1,012","3,785"
2021년03월_남_20~29세,"17,043","2,334","2,177","3,774","2,149","1,228","5,381"
2021년03월_남_30~39세,"20,875","2,791","3,178","5,096","3,131","1,281","5,398"
2021년03월_남_40~49세,"23,155","3,468","2,366","6,157","3,210","1,609","6,345"
2021년03월_남_50~59세,"17,517","2,769","1,799","4,278","2,160","1,303","5,208"
2021년03월_남_60~69세,"10,229","1,618",961,"2,763","1,372",760,"2,755"
2021년03월_남_70~79세,"4,352",688,388,"1,231",537,334,"1,174"
2021년03월_남_80~89세,"1,506",277,128,391,153,119,438
2021년03월_남_90~99세,101,12,4,34,6,7,38
2021년03월_남_100세 이상,9,2,0,3,0,3,1
2021년03월_여_총인구수,"111,261","17,970","8,360","30,255","15,688","7,917","31,071"
2021년03월_여_연령구간인구수,"111,261","17,970","8,360","30,255","15,688","7,917","31,071"
2021년03월_여_0~9세,"11,399","1,903",456,"3,420","1,992",654,"2,974"
2021년03월_여_10~19세,"12,218","2,138",588,"3,476","1,639",942,"3,435"
2021년03월_여_20~29세,"14,503","2,133","1,661","3,370","1,923","1,025","4,391"
2021년03월_여_30~39세,"17,728","2,670","1,744","4,758","2,867","1,074","4,615"
2021년03월_여_40~49세,"20,437","3,339","1,422","5,498","2,923","1,512","5,743"
2021년03월_여_50~59세,"15,987","2,653","1,049","4,215","2,098","1,227","4,745"
2021년03월_여_60~69세,"10,432","1,677",794,"3,032","1,351",780,"2,798"
2021년03월_여_70~79세,"5,519",936,431,"1,579",562,442,"1,569"
2021년03월_여_80~89세,"2,608",451,187,780,269,233,688
2021년03월_여_90~99세,408,66,24,118,63,26,111
2021년03월_여_100세 이상,22,4,4,9,1,2,2
2021년04월_계_총인구수,"230,769","35,991","20,453","61,278","32,042","16,250","64,755"
2021년04월_계_연령구간인구수,"230,769","35,991","20,453","61,278","32,042","16,250","64,755"
2021년04월_계_0~9세,"23,065","3,900",888,"6,947","3,974","1,345","6,011"
2021년04월_계_10~19세,"24,925","4,192","1,183","7,071","3,338","1,954","7,187"
2021년04월_계_20~29세,"31,646","4,481","3,863","7,180","4,071","2,240","9,811"
2021년04월_계_30~39세,"38,464","5,418","4,926","9,818","5,953","2,341","10,008"
2021년04월_계_40~49세,"43,628","6,795","3,813","11,707","6,124","3,112","12,077"
2021년04월_계_50~59세,"33,634","5,441","2,851","8,511","4,267","2,545","10,019"
2021년04월_계_60~69세,"20,809","3,323","1,756","5,878","2,720","1,542","5,590"
2021년04월_계_70~79세,"9,906","1,621",818,"2,817","1,102",782,"2,766"
2021년04월_계_80~89세,"4,144",737,324,"1,180",421,350,"1,132"
2021년04월_계_90~99세,517,77,27,157,71,34,151
2021년04월_계_100세 이상,31,6,4,12,1,5,3
2021년04월_남_총인구수,"119,513","18,039","12,094","30,973","16,401","8,347","33,659"
2021년04월_남_연령구간인구수,"119,513","18,039","12,094","30,973","16,401","8,347","33,659"
2021년04월_남_0~9세,"11,753","2,011",434,"3,543","2,001",695,"3,069"
2021년04월_남_10~19세,"12,722","2,063",592,"3,586","1,693","1,010","3,778"
2021년04월_남_20~29세,"17,109","2,350","2,210","3,796","2,145","1,227","5,381"
2021년04월_남_30~39세,"20,831","2,765","3,183","5,081","3,118","1,275","5,409"
2021년04월_남_40~49세,"23,201","3,460","2,395","6,192","3,208","1,600","6,346"
2021년04월_남_50~59세,"17,606","2,783","1,791","4,302","2,167","1,313","5,250"
2021년04월_남_60~69세,"10,288","1,625",967,"2,804","1,371",757,"2,764"
2021년04월_남_70~79세,"4,369",686,387,"1,232",543,341,"1,180"
2021년04월_남_80~89세,"1,526",282,132,402,148,119,443
2021년04월_남_90~99세,99,12,3,32,7,7,38
2021년04월_남_100세 이상,9,2,0,3,0,3,1
2021년04월_여_총인구수,"111,256","17,952","8,359","30,305","15,641","7,903","31,096"
2021년04월_여_연령구간인구수,"111,256","17,952","8,359","30,305","15,641","7,903","31,096"
2021년04월_여_0~9세,"11,312","1,889",454,"3,404","1,973",650,"2,942"
2021년04월_여_10~19세,"12,203","2,129",591,"3,485","1,645",944,"3,409"
2021년04월_여_20~29세,"14,537","2,131","1,653","3,384","1,926","1,013","4,430"
2021년04월_여_30~39세,"17,633","2,653","1,743","4,737","2,835","1,066","4,599"
2021년04월_여_40~49세,"20,427","3,335","1,418","5,515","2,916","1,512","5,731"
2021년04월_여_50~59세,"16,028","2,658","1,060","4,209","2,100","1,232","4,769"
2021년04월_여_60~69세,"10,521","1,698",789,"3,074","1,349",785,"2,826"
2021년04월_여_70~79세,"5,537",935,431,"1,585",559,441,"1,586"
2021년04월_여_80~89세,"2,618",455,192,778,273,231,689
2021년04월_여_90~99세,418,65,24,125,64,27,113
2021년04월_여_100세 이상,22,4,4,9,1,2,2
2021년05월_계_총인구수,"230,702","35,892","20,475","61,279","32,107","16,191","64,758"
2021년05월_계_연령구간인구수,"230,702","35,892","20,475","61,279","32,107","16,191","64,758"
2021년05월_계_0~9세,"22,927","3,885",874,"6,898","3,966","1,324","5,980"
2021년05월_계_10~19세,"24,941","4,175","1,178","7,094","3,349","1,947","7,198"
2021년05월_계_20~29세,"31,583","4,470","3,844","7,162","4,093","2,220","9,794"
2021년05월_계_30~39세,"38,330","5,399","4,932","9,771","5,932","2,321","9,975"
2021년05월_계_40~49세,"43,623","6,764","3,833","11,729","6,130","3,094","12,073"
2021년05월_계_50~59세,"33,675","5,441","2,859","8,516","4,291","2,546","10,022"
2021년05월_계_60~69세,"20,989","3,331","1,778","5,922","2,744","1,561","5,653"
2021년05월_계_70~79세,"9,902","1,611",817,"2,827","1,106",783,"2,758"
2021년05월_계_80~89세,"4,186",738,328,"1,193",423,354,"1,150"
2021년05월_계_90~99세,521,78,28,155,72,36,152
2021년05월_계_100세 이상,25,0,4,12,1,5,3
2021년05월_남_총인구수,"119,532","17,997","12,117","30,950","16,460","8,316","33,692"
2021년05월_남_연령구간인구수,"119,532","17,997","12,117","30,950","16,460","8,316","33,692"
2021년05월_남_0~9세,"11,705","2,010",427,"3,522","1,997",688,"3,061"
2021년05월_남_10~19세,"12,741","2,053",594,"3,598","1,698","1,007","3,791"
2021년05월_남_20~29세,"17,065","2,342","2,195","3,773","2,167","1,214","5,374"
2021년05월_남_30~39세,"20,769","2,746","3,188","5,064","3,114","1,262","5,395"
2021년05월_남_40~49세,"23,217","3,445","2,416","6,200","3,215","1,592","6,349"
2021년05월_남_50~59세,"17,631","2,783","1,798","4,296","2,182","1,313","5,259"
2021년05월_남_60~69세,"10,389","1,637",974,"2,822","1,387",771,"2,798"
2021년05월_남_70~79세,"4,368",685,390,"1,236",544,339,"1,174"
2021년05월_남_80~89세,"1,538",284,132,403,148,119,452
2021년05월_남_90~99세,102,12,3,33,8,8,38
2021년05월_남_100세 이상,7,0,0,3,0,3,1
2021년05월_여_총인구수,"111,170","17,895","8,358","30,329","15,647","7,875","31,066"
2021년05월_여_연령구간인구수,"111,170","17,895","8,358","30,329","15,647","7,875","31,066"
2021년05월_여_0~9세,"11,222","1,875",447,"3,376","1,969",636,"2,919"
2021년05월_여_10~19세,"12,200","2,122",584,"3,496","1,651",940,"3,407"
2021년05월_여_20~29세,"14,518","2,128","1,649","3,389","1,926","1,006","4,420"
2021년05월_여_30~39세,"17,561","2,653","1,744","4,707","2,818","1,059","4,580"
2021년05월_여_40~49세,"20,406","3,319","1,417","5,529","2,915","1,502","5,724"
2021년05월_여_50~59세,"16,044","2,658","1,061","4,220","2,109","1,233","4,763"
2021년05월_여_60~69세,"10,600","1,694",804,"3,100","1,357",790,"2,855"
2021년05월_여_70~79세,"5,534",926,427,"1,591",562,444,"1,584"
2021년05월_여_80~89세,"2,648",454,196,790,275,235,698
2021년05월_여_90~99세,419,66,25,122,64,28,114
2021년05월_여_100세 이상,18,0,4,9,1,2,2
2021년06월_계_총인구수,"230,705","35,845","20,465","61,289","32,131","16,205","64,770"
2021년06월_계_연령구간인구수,"230,705","35,845","20,465","61,289","32,131","16,205","64,770"
2021년06월_계_0~9세,"22,807","3,864",858,"6,862","3,960","1,325","5,938"
2021년06월_계_10~19세,"24,937","4,163","1,165","7,121","3,354","1,950","7,184"
2021년06월_계_20~29세,"31,522","4,450","3,838","7,158","4,083","2,208","9,785"
2021년06월_계_30~39세,"38,192","5,384","4,915","9,718","5,911","2,315","9,949"
2021년06월_계_40~49세,"43,700","6,752","3,843","11,745","6,151","3,097","12,112"
2021년06월_계_50~59세,"33,660","5,450","2,861","8,505","4,281","2,546","10,017"
2021년06월_계_60~69세,"21,198","3,353","1,810","5,982","2,780","1,580","5,693"
2021년06월_계_70~79세,"9,916","1,608",809,"2,832","1,114",776,"2,777"
2021년06월_계_80~89세,"4,224",743,335,"1,197",422,367,"1,160"
2021년06월_계_90~99세,524,78,27,157,74,36,152
2021년06월_계_100세 이상,25,0,4,12,1,5,3
2021년06월_남_총인구수,"119,561","17,987","12,117","30,958","16,458","8,321","33,720"
2021년06월_남_연령구간인구수,"119,561","17,987","12,117","30,958","16,458","8,321","33,720"
2021년06월_남_0~9세,"11,653","2,002",419,"3,500","1,996",687,"3,049"
2021년06월_남_10~19세,"12,735","2,048",586,"3,609","1,706","1,011","3,775"
2021년06월_남_20~29세,"17,051","2,337","2,192","3,777","2,157","1,209","5,379"
2021년06월_남_30~39세,"20,696","2,729","3,179","5,030","3,098","1,264","5,396"
2021년06월_남_40~49세,"23,276","3,451","2,422","6,212","3,227","1,598","6,366"
2021년06월_남_50~59세,"17,613","2,782","1,805","4,302","2,172","1,301","5,251"
2021년06월_남_60~69세,"10,492","1,654",992,"2,849","1,399",780,"2,818"
2021년06월_남_70~79세,"4,379",684,384,"1,239",548,335,"1,189"
2021년06월_남_80~89세,"1,554",288,135,402,148,124,457
2021년06월_남_90~99세,105,12,3,35,7,9,39
2021년06월_남_100세 이상,7,0,0,3,0,3,1
2021년06월_여_총인구수,"111,144","17,858","8,348","30,331","15,673","7,884","31,050"
2021년06월_여_연령구간인구수,"111,144","17,858","8,348","30,331","15,673","7,884","31,050"
2021년06월_여_0~9세,"11,154","1,862",439,"3,362","1,964",638,"2,889"
2021년06월_여_10~19세,"12,202","2,115",579,"3,512","1,648",939,"3,409"
2021년06월_여_20~29세,"14,471","2,113","1,646","3,381","1,926",999,"4,406"
2021년06월_여_30~39세,"17,496","2,655","1,736","4,688","2,813","1,051","4,553"
2021년06월_여_40~49세,"20,424","3,301","1,421","5,533","2,924","1,499","5,746"
2021년06월_여_50~59세,"16,047","2,668","1,056","4,203","2,109","1,245","4,766"
2021년06월_여_60~69세,"10,706","1,699",818,"3,133","1,381",800,"2,875"
2021년06월_여_70~79세,"5,537",924,425,"1,593",566,441,"1,588"
2021년06월_여_80~89세,"2,670",455,200,795,274,243,703
2021년06월_여_90~99세,419,66,24,122,67,27,113
2021년06월_여_100세 이상,18,0,4,9,1,2,2
2021년07월_계_총인구수,"230,657","35,846","20,568","61,285","32,056","16,211","64,691"
2021년07월_계_연령구간인구수,"230,657","35,846","20,568","61,285","32,056","16,211","64,691"
