카테고리,부산광역시 영도구,부산광역시 영도구 남항동,부산광역시 영도구 영선제1동,부산광역시 영도구 영선제2동,부산광역시 영도구 신선동,부산광역시 영도구 봉래제1동,부산광역시 영도구 봉래제2동,부산광역시 영도구 청학제1동,부산광역시 영도구 청학제2동,부산광역시 영도구 동삼제1동,부산광역시 영도구 동삼제2동,부산광역시 영도구 동삼제3동
2020년08월_계_70~79세,"14,564","1,530",546,"1,211","1,558",898,902,930,"1,991","3,003",451,"1,544"
2020년08월_계_80~89세,"5,748",623,205,491,670,419,337,349,761,"1,146",153,594
2020년08월_계_90~99세,733,81,25,76,83,58,32,59,99,127,28,65
2020년08월_계_100세 이상,133,9,9,12,12,30,8,12,15,16,2,8
2020년08월_남_총인구수,"56,422","5,413","2,018","4,363","4,650","3,606","2,649","3,315","9,214","14,181","1,886","5,127"
2020년08월_남_연령구간인구수,"56,422","5,413","2,018","4,363","4,650","3,606","2,649","3,315","9,214","14,181","1,886","5,127"
2020년08월_남_0~9세,"2,724",204,98,219,131,190,71,194,532,797,102,186
2020년08월_남_10~19세,"3,938",280,140,320,271,217,151,236,761,"1,168",98,296
2020년08월_남_20~29세,"6,615",555,244,496,437,388,279,314,"1,075","1,927",375,525
2020년08월_남_30~39세,"5,929",572,214,448,403,424,247,346,"1,021","1,545",204,505
2020년08월_남_40~49세,"8,101",784,270,559,663,532,396,522,"1,377","2,038",255,705
2020년08월_남_50~59세,"10,106","1,083",361,777,945,622,502,573,"1,632","2,431",256,924
2020년08월_남_60~69세,"10,469","1,048",364,813,901,678,484,587,"1,596","2,501",334,"1,163"
2020년08월_남_70~79세,"6,338",653,238,521,640,396,372,408,930,"1,346",199,635
2020년08월_남_80~89세,"2,024",222,80,188,242,139,135,119,265,402,52,180
2020년08월_남_90~99세,145,10,5,19,12,16,8,13,19,26,10,7
2020년08월_남_100세 이상,33,2,4,3,5,4,4,3,6,0,1,1
2020년08월_여_총인구수,"58,089","5,428","2,138","4,612","4,624","3,766","2,673","3,507","9,353","14,862","1,694","5,432"
2020년08월_여_연령구간인구수,"58,089","5,428","2,138","4,612","4,624","3,766","2,673","3,507","9,353","14,862","1,694","5,432"
2020년08월_여_0~9세,"2,667",205,86,209,95,195,79,191,536,800,83,188
2020년08월_여_10~19세,"3,679",260,120,280,246,216,135,213,693,"1,134",97,285
2020년08월_여_20~29세,"5,506",503,208,406,388,347,223,302,906,"1,567",235,421
2020년08월_여_30~39세,"5,052",488,180,403,270,359,167,326,871,"1,415",148,425
2020년08월_여_40~49세,"7,356",625,269,570,491,446,299,482,"1,320","2,074",187,593
2020년08월_여_50~59세,"9,772",872,361,790,747,584,435,534,"1,610","2,685",227,927
2020년08월_여_60~69세,"11,419","1,119",456,895,963,769,575,652,"1,771","2,669",345,"1,205"
2020년08월_여_70~79세,"8,226",877,308,690,918,502,530,522,"1,061","1,657",252,909
2020년08월_여_80~89세,"3,724",401,125,303,428,280,202,230,496,744,101,414
2020년08월_여_90~99세,588,71,20,57,71,42,24,46,80,101,18,58
2020년08월_여_100세 이상,100,7,5,9,7,26,4,9,9,16,1,7
2020년09월_계_총인구수,"114,252","10,880","4,180","8,942","9,248","7,340","5,294","6,779","18,533","29,000","3,557","10,499"
2020년09월_계_연령구간인구수,"114,252","10,880","4,180","8,942","9,248","7,340","5,294","6,779","18,533","29,000","3,557","10,499"
2020년09월_계_0~9세,"5,340",405,186,423,225,373,156,377,"1,066","1,580",182,367
2020년09월_계_10~19세,"7,556",542,256,586,517,433,274,438,"1,447","2,298",190,575
2020년09월_계_20~29세,"12,109","1,060",455,905,820,744,499,619,"1,969","3,498",605,935
2020년09월_계_30~39세,"10,886","1,074",389,841,672,754,404,671,"1,891","2,926",341,923
2020년09월_계_40~49세,"15,396","1,414",547,"1,134","1,145",976,690,985,"2,680","4,110",442,"1,273"
2020년09월_계_50~59세,"19,812","1,942",723,"1,552","1,687","1,206",937,"1,099","3,227","5,099",485,"1,855"
2020년09월_계_60~69세,"21,951","2,189",831,"1,708","1,860","1,446","1,059","1,242","3,386","5,186",678,"2,366"
2020년09월_계_70~79세,"14,557","1,535",548,"1,205","1,555",901,899,921,"1,990","3,008",452,"1,543"
2020년09월_계_80~89세,"5,777",630,210,500,672,417,337,357,763,"1,151",152,588
2020년09월_계_90~99세,735,80,26,76,83,60,31,58,99,128,28,66
2020년09월_계_100세 이상,133,9,9,12,12,30,8,12,15,16,2,8
2020년09월_남_총인구수,"56,298","5,436","2,030","4,344","4,643","3,595","2,633","3,292","9,200","14,150","1,875","5,100"
2020년09월_남_연령구간인구수,"56,298","5,436","2,030","4,344","4,643","3,595","2,633","3,292","9,200","14,150","1,875","5,100"
2020년09월_남_0~9세,"2,697",204,100,215,132,186,73,188,527,791,100,181
2020년09월_남_10~19세,"3,913",278,139,314,270,217,145,235,763,"1,165",94,293
2020년09월_남_20~29세,"6,614",554,245,501,437,394,280,315,"1,061","1,927",379,521
2020년09월_남_30~39세,"5,877",578,214,440,404,403,238,348,"1,031","1,524",196,501
2020년09월_남_40~49세,"8,080",797,273,562,656,533,395,510,"1,372","2,035",255,692
2020년09월_남_50~59세,"10,072","1,076",362,768,942,628,499,568,"1,620","2,423",256,930
2020년09월_남_60~69세,"10,494","1,057",368,814,903,674,487,588,"1,605","2,505",333,"1,160"
2020년09월_남_70~79세,"6,338",657,237,519,638,399,371,404,928,"1,352",199,634
2020년09월_남_80~89세,"2,035",223,83,189,244,141,133,120,269,402,52,179
2020년09월_남_90~99세,145,10,5,19,12,16,8,13,18,26,10,8
2020년09월_남_100세 이상,33,2,4,3,5,4,4,3,6,0,1,1
2020년09월_여_총인구수,"57,954","5,444","2,150","4,598","4,605","3,745","2,661","3,487","9,333","14,850","1,682","5,399"
2020년09월_여_연령구간인구수,"57,954","5,444","2,150","4,598","4,605","3,745","2,661","3,487","9,333","14,850","1,682","5,399"
2020년09월_여_0~9세,"2,643",201,86,208,93,187,83,189,539,789,82,186
2020년09월_여_10~19세,"3,643",264,117,272,247,216,129,203,684,"1,133",96,282
2020년09월_여_20~29세,"5,495",506,210,404,383,350,219,304,908,"1,571",226,414
2020년09월_여_30~39세,"5,009",496,175,401,268,351,166,323,860,"1,402",145,422
2020년09월_여_40~49세,"7,316",617,274,572,489,443,295,475,"1,308","2,075",187,581
2020년09월_여_50~59세,"9,740",866,361,784,745,578,438,531,"1,607","2,676",229,925
2020년09월_여_60~69세,"11,457","1,132",463,894,957,772,572,654,"1,781","2,681",345,"1,206"
2020년09월_여_70~79세,"8,219",878,311,686,917,502,528,517,"1,062","1,656",253,909
2020년09월_여_80~89세,"3,742",407,127,311,428,276,204,237,494,749,100,409
2020년09월_여_90~99세,590,70,21,57,71,44,23,45,81,102,18,58
2020년09월_여_100세 이상,100,7,5,9,7,26,4,9,9,16,1,7
2020년10월_계_총인구수,"113,909","10,933","4,170","8,889","9,198","7,333","5,271","6,733","18,512","28,828","3,575","10,467"
2020년10월_계_연령구간인구수,"113,909","10,933","4,170","8,889","9,198","7,333","5,271","6,733","18,512","28,828","3,575","10,467"
2020년10월_계_0~9세,"5,264",410,186,412,221,370,154,355,"1,059","1,558",183,356
2020년10월_계_10~19세,"7,501",546,255,582,510,428,271,450,"1,446","2,259",189,565
2020년10월_계_20~29세,"12,071","1,062",456,901,813,741,495,607,"1,968","3,487",613,928
2020년10월_계_30~39세,"10,769","1,074",382,832,655,760,395,655,"1,869","2,893",343,911
2020년10월_계_40~49세,"15,322","1,433",553,"1,131","1,138",977,689,975,"2,652","4,059",442,"1,273"
2020년10월_계_50~59세,"19,689","1,932",711,"1,532","1,680","1,195",925,"1,089","3,230","5,058",490,"1,847"
2020년10월_계_60~69세,"22,053","2,213",836,"1,705","1,869","1,450","1,065","1,244","3,407","5,206",678,"2,380"
2020년10월_계_70~79세,"14,562","1,538",547,"1,202","1,541",906,901,928,"1,997","3,005",455,"1,542"
2020년10월_계_80~89세,"5,810",632,211,505,678,419,337,359,769,"1,156",152,592
2020년10월_계_90~99세,736,84,24,75,81,57,31,59,100,131,28,66
2020년10월_계_100세 이상,132,9,9,12,12,30,8,12,15,16,2,7
2020년10월_남_총인구수,"56,128","5,459","2,022","4,316","4,615","3,595","2,620","3,265","9,194","14,057","1,893","5,092"
2020년10월_남_연령구간인구수,"56,128","5,459","2,022","4,316","4,615","3,595","2,620","3,265","9,194","14,057","1,893","5,092"
2020년10월_남_0~9세,"2,659",208,99,208,129,185,71,179,527,775,102,176
2020년10월_남_10~19세,"3,881",277,136,310,269,215,143,239,762,"1,148",94,288
2020년10월_남_20~29세,"6,605",555,250,502,431,389,279,310,"1,066","1,918",385,520
2020년10월_남_30~39세,"5,821",584,207,437,392,410,233,339,"1,021","1,509",198,491
2020년10월_남_40~49세,"8,037",804,278,560,649,533,393,505,"1,353","2,010",255,697
2020년10월_남_50~59세,"10,021","1,072",355,754,941,619,494,562,"1,627","2,407",262,928
2020년10월_남_60~69세,"10,539","1,064",372,813,907,684,488,586,"1,612","2,510",334,"1,169"
2020년10월_남_70~79세,"6,344",659,236,522,638,398,375,407,927,"1,349",200,633
2020년10월_남_80~89세,"2,041",223,81,188,244,142,132,122,275,404,52,178
2020년10월_남_90~99세,147,11,4,19,10,16,8,13,18,27,10,11
2020년10월_남_100세 이상,33,2,4,3,5,4,4,3,6,0,1,1
2020년10월_여_총인구수,"57,781","5,474","2,148","4,573","4,583","3,738","2,651","3,468","9,318","14,771","1,682","5,375"
2020년10월_여_연령구간인구수,"57,781","5,474","2,148","4,573","4,583","3,738","2,651","3,468","9,318","14,771","1,682","5,375"
2020년10월_여_0~9세,"2,605",202,87,204,92,185,83,176,532,783,81,180
2020년10월_여_10~19세,"3,620",269,119,272,241,213,128,211,684,"1,111",95,277
2020년10월_여_20~29세,"5,466",507,206,399,382,352,216,297,902,"1,569",228,408
2020년10월_여_30~39세,"4,948",490,175,395,263,350,162,316,848,"1,384",145,420
2020년10월_여_40~49세,"7,285",629,275,571,489,444,296,470,"1,299","2,049",187,576
2020년10월_여_50~59세,"9,668",860,356,778,739,576,431,527,"1,603","2,651",228,919
2020년10월_여_60~69세,"11,514","1,149",464,892,962,766,577,658,"1,795","2,696",344,"1,211"
2020년10월_여_70~79세,"8,218",879,311,680,903,508,526,521,"1,070","1,656",255,909
2020년10월_여_80~89세,"3,769",409,130,317,434,277,205,237,494,752,100,414
2020년10월_여_90~99세,589,73,20,56,71,41,23,46,82,104,18,55
2020년10월_여_100세 이상,99,7,5,9,7,26,4,9,9,16,1,6
2020년11월_계_총인구수,"113,621","10,964","4,159","8,854","9,136","7,301","5,251","6,708","18,457","28,818","3,546","10,427"
2020년11월_계_연령구간인구수,"113,621","10,964","4,159","8,854","9,136","7,301","5,251","6,708","18,457","28,818","3,546","10,427"
2020년11월_계_0~9세,"5,198",420,187,407,218,360,151,349,"1,042","1,550",175,339
2020년11월_계_10~19세,"7,457",548,252,575,500,425,272,447,"1,446","2,241",186,565
2020년11월_계_20~29세,"12,022","1,060",445,895,814,738,490,605,"1,956","3,489",606,924
2020년11월_계_30~39세,"10,690","1,056",386,822,647,755,382,651,"1,868","2,888",341,894
2020년11월_계_40~49세,"15,246","1,453",546,"1,125","1,123",975,689,972,"2,629","4,038",439,"1,257"
2020년11월_계_50~59세,"19,631","1,932",712,"1,519","1,676","1,192",920,"1,084","3,209","5,051",484,"1,852"
2020년11월_계_60~69세,"22,099","2,225",837,"1,711","1,856","1,454","1,061","1,244","3,423","5,231",671,"2,386"
2020년11월_계_70~79세,"14,560","1,540",547,"1,200","1,533",896,909,923,"1,993","3,017",461,"1,541"
2020년11월_계_80~89세,"5,851",632,215,512,679,418,340,360,777,"1,165",153,600
2020년11월_계_90~99세,735,89,23,76,78,58,29,61,99,132,28,62
2020년11월_계_100세 이상,132,9,9,12,12,30,8,12,15,16,2,7
2020년11월_남_총인구수,"55,985","5,472","2,014","4,298","4,586","3,582","2,604","3,254","9,171","14,058","1,874","5,072"
2020년11월_남_연령구간인구수,"55,985","5,472","2,014","4,298","4,586","3,582","2,604","3,254","9,171","14,058","1,874","5,072"
2020년11월_남_0~9세,"2,627",210,99,209,128,181,71,177,520,767,97,168
2020년11월_남_10~19세,"3,852",278,136,308,262,212,141,237,758,"1,138",91,291
2020년11월_남_20~29세,"6,595",554,243,497,435,389,277,312,"1,063","1,934",378,513
2020년11월_남_30~39세,"5,769",577,205,429,385,408,225,338,"1,024","1,501",196,481
2020년11월_남_40~49세,"7,999",811,275,559,640,530,393,504,"1,338","2,006",256,687
2020년11월_남_50~59세,"10,002","1,072",357,746,942,619,490,560,"1,622","2,401",261,932
2020년11월_남_60~69세,"10,559","1,075",374,815,901,686,484,579,"1,620","2,520",330,"1,175"
2020년11월_남_70~79세,"6,336",653,234,523,634,395,376,406,922,"1,359",202,632
2020년11월_남_80~89세,"2,064",228,83,190,244,142,135,124,280,403,52,183
2020년11월_남_90~99세,149,12,4,19,10,16,8,14,18,29,10,9
2020년11월_남_100세 이상,33,2,4,3,5,4,4,3,6,0,1,1
2020년11월_여_총인구수,"57,636","5,492","2,145","4,556","4,550","3,719","2,647","3,454","9,286","14,760","1,672","5,355"
2020년11월_여_연령구간인구수,"57,636","5,492","2,145","4,556","4,550","3,719","2,647","3,454","9,286","14,760","1,672","5,355"
2020년11월_여_0~9세,"2,571",210,88,198,90,179,80,172,522,783,78,171
2020년11월_여_10~19세,"3,605",270,116,267,238,213,131,210,688,"1,103",95,274
2020년11월_여_20~29세,"5,427",506,202,398,379,349,213,293,893,"1,555",228,411
2020년11월_여_30~39세,"4,921",479,181,393,262,347,157,313,844,"1,387",145,413
2020년11월_여_40~49세,"7,247",642,271,566,483,445,296,468,"1,291","2,032",183,570
2020년11월_여_50~59세,"9,629",860,355,773,734,573,430,524,"1,587","2,650",223,920
2020년11월_여_60~69세,"11,540","1,150",463,896,955,768,577,665,"1,803","2,711",341,"1,211"
2020년11월_여_70~79세,"8,224",887,313,677,899,501,533,517,"1,071","1,658",259,909
2020년11월_여_80~89세,"3,787",404,132,322,435,276,205,236,497,762,101,417
2020년11월_여_90~99세,586,77,19,57,68,42,21,47,81,103,18,53
2020년11월_여_100세 이상,99,7,5,9,7,26,4,9,9,16,1,6
2020년12월_계_총인구수,"113,342","10,996","4,167","8,791","9,072","7,280","5,234","6,705","18,411","28,740","3,545","10,401"
2020년12월_계_연령구간인구수,"113,342","10,996","4,167","8,791","9,072","7,280","5,234","6,705","18,411","28,740","3,545","10,401"
2020년12월_계_0~9세,"5,139",418,185,397,218,353,145,349,"1,028","1,529",174,343
2020년12월_계_10~19세,"7,403",539,249,567,491,425,271,445,"1,442","2,234",183,557
2020년12월_계_20~29세,"11,990","1,056",453,886,797,739,490,612,"1,963","3,481",604,909
2020년12월_계_30~39세,"10,610","1,065",383,818,641,742,378,648,"1,836","2,867",349,883
2020년12월_계_40~49세,"15,159","1,445",540,"1,113","1,115",976,677,969,"2,622","4,017",438,"1,247"
2020년12월_계_50~59세,"19,559","1,944",706,"1,511","1,664","1,186",930,"1,067","3,203","5,038",485,"1,825"
2020년12월_계_60~69세,"22,171","2,245",853,"1,697","1,853","1,460","1,062","1,259","3,422","5,241",667,"2,412"
2020년12월_계_70~79세,"14,556","1,549",547,"1,202","1,517",892,905,920,"1,997","3,013",466,"1,548"
2020년12월_계_80~89세,"5,886",636,220,509,689,420,339,363,784,"1,168",151,607
2020년12월_계_90~99세,737,90,22,79,75,57,29,61,99,137,26,62
2020년12월_계_100세 이상,132,9,9,12,12,30,8,12,15,15,2,8
2020년12월_남_총인구수,"55,846","5,480","2,015","4,267","4,552","3,574","2,593","3,251","9,158","14,014","1,881","5,061"
2020년12월_남_연령구간인구수,"55,846","5,480","2,015","4,267","4,552","3,574","2,593","3,251","9,158","14,014","1,881","5,061"
2020년12월_남_0~9세,"2,593",205,100,207,126,181,67,178,510,750,98,171
2020년12월_남_10~19세,"3,833",278,134,300,257,213,142,237,756,"1,140",92,284
2020년12월_남_20~29세,"6,573",547,248,494,430,390,274,316,"1,080","1,911",376,507
2020년12월_남_30~39세,"5,720",581,203,422,377,399,225,332,"1,002","1,502",202,475
2020년12월_남_40~49세,"7,953",807,274,553,637,527,387,504,"1,337","1,992",253,682
2020년12월_남_50~59세,"9,979","1,077",347,745,935,618,498,551,"1,620","2,397",264,927
2020년12월_남_60~69세,"10,590","1,077",383,806,901,689,482,587,"1,623","2,529",328,"1,185"
2020년12월_남_70~79세,"6,334",661,233,529,624,394,370,402,922,"1,361",205,633
2020년12월_남_80~89세,"2,088",232,85,189,250,144,136,127,284,403,52,186
2020년12월_남_90~99세,150,13,4,19,10,15,8,14,18,29,10,10
2020년12월_남_100세 이상,33,2,4,3,5,4,4,3,6,0,1,1
2020년12월_여_총인구수,"57,496","5,516","2,152","4,524","4,520","3,706","2,641","3,454","9,253","14,726","1,664","5,340"
2020년12월_여_연령구간인구수,"57,496","5,516","2,152","4,524","4,520","3,706","2,641","3,454","9,253","14,726","1,664","5,340"
2020년12월_여_0~9세,"2,546",213,85,190,92,172,78,171,518,779,76,172
2020년12월_여_10~19세,"3,570",261,115,267,234,212,129,208,686,"1,094",91,273
2020년12월_여_20~29세,"5,417",509,205,392,367,349,216,296,883,"1,570",228,402
2020년12월_여_30~39세,"4,890",484,180,396,264,343,153,316,834,"1,365",147,408
2020년12월_여_40~49세,"7,206",638,266,560,478,449,290,465,"1,285","2,025",185,565
2020년12월_여_50~59세,"9,580",867,359,766,729,568,432,516,"1,583","2,641",221,898
2020년12월_여_60~69세,"11,581","1,168",470,891,952,771,580,672,"1,799","2,712",339,"1,227"
2020년12월_여_70~79세,"8,222",888,314,673,893,498,535,518,"1,075","1,652",261,915
2020년12월_여_80~89세,"3,798",404,135,320,439,276,203,236,500,765,99,421
2020년12월_여_90~99세,587,77,18,60,65,42,21,47,81,108,16,52
2020년12월_여_100세 이상,99,7,5,9,7,26,4,9,9,15,1,7
2021년01월_계_총인구수,"113,048","11,017","4,178","8,757","9,037","7,256","5,202","6,688","18,357","28,646","3,548","10,362"
2021년01월_계_연령구간인구수,"113,048","11,017","4,178","8,757","9,037","7,256","5,202","6,688","18,357","28,646","3,548","10,362"
2021년01월_계_0~9세,"5,083",418,184,391,216,350,147,348,"1,022","1,494",175,338
2021년01월_계_10~19세,"7,369",538,251,561,475,422,266,449,"1,442","2,243",175,547
2021년01월_계_20~29세,"11,890","1,051",443,889,793,735,488,602,"1,937","3,458",602,892
2021년01월_계_30~39세,"10,562","1,062",390,811,638,728,379,650,"1,821","2,855",344,884
2021년01월_계_40~49세,"15,082","1,458",536,"1,108","1,104",973,668,965,"2,607","3,982",447,"1,234"
2021년01월_계_50~59세,"19,444","1,927",707,"1,500","1,648","1,181",919,"1,057","3,194","5,015",487,"1,809"
2021년01월_계_60~69세,"22,261","2,271",861,"1,703","1,866","1,461","1,059","1,263","3,441","5,250",669,"2,417"
2021년01월_계_70~79세,"14,544","1,556",552,"1,192","1,517",889,894,913,"1,994","3,020",472,"1,545"
2021년01월_계_80~89세,"5,943",636,220,515,694,429,347,366,786,"1,174",150,626
2021년01월_계_90~99세,734,91,24,74,74,58,27,63,97,139,25,62
2021년01월_계_100세 이상,136,9,10,13,12,30,8,12,16,16,2,8
2021년01월_남_총인구수,"55,697","5,486","2,015","4,242","4,532","3,561","2,582","3,249","9,146","13,964","1,879","5,041"
2021년01월_남_연령구간인구수,"55,697","5,486","2,015","4,242","4,532","3,561","2,582","3,249","9,146","13,964","1,879","5,041"
2021년01월_남_0~9세,"2,563",206,99,204,122,180,68,176,504,739,99,166
2021년01월_남_10~19세,"3,814",277,136,298,248,212,139,241,761,"1,141",87,274
2021년01월_남_20~29세,"6,536",541,241,492,429,389,274,316,"1,073","1,901",376,504
2021년01월_남_30~39세,"5,685",574,205,423,374,393,228,334,992,"1,492",196,474
2021년01월_남_40~49세,"7,897",813,270,544,632,521,380,503,"1,327","1,973",261,673
2021년01월_남_50~59세,"9,934","1,070",347,739,925,615,493,543,"1,623","2,390",265,924
2021년01월_남_60~69세,"10,659","1,095",388,808,912,693,480,592,"1,635","2,539",326,"1,191"
2021년01월_남_70~79세,"6,318",662,235,522,622,391,371,396,924,"1,353",208,634
2021년01월_남_80~89세,"2,107",233,86,191,253,148,137,130,283,404,52,190
2021년01월_남_90~99세,150,13,4,18,10,15,8,15,18,31,8,10
2021년01월_남_100세 이상,34,2,4,3,5,4,4,3,6,1,1,1
2021년01월_여_총인구수,"57,351","5,531","2,163","4,515","4,505","3,695","2,620","3,439","9,211","14,682","1,669","5,321"
2021년01월_여_연령구간인구수,"57,351","5,531","2,163","4,515","4,505","3,695","2,620","3,439","9,211","14,682","1,669","5,321"
2021년01월_여_0~9세,"2,520",212,85,187,94,170,79,172,518,755,76,172
2021년01월_여_10~19세,"3,555",261,115,263,227,210,127,208,681,"1,102",88,273
2021년01월_여_20~29세,"5,354",510,202,397,364,346,214,286,864,"1,557",226,388
2021년01월_여_30~39세,"4,877",488,185,388,264,335,151,316,829,"1,363",148,410
2021년01월_여_40~49세,"7,185",645,266,564,472,452,288,462,"1,280","2,009",186,561
2021년01월_여_50~59세,"9,510",857,360,761,723,566,426,514,"1,571","2,625",222,885
2021년01월_여_60~69세,"11,602","1,176",473,895,954,768,579,671,"1,806","2,711",343,"1,226"
2021년01월_여_70~79세,"8,226",894,317,670,895,498,523,517,"1,070","1,667",264,911
2021년01월_여_80~89세,"3,836",403,134,324,441,281,210,236,503,770,98,436
2021년01월_여_90~99세,584,78,20,56,64,43,19,48,79,108,17,52
2021년01월_여_100세 이상,102,7,6,10,7,26,4,9,10,15,1,7
2021년02월_계_총인구수,"112,809","11,030","4,166","8,753","9,000","7,230","5,191","6,660","18,344","28,553","3,538","10,344"
2021년02월_계_연령구간인구수,"112,809","11,030","4,166","8,753","9,000","7,230","5,191","6,660","18,344","28,553","3,538","10,344"
2021년02월_계_0~9세,"5,032",418,183,384,212,352,146,346,"1,007","1,470",176,338
2021년02월_계_10~19세,"7,323",539,247,557,471,419,261,442,"1,454","2,217",170,546
2021년02월_계_20~29세,"11,881","1,058",434,896,797,729,489,605,"1,930","3,450",608,885
2021년02월_계_30~39세,"10,474","1,062",388,811,634,722,371,634,"1,793","2,836",341,882
2021년02월_계_40~49세,"15,038","1,451",537,"1,104","1,085",974,671,972,"2,610","3,969",441,"1,224"
2021년02월_계_50~59세,"19,374","1,937",706,"1,488","1,641","1,172",914,"1,052","3,196","4,986",486,"1,796"
2021년02월_계_60~69세,"22,268","2,276",860,"1,707","1,865","1,456","1,056","1,266","3,438","5,259",664,"2,421"
2021년02월_계_70~79세,"14,562","1,550",551,"1,202","1,510",890,895,906,"2,005","3,032",472,"1,549"
2021년02월_계_80~89세,"5,970",635,227,517,697,427,355,363,794,"1,173",154,628
2021년02월_계_90~99세,751,95,23,74,75,59,26,61,102,145,24,67
2021년02월_계_100세 이상,136,9,10,13,13,30,7,13,15,16,2,8
2021년02월_남_총인구수,"55,571","5,490","2,011","4,245","4,512","3,551","2,575","3,237","9,131","13,923","1,870","5,026"
2021년02월_남_연령구간인구수,"55,571","5,490","2,011","4,245","4,512","3,551","2,575","3,237","9,131","13,923","1,870","5,026"
2021년02월_남_0~9세,"2,547",209,98,202,120,181,67,176,502,727,97,168
2021년02월_남_10~19세,"3,773",277,134,295,243,208,140,234,764,"1,125",80,273
2021년02월_남_20~29세,"6,533",544,234,499,433,381,272,319,"1,063","1,907",383,498
2021년02월_남_30~39세,"5,647",575,204,427,372,395,224,327,976,"1,480",194,473
2021년02월_남_40~49세,"7,862",802,275,536,621,522,378,502,"1,333","1,965",259,669
2021년02월_남_50~59세,"9,896","1,075",343,734,924,611,491,544,"1,615","2,382",262,915
2021년02월_남_60~69세,"10,677","1,099",387,814,911,696,479,591,"1,645","2,540",324,"1,191"
2021년02월_남_70~79세,"6,330",663,235,527,615,387,371,398,923,"1,363",208,640
2021년02월_남_80~89세,"2,116",229,93,189,257,150,141,128,286,401,54,188
2021년02월_남_90~99세,157,15,4,19,11,16,8,15,19,32,8,10
2021년02월_남_100세 이상,33,2,4,3,5,4,4,3,5,1,1,1
2021년02월_여_총인구수,"57,238","5,540","2,155","4,508","4,488","3,679","2,616","3,423","9,213","14,630","1,668","5,318"
2021년02월_여_연령구간인구수,"57,238","5,540","2,155","4,508","4,488","3,679","2,616","3,423","9,213","14,630","1,668","5,318"
2021년02월_여_0~9세,"2,485",209,85,182,92,171,79,170,505,743,79,170
2021년02월_여_10~19세,"3,550",262,113,262,228,211,121,208,690,"1,092",90,273
2021년02월_여_20~29세,"5,348",514,200,397,364,348,217,286,867,"1,543",225,387
2021년02월_여_30~39세,"4,827",487,184,384,262,327,147,307,817,"1,356",147,409
2021년02월_여_40~49세,"7,176",649,262,568,464,452,293,470,"1,277","2,004",182,555
2021년02월_여_50~59세,"9,478",862,363,754,717,561,423,508,"1,581","2,604",224,881
2021년02월_여_60~69세,"11,591","1,177",473,893,954,760,577,675,"1,793","2,719",340,"1,230"
2021년02월_여_70~79세,"8,232",887,316,675,895,503,524,508,"1,082","1,669",264,909
2021년02월_여_80~89세,"3,854",406,134,328,440,277,214,235,508,772,100,440
2021년02월_여_90~99세,594,80,19,55,64,43,18,46,83,113,16,57
2021년02월_여_100세 이상,103,7,6,10,8,26,3,10,10,15,1,7
2021년03월_계_총인구수,"111,507","10,930","4,090","8,617","8,761","7,112","5,094","6,478","18,197","28,408","3,520","10,300"
2021년03월_계_연령구간인구수,"111,507","10,930","4,090","8,617","8,761","7,112","5,094","6,478","18,197","28,408","3,520","10,300"
2021년03월_계_0~9세,"5,011",421,178,383,205,354,148,342,"1,008","1,465",177,330
2021년03월_계_10~19세,"7,253",527,245,548,465,420,255,438,"1,428","2,202",172,553
2021년03월_계_20~29세,"11,807","1,068",425,902,787,726,491,587,"1,916","3,435",597,873
2021년03월_계_30~39세,"10,351","1,056",382,803,620,715,367,621,"1,787","2,810",339,851
2021년03월_계_40~49세,"14,861","1,432",530,"1,089","1,047",968,650,947,"2,585","3,941",450,"1,222"
2021년03월_계_50~59세,"19,040","1,906",688,"1,453","1,590","1,136",885,"1,022","3,168","4,941",471,"1,780"
2021년03월_계_60~69세,"22,125","2,250",856,"1,680","1,833","1,436","1,040","1,242","3,420","5,277",661,"2,430"
2021년03월_계_70~79세,"14,413","1,542",539,"1,187","1,460",876,886,877,"2,000","3,015",477,"1,554"
2021년03월_계_80~89세,"5,911",637,225,504,687,411,351,348,788,"1,174",152,634
2021년03월_계_90~99세,683,87,22,64,65,50,20,53,94,141,22,65
2021년03월_계_100세 이상,52,4,0,4,2,20,1,1,3,7,2,8
2021년03월_남_총인구수,"54,997","5,440","1,970","4,179","4,409","3,501","2,521","3,172","9,063","13,862","1,863","5,017"
2021년03월_남_연령구간인구수,"54,997","5,440","1,970","4,179","4,409","3,501","2,521","3,172","9,063","13,862","1,863","5,017"
2021년03월_남_0~9세,"2,541",213,96,201,116,182,68,176,507,718,99,165
2021년03월_남_10~19세,"3,733",273,129,291,240,208,136,232,747,"1,118",83,276
2021년03월_남_20~29세,"6,513",548,229,499,433,384,275,311,"1,059","1,908",378,489
2021년03월_남_30~39세,"5,591",576,194,422,365,388,222,326,977,"1,468",193,460
2021년03월_남_40~49세,"7,789",789,274,536,602,519,369,494,"1,319","1,956",263,668
2021년03월_남_50~59세,"9,746","1,061",332,717,907,594,468,533,"1,606","2,359",253,916
2021년03월_남_60~69세,"10,597","1,080",385,796,897,687,472,582,"1,629","2,552",321,"1,196"
2021년03월_남_70~79세,"6,287",660,237,521,595,387,368,385,921,"1,359",209,645
2021년03월_남_80~89세,"2,068",230,90,180,246,139,139,121,281,396,55,191
2021년03월_남_90~99세,128,10,4,16,7,12,4,12,17,28,8,10
